Orthogroup	DROME	DANRE
OG0001076	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432	DANRE17847, DANRE01059, DANRE01061, DANRE08511, DANRE08513, DANRE08512, DANRE01060, DANRE08514, DANRE17848, DANRE17845, DANRE17846, DANRE17844
OG0001077	DROME13463, DROME13462	DANRE27192
OG0001077	DROME14374	DANRE13619
OG0001077	DROME15216, DROME15217, DROME15215, DROME15218	DANRE42724
OG0001078	DROME16039, DROME16040	DANRE33231, DANRE33234, DANRE33233, DANRE33232, DANRE22373, DANRE22374, DANRE22372, DANRE36986, DANRE29517, DANRE24790, DANRE24791, DANRE39097, DANRE39096, DANRE39098
OG0001079	DROME12134, DROME12135, DROME12136	DANRE40520, DANRE40521, DANRE31014, DANRE39805
OG0001081	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997	DANRE12197, DANRE12196, DANRE12195
OG0001082	DROME16087, DROME16088, DROME16090, DROME16089	DANRE01614
OG0001083	DROME07895, DROME07890, DROME07893, DROME07892, DROME07896, DROME07887, DROME07888, DROME07889, DROME07891, DROME07885, DROME07886, DROME07894	DANRE11162, DANRE03313, DANRE06572, DANRE11816, DANRE11815
OG0001084	DROME15262, DROME15263	DANRE21390, DANRE09519, DANRE09517, DANRE09518, DANRE21391
OG0001085	DROME18407, DROME18408, DROME18409	DANRE36752, DANRE36751, DANRE22295, DANRE39750, DANRE39751, DANRE02426, DANRE30868, DANRE30869, DANRE02298, DANRE02297, DANRE02296
OG0001086	DROME20573	DANRE34443
OG0001089	DROME21284, DROME21282, DROME21280, DROME21281, DROME21283	DANRE07983, DANRE07984, DANRE34147, DANRE34146, DANRE07986, DANRE07985, DANRE24397, DANRE24398, DANRE24396, DANRE24395, DANRE01127, DANRE01126
OG0001091	DROME08376, DROME08378, DROME08377	DANRE16115, DANRE41479, DANRE03250, DANRE14908, DANRE14909, DANRE29822, DANRE03251, DANRE14907, DANRE14905, DANRE14906, DANRE41478
OG0001092	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203	DANRE01084, DANRE01083, DANRE08553, DANRE08554, DANRE15919, DANRE15921, DANRE15920, DANRE01082, DANRE15922
OG0001093	DROME09012, DROME09005, DROME09009, DROME09004, DROME09007, DROME09010, DROME09011, DROME09006, DROME09008	DANRE14894, DANRE14893, DANRE03347, DANRE29218, DANRE29217, DANRE16120, DANRE41468, DANRE41467, DANRE41466
OG0001094	DROME08185, DROME21556	DANRE10894, DANRE06835, DANRE05547
OG0001096	DROME20588, DROME20589, DROME02389	DANRE36317, DANRE41555, DANRE41553, DANRE41554
OG0001097	DROME12546, DROME12547	DANRE20703, DANRE19071
OG0001101	DROME01099	DANRE43023, DANRE43024
OG0001102	DROME11539	DANRE05563
OG0001102	DROME20883	DANRE05135, DANRE05287, DANRE05288
OG0001103	DROME13242, DROME13241, DROME13243, DROME13244	DANRE12024
OG0001104	DROME04004	DANRE12309, DANRE12308
OG0001105	DROME22092, DROME02326	DANRE03125
OG0001107	DROME03977	DANRE00876
OG0001108	DROME12857, DROME12858, DROME12856, DROME12855	DANRE22562, DANRE36536, DANRE36537, DANRE22561, DANRE22563
OG0001108	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011	DANRE07648, DANRE07647, DANRE07649, DANRE07646, DANRE07645
OG0001109	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274	DANRE30375, DANRE30374, DANRE05998, DANRE05997, DANRE05996
OG0001112	DROME13039, DROME13038, DROME13037, DROME13036	DANRE20480, DANRE20481, DANRE15539, DANRE15538, DANRE15334, DANRE41410, DANRE36240
OG0001113	DROME18531, DROME18532	DANRE29305, DANRE29306
OG0001113	DROME05388	DANRE13286
OG0001113	DROME01680	DANRE36120
OG0001114	DROME00496, DROME16340, DROME16339	DANRE12192, DANRE12194, DANRE25899, DANRE10621, DANRE10620, DANRE10623, DANRE10622
OG0001118	DROME14402, DROME14401	DANRE39327, DANRE31005, DANRE31007, DANRE31006, DANRE31008
OG0001119	DROME17259, DROME17271, DROME17273, DROME17270, DROME17257, DROME17260, DROME17272, DROME17265, DROME17267, DROME17258, DROME17266, DROME17262, DROME17261, DROME17268, DROME17263, DROME17264, DROME17269	DANRE04501, DANRE38797
OG0001121	DROME11643, DROME11644, DROME11645, DROME11642	DANRE05588, DANRE05587, DANRE16591, DANRE16590, DANRE16589
OG0001124	DROME13810	DANRE03040
OG0001126	DROME07144	DANRE37911
OG0001127	DROME21295, DROME21293, DROME21294, DROME21292	DANRE41783, DANRE41782, DANRE15362, DANRE15363, DANRE27928, DANRE27929, DANRE27930, DANRE27931
OG0001128	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100	DANRE11570, DANRE11571, DANRE13253, DANRE13252, DANRE00033, DANRE18370, DANRE18369, DANRE18368, DANRE18366, DANRE18367
OG0001129	DROME06610	DANRE12805, DANRE38100, DANRE10144
OG0001130	DROME08159	DANRE00191, DANRE00192
OG0001131	DROME00544	DANRE35573, DANRE35575, DANRE35574, DANRE05263, DANRE05262, DANRE11143, DANRE17459
OG0001132	DROME12585, DROME12584, DROME12583, DROME12582	DANRE00495, DANRE00494, DANRE00496
OG0001133	DROME02832	DANRE00326, DANRE00325
OG0001135	DROME18153, DROME18152	DANRE15167, DANRE15168, DANRE15171, DANRE15169, DANRE15170, DANRE03694, DANRE43114, DANRE28908, DANRE28907, DANRE28967, DANRE28968
OG0001136	DROME15241, DROME15244, DROME15239, DROME15245, DROME15243, DROME15240, DROME15238, DROME15242, DROME15236, DROME15237	DANRE40170, DANRE40169, DANRE26964, DANRE26965, DANRE39095, DANRE39094
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	DANRE23035, DANRE23036, DANRE36919, DANRE36920, DANRE38760, DANRE38759, DANRE27896, DANRE27895, DANRE27897, DANRE42085
OG0001139	DROME11285, DROME11284, DROME20784	DANRE16147, DANRE16148, DANRE25097, DANRE30941, DANRE30942
OG0001140	DROME04492, DROME04491	DANRE14735, DANRE14736, DANRE12076, DANRE12078
OG0001141	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356	DANRE41144, DANRE41143, DANRE41145, DANRE34924, DANRE34925, DANRE41146, DANRE34926
OG0001142	DROME15460, DROME15458, DROME15459	DANRE38005, DANRE38003
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	DANRE25849, DANRE30754, DANRE30755, DANRE13212, DANRE15627, DANRE09922
OG0001144	DROME08380	DANRE23119, DANRE23118, DANRE36574, DANRE36575, DANRE36573, DANRE41447, DANRE41446, DANRE09531, DANRE09530, DANRE14316, DANRE14317
OG0001148	DROME04431, DROME04432	DANRE15191, DANRE15190, DANRE15189
OG0001149	DROME20514	DANRE14289, DANRE14290, DANRE14288, DANRE43370, DANRE43369
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	DANRE36530, DANRE22268, DANRE29205, DANRE29204, DANRE42727, DANRE42726
OG0001158	DROME08138, DROME08137	DANRE36872, DANRE23963, DANRE23962
OG0001159	DROME00658	DANRE05470, DANRE10627
OG0001160	DROME05833, DROME05832, DROME05835, DROME05834	DANRE31338, DANRE39872, DANRE20664, DANRE20663
OG0001162	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107	DANRE08007, DANRE08006, DANRE08008, DANRE08009, DANRE19831, DANRE19828, DANRE19830, DANRE19829, DANRE42512, DANRE42511, DANRE43065
OG0001163	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899	DANRE04351, DANRE05359
OG0001164	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759	DANRE00549, DANRE00552, DANRE00551
OG0001165	DROME20938, DROME07288	DANRE18768, DANRE42434, DANRE42435, DANRE42433
OG0001167	DROME17311	DANRE11150, DANRE38292, DANRE38291, DANRE05260, DANRE05261
OG0001168	DROME02336	DANRE14763, DANRE14762, DANRE01595, DANRE14764, DANRE01592, DANRE09690, DANRE09691, DANRE01594, DANRE01593, DANRE25534, DANRE25535
OG0001172	DROME12074, DROME12075	DANRE28103, DANRE23854, DANRE42209
OG0001172	DROME11227, DROME11226	DANRE43426
OG0001173	DROME08477, DROME08476, DROME08478, DROME08741	DANRE09871, DANRE09870
OG0001173	DROME11068	DANRE09868, DANRE09869
OG0001174	DROME01257, DROME01258	DANRE36611
OG0001175	DROME10674	DANRE40566, DANRE40568, DANRE40567, DANRE40616, DANRE40615, DANRE00572, DANRE40617
OG0001177	DROME01933, DROME01934, DROME21906	DANRE26390, DANRE26389, DANRE40862, DANRE40864, DANRE40863
OG0001178	DROME18168, DROME18169, DROME18170, DROME18167	DANRE42414, DANRE42416, DANRE42415
OG0001180	DROME01245, DROME01246	DANRE14996, DANRE14995, DANRE10618, DANRE10617, DANRE12888, DANRE39038
OG0001184	DROME03279	DANRE14296, DANRE14295
OG0001184	DROME17805	DANRE38448
OG0001185	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238	DANRE05149, DANRE05150
OG0001186	DROME11811, DROME11812	DANRE26898, DANRE26897, DANRE26189
OG0001186	DROME18932	DANRE39141
OG0001188	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118	DANRE20180, DANRE20181, DANRE37779, DANRE37780, DANRE05645, DANRE02573, DANRE11351, DANRE11352, DANRE05646
OG0001190	DROME21340, DROME21342, DROME21339, DROME21341	DANRE11385, DANRE11386, DANRE02521, DANRE02522, DANRE22917, DANRE22916, DANRE22915
OG0001191	DROME15546, DROME15547, DROME15549, DROME15548	DANRE23738, DANRE41174, DANRE11828, DANRE11011, DANRE11829, DANRE03309, DANRE03310, DANRE06571
OG0001196	DROME19139	DANRE14065
OG0001197	DROME14364	DANRE19964, DANRE19965
OG0001197	DROME07563	DANRE09525, DANRE42674
OG0001201	DROME20824, DROME20825, DROME20823, DROME20822	DANRE12519, DANRE22352, DANRE22354, DANRE02404, DANRE02405, DANRE24906, DANRE22353, DANRE22355, DANRE12520, DANRE24918
OG0001203	DROME16841	DANRE06831, DANRE06833, DANRE06834, DANRE05649, DANRE06832, DANRE05648, DANRE05647, DANRE04646, DANRE04647
OG0001204	DROME15252	DANRE00077, DANRE07916, DANRE07914, DANRE07913, DANRE20317, DANRE20315, DANRE20314, DANRE07915, DANRE20316
OG0001205	DROME09818, DROME09817	DANRE15947, DANRE23700, DANRE08524, DANRE00853, DANRE06430
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	DANRE35541, DANRE41476, DANRE41472, DANRE41473, DANRE09739, DANRE09738, DANRE43074
OG0001210	DROME01292	DANRE18802, DANRE18801, DANRE18800
OG0001210	DROME21654, DROME21653	DANRE26760, DANRE26759
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	DANRE02626, DANRE02625, DANRE41666, DANRE29139
OG0001212	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021	DANRE04861, DANRE04863, DANRE04862
OG0001213	DROME12028	DANRE04387, DANRE43203, DANRE04388
OG0001213	DROME15857	DANRE01516, DANRE01514, DANRE01515
OG0001214	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226	DANRE24143, DANRE31132, DANRE31134, DANRE31133
OG0001215	DROME05613, DROME05611, DROME05612	DANRE27329, DANRE27330, DANRE35594, DANRE35595, DANRE41572, DANRE41571, DANRE41573, DANRE35593, DANRE35592, DANRE41574, DANRE23354, DANRE23355, DANRE36527, DANRE36526
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	DANRE39374, DANRE33871
OG0001217	DROME06701	DANRE24420, DANRE19883, DANRE19884, DANRE24419, DANRE33785, DANRE17425, DANRE17426
OG0001218	DROME12211, DROME12213, DROME12212	DANRE09982, DANRE13766, DANRE13765, DANRE02525, DANRE02526, DANRE37945
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	DANRE06219, DANRE06220, DANRE20139, DANRE10625, DANRE13985, DANRE13984
OG0001220	DROME02744, DROME20493, DROME20492	DANRE01523, DANRE01524, DANRE28356, DANRE21565
OG0001221	DROME09514	DANRE38048, DANRE38049
OG0001223	DROME08781, DROME08780	DANRE26912, DANRE26911, DANRE26910, DANRE38596, DANRE37189, DANRE27744, DANRE37064, DANRE37065
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	DANRE25970, DANRE25969, DANRE25968, DANRE25971, DANRE38402, DANRE38398, DANRE38399, DANRE39840, DANRE39835, DANRE00504, DANRE00505, DANRE21562
OG0001226	DROME09885, DROME09884, DROME09883, DROME09882	DANRE07724, DANRE07723, DANRE07722, DANRE06318, DANRE23264
OG0001227	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419	DANRE02213, DANRE02214, DANRE11034, DANRE11035, DANRE14852, DANRE14851, DANRE14854, DANRE14856, DANRE41941, DANRE41942
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	DANRE05445, DANRE05448, DANRE05446, DANRE05447, DANRE17775, DANRE04785, DANRE04784, DANRE03779, DANRE07774, DANRE19684
OG0001232	DROME01876, DROME01877, DROME01878	DANRE29418, DANRE29417
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	DANRE37290, DANRE37291, DANRE09490, DANRE09491, DANRE13560, DANRE13559, DANRE38545, DANRE38546, DANRE09492
OG0001236	DROME06609, DROME04424, DROME20964	DANRE10388, DANRE09452, DANRE09451, DANRE09450, DANRE09449
OG0001237	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481	DANRE37662, DANRE25316, DANRE10422, DANRE34753, DANRE34752, DANRE25150, DANRE25151
OG0001238	DROME21058	DANRE07226
OG0001238	DROME14293, DROME05136, DROME05137, DROME05138, DROME14291, DROME14292	DANRE26310
OG0001239	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414	DANRE25860, DANRE25861, DANRE25859, DANRE02266, DANRE02265, DANRE36693, DANRE25856, DANRE25858, DANRE25857
OG0001241	DROME02596	DANRE22500, DANRE22501
OG0001241	DROME03537	DANRE16085, DANRE06905
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	DANRE38914, DANRE39511, DANRE25154, DANRE38911, DANRE38913, DANRE38912
OG0001245	DROME06795	DANRE06665, DANRE06666, DANRE06667, DANRE06668, DANRE16699, DANRE03294, DANRE03295, DANRE03293
OG0001247	DROME18852	DANRE22419, DANRE31091, DANRE31090, DANRE01633, DANRE22417, DANRE22418, DANRE22416, DANRE22420, DANRE22415, DANRE34005, DANRE34004, DANRE34002, DANRE34006, DANRE34003
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	DANRE15846, DANRE26785, DANRE35515, DANRE20943
OG0001250	DROME10391, DROME10390, DROME10392	DANRE29340, DANRE29339, DANRE29338, DANRE03569, DANRE03568, DANRE03567, DANRE30537
OG0001251	DROME04532	DANRE39135, DANRE39136, DANRE39134, DANRE24093, DANRE24095, DANRE24092, DANRE24094
OG0001253	DROME16727, DROME02601	DANRE30836, DANRE12545, DANRE39815, DANRE39814, DANRE22552, DANRE30835, DANRE30834, DANRE40361, DANRE01742, DANRE01743, DANRE01744
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	DANRE00247, DANRE00249, DANRE39065, DANRE25611, DANRE25612
OG0001255	DROME11892	DANRE09968, DANRE14784, DANRE14783, DANRE17264, DANRE23730, DANRE41243, DANRE34263, DANRE28646, DANRE28647, DANRE23053, DANRE23051, DANRE23052, DANRE17894, DANRE14190
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	DANRE11481, DANRE11480, DANRE11479, DANRE04535, DANRE04093, DANRE04094, DANRE04536
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	DANRE23743, DANRE15935, DANRE15934, DANRE23744, DANRE42389
OG0001262	DROME20437	DANRE19262
OG0001263	DROME01386, DROME01387	DANRE03253, DANRE03252, DANRE29681, DANRE29682
OG0001264	DROME08249, DROME08250, DROME08248	DANRE14753, DANRE14754, DANRE37060, DANRE37059, DANRE37061, DANRE39137, DANRE14755, DANRE14750, DANRE14751, DANRE14752
OG0001266	DROME19377	DANRE39425, DANRE27260, DANRE35490, DANRE23595
OG0001267	DROME13068	DANRE35017, DANRE01548, DANRE34033, DANRE16499, DANRE16498
OG0001268	DROME04920, DROME04921	DANRE22870, DANRE22871
OG0001270	DROME12379	DANRE24812
OG0001270	DROME02961	DANRE29397
OG0001271	DROME20484	DANRE38819, DANRE38817, DANRE38818, DANRE27361, DANRE27362, DANRE27360, DANRE03360, DANRE21111
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	DANRE29978, DANRE03166, DANRE07917, DANRE20323, DANRE06556, DANRE06559, DANRE06557, DANRE06558
OG0001273	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251	DANRE02106, DANRE02107, DANRE28331, DANRE34837, DANRE34836, DANRE34838
OG0001274	DROME06585, DROME06586, DROME06584	DANRE26549, DANRE16882, DANRE16883, DANRE16884, DANRE33262, DANRE33263, DANRE33261
OG0001276	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322	DANRE01207, DANRE01206
OG0001278	DROME15730	DANRE18880, DANRE18879
OG0001279	DROME15211, DROME15210	DANRE13251, DANRE13250, DANRE00031, DANRE00032, DANRE10695, DANRE04800, DANRE16827
OG0001280	DROME15706	DANRE25620, DANRE25621, DANRE37606, DANRE37604, DANRE37605, DANRE28151, DANRE40113, DANRE40112, DANRE37607, DANRE16017, DANRE23707, DANRE16016
OG0001281	DROME19100	DANRE13146, DANRE13147, DANRE01268, DANRE05291, DANRE38128, DANRE38129
OG0001282	DROME04060, DROME04059, DROME04058	DANRE42333, DANRE34496, DANRE34495, DANRE42332, DANRE42331, DANRE27101, DANRE24465, DANRE24464
OG0001284	DROME05418	DANRE09932, DANRE14552, DANRE25929
OG0001287	DROME15976, DROME15975, DROME04476	DANRE20476, DANRE07347, DANRE20477, DANRE42919, DANRE06963, DANRE06964
OG0001288	DROME19787, DROME09388, DROME09389	DANRE34317, DANRE25733, DANRE34315, DANRE34318, DANRE34316
OG0001289	DROME16010, DROME16008, DROME16009	DANRE11856, DANRE11855, DANRE00880, DANRE05727, DANRE03954, DANRE03953, DANRE03955
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	DANRE00528, DANRE00526, DANRE00527, DANRE12301, DANRE12302, DANRE12674, DANRE37304, DANRE37305, DANRE37303, DANRE37306, DANRE37307, DANRE37309, DANRE37308
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	DANRE00618, DANRE00617, DANRE34030, DANRE34031, DANRE34032, DANRE06257, DANRE06256, DANRE20027, DANRE20028, DANRE20029
OG0001292	DROME20956	DANRE05796, DANRE05795, DANRE05794, DANRE05797, DANRE05798, DANRE35916, DANRE35918, DANRE35917, DANRE42115, DANRE42112, DANRE42114, DANRE42106, DANRE42111, DANRE42113, DANRE42110, DANRE42109, DANRE42108, DANRE42107, DANRE05799
OG0001293	DROME19380, DROME19378, DROME19379	DANRE40727, DANRE33631, DANRE33632, DANRE40726, DANRE40728, DANRE19565, DANRE19566, DANRE19563, DANRE19564, DANRE40718, DANRE35033, DANRE35032
OG0001294	DROME19278	DANRE18837, DANRE18836
OG0001295	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521	DANRE41427, DANRE35768, DANRE35767, DANRE23445
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	DANRE11527, DANRE38121, DANRE38122, DANRE38123, DANRE38120, DANRE22225, DANRE22224
OG0001300	DROME21326, DROME21325, DROME21324	DANRE26543, DANRE26542, DANRE42930, DANRE42928, DANRE42929, DANRE06398, DANRE06399
OG0001302	DROME00539	DANRE35522
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	DANRE27746, DANRE27745, DANRE38594, DANRE38595, DANRE26905, DANRE26906, DANRE36903, DANRE36902
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	DANRE16549, DANRE16550, DANRE28651, DANRE28652, DANRE34203, DANRE36227, DANRE36226, DANRE26925
OG0001306	DROME08751, DROME08752	DANRE18995, DANRE18996
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	DANRE05117, DANRE05116, DANRE06233, DANRE34680
OG0001310	DROME15600	DANRE12016, DANRE12017
OG0001311	DROME20740, DROME20738, DROME20739, DROME20741	DANRE14576, DANRE08602
OG0001311	DROME06164	DANRE10133, DANRE13609, DANRE13617
OG0001315	DROME16592	DANRE03124, DANRE03123, DANRE03122, DANRE03565, DANRE30533, DANRE30534, DANRE21863, DANRE21864
OG0001318	DROME17213	DANRE03829
OG0001318	DROME09513	DANRE41846, DANRE16169
OG0001319	DROME01307	DANRE33830, DANRE06762, DANRE06763, DANRE27088, DANRE27087, DANRE24474, DANRE42476
OG0001321	DROME16103	DANRE12728, DANRE28335, DANRE21547, DANRE21546, DANRE10456
OG0001322	DROME15932	DANRE07737
OG0001323	DROME18781, DROME18779, DROME18782, DROME18780	DANRE43273
OG0001325	DROME14232	DANRE07084, DANRE07085, DANRE07086, DANRE04852, DANRE04851, DANRE04853, DANRE07195, DANRE07194
OG0001326	DROME03927	DANRE05749, DANRE05748, DANRE43139, DANRE01553, DANRE33552, DANRE33553, DANRE33551, DANRE05304, DANRE16141
OG0001327	DROME02674, DROME02673, DROME02675	DANRE25508, DANRE25510, DANRE25509
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	DANRE03150, DANRE03151, DANRE29159, DANRE29160, DANRE08275, DANRE20391, DANRE20390, DANRE33586, DANRE33587, DANRE20387
OG0001331	DROME17517, DROME17519, DROME17518	DANRE05979
