Orthogroup	DROME	HUMAN
OG0001215	DROME05613, DROME05611, DROME05612	HUMAN26208, HUMAN26209, HUMAN17597, HUMAN06423
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	HUMAN05988, HUMAN05987, HUMAN11890
OG0001217	DROME06701	HUMAN29664, HUMAN25763
OG0001218	DROME12211, DROME12213, DROME12212	HUMAN05862, HUMAN00140, HUMAN11965
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	HUMAN18053, HUMAN24346, HUMAN01814, HUMAN09792, HUMAN09790
OG0001220	DROME02744, DROME20493, DROME20492	HUMAN07348, HUMAN14183
OG0001221	DROME09514	HUMAN08173, HUMAN08174, HUMAN08177, HUMAN08176, HUMAN08178, HUMAN08175, HUMAN08179, HUMAN08180
OG0001223	DROME08781, DROME08780	HUMAN27843, HUMAN11032, HUMAN07991, HUMAN19019, HUMAN11033
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	HUMAN09188, HUMAN28761, HUMAN14334
OG0001226	DROME09885, DROME09884, DROME09883, DROME09882	HUMAN19536, HUMAN30088, HUMAN25307
OG0001227	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419	HUMAN20885, HUMAN00710, HUMAN07454, HUMAN30017
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	HUMAN08474, HUMAN08473, HUMAN16911
OG0001232	DROME01876, DROME01877, DROME01878	HUMAN10318
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	HUMAN13874, HUMAN11222
OG0001236	DROME06609, DROME04424, DROME20964	HUMAN15304, HUMAN05859
OG0001237	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481	HUMAN10071, HUMAN01580, HUMAN23506
OG0001238	DROME21058	HUMAN09752, HUMAN24272
OG0001238	DROME14293, DROME05136, DROME05137, DROME05138, DROME14291, DROME14292	HUMAN20738, HUMAN12789, HUMAN06408
OG0001239	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414	HUMAN21103, HUMAN26890, HUMAN21102
OG0001241	DROME02596	HUMAN18832, HUMAN18831
OG0001241	DROME03537	HUMAN07799
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	HUMAN27651, HUMAN27653, HUMAN27652, HUMAN27650, HUMAN09639
OG0001245	DROME06795	HUMAN22661, HUMAN23851, HUMAN22660, HUMAN03158, HUMAN03156, HUMAN03157
OG0001247	DROME18852	HUMAN27059, HUMAN20519, HUMAN29792, HUMAN27060
OG0001248	DROME02625, DROME02624, DROME02623	HUMAN18428, HUMAN27270, HUMAN27268
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	HUMAN14397, HUMAN05364, HUMAN05363, HUMAN28497, HUMAN00860, HUMAN14396
OG0001250	DROME10391, DROME10390, DROME10392	HUMAN13009, HUMAN20055, HUMAN20056, HUMAN20057, HUMAN12131
OG0001251	DROME04532	HUMAN11600, HUMAN08159, HUMAN08158
OG0001253	DROME16727, DROME02601	HUMAN20377, HUMAN24966, HUMAN20379, HUMAN24965
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	HUMAN23637, HUMAN09380
OG0001255	DROME11892	HUMAN28258, HUMAN25482, HUMAN01216, HUMAN19038, HUMAN19039, HUMAN25595, HUMAN28179
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	HUMAN25828
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	HUMAN22947, HUMAN04078, HUMAN04079
OG0001262	DROME20437	HUMAN29428, HUMAN24853
OG0001263	DROME01386, DROME01387	HUMAN12942
OG0001264	DROME08249, DROME08250, DROME08248	HUMAN28020, HUMAN18861, HUMAN18860, HUMAN11601, HUMAN28023
OG0001266	DROME19377	HUMAN13676, HUMAN13675, HUMAN18946
OG0001267	DROME13068	HUMAN26403, HUMAN07336, HUMAN07335, HUMAN04653, HUMAN27474, HUMAN27478
OG0001268	DROME04920, DROME04921	HUMAN29785, HUMAN29783
OG0001270	DROME12379	HUMAN10267, HUMAN10268, HUMAN10266
OG0001270	DROME02961	HUMAN10495
OG0001271	DROME20484	HUMAN27281, HUMAN13161, HUMAN06386
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	HUMAN10856, HUMAN12263, HUMAN28972
OG0001273	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251	HUMAN09957, HUMAN15061, HUMAN23537
OG0001274	DROME06585, DROME06586, DROME06584	HUMAN01186, HUMAN14450, HUMAN29306
OG0001276	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322	HUMAN05158, HUMAN23988, HUMAN23987
OG0001278	DROME15730	HUMAN28347
OG0001278	DROME15455, DROME15454, DROME15456	HUMAN28348
OG0001279	DROME15211, DROME15210	HUMAN15552, HUMAN15549, HUMAN09000, HUMAN02712
OG0001280	DROME15706	HUMAN09972, HUMAN14369, HUMAN28522
OG0001281	DROME19100	HUMAN05763, HUMAN25263, HUMAN04721, HUMAN04723
OG0001282	DROME04060, DROME04059, DROME04058	HUMAN11803, HUMAN21801
OG0001284	DROME14235	HUMAN27206
OG0001284	DROME05418	HUMAN09392
OG0001287	DROME15976, DROME15975, DROME04476	HUMAN23780, HUMAN17479, HUMAN26326, HUMAN22569, HUMAN30270
OG0001288	DROME19787, DROME09388, DROME09389	HUMAN09745, HUMAN23493
OG0001289	DROME16010, DROME16008, DROME16009	HUMAN08449, HUMAN08450, HUMAN02661
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	HUMAN23738, HUMAN09455, HUMAN11087
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	HUMAN27542, HUMAN22728, HUMAN03289
OG0001292	DROME20956	HUMAN20666, HUMAN18444, HUMAN18446
OG0001293	DROME19380, DROME19378, DROME19379	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393
OG0001294	DROME19278	HUMAN08609
OG0001295	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521	HUMAN17913, HUMAN17912, HUMAN06527
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471
OG0001300	DROME21326, DROME21325, DROME21324	HUMAN21610, HUMAN07635, HUMAN30249
OG0001302	DROME00539	HUMAN00934
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	HUMAN07987, HUMAN11035, HUMAN27849, HUMAN19007, HUMAN07988
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	HUMAN14853, HUMAN29257, HUMAN01234
OG0001306	DROME08751, DROME08752	HUMAN29260
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	HUMAN03202, HUMAN03203, HUMAN24361, HUMAN24360, HUMAN24359, HUMAN22496, HUMAN22495
OG0001310	DROME15600	HUMAN09336, HUMAN09337
OG0001311	DROME20740, DROME20738, DROME20739, DROME20741	HUMAN02788
OG0001311	DROME06164	HUMAN20553
OG0001315	DROME16592	HUMAN13234, HUMAN13233, HUMAN25875
OG0001318	DROME17213	HUMAN16547, HUMAN16548
OG0001318	DROME09513	HUMAN21172, HUMAN21173
OG0001319	DROME01307	HUMAN30310, HUMAN21541
OG0001321	DROME16103	HUMAN09666, HUMAN14539
OG0001322	DROME15932	HUMAN15479, HUMAN15481
OG0001325	DROME14232	HUMAN22707, HUMAN22706, HUMAN22705, HUMAN22708, HUMAN22704, HUMAN22702, HUMAN22701, HUMAN22703
OG0001326	DROME03927	HUMAN03521, HUMAN17368, HUMAN17367, HUMAN03603
OG0001327	DROME02674, DROME02673, DROME02675	HUMAN05826, HUMAN05829
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	HUMAN10847, HUMAN12308, HUMAN07235, HUMAN10846
OG0001335	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042	HUMAN28637
OG0001337	DROME07933, DROME07937	HUMAN28621
OG0001337	DROME20158	HUMAN13008, HUMAN23397, HUMAN00896
OG0001341	DROME19896, DROME19897, DROME19895	HUMAN13955
OG0001344	DROME04657, DROME04656	HUMAN17092
OG0001348	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496	HUMAN07855, HUMAN07854, HUMAN07853, HUMAN30397, HUMAN07856
OG0001350	DROME03240, DROME03239	HUMAN01020
OG0001350	DROME20607	HUMAN18742
OG0001351	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249	HUMAN30584, HUMAN29755
OG0001352	DROME11579, DROME11580	HUMAN27857
OG0001353	DROME12504, DROME12505	HUMAN18886
OG0001354	DROME19155, DROME19156	HUMAN01976
OG0001354	DROME18928	HUMAN14805, HUMAN00966, HUMAN28999
OG0001355	DROME18115	HUMAN21593, HUMAN07898, HUMAN24307, HUMAN22136, HUMAN03703
OG0001356	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202	HUMAN21113, HUMAN06242
OG0001358	DROME16322, DROME16324, DROME16323, DROME16316, DROME16315, DROME16314, DROME16318, DROME16317, DROME16319	HUMAN25707
OG0001358	DROME16422	HUMAN25708
OG0001359	DROME20396, DROME20399, DROME20398, DROME20397	HUMAN01772, HUMAN14362, HUMAN09431, HUMAN09433, HUMAN09435, HUMAN09434, HUMAN09432, HUMAN28720, HUMAN01773
OG0001362	DROME16079, DROME16080	HUMAN26044
OG0001363	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044	HUMAN02206
OG0001364	DROME18347, DROME18348	HUMAN26706, HUMAN18389
OG0001366	DROME19931, DROME19932, DROME19933, DROME19934	HUMAN26227, HUMAN18013
OG0001367	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536	HUMAN19005, HUMAN13672, HUMAN16628, HUMAN16627
OG0001368	DROME00518, DROME00521, DROME00519, DROME00520	HUMAN18786, HUMAN18785, HUMAN08633
OG0001370	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126	HUMAN18140
OG0001371	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809	HUMAN13498, HUMAN13497
OG0001372	DROME06987	HUMAN01152
OG0001373	DROME15869, DROME15867, DROME15866, DROME15868	HUMAN10734, HUMAN12051, HUMAN20117, HUMAN10735
OG0001375	DROME12544	HUMAN25598, HUMAN00578, HUMAN00579
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	HUMAN05736, HUMAN05737, HUMAN15337, HUMAN19374
OG0001378	DROME14090, DROME14089	HUMAN27599, HUMAN03792, HUMAN24020, HUMAN22165, HUMAN24018
OG0001379	DROME02340	HUMAN21524, HUMAN05168, HUMAN05167, HUMAN17620, HUMAN17658
OG0001382	DROME16755, DROME15883	HUMAN16046, HUMAN16047, HUMAN16048
OG0001383	DROME08849, DROME08848, DROME08850, DROME08851	HUMAN01927
OG0001387	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640	HUMAN17998, HUMAN17999, HUMAN06632
OG0001388	DROME15512	HUMAN29687, HUMAN30613, HUMAN30096
OG0001389	DROME08448, DROME08449, DROME08447	HUMAN30191, HUMAN30192, HUMAN26892, HUMAN26891, HUMAN17427, HUMAN22895, HUMAN24383
OG0001390	DROME06967, DROME06966	HUMAN23162, HUMAN23163, HUMAN20780, HUMAN06879, HUMAN06878, HUMAN01390
OG0001394	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848	HUMAN27466
OG0001395	DROME22042	HUMAN00543, HUMAN25836, HUMAN30091, HUMAN29663
OG0001397	DROME12938	HUMAN24255, HUMAN03558
OG0001397	DROME12061	HUMAN03597
OG0001398	DROME00533	HUMAN30494, HUMAN20842
OG0001399	DROME18551, DROME15177	HUMAN07651, HUMAN18963, HUMAN18962, HUMAN11037
OG0001401	DROME07715	HUMAN21621, HUMAN21620, HUMAN29769
OG0001403	DROME02115, DROME02116, DROME02114	HUMAN12235, HUMAN27256, HUMAN07228
OG0001404	DROME05603	HUMAN10248, HUMAN10247
OG0001405	DROME06373	HUMAN20770, HUMAN11517, HUMAN20772
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	HUMAN21841, HUMAN21842, HUMAN21839, HUMAN11946, HUMAN30432
OG0001408	DROME21635, DROME21636, DROME21634	HUMAN29375, HUMAN14479, HUMAN01329
OG0001409	DROME18107	HUMAN15650, HUMAN21360
OG0001410	DROME00626	HUMAN18249, HUMAN18248, HUMAN25904, HUMAN25903
OG0001411	DROME13591, DROME09768, DROME09769	HUMAN22432, HUMAN22431
OG0001413	DROME21681, DROME21682	HUMAN07320, HUMAN07322
OG0001413	DROME17078	HUMAN10070
OG0001414	DROME16698, DROME16697	HUMAN16822
OG0001414	DROME00599	HUMAN26311
OG0001416	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876	HUMAN00172, HUMAN11820
OG0001417	DROME21398, DROME21399	HUMAN12487
OG0001418	DROME11411	HUMAN14784, HUMAN00927, HUMAN14783, HUMAN15009, HUMAN23427
OG0001419	DROME00719	HUMAN02692, HUMAN09220, HUMAN09218, HUMAN09217
OG0001421	DROME08210	HUMAN04839, HUMAN08948, HUMAN02585
OG0001422	DROME19262, DROME19263	HUMAN17890, HUMAN26120, HUMAN17892, HUMAN26121, HUMAN17893, HUMAN17891
OG0001423	DROME11161, DROME11163, DROME11162	HUMAN24902, HUMAN29347, HUMAN02230, HUMAN14689
OG0001424	DROME10397	HUMAN04853, HUMAN04852
OG0001425	DROME10455	HUMAN25779, HUMAN09840, HUMAN23345, HUMAN23344
OG0001426	DROME16504, DROME16505	HUMAN21982, HUMAN21981, HUMAN00034, HUMAN11906
OG0001427	DROME04112, DROME04111, DROME04110	HUMAN18845, HUMAN13853, HUMAN16726
OG0001428	DROME00299, DROME00300	HUMAN00193, HUMAN11816, HUMAN05892
OG0001430	DROME14607, DROME14606	HUMAN16816, HUMAN04840, HUMAN09331, HUMAN15891
OG0001431	DROME08311, DROME08313, DROME08312	HUMAN26191, HUMAN12528, HUMAN12527, HUMAN12529
OG0001432	DROME12684, DROME12683, DROME12682, DROME12685	HUMAN19311, HUMAN27870
OG0001433	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764	HUMAN00642, HUMAN28267, HUMAN25243
OG0001435	DROME00261, DROME00262	HUMAN21986
OG0001436	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804	HUMAN28951
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	HUMAN13733, HUMAN13731, HUMAN13732, HUMAN13730, HUMAN27963, HUMAN27962
OG0001438	DROME02079, DROME08565	HUMAN21820, HUMAN27731, HUMAN27733, HUMAN27732, HUMAN24291
OG0001440	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858	HUMAN02970, HUMAN12486
OG0001441	DROME01135, DROME01136, DROME01138, DROME01137	HUMAN00513, HUMAN00512, HUMAN19296, HUMAN27941, HUMAN27940, HUMAN27608, HUMAN27607
OG0001442	DROME14822, DROME14823, DROME14821	HUMAN25443, HUMAN07589, HUMAN30010, HUMAN00813
OG0001445	DROME19218	HUMAN18716, HUMAN15579
OG0001447	DROME20519, DROME20520, DROME20518	HUMAN09319, HUMAN15576, HUMAN02582
OG0001449	DROME21187	HUMAN16746
OG0001454	DROME17550, DROME17549, DROME17548	HUMAN24125
OG0001455	DROME05198	HUMAN00999, HUMAN23381, HUMAN15013, HUMAN14678
OG0001456	DROME21079	HUMAN21607, HUMAN21609
OG0001458	DROME12558, DROME12557, DROME12559, DROME12561, DROME12560, DROME12556	HUMAN23064, HUMAN30171, HUMAN29608, HUMAN29609
OG0001459	DROME20534	HUMAN15951, HUMAN15950, HUMAN06132
OG0001460	DROME19034	HUMAN03122
OG0001461	DROME01468	HUMAN26887
OG0001462	DROME07618, DROME07619	HUMAN02581
OG0001463	DROME17238, DROME10819	HUMAN11278, HUMAN11277, HUMAN11276, HUMAN11625
OG0001464	DROME03533, DROME03534	HUMAN17749, HUMAN28956, HUMAN06437, HUMAN06436
OG0001466	DROME20715	HUMAN20834, HUMAN20833, HUMAN23853
OG0001467	DROME03510	HUMAN05267
OG0001468	DROME11512, DROME11513	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674
OG0001469	DROME11498	HUMAN17357
OG0001469	DROME15100	HUMAN25406
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	HUMAN12346
OG0001472	DROME03418	HUMAN26528, HUMAN26527
OG0001472	DROME01627	HUMAN19245
OG0001474	DROME02835, DROME02834	HUMAN10738, HUMAN10739, HUMAN10736
OG0001475	DROME11371, DROME08104, DROME08103	HUMAN00232, HUMAN00233
OG0001476	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575	HUMAN25765, HUMAN19427
OG0001478	DROME17873, DROME17872	HUMAN09291, HUMAN09290, HUMAN20166
OG0001479	DROME09340	HUMAN01339, HUMAN14506, HUMAN14504, HUMAN29189
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	HUMAN18069, HUMAN20722, HUMAN20724, HUMAN20721
OG0001482	DROME08131, DROME08132, DROME08133	HUMAN10795, HUMAN07131, HUMAN11775
OG0001483	DROME17221	HUMAN07904
OG0001484	DROME00233, DROME00235, DROME00237	HUMAN29782, HUMAN20929
OG0001485	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031	HUMAN10085, HUMAN23594, HUMAN23593
OG0001486	DROME20978	HUMAN25054, HUMAN25055, HUMAN05819, HUMAN05818, HUMAN05067, HUMAN25056
OG0001490	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065	HUMAN08811, HUMAN18744, HUMAN04949, HUMAN08810
OG0001491	DROME10680, DROME10681, DROME10678, DROME10679	HUMAN13518, HUMAN13517, HUMAN13516, HUMAN26602
OG0001492	DROME03966	HUMAN10841, HUMAN12245, HUMAN12244, HUMAN10843, HUMAN10842, HUMAN07105
OG0001495	DROME13469	HUMAN29635, HUMAN29702, HUMAN29695, HUMAN29694, HUMAN29703, HUMAN29696, HUMAN30419, HUMAN09160, HUMAN09187, HUMAN21896, HUMAN30065, HUMAN29940, HUMAN29941, HUMAN29903, HUMAN29939, HUMAN09161
OG0001496	DROME19745	HUMAN17133
OG0001500	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570	HUMAN18404
OG0001501	DROME17335, DROME17336	HUMAN08311, HUMAN08312, HUMAN18751
OG0001502	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520	HUMAN13214, HUMAN13217
OG0001503	DROME04749	HUMAN15059
OG0001503	DROME03622	HUMAN06046
OG0001504	DROME21429, DROME21424, DROME21428, DROME21422	HUMAN18887
OG0001505	DROME08192	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341
OG0001506	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156	HUMAN21790, HUMAN00091
OG0001507	DROME18836, DROME18837	HUMAN08599
OG0001508	DROME11905	HUMAN04219, HUMAN15958
OG0001509	DROME10512, DROME10511	HUMAN07903, HUMAN21589
OG0001510	DROME00025	HUMAN28447, HUMAN14672, HUMAN14673, HUMAN01094, HUMAN01092
OG0001511	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184	HUMAN18320, HUMAN18319, HUMAN26693
OG0001512	DROME19876, DROME13867, DROME13866	HUMAN28786, HUMAN28785, HUMAN09917, HUMAN09920, HUMAN09919, HUMAN09918
OG0001514	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650	HUMAN22085, HUMAN03760, HUMAN03759, HUMAN22086
OG0001516	DROME13883	HUMAN23268
OG0001517	DROME03470	HUMAN23303, HUMAN21286, HUMAN29533
OG0001518	DROME10968	HUMAN21520, HUMAN20795, HUMAN21522, HUMAN22033, HUMAN22032, HUMAN22031
OG0001519	DROME20785, DROME20788, DROME20786, DROME20787	HUMAN14377, HUMAN14392, HUMAN28529, HUMAN28530, HUMAN14393, HUMAN10026
OG0001520	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838	HUMAN00622, HUMAN16656
OG0001522	DROME02905, DROME02904	HUMAN15759, HUMAN08309, HUMAN15482, HUMAN25135
OG0001523	DROME11130	HUMAN04118, HUMAN06164
OG0001524	DROME06417, DROME06418	HUMAN03522
OG0001524	DROME00342, DROME00343	HUMAN11149
OG0001525	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288	HUMAN07206
OG0001526	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110	HUMAN02271, HUMAN29404
OG0001527	DROME15289	HUMAN19883, HUMAN19885, HUMAN11842
OG0001527	DROME00338	HUMAN28194
OG0001528	DROME09325	HUMAN11910
OG0001529	DROME07602, DROME07601	HUMAN20862, HUMAN20863, HUMAN20865, HUMAN20919, HUMAN24918
OG0001532	DROME20201	HUMAN00046, HUMAN11888, HUMAN21869
OG0001533	DROME19066, DROME19064, DROME19065, DROME19063, DROME19062, DROME19060, DROME19061, DROME13969	HUMAN07789, HUMAN21380
OG0001534	DROME09046, DROME09047	HUMAN20220, HUMAN20221, HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538
OG0001545	DROME06182	HUMAN14014, HUMAN14013
OG0001546	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623	HUMAN08266, HUMAN16844
OG0001549	DROME13343, DROME13345, DROME13344	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395
OG0001550	DROME09122	HUMAN02467
OG0001551	DROME08057	HUMAN08700, HUMAN02498
OG0001553	DROME02123, DROME02122	HUMAN27760, HUMAN03319, HUMAN23794
OG0001554	DROME16741	HUMAN05332, HUMAN05331, HUMAN30019
OG0001556	DROME10072, DROME10071	HUMAN02508, HUMAN08695, HUMAN08696, HUMAN04819, HUMAN02509
OG0001557	DROME20902, DROME20901	HUMAN04310
OG0001557	DROME07367	HUMAN26830
OG0001558	DROME19656, DROME19657	HUMAN29505, HUMAN29504, HUMAN14496
OG0001559	DROME00558	HUMAN02553
OG0001559	DROME02902	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942
OG0001560	DROME14810, DROME17871	HUMAN09969
OG0001561	DROME04222	HUMAN24968, HUMAN20456, HUMAN24967, HUMAN20360
OG0001562	DROME16718	HUMAN18910
OG0001563	DROME03209	HUMAN09891
OG0001565	DROME18953, DROME18978	HUMAN15336, HUMAN05720, HUMAN01912
OG0001567	DROME19417, DROME19416	HUMAN00268, HUMAN21826
OG0001568	DROME08963, DROME07259, DROME19219	HUMAN20082, HUMAN20081
OG0001569	DROME03783	HUMAN07886, HUMAN30285, HUMAN30286, HUMAN30287
OG0001572	DROME11998	HUMAN13726
OG0001574	DROME21965, DROME21966, DROME21964, DROME21967	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298
OG0001575	DROME14105, DROME14107, DROME14106, DROME14108	HUMAN20049, HUMAN29793, HUMAN20511, HUMAN20510
OG0001576	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049	HUMAN23520, HUMAN09989, HUMAN09990
OG0001579	DROME17796	HUMAN03141, HUMAN03143, HUMAN03144
OG0001580	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241
OG0001581	DROME04945	HUMAN02526
OG0001582	DROME15756, DROME15757	HUMAN11711, HUMAN11710, HUMAN19935
OG0001583	DROME08180, DROME08179	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577
OG0001584	DROME19782	HUMAN22038
OG0001589	DROME16983, DROME16982, DROME16981, DROME09858	HUMAN10236
OG0001590	DROME14234, DROME13421	HUMAN09424
OG0001593	DROME06841, DROME06840	HUMAN28942, HUMAN09707, HUMAN06299, HUMAN01587
OG0001594	DROME10666, DROME10665	HUMAN19429
OG0001596	DROME03082, DROME03081, DROME03080	HUMAN06207, HUMAN28876
OG0001597	DROME12080	HUMAN26560, HUMAN26561, HUMAN26559
