Orthogroup	DROME	CAPO3
OG0005265	DROME00702, DROME00700, DROME00699, DROME00701, DROME00697, DROME00698	CAPO305767
OG0005267	DROME04420, DROME19231	CAPO300315
OG0005268	DROME14171	CAPO302457
OG0005269	DROME02004	CAPO303868
OG0005273	DROME12536	CAPO302742
OG0005275	DROME01626	CAPO301557
OG0005277	DROME18936	CAPO302973, CAPO308033
OG0005278	DROME19885	CAPO306576, CAPO308328
OG0005279	DROME20688	CAPO304182
OG0005280	DROME12955	CAPO306635
OG0005285	DROME15354	CAPO302006
OG0005287	DROME02138	CAPO307607
OG0005289	DROME14959, DROME14958, DROME21287	CAPO304679
OG0005290	DROME07550	CAPO305632
OG0005292	DROME11303, DROME11304	CAPO300881
OG0005293	DROME18824	CAPO303402
OG0005294	DROME21633, DROME21631, DROME21632	CAPO306913
OG0005295	DROME08747, DROME18631, DROME18632	CAPO304907
OG0005298	DROME06419	CAPO307279
OG0005300	DROME02618	CAPO304452
OG0005301	DROME13549	CAPO307444
OG0005303	DROME01514	CAPO304454
OG0005304	DROME13378	CAPO307658
OG0005305	DROME00028	CAPO301003
OG0005309	DROME21996, DROME22002, DROME21999	CAPO306631
OG0005312	DROME17116	CAPO307454, CAPO303466
OG0005314	DROME10353	CAPO302074
OG0005315	DROME20516, DROME20515, DROME20517	CAPO302427
OG0005316	DROME02492	CAPO301704
OG0005318	DROME20590	CAPO308249
OG0005319	DROME02700, DROME01499	CAPO302638
OG0005322	DROME12599, DROME12598, DROME12600	CAPO308079
OG0005323	DROME08220, DROME08221	CAPO307349
OG0005324	DROME20416	CAPO303901
OG0005325	DROME12067	CAPO301092
OG0005359	DROME09862	CAPO300630
OG0005360	DROME11664	CAPO303782
OG0005364	DROME01517, DROME01516	CAPO300756
OG0005365	DROME01607	CAPO303866
OG0005366	DROME00089	CAPO300645
OG0005370	DROME19849	CAPO303423
OG0005371	DROME12636	CAPO306407
OG0005373	DROME11662	CAPO302507
OG0005374	DROME09881	CAPO300609
OG0005375	DROME09535	CAPO305216
OG0005377	DROME03217	CAPO307926
OG0005378	DROME19277, DROME19276	CAPO301284
OG0005379	DROME19618, DROME15166	CAPO303714
OG0005384	DROME05202, DROME05201	CAPO300411
OG0005385	DROME06183	CAPO305502
OG0005386	DROME11412	CAPO307872
OG0005388	DROME21007, DROME17717	CAPO301274
OG0005389	DROME07204	CAPO300599
OG0005390	DROME18084	CAPO301450
OG0005391	DROME14955, DROME20632	CAPO302409
OG0005393	DROME09489	CAPO302465
OG0005394	DROME06384	CAPO306444
OG0005395	DROME02476	CAPO302966
OG0005396	DROME16226	CAPO301185
OG0005398	DROME19824, DROME19822, DROME19823, DROME19821, DROME19825	CAPO301199
OG0005399	DROME08948	CAPO306277
OG0005400	DROME15813	CAPO301149
OG0005402	DROME11740	CAPO307246
OG0005403	DROME14315	CAPO303785
OG0005404	DROME15277	CAPO306644
OG0005405	DROME11751	CAPO304677
OG0005406	DROME01944, DROME01943	CAPO301050
OG0005408	DROME05105	CAPO306656
OG0005409	DROME11573, DROME11574	CAPO304722
OG0005410	DROME10686	CAPO300140
OG0005412	DROME14813	CAPO300143
OG0005413	DROME18095	CAPO304093
OG0005414	DROME07541	CAPO301252, CAPO301167
OG0005417	DROME21749, DROME21750	CAPO302063
OG0005422	DROME14313	CAPO303205
OG0005424	DROME11089, DROME11088	CAPO305286
OG0005427	DROME00646	CAPO301444
OG0005430	DROME08640, DROME08641	CAPO302295
OG0005431	DROME10519	CAPO304591
OG0005433	DROME07842	CAPO303786
OG0005434	DROME01961	CAPO302858
OG0005437	DROME05038, DROME05039	CAPO308137
OG0005439	DROME01210	CAPO304206
OG0005440	DROME13146, DROME13143, DROME13144, DROME13145	CAPO303719
OG0005442	DROME09304	CAPO307582
OG0005443	DROME17086, DROME17085	CAPO305021
OG0005446	DROME06564	CAPO300144
OG0005449	DROME06889	CAPO300543
OG0005450	DROME00371, DROME00369, DROME00370	CAPO302868
OG0005451	DROME01979	CAPO300480
OG0005455	DROME20906	CAPO301855
OG0005457	DROME11164	CAPO307831
OG0005461	DROME03211	CAPO307668
OG0005462	DROME21497	CAPO306835
OG0005463	DROME18083	CAPO303989
OG0005464	DROME13050	CAPO307986
OG0005465	DROME09126	CAPO300347
OG0005466	DROME16377	CAPO300596
OG0005468	DROME01889	CAPO306414
OG0005469	DROME11630	CAPO301614
OG0005470	DROME06057	CAPO300654
OG0005471	DROME10379	CAPO300819
OG0005474	DROME12946	CAPO304412
OG0005475	DROME17508	CAPO300271
OG0005476	DROME18593	CAPO305577, CAPO305762
OG0005479	DROME10657	CAPO300550
OG0005481	DROME09611, DROME09612	CAPO306697, CAPO301416
OG0005482	DROME03827, DROME18948, DROME08539	CAPO307925
OG0005483	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042	CAPO304067
OG0005484	DROME20358	CAPO307524
OG0005486	DROME03539	CAPO300225
OG0005487	DROME08183, DROME08182	CAPO300444
OG0005488	DROME15752, DROME15753	CAPO301054
OG0005489	DROME07861	CAPO305322
OG0005490	DROME19466	CAPO300839
OG0005491	DROME04711	CAPO305898
OG0005493	DROME12922	CAPO304618
OG0005494	DROME21649	CAPO308140
OG0005495	DROME17019	CAPO305673
OG0005497	DROME04924	CAPO305501
OG0005498	DROME19676	CAPO303826
OG0005499	DROME03401, DROME07297	CAPO306730
OG0005500	DROME05919, DROME18022	CAPO306535
OG0005503	DROME16857	CAPO307437
OG0005504	DROME15054	CAPO300995
OG0005505	DROME09144	CAPO307588
OG0005506	DROME12679	CAPO307275
OG0005508	DROME17492	CAPO308142
OG0005509	DROME05301	CAPO300202
OG0005510	DROME15194	CAPO307083
OG0005511	DROME15312	CAPO304438
OG0005514	DROME04631	CAPO305223
OG0005516	DROME19606	CAPO305610
OG0005517	DROME19919	CAPO303557
OG0005518	DROME14670	CAPO300928
OG0005524	DROME11985	CAPO307077
OG0005525	DROME19467	CAPO305745
OG0005527	DROME06165	CAPO307337
OG0005528	DROME12253	CAPO302166
OG0005529	DROME06637, DROME06638	CAPO303996
OG0005533	DROME05452	CAPO308156
OG0005535	DROME21244	CAPO306427
OG0005536	DROME18846	CAPO306899
OG0005537	DROME13170	CAPO305006
OG0005539	DROME00462, DROME00460, DROME02960	CAPO300487
OG0005541	DROME13352	CAPO302610
OG0005545	DROME05987	CAPO307853
OG0005550	DROME07358	CAPO303338
OG0005553	DROME10357	CAPO308016
OG0005554	DROME19929, DROME19930	CAPO307360
OG0005556	DROME08193	CAPO301726
OG0005558	DROME10652	CAPO301773
OG0005559	DROME11663	CAPO302392
OG0005560	DROME07606, DROME07948	CAPO302459
OG0005561	DROME09536	CAPO307649
OG0005562	DROME16835	CAPO300157
OG0005563	DROME12068	CAPO300985
OG0005566	DROME17778, DROME19582, DROME08765	CAPO308091
OG0005569	DROME06020	CAPO301394
OG0005572	DROME12985	CAPO300415
OG0005574	DROME07973	CAPO305418
OG0005575	DROME07769	CAPO301354
OG0005578	DROME13162	CAPO300834
OG0005580	DROME06425	CAPO308283
OG0005581	DROME15143	CAPO303973
OG0005582	DROME17006	CAPO306123
OG0005584	DROME19482	CAPO302871
OG0005586	DROME13746, DROME01782	CAPO303784
OG0005588	DROME02584	CAPO305990
OG0005589	DROME13235	CAPO305989
OG0005590	DROME20583	CAPO302905
OG0005592	DROME20112	CAPO305870
OG0005594	DROME19266	CAPO306885
OG0005595	DROME10967	CAPO306737
OG0005597	DROME01657	CAPO301334
OG0005598	DROME14004	CAPO300035
OG0005599	DROME21243	CAPO302061
OG0005603	DROME13173, DROME13174, DROME13175	CAPO303949
OG0005604	DROME06435	CAPO303855
OG0005605	DROME13674	CAPO300782
OG0005611	DROME09603, DROME09604	CAPO304396
OG0005613	DROME01648	CAPO301790
OG0005614	DROME18745	CAPO306809
OG0005615	DROME05560	CAPO302186
OG0005616	DROME12151	CAPO302310
OG0005617	DROME14239	CAPO300131
OG0005618	DROME05739	CAPO307702
OG0005620	DROME18122, DROME18121, DROME18124, DROME18123	CAPO306094
OG0005622	DROME01204	CAPO307903
OG0005623	DROME00550	CAPO300779
OG0005624	DROME03085	CAPO300652
OG0005625	DROME16840	CAPO302221
OG0005626	DROME01163, DROME01164	CAPO308220
OG0005629	DROME11049	CAPO302575
OG0005631	DROME17841	CAPO300791
OG0005632	DROME10651	CAPO303472
OG0005633	DROME17761	CAPO302097
OG0005636	DROME08136	CAPO302060
OG0005637	DROME21544	CAPO305600
OG0005639	DROME06385	CAPO306397
OG0005642	DROME03379	CAPO307460
OG0005644	DROME06427	CAPO303605
OG0005645	DROME18577	CAPO300279
OG0005649	DROME10772	CAPO304011
OG0005652	DROME06700	CAPO301437
OG0005655	DROME06091	CAPO300096, CAPO304440
OG0005656	DROME07968	CAPO306816
OG0005660	DROME15890, DROME15891	CAPO305277
OG0005665	DROME09179	CAPO306931
OG0005681	DROME00945	CAPO302618
OG0005690	DROME04761	CAPO303792
OG0005692	DROME13230	CAPO306503
OG0005694	DROME13864, DROME13863	CAPO302741
OG0005700	DROME09873	CAPO302108
OG0005702	DROME10890	CAPO302394
OG0005703	DROME19473	CAPO307490
OG0005707	DROME15744, DROME15745	CAPO303751
OG0005708	DROME14710	CAPO306478
OG0005710	DROME07052	CAPO307544
OG0005712	DROME16333, DROME16334	CAPO302811
OG0005714	DROME20712, DROME20711, DROME20713	CAPO302016
OG0005715	DROME18763, DROME18764, DROME18762	CAPO302774
OG0005717	DROME06471	CAPO303289
OG0005719	DROME19860	CAPO300934
OG0005721	DROME00178	CAPO302442
OG0005723	DROME17035	CAPO301560
OG0005724	DROME03509, DROME03507	CAPO305737
OG0005725	DROME09268	CAPO304382
OG0005726	DROME08962	CAPO306255
OG0005728	DROME04547	CAPO300070
OG0005729	DROME00800	CAPO306373
OG0005731	DROME03369	CAPO304326
OG0005732	DROME03588	CAPO306509
OG0005733	DROME14541, DROME14542, DROME10332	CAPO307250
OG0005734	DROME21588, DROME04119	CAPO307857
OG0005735	DROME09661, DROME09662, DROME09660	CAPO306353
OG0005738	DROME09090, DROME09091, DROME09093, DROME09092	CAPO304853
OG0005741	DROME10077	CAPO303042
OG0005742	DROME15851	CAPO300464, CAPO302075
OG0005744	DROME21042, DROME21041, DROME13505	CAPO302669
OG0005746	DROME19187	CAPO304136
OG0005747	DROME12400	CAPO300949
OG0005749	DROME00192	CAPO300768
OG0005750	DROME14187	CAPO304369
OG0005751	DROME11468	CAPO302377
OG0005758	DROME02962	CAPO304832
OG0005759	DROME06016	CAPO305998
OG0005762	DROME15581	CAPO307808
OG0005764	DROME08532	CAPO302285
OG0005766	DROME09826, DROME09825, DROME09827	CAPO307164
OG0005769	DROME03529, DROME03528	CAPO301036
OG0005770	DROME01271, DROME01270	CAPO306340
OG0005771	DROME11559	CAPO301571
OG0005774	DROME03197	CAPO303542
OG0005775	DROME14248, DROME03634	CAPO306153
OG0005776	DROME05892	CAPO303568, CAPO307316
OG0005777	DROME12481	CAPO300042
OG0005779	DROME08845	CAPO306436
OG0005783	DROME16358	CAPO303474
OG0005784	DROME20576	CAPO302307
OG0005787	DROME16644, DROME18583	CAPO307830
OG0005788	DROME01890	CAPO300037
OG0005789	DROME02052	CAPO303327
OG0005790	DROME02319	CAPO304988
OG0005792	DROME04031	CAPO301624
OG0005793	DROME13741	CAPO300669
OG0005794	DROME20570	CAPO302027
OG0005795	DROME00921	CAPO305005
OG0005796	DROME21579	CAPO305004
OG0005797	DROME13677	CAPO301712
OG0005799	DROME17772	CAPO305503
OG0005800	DROME14692	CAPO303116
OG0005801	DROME20251, DROME13442	CAPO305293
OG0005803	DROME06804	CAPO307068
OG0005805	DROME18523	CAPO302538
OG0005807	DROME15016	CAPO304282
OG0005808	DROME15577	CAPO300610
OG0005811	DROME15005, DROME15004	CAPO304151
OG0005812	DROME17684	CAPO305500
OG0005814	DROME21970	CAPO301343
OG0005815	DROME17829	CAPO306106
OG0005817	DROME00446	CAPO300290
OG0005818	DROME21049	CAPO302009
OG0005819	DROME10881	CAPO301574
OG0005821	DROME18765	CAPO300824
OG0005823	DROME16943	CAPO300775
OG0005824	DROME14993	CAPO303629
OG0005831	DROME02056	CAPO302864
OG0005832	DROME03903	CAPO302018
OG0005834	DROME09861, DROME09860	CAPO306049, CAPO302406, CAPO305685, CAPO305497
OG0005835	DROME10113	CAPO306285
OG0005837	DROME19685	CAPO300250
OG0005840	DROME12810, DROME12811	CAPO305424
OG0005842	DROME03001	CAPO304596
OG0005843	DROME07738	CAPO307528
OG0005845	DROME12524	CAPO307070
OG0005847	DROME12864	CAPO305680
OG0005848	DROME17120	CAPO307829
OG0005849	DROME15063, DROME15062	CAPO303230
OG0005850	DROME15741, DROME15742	CAPO307194
OG0005851	DROME06389, DROME06388	CAPO302674
OG0005853	DROME18489, DROME18488	CAPO305397
OG0005857	DROME13133, DROME13132	CAPO301639
OG0005858	DROME10288, DROME10287	CAPO305203
OG0005859	DROME01874	CAPO307160
OG0005860	DROME13592	CAPO300029
OG0005863	DROME00631	CAPO304301
OG0005864	DROME21983	CAPO301932
OG0005865	DROME21095	CAPO303346
OG0005866	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050	CAPO302021
OG0005869	DROME01674	CAPO305217
OG0005870	DROME19873	CAPO305120
OG0005872	DROME00389	CAPO301101
OG0005874	DROME03501	CAPO301503
OG0005875	DROME06773	CAPO307256
OG0005877	DROME06392	CAPO303218
OG0005878	DROME19123	CAPO307565
OG0005879	DROME20321	CAPO305924
OG0005880	DROME17652, DROME17653	CAPO303914
OG0005884	DROME08061	CAPO302326
OG0005886	DROME01867	CAPO302755
OG0005888	DROME16104	CAPO305237
OG0005889	DROME14304, DROME07617	CAPO306476
OG0005890	DROME19088	CAPO303293
OG0005892	DROME10375, DROME10374	CAPO304793
OG0005893	DROME16783	CAPO302656
OG0005894	DROME11886	CAPO302802
OG0005897	DROME19090	CAPO306226
OG0005898	DROME06116	CAPO304352
OG0005899	DROME02184	CAPO306295
OG0005901	DROME08625	CAPO307343
OG0005902	DROME12748	CAPO305014, CAPO305124
OG0005903	DROME19765	CAPO306042
OG0005904	DROME00138	CAPO308290
OG0005905	DROME08071	CAPO306382, CAPO303669
OG0005907	DROME03221	CAPO306181
OG0005909	DROME01192	CAPO304980
OG0005914	DROME08503, DROME08502	CAPO304812
OG0005919	DROME03002	CAPO301677
OG0005921	DROME05740	CAPO301707
OG0005922	DROME13644, DROME13643	CAPO301561
OG0005923	DROME01141, DROME01142	CAPO302607
OG0005925	DROME01094	CAPO304879
OG0005926	DROME12066, DROME12065	CAPO306981
OG0005929	DROME01196	CAPO308208
OG0005931	DROME08847	CAPO306162
OG0005932	DROME15731	CAPO300797
OG0005933	DROME19096, DROME19097	CAPO301858
OG0005936	DROME12077	CAPO302424
OG0005937	DROME14657, DROME14658	CAPO304550
OG0005938	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752	CAPO300395
OG0005940	DROME18687	CAPO300232
OG0005941	DROME14278	CAPO302544
OG0005942	DROME17395	CAPO305649
OG0005943	DROME01109	CAPO304448
OG0005944	DROME21720	CAPO302321
OG0005946	DROME15326	CAPO302043
OG0005949	DROME10426	CAPO305776
OG0005950	DROME10950	CAPO302730
OG0005952	DROME19643	CAPO302748
OG0005953	DROME11680	CAPO300018
OG0005960	DROME11094, DROME11095	CAPO306619
OG0005965	DROME15552	CAPO304971
OG0005966	DROME04950	CAPO303149
OG0005967	DROME16596, DROME14482	CAPO304145
OG0005968	DROME21030, DROME16013, DROME08290	CAPO307899
OG0005969	DROME08256, DROME08257	CAPO304815
OG0005970	DROME13325	CAPO300012
OG0005972	DROME16733	CAPO306254
OG0005973	DROME03261	CAPO301806
OG0005974	DROME09177	CAPO300269
OG0005975	DROME01949	CAPO301864
OG0005976	DROME19287	CAPO304330
OG0005977	DROME08531	CAPO302621
OG0005978	DROME03284	CAPO302579
OG0005980	DROME12535	CAPO303105, CAPO302151
OG0005981	DROME05700	CAPO305244
OG0005982	DROME01959	CAPO302153
OG0005983	DROME09503, DROME20869	CAPO305305
OG0005984	DROME20805, DROME07929	CAPO303854
OG0005985	DROME12892	CAPO305361
OG0005986	DROME07616	CAPO306131
OG0005987	DROME16681	CAPO307262
OG0005988	DROME04858	CAPO306075
OG0005989	DROME01935, DROME02497	CAPO304449
OG0005993	DROME01845	CAPO301813
OG0005997	DROME05226	CAPO307298
OG0005998	DROME05475	CAPO304281
OG0006002	DROME16784	CAPO300104
OG0006003	DROME10360	CAPO307004
OG0006005	DROME21221	CAPO300498
OG0006009	DROME04529, DROME04530	CAPO302680
OG0006011	DROME05625	CAPO305929
OG0006012	DROME04986	CAPO306003
OG0006013	DROME08145	CAPO306786
OG0006031	DROME15258	CAPO307805
OG0006059	DROME07767	CAPO306968
OG0006062	DROME04067	CAPO305933
OG0006063	DROME20838	CAPO300774
OG0006064	DROME01128	CAPO304870
OG0006065	DROME06304	CAPO301967
OG0006066	DROME20062	CAPO300852
OG0006069	DROME20187	CAPO305608
OG0006072	DROME01673	CAPO303438
OG0006073	DROME14553	CAPO303232
OG0006074	DROME19848	CAPO305192
OG0006079	DROME02616	CAPO300122
OG0006081	DROME14279	CAPO304015
OG0006085	DROME12364	CAPO306971
OG0006087	DROME12774	CAPO307633
OG0006090	DROME09888, DROME09890, DROME09891, DROME09889	CAPO303628
OG0006094	DROME09863, DROME00849, DROME00848	CAPO301083
OG0006095	DROME21969	CAPO308333, CAPO301147
OG0006096	DROME21245	CAPO305316
OG0006098	DROME05931	CAPO300607
OG0006101	DROME04360	CAPO301377
OG0006103	DROME10210	CAPO308138
OG0006106	DROME20870	CAPO301749
OG0006108	DROME09376	CAPO302650
OG0006111	DROME12496	CAPO304724
OG0006113	DROME04342	CAPO307626
OG0006114	DROME20935	CAPO304178
OG0006115	DROME16296	CAPO306466
OG0006116	DROME02301, DROME02300	CAPO304187
OG0006117	DROME10279	CAPO302456
OG0006118	DROME20483	CAPO306890
OG0006119	DROME12941	CAPO305308
OG0006121	DROME18148	CAPO308090
OG0006122	DROME00796	CAPO302744
OG0006124	DROME13739	CAPO304805
OG0006125	DROME02053	CAPO306355
OG0006127	DROME03260	CAPO301362
OG0006128	DROME07922	CAPO301150
OG0006129	DROME09781	CAPO300938
OG0006131	DROME15971	CAPO303965
OG0006132	DROME06118	CAPO307591
OG0006133	DROME07717	CAPO304297
OG0006134	DROME13718	CAPO307652
OG0006135	DROME08697	CAPO307747
OG0006136	DROME10851	CAPO304577
OG0006137	DROME09569	CAPO303566
OG0006140	DROME15748	CAPO301396
OG0006141	DROME18067, DROME07431	CAPO302378
OG0006144	DROME00549	CAPO307727
OG0006145	DROME11050	CAPO304370
OG0006148	DROME10799	CAPO302407
OG0006151	DROME20478	CAPO304128
OG0006152	DROME08871	CAPO306493
OG0006155	DROME18085	CAPO301956
OG0006156	DROME10247	CAPO304652
OG0006159	DROME13858	CAPO307030
OG0006160	DROME03637	CAPO304978
OG0006161	DROME18089, DROME18090, DROME18088	CAPO301615
OG0006164	DROME09119	CAPO307640
OG0006168	DROME15944, DROME18911	CAPO306154
OG0006169	DROME10283	CAPO305149
OG0006176	DROME04325	CAPO304797
OG0006179	DROME10214	CAPO307840
OG0006180	DROME17033	CAPO308064
OG0006181	DROME14871	CAPO308207
OG0006182	DROME01649	CAPO300329
OG0006183	DROME14997	CAPO306749
OG0006185	DROME15598	CAPO301640
OG0006186	DROME01316	CAPO304672
OG0006187	DROME00876	CAPO303722
OG0006188	DROME00301	CAPO307979
OG0006191	DROME00877, DROME00878	CAPO301907
OG0006192	DROME00106	CAPO308099
OG0006195	DROME11802, DROME11801	CAPO308346, CAPO305489
OG0006196	DROME01357	CAPO304854
OG0006199	DROME19122	CAPO307861
OG0006200	DROME03216, DROME03215	CAPO306047
OG0006202	DROME06452, DROME06451	CAPO307311
OG0006204	DROME02906	CAPO307074
OG0006206	DROME19558	CAPO308060
OG0006209	DROME01562	CAPO303208
OG0006210	DROME19094	CAPO301051, CAPO305579
OG0006211	DROME17799, DROME17798, DROME17797	CAPO305755
OG0006213	DROME10052	CAPO301176
OG0006214	DROME05227	CAPO305313
OG0006216	DROME02380	CAPO304328
OG0006224	DROME18810	CAPO304007
OG0006225	DROME05230, DROME05229	CAPO307529
OG0006226	DROME08310	CAPO303955
OG0006227	DROME03457	CAPO304192
OG0006229	DROME16720	CAPO306729
OG0006230	DROME05693	CAPO303003
OG0006233	DROME13881	CAPO307263
OG0006234	DROME22062, DROME22061	CAPO305546
OG0006235	DROME20311	CAPO300217
OG0006239	DROME10114	CAPO305262
OG0006243	DROME14457	CAPO301646
OG0006244	DROME17166, DROME17165	CAPO306900
OG0006245	DROME02108, DROME02107	CAPO307777
OG0006248	DROME03264	CAPO307601
OG0006249	DROME20245	CAPO304667
OG0006250	DROME17023	CAPO301165
OG0006251	DROME19735, DROME19738, DROME19736, DROME19737	CAPO302342
OG0006254	DROME10801	CAPO305073
OG0006258	DROME18180, DROME18181, DROME18179	CAPO300398
OG0006260	DROME16552	CAPO300587
OG0006262	DROME05994	CAPO307596
OG0006263	DROME01003	CAPO307994
OG0006264	DROME01178	CAPO304943
OG0006267	DROME04482	CAPO300629
OG0006268	DROME16986	CAPO305663
OG0006271	DROME13584	CAPO306714
OG0006275	DROME11545	CAPO304219
OG0006276	DROME12088	CAPO306041
OG0006277	DROME15668	CAPO307602
OG0006278	DROME09293	CAPO305153
OG0006279	DROME05154	CAPO307288
OG0006280	DROME02801, DROME07680, DROME07679, DROME07678	CAPO308182
OG0006281	DROME21723, DROME21724	CAPO302129
OG0006284	DROME06978	CAPO301681
OG0006285	DROME05155	CAPO301258
OG0006286	DROME20409	CAPO304212
OG0006287	DROME15138	CAPO302795
OG0006288	DROME00223	CAPO300129
OG0006289	DROME05895	CAPO306652
OG0006291	DROME16421	CAPO308081
OG0006293	DROME15892	CAPO307067
OG0006294	DROME17637	CAPO301151
OG0006295	DROME09339	CAPO307143
OG0006297	DROME14064	CAPO301937
OG0006298	DROME10104, DROME10103	CAPO306805
OG0006301	DROME14417, DROME14418	CAPO306072
OG0006305	DROME20608	CAPO303850
OG0006306	DROME06607	CAPO303905
OG0006309	DROME22059, DROME22060	CAPO304441
OG0006311	DROME09053	CAPO300748
OG0006313	DROME09638	CAPO306539
OG0006315	DROME12827	CAPO305862
OG0006319	DROME00483, DROME00484	CAPO306239
OG0006322	DROME19674	CAPO305971
OG0006323	DROME00186	CAPO300361
OG0006329	DROME06117	CAPO306283
OG0006330	DROME21856, DROME21857	CAPO301590
OG0006331	DROME16655, DROME16654, DROME16657, DROME16656	CAPO301721
OG0006332	DROME01006	CAPO306802, CAPO306801
OG0006334	DROME04357	CAPO302140
OG0006335	DROME09585	CAPO305790
OG0006339	DROME19031, DROME19030	CAPO306751
OG0006340	DROME02471	CAPO306725
OG0006341	DROME06095	CAPO303256
OG0006344	DROME11878	CAPO307345
OG0006346	DROME16623	CAPO305832
OG0006347	DROME11544, DROME18372, DROME18373	CAPO305184
OG0006350	DROME10882	CAPO302433
OG0006352	DROME15718	CAPO301346
OG0006353	DROME00751	CAPO301517
OG0006355	DROME00424	CAPO307129
OG0006356	DROME02890	CAPO305164
OG0006358	DROME03318, DROME03317	CAPO303299
OG0006359	DROME01311	CAPO300583
OG0006360	DROME19840	CAPO304103
OG0006362	DROME11093	CAPO308308
OG0006363	DROME07012	CAPO301002
OG0006365	DROME21616, DROME21617	CAPO300671
OG0006370	DROME08234	CAPO300348
OG0006372	DROME08788	CAPO304608
OG0006375	DROME19928	CAPO306256
OG0006377	DROME08417	CAPO307494
OG0006378	DROME17931	CAPO304918
OG0006381	DROME02707, DROME20650	CAPO301472
OG0006382	DROME15024	CAPO307026
OG0006383	DROME12394	CAPO303174
OG0006385	DROME09556	CAPO301074
OG0006387	DROME09390	CAPO306319
OG0006389	DROME15710	CAPO302170
OG0006392	DROME11920	CAPO305806
OG0006395	DROME00130	CAPO300149
OG0006443	DROME16038	CAPO300234
OG0006447	DROME10748	CAPO302283
OG0006448	DROME21414	CAPO301094
OG0006449	DROME03272	CAPO305961
OG0006456	DROME00779	CAPO300992
OG0006459	DROME10282	CAPO307843
OG0006460	DROME15064	CAPO308313
OG0006461	DROME01188	CAPO306350
OG0006462	DROME01832	CAPO300662
OG0006464	DROME15553	CAPO307754
OG0006465	DROME04025	CAPO307052
OG0006469	DROME02304	CAPO302486
OG0006470	DROME05726, DROME05725	CAPO300984
OG0006471	DROME03198	CAPO303440
OG0006474	DROME18594	CAPO300155
OG0006475	DROME11340, DROME11339	CAPO301888
OG0006476	DROME02188	CAPO300216
OG0006478	DROME10803	CAPO301079
OG0006479	DROME03631	CAPO304002
OG0006480	DROME15425, DROME15426	CAPO300197
OG0006481	DROME02142, DROME01455	CAPO307580
OG0006482	DROME21719	CAPO305654
OG0006485	DROME17756	CAPO307612
OG0006487	DROME20891	CAPO300649
OG0006488	DROME14000	CAPO301772
OG0006490	DROME17521	CAPO301539
OG0006491	DROME09727	CAPO300606
OG0006498	DROME00774	CAPO301440
OG0006501	DROME07620	CAPO307734
OG0006504	DROME01726	CAPO302154
OG0006505	DROME19279	CAPO301510
OG0006507	DROME11241, DROME13160	CAPO301032
OG0006509	DROME06735	CAPO304681
OG0006510	DROME21078	CAPO300081
OG0006512	DROME14203	CAPO301701
OG0006514	DROME04973	CAPO304095
OG0006515	DROME17220	CAPO306459
OG0006516	DROME18956, DROME07746	CAPO305607
OG0006517	DROME16077, DROME16076	CAPO300477
OG0006519	DROME10463	CAPO308006
OG0006520	DROME01601	CAPO300668
OG0006523	DROME13324	CAPO302914
OG0006526	DROME10066	CAPO303623
OG0006532	DROME18743	CAPO304147
OG0006533	DROME11744, DROME11742, DROME11745, DROME11743	CAPO305463
OG0006536	DROME00110	CAPO305735
OG0006538	DROME00930	CAPO305091
OG0006540	DROME04024	CAPO304760
OG0006543	DROME19675	CAPO305452
OG0006544	DROME08098	CAPO306101
OG0006545	DROME14793	CAPO307929
OG0006546	DROME03836	CAPO305234
OG0006547	DROME21566	CAPO301259
OG0006549	DROME08226	CAPO306040
OG0006550	DROME12314	CAPO307487
OG0006552	DROME02022	CAPO301957
OG0006553	DROME06750	CAPO308128
OG0006554	DROME13465	CAPO306525
OG0006556	DROME10784	CAPO304941
OG0006557	DROME08144	CAPO300124
OG0006561	DROME15269	CAPO300890
OG0006568	DROME05220	CAPO303043
OG0006569	DROME20993	CAPO300856
OG0006570	DROME20261	CAPO302571
OG0006571	DROME05601	CAPO306740
OG0006573	DROME14640	CAPO306413
OG0006577	DROME16628	CAPO300858
OG0006578	DROME15457	CAPO303393
OG0006580	DROME00474	CAPO306179
OG0006582	DROME02599, DROME02598, DROME02600	CAPO305399
OG0006583	DROME16903	CAPO308147
OG0006584	DROME07289	CAPO304380
OG0006586	DROME11738, DROME02891	CAPO300241
OG0006590	DROME17574	CAPO304634
OG0006591	DROME11557, DROME11556	CAPO306654
OG0006594	DROME12981	CAPO305352
OG0006595	DROME20933	CAPO306726
OG0006596	DROME13730, DROME13731	CAPO305496
OG0006597	DROME19349	CAPO306143
OG0006598	DROME15235	CAPO303505
OG0006602	DROME18117	CAPO306545
OG0006603	DROME08268, DROME08267	CAPO305246
OG0006604	DROME10779	CAPO301632
OG0006607	DROME06763	CAPO302836
OG0006608	DROME15074	CAPO304829
OG0006609	DROME08965	CAPO304156
OG0006610	DROME00685	CAPO305635
OG0006611	DROME04706, DROME04707	CAPO303370
OG0006612	DROME07454	CAPO303674
OG0006613	DROME02162, DROME02161	CAPO305926
OG0006614	DROME03471	CAPO307923
OG0006615	DROME05191	CAPO300892
OG0006616	DROME04438, DROME04436, DROME04435	CAPO302496
OG0006619	DROME20837, DROME20836	CAPO305225
OG0006622	DROME13807	CAPO307274
