Orthogroup	DROME	BRALA
OG0001615	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809	BRALA01957
OG0001621	DROME19943, DROME19942, DROME19944	BRALA34714
OG0001623	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251	BRALA28780
OG0001624	DROME08385, DROME08387, DROME08386, DROME08384	BRALA14696
OG0001627	DROME17716, DROME17715	BRALA29988
OG0001628	DROME21766	BRALA19573
OG0001629	DROME03998, DROME03999, DROME03997	BRALA32222
OG0001630	DROME10692	BRALA29673
OG0001632	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193	BRALA09279
OG0001634	DROME02691, DROME02692	BRALA18314
OG0001634	DROME06767	BRALA31002
OG0001635	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443	BRALA35025
OG0001636	DROME21027, DROME21028	BRALA12450
OG0001638	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415	BRALA28932
OG0001639	DROME01523, DROME01525, DROME01524	BRALA01412
OG0001641	DROME08987, DROME08990, DROME08991	BRALA30662, BRALA13229
OG0001642	DROME09872	BRALA26951
OG0001643	DROME03424, DROME03423, DROME03425	BRALA23075
OG0001644	DROME05204	BRALA16637
OG0001651	DROME01946	BRALA04011
OG0001652	DROME14027, DROME14026, DROME19080	BRALA23461
OG0001653	DROME03945, DROME03944, DROME03946	BRALA27721, BRALA33197, BRALA27722
OG0001654	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085	BRALA12938, BRALA10205
OG0001655	DROME11541, DROME11542	BRALA11878
OG0001656	DROME12672	BRALA04651
OG0001657	DROME16951	BRALA34847, BRALA35457, BRALA34242
OG0001659	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494	BRALA25428
OG0001660	DROME01600, DROME01597, DROME01598, DROME01599	BRALA12583
OG0001663	DROME17604, DROME17603	BRALA31880
OG0001664	DROME03276	BRALA01214
OG0001665	DROME21335, DROME21336	BRALA06391
OG0001665	DROME03860, DROME03861, DROME03859	BRALA16749
OG0001666	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414	BRALA00367
OG0001670	DROME15734, DROME15735	BRALA01096
OG0001671	DROME06393, DROME06394, DROME06396, DROME06395	BRALA17315
OG0001672	DROME04869, DROME04868, DROME04867	BRALA00365
OG0001673	DROME15611, DROME15610	BRALA23470, BRALA33336
OG0001675	DROME07179, DROME07181, DROME07180	BRALA16675
OG0001676	DROME15959, DROME15958, DROME15960	BRALA08008, BRALA08006
OG0001677	DROME14874	BRALA31138
OG0001680	DROME20427	BRALA32159
OG0001683	DROME04416, DROME04417, DROME04415	BRALA24816
OG0001684	DROME15541	BRALA02822, BRALA03672
OG0001686	DROME15719	BRALA27285
OG0001688	DROME20991, DROME20989	BRALA11794
OG0001689	DROME21861, DROME21859	BRALA23249, BRALA33887, BRALA33853
OG0001691	DROME07542, DROME07543, DROME07544, DROME07545	BRALA07231
OG0001692	DROME00090, DROME00091	BRALA01068
OG0001703	DROME06470, DROME06469	BRALA05302, BRALA18278
OG0001706	DROME01112	BRALA22821
OG0001707	DROME04786, DROME04787	BRALA12974, BRALA12971, BRALA12976
OG0001708	DROME10362, DROME14608, DROME16704	BRALA15416, BRALA08762
OG0001711	DROME16692, DROME16691, DROME16690	BRALA31838
OG0001712	DROME09055, DROME09057, DROME09056, DROME09058, DROME09059	BRALA18081
OG0001713	DROME20630	BRALA05685
OG0001714	DROME06892	BRALA13029
OG0001714	DROME13258, DROME13259	BRALA23437
OG0001715	DROME06093, DROME06092	BRALA33153, BRALA18115, BRALA25317, BRALA14708, BRALA33157, BRALA15347, BRALA22458
OG0001718	DROME18626, DROME18625, DROME18627	BRALA10817, BRALA10903
OG0001720	DROME07093, DROME07094, DROME07095	BRALA27104
OG0001721	DROME21093, DROME21094	BRALA19032
OG0001724	DROME16764, DROME16765, DROME16766, DROME16767	BRALA32012, BRALA34008
OG0001726	DROME01038, DROME01035, DROME01037, DROME01036	BRALA10761
OG0001727	DROME01511, DROME01510, DROME01513, DROME01512	BRALA11932
OG0001729	DROME04994, DROME04995, DROME04996	BRALA27871
OG0001732	DROME05765, DROME05764, DROME05766	BRALA24214
OG0001733	DROME12129, DROME11165	BRALA35601, BRALA34693, BRALA27459, BRALA27461, BRALA27460
OG0001735	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045	BRALA07452
OG0001736	DROME04354, DROME04355	BRALA19982
OG0001737	DROME03102	BRALA01802
OG0001738	DROME19892	BRALA23388
OG0001739	DROME17504, DROME18573, DROME08124	BRALA22905
OG0001743	DROME19492, DROME19493, DROME19497, DROME19491, DROME19495, DROME19490, DROME19494, DROME19498, DROME19496	BRALA27397
OG0001745	DROME10489	BRALA34644, BRALA07690, BRALA07691, BRALA10418, BRALA16660, BRALA16661
OG0001746	DROME21748	BRALA01974
OG0001747	DROME14222, DROME14221, DROME02413	BRALA21850, BRALA18554, BRALA18056, BRALA18055
OG0001748	DROME05093, DROME05096, DROME05095, DROME05094, DROME05090, DROME05092, DROME05091, DROME05089, DROME05084, DROME05088, DROME05087, DROME05098, DROME05097, DROME05099, DROME05085, DROME05086, DROME05102, DROME05103, DROME05100, DROME05101	BRALA17956
OG0001749	DROME14967, DROME14968	BRALA08133
OG0001750	DROME06453	BRALA21004
OG0001752	DROME16905, DROME16904, DROME16907, DROME16906	BRALA27069
OG0001754	DROME14611, DROME14610, DROME14612, DROME06495, DROME17387, DROME17388, DROME17389	BRALA33871, BRALA34601
OG0001755	DROME01391, DROME01389, DROME01390, DROME01388, DROME01392	BRALA10335
OG0001760	DROME19343, DROME19342	BRALA19752
OG0001768	DROME07376, DROME07377	BRALA14604
OG0001768	DROME14966	BRALA14648
OG0001769	DROME08613	BRALA06836
OG0001769	DROME15632, DROME15631	BRALA22299
OG0001770	DROME12526, DROME12525	BRALA33462, BRALA22471
OG0001774	DROME16288	BRALA11491
OG0001774	DROME17117, DROME17119, DROME17118	BRALA20453
OG0001775	DROME03798	BRALA21646
OG0001776	DROME13827, DROME13826, DROME13825, DROME13824	BRALA09910, BRALA25529, BRALA09923, BRALA31402
OG0001778	DROME03281	BRALA16488
OG0001779	DROME00498	BRALA15084
OG0001780	DROME12052	BRALA15214
OG0001781	DROME03304	BRALA02795
OG0001783	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578	BRALA23810, BRALA23809, BRALA23807
OG0001785	DROME20701, DROME20700	BRALA02411
OG0001786	DROME15286, DROME15285	BRALA20166
OG0001786	DROME14974, DROME14975	BRALA27624
OG0001787	DROME15226	BRALA22039
OG0001789	DROME15206, DROME15202, DROME15200, DROME15204	BRALA24220
OG0001791	DROME10268, DROME11994	BRALA09653
OG0001792	DROME20324	BRALA18508
OG0001793	DROME16987	BRALA00316
OG0001793	DROME21922	BRALA16003
OG0001798	DROME07480	BRALA11427
OG0001799	DROME20617, DROME20618, DROME20615, DROME20612, DROME20616, DROME20614, DROME20619, DROME20613	BRALA34118, BRALA22818
OG0001800	DROME19760, DROME19756, DROME19759, DROME19758, DROME19757	BRALA20533
OG0001804	DROME18434, DROME18435, DROME18433, DROME18432	BRALA14986, BRALA14987
OG0001805	DROME11510, DROME11511	BRALA23846
OG0001806	DROME09050, DROME15347, DROME15346	BRALA17333
OG0001807	DROME02930, DROME02931, DROME02932	BRALA16684, BRALA16683, BRALA22880, BRALA07117
OG0001808	DROME12890, DROME12888, DROME12889	BRALA30144
OG0001809	DROME10117, DROME10116	BRALA23647
OG0001810	DROME12471	BRALA04842
OG0001813	DROME18651	BRALA01571
OG0001814	DROME08233	BRALA05626, BRALA08000, BRALA08002
OG0001815	DROME13080, DROME13081, DROME13079	BRALA20868
OG0001816	DROME01873	BRALA05148
OG0001817	DROME01259, DROME06513, DROME06515, DROME06514	BRALA19506
OG0001818	DROME09141	BRALA12031, BRALA23438
OG0001819	DROME17329, DROME17330, DROME07897, DROME00545	BRALA00196
OG0001820	DROME08719, DROME08720	BRALA23960
OG0001821	DROME10515, DROME10514	BRALA10468
OG0001822	DROME10804, DROME10805, DROME10809, DROME10807, DROME10808, DROME10806	BRALA03090
OG0001825	DROME08707, DROME08708, DROME08709	BRALA16641
OG0001826	DROME04636, DROME04635, DROME04634, DROME04637	BRALA16175
OG0001827	DROME14163	BRALA02872
OG0001830	DROME21176, DROME21177, DROME21178, DROME21179	BRALA16627
OG0001831	DROME16694, DROME16695, DROME16696	BRALA25354
OG0001832	DROME11192	BRALA11061, BRALA04342
OG0001834	DROME21762, DROME21761, DROME21760	BRALA14532
OG0001846	DROME07140	BRALA01789
OG0001848	DROME18633, DROME18634	BRALA10654
OG0001849	DROME12958	BRALA01071
OG0001850	DROME11385, DROME11386, DROME11384, DROME11388, DROME11389, DROME11387	BRALA03142
OG0001851	DROME00207	BRALA20584
OG0001853	DROME15057	BRALA09444
OG0001854	DROME00927	BRALA28650
OG0001857	DROME04659, DROME04661, DROME04660, DROME04662	BRALA08335
OG0001858	DROME10616, DROME10617, DROME10615	BRALA03719
OG0001860	DROME00108, DROME00107	BRALA24290
OG0001861	DROME09171, DROME09172	BRALA29583
OG0001862	DROME03288, DROME14961	BRALA16620
OG0001863	DROME11185	BRALA07880
OG0001864	DROME05862, DROME05863, DROME05861	BRALA08212
OG0001866	DROME07682	BRALA33651
OG0001867	DROME12422, DROME12423, DROME12425, DROME12420, DROME12424, DROME12419, DROME12418, DROME12421, DROME12417, DROME12416	BRALA13098
OG0001868	DROME01267, DROME01268, DROME01269, DROME01264, DROME01265, DROME01263, DROME01266	BRALA20581
OG0001869	DROME13212, DROME13213	BRALA05557
OG0001870	DROME02885	BRALA09761
OG0001872	DROME15862, DROME15861	BRALA20547
OG0001874	DROME06960	BRALA09243
OG0001875	DROME02032	BRALA00199
OG0001875	DROME16885	BRALA04016
OG0001877	DROME04518	BRALA10772, BRALA10771, BRALA10773, BRALA10933
OG0001878	DROME14881, DROME14882	BRALA22747
OG0001879	DROME09530	BRALA34811
OG0001881	DROME18345, DROME18344	BRALA19925
OG0001882	DROME21717, DROME21711	BRALA14072, BRALA14071, BRALA14070
OG0001883	DROME19927	BRALA21969
OG0001884	DROME01695, DROME01697, DROME01694, DROME01696	BRALA19935
OG0001886	DROME14413	BRALA10021
OG0001887	DROME16050	BRALA19248
OG0001888	DROME11501, DROME11500, DROME11503, DROME11502	BRALA01341
OG0001889	DROME06696	BRALA16751
OG0001890	DROME08594, DROME08593	BRALA26409
OG0001892	DROME21925, DROME21924, DROME21923	BRALA18822, BRALA18821
OG0001893	DROME02220	BRALA02794
OG0001896	DROME18783	BRALA18432
OG0001898	DROME00331, DROME00326, DROME00325, DROME00327, DROME00328, DROME00329, DROME00330	BRALA30385
OG0001899	DROME17597, DROME17598, DROME17599	BRALA30884
OG0001900	DROME07202	BRALA22276
OG0001901	DROME14282	BRALA22456
OG0001903	DROME10026	BRALA07353
OG0001913	DROME20114, DROME20115	BRALA24497
OG0001915	DROME15601	BRALA35550
OG0001916	DROME06422	BRALA13432, BRALA13431
OG0001916	DROME12396	BRALA13430
OG0001917	DROME05027, DROME05026	BRALA00831
OG0001918	DROME00884	BRALA14482, BRALA16247
OG0001919	DROME15351, DROME15349	BRALA04529
OG0001919	DROME17341	BRALA06853
OG0001920	DROME06144, DROME06145, DROME06143, DROME06141, DROME06142, DROME06139, DROME06138, DROME06137, DROME06140	BRALA05363
OG0001923	DROME13928	BRALA01345
OG0001925	DROME18212, DROME18210, DROME18211	BRALA00423
OG0001926	DROME02334	BRALA01100
OG0001927	DROME06807	BRALA35455, BRALA21711
OG0001929	DROME20439, DROME20440	BRALA08609
OG0001930	DROME07407	BRALA16547
OG0001932	DROME07500, DROME07499, DROME07504, DROME07502, DROME07503, DROME07501	BRALA12072
OG0001934	DROME11858	BRALA10404
OG0001935	DROME16535	BRALA05971, BRALA05972
OG0001935	DROME05228	BRALA06005
OG0001938	DROME15196, DROME15195, DROME15198, DROME15197	BRALA25398
OG0001939	DROME06716	BRALA25625
OG0001940	DROME20166	BRALA29696
OG0001941	DROME09362, DROME09360, DROME09361	BRALA11387
OG0001942	DROME12925, DROME12924	BRALA23064
OG0001943	DROME05587, DROME05589, DROME05586, DROME05588	BRALA16392
OG0001945	DROME09755, DROME09756, DROME22094, DROME20436	BRALA27519
OG0001946	DROME09729	BRALA24921, BRALA24922
OG0001947	DROME14837	BRALA12828
OG0001949	DROME05190	BRALA24727
OG0001951	DROME01080, DROME01079, DROME01078, DROME07934	BRALA10600
OG0001952	DROME00559, DROME00560	BRALA28198
OG0001953	DROME10526, DROME10527, DROME10525, DROME10528	BRALA16748
OG0001957	DROME16952, DROME16955, DROME16953, DROME16954	BRALA19367
OG0001958	DROME01945	BRALA33388, BRALA12840
OG0001959	DROME00523, DROME00522	BRALA29341
OG0001960	DROME07743, DROME07742, DROME07741, DROME07744	BRALA15779
OG0001961	DROME02025, DROME02026	BRALA13794
OG0001962	DROME21069, DROME21068, DROME21070, DROME15324	BRALA29361
OG0001963	DROME19777, DROME19776	BRALA14625
OG0001964	DROME13701, DROME13700, DROME13699	BRALA06090, BRALA06079
OG0001965	DROME13659	BRALA18639
OG0001967	DROME07305	BRALA00859
OG0001968	DROME04032	BRALA02743
OG0001969	DROME05971, DROME05972, DROME17147, DROME05970	BRALA08425
OG0001971	DROME18313	BRALA04350
OG0001972	DROME05855, DROME05853, DROME05851, DROME05852, DROME05854, DROME05846, DROME05850, DROME05847, DROME05848, DROME05849	BRALA15770
OG0001974	DROME13436, DROME02402	BRALA06213
OG0001978	DROME07838	BRALA12153, BRALA13623
OG0001982	DROME09615, DROME09614, DROME01654	BRALA03821
OG0001987	DROME14340	BRALA25500
OG0001988	DROME11741	BRALA17550
OG0001989	DROME00900, DROME00899, DROME00898, DROME00902, DROME00901	BRALA07557
OG0001990	DROME05964	BRALA17559
OG0001991	DROME05985	BRALA17546
OG0001992	DROME21257	BRALA35422, BRALA35278, BRALA34802
OG0001993	DROME12806	BRALA16354
OG0001994	DROME13142	BRALA29381
OG0001996	DROME14824	BRALA34756
OG0001996	DROME00344	BRALA06545, BRALA26156
OG0001998	DROME09606	BRALA29050
OG0001999	DROME20622, DROME20625, DROME20626, DROME20624, DROME20623, DROME20627	BRALA25298, BRALA35444
OG0002000	DROME04109	BRALA01282, BRALA04183
OG0002001	DROME19332, DROME19331	BRALA00220
OG0002002	DROME05757, DROME05756	BRALA21013
OG0002003	DROME00292	BRALA11915
OG0002004	DROME04511, DROME11378	BRALA09126
OG0002006	DROME06376, DROME06377, DROME06378	BRALA09070
OG0002007	DROME19057, DROME19058, DROME19056	BRALA18083
OG0002008	DROME04686, DROME04688, DROME04687, DROME04685	BRALA03742
OG0002009	DROME09784	BRALA21922
OG0002012	DROME19135	BRALA23568
OG0002013	DROME04069, DROME08149	BRALA12490, BRALA13240, BRALA30429, BRALA20683, BRALA32151, BRALA00130, BRALA00131, BRALA12565, BRALA00129
OG0002015	DROME14275	BRALA06336
OG0002016	DROME00587, DROME06733, DROME06734, DROME12753	BRALA20669
OG0002017	DROME18396, DROME18395	BRALA15768
OG0002018	DROME20847, DROME20850, DROME20840, DROME20843, DROME20851, DROME20841, DROME20842, DROME20848, DROME20846, DROME20844, DROME20849, DROME20839, DROME20845	BRALA26984, BRALA26983
OG0002020	DROME08263, DROME08264, DROME08266, DROME08262, DROME08265	BRALA32768, BRALA35646, BRALA33976
OG0002023	DROME06991, DROME06989, DROME06990	BRALA10833
OG0002024	DROME06569, DROME06570	BRALA03055, BRALA03051
OG0002026	DROME20307	BRALA16933
OG0002027	DROME02939, DROME02938, DROME02937, DROME02936	BRALA06049
OG0002029	DROME21921	BRALA29066
OG0002030	DROME20203	BRALA18492
OG0002031	DROME21699, DROME13546	BRALA00375
OG0002032	DROME01693	BRALA26240
OG0002035	DROME04340, DROME04341	BRALA00648, BRALA22063, BRALA35832
OG0002036	DROME13894, DROME13900, DROME13895, DROME13898, DROME13892, DROME13893, DROME13899, DROME13891, DROME13890, DROME13896, DROME13897, DROME13901	BRALA29526
OG0002038	DROME06880	BRALA18313
OG0002039	DROME06371	BRALA04953
OG0002043	DROME10764, DROME10766, DROME10765	BRALA14578
OG0002050	DROME19788, DROME15576, DROME10280, DROME12283, DROME20255, DROME01165	BRALA06112, BRALA04681, BRALA09400, BRALA33060, BRALA23336, BRALA11311, BRALA04810, BRALA19926, BRALA03495, BRALA20807, BRALA11314, BRALA17442, BRALA17441, BRALA10487, BRALA12526, BRALA10596, BRALA01675, BRALA22051, BRALA20980, BRALA25236, BRALA20981, BRALA24327, BRALA06758, BRALA06757, BRALA06756, BRALA24524
OG0002057	DROME04633	BRALA13905, BRALA01255
OG0002059	DROME20230, DROME20232, DROME20229, DROME20231	BRALA19536
OG0002060	DROME09129, DROME09133, DROME09132, DROME09130, DROME09131	BRALA22621
OG0002061	DROME17109, DROME17110	BRALA21414
OG0002062	DROME05606, DROME05610, DROME05608, DROME05609, DROME05605, DROME05607, DROME05604	BRALA04513
OG0002064	DROME00620	BRALA29142, BRALA13346
OG0002065	DROME13540	BRALA05661
OG0002066	DROME10594	BRALA18537
OG0002067	DROME21628	BRALA23033
OG0002068	DROME17295	BRALA12029
OG0002069	DROME14513	BRALA09642
OG0002070	DROME01105, DROME01106	BRALA18425, BRALA35408
OG0002072	DROME00915, DROME00916	BRALA14687
OG0002073	DROME02887, DROME17696	BRALA24409
OG0002074	DROME01991, DROME01990, DROME21599	BRALA27583
OG0002075	DROME15499	BRALA26127
OG0002076	DROME15179, DROME15178	BRALA00516
OG0002077	DROME13449, DROME13454, DROME13450, DROME13452, DROME13453, DROME13455, DROME13451, DROME13448, DROME13443, DROME13445, DROME13447, DROME13446, DROME13444	BRALA14130
OG0002079	DROME05628	BRALA33361, BRALA35611, BRALA35108, BRALA31898
OG0002080	DROME04483, DROME04484, DROME04485	BRALA01983, BRALA01982
OG0002081	DROME20778	BRALA15914, BRALA15913
OG0002085	DROME18248	BRALA25730
OG0002086	DROME13913, DROME13914	BRALA23177
OG0002087	DROME20417, DROME20418	BRALA02631
OG0002088	DROME13167, DROME13168	BRALA23353
OG0002090	DROME21229	BRALA15181, BRALA16204, BRALA10471
OG0002091	DROME17168, DROME17169, DROME17167, DROME17170	BRALA22175
OG0002093	DROME10388	BRALA22365, BRALA25514
OG0002094	DROME16500, DROME16501, DROME16502, DROME16498, DROME16499, DROME14162	BRALA12707
OG0002095	DROME02416, DROME02415	BRALA28303
OG0002097	DROME08772, DROME08771	BRALA05973
OG0002099	DROME20021, DROME20022, DROME20015, DROME20018, DROME20014, DROME20017, DROME20016, DROME20019, DROME20020, DROME20013	BRALA24109
OG0002100	DROME20043	BRALA18364
OG0002101	DROME06706, DROME06705, DROME16968	BRALA01147
OG0002103	DROME11171, DROME20108	BRALA12125, BRALA22500
OG0002104	DROME01971, DROME01970	BRALA03456
OG0002105	DROME17111	BRALA30841
OG0002106	DROME18977	BRALA20596, BRALA19126, BRALA35167, BRALA06177, BRALA03236, BRALA30663, BRALA30901, BRALA02993
OG0002107	DROME12159	BRALA28882
OG0002108	DROME07243, DROME07242	BRALA26237
OG0002112	DROME12499	BRALA04147
OG0002122	DROME15052	BRALA19240
OG0002123	DROME20895, DROME02760	BRALA29680, BRALA29584
OG0002125	DROME20833, DROME20832, DROME20829, DROME20830, DROME20831, DROME20834, DROME20835	BRALA05686
OG0002127	DROME04070, DROME05393	BRALA12199
OG0002128	DROME12011	BRALA06098
OG0002131	DROME03421, DROME03420	BRALA22859
OG0002134	DROME02377	BRALA03169
OG0002135	DROME20033, DROME20034, DROME20032, DROME17825	BRALA19276
OG0002137	DROME20125	BRALA24687
OG0002137	DROME03541	BRALA05643
OG0002138	DROME17634	BRALA07695
OG0002141	DROME13208, DROME13209, DROME13210, DROME13207, DROME13206	BRALA28309
OG0002142	DROME05472, DROME05474, DROME05473	BRALA26757
OG0002143	DROME03802, DROME03800, DROME03799, DROME03803, DROME03804, DROME03801	BRALA17583
OG0002144	DROME15087, DROME15088, DROME15089	BRALA33560
OG0002146	DROME20089	BRALA18951
OG0002147	DROME18735, DROME18736	BRALA15803
OG0002148	DROME16614	BRALA15940
OG0002148	DROME20422	BRALA31289
OG0002149	DROME00514	BRALA10667
OG0002152	DROME10626	BRALA17103
OG0002155	DROME08485	BRALA19605, BRALA17312
OG0002156	DROME12292	BRALA19453
OG0002157	DROME18538, DROME18535, DROME18537, DROME18536, DROME18539	BRALA06421
OG0002158	DROME08010	BRALA29886
OG0002159	DROME17743, DROME17744	BRALA07565, BRALA35722, BRALA18927
OG0002160	DROME12795	BRALA06348
OG0002163	DROME16612, DROME16611	BRALA02388, BRALA02390, BRALA02387, BRALA02389
OG0002166	DROME06834, DROME06833	BRALA34998
OG0002167	DROME18309, DROME18308, DROME18307, DROME18306	BRALA00107
OG0002168	DROME20356	BRALA21154
OG0002168	DROME07753	BRALA01161
OG0002169	DROME16101	BRALA35441
OG0002170	DROME18118, DROME08334	BRALA15225, BRALA25274
OG0002171	DROME01331	BRALA31606
OG0002172	DROME16091	BRALA08732
OG0002173	DROME01352	BRALA03181
OG0002175	DROME15015	BRALA15343
OG0002177	DROME06974, DROME06976, DROME06975	BRALA25710
OG0002179	DROME10648, DROME10649	BRALA17768
OG0002180	DROME10251, DROME10250, DROME10248, DROME10249, DROME10252	BRALA01899
