Orthogroup	MOUSE	BRALA
OG0001046	MOUSE16970, MOUSE14166, MOUSE14168, MOUSE14167, MOUSE14165, MOUSE44312, MOUSE44313, MOUSE06289, MOUSE06290, MOUSE06286, MOUSE06285, MOUSE06288	BRALA11238
OG0001047	MOUSE45174, MOUSE45170, MOUSE45115, MOUSE54595	BRALA06024
OG0001048	MOUSE40596, MOUSE40597, MOUSE40595, MOUSE11458, MOUSE11459, MOUSE11457, MOUSE36981, MOUSE36982, MOUSE36983, MOUSE11460	BRALA04010
OG0001049	MOUSE29515, MOUSE29516	BRALA08587
OG0001049	MOUSE52326, MOUSE52325, MOUSE34867, MOUSE34863, MOUSE34865, MOUSE34864, MOUSE34866, MOUSE34868	BRALA19576
OG0001050	MOUSE18063, MOUSE44746, MOUSE44744, MOUSE30206, MOUSE30205	BRALA23081, BRALA05944
OG0001051	MOUSE55021, MOUSE55411, MOUSE55409, MOUSE55022, MOUSE55024, MOUSE55023, MOUSE55408, MOUSE55410	BRALA23415, BRALA15643, BRALA31931, BRALA12809
OG0001052	MOUSE20861, MOUSE20860	BRALA06640
OG0001052	MOUSE36902, MOUSE36905	BRALA03851, BRALA06631
OG0001053	MOUSE05349, MOUSE39893, MOUSE02657, MOUSE26572	BRALA17006
OG0001053	MOUSE09572, MOUSE31492, MOUSE00834, MOUSE00833	BRALA06712
OG0001054	MOUSE42104, MOUSE05943	BRALA16705
OG0001057	MOUSE29393, MOUSE29397, MOUSE29394, MOUSE29395, MOUSE29396, MOUSE50171, MOUSE54558, MOUSE54559, MOUSE29399, MOUSE24095, MOUSE54423, MOUSE54422, MOUSE29398	BRALA13576, BRALA13575
OG0001058	MOUSE24385, MOUSE24382, MOUSE24384, MOUSE24383, MOUSE50522, MOUSE50520, MOUSE50521	BRALA18889
OG0001059	MOUSE06556, MOUSE06558, MOUSE06564, MOUSE06563, MOUSE06559, MOUSE19051, MOUSE06554, MOUSE19055, MOUSE19053, MOUSE19054, MOUSE19052, MOUSE06557, MOUSE06561, MOUSE06566, MOUSE06560, MOUSE06552, MOUSE06562, MOUSE06565, MOUSE06555, MOUSE06553, MOUSE06567, MOUSE06568	BRALA16690
OG0001060	MOUSE14270	BRALA22460
OG0001062	MOUSE47367, MOUSE31787, MOUSE31788, MOUSE31786	BRALA01158
OG0001063	MOUSE18788, MOUSE18787, MOUSE18786, MOUSE18785	BRALA22627
OG0001065	MOUSE27426, MOUSE24670	BRALA12034, BRALA12035
OG0001066	MOUSE31058, MOUSE31059, MOUSE52782, MOUSE52781, MOUSE31057	BRALA03613
OG0001068	MOUSE41302, MOUSE41301, MOUSE41300	BRALA15808
OG0001072	MOUSE37374, MOUSE37375	BRALA23228, BRALA23227
OG0001072	MOUSE39399	BRALA29817
OG0001075	MOUSE06818	BRALA09682
OG0001076	MOUSE38870, MOUSE38871, MOUSE38872, MOUSE36450, MOUSE36452, MOUSE36451, MOUSE36453, MOUSE36454	BRALA20184
OG0001077	MOUSE25115	BRALA28759, BRALA28760
OG0001077	MOUSE06925	BRALA08290
OG0001078	MOUSE14310, MOUSE17245, MOUSE27022, MOUSE27027	BRALA13847
OG0001079	MOUSE31079, MOUSE31080, MOUSE39091, MOUSE53562	BRALA12769
OG0001080	MOUSE50489, MOUSE50488, MOUSE50490	BRALA13315
OG0001080	MOUSE43745, MOUSE32058, MOUSE32057, MOUSE32055, MOUSE32056, MOUSE43743	BRALA13682
OG0001080	MOUSE43744	BRALA13314
OG0001081	MOUSE44218, MOUSE44217	BRALA20186, BRALA18322, BRALA02329, BRALA02330
OG0001082	MOUSE22504, MOUSE22503, MOUSE14725, MOUSE14727, MOUSE14726	BRALA21015
OG0001083	MOUSE00912, MOUSE00913, MOUSE19180, MOUSE12820, MOUSE12819, MOUSE40225, MOUSE40226	BRALA22369
OG0001084	MOUSE06941	BRALA33764
OG0001085	MOUSE40824, MOUSE40823, MOUSE40825, MOUSE40826, MOUSE40827, MOUSE40829, MOUSE53553, MOUSE53556, MOUSE53552, MOUSE53551, MOUSE39040, MOUSE39039, MOUSE18292, MOUSE18283, MOUSE18291, MOUSE18285	BRALA18590, BRALA17350
OG0001088	MOUSE07723, MOUSE07722, MOUSE07721	BRALA22594
OG0001089	MOUSE43018, MOUSE15947	BRALA20406
OG0001090	MOUSE22593	BRALA19647
OG0001091	MOUSE05170	BRALA18566
OG0001093	MOUSE38937, MOUSE38936, MOUSE38933, MOUSE38940, MOUSE38938, MOUSE38934, MOUSE38935, MOUSE38932, MOUSE38939, MOUSE05160, MOUSE05161	BRALA07017, BRALA07018
OG0001094	MOUSE28049, MOUSE07073, MOUSE20159, MOUSE20160, MOUSE07072	BRALA21202
OG0001095	MOUSE23369, MOUSE23364, MOUSE02408, MOUSE02419, MOUSE02417, MOUSE02410, MOUSE02413, MOUSE02415, MOUSE02412, MOUSE02418, MOUSE23367, MOUSE23365, MOUSE23371, MOUSE23370, MOUSE23366, MOUSE53105, MOUSE53107, MOUSE53109, MOUSE53106, MOUSE53110, MOUSE23368	BRALA00514
OG0001101	MOUSE55171	BRALA11039
OG0001102	MOUSE28026, MOUSE28027	BRALA06483
OG0001103	MOUSE00149, MOUSE29284, MOUSE29285	BRALA15961
OG0001104	MOUSE27676, MOUSE27677	BRALA00254
OG0001104	MOUSE13548, MOUSE34311, MOUSE34309, MOUSE34310, MOUSE35692, MOUSE35691, MOUSE35688, MOUSE35687, MOUSE35689, MOUSE35690	BRALA14774
OG0001105	MOUSE30017, MOUSE30016	BRALA13887
OG0001105	MOUSE28297	BRALA35235, BRALA17080
OG0001108	MOUSE14807	BRALA10695
OG0001108	MOUSE38129, MOUSE38128	BRALA14990
OG0001109	MOUSE06082, MOUSE06085, MOUSE06084, MOUSE36088, MOUSE36087	BRALA30580, BRALA30582
OG0001110	MOUSE31269, MOUSE31270, MOUSE31274, MOUSE31267, MOUSE31276, MOUSE31268, MOUSE31272, MOUSE31273, MOUSE31271, MOUSE31275, MOUSE25541, MOUSE25546, MOUSE25545, MOUSE25543, MOUSE25544, MOUSE25542	BRALA02581, BRALA02578
OG0001111	MOUSE12418, MOUSE12417, MOUSE12423, MOUSE12422, MOUSE12421, MOUSE12419, MOUSE12420	BRALA28901
OG0001111	MOUSE15293, MOUSE15294	BRALA29371, BRALA06020
OG0001112	MOUSE23123, MOUSE23122, MOUSE13097, MOUSE54032	BRALA13668
OG0001113	MOUSE14213	BRALA08129
OG0001113	MOUSE06432	BRALA16554
OG0001115	MOUSE41051, MOUSE17268, MOUSE41049, MOUSE41052, MOUSE14373, MOUSE17269	BRALA07052, BRALA07051
OG0001116	MOUSE26174, MOUSE05315	BRALA34250
OG0001117	MOUSE23208, MOUSE23207, MOUSE28243, MOUSE28244, MOUSE28247, MOUSE28248, MOUSE28246, MOUSE28245, MOUSE12315, MOUSE12314, MOUSE12312, MOUSE12313	BRALA15421
OG0001119	MOUSE52034, MOUSE52033, MOUSE52035, MOUSE13851, MOUSE13853, MOUSE13852, MOUSE13854	BRALA13802
OG0001120	MOUSE03485, MOUSE00736, MOUSE53859, MOUSE36808	BRALA17608
OG0001121	MOUSE16615, MOUSE01274, MOUSE01275, MOUSE16614, MOUSE16616, MOUSE01272	BRALA32292, BRALA13901, BRALA27511, BRALA08946
OG0001123	MOUSE52428, MOUSE52427, MOUSE52429	BRALA24284
OG0001123	MOUSE10104, MOUSE10103, MOUSE10102, MOUSE10101	BRALA23603
OG0001124	MOUSE06528, MOUSE06527, MOUSE06526	BRALA23017
OG0001124	MOUSE53543, MOUSE53521, MOUSE53533, MOUSE53525, MOUSE53529, MOUSE53532, MOUSE53519, MOUSE53542, MOUSE53524, MOUSE53530, MOUSE53536, MOUSE53535, MOUSE53523, MOUSE53527, MOUSE53528, MOUSE53534, MOUSE53522, MOUSE53544, MOUSE53545, MOUSE53546	BRALA07725
OG0001126	MOUSE04156, MOUSE04157	BRALA16208
OG0001126	MOUSE29593, MOUSE29594	BRALA28026
OG0001127	MOUSE22299, MOUSE22300, MOUSE22301, MOUSE49977, MOUSE49964, MOUSE49979, MOUSE49972, MOUSE49973, MOUSE49971, MOUSE49980, MOUSE49963, MOUSE49976, MOUSE49975, MOUSE49974, MOUSE49968, MOUSE49962, MOUSE49961, MOUSE49970, MOUSE49965, MOUSE49969, MOUSE49978	BRALA09084
OG0001127	MOUSE49981	BRALA34184
OG0001128	MOUSE08081, MOUSE08083, MOUSE08084, MOUSE08085, MOUSE08082, MOUSE42773, MOUSE24638, MOUSE24639, MOUSE24641, MOUSE24642, MOUSE24646, MOUSE24644, MOUSE24640, MOUSE24645, MOUSE24643	BRALA22493
OG0001129	MOUSE49537, MOUSE49538, MOUSE32104	BRALA12498
OG0001129	MOUSE08951, MOUSE08950	BRALA16098
OG0001130	MOUSE23183, MOUSE23181, MOUSE23179, MOUSE23180, MOUSE23178, MOUSE23182	BRALA09459, BRALA01930, BRALA15598
OG0001131	MOUSE03057, MOUSE03058, MOUSE03056, MOUSE03059, MOUSE03060, MOUSE03061, MOUSE08073, MOUSE08072	BRALA13327
OG0001132	MOUSE20734, MOUSE20732, MOUSE20733	BRALA13540
OG0001133	MOUSE17666, MOUSE17665	BRALA03024
OG0001133	MOUSE10581	BRALA00752
OG0001134	MOUSE45585, MOUSE45586, MOUSE45589, MOUSE45473, MOUSE45481, MOUSE45482, MOUSE45588, MOUSE45587, MOUSE06312, MOUSE06311, MOUSE38657	BRALA23048
OG0001135	MOUSE05096, MOUSE05095, MOUSE05097, MOUSE05098	BRALA11818
OG0001136	MOUSE01519, MOUSE01518, MOUSE19515, MOUSE51766, MOUSE51761, MOUSE51768, MOUSE51767, MOUSE51763, MOUSE51762	BRALA18520
OG0001137	MOUSE43319, MOUSE43318, MOUSE43321, MOUSE43320, MOUSE43322, MOUSE18704, MOUSE18705, MOUSE18703	BRALA13309
OG0001138	MOUSE02531, MOUSE02530, MOUSE08511, MOUSE08510, MOUSE08509, MOUSE52336, MOUSE52335	BRALA00020, BRALA11821
OG0001139	MOUSE14337, MOUSE14338, MOUSE47081, MOUSE47084, MOUSE47083, MOUSE47085	BRALA32868, BRALA35077
OG0001139	MOUSE47082	BRALA34348
OG0001141	MOUSE09631, MOUSE09629, MOUSE09627, MOUSE09626, MOUSE09630, MOUSE09633, MOUSE09632, MOUSE09634, MOUSE09635, MOUSE09628, MOUSE09625, MOUSE09623, MOUSE09621, MOUSE09619, MOUSE09620, MOUSE09624, MOUSE09622	BRALA09514
OG0001142	MOUSE20269, MOUSE20265, MOUSE20263, MOUSE20266, MOUSE20264	BRALA14735
OG0001143	MOUSE39141, MOUSE51998, MOUSE51999, MOUSE52002, MOUSE52001, MOUSE52000, MOUSE51997, MOUSE32545, MOUSE30698, MOUSE30699	BRALA04133
OG0001144	MOUSE14867, MOUSE14868, MOUSE14873, MOUSE14874, MOUSE14871, MOUSE14869, MOUSE14872, MOUSE26472, MOUSE26474, MOUSE26475, MOUSE26469, MOUSE26468, MOUSE26470, MOUSE26471, MOUSE26473, MOUSE39831, MOUSE39830, MOUSE39832	BRALA10734
OG0001146	MOUSE15550, MOUSE15549, MOUSE15547, MOUSE15548, MOUSE15551, MOUSE15552, MOUSE15553, MOUSE15554, MOUSE35011, MOUSE35010, MOUSE35009, MOUSE35008, MOUSE35006, MOUSE35007, MOUSE35012, MOUSE04052, MOUSE04050, MOUSE04051, MOUSE04053	BRALA18782
OG0001148	MOUSE53365	BRALA32277, BRALA19677, BRALA32275, BRALA34454, BRALA32276, BRALA12465, BRALA12466
OG0001149	MOUSE17721, MOUSE17720, MOUSE17719, MOUSE31773, MOUSE31774	BRALA02800, BRALA04751, BRALA04752, BRALA04599, BRALA04600, BRALA05458, BRALA29287, BRALA13277, BRALA05394, BRALA23727, BRALA23728, BRALA03128, BRALA02797, BRALA02801
OG0001155	MOUSE09402	BRALA32774
OG0001155	MOUSE04565	BRALA23567
OG0001156	MOUSE14565, MOUSE14566, MOUSE14560, MOUSE14564, MOUSE14562, MOUSE14568, MOUSE14567, MOUSE14561, MOUSE14563, MOUSE05676, MOUSE05671, MOUSE05675, MOUSE05672, MOUSE06929, MOUSE06928, MOUSE06927, MOUSE06930, MOUSE06931, MOUSE23041, MOUSE23040	BRALA24884
OG0001157	MOUSE18647	BRALA19395, BRALA18472, BRALA15263, BRALA17275, BRALA08501, BRALA17747, BRALA29670, BRALA17746, BRALA19396, BRALA19375, BRALA07531, BRALA28290, BRALA23840, BRALA07289, BRALA10988, BRALA29666, BRALA07530, BRALA07316, BRALA07319, BRALA17749, BRALA19397, BRALA19776, BRALA17748, BRALA17271, BRALA17684, BRALA19474
OG0001158	MOUSE28961, MOUSE28960, MOUSE28959, MOUSE19682, MOUSE19683	BRALA34638
OG0001159	MOUSE06681, MOUSE06680, MOUSE13400, MOUSE13401	BRALA12862
OG0001160	MOUSE01860	BRALA07607, BRALA18147, BRALA18618, BRALA19127, BRALA07606
OG0001161	MOUSE51823, MOUSE51825, MOUSE51822, MOUSE51824, MOUSE51821, MOUSE32420, MOUSE32421, MOUSE32419	BRALA22337
OG0001162	MOUSE51204, MOUSE51206, MOUSE51207, MOUSE51209, MOUSE51205, MOUSE16164, MOUSE16165	BRALA29065
OG0001163	MOUSE21150, MOUSE21152, MOUSE21149, MOUSE21151	BRALA18082, BRALA03606, BRALA12377, BRALA20672, BRALA12378
OG0001165	MOUSE21674	BRALA14768
OG0001165	MOUSE53722	BRALA05900
OG0001166	MOUSE18158, MOUSE18154, MOUSE18157, MOUSE18161, MOUSE18155, MOUSE18159, MOUSE18160, MOUSE18156, MOUSE07672, MOUSE07673, MOUSE20319, MOUSE20320	BRALA08200, BRALA14605
OG0001167	MOUSE08062, MOUSE08061, MOUSE08060, MOUSE08059, MOUSE08058, MOUSE03052	BRALA30313
OG0001168	MOUSE08773, MOUSE08775, MOUSE08772, MOUSE28772, MOUSE28774, MOUSE28776, MOUSE28778, MOUSE28777, MOUSE49342, MOUSE28775, MOUSE28773, MOUSE49343, MOUSE49344	BRALA29323, BRALA27661, BRALA20565
OG0001169	MOUSE45327, MOUSE45328, MOUSE45326, MOUSE45332, MOUSE45333, MOUSE45331, MOUSE45330, MOUSE45329, MOUSE50165, MOUSE50167, MOUSE50164, MOUSE50163, MOUSE50166	BRALA11830, BRALA12506
OG0001170	MOUSE16455	BRALA19296
OG0001171	MOUSE21547, MOUSE21549, MOUSE21548	BRALA30065
OG0001172	MOUSE18937, MOUSE22349	BRALA06911
OG0001172	MOUSE22242, MOUSE35215, MOUSE05716	BRALA04692
OG0001173	MOUSE30376	BRALA04333
OG0001173	MOUSE30375	BRALA34444, BRALA04332
OG0001174	MOUSE14404, MOUSE40968, MOUSE40967, MOUSE40966, MOUSE40969	BRALA15302
OG0001175	MOUSE47768, MOUSE27822	BRALA00132
OG0001176	MOUSE48355, MOUSE48354, MOUSE11547, MOUSE11548	BRALA04000, BRALA04002
OG0001178	MOUSE33286, MOUSE33287	BRALA05138
OG0001178	MOUSE53699	BRALA06035
OG0001179	MOUSE28734, MOUSE28732, MOUSE28733, MOUSE28729, MOUSE28730	BRALA20573
OG0001180	MOUSE36605, MOUSE36606, MOUSE36604	BRALA14556, BRALA34405
OG0001181	MOUSE25133, MOUSE25132, MOUSE25129, MOUSE25130, MOUSE25131, MOUSE05285, MOUSE05284, MOUSE05286, MOUSE05283	BRALA18132
OG0001182	MOUSE18698	BRALA02232
OG0001183	MOUSE05711, MOUSE05710, MOUSE05708, MOUSE05709	BRALA24188
OG0001184	MOUSE17556, MOUSE17557	BRALA10129
OG0001184	MOUSE26991, MOUSE26992, MOUSE26989, MOUSE26990	BRALA21684
OG0001185	MOUSE00151, MOUSE00154, MOUSE00152, MOUSE00153	BRALA27214
OG0001186	MOUSE19689, MOUSE49888, MOUSE49887	BRALA19974
OG0001186	MOUSE49824, MOUSE49829, MOUSE49825, MOUSE49826, MOUSE49828	BRALA16139
OG0001187	MOUSE40796, MOUSE40797, MOUSE40798	BRALA30941, BRALA21630, BRALA21207, BRALA21632, BRALA21208, BRALA21618, BRALA21631, BRALA21624, BRALA03471, BRALA21633, BRALA02756, BRALA21497, BRALA21626, BRALA21498, BRALA23700, BRALA25921, BRALA07734, BRALA21623, BRALA21629, BRALA21620, BRALA07709, BRALA21622, BRALA21625, BRALA30940
OG0001188	MOUSE18724, MOUSE18725	BRALA10757
OG0001189	MOUSE29267, MOUSE29265, MOUSE29266, MOUSE29261, MOUSE29264, MOUSE29262, MOUSE06856, MOUSE06854, MOUSE06855, MOUSE21523, MOUSE06857	BRALA16685
OG0001190	MOUSE47657, MOUSE47658, MOUSE47659, MOUSE47660, MOUSE34550, MOUSE34553, MOUSE34551, MOUSE34549, MOUSE34547, MOUSE34546, MOUSE34548, MOUSE34552	BRALA25890
OG0001191	MOUSE12783, MOUSE12784, MOUSE00924, MOUSE00927, MOUSE19181	BRALA27930
OG0001196	MOUSE43590, MOUSE43587, MOUSE43586, MOUSE43588, MOUSE43591, MOUSE24318, MOUSE24319, MOUSE24316	BRALA25128
OG0001197	MOUSE20318	BRALA24133
OG0001197	MOUSE39856, MOUSE39857, MOUSE39858, MOUSE26526, MOUSE26525	BRALA01046
OG0001198	MOUSE01331, MOUSE51388, MOUSE51389	BRALA09601
OG0001198	MOUSE46948, MOUSE46947	BRALA02488
OG0001199	MOUSE00199, MOUSE00196, MOUSE00198, MOUSE00197	BRALA28833
OG0001199	MOUSE12680, MOUSE12681, MOUSE12679	BRALA15988
OG0001200	MOUSE07973, MOUSE07972, MOUSE07970, MOUSE07971	BRALA24997
OG0001202	MOUSE36133, MOUSE36134, MOUSE36132	BRALA07019
OG0001204	MOUSE05024, MOUSE05026, MOUSE05025	BRALA24154, BRALA24153
OG0001205	MOUSE08235, MOUSE08237	BRALA11819
OG0001207	MOUSE23357, MOUSE23358	BRALA21595, BRALA21596
OG0001207	MOUSE05847, MOUSE19129	BRALA29973
OG0001208	MOUSE26418, MOUSE26416, MOUSE26415, MOUSE26419, MOUSE26417, MOUSE38954, MOUSE38955, MOUSE38952, MOUSE38953	BRALA01086
OG0001209	MOUSE48013, MOUSE48016, MOUSE48015, MOUSE48017, MOUSE48014	BRALA26756
OG0001210	MOUSE28107	BRALA17839
OG0001210	MOUSE52269	BRALA15850
OG0001211	MOUSE25178, MOUSE25179, MOUSE05184, MOUSE25180, MOUSE05183	BRALA26659
OG0001212	MOUSE29621, MOUSE29618, MOUSE29620, MOUSE29619	BRALA15930
OG0001213	MOUSE46717, MOUSE46716, MOUSE46715	BRALA28371
OG0001213	MOUSE37458	BRALA34460
OG0001214	MOUSE25114, MOUSE02294, MOUSE02293	BRALA28235
OG0001215	MOUSE08734, MOUSE08735, MOUSE19131, MOUSE19132, MOUSE14747, MOUSE14748, MOUSE14746, MOUSE14745, MOUSE14744	BRALA00597
OG0001216	MOUSE04150, MOUSE41652, MOUSE04149	BRALA05650
OG0001216	MOUSE49613	BRALA19958
OG0001217	MOUSE55237, MOUSE55236, MOUSE00073, MOUSE00072	BRALA28081
OG0001218	MOUSE04037, MOUSE04038	BRALA05693
OG0001219	MOUSE30324, MOUSE30320, MOUSE30322	BRALA10294
OG0001220	MOUSE37900, MOUSE37901, MOUSE37902, MOUSE37904, MOUSE37898, MOUSE37899	BRALA31139, BRALA34263
OG0001220	MOUSE01424	BRALA35332
OG0001221	MOUSE12352, MOUSE12358, MOUSE12355, MOUSE12353	BRALA22011
OG0001223	MOUSE32020, MOUSE49000, MOUSE49002, MOUSE49001, MOUSE11999, MOUSE28618, MOUSE28617, MOUSE28619, MOUSE28620, MOUSE28621	BRALA03165
OG0001224	MOUSE43304, MOUSE43303, MOUSE43301, MOUSE43300, MOUSE43298, MOUSE43299	BRALA26622
OG0001225	MOUSE44566, MOUSE44565, MOUSE44564, MOUSE20743, MOUSE01626	BRALA04168
OG0001226	MOUSE16467, MOUSE16468, MOUSE16465, MOUSE16466, MOUSE54761, MOUSE52127, MOUSE52129, MOUSE52128	BRALA29243
OG0001227	MOUSE54626, MOUSE54628, MOUSE54627, MOUSE54629, MOUSE54622, MOUSE54625, MOUSE54623, MOUSE54624	BRALA29362
OG0001230	MOUSE13727, MOUSE33959, MOUSE33964, MOUSE33960, MOUSE33958, MOUSE33963, MOUSE33961	BRALA09760
OG0001231	MOUSE07311, MOUSE07310, MOUSE18761, MOUSE18760, MOUSE18763, MOUSE18762	BRALA31220
OG0001232	MOUSE16918	BRALA16719, BRALA06486
OG0001236	MOUSE43548, MOUSE43547	BRALA27296
OG0001237	MOUSE44675, MOUSE30819, MOUSE10307, MOUSE10308	BRALA07915
OG0001238	MOUSE09449	BRALA16537
OG0001238	MOUSE53338, MOUSE53337, MOUSE53334, MOUSE53336, MOUSE53335, MOUSE05724, MOUSE14724	BRALA10747
OG0001241	MOUSE28271	BRALA15125
OG0001241	MOUSE13111, MOUSE13112, MOUSE13113, MOUSE54117	BRALA14260
OG0001243	MOUSE48006, MOUSE48010, MOUSE48011, MOUSE48005, MOUSE48012, MOUSE51749, MOUSE51750, MOUSE51747, MOUSE51748	BRALA07764
OG0001247	MOUSE53759, MOUSE39462, MOUSE39463, MOUSE41058, MOUSE53757, MOUSE53755, MOUSE53758, MOUSE53756, MOUSE41059	BRALA17334
OG0001248	MOUSE22966, MOUSE22967, MOUSE22968, MOUSE35498, MOUSE35495, MOUSE02365, MOUSE02364, MOUSE35496, MOUSE22969	BRALA00477
OG0001249	MOUSE18428	BRALA00961
OG0001250	MOUSE05083, MOUSE05082, MOUSE05080, MOUSE05081, MOUSE05079, MOUSE48689, MOUSE48694, MOUSE48691, MOUSE48693, MOUSE03759, MOUSE03761, MOUSE03762, MOUSE03760, MOUSE03758, MOUSE03757, MOUSE03763, MOUSE03764, MOUSE48692	BRALA25027
OG0001251	MOUSE12317, MOUSE12318, MOUSE12320, MOUSE12319, MOUSE12322, MOUSE12323, MOUSE12316	BRALA03569
OG0001252	MOUSE48386, MOUSE48387, MOUSE48388, MOUSE31394, MOUSE31395, MOUSE31396, MOUSE31397, MOUSE31393, MOUSE01415, MOUSE01416, MOUSE01414	BRALA05331
OG0001253	MOUSE14428, MOUSE17305, MOUSE17304, MOUSE14429, MOUSE17299, MOUSE17303, MOUSE17301, MOUSE17300, MOUSE17302	BRALA09366
OG0001255	MOUSE13698, MOUSE13696, MOUSE00483, MOUSE31772, MOUSE28644, MOUSE00320, MOUSE00319, MOUSE00318, MOUSE13558	BRALA02813
OG0001256	MOUSE16607, MOUSE16606	BRALA27869
OG0001261	MOUSE30117, MOUSE30118, MOUSE45624, MOUSE45621, MOUSE45627, MOUSE45626, MOUSE45623, MOUSE45625	BRALA16992, BRALA16993, BRALA34932
OG0001262	MOUSE25437, MOUSE17627, MOUSE17628, MOUSE17631, MOUSE17629, MOUSE17630	BRALA35145
OG0001262	MOUSE25438	BRALA34134
OG0001263	MOUSE47783, MOUSE11081, MOUSE11080	BRALA03642
OG0001263	MOUSE05175, MOUSE05174, MOUSE05173, MOUSE05176, MOUSE05172	BRALA10859
OG0001264	MOUSE49815, MOUSE28325, MOUSE28323, MOUSE28324, MOUSE28327, MOUSE28322, MOUSE28326, MOUSE49812, MOUSE49814, MOUSE49813, MOUSE32092, MOUSE32093, MOUSE32094	BRALA03222
OG0001266	MOUSE18605	BRALA01536
OG0001267	MOUSE48061	BRALA16976
OG0001267	MOUSE38165, MOUSE38164, MOUSE37871, MOUSE20495	BRALA24251
OG0001268	MOUSE36602, MOUSE36603	BRALA01606
OG0001268	MOUSE52733	BRALA34950, BRALA34874
OG0001270	MOUSE16996	BRALA25030
OG0001270	MOUSE15064	BRALA13955
OG0001271	MOUSE35510, MOUSE35509, MOUSE05864, MOUSE05862, MOUSE05863, MOUSE14691	BRALA17017
OG0001272	MOUSE46333, MOUSE46335, MOUSE46334	BRALA07264
OG0001273	MOUSE44880, MOUSE44879, MOUSE44878, MOUSE44882, MOUSE44881, MOUSE48442, MOUSE48441, MOUSE48440, MOUSE10259, MOUSE10261, MOUSE10257, MOUSE10254, MOUSE10251, MOUSE10258, MOUSE10252, MOUSE10260, MOUSE10253	BRALA23210
OG0001273	MOUSE48443	BRALA35939
OG0001274	MOUSE31851, MOUSE31850, MOUSE31857, MOUSE31856, MOUSE31852, MOUSE31854, MOUSE31853, MOUSE31858, MOUSE18476, MOUSE25711, MOUSE25713, MOUSE25714, MOUSE25708	BRALA10091
OG0001276	MOUSE45279, MOUSE45280, MOUSE45278, MOUSE19359	BRALA19427
OG0001278	MOUSE06444, MOUSE06445, MOUSE06443, MOUSE06442, MOUSE24602	BRALA04581, BRALA14775
OG0001279	MOUSE43221, MOUSE43228, MOUSE43223, MOUSE43226, MOUSE43225, MOUSE08244, MOUSE08245, MOUSE43227, MOUSE43224, MOUSE43222, MOUSE08243, MOUSE08242, MOUSE24506, MOUSE24507	BRALA24710
OG0001280	MOUSE44896, MOUSE44895, MOUSE44898, MOUSE18406, MOUSE33000, MOUSE33001, MOUSE33002, MOUSE32998, MOUSE32999	BRALA09515
OG0001282	MOUSE04240, MOUSE29444, MOUSE04236, MOUSE04239, MOUSE04238, MOUSE04237, MOUSE29443, MOUSE29440, MOUSE29442, MOUSE29441	BRALA02372
OG0001284	MOUSE39659	BRALA14486
OG0001284	MOUSE27610	BRALA09529
OG0001285	MOUSE47851	BRALA34036, BRALA33761, BRALA33984, BRALA34161
OG0001286	MOUSE47132	BRALA27842
OG0001286	MOUSE47138, MOUSE47136, MOUSE47140, MOUSE47139, MOUSE42252, MOUSE47141	BRALA35984
OG0001287	MOUSE03490, MOUSE03492, MOUSE03491, MOUSE03488, MOUSE03489, MOUSE36811, MOUSE00735, MOUSE00733, MOUSE00734, MOUSE38003, MOUSE38002, MOUSE36810, MOUSE36815, MOUSE36813, MOUSE36812, MOUSE36809, MOUSE53856, MOUSE53855, MOUSE53857	BRALA08199
OG0001288	MOUSE51561, MOUSE10349	BRALA01391
OG0001289	MOUSE11820, MOUSE11822, MOUSE11823, MOUSE11821, MOUSE49953	BRALA12193
OG0001290	MOUSE19544, MOUSE27700, MOUSE27699, MOUSE27698, MOUSE49084, MOUSE49085	BRALA17572
OG0001291	MOUSE12798, MOUSE12799, MOUSE31626, MOUSE31627, MOUSE11027, MOUSE11026, MOUSE11025, MOUSE11024	BRALA17947
OG0001292	MOUSE53091, MOUSE53085, MOUSE53090, MOUSE53086, MOUSE53089, MOUSE53094, MOUSE53093, MOUSE53092, MOUSE53088, MOUSE53087, MOUSE22996, MOUSE23000, MOUSE22997, MOUSE23001, MOUSE22995, MOUSE22994, MOUSE22998	BRALA14445
OG0001293	MOUSE37967, MOUSE37970, MOUSE37968, MOUSE37979, MOUSE37969, MOUSE20502, MOUSE20501, MOUSE04801, MOUSE04802	BRALA33561, BRALA26881
OG0001294	MOUSE07556, MOUSE07561, MOUSE07558	BRALA29575
OG0001295	MOUSE26503	BRALA00094
OG0001296	MOUSE08152, MOUSE08153, MOUSE20336, MOUSE20335, MOUSE24806, MOUSE24807, MOUSE24802, MOUSE24803, MOUSE24809, MOUSE24801, MOUSE24808, MOUSE24805	BRALA22582
OG0001297	MOUSE02143, MOUSE02148, MOUSE02147, MOUSE44433, MOUSE02145, MOUSE02146, MOUSE02144, MOUSE23625, MOUSE44432	BRALA23851
OG0001300	MOUSE52263, MOUSE12894, MOUSE54438, MOUSE54437, MOUSE54436	BRALA05943, BRALA27824
OG0001302	MOUSE33570	BRALA01346
OG0001302	MOUSE32071, MOUSE32070	BRALA17951
OG0001304	MOUSE11990, MOUSE11992, MOUSE49007, MOUSE49008, MOUSE49004, MOUSE49005, MOUSE32024, MOUSE32027, MOUSE28599, MOUSE28598	BRALA22379
