Orthogroup	MOUSE	DANRE
OG0000825	MOUSE03373, MOUSE03374	DANRE06476
OG0000825	MOUSE02086	DANRE22278, DANRE12609
OG0000826	MOUSE28518, MOUSE28520, MOUSE28521, MOUSE28522, MOUSE28519	DANRE22286
OG0000827	MOUSE32285	DANRE19411, DANRE34859
OG0000828	MOUSE52206	DANRE38353
OG0000828	MOUSE19456, MOUSE19457	DANRE39520
OG0000828	MOUSE37921, MOUSE37922, MOUSE37919	DANRE00140, DANRE00141
OG0000829	MOUSE51529	DANRE13452, DANRE13451
OG0000829	MOUSE19495	DANRE28324, DANRE20994, DANRE20992, DANRE20993, DANRE39524, DANRE00287, DANRE00288
OG0000829	MOUSE21109, MOUSE21110	DANRE05736, DANRE05737
OG0000829	MOUSE12776	DANRE00627, DANRE00626, DANRE34022
OG0000829	MOUSE40370, MOUSE40369	DANRE06193, DANRE06192, DANRE04909, DANRE04910, DANRE04911
OG0000830	MOUSE14043	DANRE29315, DANRE35441, DANRE04025
OG0000830	MOUSE26973	DANRE12583, DANRE12584, DANRE38642, DANRE38643
OG0000831	MOUSE33690, MOUSE33691, MOUSE33689, MOUSE33688	DANRE26783, DANRE26781, DANRE26782, DANRE26784, DANRE35520, DANRE35516, DANRE35517, DANRE35519, DANRE35518
OG0000831	MOUSE16050, MOUSE50585	DANRE13420
OG0000831	MOUSE40250, MOUSE40249, MOUSE40248, MOUSE40251	DANRE05756, DANRE05755, DANRE06324, DANRE06326
OG0000832	MOUSE07814	DANRE11127
OG0000832	MOUSE33345	DANRE40062
OG0000833	MOUSE47468	DANRE02148, DANRE27648, DANRE27649
OG0000833	MOUSE50443, MOUSE50445	DANRE30184
OG0000833	MOUSE33083, MOUSE33090, MOUSE33085, MOUSE33086, MOUSE33089	DANRE22222, DANRE22221
OG0000833	MOUSE33084, MOUSE33087, MOUSE33088	DANRE22223
OG0000833	MOUSE33457, MOUSE33462, MOUSE33458, MOUSE33459, MOUSE33460, MOUSE33456, MOUSE33461	DANRE39989, DANRE39990, DANRE39991, DANRE39987
OG0000834	MOUSE14809, MOUSE14808	DANRE36534, DANRE36533, DANRE22566, DANRE22567
OG0000834	MOUSE05405	DANRE17497, DANRE17498, DANRE17499
OG0000834	MOUSE22470, MOUSE22474, MOUSE22469, MOUSE22473, MOUSE22467, MOUSE22468, MOUSE22472, MOUSE22471	DANRE42742, DANRE42741, DANRE36011, DANRE36010
OG0000835	MOUSE00540, MOUSE00541, MOUSE00539, MOUSE00542	DANRE23505
OG0000835	MOUSE45890, MOUSE45889	DANRE39305, DANRE39304
OG0000835	MOUSE41268, MOUSE41271, MOUSE41264, MOUSE41269	DANRE30989, DANRE12459, DANRE12460, DANRE12456
OG0000836	MOUSE51876, MOUSE51875, MOUSE51874	DANRE38367, DANRE38368, DANRE38370, DANRE38369, DANRE24933, DANRE24934, DANRE24935
OG0000837	MOUSE52078	DANRE05271
OG0000837	MOUSE52076	DANRE16122, DANRE05269, DANRE05270
OG0000837	MOUSE29173	DANRE22660
OG0000838	MOUSE31130, MOUSE31129, MOUSE31127, MOUSE31125	DANRE39873
OG0000838	MOUSE01853	DANRE31334
OG0000838	MOUSE42254, MOUSE42253	DANRE29264
OG0000841	MOUSE13929, MOUSE13928, MOUSE13931, MOUSE13930, MOUSE13933, MOUSE13934	DANRE13645, DANRE13646, DANRE13648, DANRE13647, DANRE13644
OG0000841	MOUSE00701, MOUSE00702	DANRE18521
OG0000842	MOUSE23188, MOUSE23187, MOUSE18508, MOUSE23238	DANRE00091, DANRE00092
OG0000842	MOUSE05563	DANRE29911, DANRE29912
OG0000842	MOUSE39641	DANRE24170, DANRE24168, DANRE28182, DANRE28183
OG0000844	MOUSE34589, MOUSE34590, MOUSE34593, MOUSE34592	DANRE22983
OG0000844	MOUSE15465, MOUSE15466, MOUSE15467	DANRE43013, DANRE43012
OG0000844	MOUSE39588, MOUSE39585, MOUSE39586, MOUSE39589, MOUSE39587, MOUSE39590, MOUSE39591	DANRE26776, DANRE26775
OG0000845	MOUSE53651	DANRE02538, DANRE02537
OG0000845	MOUSE54868, MOUSE54869, MOUSE54867	DANRE07165
OG0000846	MOUSE23158, MOUSE23157	DANRE07570
OG0000846	MOUSE45197	DANRE19728, DANRE19729, DANRE19731, DANRE19730, DANRE19727, DANRE19726, DANRE19725
OG0000847	MOUSE03824, MOUSE03827, MOUSE03826, MOUSE03825	DANRE03178, DANRE03177
OG0000847	MOUSE15209	DANRE33537
OG0000847	MOUSE46317, MOUSE46313, MOUSE46314, MOUSE46315	DANRE29369, DANRE29370
OG0000848	MOUSE29791	DANRE01096
OG0000848	MOUSE48738, MOUSE48739	DANRE16221
OG0000848	MOUSE09586	DANRE06726
OG0000848	MOUSE51667	DANRE38510
OG0000848	MOUSE19810	DANRE00454, DANRE00457
OG0000849	MOUSE31195, MOUSE31194	DANRE40416, DANRE40418, DANRE20686, DANRE20687
OG0000849	MOUSE30998, MOUSE30997	DANRE39825
OG0000849	MOUSE45859, MOUSE45858	DANRE39325, DANRE12617
OG0000850	MOUSE33425, MOUSE33423, MOUSE33422, MOUSE33424	DANRE27632, DANRE21524, DANRE21523, DANRE21522
OG0000850	MOUSE20959	DANRE05783, DANRE05782
OG0000851	MOUSE21881, MOUSE21886, MOUSE21884, MOUSE21885, MOUSE21878, MOUSE21877, MOUSE21880, MOUSE21879, MOUSE21883	DANRE41550, DANRE41551, DANRE41552, DANRE35899, DANRE35901, DANRE35900
OG0000851	MOUSE48757, MOUSE48751, MOUSE48756, MOUSE48754, MOUSE48752, MOUSE48755	DANRE16797, DANRE16796
OG0000852	MOUSE30781, MOUSE30779, MOUSE30780	DANRE08986, DANRE13970
OG0000852	MOUSE28548, MOUSE28549, MOUSE28544, MOUSE28546, MOUSE28547, MOUSE28545	DANRE23607, DANRE23608
OG0000852	MOUSE19077	DANRE15093
OG0000853	MOUSE07054	DANRE11607
OG0000853	MOUSE07053	DANRE11608
OG0000853	MOUSE42661	DANRE34451, DANRE07769
OG0000855	MOUSE04905	DANRE33341, DANRE07887, DANRE07886
OG0000856	MOUSE20006, MOUSE20005, MOUSE20004, MOUSE20003	DANRE06158, DANRE06157
OG0000856	MOUSE31176, MOUSE31178, MOUSE31177, MOUSE31179, MOUSE31180, MOUSE31184, MOUSE19114	DANRE40421
OG0000857	MOUSE17281, MOUSE17282, MOUSE17280	DANRE37002, DANRE22445
OG0000857	MOUSE41554, MOUSE41553	DANRE25005
OG0000857	MOUSE45900, MOUSE45901, MOUSE45907, MOUSE45904, MOUSE45905, MOUSE45902, MOUSE45906	DANRE25488, DANRE39308
OG0000857	MOUSE45908	DANRE37004, DANRE37003, DANRE25489
OG0000858	MOUSE39438	DANRE43035
OG0000858	MOUSE17374	DANRE41856
OG0000858	MOUSE50676, MOUSE50675	DANRE35001
OG0000859	MOUSE30273, MOUSE30268, MOUSE30267, MOUSE30269, MOUSE30270, MOUSE30271, MOUSE30262, MOUSE30266, MOUSE30265	DANRE14110, DANRE09123
OG0000859	MOUSE44682	DANRE37658
OG0000859	MOUSE10352, MOUSE10353	DANRE34320, DANRE34321
OG0000859	MOUSE47359	DANRE21314, DANRE21313, DANRE27682
OG0000860	MOUSE18498, MOUSE18497, MOUSE18499, MOUSE18501	DANRE30283, DANRE30281, DANRE30282, DANRE30280
OG0000860	MOUSE25687, MOUSE25692, MOUSE25691, MOUSE25690, MOUSE25694, MOUSE25695, MOUSE25689, MOUSE25697, MOUSE25688, MOUSE25693, MOUSE25696, MOUSE25698, MOUSE25700, MOUSE25699	DANRE19230
OG0000860	MOUSE31411, MOUSE31410, MOUSE31412	DANRE39966, DANRE39967
OG0000861	MOUSE13470, MOUSE13471	DANRE14168, DANRE10478
OG0000863	MOUSE32148	DANRE10032
OG0000866	MOUSE39014, MOUSE39015	DANRE08582, DANRE21424
OG0000868	MOUSE08090	DANRE18972, DANRE11567, DANRE11568, DANRE18971, DANRE18970
OG0000869	MOUSE35155, MOUSE35154, MOUSE35153, MOUSE35152	DANRE22964, DANRE22963, DANRE22965
OG0000869	MOUSE13194, MOUSE13195	DANRE33411
OG0000870	MOUSE06045	DANRE04144, DANRE04145, DANRE28838, DANRE28839
OG0000871	MOUSE53990, MOUSE53988, MOUSE53989	DANRE07004, DANRE07003
OG0000871	MOUSE21316, MOUSE21314	DANRE21971, DANRE21970, DANRE21972
OG0000872	MOUSE14434	DANRE12355, DANRE12352, DANRE12353, DANRE31424
OG0000873	MOUSE32374, MOUSE32375, MOUSE32373, MOUSE32376	DANRE00541, DANRE00542, DANRE21689, DANRE33650
OG0000873	MOUSE48611, MOUSE48610	DANRE21688
OG0000873	MOUSE32377, MOUSE48614, MOUSE51970	DANRE33651
OG0000874	MOUSE30095, MOUSE30096, MOUSE30097	DANRE15945, DANRE15946
OG0000874	MOUSE45656, MOUSE45655, MOUSE45657	DANRE08525, DANRE00850, DANRE00852, DANRE00851, DANRE15520
OG0000874	MOUSE53137	DANRE09159
OG0000875	MOUSE13832, MOUSE13831, MOUSE13833, MOUSE13830, MOUSE13824, MOUSE13829, MOUSE13825, MOUSE13828	DANRE18885, DANRE18882, DANRE28204, DANRE28280, DANRE28203, DANRE28205, DANRE28207, DANRE28206, DANRE28208, DANRE28209
OG0000875	MOUSE22325, MOUSE22324, MOUSE22319, MOUSE22321	DANRE35854
OG0000876	MOUSE08618, MOUSE08617, MOUSE08619	DANRE24478, DANRE24477, DANRE24479
OG0000876	MOUSE14709, MOUSE14708, MOUSE14707	DANRE23117, DANRE23116, DANRE23115, DANRE36571, DANRE36570
OG0000876	MOUSE01144, MOUSE01143, MOUSE01142	DANRE41380
OG0000877	MOUSE01806, MOUSE01805	DANRE41354, DANRE41352, DANRE41353
OG0000878	MOUSE20493	DANRE12359
OG0000878	MOUSE39219, MOUSE39221, MOUSE39222, MOUSE39224, MOUSE39220	DANRE12358, DANRE12360
OG0000878	MOUSE50484, MOUSE50483	DANRE09130, DANRE09132, DANRE09131, DANRE09133, DANRE09129
OG0000879	MOUSE15627, MOUSE15628, MOUSE15626	DANRE22248, DANRE22249
OG0000879	MOUSE04069, MOUSE04070	DANRE33888, DANRE38206
OG0000879	MOUSE14580, MOUSE14582	DANRE23042
OG0000879	MOUSE47637, MOUSE00274, MOUSE21746, MOUSE15959, MOUSE15976, MOUSE15492	DANRE35784
OG0000880	MOUSE40833, MOUSE40836, MOUSE40842, MOUSE40832, MOUSE40837, MOUSE40831, MOUSE40841, MOUSE40838, MOUSE40839, MOUSE40843, MOUSE40840, MOUSE40835, MOUSE40834	DANRE36759, DANRE36756, DANRE36757
OG0000880	MOUSE18302, MOUSE18299, MOUSE18300, MOUSE18301	DANRE02294
OG0000880	MOUSE39028, MOUSE39023, MOUSE39027	DANRE30872, DANRE30873
OG0000880	MOUSE53503	DANRE40327, DANRE40326
OG0000881	MOUSE17831, MOUSE17832, MOUSE17830, MOUSE17829, MOUSE17828, MOUSE17827	DANRE09222, DANRE13840, DANRE09221
OG0000881	MOUSE04654, MOUSE04657, MOUSE04656	DANRE34673, DANRE34674, DANRE07926, DANRE07927
OG0000882	MOUSE21664	DANRE18780
OG0000882	MOUSE09204, MOUSE09203, MOUSE09205, MOUSE09206, MOUSE09207	DANRE23952, DANRE23953, DANRE23954
OG0000882	MOUSE28916, MOUSE28917, MOUSE28918	DANRE37050, DANRE37049
OG0000882	MOUSE21667, MOUSE21666, MOUSE21665	DANRE18776, DANRE18775, DANRE18777, DANRE18779, DANRE18778, DANRE18774
OG0000882	MOUSE33971	DANRE15120, DANRE15121
OG0000883	MOUSE51721	DANRE38413
OG0000883	MOUSE48395	DANRE21589, DANRE21588
OG0000887	MOUSE28796, MOUSE28797, MOUSE28798, MOUSE28795, MOUSE28792, MOUSE28789, MOUSE28790, MOUSE28793, MOUSE28794, MOUSE28791	DANRE02237, DANRE22542, DANRE22543
OG0000887	MOUSE08634, MOUSE08638, MOUSE08636, MOUSE08633, MOUSE08628, MOUSE08632, MOUSE08635, MOUSE08631, MOUSE08630, MOUSE08627, MOUSE08622, MOUSE08626, MOUSE08625, MOUSE08623, MOUSE08624, MOUSE08621	DANRE24480
OG0000888	MOUSE30870	DANRE13975, DANRE09386
OG0000888	MOUSE01355	DANRE28309
OG0000888	MOUSE40267, MOUSE40264, MOUSE40268, MOUSE40272, MOUSE40265	DANRE33990, DANRE33989
OG0000889	MOUSE18628	DANRE17250, DANRE17249
OG0000889	MOUSE46319, MOUSE46321	DANRE29366
OG0000889	MOUSE15211	DANRE33536
OG0000889	MOUSE15213, MOUSE15214, MOUSE15212, MOUSE46320, MOUSE26654	DANRE01110, DANRE07937
OG0000890	MOUSE06606, MOUSE06607, MOUSE06608	DANRE17896
OG0000890	MOUSE16343, MOUSE16347, MOUSE16348, MOUSE16341, MOUSE16346, MOUSE16342, MOUSE16351, MOUSE16344	DANRE16599, DANRE16600, DANRE16601
OG0000893	MOUSE52671, MOUSE52670	DANRE40482
OG0000893	MOUSE52659, MOUSE52660, MOUSE52662	DANRE21302, DANRE36979
OG0000893	MOUSE39147, MOUSE39146	DANRE25838
OG0000893	MOUSE39145	DANRE25839, DANRE25837
OG0000893	MOUSE39144	DANRE25840
OG0000893	MOUSE52664, MOUSE52665, MOUSE52666, MOUSE52663	DANRE36977
OG0000894	MOUSE48713, MOUSE48715, MOUSE48714	DANRE16233
OG0000894	MOUSE14107, MOUSE14108	DANRE03636, DANRE03637, DANRE28552, DANRE28558, DANRE28553, DANRE28559
OG0000894	MOUSE38541, MOUSE38542	DANRE30057
OG0000895	MOUSE19640, MOUSE19639	DANRE19033
OG0000895	MOUSE23162, MOUSE23163	DANRE00190
OG0000895	MOUSE44669, MOUSE44668	DANRE12883
OG0000896	MOUSE47301, MOUSE47302, MOUSE47299, MOUSE47300	DANRE27183
OG0000896	MOUSE24632, MOUSE24633	DANRE18365, DANRE18364
OG0000896	MOUSE20216, MOUSE20214, MOUSE20218, MOUSE20215, MOUSE20219, MOUSE20220, MOUSE20217, MOUSE20212, MOUSE20213	DANRE00892, DANRE00891, DANRE08958, DANRE08959
OG0000897	MOUSE14410, MOUSE14409, MOUSE14408	DANRE26250, DANRE26251
OG0000897	MOUSE31064, MOUSE31062, MOUSE31060, MOUSE31063	DANRE36838, DANRE40514, DANRE40513
OG0000898	MOUSE31373, MOUSE31375, MOUSE31374	DANRE24566, DANRE26708, DANRE26706, DANRE26707, DANRE28890
OG0000899	MOUSE45306, MOUSE45295, MOUSE45299, MOUSE45300	DANRE08949
OG0000899	MOUSE36251	DANRE39281
OG0000899	MOUSE19363	DANRE06731, DANRE06730
OG0000900	MOUSE31217, MOUSE23569	DANRE37018, DANRE37020, DANRE22462, DANRE22463, DANRE38428, DANRE38427
OG0000900	MOUSE01872	DANRE38429
OG0000900	MOUSE01871, MOUSE01870, MOUSE01873	DANRE31341, DANRE31340, DANRE31339, DANRE31342
OG0000900	MOUSE26996, MOUSE26997, MOUSE26998	DANRE38426, DANRE38425, DANRE38422, DANRE38424, DANRE38423
OG0000900	MOUSE43947, MOUSE43946	DANRE24788, DANRE24789, DANRE29507, DANRE29506, DANRE29503, DANRE29505, DANRE29504
OG0000904	MOUSE41151, MOUSE41152, MOUSE41148, MOUSE03385, MOUSE03384, MOUSE54890	DANRE20075, DANRE20074, DANRE06232, DANRE06231
OG0000904	MOUSE00887, MOUSE00886	DANRE05115, DANRE05114
OG0000904	MOUSE36682, MOUSE36683, MOUSE36685, MOUSE36684	DANRE34681, DANRE34682
OG0000905	MOUSE44395	DANRE38944, DANRE25791
OG0000905	MOUSE44400	DANRE25774
OG0000906	MOUSE17633, MOUSE17632, MOUSE17634, MOUSE25430, MOUSE25426, MOUSE25429, MOUSE25431, MOUSE25428, MOUSE25427	DANRE19263
OG0000907	MOUSE31312, MOUSE31311	DANRE26506, DANRE21488, DANRE21486, DANRE21487
OG0000907	MOUSE09807, MOUSE09808, MOUSE09809	DANRE39569, DANRE39567, DANRE39568, DANRE39570
OG0000908	MOUSE21442	DANRE11316
OG0000908	MOUSE48364	DANRE40986
OG0000908	MOUSE11435	DANRE05335
OG0000909	MOUSE18102, MOUSE18103, MOUSE18101, MOUSE18099, MOUSE18100, MOUSE18104	DANRE18633, DANRE18637, DANRE18636, DANRE18635, DANRE18634, DANRE10754, DANRE10755
OG0000909	MOUSE16369, MOUSE16368, MOUSE16367	DANRE43244, DANRE43245
OG0000909	MOUSE34339, MOUSE34338	DANRE05844, DANRE05846, DANRE05845
OG0000911	MOUSE05530, MOUSE05534, MOUSE05531	DANRE29022, DANRE29023, DANRE03444, DANRE03443
OG0000911	MOUSE02433, MOUSE02434	DANRE23107, DANRE23108, DANRE23105, DANRE23104, DANRE23103, DANRE23106
OG0000911	MOUSE05532, MOUSE05533	DANRE03445
OG0000911	MOUSE22069	DANRE42638, DANRE42637
OG0000911	MOUSE22072	DANRE42639, DANRE42640
OG0000912	MOUSE40561, MOUSE40562	DANRE33561
OG0000912	MOUSE21320, MOUSE21322, MOUSE21321	DANRE22054, DANRE22055
OG0000912	MOUSE09521	DANRE06461
OG0000912	MOUSE35888, MOUSE35887	DANRE15983
OG0000912	MOUSE04469, MOUSE04468	DANRE20310, DANRE20311, DANRE08249, DANRE08250
OG0000913	MOUSE03584, MOUSE03581, MOUSE03586, MOUSE03585	DANRE06706
OG0000913	MOUSE50198, MOUSE50196, MOUSE50197	DANRE08772
OG0000914	MOUSE54271	DANRE39763, DANRE39764
OG0000914	MOUSE17295	DANRE40362
OG0000914	MOUSE17296, MOUSE35445, MOUSE35444	DANRE01745
OG0000914	MOUSE35443	DANRE24949, DANRE24948, DANRE24950
OG0000915	MOUSE54287, MOUSE54285, MOUSE54291, MOUSE54289, MOUSE54283, MOUSE54284, MOUSE54288, MOUSE54292, MOUSE54286	DANRE23018, DANRE23019, DANRE22768, DANRE22767
OG0000915	MOUSE40925, MOUSE40924	DANRE36707, DANRE36706
OG0000915	MOUSE23439, MOUSE23438, MOUSE23437, MOUSE23435	DANRE02290
OG0000915	MOUSE02320, MOUSE02321	DANRE12496, DANRE12495
OG0000916	MOUSE31844, MOUSE31845	DANRE15518, DANRE15517, DANRE11240, DANRE11239, DANRE15419, DANRE15412, DANRE15415, DANRE15414, DANRE00150, DANRE15418, DANRE15413, DANRE15411, DANRE43151, DANRE15417, DANRE21535, DANRE21536, DANRE21538, DANRE21537, DANRE21539, DANRE21541, DANRE21545, DANRE21544, DANRE21543, DANRE21542, DANRE21540, DANRE27637, DANRE27638, DANRE27636, DANRE22170, DANRE22169
OG0000921	MOUSE24877, MOUSE24878	DANRE09862, DANRE09863
OG0000921	MOUSE23301, MOUSE23303, MOUSE23302, MOUSE23300	DANRE41396
OG0000921	MOUSE23881, MOUSE23879, MOUSE23880	DANRE39952
OG0000923	MOUSE26356, MOUSE26357	DANRE03489, DANRE03488, DANRE03490, DANRE42768, DANRE42769, DANRE42770, DANRE42771
OG0000923	MOUSE02431, MOUSE02432, MOUSE02428	DANRE01688, DANRE01693, DANRE01689, DANRE23040
OG0000923	MOUSE26100, MOUSE26096	DANRE42523, DANRE42522
OG0000925	MOUSE10575, MOUSE10576	DANRE00252, DANRE00256, DANRE00255, DANRE00250, DANRE00254, DANRE00253, DANRE00251
OG0000925	MOUSE55432, MOUSE24719, MOUSE53700	DANRE37121, DANRE37119, DANRE42422, DANRE42421, DANRE42420, DANRE37120
OG0000927	MOUSE29419, MOUSE29420	DANRE01936
OG0000927	MOUSE54617, MOUSE54620, MOUSE54619	DANRE33823, DANRE06403, DANRE06402
OG0000927	MOUSE04094	DANRE00723, DANRE37974, DANRE37973
OG0000928	MOUSE48561, MOUSE48564, MOUSE48560, MOUSE48562, MOUSE48563	DANRE27687, DANRE27688, DANRE21003
OG0000928	MOUSE51589, MOUSE51590, MOUSE51591	DANRE24965, DANRE24966, DANRE39163
OG0000929	MOUSE38764	DANRE24269, DANRE35282, DANRE35283, DANRE35284
OG0000929	MOUSE00532	DANRE18912
OG0000929	MOUSE34224, MOUSE34223	DANRE15011
OG0000930	MOUSE17674, MOUSE17672, MOUSE17671, MOUSE17679, MOUSE17678, MOUSE17675, MOUSE17670, MOUSE17676, MOUSE17673, MOUSE17681, MOUSE17680, MOUSE17682, MOUSE17683	DANRE07423, DANRE07424, DANRE19996, DANRE19995, DANRE19994, DANRE19993, DANRE19997
OG0000931	MOUSE46816, MOUSE46818	DANRE04201
OG0000931	MOUSE46817	DANRE04200, DANRE04199
OG0000931	MOUSE12736	DANRE35253
OG0000931	MOUSE27857	DANRE11180, DANRE11181
OG0000931	MOUSE03250, MOUSE03249, MOUSE03248	DANRE07058, DANRE07057
OG0000932	MOUSE37684	DANRE39656, DANRE39655
OG0000932	MOUSE38275, MOUSE38276, MOUSE38278, MOUSE38274, MOUSE38277	DANRE01028, DANRE01027
OG0000932	MOUSE38269, MOUSE38279, MOUSE38270, MOUSE38272, MOUSE38273, MOUSE38271	DANRE07573, DANRE07574
OG0000933	MOUSE28167	DANRE11215
OG0000933	MOUSE20273, MOUSE20274	DANRE20009, DANRE38011, DANRE38009
OG0000933	MOUSE07248, MOUSE07247	DANRE05655, DANRE05654, DANRE05656
OG0000934	MOUSE12520, MOUSE12519, MOUSE12516, MOUSE12517	DANRE41926, DANRE41925, DANRE41924, DANRE41923
OG0000934	MOUSE00090	DANRE17314, DANRE17315
OG0000934	MOUSE17316	DANRE40437
OG0000934	MOUSE42016, MOUSE42017	DANRE31439
OG0000935	MOUSE44606, MOUSE44607	DANRE12377, DANRE12378, DANRE37563, DANRE37564
OG0000935	MOUSE30728, MOUSE30730, MOUSE30727, MOUSE30729	DANRE08991, DANRE13968, DANRE13967
OG0000935	MOUSE14697, MOUSE14695, MOUSE14698, MOUSE14700, MOUSE14696, MOUSE14699	DANRE21030
OG0000935	MOUSE26344, MOUSE26343	DANRE42779
OG0000936	MOUSE52850, MOUSE52851, MOUSE52849	DANRE22478, DANRE36646
OG0000938	MOUSE15575, MOUSE15574	DANRE03016
OG0000938	MOUSE20365, MOUSE20366, MOUSE20367, MOUSE20371, MOUSE20370	DANRE07253, DANRE07254, DANRE07252, DANRE07251
OG0000938	MOUSE30079	DANRE15960, DANRE15529, DANRE15530
OG0000940	MOUSE32750, MOUSE32751	DANRE00412, DANRE00413
OG0000943	MOUSE41857, MOUSE41855, MOUSE41854	DANRE25869, DANRE25868
OG0000943	MOUSE20500, MOUSE37971, MOUSE37975, MOUSE37977, MOUSE37972, MOUSE37973	DANRE40729, DANRE40731, DANRE40730
OG0000944	MOUSE12531, MOUSE12532	DANRE24388, DANRE24387, DANRE01130, DANRE01129
OG0000944	MOUSE48058	DANRE06809
OG0000944	MOUSE54692	DANRE06354
OG0000945	MOUSE49368	DANRE38573, DANRE38572, DANRE38571
OG0000945	MOUSE10031	DANRE10577
OG0000946	MOUSE01829	DANRE31325
OG0000947	MOUSE26132	DANRE35473, DANRE35472, DANRE42151, DANRE42150, DANRE42152
OG0000947	MOUSE53230, MOUSE53231, MOUSE53229	DANRE24883, DANRE24884, DANRE24882, DANRE28260
OG0000947	MOUSE53163, MOUSE53164	DANRE10215
OG0000949	MOUSE25328, MOUSE25327	DANRE19441
OG0000949	MOUSE17718	DANRE14249
OG0000949	MOUSE16365, MOUSE16366	DANRE15300, DANRE15301
OG0000949	MOUSE34340	DANRE11410, DANRE11409
OG0000949	MOUSE18097	DANRE18632, DANRE18631, DANRE18630, DANRE10756
OG0000950	MOUSE05009, MOUSE05008, MOUSE05006, MOUSE05007, MOUSE05010	DANRE33318
OG0000950	MOUSE37986, MOUSE37985, MOUSE37987, MOUSE37984	DANRE19560, DANRE19562, DANRE40927, DANRE40926
OG0000951	MOUSE30815	DANRE10418, DANRE10419
OG0000951	MOUSE44527, MOUSE44526	DANRE26017, DANRE26018
OG0000951	MOUSE00218, MOUSE00217, MOUSE00216	DANRE04475, DANRE04476
OG0000952	MOUSE36817, MOUSE36818, MOUSE36819, MOUSE36816	DANRE19201, DANRE19202
OG0000952	MOUSE03207	DANRE06605, DANRE06606, DANRE06604
OG0000952	MOUSE36821	DANRE19204, DANRE19206, DANRE19205
OG0000953	MOUSE13258	DANRE19601
OG0000953	MOUSE13744	DANRE13570
OG0000953	MOUSE13741, MOUSE13743, MOUSE13742, MOUSE13740	DANRE09947
OG0000953	MOUSE34903, MOUSE34902	DANRE02820
OG0000954	MOUSE22495, MOUSE22494, MOUSE22493	DANRE35837
OG0000954	MOUSE16993, MOUSE16991, MOUSE16987, MOUSE16992, MOUSE16989, MOUSE16988, MOUSE16990	DANRE29087
OG0000955	MOUSE32358	DANRE16947, DANRE34598
OG0000955	MOUSE29654, MOUSE29652, MOUSE29653	DANRE06010
OG0000957	MOUSE50366, MOUSE50364, MOUSE50368, MOUSE50362, MOUSE50363, MOUSE50371	DANRE28873
OG0000957	MOUSE50369, MOUSE50367, MOUSE50365, MOUSE50370	DANRE28872, DANRE28871
OG0000957	MOUSE26047, MOUSE26048	DANRE00386, DANRE00384
OG0000957	MOUSE01613, MOUSE01614	DANRE20983, DANRE20984
OG0000957	MOUSE13268, MOUSE13267	DANRE34585, DANRE34586
OG0000958	MOUSE09358, MOUSE09360, MOUSE09359	DANRE02719
OG0000960	MOUSE49548, MOUSE49547	DANRE38907
OG0000960	MOUSE49545, MOUSE49546	DANRE38906, DANRE38905, DANRE12544, DANRE12542, DANRE12541, DANRE12543
OG0000963	MOUSE01418, MOUSE01419, MOUSE01420	DANRE21554, DANRE21556
OG0000963	MOUSE10592	DANRE40847
OG0000963	MOUSE33400	DANRE23590
OG0000964	MOUSE43201, MOUSE43202, MOUSE43200, MOUSE43199	DANRE13381, DANRE13380, DANRE13379
OG0000965	MOUSE36703, MOUSE36704, MOUSE36705	DANRE07376
OG0000965	MOUSE12247, MOUSE12246	DANRE37868
OG0000966	MOUSE04816, MOUSE04817, MOUSE04814, MOUSE04815, MOUSE04813, MOUSE04812	DANRE07644, DANRE07643
OG0000966	MOUSE37774, MOUSE37775	DANRE40850, DANRE40851, DANRE01429, DANRE01426, DANRE01428, DANRE01427, DANRE01430
OG0000967	MOUSE47762, MOUSE47763	DANRE00803
OG0000967	MOUSE20877	DANRE03536, DANRE03535
OG0000968	MOUSE01895, MOUSE01897, MOUSE01894, MOUSE01893	DANRE30677
OG0000968	MOUSE44458	DANRE26106
OG0000968	MOUSE04857, MOUSE04856	DANRE35064
OG0000968	MOUSE02780, MOUSE02778, MOUSE02779	DANRE33908, DANRE33907
OG0000969	MOUSE35290	DANRE09864
OG0000970	MOUSE15306, MOUSE15307	DANRE33493, DANRE19214
OG0000970	MOUSE15309	DANRE19215
OG0000972	MOUSE50146, MOUSE50147, MOUSE37982, MOUSE37981, MOUSE37983	DANRE40936, DANRE40935, DANRE40933, DANRE40932
OG0000972	MOUSE12807	DANRE33608, DANRE33609, DANRE33606, DANRE33607, DANRE33610
OG0000973	MOUSE17695	DANRE14561, DANRE14560, DANRE14559
OG0000974	MOUSE03615, MOUSE03614, MOUSE03613	DANRE20581
OG0000976	MOUSE18381	DANRE16182, DANRE41328, DANRE41326
OG0000977	MOUSE24545, MOUSE24544, MOUSE24543	DANRE10962, DANRE10960, DANRE10961, DANRE10958, DANRE10959
OG0000978	MOUSE10016	DANRE27024
OG0000978	MOUSE10015	DANRE24849, DANRE24850, DANRE27022, DANRE27023, DANRE27021
OG0000978	MOUSE28748, MOUSE28746, MOUSE28747	DANRE37039, DANRE37040, DANRE40773, DANRE40772
OG0000978	MOUSE49417, MOUSE49416	DANRE38576
OG0000979	MOUSE21300, MOUSE21301, MOUSE21299	DANRE05220, DANRE05219
OG0000981	MOUSE10265, MOUSE10264, MOUSE19932	DANRE18988
OG0000982	MOUSE01632, MOUSE01629, MOUSE01628, MOUSE01633	DANRE21553
