Orthogroup	MOUSE	YEAST
OG0003881	MOUSE34941, MOUSE34940, MOUSE34939	YEAST03851
OG0003882	MOUSE39472, MOUSE39470, MOUSE39471	YEAST03663
OG0003886	MOUSE05592, MOUSE05590, MOUSE05588, MOUSE05593, MOUSE24488, MOUSE24487	YEAST06023
OG0003887	MOUSE46306, MOUSE46305, MOUSE30820	YEAST00028
OG0003893	MOUSE27805, MOUSE27806, MOUSE27807	YEAST05028
OG0003897	MOUSE22869, MOUSE22871	YEAST01270
OG0003899	MOUSE32512, MOUSE32510, MOUSE32509, MOUSE32511	YEAST04954
OG0003904	MOUSE19671, MOUSE19672, MOUSE19670, MOUSE44859, MOUSE44858, MOUSE44857, MOUSE44860	YEAST01732
OG0003907	MOUSE48274, MOUSE48273	YEAST02999, YEAST02288
OG0003908	MOUSE48727	YEAST01362
OG0003908	MOUSE01976	YEAST06330
OG0003910	MOUSE00455, MOUSE00454, MOUSE33951	YEAST03780
OG0003911	MOUSE28427, MOUSE28428, MOUSE28429, MOUSE28430	YEAST00032
OG0003913	MOUSE37139, MOUSE37140, MOUSE37141	YEAST03258
OG0003918	MOUSE03352, MOUSE03353, MOUSE36870, MOUSE36868, MOUSE36871	YEAST00058
OG0003921	MOUSE21508, MOUSE21507, MOUSE21511, MOUSE21509, MOUSE21510	YEAST06181
OG0003926	MOUSE34485	YEAST04138
OG0003929	MOUSE49806, MOUSE49805	YEAST04489, YEAST01422
OG0003930	MOUSE01906, MOUSE01907	YEAST03969
OG0003931	MOUSE54521, MOUSE54520, MOUSE15104, MOUSE15103	YEAST01142
OG0003934	MOUSE42153, MOUSE42147, MOUSE42150, MOUSE42152, MOUSE42146, MOUSE42144, MOUSE42151, MOUSE42149, MOUSE42145, MOUSE42148	YEAST00084
OG0003938	MOUSE44129, MOUSE44122, MOUSE44123, MOUSE44128, MOUSE21304, MOUSE44124, MOUSE44119	YEAST01566, YEAST05133
OG0003939	MOUSE08650, MOUSE08652, MOUSE08651	YEAST03211
OG0003944	MOUSE15418, MOUSE15417	YEAST01186
OG0003946	MOUSE21095, MOUSE36215, MOUSE36213, MOUSE36214	YEAST03220
OG0003947	MOUSE35867, MOUSE35865	YEAST06266, YEAST05428
OG0003949	MOUSE00545, MOUSE00544	YEAST01888
OG0003950	MOUSE46969, MOUSE46968, MOUSE46965, MOUSE46966, MOUSE46967, MOUSE46964	YEAST01409
OG0003954	MOUSE13604, MOUSE13605, MOUSE06634	YEAST02764
OG0003955	MOUSE54923, MOUSE54922, MOUSE48233	YEAST03951
OG0003959	MOUSE25457, MOUSE25458, MOUSE25459	YEAST02778
OG0003961	MOUSE33639	YEAST01991
OG0003967	MOUSE46011, MOUSE46010	YEAST05935
OG0003969	MOUSE11695, MOUSE11697, MOUSE11700, MOUSE11699, MOUSE11698, MOUSE11702, MOUSE11701, MOUSE11696	YEAST02146
OG0003971	MOUSE25243, MOUSE25244	YEAST00520
OG0003972	MOUSE28853, MOUSE28854, MOUSE28855	YEAST06331
OG0003973	MOUSE07129, MOUSE07128, MOUSE28069, MOUSE28068	YEAST06329
OG0003978	MOUSE39336, MOUSE39339, MOUSE39337, MOUSE39338, MOUSE21070, MOUSE02819	YEAST03551, YEAST00942, YEAST05399
OG0003999	MOUSE39639, MOUSE39638	YEAST05604
OG0004000	MOUSE53010, MOUSE53011	YEAST06060
OG0004005	MOUSE06870, MOUSE06869, MOUSE06871	YEAST06216
OG0004007	MOUSE33282, MOUSE13163, MOUSE13164	YEAST01456
OG0004012	MOUSE03422	YEAST00755
OG0004017	MOUSE46421, MOUSE46424, MOUSE46423, MOUSE46422, MOUSE46420	YEAST03019
OG0004023	MOUSE32124, MOUSE49371	YEAST04349
OG0004027	MOUSE02465, MOUSE02466, MOUSE05609, MOUSE05606, MOUSE05608, MOUSE05607	YEAST03587
OG0004032	MOUSE53862, MOUSE53861, MOUSE47636	YEAST02562
OG0004033	MOUSE49958, MOUSE49957, MOUSE07272, MOUSE07273	YEAST02572
OG0004035	MOUSE28209, MOUSE28210, MOUSE28211	YEAST02134
OG0004037	MOUSE23141, MOUSE23140	YEAST03371
OG0004042	MOUSE26985, MOUSE26987, MOUSE26984, MOUSE26986	YEAST05578
OG0004044	MOUSE53246, MOUSE53244, MOUSE53243, MOUSE53245	YEAST05367
OG0004047	MOUSE06437, MOUSE06436	YEAST02496
OG0004051	MOUSE14877, MOUSE05205, MOUSE26476, MOUSE14875, MOUSE14876	YEAST01772
OG0004052	MOUSE48451	YEAST03705
OG0004054	MOUSE42806, MOUSE07135, MOUSE07132, MOUSE07133, MOUSE07131, MOUSE07134, MOUSE42809, MOUSE42808, MOUSE42807	YEAST05576
OG0004056	MOUSE10234	YEAST05698
OG0004057	MOUSE39232, MOUSE39229, MOUSE39230, MOUSE39231	YEAST05620
OG0004059	MOUSE42746, MOUSE42744, MOUSE42745, MOUSE42743	YEAST00030
OG0004065	MOUSE34851, MOUSE34850, MOUSE34848	YEAST00772
OG0004067	MOUSE22149	YEAST02665
OG0004068	MOUSE54651, MOUSE54993	YEAST03461
OG0004071	MOUSE23682, MOUSE17774, MOUSE17773, MOUSE17772, MOUSE32856	YEAST02893
OG0004072	MOUSE05860, MOUSE05861	YEAST02440
OG0004075	MOUSE46089	YEAST02332
OG0004076	MOUSE13543, MOUSE13542, MOUSE13544, MOUSE13541	YEAST05461
OG0004079	MOUSE29728, MOUSE29727, MOUSE29726	YEAST04385
OG0004080	MOUSE22574, MOUSE22576, MOUSE22573, MOUSE35471	YEAST00812
OG0004082	MOUSE23097, MOUSE23096	YEAST00063, YEAST05409
OG0004090	MOUSE02539	YEAST02301, YEAST02021
OG0004091	MOUSE20857	YEAST04715
OG0004092	MOUSE08723, MOUSE08721, MOUSE08722, MOUSE05348, MOUSE05346, MOUSE05347	YEAST03564, YEAST06307
OG0004096	MOUSE26584, MOUSE24020, MOUSE24022	YEAST00160
OG0004097	MOUSE30102, MOUSE07203, MOUSE54886, MOUSE12995	YEAST05039
OG0004101	MOUSE05274, MOUSE05270, MOUSE05271, MOUSE05272, MOUSE05273	YEAST03547, YEAST02901
OG0004102	MOUSE21029, MOUSE21028, MOUSE21027	YEAST05787
OG0004103	MOUSE28643	YEAST05061
OG0004105	MOUSE13474, MOUSE13473, MOUSE13475	YEAST01700, YEAST01565
OG0004110	MOUSE00785, MOUSE09563, MOUSE09564, MOUSE00786	YEAST02825
OG0004113	MOUSE40747, MOUSE40746, MOUSE40745	YEAST02059
OG0004115	MOUSE52504, MOUSE52502, MOUSE52501, MOUSE52503	YEAST00325
OG0004116	MOUSE50972, MOUSE50971	YEAST00481
OG0004118	MOUSE39262, MOUSE39263	YEAST01855
OG0004119	MOUSE43702, MOUSE43701	YEAST02170
OG0004120	MOUSE11158, MOUSE11156, MOUSE11157, MOUSE11159	YEAST01953
OG0004123	MOUSE50983, MOUSE50980, MOUSE50981, MOUSE50979, MOUSE50982	YEAST04761
OG0004124	MOUSE28810, MOUSE21577, MOUSE21578	YEAST01139
OG0004127	MOUSE21644, MOUSE21643, MOUSE21645, MOUSE21646	YEAST06097
OG0004130	MOUSE30313, MOUSE30312, MOUSE30314, MOUSE30315, MOUSE30306	YEAST03149
OG0004134	MOUSE36567	YEAST05611
OG0004136	MOUSE23425, MOUSE23427, MOUSE23423, MOUSE23424, MOUSE23426	YEAST01084
OG0004142	MOUSE48548, MOUSE48551, MOUSE48549, MOUSE48546, MOUSE48545	YEAST05774
OG0004148	MOUSE04779, MOUSE04772, MOUSE04780	YEAST00867
OG0004150	MOUSE53095, MOUSE53097, MOUSE53096, MOUSE53098	YEAST04690
OG0004151	MOUSE49543, MOUSE49544, MOUSE49542	YEAST04284
OG0004153	MOUSE19562	YEAST05958, YEAST04386, YEAST00290
OG0004154	MOUSE06794, MOUSE06793, MOUSE06792, MOUSE06791	YEAST05587
OG0004158	MOUSE23332, MOUSE23331, MOUSE23329, MOUSE35536, MOUSE35537	YEAST03379
OG0004161	MOUSE26104, MOUSE26106, MOUSE26105	YEAST04124
OG0004162	MOUSE38557, MOUSE38558, MOUSE38556, MOUSE38555, MOUSE38554	YEAST04517
OG0004164	MOUSE00812, MOUSE03436, MOUSE00811, MOUSE00815	YEAST05923
OG0004166	MOUSE47935, MOUSE47933, MOUSE47931, MOUSE47932, MOUSE47936, MOUSE47930, MOUSE47934, MOUSE47937	YEAST00189
OG0004168	MOUSE04507, MOUSE04508	YEAST03028
OG0004169	MOUSE06535, MOUSE06534, MOUSE06536	YEAST05813
OG0004170	MOUSE44201, MOUSE44200, MOUSE44203, MOUSE44205, MOUSE44204	YEAST05906
OG0004171	MOUSE43265, MOUSE43264	YEAST04501
OG0004179	MOUSE15065, MOUSE03901	YEAST01050
OG0004181	MOUSE36500, MOUSE36498, MOUSE36497, MOUSE36501, MOUSE36499	YEAST03406
OG0004182	MOUSE16266	YEAST03699
OG0004184	MOUSE24469, MOUSE24468, MOUSE24467	YEAST00127
OG0004186	MOUSE08238, MOUSE08239, MOUSE24519	YEAST04981
OG0004188	MOUSE11735	YEAST02761
OG0004198	MOUSE30465, MOUSE51798, MOUSE51799, MOUSE30466, MOUSE51800, MOUSE51797, MOUSE30464, MOUSE53159, MOUSE30467	YEAST02869, YEAST03548
OG0004215	MOUSE04644, MOUSE04645	YEAST04590
OG0004217	MOUSE29608, MOUSE29607, MOUSE29605, MOUSE29609, MOUSE29606	YEAST01257
OG0004219	MOUSE26374, MOUSE26373, MOUSE26372, MOUSE26375	YEAST00912
OG0004222	MOUSE07263, MOUSE07265	YEAST05826
OG0004230	MOUSE51030	YEAST02220
OG0004232	MOUSE36556, MOUSE36555	YEAST05931
OG0004236	MOUSE03079, MOUSE03080, MOUSE03082, MOUSE03081, MOUSE03083	YEAST05432
OG0004237	MOUSE30122	YEAST04445, YEAST04344
OG0004239	MOUSE28573, MOUSE28574	YEAST05144
OG0004243	MOUSE05781, MOUSE05780	YEAST00306
OG0004245	MOUSE46663, MOUSE01753	YEAST00859
OG0004248	MOUSE28543, MOUSE28542	YEAST03678
OG0004249	MOUSE36763, MOUSE36762, MOUSE36761	YEAST02740
OG0004250	MOUSE07478, MOUSE07477, MOUSE07475, MOUSE07479, MOUSE07476	YEAST05543
OG0004252	MOUSE32135, MOUSE32137, MOUSE32136	YEAST05178
OG0004254	MOUSE47893, MOUSE47895, MOUSE47891, MOUSE47894, MOUSE47892	YEAST03900
OG0004258	MOUSE01268	YEAST00665
OG0004259	MOUSE51559, MOUSE51558, MOUSE51557, MOUSE51556	YEAST03730
OG0004261	MOUSE18953	YEAST02564
OG0004262	MOUSE07852, MOUSE07848, MOUSE07849, MOUSE07847, MOUSE07846, MOUSE07845, MOUSE07850, MOUSE07851	YEAST02368
OG0004268	MOUSE43767	YEAST00496
OG0004269	MOUSE21279	YEAST04758
OG0004273	MOUSE03740, MOUSE03739	YEAST02547
OG0004278	MOUSE32307, MOUSE32308	YEAST00243
OG0004280	MOUSE05845	YEAST05895
OG0004282	MOUSE34385, MOUSE18208, MOUSE34384, MOUSE19008	YEAST02575, YEAST06242
OG0004283	MOUSE36391, MOUSE36394, MOUSE36392, MOUSE36393, MOUSE36395	YEAST04184
OG0004287	MOUSE07179, MOUSE07178, MOUSE07180, MOUSE07181, MOUSE07182	YEAST01708
OG0004289	MOUSE11686	YEAST05719
OG0004291	MOUSE49955	YEAST00852
OG0004292	MOUSE22126	YEAST02537
OG0004295	MOUSE01536, MOUSE01537, MOUSE01535	YEAST05946
OG0004297	MOUSE17548, MOUSE17547	YEAST01463
OG0004300	MOUSE09385, MOUSE09382, MOUSE09383, MOUSE09381, MOUSE09384, MOUSE36925	YEAST05309
OG0004301	MOUSE20508, MOUSE20509	YEAST03850
OG0004302	MOUSE10622	YEAST05203
OG0004303	MOUSE22704, MOUSE22703	YEAST02492
OG0004304	MOUSE37269, MOUSE37270, MOUSE37272, MOUSE37273, MOUSE37268, MOUSE37271	YEAST02425, YEAST05929
OG0004305	MOUSE01348, MOUSE01351, MOUSE01349, MOUSE01350	YEAST02123
OG0004307	MOUSE06377, MOUSE06378, MOUSE06376, MOUSE06375	YEAST04592
OG0004308	MOUSE54690	YEAST04835
OG0004309	MOUSE41163	YEAST05924
OG0004310	MOUSE30195, MOUSE48396, MOUSE48397	YEAST05001
OG0004312	MOUSE24379	YEAST03330
OG0004314	MOUSE24075, MOUSE24076, MOUSE25664, MOUSE25666, MOUSE25669, MOUSE25668, MOUSE25667, MOUSE25665	YEAST00500
OG0004324	MOUSE30540, MOUSE29117, MOUSE30541	YEAST04322
OG0004330	MOUSE11737, MOUSE11736, MOUSE11739, MOUSE11738	YEAST06277
OG0004331	MOUSE07090, MOUSE07087, MOUSE07083, MOUSE07084	YEAST06230
OG0004333	MOUSE13723, MOUSE13724, MOUSE13722, MOUSE13721	YEAST01391
OG0004335	MOUSE48742	YEAST01057
OG0004337	MOUSE30946, MOUSE30945	YEAST05652
OG0004338	MOUSE45178, MOUSE45179, MOUSE45180	YEAST05023
OG0004344	MOUSE55065, MOUSE30119, MOUSE55066, MOUSE55068, MOUSE55063, MOUSE55067, MOUSE55064	YEAST02441
OG0004345	MOUSE25404	YEAST04894
OG0004347	MOUSE01127, MOUSE38022, MOUSE38020	YEAST04515
OG0004348	MOUSE53695, MOUSE53694, MOUSE53693	YEAST03956
OG0004350	MOUSE02258, MOUSE02259, MOUSE02261, MOUSE02262, MOUSE02260, MOUSE02263, MOUSE02255, MOUSE02256, MOUSE18112	YEAST04742
OG0004351	MOUSE41483, MOUSE41484, MOUSE41482	YEAST04167
OG0004353	MOUSE41472, MOUSE41471	YEAST05143
OG0004356	MOUSE15442	YEAST02877
OG0004357	MOUSE08806, MOUSE21854, MOUSE21856, MOUSE21855	YEAST02304
OG0004358	MOUSE40773, MOUSE40771, MOUSE40770	YEAST01304
OG0004359	MOUSE55135, MOUSE11309, MOUSE11310, MOUSE55133, MOUSE55132	YEAST01873
OG0004364	MOUSE35772	YEAST00647
OG0004366	MOUSE49590, MOUSE49591, MOUSE49589	YEAST01097
OG0004369	MOUSE25297, MOUSE25296	YEAST04013
OG0004370	MOUSE38443, MOUSE38444, MOUSE38442, MOUSE38441, MOUSE38440	YEAST02378
OG0004374	MOUSE05859	YEAST00556
OG0004377	MOUSE32267, MOUSE32266, MOUSE32265	YEAST05181
OG0004378	MOUSE04545, MOUSE04543, MOUSE04542, MOUSE04544, MOUSE04546, MOUSE04547, MOUSE04549, MOUSE04550	YEAST03291
OG0004379	MOUSE44206, MOUSE44207, MOUSE41930	YEAST02180, YEAST04152
OG0004380	MOUSE23529, MOUSE23527, MOUSE23526, MOUSE41927	YEAST04825
OG0004382	MOUSE10343, MOUSE10344, MOUSE10341, MOUSE10346, MOUSE10345, MOUSE10342, MOUSE10347	YEAST03218
OG0004394	MOUSE54723, MOUSE18050, MOUSE54724	YEAST00619
OG0004396	MOUSE34518, MOUSE34517, MOUSE34514, MOUSE34513, MOUSE34519, MOUSE34516, MOUSE34515	YEAST01668
OG0004400	MOUSE18981, MOUSE18980	YEAST03238, YEAST03731
OG0004401	MOUSE07626, MOUSE53866	YEAST04219
OG0004404	MOUSE49452, MOUSE51622	YEAST00833, YEAST00883
OG0004417	MOUSE33215, MOUSE33216, MOUSE48020	YEAST03358
OG0004425	MOUSE53270, MOUSE53269, MOUSE05481, MOUSE05480, MOUSE05482	YEAST04958
OG0004426	MOUSE43282, MOUSE11723, MOUSE11724, MOUSE11722, MOUSE11721, MOUSE43284, MOUSE43281, MOUSE43283	YEAST01028
OG0004460	MOUSE23588	YEAST06162
OG0004462	MOUSE47587	YEAST05383
OG0004462	MOUSE47590, MOUSE47588	YEAST03397
OG0004468	MOUSE26677, MOUSE26678	YEAST04439
OG0004472	MOUSE39321, MOUSE39322, MOUSE39320	YEAST06199
OG0004479	MOUSE19708, MOUSE19711, MOUSE19710, MOUSE19709, MOUSE19707	YEAST00474
OG0004484	MOUSE35136, MOUSE35133, MOUSE35137, MOUSE35134	YEAST01989
OG0004486	MOUSE13910, MOUSE13909, MOUSE13911	YEAST00968
OG0004489	MOUSE40965, MOUSE40964, MOUSE40963	YEAST03700
OG0004490	MOUSE44146, MOUSE44143, MOUSE44144, MOUSE44145, MOUSE44142	YEAST02887
OG0004492	MOUSE47080	YEAST05415, YEAST01368
OG0004494	MOUSE46117, MOUSE46116	YEAST03738
OG0004495	MOUSE37075, MOUSE37073, MOUSE37072, MOUSE37074	YEAST00946
OG0004498	MOUSE52472, MOUSE52473, MOUSE52469, MOUSE52470	YEAST02716
OG0004500	MOUSE12698	YEAST04651
OG0004503	MOUSE31569	YEAST02385
OG0004505	MOUSE26585	YEAST01701
OG0004506	MOUSE06142, MOUSE06141, MOUSE06140, MOUSE06143, MOUSE06144	YEAST06061
OG0004507	MOUSE16713	YEAST04994
OG0004512	MOUSE27489, MOUSE27490, MOUSE27488	YEAST01510
OG0004513	MOUSE37495, MOUSE37494, MOUSE37496	YEAST04235
OG0004515	MOUSE46775, MOUSE46774	YEAST05737
OG0004519	MOUSE40859, MOUSE40860, MOUSE40861	YEAST01596
OG0004520	MOUSE15698	YEAST06001, YEAST05696
OG0004525	MOUSE31404	YEAST03937
OG0004526	MOUSE25454, MOUSE25455, MOUSE25451, MOUSE25449, MOUSE25453	YEAST02603
OG0004529	MOUSE52044, MOUSE52046, MOUSE52045, MOUSE52043	YEAST03981
OG0004535	MOUSE43371, MOUSE43372, MOUSE43370	YEAST02221
OG0004538	MOUSE07618, MOUSE07617, MOUSE07619, MOUSE07616	YEAST02750
OG0004542	MOUSE14247	YEAST04816
OG0004542	MOUSE14245	YEAST04623
OG0004545	MOUSE10421, MOUSE10422	YEAST02071
OG0004546	MOUSE10351, MOUSE09030, MOUSE17546, MOUSE17545	YEAST04485
OG0004551	MOUSE17104	YEAST00426
OG0004554	MOUSE06787	YEAST05640
OG0004554	MOUSE06789, MOUSE06790, MOUSE06788	YEAST04172
OG0004559	MOUSE06487, MOUSE06488, MOUSE06489, MOUSE06490	YEAST04428
OG0004563	MOUSE37300, MOUSE37299, MOUSE37301	YEAST04325
OG0004566	MOUSE12696, MOUSE18952, MOUSE18950, MOUSE18951, MOUSE12697	YEAST02192
OG0004567	MOUSE27611, MOUSE06757	YEAST05747
OG0004571	MOUSE25172	YEAST02127
OG0004573	MOUSE04827, MOUSE51637, MOUSE04825	YEAST00677
OG0004577	MOUSE11989	YEAST02283
OG0004579	MOUSE01984, MOUSE01982, MOUSE01983, MOUSE01981	YEAST00134
OG0004581	MOUSE53780	YEAST03583, YEAST04618
OG0004582	MOUSE30907, MOUSE10655	YEAST04377
OG0004583	MOUSE00291, MOUSE21444, MOUSE00290, MOUSE00292	YEAST05833
OG0004584	MOUSE52144, MOUSE52143	YEAST03457
OG0004585	MOUSE19685	YEAST01153
OG0004590	MOUSE38216, MOUSE38218	YEAST03622, YEAST00886
OG0004593	MOUSE03425, MOUSE40215, MOUSE40214, MOUSE03423, MOUSE03424	YEAST01231
OG0004606	MOUSE28405, MOUSE28406, MOUSE28401, MOUSE28404, MOUSE28407, MOUSE28399, MOUSE28403, MOUSE28402, MOUSE28409	YEAST05926
OG0004609	MOUSE43690, MOUSE04669	YEAST05326
OG0004610	MOUSE44865	YEAST04487, YEAST01427
OG0004611	MOUSE46897, MOUSE46898, MOUSE46896	YEAST04613
OG0004612	MOUSE39006, MOUSE39003, MOUSE39004, MOUSE39005	YEAST02359
OG0004616	MOUSE26446, MOUSE26447, MOUSE26445	YEAST00250, YEAST02830
OG0004619	MOUSE05726, MOUSE05728, MOUSE05725	YEAST03531
OG0004621	MOUSE40863, MOUSE40865, MOUSE40864	YEAST00178
OG0004623	MOUSE12707	YEAST04421
OG0004626	MOUSE43681	YEAST00427
OG0004630	MOUSE32221, MOUSE32220	YEAST01322, YEAST02951
OG0004633	MOUSE23098, MOUSE23100, MOUSE23099	YEAST03510
OG0004634	MOUSE03943, MOUSE03942, MOUSE14449	YEAST00262, YEAST00249
OG0004635	MOUSE43836, MOUSE43835, MOUSE43838, MOUSE43840, MOUSE43837, MOUSE43841	YEAST02703
OG0004639	MOUSE25719, MOUSE25720, MOUSE25718	YEAST02924
OG0004648	MOUSE18454, MOUSE18802, MOUSE14540, MOUSE14646	YEAST04721, YEAST05892
OG0004649	MOUSE04962, MOUSE04963	YEAST02284
OG0004651	MOUSE40961, MOUSE40960, MOUSE40959	YEAST01146
OG0004654	MOUSE44118, MOUSE44116, MOUSE44117	YEAST00988
OG0004655	MOUSE44191, MOUSE44190, MOUSE44192, MOUSE44193, MOUSE44195, MOUSE44194, MOUSE44189	YEAST01640
OG0004656	MOUSE06711, MOUSE06709, MOUSE06716	YEAST04281
OG0004657	MOUSE38329	YEAST00473
OG0004658	MOUSE00128, MOUSE00129, MOUSE00125, MOUSE00127, MOUSE00126	YEAST04140
OG0004659	MOUSE23619, MOUSE23617, MOUSE23616	YEAST02251
OG0004660	MOUSE16623, MOUSE16624, MOUSE16625	YEAST06221, YEAST00721
OG0004663	MOUSE04803, MOUSE04804	YEAST01161
OG0004664	MOUSE29758, MOUSE29757, MOUSE29756	YEAST05162
OG0004668	MOUSE24825, MOUSE24824, MOUSE24823, MOUSE24822, MOUSE24826	YEAST01610
OG0004669	MOUSE03196, MOUSE43252	YEAST00949
OG0004670	MOUSE05577, MOUSE05576, MOUSE05574, MOUSE05575, MOUSE05579, MOUSE05578	YEAST03416
OG0004671	MOUSE04678	YEAST02606
OG0004674	MOUSE20825	YEAST05448
OG0004675	MOUSE35621, MOUSE35622, MOUSE35620	YEAST05072, YEAST02983
OG0004676	MOUSE07742, MOUSE07741	YEAST05785, YEAST00056, YEAST02694
OG0004678	MOUSE25610	YEAST02777, YEAST04846
OG0004682	MOUSE33679, MOUSE33681, MOUSE33680, MOUSE33678, MOUSE33682	YEAST02876
OG0004683	MOUSE20209	YEAST00676
OG0004684	MOUSE16150, MOUSE20210	YEAST05643
OG0004685	MOUSE15230	YEAST04200
OG0004687	MOUSE52777	YEAST00982
OG0004691	MOUSE27990, MOUSE27989, MOUSE27986	YEAST00819
OG0004699	MOUSE38251, MOUSE38249, MOUSE38250	YEAST05453
OG0004702	MOUSE03747, MOUSE03749, MOUSE03748, MOUSE03750	YEAST03387
OG0004703	MOUSE37376, MOUSE37377, MOUSE37378	YEAST00841
OG0004705	MOUSE19313, MOUSE47764	YEAST05591
OG0004708	MOUSE04846, MOUSE04847, MOUSE04845	YEAST04540
OG0004711	MOUSE55011, MOUSE55010, MOUSE55009, MOUSE55008, MOUSE43992, MOUSE55012	YEAST03281
OG0004728	MOUSE49832	YEAST04662, YEAST00882
OG0004733	MOUSE10095, MOUSE10092, MOUSE10093, MOUSE10094	YEAST06337
OG0004735	MOUSE13616	YEAST04508
OG0004739	MOUSE06298	YEAST01817
OG0004740	MOUSE27378, MOUSE27380, MOUSE27379	YEAST04029
OG0004743	MOUSE18462	YEAST04299
OG0004747	MOUSE09057	YEAST01134
OG0004748	MOUSE50892, MOUSE50893	YEAST03942
OG0004749	MOUSE28353	YEAST05904
OG0004753	MOUSE29925	YEAST04746
OG0004755	MOUSE47634, MOUSE47635, MOUSE47633	YEAST03690
OG0004756	MOUSE34525, MOUSE34524, MOUSE34526	YEAST03704
OG0004759	MOUSE07513, MOUSE07512, MOUSE07514, MOUSE07515	YEAST02912
OG0004760	MOUSE13636, MOUSE13635, MOUSE13634	YEAST01847
OG0004764	MOUSE33408	YEAST04443, YEAST04345
OG0004765	MOUSE01648, MOUSE01650, MOUSE01649	YEAST02487
OG0004766	MOUSE17408, MOUSE01278, MOUSE17407, MOUSE17406, MOUSE01279	YEAST01053
OG0004767	MOUSE14236	YEAST03559
OG0004768	MOUSE36389, MOUSE36390, MOUSE19398	YEAST02666
OG0004769	MOUSE31723	YEAST06228
OG0004770	MOUSE33824, MOUSE33825	YEAST03432
OG0004774	MOUSE20945	YEAST06062
OG0004785	MOUSE22137	YEAST04153
OG0004786	MOUSE22578, MOUSE22579, MOUSE22580	YEAST01015
OG0004787	MOUSE50626, MOUSE50627	YEAST02164
OG0004792	MOUSE46585, MOUSE37478	YEAST02299
OG0004795	MOUSE37925, MOUSE37923	YEAST02163
OG0004797	MOUSE07958, MOUSE07959, MOUSE07957, MOUSE07960, MOUSE07961, MOUSE07956	YEAST00371
OG0004805	MOUSE12590, MOUSE12591, MOUSE12589	YEAST03570
OG0004808	MOUSE52314	YEAST02354
OG0004811	MOUSE49135, MOUSE49134, MOUSE49136, MOUSE49133	YEAST01683
OG0004814	MOUSE26652	YEAST05710
OG0004816	MOUSE43266	YEAST04664
OG0004819	MOUSE29237, MOUSE29238, MOUSE29236	YEAST00279
OG0004820	MOUSE00517, MOUSE00516, MOUSE00472	YEAST05404
OG0004822	MOUSE22400, MOUSE22399	YEAST03199
OG0004833	MOUSE03460, MOUSE03461	YEAST01309
OG0004836	MOUSE38160, MOUSE38157, MOUSE38158, MOUSE38156, MOUSE38155	YEAST00658
OG0004840	MOUSE47394, MOUSE47396, MOUSE47395	YEAST01399
OG0004841	MOUSE43676, MOUSE43677, MOUSE43674, MOUSE43678	YEAST01375
OG0004842	MOUSE49798, MOUSE49797, MOUSE49795, MOUSE49793, MOUSE49796, MOUSE49794	YEAST05083
OG0004843	MOUSE48933	YEAST03163
OG0004844	MOUSE21088, MOUSE21080, MOUSE21087, MOUSE21082, MOUSE21085, MOUSE21086, MOUSE21084, MOUSE21081	YEAST01571
OG0004848	MOUSE45812	YEAST02387
OG0004849	MOUSE14093	YEAST06335
OG0004850	MOUSE16037	YEAST05082, YEAST02977
OG0004851	MOUSE51441	YEAST02907
OG0004852	MOUSE23914, MOUSE19030, MOUSE26079, MOUSE14232	YEAST00825
OG0004854	MOUSE21947, MOUSE21946, MOUSE21945	YEAST00889, YEAST04304
OG0004855	MOUSE05089	YEAST03252
OG0004856	MOUSE29695, MOUSE53841	YEAST05973
OG0004858	MOUSE37734, MOUSE37735, MOUSE37733, MOUSE37732, MOUSE37731	YEAST04268
OG0004863	MOUSE43953, MOUSE43952, MOUSE43951	YEAST00862
OG0004864	MOUSE24972, MOUSE24975, MOUSE24974, MOUSE24973, MOUSE24970, MOUSE24969, MOUSE24971	YEAST00264
OG0004874	MOUSE13924	YEAST04564
OG0004875	MOUSE33657	YEAST02491
OG0004877	MOUSE36952, MOUSE36955	YEAST05247
OG0004879	MOUSE15652	YEAST01311
OG0004880	MOUSE15185, MOUSE15184, MOUSE15186	YEAST06046
OG0004881	MOUSE15429, MOUSE15431	YEAST00141
OG0004886	MOUSE47552, MOUSE47551, MOUSE47553, MOUSE47550	YEAST05077
OG0004887	MOUSE33843	YEAST05734
OG0004893	MOUSE34071, MOUSE34070	YEAST04667, YEAST00405
OG0004896	MOUSE25287, MOUSE25286, MOUSE25292, MOUSE25289	YEAST06193
OG0004897	MOUSE19572, MOUSE19571, MOUSE19570	YEAST03127, YEAST00642
OG0004898	MOUSE50603, MOUSE50602	YEAST01269
OG0004902	MOUSE02960	YEAST00933
OG0004903	MOUSE23191, MOUSE23193, MOUSE23192	YEAST03539
OG0004906	MOUSE46071, MOUSE46074, MOUSE46073, MOUSE46072, MOUSE46069, MOUSE46070	YEAST02770
OG0004911	MOUSE14226	YEAST04765
OG0004913	MOUSE38289, MOUSE38290, MOUSE38291	YEAST01636
OG0004914	MOUSE04917	YEAST03369
OG0004917	MOUSE34376	YEAST00244
OG0004922	MOUSE13359, MOUSE30211, MOUSE30209, MOUSE30210, MOUSE30212	YEAST03302
OG0004924	MOUSE10047	YEAST03555, YEAST03277
OG0004928	MOUSE05335, MOUSE05336	YEAST00311
OG0004932	MOUSE29134	YEAST04654
OG0004935	MOUSE53807, MOUSE53817, MOUSE53825, MOUSE17944, MOUSE17945	YEAST02167
