Orthogroup	MOUSE	OWEFU
OG0000694	MOUSE24535, MOUSE24536, MOUSE24534, MOUSE24752, MOUSE40204, MOUSE40205, MOUSE40203	OFUSG08082.1.p1
OG0000696	MOUSE00120	OFUSG17219.1.p1
OG0000696	MOUSE23457	OFUSG06947.1.p1
OG0000697	MOUSE06912, MOUSE06911, MOUSE31212, MOUSE53511, MOUSE53512, MOUSE10904, MOUSE10901, MOUSE10903, MOUSE10902	OFUSG06460.1.p1, OFUSG06460.3.p1, OFUSG06460.4.p1, OFUSG06460.2.p1
OG0000698	MOUSE24778	OFUSG25096.1.p1
OG0000698	MOUSE20138, MOUSE07687	OFUSG25097.1.p1
OG0000699	MOUSE45156, MOUSE54589, MOUSE54585, MOUSE54584, MOUSE54588	OFUSG11422.1.p1
OG0000700	MOUSE41844	OFUSG11440.1.p1, OFUSG06990.1.p1, OFUSG06990.2.p1, OFUSG06990.4.p1, OFUSG06990.3.p1
OG0000701	MOUSE09498, MOUSE09495, MOUSE09496, MOUSE00837, MOUSE00838, MOUSE00839, MOUSE00845, MOUSE40359, MOUSE40360, MOUSE02828, MOUSE02827	OFUSG09694.1.p1, OFUSG26676.1.p1, OFUSG19007.2.p1, OFUSG19007.4.p1, OFUSG19007.1.p1, OFUSG19007.3.p1, OFUSG09370.1.p1
OG0000702	MOUSE19754, MOUSE19750, MOUSE19745, MOUSE19735, MOUSE19738, MOUSE19742, MOUSE19747, MOUSE19732, MOUSE19728, MOUSE19724, MOUSE19720, MOUSE19719, MOUSE19726, MOUSE19722, MOUSE19721, MOUSE19717, MOUSE19716, MOUSE51901, MOUSE51899, MOUSE51898, MOUSE51903, MOUSE51905, MOUSE51902, MOUSE51897	OFUSG04071.1.p1, OFUSG04071.2.p1, OFUSG04071.5.p1, OFUSG04071.4.p1, OFUSG04071.3.p1
OG0000703	MOUSE09475, MOUSE09482, MOUSE09477, MOUSE09474, MOUSE09481, MOUSE09478, MOUSE09480, MOUSE31672, MOUSE31674, MOUSE31671, MOUSE31670	OFUSG18539.1.p1
OG0000706	MOUSE23468, MOUSE23467, MOUSE23472, MOUSE23471, MOUSE23466, MOUSE23470, MOUSE23469	OFUSG06700.1.p1
OG0000708	MOUSE31390, MOUSE31389	OFUSG21283.1.p1
OG0000708	MOUSE14490, MOUSE54269, MOUSE54268	OFUSG18936.1.p1
OG0000709	MOUSE20103, MOUSE18127, MOUSE18128, MOUSE18129, MOUSE18130, MOUSE18131, MOUSE18132, MOUSE18134, MOUSE18135, MOUSE18136, MOUSE18133, MOUSE18137, MOUSE18138, MOUSE18140, MOUSE18141	OFUSG21845.2.p1, OFUSG21845.1.p1
OG0000710	MOUSE21986, MOUSE21988, MOUSE21987, MOUSE34237	OFUSG04812.1.p1
OG0000711	MOUSE01833, MOUSE01830	OFUSG01514.1.p1
OG0000711	MOUSE44352, MOUSE02178	OFUSG00761.1.p1
OG0000711	MOUSE47225, MOUSE47226	OFUSG00164.1.p1
OG0000712	MOUSE03200, MOUSE03199, MOUSE53971, MOUSE53972, MOUSE45072, MOUSE45069, MOUSE45071, MOUSE48221, MOUSE48220, MOUSE48222	OFUSG02312.2.p1, OFUSG02312.1.p1
OG0000713	MOUSE04057, MOUSE54792, MOUSE54791, MOUSE55213, MOUSE55214, MOUSE55212	OFUSG13986.1.p1
OG0000715	MOUSE26260, MOUSE26259, MOUSE26258, MOUSE02473, MOUSE02472, MOUSE53172, MOUSE53167, MOUSE53171, MOUSE53168, MOUSE53170, MOUSE53165, MOUSE53166, MOUSE53169, MOUSE53173	OFUSG24400.1.p1, OFUSG24400.3.p1, OFUSG24400.2.p1, OFUSG24400.4.p1
OG0000716	MOUSE55256, MOUSE55255, MOUSE55258, MOUSE55260, MOUSE55261, MOUSE55262, MOUSE55257, MOUSE55259, MOUSE18073	OFUSG00381.1.p1
OG0000717	MOUSE48391, MOUSE48394, MOUSE48392, MOUSE48393, MOUSE25899	OFUSG07273.3.p1, OFUSG07273.1.p1, OFUSG07273.2.p1, OFUSG07273.4.p1, OFUSG07273.5.p1
OG0000718	MOUSE30953, MOUSE43056, MOUSE43055, MOUSE43054, MOUSE24376, MOUSE24375, MOUSE24369, MOUSE43537, MOUSE43538, MOUSE12486	OFUSG19609.1.p1, OFUSG19609.2.p1
OG0000720	MOUSE19535, MOUSE19536, MOUSE51696, MOUSE51698, MOUSE51695, MOUSE51697	OFUSG24445.4.p1, OFUSG24445.2.p1, OFUSG24445.3.p1, OFUSG24445.5.p1, OFUSG24445.1.p1
OG0000721	MOUSE02762, MOUSE02761, MOUSE02760, MOUSE02765, MOUSE02764	OFUSG22702.2.p1, OFUSG22702.1.p1
OG0000721	MOUSE54553, MOUSE51287, MOUSE16557, MOUSE51288	OFUSG01480.1.p1, OFUSG01480.2.p1
OG0000722	MOUSE27353, MOUSE08639, MOUSE20386, MOUSE27055, MOUSE39386	OFUSG11385.1.p1
OG0000724	MOUSE18210, MOUSE18209, MOUSE27554, MOUSE27553, MOUSE27552, MOUSE27551	OFUSG12294.1.p1, OFUSG12294.2.p1
OG0000725	MOUSE31731, MOUSE31730, MOUSE31732	OFUSG07689.1.p1
OG0000725	MOUSE41865, MOUSE41864, MOUSE41867, MOUSE41868, MOUSE45804, MOUSE45803, MOUSE45805	OFUSG07873.1.p1
OG0000726	MOUSE18851, MOUSE18868, MOUSE18854, MOUSE18855, MOUSE18870, MOUSE18857, MOUSE18848, MOUSE18866, MOUSE18865, MOUSE18850, MOUSE18841, MOUSE18847, MOUSE18859, MOUSE18852, MOUSE18846, MOUSE18849, MOUSE18862, MOUSE18844, MOUSE18861, MOUSE18867, MOUSE18853, MOUSE18864, MOUSE18860, MOUSE18845, MOUSE18858, MOUSE18842, MOUSE18856, MOUSE18871, MOUSE18872, MOUSE18843, MOUSE22343, MOUSE22340, MOUSE22341, MOUSE22342, MOUSE14710	OFUSG16555.1.p1
OG0000730	MOUSE02569, MOUSE22100, MOUSE22099	OFUSG15932.1.p1, OFUSG20088.1.p1
OG0000730	MOUSE08715, MOUSE23276, MOUSE02405, MOUSE02406	OFUSG16513.1.p1
OG0000731	MOUSE15688, MOUSE15689, MOUSE15687, MOUSE15694, MOUSE15693, MOUSE15695, MOUSE15691, MOUSE15692, MOUSE55085, MOUSE55084, MOUSE55086, MOUSE55083, MOUSE12888, MOUSE12887, MOUSE38373, MOUSE38370, MOUSE38371, MOUSE38367	OFUSG14224.4.p1, OFUSG14224.1.p1, OFUSG14224.2.p1, OFUSG14224.3.p1, OFUSG14224.5.p1
OG0000732	MOUSE31018, MOUSE55029, MOUSE23136, MOUSE23139, MOUSE23138, MOUSE23137, MOUSE23135	OFUSG24914.1.p1
OG0000732	MOUSE50346, MOUSE33183	OFUSG26355.1.p1, OFUSG26355.2.p1
OG0000733	MOUSE07355, MOUSE07356, MOUSE20245, MOUSE24781	OFUSG22012.1.p1
OG0000733	MOUSE08117, MOUSE08121, MOUSE08120, MOUSE08119, MOUSE08118, MOUSE18227	OFUSG11826.1.p1
OG0000734	MOUSE25399, MOUSE25398, MOUSE25401, MOUSE25403, MOUSE25402, MOUSE25400, MOUSE31239, MOUSE31240	OFUSG08307.1.p1
OG0000735	MOUSE00416, MOUSE00415, MOUSE00410, MOUSE00414, MOUSE00409, MOUSE00411, MOUSE00413, MOUSE00412, MOUSE28517, MOUSE28516, MOUSE13496, MOUSE13495, MOUSE13497, MOUSE13498, MOUSE13499	OFUSG16966.1.p1, OFUSG16966.2.p1
OG0000736	MOUSE53161, MOUSE53162, MOUSE14814	OFUSG17139.1.p1, OFUSG17140.1.p1, OFUSG21337.1.p1
OG0000736	MOUSE26390, MOUSE25145	OFUSG13076.1.p1
OG0000737	MOUSE46613, MOUSE46612, MOUSE46617, MOUSE46614, MOUSE40553, MOUSE46611, MOUSE40552, MOUSE40548, MOUSE40546, MOUSE40545, MOUSE40549, MOUSE40551, MOUSE40547, MOUSE46619, MOUSE46616, MOUSE46615, MOUSE40550	OFUSG06204.2.p1, OFUSG06204.1.p1
OG0000740	MOUSE28205, MOUSE13925	OFUSG16696.1.p1
OG0000743	MOUSE46006, MOUSE42136, MOUSE42134, MOUSE06280, MOUSE06282, MOUSE06283, MOUSE06281	OFUSG10970.2.p1, OFUSG10970.1.p1, OFUSG10542.1.p1
OG0000743	MOUSE46007, MOUSE46009, MOUSE06274	OFUSG10972.1.p1
OG0000744	MOUSE11975, MOUSE11971, MOUSE11972, MOUSE11974, MOUSE11973, MOUSE11976, MOUSE29332, MOUSE29329, MOUSE29331, MOUSE29330, MOUSE29334, MOUSE29333, MOUSE29335, MOUSE28348, MOUSE28346, MOUSE28345, MOUSE28349, MOUSE28347, MOUSE11977	OFUSG23163.1.p1
OG0000745	MOUSE18764	OFUSG03164.1.p1
OG0000746	MOUSE00209	OFUSG07705.1.p1
OG0000748	MOUSE05204	OFUSG23274.1.p1
OG0000749	MOUSE18217, MOUSE20120, MOUSE20122, MOUSE20121, MOUSE08204, MOUSE08206, MOUSE08207, MOUSE08203, MOUSE08205	OFUSG11790.1.p1
OG0000750	MOUSE07408	OFUSG12214.1.p1
OG0000750	MOUSE08786, MOUSE08787, MOUSE03569, MOUSE03570, MOUSE03568	OFUSG18554.1.p1, OFUSG18074.1.p1
OG0000751	MOUSE39754, MOUSE39752, MOUSE15496, MOUSE15495	OFUSG16377.1.p1, OFUSG16377.2.p1
OG0000752	MOUSE21464	OFUSG06577.1.p1
OG0000752	MOUSE55217, MOUSE55218	OFUSG01816.1.p1
OG0000752	MOUSE33600, MOUSE33598, MOUSE33597, MOUSE48905, MOUSE48904	OFUSG23281.1.p1
OG0000753	MOUSE27739, MOUSE27738	OFUSG03990.1.p1
OG0000753	MOUSE24295, MOUSE24293, MOUSE24296, MOUSE24294, MOUSE50919, MOUSE50920, MOUSE50917	OFUSG09322.2.p1, OFUSG09322.1.p1
OG0000755	MOUSE12361, MOUSE08954, MOUSE08955, MOUSE08952	OFUSG22904.1.p1
OG0000757	MOUSE46249, MOUSE46248	OFUSG15507.1.p1
OG0000758	MOUSE34388, MOUSE13666, MOUSE13663, MOUSE13662, MOUSE13667, MOUSE13664, MOUSE13661, MOUSE13658, MOUSE13659, MOUSE13668, MOUSE13665, MOUSE13660, MOUSE13669, MOUSE06777, MOUSE06779, MOUSE06780, MOUSE06778	OFUSG26565.1.p1
OG0000759	MOUSE26272, MOUSE26275, MOUSE26277, MOUSE26279, MOUSE26278, MOUSE35556, MOUSE35553, MOUSE35552, MOUSE35554, MOUSE23327, MOUSE23328	OFUSG04506.3.p1, OFUSG04506.2.p1, OFUSG04506.5.p1, OFUSG04506.4.p1, OFUSG04506.1.p1
OG0000760	MOUSE41207, MOUSE11238, MOUSE41211, MOUSE41208, MOUSE41206, MOUSE41210, MOUSE41204, MOUSE41203, MOUSE41205, MOUSE41209, MOUSE11235, MOUSE11234, MOUSE11233, MOUSE11232, MOUSE11236	OFUSG06964.1.p1
OG0000761	MOUSE26055, MOUSE26056, MOUSE18487, MOUSE23696, MOUSE23693, MOUSE23695, MOUSE23694, MOUSE23692	OFUSG08030.3.p1, OFUSG08030.1.p1, OFUSG08030.2.p1
OG0000763	MOUSE30407, MOUSE19448, MOUSE19447, MOUSE48537, MOUSE48539, MOUSE48536, MOUSE48535, MOUSE48538, MOUSE19449, MOUSE48540, MOUSE42999, MOUSE42998	OFUSG00086.1.p1, OFUSG08828.1.p1
OG0000764	MOUSE33207, MOUSE25824, MOUSE25825	OFUSG08398.1.p1
OG0000765	MOUSE30890, MOUSE30889, MOUSE37512, MOUSE37513	OFUSG21598.1.p1, OFUSG21598.2.p1
OG0000766	MOUSE30247, MOUSE30246, MOUSE30245, MOUSE01575, MOUSE01574, MOUSE01576, MOUSE19531	OFUSG19864.1.p1
OG0000767	MOUSE27533, MOUSE27537, MOUSE27534, MOUSE28011, MOUSE28012	OFUSG07632.1.p1, OFUSG11580.1.p1
OG0000768	MOUSE08553, MOUSE08555, MOUSE11226, MOUSE11225, MOUSE11227	OFUSG19400.2.p1, OFUSG19400.1.p1
OG0000772	MOUSE32505, MOUSE32506, MOUSE32503	OFUSG02068.1.p1
OG0000774	MOUSE53571, MOUSE53570, MOUSE53576, MOUSE53579	OFUSG18867.1.p1
OG0000775	MOUSE00528, MOUSE00529, MOUSE00525, MOUSE00526, MOUSE00527, MOUSE00524	OFUSG15943.1.p1, OFUSG26561.1.p1, OFUSG26560.1.p1
OG0000776	MOUSE29664, MOUSE48168, MOUSE53845	OFUSG17361.1.p1, OFUSG17361.2.p1, OFUSG17632.1.p1
OG0000777	MOUSE06130, MOUSE06129, MOUSE06128	OFUSG10266.1.p1, OFUSG10130.1.p1, OFUSG10317.1.p1, OFUSG10318.1.p1
OG0000778	MOUSE22907, MOUSE22908, MOUSE22909, MOUSE03991, MOUSE39634, MOUSE39635, MOUSE29903, MOUSE29902, MOUSE35020	OFUSG11453.1.p1
OG0000779	MOUSE25408, MOUSE25407, MOUSE25406	OFUSG07668.1.p1
OG0000779	MOUSE28614, MOUSE28615, MOUSE00255, MOUSE00256, MOUSE21545, MOUSE21544, MOUSE21543	OFUSG25635.2.p1, OFUSG25635.1.p1
OG0000780	MOUSE07684	OFUSG11326.1.p1
OG0000780	MOUSE04663, MOUSE04662	OFUSG12906.1.p1
OG0000781	MOUSE32206, MOUSE32205	OFUSG00283.1.p1, OFUSG00284.1.p1, OFUSG01008.1.p1
OG0000782	MOUSE01601, MOUSE19835, MOUSE19834, MOUSE19833, MOUSE30860, MOUSE30856, MOUSE30859, MOUSE30857, MOUSE51653, MOUSE51654, MOUSE51651	OFUSG08693.1.p1
OG0000784	MOUSE29124	OFUSG06112.1.p1
OG0000786	MOUSE23571, MOUSE23570, MOUSE31093, MOUSE31089, MOUSE31090, MOUSE01056, MOUSE01055, MOUSE03857	OFUSG11819.1.p1
OG0000786	MOUSE01057	OFUSG08760.1.p1
OG0000787	MOUSE47961, MOUSE47965, MOUSE47964, MOUSE47963, MOUSE47962, MOUSE09494, MOUSE09492, MOUSE09493, MOUSE09491, MOUSE00783, MOUSE00784, MOUSE31692, MOUSE31693, MOUSE31691	OFUSG11014.1.p1
OG0000788	MOUSE27064, MOUSE39394	OFUSG00699.1.p1
OG0000788	MOUSE32425, MOUSE32424, MOUSE32423, MOUSE30472, MOUSE01590	OFUSG19658.1.p1
OG0000790	MOUSE24841, MOUSE24842, MOUSE24843, MOUSE24844	OFUSG03972.1.p1, OFUSG06375.1.p1, OFUSG03971.1.p1
OG0000791	MOUSE35519, MOUSE35517, MOUSE35518, MOUSE35520, MOUSE35521, MOUSE14635, MOUSE22542, MOUSE22544, MOUSE22543	OFUSG04398.4.p1, OFUSG04398.3.p1, OFUSG04398.2.p1, OFUSG04398.5.p1, OFUSG04398.1.p1
OG0000792	MOUSE39860, MOUSE39859	OFUSG04365.1.p1
OG0000792	MOUSE37419, MOUSE37420, MOUSE37418	OFUSG22559.1.p1
OG0000793	MOUSE30326, MOUSE30328, MOUSE30327, MOUSE10274, MOUSE10275, MOUSE10273, MOUSE51447, MOUSE51446, MOUSE01511, MOUSE51436	OFUSG09289.1.p1
OG0000794	MOUSE19985, MOUSE19991, MOUSE19988	OFUSG08224.1.p1, OFUSG08224.2.p1
OG0000797	MOUSE03559, MOUSE03560, MOUSE03554, MOUSE03557, MOUSE03556, MOUSE03555, MOUSE03558, MOUSE30031, MOUSE30030, MOUSE30029	OFUSG10229.1.p1
OG0000798	MOUSE05107, MOUSE05104, MOUSE05105, MOUSE05101, MOUSE05102, MOUSE05103, MOUSE05106, MOUSE05100, MOUSE17009, MOUSE17008, MOUSE17015, MOUSE17007, MOUSE17010, MOUSE17012, MOUSE17013, MOUSE17011, MOUSE17016, MOUSE17014	OFUSG02728.2.p1, OFUSG02728.5.p1, OFUSG02728.1.p1, OFUSG02728.3.p1, OFUSG02728.4.p1
OG0000799	MOUSE21207, MOUSE21210, MOUSE21211, MOUSE21206, MOUSE21208, MOUSE21205, MOUSE03180, MOUSE03181, MOUSE03179, MOUSE36189, MOUSE36192, MOUSE36191, MOUSE36190, MOUSE36188, MOUSE27783, MOUSE27782, MOUSE27784	OFUSG06054.2.p1, OFUSG06054.1.p1, OFUSG06052.2.p1, OFUSG06052.1.p1
OG0000801	MOUSE51551, MOUSE51550, MOUSE51549, MOUSE19777, MOUSE19776	OFUSG04291.1.p1, OFUSG04291.2.p1
OG0000802	MOUSE31955, MOUSE31954, MOUSE48794, MOUSE31846, MOUSE01638, MOUSE42681, MOUSE42680, MOUSE11667, MOUSE11668, MOUSE13170, MOUSE13169	OFUSG21207.1.p1
OG0000803	MOUSE45919, MOUSE45921, MOUSE45922	OFUSG07577.1.p1
OG0000803	MOUSE45920, MOUSE45918, MOUSE42044, MOUSE42045	OFUSG07578.2.p1, OFUSG07578.4.p1, OFUSG07578.1.p1, OFUSG07578.3.p1
OG0000809	MOUSE48492, MOUSE48491	OFUSG17351.1.p1, OFUSG17351.2.p1
OG0000810	MOUSE33430, MOUSE33432, MOUSE33426, MOUSE33428, MOUSE33433, MOUSE33429, MOUSE33431, MOUSE33427	OFUSG13316.1.p1
OG0000810	MOUSE15700, MOUSE53153, MOUSE53154, MOUSE53158	OFUSG25434.3.p1, OFUSG25434.2.p1, OFUSG25434.1.p1
OG0000813	MOUSE00769, MOUSE00766, MOUSE00768, MOUSE00767, MOUSE00765, MOUSE35999	OFUSG10957.1.p1, OFUSG10956.1.p1
OG0000814	MOUSE27730	OFUSG16546.1.p1
OG0000814	MOUSE02913, MOUSE02912	OFUSG25287.1.p1, OFUSG25288.1.p1, OFUSG25696.1.p1, OFUSG25695.1.p1
OG0000815	MOUSE47502, MOUSE47501, MOUSE47499, MOUSE47498, MOUSE47500	OFUSG24917.1.p1
OG0000815	MOUSE26383, MOUSE26382, MOUSE25143, MOUSE25142	OFUSG04646.2.p1, OFUSG04646.1.p1
OG0000816	MOUSE20168, MOUSE03037, MOUSE42824, MOUSE42825, MOUSE42827, MOUSE42826, MOUSE42822, MOUSE42823	OFUSG12543.1.p1
OG0000816	MOUSE31618, MOUSE31619, MOUSE21240	OFUSG10926.1.p1
OG0000817	MOUSE06193, MOUSE02547, MOUSE02548	OFUSG23697.1.p1
OG0000817	MOUSE00951, MOUSE00950	OFUSG18100.1.p1
OG0000817	MOUSE35479, MOUSE35480	OFUSG04259.1.p1
OG0000818	MOUSE44299, MOUSE38656, MOUSE38652, MOUSE06308, MOUSE06309, MOUSE06306, MOUSE06307, MOUSE44296, MOUSE44300, MOUSE38654, MOUSE44295, MOUSE44297, MOUSE44298, MOUSE44293, MOUSE44294	OFUSG10058.1.p1, OFUSG10058.3.p1, OFUSG10058.2.p1
OG0000819	MOUSE27150	OFUSG25384.2.p1, OFUSG25384.1.p1
OG0000819	MOUSE04661	OFUSG22325.2.p1, OFUSG22325.1.p1
OG0000820	MOUSE26435, MOUSE26436, MOUSE26434	OFUSG16562.1.p1
OG0000822	MOUSE41834, MOUSE41832, MOUSE41833	OFUSG07627.1.p1, OFUSG07627.3.p1, OFUSG07627.2.p1
OG0000822	MOUSE41870	OFUSG03485.1.p1
OG0000824	MOUSE03815, MOUSE03814, MOUSE03816, MOUSE03818, MOUSE03817	OFUSG02604.1.p1, OFUSG23186.1.p1, OFUSG03277.1.p1, OFUSG02456.2.p1, OFUSG02456.1.p1, OFUSG02606.1.p1, OFUSG02605.1.p1, OFUSG02629.1.p1, OFUSG02606.2.p1, OFUSG02606.4.p1, OFUSG02606.3.p1, OFUSG02631.1.p1, OFUSG02631.2.p1
OG0000825	MOUSE21894, MOUSE21892, MOUSE21893, MOUSE03373, MOUSE03374	OFUSG03447.3.p1, OFUSG03447.2.p1, OFUSG03447.1.p1
OG0000825	MOUSE02086	OFUSG19469.1.p1
OG0000826	MOUSE28518, MOUSE28520, MOUSE28521, MOUSE28522, MOUSE28519	OFUSG20773.1.p1, OFUSG20775.1.p1
OG0000827	MOUSE32285	OFUSG12430.2.p1, OFUSG12430.1.p1, OFUSG20387.1.p1
OG0000828	MOUSE52206, MOUSE19456, MOUSE19457	OFUSG16610.1.p1
OG0000828	MOUSE37921, MOUSE37922, MOUSE37919	OFUSG14927.1.p1
OG0000829	MOUSE51529, MOUSE19495, MOUSE21109, MOUSE21110, MOUSE12776, MOUSE40370, MOUSE40369	OFUSG05943.1.p1
OG0000832	MOUSE08115, MOUSE08114, MOUSE07814, MOUSE33345	OFUSG10360.1.p1
OG0000833	MOUSE47468, MOUSE50443, MOUSE50445, MOUSE33083, MOUSE33090, MOUSE33085, MOUSE33086, MOUSE33089, MOUSE33084, MOUSE33087, MOUSE33088, MOUSE33457, MOUSE33462, MOUSE33458, MOUSE33459, MOUSE33460, MOUSE33456, MOUSE33461	OFUSG12738.1.p1
OG0000834	MOUSE14809, MOUSE14808, MOUSE05405, MOUSE02885, MOUSE22470, MOUSE22474, MOUSE22469, MOUSE22473, MOUSE22467, MOUSE22468, MOUSE22472, MOUSE22471	OFUSG04057.5.p1, OFUSG04057.2.p1, OFUSG04057.3.p1, OFUSG04057.1.p1, OFUSG04057.4.p1
OG0000835	MOUSE00540, MOUSE00541, MOUSE00539, MOUSE00542	OFUSG01553.1.p1, OFUSG01553.2.p1, OFUSG21973.1.p1
OG0000836	MOUSE51876, MOUSE51875, MOUSE51874	OFUSG04483.1.p1
OG0000837	MOUSE52078	OFUSG01836.1.p1
OG0000837	MOUSE52076, MOUSE29173	OFUSG01837.1.p1, OFUSG13636.1.p1, OFUSG01835.1.p1
OG0000838	MOUSE31130, MOUSE31129, MOUSE31127, MOUSE31125, MOUSE01853	OFUSG07503.1.p1
OG0000841	MOUSE49333, MOUSE49334, MOUSE49330, MOUSE49335, MOUSE49336, MOUSE49331, MOUSE49332, MOUSE13927, MOUSE13926, MOUSE13932, MOUSE13929, MOUSE13928, MOUSE13931, MOUSE13930, MOUSE13933, MOUSE13934, MOUSE00701, MOUSE00702, MOUSE00700	OFUSG20856.1.p1, OFUSG20856.4.p1, OFUSG20856.2.p1, OFUSG20856.3.p1
OG0000842	MOUSE49622, MOUSE49623, MOUSE09830, MOUSE23188, MOUSE23187, MOUSE18508, MOUSE23238, MOUSE05563, MOUSE39641	OFUSG17660.1.p1
OG0000844	MOUSE34589, MOUSE34590, MOUSE34593, MOUSE34592, MOUSE15465, MOUSE15466, MOUSE15467, MOUSE39588, MOUSE39585, MOUSE39586, MOUSE39589, MOUSE39587, MOUSE39590, MOUSE39591	OFUSG21494.2.p1, OFUSG21494.1.p1
OG0000845	MOUSE53651, MOUSE54868, MOUSE54869, MOUSE54867, MOUSE16513, MOUSE54870, MOUSE53652, MOUSE53653	OFUSG00051.1.p1
OG0000845	MOUSE44981, MOUSE44983	OFUSG00112.1.p1
OG0000847	MOUSE03824, MOUSE03827, MOUSE03826, MOUSE03825	OFUSG15294.1.p1
OG0000847	MOUSE15209, MOUSE46317, MOUSE46313, MOUSE46314, MOUSE46315, MOUSE46316	OFUSG24225.1.p1, OFUSG24225.2.p1
OG0000848	MOUSE29791, MOUSE48738, MOUSE48739, MOUSE09586	OFUSG02732.1.p1
OG0000848	MOUSE51667, MOUSE19811, MOUSE19814, MOUSE19815, MOUSE19810, MOUSE51669	OFUSG03989.1.p1, OFUSG03989.2.p1
OG0000849	MOUSE31195, MOUSE31194	OFUSG09067.1.p1
OG0000850	MOUSE33425, MOUSE33423, MOUSE33422, MOUSE33424	OFUSG12712.1.p1
OG0000850	MOUSE20959	OFUSG06085.1.p1
OG0000851	MOUSE21881, MOUSE21886, MOUSE21884, MOUSE21885, MOUSE21878, MOUSE21877, MOUSE21880, MOUSE21879, MOUSE21883, MOUSE21882, MOUSE48757, MOUSE48751, MOUSE48756, MOUSE48754, MOUSE48752, MOUSE48755	OFUSG02239.1.p1, OFUSG02239.2.p1
OG0000852	MOUSE30781, MOUSE30779, MOUSE30780	OFUSG09153.1.p1, OFUSG09153.2.p1
OG0000852	MOUSE28548, MOUSE28549, MOUSE28544, MOUSE28546, MOUSE28547, MOUSE28545, MOUSE19077	OFUSG04815.3.p1, OFUSG04815.2.p1, OFUSG04815.1.p1
OG0000853	MOUSE07054	OFUSG07723.1.p1
OG0000855	MOUSE04905	OFUSG08911.2.p1, OFUSG08911.1.p1
OG0000855	MOUSE04906	OFUSG14975.1.p1, OFUSG14975.2.p1
OG0000856	MOUSE20006, MOUSE20005, MOUSE20004, MOUSE20003	OFUSG19294.1.p1, OFUSG19295.1.p1
OG0000857	MOUSE17281, MOUSE17282, MOUSE17280, MOUSE41554, MOUSE41553, MOUSE45900, MOUSE45901, MOUSE45907, MOUSE45904, MOUSE45905, MOUSE45902, MOUSE45906	OFUSG01227.1.p1
OG0000858	MOUSE39438	OFUSG19534.1.p1, OFUSG19534.2.p1
OG0000858	MOUSE17374, MOUSE50676, MOUSE50675	OFUSG19764.2.p1, OFUSG19764.1.p1
OG0000859	MOUSE30273, MOUSE30268, MOUSE30267, MOUSE30269, MOUSE30270, MOUSE30271, MOUSE30262, MOUSE30266, MOUSE30265, MOUSE44682, MOUSE10352, MOUSE10353, MOUSE47359	OFUSG09251.1.p1
OG0000860	MOUSE18498, MOUSE18497, MOUSE18499, MOUSE18501, MOUSE25687, MOUSE25692, MOUSE25691, MOUSE25690, MOUSE25694, MOUSE25695, MOUSE25689, MOUSE25697, MOUSE25688, MOUSE25693, MOUSE25696, MOUSE25698, MOUSE25700, MOUSE25699, MOUSE31411, MOUSE31410, MOUSE31412	OFUSG07489.1.p1, OFUSG07489.2.p1
OG0000863	MOUSE32148	OFUSG16665.1.p1, OFUSG05886.1.p1
OG0000866	MOUSE39014, MOUSE39015	OFUSG24066.1.p1, OFUSG00680.1.p1, OFUSG05730.1.p1, OFUSG06216.1.p1, OFUSG17520.1.p1, OFUSG05526.1.p1, OFUSG14753.1.p1
OG0000868	MOUSE55230, MOUSE08090	OFUSG11760.1.p1
OG0000869	MOUSE35155, MOUSE35154, MOUSE35153, MOUSE35152	OFUSG13203.1.p1, OFUSG01355.1.p1
OG0000869	MOUSE13194, MOUSE13195	OFUSG16947.1.p1
OG0000870	MOUSE06045	OFUSG20438.1.p1
OG0000871	MOUSE53990, MOUSE53988, MOUSE53989	OFUSG00730.1.p1
OG0000871	MOUSE21316, MOUSE21314	OFUSG06537.1.p1
OG0000874	MOUSE30095, MOUSE30096, MOUSE30097, MOUSE45656, MOUSE45655, MOUSE45657	OFUSG03220.1.p1
OG0000875	MOUSE13832, MOUSE13831, MOUSE13833, MOUSE13830, MOUSE13824, MOUSE13829, MOUSE13825, MOUSE13828	OFUSG13364.1.p1
OG0000875	MOUSE22319, MOUSE22321	OFUSG16237.1.p1
OG0000877	MOUSE28554, MOUSE28556, MOUSE28555, MOUSE28559, MOUSE28557, MOUSE28558	OFUSG04094.1.p1, OFUSG04093.1.p1
OG0000878	MOUSE20493	OFUSG01895.1.p1, OFUSG01893.1.p1, OFUSG01893.2.p1, OFUSG01894.1.p1
OG0000878	MOUSE50484, MOUSE50483	OFUSG16664.1.p1
OG0000879	MOUSE14580, MOUSE14582, MOUSE47637, MOUSE00274, MOUSE21746, MOUSE15959, MOUSE15976, MOUSE15492	OFUSG04088.1.p1
OG0000880	MOUSE40833, MOUSE40836, MOUSE40842, MOUSE40832, MOUSE40837, MOUSE40831, MOUSE40841, MOUSE40838, MOUSE40839, MOUSE40843, MOUSE40840, MOUSE40835, MOUSE40834, MOUSE18302, MOUSE18299, MOUSE18300, MOUSE18301, MOUSE39028, MOUSE39023, MOUSE39027	OFUSG05701.1.p1
OG0000881	MOUSE17831, MOUSE17832, MOUSE17830, MOUSE17829, MOUSE17828, MOUSE17827	OFUSG25601.3.p1, OFUSG25601.2.p1, OFUSG25601.4.p1, OFUSG25601.1.p1, OFUSG25601.5.p1
