Orthogroup	MOUSE	ASTMX
OG0001230	MOUSE33964	ASTMX05007
OG0001230	MOUSE33961	ASTMX17828
OG0001231	MOUSE07311, MOUSE07310	ASTMX10826
OG0001231	MOUSE18761, MOUSE18760, MOUSE18763, MOUSE18762	ASTMX10594, ASTMX16865
OG0001232	MOUSE16918	ASTMX03619
OG0001234	MOUSE19084	ASTMX22078, ASTMX21091, ASTMX21910, ASTMX21709
OG0001234	MOUSE49352	ASTMX00219
OG0001236	MOUSE43548, MOUSE43547	ASTMX01850
OG0001236	MOUSE41478, MOUSE10880, MOUSE48699, MOUSE41477, MOUSE41479	ASTMX06878
OG0001237	MOUSE44675	ASTMX04904, ASTMX20913
OG0001237	MOUSE30819	ASTMX01867
OG0001237	MOUSE10307, MOUSE10308	ASTMX07784, ASTMX12070
OG0001238	MOUSE09449	ASTMX03666
OG0001238	MOUSE53338, MOUSE53337, MOUSE53334, MOUSE53336, MOUSE53335	ASTMX13748
OG0001238	MOUSE05724, MOUSE14724	ASTMX05355
OG0001239	MOUSE39125, MOUSE39126, MOUSE39130, MOUSE39124, MOUSE39127, MOUSE39128, MOUSE39123, MOUSE39129, MOUSE10900	ASTMX05182
OG0001239	MOUSE10899, MOUSE10897, MOUSE10896, MOUSE10898	ASTMX13945, ASTMX09470
OG0001240	MOUSE44694, MOUSE44691, MOUSE44692, MOUSE44689	ASTMX04906
OG0001240	MOUSE30170	ASTMX01860
OG0001240	MOUSE09640, MOUSE09641, MOUSE09643, MOUSE09642, MOUSE09644	ASTMX15738, ASTMX18848
OG0001241	MOUSE28271	ASTMX06697
OG0001241	MOUSE13111, MOUSE13112, MOUSE13113	ASTMX04159
OG0001241	MOUSE54117	ASTMX18901
OG0001243	MOUSE48006, MOUSE48010, MOUSE48011, MOUSE48005, MOUSE48012	ASTMX17034
OG0001243	MOUSE51749, MOUSE51750, MOUSE51747, MOUSE51748	ASTMX02160, ASTMX19994
OG0001245	MOUSE19159	ASTMX04711
OG0001245	MOUSE39984, MOUSE39985	ASTMX08255
OG0001245	MOUSE00988, MOUSE00989, MOUSE00990	ASTMX15831, ASTMX03252
OG0001246	MOUSE22278, MOUSE22277	ASTMX05438
OG0001247	MOUSE39462, MOUSE39463	ASTMX12611
OG0001247	MOUSE41058	ASTMX14275, ASTMX19073
OG0001247	MOUSE53757, MOUSE53755, MOUSE53758	ASTMX16338
OG0001248	MOUSE22966, MOUSE22967, MOUSE22968	ASTMX11443
OG0001248	MOUSE35498, MOUSE35495	ASTMX17482
OG0001248	MOUSE02365, MOUSE02364	ASTMX05341, ASTMX19178
OG0001249	MOUSE50138, MOUSE50139	ASTMX20180
OG0001249	MOUSE18428	ASTMX00503
OG0001249	MOUSE32916, MOUSE32917	ASTMX20181
OG0001249	MOUSE33692, MOUSE33693	ASTMX10323, ASTMX00502
OG0001249	MOUSE18429, MOUSE18431, MOUSE18430	ASTMX04928
OG0001250	MOUSE48689, MOUSE48694, MOUSE48691, MOUSE48693	ASTMX15491
OG0001250	MOUSE03759, MOUSE03761, MOUSE03762, MOUSE03760, MOUSE03758, MOUSE03757, MOUSE03763, MOUSE03764	ASTMX07689, ASTMX20710
OG0001251	MOUSE49810, MOUSE49811	ASTMX13849
OG0001251	MOUSE12317, MOUSE12318, MOUSE12320, MOUSE12319, MOUSE12322, MOUSE12323, MOUSE12316	ASTMX12740
OG0001252	MOUSE48386, MOUSE48387, MOUSE48388	ASTMX14189
OG0001252	MOUSE31394, MOUSE31395, MOUSE31396, MOUSE31397, MOUSE31393	ASTMX20484, ASTMX19839
OG0001253	MOUSE14428	ASTMX13288, ASTMX07246
OG0001253	MOUSE17304	ASTMX13330
OG0001253	MOUSE14429	ASTMX13287
OG0001253	MOUSE17301, MOUSE17300, MOUSE17302	ASTMX05532, ASTMX01786
OG0001254	MOUSE23171, MOUSE23169, MOUSE23170	ASTMX10576
OG0001254	MOUSE27590, MOUSE27591, MOUSE27592	ASTMX17225
OG0001255	MOUSE13698, MOUSE13696	ASTMX06824, ASTMX12253
OG0001255	MOUSE00483	ASTMX12915
OG0001255	MOUSE31772	ASTMX22403
OG0001255	MOUSE28644	ASTMX05306
OG0001255	MOUSE00320, MOUSE00319, MOUSE00318	ASTMX16297
OG0001255	MOUSE13558	ASTMX09718
OG0001256	MOUSE16607, MOUSE16606	ASTMX04241, ASTMX01544
OG0001257	MOUSE19271, MOUSE19281, MOUSE19282, MOUSE19279, MOUSE19273, MOUSE19272, MOUSE19274, MOUSE19284, MOUSE19265, MOUSE19266, MOUSE19263, MOUSE19264, MOUSE19280, MOUSE19267, MOUSE19276, MOUSE19278, MOUSE19268, MOUSE19269, MOUSE19270	ASTMX00282
OG0001261	MOUSE30117	ASTMX19187, ASTMX01634
OG0001261	MOUSE45624, MOUSE45621, MOUSE45627, MOUSE45626, MOUSE45623, MOUSE45625	ASTMX00068
OG0001263	MOUSE47783	ASTMX17678
OG0001263	MOUSE11081, MOUSE11080	ASTMX07639
OG0001263	MOUSE05175, MOUSE05174, MOUSE05173, MOUSE05176, MOUSE05172	ASTMX17278
OG0001264	MOUSE28325, MOUSE28323, MOUSE28324, MOUSE28327, MOUSE28322	ASTMX07471
OG0001264	MOUSE49812, MOUSE49814, MOUSE49813	ASTMX13848
OG0001266	MOUSE18603, MOUSE18604	ASTMX20652, ASTMX13871
OG0001266	MOUSE28501	ASTMX00959, ASTMX01967
OG0001267	MOUSE48061	ASTMX15901
OG0001267	MOUSE38165, MOUSE38164	ASTMX03508
OG0001267	MOUSE37871	ASTMX05999, ASTMX19426
OG0001267	MOUSE20495	ASTMX13889
OG0001268	MOUSE55418, MOUSE53751	ASTMX20034
OG0001270	MOUSE16996	ASTMX19479
OG0001270	MOUSE15064	ASTMX03630
OG0001271	MOUSE35510, MOUSE35509	ASTMX14027, ASTMX21049
OG0001271	MOUSE05864, MOUSE05862, MOUSE05863	ASTMX10446
OG0001271	MOUSE14691	ASTMX00815
OG0001272	MOUSE07100, MOUSE46331, MOUSE32891, MOUSE32892, MOUSE46332	ASTMX04472
OG0001272	MOUSE04684	ASTMX05879, ASTMX12223
OG0001272	MOUSE32617	ASTMX15726
OG0001273	MOUSE48442, MOUSE48441	ASTMX02897, ASTMX18194
OG0001273	MOUSE10261, MOUSE10257, MOUSE10254	ASTMX07779
OG0001273	MOUSE10251, MOUSE10258, MOUSE10252, MOUSE10260, MOUSE10253	ASTMX03354
OG0001274	MOUSE31851, MOUSE31850, MOUSE31857, MOUSE31856, MOUSE31852, MOUSE31854, MOUSE31853, MOUSE31858	ASTMX22021
OG0001274	MOUSE18476	ASTMX13163
OG0001274	MOUSE25711, MOUSE25713, MOUSE25714, MOUSE25708	ASTMX06912
OG0001275	MOUSE00535	ASTMX03842
OG0001276	MOUSE45279, MOUSE45280, MOUSE45278	ASTMX03010, ASTMX09183
OG0001278	MOUSE06444, MOUSE06445, MOUSE06443, MOUSE06442, MOUSE24602	ASTMX04865
OG0001278	MOUSE13838	ASTMX10228
OG0001279	MOUSE43221, MOUSE43228, MOUSE43223, MOUSE43226, MOUSE43225, MOUSE08244, MOUSE08245, MOUSE43227, MOUSE43224, MOUSE43222	ASTMX06329
OG0001279	MOUSE08243, MOUSE08242	ASTMX08064, ASTMX13662
OG0001279	MOUSE24506, MOUSE24507	ASTMX17711, ASTMX11584
OG0001280	MOUSE18406	ASTMX16795
OG0001280	MOUSE33000, MOUSE33001	ASTMX21805
OG0001280	MOUSE33002, MOUSE32998, MOUSE32999	ASTMX18435
OG0001281	MOUSE50500, MOUSE50501	ASTMX02972, ASTMX13937
OG0001281	MOUSE21702, MOUSE21700, MOUSE21701	ASTMX06587
OG0001281	MOUSE20442	ASTMX05626
OG0001282	MOUSE04236, MOUSE04239, MOUSE04238, MOUSE04237	ASTMX11350
OG0001282	MOUSE29443, MOUSE29440, MOUSE29442	ASTMX00096, ASTMX03184, ASTMX16656
OG0001282	MOUSE29441	ASTMX11349
OG0001284	MOUSE39659	ASTMX09601
OG0001284	MOUSE27610	ASTMX06818, ASTMX13787, ASTMX17233
OG0001285	MOUSE35854, MOUSE35849, MOUSE35850, MOUSE35853	ASTMX04588
OG0001285	MOUSE46667, MOUSE46670, MOUSE46673, MOUSE46669, MOUSE46674, MOUSE46675, MOUSE46676, MOUSE46671, MOUSE46672, MOUSE46677	ASTMX06608
OG0001285	MOUSE47845, MOUSE47848, MOUSE47846	ASTMX09962
OG0001286	MOUSE42248, MOUSE42249	ASTMX07360, ASTMX04486
OG0001287	MOUSE03490, MOUSE03492, MOUSE03491, MOUSE03488, MOUSE03489	ASTMX04102
OG0001287	MOUSE36811	ASTMX16698
OG0001287	MOUSE36810, MOUSE36815, MOUSE36813, MOUSE36812, MOUSE36809, MOUSE53856, MOUSE53855, MOUSE53857	ASTMX08804
OG0001288	MOUSE51561	ASTMX00451
OG0001288	MOUSE10349	ASTMX12396
OG0001289	MOUSE11820, MOUSE11822, MOUSE11823, MOUSE11821	ASTMX08475
OG0001289	MOUSE49953	ASTMX15265, ASTMX01501
OG0001290	MOUSE19544	ASTMX13626, ASTMX08208
OG0001290	MOUSE49084, MOUSE49085	ASTMX06258
OG0001291	MOUSE12798, MOUSE12799	ASTMX09956, ASTMX19427
OG0001291	MOUSE31626, MOUSE31627	ASTMX10484
OG0001291	MOUSE11027, MOUSE11026, MOUSE11025, MOUSE11024	ASTMX07994, ASTMX09302
OG0001292	MOUSE53091, MOUSE53085, MOUSE53090	ASTMX02486
OG0001292	MOUSE22996, MOUSE23000, MOUSE22997, MOUSE23001, MOUSE22995	ASTMX00034
OG0001292	MOUSE22994, MOUSE22998	ASTMX22402
OG0001293	MOUSE37968	ASTMX19347
OG0001293	MOUSE37979, MOUSE37969	ASTMX18808, ASTMX16101
OG0001293	MOUSE20502, MOUSE20501, MOUSE04801, MOUSE04802	ASTMX03515
OG0001294	MOUSE07556, MOUSE07561, MOUSE07558	ASTMX01279
OG0001295	MOUSE26503	ASTMX12041
OG0001295	MOUSE05234, MOUSE05238, MOUSE05235, MOUSE05236, MOUSE05237	ASTMX01466
OG0001295	MOUSE39784, MOUSE39783	ASTMX20307
OG0001296	MOUSE08152, MOUSE08153	ASTMX10992
OG0001296	MOUSE20336, MOUSE20335	ASTMX05624
OG0001296	MOUSE24806	ASTMX16112
OG0001296	MOUSE24802, MOUSE24803, MOUSE24809	ASTMX16113
OG0001297	MOUSE02148, MOUSE02147, MOUSE44433, MOUSE02145, MOUSE02146	ASTMX18732
OG0001297	MOUSE44432	ASTMX17762
OG0001300	MOUSE52263	ASTMX06507
OG0001300	MOUSE12894	ASTMX16708
OG0001300	MOUSE54438, MOUSE54437, MOUSE54436	ASTMX01169
OG0001302	MOUSE33570	ASTMX00499
OG0001302	MOUSE32071, MOUSE32070	ASTMX18397
OG0001304	MOUSE11990, MOUSE11992	ASTMX10044
OG0001304	MOUSE49007, MOUSE49008, MOUSE49004, MOUSE49005	ASTMX00193
OG0001304	MOUSE32024, MOUSE32027	ASTMX03156
OG0001304	MOUSE28599, MOUSE28598	ASTMX11455
OG0001305	MOUSE48792, MOUSE48793, MOUSE48791	ASTMX08560, ASTMX14309
OG0001305	MOUSE25601	ASTMX09612
OG0001305	MOUSE31727, MOUSE31724, MOUSE31726	ASTMX19863, ASTMX03148
OG0001306	MOUSE33396, MOUSE33395, MOUSE33394, MOUSE33397	ASTMX15047, ASTMX12449
OG0001306	MOUSE25604, MOUSE25605	ASTMX07805
OG0001308	MOUSE00882	ASTMX12136
OG0001308	MOUSE03386	ASTMX14880
OG0001308	MOUSE36680, MOUSE36681, MOUSE36679, MOUSE36678	ASTMX11270
OG0001309	MOUSE08762, MOUSE08760, MOUSE08761	ASTMX18355, ASTMX18354, ASTMX18353, ASTMX17029, ASTMX13053, ASTMX15510
OG0001310	MOUSE27515, MOUSE27516	ASTMX09500
OG0001310	MOUSE21997, MOUSE21996	ASTMX15228, ASTMX19102
OG0001311	MOUSE03635	ASTMX15821, ASTMX19766
OG0001311	MOUSE11366, MOUSE11365, MOUSE11367	ASTMX21056
OG0001312	MOUSE01280, MOUSE15763, MOUSE19405, MOUSE15764, MOUSE15768, MOUSE15766, MOUSE15775, MOUSE15774, MOUSE15765, MOUSE15770, MOUSE15767, MOUSE15771, MOUSE15773, MOUSE15772, MOUSE15769	ASTMX21632, ASTMX06204
OG0001313	MOUSE50560, MOUSE50561	ASTMX09384
OG0001313	MOUSE16033, MOUSE16036	ASTMX06013
OG0001315	MOUSE05987	ASTMX16453
OG0001315	MOUSE38481	ASTMX21035
OG0001316	MOUSE36507, MOUSE36502, MOUSE36506, MOUSE36503, MOUSE36504	ASTMX11105
OG0001316	MOUSE38789	ASTMX06180
OG0001317	MOUSE54841, MOUSE35295, MOUSE35296, MOUSE35300, MOUSE35294, MOUSE35302, MOUSE35303, MOUSE35298, MOUSE35299, MOUSE35297	ASTMX07111
OG0001317	MOUSE25537	ASTMX20575
OG0001318	MOUSE42538, MOUSE42537, MOUSE42536	ASTMX01432
OG0001318	MOUSE16122	ASTMX07560
OG0001319	MOUSE52366, MOUSE52369, MOUSE52371	ASTMX21712
OG0001319	MOUSE53963, MOUSE53962	ASTMX18142, ASTMX04629
OG0001319	MOUSE52368, MOUSE52374, MOUSE52373, MOUSE52367	ASTMX16650
OG0001319	MOUSE52365	ASTMX21713
OG0001320	MOUSE32119, MOUSE32120	ASTMX02658
OG0001320	MOUSE27454	ASTMX12886
OG0001320	MOUSE18695	ASTMX12104
OG0001321	MOUSE17511, MOUSE30251, MOUSE30250	ASTMX01879, ASTMX15374
OG0001321	MOUSE51700, MOUSE51701	ASTMX06232
OG0001321	MOUSE17510, MOUSE17509	ASTMX07920
OG0001322	MOUSE46962, MOUSE46958, MOUSE46961, MOUSE46963, MOUSE46960, MOUSE46959	ASTMX01716
OG0001322	MOUSE43313, MOUSE43312, MOUSE43314, MOUSE43315	ASTMX16188
OG0001323	MOUSE08647	ASTMX03231
OG0001323	MOUSE20092	ASTMX03928, ASTMX19519
OG0001323	MOUSE07462, MOUSE07463	ASTMX04601
OG0001324	MOUSE15476, MOUSE15481, MOUSE15478, MOUSE15479, MOUSE15477, MOUSE15484, MOUSE15483	ASTMX04156
OG0001325	MOUSE31656, MOUSE31655, MOUSE31660, MOUSE31661, MOUSE31658, MOUSE31659, MOUSE31662, MOUSE31663	ASTMX03760, ASTMX19330, ASTMX19332, ASTMX19329
OG0001325	MOUSE31664	ASTMX03771
OG0001325	MOUSE31666	ASTMX19331
OG0001326	MOUSE21119, MOUSE21120	ASTMX02799
OG0001326	MOUSE21838, MOUSE21837	ASTMX05995
OG0001326	MOUSE21836	ASTMX05996, ASTMX13210
OG0001326	MOUSE21270, MOUSE21269	ASTMX06599, ASTMX08581
OG0001327	MOUSE41523	ASTMX01100
OG0001327	MOUSE02265	ASTMX18676
OG0001327	MOUSE23421, MOUSE23422	ASTMX05552
OG0001329	MOUSE08547	ASTMX07142, ASTMX13340
OG0001329	MOUSE48234	ASTMX03753
OG0001330	MOUSE46366, MOUSE46367	ASTMX04462, ASTMX17075
OG0001330	MOUSE04618	ASTMX04383, ASTMX12196
OG0001330	MOUSE37523, MOUSE37526, MOUSE37525	ASTMX19685
OG0001330	MOUSE46368	ASTMX12195
OG0001331	MOUSE36112, MOUSE36111	ASTMX11613
OG0001332	MOUSE32701	ASTMX08248, ASTMX16970
OG0001333	MOUSE14060	ASTMX05919
OG0001333	MOUSE16928	ASTMX07699
OG0001335	MOUSE01402, MOUSE01401	ASTMX06933, ASTMX02947
OG0001337	MOUSE10508, MOUSE10512, MOUSE10511, MOUSE10509, MOUSE10510	ASTMX05953, ASTMX13440
OG0001337	MOUSE33641, MOUSE33640	ASTMX17317
OG0001338	MOUSE31297	ASTMX02848
OG0001338	MOUSE09403	ASTMX02429, ASTMX07774
OG0001338	MOUSE01674	ASTMX04951
OG0001338	MOUSE31790	ASTMX02380
OG0001338	MOUSE32713, MOUSE32712	ASTMX09048
OG0001339	MOUSE18089, MOUSE18088	ASTMX08150, ASTMX03817
OG0001339	MOUSE21394	ASTMX01525
OG0001341	MOUSE19790	ASTMX04021, ASTMX18606
OG0001344	MOUSE40566	ASTMX12839
OG0001344	MOUSE53469, MOUSE53472, MOUSE53478, MOUSE53471, MOUSE53809, MOUSE53818, MOUSE53815, MOUSE53476, MOUSE53816, MOUSE53803, MOUSE53811, MOUSE53470, MOUSE53813, MOUSE53812, MOUSE53482, MOUSE53829, MOUSE53824, MOUSE53820, MOUSE53822, MOUSE53823, MOUSE53821, MOUSE53473, MOUSE53826, MOUSE53475, MOUSE53479, MOUSE53805, MOUSE53806, MOUSE53477, MOUSE53480, MOUSE53474	ASTMX12838
OG0001345	MOUSE40648, MOUSE40646, MOUSE40645, MOUSE40650	ASTMX17745
OG0001348	MOUSE47536, MOUSE47535, MOUSE47539, MOUSE47537, MOUSE47534	ASTMX09799, ASTMX08553
OG0001348	MOUSE54111, MOUSE54110, MOUSE54109, MOUSE54108	ASTMX19294
OG0001350	MOUSE33383, MOUSE33385	ASTMX06475
OG0001350	MOUSE28075, MOUSE33384	ASTMX15964
OG0001351	MOUSE53708, MOUSE54418, MOUSE54417, MOUSE54414, MOUSE54415, MOUSE54416, MOUSE54419	ASTMX15206
OG0001351	MOUSE53703, MOUSE53704, MOUSE53705, MOUSE53702, MOUSE53710, MOUSE53709	ASTMX00127, ASTMX00552
OG0001352	MOUSE32130	ASTMX15246, ASTMX15247, ASTMX00804
OG0001353	MOUSE28164	ASTMX14151
OG0001353	MOUSE28376, MOUSE28374, MOUSE28375	ASTMX13745
OG0001354	MOUSE24350	ASTMX11901
OG0001354	MOUSE48871	ASTMX15487
OG0001354	MOUSE33520, MOUSE33519	ASTMX02827
OG0001354	MOUSE32659	ASTMX19253
OG0001355	MOUSE47620, MOUSE47621	ASTMX22296
OG0001355	MOUSE09535, MOUSE09533, MOUSE09534, MOUSE09531, MOUSE09532, MOUSE09530	ASTMX03894
OG0001355	MOUSE21465	ASTMX05031, ASTMX05922
OG0001356	MOUSE40775, MOUSE40776	ASTMX10756, ASTMX02115
OG0001356	MOUSE14515	ASTMX00629
OG0001356	MOUSE53513, MOUSE53514	ASTMX19357
OG0001357	MOUSE18665	ASTMX19807
OG0001357	MOUSE20275	ASTMX13049, ASTMX01586
OG0001357	MOUSE27396, MOUSE27395, MOUSE27398, MOUSE27400, MOUSE27397, MOUSE27399	ASTMX13683
OG0001357	MOUSE43353, MOUSE43351, MOUSE43352, MOUSE43349, MOUSE43350, MOUSE43348, MOUSE43354, MOUSE43355, MOUSE43347, MOUSE43357, MOUSE43356	ASTMX13930
OG0001358	MOUSE00109	ASTMX08140
OG0001358	MOUSE16147	ASTMX02990, ASTMX13721
OG0001358	MOUSE53991	ASTMX08819
OG0001358	MOUSE00108, MOUSE00106	ASTMX08141, ASTMX10244
OG0001359	MOUSE18395, MOUSE18397, MOUSE18396	ASTMX02428, ASTMX11942
OG0001359	MOUSE27667, MOUSE27665, MOUSE27666, MOUSE27669, MOUSE27664, MOUSE27663, MOUSE27668, MOUSE27670	ASTMX17796
OG0001359	MOUSE30417	ASTMX09162
OG0001360	MOUSE31605, MOUSE31603	ASTMX19584
OG0001361	MOUSE27263, MOUSE27261	ASTMX01071, ASTMX20061
OG0001361	MOUSE14333, MOUSE14332, MOUSE14325	ASTMX16172
OG0001362	MOUSE06305, MOUSE06304, MOUSE06303	ASTMX11654
OG0001362	MOUSE03929, MOUSE03930	ASTMX11652
OG0001363	MOUSE23857, MOUSE23858, MOUSE23859	ASTMX08285
OG0001364	MOUSE38339, MOUSE38340	ASTMX17782, ASTMX06972
OG0001364	MOUSE22895, MOUSE22898, MOUSE22903, MOUSE22894, MOUSE22892, MOUSE22893, MOUSE22896	ASTMX17850
OG0001365	MOUSE55380	ASTMX00017
OG0001365	MOUSE31576, MOUSE31575, MOUSE31578, MOUSE31577, MOUSE31579, MOUSE31580	ASTMX18825, ASTMX17303
OG0001366	MOUSE08702, MOUSE08703	ASTMX01928
OG0001366	MOUSE22123	ASTMX19346
OG0001366	MOUSE08701, MOUSE08700	ASTMX14131
OG0001366	MOUSE22122	ASTMX18739
OG0001367	MOUSE18613, MOUSE18611	ASTMX11729, ASTMX19617
OG0001367	MOUSE06729, MOUSE06730	ASTMX13008, ASTMX20021
OG0001368	MOUSE28166	ASTMX03257
OG0001368	MOUSE07621, MOUSE07620	ASTMX15096, ASTMX16548
OG0001369	MOUSE52653, MOUSE52654, MOUSE52652, MOUSE52655	ASTMX00950, ASTMX16841
OG0001369	MOUSE23428, MOUSE23430, MOUSE23429, MOUSE23431	ASTMX05553
OG0001369	MOUSE02306	ASTMX14417
OG0001370	MOUSE44772	ASTMX09028
OG0001370	MOUSE22367	ASTMX12996
OG0001371	MOUSE06358	ASTMX10538
OG0001372	MOUSE31956	ASTMX06020
OG0001373	MOUSE46190, MOUSE46185, MOUSE46187, MOUSE46188, MOUSE46186	ASTMX07702, ASTMX20451
OG0001373	MOUSE03915, MOUSE03913, MOUSE03914	ASTMX17338
OG0001373	MOUSE03916, MOUSE46189	ASTMX22761
OG0001373	MOUSE14054, MOUSE14057, MOUSE14055, MOUSE14058	ASTMX07731
OG0001374	MOUSE30663, MOUSE30662, MOUSE30664, MOUSE30665	ASTMX18408, ASTMX04259
OG0001374	MOUSE01133	ASTMX21457
OG0001375	MOUSE00315	ASTMX12879
OG0001375	MOUSE34217	ASTMX05755, ASTMX08713
OG0001376	MOUSE50547, MOUSE50549, MOUSE50548, MOUSE50550	ASTMX11290
OG0001376	MOUSE43474	ASTMX15861
OG0001376	MOUSE16176, MOUSE16175, MOUSE16179, MOUSE16177, MOUSE16180, MOUSE16178	ASTMX00150, ASTMX18887
OG0001377	MOUSE27906	ASTMX02709
OG0001377	MOUSE21433	ASTMX03269
OG0001378	MOUSE12733	ASTMX18038
OG0001378	MOUSE12734	ASTMX12590
OG0001378	MOUSE46833	ASTMX15728
OG0001378	MOUSE36025	ASTMX14012
OG0001378	MOUSE19415	ASTMX04632
OG0001379	MOUSE45251, MOUSE52412, MOUSE52413	ASTMX08769
OG0001379	MOUSE45252, MOUSE45253	ASTMX03014
OG0001380	MOUSE19249	ASTMX12187
OG0001380	MOUSE45642, MOUSE45644, MOUSE45647, MOUSE45650, MOUSE45651, MOUSE45649, MOUSE45648, MOUSE45641, MOUSE45646, MOUSE45645, MOUSE45638, MOUSE45643, MOUSE45637, MOUSE45640, MOUSE45639, MOUSE45636	ASTMX16524
OG0001380	MOUSE36336, MOUSE36340, MOUSE36339, MOUSE36337, MOUSE36335, MOUSE36338	ASTMX23050, ASTMX17026
OG0001381	MOUSE01621, MOUSE01624	ASTMX02347
OG0001381	MOUSE44555, MOUSE44558	ASTMX14705
OG0001381	MOUSE20741	ASTMX10023, ASTMX03370
OG0001382	MOUSE44037, MOUSE44039, MOUSE44034, MOUSE44032, MOUSE44033, MOUSE44031	ASTMX22770, ASTMX17021
OG0001383	MOUSE25588, MOUSE25593, MOUSE25587, MOUSE25592, MOUSE25591, MOUSE25590	ASTMX16017
OG0001384	MOUSE12866, MOUSE12857, MOUSE12854, MOUSE12859	ASTMX02250
OG0001384	MOUSE12543	ASTMX07280
OG0001385	MOUSE33981, MOUSE33982	ASTMX12141
OG0001386	MOUSE05401	ASTMX10454
OG0001387	MOUSE22077, MOUSE22076, MOUSE22079, MOUSE22080, MOUSE22081	ASTMX07864
OG0001387	MOUSE22078, MOUSE02479	ASTMX14247, ASTMX08858
OG0001388	MOUSE54505, MOUSE55435, MOUSE55417	ASTMX09590, ASTMX20153
OG0001388	MOUSE54796, MOUSE54797, MOUSE54795	ASTMX01154
OG0001389	MOUSE54990, MOUSE54991	ASTMX20254
OG0001389	MOUSE39134, MOUSE39133, MOUSE39132	ASTMX01112
OG0001389	MOUSE48763	ASTMX08261, ASTMX17570
OG0001389	MOUSE03363, MOUSE03362	ASTMX03746
OG0001390	MOUSE10013	ASTMX20982, ASTMX17481, ASTMX20981
OG0001390	MOUSE53421, MOUSE53420, MOUSE53416, MOUSE53417	ASTMX22009
OG0001390	MOUSE02102	ASTMX07276
OG0001390	MOUSE31154, MOUSE31153, MOUSE31155	ASTMX15839, ASTMX15918
OG0001394	MOUSE12533	ASTMX10688
OG0001394	MOUSE48056	ASTMX11802
OG0001394	MOUSE48057	ASTMX15905
OG0001395	MOUSE16562, MOUSE55244	ASTMX02518
OG0001395	MOUSE54770, MOUSE54769, MOUSE54771, MOUSE54768, MOUSE54772	ASTMX01129
OG0001395	MOUSE55238, MOUSE55240	ASTMX06152
OG0001397	MOUSE09428	ASTMX08012
OG0001397	MOUSE21175, MOUSE21174, MOUSE21173	ASTMX19505
OG0001397	MOUSE21261	ASTMX01488
OG0001399	MOUSE12867	ASTMX06124
OG0001399	MOUSE28523	ASTMX11454
OG0001399	MOUSE49010, MOUSE49011, MOUSE49012	ASTMX00428
OG0001400	MOUSE05263, MOUSE05262	ASTMX01461, ASTMX15365
OG0001400	MOUSE26520, MOUSE26518, MOUSE26517, MOUSE26519	ASTMX12046
OG0001400	MOUSE39778, MOUSE39779, MOUSE39777, MOUSE39773, MOUSE39774, MOUSE39776, MOUSE39775	ASTMX21798, ASTMX01897
OG0001401	MOUSE52247	ASTMX06505, ASTMX08424
OG0001401	MOUSE53733	ASTMX22162
OG0001402	MOUSE02784, MOUSE02782, MOUSE02785, MOUSE02786, MOUSE02783	ASTMX12851, ASTMX11974
OG0001402	MOUSE46565, MOUSE46566, MOUSE46564, MOUSE46562, MOUSE46563	ASTMX07328
OG0001402	MOUSE04864, MOUSE04865	ASTMX11686
OG0001403	MOUSE04710, MOUSE04711	ASTMX21751, ASTMX11295, ASTMX18514
OG0001403	MOUSE35469, MOUSE35470, MOUSE37540, MOUSE37539, MOUSE37541	ASTMX13183
OG0001404	MOUSE17030, MOUSE17028, MOUSE17029	ASTMX03622
OG0001404	MOUSE34766, MOUSE34765, MOUSE34767	ASTMX05687
OG0001405	MOUSE49710	ASTMX02582
OG0001405	MOUSE53396	ASTMX07521, ASTMX17122, ASTMX07520
OG0001406	MOUSE29564, MOUSE29562, MOUSE29566, MOUSE29561, MOUSE29565	ASTMX11154
OG0001406	MOUSE04058	ASTMX06992
OG0001406	MOUSE54156, MOUSE54159, MOUSE54160, MOUSE54155, MOUSE54157, MOUSE54158	ASTMX15717
OG0001408	MOUSE25484, MOUSE25485	ASTMX08971
OG0001408	MOUSE31265, MOUSE31266	ASTMX18903
OG0001409	MOUSE43073, MOUSE43072	ASTMX06764, ASTMX08743
OG0001409	MOUSE15819, MOUSE15820	ASTMX16438, ASTMX11918
OG0001410	MOUSE22570, MOUSE22569, MOUSE22568	ASTMX14683
OG0001410	MOUSE29320, MOUSE29323, MOUSE29321	ASTMX11950
OG0001411	MOUSE36550	ASTMX12471
OG0001412	MOUSE37383	ASTMX19014
OG0001413	MOUSE37829, MOUSE37830	ASTMX19024
OG0001414	MOUSE02910	ASTMX02756
OG0001416	MOUSE34919, MOUSE34918, MOUSE34917, MOUSE34915, MOUSE34916	ASTMX00724, ASTMX04812
OG0001417	MOUSE19933	ASTMX08035, ASTMX09578
OG0001417	MOUSE05282	ASTMX15359, ASTMX02876
OG0001418	MOUSE48894	ASTMX11591, ASTMX19434
OG0001418	MOUSE33585, MOUSE33584, MOUSE33582, MOUSE33583	ASTMX05467
OG0001418	MOUSE48523, MOUSE48522	ASTMX02896
OG0001418	MOUSE10457, MOUSE10451, MOUSE10456, MOUSE10455, MOUSE10454, MOUSE10453, MOUSE10452	ASTMX19463
OG0001419	MOUSE24456	ASTMX03239
OG0001419	MOUSE27366, MOUSE27363, MOUSE27364, MOUSE27365	ASTMX17546, ASTMX11003
OG0001420	MOUSE07329	ASTMX04576
