Orthogroup	MOUSE	NEMVE
OG0001141	MOUSE09631, MOUSE09629, MOUSE09627, MOUSE09626, MOUSE09630, MOUSE09633, MOUSE09632, MOUSE09634, MOUSE09635, MOUSE09628, MOUSE09625, MOUSE09623, MOUSE09621, MOUSE09619, MOUSE09620, MOUSE09624, MOUSE09622	NEMVE13888
OG0001142	MOUSE20269, MOUSE20265, MOUSE20263, MOUSE20266, MOUSE20264	NEMVE20807, NEMVE13380
OG0001143	MOUSE39141, MOUSE51998, MOUSE51999, MOUSE52002, MOUSE52001, MOUSE52000, MOUSE51997, MOUSE32545, MOUSE30698, MOUSE30699	NEMVE07319
OG0001144	MOUSE14867, MOUSE14868, MOUSE14873, MOUSE14874, MOUSE14871, MOUSE14869, MOUSE14872, MOUSE26472, MOUSE26474, MOUSE26475, MOUSE26469, MOUSE26468, MOUSE26470, MOUSE26471, MOUSE26473, MOUSE39831, MOUSE39830, MOUSE39832	NEMVE02135
OG0001146	MOUSE15550, MOUSE15549, MOUSE15547, MOUSE15548, MOUSE15551, MOUSE15552, MOUSE15553, MOUSE15554, MOUSE35011, MOUSE35010, MOUSE35009, MOUSE35008, MOUSE35006, MOUSE35007, MOUSE35012, MOUSE04052, MOUSE04050, MOUSE04051, MOUSE04053	NEMVE18037, NEMVE07073
OG0001148	MOUSE53365	NEMVE24407
OG0001148	MOUSE53363, MOUSE53361	NEMVE09889
OG0001155	MOUSE09402	NEMVE18709
OG0001155	MOUSE04565	NEMVE14646
OG0001156	MOUSE14565, MOUSE14566, MOUSE14560, MOUSE14564, MOUSE14562, MOUSE14568, MOUSE14567, MOUSE14561, MOUSE14563, MOUSE05676, MOUSE05671, MOUSE05675, MOUSE05672, MOUSE06929, MOUSE06928, MOUSE06927, MOUSE06930, MOUSE06931, MOUSE23041, MOUSE23040	NEMVE14927
OG0001158	MOUSE28956, MOUSE28955, MOUSE28958, MOUSE28961, MOUSE28960, MOUSE28959, MOUSE19682, MOUSE19683, MOUSE28962	NEMVE13124
OG0001159	MOUSE06681, MOUSE06680, MOUSE13400, MOUSE13401	NEMVE02254
OG0001161	MOUSE11704, MOUSE51823, MOUSE51825, MOUSE51822, MOUSE51824, MOUSE51821, MOUSE32420, MOUSE32421, MOUSE32419	NEMVE13207
OG0001162	MOUSE51208, MOUSE51204, MOUSE51206, MOUSE51207, MOUSE51209, MOUSE51205, MOUSE16164, MOUSE16165	NEMVE23909, NEMVE23908, NEMVE22577
OG0001163	MOUSE21150, MOUSE21152, MOUSE21149, MOUSE21151	NEMVE01640
OG0001164	MOUSE35809, MOUSE35808, MOUSE35802, MOUSE35803, MOUSE35806, MOUSE35805, MOUSE35815, MOUSE35813, MOUSE35814, MOUSE35807, MOUSE35811	NEMVE07314
OG0001165	MOUSE21674	NEMVE15007
OG0001165	MOUSE53722	NEMVE15056
OG0001166	MOUSE18158, MOUSE18154, MOUSE18157, MOUSE18161, MOUSE18155, MOUSE18159, MOUSE18160, MOUSE18156, MOUSE07672, MOUSE07673, MOUSE20319, MOUSE20320	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900
OG0001167	MOUSE08062, MOUSE08061, MOUSE08060, MOUSE08059, MOUSE08058, MOUSE03052	NEMVE01035
OG0001168	MOUSE08773, MOUSE08775, MOUSE08772, MOUSE28772, MOUSE28774, MOUSE28776, MOUSE28778, MOUSE28777, MOUSE49342, MOUSE28775, MOUSE28773, MOUSE49343, MOUSE49344	NEMVE14002
OG0001169	MOUSE45327, MOUSE45328, MOUSE45326, MOUSE45332, MOUSE45333, MOUSE45331, MOUSE45330, MOUSE45329, MOUSE50165, MOUSE50167, MOUSE50164, MOUSE50163, MOUSE50166	NEMVE22495
OG0001170	MOUSE52116, MOUSE16457, MOUSE16456, MOUSE16453, MOUSE16454, MOUSE16451, MOUSE16450, MOUSE16452, MOUSE54756, MOUSE52117, MOUSE52115, MOUSE52114, MOUSE16455	NEMVE01927
OG0001171	MOUSE00273, MOUSE00265, MOUSE00271, MOUSE00268, MOUSE00270, MOUSE00272, MOUSE28610, MOUSE28611	NEMVE08775
OG0001172	MOUSE18937, MOUSE22349	NEMVE14607
OG0001172	MOUSE22242, MOUSE35215, MOUSE05716	NEMVE13977
OG0001174	MOUSE14404, MOUSE40968, MOUSE40967, MOUSE40966, MOUSE40969	NEMVE06466
OG0001175	MOUSE47768, MOUSE27822	NEMVE18808, NEMVE00944
OG0001176	MOUSE51321, MOUSE30173, MOUSE30172, MOUSE48645	NEMVE06025
OG0001176	MOUSE48355, MOUSE48354, MOUSE11547, MOUSE11548	NEMVE04714
OG0001177	MOUSE18974, MOUSE02843	NEMVE07007
OG0001178	MOUSE33286, MOUSE33287	NEMVE13445, NEMVE00910
OG0001178	MOUSE55434, MOUSE53697, MOUSE53698, MOUSE53696, MOUSE53699	NEMVE14023
OG0001181	MOUSE25135, MOUSE25133, MOUSE25132, MOUSE25129, MOUSE25130, MOUSE25131, MOUSE05285, MOUSE05284, MOUSE05286, MOUSE05283	NEMVE04930
OG0001183	MOUSE05711, MOUSE05710, MOUSE05708, MOUSE05709	NEMVE20715, NEMVE02043
OG0001184	MOUSE17556, MOUSE17557	NEMVE23775
OG0001184	MOUSE26991, MOUSE26992, MOUSE26989, MOUSE26990	NEMVE05038
OG0001185	MOUSE34188, MOUSE34187, MOUSE34189, MOUSE34190, MOUSE34186, MOUSE00151, MOUSE00154, MOUSE00152, MOUSE00153	NEMVE15207
OG0001186	MOUSE19689, MOUSE49888, MOUSE49887	NEMVE07796
OG0001186	MOUSE49824, MOUSE49829, MOUSE49825, MOUSE49826, MOUSE49828	NEMVE14205
OG0001188	MOUSE18724, MOUSE18725	NEMVE04912
OG0001189	MOUSE29263, MOUSE29267, MOUSE29265, MOUSE29266, MOUSE29261, MOUSE29264, MOUSE29262, MOUSE06856, MOUSE06854, MOUSE06855, MOUSE21523, MOUSE06857, MOUSE21528, MOUSE21527	NEMVE24274
OG0001190	MOUSE34554, MOUSE47657, MOUSE47658, MOUSE47659, MOUSE47660, MOUSE34550, MOUSE34553, MOUSE34551, MOUSE34549, MOUSE34547, MOUSE34546, MOUSE34548, MOUSE34552	NEMVE07335, NEMVE20942
OG0001191	MOUSE12783, MOUSE12784, MOUSE00924, MOUSE00927, MOUSE19181	NEMVE02357
OG0001196	MOUSE43590, MOUSE43587, MOUSE43586, MOUSE43588, MOUSE43591, MOUSE24318, MOUSE24319, MOUSE24316	NEMVE08224, NEMVE12229
OG0001197	MOUSE20318	NEMVE01874
OG0001197	MOUSE39856, MOUSE39857, MOUSE39858, MOUSE26526, MOUSE26525	NEMVE22522, NEMVE09933
OG0001198	MOUSE01331, MOUSE51388, MOUSE51389	NEMVE24571
OG0001198	MOUSE14453, MOUSE14451, MOUSE14452	NEMVE18549
OG0001198	MOUSE46948, MOUSE46947	NEMVE22207, NEMVE25198, NEMVE00766
OG0001199	MOUSE00199, MOUSE00196, MOUSE00198, MOUSE00197	NEMVE23802, NEMVE12602
OG0001200	MOUSE07973, MOUSE07972, MOUSE07970, MOUSE07971, MOUSE07974	NEMVE09033
OG0001201	MOUSE28584, MOUSE13815	NEMVE09573
OG0001202	MOUSE36133, MOUSE36134, MOUSE36132	NEMVE18910, NEMVE19217
OG0001203	MOUSE07235, MOUSE20363, MOUSE20364, MOUSE07234, MOUSE18700, MOUSE18702, MOUSE18699	NEMVE06946
OG0001204	MOUSE05024, MOUSE05026, MOUSE05025	NEMVE16401
OG0001205	MOUSE08235, MOUSE08237	NEMVE09608
OG0001205	MOUSE30103, MOUSE30104	NEMVE12458
OG0001207	MOUSE23357, MOUSE23358	NEMVE05326
OG0001207	MOUSE05847, MOUSE19129	NEMVE07504
OG0001208	MOUSE26418, MOUSE26416, MOUSE26415, MOUSE26419, MOUSE26417, MOUSE38954, MOUSE38955, MOUSE38952, MOUSE38953	NEMVE13141
OG0001209	MOUSE48013, MOUSE48016, MOUSE48015, MOUSE48017, MOUSE48014	NEMVE13903
OG0001210	MOUSE52269	NEMVE24102
OG0001211	MOUSE25178, MOUSE25179, MOUSE05184, MOUSE25180, MOUSE05183, MOUSE30599, MOUSE30606, MOUSE30604, MOUSE30608, MOUSE30610, MOUSE30609, MOUSE30607, MOUSE30602, MOUSE30603, MOUSE30605, MOUSE30598, MOUSE30600, MOUSE30597, MOUSE30601, MOUSE30577, MOUSE30578, MOUSE25177, MOUSE05182	NEMVE14313
OG0001212	MOUSE29621, MOUSE29618, MOUSE29620, MOUSE29619	NEMVE08966, NEMVE10705
OG0001212	MOUSE29623, MOUSE29624, MOUSE29625, MOUSE29622	NEMVE02933, NEMVE00040
OG0001213	MOUSE46717, MOUSE46716, MOUSE46715	NEMVE09096
OG0001213	MOUSE37458	NEMVE14427
OG0001214	MOUSE25114	NEMVE06648
OG0001214	MOUSE02294, MOUSE02293	NEMVE05859
OG0001215	MOUSE08734, MOUSE08735, MOUSE19131, MOUSE19132, MOUSE14747, MOUSE14748, MOUSE14746, MOUSE14745, MOUSE14744	NEMVE25378
OG0001216	MOUSE04150, MOUSE41652, MOUSE04149	NEMVE13574
OG0001218	MOUSE04037, MOUSE04038	NEMVE00795
OG0001218	MOUSE41470, MOUSE41466, MOUSE41467, MOUSE41468, MOUSE34978, MOUSE34980, MOUSE34979, MOUSE04035, MOUSE04034, MOUSE04033	NEMVE21894
OG0001219	MOUSE03413, MOUSE22192, MOUSE22191, MOUSE03411, MOUSE30324, MOUSE30320, MOUSE30322, MOUSE51467, MOUSE51466, MOUSE51465	NEMVE22457
OG0001220	MOUSE37900, MOUSE37901, MOUSE37902, MOUSE37904, MOUSE37898, MOUSE37899	NEMVE01931
OG0001220	MOUSE01424	NEMVE23904
OG0001221	MOUSE12352, MOUSE12358, MOUSE12355, MOUSE12353	NEMVE10455, NEMVE21175
OG0001224	MOUSE34784, MOUSE34792, MOUSE34790, MOUSE34787, MOUSE34785, MOUSE34793, MOUSE34788, MOUSE34791, MOUSE34786, MOUSE34789, MOUSE34780, MOUSE34781, MOUSE34782, MOUSE34783, MOUSE43304, MOUSE43303, MOUSE43301, MOUSE43300, MOUSE43298, MOUSE43299, MOUSE34794	NEMVE18437
OG0001225	MOUSE44566, MOUSE44565, MOUSE44564, MOUSE20743, MOUSE01626	NEMVE24191
OG0001230	MOUSE13727, MOUSE33959, MOUSE33964, MOUSE33960, MOUSE33958, MOUSE33963, MOUSE33961	NEMVE14462
OG0001231	MOUSE07311, MOUSE07310, MOUSE18761, MOUSE18760, MOUSE18763, MOUSE18762	NEMVE18418
OG0001232	MOUSE16918	NEMVE08692
OG0001234	MOUSE19084, MOUSE49352	NEMVE18230, NEMVE12291
OG0001236	MOUSE43548, MOUSE43547	NEMVE24358
OG0001236	MOUSE32862, MOUSE55034, MOUSE03175	NEMVE20150
OG0001238	MOUSE09449	NEMVE14613
OG0001238	MOUSE53338, MOUSE53337, MOUSE53334, MOUSE53336, MOUSE53335, MOUSE05724, MOUSE14724	NEMVE05651
OG0001239	MOUSE39125, MOUSE39126, MOUSE39130, MOUSE39124, MOUSE39127, MOUSE39128, MOUSE39123, MOUSE39129, MOUSE10900, MOUSE10899, MOUSE10897, MOUSE10896, MOUSE10898, MOUSE10895, MOUSE39131	NEMVE13393
OG0001240	MOUSE44694, MOUSE44691, MOUSE44692, MOUSE44689, MOUSE30170, MOUSE09640, MOUSE09641, MOUSE09643, MOUSE09642, MOUSE09644	NEMVE12044, NEMVE01922
OG0001241	MOUSE28271	NEMVE23698
OG0001241	MOUSE13111, MOUSE13112, MOUSE13113, MOUSE54117	NEMVE22413
OG0001243	MOUSE48006, MOUSE48010, MOUSE48011, MOUSE48005, MOUSE48012, MOUSE51749, MOUSE51750, MOUSE51747, MOUSE51748	NEMVE04580
OG0001245	MOUSE19159, MOUSE39984, MOUSE39985, MOUSE00988, MOUSE00989, MOUSE00990	NEMVE23124
OG0001247	MOUSE53759, MOUSE39462, MOUSE39463, MOUSE41058, MOUSE53757, MOUSE53755, MOUSE53758, MOUSE53756, MOUSE41059	NEMVE03420
OG0001248	MOUSE22966, MOUSE22967, MOUSE22968, MOUSE35498, MOUSE35495, MOUSE02365, MOUSE02364, MOUSE35496, MOUSE22969	NEMVE14608
OG0001249	MOUSE50138, MOUSE50139, MOUSE18428, MOUSE32916, MOUSE32917, MOUSE33692, MOUSE33693, MOUSE18429, MOUSE18431, MOUSE18430	NEMVE08338
OG0001250	MOUSE05083, MOUSE05082, MOUSE05080, MOUSE05081, MOUSE05079, MOUSE48689, MOUSE48694, MOUSE48691, MOUSE48693, MOUSE03759, MOUSE03761, MOUSE03762, MOUSE03760, MOUSE03758, MOUSE03757, MOUSE03763, MOUSE03764, MOUSE48692	NEMVE07058
OG0001251	MOUSE12321	NEMVE15250
OG0001251	MOUSE12317, MOUSE12318, MOUSE12320, MOUSE12319, MOUSE12322, MOUSE12323, MOUSE12316	NEMVE05777
OG0001252	MOUSE48386, MOUSE48387, MOUSE48388, MOUSE31394, MOUSE31395, MOUSE31396, MOUSE31397, MOUSE31393, MOUSE01415, MOUSE01416, MOUSE01414	NEMVE05179
OG0001253	MOUSE14428, MOUSE17305, MOUSE17304, MOUSE14429, MOUSE17299, MOUSE17303, MOUSE17301, MOUSE17300, MOUSE17302	NEMVE14445
OG0001254	MOUSE27593, MOUSE27595, MOUSE27596	NEMVE20396
OG0001254	MOUSE23171, MOUSE23169, MOUSE23170, MOUSE27590, MOUSE27591, MOUSE27592	NEMVE01446, NEMVE14277
OG0001256	MOUSE16607, MOUSE16606	NEMVE11467, NEMVE20435
OG0001261	MOUSE30117, MOUSE30118, MOUSE45624, MOUSE45621, MOUSE45627, MOUSE45626, MOUSE45623, MOUSE45625	NEMVE12600, NEMVE24381
OG0001262	MOUSE25438	NEMVE20477, NEMVE18940, NEMVE25315
OG0001263	MOUSE47783, MOUSE11081, MOUSE11080	NEMVE01880
OG0001264	MOUSE49815, MOUSE28325, MOUSE28323, MOUSE28324, MOUSE28327, MOUSE28322, MOUSE28326, MOUSE49812, MOUSE49814, MOUSE49813, MOUSE32092, MOUSE32093, MOUSE32094	NEMVE09188
OG0001266	MOUSE18605, MOUSE18603, MOUSE18604, MOUSE28501	NEMVE14615, NEMVE13420, NEMVE23687
OG0001267	MOUSE48061	NEMVE25606
OG0001267	MOUSE38165, MOUSE38164, MOUSE37871, MOUSE20495	NEMVE22271
OG0001268	MOUSE36602, MOUSE36603	NEMVE13796
OG0001268	MOUSE55418, MOUSE53751	NEMVE10358
OG0001270	MOUSE16996	NEMVE21909, NEMVE12078
OG0001270	MOUSE15064	NEMVE22554
OG0001271	MOUSE35510, MOUSE35509, MOUSE05864, MOUSE05862, MOUSE05863, MOUSE14691	NEMVE16016, NEMVE12266
OG0001272	MOUSE07100, MOUSE46331, MOUSE32891, MOUSE32892, MOUSE46332, MOUSE04684, MOUSE32617	NEMVE24865
OG0001273	MOUSE44880, MOUSE44879, MOUSE44878, MOUSE44882, MOUSE44881, MOUSE48442, MOUSE48441, MOUSE48440, MOUSE10259, MOUSE10261, MOUSE10257, MOUSE10254, MOUSE10251, MOUSE10258, MOUSE10252, MOUSE10260, MOUSE10253	NEMVE06058
OG0001274	MOUSE31851, MOUSE31850, MOUSE31857, MOUSE31856, MOUSE31852, MOUSE31854, MOUSE31853, MOUSE31858, MOUSE18476, MOUSE25711, MOUSE25713, MOUSE25714, MOUSE25708, MOUSE31855	NEMVE24783
OG0001275	MOUSE00535	NEMVE14795
OG0001276	MOUSE45279, MOUSE45280, MOUSE45278, MOUSE19359	NEMVE24658
OG0001278	MOUSE06444, MOUSE06445, MOUSE06443, MOUSE06442, MOUSE24602	NEMVE22456
OG0001278	MOUSE13838	NEMVE08441
OG0001279	MOUSE43221, MOUSE43228, MOUSE43223, MOUSE43226, MOUSE43225, MOUSE08244, MOUSE08245, MOUSE43227, MOUSE43224, MOUSE43222	NEMVE06730
OG0001280	MOUSE44896, MOUSE44895, MOUSE44898, MOUSE18406, MOUSE33000, MOUSE33001, MOUSE33002, MOUSE32998, MOUSE32999	NEMVE15111, NEMVE13261
OG0001281	MOUSE20442	NEMVE06870
OG0001282	MOUSE04240, MOUSE29444, MOUSE04236, MOUSE04239, MOUSE04238, MOUSE04237, MOUSE29443, MOUSE29440, MOUSE29442	NEMVE13494
OG0001284	MOUSE39659	NEMVE15039
OG0001284	MOUSE27610	NEMVE12745, NEMVE19495
OG0001285	MOUSE35854, MOUSE35849, MOUSE35850, MOUSE35853, MOUSE46667, MOUSE46670, MOUSE46673, MOUSE46669, MOUSE46674, MOUSE46675, MOUSE46676, MOUSE46671, MOUSE46672, MOUSE46677, MOUSE47845, MOUSE47848, MOUSE47846, MOUSE35851, MOUSE35852, MOUSE47851	NEMVE07034
OG0001286	MOUSE47132	NEMVE08364
OG0001287	MOUSE03490, MOUSE03492, MOUSE03491, MOUSE03488, MOUSE03489, MOUSE36811, MOUSE00735, MOUSE00733, MOUSE00734, MOUSE38003, MOUSE38002, MOUSE36810, MOUSE36815, MOUSE36813, MOUSE36812, MOUSE36809, MOUSE53856, MOUSE53855, MOUSE53857	NEMVE13851
OG0001288	MOUSE51561, MOUSE10349	NEMVE20273
OG0001290	MOUSE19544, MOUSE27700, MOUSE27699, MOUSE27698, MOUSE49084, MOUSE49085	NEMVE22813, NEMVE07506
OG0001291	MOUSE12798, MOUSE12799, MOUSE31626, MOUSE31627, MOUSE11027, MOUSE11026, MOUSE11025, MOUSE11024	NEMVE25091
OG0001293	MOUSE37967, MOUSE37970, MOUSE37968, MOUSE37979, MOUSE37969, MOUSE20502, MOUSE20501, MOUSE04801, MOUSE04802	NEMVE24929
OG0001294	MOUSE07556, MOUSE07561, MOUSE07558	NEMVE10810
OG0001295	MOUSE26503	NEMVE10114
OG0001296	MOUSE08152, MOUSE08153, MOUSE20336, MOUSE20335, MOUSE24806, MOUSE24807, MOUSE24802, MOUSE24803, MOUSE24809, MOUSE24801, MOUSE24808, MOUSE24805	NEMVE10339
OG0001297	MOUSE02143, MOUSE02148, MOUSE02147, MOUSE44433, MOUSE02145, MOUSE02146, MOUSE02144, MOUSE23625, MOUSE44432	NEMVE03104
OG0001300	MOUSE52263, MOUSE12894, MOUSE54438, MOUSE54437, MOUSE54436	NEMVE13700, NEMVE10660, NEMVE19269
OG0001302	MOUSE33570	NEMVE11902
OG0001302	MOUSE32071, MOUSE32070	NEMVE17610
OG0001304	MOUSE11990, MOUSE11992, MOUSE49007, MOUSE49008, MOUSE49004, MOUSE49005, MOUSE32024, MOUSE32027, MOUSE28599, MOUSE28598	NEMVE01937
OG0001305	MOUSE48792, MOUSE48793, MOUSE48791, MOUSE25601, MOUSE31727, MOUSE31724, MOUSE31726	NEMVE06825
OG0001306	MOUSE33396, MOUSE33395, MOUSE33394, MOUSE33397	NEMVE16218
OG0001306	MOUSE25604, MOUSE25605	NEMVE08625
OG0001308	MOUSE00882, MOUSE00883, MOUSE00881, MOUSE00884, MOUSE00885, MOUSE03386, MOUSE36680, MOUSE36681, MOUSE36679, MOUSE36678	NEMVE00513, NEMVE16301, NEMVE11684, NEMVE06230
OG0001309	MOUSE08762, MOUSE08760, MOUSE08761	NEMVE23002, NEMVE18542
OG0001310	MOUSE27515, MOUSE27516	NEMVE22452
OG0001310	MOUSE21997, MOUSE21996	NEMVE14637
OG0001311	MOUSE03635, MOUSE11366, MOUSE11365, MOUSE11367	NEMVE05964, NEMVE03793
OG0001312	MOUSE01280, MOUSE15763, MOUSE19405, MOUSE15764, MOUSE15768, MOUSE15766, MOUSE15775, MOUSE15774, MOUSE15765, MOUSE15770, MOUSE15767, MOUSE15771, MOUSE15773, MOUSE15772, MOUSE15769	NEMVE14791, NEMVE14787
OG0001317	MOUSE54841, MOUSE35295, MOUSE35296, MOUSE35300, MOUSE35294, MOUSE35302, MOUSE35303, MOUSE35298, MOUSE35299, MOUSE35297	NEMVE01591
OG0001317	MOUSE25537	NEMVE13378
OG0001318	MOUSE42538, MOUSE42537, MOUSE42536	NEMVE22575
OG0001318	MOUSE16122	NEMVE14651
OG0001319	MOUSE53963, MOUSE53962, MOUSE52368, MOUSE52374, MOUSE52373, MOUSE52367	NEMVE01465
OG0001320	MOUSE32119, MOUSE32120	NEMVE10295
OG0001320	MOUSE27454, MOUSE18695	NEMVE25688
OG0001321	MOUSE51700, MOUSE51701, MOUSE17510, MOUSE17509	NEMVE21741, NEMVE15029
OG0001322	MOUSE46962, MOUSE46958, MOUSE46961, MOUSE46963, MOUSE46960, MOUSE46959	NEMVE14406
OG0001322	MOUSE43313, MOUSE43312, MOUSE43314, MOUSE43315	NEMVE05068, NEMVE21787
OG0001323	MOUSE08647, MOUSE20092, MOUSE43334, MOUSE07462, MOUSE07463, MOUSE43332, MOUSE43331	NEMVE11887
OG0001324	MOUSE15476, MOUSE15481, MOUSE15478, MOUSE15479, MOUSE15477, MOUSE15484, MOUSE15483, MOUSE15480	NEMVE19268, NEMVE11187
OG0001326	MOUSE21119, MOUSE21120, MOUSE21838, MOUSE21837, MOUSE21836, MOUSE21270, MOUSE21269	NEMVE14355
OG0001327	MOUSE41523	NEMVE09298
OG0001327	MOUSE02265, MOUSE23421, MOUSE23422	NEMVE15997
OG0001329	MOUSE08547, MOUSE48234, MOUSE55350, MOUSE55349, MOUSE55351	NEMVE06386
OG0001330	MOUSE46366, MOUSE46367, MOUSE04618, MOUSE37523, MOUSE37526, MOUSE37525, MOUSE46368	NEMVE14535
OG0001331	MOUSE36112, MOUSE36111, MOUSE03117	NEMVE23983
OG0001332	MOUSE32701	NEMVE10338
OG0001335	MOUSE32303, MOUSE32302	NEMVE06061
OG0001337	MOUSE33642, MOUSE32282, MOUSE32281, MOUSE32283	NEMVE04512, NEMVE11126
OG0001337	MOUSE05084, MOUSE10508, MOUSE10512, MOUSE10511, MOUSE10509, MOUSE10510, MOUSE33641, MOUSE33640	NEMVE05602
OG0001339	MOUSE18089, MOUSE18088	NEMVE09406
OG0001339	MOUSE21394	NEMVE21011
OG0001341	MOUSE19790	NEMVE00960, NEMVE01284
OG0001344	MOUSE40566, MOUSE53469, MOUSE53472, MOUSE53478, MOUSE53471, MOUSE53809, MOUSE53818, MOUSE53815, MOUSE53476, MOUSE53816, MOUSE53803, MOUSE53811, MOUSE53470, MOUSE53813, MOUSE53812, MOUSE53482, MOUSE53829, MOUSE53824, MOUSE53820, MOUSE53822, MOUSE53823, MOUSE53821, MOUSE53473, MOUSE53826, MOUSE53475, MOUSE53479, MOUSE53805, MOUSE53806, MOUSE53477, MOUSE53480, MOUSE53474	NEMVE22371
OG0001345	MOUSE40648, MOUSE40646, MOUSE40645, MOUSE40650	NEMVE15150
OG0001348	MOUSE47536, MOUSE47535, MOUSE47539, MOUSE47537, MOUSE47534, MOUSE54111, MOUSE54110, MOUSE54109, MOUSE54108	NEMVE25188
OG0001350	MOUSE33383	NEMVE17281, NEMVE14117, NEMVE13044
OG0001351	MOUSE53707, MOUSE53708, MOUSE54418, MOUSE54417, MOUSE54414, MOUSE54415, MOUSE54416, MOUSE54419, MOUSE53703, MOUSE53704, MOUSE53705, MOUSE53702, MOUSE53710, MOUSE53709	NEMVE17590
OG0001352	MOUSE32130	NEMVE14525, NEMVE21813
OG0001353	MOUSE28164	NEMVE14778
OG0001353	MOUSE28376, MOUSE28374, MOUSE28375	NEMVE14645
OG0001354	MOUSE30958, MOUSE24350	NEMVE15993
OG0001354	MOUSE48871, MOUSE33520, MOUSE33519, MOUSE32659	NEMVE15994, NEMVE05871
OG0001355	MOUSE09535, MOUSE09533, MOUSE09534, MOUSE09531, MOUSE09532, MOUSE09530, MOUSE35930, MOUSE21465	NEMVE14405
OG0001356	MOUSE40775, MOUSE40776, MOUSE14515, MOUSE53513, MOUSE53514	NEMVE04630
OG0001357	MOUSE43358, MOUSE18665, MOUSE20275, MOUSE27396, MOUSE27395, MOUSE27398, MOUSE27400, MOUSE27397, MOUSE27399, MOUSE43353, MOUSE43351, MOUSE43352, MOUSE43349, MOUSE43350, MOUSE43348, MOUSE43354, MOUSE43355, MOUSE43347, MOUSE43357, MOUSE43356	NEMVE07199
OG0001358	MOUSE00109	NEMVE11838
OG0001360	MOUSE31602, MOUSE31601, MOUSE31605, MOUSE31603	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456
OG0001361	MOUSE14324	NEMVE13054
OG0001362	MOUSE06305, MOUSE06304, MOUSE06303	NEMVE13199
OG0001363	MOUSE23857, MOUSE23858, MOUSE23859	NEMVE24406
OG0001364	MOUSE38339, MOUSE38340, MOUSE22895, MOUSE22898, MOUSE22903, MOUSE22894, MOUSE22892, MOUSE22893, MOUSE22896	NEMVE25546, NEMVE21006
OG0001366	MOUSE08702, MOUSE08703, MOUSE22123, MOUSE08704	NEMVE15255
OG0001367	MOUSE28593, MOUSE28595, MOUSE28594, MOUSE18613, MOUSE18611, MOUSE06729, MOUSE06730	NEMVE10311
OG0001368	MOUSE28166, MOUSE07621, MOUSE07620	NEMVE04773, NEMVE01407
OG0001369	MOUSE52653, MOUSE52654, MOUSE52652, MOUSE52655, MOUSE23428, MOUSE23430, MOUSE23429, MOUSE23431, MOUSE02306	NEMVE07342
OG0001370	MOUSE44772	NEMVE16952
OG0001370	MOUSE22367	NEMVE14662
OG0001371	MOUSE06358	NEMVE13180, NEMVE10017, NEMVE03671
OG0001372	MOUSE31956	NEMVE14621, NEMVE12678
OG0001373	MOUSE46190, MOUSE46185, MOUSE46187, MOUSE46188, MOUSE46186, MOUSE03915, MOUSE03913, MOUSE03914, MOUSE03916, MOUSE46189, MOUSE14054, MOUSE14057, MOUSE14055, MOUSE14058	NEMVE13198
OG0001375	MOUSE00315, MOUSE34217	NEMVE06380
OG0001376	MOUSE50547, MOUSE50549, MOUSE50548, MOUSE50550, MOUSE43474, MOUSE16176, MOUSE16175, MOUSE16179, MOUSE16177, MOUSE16180, MOUSE16178	NEMVE14506
OG0001377	MOUSE27906, MOUSE21433	NEMVE18187
OG0001378	MOUSE12733, MOUSE46829, MOUSE12734, MOUSE46833, MOUSE36025, MOUSE19414, MOUSE19415, MOUSE46831	NEMVE14996
OG0001379	MOUSE45251, MOUSE52412, MOUSE52413, MOUSE45252, MOUSE45253	NEMVE14262
OG0001380	MOUSE19249, MOUSE45642, MOUSE45644, MOUSE45647, MOUSE45650, MOUSE45651, MOUSE45649, MOUSE45648, MOUSE45641, MOUSE45646, MOUSE45645, MOUSE45638, MOUSE45643, MOUSE45637, MOUSE45640, MOUSE45639, MOUSE45636, MOUSE36336, MOUSE36340, MOUSE36339, MOUSE36337, MOUSE36335, MOUSE36338	NEMVE10957
OG0001381	MOUSE01621, MOUSE01624, MOUSE44555, MOUSE44558, MOUSE20741, MOUSE44559	NEMVE08816
OG0001382	MOUSE44030, MOUSE44026, MOUSE44027, MOUSE44028, MOUSE44025, MOUSE44029, MOUSE44035, MOUSE44036	NEMVE18444
OG0001383	MOUSE25588, MOUSE25593, MOUSE25587, MOUSE25592, MOUSE25591, MOUSE25590, MOUSE24448, MOUSE27507	NEMVE09447
OG0001384	MOUSE12863	NEMVE06735
OG0001384	MOUSE12866, MOUSE12857, MOUSE12854, MOUSE12859, MOUSE12543	NEMVE03030
OG0001384	MOUSE12855, MOUSE12860, MOUSE12852, MOUSE12856, MOUSE12853, MOUSE12858, MOUSE12862, MOUSE12865, MOUSE12864, MOUSE12861, MOUSE12547, MOUSE12542	NEMVE09646
OG0001386	MOUSE10954	NEMVE06336
OG0001388	MOUSE54505, MOUSE55435, MOUSE55417, MOUSE54796, MOUSE54797, MOUSE54795	NEMVE08765
