Orthogroup	MOUSE	SCHMD
OG0001017	MOUSE35530, MOUSE35531, MOUSE35532	SCHMD16755
OG0001018	MOUSE16373	SCHMD08153
OG0001019	MOUSE13939, MOUSE28201, MOUSE28202	SCHMD15171
OG0001023	MOUSE44227, MOUSE44222, MOUSE44224, MOUSE44226, MOUSE44223, MOUSE44221, MOUSE44219, MOUSE44220, MOUSE44225	SCHMD07708, SCHMD18630, SCHMD28291
OG0001023	MOUSE45797, MOUSE41558, MOUSE41559	SCHMD19902
OG0001026	MOUSE04738	SCHMD14301
OG0001028	MOUSE01684, MOUSE01682, MOUSE01681, MOUSE51609, MOUSE51621, MOUSE51618, MOUSE51619, MOUSE51617, MOUSE51608, MOUSE51611, MOUSE51607, MOUSE51612, MOUSE51614, MOUSE51610, MOUSE51615, MOUSE32885, MOUSE32884, MOUSE32887, MOUSE32888, MOUSE32886, MOUSE20675, MOUSE20676	SCHMD01474, SCHMD11482
OG0001029	MOUSE48969, MOUSE12460, MOUSE12461	SCHMD04839, SCHMD00804, SCHMD00805
OG0001030	MOUSE08274, MOUSE08271, MOUSE08269, MOUSE28021, MOUSE28022	SCHMD08464
OG0001031	MOUSE21148	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644
OG0001031	MOUSE37026	SCHMD21518, SCHMD21621, SCHMD16193, SCHMD12815, SCHMD19646, SCHMD16992, SCHMD17709, SCHMD09373
OG0001032	MOUSE18479, MOUSE18481, MOUSE18477, MOUSE18478	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282
OG0001033	MOUSE36688, MOUSE36687, MOUSE40431, MOUSE40429	SCHMD11399, SCHMD23908
OG0001033	MOUSE33551, MOUSE33552, MOUSE32234, MOUSE01529	SCHMD10492
OG0001036	MOUSE28929	SCHMD03745
OG0001036	MOUSE28928, MOUSE28925, MOUSE09303	SCHMD20768, SCHMD09235
OG0001036	MOUSE28927, MOUSE28926	SCHMD05156
OG0001037	MOUSE25630, MOUSE25632, MOUSE25634, MOUSE25631, MOUSE25633, MOUSE31738, MOUSE31741, MOUSE31740, MOUSE31739, MOUSE31743, MOUSE31742	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259
OG0001038	MOUSE36177, MOUSE36179, MOUSE36181, MOUSE36180, MOUSE36183, MOUSE03194, MOUSE21059, MOUSE21061, MOUSE21060, MOUSE36178	SCHMD26628, SCHMD09164, SCHMD14733, SCHMD14734
OG0001039	MOUSE15341, MOUSE15342, MOUSE15340, MOUSE15339	SCHMD01764
OG0001042	MOUSE55167, MOUSE55166, MOUSE55164, MOUSE55165, MOUSE40726, MOUSE40728, MOUSE40729, MOUSE40727, MOUSE41292, MOUSE41290, MOUSE41291	SCHMD11839
OG0001046	MOUSE16970, MOUSE14166, MOUSE14168, MOUSE14167, MOUSE14165, MOUSE44312, MOUSE44313, MOUSE06289, MOUSE06290, MOUSE06286, MOUSE06285, MOUSE06288	SCHMD05104, SCHMD02045, SCHMD11124
OG0001047	MOUSE45174, MOUSE45170, MOUSE45115, MOUSE54595	SCHMD28420
OG0001048	MOUSE40596, MOUSE40597, MOUSE40595, MOUSE11458, MOUSE11459, MOUSE11457, MOUSE36981, MOUSE36982, MOUSE36983, MOUSE11460	SCHMD12160
OG0001049	MOUSE29515, MOUSE29516	SCHMD16614
OG0001050	MOUSE44745	SCHMD04667
OG0001050	MOUSE18063, MOUSE44746, MOUSE44744, MOUSE30206, MOUSE30205	SCHMD03458
OG0001052	MOUSE36902, MOUSE36905	SCHMD09988
OG0001053	MOUSE05349, MOUSE39893, MOUSE02657, MOUSE26572	SCHMD25503, SCHMD22630
OG0001059	MOUSE19051	SCHMD17881
OG0001059	MOUSE06554	SCHMD18020
OG0001060	MOUSE14270	SCHMD12337, SCHMD14762, SCHMD05051
OG0001062	MOUSE31785	SCHMD17907, SCHMD23601, SCHMD22530
OG0001062	MOUSE47367, MOUSE31787, MOUSE31788, MOUSE31786	SCHMD24440, SCHMD23600, SCHMD17910
OG0001066	MOUSE06657	SCHMD24046, SCHMD10767
OG0001068	MOUSE34006, MOUSE34010, MOUSE29499, MOUSE29495, MOUSE29497, MOUSE29494, MOUSE29496, MOUSE29498, MOUSE34007, MOUSE34011, MOUSE34009, MOUSE34004, MOUSE34005, MOUSE34008	SCHMD00936
OG0001070	MOUSE42333, MOUSE42332, MOUSE45733, MOUSE47005, MOUSE47006, MOUSE47003, MOUSE47004, MOUSE09843	SCHMD15531
OG0001072	MOUSE37374, MOUSE37375, MOUSE39399	SCHMD24459, SCHMD27893
OG0001073	MOUSE19348, MOUSE19347, MOUSE19349, MOUSE19345, MOUSE19346, MOUSE54847, MOUSE54846, MOUSE54845, MOUSE12977, MOUSE12979, MOUSE12976	SCHMD00478
OG0001073	MOUSE12978	SCHMD00479, SCHMD05949
OG0001075	MOUSE06818	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771
OG0001076	MOUSE38870, MOUSE38871, MOUSE38872, MOUSE36450, MOUSE36452, MOUSE36451, MOUSE36453, MOUSE36454	SCHMD07131
OG0001078	MOUSE14310, MOUSE17245, MOUSE27022, MOUSE27027	SCHMD20731, SCHMD25766
OG0001079	MOUSE31079, MOUSE31080, MOUSE39091, MOUSE53562	SCHMD27223
OG0001080	MOUSE50489, MOUSE50488, MOUSE50490	SCHMD08586
OG0001080	MOUSE43745, MOUSE32058, MOUSE32057, MOUSE32055, MOUSE32056, MOUSE43743	SCHMD15438, SCHMD19176
OG0001080	MOUSE43744	SCHMD05782, SCHMD22091
OG0001081	MOUSE44218, MOUSE44217	SCHMD05425
OG0001083	MOUSE00912, MOUSE00913, MOUSE19180, MOUSE12820, MOUSE12819, MOUSE40225, MOUSE40226	SCHMD07690
OG0001084	MOUSE06940	SCHMD10718
OG0001084	MOUSE06941	SCHMD10717
OG0001085	MOUSE40824, MOUSE40823, MOUSE40825, MOUSE40826, MOUSE40827, MOUSE40829, MOUSE53553, MOUSE53556, MOUSE53552, MOUSE53551, MOUSE39040, MOUSE39039, MOUSE18292, MOUSE18283, MOUSE18291, MOUSE18285	SCHMD03894
OG0001086	MOUSE43391, MOUSE43393, MOUSE43392, MOUSE43390, MOUSE43394, MOUSE43395, MOUSE07544, MOUSE07546, MOUSE07547, MOUSE07548, MOUSE07550, MOUSE07549, MOUSE07545, MOUSE20197, MOUSE20198, MOUSE20199	SCHMD14120
OG0001088	MOUSE07723, MOUSE07722, MOUSE07721	SCHMD01007, SCHMD19898, SCHMD23791
OG0001089	MOUSE43018, MOUSE15947	SCHMD10517
OG0001090	MOUSE22596, MOUSE22597, MOUSE22595, MOUSE22594	SCHMD03349, SCHMD20311
OG0001090	MOUSE22593	SCHMD27970, SCHMD02491, SCHMD22171, SCHMD15052, SCHMD14871, SCHMD23868, SCHMD00934, SCHMD02957, SCHMD02170, SCHMD23588, SCHMD18161, SCHMD24510, SCHMD25428, SCHMD28135, SCHMD05847, SCHMD13313, SCHMD09556, SCHMD06679, SCHMD00092, SCHMD03303, SCHMD27352, SCHMD03833, SCHMD14325, SCHMD12843, SCHMD25555, SCHMD14278, SCHMD22966, SCHMD27178, SCHMD23857
OG0001091	MOUSE26429, MOUSE05169, MOUSE38963, MOUSE38962, MOUSE38960, MOUSE38961, MOUSE26427, MOUSE26428, MOUSE26425, MOUSE05170, MOUSE26426	SCHMD13206, SCHMD15908
OG0001092	MOUSE30127	SCHMD17999
OG0001093	MOUSE38937, MOUSE38936, MOUSE38933, MOUSE38940, MOUSE38938, MOUSE38934, MOUSE38935, MOUSE38932, MOUSE38939, MOUSE05160, MOUSE05161	SCHMD16772
OG0001094	MOUSE28049, MOUSE07073, MOUSE20159, MOUSE20160, MOUSE07072	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662
OG0001101	MOUSE41244, MOUSE41246, MOUSE41245, MOUSE41243	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685
OG0001101	MOUSE55171	SCHMD23171
OG0001102	MOUSE28026, MOUSE28027	SCHMD06311
OG0001104	MOUSE35689, MOUSE35690	SCHMD14895, SCHMD18516, SCHMD03705
OG0001108	MOUSE14807, MOUSE38129, MOUSE38128	SCHMD08133
OG0001112	MOUSE23123, MOUSE23122, MOUSE13097	SCHMD26529, SCHMD08447
OG0001113	MOUSE14213	SCHMD04717
OG0001113	MOUSE00908, MOUSE52286	SCHMD10085
OG0001113	MOUSE06432	SCHMD08665, SCHMD03992
OG0001114	MOUSE51574, MOUSE51573, MOUSE30316, MOUSE30317, MOUSE51577, MOUSE51576, MOUSE51579, MOUSE51580, MOUSE51575, MOUSE51581, MOUSE30318	SCHMD27710, SCHMD15592, SCHMD14156
OG0001116	MOUSE05315	SCHMD19491
OG0001116	MOUSE25078, MOUSE05311, MOUSE05316, MOUSE05318, MOUSE05312, MOUSE05314, MOUSE05321, MOUSE05317, MOUSE05313, MOUSE05320, MOUSE05310	SCHMD04023
OG0001117	MOUSE23208, MOUSE23207, MOUSE28243, MOUSE28244, MOUSE28247, MOUSE28248, MOUSE28246, MOUSE28245, MOUSE12315, MOUSE12314, MOUSE12312, MOUSE12313	SCHMD18856
OG0001118	MOUSE45854, MOUSE45855, MOUSE14440, MOUSE14437	SCHMD22443
OG0001119	MOUSE52035	SCHMD23323
OG0001121	MOUSE16615, MOUSE01274, MOUSE01275, MOUSE16614, MOUSE16616, MOUSE01272	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994
OG0001123	MOUSE52428, MOUSE52427, MOUSE52429	SCHMD02756
OG0001123	MOUSE52430	SCHMD02755, SCHMD22573, SCHMD28528, SCHMD01636, SCHMD08373
OG0001124	MOUSE06528, MOUSE06527, MOUSE06526, MOUSE53543, MOUSE53521, MOUSE53533, MOUSE53525, MOUSE53529, MOUSE53532, MOUSE53519, MOUSE53542, MOUSE53524, MOUSE53530, MOUSE53536, MOUSE53535, MOUSE53523, MOUSE53527, MOUSE53528, MOUSE53534, MOUSE53522, MOUSE53544, MOUSE53545, MOUSE53546	SCHMD24013
OG0001126	MOUSE04156, MOUSE04157	SCHMD17192
OG0001127	MOUSE49981	SCHMD06664
OG0001128	MOUSE08081, MOUSE08083, MOUSE08084, MOUSE08085, MOUSE08082, MOUSE42773, MOUSE24638, MOUSE24639, MOUSE24641, MOUSE24642, MOUSE24646, MOUSE24644, MOUSE24640, MOUSE24645, MOUSE24643	SCHMD08323
OG0001129	MOUSE49537, MOUSE49538, MOUSE32104	SCHMD15504, SCHMD18282, SCHMD05846
OG0001130	MOUSE23183, MOUSE23181, MOUSE23179, MOUSE23180, MOUSE23178, MOUSE23182	SCHMD04030
OG0001133	MOUSE17666, MOUSE17665	SCHMD18643
OG0001133	MOUSE10581	SCHMD29299, SCHMD19714
OG0001135	MOUSE05099, MOUSE17160, MOUSE17018	SCHMD28946
OG0001136	MOUSE01519, MOUSE01518, MOUSE19515, MOUSE51766, MOUSE51761, MOUSE51768, MOUSE51767, MOUSE51763, MOUSE51762	SCHMD09640
OG0001138	MOUSE02531, MOUSE02530, MOUSE08511, MOUSE08510, MOUSE08509, MOUSE52336, MOUSE52335	SCHMD00170
OG0001139	MOUSE17307, MOUSE17308, MOUSE14337, MOUSE14338, MOUSE47081, MOUSE47084, MOUSE47083, MOUSE47085	SCHMD00334
OG0001140	MOUSE13457, MOUSE34019, MOUSE06768, MOUSE06770, MOUSE34122	SCHMD22679, SCHMD17712, SCHMD14631, SCHMD02111, SCHMD16673, SCHMD18031, SCHMD24981, SCHMD17350, SCHMD11695, SCHMD21848, SCHMD22963, SCHMD14630, SCHMD17713, SCHMD26239, SCHMD04472
OG0001141	MOUSE09631, MOUSE09629, MOUSE09627, MOUSE09626, MOUSE09630, MOUSE09633, MOUSE09632, MOUSE09634, MOUSE09635, MOUSE09628, MOUSE09625, MOUSE09623, MOUSE09621, MOUSE09619, MOUSE09620, MOUSE09624, MOUSE09622	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658
OG0001142	MOUSE20269, MOUSE20265, MOUSE20263, MOUSE20266, MOUSE20264	SCHMD12785, SCHMD19807, SCHMD09379
OG0001143	MOUSE39141, MOUSE51998, MOUSE51999, MOUSE52002, MOUSE52001, MOUSE52000, MOUSE51997, MOUSE32545, MOUSE30698, MOUSE30699	SCHMD05178
OG0001146	MOUSE15550, MOUSE15549, MOUSE15547, MOUSE15548, MOUSE15551, MOUSE15552, MOUSE15553, MOUSE15554, MOUSE35011, MOUSE35010, MOUSE35009, MOUSE35008, MOUSE35006, MOUSE35007, MOUSE35012, MOUSE04052, MOUSE04050, MOUSE04051, MOUSE04053	SCHMD06189
OG0001148	MOUSE53365	SCHMD02133, SCHMD02134, SCHMD22264, SCHMD25588
OG0001149	MOUSE17721, MOUSE17720, MOUSE17719, MOUSE31773, MOUSE31774	SCHMD16336, SCHMD29633
OG0001155	MOUSE09402	SCHMD01897
OG0001156	MOUSE14565, MOUSE14566, MOUSE14560, MOUSE14564, MOUSE14562, MOUSE14568, MOUSE14567, MOUSE14561, MOUSE14563, MOUSE05676, MOUSE05671, MOUSE05675, MOUSE05672, MOUSE06929, MOUSE06928, MOUSE06927, MOUSE06930, MOUSE06931, MOUSE23041, MOUSE23040	SCHMD11390
OG0001158	MOUSE28961, MOUSE28960, MOUSE28959, MOUSE19682, MOUSE19683	SCHMD01514, SCHMD06104, SCHMD00376
OG0001160	MOUSE01860	SCHMD20666
OG0001161	MOUSE51823, MOUSE51825, MOUSE51822, MOUSE51824, MOUSE51821, MOUSE32420, MOUSE32421, MOUSE32419	SCHMD27832, SCHMD10429, SCHMD10428
OG0001162	MOUSE51208, MOUSE51204, MOUSE51206, MOUSE51207, MOUSE51209, MOUSE51205, MOUSE16164, MOUSE16165	SCHMD04355, SCHMD04356
OG0001164	MOUSE35809, MOUSE35808, MOUSE35802, MOUSE35803, MOUSE35806, MOUSE35805, MOUSE35815, MOUSE35813, MOUSE35814, MOUSE35807, MOUSE35811, MOUSE35812	SCHMD22065
OG0001165	MOUSE21674	SCHMD11819
OG0001165	MOUSE53722	SCHMD07378, SCHMD22157, SCHMD03644, SCHMD08052, SCHMD12131
OG0001167	MOUSE08062, MOUSE08061, MOUSE08060, MOUSE08059, MOUSE08058, MOUSE03052	SCHMD08043, SCHMD04406
OG0001168	MOUSE28778, MOUSE28777, MOUSE49342	SCHMD13073
OG0001171	MOUSE21550	SCHMD07172
OG0001172	MOUSE18937, MOUSE22349	SCHMD19335
OG0001175	MOUSE27823	SCHMD29294
OG0001175	MOUSE47769	SCHMD29072
OG0001175	MOUSE47768, MOUSE27822	SCHMD18473
OG0001176	MOUSE51321, MOUSE30173, MOUSE30172, MOUSE48645	SCHMD14886
OG0001178	MOUSE33286, MOUSE33287	SCHMD07684
OG0001178	MOUSE55434, MOUSE53697, MOUSE53698, MOUSE53696, MOUSE53699	SCHMD13713
OG0001179	MOUSE28734, MOUSE28732, MOUSE28733, MOUSE28729, MOUSE28730	SCHMD26379
OG0001181	MOUSE25135, MOUSE25133, MOUSE25132, MOUSE25129, MOUSE25130, MOUSE25131, MOUSE05285, MOUSE05284, MOUSE05286, MOUSE05283	SCHMD21797
OG0001183	MOUSE05711, MOUSE05710, MOUSE05708, MOUSE05709	SCHMD25354, SCHMD18351, SCHMD24868, SCHMD15726, SCHMD18352, SCHMD01499, SCHMD23054, SCHMD29166, SCHMD15725, SCHMD02325
OG0001184	MOUSE17556, MOUSE17557	SCHMD12752
OG0001184	MOUSE26991, MOUSE26992, MOUSE26989, MOUSE26990	SCHMD29753, SCHMD15110, SCHMD23640
OG0001185	MOUSE34188, MOUSE34187, MOUSE34189, MOUSE34190, MOUSE34186, MOUSE00151, MOUSE00154, MOUSE00152, MOUSE00153	SCHMD23236
OG0001186	MOUSE19689, MOUSE49888, MOUSE49887	SCHMD20610
OG0001186	MOUSE49824, MOUSE49829, MOUSE49825, MOUSE49826, MOUSE49828	SCHMD05037
OG0001188	MOUSE18724, MOUSE18725	SCHMD05963, SCHMD14167
OG0001189	MOUSE29267, MOUSE29265, MOUSE29266, MOUSE29261, MOUSE29264, MOUSE29262, MOUSE06856, MOUSE06854, MOUSE06855, MOUSE21523, MOUSE06857	SCHMD17573, SCHMD27159, SCHMD05552
OG0001189	MOUSE21528, MOUSE21527	SCHMD23844
OG0001191	MOUSE12783, MOUSE12784, MOUSE00924, MOUSE00927, MOUSE19181	SCHMD11387
OG0001197	MOUSE20318	SCHMD06230
OG0001197	MOUSE39856, MOUSE39857, MOUSE39858, MOUSE26526, MOUSE26525	SCHMD16253
OG0001198	MOUSE14453	SCHMD05675
OG0001198	MOUSE14451, MOUSE14452	SCHMD25694, SCHMD06964
OG0001198	MOUSE46948, MOUSE46947	SCHMD04078
OG0001199	MOUSE00199, MOUSE00196, MOUSE00198, MOUSE00197	SCHMD17507, SCHMD14047
OG0001199	MOUSE12680, MOUSE12681, MOUSE12679	SCHMD17830
OG0001204	MOUSE37474, MOUSE05028, MOUSE05027, MOUSE37475, MOUSE37473, MOUSE05024, MOUSE05026, MOUSE05025	SCHMD08657, SCHMD22624, SCHMD10325
OG0001207	MOUSE23357, MOUSE23358, MOUSE05847, MOUSE19129	SCHMD07731
OG0001208	MOUSE26418, MOUSE26416, MOUSE26415, MOUSE26419, MOUSE26417, MOUSE38954, MOUSE38955, MOUSE38952, MOUSE38953	SCHMD11671, SCHMD13440, SCHMD22806
OG0001209	MOUSE48013, MOUSE48016, MOUSE48015, MOUSE48017, MOUSE48014	SCHMD22043, SCHMD28492
OG0001210	MOUSE28107	SCHMD19441
OG0001210	MOUSE52269	SCHMD03203
OG0001211	MOUSE25178, MOUSE25179, MOUSE05184, MOUSE25180, MOUSE05183	SCHMD16385, SCHMD14428
OG0001211	MOUSE30599, MOUSE30606, MOUSE30604, MOUSE30608, MOUSE30610, MOUSE30609, MOUSE30607, MOUSE30602, MOUSE30603, MOUSE30605, MOUSE30598, MOUSE30600, MOUSE30597, MOUSE30601, MOUSE30577, MOUSE30578	SCHMD25192, SCHMD09586
OG0001213	MOUSE46717, MOUSE46716, MOUSE46715	SCHMD01086
OG0001213	MOUSE37458	SCHMD23993, SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675
OG0001214	MOUSE25114	SCHMD22221
OG0001215	MOUSE08734, MOUSE08735, MOUSE19131, MOUSE19132, MOUSE14747, MOUSE14748, MOUSE14746, MOUSE14745, MOUSE14744	SCHMD25774
OG0001216	MOUSE49613	SCHMD13349
OG0001217	MOUSE54784, MOUSE55237, MOUSE55236, MOUSE00073, MOUSE00072	SCHMD18537
OG0001217	MOUSE34298, MOUSE00071, MOUSE00068, MOUSE00067, MOUSE00069, MOUSE00070	SCHMD21187, SCHMD21148
OG0001218	MOUSE04037, MOUSE04038	SCHMD03256
OG0001218	MOUSE41470, MOUSE41466, MOUSE41467, MOUSE41468, MOUSE34978, MOUSE34980, MOUSE34979, MOUSE04035, MOUSE04034, MOUSE04033	SCHMD03255
OG0001219	MOUSE03413, MOUSE22192, MOUSE22191, MOUSE03411, MOUSE30324, MOUSE30320, MOUSE30322, MOUSE51467, MOUSE51466, MOUSE51465	SCHMD09614, SCHMD00713
OG0001220	MOUSE01424	SCHMD07712
OG0001221	MOUSE12352, MOUSE12358, MOUSE12355, MOUSE12353	SCHMD16690
OG0001223	MOUSE32020, MOUSE49000, MOUSE49002, MOUSE49001, MOUSE11999, MOUSE28618, MOUSE28617, MOUSE28619, MOUSE28620, MOUSE28621	SCHMD08671
OG0001226	MOUSE34290, MOUSE16467, MOUSE16468, MOUSE16465, MOUSE16466, MOUSE54761, MOUSE52127, MOUSE52129, MOUSE52128, MOUSE34289, MOUSE16469	SCHMD21222
OG0001230	MOUSE33961	SCHMD04385, SCHMD04382, SCHMD28531
OG0001236	MOUSE43548, MOUSE43547	SCHMD08913, SCHMD03442
OG0001236	MOUSE41478, MOUSE10880, MOUSE48699, MOUSE41477, MOUSE41479	SCHMD14035
OG0001238	MOUSE09449, MOUSE53338, MOUSE53337, MOUSE53334, MOUSE53336, MOUSE53335, MOUSE05724, MOUSE14724	SCHMD09688
OG0001239	MOUSE10900	SCHMD22059, SCHMD04401, SCHMD16791
OG0001241	MOUSE28271	SCHMD04223
OG0001241	MOUSE13111, MOUSE13112, MOUSE13113, MOUSE54117	SCHMD16327
OG0001247	MOUSE53759	SCHMD01541, SCHMD06119
OG0001247	MOUSE41059	SCHMD06121
OG0001248	MOUSE35496, MOUSE22969	SCHMD28672, SCHMD29190, SCHMD17657
OG0001249	MOUSE32916, MOUSE32917, MOUSE33692, MOUSE33693, MOUSE18429, MOUSE18431, MOUSE18430	SCHMD01149
OG0001250	MOUSE05083, MOUSE05082, MOUSE05080, MOUSE05081, MOUSE05079, MOUSE48689, MOUSE48694, MOUSE48691, MOUSE48693, MOUSE03759, MOUSE03761, MOUSE03762, MOUSE03760, MOUSE03758, MOUSE03757, MOUSE03763, MOUSE03764, MOUSE48692	SCHMD08101, SCHMD04347
OG0001251	MOUSE49810, MOUSE49811, MOUSE12317, MOUSE12318, MOUSE12320, MOUSE12319, MOUSE12322, MOUSE12323, MOUSE12316	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715
OG0001254	MOUSE23171, MOUSE23169, MOUSE23170, MOUSE27590, MOUSE27591, MOUSE27592	SCHMD14258, SCHMD09217
OG0001255	MOUSE13697	SCHMD24572, SCHMD15801
OG0001256	MOUSE16607, MOUSE16606	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518
OG0001261	MOUSE30117, MOUSE30118, MOUSE45624, MOUSE45621, MOUSE45627, MOUSE45626, MOUSE45623, MOUSE45625	SCHMD13436
OG0001262	MOUSE25437, MOUSE17627, MOUSE17628, MOUSE17631, MOUSE17629, MOUSE17630	SCHMD20011
OG0001262	MOUSE25438	SCHMD20259
OG0001263	MOUSE05177, MOUSE47783, MOUSE11081, MOUSE11080, MOUSE05175, MOUSE05174, MOUSE05173, MOUSE05176, MOUSE05172	SCHMD17470
OG0001264	MOUSE49815, MOUSE28325, MOUSE28323, MOUSE28324, MOUSE28327, MOUSE28322, MOUSE28326, MOUSE49812, MOUSE49814, MOUSE49813, MOUSE32092, MOUSE32093, MOUSE32094	SCHMD27230, SCHMD17432
OG0001266	MOUSE18603, MOUSE18604, MOUSE28501	SCHMD10438
OG0001267	MOUSE38165, MOUSE38164, MOUSE37871, MOUSE20495	SCHMD05399
OG0001268	MOUSE36602, MOUSE36603	SCHMD01057
OG0001268	MOUSE52733	SCHMD24040
OG0001271	MOUSE35510, MOUSE35509, MOUSE05864, MOUSE05862, MOUSE05863, MOUSE14691	SCHMD05357
OG0001272	MOUSE46333, MOUSE46335, MOUSE46334	SCHMD27604, SCHMD21806
OG0001272	MOUSE07100, MOUSE46331, MOUSE32891, MOUSE32892, MOUSE46332, MOUSE04684, MOUSE32617	SCHMD22716, SCHMD09459
OG0001273	MOUSE44880, MOUSE44879, MOUSE44878, MOUSE44882, MOUSE44881, MOUSE48442, MOUSE48441, MOUSE48440, MOUSE10259, MOUSE10261, MOUSE10257, MOUSE10254, MOUSE10251, MOUSE10258, MOUSE10252, MOUSE10260, MOUSE10253, MOUSE48443	SCHMD13838, SCHMD25918, SCHMD21739
OG0001274	MOUSE31855	SCHMD04927, SCHMD06016
OG0001275	MOUSE00535	SCHMD12521
OG0001279	MOUSE43221, MOUSE43228, MOUSE43223, MOUSE43226, MOUSE43225, MOUSE08244, MOUSE08245, MOUSE43227, MOUSE43224, MOUSE43222, MOUSE08243, MOUSE08242, MOUSE24506, MOUSE24507	SCHMD06836
OG0001280	MOUSE44896, MOUSE44895, MOUSE44898, MOUSE18406, MOUSE33000, MOUSE33001, MOUSE33002, MOUSE32998, MOUSE32999	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884
OG0001282	MOUSE04240, MOUSE29444, MOUSE04236, MOUSE04239, MOUSE04238, MOUSE04237, MOUSE29443, MOUSE29440, MOUSE29442	SCHMD08025
OG0001282	MOUSE29441	SCHMD08022
OG0001284	MOUSE39659	SCHMD09316
OG0001284	MOUSE27610	SCHMD00434
OG0001285	MOUSE47851	SCHMD13791
OG0001286	MOUSE47132	SCHMD05790
OG0001287	MOUSE03490, MOUSE03492, MOUSE03491, MOUSE03488, MOUSE03489, MOUSE36811, MOUSE00735, MOUSE00733, MOUSE00734, MOUSE38003, MOUSE38002, MOUSE36810, MOUSE36815, MOUSE36813, MOUSE36812, MOUSE36809, MOUSE53856, MOUSE53855, MOUSE53857	SCHMD07530
OG0001291	MOUSE12798, MOUSE12799, MOUSE31626, MOUSE31627, MOUSE11027, MOUSE11026, MOUSE11025, MOUSE11024	SCHMD20641, SCHMD11793
OG0001294	MOUSE07556, MOUSE07561, MOUSE07558	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418
OG0001296	MOUSE08152, MOUSE08153, MOUSE20336, MOUSE20335, MOUSE24806, MOUSE24807, MOUSE24802, MOUSE24803, MOUSE24809, MOUSE24801, MOUSE24808, MOUSE24805	SCHMD20454, SCHMD11060
OG0001296	MOUSE20334	SCHMD07042, SCHMD11383
OG0001297	MOUSE02143, MOUSE02148, MOUSE02147, MOUSE44433, MOUSE02145, MOUSE02146, MOUSE02144, MOUSE23625, MOUSE44432	SCHMD10762
OG0001300	MOUSE52263, MOUSE12894, MOUSE54438, MOUSE54437, MOUSE54436	SCHMD00214, SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202
OG0001302	MOUSE33570	SCHMD13885
OG0001302	MOUSE32071, MOUSE32070	SCHMD08617, SCHMD27826
OG0001304	MOUSE11990, MOUSE11992, MOUSE49007, MOUSE49008, MOUSE49004, MOUSE49005, MOUSE32024, MOUSE32027, MOUSE28599, MOUSE28598	SCHMD13840
OG0001306	MOUSE33396, MOUSE33395, MOUSE33394, MOUSE33397	SCHMD04516
OG0001308	MOUSE00882, MOUSE00883, MOUSE00881, MOUSE00884, MOUSE00885, MOUSE03386, MOUSE36680, MOUSE36681, MOUSE36679, MOUSE36678	SCHMD08020
OG0001310	MOUSE27515, MOUSE27516	SCHMD19422
OG0001310	MOUSE21997, MOUSE21996	SCHMD09167
OG0001311	MOUSE03635	SCHMD05801
OG0001312	MOUSE01280, MOUSE15763, MOUSE19405, MOUSE15764, MOUSE15768, MOUSE15766, MOUSE15775, MOUSE15774, MOUSE15765, MOUSE15770, MOUSE15767, MOUSE15771, MOUSE15773, MOUSE15772, MOUSE15769	SCHMD02056, SCHMD02055
OG0001316	MOUSE36507, MOUSE36502, MOUSE36506, MOUSE36503, MOUSE36504, MOUSE38789	SCHMD15981
OG0001318	MOUSE42538, MOUSE42537, MOUSE42536	SCHMD07054
OG0001318	MOUSE16122	SCHMD16802
OG0001319	MOUSE53963, MOUSE53962, MOUSE52368, MOUSE52374, MOUSE52373, MOUSE52367	SCHMD14764
OG0001320	MOUSE32119, MOUSE32120	SCHMD01321, SCHMD01324, SCHMD01322
OG0001320	MOUSE27454, MOUSE18695	SCHMD05527
OG0001321	MOUSE51700, MOUSE51701	SCHMD23818
OG0001321	MOUSE17512, MOUSE51705, MOUSE51704	SCHMD02049
OG0001322	MOUSE46962, MOUSE46958, MOUSE46961, MOUSE46963, MOUSE46960, MOUSE46959, MOUSE43313, MOUSE43312, MOUSE43314, MOUSE43315	SCHMD09506
OG0001323	MOUSE08647, MOUSE20092, MOUSE43334, MOUSE07462, MOUSE07463, MOUSE43332, MOUSE43331	SCHMD14852, SCHMD22300
OG0001325	MOUSE31666	SCHMD05728
