Orthogroup	AENJA_ok	DANRE
OG0001523	AENJA_14135	DANRE12958, DANRE12959, DANRE12960, DANRE25465, DANRE25467, DANRE25466, DANRE12570, DANRE31026, DANRE31027, DANRE31028, DANRE12571, DANRE12568, DANRE12569
OG0001524	AENJA_19275	DANRE05747
OG0001524	AENJA_15536	DANRE39017, DANRE12804
OG0001525	AENJA_16414	DANRE38707
OG0001526	AENJA_16663	DANRE35186, DANRE35185, DANRE35187, DANRE19162, DANRE19163, DANRE26668
OG0001527	AENJA_16808	DANRE09760, DANRE09759
OG0001528	AENJA_17449	DANRE38209, DANRE24432, DANRE24433, DANRE26417, DANRE26416
OG0001529	AENJA_18632	DANRE36607, DANRE36723, DANRE22259, DANRE22260
OG0001531	AENJA_20341	DANRE05786, DANRE05785, DANRE22335, DANRE22337, DANRE22336, DANRE06652, DANRE06654, DANRE06651, DANRE20423, DANRE06653
OG0001532	AENJA_20708	DANRE23223, DANRE23222, DANRE02351, DANRE37910, DANRE13368, DANRE26575, DANRE26574
OG0001533	AENJA_20965	DANRE41403, DANRE35818, DANRE35817, DANRE42529
OG0001534	AENJA_21491, AENJA_21490	DANRE03599, DANRE30160, DANRE30161, DANRE03650, DANRE03598, DANRE29296, DANRE29295, DANRE03600, DANRE03597
OG0001536	AENJA_25332, AENJA_25327	DANRE14602
OG0001545	AENJA_00995	DANRE19325, DANRE12919, DANRE12920, DANRE09585, DANRE09584, DANRE13941, DANRE13940, DANRE19323, DANRE19324, DANRE19326
OG0001546	AENJA_02497	DANRE11502, DANRE11501, DANRE11499, DANRE04439, DANRE04438
OG0001549	AENJA_04459	DANRE31578, DANRE31577, DANRE31579, DANRE41309, DANRE02223, DANRE20636
OG0001550	AENJA_05034, AENJA_05035	DANRE26888, DANRE26887, DANRE26889, DANRE24227
OG0001551	AENJA_05503	DANRE12100, DANRE12099, DANRE18422, DANRE18424, DANRE18421, DANRE18423
OG0001552	AENJA_06118	DANRE36973
OG0001553	AENJA_06179	DANRE39596, DANRE39595, DANRE00133, DANRE04965, DANRE20535
OG0001554	AENJA_07567	DANRE08861, DANRE00816, DANRE38027
OG0001556	AENJA_07803	DANRE19953
OG0001557	AENJA_13295	DANRE37687, DANRE37688
OG0001558	AENJA_08311	DANRE19439, DANRE19440, DANRE19438, DANRE33921, DANRE33920, DANRE16554
OG0001559	AENJA_08667	DANRE05634, DANRE05635, DANRE18362, DANRE18361, DANRE00902
OG0001560	AENJA_09404	DANRE16040, DANRE21762, DANRE21761
OG0001561	AENJA_09420	DANRE41304, DANRE41305, DANRE39816, DANRE02440, DANRE25915, DANRE31611
OG0001562	AENJA_25099	DANRE41732
OG0001563	AENJA_12465	DANRE22148, DANRE22116
OG0001564	AENJA_11930	DANRE36281, DANRE36280, DANRE08942, DANRE08944, DANRE08941, DANRE08945, DANRE08943, DANRE06929, DANRE06930
OG0001565	AENJA_12372	DANRE08671, DANRE08672, DANRE01279, DANRE01280, DANRE37840, DANRE27963, DANRE27964, DANRE27965
OG0001566	AENJA_12513	DANRE18475, DANRE18473, DANRE18474, DANRE23554
OG0001567	AENJA_13019	DANRE02935, DANRE02934, DANRE41074, DANRE26432, DANRE26431, DANRE26430, DANRE02930
OG0001568	AENJA_13880	DANRE28635
OG0001569	AENJA_14238	DANRE42470, DANRE15236, DANRE15237, DANRE06992, DANRE06994, DANRE06991, DANRE06995, DANRE06993
OG0001570	AENJA_24461	DANRE07850, DANRE07849
OG0001572	AENJA_22665	DANRE33793
OG0001572	AENJA_18250	DANRE26230, DANRE26229
OG0001573	AENJA_19183	DANRE24556, DANRE24557, DANRE24555, DANRE00159, DANRE00158
OG0001574	AENJA_21910	DANRE15592, DANRE30051, DANRE04165, DANRE04166, DANRE30225, DANRE09351, DANRE09352, DANRE09353
OG0001576	AENJA_23479	DANRE19270, DANRE19269, DANRE12147, DANRE12146, DANRE19271
OG0001578	AENJA_24180	DANRE41163
OG0001579	AENJA_24228	DANRE03279, DANRE05767, DANRE05766, DANRE03277, DANRE03278, DANRE03276, DANRE03275
OG0001580	AENJA_25168	DANRE22288, DANRE26125, DANRE26128, DANRE26124, DANRE26129, DANRE26127, DANRE12171, DANRE12170, DANRE26126
OG0001581	AENJA_26171	DANRE11905
OG0001582	AENJA_26338	DANRE00147, DANRE00146, DANRE08340, DANRE08339, DANRE00774, DANRE00775, DANRE28929, DANRE28926, DANRE28927, DANRE28928
OG0001583	AENJA_26528	DANRE15872, DANRE15871, DANRE07319, DANRE05317, DANRE05315, DANRE02925, DANRE05316
OG0001584	AENJA_26828	DANRE22142, DANRE22143
OG0001588	AENJA_15642, AENJA_24457, AENJA_10082, AENJA_00109, AENJA_10785	DANRE00650
OG0001589	AENJA_00308	DANRE04122
OG0001589	AENJA_25068	DANRE30150
OG0001590	AENJA_00406, AENJA_14826, AENJA_14823	DANRE38393, DANRE38392
OG0001592	AENJA_17749, AENJA_01022, AENJA_25249	DANRE43249, DANRE24961, DANRE24962, DANRE38415, DANRE38414, DANRE14917, DANRE14918
OG0001593	AENJA_01627	DANRE16008, DANRE38492, DANRE38493, DANRE38494, DANRE16007, DANRE14940, DANRE14941
OG0001596	AENJA_02913, AENJA_03897, AENJA_02915	DANRE30663, DANRE12475, DANRE12476, DANRE02716, DANRE02717, DANRE41257
OG0001596	AENJA_08460	DANRE40764
OG0001597	AENJA_17835, AENJA_03457	DANRE14881, DANRE25200, DANRE25198, DANRE25199, DANRE25197, DANRE25201
OG0001598	AENJA_20133, AENJA_17967, AENJA_07343, AENJA_07723, AENJA_11893, AENJA_23445, AENJA_18776, AENJA_16340, AENJA_04485	DANRE20444, DANRE07800, DANRE42077, DANRE04982
OG0001599	AENJA_04501	DANRE30081, DANRE30489, DANRE30492, DANRE30493, DANRE30491, DANRE30490
OG0001600	AENJA_04862	DANRE14660, DANRE05599, DANRE05598, DANRE18214, DANRE24012, DANRE27336, DANRE27337
OG0001602	AENJA_05150	DANRE38529
OG0001603	AENJA_25082, AENJA_05289	DANRE09232
OG0001604	AENJA_11253	DANRE07901, DANRE07902
OG0001605	AENJA_06440	DANRE37473, DANRE28391, DANRE12806, DANRE02340, DANRE10148, DANRE10146, DANRE10145, DANRE10147
OG0001606	AENJA_06477	DANRE00450
OG0001608	AENJA_08413, AENJA_07328	DANRE10240, DANRE10239, DANRE38903, DANRE38904
OG0001609	AENJA_08323	DANRE35730
OG0001609	AENJA_19787	DANRE02201
OG0001610	AENJA_08526, AENJA_08533, AENJA_08527, AENJA_09111, AENJA_08532	DANRE11392, DANRE11391, DANRE40973, DANRE40974, DANRE10644, DANRE14143, DANRE14144
OG0001611	AENJA_08569	DANRE17784, DANRE17782, DANRE17783, DANRE11027, DANRE11028, DANRE22005, DANRE22004, DANRE04446, DANRE04445, DANRE13140, DANRE13139
OG0001612	AENJA_09589	DANRE10050
OG0001613	AENJA_09920	DANRE16430, DANRE16431, DANRE16333, DANRE16332, DANRE16334, DANRE13238, DANRE13239
OG0001613	AENJA_23085, AENJA_23061	DANRE16335
OG0001614	AENJA_17703	DANRE28279
OG0001614	AENJA_10096	DANRE22251, DANRE22252
OG0001615	AENJA_10716	DANRE25213, DANRE38690, DANRE38693, DANRE38692, DANRE38694, DANRE30770
OG0001617	AENJA_12188	DANRE36595, DANRE36594, DANRE02672, DANRE02671, DANRE12595, DANRE12596, DANRE40227, DANRE40228
OG0001620	AENJA_13924	DANRE09560, DANRE09559, DANRE33474, DANRE33475, DANRE26504, DANRE26503, DANRE36448, DANRE36449
OG0001621	AENJA_13994, AENJA_13992	DANRE28760, DANRE28761, DANRE21954, DANRE21955, DANRE03608, DANRE03609, DANRE29302, DANRE29301, DANRE29300
OG0001622	AENJA_14211	DANRE03406, DANRE03408, DANRE03407, DANRE11247, DANRE11246, DANRE11244, DANRE11245, DANRE39828
OG0001624	AENJA_14605	DANRE40299, DANRE18509, DANRE14986, DANRE14987, DANRE22639
OG0001625	AENJA_14706	DANRE21507, DANRE15880
OG0001627	AENJA_19284	DANRE13526
OG0001628	AENJA_16821, AENJA_21898, AENJA_21897	DANRE04668, DANRE04667
OG0001628	AENJA_25488	DANRE33716
OG0001629	AENJA_16897	DANRE19284, DANRE19282, DANRE19283, DANRE19285
OG0001632	AENJA_18126	DANRE40468, DANRE40467, DANRE25650, DANRE31625, DANRE31626, DANRE31624, DANRE20624, DANRE20625, DANRE40470
OG0001633	AENJA_18234	DANRE38755, DANRE38754
OG0001634	AENJA_18695	DANRE35114, DANRE35402, DANRE35115
OG0001635	AENJA_18913	DANRE33805, DANRE33804, DANRE33803, DANRE33802, DANRE06374, DANRE06373
OG0001636	AENJA_19487	DANRE39033, DANRE39034, DANRE39032, DANRE39035, DANRE39036
OG0001637	AENJA_19510	DANRE43095
OG0001638	AENJA_20882	DANRE28937, DANRE28938, DANRE34172, DANRE34169, DANRE34171, DANRE34170
OG0001639	AENJA_22054	DANRE25902, DANRE12203, DANRE12204, DANRE21606, DANRE21607, DANRE21610, DANRE21608, DANRE21609
OG0001640	AENJA_23181	DANRE22577, DANRE22576, DANRE36767
OG0001641	AENJA_23210	DANRE03749
OG0001642	AENJA_23879	DANRE19971, DANRE37998, DANRE38002, DANRE38000, DANRE38001
OG0001643	AENJA_24340	DANRE19839, DANRE19840, DANRE08012, DANRE08013, DANRE10381, DANRE10380, DANRE10383, DANRE10382
OG0001644	AENJA_26289	DANRE18118, DANRE18119, DANRE10357
OG0001651	AENJA_00391	DANRE03107, DANRE03106, DANRE20143, DANRE03105, DANRE03104, DANRE05409, DANRE05408, DANRE19302, DANRE19303, DANRE19301, DANRE19304
OG0001652	AENJA_22805, AENJA_00850	DANRE11920, DANRE11918, DANRE11919, DANRE11921
OG0001653	AENJA_21125	DANRE33414, DANRE01185, DANRE01184
OG0001654	AENJA_02592	DANRE22402, DANRE05790, DANRE18401, DANRE18402
OG0001655	AENJA_03001	DANRE37499, DANRE37500, DANRE37498, DANRE37497, DANRE02917, DANRE38012, DANRE20101, DANRE20102, DANRE20103
OG0001656	AENJA_03159	DANRE29043
OG0001657	AENJA_03268	DANRE33903, DANRE16790, DANRE00304, DANRE00303, DANRE33902, DANRE16788, DANRE16789
OG0001658	AENJA_05073	DANRE22705, DANRE40316
OG0001659	AENJA_04668	DANRE14205, DANRE10075, DANRE10074, DANRE17448, DANRE17449
OG0001660	AENJA_04731	DANRE07022, DANRE23646, DANRE23647, DANRE07141, DANRE23649, DANRE23648
OG0001661	AENJA_05905	DANRE24032
OG0001661	AENJA_05238	DANRE24031
OG0001662	AENJA_07124	DANRE43066
OG0001662	AENJA_05672	DANRE34938, DANRE42737, DANRE34939, DANRE13284, DANRE13283, DANRE40937
OG0001663	AENJA_06086	DANRE25847, DANRE25848, DANRE30753, DANRE30752, DANRE40330, DANRE40329, DANRE40440
OG0001664	AENJA_22480	DANRE28714
OG0001665	AENJA_11003	DANRE29857
OG0001666	AENJA_07102	DANRE15339, DANRE15337, DANRE15338
OG0001667	AENJA_07191	DANRE03847, DANRE03846, DANRE14682, DANRE08579, DANRE28517
OG0001668	AENJA_07885	DANRE18595, DANRE18596
OG0001669	AENJA_09112	DANRE14228, DANRE36525, DANRE23560, DANRE23561, DANRE18304
OG0001670	AENJA_13957	DANRE19433, DANRE19434, DANRE34059
OG0001671	AENJA_09175	DANRE22102
OG0001672	AENJA_09939	DANRE20393, DANRE20394, DANRE20392, DANRE24385, DANRE41470, DANRE13811, DANRE03870, DANRE14899, DANRE14898, DANRE14897
OG0001673	AENJA_11329	DANRE11517, DANRE11518, DANRE11789
OG0001674	AENJA_11464	DANRE12930, DANRE38345, DANRE38346, DANRE00321, DANRE00322
OG0001675	AENJA_11671	DANRE09941, DANRE09940, DANRE09942, DANRE13592, DANRE17758, DANRE17757, DANRE10773, DANRE10774
OG0001676	AENJA_26746	DANRE04978
OG0001676	AENJA_11724	DANRE28348, DANRE28347
OG0001677	AENJA_11807	DANRE01525, DANRE35353, DANRE35352
OG0001678	AENJA_18698	DANRE10459, DANRE10458, DANRE14832, DANRE14831, DANRE02623, DANRE02624, DANRE41669, DANRE41670
OG0001680	AENJA_16822	DANRE37802
OG0001682	AENJA_17431	DANRE35937
OG0001683	AENJA_18304	DANRE41894, DANRE41893, DANRE06314, DANRE06313, DANRE06312, DANRE10079, DANRE14208, DANRE23534
OG0001684	AENJA_18312	DANRE10400, DANRE01922
OG0001685	AENJA_18914	DANRE15894, DANRE15893, DANRE06018
OG0001686	AENJA_19766, AENJA_19761	DANRE38859, DANRE38858, DANRE38861, DANRE38860, DANRE38862
OG0001687	AENJA_21090, AENJA_20311	DANRE04622
OG0001688	AENJA_20867, AENJA_20868	DANRE15670, DANRE39275, DANRE20110, DANRE20111, DANRE20112, DANRE20109, DANRE08739
OG0001689	AENJA_21847	DANRE08083, DANRE08082, DANRE00075, DANRE33680
OG0001691	AENJA_24035	DANRE03833
OG0001692	AENJA_24257	DANRE36405, DANRE34911, DANRE27065, DANRE27066, DANRE27064, DANRE34910, DANRE36404
OG0001703	AENJA_18887, AENJA_19782, AENJA_00606, AENJA_19856	DANRE25219
OG0001704	AENJA_00857	DANRE36568, DANRE36566, DANRE36565, DANRE36567
OG0001706	AENJA_00912	DANRE20185, DANRE20183, DANRE20182, DANRE38154, DANRE38156, DANRE38153, DANRE38155, DANRE33839, DANRE38152, DANRE38151
OG0001707	AENJA_00981, AENJA_25581	DANRE26662
OG0001708	AENJA_01039	DANRE24243, DANRE33359, DANRE06779
OG0001710	AENJA_24366	DANRE12478, DANRE12477, DANRE12479, DANRE30737, DANRE39749, DANRE39748
OG0001711	AENJA_11819, AENJA_01555	DANRE20000, DANRE22235, DANRE22236, DANRE05625, DANRE05624, DANRE05623
OG0001712	AENJA_02081	DANRE15992, DANRE15991, DANRE04981, DANRE04979, DANRE04980, DANRE33571, DANRE33569, DANRE33570
OG0001713	AENJA_02209	DANRE26203
OG0001714	AENJA_02224	DANRE21431, DANRE29712, DANRE29711
OG0001714	AENJA_13337	DANRE04460, DANRE22006
OG0001715	AENJA_16266	DANRE11968
OG0001716	AENJA_02720	DANRE21265
OG0001718	AENJA_02907	DANRE11962, DANRE11963
OG0001720	AENJA_03434	DANRE08343, DANRE06583, DANRE06582, DANRE33676, DANRE33677
OG0001721	AENJA_03497	DANRE42265, DANRE17694, DANRE17693, DANRE12002, DANRE11490, DANRE11491
OG0001723	AENJA_12578	DANRE06882, DANRE06883, DANRE00862, DANRE00863, DANRE36498, DANRE36499, DANRE36500
OG0001724	AENJA_04715, AENJA_04714	DANRE17287, DANRE17289, DANRE17288, DANRE11702, DANRE11699, DANRE11701, DANRE11700
OG0001724	AENJA_04716	DANRE17290
OG0001725	AENJA_21341, AENJA_05653, AENJA_21489, AENJA_08894, AENJA_08893	DANRE20152, DANRE20154, DANRE20153, DANRE04340, DANRE34739, DANRE34740
OG0001726	AENJA_06017	DANRE05644
OG0001727	AENJA_06020	DANRE07810, DANRE11511, DANRE02954, DANRE02955
OG0001728	AENJA_08879	DANRE13222, DANRE13223, DANRE43129
OG0001729	AENJA_08928	DANRE25053, DANRE25052, DANRE40479, DANRE20601
OG0001730	AENJA_09007	DANRE40001, DANRE40000, DANRE28316, DANRE21475, DANRE21473, DANRE21474
OG0001731	AENJA_09521	DANRE36990, DANRE36991, DANRE22271, DANRE31351, DANRE31352, DANRE31353
OG0001732	AENJA_11224	DANRE42497, DANRE42498, DANRE42496, DANRE15247, DANRE15250, DANRE15251, DANRE15248, DANRE15249, DANRE07640, DANRE07639, DANRE07641, DANRE07642
OG0001733	AENJA_11585	DANRE37166, DANRE37165, DANRE04810, DANRE04809
OG0001735	AENJA_13640, AENJA_13638	DANRE41492, DANRE41491, DANRE35540, DANRE35539, DANRE29119
OG0001736	AENJA_14070	DANRE39347, DANRE23822
OG0001737	AENJA_14224	DANRE42376, DANRE05864
OG0001738	AENJA_15108	DANRE03200, DANRE03201, DANRE29630, DANRE29631, DANRE25269, DANRE25268, DANRE12564
OG0001739	AENJA_15111	DANRE30661, DANRE30662, DANRE38419, DANRE38418, DANRE38416, DANRE25764, DANRE25763
OG0001740	AENJA_15168	DANRE23557, DANRE38268, DANRE30945, DANRE30946
OG0001742	AENJA_22249	DANRE31359
OG0001743	AENJA_16159	DANRE39851, DANRE39852, DANRE19109, DANRE19115
OG0001744	AENJA_17309	DANRE27212, DANRE38779, DANRE41566, DANRE35596, DANRE35597, DANRE23144
OG0001746	AENJA_19060	DANRE39306, DANRE39307, DANRE25487, DANRE25125, DANRE25124, DANRE25122, DANRE25123
OG0001747	AENJA_20575	DANRE36006, DANRE13392, DANRE13393, DANRE08629, DANRE08628, DANRE35932
OG0001748	AENJA_22163	DANRE05133, DANRE05132, DANRE05130, DANRE05131, DANRE05134
OG0001751	AENJA_23225	DANRE06575, DANRE06574, DANRE06573
OG0001752	AENJA_23699	DANRE21463, DANRE21464, DANRE38372, DANRE38373, DANRE38374, DANRE38375
OG0001754	AENJA_24677	DANRE43123, DANRE43122, DANRE10044, DANRE10045, DANRE10043, DANRE10042, DANRE42456, DANRE33390
OG0001755	AENJA_24912	DANRE26225, DANRE26224, DANRE26226, DANRE26228, DANRE26227
OG0001756	AENJA_25749	DANRE16138
OG0001756	AENJA_25480	DANRE39599, DANRE39598
OG0001757	AENJA_25965	DANRE18863, DANRE11008
OG0001768	AENJA_00276	DANRE24987
OG0001768	AENJA_00711, AENJA_26065	DANRE39539, DANRE39538, DANRE28401
OG0001769	AENJA_00392	DANRE03973, DANRE03974
OG0001769	AENJA_14833	DANRE05499, DANRE05498
OG0001770	AENJA_00514	DANRE42924, DANRE33844, DANRE06066, DANRE16806, DANRE16805
OG0001772	AENJA_00723	DANRE11906, DANRE13434, DANRE13432, DANRE13433, DANRE11144
OG0001774	AENJA_01099	DANRE19499
OG0001774	AENJA_09499	DANRE23023, DANRE23024, DANRE23025
OG0001775	AENJA_01192	DANRE21680, DANRE21679, DANRE21681, DANRE21683, DANRE21684, DANRE28352, DANRE28351, DANRE34596
OG0001778	AENJA_03170	DANRE38052, DANRE38053, DANRE27757, DANRE27756, DANRE27754, DANRE27753, DANRE27755
OG0001780	AENJA_03267	DANRE33899
OG0001780	AENJA_06530	DANRE05361, DANRE05360
OG0001781	AENJA_25405	DANRE03858, DANRE03859
OG0001781	AENJA_03406	DANRE08607
OG0001782	AENJA_04195	DANRE43084, DANRE43085
OG0001782	AENJA_22157	DANRE03341
OG0001783	AENJA_04445	DANRE24810
OG0001787	AENJA_05662	DANRE42517, DANRE42516, DANRE43271, DANRE18470, DANRE18471, DANRE11456, DANRE11455
OG0001788	AENJA_05784	DANRE18918, DANRE18160, DANRE18159, DANRE11561, DANRE11560
OG0001789	AENJA_06214	DANRE08206, DANRE08207, DANRE01213, DANRE01212
OG0001790	AENJA_06251	DANRE09782, DANRE09781, DANRE09783
OG0001792	AENJA_21975, AENJA_24891, AENJA_21976, AENJA_21971	DANRE19107, DANRE19106
OG0001792	AENJA_06373	DANRE28329, DANRE28330
OG0001793	AENJA_07131	DANRE10214
OG0001794	AENJA_07515, AENJA_16390	DANRE25500, DANRE30802
OG0001796	AENJA_24046, AENJA_08003	DANRE23407, DANRE23408, DANRE24101
OG0001797	AENJA_08186	DANRE07397, DANRE07398, DANRE07399
OG0001798	AENJA_08367, AENJA_24416	DANRE21686, DANRE21687, DANRE25175, DANRE25176
OG0001799	AENJA_08605	DANRE08293, DANRE20326, DANRE20327, DANRE20328
OG0001800	AENJA_09181	DANRE23380, DANRE23381, DANRE23379, DANRE02761, DANRE25885, DANRE25884, DANRE30952, DANRE30951
OG0001801	AENJA_09455	DANRE39875, DANRE20661, DANRE38263, DANRE38264, DANRE39824, DANRE38265
OG0001803	AENJA_09994, AENJA_09997	DANRE01407, DANRE01406, DANRE41160, DANRE41159, DANRE03114, DANRE05424, DANRE05422, DANRE05423, DANRE34540, DANRE34539, DANRE00367
OG0001804	AENJA_10202	DANRE37916, DANRE37917, DANRE35091, DANRE35092, DANRE40586, DANRE40585, DANRE19527
OG0001805	AENJA_10542	DANRE30715, DANRE30716, DANRE37701, DANRE37700, DANRE37699
OG0001806	AENJA_10903	DANRE25722, DANRE25721, DANRE25720, DANRE30789, DANRE40399, DANRE30790, DANRE25723, DANRE40400
OG0001807	AENJA_12201	DANRE29039, DANRE29040
OG0001808	AENJA_13026	DANRE33470, DANRE33469, DANRE36362
OG0001809	AENJA_13412	DANRE21533, DANRE21532
OG0001810	AENJA_13786	DANRE10462, DANRE35828, DANRE35825, DANRE35827, DANRE35826
OG0001812	AENJA_14467, AENJA_14466, AENJA_14468	DANRE13149, DANRE13148
OG0001814	AENJA_26556	DANRE09136, DANRE09138, DANRE09137, DANRE09135
OG0001815	AENJA_15476	DANRE07766, DANRE05918, DANRE02610, DANRE02611, DANRE10888
OG0001816	AENJA_15931	DANRE34914, DANRE34915
OG0001817	AENJA_17964	DANRE24732, DANRE30431, DANRE03054, DANRE39807, DANRE39808, DANRE09320, DANRE09319, DANRE14047, DANRE14048
OG0001818	AENJA_18459	DANRE18933, DANRE18932, DANRE18934, DANRE18839
OG0001819	AENJA_19342	DANRE09412, DANRE09413, DANRE41795
OG0001820	AENJA_19468, AENJA_19465, AENJA_19466	DANRE16697, DANRE16696, DANRE16698, DANRE05950
OG0001821	AENJA_21035	DANRE22028, DANRE22024, DANRE22026, DANRE22027
OG0001822	AENJA_21678	DANRE31080, DANRE31079, DANRE31081, DANRE02365
OG0001823	AENJA_22880	DANRE12895, DANRE41133
OG0001825	AENJA_23001	DANRE43003, DANRE43002, DANRE05720, DANRE05719
OG0001826	AENJA_23249	DANRE08839, DANRE28074, DANRE28073, DANRE06753, DANRE33831
OG0001827	AENJA_23535	DANRE19148, DANRE19149, DANRE19147
OG0001828	AENJA_23757	DANRE10135, DANRE10134
OG0001829	AENJA_24206	DANRE39018, DANRE38303, DANRE38304, DANRE12813, DANRE12812
OG0001830	AENJA_25556	DANRE26348, DANRE26349, DANRE18225, DANRE18230, DANRE18231, DANRE18232, DANRE18233, DANRE18229, DANRE18228, DANRE05490, DANRE05489, DANRE05488
OG0001831	AENJA_25733	DANRE24742, DANRE36143, DANRE36142, DANRE29377, DANRE29378, DANRE29379
OG0001846	AENJA_23250, AENJA_00173	DANRE18641, DANRE22671, DANRE41115
OG0001848	AENJA_12672	DANRE03742
OG0001848	AENJA_19651	DANRE03367
OG0001849	AENJA_00715	DANRE01732
OG0001851	AENJA_18108	DANRE10263, DANRE14312
OG0001852	AENJA_01522, AENJA_13282, AENJA_18334	DANRE36720
OG0001853	AENJA_03214, AENJA_13354	DANRE13586, DANRE09954, DANRE40540
OG0001854	AENJA_20502, AENJA_08051, AENJA_22619, AENJA_04892, AENJA_16241, AENJA_22636, AENJA_03291, AENJA_26517, AENJA_20181, AENJA_07616, AENJA_12416, AENJA_20525, AENJA_18496	DANRE39266, DANRE23318
OG0001856	AENJA_04493	DANRE30510, DANRE30509, DANRE04130, DANRE04129, DANRE30230, DANRE30231
OG0001857	AENJA_04553	DANRE18584, DANRE11645, DANRE11644, DANRE27912, DANRE27913
OG0001858	AENJA_04702	DANRE01572, DANRE01573
OG0001859	AENJA_08247	DANRE05850
OG0001861	AENJA_25398, AENJA_11706, AENJA_05340	DANRE05974
OG0001862	AENJA_06207	DANRE27685, DANRE21315, DANRE21316, DANRE37667, DANRE12791, DANRE12792, DANRE12793
OG0001863	AENJA_14971	DANRE27200, DANRE27198, DANRE27199
OG0001863	AENJA_06983	DANRE09225, DANRE09224
OG0001864	AENJA_07207	DANRE26406, DANRE26407, DANRE23246, DANRE22520
OG0001865	AENJA_07271	DANRE20468, DANRE20467, DANRE06633, DANRE11813, DANRE08505, DANRE08506
OG0001867	AENJA_07397	DANRE29867, DANRE03121
OG0001868	AENJA_07733	DANRE27149, DANRE27150, DANRE27174
OG0001869	AENJA_07813	DANRE23186, DANRE23185
OG0001870	AENJA_07921	DANRE14522, DANRE14523, DANRE09965, DANRE11029, DANRE11030, DANRE14812, DANRE14811, DANRE14813, DANRE14814, DANRE01968, DANRE01969, DANRE01964, DANRE01965, DANRE01963, DANRE01966
OG0001871	AENJA_07935, AENJA_18281	DANRE00790, DANRE00789, DANRE07602, DANRE15706, DANRE15705, DANRE15707, DANRE06803
OG0001873	AENJA_08353, AENJA_24095	DANRE05973
OG0001874	AENJA_08461	DANRE15275, DANRE15276
OG0001875	AENJA_09123	DANRE16114, DANRE16113
OG0001875	AENJA_16491	DANRE04849, DANRE04848
OG0001876	AENJA_09312	DANRE18113, DANRE18115, DANRE18114, DANRE11679, DANRE11680, DANRE11681
OG0001877	AENJA_09356	DANRE11860, DANRE11861, DANRE05877, DANRE30847
OG0001878	AENJA_09652	DANRE08556, DANRE01081, DANRE01080, DANRE34353, DANRE34354, DANRE20224, DANRE20225, DANRE15692
OG0001880	AENJA_10684	DANRE38952
OG0001881	AENJA_11391	DANRE31303, DANRE31304, DANRE31302, DANRE38241, DANRE38239, DANRE02756, DANRE02755
OG0001882	AENJA_13635	DANRE28956, DANRE35533
OG0001883	AENJA_14004	DANRE36068, DANRE36166, DANRE36165, DANRE28668, DANRE28669
OG0001884	AENJA_14156	DANRE24322, DANRE24321, DANRE24320, DANRE23046, DANRE39354, DANRE23045
OG0001886	AENJA_14779	DANRE34276, DANRE36220, DANRE36219, DANRE36221, DANRE36213, DANRE36208, DANRE36223, DANRE36214, DANRE36222, DANRE36211, DANRE36218, DANRE36209, DANRE36216, DANRE36224, DANRE36210, DANRE36212, DANRE36217
OG0001887	AENJA_15098	DANRE20411, DANRE06641, DANRE06642, DANRE41961, DANRE16183, DANRE06375, DANRE06376, DANRE06195, DANRE06194
OG0001889	AENJA_16220	DANRE04038, DANRE43076, DANRE43077, DANRE16849, DANRE28852, DANRE28851
OG0001890	AENJA_16222	DANRE12491, DANRE12490, DANRE23461, DANRE01738, DANRE01737, DANRE23460, DANRE23459, DANRE12952, DANRE25449, DANRE25450
