Orthogroup	AENJA_ok	CAPO3
OG0005424	AENJA_06338, AENJA_21977	CAPO305286
OG0005425	AENJA_06369	CAPO300175
OG0005427	AENJA_14637, AENJA_06445	CAPO301444
OG0005430	AENJA_06529	CAPO302295
OG0005431	AENJA_06544	CAPO304591
OG0005433	AENJA_06729	CAPO303786
OG0005434	AENJA_09460, AENJA_15763, AENJA_20812, AENJA_06733	CAPO302858
OG0005435	AENJA_13965, AENJA_06761	CAPO303045
OG0005437	AENJA_06816	CAPO308137
OG0005438	AENJA_06828	CAPO302494
OG0005439	AENJA_06961	CAPO304206
OG0005440	AENJA_06987	CAPO303719
OG0005442	AENJA_07281	CAPO307582
OG0005443	AENJA_07355	CAPO305021
OG0005444	AENJA_07429	CAPO300488
OG0005446	AENJA_07688	CAPO300144
OG0005449	AENJA_07908	CAPO300543
OG0005450	AENJA_07922	CAPO302868
OG0005451	AENJA_08098	CAPO300480
OG0005454	AENJA_08478	CAPO307132
OG0005455	AENJA_08486	CAPO301855
OG0005457	AENJA_08635, AENJA_22045	CAPO307831
OG0005459	AENJA_08812	CAPO304164
OG0005461	AENJA_08836	CAPO307668
OG0005462	AENJA_08901	CAPO306835
OG0005463	AENJA_08971	CAPO303989
OG0005464	AENJA_09339	CAPO307986
OG0005465	AENJA_09364	CAPO300347
OG0005466	AENJA_09722	CAPO300596
OG0005467	AENJA_10031	CAPO305986
OG0005468	AENJA_10069	CAPO306414
OG0005469	AENJA_10070	CAPO301614
OG0005470	AENJA_10194	CAPO300654
OG0005471	AENJA_10209	CAPO300819
OG0005474	AENJA_10453, AENJA_10452	CAPO304412
OG0005475	AENJA_10466	CAPO300271
OG0005476	AENJA_10501	CAPO305577, CAPO305762
OG0005478	AENJA_10827	CAPO305209
OG0005479	AENJA_10855	CAPO300550
OG0005480	AENJA_10882, AENJA_12589	CAPO307314
OG0005481	AENJA_10900	CAPO306697, CAPO301416
OG0005482	AENJA_10927	CAPO307925
OG0005483	AENJA_10950	CAPO304067
OG0005484	AENJA_11054	CAPO307524
OG0005485	AENJA_23817, AENJA_23814, AENJA_11145, AENJA_16906, AENJA_11150	CAPO307449
OG0005486	AENJA_11189	CAPO300225
OG0005487	AENJA_11317	CAPO300444
OG0005488	AENJA_11403	CAPO301054
OG0005489	AENJA_11457	CAPO305322
OG0005490	AENJA_11459	CAPO300839
OG0005491	AENJA_11463	CAPO305898
OG0005493	AENJA_11632	CAPO304618
OG0005494	AENJA_11688	CAPO308140
OG0005495	AENJA_11935	CAPO305673
OG0005497	AENJA_12078	CAPO305501
OG0005498	AENJA_12235	CAPO303826
OG0005499	AENJA_12600	CAPO306730
OG0005500	AENJA_12668	CAPO306535
OG0005503	AENJA_12860	CAPO307437
OG0005504	AENJA_12889	CAPO300995
OG0005505	AENJA_13018	CAPO307588
OG0005506	AENJA_13022	CAPO307275
OG0005508	AENJA_22456, AENJA_13303	CAPO308142
OG0005509	AENJA_13405	CAPO300202
OG0005510	AENJA_13555	CAPO307083
OG0005511	AENJA_21527, AENJA_13841	CAPO304438
OG0005514	AENJA_14445	CAPO305223
OG0005516	AENJA_14784	CAPO305610
OG0005517	AENJA_15131	CAPO303557
OG0005518	AENJA_15163	CAPO300928
OG0005524	AENJA_15449	CAPO307077
OG0005525	AENJA_15511	CAPO305745
OG0005527	AENJA_15756	CAPO307337
OG0005528	AENJA_15757	CAPO302166
OG0005529	AENJA_15872	CAPO303996
OG0005533	AENJA_16223	CAPO308156
OG0005534	AENJA_16248	CAPO300248
OG0005535	AENJA_16599	CAPO306427
OG0005536	AENJA_16696	CAPO306899
OG0005537	AENJA_17179	CAPO305006
OG0005539	AENJA_17548	CAPO300487
OG0005540	AENJA_17551	CAPO307739
OG0005541	AENJA_17867	CAPO302610
OG0005545	AENJA_18372	CAPO307853
OG0005550	AENJA_18551	CAPO303338
OG0005553	AENJA_18692	CAPO308016
OG0005554	AENJA_18804	CAPO307360
OG0005555	AENJA_18862	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548
OG0005556	AENJA_18935	CAPO301726
OG0005558	AENJA_19047	CAPO301773
OG0005559	AENJA_19056	CAPO302392
OG0005560	AENJA_19248	CAPO302459
OG0005561	AENJA_19485	CAPO307649
OG0005562	AENJA_19601	CAPO300157
OG0005563	AENJA_19676	CAPO300985
OG0005564	AENJA_19698	CAPO307593
OG0005566	AENJA_19875	CAPO308091
OG0005569	AENJA_20459	CAPO301394
OG0005572	AENJA_20678	CAPO300415
OG0005574	AENJA_21165	CAPO305418
OG0005575	AENJA_21248	CAPO301354
OG0005578	AENJA_21767	CAPO300834
OG0005580	AENJA_21973	CAPO308283
OG0005581	AENJA_22130	CAPO303973
OG0005582	AENJA_22257	CAPO306123
OG0005583	AENJA_22365	CAPO303824
OG0005584	AENJA_22564	CAPO302871
OG0005586	AENJA_22676	CAPO303784
OG0005588	AENJA_22691	CAPO305990
OG0005589	AENJA_22696	CAPO305989
OG0005590	AENJA_22743	CAPO302905
OG0005592	AENJA_22823	CAPO305870
OG0005593	AENJA_22907	CAPO302759
OG0005594	AENJA_22998	CAPO306885
OG0005595	AENJA_23087	CAPO306737
OG0005597	AENJA_23387	CAPO301334
OG0005598	AENJA_23392	CAPO300035
OG0005599	AENJA_23484	CAPO302061
OG0005600	AENJA_23486	CAPO300445
OG0005603	AENJA_23595	CAPO303949
OG0005604	AENJA_23601, AENJA_23600	CAPO303855
OG0005605	AENJA_23709	CAPO300782
OG0005608	AENJA_24078	CAPO303058
OG0005611	AENJA_24774	CAPO304396
OG0005613	AENJA_24898	CAPO301790
OG0005614	AENJA_24899	CAPO306809
OG0005615	AENJA_25140	CAPO302186
OG0005616	AENJA_25171	CAPO302310
OG0005617	AENJA_25373	CAPO300131
OG0005618	AENJA_25599	CAPO307702
OG0005620	AENJA_25760	CAPO306094
OG0005621	AENJA_25962	CAPO308123
OG0005622	AENJA_25969	CAPO307903
OG0005623	AENJA_26090	CAPO300779
OG0005624	AENJA_26148	CAPO300652
OG0005625	AENJA_26239	CAPO302221
OG0005626	AENJA_26279	CAPO308220
OG0005629	AENJA_26440	CAPO302575
OG0005630	AENJA_26749	CAPO301786, CAPO307219
OG0005631	AENJA_26768	CAPO300791
OG0005632	AENJA_26780	CAPO303472
OG0005633	AENJA_26782	CAPO302097
OG0005681	AENJA_00039, AENJA_26565	CAPO302618
OG0005690	AENJA_00316	CAPO303792
OG0005692	AENJA_00419	CAPO306503
OG0005694	AENJA_08020, AENJA_00499	CAPO302741
OG0005695	AENJA_00554	CAPO303401
OG0005700	AENJA_05332, AENJA_00969, AENJA_00970, AENJA_08621	CAPO302108
OG0005701	AENJA_00987	CAPO304311
OG0005702	AENJA_01004	CAPO302394
OG0005703	AENJA_01041	CAPO307490
OG0005707	AENJA_01197	CAPO303751
OG0005708	AENJA_01487	CAPO306478
OG0005710	AENJA_01723	CAPO307544
OG0005712	AENJA_01759	CAPO302811
OG0005714	AENJA_02013	CAPO302016
OG0005715	AENJA_02021	CAPO302774
OG0005717	AENJA_02389	CAPO303289
OG0005719	AENJA_02576, AENJA_21883, AENJA_16676, AENJA_06368, AENJA_14184, AENJA_03800, AENJA_16113	CAPO300934
OG0005721	AENJA_02598	CAPO302442
OG0005723	AENJA_02860	CAPO301560
OG0005724	AENJA_02979	CAPO305737
OG0005725	AENJA_03017	CAPO304382
OG0005726	AENJA_03045	CAPO306255
OG0005728	AENJA_03321	CAPO300070
OG0005729	AENJA_03373	CAPO306373
OG0005731	AENJA_03387	CAPO304326
OG0005732	AENJA_03425	CAPO306509
OG0005733	AENJA_03533, AENJA_24608	CAPO307250
OG0005734	AENJA_03577	CAPO307857
OG0005735	AENJA_03701	CAPO306353
OG0005738	AENJA_04092	CAPO304853
OG0005739	AENJA_04180	CAPO308247
OG0005741	AENJA_04268	CAPO303042
OG0005742	AENJA_04450	CAPO300464, CAPO302075
OG0005744	AENJA_04466, AENJA_23925	CAPO302669
OG0005746	AENJA_04525	CAPO304136
OG0005747	AENJA_04612	CAPO300949
OG0005749	AENJA_04691	CAPO300768
OG0005750	AENJA_04732	CAPO304369
OG0005751	AENJA_05026	CAPO302377
OG0005758	AENJA_05774	CAPO304832
OG0005759	AENJA_05846, AENJA_24843	CAPO305998
OG0005762	AENJA_06148	CAPO307808
OG0005764	AENJA_06405	CAPO302285
OG0005766	AENJA_06695	CAPO307164
OG0005769	AENJA_06901	CAPO301036
OG0005770	AENJA_07018	CAPO306340
OG0005771	AENJA_07025	CAPO301571
OG0005774	AENJA_07195	CAPO303542
OG0005775	AENJA_07400	CAPO306153
OG0005776	AENJA_07415, AENJA_09497	CAPO303568, CAPO307316
OG0005777	AENJA_07504	CAPO300042
OG0005779	AENJA_22397, AENJA_07902	CAPO306436
OG0005781	AENJA_08000	CAPO303884
OG0005782	AENJA_08153	CAPO300230
OG0005783	AENJA_08164	CAPO303474
OG0005784	AENJA_08165	CAPO302307
OG0005787	AENJA_08283	CAPO307830
OG0005788	AENJA_08440	CAPO300037
OG0005789	AENJA_08496	CAPO303327
OG0005790	AENJA_08673	CAPO304988
OG0005792	AENJA_08731	CAPO301624
OG0005793	AENJA_08802	CAPO300669
OG0005794	AENJA_08842	CAPO302027
OG0005795	AENJA_08944	CAPO305005
OG0005796	AENJA_09063	CAPO305004
OG0005797	AENJA_09169	CAPO301712
OG0005799	AENJA_09278	CAPO305503
OG0005800	AENJA_09323	CAPO306663, CAPO303116
OG0005801	AENJA_09343	CAPO305293
OG0005803	AENJA_09439	CAPO307068
OG0005805	AENJA_09663	CAPO302538
OG0005807	AENJA_09729	CAPO304282
OG0005808	AENJA_09894	CAPO300610
OG0005810	AENJA_10076	CAPO305026
OG0005811	AENJA_10118	CAPO304151
OG0005812	AENJA_10119	CAPO305500
OG0005814	AENJA_22012, AENJA_10306	CAPO301343
OG0005815	AENJA_10315	CAPO306106
OG0005817	AENJA_10375	CAPO300290
OG0005818	AENJA_10465	CAPO302009
OG0005819	AENJA_10488	CAPO301574
OG0005821	AENJA_10736	CAPO300824
OG0005823	AENJA_10752	CAPO300775
OG0005824	AENJA_10964	CAPO303629
OG0005825	AENJA_10968	CAPO302227
OG0005828	AENJA_11255	CAPO303954
OG0005831	AENJA_11339	CAPO302864
OG0005832	AENJA_11664	CAPO302018
OG0005834	AENJA_11853	CAPO306049, CAPO302406, CAPO305685, CAPO305497
OG0005835	AENJA_12042	CAPO306285
OG0005837	AENJA_12096	CAPO300250
OG0005838	AENJA_12196	CAPO302560
OG0005840	AENJA_12314	CAPO305424
OG0005842	AENJA_12408	CAPO304596
OG0005843	AENJA_12497	CAPO307528
OG0005845	AENJA_14043, AENJA_12673	CAPO307070
OG0005847	AENJA_12923	CAPO305680
OG0005848	AENJA_12933	CAPO307829
OG0005849	AENJA_12988	CAPO303230
OG0005850	AENJA_12991	CAPO307194
OG0005851	AENJA_13020	CAPO302674
OG0005852	AENJA_13123	CAPO306738
OG0005853	AENJA_13254	CAPO305397
OG0005856	AENJA_13377	CAPO308178
OG0005857	AENJA_13419	CAPO301639
OG0005858	AENJA_13515	CAPO305203
OG0005859	AENJA_13669	CAPO307160
OG0005860	AENJA_13676	CAPO300029
OG0005863	AENJA_13758	CAPO304301
OG0005864	AENJA_13906	CAPO301932
OG0005865	AENJA_14069	CAPO303346
OG0005866	AENJA_14163	CAPO302021
OG0005869	AENJA_14469	CAPO305217
OG0005870	AENJA_14501	CAPO305120
OG0005872	AENJA_14877	CAPO301101
OG0005874	AENJA_14913	CAPO301503
OG0005875	AENJA_14993	CAPO307256
OG0005876	AENJA_15097	CAPO301107
OG0005877	AENJA_15390	CAPO303218
OG0005878	AENJA_15477	CAPO307565
OG0005879	AENJA_15537	CAPO305924
OG0005880	AENJA_19973, AENJA_15552	CAPO303914
OG0005884	AENJA_15785	CAPO302326
OG0005886	AENJA_16124	CAPO302755
OG0005887	AENJA_16413	CAPO307435, CAPO303666
OG0005888	AENJA_16421	CAPO305237
OG0005889	AENJA_16715	CAPO306476
OG0005890	AENJA_16817	CAPO303293
OG0005892	AENJA_17176	CAPO304793
OG0005893	AENJA_17245	CAPO302656
OG0005894	AENJA_17246	CAPO302802
OG0005897	AENJA_17702	CAPO306226
OG0005898	AENJA_17852	CAPO304352
OG0005899	AENJA_18115	CAPO306295
OG0005902	AENJA_18247	CAPO305014, CAPO305124
OG0005903	AENJA_18309	CAPO306042
OG0005904	AENJA_18358	CAPO308290
OG0005905	AENJA_18512	CAPO306382, CAPO303669
OG0005907	AENJA_18661	CAPO306181
OG0005909	AENJA_18683	CAPO304980
OG0005910	AENJA_18837	CAPO304445
OG0005914	AENJA_18992	CAPO304812
OG0005915	AENJA_19170	CAPO301830
OG0005918	AENJA_19697	CAPO304132
OG0005919	AENJA_20070	CAPO301677
OG0005921	AENJA_20303	CAPO301707
OG0005922	AENJA_20511	CAPO301561
OG0005923	AENJA_20557	CAPO302607
OG0005924	AENJA_20629	CAPO300900
OG0005925	AENJA_20679	CAPO304879
OG0005926	AENJA_20822	CAPO306981
OG0005929	AENJA_20893	CAPO308208
OG0005931	AENJA_21193	CAPO306162
OG0005932	AENJA_21195	CAPO300797
OG0005933	AENJA_21408	CAPO301858
OG0005936	AENJA_21972	CAPO302424
OG0005937	AENJA_22276	CAPO304550
OG0005938	AENJA_22341	CAPO300395
OG0005940	AENJA_22657	CAPO300232
OG0005941	AENJA_22811	CAPO302544
OG0005942	AENJA_22877	CAPO305649
OG0005943	AENJA_22968	CAPO304448
OG0005944	AENJA_23015	CAPO302321
OG0005946	AENJA_23033	CAPO302043
OG0005947	AENJA_23047	CAPO308067, CAPO304545
OG0005949	AENJA_23232	CAPO305776
OG0005950	AENJA_23330	CAPO302730
OG0005951	AENJA_23374	CAPO305823
OG0005952	AENJA_23383, AENJA_26242	CAPO302748
OG0005953	AENJA_23477	CAPO300018
OG0005954	AENJA_23538	CAPO300472
OG0005955	AENJA_23541	CAPO308169
OG0005958	AENJA_23875	CAPO305231
OG0005959	AENJA_24127	CAPO303727
OG0005960	AENJA_24360	CAPO306619
OG0005961	AENJA_24367	CAPO301401
OG0005965	AENJA_24829	CAPO304971
OG0005966	AENJA_24862	CAPO303149
OG0005967	AENJA_24863	CAPO304145
OG0005968	AENJA_25169	CAPO307899
OG0005969	AENJA_25218	CAPO304815
OG0005970	AENJA_25251	CAPO300012
OG0005972	AENJA_25446	CAPO306254
OG0005973	AENJA_25486	CAPO301806
OG0005974	AENJA_25677	CAPO300269
OG0005975	AENJA_25725	CAPO301864
OG0005976	AENJA_25735	CAPO304330
OG0005977	AENJA_25803	CAPO302621
OG0005978	AENJA_25870	CAPO302579
OG0005981	AENJA_26250	CAPO305244
OG0005982	AENJA_26388	CAPO302153
OG0005983	AENJA_26615	CAPO305305
OG0005984	AENJA_26630	CAPO303854
OG0005985	AENJA_26651, AENJA_26654	CAPO305361
OG0005986	AENJA_26777	CAPO306131
OG0005987	AENJA_26832	CAPO307262
OG0006059	AENJA_07337, AENJA_00150	CAPO306968
OG0006060	AENJA_00185, AENJA_12760	CAPO302999
OG0006062	AENJA_15436, AENJA_00551	CAPO305933
OG0006063	AENJA_00605	CAPO300774
OG0006064	AENJA_00650	CAPO304870
OG0006065	AENJA_00665	CAPO301967
OG0006066	AENJA_00700	CAPO300852
OG0006069	AENJA_00843	CAPO305608
OG0006072	AENJA_01190, AENJA_01191	CAPO303438
OG0006073	AENJA_01226	CAPO303232
OG0006074	AENJA_01259	CAPO305192
OG0006075	AENJA_01270	CAPO300591
OG0006079	AENJA_01432	CAPO300122
OG0006081	AENJA_01461, AENJA_19612	CAPO304015
OG0006084	AENJA_01643	CAPO303975
OG0006085	AENJA_01649	CAPO306971
OG0006087	AENJA_01889	CAPO307633
OG0006090	AENJA_02180	CAPO303628
OG0006094	AENJA_02642	CAPO301083
OG0006095	AENJA_02769	CAPO308333, CAPO301147
OG0006096	AENJA_23191, AENJA_02802	CAPO305316
OG0006097	AENJA_02941	CAPO305425
OG0006098	AENJA_02992	CAPO300607
OG0006101	AENJA_03058	CAPO301377
OG0006103	AENJA_03372	CAPO308138
OG0006107	AENJA_03655	CAPO302627
OG0006108	AENJA_03797	CAPO302650
OG0006110	AENJA_03881	CAPO302693
OG0006111	AENJA_03939	CAPO304724
OG0006113	AENJA_03955	CAPO307626
OG0006114	AENJA_04047	CAPO304178
OG0006115	AENJA_09142, AENJA_04130	CAPO306466
OG0006116	AENJA_04216	CAPO304187
OG0006117	AENJA_04248	CAPO302456
OG0006118	AENJA_04258	CAPO306890
OG0006119	AENJA_04315	CAPO305308
OG0006121	AENJA_04319	CAPO308090
OG0006122	AENJA_04504	CAPO302744
OG0006124	AENJA_05000, AENJA_19597	CAPO304805
OG0006125	AENJA_05020	CAPO306355
OG0006127	AENJA_05400	CAPO301362
OG0006128	AENJA_05402	CAPO301150
OG0006129	AENJA_05595	CAPO300938
OG0006131	AENJA_05907	CAPO303965
OG0006132	AENJA_05951	CAPO307591
OG0006133	AENJA_06147	CAPO304297
OG0006134	AENJA_06166	CAPO307652
OG0006135	AENJA_06474	CAPO307747
OG0006136	AENJA_06518	CAPO304577
OG0006137	AENJA_06532	CAPO303566
OG0006139	AENJA_06683	CAPO301488
OG0006140	AENJA_06694	CAPO301396
OG0006141	AENJA_06732	CAPO302378
OG0006144	AENJA_06817	CAPO307727
OG0006145	AENJA_07241	CAPO304370
OG0006148	AENJA_07759	CAPO302407
OG0006149	AENJA_07795, AENJA_26742	CAPO301175
OG0006151	AENJA_07811	CAPO304128
OG0006152	AENJA_08046	CAPO306493
OG0006153	AENJA_20634, AENJA_08225	CAPO305107
OG0006155	AENJA_10680, AENJA_08285	CAPO301956
OG0006156	AENJA_08334	CAPO304652
OG0006157	AENJA_08379, AENJA_19364	CAPO300095, CAPO303951
OG0006158	AENJA_08735, AENJA_24154	CAPO307937
OG0006159	AENJA_08791	CAPO307030
OG0006160	AENJA_08921	CAPO304978
OG0006161	AENJA_08974	CAPO301615
OG0006162	AENJA_09008	CAPO300392
OG0006164	AENJA_09092	CAPO307640
OG0006168	AENJA_09279	CAPO306154
OG0006169	AENJA_09311	CAPO305149
OG0006176	AENJA_10255	CAPO304797
OG0006177	AENJA_10258	CAPO306017
OG0006178	AENJA_10275	CAPO306742
OG0006179	AENJA_10561	CAPO307840
OG0006180	AENJA_10861	CAPO308064
OG0006181	AENJA_10967	CAPO308207
OG0006182	AENJA_10981	CAPO300329
OG0006183	AENJA_10999	CAPO306749
OG0006185	AENJA_11023	CAPO301640
OG0006186	AENJA_11147	CAPO304672
OG0006187	AENJA_11209	CAPO303722
OG0006188	AENJA_11273	CAPO307979
OG0006190	AENJA_11350	CAPO304791
OG0006191	AENJA_11447	CAPO301907
OG0006192	AENJA_11677	CAPO308099
OG0006195	AENJA_11917	CAPO308346, CAPO305489
OG0006196	AENJA_11923	CAPO304854
OG0006198	AENJA_12070	CAPO306368
OG0006199	AENJA_12139	CAPO307861
OG0006200	AENJA_12153	CAPO306047
OG0006202	AENJA_12367	CAPO307311
OG0006204	AENJA_12686	CAPO307074
OG0006205	AENJA_12688	CAPO306928
OG0006206	AENJA_12805	CAPO308060
OG0006209	AENJA_23478, AENJA_13087	CAPO303208
OG0006210	AENJA_13227	CAPO301051
OG0006211	AENJA_13228	CAPO305755
OG0006213	AENJA_13784	CAPO301176
OG0006214	AENJA_13793	CAPO305313
OG0006216	AENJA_13923	CAPO304328
OG0006225	AENJA_15351	CAPO307529
OG0006226	AENJA_15385	CAPO303955
OG0006227	AENJA_15421	CAPO304192
OG0006229	AENJA_15614	CAPO306729
OG0006230	AENJA_15684	CAPO303003
OG0006233	AENJA_15946	CAPO307263
OG0006234	AENJA_16010	CAPO305546
OG0006235	AENJA_16141	CAPO300217
OG0006237	AENJA_16177	CAPO302524
OG0006239	AENJA_16437	CAPO305262
OG0006243	AENJA_16698	CAPO301646
OG0006244	AENJA_16795	CAPO306900
OG0006245	AENJA_16829	CAPO307777
OG0006248	AENJA_17259	CAPO307601
OG0006249	AENJA_17261	CAPO304667
OG0006250	AENJA_17439	CAPO301165
OG0006251	AENJA_17441	CAPO302342
OG0006252	AENJA_17447	CAPO304131
OG0006253	AENJA_17599	CAPO307341
OG0006254	AENJA_17640	CAPO305073
OG0006257	AENJA_17769	CAPO305440
OG0006258	AENJA_17969	CAPO300398
OG0006260	AENJA_18129	CAPO300587
OG0006261	AENJA_18176, AENJA_20158	CAPO305676
OG0006262	AENJA_18244	CAPO307596
OG0006263	AENJA_18245	CAPO307994
OG0006264	AENJA_18267	CAPO304943
OG0006267	AENJA_18383	CAPO300629
OG0006268	AENJA_18487, AENJA_18486	CAPO305663
OG0006271	AENJA_18740	CAPO306714
OG0006272	AENJA_18803	CAPO300074
OG0006275	AENJA_19065	CAPO304219
OG0006276	AENJA_19069	CAPO306041
OG0006277	AENJA_19169	CAPO307602
OG0006278	AENJA_19171	CAPO305153
OG0006279	AENJA_19295	CAPO307288
OG0006280	AENJA_19369	CAPO308182
OG0006281	AENJA_19582, AENJA_19578	CAPO302129
OG0006284	AENJA_19713	CAPO301681
OG0006285	AENJA_19755	CAPO301258
OG0006286	AENJA_19771	CAPO304212
OG0006287	AENJA_19820, AENJA_19814	CAPO302795
OG0006288	AENJA_19866	CAPO300129
OG0006289	AENJA_19932	CAPO306652
OG0006291	AENJA_20076	CAPO308081
OG0006293	AENJA_20143	CAPO307067
OG0006294	AENJA_20284	CAPO301151
OG0006295	AENJA_20394	CAPO307143
OG0006297	AENJA_20620	CAPO301937
OG0006298	AENJA_20776	CAPO306805
OG0006299	AENJA_20827	CAPO305899
OG0006301	AENJA_20996, AENJA_20997	CAPO306072
OG0006305	AENJA_21522	CAPO303850
OG0006306	AENJA_21664	CAPO303905
OG0006309	AENJA_21854	CAPO304441
OG0006311	AENJA_21861	CAPO300748
OG0006313	AENJA_21937	CAPO306539
OG0006314	AENJA_22087	CAPO308085, CAPO301326
OG0006317	AENJA_22566	CAPO301551
OG0006319	AENJA_22630	CAPO306239
OG0006320	AENJA_22758	CAPO303864
OG0006322	AENJA_22831	CAPO305971
OG0006323	AENJA_22914	CAPO300361
OG0006324	AENJA_22925	CAPO307431
OG0006329	AENJA_23040	CAPO306283
OG0006330	AENJA_23067	CAPO301590
OG0006331	AENJA_23112	CAPO301721
OG0006332	AENJA_23127	CAPO306801
OG0006334	AENJA_23288	CAPO302140
OG0006335	AENJA_23454	CAPO305790
OG0006338	AENJA_23490	CAPO300367
OG0006339	AENJA_23637, AENJA_24037	CAPO306751
OG0006340	AENJA_23711	CAPO306725
OG0006341	AENJA_23741, AENJA_25917	CAPO303256
OG0006344	AENJA_23992	CAPO307345
OG0006346	AENJA_24338	CAPO305832
OG0006347	AENJA_24626	CAPO305184
OG0006349	AENJA_25019	CAPO304057
OG0006350	AENJA_25064	CAPO302433
OG0006352	AENJA_25150	CAPO301346
OG0006353	AENJA_25212	CAPO301517
OG0006355	AENJA_25525	CAPO307129
OG0006356	AENJA_25547	CAPO305164
OG0006358	AENJA_25645	CAPO303299
OG0006359	AENJA_25669	CAPO300583
OG0006360	AENJA_25814	CAPO304103
OG0006361	AENJA_25897	CAPO308070
OG0006362	AENJA_25951	CAPO308308
OG0006363	AENJA_26238	CAPO301002
OG0006365	AENJA_26404	CAPO300671
OG0006443	AENJA_00055	CAPO300234
OG0006447	AENJA_00097	CAPO302283
OG0006448	AENJA_00147	CAPO301094
OG0006449	AENJA_00161	CAPO305961
OG0006456	AENJA_18569, AENJA_00534	CAPO300992
OG0006457	AENJA_00607, AENJA_13698	CAPO306648
OG0006459	AENJA_00708	CAPO307843
OG0006460	AENJA_00719	CAPO308313
OG0006461	AENJA_00796	CAPO306350
OG0006462	AENJA_00971	CAPO300662
OG0006464	AENJA_01149	CAPO307754
OG0006465	AENJA_01262	CAPO307052
OG0006467	AENJA_01368, AENJA_05912	CAPO301292
OG0006468	AENJA_01370, AENJA_01371	CAPO303390
OG0006469	AENJA_01523	CAPO302486
OG0006470	AENJA_01586	CAPO300984
OG0006471	AENJA_01591	CAPO303440
OG0006474	AENJA_01839	CAPO300155
OG0006475	AENJA_02093	CAPO301888
OG0006476	AENJA_02142	CAPO300216
OG0006478	AENJA_02289	CAPO301079
OG0006479	AENJA_02378	CAPO304002
OG0006480	AENJA_02386	CAPO300197
OG0006481	AENJA_02402	CAPO307580
OG0006482	AENJA_19144, AENJA_02493	CAPO305654
OG0006485	AENJA_02849	CAPO307612
OG0006487	AENJA_02956	CAPO300649
OG0006488	AENJA_03064	CAPO301772
OG0006490	AENJA_03091	CAPO301539
OG0006491	AENJA_03152	CAPO300606
OG0006493	AENJA_03180	CAPO306548
OG0006496	AENJA_03702	CAPO304473
OG0006498	AENJA_03890	CAPO301440
OG0006501	AENJA_04172	CAPO307734
OG0006502	AENJA_04209	CAPO301087
OG0006503	AENJA_04398	CAPO304660
OG0006504	AENJA_16898, AENJA_04416	CAPO302154
OG0006505	AENJA_04476	CAPO301510
OG0006507	AENJA_04788	CAPO301032
OG0006508	AENJA_04922, AENJA_05266	CAPO301635
OG0006509	AENJA_04936	CAPO304681
OG0006510	AENJA_04994	CAPO300081
OG0006512	AENJA_05769, AENJA_05293	CAPO301701
OG0006514	AENJA_21274, AENJA_05458	CAPO304095
OG0006515	AENJA_05502	CAPO306459
OG0006516	AENJA_05505	CAPO305607
OG0006517	AENJA_05578	CAPO300477
OG0006519	AENJA_05867	CAPO308006
OG0006520	AENJA_06121	CAPO300668
OG0006523	AENJA_06540	CAPO302914
OG0006526	AENJA_07051	CAPO303623
OG0006532	AENJA_07693	CAPO304147
OG0006533	AENJA_07742	CAPO305463
OG0006534	AENJA_07783	CAPO305714
OG0006536	AENJA_07956	CAPO305735
OG0006538	AENJA_08050	CAPO305091
OG0006540	AENJA_08316	CAPO304760
OG0006541	AENJA_08362	CAPO302376, CAPO304688, CAPO300243
OG0006542	AENJA_08392	CAPO305168
OG0006543	AENJA_15795, AENJA_08614	CAPO305452
OG0006544	AENJA_08630	CAPO306101
OG0006545	AENJA_08841	CAPO307929
OG0006546	AENJA_08937, AENJA_22524	CAPO305234
OG0006547	AENJA_08999	CAPO301259
OG0006549	AENJA_09178	CAPO306040
OG0006550	AENJA_09213	CAPO307487
OG0006552	AENJA_09303	CAPO301957
OG0006553	AENJA_09463	CAPO308128
OG0006554	AENJA_09668	CAPO306525
OG0006555	AENJA_09715	CAPO305951
OG0006556	AENJA_09923	CAPO304941
OG0006557	AENJA_09969, AENJA_09970	CAPO300124
OG0006561	AENJA_10164	CAPO300890
OG0006562	AENJA_10204	CAPO303607
OG0006566	AENJA_19680	CAPO307510
OG0006566	AENJA_10456	CAPO303944
OG0006568	AENJA_10472	CAPO303043
OG0006569	AENJA_10690	CAPO300856
OG0006570	AENJA_10767	CAPO302571
OG0006571	AENJA_10794	CAPO306740
OG0006572	AENJA_10980	CAPO302175
OG0006573	AENJA_11033	CAPO306413
OG0006575	AENJA_11220	CAPO304950
OG0006577	AENJA_23377, AENJA_11258	CAPO300858
OG0006578	AENJA_11264	CAPO303393
OG0006580	AENJA_11583	CAPO306179
OG0006581	AENJA_11836	CAPO300223
OG0006582	AENJA_12464	CAPO305399
OG0006583	AENJA_26093, AENJA_16765, AENJA_12483	CAPO308147
OG0006584	AENJA_12500	CAPO304380
OG0006586	AENJA_12567	CAPO300241
OG0006590	AENJA_12964	CAPO304634
OG0006591	AENJA_13044	CAPO306654
OG0006592	AENJA_13142	CAPO302105
OG0006594	AENJA_13414	CAPO305352
OG0006595	AENJA_13536	CAPO306726
OG0006596	AENJA_13622	CAPO305496
OG0006597	AENJA_13689	CAPO306143
OG0006598	AENJA_13737	CAPO303505
OG0006600	AENJA_13874	CAPO300993
OG0006602	AENJA_14087	CAPO306545
