Orthogroup	AENJA_ok	ASTMX
OG0000906	AENJA_16891, AENJA_05473, AENJA_17075	ASTMX22382
OG0000907	AENJA_06223	ASTMX09038
OG0000908	AENJA_26233	ASTMX13391, ASTMX06616
OG0000909	AENJA_07565	ASTMX14114, ASTMX08183, ASTMX18935, ASTMX02527
OG0000911	AENJA_08748	ASTMX10186, ASTMX20068
OG0000912	AENJA_11633	ASTMX10500, ASTMX10501, ASTMX16615
OG0000912	AENJA_09966	ASTMX13041, ASTMX04397
OG0000913	AENJA_11700	ASTMX04731, ASTMX14355
OG0000915	AENJA_20431	ASTMX19052, ASTMX06403, ASTMX16161, ASTMX09477, ASTMX05555, ASTMX07212
OG0000921	AENJA_16626	ASTMX13599
OG0000921	AENJA_00754	ASTMX02073
OG0000923	AENJA_09851	ASTMX12705
OG0000923	AENJA_01176	ASTMX14532
OG0000923	AENJA_01177	ASTMX21755
OG0000925	AENJA_14502	ASTMX10561
OG0000925	AENJA_01829	ASTMX00132, ASTMX00555
OG0000926	AENJA_07568	ASTMX09128
OG0000928	AENJA_06210	ASTMX22584, ASTMX18625, ASTMX17517, ASTMX00645, ASTMX01726
OG0000929	AENJA_18717, AENJA_24686	ASTMX04114, ASTMX07004, ASTMX06184, ASTMX16944, ASTMX10239, ASTMX04285
OG0000930	AENJA_07380	ASTMX02277, ASTMX03926, ASTMX03925
OG0000931	AENJA_08166	ASTMX03676
OG0000932	AENJA_10313	ASTMX05094, ASTMX12156, ASTMX11727
OG0000932	AENJA_10314	ASTMX11726
OG0000934	AENJA_23792	ASTMX09810, ASTMX09922
OG0000934	AENJA_12733	ASTMX09273, ASTMX08879, ASTMX19792
OG0000935	AENJA_14023	ASTMX04934, ASTMX18192, ASTMX02617, ASTMX18423, ASTMX09074, ASTMX14216, ASTMX00813
OG0000936	AENJA_22898, AENJA_26348, AENJA_22899	ASTMX15303, ASTMX09443
OG0000938	AENJA_21758	ASTMX01692, ASTMX19323, ASTMX19322, ASTMX04693, ASTMX09745, ASTMX01666, ASTMX21733, ASTMX21732
OG0000943	AENJA_00401	ASTMX21773
OG0000944	AENJA_00580	ASTMX07936, ASTMX13997, ASTMX11801, ASTMX01164
OG0000945	AENJA_04250, AENJA_01600, AENJA_21590	ASTMX00204, ASTMX12524, ASTMX16834
OG0000946	AENJA_01969	ASTMX14434
OG0000946	AENJA_16618	ASTMX18936, ASTMX00332, ASTMX10860
OG0000947	AENJA_22086	ASTMX10737, ASTMX06666, ASTMX16756, ASTMX11945
OG0000947	AENJA_02339	ASTMX05367, ASTMX22371, ASTMX07513, ASTMX12713
OG0000949	AENJA_04000	ASTMX15084, ASTMX08824, ASTMX21187, ASTMX22481, ASTMX19646, ASTMX11332, ASTMX19844, ASTMX08182
OG0000951	AENJA_21157	ASTMX01864, ASTMX01863, ASTMX22222, ASTMX05129
OG0000952	AENJA_05461	ASTMX04103, ASTMX16768
OG0000952	AENJA_05453	ASTMX08010, ASTMX16769
OG0000954	AENJA_24386	ASTMX15027
OG0000954	AENJA_08232	ASTMX21854
OG0000955	AENJA_09334, AENJA_19306	ASTMX18471, ASTMX19384
OG0000955	AENJA_22675	ASTMX22024
OG0000955	AENJA_26657	ASTMX11621
OG0000957	AENJA_17037, AENJA_17036	ASTMX04943, ASTMX06936
OG0000958	AENJA_19017	ASTMX06367, ASTMX12813, ASTMX16637
OG0000960	AENJA_23956	ASTMX16444, ASTMX07245, ASTMX15601, ASTMX10147
OG0000963	AENJA_01165	ASTMX07918, ASTMX18186
OG0000963	AENJA_06323	ASTMX05064, ASTMX15961
OG0000964	AENJA_06851, AENJA_04088, AENJA_01513, AENJA_06848	ASTMX14595
OG0000965	AENJA_05586, AENJA_05584	ASTMX11644
OG0000965	AENJA_02282	ASTMX05585
OG0000966	AENJA_02547	ASTMX02282, ASTMX09390, ASTMX05066, ASTMX09997
OG0000967	AENJA_02972	ASTMX08221
OG0000967	AENJA_22529	ASTMX07666, ASTMX03215
OG0000968	AENJA_03154	ASTMX00225, ASTMX16299, ASTMX00443
OG0000968	AENJA_10751	ASTMX13057, ASTMX11973
OG0000969	AENJA_03216	ASTMX01808
OG0000970	AENJA_03395	ASTMX16775, ASTMX10621
OG0000972	AENJA_03845	ASTMX18834
OG0000972	AENJA_26036	ASTMX16325
OG0000973	AENJA_19754, AENJA_10901	ASTMX13794, ASTMX13793
OG0000974	AENJA_05735, AENJA_05736	ASTMX15410
OG0000978	AENJA_08414	ASTMX10667, ASTMX02304, ASTMX07458, ASTMX17117, ASTMX00202, ASTMX01648
OG0000979	AENJA_08501	ASTMX07631
OG0000981	AENJA_08762	ASTMX07777
OG0000982	AENJA_09037	ASTMX07919, ASTMX18187, ASTMX11536, ASTMX07445, ASTMX13438, ASTMX10025
OG0000985	AENJA_14891	ASTMX09768, ASTMX15611, ASTMX12134, ASTMX10557, ASTMX04706
OG0000986	AENJA_19041	ASTMX17978
OG0000987	AENJA_23574	ASTMX15681, ASTMX02636, ASTMX09408, ASTMX04754, ASTMX04880, ASTMX14766
OG0000988	AENJA_25125	ASTMX14582, ASTMX10358, ASTMX14055
OG0000992	AENJA_01350	ASTMX21108
OG0000992	AENJA_08136	ASTMX16823, ASTMX21083
OG0000994	AENJA_20560	ASTMX09930
OG0000994	AENJA_02296	ASTMX09998
OG0000996	AENJA_04444	ASTMX23040, ASTMX18947, ASTMX18386
OG0000996	AENJA_26096	ASTMX22748, ASTMX01122, ASTMX09090, ASTMX06171, ASTMX18948
OG0000999	AENJA_10712	ASTMX07361, ASTMX15986, ASTMX14492, ASTMX00353, ASTMX16560
OG0001000	AENJA_07118	ASTMX00037, ASTMX14963
OG0001001	AENJA_07866	ASTMX17780, ASTMX06967, ASTMX00557, ASTMX00122
OG0001002	AENJA_11066	ASTMX03599
OG0001003	AENJA_13424	ASTMX14461, ASTMX16003
OG0001005	AENJA_17128	ASTMX01027, ASTMX13959
OG0001006	AENJA_21663	ASTMX19697
OG0001006	AENJA_25248	ASTMX13446, ASTMX05959, ASTMX13127
OG0001008	AENJA_24757	ASTMX17365, ASTMX17759, ASTMX01070
OG0001009	AENJA_24783	ASTMX00855
OG0001015	AENJA_05530	ASTMX04064, ASTMX10509, ASTMX07749
OG0001016	AENJA_26608	ASTMX02659
OG0001018	AENJA_02393	ASTMX07293
OG0001018	AENJA_12182	ASTMX14402
OG0001021	AENJA_25578	ASTMX08511
OG0001022	AENJA_03120	ASTMX16902, ASTMX00545, ASTMX07556, ASTMX16176
OG0001023	AENJA_03151	ASTMX19031, ASTMX20687, ASTMX01426, ASTMX20596, ASTMX06914
OG0001024	AENJA_11445	ASTMX03675, ASTMX18108, ASTMX07995, ASTMX09301, ASTMX15826, ASTMX03255
OG0001026	AENJA_04437	ASTMX15598, ASTMX17425, ASTMX16409
OG0001027	AENJA_06667, AENJA_06665, AENJA_06666	ASTMX12602
OG0001028	AENJA_07594	ASTMX02432, ASTMX02433, ASTMX10276, ASTMX00251
OG0001029	AENJA_24200	ASTMX06248, ASTMX01653
OG0001029	AENJA_07743	ASTMX09096, ASTMX11906, ASTMX09903, ASTMX05770, ASTMX16817
OG0001030	AENJA_12462	ASTMX02452, ASTMX18172
OG0001031	AENJA_12602	ASTMX07625
OG0001032	AENJA_13410	ASTMX15532, ASTMX03793, ASTMX13164, ASTMX18965, ASTMX09608, ASTMX13460
OG0001033	AENJA_13779	ASTMX11272, ASTMX16778, ASTMX20310
OG0001034	AENJA_14415	ASTMX14094, ASTMX17808, ASTMX08019, ASTMX09126
OG0001036	AENJA_19830	ASTMX15297, ASTMX00943, ASTMX04320, ASTMX20857
OG0001037	AENJA_20909	ASTMX09605, ASTMX13457, ASTMX18385, ASTMX09123
OG0001039	AENJA_24765	ASTMX00965
OG0001042	AENJA_00375	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999
OG0001044	AENJA_01430, AENJA_04864	ASTMX11020
OG0001044	AENJA_13241, AENJA_00477	ASTMX07810, ASTMX07811
OG0001046	AENJA_01047	ASTMX04989, ASTMX12326, ASTMX15400, ASTMX21403, ASTMX04871
OG0001047	AENJA_13898, AENJA_01886	ASTMX13719, ASTMX02988, ASTMX09193, ASTMX08799
OG0001048	AENJA_02250, AENJA_17677	ASTMX11990, ASTMX19153, ASTMX16464, ASTMX06652, ASTMX16463, ASTMX18179, ASTMX03970
OG0001049	AENJA_02745	ASTMX16983, ASTMX16917
OG0001049	AENJA_16062	ASTMX15120, ASTMX04802
OG0001050	AENJA_03323	ASTMX17116, ASTMX01295, ASTMX07885, ASTMX07884, ASTMX00384, ASTMX06846
OG0001052	AENJA_06392	ASTMX02792, ASTMX15614
OG0001052	AENJA_03703	ASTMX06955, ASTMX02780
OG0001053	AENJA_05825	ASTMX18300, ASTMX22111, ASTMX05732, ASTMX04777, ASTMX00654
OG0001053	AENJA_03704	ASTMX04746
OG0001054	AENJA_06350, AENJA_04202	ASTMX11497, ASTMX10102, ASTMX07817, ASTMX12306, ASTMX15402, ASTMX15877, ASTMX07816, ASTMX19836, ASTMX11496, ASTMX10101
OG0001058	AENJA_07821	ASTMX18033, ASTMX05110, ASTMX11885, ASTMX17859
OG0001059	AENJA_08095	ASTMX17167, ASTMX13012, ASTMX17166, ASTMX13011
OG0001062	AENJA_10657	ASTMX14307, ASTMX08563, ASTMX02379, ASTMX17790
OG0001063	AENJA_15475	ASTMX10605
OG0001065	AENJA_19195	ASTMX18463, ASTMX10224
OG0001066	AENJA_19790	ASTMX20286, ASTMX02069, ASTMX08837, ASTMX00998, ASTMX09220
OG0001067	AENJA_20835	ASTMX00002, ASTMX08589
OG0001068	AENJA_21475	ASTMX16663, ASTMX10634
OG0001072	AENJA_00305, AENJA_03396	ASTMX19026
OG0001072	AENJA_18929	ASTMX07116
OG0001073	AENJA_00575	ASTMX00299, ASTMX15138, ASTMX15137, ASTMX15139, ASTMX07175
OG0001075	AENJA_00807	ASTMX15603, ASTMX17534, ASTMX07596
OG0001076	AENJA_01569	ASTMX03684, ASTMX11243, ASTMX11094
OG0001077	AENJA_01679	ASTMX08017
OG0001077	AENJA_05855	ASTMX12567
OG0001077	AENJA_02550	ASTMX10837
OG0001078	AENJA_10264	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731
OG0001079	AENJA_03947	ASTMX13695, ASTMX07130, ASTMX04052
OG0001080	AENJA_04073	ASTMX20362
OG0001080	AENJA_09896	ASTMX17093, ASTMX00271
OG0001081	AENJA_21808	ASTMX07535
OG0001081	AENJA_16503, AENJA_04238	ASTMX07534, ASTMX20170, ASTMX20169
OG0001082	AENJA_06872, AENJA_21482	ASTMX05356
OG0001083	AENJA_07171	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493
OG0001084	AENJA_07749	ASTMX13267, ASTMX14596, ASTMX13269
OG0001085	AENJA_09145, AENJA_21401	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559
OG0001086	AENJA_12710	ASTMX17217, ASTMX13682, ASTMX15645, ASTMX04708, ASTMX12542
OG0001089	AENJA_16474	ASTMX21827
OG0001090	AENJA_16877	ASTMX12686
OG0001091	AENJA_17138	ASTMX04144, ASTMX08666, ASTMX21338, ASTMX12021, ASTMX21337, ASTMX12020, ASTMX08667
OG0001092	AENJA_18221	ASTMX11224
OG0001093	AENJA_19251	ASTMX12014, ASTMX12657, ASTMX16037, ASTMX04141, ASTMX08672
OG0001094	AENJA_23025	ASTMX20728, ASTMX11817, ASTMX22892
OG0001095	AENJA_25247	ASTMX01042, ASTMX06668, ASTMX10417, ASTMX04271
OG0001101	AENJA_00373	ASTMX18645
OG0001102	AENJA_03278, AENJA_21711	ASTMX10946
OG0001103	AENJA_01387	ASTMX07925
OG0001105	AENJA_15729	ASTMX06295
OG0001105	AENJA_02419	ASTMX16452
OG0001106	AENJA_23681, AENJA_03788	ASTMX12402
OG0001107	AENJA_04030	ASTMX07155, ASTMX18532, ASTMX08783, ASTMX07277, ASTMX12968
OG0001108	AENJA_04372, AENJA_04373	ASTMX10776
OG0001109	AENJA_05558	ASTMX22098, ASTMX18693, ASTMX16851, ASTMX20867
OG0001110	AENJA_06070	ASTMX19998, ASTMX20209, ASTMX10366, ASTMX18902, ASTMX13352
OG0001112	AENJA_06304	ASTMX08753, ASTMX12056
OG0001113	AENJA_06313	ASTMX19887
OG0001113	AENJA_23050	ASTMX17682, ASTMX17433
OG0001115	AENJA_18256, AENJA_09261	ASTMX22571, ASTMX01777, ASTMX14280, ASTMX19074, ASTMX15784, ASTMX16079, ASTMX09277
OG0001116	AENJA_25869, AENJA_12085	ASTMX16860
OG0001117	AENJA_24744, AENJA_23285, AENJA_19626, AENJA_12822	ASTMX11969
OG0001118	AENJA_12961	ASTMX16589
OG0001119	AENJA_13579	ASTMX11748
OG0001120	AENJA_13747	ASTMX04101, ASTMX08003, ASTMX10732, ASTMX16697, ASTMX08805, ASTMX16767
OG0001121	AENJA_14865	ASTMX15268, ASTMX07286
OG0001123	AENJA_20117	ASTMX11965
OG0001123	AENJA_15687	ASTMX03333
OG0001124	AENJA_16308	ASTMX21249
OG0001126	AENJA_21732	ASTMX15842
OG0001126	AENJA_22248	ASTMX15843
OG0001127	AENJA_26609	ASTMX12680, ASTMX16751, ASTMX02660, ASTMX13770
OG0001128	AENJA_26741	ASTMX06330, ASTMX08219, ASTMX03840
OG0001129	AENJA_00009	ASTMX10908, ASTMX12420, ASTMX13922
OG0001129	AENJA_00007	ASTMX10145, ASTMX09711
OG0001130	AENJA_08024, AENJA_00712	ASTMX10575
OG0001131	AENJA_00720	ASTMX07608, ASTMX14403, ASTMX04858
OG0001132	AENJA_02927	ASTMX10021
OG0001133	AENJA_14482	ASTMX13789
OG0001133	AENJA_07797	ASTMX12861
OG0001134	AENJA_06301	ASTMX21574, ASTMX21573, ASTMX07671
OG0001135	AENJA_06307	ASTMX15353, ASTMX19619
OG0001136	AENJA_06348	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730
OG0001137	AENJA_06755	ASTMX12515, ASTMX16194, ASTMX01698
OG0001138	AENJA_08339	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720
OG0001139	AENJA_20595, AENJA_19443	ASTMX08590
OG0001139	AENJA_08828	ASTMX08334, ASTMX02193, ASTMX16174
OG0001141	AENJA_11192	ASTMX18850, ASTMX15737
OG0001142	AENJA_13577	ASTMX06998
OG0001143	AENJA_25253, AENJA_15506	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862
OG0001144	AENJA_15840	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825
OG0001146	AENJA_19404	ASTMX16476, ASTMX05676, ASTMX10477, ASTMX20223
OG0001148	AENJA_25511	ASTMX07421
OG0001149	AENJA_26319, AENJA_26318	ASTMX19645, ASTMX17794
OG0001155	AENJA_01168	ASTMX05916
OG0001155	AENJA_24946	ASTMX05884
OG0001156	AENJA_01685	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559
OG0001158	AENJA_02265, AENJA_16983	ASTMX02087, ASTMX17173, ASTMX12628
OG0001159	AENJA_02590	ASTMX04571, ASTMX16858
OG0001160	AENJA_03496, AENJA_15940	ASTMX03036, ASTMX02042, ASTMX09272
OG0001161	AENJA_03513, AENJA_15958	ASTMX05139, ASTMX19392, ASTMX10567
OG0001162	AENJA_09881, AENJA_03826	ASTMX14904, ASTMX06131, ASTMX00151, ASTMX17408, ASTMX18039
OG0001163	AENJA_23044, AENJA_20499, AENJA_04071, AENJA_23045	ASTMX21149, ASTMX13397, ASTMX06626
OG0001164	AENJA_04659	ASTMX15332
OG0001164	AENJA_14441	ASTMX23034
OG0001165	AENJA_18566	ASTMX13025
OG0001165	AENJA_05192	ASTMX00124
OG0001166	AENJA_05454	ASTMX14476, ASTMX21070, ASTMX15099, ASTMX16555, ASTMX04635
OG0001167	AENJA_06024	ASTMX18844, ASTMX18845, ASTMX07609
OG0001168	AENJA_26059, AENJA_06080, AENJA_26060	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562
OG0001169	AENJA_06689	ASTMX04343
OG0001170	AENJA_14574	ASTMX11047
OG0001171	AENJA_07498	ASTMX06140
OG0001172	AENJA_08737	ASTMX02640, ASTMX12998
OG0001172	AENJA_15031	ASTMX05444, ASTMX13620, ASTMX07385
OG0001173	AENJA_10142	ASTMX06808
OG0001174	AENJA_10268	ASTMX00942
OG0001175	AENJA_10616	ASTMX15626, ASTMX17938, ASTMX10319
OG0001176	AENJA_11857	ASTMX10559, ASTMX01481, ASTMX13540
OG0001177	AENJA_12717	ASTMX14125
OG0001177	AENJA_23960, AENJA_22118	ASTMX15939
OG0001178	AENJA_12752	ASTMX12782, ASTMX12781
OG0001178	AENJA_14989	ASTMX00134, ASTMX00554
OG0001179	AENJA_13625, AENJA_13628	ASTMX12400
OG0001179	AENJA_26058	ASTMX07456
OG0001180	AENJA_13732	ASTMX12027, ASTMX19199, ASTMX09020
OG0001181	AENJA_14047	ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260
OG0001182	AENJA_14313	ASTMX12103, ASTMX13653, ASTMX19714, ASTMX07068, ASTMX07067
OG0001183	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024	ASTMX19735, ASTMX17804
OG0001184	AENJA_17799	ASTMX19302
OG0001184	AENJA_15086	ASTMX00228
OG0001185	AENJA_17542	ASTMX07482, ASTMX10936
OG0001186	AENJA_21307	ASTMX18547, ASTMX02567
OG0001186	AENJA_18825	ASTMX13845
OG0001187	AENJA_19216, AENJA_19215	ASTMX10749
OG0001188	AENJA_22812	ASTMX10472, ASTMX16516, ASTMX05803, ASTMX14514, ASTMX03224
OG0001190	AENJA_24531	ASTMX11323, ASTMX13686, ASTMX05267
OG0001196	AENJA_00058	ASTMX11519, ASTMX11174, ASTMX02339
OG0001197	AENJA_00493	ASTMX03942
OG0001198	AENJA_01200	ASTMX02424, ASTMX06547
OG0001198	AENJA_21857	ASTMX02630
OG0001199	AENJA_01327	ASTMX03290
OG0001199	AENJA_24392	ASTMX03812
OG0001201	AENJA_02210	ASTMX18598
OG0001202	AENJA_03117	ASTMX12631, ASTMX12630
OG0001203	AENJA_17348	ASTMX14697
OG0001204	AENJA_20148	ASTMX05878, ASTMX12225
OG0001205	AENJA_04101	ASTMX13657
OG0001205	AENJA_26398	ASTMX01662, ASTMX03694, ASTMX01184
OG0001207	AENJA_18056	ASTMX15583
OG0001207	AENJA_07276	ASTMX21871, ASTMX07379, ASTMX05452
OG0001208	AENJA_09031	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017
OG0001210	AENJA_18956	ASTMX01254
OG0001210	AENJA_09591	ASTMX10342, ASTMX10343
OG0001211	AENJA_09699	ASTMX18975, ASTMX16242
OG0001212	AENJA_14546, AENJA_09958	ASTMX22528, ASTMX14804, ASTMX14803
OG0001213	AENJA_11717	ASTMX13388
OG0001213	AENJA_11254	ASTMX21450
OG0001214	AENJA_24301	ASTMX09593
OG0001214	AENJA_11388	ASTMX12596
OG0001215	AENJA_15953	ASTMX20085, ASTMX00530, ASTMX12692, ASTMX15468, ASTMX06044
OG0001216	AENJA_16979	ASTMX20220
OG0001217	AENJA_17612	ASTMX09378, ASTMX07954, ASTMX01127, ASTMX10707, ASTMX01247, ASTMX16527, ASTMX07955
OG0001218	AENJA_18179	ASTMX10642, ASTMX14744, ASTMX13687, ASTMX05605
OG0001219	AENJA_18562	ASTMX14886, ASTMX03969, ASTMX10652, ASTMX14229
OG0001220	AENJA_21603	ASTMX05948, ASTMX05949
OG0001220	AENJA_21600	ASTMX18183, ASTMX07915
OG0001221	AENJA_19765	ASTMX07026
OG0001223	AENJA_21588	ASTMX03153, ASTMX00191, ASTMX01647, ASTMX07473
OG0001224	AENJA_22625	ASTMX06442
OG0001225	AENJA_23700	ASTMX05153, ASTMX03549, ASTMX13437, ASTMX10024, ASTMX07916
OG0001229	AENJA_15283	ASTMX13273
OG0001230	AENJA_02087	ASTMX17828
OG0001231	AENJA_02177	ASTMX10826, ASTMX10594, ASTMX16865, ASTMX13823, ASTMX06066
OG0001232	AENJA_07338, AENJA_02228, AENJA_20090, AENJA_20091	ASTMX03619
OG0001233	AENJA_02446	ASTMX05613, ASTMX05612, ASTMX20633
OG0001234	AENJA_02896	ASTMX21708, ASTMX20381
OG0001237	AENJA_19599	ASTMX02167
OG0001238	AENJA_07960	ASTMX03666
OG0001238	AENJA_05667	ASTMX13748, ASTMX05355
OG0001239	AENJA_12406, AENJA_24743, AENJA_06569	ASTMX05182
OG0001240	AENJA_07030	ASTMX20546, ASTMX04906, ASTMX01860, ASTMX15738, ASTMX18848
OG0001241	AENJA_21346	ASTMX06697
OG0001241	AENJA_07588	ASTMX04159, ASTMX18901
OG0001242	AENJA_07671, AENJA_07672, AENJA_07670, AENJA_07673, AENJA_07669, AENJA_07675	ASTMX06205, ASTMX18340
OG0001243	AENJA_09040	ASTMX17034, ASTMX02160, ASTMX19994
OG0001245	AENJA_11241	ASTMX04711, ASTMX08255, ASTMX15831, ASTMX03252
OG0001247	AENJA_24053	ASTMX12611, ASTMX14275, ASTMX19073, ASTMX16338
OG0001248	AENJA_17279	ASTMX11443, ASTMX17482, ASTMX05341, ASTMX19178
OG0001249	AENJA_17683	ASTMX20181, ASTMX10323, ASTMX00502, ASTMX04928
OG0001250	AENJA_18393	ASTMX15491, ASTMX07689, ASTMX20710
OG0001252	AENJA_20096	ASTMX14189, ASTMX20484, ASTMX19839, ASTMX18184, ASTMX07917
OG0001253	AENJA_21103	ASTMX13288, ASTMX07246, ASTMX13330, ASTMX10772, ASTMX13287, ASTMX05532, ASTMX01786
OG0001254	AENJA_25593	ASTMX21459, ASTMX10576, ASTMX17225
OG0001261	AENJA_00856	ASTMX19187, ASTMX01634, ASTMX00068
OG0001262	AENJA_25759	ASTMX21377
OG0001263	AENJA_02283	ASTMX17678, ASTMX07639
OG0001263	AENJA_25444	ASTMX17278
OG0001264	AENJA_02714	ASTMX07471, ASTMX13848, ASTMX00881
OG0001266	AENJA_06321	ASTMX20652, ASTMX13871, ASTMX00959, ASTMX01967
OG0001267	AENJA_03493	ASTMX15901
OG0001267	AENJA_10310	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889
OG0001270	AENJA_04208	ASTMX19479
OG0001270	AENJA_21003	ASTMX03630
OG0001271	AENJA_04651	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815
OG0001273	AENJA_05090	ASTMX02897, ASTMX18194, ASTMX07779, ASTMX03354
OG0001274	AENJA_06074	ASTMX22021, ASTMX13163, ASTMX06912
OG0001275	AENJA_07370	ASTMX03842
OG0001276	AENJA_07718, AENJA_07717	ASTMX03010, ASTMX09183
OG0001278	AENJA_09367	ASTMX04865
OG0001278	AENJA_15562	ASTMX10228
OG0001279	AENJA_09382	ASTMX06329, ASTMX08064, ASTMX13662, ASTMX17711, ASTMX11584
OG0001280	AENJA_11194	ASTMX19448, ASTMX11018, ASTMX16795, ASTMX21805, ASTMX18435
OG0001282	AENJA_12223	ASTMX11350, ASTMX00096, ASTMX03184, ASTMX16656
OG0001283	AENJA_13067, AENJA_22654, AENJA_23095	ASTMX22180, ASTMX22202
OG0001284	AENJA_14056	ASTMX09601
OG0001284	AENJA_21135	ASTMX06818, ASTMX13787, ASTMX17233
OG0001287	AENJA_18219	ASTMX04102, ASTMX08011, ASTMX16698, ASTMX10733, ASTMX08804
OG0001288	AENJA_22039	ASTMX00451, ASTMX12396
OG0001290	AENJA_21151	ASTMX21384
OG0001290	AENJA_21150	ASTMX23021, ASTMX13626, ASTMX08208, ASTMX06258, ASTMX08455
OG0001291	AENJA_21434	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302
OG0001292	AENJA_21781	ASTMX02486, ASTMX00034, ASTMX22402, ASTMX11449
OG0001293	AENJA_23236	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515
OG0001294	AENJA_25092	ASTMX01279
OG0001295	AENJA_25589	ASTMX12041, ASTMX05413, ASTMX05412, ASTMX21791
OG0001296	AENJA_26215	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113
OG0001300	AENJA_00411	ASTMX06507, ASTMX16708, ASTMX01169
OG0001302	AENJA_13024	ASTMX00499
OG0001302	AENJA_01840	ASTMX18397
OG0001304	AENJA_14579	ASTMX10044, ASTMX00193, ASTMX03156, ASTMX11455
OG0001305	AENJA_03926	ASTMX08560, ASTMX14309, ASTMX09612, ASTMX19863, ASTMX03148
OG0001306	AENJA_13028	ASTMX15047, ASTMX12449
OG0001306	AENJA_24214	ASTMX07805
OG0001308	AENJA_05647	ASTMX12136, ASTMX14880, ASTMX11270
OG0001309	AENJA_07716	ASTMX18355, ASTMX18354, ASTMX18353, ASTMX17029, ASTMX13053, ASTMX15510
OG0001310	AENJA_06272	ASTMX09500
OG0001310	AENJA_10879	ASTMX19103, ASTMX15228, ASTMX19102
OG0001311	AENJA_06702	ASTMX15821, ASTMX19766
OG0001311	AENJA_15801	ASTMX21056, ASTMX12561
OG0001312	AENJA_19595, AENJA_24384, AENJA_06846	ASTMX21632, ASTMX06204
OG0001315	AENJA_26453	ASTMX16453, ASTMX21035, ASTMX07687, ASTMX17931
OG0001316	AENJA_08714	ASTMX11105, ASTMX06180, ASTMX08793
OG0001317	AENJA_08900	ASTMX07111
OG0001317	AENJA_20026	ASTMX20575
OG0001318	AENJA_09435	ASTMX01432
OG0001319	AENJA_09605	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136
OG0001320	AENJA_12368	ASTMX02658
OG0001320	AENJA_16608	ASTMX12886, ASTMX12104
OG0001321	AENJA_14609	ASTMX06232, ASTMX07920, ASTMX01880
OG0001322	AENJA_15110	ASTMX01716, ASTMX07256
OG0001322	AENJA_16813	ASTMX16188
OG0001324	AENJA_15995	ASTMX04156
OG0001325	AENJA_16492	ASTMX19331
OG0001326	AENJA_18964	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581
OG0001327	AENJA_18352	ASTMX01100
OG0001327	AENJA_26627	ASTMX18676, ASTMX05552
OG0001329	AENJA_19033	ASTMX07142, ASTMX13340
OG0001330	AENJA_20881	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195
OG0001333	AENJA_23772	ASTMX05919, ASTMX07699
OG0001339	AENJA_00104	ASTMX08150, ASTMX03817, ASTMX01194
OG0001341	AENJA_21191	ASTMX04021, ASTMX18606
OG0001344	AENJA_01361	ASTMX12839, ASTMX12838
OG0001345	AENJA_17713	ASTMX17745
OG0001348	AENJA_01884	ASTMX09799, ASTMX08553, ASTMX19294
OG0001350	AENJA_05873	ASTMX06475
OG0001351	AENJA_17428, AENJA_06682	ASTMX00127, ASTMX00552
OG0001352	AENJA_06720, AENJA_06721, AENJA_06723	ASTMX15667, ASTMX15246, ASTMX15247, ASTMX00804
OG0001353	AENJA_06742	ASTMX11924, ASTMX13745
OG0001354	AENJA_09573	ASTMX11901
OG0001354	AENJA_07753	ASTMX15487, ASTMX02827, ASTMX19253
OG0001355	AENJA_08188	ASTMX03894, ASTMX05031, ASTMX05922
OG0001356	AENJA_08269	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094, ASTMX19357
OG0001357	AENJA_08567	ASTMX19807, ASTMX13049, ASTMX01586, ASTMX13683, ASTMX13930
OG0001358	AENJA_09138	ASTMX08140
OG0001358	AENJA_22577	ASTMX02990, ASTMX13721, ASTMX08819, ASTMX08141, ASTMX10244
OG0001359	AENJA_11211	ASTMX02428, ASTMX11942, ASTMX17796, ASTMX09162
