Orthogroup	AENJA_ok	HUMAN
OG0001120	AENJA_13747	HUMAN23781, HUMAN17480, HUMAN30271, HUMAN22568
OG0001121	AENJA_14865	HUMAN25819, HUMAN25818, HUMAN25820, HUMAN25821, HUMAN19588
OG0001123	AENJA_20117	HUMAN21519
OG0001123	AENJA_15687	HUMAN23592
OG0001124	AENJA_16308	HUMAN29856, HUMAN29855, HUMAN29854, HUMAN29853
OG0001126	AENJA_21731	HUMAN11886
OG0001126	AENJA_21732	HUMAN21463, HUMAN11885
OG0001126	AENJA_22248	HUMAN21462
OG0001127	AENJA_26609	HUMAN18103, HUMAN03016
OG0001128	AENJA_26741	HUMAN15801, HUMAN15800, HUMAN02562, HUMAN02561
OG0001129	AENJA_00009	HUMAN11361, HUMAN28007
OG0001129	AENJA_00007	HUMAN24592
OG0001130	AENJA_08024, AENJA_00712	HUMAN23634
OG0001131	AENJA_00720	HUMAN17000, HUMAN08891, HUMAN08890, HUMAN08889
OG0001132	AENJA_02927	HUMAN28769
OG0001133	AENJA_14482	HUMAN24838
OG0001133	AENJA_07797	HUMAN23355
OG0001134	AENJA_06301	HUMAN22209, HUMAN22213, HUMAN22214, HUMAN22217, HUMAN27443, HUMAN27400, HUMAN27370, HUMAN27444, HUMAN27369, HUMAN27401, HUMAN22215, HUMAN22216, HUMAN22200, HUMAN22207, HUMAN22208, HUMAN22205, HUMAN22199, HUMAN22204, HUMAN22202, HUMAN22198, HUMAN22201, HUMAN22203, HUMAN22206, HUMAN22212, HUMAN22210, HUMAN22211, HUMAN13466, HUMAN13465, HUMAN25963
OG0001135	AENJA_06307	HUMAN12999, HUMAN12998
OG0001136	AENJA_06348	HUMAN14242, HUMAN23717, HUMAN09626, HUMAN09622
OG0001137	AENJA_06755	HUMAN15475, HUMAN15476, HUMAN16861, HUMAN15474
OG0001138	AENJA_08339	HUMAN06608, HUMAN27335, HUMAN21562
OG0001139	AENJA_20595, AENJA_19443	HUMAN29573
OG0001139	AENJA_08828	HUMAN20297, HUMAN20298, HUMAN03896
OG0001141	AENJA_11192	HUMAN28829
OG0001142	AENJA_13577	HUMAN04836, HUMAN04835
OG0001143	AENJA_25253, AENJA_15506	HUMAN26902, HUMAN09500, HUMAN09501, HUMAN28929, HUMAN01633
OG0001144	AENJA_15840	HUMAN06501, HUMAN06503, HUMAN17895, HUMAN06504, HUMAN26116
OG0001146	AENJA_19404	HUMAN21944, HUMAN21943, HUMAN21945, HUMAN00122, HUMAN11953, HUMAN11952
OG0001148	AENJA_25511	HUMAN20750
OG0001149	AENJA_26319, AENJA_26318	HUMAN24814, HUMAN01215
OG0001155	AENJA_01168	HUMAN28847, HUMAN28848, HUMAN28849
OG0001155	AENJA_24946	HUMAN11693
OG0001156	AENJA_01685	HUMAN06276, HUMAN06274, HUMAN12764, HUMAN26033, HUMAN18478, HUMAN18476
OG0001157	AENJA_02080	HUMAN16825
OG0001158	AENJA_02265, AENJA_16983	HUMAN19221, HUMAN13723, HUMAN13724
OG0001159	AENJA_02590	HUMAN16647, HUMAN28079, HUMAN28078
OG0001160	AENJA_03496, AENJA_15940	HUMAN07003, HUMAN07004, HUMAN01405
OG0001161	AENJA_03513, AENJA_15958	HUMAN09583, HUMAN28673
OG0001162	AENJA_09881, AENJA_03826	HUMAN05494, HUMAN05495, HUMAN05496, HUMAN05497, HUMAN19367
OG0001163	AENJA_23044, AENJA_20499, AENJA_04071, AENJA_23045	HUMAN03540, HUMAN22604, HUMAN22605
OG0001164	AENJA_04659	HUMAN20033
OG0001165	AENJA_18566	HUMAN25194
OG0001165	AENJA_05192	HUMAN29763
OG0001166	AENJA_05454	HUMAN25123, HUMAN08665, HUMAN08664, HUMAN04806
OG0001167	AENJA_06024	HUMAN08882, HUMAN08883, HUMAN17001
OG0001168	AENJA_26059, AENJA_06080, AENJA_26060	HUMAN26184, HUMAN26183, HUMAN19115, HUMAN19116, HUMAN11218
OG0001169	AENJA_06689	HUMAN05127, HUMAN05130, HUMAN05129, HUMAN05128, HUMAN05351
OG0001171	AENJA_07498	HUMAN27880
OG0001172	AENJA_08737	HUMAN03030, HUMAN18130
OG0001172	AENJA_15031	HUMAN18077, HUMAN26531, HUMAN12782
OG0001173	AENJA_10142	HUMAN01792
OG0001173	AENJA_26334, AENJA_10143, AENJA_26329, AENJA_16896	HUMAN01793
OG0001174	AENJA_10268	HUMAN20367, HUMAN20467, HUMAN20469, HUMAN20468, HUMAN20465
OG0001175	AENJA_10616	HUMAN27761, HUMAN17515
OG0001176	AENJA_11857	HUMAN27503, HUMAN03360
OG0001177	AENJA_12717	HUMAN13794
OG0001177	AENJA_23960, AENJA_22118	HUMAN26270
OG0001178	AENJA_12752	HUMAN01065
OG0001179	AENJA_26058	HUMAN19099
OG0001180	AENJA_13732	HUMAN22452
OG0001181	AENJA_14047	HUMAN02963, HUMAN12488
OG0001182	AENJA_14313	HUMAN16857, HUMAN09797, HUMAN09796
OG0001183	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024	HUMAN12777
OG0001184	AENJA_17799	HUMAN24892, HUMAN24891
OG0001184	AENJA_15086	HUMAN04448, HUMAN04447
OG0001185	AENJA_17542	HUMAN24530, HUMAN24531, HUMAN00600, HUMAN25682, HUMAN25681
OG0001186	AENJA_21307	HUMAN13742
OG0001186	AENJA_18825	HUMAN11615
OG0001187	AENJA_19216, AENJA_19215	HUMAN21121
OG0001188	AENJA_22812	HUMAN04837, HUMAN15459, HUMAN08381, HUMAN16878
OG0001190	AENJA_24531	HUMAN27353, HUMAN00374
OG0001196	AENJA_00058	HUMAN15286, HUMAN15280, HUMAN15282, HUMAN15283, HUMAN15285, HUMAN15284, HUMAN01997
OG0001197	AENJA_00493	HUMAN04807
OG0001198	AENJA_01200	HUMAN14133, HUMAN09842
OG0001198	AENJA_21857	HUMAN03836
OG0001199	AENJA_01327	HUMAN25663
OG0001199	AENJA_24392	HUMAN27627, HUMAN27626
OG0001200	AENJA_01547	HUMAN08842, HUMAN08840
OG0001202	AENJA_03117	HUMAN22243, HUMAN22242, HUMAN22244
OG0001203	AENJA_17348	HUMAN16859, HUMAN04776
OG0001204	AENJA_20148	HUMAN13045
OG0001205	AENJA_04101	HUMAN08993
OG0001205	AENJA_26398	HUMAN22954
OG0001207	AENJA_15259	HUMAN13151
OG0001207	AENJA_07276	HUMAN13150, HUMAN17601
OG0001208	AENJA_09031	HUMAN17864, HUMAN26576
OG0001209	AENJA_09041	HUMAN27648
OG0001210	AENJA_18956	HUMAN18754
OG0001210	AENJA_09591	HUMAN21606
OG0001211	AENJA_09699	HUMAN17695, HUMAN12935
OG0001212	AENJA_14546, AENJA_09958	HUMAN22840
OG0001213	AENJA_11717	HUMAN03742
OG0001213	AENJA_11254	HUMAN07278, HUMAN07279
OG0001214	AENJA_24301	HUMAN02956, HUMAN02957
OG0001214	AENJA_11388	HUMAN06746, HUMAN06745, HUMAN06748, HUMAN06749
OG0001215	AENJA_15953	HUMAN26208, HUMAN26209, HUMAN17597, HUMAN06423
OG0001216	AENJA_16979	HUMAN05988, HUMAN05987
OG0001217	AENJA_17612	HUMAN29664, HUMAN25763
OG0001218	AENJA_18179	HUMAN05862, HUMAN00140, HUMAN11965
OG0001219	AENJA_18562	HUMAN18053, HUMAN24346, HUMAN01814, HUMAN09792, HUMAN09790
OG0001220	AENJA_21603	HUMAN07348
OG0001220	AENJA_21600	HUMAN14183
OG0001221	AENJA_19765	HUMAN08173, HUMAN08174, HUMAN08177, HUMAN08176, HUMAN08178, HUMAN08175, HUMAN08179, HUMAN08180
OG0001223	AENJA_21588	HUMAN27843, HUMAN11032, HUMAN07991, HUMAN19019, HUMAN11033
OG0001224	AENJA_22625	HUMAN15488, HUMAN15490
OG0001225	AENJA_23700	HUMAN09188, HUMAN28761, HUMAN14334
OG0001230	AENJA_02087	HUMAN00718
OG0001231	AENJA_02177	HUMAN08474, HUMAN08473, HUMAN16911
OG0001232	AENJA_07338, AENJA_02228, AENJA_20090, AENJA_20091	HUMAN10318
OG0001233	AENJA_02446	HUMAN07688
OG0001238	AENJA_07960	HUMAN09752, HUMAN24272
OG0001238	AENJA_05667	HUMAN20738, HUMAN12789, HUMAN06408
OG0001239	AENJA_08544	HUMAN21103
OG0001239	AENJA_12406, AENJA_24743, AENJA_06569	HUMAN26890
OG0001240	AENJA_07030	HUMAN09998, HUMAN10000, HUMAN09999, HUMAN09997, HUMAN01896, HUMAN01897, HUMAN28832
OG0001241	AENJA_21346	HUMAN18832, HUMAN18831
OG0001241	AENJA_07588	HUMAN07799
OG0001243	AENJA_09040	HUMAN27651, HUMAN27653, HUMAN27652, HUMAN27650, HUMAN09639
OG0001245	AENJA_11241	HUMAN22661, HUMAN23851, HUMAN22660, HUMAN03158, HUMAN03156, HUMAN03157
OG0001247	AENJA_24053	HUMAN27059, HUMAN20519, HUMAN29792, HUMAN27060
OG0001248	AENJA_17279	HUMAN18429, HUMAN18430, HUMAN03092, HUMAN03076, HUMAN03293, HUMAN03125, HUMAN03071, HUMAN27267, HUMAN06688, HUMAN18428, HUMAN27270, HUMAN27268
OG0001249	AENJA_17683	HUMAN28497, HUMAN00860, HUMAN14396
OG0001250	AENJA_18393	HUMAN13009, HUMAN20055, HUMAN20056, HUMAN20057, HUMAN12131
OG0001252	AENJA_20096	HUMAN15100, HUMAN01282, HUMAN14175, HUMAN14174
OG0001253	AENJA_21103	HUMAN20377, HUMAN24966, HUMAN20379, HUMAN24965
OG0001254	AENJA_25593	HUMAN23637, HUMAN09380
OG0001261	AENJA_00856	HUMAN22947, HUMAN04078, HUMAN04079
OG0001262	AENJA_25759	HUMAN29428, HUMAN24853
OG0001263	AENJA_02283	HUMAN27745, HUMAN27744, HUMAN03309
OG0001263	AENJA_25444	HUMAN12942
OG0001264	AENJA_02714	HUMAN28020, HUMAN18861, HUMAN18860, HUMAN11601, HUMAN28023
OG0001266	AENJA_06321	HUMAN13676, HUMAN13675, HUMAN18946
OG0001267	AENJA_03493	HUMAN27473, HUMAN27475, HUMAN27477, HUMAN27476
OG0001267	AENJA_10310	HUMAN26403, HUMAN07336, HUMAN07335, HUMAN04653, HUMAN27474, HUMAN27478
OG0001268	AENJA_03712	HUMAN22451
OG0001270	AENJA_04208	HUMAN10267, HUMAN10268, HUMAN10266
OG0001270	AENJA_21003	HUMAN10495
OG0001271	AENJA_04651	HUMAN27281, HUMAN13161, HUMAN06386
OG0001273	AENJA_05090	HUMAN09957, HUMAN15061, HUMAN23537
OG0001274	AENJA_06074	HUMAN01186, HUMAN14450, HUMAN29306
OG0001275	AENJA_09059	HUMAN25461, HUMAN25459, HUMAN25460
OG0001275	AENJA_07370	HUMAN25458
OG0001276	AENJA_07718, AENJA_07717	HUMAN05158, HUMAN23988, HUMAN23987
OG0001278	AENJA_09367	HUMAN13574, HUMAN02569, HUMAN02570
OG0001278	AENJA_15562	HUMAN28347
OG0001279	AENJA_09382	HUMAN15552, HUMAN15549, HUMAN09000, HUMAN02712
OG0001280	AENJA_11194	HUMAN09972, HUMAN14369, HUMAN28522
OG0001282	AENJA_12223	HUMAN11803, HUMAN21801
OG0001284	AENJA_14056	HUMAN27205
OG0001284	AENJA_21135	HUMAN09392
OG0001285	AENJA_14207	HUMAN03725
OG0001287	AENJA_18219	HUMAN23780, HUMAN17479, HUMAN26326, HUMAN22569, HUMAN30270
OG0001288	AENJA_22039	HUMAN09745, HUMAN23493
OG0001290	AENJA_21150	HUMAN23738, HUMAN09455, HUMAN11087
OG0001291	AENJA_21434	HUMAN27542, HUMAN22728, HUMAN03289
OG0001292	AENJA_21781	HUMAN20666, HUMAN18444, HUMAN18446
OG0001293	AENJA_23236	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393
OG0001294	AENJA_25092	HUMAN08609
OG0001295	AENJA_25589	HUMAN17913, HUMAN17912, HUMAN06527
OG0001296	AENJA_26215	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471
OG0001300	AENJA_00411	HUMAN21610, HUMAN07635, HUMAN30249
OG0001302	AENJA_13024	HUMAN00934
OG0001302	AENJA_01840	HUMAN28036
OG0001304	AENJA_14579	HUMAN07987, HUMAN11035, HUMAN27849, HUMAN19007
OG0001305	AENJA_03926	HUMAN14853, HUMAN29257, HUMAN01234
OG0001306	AENJA_13028	HUMAN01015, HUMAN01014
OG0001306	AENJA_24214	HUMAN29260
OG0001308	AENJA_05647	HUMAN03202, HUMAN03203, HUMAN24361, HUMAN24360, HUMAN24359, HUMAN22496, HUMAN22495
OG0001309	AENJA_07716	HUMAN26186, HUMAN26187
OG0001310	AENJA_06272	HUMAN09337
OG0001310	AENJA_10879	HUMAN17449
OG0001311	AENJA_06702	HUMAN02788
OG0001311	AENJA_15801	HUMAN20553
OG0001312	AENJA_19595, AENJA_24384, AENJA_06846	HUMAN19586, HUMAN21384, HUMAN21385
OG0001315	AENJA_08368	HUMAN13234
OG0001315	AENJA_26453	HUMAN13233, HUMAN25875
OG0001316	AENJA_08714	HUMAN22411, HUMAN07507
OG0001317	AENJA_08900	HUMAN26503, HUMAN26504
OG0001317	AENJA_20026	HUMAN29334
OG0001318	AENJA_09435	HUMAN16547, HUMAN16548
OG0001319	AENJA_09605	HUMAN30310, HUMAN21541
OG0001320	AENJA_12368	HUMAN27988, HUMAN27989
OG0001320	AENJA_16608	HUMAN09292, HUMAN16855, HUMAN16856
OG0001321	AENJA_14609	HUMAN09666, HUMAN14539
OG0001322	AENJA_15110	HUMAN03840
OG0001322	AENJA_16813	HUMAN15479, HUMAN15481
OG0001324	AENJA_15995	HUMAN21897
OG0001325	AENJA_16492	HUMAN22703
OG0001326	AENJA_18964	HUMAN03521, HUMAN17368, HUMAN17367, HUMAN03603
OG0001327	AENJA_18352	HUMAN05826, HUMAN05829
OG0001327	AENJA_26627	HUMAN06766, HUMAN06765, HUMAN02428
OG0001329	AENJA_19033	HUMAN02833
OG0001330	AENJA_20881	HUMAN10847, HUMAN12308, HUMAN07235, HUMAN10846
OG0001331	AENJA_22608	HUMAN22232
OG0001333	AENJA_23772	HUMAN20118, HUMAN10313
OG0001339	AENJA_00104	HUMAN25156, HUMAN16668
OG0001341	AENJA_21191	HUMAN13955
OG0001344	AENJA_01361	HUMAN17092
OG0001345	AENJA_17713	HUMAN21450, HUMAN21451, HUMAN21449
OG0001348	AENJA_01884	HUMAN07855, HUMAN07854, HUMAN07853, HUMAN30397, HUMAN07856
OG0001350	AENJA_05873	HUMAN01020
OG0001351	AENJA_17428, AENJA_06682	HUMAN29755
OG0001352	AENJA_06720, AENJA_06721, AENJA_06723	HUMAN27857
OG0001353	AENJA_06742	HUMAN18886
OG0001354	AENJA_09573	HUMAN01464, HUMAN01976
OG0001354	AENJA_07753	HUMAN14805, HUMAN00966, HUMAN28999
OG0001355	AENJA_08188	HUMAN24307, HUMAN22136, HUMAN03703
OG0001356	AENJA_08269	HUMAN21113, HUMAN06242, HUMAN29863
OG0001357	AENJA_08567	HUMAN16834, HUMAN04831, HUMAN09251, HUMAN15455
OG0001358	AENJA_09138	HUMAN25707
OG0001358	AENJA_22577	HUMAN19357, HUMAN30325, HUMAN25709
OG0001359	AENJA_11211	HUMAN14362, HUMAN09431, HUMAN09433, HUMAN09435, HUMAN09434, HUMAN09432, HUMAN28720, HUMAN01773
OG0001360	AENJA_11441	HUMAN22743, HUMAN22745, HUMAN22744
OG0001361	AENJA_11584	HUMAN04301, HUMAN04302, HUMAN20294
OG0001362	AENJA_11906	HUMAN13462
OG0001363	AENJA_12332	HUMAN02206
OG0001364	AENJA_13074	HUMAN26706, HUMAN18389
OG0001365	AENJA_13131	HUMAN29603, HUMAN22759
OG0001367	AENJA_16641	HUMAN19005, HUMAN13672, HUMAN16628, HUMAN16627
OG0001368	AENJA_16737	HUMAN08634
OG0001369	AENJA_17277	HUMAN20946, HUMAN20945, HUMAN02425, HUMAN02423, HUMAN02424, HUMAN06739, HUMAN06737, HUMAN06738
OG0001370	AENJA_17284	HUMAN10042
OG0001371	AENJA_17844, AENJA_24112	HUMAN13498, HUMAN13497
OG0001372	AENJA_25899	HUMAN01152
OG0001373	AENJA_17959	HUMAN10734, HUMAN12051, HUMAN20117, HUMAN10735
OG0001374	AENJA_18703	HUMAN09540, HUMAN09539, HUMAN01648, HUMAN19827, HUMAN19826, HUMAN30333
OG0001375	AENJA_20082	HUMAN25598, HUMAN00578, HUMAN00579
OG0001376	AENJA_21276, AENJA_20852, AENJA_20854	HUMAN05736, HUMAN05737, HUMAN15337, HUMAN19374
OG0001377	AENJA_21043	HUMAN18646, HUMAN03684, HUMAN03683
OG0001378	AENJA_22766	HUMAN27599, HUMAN03792, HUMAN24020, HUMAN22165, HUMAN24018
OG0001379	AENJA_23248	HUMAN21524, HUMAN05168, HUMAN05167, HUMAN17620, HUMAN17658
OG0001380	AENJA_23604	HUMAN23909, HUMAN23910, HUMAN04086, HUMAN22347
OG0001381	AENJA_23800	HUMAN14335, HUMAN09185, HUMAN28764
OG0001382	AENJA_23994	HUMAN16046, HUMAN16047, HUMAN16048
OG0001382	AENJA_23995	HUMAN16044
OG0001383	AENJA_25087	HUMAN01927
OG0001384	AENJA_25726	HUMAN07653, HUMAN07663
OG0001385	AENJA_26212	HUMAN00708
OG0001386	AENJA_26718	HUMAN12570, HUMAN20602
OG0001394	AENJA_02969	HUMAN27467
OG0001394	AENJA_00558	HUMAN27466
OG0001395	AENJA_00590	HUMAN00543, HUMAN25836, HUMAN30091, HUMAN29663
OG0001397	AENJA_05269	HUMAN24255, HUMAN03558
OG0001397	AENJA_01101	HUMAN03597
OG0001398	AENJA_22956, AENJA_26825, AENJA_08355, AENJA_21022, AENJA_16268, AENJA_09931, AENJA_03237, AENJA_19325, AENJA_12622, AENJA_18995, AENJA_07161, AENJA_01337, AENJA_06194, AENJA_20766, AENJA_03767, AENJA_01339, AENJA_09353, AENJA_12621	HUMAN30494, HUMAN20842
OG0001399	AENJA_19357	HUMAN07651
OG0001399	AENJA_02205	HUMAN18963, HUMAN18962, HUMAN11037
OG0001400	AENJA_02507	HUMAN12867, HUMAN17921, HUMAN26085, HUMAN26084
OG0001401	AENJA_02695	HUMAN29769
OG0001403	AENJA_03318, AENJA_22706, AENJA_22705, AENJA_03342	HUMAN12235, HUMAN27256, HUMAN07228
OG0001404	AENJA_05828	HUMAN00261
OG0001405	AENJA_03978	HUMAN20770, HUMAN11517, HUMAN20772
OG0001406	AENJA_04091	HUMAN21841, HUMAN21842, HUMAN21839, HUMAN11946, HUMAN30432
OG0001407	AENJA_05232	HUMAN07194, HUMAN07195, HUMAN07192, HUMAN07190, HUMAN07188, HUMAN07189, HUMAN07285
OG0001408	AENJA_05533	HUMAN29375, HUMAN14479, HUMAN01329
OG0001409	AENJA_06247	HUMAN15650, HUMAN21360
OG0001410	AENJA_18215	HUMAN18249, HUMAN18248, HUMAN25904, HUMAN25903
OG0001410	AENJA_06436	HUMAN27965
OG0001411	AENJA_06963, AENJA_10958	HUMAN22432, HUMAN22431
OG0001412	AENJA_07170	HUMAN07098, HUMAN07099
OG0001413	AENJA_07474	HUMAN07320, HUMAN07322
OG0001413	AENJA_17343	HUMAN10070
OG0001414	AENJA_08160	HUMAN26311
OG0001415	AENJA_09149, AENJA_15367	HUMAN19750, HUMAN19752, HUMAN19751
OG0001416	AENJA_09757	HUMAN00172, HUMAN11820
OG0001417	AENJA_10714	HUMAN12487
OG0001418	AENJA_10983	HUMAN14784, HUMAN00927, HUMAN14783, HUMAN15009, HUMAN23427
OG0001419	AENJA_12607, AENJA_12606	HUMAN02692, HUMAN09220, HUMAN09218, HUMAN09217
OG0001420	AENJA_13248	HUMAN08488, HUMAN08485, HUMAN29818, HUMAN29817, HUMAN20933, HUMAN06265, HUMAN06264, HUMAN06263
OG0001421	AENJA_13339	HUMAN04839, HUMAN08948, HUMAN02585
OG0001422	AENJA_14173	HUMAN17890, HUMAN26120, HUMAN17892, HUMAN26121, HUMAN17893, HUMAN17891
OG0001423	AENJA_14934	HUMAN24902, HUMAN29347, HUMAN02230, HUMAN14689
OG0001424	AENJA_15682	HUMAN04853, HUMAN04852
OG0001425	AENJA_15774	HUMAN25779, HUMAN09840, HUMAN23345, HUMAN23344
OG0001427	AENJA_17543	HUMAN18845, HUMAN13853, HUMAN16726
OG0001428	AENJA_18858	HUMAN00193, HUMAN11816, HUMAN05892
OG0001430	AENJA_19108	HUMAN16816, HUMAN04840, HUMAN09331, HUMAN15891
OG0001431	AENJA_23459	HUMAN26191, HUMAN12528, HUMAN12527, HUMAN12529
OG0001432	AENJA_25391	HUMAN16749
OG0001433	AENJA_26002	HUMAN00642, HUMAN28267, HUMAN25243
OG0001434	AENJA_26114	HUMAN25376
OG0001440	AENJA_03160	HUMAN02970, HUMAN12486
OG0001441	AENJA_00362	HUMAN00513, HUMAN00512, HUMAN19296, HUMAN27941, HUMAN27940, HUMAN27608, HUMAN27607
OG0001445	AENJA_02385	HUMAN18716, HUMAN15579
OG0001446	AENJA_02687, AENJA_10576	HUMAN12296
OG0001447	AENJA_03127	HUMAN09319, HUMAN15576, HUMAN02582
OG0001449	AENJA_04181	HUMAN16746
OG0001449	AENJA_05517	HUMAN18160
OG0001451	AENJA_04889	HUMAN07097
OG0001451	AENJA_16142	HUMAN04374, HUMAN04373
OG0001452	AENJA_05087	HUMAN23508, HUMAN10054, HUMAN01876
OG0001453	AENJA_05598, AENJA_07667	HUMAN21615
OG0001454	AENJA_06306	HUMAN24124, HUMAN24121, HUMAN24122, HUMAN22861
OG0001455	AENJA_06571	HUMAN00999, HUMAN23381, HUMAN15013, HUMAN14678
OG0001456	AENJA_07027	HUMAN21609
OG0001457	AENJA_07426	HUMAN25224
OG0001458	AENJA_08456	HUMAN23064, HUMAN30171, HUMAN29608, HUMAN29609
OG0001459	AENJA_18303, AENJA_08470	HUMAN15951, HUMAN15950, HUMAN06132
OG0001460	AENJA_09064	HUMAN03122
OG0001461	AENJA_09214	HUMAN26887
OG0001462	AENJA_09362	HUMAN02581
OG0001463	AENJA_09831	HUMAN11278, HUMAN11277, HUMAN11276, HUMAN11625
OG0001464	AENJA_09857	HUMAN17749, HUMAN28956, HUMAN06437, HUMAN06436
OG0001465	AENJA_10007	HUMAN00436
OG0001466	AENJA_17986	HUMAN20834, HUMAN20833
OG0001466	AENJA_10074	HUMAN23853
OG0001467	AENJA_26730	HUMAN29474, HUMAN29473
OG0001468	AENJA_10995	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674
OG0001469	AENJA_11151	HUMAN25406
OG0001470	AENJA_11625	HUMAN12346
OG0001472	AENJA_12236	HUMAN26528, HUMAN26527
OG0001472	AENJA_13235	HUMAN19245
OG0001473	AENJA_13618	HUMAN20094, HUMAN20096, HUMAN20095
OG0001474	AENJA_14700	HUMAN09370
OG0001474	AENJA_24781	HUMAN10738, HUMAN10739, HUMAN10736
OG0001475	AENJA_14793	HUMAN00232, HUMAN00233
OG0001476	AENJA_14828	HUMAN25765, HUMAN19427
OG0001477	AENJA_15225	HUMAN10645, HUMAN05918, HUMAN10651, HUMAN10648, HUMAN10647, HUMAN10646, HUMAN03461, HUMAN03460, HUMAN10649, HUMAN10650
OG0001478	AENJA_19708	HUMAN09291, HUMAN09290
OG0001478	AENJA_15450	HUMAN20166
OG0001479	AENJA_16158	HUMAN01339, HUMAN14506, HUMAN14504, HUMAN29189
OG0001480	AENJA_16776	HUMAN18069, HUMAN20722, HUMAN20724, HUMAN20721
OG0001481	AENJA_17029	HUMAN25752, HUMAN25750, HUMAN08503
OG0001483	AENJA_19356	HUMAN12748
OG0001484	AENJA_21194	HUMAN29782, HUMAN20929
OG0001485	AENJA_21469	HUMAN10085, HUMAN23594, HUMAN23593
OG0001486	AENJA_21858	HUMAN25054, HUMAN25055, HUMAN05819, HUMAN05818, HUMAN05067
OG0001487	AENJA_23840	HUMAN11647
OG0001488	AENJA_24153	HUMAN04093
OG0001489	AENJA_24467	HUMAN01073, HUMAN23289
OG0001490	AENJA_25216	HUMAN08811, HUMAN18744, HUMAN04949, HUMAN08810
OG0001492	AENJA_25544	HUMAN10841, HUMAN12245, HUMAN12244, HUMAN10843, HUMAN10842, HUMAN07105
OG0001493	AENJA_26227	HUMAN03318
OG0001498	AENJA_22536, AENJA_25822, AENJA_01053	HUMAN21395
OG0001500	AENJA_01887	HUMAN18402, HUMAN29893, HUMAN07602, HUMAN18404
OG0001501	AENJA_02988	HUMAN08312, HUMAN18751
OG0001502	AENJA_03421	HUMAN13214, HUMAN13217
OG0001503	AENJA_23557	HUMAN15059
OG0001503	AENJA_03755	HUMAN06046
OG0001504	AENJA_04830, AENJA_04833, AENJA_15576, AENJA_04039	HUMAN18887
OG0001505	AENJA_04619	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341
OG0001506	AENJA_05938	HUMAN21790, HUMAN00091
OG0001507	AENJA_06136	HUMAN08598, HUMAN02657, HUMAN02656, HUMAN04900
OG0001508	AENJA_06316	HUMAN04219, HUMAN15958
OG0001509	AENJA_07590	HUMAN07903, HUMAN21589
OG0001510	AENJA_08660	HUMAN28447, HUMAN14672, HUMAN14673, HUMAN01094, HUMAN01092
OG0001511	AENJA_08942	HUMAN18319, HUMAN26693
OG0001515	AENJA_10215	HUMAN12421, HUMAN12420, HUMAN19953
OG0001516	AENJA_10243	HUMAN23268
OG0001517	AENJA_10361	HUMAN23303, HUMAN21286
OG0001518	AENJA_11024	HUMAN21520, HUMAN20795, HUMAN21522
OG0001520	AENJA_12318	HUMAN00622, HUMAN16656
OG0001521	AENJA_13001	HUMAN15053, HUMAN23542, HUMAN01808
OG0001523	AENJA_14135	HUMAN04118, HUMAN06164
OG0001524	AENJA_19275	HUMAN03522
OG0001524	AENJA_15536	HUMAN11149
OG0001525	AENJA_16414	HUMAN07206
OG0001526	AENJA_16663	HUMAN02271, HUMAN29404
OG0001527	AENJA_16808	HUMAN28194
OG0001528	AENJA_17449	HUMAN11910, HUMAN21992, HUMAN21991, HUMAN21990
OG0001529	AENJA_18632	HUMAN20862, HUMAN20863, HUMAN20865, HUMAN20919, HUMAN24918
OG0001531	AENJA_20341	HUMAN03428, HUMAN22234, HUMAN24248
OG0001532	AENJA_20708	HUMAN00046, HUMAN11888, HUMAN21869
OG0001533	AENJA_20965	HUMAN07789, HUMAN21380
OG0001534	AENJA_21491, AENJA_21490	HUMAN20220, HUMAN20221, HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538
OG0001536	AENJA_25332, AENJA_25327	HUMAN23182, HUMAN23181
OG0001545	AENJA_00995	HUMAN14011, HUMAN09985, HUMAN01642, HUMAN14012
OG0001546	AENJA_02497	HUMAN08266, HUMAN16844
OG0001546	AENJA_09615	HUMAN08267
OG0001546	AENJA_02674, AENJA_04011	HUMAN16843
OG0001549	AENJA_04459	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395
OG0001550	AENJA_05034, AENJA_05035	HUMAN20737
OG0001551	AENJA_05503	HUMAN08700, HUMAN02498
OG0001552	AENJA_06118	HUMAN20977, HUMAN20976
OG0001553	AENJA_06179	HUMAN27760, HUMAN03319, HUMAN23794
OG0001554	AENJA_07567	HUMAN05332, HUMAN05331, HUMAN30019
OG0001556	AENJA_07803	HUMAN02509
OG0001557	AENJA_13295	HUMAN04310
OG0001557	AENJA_23342, AENJA_08073	HUMAN26831
OG0001558	AENJA_08311	HUMAN29505, HUMAN29504, HUMAN14496
OG0001559	AENJA_08667	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942
OG0001560	AENJA_09404	HUMAN28514, HUMAN14375, HUMAN14373, HUMAN09968, HUMAN24574, HUMAN01892, HUMAN01891
OG0001561	AENJA_09420	HUMAN20456, HUMAN24967, HUMAN20360
