Orthogroup	AENJA_ok	DROME
OG0001510	AENJA_08660	DROME00025
OG0001511	AENJA_08942	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184
OG0001512	AENJA_09698	DROME19876, DROME13867, DROME13866
OG0001513	AENJA_09714	DROME05379
OG0001514	AENJA_10133	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650
OG0001516	AENJA_10243	DROME13883
OG0001517	AENJA_10361	DROME03470
OG0001518	AENJA_11024	DROME10968
OG0001520	AENJA_12318	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838
OG0001522	AENJA_19424, AENJA_14026	DROME02905, DROME02904
OG0001523	AENJA_14135	DROME11130
OG0001524	AENJA_19275	DROME06417, DROME06418
OG0001524	AENJA_15536	DROME00342, DROME00343
OG0001525	AENJA_16414	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288
OG0001526	AENJA_16663	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110
OG0001527	AENJA_16808	DROME00338
OG0001528	AENJA_17449	DROME09325
OG0001529	AENJA_18632	DROME07602, DROME07601
OG0001530	AENJA_19473	DROME01073
OG0001531	AENJA_20341	DROME10267, DROME10266
OG0001532	AENJA_20708	DROME20201
OG0001546	AENJA_02497	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623
OG0001549	AENJA_04459	DROME13343, DROME13345, DROME13344
OG0001551	AENJA_05503	DROME08057
OG0001553	AENJA_06179	DROME02123, DROME02122
OG0001554	AENJA_07567	DROME16741
OG0001556	AENJA_07803	DROME10072, DROME10071
OG0001557	AENJA_13295	DROME20902, DROME20901
OG0001558	AENJA_08311	DROME19656, DROME19657
OG0001559	AENJA_08667	DROME02902
OG0001561	AENJA_09420	DROME04222
OG0001563	AENJA_12465	DROME03209
OG0001565	AENJA_12372	DROME18953, DROME18978
OG0001567	AENJA_13019	DROME19417, DROME19416
OG0001568	AENJA_13880	DROME08963, DROME07259, DROME19219, DROME18645
OG0001569	AENJA_14238	DROME03783
OG0001570	AENJA_19842	DROME13692
OG0001572	AENJA_22665	DROME11998
OG0001574	AENJA_21910	DROME21965, DROME21966, DROME21964, DROME21967
OG0001575	AENJA_21922, AENJA_21919	DROME14105, DROME14107, DROME14106, DROME14108
OG0001576	AENJA_23479	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049
OG0001579	AENJA_24228	DROME17796
OG0001580	AENJA_25168	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958
OG0001581	AENJA_26170	DROME04945
OG0001582	AENJA_26338	DROME15756, DROME15757
OG0001583	AENJA_26528	DROME08180, DROME08179
OG0001584	AENJA_26828	DROME19782
OG0001589	AENJA_25068	DROME16983, DROME16982, DROME16981, DROME09858
OG0001590	AENJA_00406, AENJA_14826, AENJA_14823	DROME14234, DROME13421
OG0001593	AENJA_01627	DROME06841, DROME06840
OG0001594	AENJA_16970, AENJA_01665, AENJA_04700	DROME05350, DROME05351, DROME05349
OG0001597	AENJA_17835, AENJA_03457	DROME12080
OG0001599	AENJA_04501	DROME14559
OG0001600	AENJA_04862	DROME19005
OG0001602	AENJA_05150	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796
OG0001603	AENJA_05288, AENJA_25082, AENJA_05289	DROME05748, DROME05749
OG0001604	AENJA_06276	DROME13655, DROME13654
OG0001604	AENJA_11253	DROME15595, DROME15593, DROME15592, DROME15594
OG0001606	AENJA_06477	DROME01628
OG0001608	AENJA_08413, AENJA_07328	DROME03108, DROME03117, DROME03110, DROME03116, DROME03113, DROME03115, DROME03118, DROME03114, DROME03109, DROME03119, DROME03111, DROME03112, DROME03121, DROME07455
OG0001609	AENJA_08323	DROME13801, DROME13802, DROME13800
OG0001609	AENJA_19787	DROME09555
OG0001610	AENJA_08526, AENJA_08533, AENJA_08527, AENJA_09111, AENJA_08532	DROME06881
OG0001611	AENJA_08569	DROME07510, DROME07509, DROME07511
OG0001612	AENJA_09589	DROME07050, DROME07049
OG0001614	AENJA_17703	DROME14120
OG0001614	AENJA_10096	DROME17646
OG0001615	AENJA_10716	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809
OG0001620	AENJA_13924	DROME01154, DROME01153, DROME01150, DROME01151
OG0001621	AENJA_13994, AENJA_13992	DROME19943, DROME19942, DROME19944
OG0001623	AENJA_18499, AENJA_25583, AENJA_14562	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251
OG0001624	AENJA_14605	DROME08385, DROME08387, DROME08386, DROME08384
OG0001625	AENJA_14706	DROME08855
OG0001627	AENJA_16344, AENJA_16341, AENJA_20173, AENJA_19284	DROME17716, DROME17715
OG0001628	AENJA_16821, AENJA_21898, AENJA_21897	DROME21766
OG0001628	AENJA_25488	DROME21765
OG0001629	AENJA_16897	DROME03998, DROME03999, DROME03997
OG0001630	AENJA_17020	DROME10692
OG0001632	AENJA_18126	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193
OG0001634	AENJA_18695	DROME02691, DROME02692
OG0001634	AENJA_18896	DROME06767
OG0001635	AENJA_18913	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443
OG0001636	AENJA_19487	DROME21027, DROME21028
OG0001638	AENJA_20882	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415
OG0001639	AENJA_22054	DROME01523, DROME01525, DROME01524
OG0001641	AENJA_23210	DROME08987, DROME08990, DROME08991
OG0001642	AENJA_23879	DROME09872
OG0001643	AENJA_24340	DROME03424, DROME03423, DROME03425
OG0001644	AENJA_26289	DROME05204
OG0001651	AENJA_00391	DROME01946
OG0001652	AENJA_17940, AENJA_22805, AENJA_00850	DROME14027, DROME14026, DROME19080
OG0001653	AENJA_01256, AENJA_21125	DROME03945, DROME03944, DROME03946
OG0001654	AENJA_02592	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085
OG0001655	AENJA_03001	DROME11541, DROME11542
OG0001656	AENJA_03159	DROME12672
OG0001657	AENJA_03268	DROME16951
OG0001658	AENJA_03637	DROME02666, DROME02667
OG0001658	AENJA_05073	DROME02670
OG0001659	AENJA_04668	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494
OG0001660	AENJA_04731	DROME01600, DROME01597, DROME01598, DROME01599
OG0001663	AENJA_06086	DROME17604, DROME17603
OG0001664	AENJA_22480, AENJA_06183	DROME03276
OG0001665	AENJA_11003	DROME21335, DROME21336
OG0001665	AENJA_06300	DROME03860, DROME03861, DROME03859
OG0001666	AENJA_07102	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414
OG0001670	AENJA_08987, AENJA_13957	DROME15734, DROME15735
OG0001671	AENJA_09175	DROME06393, DROME06394, DROME06396, DROME06395
OG0001672	AENJA_09939	DROME04869, DROME04868, DROME04867
OG0001673	AENJA_11329	DROME15611, DROME15610
OG0001675	AENJA_11671	DROME07179, DROME07181, DROME07180
OG0001676	AENJA_11724	DROME15959, DROME15958, DROME15960
OG0001677	AENJA_11807	DROME14874
OG0001680	AENJA_16822	DROME20427
OG0001682	AENJA_17431	DROME17478, DROME17481, DROME17479, DROME17480, DROME17477
OG0001683	AENJA_18304	DROME04416, DROME04417, DROME04415
OG0001684	AENJA_18312	DROME15541
OG0001685	AENJA_18914	DROME10450
OG0001686	AENJA_19766, AENJA_19761	DROME15719
OG0001688	AENJA_20867, AENJA_20868	DROME20990, DROME20991, DROME20989
OG0001689	AENJA_21847	DROME21861, DROME21859
OG0001691	AENJA_24035	DROME07542, DROME07543, DROME07544, DROME07545
OG0001692	AENJA_24257	DROME00090, DROME00091
OG0001703	AENJA_18887, AENJA_19782, AENJA_00606, AENJA_19856	DROME06470, DROME06469
OG0001706	AENJA_00912	DROME01112
OG0001707	AENJA_00981, AENJA_25581	DROME04786, DROME04787
OG0001708	AENJA_01039	DROME10362, DROME14608, DROME16704
OG0001711	AENJA_01555	DROME16692, DROME16691, DROME16690
OG0001712	AENJA_02081	DROME09055, DROME09057, DROME09056, DROME09058, DROME09059
OG0001714	AENJA_02224	DROME06892
OG0001714	AENJA_13337	DROME13258, DROME13259
OG0001718	AENJA_02907	DROME18626, DROME18625, DROME18627
OG0001720	AENJA_03434	DROME07093, DROME07094, DROME07095
OG0001721	AENJA_03497	DROME21093, DROME21094
OG0001723	AENJA_12578	DROME01240, DROME01235, DROME01239, DROME01238, DROME01237, DROME01236
OG0001724	AENJA_04715, AENJA_04714, AENJA_04716	DROME16764, DROME16765, DROME16766, DROME16767
OG0001726	AENJA_06017	DROME01038, DROME01035, DROME01037, DROME01036
OG0001727	AENJA_06020	DROME01511, DROME01510, DROME01513, DROME01512
OG0001728	AENJA_08879	DROME19385
OG0001729	AENJA_08928	DROME04994, DROME04995, DROME04996
OG0001730	AENJA_09007	DROME08359, DROME08358, DROME08360, DROME08361
OG0001731	AENJA_09521	DROME16558
OG0001732	AENJA_11224	DROME05765, DROME05764, DROME05766
OG0001733	AENJA_11585	DROME12129, DROME11165
OG0001735	AENJA_13640, AENJA_13638	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045
OG0001736	AENJA_14070	DROME04354, DROME04355
OG0001738	AENJA_15108	DROME19892
OG0001739	AENJA_15111	DROME17504, DROME18573, DROME08124
OG0001744	AENJA_17309	DROME16508
OG0001745	AENJA_18802	DROME10489
OG0001746	AENJA_19060	DROME21748
OG0001747	AENJA_20575	DROME14222, DROME14221, DROME02413
OG0001748	AENJA_22163	DROME05096, DROME05095, DROME05094, DROME05090, DROME05092, DROME05091, DROME05089, DROME05084, DROME05088, DROME05087, DROME05098, DROME05097, DROME05099, DROME05085, DROME05086, DROME05102, DROME05103, DROME05100, DROME05101
OG0001749	AENJA_22441	DROME14967, DROME14968
OG0001750	AENJA_22826	DROME06453
OG0001751	AENJA_23225	DROME13918
OG0001752	AENJA_23699	DROME16905, DROME16904, DROME16907, DROME16906
OG0001754	AENJA_24677	DROME14611, DROME14610, DROME14612, DROME06495, DROME17387, DROME17388, DROME17389
OG0001768	AENJA_00276	DROME07376, DROME07377
OG0001768	AENJA_00711, AENJA_26065	DROME14966
OG0001769	AENJA_00392	DROME08613
OG0001769	AENJA_14833	DROME15632, DROME15631
OG0001770	AENJA_00514	DROME12526, DROME12525
OG0001774	AENJA_01099	DROME16288
OG0001774	AENJA_09499	DROME17117, DROME17119, DROME17118
OG0001775	AENJA_01192	DROME03798
OG0001776	AENJA_01582	DROME13827, DROME13826, DROME13825, DROME13824
OG0001779	AENJA_13620	DROME15364
OG0001780	AENJA_03259, AENJA_03267, AENJA_06530	DROME12052
OG0001781	AENJA_25405	DROME05960
OG0001781	AENJA_03406	DROME03304
OG0001783	AENJA_04445	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578
OG0001786	AENJA_09558	DROME15286, DROME15285
OG0001786	AENJA_11303, AENJA_15773, AENJA_09559, AENJA_05017	DROME14974, DROME14975
OG0001787	AENJA_05662	DROME15226
OG0001789	AENJA_06214	DROME15206, DROME15202, DROME15200, DROME15204
OG0001791	AENJA_07751, AENJA_06278	DROME10268, DROME11994
OG0001792	AENJA_06373	DROME20324
OG0001793	AENJA_07131	DROME16987
OG0001794	AENJA_07515, AENJA_16390	DROME06075, DROME11897, DROME11898, DROME11899, DROME11900, DROME14777, DROME14776
OG0001798	AENJA_08367	DROME07480
OG0001799	AENJA_08605	DROME20617, DROME20618, DROME20615, DROME20612, DROME20616, DROME20614, DROME20619, DROME20613
OG0001800	AENJA_09181	DROME19760, DROME19756, DROME19759, DROME19758, DROME19757
OG0001804	AENJA_10202	DROME18434, DROME18435, DROME18433, DROME18432
OG0001805	AENJA_10542	DROME11510, DROME11511
OG0001806	AENJA_10903	DROME09050, DROME15347, DROME15346
OG0001807	AENJA_12201	DROME02930, DROME02931, DROME02932
OG0001809	AENJA_13412	DROME10117, DROME10116
OG0001810	AENJA_13786	DROME12471
OG0001816	AENJA_15931	DROME01873
OG0001817	AENJA_17964	DROME01259, DROME06513, DROME06515, DROME06514
OG0001818	AENJA_18459	DROME09141
OG0001819	AENJA_19342	DROME00545
OG0001820	AENJA_19468, AENJA_19465, AENJA_19466	DROME08719, DROME08720
OG0001821	AENJA_21035	DROME10515, DROME10514
OG0001822	AENJA_21678	DROME10804, DROME10805, DROME10809, DROME10807, DROME10808, DROME10806
OG0001825	AENJA_23001	DROME08707, DROME08708, DROME08709
OG0001826	AENJA_23249	DROME04636, DROME04635, DROME04634, DROME04637
OG0001827	AENJA_23535	DROME14163
OG0001830	AENJA_25556	DROME21176, DROME21177, DROME21178, DROME21179
OG0001831	AENJA_25733	DROME16694, DROME16695, DROME16696
OG0001846	AENJA_23250, AENJA_00173	DROME07140
OG0001848	AENJA_12672	DROME18633, DROME18634
OG0001849	AENJA_00715	DROME12958
OG0001850	AENJA_00766	DROME11385, DROME11386, DROME11384, DROME11388, DROME11389, DROME11387
OG0001851	AENJA_00840, AENJA_24938, AENJA_00841, AENJA_00835, AENJA_00963, AENJA_04635, AENJA_18108	DROME00207
OG0001853	AENJA_13354	DROME09289, DROME09287, DROME09286
OG0001854	AENJA_22619, AENJA_04892, AENJA_16241, AENJA_22636, AENJA_03291, AENJA_26517, AENJA_20181, AENJA_07616, AENJA_12416, AENJA_20525, AENJA_18496	DROME00927, DROME15684, DROME20609, DROME12030
OG0001857	AENJA_04553	DROME04659, DROME04661, DROME04660, DROME04662
OG0001858	AENJA_04702	DROME10616, DROME10617, DROME10615
OG0001860	AENJA_05152	DROME00108, DROME00107
OG0001861	AENJA_25398, AENJA_11706, AENJA_05340	DROME09171, DROME09172
OG0001862	AENJA_06207	DROME16221
OG0001863	AENJA_14971	DROME11185
OG0001864	AENJA_07207	DROME05862, DROME05863, DROME05861
OG0001867	AENJA_07397	DROME12422, DROME12423, DROME12425, DROME12420, DROME12424, DROME12419, DROME12418, DROME12421, DROME12417, DROME12416
OG0001868	AENJA_07733	DROME01267, DROME01268, DROME01269, DROME01264, DROME01265, DROME01263, DROME01266
OG0001869	AENJA_07813	DROME13212, DROME13213
OG0001870	AENJA_07921	DROME02885
OG0001872	AENJA_08322	DROME15862, DROME15861
OG0001874	AENJA_08461	DROME06960
OG0001875	AENJA_09123	DROME02032
OG0001875	AENJA_16491	DROME16885
OG0001876	AENJA_09312	DROME07527, DROME07524, DROME07531, DROME07529, DROME07526, DROME07530, DROME07525, DROME07528, DROME07533, DROME07532
OG0001877	AENJA_09356	DROME04518
OG0001878	AENJA_09652	DROME14881, DROME14882
OG0001881	AENJA_11391	DROME18345, DROME18344
OG0001882	AENJA_13635	DROME21717, DROME21711
OG0001883	AENJA_14004	DROME19927
OG0001884	AENJA_14156	DROME01695, DROME01697, DROME01694, DROME01696
OG0001886	AENJA_14779	DROME14413
OG0001887	AENJA_15098	DROME16050
OG0001888	AENJA_15918	DROME11501, DROME11500, DROME11503, DROME11502
OG0001889	AENJA_16220	DROME06696
OG0001890	AENJA_16222	DROME08594, DROME08593
OG0001892	AENJA_17692	DROME21925, DROME21924, DROME21923
OG0001893	AENJA_19715	DROME02220
OG0001896	AENJA_22934	DROME18783
OG0001897	AENJA_24823	DROME10380
OG0001898	AENJA_25485	DROME00331, DROME00326, DROME00325, DROME00327, DROME00328, DROME00329, DROME00330
OG0001899	AENJA_25912	DROME17597, DROME17598, DROME17599
OG0001913	AENJA_00224	DROME20114, DROME20115
OG0001915	AENJA_00588	DROME15601
OG0001916	AENJA_10036	DROME06422
OG0001916	AENJA_00736	DROME12396
OG0001917	AENJA_01170	DROME05027, DROME05026
OG0001918	AENJA_08485, AENJA_16586, AENJA_26335, AENJA_01219	DROME00884
OG0001919	AENJA_03566	DROME15351, DROME15349
OG0001919	AENJA_02076	DROME17341
OG0001920	AENJA_02163, AENJA_26833	DROME06144, DROME06145, DROME06143, DROME06141, DROME06142, DROME06139, DROME06138, DROME06137, DROME06140
OG0001923	AENJA_03271	DROME13928
OG0001925	AENJA_04307	DROME18212, DROME18210, DROME18211
OG0001926	AENJA_04624	DROME02334
OG0001927	AENJA_23080, AENJA_23079, AENJA_04640	DROME06807
OG0001929	AENJA_05832	DROME20439, DROME20440
OG0001934	AENJA_08721	DROME11858
OG0001935	AENJA_08803	DROME05228
OG0001938	AENJA_09456	DROME15196, DROME15195, DROME15198, DROME15197
OG0001939	AENJA_09829	DROME06716
OG0001940	AENJA_10312	DROME20166
OG0001941	AENJA_10713	DROME09362, DROME09360, DROME09361
OG0001943	AENJA_12411	DROME05587, DROME05589, DROME05586, DROME05588
OG0001945	AENJA_12644, AENJA_24575	DROME09755, DROME09756, DROME22094, DROME20436
OG0001946	AENJA_12969	DROME09729
OG0001947	AENJA_13122	DROME14837
OG0001949	AENJA_14418	DROME05190
OG0001951	AENJA_15959	DROME01080, DROME01079, DROME01078, DROME07934
OG0001952	AENJA_16307	DROME00559, DROME00560
OG0001953	AENJA_16687, AENJA_16686	DROME10526, DROME10527, DROME10525, DROME10528
OG0001956	AENJA_17146	DROME18759
OG0001957	AENJA_17381	DROME16952, DROME16955, DROME16953, DROME16954
OG0001958	AENJA_17819	DROME01945
OG0001959	AENJA_18014	DROME00523, DROME00522
OG0001960	AENJA_18081	DROME07743, DROME07742, DROME07741, DROME07744
OG0001961	AENJA_18261	DROME02025, DROME02026
OG0001962	AENJA_18299	DROME21069, DROME21068, DROME21070, DROME15324
OG0001963	AENJA_18795	DROME19777, DROME19776
OG0001964	AENJA_20596	DROME13701, DROME13700, DROME13699
OG0001965	AENJA_21031, AENJA_26304	DROME13659
OG0001967	AENJA_22714	DROME07305
OG0001968	AENJA_22770	DROME04032
OG0001969	AENJA_23560	DROME05971, DROME05972, DROME17147, DROME05970
OG0001970	AENJA_24796	DROME01570, DROME01569
OG0001971	AENJA_26115	DROME18313
OG0001972	AENJA_26436	DROME05855, DROME05853, DROME05851, DROME05852, DROME05854, DROME05846, DROME05850, DROME05847, DROME05848, DROME05849
OG0001987	AENJA_00303	DROME14340
OG0001988	AENJA_00356	DROME11741
OG0001989	AENJA_01331	DROME00900, DROME00899, DROME00898, DROME00902, DROME00901
OG0001990	AENJA_09415	DROME05964
OG0001991	AENJA_04869	DROME05985
OG0001992	AENJA_04726, AENJA_03071	DROME21257
OG0001993	AENJA_03401	DROME12806
OG0001994	AENJA_03433	DROME13142
OG0001996	AENJA_04084, AENJA_22457, AENJA_04070	DROME14824
OG0001998	AENJA_04890	DROME09606
OG0001999	AENJA_06057	DROME20622, DROME20625, DROME20626, DROME20624, DROME20623, DROME20627
OG0002000	AENJA_06674, AENJA_09407	DROME04109
OG0002001	AENJA_07130, AENJA_13848	DROME19332, DROME19331
OG0002002	AENJA_09337, AENJA_07305	DROME05757, DROME05756
OG0002003	AENJA_07348, AENJA_16965	DROME00292
OG0002006	AENJA_08834	DROME06376, DROME06377, DROME06378
OG0002007	AENJA_08990	DROME19057, DROME19058, DROME19056
OG0002008	AENJA_09596	DROME04686, DROME04688, DROME04687, DROME04685
OG0002009	AENJA_11028	DROME09784
OG0002012	AENJA_11623	DROME19135
OG0002013	AENJA_12704, AENJA_12703	DROME04069, DROME08149
OG0002015	AENJA_13757	DROME14275
OG0002016	AENJA_13775	DROME00587, DROME06733, DROME06734, DROME12753
OG0002017	AENJA_13858	DROME18396, DROME18395
OG0002018	AENJA_13942	DROME20847, DROME20850, DROME20840, DROME20843, DROME20851, DROME20841, DROME20842, DROME20848, DROME20846, DROME20844, DROME20849, DROME20839, DROME20845
OG0002020	AENJA_14430	DROME08263, DROME08264, DROME08266, DROME08262, DROME08265
OG0002023	AENJA_16732	DROME06991, DROME06989, DROME06990
OG0002024	AENJA_16927	DROME06569, DROME06570
OG0002026	AENJA_17399, AENJA_20637	DROME20307
OG0002027	AENJA_17663	DROME02939, DROME02938, DROME02937, DROME02936
OG0002029	AENJA_17966, AENJA_23173	DROME21921
OG0002030	AENJA_19423	DROME20203
OG0002031	AENJA_20118	DROME21699, DROME13546
OG0002032	AENJA_20630	DROME01693
OG0002035	AENJA_24470	DROME04340, DROME04341
OG0002036	AENJA_25210	DROME13894, DROME13900, DROME13895, DROME13898, DROME13892, DROME13893, DROME13899, DROME13891, DROME13890, DROME13896, DROME13897, DROME13901
OG0002038	AENJA_26727	DROME06880
OG0002057	AENJA_00395	DROME04633
OG0002059	AENJA_02772	DROME20230, DROME20232, DROME20229, DROME20231
OG0002060	AENJA_02775	DROME09129, DROME09133, DROME09132, DROME09130, DROME09131
OG0002061	AENJA_02978	DROME17109, DROME17110
OG0002062	AENJA_03055	DROME05606, DROME05610, DROME05608, DROME05609, DROME05605, DROME05607, DROME05604
OG0002064	AENJA_05029	DROME00620
OG0002065	AENJA_16274	DROME13540
OG0002066	AENJA_05224	DROME10594
OG0002067	AENJA_05900	DROME21628
OG0002068	AENJA_06271	DROME17295
OG0002069	AENJA_06511	DROME14513
OG0002070	AENJA_07189	DROME01105, DROME01106
OG0002072	AENJA_13616	DROME11499
OG0002072	AENJA_08092	DROME00915, DROME00916
OG0002073	AENJA_09126, AENJA_08139	DROME02887, DROME17696
OG0002074	AENJA_08254	DROME01991, DROME01990, DROME21599
OG0002075	AENJA_21289	DROME02656
OG0002075	AENJA_08572	DROME15499
OG0002076	AENJA_09702	DROME15179, DROME15178
OG0002077	AENJA_09973	DROME13449, DROME13454, DROME13450, DROME13452, DROME13453, DROME13455, DROME13451, DROME13448, DROME13443, DROME13445, DROME13447, DROME13446, DROME13444
OG0002078	AENJA_10297	DROME10262, DROME10261, DROME10264, DROME10263, DROME10265
OG0002079	AENJA_10742, AENJA_19098	DROME05628
OG0002080	AENJA_12041	DROME04483, DROME04484, DROME04485
OG0002081	AENJA_12147	DROME20778
OG0002085	AENJA_15120	DROME18248
OG0002086	AENJA_15234	DROME13913, DROME13914
OG0002087	AENJA_23537, AENJA_15799	DROME20417, DROME20418
