Orthogroup	AENJA_ok	SCHMD
OG0001889	AENJA_16220	SCHMD03474
OG0001890	AENJA_16222	SCHMD07009
OG0001894	AENJA_21040	SCHMD11512
OG0001897	AENJA_24823	SCHMD10904, SCHMD14627
OG0001898	AENJA_25485	SCHMD21587, SCHMD18283
OG0001913	AENJA_00224	SCHMD08198, SCHMD01162
OG0001914	AENJA_20687, AENJA_20686	SCHMD04908
OG0001914	AENJA_00249	SCHMD07662
OG0001915	AENJA_00588	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004
OG0001916	AENJA_10036	SCHMD17658
OG0001916	AENJA_00736	SCHMD10605
OG0001917	AENJA_01170	SCHMD07933
OG0001918	AENJA_08485, AENJA_16586, AENJA_26335, AENJA_01219	SCHMD11138, SCHMD23731
OG0001919	AENJA_03566	SCHMD06373
OG0001919	AENJA_02076	SCHMD23775, SCHMD20085
OG0001920	AENJA_02163, AENJA_26833	SCHMD25326
OG0001922	AENJA_22724, AENJA_22729	SCHMD25567
OG0001922	AENJA_20427	SCHMD02694
OG0001923	AENJA_03271	SCHMD05921
OG0001924	AENJA_03839	SCHMD08693
OG0001925	AENJA_04307	SCHMD03004, SCHMD23545, SCHMD17243
OG0001926	AENJA_04624	SCHMD20309, SCHMD16846
OG0001927	AENJA_23080, AENJA_23079, AENJA_04640	SCHMD08910
OG0001928	AENJA_05549	SCHMD26836
OG0001929	AENJA_05832	SCHMD19346, SCHMD06936
OG0001929	AENJA_13809	SCHMD18261, SCHMD08691, SCHMD20130, SCHMD06934
OG0001932	AENJA_07865	SCHMD00368
OG0001933	AENJA_07871	SCHMD01181
OG0001935	AENJA_16826	SCHMD23048
OG0001937	AENJA_09118	SCHMD08104, SCHMD08105
OG0001939	AENJA_09829	SCHMD10030, SCHMD02230
OG0001941	AENJA_10713	SCHMD26622
OG0001942	AENJA_14544, AENJA_11325, AENJA_11326	SCHMD01053
OG0001943	AENJA_12411	SCHMD03979
OG0001946	AENJA_12969	SCHMD08506
OG0001947	AENJA_13122	SCHMD00740
OG0001949	AENJA_14418	SCHMD16576
OG0001950	AENJA_14901, AENJA_14900	SCHMD07266
OG0001951	AENJA_15959	SCHMD10937, SCHMD17652, SCHMD16242
OG0001952	AENJA_19250, AENJA_16307	SCHMD08803, SCHMD19932
OG0001953	AENJA_16687, AENJA_16686	SCHMD03889
OG0001956	AENJA_17146	SCHMD16218
OG0001957	AENJA_17381	SCHMD03964
OG0001958	AENJA_17819	SCHMD10594
OG0001961	AENJA_18261	SCHMD03837
OG0001963	AENJA_18795	SCHMD24660
OG0001964	AENJA_20596	SCHMD09357, SCHMD08651, SCHMD21843, SCHMD09356
OG0001965	AENJA_21031, AENJA_26304	SCHMD15198
OG0001966	AENJA_21166	SCHMD10097
OG0001968	AENJA_22770	SCHMD12918
OG0001969	AENJA_23560	SCHMD08414, SCHMD09063
OG0001970	AENJA_24796	SCHMD03645, SCHMD03647, SCHMD03646
OG0001971	AENJA_26115	SCHMD02201, SCHMD22610, SCHMD17361, SCHMD12554, SCHMD24973, SCHMD18252
OG0001972	AENJA_26436	SCHMD07972, SCHMD26110
OG0001985	AENJA_00265	SCHMD04898
OG0001987	AENJA_00303	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073
OG0001988	AENJA_00356	SCHMD17373
OG0001989	AENJA_01331	SCHMD11266
OG0001991	AENJA_04869	SCHMD08363
OG0001992	AENJA_04726, AENJA_03071	SCHMD10680
OG0001993	AENJA_03401	SCHMD04073
OG0001994	AENJA_03433, AENJA_03430	SCHMD12538
OG0001996	AENJA_04084, AENJA_22457, AENJA_04070	SCHMD23397, SCHMD13355, SCHMD14732, SCHMD10995, SCHMD04576
OG0001998	AENJA_04890	SCHMD19391
OG0001999	AENJA_06057	SCHMD10953
OG0002000	AENJA_09407	SCHMD09206
OG0002001	AENJA_07130, AENJA_13848	SCHMD04245
OG0002003	AENJA_07348, AENJA_16965	SCHMD25539
OG0002005	AENJA_08069	SCHMD01316, SCHMD27910, SCHMD18360
OG0002006	AENJA_08834	SCHMD01886, SCHMD11267, SCHMD12678, SCHMD06801
OG0002008	AENJA_09596	SCHMD06021
OG0002011	AENJA_11419	SCHMD13609, SCHMD07842
OG0002013	AENJA_12704, AENJA_12703	SCHMD05928, SCHMD05926
OG0002015	AENJA_13757	SCHMD07213, SCHMD12123
OG0002017	AENJA_13858	SCHMD02967
OG0002018	AENJA_13942	SCHMD24155, SCHMD22495
OG0002023	AENJA_16732	SCHMD13758
OG0002024	AENJA_16927	SCHMD06250
OG0002026	AENJA_17399, AENJA_20637	SCHMD11077, SCHMD01664
OG0002027	AENJA_17663	SCHMD07869
OG0002028	AENJA_17773	SCHMD21205, SCHMD23213, SCHMD07644, SCHMD21204, SCHMD23215
OG0002029	AENJA_23173	SCHMD15250
OG0002031	AENJA_20118	SCHMD21628, SCHMD14088
OG0002032	AENJA_20630	SCHMD15998, SCHMD17430
OG0002033	AENJA_21656	SCHMD16213
OG0002035	AENJA_24470	SCHMD19062, SCHMD21913
OG0002036	AENJA_25210	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638
OG0002037	AENJA_25686	SCHMD17138
OG0002057	AENJA_00395	SCHMD14251, SCHMD14250
OG0002058	AENJA_09693, AENJA_01303	SCHMD04310
OG0002059	AENJA_02772	SCHMD13857
OG0002062	AENJA_03055	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072
OG0002063	AENJA_04991	SCHMD21953, SCHMD12086, SCHMD11388
OG0002065	AENJA_16274	SCHMD04658
OG0002068	AENJA_06271	SCHMD20105
OG0002070	AENJA_07189	SCHMD04912
OG0002072	AENJA_11520	SCHMD10402
OG0002073	AENJA_09126, AENJA_08139	SCHMD20304, SCHMD22775, SCHMD03169
OG0002076	AENJA_09702	SCHMD28435, SCHMD28300
OG0002077	AENJA_09973	SCHMD01377
OG0002079	AENJA_19098	SCHMD11302, SCHMD04787
OG0002081	AENJA_12147	SCHMD20577, SCHMD12884, SCHMD21807
OG0002082	AENJA_25928	SCHMD05649, SCHMD06512
OG0002085	AENJA_15120	SCHMD24654
OG0002087	AENJA_23537, AENJA_15799	SCHMD07766
OG0002089	AENJA_18322	SCHMD26378
OG0002091	AENJA_20386	SCHMD18712, SCHMD22802
OG0002093	AENJA_20905	SCHMD12873, SCHMD16751, SCHMD14180
OG0002094	AENJA_21113	SCHMD17092, SCHMD14979
OG0002095	AENJA_21472	SCHMD10707
OG0002096	AENJA_21606	SCHMD19108, SCHMD19170
OG0002097	AENJA_21956	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424
OG0002099	AENJA_22526	SCHMD02814
OG0002103	AENJA_24883	SCHMD03652
OG0002104	AENJA_25109	SCHMD13430, SCHMD13219, SCHMD07798
OG0002105	AENJA_25530	SCHMD04684
OG0002106	AENJA_25552, AENJA_25673	SCHMD29823, SCHMD29437
OG0002107	AENJA_25817	SCHMD17132, SCHMD27313
OG0002108	AENJA_26100	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153
OG0002122	AENJA_00125	SCHMD07268
OG0002122	AENJA_00126	SCHMD07269, SCHMD02288
OG0002123	AENJA_00359	SCHMD07146
OG0002124	AENJA_26779	SCHMD03099
OG0002127	AENJA_01835	SCHMD03483
OG0002129	AENJA_02620	SCHMD22869
OG0002131	AENJA_05093, AENJA_06526	SCHMD04890
OG0002131	AENJA_03621	SCHMD13328, SCHMD15542
OG0002134	AENJA_04817	SCHMD15178
OG0002138	AENJA_06936	SCHMD05605
OG0002139	AENJA_07352	SCHMD09027
OG0002141	AENJA_08191	SCHMD13856
OG0002142	AENJA_09042	SCHMD02227
OG0002143	AENJA_20931	SCHMD19800, SCHMD07450, SCHMD01063, SCHMD04627, SCHMD01498, SCHMD10512
OG0002144	AENJA_10174	SCHMD08032
OG0002145	AENJA_10358	SCHMD12978
OG0002146	AENJA_10360	SCHMD03633
OG0002148	AENJA_10936	SCHMD13024, SCHMD06006
OG0002149	AENJA_11461	SCHMD00788
OG0002152	AENJA_11762	SCHMD18533, SCHMD18027, SCHMD20477
OG0002153	AENJA_11969	SCHMD13304
OG0002155	AENJA_13668	SCHMD08600
OG0002156	AENJA_12297	SCHMD11093
OG0002158	AENJA_12486	SCHMD07812
OG0002159	AENJA_12736	SCHMD10603, SCHMD12359
OG0002160	AENJA_13922	SCHMD13784, SCHMD24695, SCHMD12476, SCHMD27951, SCHMD03338
OG0002162	AENJA_14940	SCHMD03583, SCHMD23655, SCHMD18455, SCHMD26112, SCHMD26238, SCHMD14051, SCHMD04345
OG0002163	AENJA_15172, AENJA_15175	SCHMD00119
OG0002164	AENJA_15939	SCHMD13046, SCHMD17370, SCHMD21313, SCHMD10444, SCHMD06294, SCHMD20863, SCHMD17369
OG0002166	AENJA_16415	SCHMD22548
OG0002167	AENJA_16467, AENJA_16533	SCHMD06677
OG0002168	AENJA_16471, AENJA_23270	SCHMD00757
OG0002169	AENJA_17912	SCHMD19182, SCHMD07925
OG0002170	AENJA_23030	SCHMD16963
OG0002171	AENJA_18243	SCHMD05133, SCHMD13789
OG0002172	AENJA_18361	SCHMD03160, SCHMD03161
OG0002174	AENJA_19972, AENJA_18424	SCHMD24186, SCHMD11866
OG0002175	AENJA_18688	SCHMD09343, SCHMD14948
OG0002176	AENJA_18732, AENJA_18733	SCHMD00350
OG0002177	AENJA_18769	SCHMD05408
OG0002178	AENJA_19692, AENJA_19691	SCHMD23121
OG0002179	AENJA_19816	SCHMD03681, SCHMD03680
OG0002180	AENJA_23069	SCHMD10462
OG0002182	AENJA_21407	SCHMD00111
OG0002184	AENJA_22069	SCHMD08545
OG0002185	AENJA_22305	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407
OG0002186	AENJA_22552	SCHMD11250
OG0002188	AENJA_22979	SCHMD07090
OG0002189	AENJA_23289, AENJA_24476	SCHMD03295
OG0002190	AENJA_23964	SCHMD06253, SCHMD20396
OG0002191	AENJA_24425	SCHMD16045
OG0002209	AENJA_00050	SCHMD05613
OG0002211	AENJA_00456	SCHMD29435
OG0002213	AENJA_00491	SCHMD01017
OG0002216	AENJA_06974, AENJA_00740, AENJA_06973	SCHMD20521
OG0002222	AENJA_01746	SCHMD15372, SCHMD28641, SCHMD28642, SCHMD18509, SCHMD17607, SCHMD07921, SCHMD24182, SCHMD26245
OG0002223	AENJA_26635	SCHMD11701
OG0002224	AENJA_02077	SCHMD07940
OG0002225	AENJA_02179	SCHMD03290
OG0002226	AENJA_02285	SCHMD00937
OG0002227	AENJA_02303, AENJA_02304	SCHMD09350, SCHMD09896
OG0002229	AENJA_02540	SCHMD09620, SCHMD21635
OG0002233	AENJA_04151	SCHMD13734
OG0002235	AENJA_16148, AENJA_04311	SCHMD15174, SCHMD00911
OG0002238	AENJA_05072	SCHMD16384, SCHMD14426
OG0002239	AENJA_05630	SCHMD00548
OG0002240	AENJA_05936	SCHMD15638, SCHMD19507, SCHMD19508
OG0002240	AENJA_05935	SCHMD15639
OG0002241	AENJA_06217	SCHMD19113
OG0002242	AENJA_06280	SCHMD23296, SCHMD15189, SCHMD19349, SCHMD21538, SCHMD18994
OG0002244	AENJA_20811, AENJA_25845, AENJA_06734, AENJA_20367, AENJA_25846	SCHMD24135
OG0002244	AENJA_11508	SCHMD25722
OG0002250	AENJA_09062	SCHMD29769
OG0002252	AENJA_09873	SCHMD16344
OG0002254	AENJA_10285, AENJA_10284	SCHMD07848
OG0002257	AENJA_13140, AENJA_23797	SCHMD26955
OG0002259	AENJA_13195	SCHMD08992
OG0002260	AENJA_13335	SCHMD15145, SCHMD14592, SCHMD17897, SCHMD04140, SCHMD05670
OG0002261	AENJA_13619	SCHMD15654, SCHMD22485
OG0002263	AENJA_14524	SCHMD05522
OG0002264	AENJA_14565	SCHMD24103
OG0002265	AENJA_14678	SCHMD27098, SCHMD25159, SCHMD22941
OG0002266	AENJA_15317	SCHMD06724
OG0002268	AENJA_16347	SCHMD10895
OG0002270	AENJA_17477	SCHMD15276
OG0002272	AENJA_18110	SCHMD08789, SCHMD22434
OG0002274	AENJA_19538	SCHMD28532, SCHMD15034
OG0002275	AENJA_19831	SCHMD18381
OG0002278	AENJA_20031	SCHMD20539, SCHMD10373, SCHMD15432, SCHMD10372
OG0002279	AENJA_21727	SCHMD01549
OG0002280	AENJA_22896	SCHMD12278
OG0002282	AENJA_23640	SCHMD02902, SCHMD23794
OG0002284	AENJA_23854	SCHMD15028
OG0002287	AENJA_25167	SCHMD14731, SCHMD14911
OG0002288	AENJA_25474	SCHMD19642, SCHMD22333, SCHMD13464
OG0002292	AENJA_26405	SCHMD12492
OG0002310	AENJA_09000, AENJA_00492, AENJA_01848, AENJA_17863, AENJA_08227, AENJA_21744, AENJA_26119, AENJA_22622, AENJA_09526, AENJA_19534, AENJA_19537, AENJA_19539, AENJA_15355, AENJA_07661, AENJA_20040	SCHMD15571
OG0002310	AENJA_19947	SCHMD09478
OG0002311	AENJA_01007, AENJA_00721	SCHMD08886, SCHMD27775
OG0002316	AENJA_01956	SCHMD00954, SCHMD00365, SCHMD09509
OG0002318	AENJA_02715, AENJA_16923	SCHMD07487, SCHMD07486, SCHMD07473
OG0002319	AENJA_03189	SCHMD03166, SCHMD04979
OG0002320	AENJA_03520	SCHMD23839, SCHMD25321
OG0002321	AENJA_03802	SCHMD19583
OG0002322	AENJA_08237	SCHMD08143, SCHMD10256
OG0002323	AENJA_05749	SCHMD09591
OG0002324	AENJA_19401, AENJA_05816	SCHMD17868, SCHMD20490, SCHMD09738
OG0002325	AENJA_06079	SCHMD12741, SCHMD02197
OG0002326	AENJA_06622	SCHMD16849
OG0002326	AENJA_06618	SCHMD06779
OG0002327	AENJA_22580	SCHMD04037
OG0002327	AENJA_06976	SCHMD11011
OG0002328	AENJA_06978	SCHMD26038, SCHMD21230
OG0002329	AENJA_07016	SCHMD14716
OG0002331	AENJA_08499	SCHMD05746, SCHMD05744
OG0002332	AENJA_09253	SCHMD15875, SCHMD15876
OG0002334	AENJA_26330, AENJA_09745	SCHMD23234
OG0002335	AENJA_09844	SCHMD10804
OG0002337	AENJA_10208	SCHMD00113
OG0002341	AENJA_11703	SCHMD26460, SCHMD08087, SCHMD22683
OG0002342	AENJA_12561	SCHMD22295, SCHMD21175
OG0002343	AENJA_12852	SCHMD04508
OG0002344	AENJA_13012, AENJA_13013	SCHMD18349
OG0002346	AENJA_13792	SCHMD25995
OG0002348	AENJA_15315	SCHMD29339
OG0002349	AENJA_16480	SCHMD05252
OG0002349	AENJA_15652	SCHMD15867, SCHMD00212, SCHMD28145, SCHMD06312
OG0002352	AENJA_16506	SCHMD11120
OG0002355	AENJA_18224	SCHMD13322
OG0002356	AENJA_18622	SCHMD06573, SCHMD14519
OG0002357	AENJA_18771	SCHMD07348
OG0002359	AENJA_19066	SCHMD07349
OG0002361	AENJA_19370	SCHMD19885, SCHMD19235, SCHMD20081, SCHMD25103
OG0002362	AENJA_20934	SCHMD13230
OG0002363	AENJA_21374	SCHMD26399
OG0002365	AENJA_21720	SCHMD04357, SCHMD05809
OG0002366	AENJA_22329	SCHMD20747, SCHMD23587, SCHMD15000
OG0002367	AENJA_23782	SCHMD07520
OG0002368	AENJA_22527	SCHMD19036
OG0002369	AENJA_22567	SCHMD14247
OG0002370	AENJA_22954	SCHMD03014
OG0002371	AENJA_23878, AENJA_23873	SCHMD25183
OG0002372	AENJA_25318	SCHMD13875
OG0002372	AENJA_26244	SCHMD13874, SCHMD13504
OG0002374	AENJA_25507	SCHMD10513, SCHMD09821
OG0002375	AENJA_25871	SCHMD24554
OG0002376	AENJA_25963	SCHMD18335, SCHMD24761
OG0002377	AENJA_26503	SCHMD20961
OG0002378	AENJA_26694	SCHMD10070
OG0002395	AENJA_01011	SCHMD00535, SCHMD01059
OG0002396	AENJA_01548	SCHMD05257
OG0002402	AENJA_03150	SCHMD14145, SCHMD21289
OG0002404	AENJA_03555	SCHMD28367, SCHMD04087
OG0002406	AENJA_04613	SCHMD19891
OG0002407	AENJA_04703	SCHMD07149
OG0002408	AENJA_04822	SCHMD05812, SCHMD19514
OG0002409	AENJA_05961	SCHMD06262
OG0002410	AENJA_07499	SCHMD00520
OG0002411	AENJA_07692, AENJA_07684	SCHMD25076, SCHMD25353
OG0002412	AENJA_07876	SCHMD05052
OG0002413	AENJA_18117	SCHMD06075
OG0002414	AENJA_07916	SCHMD15427, SCHMD24855, SCHMD21960
OG0002415	AENJA_08809, AENJA_08808	SCHMD12484
OG0002417	AENJA_09632	SCHMD08126, SCHMD04994, SCHMD15147
OG0002418	AENJA_09768	SCHMD13033
OG0002420	AENJA_10932	SCHMD24163
OG0002421	AENJA_11342, AENJA_23395	SCHMD10399
OG0002422	AENJA_11769	SCHMD10713, SCHMD26768
OG0002423	AENJA_23143	SCHMD13444, SCHMD05922, SCHMD05923
OG0002424	AENJA_12073	SCHMD02494
OG0002425	AENJA_12278	SCHMD24887, SCHMD14524
OG0002426	AENJA_12348	SCHMD12164
OG0002427	AENJA_12737	SCHMD25589
OG0002433	AENJA_14010	SCHMD07182, SCHMD18419, SCHMD21667
OG0002437	AENJA_15689	SCHMD26512
OG0002438	AENJA_15802	SCHMD05551
OG0002439	AENJA_16773	SCHMD17265
OG0002441	AENJA_17578	SCHMD16958, SCHMD27293, SCHMD09124
OG0002443	AENJA_19788, AENJA_19789	SCHMD01789
OG0002445	AENJA_20517	SCHMD05650
OG0002446	AENJA_21367	SCHMD14541, SCHMD28630
OG0002447	AENJA_24330	SCHMD02991
OG0002448	AENJA_22030	SCHMD00905
OG0002450	AENJA_22561	SCHMD23688
OG0002451	AENJA_22783	SCHMD14654
OG0002453	AENJA_24398	SCHMD08660, SCHMD06735
OG0002454	AENJA_24945	SCHMD10051
OG0002455	AENJA_26439	SCHMD29092
OG0002456	AENJA_26722	SCHMD12997, SCHMD01810
OG0002476	AENJA_00015, AENJA_24202	SCHMD03267
OG0002478	AENJA_00225	SCHMD10684, SCHMD02670
OG0002486	AENJA_22266	SCHMD29822, SCHMD18567, SCHMD19075
OG0002486	AENJA_12065, AENJA_02025	SCHMD27163
OG0002487	AENJA_02170	SCHMD08461, SCHMD18396
OG0002490	AENJA_06970, AENJA_02506	SCHMD04533
OG0002491	AENJA_02657	SCHMD27390, SCHMD26421
OG0002492	AENJA_02686	SCHMD26859, SCHMD28821, SCHMD26225, SCHMD06451, SCHMD15482, SCHMD09218, SCHMD23936, SCHMD18978, SCHMD22686, SCHMD27456, SCHMD09605, SCHMD02714
OG0002493	AENJA_21170	SCHMD11625
OG0002493	AENJA_02908	SCHMD11626
OG0002495	AENJA_03162	SCHMD09550, SCHMD16662, SCHMD19451, SCHMD16789
OG0002496	AENJA_03601, AENJA_06671	SCHMD10467
OG0002497	AENJA_04655	SCHMD08307
OG0002499	AENJA_04717	SCHMD15190, SCHMD14873
OG0002500	AENJA_05082	SCHMD17842
OG0002501	AENJA_05178	SCHMD00161
OG0002502	AENJA_05628	SCHMD03504, SCHMD05025
OG0002504	AENJA_06491	SCHMD02702, SCHMD02703
OG0002505	AENJA_07007	SCHMD16408, SCHMD16409, SCHMD16413, SCHMD16410
OG0002506	AENJA_07250, AENJA_17325	SCHMD23278
OG0002507	AENJA_20718, AENJA_07299	SCHMD13076
OG0002509	AENJA_07539, AENJA_07540	SCHMD16881, SCHMD26540
OG0002510	AENJA_07822	SCHMD16402, SCHMD22142
OG0002511	AENJA_08228	SCHMD22603
OG0002515	AENJA_09299	SCHMD01233
OG0002515	AENJA_10866	SCHMD10470
OG0002516	AENJA_22367	SCHMD13475, SCHMD03180
OG0002516	AENJA_09582	SCHMD03058
OG0002517	AENJA_09720	SCHMD03225, SCHMD10251
OG0002518	AENJA_09754	SCHMD04695
OG0002519	AENJA_10191, AENJA_10809	SCHMD10280
OG0002520	AENJA_10489	SCHMD21493, SCHMD24580
OG0002524	AENJA_11252	SCHMD01766
OG0002525	AENJA_11314	SCHMD03404
OG0002526	AENJA_11377	SCHMD28396
OG0002527	AENJA_11560	SCHMD25894, SCHMD01775
OG0002528	AENJA_11715	SCHMD14226, SCHMD14244, SCHMD02867, SCHMD13131
OG0002529	AENJA_11778, AENJA_17626	SCHMD03029
OG0002530	AENJA_12467	SCHMD06656, SCHMD16184
OG0002531	AENJA_12613	SCHMD16227, SCHMD14936
OG0002532	AENJA_13222	SCHMD05611
OG0002533	AENJA_13514	SCHMD24807, SCHMD23978
OG0002537	AENJA_13991	SCHMD22179, SCHMD15746
OG0002540	AENJA_15563	SCHMD03178
OG0002542	AENJA_15884	SCHMD06905, SCHMD04420
OG0002543	AENJA_15970	SCHMD13140, SCHMD07926
OG0002545	AENJA_16977	SCHMD25762, SCHMD21619
OG0002547	AENJA_17597	SCHMD29010, SCHMD22348, SCHMD17905
OG0002548	AENJA_17766	SCHMD18717
OG0002549	AENJA_17970	SCHMD07040
OG0002552	AENJA_18799	SCHMD03592, SCHMD03983
OG0002553	AENJA_18919	SCHMD21087, SCHMD22996, SCHMD22907
OG0002554	AENJA_20632	SCHMD28792
OG0002557	AENJA_22119	SCHMD13169, SCHMD21727
OG0002558	AENJA_22200	SCHMD00920, SCHMD00921
OG0002559	AENJA_23435	SCHMD08672
OG0002563	AENJA_24539	SCHMD17745
OG0002564	AENJA_24782	SCHMD26255, SCHMD23486
OG0002565	AENJA_24939	SCHMD17677
OG0002566	AENJA_25083	SCHMD19922, SCHMD09243, SCHMD21685
OG0002567	AENJA_25883	SCHMD21223, SCHMD26995
OG0002570	AENJA_26246	SCHMD28456
OG0002587	AENJA_00149	SCHMD02035
OG0002590	AENJA_00515	SCHMD26025
OG0002592	AENJA_00877	SCHMD05523
OG0002593	AENJA_01002	SCHMD16534, SCHMD08347
OG0002594	AENJA_08034	SCHMD01956
OG0002594	AENJA_01113, AENJA_05641	SCHMD08766
OG0002598	AENJA_19208	SCHMD12969
OG0002598	AENJA_02160	SCHMD12920
OG0002599	AENJA_02912	SCHMD16532, SCHMD16531, SCHMD18319
OG0002600	AENJA_03270, AENJA_12156	SCHMD24581, SCHMD08872
OG0002601	AENJA_14508	SCHMD12244, SCHMD12242
OG0002601	AENJA_04980, AENJA_03275	SCHMD12243, SCHMD13456, SCHMD00930
OG0002602	AENJA_03376	SCHMD11941, SCHMD17578
OG0002603	AENJA_03644, AENJA_15912, AENJA_04621, AENJA_09462	SCHMD02231
OG0002605	AENJA_04724	SCHMD16205
OG0002609	AENJA_05158	SCHMD03135
OG0002610	AENJA_05401	SCHMD10931, SCHMD09597, SCHMD07650
OG0002616	AENJA_20801	SCHMD21029, SCHMD27518
OG0002617	AENJA_07485	SCHMD08533
OG0002618	AENJA_07573	SCHMD12423, SCHMD17209, SCHMD29637, SCHMD09531, SCHMD10498, SCHMD01269
OG0002619	AENJA_07621	SCHMD02990
OG0002620	AENJA_07830	SCHMD00615
OG0002623	AENJA_21738	SCHMD01515
OG0002624	AENJA_08628	SCHMD04482
OG0002625	AENJA_08712	SCHMD10058, SCHMD20759
OG0002629	AENJA_09742	SCHMD20313
OG0002633	AENJA_10970	SCHMD04220
OG0002635	AENJA_11764	SCHMD22738, SCHMD21852
OG0002636	AENJA_11871	SCHMD17100, SCHMD17101
OG0002638	AENJA_12588	SCHMD17623
OG0002645	AENJA_17636, AENJA_16911, AENJA_13967	SCHMD14719
OG0002646	AENJA_14082	SCHMD02368
OG0002646	AENJA_14081	SCHMD02370
OG0002648	AENJA_14226	SCHMD13036, SCHMD08628
OG0002649	AENJA_15416	SCHMD03913, SCHMD04299, SCHMD18523, SCHMD13296, SCHMD12549
OG0002652	AENJA_17178	SCHMD02206
OG0002654	AENJA_17992	SCHMD04278
OG0002655	AENJA_18523	SCHMD15977, SCHMD23095, SCHMD15366
OG0002656	AENJA_18631	SCHMD02018
OG0002658	AENJA_19213	SCHMD06061, SCHMD15670
OG0002659	AENJA_19544	SCHMD16521
OG0002660	AENJA_19796	SCHMD15941, SCHMD29087, SCHMD18277
OG0002662	AENJA_20497	SCHMD17949
OG0002663	AENJA_20588	SCHMD27059
OG0002665	AENJA_21246	SCHMD18177
OG0002666	AENJA_21371	SCHMD26535, SCHMD26571, SCHMD26311
OG0002668	AENJA_22301	SCHMD11689
OG0002675	AENJA_24042	SCHMD07706, SCHMD00894
OG0002677	AENJA_24115	SCHMD08746
OG0002679	AENJA_26173	SCHMD04423
OG0002703	AENJA_00057	SCHMD02598
OG0002705	AENJA_00396	SCHMD28463, SCHMD20331, SCHMD14987
OG0002706	AENJA_04432, AENJA_08742	SCHMD17752
OG0002706	AENJA_00487	SCHMD18329
OG0002707	AENJA_00731	SCHMD05959, SCHMD15585
OG0002708	AENJA_01064	SCHMD07512
OG0002710	AENJA_01185	SCHMD13597
OG0002713	AENJA_24274, AENJA_24275	SCHMD21320
OG0002714	AENJA_02697	SCHMD08371
OG0002715	AENJA_02725	SCHMD04683
OG0002717	AENJA_03489	SCHMD04660, SCHMD19761
OG0002718	AENJA_03576	SCHMD03513, SCHMD03511, SCHMD03512, SCHMD03510
OG0002719	AENJA_04654	SCHMD16509
OG0002720	AENJA_04824	SCHMD27297, SCHMD16790, SCHMD09815, SCHMD28659, SCHMD28945
OG0002721	AENJA_04852	SCHMD13472
OG0002726	AENJA_24284	SCHMD05011
OG0002726	AENJA_17586, AENJA_06393	SCHMD29542
OG0002728	AENJA_06707	SCHMD12425
OG0002729	AENJA_07855, AENJA_13538, AENJA_11456	SCHMD13495, SCHMD04166
OG0002731	AENJA_14522, AENJA_09113	SCHMD12439
OG0002732	AENJA_19283, AENJA_09229	SCHMD22707, SCHMD23253
OG0002737	AENJA_10144	SCHMD03957
OG0002739	AENJA_23418	SCHMD21270, SCHMD28406
OG0002739	AENJA_10424	SCHMD26219, SCHMD21267
OG0002740	AENJA_10478	SCHMD03830
OG0002743	AENJA_11676	SCHMD05725, SCHMD09090
OG0002745	AENJA_12347	SCHMD21992, SCHMD19173, SCHMD09861, SCHMD09859, SCHMD19172, SCHMD16971
OG0002746	AENJA_12370	SCHMD25949, SCHMD23620, SCHMD19829, SCHMD19331, SCHMD07505
OG0002747	AENJA_13285	SCHMD01122, SCHMD01123
OG0002748	AENJA_13458	SCHMD27806, SCHMD28304, SCHMD10142
OG0002749	AENJA_25924	SCHMD10049, SCHMD09732, SCHMD29352, SCHMD14504, SCHMD26271
OG0002751	AENJA_14088	SCHMD16908
OG0002754	AENJA_14712	SCHMD11733, SCHMD20272
OG0002755	AENJA_14755	SCHMD05796
OG0002756	AENJA_14955	SCHMD08625
OG0002757	AENJA_14974	SCHMD00910
OG0002758	AENJA_15361	SCHMD01248, SCHMD01249
OG0002760	AENJA_15553, AENJA_19974, AENJA_22798	SCHMD04520
OG0002761	AENJA_15660	SCHMD02430
OG0002763	AENJA_17978	SCHMD26631, SCHMD10773
OG0002764	AENJA_17995	SCHMD03065
OG0002765	AENJA_18242	SCHMD01507
OG0002766	AENJA_18864	SCHMD07474
OG0002769	AENJA_19239	SCHMD14997
OG0002770	AENJA_19276	SCHMD03395
OG0002771	AENJA_19705	SCHMD02904, SCHMD03259, SCHMD03261, SCHMD05676, SCHMD10318, SCHMD03262, SCHMD07598, SCHMD07597, SCHMD05030
OG0002772	AENJA_20331	SCHMD09831, SCHMD01102, SCHMD01105
OG0002773	AENJA_20591	SCHMD12006, SCHMD03314, SCHMD03038
OG0002774	AENJA_20726	SCHMD14518
OG0002775	AENJA_20727	SCHMD12139, SCHMD09183
OG0002776	AENJA_20735	SCHMD19737, SCHMD20919
OG0002777	AENJA_20773	SCHMD15035, SCHMD20772, SCHMD29446, SCHMD26850, SCHMD08287, SCHMD06289
