Orthogroup	SCHMD	XENTR
OG0001672	SCHMD11260, SCHMD13294, SCHMD11259	XENTR03686, XENTR05392, XENTR14798
OG0001676	SCHMD07166, SCHMD13666	XENTR08921
OG0001677	SCHMD13425	XENTR06345
OG0001682	SCHMD04767	XENTR12019
OG0001682	SCHMD04768	XENTR18099
OG0001683	SCHMD09006, SCHMD12944, SCHMD06427	XENTR14409, XENTR18194, XENTR05463, XENTR11397
OG0001685	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626	XENTR03486, XENTR03485
OG0001688	SCHMD12122, SCHMD25973, SCHMD11868	XENTR12165, XENTR12164, XENTR17332
OG0001690	SCHMD02946	XENTR07789
OG0001691	SCHMD00990, SCHMD08142	XENTR19286
OG0001691	SCHMD00989	XENTR14685
OG0001693	SCHMD18507, SCHMD16544	XENTR12044
OG0001699	SCHMD01981	XENTR01688, XENTR01687, XENTR17709
OG0001707	SCHMD28717, SCHMD29464, SCHMD20857	XENTR18222, XENTR18221, XENTR18924, XENTR04513
OG0001711	SCHMD04571	XENTR06620, XENTR13096
OG0001713	SCHMD11479	XENTR06081
OG0001716	SCHMD16469, SCHMD14355, SCHMD09422, SCHMD01593, SCHMD04189, SCHMD04185, SCHMD11521, SCHMD02529, SCHMD01592, SCHMD04187, SCHMD04186, SCHMD02528	XENTR15426
OG0001718	SCHMD15790	XENTR03869
OG0001720	SCHMD15757	XENTR17421, XENTR17422, XENTR01149
OG0001721	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926	XENTR13555, XENTR07868, XENTR08455
OG0001724	SCHMD24845, SCHMD14505, SCHMD24846	XENTR07871
OG0001726	SCHMD06142, SCHMD13209	XENTR10952
OG0001726	SCHMD14995, SCHMD16386	XENTR11726
OG0001727	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474	XENTR02406, XENTR00200, XENTR00201
OG0001728	SCHMD17375	XENTR08116, XENTR00572
OG0001729	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159	XENTR02877, XENTR02809
OG0001730	SCHMD11237, SCHMD15709	XENTR00053, XENTR16791
OG0001732	SCHMD09964	XENTR09057, XENTR03190
OG0001733	SCHMD11880	XENTR07919
OG0001734	SCHMD19353	XENTR17630
OG0001734	SCHMD27529, SCHMD23016	XENTR17863, XENTR17864, XENTR17631
OG0001735	SCHMD04334	XENTR05402, XENTR16930
OG0001736	SCHMD13051	XENTR10208, XENTR16350
OG0001737	SCHMD04897	XENTR19032
OG0001737	SCHMD19940, SCHMD12224	XENTR11412, XENTR11594, XENTR12766
OG0001738	SCHMD28176	XENTR14124, XENTR16771
OG0001739	SCHMD04721	XENTR13668, XENTR18284
OG0001745	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088	XENTR12852, XENTR09624
OG0001752	SCHMD04217	XENTR05862, XENTR05863, XENTR10279
OG0001754	SCHMD16498	XENTR11387
OG0001755	SCHMD00304	XENTR02652
OG0001759	SCHMD15866	XENTR08864
OG0001769	SCHMD03951	XENTR12819
OG0001770	SCHMD22893, SCHMD22374	XENTR05192, XENTR05256, XENTR09738, XENTR01019
OG0001774	SCHMD06607	XENTR17983
OG0001780	SCHMD19255, SCHMD20118	XENTR00800, XENTR12607
OG0001781	SCHMD11700, SCHMD23557, SCHMD23630	XENTR12943
OG0001783	SCHMD15033, SCHMD26133	XENTR01760, XENTR09127
OG0001785	SCHMD16368	XENTR09347
OG0001787	SCHMD15982	XENTR16345, XENTR10666, XENTR10665, XENTR13689
OG0001788	SCHMD08675	XENTR05179
OG0001792	SCHMD00384	XENTR07735
OG0001793	SCHMD00952	XENTR16015
OG0001798	SCHMD06352, SCHMD07989	XENTR16775, XENTR10051
OG0001807	SCHMD01495	XENTR12261
OG0001808	SCHMD04780	XENTR15385, XENTR00368
OG0001809	SCHMD03279	XENTR09671, XENTR00098, XENTR00099
OG0001810	SCHMD28471, SCHMD25400	XENTR11814
OG0001818	SCHMD13473, SCHMD29528, SCHMD15135	XENTR08496, XENTR08495, XENTR08497, XENTR16571
OG0001819	SCHMD06459	XENTR03393, XENTR03154
OG0001820	SCHMD14228, SCHMD02398	XENTR11735, XENTR11739, XENTR08919
OG0001821	SCHMD28800, SCHMD18321	XENTR04786
OG0001822	SCHMD21605	XENTR17740
OG0001824	SCHMD01899	XENTR14540
OG0001825	SCHMD06748	XENTR11940, XENTR09385, XENTR03315, XENTR13373, XENTR01399, XENTR12908
OG0001826	SCHMD25796, SCHMD02997	XENTR08576, XENTR11916
OG0001827	SCHMD17765, SCHMD19189	XENTR06795
OG0001829	SCHMD09587	XENTR00483, XENTR14302
OG0001832	SCHMD09061	XENTR16823, XENTR01410
OG0001834	SCHMD04020, SCHMD20048	XENTR08408, XENTR02906
OG0001846	SCHMD09924	XENTR18639, XENTR07601
OG0001849	SCHMD05416	XENTR05214, XENTR06882
OG0001850	SCHMD14974, SCHMD17053	XENTR05476, XENTR03640
OG0001852	SCHMD01397	XENTR14319, XENTR08373
OG0001855	SCHMD18910, SCHMD18417, SCHMD21978, SCHMD24791, SCHMD24116, SCHMD23804, SCHMD24570, SCHMD16145, SCHMD12639	XENTR04793
OG0001855	SCHMD21348, SCHMD27665, SCHMD12287	XENTR01758, XENTR10522
OG0001857	SCHMD00486	XENTR18087, XENTR13066
OG0001860	SCHMD14532	XENTR18593
OG0001861	SCHMD02441, SCHMD00846, SCHMD13519	XENTR07625
OG0001861	SCHMD03031	XENTR05532
OG0001862	SCHMD11318, SCHMD06548, SCHMD11319, SCHMD13785	XENTR05039, XENTR12303, XENTR03115
OG0001863	SCHMD26126	XENTR01885
OG0001866	SCHMD17047	XENTR00166, XENTR11409
OG0001867	SCHMD06149	XENTR18201
OG0001869	SCHMD19852	XENTR12915
OG0001870	SCHMD08001, SCHMD03109	XENTR05017, XENTR12751, XENTR08077, XENTR08078
OG0001873	SCHMD09003	XENTR11870
OG0001874	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032	XENTR08894
OG0001875	SCHMD29147, SCHMD28237	XENTR05396
OG0001875	SCHMD11568	XENTR05593
OG0001877	SCHMD14827	XENTR12095, XENTR17619, XENTR15404
OG0001878	SCHMD18520	XENTR04362, XENTR12083, XENTR10903, XENTR05516
OG0001879	SCHMD08156	XENTR12513
OG0001881	SCHMD18117	XENTR16627, XENTR17045, XENTR12268
OG0001882	SCHMD17052, SCHMD22970	XENTR06860, XENTR06863, XENTR05412
OG0001884	SCHMD09575	XENTR13203, XENTR03005, XENTR07644
OG0001886	SCHMD00538	XENTR06797, XENTR15392
OG0001887	SCHMD22103, SCHMD03399, SCHMD24336	XENTR06427, XENTR00912, XENTR12585, XENTR03465, XENTR18819
OG0001889	SCHMD08218, SCHMD03474	XENTR13126, XENTR01850
OG0001890	SCHMD07009	XENTR14057, XENTR07419, XENTR17098
OG0001894	SCHMD11512	XENTR15449, XENTR08653
OG0001897	SCHMD10904	XENTR16598, XENTR13280, XENTR09183, XENTR08525
OG0001898	SCHMD21587, SCHMD18283, SCHMD21586, SCHMD18284	XENTR15118
OG0001900	SCHMD02044	XENTR02100
OG0001901	SCHMD02622	XENTR03557
OG0001903	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188	XENTR07494
OG0001906	SCHMD06594	XENTR18204, XENTR10052, XENTR04278, XENTR10632
OG0001913	SCHMD08198, SCHMD01162	XENTR06742, XENTR01451
OG0001914	SCHMD07662	XENTR06764
OG0001915	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004	XENTR06298
OG0001916	SCHMD17658	XENTR10953
OG0001916	SCHMD10605	XENTR12336
OG0001917	SCHMD07933	XENTR00340, XENTR11451, XENTR14754, XENTR10651
OG0001918	SCHMD11138, SCHMD23731	XENTR16543, XENTR04216
OG0001919	SCHMD23775, SCHMD20085	XENTR09434
OG0001920	SCHMD25326	XENTR11529, XENTR17510, XENTR17509, XENTR00354
OG0001923	SCHMD05921	XENTR13216
OG0001925	SCHMD03004, SCHMD23545, SCHMD17243	XENTR17884, XENTR03374, XENTR12899
OG0001926	SCHMD20309, SCHMD16846	XENTR00430
OG0001927	SCHMD08910	XENTR04644
OG0001928	SCHMD26836	XENTR07469
OG0001929	SCHMD18261, SCHMD08691, SCHMD20130, SCHMD06934	XENTR18792, XENTR10076
OG0001930	SCHMD25138	XENTR01448
OG0001932	SCHMD07454, SCHMD17903	XENTR09901, XENTR15132
OG0001933	SCHMD01181	XENTR13601, XENTR06647
OG0001935	SCHMD23048	XENTR00153
OG0001937	SCHMD08104, SCHMD08105	XENTR17859
OG0001939	SCHMD10030, SCHMD02230	XENTR02477, XENTR10993
OG0001941	SCHMD26622	XENTR10384, XENTR17146
OG0001942	SCHMD16279, SCHMD09808	XENTR12960, XENTR05523
OG0001943	SCHMD03979	XENTR10899, XENTR02451
OG0001946	SCHMD08506	XENTR09726, XENTR07293, XENTR04877, XENTR04876
OG0001947	SCHMD00740	XENTR07021, XENTR02357
OG0001949	SCHMD16576	XENTR01148, XENTR11100
OG0001950	SCHMD07266	XENTR12232, XENTR11572, XENTR03988
OG0001951	SCHMD10937, SCHMD17652, SCHMD16242	XENTR07227, XENTR16258
OG0001952	SCHMD08803, SCHMD19932	XENTR09389
OG0001953	SCHMD03889	XENTR09118, XENTR10393
OG0001956	SCHMD16218	XENTR05066, XENTR08133
OG0001957	SCHMD03964	XENTR11349, XENTR12903, XENTR01129
OG0001958	SCHMD10594	XENTR16906, XENTR09373, XENTR02730, XENTR00657
OG0001961	SCHMD03837	XENTR01355, XENTR01247
OG0001963	SCHMD24660	XENTR17226, XENTR11249, XENTR07153
OG0001965	SCHMD15198	XENTR17416
OG0001966	SCHMD10097	XENTR15870, XENTR04015
OG0001968	SCHMD12918	XENTR14913, XENTR16410
OG0001969	SCHMD08414, SCHMD09063	XENTR08255, XENTR15375
OG0001970	SCHMD03645	XENTR06672, XENTR13877
OG0001972	SCHMD07972, SCHMD26110	XENTR12033
OG0001974	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138	XENTR09807
OG0001985	SCHMD04898	XENTR03530
OG0001987	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073	XENTR04550, XENTR14677
OG0001988	SCHMD17373	XENTR11854
OG0001989	SCHMD11266	XENTR14006, XENTR12273
OG0001991	SCHMD08363	XENTR02462
OG0001992	SCHMD10680	XENTR05527, XENTR15316
OG0001993	SCHMD04075	XENTR06886
OG0001994	SCHMD12538	XENTR10934, XENTR08885
OG0001998	SCHMD19391	XENTR16338, XENTR14682
OG0001999	SCHMD10953	XENTR10154
OG0002000	SCHMD09206	XENTR05813
OG0002001	SCHMD04245	XENTR12894, XENTR07328
OG0002003	SCHMD25539	XENTR14361, XENTR02394
OG0002005	SCHMD01316, SCHMD27910, SCHMD18360	XENTR18436, XENTR03549, XENTR02807, XENTR08268, XENTR01964
OG0002006	SCHMD01886, SCHMD11267, SCHMD12678, SCHMD06801	XENTR12258, XENTR12259
OG0002008	SCHMD06021	XENTR08143, XENTR06727
OG0002011	SCHMD13609, SCHMD07842	XENTR15809, XENTR12417
OG0002013	SCHMD05928, SCHMD05926	XENTR16536
OG0002015	SCHMD07213, SCHMD12123	XENTR07357, XENTR03893
OG0002017	SCHMD02967	XENTR14273, XENTR15282, XENTR15484
OG0002018	SCHMD24155, SCHMD22495	XENTR12197, XENTR00896, XENTR09258, XENTR06435
OG0002023	SCHMD13758	XENTR12329, XENTR11622, XENTR16758
OG0002024	SCHMD06250	XENTR09931, XENTR16485
OG0002026	SCHMD11077, SCHMD01664	XENTR08832
OG0002027	SCHMD07869	XENTR09267, XENTR07230, XENTR00276
OG0002028	SCHMD21205, SCHMD23213, SCHMD07644, SCHMD21204, SCHMD23215	XENTR14364
OG0002029	SCHMD15250	XENTR18899
OG0002031	SCHMD21628, SCHMD14088	XENTR15929, XENTR15928, XENTR08011
OG0002032	SCHMD15998, SCHMD17430	XENTR02603
OG0002034	SCHMD23854, SCHMD28527	XENTR02935
OG0002036	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638	XENTR02413, XENTR02087
OG0002043	SCHMD03148	XENTR04074, XENTR04633
OG0002059	SCHMD13857	XENTR06499, XENTR04009, XENTR04010
OG0002060	SCHMD13685, SCHMD22795	XENTR11618
OG0002061	SCHMD04969	XENTR09573
OG0002062	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072	XENTR10057, XENTR05037
OG0002068	SCHMD20105	XENTR08494
OG0002073	SCHMD20304, SCHMD22775, SCHMD03169	XENTR13381, XENTR08969, XENTR17145, XENTR07900
OG0002076	SCHMD28435, SCHMD28300	XENTR05229, XENTR17066
OG0002077	SCHMD01377	XENTR13971, XENTR13972, XENTR02927
OG0002078	SCHMD24719, SCHMD11692, SCHMD24733, SCHMD25810	XENTR16673, XENTR07358
OG0002080	SCHMD17823, SCHMD17826, SCHMD20969, SCHMD28760	XENTR01136, XENTR01135, XENTR13342
OG0002081	SCHMD26344, SCHMD21808	XENTR00902
OG0002081	SCHMD20577, SCHMD12884, SCHMD21807	XENTR00903
OG0002085	SCHMD24654	XENTR12804, XENTR08902, XENTR03047
OG0002087	SCHMD07766	XENTR06831
OG0002088	SCHMD01447	XENTR11630, XENTR11629, XENTR02349
OG0002089	SCHMD26378	XENTR03801, XENTR07199, XENTR07988, XENTR10242, XENTR17245, XENTR04986
OG0002091	SCHMD18712, SCHMD22802	XENTR16710, XENTR10291
OG0002093	SCHMD12873, SCHMD16751, SCHMD14180	XENTR02553
OG0002095	SCHMD10706, SCHMD04399	XENTR13181, XENTR03455, XENTR14381, XENTR09072
OG0002096	SCHMD19108, SCHMD19170	XENTR04526
OG0002097	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424	XENTR04416, XENTR03687
OG0002099	SCHMD02814	XENTR02496
OG0002101	SCHMD15902	XENTR04299
OG0002103	SCHMD03652	XENTR15401, XENTR15782
OG0002104	SCHMD13430, SCHMD13219, SCHMD07798	XENTR05884
OG0002105	SCHMD04684	XENTR11631, XENTR14520
OG0002106	SCHMD29823, SCHMD29437	XENTR03305, XENTR11760
OG0002107	SCHMD17132, SCHMD27313	XENTR10514
OG0002108	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153	XENTR13048, XENTR07710
OG0002125	SCHMD01906	XENTR01325
OG0002127	SCHMD08650, SCHMD03483	XENTR08596
OG0002129	SCHMD22869	XENTR08464, XENTR00664, XENTR13829
OG0002131	SCHMD13328, SCHMD15542	XENTR05730, XENTR05731, XENTR18308, XENTR17313
OG0002134	SCHMD15178	XENTR07771, XENTR05125
OG0002138	SCHMD05605	XENTR08958
OG0002139	SCHMD09027	XENTR00173, XENTR13536
OG0002141	SCHMD13856	XENTR00916, XENTR11777
OG0002144	SCHMD08032	XENTR18301, XENTR10292
OG0002145	SCHMD12978	XENTR06603
OG0002147	SCHMD20896, SCHMD24159	XENTR00295
OG0002148	SCHMD13024, SCHMD06006	XENTR13087
OG0002149	SCHMD00788	XENTR06941, XENTR02903
OG0002155	SCHMD08600	XENTR07126
OG0002156	SCHMD11093	XENTR04891
OG0002158	SCHMD07812	XENTR02132
OG0002159	SCHMD10603, SCHMD12359	XENTR12686
OG0002160	SCHMD03531, SCHMD05686, SCHMD13784, SCHMD24695, SCHMD12476, SCHMD27951, SCHMD03338	XENTR18209
OG0002162	SCHMD03583, SCHMD23655, SCHMD18455, SCHMD26112, SCHMD26238, SCHMD14051, SCHMD04345	XENTR03932, XENTR07744
OG0002163	SCHMD00119	XENTR00389, XENTR18816, XENTR00388, XENTR07424
OG0002164	SCHMD10444, SCHMD06294, SCHMD20863, SCHMD17369	XENTR08035
OG0002166	SCHMD22548	XENTR10313, XENTR06523
OG0002167	SCHMD06677	XENTR01922, XENTR03650, XENTR12692
OG0002168	SCHMD00757	XENTR05025, XENTR15448
OG0002169	SCHMD19182, SCHMD07925	XENTR11319, XENTR12444
OG0002170	SCHMD16963	XENTR13652
OG0002171	SCHMD05133, SCHMD13789	XENTR02510, XENTR15921
OG0002172	SCHMD03160, SCHMD03161	XENTR04445, XENTR05333
OG0002175	SCHMD09343, SCHMD14948	XENTR06785
OG0002175	SCHMD24043, SCHMD19181	XENTR15142
OG0002177	SCHMD05408	XENTR11672, XENTR05111, XENTR02389
OG0002178	SCHMD23121	XENTR15594
OG0002179	SCHMD03680	XENTR17544
OG0002182	SCHMD00111	XENTR05974, XENTR01224
OG0002184	SCHMD08541	XENTR11457
OG0002185	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407	XENTR06645, XENTR00451
OG0002186	SCHMD11250	XENTR01085, XENTR10999
OG0002188	SCHMD07090	XENTR01062
OG0002189	SCHMD03295	XENTR00331
OG0002190	SCHMD06253, SCHMD20396	XENTR06037, XENTR01498, XENTR01499
OG0002191	SCHMD16045	XENTR01870, XENTR03789
OG0002192	SCHMD09378, SCHMD11311	XENTR11890
OG0002196	SCHMD04892, SCHMD04891	XENTR08934
OG0002202	SCHMD08383, SCHMD24078, SCHMD00624, SCHMD16947	XENTR07620
OG0002203	SCHMD20001	XENTR07640, XENTR07639, XENTR04502, XENTR13325
OG0002208	SCHMD09680, SCHMD16574, SCHMD14755, SCHMD20031, SCHMD17015, SCHMD01563, SCHMD16248, SCHMD21552, SCHMD10975, SCHMD15285, SCHMD17766, SCHMD00280, SCHMD15007, SCHMD08428, SCHMD05329, SCHMD03329, SCHMD23141, SCHMD21193, SCHMD02108, SCHMD13050, SCHMD13717, SCHMD08304, SCHMD01837, SCHMD22722, SCHMD03700, SCHMD06795, SCHMD14539, SCHMD09023, SCHMD04665, SCHMD25057, SCHMD15985, SCHMD01696, SCHMD17221, SCHMD25171, SCHMD10269, SCHMD00090, SCHMD11979, SCHMD18621, SCHMD10537, SCHMD22214, SCHMD18248, SCHMD00683, SCHMD02172, SCHMD17014, SCHMD01562, SCHMD21438, SCHMD26719, SCHMD17418, SCHMD05481	XENTR14817
OG0002209	SCHMD05613	XENTR01337, XENTR02797
OG0002211	SCHMD29435	XENTR09443
OG0002213	SCHMD01017	XENTR02106
OG0002216	SCHMD20521	XENTR02859
OG0002222	SCHMD17607, SCHMD07921	XENTR03278
OG0002223	SCHMD11701	XENTR14551, XENTR10106
OG0002224	SCHMD07940, SCHMD07939	XENTR04276, XENTR01944
OG0002225	SCHMD03290	XENTR14771
OG0002226	SCHMD00937	XENTR06512, XENTR03995
OG0002227	SCHMD09350, SCHMD09896	XENTR18535
OG0002229	SCHMD09620, SCHMD21635	XENTR00831
OG0002233	SCHMD13734	XENTR09065
OG0002235	SCHMD15174, SCHMD00911	XENTR18072, XENTR18071, XENTR02194
OG0002239	SCHMD29729	XENTR17177
OG0002239	SCHMD00548	XENTR09309, XENTR17015
OG0002240	SCHMD15638, SCHMD19507, SCHMD19508, SCHMD15639	XENTR09016
OG0002241	SCHMD19113	XENTR15534, XENTR00886
OG0002242	SCHMD08603, SCHMD18345, SCHMD08057, SCHMD10008, SCHMD29065, SCHMD24226	XENTR11857, XENTR03011, XENTR07757
OG0002244	SCHMD25722	XENTR05927
OG0002252	SCHMD16344	XENTR07010, XENTR09805, XENTR07309
OG0002254	SCHMD07846	XENTR09536, XENTR18652, XENTR10483, XENTR16418
OG0002257	SCHMD26955	XENTR11360, XENTR03831
OG0002259	SCHMD08992	XENTR16720, XENTR04562
OG0002260	SCHMD15145, SCHMD14592, SCHMD17897, SCHMD04140, SCHMD05670	XENTR05549
OG0002261	SCHMD15654, SCHMD22485	XENTR12712, XENTR18200, XENTR12711
OG0002263	SCHMD05522	XENTR11327
OG0002264	SCHMD24103	XENTR11031, XENTR12994
OG0002265	SCHMD27098, SCHMD25159, SCHMD22941	XENTR08018, XENTR15740
OG0002266	SCHMD06724	XENTR10523, XENTR10524, XENTR01757
OG0002268	SCHMD25961	XENTR16404, XENTR16405
OG0002268	SCHMD10895	XENTR09207
OG0002270	SCHMD15276	XENTR01124, XENTR13158, XENTR01343
OG0002272	SCHMD08789, SCHMD22434	XENTR02511
OG0002275	SCHMD18381	XENTR05172, XENTR12040
OG0002278	SCHMD20539, SCHMD10373, SCHMD15432, SCHMD10372	XENTR11991, XENTR15310
OG0002279	SCHMD01549, SCHMD01546	XENTR17502, XENTR08016
OG0002280	SCHMD12278	XENTR13539, XENTR13538, XENTR05453
OG0002282	SCHMD02902, SCHMD23794	XENTR06507, XENTR15597, XENTR15596
OG0002283	SCHMD03900, SCHMD01733	XENTR08932, XENTR04899, XENTR04898
OG0002284	SCHMD15028	XENTR09193, XENTR00069
OG0002287	SCHMD14731, SCHMD14911	XENTR13326, XENTR15096
OG0002288	SCHMD19642, SCHMD22333, SCHMD13464	XENTR12739, XENTR07532
OG0002292	SCHMD12492	XENTR10569
OG0002292	SCHMD07306	XENTR11818
OG0002293	SCHMD09386	XENTR04957, XENTR12754
OG0002294	SCHMD07707	XENTR05741, XENTR12369
OG0002297	SCHMD06067, SCHMD11073, SCHMD06071, SCHMD08919, SCHMD15076	XENTR00024, XENTR00025, XENTR00023
OG0002314	SCHMD21034	XENTR10588
OG0002316	SCHMD00365, SCHMD09509	XENTR13680, XENTR13681, XENTR04956
OG0002318	SCHMD07487, SCHMD07486, SCHMD07473	XENTR14796
OG0002320	SCHMD23839, SCHMD25321	XENTR06033, XENTR16688
OG0002321	SCHMD19583	XENTR17990
OG0002325	SCHMD12741, SCHMD02197	XENTR08080
OG0002326	SCHMD16849	XENTR11657, XENTR05110
OG0002327	SCHMD04037	XENTR06367, XENTR18257
OG0002331	SCHMD05746	XENTR02956, XENTR08347
OG0002332	SCHMD15876	XENTR06466
OG0002334	SCHMD23234	XENTR17858
OG0002335	SCHMD10804	XENTR02895
OG0002337	SCHMD00113	XENTR12506, XENTR04056
OG0002341	SCHMD26460, SCHMD08087, SCHMD22683	XENTR17261, XENTR17262
OG0002342	SCHMD22295, SCHMD21175	XENTR10598, XENTR12752
OG0002343	SCHMD04508	XENTR09466, XENTR17455, XENTR10712
OG0002344	SCHMD18349	XENTR01511, XENTR10309
OG0002348	SCHMD29339	XENTR03865
OG0002349	SCHMD05252	XENTR00479
OG0002349	SCHMD15867, SCHMD00212, SCHMD28145, SCHMD06312	XENTR11092
OG0002352	SCHMD11120	XENTR10484
OG0002355	SCHMD13322	XENTR01023, XENTR01621
OG0002356	SCHMD06573, SCHMD14519	XENTR11801, XENTR14127
OG0002357	SCHMD07180, SCHMD07348	XENTR15504, XENTR14393
OG0002359	SCHMD07349	XENTR14398
OG0002361	SCHMD19885, SCHMD19235, SCHMD20081, SCHMD25103	XENTR00595, XENTR12105
OG0002362	SCHMD13230	XENTR06985, XENTR01436, XENTR11944
OG0002363	SCHMD26399	XENTR01831, XENTR13726
OG0002366	SCHMD20747, SCHMD23587, SCHMD15000	XENTR03010, XENTR09341, XENTR07763
OG0002367	SCHMD07520	XENTR04737
OG0002368	SCHMD19036	XENTR03040, XENTR01632
OG0002370	SCHMD03014	XENTR11205
OG0002371	SCHMD25183, SCHMD07417	XENTR13442, XENTR02101, XENTR08507
OG0002372	SCHMD13875	XENTR18264
OG0002374	SCHMD10513, SCHMD09821	XENTR17796, XENTR09958
OG0002375	SCHMD24554	XENTR03186
OG0002376	SCHMD18335, SCHMD24761	XENTR03067
OG0002379	SCHMD22995, SCHMD22909	XENTR09370, XENTR18063
OG0002383	SCHMD11815, SCHMD29794, SCHMD03773, SCHMD10749, SCHMD29150, SCHMD14643, SCHMD07626, SCHMD10095, SCHMD24864, SCHMD07902, SCHMD27779, SCHMD19538	XENTR15253, XENTR17463, XENTR17464, XENTR18732
OG0002395	SCHMD00535, SCHMD01059	XENTR04724
OG0002396	SCHMD05257	XENTR06625, XENTR12782
OG0002402	SCHMD14145, SCHMD21289	XENTR18948
OG0002404	SCHMD04087	XENTR00427
OG0002405	SCHMD07257	XENTR14459
OG0002406	SCHMD19891	XENTR13694
OG0002407	SCHMD07149	XENTR16253
OG0002408	SCHMD05812, SCHMD19514	XENTR05124
OG0002409	SCHMD06262	XENTR17207, XENTR00759, XENTR02804
OG0002410	SCHMD00520	XENTR18986
OG0002411	SCHMD25076, SCHMD25353	XENTR10283, XENTR09696
OG0002412	SCHMD05052	XENTR12811
OG0002413	SCHMD06075	XENTR12213
OG0002414	SCHMD12778, SCHMD15427, SCHMD24855, SCHMD21960	XENTR04525, XENTR13332
OG0002415	SCHMD12484	XENTR18259
OG0002418	SCHMD13033	XENTR13921, XENTR13922, XENTR08069, XENTR15285
OG0002420	SCHMD24163	XENTR12655, XENTR02423, XENTR02422, XENTR00619
OG0002421	SCHMD10399	XENTR11863
OG0002422	SCHMD10713, SCHMD26768	XENTR12603
OG0002423	SCHMD05924, SCHMD22834, SCHMD12277, SCHMD13444, SCHMD05922, SCHMD05923	XENTR14926
OG0002424	SCHMD02494	XENTR09777
OG0002425	SCHMD24887, SCHMD14524	XENTR18312
OG0002426	SCHMD12164	XENTR04791
OG0002427	SCHMD25589	XENTR11500
OG0002433	SCHMD21728, SCHMD26253, SCHMD07182, SCHMD18419, SCHMD21667	XENTR13711
OG0002436	SCHMD26728, SCHMD17346	XENTR00885, XENTR03664
OG0002437	SCHMD26512	XENTR06859, XENTR03646, XENTR12985, XENTR00540, XENTR07070, XENTR06175
OG0002438	SCHMD05551	XENTR08545
OG0002439	SCHMD17265	XENTR00776, XENTR00775, XENTR12812
OG0002441	SCHMD16958, SCHMD27293, SCHMD09124	XENTR05912
OG0002443	SCHMD01789	XENTR00383
OG0002445	SCHMD05650	XENTR03182
OG0002447	SCHMD02992	XENTR09073
OG0002450	SCHMD23688	XENTR19093, XENTR14079
OG0002451	SCHMD16281, SCHMD21361	XENTR16464
OG0002453	SCHMD08660, SCHMD06735	XENTR10071
OG0002454	SCHMD10051	XENTR10315, XENTR04033
OG0002455	SCHMD29092	XENTR11478, XENTR00256
OG0002456	SCHMD12997, SCHMD01810	XENTR14930, XENTR12253
OG0002457	SCHMD14122, SCHMD08116	XENTR07718
OG0002459	SCHMD25807, SCHMD10532	XENTR00970
OG0002461	SCHMD06528	XENTR04357
OG0002462	SCHMD06187	XENTR09111
OG0002476	SCHMD03267	XENTR00493
OG0002478	SCHMD10684, SCHMD02670	XENTR07451, XENTR17938
OG0002487	SCHMD08461, SCHMD18396	XENTR08514, XENTR00198
OG0002490	SCHMD04533	XENTR06810, XENTR02883
OG0002491	SCHMD27390, SCHMD26421	XENTR08254, XENTR15373
OG0002492	SCHMD26859, SCHMD28821, SCHMD26225, SCHMD06451, SCHMD15482, SCHMD09218, SCHMD23936, SCHMD18978, SCHMD22686, SCHMD27456, SCHMD09605, SCHMD02714	XENTR09648
OG0002494	SCHMD11104	XENTR02970, XENTR04622
OG0002495	SCHMD09550, SCHMD16662, SCHMD19451, SCHMD16789	XENTR01127
OG0002496	SCHMD10467	XENTR18038, XENTR07307
OG0002497	SCHMD08307	XENTR12266, XENTR01749
OG0002499	SCHMD15190, SCHMD14873	XENTR14604, XENTR11611
OG0002501	SCHMD00161	XENTR13311
OG0002505	SCHMD16408, SCHMD16409, SCHMD16413, SCHMD16410	XENTR00934
