Orthogroup	SCHMD	ASTMX
OG0001609	SCHMD16231, SCHMD10959, SCHMD10960	ASTMX10748
OG0001610	SCHMD03213	ASTMX11326, ASTMX21155, ASTMX22190, ASTMX15390
OG0001611	SCHMD04102, SCHMD12631	ASTMX19687, ASTMX14783, ASTMX22329, ASTMX10519, ASTMX17389, ASTMX13933
OG0001612	SCHMD18636, SCHMD18391	ASTMX00061
OG0001612	SCHMD14255, SCHMD22594	ASTMX08047
OG0001613	SCHMD05811	ASTMX20766, ASTMX17581, ASTMX10928, ASTMX10929, ASTMX08267, ASTMX07053
OG0001614	SCHMD04001	ASTMX11931
OG0001615	SCHMD14018	ASTMX02210, ASTMX03596, ASTMX14419
OG0001617	SCHMD05139	ASTMX09414, ASTMX08375, ASTMX07272, ASTMX08862
OG0001620	SCHMD22740, SCHMD18214	ASTMX09139, ASTMX06536, ASTMX11560
OG0001621	SCHMD01143, SCHMD22227, SCHMD15718, SCHMD23766, SCHMD07369, SCHMD17584, SCHMD26761, SCHMD18496	ASTMX22157, ASTMX01413, ASTMX19883
OG0001625	SCHMD28211, SCHMD26150	ASTMX02826, ASTMX01619, ASTMX01588
OG0001625	SCHMD22149	ASTMX01618, ASTMX22203
OG0001627	SCHMD06117	ASTMX10150, ASTMX14956, ASTMX16098, ASTMX14955, ASTMX18107, ASTMX18106
OG0001630	SCHMD26993	ASTMX08422, ASTMX08421, ASTMX10759
OG0001632	SCHMD12105, SCHMD26476	ASTMX09246, ASTMX19438, ASTMX01979
OG0001633	SCHMD06756	ASTMX13757
OG0001634	SCHMD24659	ASTMX20573, ASTMX09757
OG0001634	SCHMD04359, SCHMD08780, SCHMD05004	ASTMX05822, ASTMX13820
OG0001635	SCHMD28110	ASTMX10717, ASTMX01151
OG0001636	SCHMD19517	ASTMX18724
OG0001636	SCHMD28241, SCHMD18669, SCHMD18668	ASTMX18727
OG0001638	SCHMD00159, SCHMD00160	ASTMX17085, ASTMX13300, ASTMX13301
OG0001639	SCHMD07144	ASTMX05202, ASTMX20932, ASTMX02862
OG0001640	SCHMD02843	ASTMX15949, ASTMX03089, ASTMX00633, ASTMX01744, ASTMX21296, ASTMX10782, ASTMX15950, ASTMX09264
OG0001641	SCHMD03047	ASTMX17044, ASTMX12642, ASTMX21552, ASTMX21553
OG0001642	SCHMD20801, SCHMD12647	ASTMX03937, ASTMX06995, ASTMX06996, ASTMX06997
OG0001644	SCHMD20924	ASTMX13408, ASTMX01826, ASTMX07591
OG0001646	SCHMD00577	ASTMX19486, ASTMX17822, ASTMX18840, ASTMX14949, ASTMX12155, ASTMX13547, ASTMX05095, ASTMX13548
OG0001651	SCHMD15448	ASTMX03971, ASTMX16462, ASTMX06653
OG0001652	SCHMD28249	ASTMX21292, ASTMX22257
OG0001653	SCHMD11720	ASTMX22782
OG0001653	SCHMD13946	ASTMX03023
OG0001655	SCHMD06776	ASTMX19212, ASTMX01670, ASTMX07000, ASTMX09332
OG0001656	SCHMD22556	ASTMX11218, ASTMX10174
OG0001659	SCHMD19168	ASTMX04833
OG0001660	SCHMD01572, SCHMD29332	ASTMX16915, ASTMX11846, ASTMX17881, ASTMX16914
OG0001662	SCHMD19275	ASTMX05842
OG0001662	SCHMD25740, SCHMD13136	ASTMX03470, ASTMX17684, ASTMX18835
OG0001664	SCHMD13680, SCHMD17585	ASTMX14304
OG0001665	SCHMD19795	ASTMX16406, ASTMX15478
OG0001666	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331	ASTMX00039
OG0001667	SCHMD18800, SCHMD13601, SCHMD20100	ASTMX01443, ASTMX00838, ASTMX16259, ASTMX21564
OG0001668	SCHMD04958	ASTMX01187
OG0001668	SCHMD04844, SCHMD21993, SCHMD13934, SCHMD21994, SCHMD04957, SCHMD04845	ASTMX08165
OG0001670	SCHMD00224	ASTMX16010, ASTMX13698, ASTMX16958, ASTMX08251, ASTMX16071
OG0001671	SCHMD21324	ASTMX22730, ASTMX02090
OG0001672	SCHMD11260, SCHMD13294, SCHMD11259	ASTMX12193, ASTMX07934, ASTMX08671, ASTMX18092, ASTMX01458, ASTMX12016
OG0001676	SCHMD07166, SCHMD13666	ASTMX02737
OG0001677	SCHMD13425	ASTMX05947, ASTMX20317
OG0001682	SCHMD04768	ASTMX11437
OG0001683	SCHMD09006, SCHMD12944, SCHMD06427	ASTMX09827, ASTMX01135, ASTMX07486, ASTMX08701, ASTMX18381, ASTMX11426
OG0001685	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626	ASTMX11627, ASTMX01624
OG0001688	SCHMD12122, SCHMD25973, SCHMD11868	ASTMX20357, ASTMX05569, ASTMX09337, ASTMX11298
OG0001689	SCHMD23267, SCHMD11416	ASTMX05905
OG0001690	SCHMD02946	ASTMX16868
OG0001691	SCHMD00990, SCHMD08142	ASTMX01434
OG0001692	SCHMD15230	ASTMX15046
OG0001699	SCHMD01981	ASTMX17276, ASTMX10668
OG0001707	SCHMD28717, SCHMD29464, SCHMD20857	ASTMX18307, ASTMX18306
OG0001708	SCHMD28849, SCHMD14466, SCHMD06180	ASTMX06200, ASTMX04674
OG0001711	SCHMD04571	ASTMX13045, ASTMX17864, ASTMX16102, ASTMX04614, ASTMX04603
OG0001711	SCHMD04572	ASTMX16103
OG0001713	SCHMD11479	ASTMX17234
OG0001716	SCHMD16469, SCHMD14355, SCHMD09422, SCHMD01593, SCHMD04189, SCHMD04185, SCHMD11521, SCHMD02529, SCHMD01592, SCHMD04187, SCHMD04186, SCHMD02528	ASTMX14251, ASTMX20968
OG0001718	SCHMD15790	ASTMX07179, ASTMX23036, ASTMX19690, ASTMX19842, ASTMX19691, ASTMX04823, ASTMX19689
OG0001720	SCHMD15757	ASTMX02308, ASTMX17599, ASTMX16344
OG0001721	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926	ASTMX00052, ASTMX01262, ASTMX09503, ASTMX12296
OG0001723	SCHMD01945	ASTMX11836
OG0001724	SCHMD24845, SCHMD14505, SCHMD24846	ASTMX09937, ASTMX07584
OG0001726	SCHMD06142, SCHMD13209	ASTMX20123, ASTMX05802
OG0001726	SCHMD14995, SCHMD16386	ASTMX19585
OG0001727	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474	ASTMX18920, ASTMX10976, ASTMX04884, ASTMX01599
OG0001727	SCHMD11556, SCHMD07425	ASTMX20797
OG0001728	SCHMD05716	ASTMX21304, ASTMX21305
OG0001728	SCHMD17375	ASTMX21308, ASTMX21307, ASTMX13636, ASTMX13637, ASTMX21309
OG0001728	SCHMD05717	ASTMX21306
OG0001729	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159	ASTMX00418, ASTMX17746, ASTMX09227
OG0001730	SCHMD11237, SCHMD15709	ASTMX20533, ASTMX14053, ASTMX14051, ASTMX02853
OG0001732	SCHMD09964	ASTMX00146, ASTMX09573, ASTMX02281
OG0001733	SCHMD11879	ASTMX21899
OG0001733	SCHMD11880	ASTMX21900, ASTMX21495
OG0001734	SCHMD19353	ASTMX02188
OG0001735	SCHMD04334	ASTMX08661, ASTMX00485, ASTMX18296, ASTMX19896
OG0001736	SCHMD13051	ASTMX02648
OG0001737	SCHMD04897	ASTMX06149, ASTMX06428
OG0001737	SCHMD19940, SCHMD12224	ASTMX00074, ASTMX04201, ASTMX13532
OG0001738	SCHMD28176	ASTMX04483, ASTMX07349, ASTMX21178, ASTMX07257
OG0001739	SCHMD04721	ASTMX19266, ASTMX03558, ASTMX00354
OG0001745	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088	ASTMX05763, ASTMX01218
OG0001746	SCHMD10847, SCHMD14382, SCHMD12574	ASTMX02179
OG0001751	SCHMD05355, SCHMD05356	ASTMX17602
OG0001752	SCHMD04217	ASTMX02858, ASTMX14298
OG0001755	SCHMD00304	ASTMX06126
OG0001758	SCHMD21919	ASTMX09348, ASTMX05870
OG0001759	SCHMD15866	ASTMX11318, ASTMX05041
OG0001769	SCHMD03951	ASTMX01507
OG0001770	SCHMD22893, SCHMD22374	ASTMX16705, ASTMX20255, ASTMX00311, ASTMX08260
OG0001774	SCHMD06607	ASTMX10351
OG0001780	SCHMD19255, SCHMD20118	ASTMX11983, ASTMX06627
OG0001781	SCHMD11700, SCHMD23557, SCHMD23630	ASTMX19769
OG0001783	SCHMD15033, SCHMD26133	ASTMX21511, ASTMX11389
OG0001785	SCHMD16368	ASTMX00095
OG0001787	SCHMD15982	ASTMX00153, ASTMX21186, ASTMX20336
OG0001788	SCHMD08675	ASTMX19654, ASTMX18453
OG0001792	SCHMD00384	ASTMX10365
OG0001793	SCHMD00952	ASTMX17118
OG0001798	SCHMD06352, SCHMD07989	ASTMX02451, ASTMX02132
OG0001805	SCHMD01576	ASTMX22144
OG0001807	SCHMD01495	ASTMX04499, ASTMX10176
OG0001808	SCHMD04780	ASTMX21694, ASTMX21696, ASTMX05491, ASTMX21695
OG0001809	SCHMD03279	ASTMX14244, ASTMX07924, ASTMX16684
OG0001810	SCHMD28471, SCHMD25400	ASTMX01884, ASTMX15033
OG0001816	SCHMD07209	ASTMX09877
OG0001818	SCHMD13473, SCHMD29528, SCHMD15135	ASTMX15112, ASTMX15111, ASTMX01280
OG0001819	SCHMD06459	ASTMX10139, ASTMX08405
OG0001820	SCHMD14228, SCHMD02398	ASTMX17311, ASTMX17314, ASTMX08253, ASTMX02490
OG0001821	SCHMD28800, SCHMD18321	ASTMX10515
OG0001822	SCHMD21605	ASTMX17911
OG0001822	SCHMD12240	ASTMX05380
OG0001823	SCHMD13338	ASTMX10624
OG0001824	SCHMD01899	ASTMX08827
OG0001825	SCHMD06748	ASTMX08472, ASTMX20024, ASTMX22910, ASTMX22676, ASTMX08471, ASTMX22168
OG0001826	SCHMD25796, SCHMD02997	ASTMX17635, ASTMX17851, ASTMX04624, ASTMX18141
OG0001827	SCHMD17765, SCHMD19189	ASTMX10371
OG0001829	SCHMD09587	ASTMX12419, ASTMX21618, ASTMX10904
OG0001832	SCHMD09061	ASTMX16776, ASTMX06849, ASTMX17231
OG0001834	SCHMD04020, SCHMD20048	ASTMX04164, ASTMX17094, ASTMX23044
OG0001846	SCHMD09924	ASTMX14112, ASTMX06709, ASTMX19360
OG0001849	SCHMD05416	ASTMX20398
OG0001850	SCHMD14974, SCHMD17053	ASTMX19918
OG0001852	SCHMD01397	ASTMX18646, ASTMX00935
OG0001853	SCHMD00353	ASTMX06831, ASTMX12580, ASTMX14066
OG0001855	SCHMD21348, SCHMD27665, SCHMD12287	ASTMX22276, ASTMX21898, ASTMX01569
OG0001857	SCHMD00486	ASTMX08952, ASTMX08953, ASTMX03295, ASTMX15454
OG0001858	SCHMD04633, SCHMD16003	ASTMX22972
OG0001860	SCHMD14532	ASTMX12416
OG0001861	SCHMD02441, SCHMD00846, SCHMD13519	ASTMX13536
OG0001861	SCHMD03031	ASTMX07579, ASTMX01292
OG0001862	SCHMD11318, SCHMD06548, SCHMD11319, SCHMD13785	ASTMX17514, ASTMX18623, ASTMX04897, ASTMX10918
OG0001863	SCHMD26126	ASTMX08020
OG0001863	SCHMD14322, SCHMD28681	ASTMX09136
OG0001866	SCHMD17047	ASTMX03690
OG0001867	SCHMD06149	ASTMX16400, ASTMX16454
OG0001868	SCHMD21478, SCHMD10606, SCHMD18490	ASTMX12650
OG0001869	SCHMD19852	ASTMX04790
OG0001870	SCHMD08001, SCHMD03109	ASTMX18491, ASTMX06826, ASTMX20463, ASTMX12239, ASTMX18877
OG0001873	SCHMD09003	ASTMX13537
OG0001874	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032	ASTMX19496
OG0001875	SCHMD29147, SCHMD28237	ASTMX04145
OG0001875	SCHMD11568	ASTMX19333
OG0001877	SCHMD14827	ASTMX16552, ASTMX01676, ASTMX12947, ASTMX10278
OG0001878	SCHMD18520	ASTMX03678, ASTMX03679, ASTMX11223, ASTMX09106, ASTMX11222, ASTMX15218, ASTMX21903
OG0001878	SCHMD15205	ASTMX11221
OG0001879	SCHMD08156	ASTMX12971
OG0001881	SCHMD18117	ASTMX14379, ASTMX16204, ASTMX00702
OG0001882	SCHMD17052, SCHMD22970	ASTMX10217, ASTMX21215, ASTMX00491
OG0001883	SCHMD08058, SCHMD14396, SCHMD14395	ASTMX21822
OG0001884	SCHMD09575	ASTMX06134, ASTMX19600, ASTMX08889
OG0001886	SCHMD00538	ASTMX11188, ASTMX19864
OG0001887	SCHMD22103, SCHMD03399, SCHMD24336	ASTMX11490, ASTMX04087, ASTMX07566, ASTMX04178, ASTMX01150, ASTMX04646
OG0001889	SCHMD08218, SCHMD03474	ASTMX06568, ASTMX18787, ASTMX13144
OG0001890	SCHMD07009	ASTMX07216, ASTMX05529, ASTMX19180, ASTMX02543, ASTMX01077
OG0001894	SCHMD11512	ASTMX07802, ASTMX07302, ASTMX12290
OG0001897	SCHMD10904	ASTMX09168, ASTMX02426, ASTMX07775
OG0001900	SCHMD02044	ASTMX17301
OG0001901	SCHMD02622	ASTMX01661
OG0001903	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188	ASTMX04440, ASTMX02517
OG0001906	SCHMD06594	ASTMX21605, ASTMX13237, ASTMX03769, ASTMX19325, ASTMX02411, ASTMX18165, ASTMX06854, ASTMX10154
OG0001913	SCHMD08198, SCHMD01162	ASTMX20767, ASTMX02135, ASTMX20390
OG0001914	SCHMD07662	ASTMX19238
OG0001915	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004	ASTMX06154, ASTMX20145
OG0001916	SCHMD17658	ASTMX05801
OG0001916	SCHMD10605	ASTMX16187
OG0001917	SCHMD07933	ASTMX12441, ASTMX14303, ASTMX04127, ASTMX20172, ASTMX18196
OG0001918	SCHMD11138, SCHMD23731	ASTMX14770, ASTMX10418
OG0001919	SCHMD06373	ASTMX10083
OG0001919	SCHMD23775, SCHMD20085	ASTMX02747
OG0001920	SCHMD25326	ASTMX05693, ASTMX18701, ASTMX05478
OG0001923	SCHMD05921	ASTMX11549, ASTMX15481
OG0001925	SCHMD03004, SCHMD23545, SCHMD17243	ASTMX01673, ASTMX00161, ASTMX12343, ASTMX01044
OG0001926	SCHMD20309, SCHMD16846	ASTMX02370
OG0001927	SCHMD08910	ASTMX22361
OG0001928	SCHMD26836	ASTMX11034
OG0001929	SCHMD19346, SCHMD06936	ASTMX00163
OG0001929	SCHMD18261, SCHMD08691, SCHMD20130, SCHMD06934	ASTMX21597, ASTMX03493, ASTMX12368
OG0001930	SCHMD25138	ASTMX00407
OG0001932	SCHMD07454, SCHMD17903	ASTMX08414, ASTMX03192, ASTMX04190
OG0001933	SCHMD01181	ASTMX20524, ASTMX00429
OG0001935	SCHMD23048	ASTMX11590
OG0001937	SCHMD08104, SCHMD08105	ASTMX00171
OG0001938	SCHMD19401	ASTMX18132
OG0001938	SCHMD25673, SCHMD23826, SCHMD24292	ASTMX18135
OG0001938	SCHMD20224, SCHMD15510	ASTMX18134
OG0001939	SCHMD10030, SCHMD02230	ASTMX19952, ASTMX00403
OG0001941	SCHMD26622	ASTMX00477, ASTMX00476, ASTMX10134
OG0001942	SCHMD16279, SCHMD09808	ASTMX08067, ASTMX04573
OG0001943	SCHMD03979	ASTMX17179, ASTMX00958
OG0001946	SCHMD08506	ASTMX12183, ASTMX15576, ASTMX12119, ASTMX01552
OG0001947	SCHMD00740	ASTMX05518, ASTMX09474, ASTMX03096, ASTMX00626
OG0001949	SCHMD16576	ASTMX16347, ASTMX05904, ASTMX22823, ASTMX16345, ASTMX02307
OG0001950	SCHMD07266	ASTMX18530, ASTMX11401, ASTMX09051, ASTMX03098, ASTMX07411
OG0001951	SCHMD10937, SCHMD17652, SCHMD16242	ASTMX20250, ASTMX00814, ASTMX21087, ASTMX07517
OG0001952	SCHMD08803, SCHMD19932	ASTMX11334
OG0001953	SCHMD03889	ASTMX17339, ASTMX11073, ASTMX17815
OG0001956	SCHMD16218	ASTMX07766
OG0001957	SCHMD03964	ASTMX03767, ASTMX02309, ASTMX12199, ASTMX18807, ASTMX15756
OG0001958	SCHMD10594	ASTMX02681, ASTMX11359, ASTMX15551, ASTMX13324, ASTMX00180, ASTMX02698, ASTMX04111
OG0001960	SCHMD05932	ASTMX19751, ASTMX19750
OG0001961	SCHMD03837	ASTMX01985, ASTMX00433, ASTMX05535
OG0001963	SCHMD24660	ASTMX19201, ASTMX06233, ASTMX10086
OG0001964	SCHMD09357, SCHMD08651, SCHMD21843, SCHMD09356	ASTMX18977
OG0001965	SCHMD15198	ASTMX04867
OG0001966	SCHMD10097	ASTMX14196, ASTMX08275
OG0001968	SCHMD12918	ASTMX01530, ASTMX09462
OG0001969	SCHMD08414, SCHMD09063	ASTMX10572, ASTMX16678, ASTMX02918
OG0001970	SCHMD03645	ASTMX20727, ASTMX02481
OG0001971	SCHMD24973, SCHMD18252	ASTMX02407
OG0001972	SCHMD07972, SCHMD26110	ASTMX16670, ASTMX02119
OG0001974	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138	ASTMX21581
OG0001985	SCHMD04898	ASTMX20204
OG0001987	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073	ASTMX18839, ASTMX12855, ASTMX17820, ASTMX17595
OG0001988	SCHMD17373	ASTMX13581, ASTMX09059
OG0001989	SCHMD11266	ASTMX03043, ASTMX19847
OG0001991	SCHMD08363	ASTMX12375, ASTMX02084, ASTMX00520
OG0001992	SCHMD10680	ASTMX04244, ASTMX09494
OG0001993	SCHMD04073	ASTMX23032
OG0001994	SCHMD12538	ASTMX13184, ASTMX03001, ASTMX02331
OG0001998	SCHMD19391	ASTMX15724, ASTMX01470
OG0001999	SCHMD10953	ASTMX12424
OG0002000	SCHMD09206	ASTMX12081
OG0002001	SCHMD04245	ASTMX01040, ASTMX04984
OG0002003	SCHMD25539	ASTMX12936, ASTMX02322, ASTMX09501
OG0002005	SCHMD01316, SCHMD27910, SCHMD18360	ASTMX04340, ASTMX01660, ASTMX15304, ASTMX02809, ASTMX09957, ASTMX19417
OG0002006	SCHMD01886, SCHMD11267, SCHMD12678, SCHMD06801	ASTMX10173, ASTMX04500
OG0002008	SCHMD06021	ASTMX21371, ASTMX21150
OG0002011	SCHMD13609, SCHMD07842	ASTMX00517, ASTMX17175
OG0002013	SCHMD05928, SCHMD05926	ASTMX05656, ASTMX18118
OG0002015	SCHMD07213, SCHMD12123	ASTMX22305, ASTMX21197
OG0002017	SCHMD02967	ASTMX04800, ASTMX06787, ASTMX12770, ASTMX15859
OG0002018	SCHMD24155, SCHMD22495	ASTMX04081, ASTMX14917, ASTMX00472, ASTMX03911
OG0002023	SCHMD13758	ASTMX13059, ASTMX13931, ASTMX11476, ASTMX03808
OG0002024	SCHMD06250	ASTMX12446, ASTMX05724, ASTMX11342, ASTMX11340
OG0002026	SCHMD11077, SCHMD01664	ASTMX08004, ASTMX05432
OG0002027	SCHMD07869	ASTMX01143, ASTMX02252, ASTMX16654, ASTMX03186
OG0002028	SCHMD21205, SCHMD23213, SCHMD07644, SCHMD21204, SCHMD23215	ASTMX10542
OG0002029	SCHMD15250	ASTMX07856, ASTMX13315
OG0002031	SCHMD21628, SCHMD14088	ASTMX19732, ASTMX01811
OG0002032	SCHMD15998, SCHMD17430	ASTMX17188
OG0002034	SCHMD23854, SCHMD28527	ASTMX00920, ASTMX09084
OG0002035	SCHMD19062, SCHMD21913	ASTMX15049
OG0002036	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638	ASTMX10687, ASTMX02312
OG0002037	SCHMD17138	ASTMX12739
OG0002042	SCHMD29492	ASTMX12108, ASTMX12109
OG0002043	SCHMD03148	ASTMX04301, ASTMX15262
OG0002059	SCHMD13857	ASTMX16881, ASTMX08569, ASTMX16470
OG0002060	SCHMD13685, SCHMD22795	ASTMX04696
OG0002061	SCHMD04971	ASTMX17948
OG0002061	SCHMD04969	ASTMX19772
OG0002062	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072	ASTMX13242, ASTMX19992, ASTMX02071
OG0002063	SCHMD21953, SCHMD12086, SCHMD11388	ASTMX14592
OG0002068	SCHMD20105	ASTMX12273, ASTMX16517
OG0002072	SCHMD10402	ASTMX03590
OG0002073	SCHMD20304, SCHMD22775, SCHMD03169	ASTMX18638
OG0002076	SCHMD28435, SCHMD28300	ASTMX09409, ASTMX19822, ASTMX20304
OG0002077	SCHMD01377	ASTMX09597
OG0002078	SCHMD11691	ASTMX22650
OG0002078	SCHMD24719, SCHMD11692, SCHMD24733, SCHMD25810	ASTMX07822, ASTMX22651, ASTMX21198, ASTMX07693
OG0002080	SCHMD17823, SCHMD17826, SCHMD20969, SCHMD28760	ASTMX03462
OG0002080	SCHMD17820	ASTMX21263
OG0002081	SCHMD20577, SCHMD12884, SCHMD21807	ASTMX07542
OG0002085	SCHMD24654	ASTMX09374, ASTMX11810, ASTMX20238, ASTMX04550
OG0002086	SCHMD03131	ASTMX21563
OG0002087	SCHMD07766	ASTMX16781
OG0002088	SCHMD01447	ASTMX00334
OG0002091	SCHMD18712, SCHMD22802	ASTMX17083, ASTMX11725, ASTMX21693
OG0002093	SCHMD12873, SCHMD16751, SCHMD14180	ASTMX15922
OG0002095	SCHMD10706, SCHMD04399	ASTMX03962, ASTMX17882, ASTMX06032
OG0002096	SCHMD19108, SCHMD19170	ASTMX10720, ASTMX17001
OG0002097	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424	ASTMX09200, ASTMX06450, ASTMX12192, ASTMX07933
OG0002099	SCHMD02814	ASTMX07475
OG0002103	SCHMD03652	ASTMX03950, ASTMX04643
OG0002104	SCHMD13430, SCHMD13219, SCHMD07798	ASTMX05475, ASTMX01651, ASTMX03534
OG0002105	SCHMD04684	ASTMX01741, ASTMX00335, ASTMX14499, ASTMX00378, ASTMX22666
OG0002106	SCHMD29823, SCHMD29437	ASTMX03785, ASTMX08724
OG0002107	SCHMD17132, SCHMD27313	ASTMX19945
OG0002108	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153	ASTMX07612, ASTMX01236
OG0002124	SCHMD03099	ASTMX14518
OG0002125	SCHMD01906	ASTMX02181
OG0002127	SCHMD08650, SCHMD03483	ASTMX08755, ASTMX03139
OG0002129	SCHMD22869	ASTMX02262, ASTMX09089, ASTMX08266
OG0002131	SCHMD13328, SCHMD15542	ASTMX11268, ASTMX11269, ASTMX11344
OG0002134	SCHMD15178	ASTMX02557, ASTMX21719, ASTMX00879
OG0002136	SCHMD23461	ASTMX21780
OG0002138	SCHMD05605	ASTMX02006
OG0002139	SCHMD09027	ASTMX21646, ASTMX11143, ASTMX09490
OG0002141	SCHMD13856	ASTMX20185, ASTMX00108, ASTMX22344
OG0002144	SCHMD08032	ASTMX17084, ASTMX17508, ASTMX19379
OG0002145	SCHMD12978	ASTMX07271
OG0002147	SCHMD20896, SCHMD24159	ASTMX15556, ASTMX15557, ASTMX18212
OG0002148	SCHMD13024, SCHMD06006	ASTMX15638
OG0002149	SCHMD00788	ASTMX17049, ASTMX20915, ASTMX06455
OG0002152	SCHMD18533, SCHMD18027, SCHMD20477	ASTMX15710
OG0002155	SCHMD08600	ASTMX09367
OG0002158	SCHMD07812	ASTMX12621
OG0002159	SCHMD10603, SCHMD12359	ASTMX00345
OG0002162	SCHMD03583, SCHMD23655, SCHMD18455, SCHMD26112, SCHMD26238, SCHMD14051, SCHMD04345	ASTMX04002, ASTMX06459, ASTMX03314, ASTMX17199
OG0002163	SCHMD00119	ASTMX16128, ASTMX00364, ASTMX16127, ASTMX05562
OG0002164	SCHMD10444, SCHMD06294, SCHMD20863, SCHMD17369	ASTMX11480, ASTMX14795
OG0002166	SCHMD22548	ASTMX09990, ASTMX05068, ASTMX03530
OG0002167	SCHMD06677	ASTMX05994, ASTMX18858, ASTMX16740, ASTMX04705, ASTMX10553
OG0002168	SCHMD00757	ASTMX12023, ASTMX02930
OG0002169	SCHMD19182, SCHMD07925	ASTMX05633, ASTMX10425
OG0002170	SCHMD16963	ASTMX10098
OG0002171	SCHMD05133, SCHMD13789	ASTMX17441, ASTMX17115
OG0002172	SCHMD03159	ASTMX06303
OG0002172	SCHMD03160, SCHMD03161	ASTMX15881
OG0002175	SCHMD09343, SCHMD14948	ASTMX16015, ASTMX13462
OG0002175	SCHMD24043, SCHMD19181	ASTMX08875
OG0002177	SCHMD05408	ASTMX18377, ASTMX13667, ASTMX08061
OG0002179	SCHMD03681	ASTMX04822
OG0002179	SCHMD03680	ASTMX04821
OG0002182	SCHMD00111	ASTMX01000, ASTMX21943
OG0002184	SCHMD08541	ASTMX21486, ASTMX13143
OG0002184	SCHMD08545	ASTMX22891
OG0002185	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407	ASTMX18245, ASTMX18246
OG0002186	SCHMD16440	ASTMX20379
OG0002186	SCHMD11250	ASTMX11448, ASTMX15520, ASTMX12349
OG0002188	SCHMD07090	ASTMX17006
OG0002189	SCHMD03295	ASTMX16380
OG0002190	SCHMD06253, SCHMD20396	ASTMX05738, ASTMX09879, ASTMX15824
OG0002191	SCHMD16045	ASTMX08688, ASTMX15473, ASTMX12063
OG0002192	SCHMD09378, SCHMD11311	ASTMX14479
OG0002196	SCHMD04892, SCHMD04891	ASTMX10949
OG0002203	SCHMD20001	ASTMX13859, ASTMX22399, ASTMX19276, ASTMX21318, ASTMX22286, ASTMX22291, ASTMX19275, ASTMX19870, ASTMX16414, ASTMX17143, ASTMX11264
OG0002209	SCHMD05613	ASTMX16231, ASTMX05205, ASTMX07307
OG0002209	SCHMD22882, SCHMD13863	ASTMX21856, ASTMX01273, ASTMX02284, ASTMX21358, ASTMX15413, ASTMX05424, ASTMX12292, ASTMX18768, ASTMX10738
OG0002211	SCHMD29435	ASTMX17382
OG0002213	SCHMD01017	ASTMX03206
OG0002216	SCHMD20521	ASTMX19790
OG0002222	SCHMD17607, SCHMD07921	ASTMX13836, ASTMX08751
OG0002223	SCHMD11701	ASTMX05554, ASTMX10305
OG0002224	SCHMD07940, SCHMD07939	ASTMX06613, ASTMX14452, ASTMX05934
OG0002225	SCHMD03290	ASTMX13928, ASTMX11814
OG0002226	SCHMD00937	ASTMX18469, ASTMX14158
OG0002227	SCHMD09350, SCHMD09896	ASTMX11747, ASTMX21122
OG0002229	SCHMD09620, SCHMD21635	ASTMX09988
OG0002233	SCHMD13734	ASTMX05462
OG0002235	SCHMD15174, SCHMD00911	ASTMX13892, ASTMX02706, ASTMX03660, ASTMX09950, ASTMX05042
OG0002239	SCHMD29729	ASTMX09078
OG0002239	SCHMD00548	ASTMX07073, ASTMX12092
OG0002240	SCHMD15638, SCHMD19507, SCHMD19508, SCHMD15639	ASTMX06011
OG0002241	SCHMD19113	ASTMX06900, ASTMX17127
OG0002242	SCHMD08603, SCHMD18345, SCHMD08057, SCHMD10008, SCHMD29065, SCHMD24226	ASTMX09056, ASTMX13579, ASTMX23054, ASTMX06267
OG0002244	SCHMD25722	ASTMX18150
OG0002252	SCHMD16344	ASTMX21582, ASTMX03620
