Orthogroup	SCHMD	MOUSE
OG0000824	SCHMD07823, SCHMD24327, SCHMD27575, SCHMD22375	MOUSE03815, MOUSE03814, MOUSE03816, MOUSE03818, MOUSE03817
OG0000826	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770	MOUSE28518, MOUSE28520, MOUSE28521, MOUSE28522, MOUSE28519
OG0000828	SCHMD08298	MOUSE52206, MOUSE19456, MOUSE19457
OG0000828	SCHMD08624	MOUSE37921, MOUSE37922, MOUSE37919
OG0000829	SCHMD27680, SCHMD26916	MOUSE51529, MOUSE19495
OG0000834	SCHMD11223, SCHMD19332, SCHMD16052	MOUSE05405
OG0000835	SCHMD14959	MOUSE00540, MOUSE00541, MOUSE00539, MOUSE00542
OG0000836	SCHMD23242	MOUSE51876, MOUSE51875, MOUSE51874
OG0000837	SCHMD09523, SCHMD05554, SCHMD04696, SCHMD00842, SCHMD03083	MOUSE52076, MOUSE29173
OG0000842	SCHMD01343	MOUSE49622, MOUSE49623, MOUSE09830, MOUSE23188, MOUSE23187, MOUSE18508, MOUSE23238, MOUSE05563, MOUSE39641
OG0000844	SCHMD01709	MOUSE34589, MOUSE34590, MOUSE34593, MOUSE34592, MOUSE15465, MOUSE15466, MOUSE15467, MOUSE39588, MOUSE39585, MOUSE39586, MOUSE39589, MOUSE39587, MOUSE39590, MOUSE39591, MOUSE34591, MOUSE39592
OG0000847	SCHMD03587	MOUSE15209, MOUSE46317, MOUSE46313, MOUSE46314, MOUSE46315, MOUSE46316
OG0000848	SCHMD03599	MOUSE29791, MOUSE48738, MOUSE48739, MOUSE09586
OG0000848	SCHMD06160	MOUSE51667, MOUSE19811, MOUSE19814, MOUSE19815, MOUSE19810, MOUSE51669
OG0000849	SCHMD25311	MOUSE31000
OG0000851	SCHMD21876, SCHMD17205	MOUSE21881, MOUSE21886, MOUSE21884, MOUSE21885, MOUSE21878, MOUSE21877, MOUSE21880, MOUSE21879, MOUSE21883, MOUSE21882, MOUSE48757, MOUSE48751, MOUSE48756, MOUSE48754, MOUSE48752, MOUSE48755
OG0000853	SCHMD13348, SCHMD11642, SCHMD05466, SCHMD10578	MOUSE07054, MOUSE07053, MOUSE42661
OG0000855	SCHMD29481, SCHMD01902, SCHMD15557	MOUSE04905, MOUSE04906
OG0000856	SCHMD05219, SCHMD06062, SCHMD17590	MOUSE20006, MOUSE20005, MOUSE20004, MOUSE20003
OG0000857	SCHMD04156, SCHMD10826	MOUSE41555, MOUSE41556
OG0000858	SCHMD08601	MOUSE39438
OG0000858	SCHMD22095, SCHMD27060	MOUSE17374, MOUSE50676, MOUSE50675
OG0000868	SCHMD05358	MOUSE55230, MOUSE08090
OG0000868	SCHMD05359	MOUSE48095
OG0000869	SCHMD07449	MOUSE13194, MOUSE13195
OG0000871	SCHMD06938	MOUSE21316, MOUSE21314
OG0000872	SCHMD07553	MOUSE19959, MOUSE14433, MOUSE19954, MOUSE19956, MOUSE19957, MOUSE19958, MOUSE19955, MOUSE42241, MOUSE42242, MOUSE42239, MOUSE42240, MOUSE14434
OG0000873	SCHMD02656, SCHMD05830	MOUSE48613
OG0000873	SCHMD13026	MOUSE32377, MOUSE48614
OG0000873	SCHMD17269	MOUSE51970
OG0000875	SCHMD10815	MOUSE13832, MOUSE13831, MOUSE13833, MOUSE13830, MOUSE13824, MOUSE13829, MOUSE13825, MOUSE13828
OG0000875	SCHMD17655, SCHMD18552, SCHMD00030, SCHMD10336	MOUSE22319, MOUSE22321
OG0000876	SCHMD01530	MOUSE01141
OG0000876	SCHMD17201, SCHMD26977, SCHMD17199, SCHMD26978, SCHMD17200	MOUSE01145
OG0000878	SCHMD18560	MOUSE20493
OG0000879	SCHMD10640	MOUSE14580, MOUSE14582, MOUSE47637, MOUSE00274, MOUSE21746, MOUSE15959, MOUSE15976, MOUSE15492
OG0000880	SCHMD03718	MOUSE40833, MOUSE40836, MOUSE40842, MOUSE40832, MOUSE40837, MOUSE40831, MOUSE40841, MOUSE40838, MOUSE40839, MOUSE40843, MOUSE40840, MOUSE40835, MOUSE40834, MOUSE18302, MOUSE18299, MOUSE18300, MOUSE18301, MOUSE39028, MOUSE39023, MOUSE39027, MOUSE53503
OG0000881	SCHMD04314, SCHMD09365, SCHMD01117, SCHMD08924	MOUSE17831, MOUSE17832, MOUSE17830, MOUSE17829, MOUSE17828, MOUSE17827
OG0000881	SCHMD25283, SCHMD17841, SCHMD18605, SCHMD20926, SCHMD25363	MOUSE04654, MOUSE04657, MOUSE04656
OG0000887	SCHMD27495	MOUSE28796, MOUSE28797, MOUSE28798, MOUSE28795, MOUSE28792, MOUSE28789, MOUSE28790, MOUSE28793, MOUSE28794, MOUSE28791
OG0000887	SCHMD18001	MOUSE28799
OG0000888	SCHMD01724	MOUSE30870, MOUSE01355
OG0000888	SCHMD23123	MOUSE30871
OG0000889	SCHMD00830, SCHMD04643	MOUSE18628
OG0000889	SCHMD02281, SCHMD02130	MOUSE26653, MOUSE46319, MOUSE46321, MOUSE04967, MOUSE15211, MOUSE15213, MOUSE15214, MOUSE15212, MOUSE46320, MOUSE26654
OG0000890	SCHMD09911	MOUSE16345, MOUSE16349
OG0000890	SCHMD19625, SCHMD11513, SCHMD25560, SCHMD16414	MOUSE16355, MOUSE16354, MOUSE06606, MOUSE06607, MOUSE06608, MOUSE16353, MOUSE16343, MOUSE16347, MOUSE16348, MOUSE16341, MOUSE16346, MOUSE16342, MOUSE16351, MOUSE16344
OG0000894	SCHMD05374, SCHMD26280	MOUSE48713, MOUSE48715, MOUSE48714
OG0000894	SCHMD11594, SCHMD05061	MOUSE14107, MOUSE14108, MOUSE38541, MOUSE38542
OG0000896	SCHMD08034	MOUSE47301, MOUSE47302, MOUSE47299, MOUSE47300
OG0000896	SCHMD03189	MOUSE24632, MOUSE24633, MOUSE20216, MOUSE20214, MOUSE20218, MOUSE20215, MOUSE20219, MOUSE20220, MOUSE20217, MOUSE20212, MOUSE20213
OG0000897	SCHMD05382	MOUSE14410, MOUSE14409, MOUSE14408
OG0000899	SCHMD22285	MOUSE45307
OG0000899	SCHMD13459	MOUSE45306, MOUSE45295, MOUSE45299, MOUSE45300, MOUSE36251, MOUSE19363
OG0000904	SCHMD03539	MOUSE36682, MOUSE36683, MOUSE36685, MOUSE36684
OG0000906	SCHMD01676	MOUSE25435, MOUSE25434
OG0000907	SCHMD03616	MOUSE31312, MOUSE31311
OG0000907	SCHMD11090	MOUSE09807, MOUSE09808, MOUSE09809
OG0000908	SCHMD03334, SCHMD11293	MOUSE21442, MOUSE48364
OG0000908	SCHMD14013	MOUSE48365
OG0000909	SCHMD05694, SCHMD03729	MOUSE16370, MOUSE18098, MOUSE18107, MOUSE18106, MOUSE18102, MOUSE18103, MOUSE18101, MOUSE18099, MOUSE18100, MOUSE18104, MOUSE16369, MOUSE16368, MOUSE16367, MOUSE34339, MOUSE34338
OG0000911	SCHMD02390, SCHMD02388	MOUSE02433, MOUSE02434, MOUSE05532, MOUSE05533, MOUSE22069, MOUSE22072
OG0000913	SCHMD10820, SCHMD18663	MOUSE03584, MOUSE03581, MOUSE03586, MOUSE03585, MOUSE50198, MOUSE50196, MOUSE50197
OG0000914	SCHMD13078	MOUSE17296, MOUSE35445, MOUSE35444
OG0000915	SCHMD14220	MOUSE54287, MOUSE54285, MOUSE54291, MOUSE54289, MOUSE54283, MOUSE54284, MOUSE54288, MOUSE54292, MOUSE54286, MOUSE02322, MOUSE40925, MOUSE40924, MOUSE23439, MOUSE23438, MOUSE23437, MOUSE23435, MOUSE02320, MOUSE02321
OG0000915	SCHMD09039, SCHMD01684	MOUSE54293
OG0000921	SCHMD07722	MOUSE23301, MOUSE23303, MOUSE23302, MOUSE23300
OG0000921	SCHMD16275	MOUSE23881, MOUSE23879, MOUSE23880
OG0000921	SCHMD23625	MOUSE23882
OG0000925	SCHMD00501, SCHMD05937	MOUSE55432, MOUSE24719, MOUSE53700
OG0000926	SCHMD13544, SCHMD06558	MOUSE17360
OG0000929	SCHMD00375, SCHMD08839	MOUSE38764, MOUSE00532, MOUSE34224, MOUSE34223
OG0000931	SCHMD02356	MOUSE27857
OG0000932	SCHMD13730	MOUSE37684, MOUSE38275, MOUSE38276, MOUSE38278, MOUSE38274, MOUSE38277
OG0000934	SCHMD07111, SCHMD08216	MOUSE12520, MOUSE12519, MOUSE12516, MOUSE12517, MOUSE00090
OG0000935	SCHMD18664	MOUSE47477, MOUSE47478, MOUSE44606, MOUSE44607, MOUSE30728, MOUSE30730, MOUSE30727, MOUSE30729, MOUSE14697, MOUSE14695, MOUSE14698, MOUSE14700, MOUSE14696, MOUSE14699, MOUSE26344, MOUSE26343
OG0000943	SCHMD26109	MOUSE41856
OG0000944	SCHMD15750	MOUSE12531, MOUSE12532, MOUSE48058, MOUSE54692
OG0000945	SCHMD15214, SCHMD06612, SCHMD06319	MOUSE11943, MOUSE49368, MOUSE10031
OG0000946	SCHMD09426	MOUSE45824, MOUSE23647, MOUSE01803, MOUSE01802
OG0000947	SCHMD24447	MOUSE26132, MOUSE53230, MOUSE53231, MOUSE53229, MOUSE53163, MOUSE53164
OG0000949	SCHMD10151, SCHMD29084, SCHMD29079, SCHMD02016	MOUSE25328, MOUSE25327, MOUSE17718, MOUSE16365, MOUSE16366, MOUSE34340, MOUSE18097
OG0000950	SCHMD25017	MOUSE05009, MOUSE05008, MOUSE05006, MOUSE05007, MOUSE05010, MOUSE37986, MOUSE37985, MOUSE37987, MOUSE37984
OG0000951	SCHMD20208	MOUSE00218, MOUSE00217, MOUSE00216
OG0000954	SCHMD05029, SCHMD08968, SCHMD13763	MOUSE22495, MOUSE22494, MOUSE22493
OG0000954	SCHMD05469, SCHMD02974	MOUSE17098, MOUSE17097, MOUSE17096, MOUSE16993, MOUSE16991, MOUSE16987, MOUSE16992, MOUSE16989, MOUSE16988, MOUSE16990
OG0000955	SCHMD06645, SCHMD03890, SCHMD04591	MOUSE32358
OG0000957	SCHMD18022	MOUSE50366, MOUSE50364, MOUSE50368, MOUSE50362, MOUSE50363, MOUSE50371, MOUSE50369, MOUSE50367, MOUSE50365, MOUSE50370, MOUSE26047, MOUSE26048
OG0000957	SCHMD18023	MOUSE01613, MOUSE01614, MOUSE13268, MOUSE13267, MOUSE13270
OG0000960	SCHMD05680, SCHMD08670, SCHMD05681, SCHMD12110	MOUSE49548, MOUSE49547, MOUSE49545, MOUSE49546, MOUSE13626, MOUSE13629, MOUSE13627, MOUSE13628
OG0000963	SCHMD22298, SCHMD11708	MOUSE01418, MOUSE01419, MOUSE01420
OG0000963	SCHMD04476	MOUSE10592, MOUSE33400
OG0000965	SCHMD22316, SCHMD15133, SCHMD13697, SCHMD12517	MOUSE12247, MOUSE12246
OG0000966	SCHMD00065	MOUSE04816, MOUSE04817, MOUSE04814, MOUSE04815, MOUSE04813, MOUSE04812, MOUSE37774, MOUSE37775
OG0000967	SCHMD11342, SCHMD26265	MOUSE47762, MOUSE47763
OG0000967	SCHMD05844, SCHMD03950	MOUSE20877
OG0000969	SCHMD15666, SCHMD13228, SCHMD13229, SCHMD15667	MOUSE35290
OG0000970	SCHMD05308	MOUSE15310, MOUSE15305
OG0000972	SCHMD05471	MOUSE12807
OG0000974	SCHMD24665, SCHMD24853, SCHMD26881	MOUSE03615, MOUSE03614, MOUSE03613
OG0000977	SCHMD24427, SCHMD03391	MOUSE24545, MOUSE24544, MOUSE24543
OG0000978	SCHMD15268, SCHMD25301, SCHMD25194	MOUSE10016, MOUSE10015, MOUSE28748, MOUSE28746, MOUSE28747, MOUSE49417, MOUSE49416, MOUSE27348, MOUSE27347, MOUSE27345, MOUSE27346, MOUSE27349
OG0000979	SCHMD24204, SCHMD01421	MOUSE21300, MOUSE21301, MOUSE21299
OG0000981	SCHMD13908	MOUSE10265, MOUSE10264, MOUSE19932
OG0000982	SCHMD08717	MOUSE01632, MOUSE01629, MOUSE01628, MOUSE01633, MOUSE30694, MOUSE30693, MOUSE30696, MOUSE30695, MOUSE20747, MOUSE20746
OG0000982	SCHMD22914	MOUSE01635
OG0000984	SCHMD02865	MOUSE10080, MOUSE10081
OG0000984	SCHMD00646	MOUSE23731
OG0000987	SCHMD03090, SCHMD13202, SCHMD12033, SCHMD17704	MOUSE08588
OG0000987	SCHMD13203, SCHMD12032, SCHMD16148, SCHMD13314, SCHMD17705	MOUSE08591, MOUSE01247
OG0000988	SCHMD00928	MOUSE25852, MOUSE25848, MOUSE25676, MOUSE25677, MOUSE25678, MOUSE25675, MOUSE25679
OG0000992	SCHMD08111	MOUSE32207, MOUSE06252, MOUSE32208, MOUSE34367, MOUSE34366, MOUSE34368, MOUSE34369
OG0000993	SCHMD03348	MOUSE22406
OG0000994	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203	MOUSE32211, MOUSE32210
OG0000994	SCHMD16602, SCHMD10604	MOUSE40530, MOUSE40529
OG0000999	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208	MOUSE44063, MOUSE19949, MOUSE14460
OG0001000	SCHMD22725	MOUSE53658, MOUSE53659, MOUSE54860, MOUSE54857, MOUSE54859, MOUSE54858, MOUSE16553, MOUSE16552, MOUSE16554, MOUSE16556, MOUSE16555
OG0001000	SCHMD28387	MOUSE34230, MOUSE34229
OG0001001	SCHMD07356	MOUSE04043
OG0001002	SCHMD17610	MOUSE52462, MOUSE52461, MOUSE52460, MOUSE43911, MOUSE43913, MOUSE43912, MOUSE27015, MOUSE27017, MOUSE27016
OG0001003	SCHMD21687, SCHMD24830	MOUSE37949, MOUSE37947, MOUSE37943, MOUSE37952, MOUSE37945, MOUSE37944, MOUSE37946, MOUSE37942, MOUSE37951, MOUSE37948, MOUSE03862, MOUSE03866, MOUSE03863, MOUSE03867, MOUSE03865, MOUSE03864, MOUSE03872, MOUSE03874, MOUSE03875, MOUSE03873, MOUSE03871, MOUSE03869, MOUSE03870, MOUSE03868, MOUSE37953
OG0001006	SCHMD17048, SCHMD11571	MOUSE46159
OG0001007	SCHMD05810	MOUSE23775, MOUSE23774, MOUSE25705, MOUSE25704, MOUSE26533, MOUSE26532
OG0001008	SCHMD04857	MOUSE02139, MOUSE44435, MOUSE44436, MOUSE44437
OG0001009	SCHMD09472	MOUSE00156
OG0001011	SCHMD16803, SCHMD21485, SCHMD15129, SCHMD01138, SCHMD09256, SCHMD04133, SCHMD16573	MOUSE44985, MOUSE44984, MOUSE32934, MOUSE32933, MOUSE32932, MOUSE13070
OG0001013	SCHMD14534, SCHMD13659, SCHMD16121, SCHMD28755, SCHMD14533	MOUSE44308, MOUSE41793, MOUSE15055, MOUSE44307, MOUSE06079
OG0001015	SCHMD06693, SCHMD06692	MOUSE14128, MOUSE14129, MOUSE14127, MOUSE02890, MOUSE02889, MOUSE38510, MOUSE38509, MOUSE38496, MOUSE38508, MOUSE38498, MOUSE38502, MOUSE38497, MOUSE38505
OG0001016	SCHMD23273, SCHMD15080	MOUSE18875, MOUSE18878, MOUSE18877
OG0001016	SCHMD25548, SCHMD21254	MOUSE39644
OG0001017	SCHMD04416, SCHMD11368	MOUSE35529, MOUSE35528, MOUSE14637, MOUSE14636, MOUSE14638
OG0001017	SCHMD16755	MOUSE35530, MOUSE35531, MOUSE35532
OG0001018	SCHMD08153	MOUSE16373
OG0001019	SCHMD15171	MOUSE13939, MOUSE28201, MOUSE28202
OG0001023	SCHMD07708, SCHMD18630, SCHMD28291	MOUSE44227, MOUSE44222, MOUSE44224, MOUSE44226, MOUSE44223, MOUSE44221, MOUSE44219, MOUSE44220, MOUSE44225
OG0001023	SCHMD19902	MOUSE45797, MOUSE41558, MOUSE41559
OG0001026	SCHMD14301	MOUSE04738
OG0001028	SCHMD01474, SCHMD11482	MOUSE01684, MOUSE01682, MOUSE01681, MOUSE51609, MOUSE51621, MOUSE51618, MOUSE51619, MOUSE51617, MOUSE51608, MOUSE51611, MOUSE51607, MOUSE51612, MOUSE51614, MOUSE51610, MOUSE51615, MOUSE32885, MOUSE32884, MOUSE32887, MOUSE32888, MOUSE32886, MOUSE20675, MOUSE20676
OG0001029	SCHMD04839, SCHMD00804, SCHMD00805	MOUSE48969, MOUSE12460, MOUSE12461
OG0001030	SCHMD08464	MOUSE08274, MOUSE08271, MOUSE08269, MOUSE28021, MOUSE28022
OG0001031	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644	MOUSE21148
OG0001031	SCHMD21518, SCHMD21621, SCHMD16193, SCHMD12815, SCHMD19646, SCHMD16992, SCHMD17709, SCHMD09373	MOUSE37026
OG0001032	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282	MOUSE18479, MOUSE18481, MOUSE18477, MOUSE18478
OG0001033	SCHMD11399, SCHMD23908	MOUSE36688, MOUSE36687, MOUSE40431, MOUSE40429
OG0001033	SCHMD10492	MOUSE33551, MOUSE33552, MOUSE32234, MOUSE01529
OG0001036	SCHMD03745	MOUSE28929
OG0001036	SCHMD20768, SCHMD09235	MOUSE28928, MOUSE28925, MOUSE09303
OG0001036	SCHMD05156	MOUSE28927, MOUSE28926
OG0001037	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259	MOUSE25630, MOUSE25632, MOUSE25634, MOUSE25631, MOUSE25633, MOUSE31738, MOUSE31741, MOUSE31740, MOUSE31739, MOUSE31743, MOUSE31742
OG0001038	SCHMD26628, SCHMD09164, SCHMD14733, SCHMD14734	MOUSE36177, MOUSE36179, MOUSE36181, MOUSE36180, MOUSE36183, MOUSE03194, MOUSE21059, MOUSE21061, MOUSE21060, MOUSE36178
OG0001039	SCHMD01764	MOUSE15341, MOUSE15342, MOUSE15340, MOUSE15339
OG0001042	SCHMD11839	MOUSE55167, MOUSE55166, MOUSE55164, MOUSE55165, MOUSE40726, MOUSE40728, MOUSE40729, MOUSE40727, MOUSE41292, MOUSE41290, MOUSE41291
OG0001046	SCHMD05104, SCHMD02045, SCHMD11124	MOUSE16970, MOUSE14166, MOUSE14168, MOUSE14167, MOUSE14165, MOUSE44312, MOUSE44313, MOUSE06289, MOUSE06290, MOUSE06286, MOUSE06285, MOUSE06288
OG0001047	SCHMD28420	MOUSE45174, MOUSE45170, MOUSE45115, MOUSE54595
OG0001048	SCHMD12160	MOUSE40596, MOUSE40597, MOUSE40595, MOUSE11458, MOUSE11459, MOUSE11457, MOUSE36981, MOUSE36982, MOUSE36983, MOUSE11460
OG0001049	SCHMD16614	MOUSE29515, MOUSE29516
OG0001050	SCHMD04667	MOUSE44745
OG0001050	SCHMD03458	MOUSE18063, MOUSE44746, MOUSE44744, MOUSE30206, MOUSE30205
OG0001052	SCHMD09988	MOUSE36902, MOUSE36905
OG0001053	SCHMD25503, SCHMD22630	MOUSE05349, MOUSE39893, MOUSE02657, MOUSE26572
OG0001059	SCHMD17881	MOUSE19051
OG0001059	SCHMD18020	MOUSE06554
OG0001060	SCHMD12337, SCHMD14762, SCHMD05051	MOUSE14270
OG0001062	SCHMD17907, SCHMD23601, SCHMD22530	MOUSE31785
OG0001062	SCHMD24440, SCHMD23600, SCHMD17910	MOUSE47367, MOUSE31787, MOUSE31788, MOUSE31786
OG0001066	SCHMD24046, SCHMD10767	MOUSE06657
OG0001068	SCHMD00936	MOUSE34006, MOUSE34010, MOUSE29499, MOUSE29495, MOUSE29497, MOUSE29494, MOUSE29496, MOUSE29498, MOUSE34007, MOUSE34011, MOUSE34009, MOUSE34004, MOUSE34005, MOUSE34008
OG0001070	SCHMD15531	MOUSE42333, MOUSE42332, MOUSE45733, MOUSE47005, MOUSE47006, MOUSE47003, MOUSE47004, MOUSE09843
OG0001072	SCHMD24459, SCHMD27893	MOUSE37374, MOUSE37375, MOUSE39399
OG0001073	SCHMD00478	MOUSE19348, MOUSE19347, MOUSE19349, MOUSE19345, MOUSE19346, MOUSE54847, MOUSE54846, MOUSE54845, MOUSE12977, MOUSE12979, MOUSE12976
OG0001073	SCHMD00479, SCHMD05949	MOUSE12978
OG0001075	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771	MOUSE06818
OG0001076	SCHMD07131	MOUSE38870, MOUSE38871, MOUSE38872, MOUSE36450, MOUSE36452, MOUSE36451, MOUSE36453, MOUSE36454
OG0001078	SCHMD20731, SCHMD25766	MOUSE14310, MOUSE17245, MOUSE27022, MOUSE27027
OG0001079	SCHMD27223	MOUSE31079, MOUSE31080, MOUSE39091, MOUSE53562
OG0001080	SCHMD08586	MOUSE50489, MOUSE50488, MOUSE50490
OG0001080	SCHMD15438, SCHMD19176	MOUSE43745, MOUSE32058, MOUSE32057, MOUSE32055, MOUSE32056, MOUSE43743
OG0001080	SCHMD05782, SCHMD22091	MOUSE43744
OG0001081	SCHMD05425	MOUSE44218, MOUSE44217
OG0001083	SCHMD07690	MOUSE00912, MOUSE00913, MOUSE19180, MOUSE12820, MOUSE12819, MOUSE40225, MOUSE40226
OG0001084	SCHMD10718	MOUSE06940
OG0001084	SCHMD10717	MOUSE06941
OG0001085	SCHMD03894	MOUSE40824, MOUSE40823, MOUSE40825, MOUSE40826, MOUSE40827, MOUSE40829, MOUSE53553, MOUSE53556, MOUSE53552, MOUSE53551, MOUSE39040, MOUSE39039, MOUSE18292, MOUSE18283, MOUSE18291, MOUSE18285
OG0001086	SCHMD14120	MOUSE43391, MOUSE43393, MOUSE43392, MOUSE43390, MOUSE43394, MOUSE43395, MOUSE07544, MOUSE07546, MOUSE07547, MOUSE07548, MOUSE07550, MOUSE07549, MOUSE07545, MOUSE20197, MOUSE20198, MOUSE20199
OG0001088	SCHMD01007, SCHMD19898, SCHMD23791	MOUSE07723, MOUSE07722, MOUSE07721
OG0001089	SCHMD10517	MOUSE43018, MOUSE15947
OG0001090	SCHMD03349, SCHMD20311	MOUSE22596, MOUSE22597, MOUSE22595, MOUSE22594
OG0001090	SCHMD27970, SCHMD02491, SCHMD22171, SCHMD15052, SCHMD14871, SCHMD23868, SCHMD00934, SCHMD02957, SCHMD02170, SCHMD23588, SCHMD18161, SCHMD24510, SCHMD25428, SCHMD28135, SCHMD05847, SCHMD13313, SCHMD09556, SCHMD06679, SCHMD00092, SCHMD03303, SCHMD27352, SCHMD03833, SCHMD14325, SCHMD12843, SCHMD25555, SCHMD14278, SCHMD22966, SCHMD27178, SCHMD23857	MOUSE22593
OG0001091	SCHMD13206, SCHMD15908	MOUSE26429, MOUSE05169, MOUSE38963, MOUSE38962, MOUSE38960, MOUSE38961, MOUSE26427, MOUSE26428, MOUSE26425, MOUSE05170, MOUSE26426
OG0001092	SCHMD17999	MOUSE30127
OG0001093	SCHMD16772	MOUSE38937, MOUSE38936, MOUSE38933, MOUSE38940, MOUSE38938, MOUSE38934, MOUSE38935, MOUSE38932, MOUSE38939, MOUSE05160, MOUSE05161
OG0001094	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662	MOUSE28049, MOUSE07073, MOUSE20159, MOUSE20160, MOUSE07072
OG0001101	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685	MOUSE41244, MOUSE41246, MOUSE41245, MOUSE41243
OG0001101	SCHMD23171	MOUSE55171
OG0001102	SCHMD06311	MOUSE28026, MOUSE28027
OG0001104	SCHMD14895, SCHMD18516, SCHMD03705	MOUSE35689, MOUSE35690
OG0001108	SCHMD08133	MOUSE14807, MOUSE38129, MOUSE38128
OG0001112	SCHMD26529, SCHMD08447	MOUSE23123, MOUSE23122, MOUSE13097
OG0001113	SCHMD04717	MOUSE14213
OG0001113	SCHMD10085	MOUSE00908, MOUSE52286
OG0001113	SCHMD08665, SCHMD03992	MOUSE06432
OG0001114	SCHMD27710, SCHMD15592, SCHMD14156	MOUSE51574, MOUSE51573, MOUSE30316, MOUSE30317, MOUSE51577, MOUSE51576, MOUSE51579, MOUSE51580, MOUSE51575, MOUSE51581, MOUSE30318
OG0001116	SCHMD19491	MOUSE05315
OG0001116	SCHMD04023	MOUSE25078, MOUSE05311, MOUSE05316, MOUSE05318, MOUSE05312, MOUSE05314, MOUSE05321, MOUSE05317, MOUSE05313, MOUSE05320, MOUSE05310
OG0001117	SCHMD18856	MOUSE23208, MOUSE23207, MOUSE28243, MOUSE28244, MOUSE28247, MOUSE28248, MOUSE28246, MOUSE28245, MOUSE12315, MOUSE12314, MOUSE12312, MOUSE12313
OG0001118	SCHMD22443	MOUSE45854, MOUSE45855, MOUSE14440, MOUSE14437
OG0001119	SCHMD23323	MOUSE52035
OG0001121	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994	MOUSE16615, MOUSE01274, MOUSE01275, MOUSE16614, MOUSE16616, MOUSE01272
OG0001123	SCHMD02756	MOUSE52428, MOUSE52427, MOUSE52429
OG0001123	SCHMD02755, SCHMD22573, SCHMD28528, SCHMD01636, SCHMD08373	MOUSE52430
OG0001124	SCHMD24013	MOUSE06528, MOUSE06527, MOUSE06526, MOUSE53543, MOUSE53521, MOUSE53533, MOUSE53525, MOUSE53529, MOUSE53532, MOUSE53519, MOUSE53542, MOUSE53524, MOUSE53530, MOUSE53536, MOUSE53535, MOUSE53523, MOUSE53527, MOUSE53528, MOUSE53534, MOUSE53522, MOUSE53544, MOUSE53545, MOUSE53546
OG0001126	SCHMD17192	MOUSE04156, MOUSE04157
OG0001127	SCHMD06664	MOUSE49981
OG0001128	SCHMD08323	MOUSE08081, MOUSE08083, MOUSE08084, MOUSE08085, MOUSE08082, MOUSE42773, MOUSE24638, MOUSE24639, MOUSE24641, MOUSE24642, MOUSE24646, MOUSE24644, MOUSE24640, MOUSE24645, MOUSE24643
OG0001129	SCHMD15504, SCHMD18282, SCHMD05846	MOUSE49537, MOUSE49538, MOUSE32104
OG0001130	SCHMD04030	MOUSE23183, MOUSE23181, MOUSE23179, MOUSE23180, MOUSE23178, MOUSE23182
OG0001133	SCHMD18643	MOUSE17666, MOUSE17665
OG0001133	SCHMD29299, SCHMD19714	MOUSE10581
OG0001135	SCHMD28946	MOUSE05099, MOUSE17160, MOUSE17018
OG0001136	SCHMD09640	MOUSE01519, MOUSE01518, MOUSE19515, MOUSE51766, MOUSE51761, MOUSE51768, MOUSE51767, MOUSE51763, MOUSE51762
OG0001138	SCHMD00170	MOUSE02531, MOUSE02530, MOUSE08511, MOUSE08510, MOUSE08509, MOUSE52336, MOUSE52335
OG0001139	SCHMD00334	MOUSE17307, MOUSE17308, MOUSE14337, MOUSE14338, MOUSE47081, MOUSE47084, MOUSE47083, MOUSE47085
OG0001140	SCHMD22679, SCHMD17712, SCHMD14631, SCHMD02111, SCHMD16673, SCHMD18031, SCHMD24981, SCHMD17350, SCHMD11695, SCHMD21848, SCHMD22963, SCHMD14630, SCHMD17713, SCHMD26239, SCHMD04472	MOUSE13457, MOUSE34019, MOUSE06768, MOUSE06770, MOUSE34122
OG0001141	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658	MOUSE09631, MOUSE09629, MOUSE09627, MOUSE09626, MOUSE09630, MOUSE09633, MOUSE09632, MOUSE09634, MOUSE09635, MOUSE09628, MOUSE09625, MOUSE09623, MOUSE09621, MOUSE09619, MOUSE09620, MOUSE09624, MOUSE09622
OG0001142	SCHMD12785, SCHMD19807, SCHMD09379	MOUSE20269, MOUSE20265, MOUSE20263, MOUSE20266, MOUSE20264
OG0001143	SCHMD05178	MOUSE39141, MOUSE51998, MOUSE51999, MOUSE52002, MOUSE52001, MOUSE52000, MOUSE51997, MOUSE32545, MOUSE30698, MOUSE30699
