Orthogroup	SCHMD	OWEFU
OG0000814	SCHMD03060, SCHMD13676, SCHMD13183, SCHMD07986	OFUSG25287.1.p1, OFUSG25288.1.p1, OFUSG25696.1.p1, OFUSG25695.1.p1
OG0000814	SCHMD07352	OFUSG20971.1.p1
OG0000819	SCHMD03878	OFUSG25384.2.p1, OFUSG25384.1.p1
OG0000819	SCHMD22577, SCHMD16618	OFUSG22242.1.p1
OG0000824	SCHMD24327, SCHMD27575, SCHMD22375	OFUSG02456.2.p1, OFUSG02456.1.p1, OFUSG02606.1.p1, OFUSG02605.1.p1, OFUSG02629.1.p1, OFUSG02606.2.p1, OFUSG02606.4.p1, OFUSG02606.3.p1, OFUSG02631.1.p1, OFUSG02631.2.p1
OG0000826	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770	OFUSG20773.1.p1, OFUSG20775.1.p1
OG0000828	SCHMD08298	OFUSG16610.1.p1
OG0000828	SCHMD08624	OFUSG14927.1.p1
OG0000829	SCHMD27680, SCHMD26916	OFUSG05943.1.p1
OG0000833	SCHMD13529, SCHMD19078, SCHMD01603, SCHMD13070	OFUSG12738.1.p1
OG0000834	SCHMD11223, SCHMD19332, SCHMD16052	OFUSG04057.5.p1, OFUSG04057.2.p1, OFUSG04057.3.p1, OFUSG04057.1.p1, OFUSG04057.4.p1
OG0000835	SCHMD14959	OFUSG01553.1.p1, OFUSG01553.2.p1, OFUSG21973.1.p1
OG0000836	SCHMD23242	OFUSG04483.1.p1
OG0000837	SCHMD09523, SCHMD05554, SCHMD04696	OFUSG01837.1.p1
OG0000837	SCHMD00842, SCHMD03083	OFUSG13636.1.p1
OG0000842	SCHMD01343	OFUSG17660.1.p1
OG0000844	SCHMD01709	OFUSG21494.2.p1, OFUSG21494.1.p1
OG0000847	SCHMD00410	OFUSG15294.1.p1
OG0000847	SCHMD03587	OFUSG24225.1.p1, OFUSG24225.2.p1
OG0000848	SCHMD03599	OFUSG02732.1.p1
OG0000848	SCHMD06160	OFUSG03989.1.p1, OFUSG03989.2.p1
OG0000850	SCHMD26000, SCHMD27633	OFUSG06085.1.p1
OG0000851	SCHMD21876, SCHMD17205	OFUSG02239.1.p1, OFUSG02239.2.p1
OG0000853	SCHMD13348, SCHMD11642, SCHMD05466, SCHMD10578	OFUSG07723.1.p1
OG0000855	SCHMD29481, SCHMD01902, SCHMD15557	OFUSG08911.2.p1, OFUSG08911.1.p1, OFUSG10909.1.p1, OFUSG18514.1.p1, OFUSG14975.1.p1, OFUSG14975.2.p1
OG0000856	SCHMD05219, SCHMD06062, SCHMD17590	OFUSG19294.1.p1, OFUSG19295.1.p1
OG0000858	SCHMD08601	OFUSG19534.1.p1, OFUSG19534.2.p1
OG0000858	SCHMD23221, SCHMD20483, SCHMD08351	OFUSG18650.1.p1
OG0000858	SCHMD22095, SCHMD27060	OFUSG19764.2.p1, OFUSG19764.1.p1
OG0000860	SCHMD05987	OFUSG07489.1.p1, OFUSG07489.2.p1
OG0000863	SCHMD22411	OFUSG04268.1.p1, OFUSG04268.2.p1, OFUSG04258.1.p1, OFUSG17976.1.p1, OFUSG24572.1.p1, OFUSG19627.1.p1
OG0000868	SCHMD05358	OFUSG11760.1.p1
OG0000869	SCHMD07449	OFUSG16947.1.p1
OG0000870	SCHMD09425	OFUSG02115.1.p1
OG0000871	SCHMD06938	OFUSG06537.1.p1
OG0000872	SCHMD07553	OFUSG00869.2.p1, OFUSG00869.3.p1, OFUSG00869.5.p1, OFUSG00869.1.p1, OFUSG00869.4.p1
OG0000873	SCHMD16630	OFUSG09850.1.p1
OG0000873	SCHMD02655, SCHMD05829	OFUSG09849.1.p1
OG0000875	SCHMD10815	OFUSG13364.1.p1
OG0000875	SCHMD17655, SCHMD18552, SCHMD00030, SCHMD10336	OFUSG16237.1.p1
OG0000876	SCHMD01529	OFUSG16334.1.p1
OG0000878	SCHMD18560	OFUSG01894.1.p1
OG0000879	SCHMD10640	OFUSG04088.1.p1
OG0000880	SCHMD03718	OFUSG05701.1.p1
OG0000881	SCHMD04314, SCHMD09365, SCHMD01117, SCHMD08924	OFUSG25601.3.p1, OFUSG25601.2.p1, OFUSG25601.4.p1, OFUSG25601.1.p1, OFUSG25601.5.p1
OG0000881	SCHMD20926, SCHMD25363	OFUSG22311.1.p1
OG0000887	SCHMD27495	OFUSG26529.1.p1, OFUSG26529.2.p1
OG0000888	SCHMD01724	OFUSG09295.1.p1
OG0000889	SCHMD00830, SCHMD04643	OFUSG12102.1.p1
OG0000890	SCHMD09911	OFUSG00815.1.p1
OG0000896	SCHMD08034	OFUSG13178.1.p1
OG0000896	SCHMD03189	OFUSG11490.1.p1, OFUSG11490.3.p1, OFUSG11490.2.p1
OG0000897	SCHMD05382	OFUSG18741.1.p1
OG0000899	SCHMD22285, SCHMD13459	OFUSG02805.1.p1, OFUSG02805.2.p1
OG0000901	SCHMD23272, SCHMD25135, SCHMD27982, SCHMD26945, SCHMD24955, SCHMD19537, SCHMD00625, SCHMD00626, SCHMD00151, SCHMD02066, SCHMD15318, SCHMD27685, SCHMD09002, SCHMD13575, SCHMD16914, SCHMD02507, SCHMD25469, SCHMD21738, SCHMD13949, SCHMD12264, SCHMD22287, SCHMD23687, SCHMD26795, SCHMD20830, SCHMD04924, SCHMD29070, SCHMD19683, SCHMD25366	OFUSG19270.1.p1, OFUSG19269.1.p1, OFUSG19271.1.p1, OFUSG05816.1.p1, OFUSG21468.2.p1, OFUSG21468.1.p1, OFUSG08436.1.p1, OFUSG01325.1.p1, OFUSG00071.1.p1, OFUSG21247.1.p1, OFUSG14978.1.p1, OFUSG15707.1.p1, OFUSG15754.1.p1, OFUSG24151.1.p1, OFUSG22241.1.p1
OG0000905	SCHMD17642, SCHMD19023	OFUSG01251.1.p1
OG0000906	SCHMD01676	OFUSG24653.1.p1
OG0000907	SCHMD03616	OFUSG26462.1.p1
OG0000908	SCHMD03334, SCHMD11293	OFUSG05748.2.p1, OFUSG05748.4.p1, OFUSG05748.1.p1, OFUSG05748.3.p1
OG0000908	SCHMD14013	OFUSG01906.1.p1, OFUSG01905.1.p1
OG0000909	SCHMD05694, SCHMD03729	OFUSG00497.1.p1
OG0000911	SCHMD02390, SCHMD02388	OFUSG13934.1.p1
OG0000913	SCHMD10820, SCHMD18663	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1
OG0000914	SCHMD13079, SCHMD10834	OFUSG18797.2.p1, OFUSG18797.1.p1
OG0000915	SCHMD14220	OFUSG06406.1.p1, OFUSG06406.2.p1
OG0000918	SCHMD29668	OFUSG21877.1.p1, OFUSG25177.1.p1, OFUSG25178.1.p1, OFUSG24091.1.p1, OFUSG24088.1.p1, OFUSG00861.1.p1, OFUSG00860.1.p1, OFUSG00862.1.p1, OFUSG24100.1.p1, OFUSG00602.1.p1, OFUSG24090.1.p1, OFUSG24092.1.p1
OG0000921	SCHMD16275	OFUSG26697.1.p1
OG0000925	SCHMD01205, SCHMD18689	OFUSG21493.1.p1
OG0000925	SCHMD00501, SCHMD05937	OFUSG25811.2.p1, OFUSG25811.1.p1
OG0000926	SCHMD17035, SCHMD24363	OFUSG01341.1.p1
OG0000926	SCHMD06558	OFUSG20594.1.p1
OG0000926	SCHMD06554, SCHMD17036, SCHMD13546	OFUSG01342.1.p1, OFUSG01342.2.p1
OG0000926	SCHMD25813	OFUSG20595.2.p1, OFUSG20595.1.p1
OG0000929	SCHMD00375, SCHMD08839	OFUSG01637.1.p1, OFUSG01585.1.p1
OG0000931	SCHMD02356	OFUSG05884.5.p1, OFUSG05884.3.p1, OFUSG05884.4.p1, OFUSG05884.2.p1, OFUSG05884.1.p1
OG0000932	SCHMD13731	OFUSG22611.1.p1
OG0000932	SCHMD13730	OFUSG22610.1.p1
OG0000934	SCHMD07111, SCHMD08216	OFUSG01031.1.p1
OG0000935	SCHMD18664	OFUSG16551.1.p1
OG0000943	SCHMD19076	OFUSG10222.1.p1
OG0000944	SCHMD15750	OFUSG02142.1.p1, OFUSG02142.4.p1, OFUSG02142.2.p1, OFUSG02142.3.p1
OG0000945	SCHMD15214, SCHMD06612, SCHMD06319	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1
OG0000946	SCHMD06614	OFUSG00637.1.p1
OG0000947	SCHMD24447	OFUSG17100.1.p1
OG0000949	SCHMD10151, SCHMD29084, SCHMD29079, SCHMD02016	OFUSG01898.1.p1
OG0000950	SCHMD25017	OFUSG23770.1.p1
OG0000951	SCHMD20208	OFUSG00739.1.p1, OFUSG00739.2.p1
OG0000954	SCHMD05029, SCHMD08968, SCHMD13763	OFUSG16223.1.p1
OG0000954	SCHMD05469, SCHMD02974	OFUSG04263.1.p1
OG0000955	SCHMD06645, SCHMD03890, SCHMD04591	OFUSG21035.1.p1
OG0000955	SCHMD06275, SCHMD20742	OFUSG02908.1.p1
OG0000957	SCHMD18022, SCHMD18023	OFUSG09505.1.p1, OFUSG09505.2.p1
OG0000960	SCHMD05680, SCHMD08670, SCHMD05681, SCHMD12110	OFUSG05056.1.p1
OG0000963	SCHMD22298, SCHMD11708	OFUSG18073.1.p1
OG0000963	SCHMD04476	OFUSG26256.1.p1
OG0000965	SCHMD22316, SCHMD15133, SCHMD13697, SCHMD12517	OFUSG05283.1.p1
OG0000966	SCHMD00065	OFUSG15060.2.p1, OFUSG15060.1.p1
OG0000967	SCHMD11342, SCHMD26265	OFUSG03652.1.p1
OG0000967	SCHMD05844, SCHMD03950	OFUSG18109.1.p1
OG0000968	SCHMD03384, SCHMD13557, SCHMD11646, SCHMD29090	OFUSG15086.1.p1
OG0000969	SCHMD15666, SCHMD13228	OFUSG16049.1.p1, OFUSG16049.2.p1
OG0000972	SCHMD05471	OFUSG10857.2.p1, OFUSG10857.1.p1
OG0000974	SCHMD24665, SCHMD24853, SCHMD26881	OFUSG12017.1.p1
OG0000976	SCHMD13984	OFUSG10263.2.p1, OFUSG10263.1.p1, OFUSG10262.1.p1, OFUSG10264.2.p1, OFUSG10264.1.p1, OFUSG18417.2.p1, OFUSG18417.1.p1, OFUSG03178.1.p1, OFUSG03178.2.p1
OG0000977	SCHMD03392	OFUSG22964.1.p1
OG0000977	SCHMD24427, SCHMD03391	OFUSG25208.1.p1
OG0000978	SCHMD15268, SCHMD25301, SCHMD25194	OFUSG05262.1.p1
OG0000979	SCHMD24204, SCHMD01421	OFUSG20447.2.p1, OFUSG20447.1.p1
OG0000981	SCHMD13908	OFUSG03861.1.p1
OG0000982	SCHMD26054, SCHMD08717	OFUSG16732.3.p1, OFUSG16732.2.p1, OFUSG16732.1.p1, OFUSG16732.4.p1, OFUSG16732.5.p1
OG0000984	SCHMD02865	OFUSG19991.1.p1
OG0000984	SCHMD00646	OFUSG25577.1.p1
OG0000985	SCHMD18627, SCHMD20480, SCHMD13371, SCHMD11840	OFUSG11040.1.p1
OG0000986	SCHMD25195, SCHMD27305, SCHMD22933, SCHMD10755, SCHMD11238, SCHMD09897	OFUSG09980.1.p1
OG0000987	SCHMD03090, SCHMD13202, SCHMD12033, SCHMD17704	OFUSG21084.2.p1, OFUSG21084.1.p1
OG0000988	SCHMD00928	OFUSG21531.1.p1
OG0000992	SCHMD08111	OFUSG25913.1.p1, OFUSG18155.1.p1, OFUSG18156.1.p1, OFUSG06018.1.p1
OG0000993	SCHMD03348	OFUSG07943.2.p1, OFUSG07943.1.p1, OFUSG16895.1.p1, OFUSG16895.2.p1
OG0000994	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203	OFUSG05737.1.p1
OG0000994	SCHMD16602, SCHMD10604	OFUSG19359.1.p1
OG0000997	SCHMD28749	OFUSG03218.1.p1
OG0000998	SCHMD08664	OFUSG00656.2.p1, OFUSG00656.1.p1
OG0000998	SCHMD08663	OFUSG15459.1.p1
OG0000999	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208	OFUSG00108.1.p1
OG0001000	SCHMD22765	OFUSG00328.1.p1
OG0001001	SCHMD07356	OFUSG14675.1.p1
OG0001002	SCHMD17610	OFUSG15973.1.p1, OFUSG16764.2.p1, OFUSG16764.1.p1
OG0001003	SCHMD21687, SCHMD24830	OFUSG24187.1.p1
OG0001005	SCHMD01144, SCHMD03527, SCHMD03526	OFUSG06280.1.p1
OG0001006	SCHMD17048, SCHMD11571	OFUSG07003.3.p1, OFUSG07003.1.p1, OFUSG07003.2.p1
OG0001007	SCHMD05810	OFUSG08050.1.p1, OFUSG08050.2.p1
OG0001008	SCHMD04849, SCHMD04856, SCHMD04857	OFUSG01608.1.p1
OG0001009	SCHMD19415	OFUSG10206.1.p1
OG0001013	SCHMD14534, SCHMD13659, SCHMD16121, SCHMD28755, SCHMD14533	OFUSG10524.1.p1
OG0001015	SCHMD06693, SCHMD06692	OFUSG17894.2.p1, OFUSG17894.1.p1, OFUSG17894.3.p1
OG0001016	SCHMD23273, SCHMD15080	OFUSG16289.1.p1
OG0001016	SCHMD25548, SCHMD21254	OFUSG17257.1.p1
OG0001017	SCHMD16754	OFUSG13590.3.p1, OFUSG13590.1.p1, OFUSG13590.2.p1
OG0001018	SCHMD08153	OFUSG20884.1.p1
OG0001019	SCHMD15171	OFUSG04762.2.p1, OFUSG04762.1.p1
OG0001023	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902	OFUSG01359.1.p1
OG0001028	SCHMD01474, SCHMD11482	OFUSG08945.1.p1, OFUSG08945.2.p1
OG0001029	SCHMD04839, SCHMD00804, SCHMD00805	OFUSG23212.2.p1, OFUSG23212.1.p1
OG0001030	SCHMD08463, SCHMD08462	OFUSG09158.1.p1
OG0001030	SCHMD08464	OFUSG11700.1.p1
OG0001031	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644	OFUSG10916.2.p1, OFUSG10916.3.p1, OFUSG10916.1.p1, OFUSG10915.1.p1
OG0001031	SCHMD12815	OFUSG14788.2.p1, OFUSG14788.1.p1
OG0001032	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282	OFUSG05074.1.p1, OFUSG07488.1.p1, OFUSG07488.2.p1
OG0001033	SCHMD11399, SCHMD23908	OFUSG17922.1.p1
OG0001033	SCHMD10492	OFUSG07728.1.p1, OFUSG07728.2.p1
OG0001036	SCHMD20768, SCHMD09235	OFUSG23486.1.p1
OG0001038	SCHMD26628, SCHMD09164, SCHMD14733, SCHMD14734	OFUSG06632.3.p1, OFUSG06632.1.p1, OFUSG06632.2.p1, OFUSG06632.4.p1
OG0001039	SCHMD01765	OFUSG22530.1.p1
OG0001042	SCHMD11839	OFUSG18717.1.p1, OFUSG18717.2.p1
OG0001043	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894	OFUSG17849.1.p1, OFUSG17610.1.p1, OFUSG17609.1.p1
OG0001046	SCHMD05104, SCHMD02045, SCHMD11124	OFUSG10400.1.p1
OG0001047	SCHMD28420	OFUSG13920.1.p1
OG0001048	SCHMD12160	OFUSG11109.1.p1
OG0001049	SCHMD16614	OFUSG17397.1.p1
OG0001050	SCHMD03458	OFUSG06846.1.p1, OFUSG09204.1.p1, OFUSG19968.1.p1, OFUSG09691.1.p1
OG0001053	SCHMD25503, SCHMD22630	OFUSG16393.1.p1
OG0001054	SCHMD24047	OFUSG22682.1.p1
OG0001056	SCHMD02897	OFUSG22022.2.p1, OFUSG20733.1.p1, OFUSG20733.2.p1, OFUSG05122.1.p1, OFUSG04865.1.p1
OG0001059	SCHMD17881	OFUSG12920.1.p1
OG0001060	SCHMD12337, SCHMD14762, SCHMD05051	OFUSG03037.1.p1
OG0001062	SCHMD24440, SCHMD23600, SCHMD17910	OFUSG17199.1.p1, OFUSG17199.2.p1
OG0001063	SCHMD00703	OFUSG25069.1.p1, OFUSG10508.1.p1, OFUSG10508.2.p1, OFUSG22067.1.p1, OFUSG12529.1.p1, OFUSG11466.1.p1, OFUSG25070.1.p1, OFUSG12080.1.p1
OG0001064	SCHMD00355, SCHMD00354	OFUSG07518.1.p1, OFUSG12139.1.p1, OFUSG12139.2.p1, OFUSG12140.2.p1, OFUSG12140.1.p1, OFUSG12144.1.p1, OFUSG19189.1.p1, OFUSG07960.1.p1, OFUSG23296.2.p1, OFUSG23296.1.p1, OFUSG12041.1.p1, OFUSG12153.1.p1
OG0001068	SCHMD00936	OFUSG17519.1.p1
OG0001072	SCHMD24459, SCHMD27893	OFUSG14989.1.p1, OFUSG14989.2.p1, OFUSG23887.1.p1, OFUSG23887.2.p1
OG0001073	SCHMD00478	OFUSG03347.1.p1, OFUSG03346.1.p1
OG0001075	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1
OG0001076	SCHMD11877, SCHMD11878, SCHMD07132, SCHMD07131	OFUSG03330.1.p1
OG0001077	SCHMD18407, SCHMD17122	OFUSG04424.1.p1
OG0001078	SCHMD20731, SCHMD25766	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1
OG0001079	SCHMD15090, SCHMD18834	OFUSG22304.1.p1
OG0001079	SCHMD27223	OFUSG06804.1.p1
OG0001080	SCHMD08586	OFUSG16677.1.p1
OG0001080	SCHMD15438, SCHMD19176	OFUSG00008.1.p1
OG0001081	SCHMD05425	OFUSG14342.1.p1, OFUSG07840.1.p1
OG0001083	SCHMD07690	OFUSG06289.3.p1, OFUSG06289.2.p1, OFUSG06289.4.p1, OFUSG06289.1.p1, OFUSG06289.5.p1
OG0001084	SCHMD10718	OFUSG00659.1.p1, OFUSG00659.2.p1
OG0001085	SCHMD03894	OFUSG06361.1.p1
OG0001086	SCHMD22447, SCHMD28850, SCHMD24214	OFUSG12287.2.p1, OFUSG12287.1.p1
OG0001087	SCHMD17869	OFUSG03054.1.p2, OFUSG03745.1.p1
OG0001088	SCHMD01007	OFUSG13450.1.p1
OG0001088	SCHMD19898, SCHMD23791	OFUSG12189.1.p1, OFUSG12203.1.p1, OFUSG11695.1.p1, OFUSG21814.1.p1, OFUSG03469.1.p1
OG0001089	SCHMD10517	OFUSG19616.1.p1
OG0001091	SCHMD13206, SCHMD15908	OFUSG17661.2.p1, OFUSG17661.1.p1
OG0001092	SCHMD17999, SCHMD18945, SCHMD28277, SCHMD28278, SCHMD18946	OFUSG02473.1.p1
OG0001093	SCHMD16772	OFUSG16311.1.p1
OG0001094	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662	OFUSG12462.1.p1
OG0001096	SCHMD11467, SCHMD14874	OFUSG26093.1.p1, OFUSG14723.1.p1, OFUSG14723.2.p1, OFUSG26692.2.p1, OFUSG26692.1.p1
OG0001102	SCHMD06311	OFUSG12472.1.p1
OG0001103	SCHMD10595	OFUSG12330.1.p1
OG0001104	SCHMD11885	OFUSG20028.1.p1, OFUSG23543.2.p1, OFUSG23543.1.p1
OG0001106	SCHMD22581	OFUSG06257.1.p1
OG0001108	SCHMD08133	OFUSG17063.1.p1, OFUSG24077.2.p1, OFUSG24077.1.p1
OG0001108	SCHMD19593	OFUSG24076.1.p1
OG0001112	SCHMD26529, SCHMD08447	OFUSG13817.3.p1, OFUSG13817.1.p1, OFUSG13817.4.p1, OFUSG13817.2.p1, OFUSG13817.5.p1
OG0001113	SCHMD04717	OFUSG01933.1.p1
OG0001113	SCHMD10085	OFUSG14818.1.p1
OG0001114	SCHMD27710, SCHMD15592, SCHMD14156	OFUSG04229.1.p1
OG0001115	SCHMD01425	OFUSG04206.1.p1
OG0001117	SCHMD18856	OFUSG16636.1.p1, OFUSG14207.1.p1
OG0001118	SCHMD16905, SCHMD07256, SCHMD20803, SCHMD22443	OFUSG08091.2.p1, OFUSG08091.5.p1, OFUSG08091.1.p1, OFUSG08091.4.p1, OFUSG08091.3.p1
OG0001119	SCHMD23322, SCHMD22988, SCHMD23323	OFUSG21187.2.p1, OFUSG21187.1.p1, OFUSG21187.3.p1, OFUSG21187.5.p1, OFUSG21187.4.p1
OG0001121	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994	OFUSG00225.1.p1, OFUSG00225.2.p1
OG0001123	SCHMD02756	OFUSG12701.1.p1
OG0001124	SCHMD24013	OFUSG10854.1.p1, OFUSG07596.1.p1
OG0001126	SCHMD17193, SCHMD24674, SCHMD17192	OFUSG24750.1.p1
OG0001128	SCHMD08323	OFUSG11491.1.p1
OG0001129	SCHMD15504, SCHMD18282, SCHMD05846	OFUSG05147.2.p1, OFUSG05147.1.p1
OG0001130	SCHMD04030	OFUSG09111.1.p1, OFUSG08598.1.p1
OG0001133	SCHMD18643	OFUSG08388.1.p1
OG0001133	SCHMD29299, SCHMD19714	OFUSG21360.1.p1
OG0001135	SCHMD28946, SCHMD01011, SCHMD22792	OFUSG17785.1.p1, OFUSG02833.1.p1
OG0001136	SCHMD09640	OFUSG20143.1.p1, OFUSG20143.4.p1, OFUSG20143.3.p1, OFUSG20143.2.p1
OG0001137	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243	OFUSG11347.1.p1
OG0001138	SCHMD00170	OFUSG13035.1.p1, OFUSG13035.2.p1
OG0001139	SCHMD00334	OFUSG26881.1.p1, OFUSG25576.1.p1
OG0001140	SCHMD22679, SCHMD17712, SCHMD14631, SCHMD02111, SCHMD16673, SCHMD18031, SCHMD24981, SCHMD17350, SCHMD11695, SCHMD21848, SCHMD22963, SCHMD14630, SCHMD17713, SCHMD26239, SCHMD04472	OFUSG20072.1.p1, OFUSG00173.1.p1
OG0001141	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658	OFUSG09098.2.p1, OFUSG09098.1.p1
OG0001142	SCHMD12785, SCHMD19807, SCHMD09379	OFUSG10654.1.p1
OG0001143	SCHMD05178	OFUSG16015.1.p1
OG0001146	SCHMD06189	OFUSG16918.1.p1
OG0001149	SCHMD16336, SCHMD29633	OFUSG26608.1.p1, OFUSG26608.2.p1
OG0001155	SCHMD01897	OFUSG23517.1.p1
OG0001156	SCHMD11390	OFUSG03954.1.p1, OFUSG03954.2.p1, OFUSG03954.3.p1
OG0001158	SCHMD01514, SCHMD06104, SCHMD00376	OFUSG20905.2.p1, OFUSG20905.1.p1
OG0001159	SCHMD21936	OFUSG11338.1.p1
OG0001160	SCHMD20666	OFUSG07954.1.p1
OG0001161	SCHMD27832, SCHMD10429, SCHMD10428, SCHMD10427, SCHMD25982, SCHMD11638	OFUSG16226.3.p1, OFUSG16226.2.p1, OFUSG16226.1.p1
OG0001162	SCHMD04355, SCHMD04356	OFUSG20181.1.p1
OG0001164	SCHMD22065	OFUSG24177.1.p1
OG0001165	SCHMD11819	OFUSG13166.1.p1
OG0001165	SCHMD12131	OFUSG14678.1.p1, OFUSG14678.2.p1
OG0001167	SCHMD08043, SCHMD04406	OFUSG21708.1.p1
OG0001168	SCHMD13073	OFUSG18913.1.p1
OG0001169	SCHMD01218	OFUSG11455.1.p1, OFUSG17047.1.p1, OFUSG06426.2.p1, OFUSG06426.1.p1, OFUSG06150.1.p1, OFUSG00846.1.p1, OFUSG00845.1.p1
OG0001172	SCHMD19335	OFUSG24342.1.p1
OG0001174	SCHMD01912, SCHMD10503	OFUSG06160.1.p1
OG0001175	SCHMD18473	OFUSG26257.3.p1
OG0001177	SCHMD07014	OFUSG21017.1.p1
OG0001177	SCHMD07016, SCHMD07017, SCHMD07015	OFUSG21015.1.p1
OG0001178	SCHMD07684	OFUSG12774.1.p1
OG0001178	SCHMD13713	OFUSG25843.1.p1
OG0001179	SCHMD26379	OFUSG23169.1.p1
OG0001180	SCHMD06758, SCHMD11099, SCHMD23467, SCHMD27444, SCHMD17396	OFUSG09681.3.p1, OFUSG09681.1.p1, OFUSG09681.2.p1
OG0001181	SCHMD21797	OFUSG04163.4.p1, OFUSG04163.3.p1, OFUSG04163.2.p1, OFUSG04163.5.p1, OFUSG04163.1.p1
OG0001183	SCHMD02325	OFUSG16748.1.p1
OG0001184	SCHMD09255, SCHMD12752	OFUSG07947.1.p1, OFUSG07947.2.p1
OG0001184	SCHMD29753, SCHMD15110, SCHMD23640	OFUSG05984.1.p1
OG0001185	SCHMD23236	OFUSG20935.1.p1
OG0001186	SCHMD20610	OFUSG20257.1.p1
OG0001186	SCHMD05037	OFUSG20541.1.p1
OG0001188	SCHMD05963, SCHMD14167	OFUSG12424.3.p1, OFUSG12424.2.p1, OFUSG12424.4.p1, OFUSG12424.1.p1
OG0001189	SCHMD17573, SCHMD27159, SCHMD05552	OFUSG13394.1.p1, OFUSG13393.2.p1, OFUSG13393.1.p1
OG0001191	SCHMD11387	OFUSG19246.1.p1
OG0001193	SCHMD11488	OFUSG22744.1.p1
OG0001197	SCHMD06230	OFUSG12312.1.p1
OG0001197	SCHMD16253	OFUSG26563.2.p1, OFUSG26563.1.p1, OFUSG04366.2.p1, OFUSG04366.1.p1
OG0001198	SCHMD05675	OFUSG00018.1.p1
OG0001198	SCHMD04078	OFUSG01615.2.p1, OFUSG01615.1.p1, OFUSG01616.2.p1, OFUSG01616.1.p1
OG0001199	SCHMD17507, SCHMD14047	OFUSG01516.1.p1
OG0001199	SCHMD17830	OFUSG23535.1.p1, OFUSG23535.2.p1
OG0001201	SCHMD18644	OFUSG05227.1.p1
OG0001203	SCHMD00135, SCHMD00546, SCHMD10565, SCHMD27661, SCHMD10341	OFUSG11251.2.p1, OFUSG11251.1.p1
OG0001204	SCHMD08657, SCHMD22624, SCHMD10325	OFUSG22699.1.p1
OG0001207	SCHMD02145, SCHMD05067, SCHMD08759, SCHMD15345	OFUSG24889.1.p1
OG0001207	SCHMD07731	OFUSG26036.1.p1, OFUSG04252.2.p1, OFUSG04252.1.p1
OG0001208	SCHMD11671, SCHMD13440, SCHMD22806	OFUSG23596.1.p1, OFUSG23596.2.p1
OG0001209	SCHMD22043, SCHMD28492	OFUSG16185.1.p1
OG0001210	SCHMD19441	OFUSG21803.1.p1
OG0001210	SCHMD03204	OFUSG16955.1.p1
OG0001211	SCHMD16385, SCHMD14428, SCHMD25192, SCHMD09586	OFUSG26423.1.p1
OG0001212	SCHMD25299	OFUSG02116.1.p1
OG0001213	SCHMD01086	OFUSG05564.1.p1
OG0001213	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675	OFUSG24083.1.p1
OG0001214	SCHMD22221	OFUSG23587.1.p1, OFUSG23585.1.p1, OFUSG23586.1.p1
OG0001215	SCHMD25774	OFUSG23468.1.p1
OG0001216	SCHMD13349	OFUSG05379.1.p1
OG0001217	SCHMD18537	OFUSG01813.2.p1, OFUSG01813.1.p1, OFUSG01813.3.p1
OG0001218	SCHMD03255	OFUSG02858.1.p1, OFUSG17762.1.p1, OFUSG23686.1.p1
OG0001219	SCHMD09614, SCHMD00713	OFUSG21415.1.p1
OG0001221	SCHMD16690	OFUSG05323.1.p1, OFUSG04940.1.p1, OFUSG20341.1.p1
OG0001223	SCHMD08671	OFUSG20458.1.p1, OFUSG20458.3.p1, OFUSG20458.2.p1
OG0001226	SCHMD21222	OFUSG22580.1.p1, OFUSG00663.1.p1, OFUSG17943.2.p1, OFUSG17943.1.p1, OFUSG21268.1.p1, OFUSG22727.1.p1
OG0001230	SCHMD18159	OFUSG21086.1.p1
OG0001231	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182	OFUSG12258.4.p1, OFUSG12258.5.p1, OFUSG12258.2.p1, OFUSG12258.3.p1, OFUSG12258.1.p1
OG0001234	SCHMD01688	OFUSG05267.1.p1
OG0001236	SCHMD08913, SCHMD03442	OFUSG21425.1.p1
