Orthogroup	SCHMD	CAPO3
OG0004670	SCHMD20695, SCHMD17163	CAPO301141
OG0004671	SCHMD02955, SCHMD02956, SCHMD04859	CAPO303199
OG0004673	SCHMD12584	CAPO305181
OG0004674	SCHMD03223	CAPO301298
OG0004675	SCHMD07033	CAPO300152
OG0004678	SCHMD09572, SCHMD22384	CAPO306062
OG0004682	SCHMD08178	CAPO302643
OG0004685	SCHMD09955	CAPO300514
OG0004687	SCHMD23153, SCHMD15300	CAPO300850
OG0004690	SCHMD05174, SCHMD08403, SCHMD10045, SCHMD24330, SCHMD08404	CAPO302294
OG0004691	SCHMD29540, SCHMD09521, SCHMD09522	CAPO301832
OG0004694	SCHMD19141, SCHMD23931	CAPO302831
OG0004696	SCHMD21643	CAPO303339
OG0004697	SCHMD17021	CAPO308157
OG0004699	SCHMD06447	CAPO305801
OG0004700	SCHMD16439	CAPO305394
OG0004703	SCHMD00518, SCHMD00513, SCHMD00519, SCHMD19474	CAPO302281
OG0004704	SCHMD09201	CAPO306423
OG0004704	SCHMD02723	CAPO306248
OG0004708	SCHMD08019	CAPO302589
OG0004711	SCHMD14637	CAPO307614
OG0004728	SCHMD02271	CAPO306092
OG0004732	SCHMD25487	CAPO307742
OG0004738	SCHMD29258	CAPO307391
OG0004740	SCHMD00456	CAPO303587
OG0004743	SCHMD01142	CAPO305537
OG0004744	SCHMD15430, SCHMD15429	CAPO307377
OG0004747	SCHMD15119, SCHMD10662	CAPO305266
OG0004749	SCHMD27524, SCHMD05320, SCHMD13141	CAPO303738
OG0004752	SCHMD13187, SCHMD26487	CAPO300189
OG0004753	SCHMD28685, SCHMD01257, SCHMD09681	CAPO307970
OG0004755	SCHMD28318, SCHMD26750, SCHMD14595	CAPO304664
OG0004756	SCHMD15431	CAPO300650
OG0004757	SCHMD03519	CAPO300079
OG0004761	SCHMD06309	CAPO301372
OG0004763	SCHMD24538, SCHMD15361, SCHMD15362	CAPO303189
OG0004764	SCHMD19894, SCHMD17272	CAPO306665
OG0004765	SCHMD16710, SCHMD04808	CAPO300145
OG0004766	SCHMD00505	CAPO300107
OG0004767	SCHMD00495	CAPO304258
OG0004768	SCHMD08416	CAPO302814
OG0004769	SCHMD21299, SCHMD08710, SCHMD20457, SCHMD10055, SCHMD28408, SCHMD18217, SCHMD29298	CAPO305909
OG0004770	SCHMD28676, SCHMD11354, SCHMD11355, SCHMD10999, SCHMD10105	CAPO306549
OG0004774	SCHMD08224	CAPO302467
OG0004775	SCHMD05122, SCHMD05123	CAPO308292
OG0004781	SCHMD09320, SCHMD20619, SCHMD19135	CAPO302855
OG0004784	SCHMD09513, SCHMD03001	CAPO300506
OG0004785	SCHMD28279, SCHMD28744, SCHMD08779	CAPO301223
OG0004787	SCHMD12301, SCHMD15157, SCHMD12300, SCHMD15158, SCHMD12299	CAPO300677
OG0004788	SCHMD14805	CAPO303606
OG0004793	SCHMD27323, SCHMD11844, SCHMD28451, SCHMD21497	CAPO303691
OG0004794	SCHMD12411, SCHMD08689	CAPO302268
OG0004795	SCHMD12519	CAPO306522
OG0004797	SCHMD02596	CAPO308248
OG0004805	SCHMD25455, SCHMD17452, SCHMD11458, SCHMD28637	CAPO301148
OG0004808	SCHMD06755, SCHMD06754	CAPO300921
OG0004811	SCHMD04903, SCHMD12545	CAPO304670
OG0004812	SCHMD21469	CAPO300913
OG0004813	SCHMD09064, SCHMD18661	CAPO302301
OG0004814	SCHMD13484, SCHMD23295, SCHMD07359	CAPO305193
OG0004816	SCHMD16530, SCHMD18318	CAPO306093
OG0004817	SCHMD02143	CAPO300646
OG0004819	SCHMD02457	CAPO303489
OG0004820	SCHMD20913, SCHMD20987, SCHMD11759, SCHMD14252, SCHMD20112	CAPO301474
OG0004822	SCHMD15682, SCHMD28947, SCHMD03658	CAPO303272
OG0004823	SCHMD04427	CAPO301131
OG0004825	SCHMD13606, SCHMD01996	CAPO303625
OG0004826	SCHMD11772, SCHMD08879	CAPO302318
OG0004828	SCHMD06418, SCHMD06417	CAPO300795
OG0004829	SCHMD15495	CAPO306677
OG0004832	SCHMD04947, SCHMD01782	CAPO300644
OG0004835	SCHMD04785	CAPO307142
OG0004837	SCHMD13853	CAPO306341
OG0004838	SCHMD09990	CAPO300483
OG0004840	SCHMD11491, SCHMD12885, SCHMD20576	CAPO301303
OG0004841	SCHMD09828, SCHMD26722, SCHMD12393	CAPO301073
OG0004843	SCHMD08775	CAPO302296
OG0004848	SCHMD28574	CAPO305802
OG0004849	SCHMD21680, SCHMD17383, SCHMD10425	CAPO302897
OG0004850	SCHMD11882, SCHMD03455, SCHMD28942	CAPO302165
OG0004851	SCHMD21554, SCHMD25137	CAPO304052
OG0004852	SCHMD04160	CAPO305241
OG0004854	SCHMD06398	CAPO307677
OG0004855	SCHMD08752	CAPO307136
OG0004856	SCHMD03409, SCHMD06660	CAPO307877
OG0004858	SCHMD05398, SCHMD28607	CAPO306514
OG0004859	SCHMD17438	CAPO305955
OG0004861	SCHMD04876, SCHMD06504	CAPO300721
OG0004863	SCHMD07873, SCHMD11135, SCHMD16778, SCHMD25805	CAPO300215
OG0004864	SCHMD01647	CAPO306175
OG0004869	SCHMD05733, SCHMD24718, SCHMD21141	CAPO301505
OG0004874	SCHMD06154	CAPO302314
OG0004875	SCHMD06197	CAPO305599
OG0004879	SCHMD24301, SCHMD03040	CAPO304570
OG0004880	SCHMD03179	CAPO307520
OG0004881	SCHMD07531	CAPO301856
OG0004882	SCHMD14011, SCHMD19843, SCHMD21664, SCHMD29167	CAPO307657
OG0004883	SCHMD14718, SCHMD10514	CAPO304269
OG0004884	SCHMD10361	CAPO306875
OG0004886	SCHMD11132	CAPO304598
OG0004887	SCHMD01845	CAPO303252
OG0004889	SCHMD27008	CAPO302860
OG0004892	SCHMD03240	CAPO308266
OG0004893	SCHMD12438	CAPO305797
OG0004895	SCHMD06983, SCHMD03087, SCHMD06984	CAPO301412
OG0004896	SCHMD23220, SCHMD15681	CAPO301146, CAPO308332
OG0004897	SCHMD05607, SCHMD11051	CAPO300624
OG0004898	SCHMD08642, SCHMD08952	CAPO300846
OG0004899	SCHMD03110, SCHMD16519, SCHMD13777	CAPO304701
OG0004900	SCHMD16292	CAPO300509
OG0004902	SCHMD18948	CAPO305853
OG0004903	SCHMD05175	CAPO304775
OG0004906	SCHMD23736, SCHMD12156, SCHMD23911	CAPO303480
OG0004907	SCHMD21383	CAPO307254
OG0004911	SCHMD04835	CAPO305750
OG0004913	SCHMD04287	CAPO306717
OG0004917	SCHMD19944	CAPO303374
OG0004919	SCHMD06146, SCHMD06145	CAPO308082
OG0004920	SCHMD01620, SCHMD01621	CAPO302580
OG0004922	SCHMD11129	CAPO306550
OG0004923	SCHMD25456	CAPO307943
OG0004924	SCHMD01005	CAPO304606
OG0004927	SCHMD14560	CAPO304855
OG0004928	SCHMD00158	CAPO304691
OG0004929	SCHMD00438	CAPO304111
OG0004932	SCHMD10077, SCHMD21150	CAPO306081, CAPO305804
OG0004935	SCHMD12789	CAPO302835
OG0004940	SCHMD16274, SCHMD13330	CAPO305630
OG0004944	SCHMD12602	CAPO302056
OG0004946	SCHMD21559, SCHMD28963, SCHMD25055	CAPO305515
OG0004947	SCHMD06651	CAPO307579
OG0004949	SCHMD07060	CAPO304026
OG0004950	SCHMD15994	CAPO300642
OG0004952	SCHMD04799	CAPO301776
OG0004954	SCHMD11745	CAPO303229
OG0004960	SCHMD08535	CAPO300258
OG0004961	SCHMD06846	CAPO305777
OG0004962	SCHMD01501	CAPO301438
OG0004963	SCHMD21217, SCHMD19336, SCHMD23165, SCHMD03796	CAPO303805
OG0004964	SCHMD14552	CAPO302916
OG0004968	SCHMD05111, SCHMD27208	CAPO307145
OG0004971	SCHMD11505, SCHMD11504	CAPO302327
OG0004972	SCHMD04428, SCHMD03056	CAPO304289
OG0004973	SCHMD02928, SCHMD02929, SCHMD07664	CAPO305642
OG0004976	SCHMD07971, SCHMD08301	CAPO304478
OG0004977	SCHMD07667	CAPO304350
OG0004979	SCHMD05958, SCHMD29649	CAPO303118
OG0004980	SCHMD05222	CAPO300807
OG0004981	SCHMD07697	CAPO306326
OG0004982	SCHMD05427	CAPO301351
OG0004985	SCHMD29312, SCHMD07642	CAPO304816
OG0004988	SCHMD02346, SCHMD02345	CAPO305623
OG0004989	SCHMD19697, SCHMD07782, SCHMD07783	CAPO300323
OG0004999	SCHMD00583	CAPO302635
OG0005002	SCHMD03211	CAPO305114
OG0005003	SCHMD17130, SCHMD16608	CAPO303837
OG0005005	SCHMD02232	CAPO303017
OG0005006	SCHMD13689, SCHMD15401	CAPO301015
OG0005007	SCHMD06268	CAPO300658
OG0005009	SCHMD10866, SCHMD06406, SCHMD13004	CAPO303190
OG0005010	SCHMD18938, SCHMD01965	CAPO304378
OG0005013	SCHMD29249	CAPO304066
OG0005014	SCHMD05034	CAPO307825
OG0005015	SCHMD04974	CAPO300946
OG0005021	SCHMD22445, SCHMD29123	CAPO304690
OG0005038	SCHMD01410	CAPO301658
OG0005040	SCHMD01329	CAPO300876
OG0005044	SCHMD19810	CAPO307084
OG0005046	SCHMD10754	CAPO304846
OG0005047	SCHMD04128	CAPO305932
OG0005048	SCHMD09382	CAPO300857
OG0005053	SCHMD17693	CAPO302547
OG0005057	SCHMD10227	CAPO303573
OG0005059	SCHMD24138	CAPO300063
OG0005062	SCHMD01700	CAPO302106
OG0005064	SCHMD10553, SCHMD11876, SCHMD13247	CAPO300249
OG0005067	SCHMD04281, SCHMD22789, SCHMD19756	CAPO302289
OG0005071	SCHMD05145	CAPO305606
OG0005073	SCHMD20560	CAPO305547
OG0005076	SCHMD18341	CAPO302885
OG0005079	SCHMD21782, SCHMD08270	CAPO303799
OG0005081	SCHMD07968	CAPO307065
OG0005083	SCHMD05180, SCHMD00808	CAPO302388
OG0005084	SCHMD24622, SCHMD28350, SCHMD06621	CAPO307421, CAPO301121
OG0005086	SCHMD07135	CAPO302959
OG0005088	SCHMD00106	CAPO307772
OG0005089	SCHMD02522	CAPO303888
OG0005090	SCHMD24306, SCHMD17983, SCHMD19241	CAPO303909
OG0005092	SCHMD08070	CAPO301418
OG0005095	SCHMD20356	CAPO301660
OG0005096	SCHMD12701, SCHMD22213	CAPO301964
OG0005100	SCHMD09835	CAPO306219
OG0005104	SCHMD09431	CAPO303053
OG0005106	SCHMD05434	CAPO301403
OG0005108	SCHMD10200	CAPO301196
OG0005109	SCHMD29484	CAPO301209
OG0005111	SCHMD15543, SCHMD03637	CAPO302727
OG0005114	SCHMD29369	CAPO305096
OG0005119	SCHMD25512, SCHMD24936, SCHMD28168	CAPO304215
OG0005120	SCHMD08539	CAPO304593
OG0005121	SCHMD08386	CAPO301715
OG0005124	SCHMD19577	CAPO305507
OG0005130	SCHMD26291, SCHMD12198, SCHMD06648	CAPO305368
OG0005132	SCHMD06276, SCHMD29254	CAPO300384
OG0005139	SCHMD04022	CAPO302205
OG0005140	SCHMD10665	CAPO300700, CAPO302173
OG0005142	SCHMD05971	CAPO304715
OG0005143	SCHMD12861, SCHMD10599	CAPO304926
OG0005144	SCHMD07235	CAPO306416
OG0005145	SCHMD04144	CAPO302299
OG0005146	SCHMD05515, SCHMD14279, SCHMD29816	CAPO303659
OG0005149	SCHMD06219	CAPO302171
OG0005151	SCHMD28665, SCHMD29534	CAPO302626
OG0005154	SCHMD00118	CAPO307643
OG0005155	SCHMD06441	CAPO304712
OG0005156	SCHMD18794, SCHMD09812	CAPO305254
OG0005157	SCHMD08161	CAPO301711
OG0005158	SCHMD06177, SCHMD06175, SCHMD03965	CAPO300547
OG0005167	SCHMD11781, SCHMD10752	CAPO303298
OG0005168	SCHMD04735	CAPO306745
OG0005169	SCHMD15964, SCHMD17733	CAPO303886
OG0005172	SCHMD00033	CAPO306565
OG0005175	SCHMD19207, SCHMD24072, SCHMD23126	CAPO305645
OG0005176	SCHMD21423	CAPO300767
OG0005179	SCHMD10255	CAPO306190
OG0005180	SCHMD24708, SCHMD24496, SCHMD07254	CAPO308188
OG0005182	SCHMD09062	CAPO300394
OG0005183	SCHMD09747	CAPO304256
OG0005184	SCHMD11344, SCHMD27380	CAPO307619
OG0005187	SCHMD09837	CAPO300108
OG0005188	SCHMD28645, SCHMD28807	CAPO307366, CAPO308331
OG0005191	SCHMD28673, SCHMD08050	CAPO301264
OG0005194	SCHMD06057	CAPO306243
OG0005200	SCHMD16396	CAPO307301
OG0005201	SCHMD23946	CAPO300421
OG0005202	SCHMD22358, SCHMD11140, SCHMD01714, SCHMD03356	CAPO300013
OG0005205	SCHMD05833	CAPO302576
OG0005206	SCHMD05352	CAPO301965
OG0005209	SCHMD05251, SCHMD25710, SCHMD10107, SCHMD22224, SCHMD09481	CAPO300492
OG0005210	SCHMD00549, SCHMD00552	CAPO301315
OG0005212	SCHMD21052, SCHMD21053, SCHMD20624	CAPO300331
OG0005214	SCHMD22419	CAPO304556
OG0005215	SCHMD19622	CAPO308114
OG0005217	SCHMD01812	CAPO303096, CAPO306650
OG0005221	SCHMD22455	CAPO306723
OG0005222	SCHMD02749	CAPO305567
OG0005223	SCHMD11272	CAPO302922
OG0005224	SCHMD00054, SCHMD12667, SCHMD14422	CAPO300521
OG0005225	SCHMD12592, SCHMD13372	CAPO302563, CAPO301901
OG0005227	SCHMD23050, SCHMD10127	CAPO300666
OG0005228	SCHMD07535	CAPO300902
OG0005230	SCHMD02282	CAPO305306
OG0005233	SCHMD02640, SCHMD02641	CAPO307259
OG0005234	SCHMD15265, SCHMD14479, SCHMD15263	CAPO306586, CAPO305435
OG0005237	SCHMD13955, SCHMD13956	CAPO300405
OG0005238	SCHMD01752, SCHMD04129	CAPO307942
OG0005239	SCHMD19406	CAPO305851
OG0005240	SCHMD07948	CAPO302162
OG0005243	SCHMD01214	CAPO302946
OG0005244	SCHMD12116	CAPO301413
OG0005245	SCHMD18525	CAPO305774
OG0005247	SCHMD07196	CAPO305218
OG0005249	SCHMD11873	CAPO306769
OG0005250	SCHMD24871, SCHMD25562	CAPO304032
OG0005253	SCHMD08303	CAPO307867
OG0005254	SCHMD11037	CAPO304356
OG0005257	SCHMD16491, SCHMD16492, SCHMD16490	CAPO302797
OG0005258	SCHMD05906	CAPO301990
OG0005259	SCHMD00463	CAPO303873
OG0005261	SCHMD17094, SCHMD16953	CAPO305240
OG0005262	SCHMD09724, SCHMD09723	CAPO301884
OG0005264	SCHMD21690	CAPO302695, CAPO300033
OG0005267	SCHMD05485, SCHMD21413	CAPO300315
OG0005268	SCHMD03385	CAPO302457
OG0005269	SCHMD02017	CAPO303868
OG0005273	SCHMD04729	CAPO302742
OG0005275	SCHMD11538, SCHMD09516	CAPO301557
OG0005279	SCHMD21196, SCHMD21859	CAPO304182
OG0005280	SCHMD05321, SCHMD08421	CAPO306635
OG0005285	SCHMD04425	CAPO302006
OG0005287	SCHMD00449	CAPO307607
OG0005289	SCHMD11517, SCHMD17216	CAPO304679
OG0005290	SCHMD16170, SCHMD29465	CAPO305632
OG0005292	SCHMD02918	CAPO300881
OG0005293	SCHMD14041	CAPO303402
OG0005294	SCHMD09577	CAPO306913
OG0005295	SCHMD00693, SCHMD09336	CAPO304907
OG0005298	SCHMD16478, SCHMD05913	CAPO307279
OG0005300	SCHMD22874	CAPO304452
OG0005301	SCHMD28343, SCHMD24349, SCHMD27045	CAPO307444
OG0005303	SCHMD07747	CAPO304454
OG0005304	SCHMD22010, SCHMD29240, SCHMD26778, SCHMD29331	CAPO307658
OG0005305	SCHMD25826, SCHMD26813	CAPO302603, CAPO308344
OG0005305	SCHMD25033	CAPO301003
OG0005312	SCHMD13402	CAPO307454, CAPO303466
OG0005314	SCHMD13878, SCHMD19278, SCHMD17702, SCHMD19628	CAPO302074
OG0005315	SCHMD15422, SCHMD12090	CAPO302427
OG0005316	SCHMD03895, SCHMD05450, SCHMD18694, SCHMD21757, SCHMD25791, SCHMD18477, SCHMD16578	CAPO301704
OG0005317	SCHMD24584, SCHMD06634	CAPO307168
OG0005318	SCHMD08168	CAPO308249
OG0005319	SCHMD01713	CAPO302638
OG0005320	SCHMD14717, SCHMD25664, SCHMD28103, SCHMD15884	CAPO301023
OG0005323	SCHMD20703	CAPO307349
OG0005325	SCHMD07836	CAPO301092
OG0005326	SCHMD00873	CAPO303331
OG0005346	SCHMD16267, SCHMD09447, SCHMD08130, SCHMD03860, SCHMD09451, SCHMD26934, SCHMD18603, SCHMD12808, SCHMD19879, SCHMD18032, SCHMD06397, SCHMD26638, SCHMD10529, SCHMD21040, SCHMD04243, SCHMD03852, SCHMD20014, SCHMD16268, SCHMD18601, SCHMD15962, SCHMD20017, SCHMD08309, SCHMD03851, SCHMD19880, SCHMD00591, SCHMD03857, SCHMD09266, SCHMD09267, SCHMD03855	CAPO307592
OG0005359	SCHMD19907	CAPO300630
OG0005360	SCHMD13883	CAPO303782
OG0005365	SCHMD03138	CAPO303866
OG0005366	SCHMD02625	CAPO300645
OG0005370	SCHMD11713	CAPO303423
OG0005371	SCHMD13317	CAPO306407
OG0005373	SCHMD28221, SCHMD29451, SCHMD28166	CAPO302507
OG0005374	SCHMD23288, SCHMD27054, SCHMD27055, SCHMD26822, SCHMD23790	CAPO300609
OG0005375	SCHMD23930, SCHMD07733	CAPO305216
OG0005378	SCHMD25676, SCHMD25677, SCHMD12112	CAPO301284
OG0005379	SCHMD03111	CAPO303714
OG0005381	SCHMD23248, SCHMD10710, SCHMD21506, SCHMD24490	CAPO301325
OG0005385	SCHMD05272, SCHMD29101	CAPO305502
OG0005386	SCHMD16075	CAPO307872
OG0005388	SCHMD22965, SCHMD17417, SCHMD16679, SCHMD13426	CAPO301274
OG0005389	SCHMD24422, SCHMD26623	CAPO300599
OG0005390	SCHMD07965	CAPO301450
OG0005391	SCHMD20185, SCHMD21085	CAPO302409
OG0005393	SCHMD23994, SCHMD11365	CAPO302465
OG0005394	SCHMD09419, SCHMD10527	CAPO306444
OG0005395	SCHMD07024	CAPO302966
OG0005396	SCHMD28360, SCHMD11764, SCHMD09312	CAPO301185
OG0005400	SCHMD06513	CAPO301149
OG0005402	SCHMD01184	CAPO307246
OG0005403	SCHMD27451, SCHMD20254	CAPO303785
OG0005404	SCHMD02921	CAPO306644
OG0005406	SCHMD01895, SCHMD10279	CAPO301050
OG0005410	SCHMD11409, SCHMD11410	CAPO300140
OG0005412	SCHMD06617	CAPO300143
OG0005413	SCHMD03567	CAPO304093
OG0005417	SCHMD00898	CAPO302063
OG0005422	SCHMD11485	CAPO303205
OG0005427	SCHMD06341, SCHMD06342, SCHMD06343	CAPO301444
OG0005430	SCHMD03862	CAPO302295
OG0005431	SCHMD24857, SCHMD19046, SCHMD19047, SCHMD19048	CAPO304591
OG0005432	SCHMD11359	CAPO305563
OG0005433	SCHMD02774	CAPO303786
OG0005434	SCHMD10947	CAPO302858
OG0005435	SCHMD14136	CAPO303045
OG0005437	SCHMD23677, SCHMD26948	CAPO308137
OG0005439	SCHMD12557, SCHMD12556	CAPO304206
OG0005440	SCHMD22467, SCHMD20169	CAPO303719
OG0005442	SCHMD20068	CAPO307582
OG0005443	SCHMD02729, SCHMD02728	CAPO305021
OG0005444	SCHMD01490, SCHMD12620	CAPO300488
OG0005446	SCHMD03912, SCHMD04431	CAPO300144
OG0005449	SCHMD27768, SCHMD25656, SCHMD14880, SCHMD28697	CAPO300543
OG0005450	SCHMD01978	CAPO302868
OG0005451	SCHMD18931	CAPO300480
OG0005454	SCHMD10968, SCHMD10969	CAPO307132
OG0005455	SCHMD16604	CAPO301855
OG0005462	SCHMD23988, SCHMD09428	CAPO306835
OG0005464	SCHMD09632, SCHMD22634	CAPO307986
OG0005465	SCHMD16366, SCHMD08907, SCHMD16365	CAPO300347
OG0005466	SCHMD10972	CAPO300596
OG0005468	SCHMD06356	CAPO306414
OG0005469	SCHMD25678	CAPO301614
OG0005470	SCHMD00405	CAPO300654
OG0005471	SCHMD09088	CAPO300819
OG0005474	SCHMD08436	CAPO304412
OG0005475	SCHMD16923, SCHMD14366, SCHMD27066	CAPO300271
OG0005476	SCHMD22714, SCHMD28208	CAPO305577, CAPO305762
OG0005479	SCHMD12305	CAPO300550
OG0005481	SCHMD02765	CAPO306697, CAPO301416
OG0005482	SCHMD03117	CAPO307925
OG0005483	SCHMD19171	CAPO304067
OG0005486	SCHMD06308, SCHMD07820	CAPO300225
OG0005487	SCHMD07720, SCHMD07721	CAPO300444
OG0005488	SCHMD00795	CAPO301054
OG0005489	SCHMD03018	CAPO305322
OG0005490	SCHMD06570	CAPO300839
OG0005491	SCHMD02400, SCHMD01109	CAPO305898
OG0005493	SCHMD12670	CAPO304618
OG0005495	SCHMD07327	CAPO305673
OG0005499	SCHMD09102, SCHMD11466, SCHMD05063	CAPO306730
OG0005500	SCHMD03248, SCHMD03247	CAPO306535
OG0005503	SCHMD18082, SCHMD10352	CAPO307437
OG0005504	SCHMD22943, SCHMD16672, SCHMD20938	CAPO300995
OG0005505	SCHMD07763, SCHMD07764	CAPO307588
OG0005508	SCHMD24609	CAPO308142
OG0005509	SCHMD18235	CAPO300202
OG0005514	SCHMD07379	CAPO305223
OG0005517	SCHMD04227	CAPO303557
OG0005518	SCHMD04288	CAPO300928
OG0005524	SCHMD06781	CAPO307077
OG0005525	SCHMD03055	CAPO305745
OG0005527	SCHMD04109	CAPO307337
OG0005528	SCHMD02186	CAPO302166
OG0005529	SCHMD00457	CAPO303996
OG0005533	SCHMD00593	CAPO308156
OG0005534	SCHMD12378	CAPO300248
OG0005536	SCHMD08816	CAPO306899
OG0005537	SCHMD24603, SCHMD12765	CAPO305006
OG0005539	SCHMD05501, SCHMD05502	CAPO300487
OG0005545	SCHMD09667	CAPO307853
OG0005554	SCHMD05734	CAPO307360
OG0005556	SCHMD10870, SCHMD18170	CAPO301726
OG0005559	SCHMD16974, SCHMD15037	CAPO302392
OG0005560	SCHMD09834, SCHMD09833	CAPO302459
OG0005562	SCHMD14801, SCHMD19132	CAPO300157
OG0005563	SCHMD12379	CAPO300985
OG0005564	SCHMD20152, SCHMD14971	CAPO307593
OG0005566	SCHMD17800	CAPO308091
OG0005569	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087	CAPO301394
OG0005570	SCHMD09421, SCHMD03639	CAPO301459
OG0005572	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142	CAPO300415
OG0005574	SCHMD12377	CAPO305418
OG0005575	SCHMD29678	CAPO301354
OG0005580	SCHMD13326	CAPO308283
OG0005581	SCHMD04114	CAPO303973
OG0005582	SCHMD14269	CAPO306123
OG0005584	SCHMD02439	CAPO302871
OG0005586	SCHMD06799	CAPO303784
OG0005588	SCHMD14537	CAPO305990
OG0005589	SCHMD00570	CAPO305989
OG0005590	SCHMD15965	CAPO302905
OG0005592	SCHMD29641, SCHMD06507	CAPO305870
OG0005594	SCHMD01627, SCHMD01628	CAPO306885
OG0005595	SCHMD01173, SCHMD01177, SCHMD01176, SCHMD01179	CAPO306737
OG0005597	SCHMD15948, SCHMD15508	CAPO301334
OG0005598	SCHMD28546, SCHMD03623	CAPO300035
OG0005599	SCHMD02438	CAPO302061
OG0005600	SCHMD16041	CAPO300445
OG0005603	SCHMD19668, SCHMD21236, SCHMD25008	CAPO303949
OG0005604	SCHMD13641, SCHMD16141	CAPO303855
OG0005605	SCHMD17079	CAPO300782
OG0005611	SCHMD22528, SCHMD19557	CAPO304396
OG0005613	SCHMD01673	CAPO301790
OG0005614	SCHMD23859	CAPO306809
OG0005615	SCHMD24965, SCHMD20148	CAPO302186
OG0005616	SCHMD16788, SCHMD04567, SCHMD20957, SCHMD20956	CAPO302310
OG0005617	SCHMD04518	CAPO300131
OG0005618	SCHMD19841	CAPO307702
OG0005620	SCHMD00996	CAPO306094
OG0005621	SCHMD08358, SCHMD08356, SCHMD08355	CAPO308123
OG0005622	SCHMD09799	CAPO307903
OG0005623	SCHMD04874	CAPO300779
OG0005624	SCHMD03490, SCHMD03489	CAPO300652
OG0005625	SCHMD01610	CAPO302221
OG0005626	SCHMD07068	CAPO308220
OG0005629	SCHMD28752, SCHMD09552	CAPO302575
OG0005630	SCHMD01646	CAPO301786, CAPO307219
OG0005632	SCHMD14616, SCHMD19534	CAPO303472
OG0005633	SCHMD07099	CAPO302097
OG0005636	SCHMD19328, SCHMD18481	CAPO302060
OG0005637	SCHMD23112	CAPO305600
OG0005639	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579	CAPO306397
OG0005642	SCHMD13411	CAPO307460
OG0005643	SCHMD13075	CAPO307244
OG0005644	SCHMD04718	CAPO303605
OG0005645	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665	CAPO300279
OG0005649	SCHMD08195, SCHMD22964	CAPO304011
OG0005652	SCHMD16380, SCHMD06971	CAPO301437
OG0005656	SCHMD27371	CAPO306816
OG0005681	SCHMD11619	CAPO302618
OG0005690	SCHMD02487	CAPO303792
OG0005692	SCHMD02679	CAPO306503
OG0005701	SCHMD02013, SCHMD02012	CAPO304311
OG0005702	SCHMD14141	CAPO302394
OG0005703	SCHMD17404	CAPO307490
OG0005707	SCHMD05853	CAPO303751
OG0005712	SCHMD07067	CAPO302811
OG0005714	SCHMD01804	CAPO302016
OG0005715	SCHMD12420, SCHMD17206	CAPO302774
OG0005721	SCHMD26343, SCHMD19295, SCHMD23759, SCHMD06424	CAPO302442
OG0005723	SCHMD06963	CAPO301560
OG0005724	SCHMD16415, SCHMD22314	CAPO305737
OG0005725	SCHMD15122, SCHMD20635	CAPO304382
OG0005728	SCHMD03714	CAPO300070
OG0005729	SCHMD24969	CAPO306373
OG0005732	SCHMD17368, SCHMD29400, SCHMD29134	CAPO306509
OG0005733	SCHMD03723	CAPO307250
OG0005734	SCHMD02857	CAPO307857
OG0005735	SCHMD03046, SCHMD03043	CAPO306353
OG0005744	SCHMD03440, SCHMD17406	CAPO302669
OG0005746	SCHMD18155, SCHMD18086, SCHMD23732, SCHMD18087	CAPO304136
OG0005749	SCHMD01444, SCHMD00011	CAPO300768
OG0005750	SCHMD13471, SCHMD16445	CAPO304369
OG0005758	SCHMD02273, SCHMD02272	CAPO304832
OG0005762	SCHMD02446	CAPO307808
OG0005764	SCHMD24702	CAPO302285
OG0005770	SCHMD08433, SCHMD15883	CAPO306340
OG0005771	SCHMD04988	CAPO301571
OG0005774	SCHMD08709	CAPO303542
OG0005775	SCHMD29828	CAPO306153
OG0005775	SCHMD01091	CAPO302525
OG0005776	SCHMD03919	CAPO303568, CAPO307316
OG0005779	SCHMD09046	CAPO306436
OG0005781	SCHMD12803, SCHMD19512, SCHMD12804	CAPO303884
OG0005782	SCHMD03296	CAPO300230
OG0005783	SCHMD10823	CAPO303474
OG0005788	SCHMD17492	CAPO300037
OG0005789	SCHMD07616, SCHMD07618	CAPO303327
OG0005790	SCHMD05737, SCHMD05738	CAPO304988
OG0005793	SCHMD01801	CAPO300669
OG0005794	SCHMD14298	CAPO302027
OG0005795	SCHMD07602, SCHMD13893, SCHMD25984, SCHMD19867	CAPO305005
OG0005796	SCHMD07390	CAPO305004
OG0005797	SCHMD07039	CAPO301712
OG0005799	SCHMD10266, SCHMD10268, SCHMD10267	CAPO305503
OG0005800	SCHMD00983	CAPO303116
OG0005801	SCHMD02270	CAPO305293
OG0005803	SCHMD20737	CAPO307068
OG0005807	SCHMD05422	CAPO304282
OG0005811	SCHMD09652	CAPO304151
OG0005812	SCHMD11310	CAPO305500
OG0005814	SCHMD01776	CAPO301343
OG0005815	SCHMD14928, SCHMD17547	CAPO306106
OG0005817	SCHMD05597, SCHMD01856	CAPO300290
OG0005818	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815	CAPO302009
OG0005823	SCHMD08649	CAPO300775
