Orthogroup	SCHMD	ORYLA
OG0001524	SCHMD06432	ORYLA12443
OG0001525	SCHMD22768, SCHMD18999, SCHMD19000, SCHMD08330	ORYLA17631
OG0001526	SCHMD16304	ORYLA17247, ORYLA02495
OG0001527	SCHMD05435	ORYLA02867
OG0001527	SCHMD08837	ORYLA20388, ORYLA20389
OG0001530	SCHMD11853	ORYLA18041
OG0001532	SCHMD11604	ORYLA16027, ORYLA07446, ORYLA06821, ORYLA18344
OG0001533	SCHMD16757, SCHMD04796	ORYLA09911, ORYLA08628, ORYLA09442
OG0001534	SCHMD13063	ORYLA16942, ORYLA16536, ORYLA07761, ORYLA07727, ORYLA07726
OG0001536	SCHMD04145	ORYLA02265
OG0001538	SCHMD03674	ORYLA05212
OG0001546	SCHMD23904	ORYLA05229
OG0001551	SCHMD21975	ORYLA10506, ORYLA10505
OG0001552	SCHMD26668	ORYLA13846
OG0001553	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566	ORYLA17357, ORYLA02293, ORYLA08070, ORYLA04977, ORYLA03887
OG0001554	SCHMD11035	ORYLA04069, ORYLA07551
OG0001557	SCHMD13972	ORYLA14586
OG0001558	SCHMD18412, SCHMD28405	ORYLA02757, ORYLA18032, ORYLA19384
OG0001559	SCHMD02521	ORYLA10089, ORYLA11639, ORYLA04343
OG0001560	SCHMD19288, SCHMD02478	ORYLA07189, ORYLA18790, ORYLA13615, ORYLA18890
OG0001561	SCHMD21318	ORYLA15919, ORYLA15392, ORYLA13862, ORYLA10938
OG0001562	SCHMD12692	ORYLA10013
OG0001566	SCHMD02705	ORYLA11891, ORYLA13548
OG0001567	SCHMD03492, SCHMD11013, SCHMD12195	ORYLA13058, ORYLA06494
OG0001568	SCHMD04206	ORYLA17084
OG0001569	SCHMD19450	ORYLA12265, ORYLA09574, ORYLA00969
OG0001571	SCHMD26358	ORYLA03433
OG0001572	SCHMD04033	ORYLA04283
OG0001572	SCHMD14275, SCHMD14274	ORYLA15272
OG0001575	SCHMD13351	ORYLA17836
OG0001576	SCHMD23672	ORYLA02374, ORYLA12205
OG0001578	SCHMD10414	ORYLA17727, ORYLA00011
OG0001580	SCHMD08362	ORYLA15950
OG0001580	SCHMD08361, SCHMD16167, SCHMD15393	ORYLA14282, ORYLA15951, ORYLA12668
OG0001583	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526	ORYLA20413, ORYLA00738, ORYLA05062
OG0001584	SCHMD00503	ORYLA09638
OG0001589	SCHMD27652, SCHMD23084	ORYLA16530
OG0001590	SCHMD09240	ORYLA12337
OG0001593	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687	ORYLA19874, ORYLA00447, ORYLA12153, ORYLA12152, ORYLA19629, ORYLA01620
OG0001596	SCHMD09207	ORYLA10881, ORYLA15329, ORYLA13783, ORYLA15922
OG0001597	SCHMD15780, SCHMD26075	ORYLA20326
OG0001603	SCHMD10551	ORYLA02090
OG0001604	SCHMD02109	ORYLA03242
OG0001605	SCHMD09782	ORYLA07546, ORYLA06239, ORYLA15168, ORYLA19098
OG0001609	SCHMD16467	ORYLA09645
OG0001609	SCHMD16231, SCHMD10959, SCHMD10960	ORYLA14062
OG0001610	SCHMD03213	ORYLA10612, ORYLA15888, ORYLA05347, ORYLA01728
OG0001611	SCHMD04102, SCHMD12631	ORYLA11820, ORYLA10639, ORYLA00086, ORYLA05012, ORYLA03043
OG0001612	SCHMD18636, SCHMD18391	ORYLA09961
OG0001612	SCHMD14255, SCHMD22594	ORYLA05310
OG0001613	SCHMD05811	ORYLA04006, ORYLA00826
OG0001614	SCHMD04001	ORYLA06852
OG0001615	SCHMD14018	ORYLA15214, ORYLA11232
OG0001617	SCHMD05139	ORYLA14328, ORYLA14245, ORYLA15099, ORYLA19860
OG0001620	SCHMD22740, SCHMD18214	ORYLA05887, ORYLA18071, ORYLA06671, ORYLA13474
OG0001621	SCHMD01143, SCHMD22227, SCHMD15718, SCHMD23766, SCHMD07369, SCHMD17584, SCHMD26761, SCHMD18496	ORYLA16707, ORYLA16984, ORYLA07730
OG0001625	SCHMD28211, SCHMD26150	ORYLA12945, ORYLA00314, ORYLA07325
OG0001627	SCHMD06117	ORYLA03953, ORYLA10776
OG0001630	SCHMD26993	ORYLA15131, ORYLA19441
OG0001632	SCHMD12105, SCHMD26476	ORYLA13672, ORYLA19419, ORYLA19418
OG0001634	SCHMD24659	ORYLA02609
OG0001634	SCHMD04359, SCHMD08780, SCHMD05004	ORYLA12522, ORYLA03396
OG0001635	SCHMD28110	ORYLA01259
OG0001638	SCHMD00159, SCHMD00160	ORYLA04382, ORYLA04383, ORYLA04380, ORYLA04381
OG0001639	SCHMD07144	ORYLA14796, ORYLA14797, ORYLA12628, ORYLA12981
OG0001640	SCHMD02843	ORYLA11015, ORYLA14721, ORYLA16043, ORYLA14203
OG0001641	SCHMD03047	ORYLA16416, ORYLA07882, ORYLA08892, ORYLA06223
OG0001642	SCHMD20801, SCHMD12647	ORYLA07681, ORYLA02864, ORYLA07682, ORYLA02865
OG0001644	SCHMD20924	ORYLA05371, ORYLA10384
OG0001646	SCHMD00577	ORYLA07909, ORYLA16380, ORYLA17337, ORYLA14117, ORYLA17976
OG0001651	SCHMD15448	ORYLA01203, ORYLA07721, ORYLA05077, ORYLA02543
OG0001653	SCHMD13946	ORYLA17508, ORYLA02619
OG0001655	SCHMD06776	ORYLA07526, ORYLA08529, ORYLA07560
OG0001656	SCHMD22556	ORYLA03191, ORYLA16457
OG0001660	SCHMD01572, SCHMD29332	ORYLA01347, ORYLA07223, ORYLA00950, ORYLA07222
OG0001662	SCHMD19275	ORYLA03581
OG0001662	SCHMD25740, SCHMD13136	ORYLA03609, ORYLA17855
OG0001664	SCHMD13680, SCHMD17585	ORYLA17083
OG0001665	SCHMD19795	ORYLA17183, ORYLA00789
OG0001666	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331	ORYLA08798
OG0001667	SCHMD18800, SCHMD13601, SCHMD20100	ORYLA20066, ORYLA06157, ORYLA15447
OG0001668	SCHMD04958	ORYLA18819
OG0001670	SCHMD00224	ORYLA07504, ORYLA00003, ORYLA06243
OG0001671	SCHMD21324	ORYLA14195, ORYLA15872
OG0001672	SCHMD11260, SCHMD13294, SCHMD11259	ORYLA09041, ORYLA09875, ORYLA08234, ORYLA01794
OG0001676	SCHMD07166, SCHMD13666	ORYLA18322
OG0001677	SCHMD13425	ORYLA17546
OG0001682	SCHMD04767	ORYLA08622
OG0001682	SCHMD04768	ORYLA08623
OG0001683	SCHMD09006, SCHMD12944, SCHMD06427	ORYLA09372, ORYLA04284, ORYLA01459, ORYLA19884, ORYLA11775, ORYLA05306
OG0001685	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626	ORYLA01166, ORYLA00356
OG0001688	SCHMD12122, SCHMD25973, SCHMD11868	ORYLA00323, ORYLA07463, ORYLA03207
OG0001690	SCHMD02946	ORYLA06791
OG0001691	SCHMD00990, SCHMD08142	ORYLA08257
OG0001699	SCHMD01981	ORYLA17210, ORYLA08884
OG0001707	SCHMD28717, SCHMD29464, SCHMD20857	ORYLA07066, ORYLA11811
OG0001708	SCHMD28849, SCHMD14466, SCHMD06180	ORYLA09131, ORYLA09132, ORYLA01086
OG0001711	SCHMD04571	ORYLA07542, ORYLA05249, ORYLA10094
OG0001713	SCHMD11479	ORYLA15056
OG0001716	SCHMD16469, SCHMD14355, SCHMD09422, SCHMD01593, SCHMD04189, SCHMD04185, SCHMD11521, SCHMD02529, SCHMD01592, SCHMD04187, SCHMD04186, SCHMD02528	ORYLA13966, ORYLA09032
OG0001718	SCHMD15790	ORYLA11821, ORYLA10066, ORYLA10678
OG0001720	SCHMD15757	ORYLA03696, ORYLA01111, ORYLA17602
OG0001721	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926	ORYLA10588, ORYLA10236
OG0001724	SCHMD24845, SCHMD14505, SCHMD24846	ORYLA11809, ORYLA10380
OG0001726	SCHMD06142, SCHMD13209	ORYLA03053, ORYLA10084
OG0001727	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474	ORYLA03405, ORYLA10153, ORYLA05228
OG0001728	SCHMD17375	ORYLA12189, ORYLA17408
OG0001729	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159	ORYLA14767, ORYLA15537, ORYLA15536, ORYLA20135
OG0001730	SCHMD11237, SCHMD15709	ORYLA13643, ORYLA07155, ORYLA12919
OG0001732	SCHMD09964	ORYLA09571
OG0001733	SCHMD11880	ORYLA07298, ORYLA10783
OG0001734	SCHMD19353	ORYLA14862, ORYLA14864, ORYLA14863
OG0001735	SCHMD04334	ORYLA06604, ORYLA09864, ORYLA16438, ORYLA07851
OG0001736	SCHMD13051	ORYLA12393, ORYLA08854
OG0001737	SCHMD04897	ORYLA09096, ORYLA15864
OG0001737	SCHMD19940, SCHMD12224	ORYLA09451, ORYLA10634
OG0001738	SCHMD28176	ORYLA07956, ORYLA17190, ORYLA20286, ORYLA15090
OG0001739	SCHMD04721	ORYLA10963, ORYLA18962
OG0001745	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088	ORYLA05955, ORYLA11397
OG0001750	SCHMD22592	ORYLA08409
OG0001751	SCHMD05355, SCHMD05356	ORYLA01215
OG0001752	SCHMD04217	ORYLA13620, ORYLA12406
OG0001754	SCHMD16498	ORYLA07269
OG0001758	SCHMD21919	ORYLA03238, ORYLA03239
OG0001759	SCHMD15866	ORYLA18126
OG0001769	SCHMD03951	ORYLA08055
OG0001770	SCHMD22893, SCHMD22374	ORYLA18486, ORYLA09431, ORYLA04288, ORYLA20466
OG0001774	SCHMD06607	ORYLA14081
OG0001780	SCHMD19255, SCHMD20118	ORYLA17927, ORYLA04994
OG0001781	SCHMD11700, SCHMD23557, SCHMD23630	ORYLA06078
OG0001783	SCHMD15033, SCHMD26133	ORYLA07986, ORYLA00232
OG0001785	SCHMD16368	ORYLA09491
OG0001787	SCHMD15982	ORYLA19846, ORYLA10342, ORYLA10343
OG0001788	SCHMD08675	ORYLA11479, ORYLA19734, ORYLA11480, ORYLA11481, ORYLA19732, ORYLA19733
OG0001793	SCHMD26216	ORYLA19142
OG0001798	SCHMD06352, SCHMD07989	ORYLA13003, ORYLA14657
OG0001807	SCHMD01495	ORYLA05933, ORYLA16459
OG0001808	SCHMD04780	ORYLA17292, ORYLA13236
OG0001809	SCHMD03279	ORYLA02735, ORYLA13184, ORYLA10311, ORYLA13183
OG0001810	SCHMD28471, SCHMD25400	ORYLA06154, ORYLA08632
OG0001811	SCHMD24223, SCHMD19859	ORYLA14363
OG0001818	SCHMD13473, SCHMD29528, SCHMD15135	ORYLA11838, ORYLA11837, ORYLA11436
OG0001819	SCHMD06459	ORYLA05649, ORYLA09809
OG0001820	SCHMD14228, SCHMD02398	ORYLA15137, ORYLA00455, ORYLA05274
OG0001821	SCHMD28800, SCHMD18321	ORYLA00628
OG0001822	SCHMD21605	ORYLA18184
OG0001822	SCHMD12240	ORYLA11193
OG0001823	SCHMD00776, SCHMD09499	ORYLA15334, ORYLA11102
OG0001823	SCHMD13338	ORYLA14969
OG0001824	SCHMD01899	ORYLA01084
OG0001825	SCHMD06748	ORYLA02212, ORYLA05146
OG0001826	SCHMD25796, SCHMD02997	ORYLA03516, ORYLA06910, ORYLA01354
OG0001827	SCHMD17765, SCHMD19189	ORYLA02464
OG0001829	SCHMD09587	ORYLA12444, ORYLA12440, ORYLA15164
OG0001832	SCHMD09061	ORYLA07968, ORYLA14636
OG0001834	SCHMD04020, SCHMD20048	ORYLA08750, ORYLA09292
OG0001846	SCHMD09924	ORYLA07124, ORYLA11365, ORYLA15507, ORYLA16054
OG0001849	SCHMD05416	ORYLA16183
OG0001850	SCHMD14974, SCHMD17053	ORYLA10331, ORYLA11301
OG0001852	SCHMD01397	ORYLA18631, ORYLA13708
OG0001853	SCHMD00353	ORYLA05669, ORYLA16087
OG0001855	SCHMD21348, SCHMD27665, SCHMD12287	ORYLA07983, ORYLA16277
OG0001857	SCHMD00486	ORYLA11526, ORYLA08540, ORYLA06439
OG0001858	SCHMD04633, SCHMD16003	ORYLA08078
OG0001860	SCHMD14532	ORYLA19940
OG0001861	SCHMD03031	ORYLA11459
OG0001862	SCHMD11318, SCHMD06548, SCHMD11319, SCHMD13785	ORYLA07146, ORYLA19049, ORYLA12703, ORYLA14986
OG0001863	SCHMD26126	ORYLA06538
OG0001866	SCHMD17047	ORYLA04054
OG0001867	SCHMD06149	ORYLA07816
OG0001869	SCHMD19852	ORYLA15633, ORYLA15632
OG0001870	SCHMD08001, SCHMD03109	ORYLA05456, ORYLA10638, ORYLA01844, ORYLA00025
OG0001873	SCHMD09003	ORYLA10266
OG0001874	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032	ORYLA12280
OG0001875	SCHMD29147, SCHMD28237	ORYLA06827
OG0001875	SCHMD11568	ORYLA10648
OG0001877	SCHMD14827	ORYLA10467, ORYLA19662, ORYLA05195, ORYLA11760
OG0001878	SCHMD18520	ORYLA03187, ORYLA04029, ORYLA00382
OG0001879	SCHMD08156	ORYLA17628
OG0001881	SCHMD18117	ORYLA10831, ORYLA14617, ORYLA12349, ORYLA14230
OG0001882	SCHMD17052, SCHMD22970	ORYLA16431, ORYLA07846, ORYLA12733
OG0001883	SCHMD08058, SCHMD14396, SCHMD14395	ORYLA00606
OG0001884	SCHMD09575	ORYLA09005, ORYLA16174
OG0001886	SCHMD00538	ORYLA02452, ORYLA13546
OG0001887	SCHMD22103, SCHMD03399, SCHMD24336	ORYLA01242, ORYLA03917, ORYLA03916, ORYLA09506, ORYLA12286, ORYLA01263
OG0001889	SCHMD08218, SCHMD03474	ORYLA16885, ORYLA00705, ORYLA16809
OG0001890	SCHMD07009	ORYLA15342, ORYLA14441, ORYLA16143, ORYLA12479, ORYLA15141
OG0001894	SCHMD11512	ORYLA00188, ORYLA04952
OG0001897	SCHMD10904	ORYLA05736, ORYLA13601, ORYLA02517
OG0001898	SCHMD21587, SCHMD18283	ORYLA10133
OG0001900	SCHMD02044	ORYLA03382
OG0001901	SCHMD02622	ORYLA19871, ORYLA00531
OG0001903	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188	ORYLA12493
OG0001906	SCHMD06594	ORYLA12111, ORYLA14658, ORYLA00898, ORYLA10646, ORYLA13013, ORYLA06861, ORYLA01733
OG0001913	SCHMD08198, SCHMD01162	ORYLA14825
OG0001914	SCHMD07662	ORYLA18385
OG0001915	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004	ORYLA08820
OG0001916	SCHMD17658	ORYLA10085
OG0001916	SCHMD10605	ORYLA03497
OG0001917	SCHMD07933	ORYLA13447, ORYLA06635, ORYLA00851, ORYLA19219, ORYLA13173, ORYLA17082
OG0001918	SCHMD11138, SCHMD23731	ORYLA09784, ORYLA08701
OG0001919	SCHMD23775, SCHMD20085	ORYLA04980
OG0001920	SCHMD25326	ORYLA13168, ORYLA02407, ORYLA16555, ORYLA13250
OG0001923	SCHMD05921	ORYLA13256, ORYLA18261, ORYLA00273
OG0001925	SCHMD03004, SCHMD23545, SCHMD17243	ORYLA17937, ORYLA08531, ORYLA09266, ORYLA13936
OG0001926	SCHMD20309, SCHMD16846	ORYLA13070
OG0001927	SCHMD08910	ORYLA08938
OG0001928	SCHMD26836	ORYLA11732
OG0001929	SCHMD18261, SCHMD08691, SCHMD20130, SCHMD06934	ORYLA03435
OG0001930	SCHMD25138	ORYLA15114
OG0001932	SCHMD07454, SCHMD17903	ORYLA09167, ORYLA10217, ORYLA19475
OG0001933	SCHMD01181	ORYLA07299, ORYLA15209
OG0001935	SCHMD23048	ORYLA18787
OG0001937	SCHMD08104, SCHMD08105	ORYLA09440
OG0001939	SCHMD10030, SCHMD02230	ORYLA10784
OG0001941	SCHMD26622	ORYLA08692, ORYLA05645
OG0001942	SCHMD16279, SCHMD09808	ORYLA10739, ORYLA11423, ORYLA19309
OG0001943	SCHMD03979	ORYLA09186, ORYLA14459
OG0001946	SCHMD08506	ORYLA01190, ORYLA00388
OG0001947	SCHMD00740	ORYLA20143, ORYLA13857, ORYLA14712, ORYLA14713
OG0001949	SCHMD16576	ORYLA02641, ORYLA17603, ORYLA03695
OG0001950	SCHMD07266	ORYLA17110, ORYLA00253, ORYLA02809
OG0001951	SCHMD10937, SCHMD17652, SCHMD16242	ORYLA15974, ORYLA14012, ORYLA08588
OG0001952	SCHMD08803, SCHMD19932	ORYLA11490, ORYLA10687
OG0001953	SCHMD03889	ORYLA16638, ORYLA08260, ORYLA00787, ORYLA16264
OG0001956	SCHMD16218	ORYLA02986
OG0001957	SCHMD03964	ORYLA03697, ORYLA17589
OG0001958	SCHMD10594	ORYLA07445, ORYLA04223, ORYLA08683, ORYLA09987, ORYLA07581
OG0001961	SCHMD03837	ORYLA10825, ORYLA14593, ORYLA14427
OG0001963	SCHMD24660	ORYLA19628, ORYLA14894, ORYLA07353
OG0001965	SCHMD15198	ORYLA00729
OG0001966	SCHMD10097	ORYLA13409
OG0001968	SCHMD12918	ORYLA20184
OG0001969	SCHMD08414, SCHMD09063	ORYLA02957, ORYLA10224, ORYLA13366
OG0001970	SCHMD03645	ORYLA10144, ORYLA05203
OG0001972	SCHMD07972, SCHMD26110	ORYLA07140, ORYLA18968
OG0001974	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138	ORYLA00129, ORYLA16894
OG0001985	SCHMD04898	ORYLA03606
OG0001987	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073	ORYLA17828, ORYLA02686, ORYLA16381
OG0001988	SCHMD17373	ORYLA20366
OG0001989	SCHMD11266	ORYLA11129, ORYLA15989
OG0001991	SCHMD08363	ORYLA15564, ORYLA13945
OG0001992	SCHMD10680	ORYLA04809, ORYLA10449
OG0001993	SCHMD04073	ORYLA00392
OG0001993	SCHMD04075	ORYLA00391
OG0001994	SCHMD12538	ORYLA17268, ORYLA04304
OG0001998	SCHMD19391	ORYLA01177, ORYLA08025, ORYLA08027, ORYLA08026
OG0001999	SCHMD10953	ORYLA12343
OG0002000	SCHMD09206	ORYLA17309
OG0002001	SCHMD04245	ORYLA15567, ORYLA13940, ORYLA16977
OG0002003	SCHMD25539	ORYLA05173, ORYLA03010, ORYLA10761
OG0002005	SCHMD01316, SCHMD27910, SCHMD18360	ORYLA03591, ORYLA00528, ORYLA15833, ORYLA05037, ORYLA17991
OG0002006	SCHMD01886, SCHMD11267, SCHMD12678, SCHMD06801	ORYLA16456, ORYLA05932
OG0002008	SCHMD06021	ORYLA08094, ORYLA02353
OG0002011	SCHMD13609, SCHMD07842	ORYLA14252, ORYLA08974
OG0002013	SCHMD05928, SCHMD05926	ORYLA04479
OG0002015	SCHMD07213, SCHMD12123	ORYLA16338
OG0002017	SCHMD02967	ORYLA15641, ORYLA05877, ORYLA03796
OG0002018	SCHMD24155, SCHMD22495	ORYLA00465, ORYLA12251, ORYLA04592, ORYLA03922
OG0002023	SCHMD13758	ORYLA03045, ORYLA11683
OG0002024	SCHMD06250	ORYLA13451, ORYLA02868
OG0002026	SCHMD11077, SCHMD01664	ORYLA01226, ORYLA01227, ORYLA08399
OG0002027	SCHMD07869	ORYLA03151, ORYLA10207
OG0002028	SCHMD21205, SCHMD23213, SCHMD07644, SCHMD21204, SCHMD23215	ORYLA19659
OG0002029	SCHMD15250	ORYLA08789, ORYLA09405
OG0002031	SCHMD21628, SCHMD14088	ORYLA16339, ORYLA05708
OG0002032	SCHMD15998, SCHMD17430	ORYLA03665
OG0002034	SCHMD23854, SCHMD28527	ORYLA05480
OG0002036	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638	ORYLA03829
OG0002042	SCHMD29492	ORYLA12509, ORYLA12508
OG0002043	SCHMD03148	ORYLA01939, ORYLA09238
OG0002059	SCHMD13857	ORYLA00052, ORYLA13405
OG0002060	SCHMD13685, SCHMD22795	ORYLA01069
OG0002061	SCHMD04967, SCHMD04968, SCHMD04970, SCHMD04971, SCHMD04969	ORYLA02790
OG0002062	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072	ORYLA14663, ORYLA12126, ORYLA13654
OG0002063	SCHMD21953, SCHMD12086, SCHMD11388	ORYLA17285
OG0002066	SCHMD20021, SCHMD24048, SCHMD12034	ORYLA18373
OG0002068	SCHMD20105	ORYLA10239, ORYLA11836
OG0002073	SCHMD20304, SCHMD22775, SCHMD03169	ORYLA10798
OG0002076	SCHMD28435, SCHMD28300	ORYLA18898, ORYLA01759, ORYLA06069
OG0002077	SCHMD01377	ORYLA00208, ORYLA09024, ORYLA09025
OG0002078	SCHMD24719, SCHMD11692, SCHMD24733, SCHMD25810	ORYLA16744, ORYLA00157, ORYLA07778
OG0002080	SCHMD17823, SCHMD17826, SCHMD20969, SCHMD28760	ORYLA17616, ORYLA04310
OG0002081	SCHMD20577, SCHMD12884, SCHMD21807	ORYLA09511
OG0002085	SCHMD24654	ORYLA01037, ORYLA05010, ORYLA10114
OG0002087	SCHMD07766	ORYLA19239
OG0002089	SCHMD26378	ORYLA16217
OG0002089	SCHMD02939	ORYLA13594
OG0002091	SCHMD18712, SCHMD22802	ORYLA03356, ORYLA17411
OG0002093	SCHMD12873, SCHMD16751, SCHMD14180	ORYLA15674
OG0002095	SCHMD10706, SCHMD04399	ORYLA19514, ORYLA00949, ORYLA13520
OG0002097	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424	ORYLA06823, ORYLA04159, ORYLA09040
OG0002099	SCHMD02814	ORYLA15411
OG0002103	SCHMD03652	ORYLA01062
OG0002104	SCHMD13430, SCHMD13219, SCHMD07798	ORYLA14297, ORYLA13358, ORYLA07573, ORYLA12654
OG0002105	SCHMD04684	ORYLA15403, ORYLA12021, ORYLA15102, ORYLA11046
OG0002106	SCHMD29823, SCHMD29437	ORYLA12790, ORYLA01901
OG0002107	SCHMD17132, SCHMD27313	ORYLA08119
OG0002108	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153	ORYLA04701
OG0002124	SCHMD03099	ORYLA00223
OG0002125	SCHMD01906	ORYLA03523
OG0002127	SCHMD08650, SCHMD03483	ORYLA12893, ORYLA06947
OG0002129	SCHMD22869	ORYLA03138, ORYLA04298, ORYLA00458, ORYLA07250
OG0002131	SCHMD13328, SCHMD15542	ORYLA19717, ORYLA19718, ORYLA02406
OG0002134	SCHMD15178	ORYLA02151
OG0002138	SCHMD05605	ORYLA11124
OG0002139	SCHMD09027	ORYLA12543, ORYLA11644, ORYLA10453
OG0002141	SCHMD13856	ORYLA09502, ORYLA00345
OG0002144	SCHMD08032	ORYLA07925, ORYLA17412
OG0002145	SCHMD12978	ORYLA15097
OG0002147	SCHMD20896, SCHMD24159	ORYLA06496
OG0002148	SCHMD13024, SCHMD06006	ORYLA11951
OG0002149	SCHMD00788	ORYLA20057, ORYLA09288, ORYLA06612, ORYLA12379
OG0002155	SCHMD08600	ORYLA03984
OG0002156	SCHMD11093	ORYLA00171
OG0002158	SCHMD07812	ORYLA08985
OG0002159	SCHMD10603, SCHMD12359	ORYLA18204
OG0002160	SCHMD13784, SCHMD24695, SCHMD12476, SCHMD27951, SCHMD03338	ORYLA15473
OG0002162	SCHMD03583, SCHMD23655, SCHMD18455, SCHMD26112, SCHMD26238, SCHMD14051, SCHMD04345	ORYLA06330, ORYLA12976, ORYLA12977, ORYLA02560
OG0002163	SCHMD00119	ORYLA11188, ORYLA14577, ORYLA11189, ORYLA14408
OG0002164	SCHMD10444, SCHMD06294, SCHMD20863, SCHMD17369	ORYLA00943, ORYLA10722
OG0002166	SCHMD22548	ORYLA02664, ORYLA17823, ORYLA04541
OG0002167	SCHMD06677	ORYLA02307, ORYLA04145
OG0002168	SCHMD00757	ORYLA02174, ORYLA13630
OG0002169	SCHMD19182, SCHMD07925	ORYLA08351, ORYLA08352
OG0002170	SCHMD16963	ORYLA05827
OG0002171	SCHMD05133, SCHMD13789	ORYLA14148, ORYLA15889
OG0002172	SCHMD03160, SCHMD03161	ORYLA12014, ORYLA11160, ORYLA08997
OG0002175	SCHMD09343, SCHMD14948	ORYLA02874, ORYLA18155
OG0002175	SCHMD24043, SCHMD19181	ORYLA16037
OG0002177	SCHMD05408	ORYLA11512, ORYLA11656
OG0002178	SCHMD23121	ORYLA16731
OG0002179	SCHMD03680	ORYLA10677
OG0002182	SCHMD00111	ORYLA20335, ORYLA13962
OG0002184	SCHMD08541	ORYLA16807
OG0002185	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407	ORYLA15148, ORYLA15149
OG0002186	SCHMD16440	ORYLA19065
OG0002186	SCHMD11250	ORYLA19064, ORYLA09363, ORYLA07126, ORYLA09033
OG0002188	SCHMD07090	ORYLA12233
OG0002189	SCHMD03295	ORYLA06568
OG0002190	SCHMD06253, SCHMD20396	ORYLA03440, ORYLA04537, ORYLA05925
OG0002191	SCHMD16045	ORYLA09161, ORYLA06711, ORYLA16118, ORYLA09833
OG0002192	SCHMD09378, SCHMD11311	ORYLA05985
OG0002196	SCHMD04892, SCHMD04891	ORYLA12500
OG0002203	SCHMD20001	ORYLA20032, ORYLA20035, ORYLA20034, ORYLA20033, ORYLA06985, ORYLA12767, ORYLA15953, ORYLA14284
OG0002209	SCHMD05613	ORYLA10933, ORYLA15457
OG0002209	SCHMD22882, SCHMD13863	ORYLA20209
OG0002211	SCHMD29435	ORYLA04014
OG0002213	SCHMD01017	ORYLA04720
OG0002216	SCHMD20521	ORYLA11063
OG0002222	SCHMD17607, SCHMD07921	ORYLA07432, ORYLA12895
OG0002223	SCHMD11701	ORYLA14399
OG0002224	SCHMD07940, SCHMD07939	ORYLA18115, ORYLA02313
OG0002225	SCHMD03290	ORYLA01041
OG0002226	SCHMD00937	ORYLA00869, ORYLA16615
OG0002227	SCHMD09350, SCHMD09896	ORYLA09258
OG0002229	SCHMD09620, SCHMD21635	ORYLA02659
OG0002233	SCHMD13734	ORYLA19151, ORYLA19152
OG0002235	SCHMD15174, SCHMD00911	ORYLA07393
OG0002239	SCHMD29729	ORYLA05769
OG0002239	SCHMD00548	ORYLA12675, ORYLA17306
OG0002240	SCHMD15638, SCHMD19507, SCHMD19508, SCHMD15639	ORYLA13133
OG0002241	SCHMD19113	ORYLA02657, ORYLA01650
OG0002242	SCHMD08603, SCHMD18345, SCHMD08057, SCHMD10008, SCHMD29065, SCHMD24226	ORYLA20362, ORYLA01960, ORYLA16093, ORYLA15207
OG0002244	SCHMD25722	ORYLA04246
OG0002251	SCHMD01710	ORYLA18650
OG0002252	SCHMD16344	ORYLA00130, ORYLA16893, ORYLA16926
OG0002254	SCHMD07846	ORYLA08135, ORYLA02938, ORYLA02937, ORYLA05498
OG0002257	SCHMD26955	ORYLA10400
OG0002259	SCHMD08992	ORYLA03533, ORYLA04091, ORYLA17556, ORYLA02692
OG0002260	SCHMD15145, SCHMD14592, SCHMD17897, SCHMD04140, SCHMD05670	ORYLA11582, ORYLA08596, ORYLA10499, ORYLA07367
