Orthogroup	SCHMD	APOSC_ok
OG0002006	SCHMD01886, SCHMD11267, SCHMD12678	APOSC_27992
OG0002006	SCHMD06801	APOSC_20625
OG0002008	SCHMD06021	APOSC_03844, APOSC_03845
OG0002011	SCHMD13609, SCHMD07842	APOSC_14058
OG0002013	SCHMD05928, SCHMD05926	APOSC_00249
OG0002015	SCHMD07213, SCHMD12123	APOSC_09531, APOSC_10941, APOSC_24268, APOSC_23791, APOSC_17290
OG0002017	SCHMD02967	APOSC_13008, APOSC_13007
OG0002018	SCHMD24155, SCHMD22495	APOSC_08429
OG0002024	SCHMD06250	APOSC_11891
OG0002026	SCHMD11077, SCHMD01664	APOSC_06220, APOSC_15641
OG0002027	SCHMD07869	APOSC_06267
OG0002028	SCHMD21205, SCHMD23213, SCHMD07644, SCHMD21204, SCHMD23215	APOSC_01287
OG0002029	SCHMD29754, SCHMD28570	APOSC_07521
OG0002029	SCHMD15250	APOSC_06711
OG0002031	SCHMD21628, SCHMD14088	APOSC_24523
OG0002032	SCHMD15998, SCHMD17430	APOSC_00301
OG0002033	SCHMD16213	APOSC_25007, APOSC_25006, APOSC_25005, APOSC_06170
OG0002035	SCHMD19062, SCHMD21913	APOSC_26954
OG0002036	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638	APOSC_24328
OG0002037	SCHMD17138	APOSC_17803
OG0002042	SCHMD29492	APOSC_25585, APOSC_23059, APOSC_23060
OG0002043	SCHMD03148	APOSC_16723, APOSC_16722
OG0002057	SCHMD14251, SCHMD14250	APOSC_04400
OG0002059	SCHMD13857	APOSC_11900
OG0002062	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072	APOSC_08611, APOSC_08610
OG0002063	SCHMD21953, SCHMD12086, SCHMD11388	APOSC_06813
OG0002065	SCHMD04658	APOSC_23305
OG0002068	SCHMD20105	APOSC_06295
OG0002070	SCHMD04912	APOSC_15208, APOSC_15209
OG0002072	SCHMD10402	APOSC_14245
OG0002073	SCHMD20304, SCHMD22775, SCHMD03169	APOSC_01747
OG0002076	SCHMD28435, SCHMD28300	APOSC_18963, APOSC_18964
OG0002077	SCHMD01377	APOSC_09477
OG0002081	SCHMD20577, SCHMD12884, SCHMD21807	APOSC_27177, APOSC_27178
OG0002087	SCHMD07766	APOSC_01971, APOSC_01970, APOSC_22480
OG0002088	SCHMD01447	APOSC_25813
OG0002088	SCHMD08986, SCHMD00825	APOSC_03718
OG0002091	SCHMD18712, SCHMD22802	APOSC_10959
OG0002093	SCHMD12873, SCHMD16751, SCHMD14180	APOSC_18156
OG0002095	SCHMD10707	APOSC_22232, APOSC_00040
OG0002096	SCHMD19108, SCHMD19170	APOSC_26071
OG0002097	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424	APOSC_25092
OG0002101	SCHMD15902	APOSC_15179
OG0002103	SCHMD03652	APOSC_03682
OG0002104	SCHMD13430, SCHMD13219, SCHMD07798	APOSC_05584, APOSC_05585, APOSC_08506
OG0002107	SCHMD17132, SCHMD27313	APOSC_01103
OG0002108	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153	APOSC_26646
OG0002122	SCHMD07269, SCHMD02288	APOSC_17605
OG0002123	SCHMD07146	APOSC_05309
OG0002124	SCHMD03099	APOSC_05097
OG0002127	SCHMD03483	APOSC_15300
OG0002129	SCHMD22869	APOSC_07872
OG0002131	SCHMD13328, SCHMD15542	APOSC_27598, APOSC_06286
OG0002134	SCHMD15178	APOSC_16778
OG0002136	SCHMD23461	APOSC_19816
OG0002138	SCHMD05605	APOSC_19073
OG0002139	SCHMD09027	APOSC_16450
OG0002141	SCHMD13856	APOSC_00470
OG0002142	SCHMD02227	APOSC_23696
OG0002144	SCHMD08032	APOSC_04499, APOSC_04500
OG0002145	SCHMD12978	APOSC_21735
OG0002146	SCHMD03633, SCHMD03634	APOSC_03650, APOSC_03649
OG0002148	SCHMD13024, SCHMD06006	APOSC_21542
OG0002149	SCHMD00788	APOSC_24811, APOSC_24810
OG0002152	SCHMD18533, SCHMD18027, SCHMD20477	APOSC_19987
OG0002153	SCHMD13304	APOSC_20277
OG0002155	SCHMD08600	APOSC_07285
OG0002156	SCHMD11093	APOSC_16118
OG0002158	SCHMD07812	APOSC_06903
OG0002159	SCHMD10603, SCHMD12359	APOSC_06194
OG0002160	SCHMD03531, SCHMD05686, SCHMD13784, SCHMD24695, SCHMD12476, SCHMD27951, SCHMD03338	APOSC_11575, APOSC_20222, APOSC_11922, APOSC_22980
OG0002162	SCHMD03583, SCHMD23655, SCHMD18455, SCHMD26112, SCHMD26238, SCHMD14051, SCHMD04345	APOSC_22059, APOSC_08308
OG0002163	SCHMD00119	APOSC_07495
OG0002164	SCHMD13046, SCHMD17370, SCHMD21313	APOSC_27086, APOSC_27085
OG0002166	SCHMD22548	APOSC_08644
OG0002167	SCHMD06677	APOSC_07107, APOSC_07106
OG0002168	SCHMD00757	APOSC_02871, APOSC_28824
OG0002169	SCHMD19182, SCHMD07925	APOSC_17032, APOSC_17033
OG0002170	SCHMD16963	APOSC_05594
OG0002171	SCHMD05133, SCHMD13789	APOSC_14472, APOSC_14471
OG0002172	SCHMD03159	APOSC_08434, APOSC_08437
OG0002172	SCHMD03160, SCHMD03161	APOSC_08436, APOSC_08433, APOSC_08435
OG0002174	SCHMD24186, SCHMD11866	APOSC_09938, APOSC_09937, APOSC_14616, APOSC_14615
OG0002175	SCHMD09343, SCHMD14948	APOSC_21787
OG0002177	SCHMD05408	APOSC_05272
OG0002178	SCHMD23121	APOSC_02021
OG0002179	SCHMD03681	APOSC_00096
OG0002179	SCHMD03680	APOSC_05035
OG0002182	SCHMD00111	APOSC_20616
OG0002184	SCHMD08545	APOSC_13034
OG0002185	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407	APOSC_21767, APOSC_21768, APOSC_21766
OG0002186	SCHMD11250	APOSC_14541, APOSC_14540, APOSC_14539
OG0002188	SCHMD07090	APOSC_27110
OG0002189	SCHMD03295	APOSC_22959, APOSC_22958
OG0002190	SCHMD06253, SCHMD20396	APOSC_21143, APOSC_21142
OG0002191	SCHMD16045	APOSC_07844
OG0002196	SCHMD04892, SCHMD04891	APOSC_26286
OG0002197	SCHMD29200, SCHMD27627, SCHMD27724, SCHMD10880, SCHMD06788, SCHMD12924	APOSC_25829, APOSC_25531
OG0002209	SCHMD05613	APOSC_03582, APOSC_03581
OG0002211	SCHMD29435	APOSC_13807
OG0002213	SCHMD01017	APOSC_26472
OG0002216	SCHMD20521	APOSC_12957, APOSC_00875, APOSC_17041
OG0002221	SCHMD20199, SCHMD06522, SCHMD25783, SCHMD06372, SCHMD03308, SCHMD03309, SCHMD11277, SCHMD18557, SCHMD20936	APOSC_23943, APOSC_12076
OG0002222	SCHMD17607, SCHMD07921	APOSC_00538
OG0002224	SCHMD07939	APOSC_18776, APOSC_18777
OG0002225	SCHMD03290	APOSC_22427
OG0002226	SCHMD00937	APOSC_01552
OG0002227	SCHMD09350, SCHMD09896	APOSC_12739, APOSC_12738
OG0002229	SCHMD09620, SCHMD21635	APOSC_03333
OG0002233	SCHMD13734	APOSC_06864
OG0002235	SCHMD15174, SCHMD00911	APOSC_04880
OG0002239	SCHMD00548	APOSC_02757
OG0002240	SCHMD15638, SCHMD19507, SCHMD19508, SCHMD15639	APOSC_27129
OG0002241	SCHMD19113	APOSC_00224
OG0002241	SCHMD04776	APOSC_15886
OG0002242	SCHMD23296, SCHMD15189, SCHMD19349, SCHMD21538, SCHMD18994	APOSC_26034
OG0002244	SCHMD25722	APOSC_24276
OG0002252	SCHMD16344	APOSC_01721
OG0002257	SCHMD26955	APOSC_04067, APOSC_17483
OG0002259	SCHMD08992	APOSC_23961
OG0002260	SCHMD15145, SCHMD14592, SCHMD17897, SCHMD04140, SCHMD05670	APOSC_18552
OG0002261	SCHMD15654, SCHMD22485	APOSC_09973, APOSC_01375
OG0002263	SCHMD05522	APOSC_12474
OG0002264	SCHMD24103	APOSC_17999, APOSC_29160, APOSC_20572
OG0002265	SCHMD27098, SCHMD25159, SCHMD22941	APOSC_27179, APOSC_22907, APOSC_22905, APOSC_22906
OG0002266	SCHMD06724	APOSC_29040, APOSC_29039
OG0002268	SCHMD10895	APOSC_28228
OG0002270	SCHMD15276	APOSC_06729
OG0002272	SCHMD08789, SCHMD22434	APOSC_09837
OG0002274	SCHMD28532, SCHMD15034	APOSC_01524
OG0002275	SCHMD18381	APOSC_20076
OG0002278	SCHMD20539, SCHMD10373, SCHMD15432, SCHMD10372	APOSC_12670
OG0002279	SCHMD01549	APOSC_19817
OG0002280	SCHMD12278	APOSC_20221
OG0002282	SCHMD02902, SCHMD23794	APOSC_27761, APOSC_13750, APOSC_13749
OG0002284	SCHMD15028	APOSC_15122, APOSC_00182, APOSC_26404
OG0002287	SCHMD14731, SCHMD14911	APOSC_08685
OG0002288	SCHMD19642, SCHMD22333, SCHMD13464	APOSC_11294, APOSC_11293
OG0002292	SCHMD07306	APOSC_04092
OG0002293	SCHMD09386	APOSC_29009
OG0002294	SCHMD07707	APOSC_19080
OG0002295	SCHMD06639	APOSC_04796
OG0002311	SCHMD08886, SCHMD27775	APOSC_19422, APOSC_18199
OG0002316	SCHMD00365, SCHMD09509	APOSC_08356
OG0002318	SCHMD07487, SCHMD07486, SCHMD07473	APOSC_17713
OG0002319	SCHMD03166, SCHMD04979	APOSC_16802
OG0002320	SCHMD23839, SCHMD25321	APOSC_20916
OG0002321	SCHMD19583	APOSC_10913
OG0002322	SCHMD08143, SCHMD10256	APOSC_22319
OG0002323	SCHMD09591	APOSC_21950
OG0002324	SCHMD20490, SCHMD09738	APOSC_16211
OG0002325	SCHMD12741, SCHMD02197	APOSC_00101, APOSC_12892
OG0002326	SCHMD16849	APOSC_17684
OG0002327	SCHMD04037	APOSC_18373
OG0002329	SCHMD14716	APOSC_08303
OG0002331	SCHMD05746, SCHMD05744	APOSC_25291
OG0002332	SCHMD15875, SCHMD15876	APOSC_12740
OG0002334	SCHMD23234	APOSC_17341, APOSC_17342
OG0002335	SCHMD10804	APOSC_10881
OG0002336	SCHMD06955	APOSC_16748
OG0002337	SCHMD00113	APOSC_17012
OG0002337	SCHMD00114	APOSC_03302, APOSC_05554
OG0002340	SCHMD17004, SCHMD12020	APOSC_24506
OG0002341	SCHMD26460, SCHMD08087, SCHMD22683	APOSC_11019
OG0002342	SCHMD22295, SCHMD21175	APOSC_18375
OG0002343	SCHMD04508	APOSC_16280
OG0002344	SCHMD18349	APOSC_25480
OG0002346	SCHMD25995	APOSC_07336
OG0002348	SCHMD29339	APOSC_18750
OG0002349	SCHMD05252	APOSC_04186
OG0002349	SCHMD15867, SCHMD00212, SCHMD28145, SCHMD06312	APOSC_05856
OG0002352	SCHMD11120	APOSC_04222, APOSC_01632
OG0002355	SCHMD13322	APOSC_10159
OG0002355	SCHMD15012	APOSC_08399
OG0002355	SCHMD08893	APOSC_27751, APOSC_27413
OG0002356	SCHMD06573, SCHMD14519	APOSC_03388
OG0002357	SCHMD07348	APOSC_15358
OG0002359	SCHMD07349	APOSC_14169, APOSC_13362
OG0002361	SCHMD19885, SCHMD19235, SCHMD20081, SCHMD25103	APOSC_15741
OG0002362	SCHMD13230	APOSC_06944
OG0002363	SCHMD26399	APOSC_19269
OG0002366	SCHMD20747, SCHMD23587, SCHMD15000	APOSC_12941
OG0002367	SCHMD07520	APOSC_21224
OG0002368	SCHMD19036	APOSC_13583
OG0002369	SCHMD14247	APOSC_26993, APOSC_26992
OG0002370	SCHMD03014	APOSC_04969
OG0002371	SCHMD25183	APOSC_10262
OG0002372	SCHMD13875	APOSC_10426
OG0002372	SCHMD13874, SCHMD13504	APOSC_22681, APOSC_28866
OG0002374	SCHMD10513, SCHMD09821	APOSC_11797
OG0002375	SCHMD24554	APOSC_01864, APOSC_19578
OG0002376	SCHMD18335, SCHMD24761	APOSC_26441
OG0002377	SCHMD20961	APOSC_15267
OG0002378	SCHMD10070	APOSC_12823
OG0002379	SCHMD22995, SCHMD22909	APOSC_02551
OG0002395	SCHMD00535, SCHMD01059	APOSC_06010, APOSC_06009
OG0002396	SCHMD05257	APOSC_16713
OG0002402	SCHMD14145, SCHMD21289	APOSC_09555
OG0002404	SCHMD28367, SCHMD04087	APOSC_07290
OG0002406	SCHMD19891	APOSC_03558
OG0002407	SCHMD07151	APOSC_23871
OG0002407	SCHMD07149	APOSC_09967, APOSC_09969, APOSC_09968
OG0002408	SCHMD05812, SCHMD19514	APOSC_24634
OG0002409	SCHMD06262	APOSC_27400
OG0002410	SCHMD00520	APOSC_22198
OG0002411	SCHMD25076, SCHMD25353	APOSC_04009
OG0002412	SCHMD05052	APOSC_01507
OG0002413	SCHMD06075	APOSC_23972
OG0002414	SCHMD15427, SCHMD24855, SCHMD21960	APOSC_17956, APOSC_17957
OG0002415	SCHMD12484	APOSC_02142, APOSC_02143, APOSC_16711
OG0002417	SCHMD08127, SCHMD04993, SCHMD08124, SCHMD08123	APOSC_05991
OG0002417	SCHMD23311, SCHMD15146	APOSC_23917
OG0002417	SCHMD08126, SCHMD04994, SCHMD15147	APOSC_05843
OG0002418	SCHMD13033	APOSC_09068
OG0002420	SCHMD24163	APOSC_28049
OG0002421	SCHMD10399	APOSC_00076, APOSC_18272
OG0002422	SCHMD10713, SCHMD26768	APOSC_11565, APOSC_06825, APOSC_24123, APOSC_24124
OG0002423	SCHMD13444, SCHMD05922, SCHMD05923	APOSC_03824
OG0002424	SCHMD02494	APOSC_19985, APOSC_19984
OG0002426	SCHMD12164	APOSC_03921
OG0002427	SCHMD25589	APOSC_27186
OG0002433	SCHMD21728, SCHMD26253, SCHMD07182, SCHMD18419, SCHMD21667	APOSC_26929
OG0002437	SCHMD26512	APOSC_11323
OG0002438	SCHMD05551	APOSC_05933, APOSC_05932
OG0002439	SCHMD17265	APOSC_15469
OG0002441	SCHMD16958, SCHMD27293, SCHMD09124	APOSC_21966
OG0002443	SCHMD01789	APOSC_05095, APOSC_06655
OG0002445	SCHMD05650	APOSC_17296
OG0002446	SCHMD14541, SCHMD28630	APOSC_18266
OG0002447	SCHMD02991	APOSC_07029
OG0002450	SCHMD23688	APOSC_13991
OG0002451	SCHMD14654	APOSC_28576
OG0002453	SCHMD08660, SCHMD06735	APOSC_12294
OG0002454	SCHMD10051	APOSC_06933
OG0002455	SCHMD01133, SCHMD06324	APOSC_00025
OG0002456	SCHMD12997, SCHMD01810	APOSC_17794
OG0002457	SCHMD08117, SCHMD08115	APOSC_18222, APOSC_27075
OG0002459	SCHMD10533	APOSC_23178
OG0002459	SCHMD25807, SCHMD10532	APOSC_27136, APOSC_23237
OG0002461	SCHMD06528	APOSC_13889
OG0002462	SCHMD06187	APOSC_02246
OG0002462	SCHMD14486	APOSC_14601
OG0002462	SCHMD01230, SCHMD13623, SCHMD07963	APOSC_21348
OG0002476	SCHMD03267	APOSC_08544, APOSC_06061
OG0002478	SCHMD10684, SCHMD02670	APOSC_00900, APOSC_00901
OG0002486	SCHMD27163	APOSC_24086
OG0002487	SCHMD08461, SCHMD18396	APOSC_22119
OG0002490	SCHMD04533	APOSC_27091
OG0002491	SCHMD27390, SCHMD26421	APOSC_14427
OG0002492	SCHMD26859, SCHMD28821, SCHMD26225, SCHMD06451, SCHMD15482, SCHMD09218, SCHMD23936, SCHMD18978, SCHMD22686, SCHMD27456, SCHMD09605, SCHMD02714	APOSC_26144, APOSC_26143
OG0002493	SCHMD11626	APOSC_29120
OG0002494	SCHMD11104	APOSC_27422
OG0002495	SCHMD09550, SCHMD16662, SCHMD19451, SCHMD16789	APOSC_23227
OG0002496	SCHMD10467	APOSC_13981, APOSC_13980
OG0002497	SCHMD08307	APOSC_12496
OG0002499	SCHMD15190, SCHMD14873	APOSC_05018
OG0002500	SCHMD17842	APOSC_26581, APOSC_26845
OG0002501	SCHMD00161	APOSC_16481
OG0002502	SCHMD03504, SCHMD05025	APOSC_05426, APOSC_24375
OG0002504	SCHMD02702, SCHMD02703	APOSC_09624
OG0002505	SCHMD16408, SCHMD16409, SCHMD16413, SCHMD16410	APOSC_20422
OG0002507	SCHMD13076	APOSC_05361, APOSC_05360
OG0002509	SCHMD16881, SCHMD26540	APOSC_14957
OG0002510	SCHMD16402, SCHMD22142	APOSC_08174, APOSC_22448
OG0002511	SCHMD22603	APOSC_28580, APOSC_28581
OG0002515	SCHMD01233	APOSC_01468
OG0002515	SCHMD10470	APOSC_09659
OG0002516	SCHMD13475, SCHMD03180	APOSC_18582
OG0002517	SCHMD03225, SCHMD10251	APOSC_16660
OG0002518	SCHMD04695	APOSC_11783
OG0002519	SCHMD10280	APOSC_13975
OG0002520	SCHMD21493, SCHMD24580	APOSC_09886, APOSC_05221
OG0002524	SCHMD01766	APOSC_24058
OG0002525	SCHMD03404	APOSC_16559, APOSC_16558
OG0002526	SCHMD28396	APOSC_27120
OG0002527	SCHMD25894, SCHMD01775	APOSC_26177
OG0002528	SCHMD14226, SCHMD14244, SCHMD02867, SCHMD13131	APOSC_06214
OG0002529	SCHMD03029	APOSC_21726
OG0002530	SCHMD06656, SCHMD16184	APOSC_20517, APOSC_20516
OG0002531	SCHMD16227, SCHMD14936	APOSC_21879
OG0002532	SCHMD05611	APOSC_00073
OG0002537	SCHMD22719, SCHMD13663, SCHMD12344, SCHMD00764, SCHMD20741	APOSC_15584
OG0002540	SCHMD03178	APOSC_07654
OG0002542	SCHMD06905, SCHMD04420	APOSC_15222
OG0002543	SCHMD13140, SCHMD07926	APOSC_10448
OG0002545	SCHMD25762, SCHMD21619	APOSC_25700
OG0002547	SCHMD29010, SCHMD22348, SCHMD17905, SCHMD17904	APOSC_10371, APOSC_21481, APOSC_08036
OG0002548	SCHMD18717	APOSC_08751
OG0002549	SCHMD07040	APOSC_06922
OG0002551	SCHMD04046, SCHMD10067	APOSC_27409
OG0002552	SCHMD03592, SCHMD03983	APOSC_00488
OG0002553	SCHMD21087, SCHMD22996, SCHMD22907	APOSC_15295
OG0002554	SCHMD28792	APOSC_24877, APOSC_24876
OG0002557	SCHMD13169, SCHMD21727	APOSC_06271, APOSC_06270
OG0002558	SCHMD00921	APOSC_22161
OG0002559	SCHMD08672	APOSC_25736
OG0002563	SCHMD06999	APOSC_20880
OG0002564	SCHMD26255, SCHMD23486	APOSC_10079
OG0002565	SCHMD17677	APOSC_12348, APOSC_12347
OG0002566	SCHMD19922, SCHMD09243, SCHMD21685	APOSC_05246
OG0002567	SCHMD21223, SCHMD26995	APOSC_16245, APOSC_00280
OG0002570	SCHMD28456	APOSC_04158
OG0002572	SCHMD06107	APOSC_28567, APOSC_28566
OG0002574	SCHMD02805	APOSC_18559, APOSC_14927
OG0002575	SCHMD08187	APOSC_27260, APOSC_05113, APOSC_00823, APOSC_26811, APOSC_10848, APOSC_27189, APOSC_02731, APOSC_16988, APOSC_12744, APOSC_01768, APOSC_00793, APOSC_23111, APOSC_27977
OG0002575	SCHMD09286	APOSC_20055
OG0002587	SCHMD02035	APOSC_02565
OG0002590	SCHMD20545, SCHMD22127, SCHMD26025, SCHMD20546, SCHMD22126	APOSC_25652
OG0002592	SCHMD05523	APOSC_25420
OG0002593	SCHMD16534, SCHMD08347	APOSC_27605
OG0002594	SCHMD01956	APOSC_20282
OG0002598	SCHMD12969	APOSC_00806
OG0002599	SCHMD16532, SCHMD16531, SCHMD18319	APOSC_22493
OG0002600	SCHMD24581, SCHMD08872	APOSC_22675, APOSC_20439, APOSC_20440
OG0002601	SCHMD12244, SCHMD12242	APOSC_18205
OG0002601	SCHMD12243, SCHMD13456, SCHMD00930	APOSC_18206
OG0002602	SCHMD11941, SCHMD17578	APOSC_04836
OG0002603	SCHMD02231	APOSC_23396, APOSC_01902, APOSC_23451
OG0002605	SCHMD16204	APOSC_03297
OG0002609	SCHMD03135	APOSC_09800
OG0002610	SCHMD10931, SCHMD09597, SCHMD07650	APOSC_14574
OG0002617	SCHMD08533	APOSC_17874
OG0002618	SCHMD12423, SCHMD17209, SCHMD29637, SCHMD09531, SCHMD10498, SCHMD01269	APOSC_15078
OG0002619	SCHMD02990	APOSC_27703
OG0002620	SCHMD00615	APOSC_07640
OG0002623	SCHMD01515	APOSC_09573
OG0002625	SCHMD10058, SCHMD20759	APOSC_17353
OG0002629	SCHMD20313	APOSC_24143
OG0002630	SCHMD08090	APOSC_13427, APOSC_22808, APOSC_27733, APOSC_03547
OG0002632	SCHMD24299, SCHMD11524	APOSC_11736
OG0002633	SCHMD04220	APOSC_07809
OG0002635	SCHMD22738, SCHMD21852	APOSC_02229
OG0002636	SCHMD17101	APOSC_20531
OG0002638	SCHMD17623	APOSC_22253
OG0002643	SCHMD29396	APOSC_02359
OG0002645	SCHMD14719	APOSC_20192, APOSC_14467
OG0002646	SCHMD02368	APOSC_09824
OG0002648	SCHMD13036, SCHMD08628	APOSC_12266, APOSC_12239
OG0002649	SCHMD03913, SCHMD04299, SCHMD18523, SCHMD13296, SCHMD12549	APOSC_18817
OG0002652	SCHMD02206	APOSC_02334, APOSC_02332, APOSC_02331
OG0002654	SCHMD04278	APOSC_12668
OG0002655	SCHMD15977, SCHMD23095, SCHMD15366	APOSC_25432
OG0002656	SCHMD02018	APOSC_28100
OG0002658	SCHMD06061, SCHMD15670	APOSC_28874, APOSC_28873
OG0002659	SCHMD16521	APOSC_14721
OG0002660	SCHMD15941, SCHMD29087, SCHMD18277	APOSC_22857
OG0002662	SCHMD17949	APOSC_10175
OG0002663	SCHMD27059	APOSC_02672, APOSC_02673
OG0002665	SCHMD18177	APOSC_11029
OG0002666	SCHMD26535, SCHMD26571, SCHMD26311	APOSC_16626
OG0002668	SCHMD11689	APOSC_14298
OG0002675	SCHMD07706, SCHMD00894	APOSC_25498
OG0002677	SCHMD08746	APOSC_13230, APOSC_13231
OG0002679	SCHMD04423	APOSC_22769
OG0002683	SCHMD01061, SCHMD21344	APOSC_17393
OG0002703	SCHMD02598	APOSC_08298
OG0002705	SCHMD28463, SCHMD20331, SCHMD14987	APOSC_27917
OG0002706	SCHMD18329	APOSC_25180
OG0002707	SCHMD05959, SCHMD15585	APOSC_09149
OG0002708	SCHMD07512	APOSC_09889
OG0002710	SCHMD13597	APOSC_16276
OG0002712	SCHMD14746, SCHMD26852	APOSC_21871
OG0002714	SCHMD08371	APOSC_07987
OG0002715	SCHMD04683	APOSC_07749
OG0002717	SCHMD04660, SCHMD19761	APOSC_26112
OG0002718	SCHMD03513, SCHMD03511, SCHMD03512, SCHMD03510	APOSC_17928
OG0002720	SCHMD16790, SCHMD09815, SCHMD28659, SCHMD28945	APOSC_25207, APOSC_01930, APOSC_01574
OG0002721	SCHMD13472	APOSC_26428
OG0002726	SCHMD05011	APOSC_05201, APOSC_05202, APOSC_05200
OG0002728	SCHMD12425	APOSC_24881, APOSC_24880
OG0002729	SCHMD13495, SCHMD04166	APOSC_21036
OG0002731	SCHMD12439	APOSC_28934
OG0002731	SCHMD19462	APOSC_14116
OG0002732	SCHMD22707, SCHMD23253	APOSC_19832
OG0002737	SCHMD03957	APOSC_20148
OG0002739	SCHMD21270, SCHMD28406	APOSC_21522
OG0002740	SCHMD03830	APOSC_21986
OG0002743	SCHMD05725, SCHMD09090	APOSC_08187, APOSC_09455, APOSC_20408
OG0002745	SCHMD21992, SCHMD19173, SCHMD09861, SCHMD09859, SCHMD19172, SCHMD16971	APOSC_11793
OG0002746	SCHMD25949, SCHMD23620, SCHMD19829, SCHMD19331, SCHMD07505	APOSC_01643
OG0002747	SCHMD01122, SCHMD01123	APOSC_09246
OG0002749	SCHMD10049, SCHMD09732, SCHMD29352, SCHMD14504, SCHMD26271	APOSC_19739
OG0002751	SCHMD16908	APOSC_25172, APOSC_25173, APOSC_01746
OG0002751	SCHMD03819	APOSC_25171
OG0002754	SCHMD11733, SCHMD20272	APOSC_00654
OG0002755	SCHMD05796	APOSC_24331
OG0002757	SCHMD00910	APOSC_09196
OG0002758	SCHMD01248, SCHMD01249	APOSC_28557
OG0002760	SCHMD04520	APOSC_17017, APOSC_22654
OG0002763	SCHMD26631, SCHMD10773, SCHMD10775, SCHMD10774, SCHMD10776	APOSC_25811
OG0002764	SCHMD03065	APOSC_23722
OG0002765	SCHMD01507	APOSC_10719
OG0002766	SCHMD07474	APOSC_18534
OG0002769	SCHMD19784, SCHMD21720, SCHMD25230, SCHMD21377, SCHMD14997	APOSC_14134
OG0002770	SCHMD03395	APOSC_13152
OG0002772	SCHMD09831, SCHMD01102, SCHMD01105	APOSC_11776
OG0002773	SCHMD12006, SCHMD03314, SCHMD03038	APOSC_24444, APOSC_24443
OG0002774	SCHMD14518	APOSC_16611
OG0002775	SCHMD12139, SCHMD09183	APOSC_06303
OG0002776	SCHMD19737, SCHMD20919	APOSC_24108
OG0002777	SCHMD15035, SCHMD20772, SCHMD29446, SCHMD26850, SCHMD08287, SCHMD06289	APOSC_16570
OG0002779	SCHMD06579	APOSC_28697
OG0002779	SCHMD06581	APOSC_19867
OG0002781	SCHMD04051, SCHMD00686	APOSC_25228
OG0002782	SCHMD12067, SCHMD08222	APOSC_25249
OG0002785	SCHMD03564, SCHMD02646	APOSC_21543, APOSC_16317, APOSC_23539, APOSC_09069
OG0002787	SCHMD04800	APOSC_14075
OG0002788	SCHMD13556, SCHMD21235, SCHMD13554, SCHMD21830	APOSC_24414
OG0002789	SCHMD29648	APOSC_22221, APOSC_04682, APOSC_23595
OG0002790	SCHMD24450	APOSC_07992
OG0002791	SCHMD13195, SCHMD14197, SCHMD04469	APOSC_17889
OG0002793	SCHMD23816, SCHMD22461	APOSC_11852
OG0002799	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012	APOSC_29104
OG0002801	SCHMD02423	APOSC_14588, APOSC_11650, APOSC_22250, APOSC_25022, APOSC_13358, APOSC_23405, APOSC_26881, APOSC_23406, APOSC_02349, APOSC_21446, APOSC_24137, APOSC_14327, APOSC_07596, APOSC_05169, APOSC_23409, APOSC_27664, APOSC_11551, APOSC_16234, APOSC_04136, APOSC_21891, APOSC_21890, APOSC_14328, APOSC_15798, APOSC_17343, APOSC_03618, APOSC_06024, APOSC_09603, APOSC_27038, APOSC_12057
OG0002811	SCHMD13086, SCHMD29340, SCHMD29646, SCHMD08191, SCHMD16875, SCHMD16853, SCHMD26757, SCHMD25669, SCHMD08190	APOSC_27289
OG0002812	SCHMD21779	APOSC_16265
OG0002814	SCHMD14700	APOSC_26640
OG0002815	SCHMD12858	APOSC_24991
OG0002817	SCHMD08770	APOSC_12557
OG0002818	SCHMD19157, SCHMD14350, SCHMD19156, SCHMD27943	APOSC_10685, APOSC_09235
OG0002821	SCHMD04704	APOSC_25492, APOSC_24189
OG0002822	SCHMD08888, SCHMD21214, SCHMD14939	APOSC_23953
OG0002823	SCHMD07226, SCHMD20525, SCHMD20323	APOSC_23025, APOSC_23024
OG0002824	SCHMD22484, SCHMD22922	APOSC_02684
OG0002825	SCHMD04002	APOSC_14629
OG0002826	SCHMD04456, SCHMD04455	APOSC_04412
OG0002831	SCHMD14362, SCHMD15514	APOSC_07320
OG0002831	SCHMD14363, SCHMD15513	APOSC_07319
OG0002833	SCHMD16770	APOSC_06494
OG0002836	SCHMD15161, SCHMD12971, SCHMD15160	APOSC_25241, APOSC_27522, APOSC_27523, APOSC_00821
OG0002837	SCHMD08534	APOSC_16955
OG0002838	SCHMD00590	APOSC_11775
OG0002839	SCHMD02377	APOSC_10256, APOSC_10257
OG0002840	SCHMD06520, SCHMD05010, SCHMD06519, SCHMD06521	APOSC_22311
OG0002841	SCHMD26941, SCHMD29004	APOSC_00708
OG0002842	SCHMD00997, SCHMD05266	APOSC_00373
