Orthogroup	SCHMD	HUMAN
OG0001873	SCHMD09003	HUMAN16807, HUMAN16808, HUMAN16809
OG0001874	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032	HUMAN21243
OG0001875	SCHMD29147, SCHMD28237	HUMAN17871
OG0001875	SCHMD11568	HUMAN22698
OG0001877	SCHMD14827	HUMAN08708, HUMAN25127, HUMAN02567
OG0001878	SCHMD18520	HUMAN07553, HUMAN29985, HUMAN27457
OG0001878	SCHMD15205	HUMAN27458
OG0001879	SCHMD08156	HUMAN07208
OG0001881	SCHMD18117	HUMAN06131, HUMAN04212, HUMAN02372
OG0001882	SCHMD17052, SCHMD22970	HUMAN12928, HUMAN17839
OG0001883	SCHMD08058, SCHMD14396, SCHMD14395	HUMAN10705, HUMAN10706, HUMAN10704
OG0001884	SCHMD09575	HUMAN27931, HUMAN19032, HUMAN19030, HUMAN19029
OG0001886	SCHMD00538	HUMAN29265, HUMAN01236
OG0001887	SCHMD22103, SCHMD03399, SCHMD24336	HUMAN24008, HUMAN07736, HUMAN22363, HUMAN22362
OG0001888	SCHMD15696, SCHMD08492	HUMAN28455
OG0001889	SCHMD08218, SCHMD03474	HUMAN13282, HUMAN10294, HUMAN10295, HUMAN10296
OG0001890	SCHMD07009	HUMAN27039, HUMAN01447, HUMAN04331
OG0001894	SCHMD11512	HUMAN24228, HUMAN24227, HUMAN24229, HUMAN03619
OG0001897	SCHMD10904	HUMAN01785, HUMAN01784, HUMAN14131, HUMAN28852, HUMAN09463
OG0001898	SCHMD21587, SCHMD18283, SCHMD21586, SCHMD18284	HUMAN15350
OG0001900	SCHMD12891	HUMAN17169
OG0001900	SCHMD02044	HUMAN15353
OG0001901	SCHMD02622	HUMAN22953
OG0001903	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188	HUMAN25841, HUMAN25839, HUMAN25838, HUMAN25840
OG0001906	SCHMD06594	HUMAN01662, HUMAN09869, HUMAN28584, HUMAN14273
OG0001913	SCHMD08198, SCHMD01162	HUMAN10068, HUMAN10067, HUMAN10069
OG0001914	SCHMD04908	HUMAN25807, HUMAN25808
OG0001914	SCHMD07662	HUMAN10542, HUMAN10543
OG0001915	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004	HUMAN30648, HUMAN29662
OG0001916	SCHMD17658	HUMAN08379, HUMAN08376, HUMAN08378
OG0001916	SCHMD10605	HUMAN15612
OG0001917	SCHMD07933	HUMAN01077, HUMAN14777, HUMAN15018
OG0001918	SCHMD11138, SCHMD23731	HUMAN18185, HUMAN18184, HUMAN17680
OG0001919	SCHMD23775, SCHMD20085	HUMAN03322
OG0001920	SCHMD25326	HUMAN28449, HUMAN14671, HUMAN01090, HUMAN14537, HUMAN14536
OG0001923	SCHMD05921	HUMAN14644, HUMAN14642, HUMAN14921
OG0001925	SCHMD03004, SCHMD23545, SCHMD17243	HUMAN17583, HUMAN26221, HUMAN06665
OG0001926	SCHMD20309, SCHMD16846	HUMAN01202
OG0001928	SCHMD26836	HUMAN25622
OG0001929	SCHMD18261, SCHMD08691, SCHMD20130, SCHMD06934	HUMAN19567
OG0001930	SCHMD25138	HUMAN10045
OG0001932	SCHMD07454, SCHMD17903	HUMAN21635, HUMAN29559
OG0001933	SCHMD01181	HUMAN07983, HUMAN07982, HUMAN07980, HUMAN11040, HUMAN11041
OG0001935	SCHMD23048	HUMAN02626, HUMAN02627
OG0001937	SCHMD08104, SCHMD08105	HUMAN21397
OG0001939	SCHMD05179, SCHMD23463, SCHMD03085	HUMAN18875
OG0001939	SCHMD10030, SCHMD02230	HUMAN18876, HUMAN11453
OG0001941	SCHMD26622	HUMAN18090, HUMAN20811
OG0001942	SCHMD16279, SCHMD09808	HUMAN08495, HUMAN02465, HUMAN02464
OG0001943	SCHMD03979	HUMAN30102, HUMAN30614, HUMAN13678, HUMAN18947, HUMAN18949, HUMAN18948, HUMAN13677
OG0001946	SCHMD08506	HUMAN24077, HUMAN03301, HUMAN22814, HUMAN22811
OG0001947	SCHMD00740	HUMAN20996, HUMAN06249, HUMAN06248
OG0001949	SCHMD16576	HUMAN12315, HUMAN07122, HUMAN12313, HUMAN12314
OG0001950	SCHMD07266	HUMAN14684, HUMAN14683, HUMAN28967, HUMAN01297
OG0001951	SCHMD10937, SCHMD17652, SCHMD16242	HUMAN06387, HUMAN20627, HUMAN06388
OG0001952	SCHMD08803, SCHMD19932	HUMAN25420
OG0001953	SCHMD03889	HUMAN12007, HUMAN12009, HUMAN10575, HUMAN12011, HUMAN12010, HUMAN12008, HUMAN10577, HUMAN10576, HUMAN10578, HUMAN10574
OG0001956	SCHMD04865	HUMAN13997
OG0001956	SCHMD16218	HUMAN13995, HUMAN09517
OG0001957	SCHMD03964	HUMAN04994, HUMAN12320, HUMAN12321, HUMAN07092, HUMAN07091
OG0001958	SCHMD10594	HUMAN18312, HUMAN07838
OG0001960	SCHMD05932	HUMAN00307
OG0001961	SCHMD03837	HUMAN06222, HUMAN02307
OG0001963	SCHMD24660	HUMAN01746, HUMAN09665, HUMAN28531
OG0001964	SCHMD09356	HUMAN17469
OG0001965	SCHMD15198	HUMAN13579, HUMAN13582, HUMAN13580, HUMAN13581, HUMAN13578, HUMAN13577
OG0001966	SCHMD10097	HUMAN14884, HUMAN01261
OG0001968	SCHMD12918	HUMAN03672, HUMAN29233
OG0001969	SCHMD08414, SCHMD09063	HUMAN23666, HUMAN23664, HUMAN23665, HUMAN14220, HUMAN14219
OG0001970	SCHMD03645	HUMAN08288, HUMAN04910, HUMAN18723
OG0001970	SCHMD03647	HUMAN18724, HUMAN08289, HUMAN08290
OG0001972	SCHMD07972, SCHMD26110	HUMAN00080, HUMAN00081
OG0001974	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138	HUMAN13564
OG0001985	SCHMD04898	HUMAN26445
OG0001987	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073	HUMAN19974, HUMAN19975, HUMAN10877, HUMAN05001
OG0001988	SCHMD17373	HUMAN28137, HUMAN28138, HUMAN28140, HUMAN28139
OG0001989	SCHMD11266	HUMAN06979, HUMAN24933
OG0001991	SCHMD08363	HUMAN18994
OG0001992	SCHMD10680	HUMAN25065, HUMAN25066, HUMAN09362
OG0001993	SCHMD04075	HUMAN03187, HUMAN23874
OG0001994	SCHMD12538	HUMAN07229, HUMAN12231
OG0001998	SCHMD19391	HUMAN28974, HUMAN10909, HUMAN10908
OG0001999	SCHMD10953	HUMAN04679
OG0002000	SCHMD09206	HUMAN23473
OG0002001	SCHMD04245	HUMAN06657, HUMAN12156
OG0002003	SCHMD25539	HUMAN17505, HUMAN09339, HUMAN09338
OG0002005	SCHMD01316, SCHMD27910, SCHMD18360	HUMAN22963, HUMAN03512, HUMAN27735, HUMAN27734
OG0002006	SCHMD01886, SCHMD11267, SCHMD12678, SCHMD06801	HUMAN12661
OG0002008	SCHMD06021	HUMAN03542, HUMAN22606
OG0002011	SCHMD13609, SCHMD07842	HUMAN19203, HUMAN08184
OG0002015	SCHMD07213, SCHMD12123	HUMAN10277, HUMAN20192
OG0002017	SCHMD02967	HUMAN00207, HUMAN05916, HUMAN21581
OG0002018	SCHMD24155, SCHMD22495	HUMAN22930, HUMAN07753, HUMAN24015
OG0002023	SCHMD13758	HUMAN15593, HUMAN04741, HUMAN02722
OG0002024	SCHMD06250	HUMAN02179, HUMAN02180, HUMAN29178, HUMAN29177, HUMAN29179
OG0002026	SCHMD11077, SCHMD01664	HUMAN30074, HUMAN07690
OG0002027	SCHMD07869	HUMAN07656, HUMAN07655, HUMAN21805
OG0002028	SCHMD21205, SCHMD23213, SCHMD07644, SCHMD21204, SCHMD23215	HUMAN18734
OG0002029	SCHMD15250	HUMAN19340, HUMAN19571, HUMAN19572
OG0002031	SCHMD21628, SCHMD14088	HUMAN12775, HUMAN26512
OG0002032	SCHMD15998, SCHMD17430	HUMAN05596, HUMAN05597
OG0002034	SCHMD23854, SCHMD28527	HUMAN23167
OG0002036	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638	HUMAN08245, HUMAN08247, HUMAN08246, HUMAN15835
OG0002037	SCHMD17138	HUMAN03003
OG0002042	SCHMD29492	HUMAN03199, HUMAN03198, HUMAN03197
OG0002043	SCHMD03148	HUMAN00470, HUMAN00469, HUMAN27809
OG0002057	SCHMD14251, SCHMD14250	HUMAN00904
OG0002059	SCHMD13857	HUMAN14516, HUMAN01268, HUMAN01269
OG0002060	SCHMD13685, SCHMD22795	HUMAN08796
OG0002062	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072	HUMAN09834, HUMAN14941, HUMAN14940
OG0002063	SCHMD21953, SCHMD12086, SCHMD11388	HUMAN28682
OG0002065	SCHMD04658	HUMAN11195
OG0002068	SCHMD20105	HUMAN08933, HUMAN15823
OG0002073	SCHMD20304, SCHMD22775, SCHMD03169	HUMAN23862, HUMAN23861, HUMAN20828, HUMAN18650
OG0002074	SCHMD07745, SCHMD18280, SCHMD01157	HUMAN29515, HUMAN29516, HUMAN29517
OG0002076	SCHMD28435, SCHMD28300	HUMAN06613, HUMAN20823
OG0002077	SCHMD01377	HUMAN12493, HUMAN12495, HUMAN12494, HUMAN02943
OG0002078	SCHMD24719, SCHMD11692, SCHMD24733, SCHMD25810	HUMAN13179
OG0002080	SCHMD17823, SCHMD17826, SCHMD20969, SCHMD28760	HUMAN07100, HUMAN12467
OG0002081	SCHMD20577, SCHMD12884, SCHMD21807	HUMAN07746
OG0002085	SCHMD24654	HUMAN08803, HUMAN04915, HUMAN04913, HUMAN04914, HUMAN16999, HUMAN08802
OG0002086	SCHMD03131	HUMAN14543
OG0002087	SCHMD07766	HUMAN29203
OG0002088	SCHMD01447	HUMAN03872, HUMAN06262
OG0002089	SCHMD26378, SCHMD02939	HUMAN02074
OG0002091	SCHMD18712, SCHMD22802	HUMAN26748, HUMAN10794, HUMAN10793, HUMAN10792, HUMAN07160, HUMAN07159, HUMAN07158
OG0002093	SCHMD12873, SCHMD16751, SCHMD14180	HUMAN25025
OG0002095	SCHMD10706, SCHMD04399	HUMAN24148, HUMAN22379, HUMAN09146
OG0002096	SCHMD19108, SCHMD19170	HUMAN07201, HUMAN07202
OG0002097	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424	HUMAN22005, HUMAN29689, HUMAN22006, HUMAN22007
OG0002099	SCHMD02814	HUMAN18988
OG0002101	SCHMD15902	HUMAN28559, HUMAN28561, HUMAN28560, HUMAN28558
OG0002103	SCHMD03652	HUMAN04751, HUMAN30155, HUMAN30139, HUMAN30145, HUMAN30144
OG0002104	SCHMD13430, SCHMD13219, SCHMD07798	HUMAN11028
OG0002105	SCHMD04684	HUMAN03871, HUMAN03870, HUMAN06146
OG0002106	SCHMD29823, SCHMD29437	HUMAN23038, HUMAN24893
OG0002107	SCHMD17132, SCHMD27313	HUMAN03751
OG0002108	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153	HUMAN17009, HUMAN25939, HUMAN08879
OG0002122	SCHMD07268	HUMAN09148
OG0002122	SCHMD07269, SCHMD02288	HUMAN09151
OG0002124	SCHMD03099	HUMAN28973
OG0002125	SCHMD01906	HUMAN20376
OG0002127	SCHMD08650, SCHMD03483	HUMAN18531
OG0002129	SCHMD22869	HUMAN05263, HUMAN19676, HUMAN30581, HUMAN22903, HUMAN22904
OG0002131	SCHMD13328, SCHMD15542	HUMAN28897, HUMAN28898
OG0002134	SCHMD15178	HUMAN11520, HUMAN11519, HUMAN28025, HUMAN28029, HUMAN28027, HUMAN28026, HUMAN28028
OG0002138	SCHMD05605	HUMAN06987, HUMAN06986
OG0002139	SCHMD09027	HUMAN02727, HUMAN08986
OG0002141	SCHMD13856	HUMAN07727, HUMAN22320, HUMAN22319
OG0002142	SCHMD02227	HUMAN14271
OG0002144	SCHMD08032	HUMAN07163, HUMAN10788, HUMAN10789, HUMAN07164, HUMAN07161
OG0002145	SCHMD12978	HUMAN06915, HUMAN06914
OG0002147	SCHMD20896, SCHMD24159	HUMAN21834, HUMAN21835, HUMAN21833
OG0002148	SCHMD13024, SCHMD06006	HUMAN09309
OG0002149	SCHMD00788	HUMAN12807, HUMAN02982
OG0002152	SCHMD18533, SCHMD18027, SCHMD20477	HUMAN24926
OG0002155	SCHMD08600	HUMAN26335, HUMAN26336
OG0002156	SCHMD11093	HUMAN23074
OG0002158	SCHMD07812	HUMAN24486, HUMAN24482, HUMAN24481, HUMAN24484, HUMAN24483
OG0002159	SCHMD10603, SCHMD12359	HUMAN04258, HUMAN16343
OG0002160	SCHMD03531, SCHMD05686	HUMAN30547, HUMAN30546
OG0002160	SCHMD13784, SCHMD24695, SCHMD12476, SCHMD27951, SCHMD03338	HUMAN30548
OG0002162	SCHMD03583, SCHMD23655, SCHMD18455, SCHMD26112, SCHMD26238, SCHMD14051, SCHMD04345	HUMAN02073, HUMAN29318, HUMAN29319
OG0002163	SCHMD00119	HUMAN06865, HUMAN04226, HUMAN06864, HUMAN02356
OG0002164	SCHMD10444, SCHMD06294, SCHMD20863, SCHMD17369	HUMAN18639
OG0002166	SCHMD22548	HUMAN07297, HUMAN26751, HUMAN10918, HUMAN10916
OG0002167	SCHMD06677	HUMAN26280, HUMAN23897, HUMAN27666, HUMAN27667
OG0002168	SCHMD00757	HUMAN28277, HUMAN28276, HUMAN28275, HUMAN17195
OG0002169	SCHMD19182, SCHMD07925	HUMAN17132, HUMAN03434
OG0002170	SCHMD16963	HUMAN16364
OG0002171	SCHMD05133, SCHMD13789	HUMAN18925, HUMAN08132, HUMAN18929
OG0002172	SCHMD03160, SCHMD03161	HUMAN05082, HUMAN21374, HUMAN21373
OG0002174	SCHMD24186, SCHMD11866	HUMAN20167, HUMAN09473, HUMAN09474
OG0002175	SCHMD09343, SCHMD14948	HUMAN01262, HUMAN29256
OG0002175	SCHMD24043, SCHMD19181	HUMAN28064, HUMAN25497, HUMAN16983, HUMAN25495
OG0002177	SCHMD05408	HUMAN15512, HUMAN25741, HUMAN08516
OG0002178	SCHMD23121	HUMAN24840
OG0002179	SCHMD03681	HUMAN25017
OG0002179	SCHMD03680	HUMAN25015, HUMAN25016
OG0002182	SCHMD00111	HUMAN26866, HUMAN01426, HUMAN26865, HUMAN26864
OG0002184	SCHMD08541	HUMAN14768
OG0002185	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407	HUMAN11287, HUMAN11285, HUMAN11271
OG0002186	SCHMD11250	HUMAN18439, HUMAN20709
OG0002188	SCHMD07090	HUMAN18175
OG0002189	SCHMD03295	HUMAN09640
OG0002190	SCHMD06253, SCHMD20396	HUMAN15760, HUMAN05616, HUMAN21255, HUMAN21256
OG0002191	SCHMD16045	HUMAN20700, HUMAN06414, HUMAN17809
OG0002192	SCHMD09378, SCHMD11311	HUMAN00767
OG0002196	SCHMD04892, SCHMD04891	HUMAN03221, HUMAN03218
OG0002202	SCHMD08383, SCHMD24078, SCHMD00624, SCHMD16947	HUMAN08958
OG0002203	SCHMD20001	HUMAN11297, HUMAN11300, HUMAN13823, HUMAN19235
OG0002209	SCHMD05613	HUMAN20365, HUMAN24987
OG0002209	SCHMD22882, SCHMD13863	HUMAN29844
OG0002211	SCHMD29435	HUMAN11726
OG0002213	SCHMD01017	HUMAN02703
OG0002216	SCHMD20521	HUMAN26776
OG0002222	SCHMD17607, SCHMD07921	HUMAN18518, HUMAN18519
OG0002223	SCHMD11701	HUMAN02421, HUMAN02422, HUMAN06736
OG0002224	SCHMD07940, SCHMD07939	HUMAN03121, HUMAN26274
OG0002225	SCHMD03290	HUMAN15442, HUMAN15441, HUMAN04945, HUMAN04946
OG0002226	SCHMD00937	HUMAN14861, HUMAN14859, HUMAN22446
OG0002227	SCHMD09350, SCHMD09896	HUMAN28363, HUMAN28362, HUMAN28361
OG0002229	SCHMD09620, SCHMD21635	HUMAN19714
OG0002233	SCHMD13734	HUMAN29780
OG0002235	SCHMD15174, SCHMD00911	HUMAN17190, HUMAN24315, HUMAN24316, HUMAN27517
OG0002239	SCHMD29729	HUMAN01599
OG0002239	SCHMD00548	HUMAN10125, HUMAN23236
OG0002240	SCHMD15638, SCHMD19507, SCHMD19508, SCHMD15639	HUMAN21963
OG0002241	SCHMD19113	HUMAN20013, HUMAN24854, HUMAN20014
OG0002242	SCHMD08603, SCHMD18345, SCHMD08057, SCHMD10008, SCHMD29065, SCHMD24226	HUMAN28144
OG0002244	SCHMD25722	HUMAN30020, HUMAN28593
OG0002252	SCHMD16344	HUMAN06074, HUMAN13562, HUMAN13563, HUMAN13561, HUMAN10150, HUMAN10149
OG0002254	SCHMD07846	HUMAN03468, HUMAN29464, HUMAN20711, HUMAN29501
OG0002254	SCHMD07848	HUMAN03470
OG0002257	SCHMD26955	HUMAN16801, HUMAN09320, HUMAN16802
OG0002259	SCHMD08992	HUMAN11708, HUMAN20011
OG0002260	SCHMD15145, SCHMD14592, SCHMD17897, SCHMD04140, SCHMD05670	HUMAN02500, HUMAN08659
OG0002261	SCHMD15654, SCHMD22485	HUMAN26610, HUMAN26609
OG0002263	SCHMD05522	HUMAN21617
OG0002264	SCHMD24103	HUMAN30321, HUMAN00757
OG0002265	SCHMD27098, SCHMD25159, SCHMD22941	HUMAN27342, HUMAN28204
OG0002266	SCHMD06724	HUMAN13024, HUMAN13023, HUMAN13025
OG0002268	SCHMD10895	HUMAN26212
OG0002270	SCHMD15276	HUMAN17941, HUMAN20351
OG0002272	SCHMD08789, SCHMD22434	HUMAN28420
OG0002274	SCHMD28532, SCHMD15034	HUMAN10933, HUMAN10930, HUMAN10931, HUMAN10934, HUMAN26362
OG0002275	SCHMD18381	HUMAN16653, HUMAN16654, HUMAN00621, HUMAN19061, HUMAN28062, HUMAN16655
OG0002278	SCHMD20539, SCHMD10373, SCHMD15432, SCHMD10372	HUMAN15574, HUMAN08614
OG0002279	SCHMD01549, SCHMD01546	HUMAN07773, HUMAN17618
OG0002280	SCHMD12278	HUMAN25412, HUMAN00533
OG0002282	SCHMD02902, SCHMD23794	HUMAN14852, HUMAN24776, HUMAN24779, HUMAN24778, HUMAN24777
OG0002283	SCHMD03900, SCHMD01733	HUMAN03213, HUMAN23086
OG0002284	SCHMD15028	HUMAN28860, HUMAN01016
OG0002287	SCHMD14731, SCHMD14911	HUMAN19237, HUMAN13819, HUMAN19236
OG0002288	SCHMD19642, SCHMD22333, SCHMD13464	HUMAN22780, HUMAN23814
OG0002292	SCHMD12492	HUMAN20567
OG0002292	SCHMD07306	HUMAN04304
OG0002293	SCHMD09386	HUMAN25669, HUMAN29640, HUMAN00645, HUMAN25668
OG0002294	SCHMD07707	HUMAN28915, HUMAN01132
OG0002295	SCHMD06639	HUMAN15037
OG0002297	SCHMD06067, SCHMD11073, SCHMD06071, SCHMD08919, SCHMD15076	HUMAN00943
OG0002314	SCHMD21034	HUMAN17398
OG0002316	SCHMD00365, SCHMD09509	HUMAN00675, HUMAN00674, HUMAN29642, HUMAN29641
OG0002319	SCHMD04979	HUMAN21817
OG0002320	SCHMD23839, SCHMD25321	HUMAN05611, HUMAN19558, HUMAN19557
OG0002321	SCHMD19583	HUMAN17177
OG0002325	SCHMD12741, SCHMD02197	HUMAN15321, HUMAN15322, HUMAN19341, HUMAN19574
OG0002326	SCHMD16849	HUMAN25742
OG0002327	SCHMD04037	HUMAN30541, HUMAN23011, HUMAN21036
OG0002327	SCHMD11011	HUMAN30542
OG0002329	SCHMD14716	HUMAN11413
OG0002331	SCHMD05746	HUMAN19166, HUMAN14100, HUMAN14101
OG0002332	SCHMD15876	HUMAN17088
OG0002334	SCHMD23234	HUMAN23188, HUMAN21398
OG0002335	SCHMD10804	HUMAN02991, HUMAN02989, HUMAN02990
OG0002337	SCHMD00113	HUMAN07216, HUMAN13125
OG0002337	SCHMD00114	HUMAN07217
OG0002340	SCHMD17004, SCHMD12020	HUMAN27848
OG0002340	SCHMD13563, SCHMD20235	HUMAN27846
OG0002341	SCHMD26460, SCHMD08087, SCHMD22683	HUMAN03985
OG0002342	SCHMD22295, SCHMD21175	HUMAN24578, HUMAN24577, HUMAN16588, HUMAN00649
OG0002343	SCHMD04508	HUMAN03892, HUMAN19683
OG0002344	SCHMD18349	HUMAN11772, HUMAN07290, HUMAN07289
OG0002346	SCHMD25995	HUMAN04432
OG0002348	SCHMD29339	HUMAN08458, HUMAN04091
OG0002349	SCHMD05252	HUMAN11133
OG0002349	SCHMD15867, SCHMD00212, SCHMD28145, SCHMD06312	HUMAN22174
OG0002350	SCHMD11791, SCHMD05337	HUMAN02296, HUMAN02295
OG0002352	SCHMD11120	HUMAN26134, HUMAN26135, HUMAN26133
OG0002355	SCHMD13322	HUMAN22890, HUMAN24369, HUMAN24368, HUMAN24367
OG0002356	SCHMD06573, SCHMD14519	HUMAN05813, HUMAN16034
OG0002357	SCHMD07180, SCHMD07348	HUMAN25726
OG0002358	SCHMD12408, SCHMD07945, SCHMD07946	HUMAN06090
OG0002359	SCHMD15891	HUMAN09276, HUMAN09278
OG0002359	SCHMD07349	HUMAN09279, HUMAN09277
OG0002361	SCHMD19885, SCHMD19235, SCHMD20081, SCHMD25103	HUMAN18700, HUMAN08727
OG0002362	SCHMD13230	HUMAN14238, HUMAN28776, HUMAN09925, HUMAN14237
OG0002363	SCHMD26399	HUMAN10308, HUMAN13337
OG0002366	SCHMD20747, SCHMD23587, SCHMD15000	HUMAN19021, HUMAN27927, HUMAN11549
OG0002367	SCHMD07520	HUMAN23440, HUMAN23441
OG0002368	SCHMD19036	HUMAN08785, HUMAN08788, HUMAN16937
OG0002370	SCHMD03014	HUMAN16385
OG0002371	SCHMD25183, SCHMD07417	HUMAN02548, HUMAN08900
OG0002372	SCHMD13875	HUMAN10836
OG0002374	SCHMD10513, SCHMD09821	HUMAN13711, HUMAN19212
OG0002375	SCHMD24554	HUMAN26013
OG0002376	SCHMD18335, SCHMD24761	HUMAN08832, HUMAN04793, HUMAN04794
OG0002379	SCHMD22995, SCHMD22909	HUMAN21651, HUMAN11813, HUMAN11812
OG0002379	SCHMD07115, SCHMD22908	HUMAN14399
OG0002383	SCHMD11815, SCHMD29794, SCHMD03773, SCHMD10749, SCHMD29150, SCHMD14643, SCHMD07626, SCHMD10095, SCHMD24864, SCHMD07902, SCHMD27779, SCHMD19538	HUMAN05663
OG0002395	SCHMD00535, SCHMD01059	HUMAN00976, HUMAN00977, HUMAN28470, HUMAN28469, HUMAN28468
OG0002396	SCHMD05257	HUMAN04896, HUMAN17031
OG0002402	SCHMD14145, SCHMD21289	HUMAN28349, HUMAN28350
OG0002404	SCHMD28367	HUMAN01200
OG0002404	SCHMD04087	HUMAN01199, HUMAN14844
OG0002405	SCHMD07257	HUMAN27479
OG0002406	SCHMD19891	HUMAN05709, HUMAN11344, HUMAN05707, HUMAN05708
OG0002407	SCHMD07149	HUMAN30305, HUMAN03387
OG0002408	SCHMD05812, SCHMD19514	HUMAN28040
OG0002409	SCHMD06262	HUMAN30558, HUMAN02835
OG0002410	SCHMD00520	HUMAN19269, HUMAN19268
OG0002411	SCHMD25076, SCHMD25353	HUMAN01621, HUMAN09554, HUMAN01620
OG0002412	SCHMD05052	HUMAN03845
OG0002413	SCHMD06075	HUMAN14693
OG0002414	SCHMD12778, SCHMD15427, SCHMD24855, SCHMD21960	HUMAN13805, HUMAN19247
OG0002415	SCHMD12484	HUMAN03247
OG0002418	SCHMD13033	HUMAN07184, HUMAN05898
OG0002420	SCHMD24163	HUMAN15452, HUMAN15451, HUMAN09249, HUMAN17056, HUMAN17055, HUMAN17057
OG0002421	SCHMD10399	HUMAN09616, HUMAN09615, HUMAN11189, HUMAN11188
OG0002422	SCHMD10713, SCHMD26768	HUMAN30114, HUMAN03138
OG0002423	SCHMD05924, SCHMD22834, SCHMD12277	HUMAN26188
OG0002423	SCHMD05922, SCHMD05923	HUMAN21560
OG0002424	SCHMD02494	HUMAN22080
OG0002425	SCHMD24887, SCHMD14524	HUMAN00382, HUMAN00383
OG0002426	SCHMD12164	HUMAN20163
OG0002427	SCHMD25589	HUMAN06811, HUMAN06810, HUMAN04260, HUMAN04261, HUMAN02336, HUMAN02335
OG0002433	SCHMD21728, SCHMD26253, SCHMD07182, SCHMD18419, SCHMD21667	HUMAN13299
OG0002436	SCHMD26728, SCHMD17346	HUMAN20017, HUMAN20016, HUMAN20015, HUMAN26419
OG0002437	SCHMD26512	HUMAN29423
OG0002438	SCHMD05551	HUMAN06499, HUMAN06500, HUMAN17923, HUMAN17922
OG0002439	SCHMD17265	HUMAN02864
OG0002441	SCHMD16958, SCHMD27293, SCHMD09124	HUMAN30009
OG0002442	SCHMD18162, SCHMD16393, SCHMD18149	HUMAN16431
OG0002443	SCHMD01789	HUMAN06724, HUMAN06723
OG0002445	SCHMD05650	HUMAN00497
OG0002446	SCHMD14541	HUMAN20214
OG0002446	SCHMD28630	HUMAN20216, HUMAN20215
OG0002447	SCHMD02992	HUMAN09179
OG0002450	SCHMD23688	HUMAN01809, HUMAN23540, HUMAN23541
OG0002451	SCHMD16281, SCHMD21361	HUMAN20991
OG0002451	SCHMD14654	HUMAN06898
OG0002453	SCHMD08660, SCHMD06735	HUMAN05698, HUMAN05699
OG0002454	SCHMD10051	HUMAN26457, HUMAN07300, HUMAN26455, HUMAN26456
OG0002455	SCHMD29092	HUMAN00115, HUMAN21774
OG0002456	SCHMD12997, SCHMD01810	HUMAN20719, HUMAN12651
OG0002457	SCHMD14122, SCHMD08116	HUMAN08857
OG0002461	SCHMD06528	HUMAN07558, HUMAN22942
OG0002462	SCHMD06187	HUMAN18890, HUMAN18889, HUMAN18891
OG0002476	SCHMD03267	HUMAN25139, HUMAN11340, HUMAN11341
OG0002478	SCHMD10684, SCHMD02670	HUMAN24277, HUMAN28699, HUMAN24276
OG0002486	SCHMD29822, SCHMD18567, SCHMD19075	HUMAN02600, HUMAN02597, HUMAN02601, HUMAN02598, HUMAN02599
OG0002487	SCHMD08461, SCHMD18396	HUMAN08389, HUMAN02641
OG0002489	SCHMD13917	HUMAN03673
OG0002490	SCHMD04533	HUMAN30506, HUMAN26817, HUMAN26816, HUMAN26815
OG0002491	SCHMD27390, SCHMD26421	HUMAN23660, HUMAN14212, HUMAN23661
OG0002492	SCHMD26859, SCHMD28821, SCHMD26225, SCHMD06451, SCHMD15482, SCHMD09218, SCHMD23936, SCHMD18978, SCHMD22686, SCHMD27456, SCHMD09605, SCHMD02714	HUMAN18352, HUMAN18351
OG0002493	SCHMD11626	HUMAN25011, HUMAN25012
OG0002494	SCHMD11104	HUMAN27784, HUMAN19149, HUMAN27783, HUMAN19150, HUMAN19148, HUMAN27785
OG0002495	SCHMD09550, SCHMD16662, SCHMD19451, SCHMD16789	HUMAN17937
OG0002496	SCHMD10467	HUMAN28683, HUMAN28684, HUMAN10156
OG0002497	SCHMD08307	HUMAN12673, HUMAN20584
OG0002499	SCHMD15190, SCHMD14873	HUMAN00044
OG0002501	SCHMD00161	HUMAN13100, HUMAN13102, HUMAN13101
OG0002504	SCHMD02702, SCHMD02703	HUMAN19931
OG0002505	SCHMD16408, SCHMD16409, SCHMD16413, SCHMD16410	HUMAN26605
OG0002507	SCHMD13076	HUMAN28896, HUMAN01305, HUMAN28924
OG0002508	SCHMD05679	HUMAN19865
OG0002509	SCHMD16881, SCHMD26540	HUMAN03306
OG0002510	SCHMD16402, SCHMD22142	HUMAN05353
OG0002511	SCHMD22603	HUMAN26058, HUMAN26057, HUMAN18058
OG0002515	SCHMD06213, SCHMD17644, SCHMD09936	HUMAN09943
OG0002515	SCHMD01233	HUMAN28526, HUMAN09941
