Orthogroup	SCHMD	YEAST
OG0007810	SCHMD02712	YEAST06278
OG0007811	SCHMD17086, SCHMD14179	YEAST05686
OG0007816	SCHMD10692, SCHMD21553	YEAST00605
OG0007825	SCHMD10602	YEAST05054
OG0007827	SCHMD11981	YEAST01279
OG0007829	SCHMD05047	YEAST02649
OG0007830	SCHMD06198	YEAST03594
OG0007831	SCHMD01922	YEAST03693
OG0007848	SCHMD10763	YEAST03711
OG0007858	SCHMD16060	YEAST03196
OG0007918	SCHMD04862	YEAST04092
OG0007942	SCHMD17044, SCHMD16825	YEAST03545
OG0007943	SCHMD05794	YEAST03288
OG0007947	SCHMD01811	YEAST02420
OG0007958	SCHMD06124	YEAST01011
OG0007971	SCHMD18597, SCHMD10408	YEAST03990
OG0007976	SCHMD12628	YEAST02259
OG0007978	SCHMD06883	YEAST01491
OG0007991	SCHMD23963	YEAST02341
OG0007996	SCHMD12658	YEAST04079
OG0007998	SCHMD09076, SCHMD14609	YEAST00688
OG0008008	SCHMD10303	YEAST02355
OG0008030	SCHMD06361	YEAST00039
OG0008031	SCHMD07106	YEAST04719
OG0008038	SCHMD19808	YEAST05601
OG0008045	SCHMD01227	YEAST01345
OG0008056	SCHMD07503	YEAST04542
OG0008069	SCHMD01844	YEAST00959
OG0008074	SCHMD11074, SCHMD06066	YEAST05664
OG0008079	SCHMD20114	YEAST03108
OG0008085	SCHMD09017	YEAST04107
OG0008091	SCHMD06256	YEAST06200
OG0008100	SCHMD01273	YEAST03959
OG0008103	SCHMD17469	YEAST05352
OG0008105	SCHMD25390, SCHMD14792	YEAST03324
OG0008110	SCHMD13980, SCHMD18485	YEAST00121
OG0008122	SCHMD15610	YEAST01663
OG0008127	SCHMD21817, SCHMD12498	YEAST05342
OG0008136	SCHMD15183	YEAST02756
OG0008201	SCHMD02565	YEAST01163
OG0008208	SCHMD04911	YEAST04341
OG0008275	SCHMD02126	YEAST05358
OG0008281	SCHMD05027	YEAST01387
OG0008348	SCHMD08325	YEAST03383
OG0008401	SCHMD14767	YEAST02115
OG0008403	SCHMD28274	YEAST01318
OG0008404	SCHMD00779	YEAST02842
OG0008416	SCHMD11640	YEAST05168
OG0008432	SCHMD29562	YEAST01317
OG0008524	SCHMD13695, SCHMD25478	YEAST02216
OG0008540	SCHMD02327	YEAST02219
OG0008601	SCHMD29284, SCHMD21138, SCHMD24337	YEAST03150
OG0008620	SCHMD03945	YEAST00843
OG0008654	SCHMD24065, SCHMD27002, SCHMD24064	YEAST03590
OG0008680	SCHMD00431	YEAST02511
OG0008681	SCHMD25534	YEAST04884
OG0008689	SCHMD01073, SCHMD18960, SCHMD19009	YEAST05237
OG0008789	SCHMD02275	YEAST05903
OG0008794	SCHMD07174	YEAST01976, YEAST00168, YEAST00957
OG0008824	SCHMD07471	YEAST01698
OG0008872	SCHMD07607	YEAST03799
OG0008903	SCHMD15652, SCHMD15797	YEAST01637
OG0008913	SCHMD01125	YEAST03181, YEAST03769
OG0008933	SCHMD29780	YEAST01777, YEAST01780
OG0008943	SCHMD00374	YEAST01762, YEAST01758, YEAST01763, YEAST01764
OG0008943	SCHMD28863	YEAST01760, YEAST01759, YEAST01761
OG0008990	SCHMD05053	YEAST02040
OG0009026	SCHMD08538, SCHMD00381, SCHMD28384, SCHMD21640, SCHMD15516, SCHMD07679, SCHMD24283, SCHMD09922, SCHMD25570, SCHMD00388, SCHMD00736, SCHMD25572, SCHMD17176, SCHMD14512, SCHMD28564, SCHMD25822, SCHMD20043, SCHMD18730	YEAST00390, YEAST06086
OG0009035	SCHMD27413, SCHMD28330, SCHMD29040	YEAST01128, YEAST05875, YEAST00361, YEAST05812, YEAST00586, YEAST01487, YEAST00293, YEAST01012, YEAST00294, YEAST05435, YEAST03826, YEAST05866, YEAST03751, YEAST02686, YEAST02104, YEAST04935, YEAST04933, YEAST01797
OG0009078	SCHMD03858	YEAST02676
OG0009105	SCHMD29027	YEAST02501
OG0009115	SCHMD04961, SCHMD24724	YEAST05628, YEAST04158
OG0009225	SCHMD06569, SCHMD09095	YEAST01052
OG0009344	SCHMD21844	YEAST03868
OG0009396	SCHMD29213, SCHMD13437	YEAST03896
OG0009451	SCHMD01015	YEAST05755, YEAST04763
OG0009486	SCHMD28400	YEAST00324
OG0009649	SCHMD29215	YEAST01825
OG0009654	SCHMD11529, SCHMD10542	YEAST04221
OG0009737	SCHMD00059, SCHMD02313	YEAST02025
OG0009911	SCHMD21137, SCHMD08065	YEAST03388
OG0009926	SCHMD29323	YEAST03054
OG0009994	SCHMD14354	YEAST06045
OG0010054	SCHMD29170, SCHMD29287, SCHMD29671, SCHMD28255, SCHMD27264	YEAST01026
OG0010346	SCHMD01346	YEAST00902, YEAST04286
OG0010369	SCHMD06263	YEAST01224
OG0010372	SCHMD02543	YEAST02145
OG0010570	SCHMD14073	YEAST03006
OG0010876	SCHMD00051	YEAST02678
OG0011003	SCHMD00814	YEAST03808
OG0011111	SCHMD08835, SCHMD08834, SCHMD08833	YEAST00210
OG0011258	SCHMD00702	YEAST02930
OG0011313	SCHMD20909	YEAST03172
OG0011414	SCHMD03039	YEAST04503
OG0011464	SCHMD29699, SCHMD27417	YEAST01096
OG0011869	SCHMD00108	YEAST04156
OG0012383	SCHMD14005, SCHMD13822, SCHMD07225, SCHMD13821, SCHMD20865, SCHMD04613, SCHMD27374, SCHMD14790	YEAST02624
OG0012801	SCHMD11811	YEAST04938, YEAST04971
OG0014156	SCHMD12928	YEAST06334
OG0016027	SCHMD29598	YEAST00487, YEAST01001
OG0016568	SCHMD04407	YEAST04611, YEAST02099, YEAST04870
OG0016569	SCHMD05102	YEAST04871, YEAST02100, YEAST04612
OG0017617	SCHMD28452, SCHMD28454	YEAST05589
OG0017787	SCHMD29788	YEAST05167
OG0018377	SCHMD29537	YEAST01977
OG0018377	SCHMD29536	YEAST05238
OG0018378	SCHMD29067	YEAST03228, YEAST05359
OG0018379	SCHMD29790	YEAST02462
OG0018440	SCHMD10643, SCHMD22408	YEAST00661
OG0019668	SCHMD29564	YEAST00192, YEAST00382
OG0019905	SCHMD29486	YEAST04888
OG0020789	SCHMD28705, SCHMD29171	YEAST00406
OG0021988	SCHMD05555, SCHMD20435, SCHMD27649, SCHMD06935	YEAST03802
OG0021995	SCHMD07517, SCHMD07518, SCHMD21657, SCHMD08616	YEAST02857
OG0022033	SCHMD28469	YEAST02577, YEAST03930, YEAST04020, YEAST00884
OG0022636	SCHMD29407	YEAST03333
OG0022690	SCHMD28899	YEAST03637
OG0024049	SCHMD15680	YEAST03193
OG0024310	SCHMD28888	YEAST05310
OG0024322	SCHMD29322	YEAST01978
OG0024338	SCHMD29415	YEAST02780
OG0024343	SCHMD29751	YEAST00580
OG0024348	SCHMD29168	YEAST03455
OG0025698	SCHMD29455	YEAST04625
OG0025700	SCHMD29619, SCHMD29566	YEAST03649
OG0025796	SCHMD29257	YEAST03100
OG0026492	SCHMD29266	YEAST05289, YEAST01530, YEAST05290
OG0026493	SCHMD29350	YEAST05882, YEAST06262, YEAST05400
OG0030057	SCHMD29228	YEAST01466
OG0030099	SCHMD28679	YEAST01583
OG0030101	SCHMD29227	YEAST00495
OG0032454	SCHMD29755	YEAST03781
OG0033873	SCHMD29173	YEAST02886, YEAST01277
OG0033874	SCHMD29354	YEAST04202, YEAST04204
OG0033875	SCHMD29614	YEAST01301, YEAST04052
OG0049709	SCHMD26834	YEAST05262
OG0049710	SCHMD26835	YEAST05263
OG0049744	SCHMD29349	YEAST05927
OG0049746	SCHMD29390	YEAST03453
OG0049748	SCHMD29778	YEAST03488
OG0049749	SCHMD29834	YEAST03534
OG0049750	SCHMD29836	YEAST01212
