blastula	gastrula	elongation	early_larva	mitraria_larva	competent_larva	juvenile
OFUSG07942.1	0.18009905	0.781835	0.407813	0.12750495	0.272766	0.1933305	0.135143
OFUSG07943.1	0.7197435	0.8453005	0.452761	1.229979	2.40124	2.16193	5.7802
OFUSG07943.2	0.7717245	0.675235	1.575263	1.94374	1.574114	1.893525	6.02344
OFUSG07944.1	1.827375	3.66582	9.9596	8.0686	8.874625	10.94395	22.1824
OFUSG07945.1	7.7607	7.242805	7.451835	1.73903	1.347013	2.02342	1.62683
OFUSG07945.2	3.84912	28.27935	34.98565	13.7541	10.90918	4.85598	3.81702
OFUSG07946.1	0.60902	1.582105	0.3177265	0	0.2692595	0.330153	0.062944
OFUSG07947.1	0.249634	0.4385935	0.9101055	2.416755	0.1257625	0.06551285	0.222914
OFUSG07947.2	39.33025	74.10835	89.72	67.9636	27.46155	17.15005	29.0757
OFUSG07948.1	10.28691	10.20436	9.451065	13.41085	31.7654	21.1414	14.3854
OFUSG07949.1	4.120565	4.335465	3.141085	4.93573	15.8215	13.13655	9.23966
OFUSG07950.1	7.516095	6.25818	3.41964	3.606385	10.78915	22.5463	77.5479
OFUSG07951.1	0	0.854065	1.11729	3.272225	2.753115	1.36228	3.46432
OFUSG07951.2	8.11793	6.311055	5.79986	4.644115	15.1132	13.9867	5.28636
OFUSG07952.1	280.1875	327.1145	255.1545	151.4785	75.4668	64.85285	52.1942
OFUSG07953.1	19.93045	16.39555	17.89605	15.4548	16.7255	25.0096	28.029
OFUSG07954.1	20.1465	13.62869	20.51535	18.4816	20.63865	7.07461	7.59399
OFUSG07955.1	0.8800135	2.829605	1.939685	1.339015	0.757402	1.507345	4.27054
OFUSG07956.1	0.4992625	0.226052	0.2222805	0.177074	1.3746255	5.3153	9.38272
OFUSG07957.1	0.679519	0.2469635	0.02399145	0.04574325	0.0180088	0.1537761	0.598667
OFUSG07958.1	0	0.078089	0.0767675	0.4221295	0.2904555	0.7993755	0.541356
OFUSG07959.1	1.2508915	1.514965	1.0351715	0.9932735	0.3855755	0.133956	0.00266151
OFUSG07960.1	1.2358245	27.33095	53.3767	59.99835	76.21165	36.67845	25.2874
OFUSG07961.1	24.21995	7.92057	6.174975	11.03015	17.02955	11.4316	1.80352
OFUSG07962.1	9.93081	7.649555	12.63995	10.763285	10.9748	14.15995	12.5271
OFUSG07963.1	25.69425	9.9006	6.76355	6.848085	10.14568	13.01435	9.86303
OFUSG07964.1	16.169075	9.419835	18.9879	28.671	46.3746	56.43455	16.6078
OFUSG07964.2	1.17326	0.74314	1.290874	0.626952	1.687601	3.60115	5.53471
OFUSG07964.3	3.739285	1.1841675	2.54283	3.393535	6.35294	14.68485	2.65996
OFUSG07965.1	0.1308765	0.0191623	0.0907533	0.05173	0.07854115	0.7643545	0.766872
OFUSG07966.1	54.60925	50.95475	29.17815	17.7518	12.9937	8.272475	8.22618
OFUSG07967.1	616.3525	569.1435	453.875	381.854	315.064	169.742	156.177
OFUSG07968.1	548.599	602.526	660.768	693.554	860.7245	318.213	263.544
OFUSG07969.1	9.94792	10.638585	10.35083	9.30859	11.9466	13.0104	9.25832
OFUSG07970.1	79.1436	100.493	72.0683	52.34645	32.02875	24.173	15.1868
OFUSG07971.1	106.208	55.5997	47.73955	41.9569	33.99735	23.92125	21.3916
OFUSG07972.1	8.524125	8.63989	12.181915	12.325315	18.95965	20.4483	5.59478
OFUSG07973.1	16.8217	14.3243	14.32155	11.70645	11.37243	8.439915	9.85387
OFUSG07974.1	78.9388	78.59865	55.86785	41.36555	29.53525	26.6165	19.8781
OFUSG07974.2	8.2185	5.041275	2.19278	5.727985	2.692875	7.205325	0.105675
OFUSG07975.1	40.5358	24.24365	16.5814	9.62326	10.189175	5.2586	3.93814
OFUSG07976.1	6.685055	4.43709	2.75867	1.6272235	2.166665	5.26843	8.54999
OFUSG07977.1	1.506565	0.827368	0.1902625	0.659932	0.071553	0.902878	0.0423866
OFUSG07978.1	137.0825	40.9855	31.22215	30.72945	35.1425	37.0112	37.5465
OFUSG07979.1	6.92279	5.46181	8.74471	7.03838	5.682165	4.63484	8.46983
OFUSG07980.1	24.14515	10.30111	2.17671	0.8300095	1.796213	8.48976	3.39285
OFUSG07981.1	5.81342	6.4537	4.841325	5.81487	10.6216	23.31575	26.5399
OFUSG07982.1	0.162069	0.4650055	0	0.491489	0	0.0665695	0
OFUSG07983.1	0.089608	0.28857275	3.44828	17.5471	35.679	8.923075	8.66397
OFUSG07984.1	174.531	143.2265	104.3239	72.98025	33.07225	22.0465	22.2521
OFUSG07984.2	24.02375	10.73511	6.387395	2.55307	1.0998285	0.803263	2.67266
OFUSG07985.1	0.2439205	0.3144195	0.9178955	0.7536225	0.3147705	0.265524	11.8067
OFUSG07986.1	0.262495409331	0.15720775	1.795082	7.338605	14.21265	12.22917	27.927
OFUSG07986.2	0.104513	4.05999	18.02575	23.3554	8.99316	4.889165	6.01671
OFUSG07986.3	0.55331	4.59871	17.78485	29.24215	23.3688	18.8219	31.7638
OFUSG07987.1	0.38717645	0.478604	0.3002245	0.223328	0.200793	0.27259715	0.513174
OFUSG07988.1	0.0828695	0.221097	0.2787985	3.05476	3.195195	1.92336	0.911503
OFUSG07989.1	1.1345185	0.8905595	0.46632	0.4209215	0.338373	0.204502	0.464815
OFUSG07990.1	12.6124	28.8311	36.2988	23.4994	15.97505	10.17648	12.3005
OFUSG07991.1	31.2271	20.66545	16.3406	15.09915	19.24785	13.9476	9.46128
OFUSG07992.1	0	0	0	0	0	0	0
OFUSG07992.2	0.75433	0.76032	0.749965	0.839848	0.6896805	0.5725745	0.295262
OFUSG07992.3	6.773835	13.89716	17.1474	13.99445	10.24384	6.789185	8.18615
OFUSG07993.1	13.1113	3.864915	2.8605	3.9676	6.964605	13.3956	12.7063
OFUSG07993.2	21.512	4.81947	4.52812	5.883845	10.23288	13.0616	14.2743
OFUSG07994.1	5.74139	10.36694	19.38065	25.83355	19.6832	12.2503	8.26651
OFUSG07995.1	0.263327	0.1015575	0.0499626	0.02990435	0.0533705	0.00652285	0.0470037
OFUSG07996.1	0.34269025	0	0	0	0.1316281	1.242573	0.548837
OFUSG07997.1	113.9325	8.79398	3.57567	1.76193	1.91993	2.465015	2.45648
OFUSG07998.1	0.0452123	0.216642	0.151043	0	0.0507885	0.111563	0.222309
OFUSG07999.1	0	0.23539185	0	1.26844	2.74944	2.589175	1.82232
OFUSG07999.2	0	1.364103	0.7477875	0.178993	0.286118	0.01603595	0
OFUSG08000.1	13.7223	3.14777	2.15349	2.565325	11.237945	16.605895	24.8147
OFUSG08001.1	41.25745	27.72325	12.298425	6.48576	12.03635	23.09825	21.4864
OFUSG08002.1	43.72705	22.95535	15.739	11.46635	10.14937	13.28343	13.7878
OFUSG08003.1	9.91145	13.719295	8.24443	4.748525	4.515225	5.62081	5.46859
OFUSG08004.1	50.60145	57.79825	52.85785	39.8599	44.0585	28.49245	63.06
OFUSG08004.2	152.2855	187.4755	223.213	159.2085	127.105	54.63275	97.9371
OFUSG08004.3	0	0.0388032	0	0	0.04207925	0.00882395	0
OFUSG08005.1	4.746845	3.74	3.815485	3.015405	4.40526	1.34794	0.437104
OFUSG08006.1	108.91	148.911	167.0715	182.086	141.46	52.8361	34.9609
OFUSG08007.1	2.3024	14.89165	35.97625	41.96555	50.80015	33.71095	70.8147
OFUSG08007.2	0	0.289231	4.759825	57.48785	138.9365	57.0657	85.1746
OFUSG08007.3	7.04298	55.3778	154.482	231.992	227.487	78.72285	28.6557
OFUSG08007.4	8.040445	86.6531	197.746	249.3875	185.8595	109.48685	65.0582
OFUSG08008.1	0.7363655	0.417995	1.215055	1.99192	1.630355	1.811695	2.78196
OFUSG08009.1	53.7219	89.986	302.4535	1024.7	2075.375	1095.6	4615.3
OFUSG08010.1	0.173847	3.20958	77.2324	358.662	754.5585	377.4965	930.727
OFUSG08010.2	7.283705	19.52495	55.75235	84.17175	95.94945	66.2272	65.5807
OFUSG08010.3	2.92892	2.207835	4.982025	6.89226	6.103115	0.5911805	0.94329
OFUSG08010.4	300.3125	471.2335	739.001	1157.64	885.227	540.56	374.762
OFUSG08010.5	5.059445	5.991345	10.09073	17.35915	30.7003	82.5487	1213.35
OFUSG08011.1	10.826595	13.30862	21.9874	15.727	12.34005	6.42633	6.26271
OFUSG08012.1	21.9394	18.01495	15.56305	14.5318	9.865125	7.49237	6.68687
OFUSG08013.1	79.98395	24.0138	16.52165	12.072505	7.646525	5.664625	4.09692
OFUSG08014.1	0	0	0	0.3219345	0	0	0
OFUSG08014.2	14.8317	15.08776	14.08855	15.43975	12.7149	8.498955	11.9127
OFUSG08015.1	3.419125	4.145805	6.29917	6.278175	4.00461	3.327395	3.42901
OFUSG08016.1	497.6435	420.373	339.746	236.7	199.124	151.752	129.436
OFUSG08016.2	1.5506365	2.2594075	3.3041	6.368665	7.276415	9.84901	34.4089
OFUSG08017.1	88.178	95.4971	62.41055	43.9686	35.86385	33.9401	30.0745
OFUSG08017.2	9.257925	3.598415	8.118575	5.351025	5.948825	2.956065	4.86151
OFUSG08018.1	73.21965	15.15358	14.5252	11.01682	8.121805	9.36989	13.7305
OFUSG08019.1	0.29687	0.04137775	0.1421141	0.01905195	0.0512129	0.269999	1.43073
OFUSG08020.1	0.361588	0.132784	0.5851857	0.0604835	0.0579788	0.0463567	0.0593165
OFUSG08021.1	0.090263	0.0309712	0.0460034	0.0716235	0.04299265	0.05390885	0.199723
OFUSG08022.1	43.6561	19.8778	12.0001	13.08505	13.41015	9.44442	8.20962
OFUSG08023.1	48.17515	29.6512	30.38035	23.8179	12.84945	8.995315	6.45275
OFUSG08024.1	26.5689	10.898865	7.923755	8.864275	12.03985	12.0795	11.1868
OFUSG08024.2	1.444871	0.9125	0.872437	0.874125	0.2086775	0.85007	0.46071
OFUSG08025.1	1.1498795	1.181526	1.14037	0.729265	0.9590835	3.964175	61.2471
OFUSG08026.1	0	0.0725079	0	0.123204	0	0.01418749	0.309375
OFUSG08027.1	0.95783	1.38615	1.76093	1.76647	2.049635	2.457425	4.75248
OFUSG08028.1	18.01755	22.41345	16.36315	15.6745	17.2181	8.43108	4.13618
OFUSG08029.1	2.159275	3.069655	3.0889	2.14939	4.725315	2.87033	2.86917
OFUSG08030.1	0	0	0	0	0	0	0
OFUSG08030.2	4.662075	2.86014	2.79597	2.136765	2.307185	2.66849	3.8754
OFUSG08030.3	4.651615	7.93536	6.01504	3.915485	4.371335	3.24718	3.08784
OFUSG08031.1	81.4777	120.932	102.00785	71.5257	52.70815	24.48885	20.1812
OFUSG08032.1	100.96745	146.957	104.2028	67.9342	50.67415	45.9587	52.319
OFUSG08033.1	43.78595	33.29705	24.61075	17.4653	10.77434	7.00392	5.25997
OFUSG08034.1	106.5915	137.549	167.82	125.844	71.41535	29.4378	48.2897
OFUSG08035.1	10.4258	12.12792	11.58605	8.570505	6.84226	6.311755	6.81494
OFUSG08036.1	169.4065	224.771	331.179	344.2245	315.611	78.0416	285.151
OFUSG08037.1	25.10535	15.49455	11.27533	26.22405	32.8789	27.9637	25.0487
OFUSG08038.1	4.503255	52.2018	39.2571	7.185475	2.34991	2.07671	2.75531
OFUSG08039.1	35.44705	19.5957	21.6704	26.0821	31.9354	29.78485	8.01419
OFUSG08040.1	9.12983	8.884615	10.789435	8.85911	5.52105	3.938765	3.50059
OFUSG08041.1	1.700745	2.24636	5.78295	10.462155	6.664315	3.835815	4.34669
OFUSG08042.1	22.23695	15.2839	13.5302	9.537405	6.76843	1.643097	1.18353
OFUSG08042.2	23.31335	13.6569	10.8106	6.217625	4.898505	1.61658	1.49623
OFUSG08042.3	5.510545	2.37867	3.013415	4.23022	1.6527765	0.5830885	0
OFUSG08043.1	71.04835	49.74965	44.73915	40.1957	32.7436	34.8946	31.1075
OFUSG08044.1	6.606525	21.3431	28.93865	31.1577	41.80505	15.96825	11.2518
OFUSG08045.1	1.154195	0.33503	0.0631495	1.243559	1.195405	0.5113975	0.962274
OFUSG08045.2	1.897295	2.41608	2.597545	1.614155	2.451215	4.00846	7.33356
OFUSG08046.1	0.4637845	1.12283	17.36645	11.36945	5.169595	0.760603	0.188948
OFUSG08047.1	1.15623	0.316981	0.611493	0.382446	0.1646315	0.599863	0.0209677
OFUSG08047.2	27.95745	39.7323	33.0006	23.77085	18.6998	16.1714	12.4429
OFUSG08048.1	0.0615035	0.2732845	0.4367345	0.309535	6.809715	62.2499	6.73959
OFUSG08049.1	0	0.07359915	0.1139926	0.047416	0.0319821	18.351775	135.41
OFUSG08050.1	0.9397675	1.2914365	0.7513575	0.542272	0.5417495	4.46475	18.2798
OFUSG08050.2	0.075845	0.00730505	0	0	0	0.00520085	0.0434897
OFUSG08051.1	0.8800945	0.2916565	0	0	0.1433225	0.5448115	1.50984
OFUSG08052.1	0.1236045	0.4309375	0.1704955	0.383606	1.669265	1.815165	2.25205
OFUSG08052.2	0.225183	0.1592705	0.3013045	0.2362815	0.18444255	0.7644115	1.82584
OFUSG08053.1	981.9515	981.1155	865.9665	624.7825	433.444	390.5315	249.345
OFUSG08054.1	48.73055	24.36965	21.2114	19.1439	11.7526	10.230015	8.76332
OFUSG08054.2	0.28893085	1.197035	1.0259005	0.651656	0.444997	0.653639	0.417908
OFUSG08055.1	1.000185	0.617688	0.5300955	1.148028	0.8612335	0.603115	2.56638
OFUSG08056.1	2.06706	1.3787875	1.1296375	1.454362	4.24039	3.392435	3.09178
OFUSG08057.1	28.82745	38.9317	18.9908	10.64727	7.70899	7.830435	8.68459
OFUSG08058.1	98.2261	141.72855	97.88675	41.6636	19.87295	11.58815	10.2247
OFUSG08059.1	0.007318012	0.0106367	0.01716941	0.01297568	0.00645642	0.0795031	0.00201405
OFUSG08060.1	1.81456	0.3081045	0	0.268476	0	0.0236031	0
OFUSG08061.1	1.248985	0.3624275	0.579525	0.1353735	0	0.2585885	0
OFUSG08062.1	0.3579836	0.4169845	0.0905925	0.1900955	0.066102	0.2592795	0.417077
OFUSG08063.1	0.81527	2.099995	0.2116375	0.3441205	0.9975705	0.3859405	0.134625
OFUSG08064.1	1.915385	1.830997	1.89035	1.3676775	1.021498	1.042772	8.59333
OFUSG08065.1	2.41167	27.8252	16.18755	10.20966	8.66214	20.52665	23.3639
OFUSG08066.1	2.2933e-06	0.326672	5.54378	0.4123805529395	2.792255	0	0
OFUSG08067.1	0.21783315	0.3893305	0.788247	4.221115	10.84603	22.69795	48.1468
OFUSG08068.1	20.90325	6.30358	6.593675	5.940205	44.1006	8.030095	4.84088
OFUSG08069.1	0.4671975	1.1797185	1.539125	0.699128	72.363246	69.81615	1009.83
OFUSG08070.1	82.97475	160.9205	158.062	132.6835	159.7065	102.6925	95.0843
OFUSG08071.1	0.0164311	13.74525	26.59455	23.4319	15.96245	6.104005	11.4221
OFUSG08072.1	0	0.0389886	6.591595	21.4274	13.9914	20.7134	0.815079
OFUSG08072.2	0.1669413	1.602295	15.2653	18.6566	16.94115	6.894065	1.43484
OFUSG08073.1	46.2294	9.10614	9.912185	7.028435	6.857325	8.086775	10.1993
OFUSG08074.1	0.396299	0.3897315	1.028765	1.285805	0.8681075	0.8039205	0.881067
OFUSG08075.1	0.2354895	0.4870965	0	0	0.056541	0.044349	0
OFUSG08076.1	0.33108	0.0844235	0.0553585	0	0	0	0
OFUSG08077.1	2.40412	2.687003	1.758593	1.1046265	0.5399625	0.399895	0.0789861
OFUSG08078.1	8.7974e-10	0	0	0	0.122646	0.00483783	0.0202704
OFUSG08078.2	2.063165	6.880055	37.88785	79.6592	69.4482	47.01635	61.2001
OFUSG08079.1	153.2855	76.8132	72.365	87.62665	116.3646	115.36165	98.8215
OFUSG08080.1	0.5544105	1.692591	1.5075585	1.1830945	1.08639	1.1451255	3.35691
OFUSG08081.1	3.31281	5.5589	16.1571	13.16045	23.0443	46.09415	5.81912
OFUSG08082.1	20.0315	11.45185	10.611905	7.04475	5.953685	6.881805	6.49819
OFUSG08083.1	0	0	0	0	0	0	0.414087
OFUSG08083.2	0.967315	0.926184	0.694287	0.0813435	0.096482	4.959215	79.9663
OFUSG08084.1	0.581787	0.5035775	0.324904	1.75081	3.555885	2.67055	3.00644
OFUSG08085.1	21.87395	8.085955	5.185165	4.30634	5.08935	4.716325	3.73488
OFUSG08086.1	0.36057	0.207216	0.2038245	0.3198875	0.171236	0.292326	2.78021
OFUSG08087.1	16.5012	9.945925	11.68255	11.18995	11.26435	9.10818	8.51722
OFUSG08088.1	9.415745	4.389865	5.607225	3.60294	4.584635	4.776915	7.20653
OFUSG08089.1	45.471	15.5437	12.0232	10.481925	11.93775	13.0349	15.6522
OFUSG08090.1	9.34957	40.46595	66.4825	58.8956	28.0067	8.867515	1.4927
OFUSG08091.1	1.2801935	7.658385	3.787915	0.651457	0.88883	0.0369547675	5.01772
OFUSG08091.2	5.03674	7.02359	5.85123	4.055715	3.80116	5.67376	5.97416
OFUSG08091.3	2.607095	1.7669405	5.25462	5.324125	3.56534	5.008535	2.36748
OFUSG08091.4	0.089595	0.0574275	0	0.267345	1.296015	1.34991	4.69322
OFUSG08091.5	0.4527105	1.940025	4.24906	4.364875	4.9567	4.597535	1.32779
OFUSG08092.1	0.16500035	0.540264	1.093985	1.124435	0.6221965	0.5499065	1.37241
OFUSG08093.1	0	0	0	0	0	0	0
OFUSG08093.2	0	0	0	0	0	0	0
OFUSG08093.3	77.06435	26.00785	14.38425	12.70547	10.289305	9.630755	9.95034
OFUSG08093.4	26.74275	18.7439	12.68975	9.12052	4.100455	3.073115	4.71867
OFUSG08094.1	0.502544	0.7288125	0.4158065	0.689075	0.370351	2.42566	1.9049
OFUSG08095.1	6.346745	34.5094	31.7085	28.45185	43.93855	42.1935	44.9139
OFUSG08096.1	0.27308085	2.572005	0.43835	0.152575	0.3398455	0.14973	0.0986538
OFUSG08097.1	51.25285	84.1953	94.64455	115.9415	166.2435	108.53185	85.3911
OFUSG08098.1	1574.345	644.886	806.8995	1061.165	759.031	74.0495	137.821
OFUSG08099.1	23.9409	25.40765	21.29495	17.00985	14.0729	6.465155	3.74711
OFUSG08100.1	14.29105	8.55968	10.11833	15.29625	25.1271	30.44155	8.48847
OFUSG08101.1	24.3014	62.43285	47.89925	28.64795	13.53566	9.459335	6.07143
OFUSG08102.1	9.906475	4.207935	3.381245	2.777545	5.786155	7.39818	5.50125
OFUSG08103.1	0	0	0	0	0	0	0
OFUSG08102.2	18.52495	26.9513	27.6322	22.81985	17.2333	10.69555	10.5659
OFUSG08104.1	23.53695	12.201765	15.9326	8.759485	5.685375	2.71293	2.60219
OFUSG08105.1	0.0719101	0.04993105	0.05916665	0.1538602	0.0550649	0.0187356	0.0116913
OFUSG08106.1	0.1859525	3.37838	1.2600845	0.657248	0.303491	0.8697235	2.95351
OFUSG08107.1	0	0	0	0.2461515	0.4465845	44.2361	204.181
OFUSG08107.2	0	0	0	0	0.2635425	7.335825	82.5486
OFUSG08107.3	0.06044	0	0	0	0	0.3981535	11.7092
OFUSG08107.4	1.0693385	0.753748	0.541564	0.111707	0	6.702455	52.1766
OFUSG08108.1	0.1224439	1.946891	1.9589285	0.756179	0.2264495	24.319695	45.5881
OFUSG08109.1	0.101101	0.4308665	0.453873	0.5566785	0.0930701	0.3510029	75.8133
OFUSG08110.1	0	0.990481	0.3271065	0.3870165	0.3521725	0.3790355	189.971
OFUSG08111.1	0.07126149	0.4316205	3.95821	55.50025	168.557	47.95455	24.7767
OFUSG08112.1	0.1213355	0.115764	0.1334635	0.13349215	0.506981	0.1857721	0.0529705
OFUSG08113.1	0.05078275	0.087224	0.15023035	0.372872	0.453516	2.87724	3.02024
OFUSG08114.1	12.80315	10.091805	7.65043	7.126825	7.903155	3.70846	2.29531
OFUSG08115.1	21.02825	122.1235	147.9035	107.73675	50.96695	19.91855	13.4335
OFUSG08116.1	95.96855	125.907	141.8935	126.3865	109.52105	77.33165	69.2019
OFUSG08117.1	1.30931	0.4015735	0.351996	0.0987308	0.214721	0.147545	0.178224
OFUSG08118.1	5.021175	10.156615	8.117515	6.836825	6.31361	5.51551	2.88613
OFUSG08119.1	304.768	363.4945	287.3485	211.037	175.713	83.13615	66.6819
OFUSG08120.1	19.32895	7.046705	5.437495	4.162245	4.6957	6.080255	6.21303
OFUSG08121.1	0.0363709	0.213693	0.1982565	0.0356669	0.1503825	0.0629649	0.315424
OFUSG08122.1	140.4545	142.2905	84.10175	51.28625	25.9575	19.29225	21.2792
OFUSG08122.2	89.00605	84.5322	43.7372	21.15895	14.3908	12.1629	12.6148
OFUSG08122.3	6.609495	8.332295	9.002235	2.456615	1.7306495	2.24697	1.54945
OFUSG08123.1	1.011215	1.19959	0.6335455	0.7628	0.754955	0.3677415	1.61338
OFUSG08123.2	0.3200395	0	0.222943	0	0	0.03933185	1.39414
OFUSG08124.1	4.813945	2.373915	1.56809	2.864635	8.54585	8.590635	8.84467
OFUSG08125.1	0.1609268	0.35538	0.311472	4.69851	5.68913	6.90193	9.6619
OFUSG08126.1	24.1646	16.08715	9.21328	7.86469	8.55721	7.203255	6.24365
OFUSG08127.1	17.1499	12.6901	10.2159	7.973515	7.460585	6.17081	4.17814
OFUSG08128.1	22.09915	15.93245	8.018365	2.85469	0.3707185	0.3564025	0.500115
OFUSG08129.1	0.1859785	0.197062	0.248675	0.074847	0	0	0
OFUSG08130.1	0.560394	0.3713235	0.167728	0.09550195	0.0601416	0.837451	0.158342
OFUSG08131.1	0.844991	0.5411455	0.2503915	1.2976995	6.84888	5.69572	5.1635
OFUSG08132.1	0	0	0.0742755	0.0689055	0.0271428	1.66274	3.53281
OFUSG08133.1	0.018521	0.1257233	0.262222	0.197402	0.127025	4.444305	22.1228
OFUSG08134.1	0.4358735	0.816159	0.2679025	0.4180425	0.7517685	5.41363	13.1087
OFUSG08135.1	0.10854525	0.2264405	0.3213213	0.04379085	0.2627505	0.199712	0.0295625
OFUSG08136.1	0	0.181794	0.5934265	0.0566156	0.295549	0.16313095	0.189144
OFUSG08137.1	0	0.09571955	0.357904	0.22214995	1.37133	0.9826885	0.955444
OFUSG08138.1	1.08013	0.614151	0.8443655	0.8027	0.744533	0.719267	0.528512
OFUSG08139.1	0	0.356247	0.5274975	0.7508135	0.2792235	15.8255	36.1828
OFUSG08140.1	0.426072	0.4651255	3.363439	1.4077	1.6226805	8.05263	18.144
OFUSG08141.1	0.9540485	0.914651	1.1113525	1.438725	1.642625	8.82613	18.9365
OFUSG08142.1	0.110158	0.2891035	0.3741895	0.2597165	0.0670123	0.0358834	0.155823
OFUSG08143.1	0.3248865	0.072015	0.466381	1.4517645	2.50562	1.961525	1.96398
OFUSG08143.2	10.462145	1.275235	3.41385	27.13315	31.4337	21.56105	22.3157
OFUSG08144.1	142.2165	138.62845	63.7856	32.6533	24.6891	46.2876	43.1054
OFUSG08145.1	46.64265	153.2225	122.461	80.26445	37.72365	23.7798	21.0013
OFUSG08146.1	0.0416149	0	0.03898135	0.0361527	0	0.02390295	0.0889738
OFUSG08147.1	0	0	0	0	0	0	0
OFUSG08148.1	0.038137	0.3283555	0.250653	0.0798093	0.0955597	0.305341	0.208063
OFUSG08149.1	0.783226	7.33119	1.199749	1.702353	8.73564	18.78435	0.369781
OFUSG08150.1	0.126078	2.64404	3.596085	3.422645	5.13957	3.5516	4.84012
OFUSG08150.2	28.8168	9.972	13.3575	12.57575	10.22893	6.923705	9.67273
OFUSG08151.1	0.10417115	0.272185	0.3305555	0.197479	0.306304	0.393875	0.649414
OFUSG08152.1	0.2231265	0.431838	0.066645	0.0634395	0.2993625	1.073572	0.166284
OFUSG08153.1	141.3365	71.281	44.0298	31.8113	24.07765	26.1454	26.5425
OFUSG08154.1	2.802405	5.33768	6.428725	6.134975	6.021565	5.87158	3.6825
OFUSG08155.1	81.0989	85.4208	57.64775	36.7682	22.77275	17.41115	13.3109
OFUSG08156.1	51.51175	44.8099	24.23915	15.47	9.30392	7.92764	7.82383
OFUSG08157.1	141.607	35.7356	26.285	25.1592	22.25785	16.7744	12.2104
OFUSG08158.1	21.9836	18.21925	12.26268	15.2484	11.015035	6.31091	10.2787
OFUSG08159.1	129.2865	125.582	89.53035	55.4514	37.677	29.28535	34.9213
OFUSG08160.1	20.77845	30.9663	22.3983	20.929	8.469835	8.906205	27.9111
OFUSG08161.1	0.576238	5.942245	2.893	2.27828	2.56285	3.840925	11.2926
OFUSG08162.1	0	0.222882	0.10129525	0.1777654	0.1015488	1.025889	2.91666
OFUSG08163.1	6.651765	11.10129	16.4136	17.0025	14.63095	14.1923	16.7207
OFUSG08164.1	0.1498445	0.5252015	0.5525195	0.2529065	0	0.2806475	0.829575
OFUSG08164.2	0.147354	0.222209	0.565575	0.367696405	0.0726145	0.343802	1.27488
OFUSG08165.1	0.6520615	0.4365065	0.348885	0.052102	0.06594275	0.7412395	1.41412
OFUSG08166.1	0.71669	1.68303	10.81935	18.98195	8.277495	3.480375	1.57082
OFUSG08167.1	412.926	378.5435	199.464	105.886	73.85225	43.1405	36.8531
OFUSG08168.1	143.855	52.4689	49.36755	48.3009	34.3615	12.30025	8.29049
OFUSG08169.1	1.644155	6.63985	11.54735	15.806575	18.9905	15.03205	18.4504
OFUSG08169.2	0.4454114	0.6578115	5.275	19.9218	27.7592	18.01715	31.6405
OFUSG08169.3	1.63079	13.2036	25.6289	31.6127	22.4274	14.9638	20.979
OFUSG08170.1	0.7662375	0.156857	0.155514	0.04809125	0.0499495	0.1781098	0.186558
OFUSG08171.1	0.220425	2.015961	1.0121655	0.3108089	0.1757362	3.641	18.2112
OFUSG08172.1	31.63405	32.98275	39.53125	37.6767	33.29275	27.52605	27.3387
OFUSG08173.1	0.0685165	0.3874265	0.527288	1.18609	2.06024	1.96505	4.62387
OFUSG08174.1	0.1924585	0	0	0.3335345	2.141485	0.527535	2.45087
OFUSG08174.2	1.1108055	1.583691	1.532605	3.450415	8.617055	9.14098	11.0102
OFUSG08174.3	0	0.02922295	0	0	0.0507215	0.247173	0.500673
OFUSG08174.4	0.186806	0.4013565	0.1232555	0.113776	1.078015	0.9813865	1.26625
OFUSG08175.1	1.14539	1.1099335	2.160975	4.28294	10.317195	8.80418	12.7212
OFUSG08176.1	30.37315	11.9823	12.078985	11.08113	8.731315	4.8639	3.67341
OFUSG08177.1	85.9594	106.99805	99.47675	61.613	51.46715	24.79655	34.0514
OFUSG08178.1	2.37507	2.456995	2.1294	0.902453	2.69286	1.0699035	11.3249
OFUSG08179.1	25.00575	34.0998	32.0155	18.8731	11.502285	17.0289	55.1239
OFUSG08180.1	0	0.3896945	1.146655	0	0	0	0
OFUSG08181.1	0	0	0	0	0	3.82555	10.8257
OFUSG08182.1	1.08568	1.468795	0.764968	0.349086	0.216693	6.510105	21.8339
OFUSG08183.1	0.0178098	0.597221	0.3159835	0.9728045	4.67562	5.02766	2.65395
OFUSG08184.1	1.53083	2.88305	9.4925	19.3671	71.06185	128.035	134.987
OFUSG08185.1	25.96785	66.44165	206.037	336.374	364.0945	89.78825	15.1806
OFUSG08185.2	1.697275	13.53545	49.6141	95.4128	190.705	73.3518	10.279
OFUSG08186.1	0.9913145	1.13184	1.0973435	0.5571655	0.5836435	0.569722	0.562197
OFUSG08186.2	0.127629	0.0765355	0	0	0	0	0.0371469
OFUSG08187.1	147.1995	69.14285	46.0853	35.39355	15.16115	7.257315	9.77615
OFUSG08188.1	4.46331	5.34144	6.45395	6.7147	8.488055	6.936815	5.77935
OFUSG08189.1	15.5642	7.18183	3.98925	5.333005	16.33125	14.675	8.35705
OFUSG08190.1	4.66434	11.467645	29.228	31.94865	39.9464	21.45835	17.4124
OFUSG08191.1	0.649895	0	0	0	0.1390525	0.2497145	2.81441
OFUSG08191.2	0.0520025	0.097035	0	0.0683685	0.102012	0.0124496	0.124527
