Orthogroup	XENTR	CAPO3
OG0005016	XENTR14441	CAPO305499
OG0005021	XENTR09210, XENTR09368	CAPO304690
OG0005038	XENTR06375	CAPO301658
OG0005040	XENTR12533	CAPO300876
OG0005044	XENTR04058	CAPO307084
OG0005046	XENTR16374, XENTR16375	CAPO304846
OG0005047	XENTR01761	CAPO305932
OG0005048	XENTR09691	CAPO300857
OG0005053	XENTR11151	CAPO302547
OG0005057	XENTR01215	CAPO303573
OG0005058	XENTR01318	CAPO306731
OG0005059	XENTR07733	CAPO300063
OG0005061	XENTR15275	CAPO306602
OG0005062	XENTR03783	CAPO302106
OG0005064	XENTR08366	CAPO300249
OG0005067	XENTR06281	CAPO302289
OG0005069	XENTR16175	CAPO300204
OG0005071	XENTR08834	CAPO305606
OG0005073	XENTR17939	CAPO305547
OG0005075	XENTR06390	CAPO307362
OG0005076	XENTR11253	CAPO302885
OG0005077	XENTR11600	CAPO302160
OG0005079	XENTR03827	CAPO303799
OG0005081	XENTR14092	CAPO307065
OG0005083	XENTR07998	CAPO302388
OG0005084	XENTR18907, XENTR10715	CAPO307421, CAPO301121
OG0005086	XENTR04829	CAPO302959
OG0005088	XENTR16788	CAPO307772
OG0005089	XENTR08675	CAPO303888
OG0005090	XENTR11064	CAPO303909
OG0005092	XENTR18796	CAPO301418
OG0005093	XENTR09400	CAPO303716
OG0005094	XENTR05058, XENTR05057	CAPO303630
OG0005095	XENTR10204	CAPO301660
OG0005096	XENTR07304	CAPO301964
OG0005097	XENTR03905	CAPO304365
OG0005099	XENTR04798, XENTR04797, XENTR04799	CAPO305916
OG0005100	XENTR07674	CAPO306219
OG0005103	XENTR05449, XENTR01214	CAPO300625
OG0005104	XENTR16526	CAPO303053
OG0005106	XENTR15961	CAPO301403
OG0005107	XENTR00721	CAPO304194
OG0005108	XENTR09823	CAPO301196
OG0005109	XENTR05235	CAPO301209
OG0005111	XENTR12918	CAPO302727
OG0005113	XENTR11696	CAPO300389
OG0005114	XENTR03270	CAPO305096
OG0005115	XENTR09926, XENTR17174	CAPO304298
OG0005119	XENTR10964, XENTR18180	CAPO304215
OG0005121	XENTR08556, XENTR08555	CAPO301715
OG0005124	XENTR11277	CAPO305507
OG0005127	XENTR18846	CAPO307277
OG0005128	XENTR11404	CAPO305144
OG0005130	XENTR03472	CAPO305368
OG0005132	XENTR13542, XENTR09384	CAPO300384
OG0005138	XENTR04104	CAPO300009
OG0005139	XENTR16239	CAPO302205
OG0005140	XENTR15218	CAPO300700, CAPO302173
OG0005142	XENTR05808, XENTR05807	CAPO304715
OG0005143	XENTR09021	CAPO304926
OG0005144	XENTR04655	CAPO306416
OG0005145	XENTR01474	CAPO302299
OG0005146	XENTR07514	CAPO303659
OG0005147	XENTR08897, XENTR03407	CAPO302069
OG0005150	XENTR11623, XENTR08994, XENTR11974	CAPO301944
OG0005151	XENTR10535	CAPO302626
OG0005152	XENTR11517	CAPO307737
OG0005154	XENTR09967	CAPO307643
OG0005155	XENTR17503	CAPO304712
OG0005156	XENTR10388	CAPO305254
OG0005157	XENTR06914	CAPO301711
OG0005158	XENTR04192	CAPO300547
OG0005160	XENTR11553, XENTR11552	CAPO300741
OG0005163	XENTR07785	CAPO305704
OG0005164	XENTR11748	CAPO307846
OG0005167	XENTR17308	CAPO303298
OG0005169	XENTR03033	CAPO303886
OG0005172	XENTR02971	CAPO306565
OG0005175	XENTR09468	CAPO305645
OG0005178	XENTR04360, XENTR05515	CAPO300199
OG0005179	XENTR03489	CAPO306190
OG0005180	XENTR11560	CAPO308188
OG0005181	XENTR07431	CAPO300793
OG0005182	XENTR17515	CAPO300394
OG0005183	XENTR16613	CAPO304256
OG0005184	XENTR03963	CAPO307619
OG0005185	XENTR10469	CAPO305409
OG0005187	XENTR01339	CAPO300108
OG0005188	XENTR16552	CAPO307366, CAPO308331
OG0005191	XENTR18840, XENTR03558	CAPO301264
OG0005192	XENTR09355, XENTR09354	CAPO302320
OG0005193	XENTR11591	CAPO300973
OG0005194	XENTR08743	CAPO306243
OG0005196	XENTR12072	CAPO306636
OG0005200	XENTR15289	CAPO307301
OG0005201	XENTR02581	CAPO300421
OG0005202	XENTR01686	CAPO300013
OG0005203	XENTR08936	CAPO304416
OG0005205	XENTR02235	CAPO302576
OG0005206	XENTR14439	CAPO301965
OG0005208	XENTR17865	CAPO303001
OG0005209	XENTR16467	CAPO300492
OG0005210	XENTR10414	CAPO301315
OG0005212	XENTR05321	CAPO300331
OG0005214	XENTR15093	CAPO304556
OG0005215	XENTR09676	CAPO308114
OG0005216	XENTR11068, XENTR11067	CAPO304567
OG0005217	XENTR03391	CAPO303096, CAPO306650
OG0005221	XENTR07925	CAPO306723
OG0005222	XENTR10211	CAPO305567
OG0005223	XENTR05366	CAPO302922
OG0005224	XENTR10962	CAPO300521
OG0005228	XENTR02196	CAPO300902
OG0005229	XENTR09269	CAPO300950
OG0005230	XENTR00510	CAPO305306
OG0005231	XENTR14785	CAPO307526
OG0005233	XENTR17925	CAPO307259
OG0005234	XENTR16079	CAPO306586, CAPO305435
OG0005237	XENTR12797	CAPO300405
OG0005238	XENTR07727	CAPO307942
OG0005239	XENTR11710, XENTR12808	CAPO305851
OG0005240	XENTR15629, XENTR13415	CAPO302162
OG0005241	XENTR09900	CAPO301367
OG0005243	XENTR01383	CAPO302946
OG0005244	XENTR07088, XENTR07089, XENTR03819	CAPO301413
OG0005245	XENTR06279	CAPO305774
OG0005247	XENTR02931	CAPO305218
OG0005249	XENTR06111, XENTR06112	CAPO306769
OG0005250	XENTR05467	CAPO304032
OG0005251	XENTR07883	CAPO306449
OG0005253	XENTR10902	CAPO307867
OG0005254	XENTR17441	CAPO304356
OG0005255	XENTR08746, XENTR08745, XENTR17482	CAPO303838, CAPO300416, CAPO307726
OG0005257	XENTR05574	CAPO302797
OG0005258	XENTR02828	CAPO301990
OG0005259	XENTR02830	CAPO303873
OG0005261	XENTR04489, XENTR03622	CAPO305240
OG0005262	XENTR12919	CAPO301884
OG0005265	XENTR03437	CAPO305767
OG0005267	XENTR00612	CAPO300315
OG0005268	XENTR10041	CAPO302457
OG0005269	XENTR02825	CAPO303868
OG0005271	XENTR00154	CAPO303459
OG0005272	XENTR03770, XENTR03769	CAPO300142
OG0005273	XENTR02049	CAPO302742
OG0005275	XENTR07020	CAPO301557
OG0005277	XENTR11704	CAPO302973, CAPO308033
OG0005278	XENTR10581	CAPO306576, CAPO308328
OG0005279	XENTR15127	CAPO304182
OG0005280	XENTR14213	CAPO306635
OG0005285	XENTR04551	CAPO302006
OG0005289	XENTR11766	CAPO304679
OG0005292	XENTR17077	CAPO300881
OG0005293	XENTR03075	CAPO303402
OG0005294	XENTR11029	CAPO306913
OG0005295	XENTR03857	CAPO304907
OG0005298	XENTR19199, XENTR08341	CAPO307279
OG0005299	XENTR00453	CAPO304069
OG0005300	XENTR09324, XENTR09323	CAPO304452
OG0005301	XENTR00866	CAPO307444
OG0005303	XENTR08944, XENTR08943	CAPO304454
OG0005305	XENTR02973, XENTR02972	CAPO301003
OG0005309	XENTR06467	CAPO306631
OG0005312	XENTR11281	CAPO307454, CAPO303466
OG0005314	XENTR18994	CAPO302074
OG0005315	XENTR01293	CAPO302427
OG0005316	XENTR15429	CAPO301704
OG0005317	XENTR02322	CAPO307168
OG0005318	XENTR04452	CAPO308249
OG0005319	XENTR12909	CAPO302638
OG0005322	XENTR15003, XENTR15102	CAPO308079
OG0005323	XENTR05721	CAPO307349
OG0005326	XENTR16643, XENTR15679	CAPO303331
OG0005359	XENTR02870	CAPO300630
OG0005360	XENTR13876	CAPO303782
OG0005364	XENTR08233	CAPO300756
OG0005365	XENTR04880	CAPO303866
OG0005366	XENTR14103	CAPO300645
OG0005367	XENTR00190	CAPO304113
OG0005370	XENTR18458, XENTR19057	CAPO303423
OG0005371	XENTR04241	CAPO306407
OG0005373	XENTR01008	CAPO302507
OG0005374	XENTR09396	CAPO300609
OG0005375	XENTR02759	CAPO305216
OG0005377	XENTR04948, XENTR00820	CAPO307926
OG0005378	XENTR00855	CAPO301284
OG0005379	XENTR01811	CAPO303714
OG0005380	XENTR03184	CAPO306791
OG0005381	XENTR14515	CAPO301325
OG0005384	XENTR09338, XENTR09337	CAPO300411
OG0005385	XENTR06538	CAPO305502
OG0005386	XENTR04916	CAPO307872
OG0005388	XENTR15369	CAPO301274
OG0005389	XENTR11588	CAPO300599
OG0005390	XENTR00330	CAPO301450
OG0005391	XENTR15124	CAPO302409
OG0005393	XENTR11001	CAPO302465
OG0005394	XENTR11004	CAPO306444
OG0005395	XENTR10404	CAPO302966
OG0005396	XENTR03688	CAPO301185
OG0005398	XENTR08769	CAPO301199
OG0005400	XENTR14635	CAPO301149
OG0005402	XENTR03106	CAPO307246
OG0005403	XENTR17033	CAPO303785
OG0005404	XENTR17345	CAPO306644
OG0005405	XENTR07454	CAPO304677
OG0005406	XENTR02598	CAPO301050
OG0005408	XENTR12460	CAPO306656
OG0005409	XENTR07635	CAPO304722
OG0005412	XENTR08400	CAPO300143
OG0005413	XENTR11238	CAPO304093
OG0005414	XENTR13840	CAPO301252, CAPO301167
OG0005417	XENTR07337	CAPO302063
OG0005422	XENTR13886	CAPO303205
OG0005424	XENTR14032, XENTR14031	CAPO305286
OG0005425	XENTR12889	CAPO300175
OG0005427	XENTR06952	CAPO301444
OG0005430	XENTR05965	CAPO302295
OG0005431	XENTR10737	CAPO304591
OG0005433	XENTR08308, XENTR06429	CAPO303786
OG0005434	XENTR16403	CAPO302858
OG0005435	XENTR04202	CAPO303045
OG0005437	XENTR14536	CAPO308137
OG0005438	XENTR03938	CAPO302494
OG0005439	XENTR07633	CAPO304206
OG0005440	XENTR08105	CAPO303719
OG0005442	XENTR02873	CAPO307582
OG0005443	XENTR00196	CAPO305021
OG0005444	XENTR14701, XENTR07462	CAPO300488
OG0005446	XENTR04102	CAPO300144
OG0005449	XENTR13721	CAPO300543
OG0005450	XENTR14386	CAPO302868
OG0005451	XENTR04508	CAPO300480
OG0005454	XENTR08481	CAPO307132
OG0005455	XENTR17289	CAPO301855
OG0005457	XENTR07274	CAPO307831
OG0005459	XENTR06604	CAPO304164
OG0005461	XENTR14096	CAPO307668
OG0005462	XENTR11426	CAPO306835
OG0005463	XENTR11257	CAPO303989
OG0005464	XENTR18484, XENTR09198	CAPO307986
OG0005465	XENTR12965	CAPO300347
OG0005466	XENTR08557	CAPO300596
OG0005467	XENTR07506, XENTR07507	CAPO305986
OG0005468	XENTR04574	CAPO306414
OG0005469	XENTR04592	CAPO301614
OG0005470	XENTR09775, XENTR18624	CAPO300654
OG0005471	XENTR07127	CAPO300819
OG0005474	XENTR16274	CAPO304412
OG0005475	XENTR17206	CAPO300271
OG0005476	XENTR01349	CAPO305577, CAPO305762
OG0005478	XENTR02516	CAPO305209
OG0005479	XENTR03720	CAPO300550
OG0005480	XENTR09467	CAPO307314
OG0005481	XENTR00678	CAPO306697, CAPO301416
OG0005482	XENTR11679	CAPO307925
OG0005483	XENTR09074	CAPO304067
OG0005484	XENTR03547	CAPO307524
OG0005486	XENTR16007	CAPO300225
OG0005487	XENTR05191	CAPO300444
OG0005488	XENTR10293	CAPO301054
OG0005489	XENTR13955	CAPO305322
OG0005490	XENTR03389, XENTR04160	CAPO300839
OG0005491	XENTR08326	CAPO305898
OG0005493	XENTR09762	CAPO304618
OG0005494	XENTR15571	CAPO308140
OG0005495	XENTR02645	CAPO305673
OG0005497	XENTR08854	CAPO305501
OG0005498	XENTR12205	CAPO303826
OG0005499	XENTR06475	CAPO306730
OG0005500	XENTR10023	CAPO306535
OG0005503	XENTR16936	CAPO307437
OG0005504	XENTR14288	CAPO300995
OG0005505	XENTR04897	CAPO307588
OG0005506	XENTR04715	CAPO307275
OG0005508	XENTR15696	CAPO308142
OG0005510	XENTR07392	CAPO307083
OG0005511	XENTR00029	CAPO304438
OG0005514	XENTR06788	CAPO305223
OG0005516	XENTR06149	CAPO305610
OG0005517	XENTR02145	CAPO303557
OG0005518	XENTR10164	CAPO300928
OG0005524	XENTR12707	CAPO307077
OG0005527	XENTR17011	CAPO307337
OG0005528	XENTR11632	CAPO302166
OG0005529	XENTR17688	CAPO303996
OG0005533	XENTR13999	CAPO308156
OG0005534	XENTR09252	CAPO300248
OG0005535	XENTR07119	CAPO306427
OG0005536	XENTR06991	CAPO306899
OG0005537	XENTR15998	CAPO305006
OG0005539	XENTR12052	CAPO300487
OG0005541	XENTR12050	CAPO302610
OG0005545	XENTR06846	CAPO307853
OG0005550	XENTR12418	CAPO303338
OG0005553	XENTR15410	CAPO308016
OG0005554	XENTR05944	CAPO307360
OG0005555	XENTR10803	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548
OG0005556	XENTR14514	CAPO301726
OG0005558	XENTR03041, XENTR15786	CAPO301773
OG0005559	XENTR13684	CAPO302392
OG0005560	XENTR15812, XENTR15811	CAPO302459
OG0005561	XENTR06582	CAPO307649
OG0005562	XENTR02636	CAPO300157
OG0005563	XENTR02726	CAPO300985
OG0005564	XENTR17105, XENTR17106	CAPO307593
OG0005566	XENTR10299	CAPO308091
OG0005569	XENTR17293	CAPO301394
OG0005572	XENTR07077	CAPO300415
OG0005574	XENTR02685	CAPO305418
OG0005578	XENTR14508	CAPO300834
OG0005580	XENTR00171	CAPO308283
OG0005581	XENTR11345	CAPO303973
OG0005582	XENTR10959	CAPO306123
OG0005583	XENTR00563, XENTR00562, XENTR12120	CAPO303824
OG0005584	XENTR08324	CAPO302871
OG0005586	XENTR09184, XENTR16599	CAPO303784
OG0005588	XENTR12384	CAPO305990
OG0005589	XENTR05397	CAPO305989
OG0005590	XENTR02733	CAPO302905
OG0005592	XENTR06518	CAPO305870
OG0005595	XENTR11389	CAPO306737
OG0005597	XENTR02744	CAPO301334
OG0005598	XENTR10064	CAPO300035
OG0005599	XENTR07033	CAPO302061
OG0005600	XENTR06836	CAPO300445
OG0005603	XENTR15261	CAPO303949
OG0005604	XENTR10587	CAPO303855
OG0005605	XENTR06732	CAPO300782
OG0005608	XENTR08987	CAPO303058
OG0005611	XENTR11206, XENTR12709	CAPO304396
OG0005613	XENTR13054	CAPO301790
OG0005615	XENTR19050	CAPO302186
OG0005616	XENTR04493	CAPO302310
OG0005617	XENTR00367, XENTR04722	CAPO300131
OG0005618	XENTR09196	CAPO307702
OG0005620	XENTR02818, XENTR00745	CAPO306094
OG0005621	XENTR15318	CAPO308123
OG0005622	XENTR09076	CAPO307903
OG0005623	XENTR00925	CAPO300779
OG0005624	XENTR02879	CAPO300652
OG0005625	XENTR12463	CAPO302221
OG0005626	XENTR04034	CAPO308220
OG0005629	XENTR11616	CAPO302575
OG0005630	XENTR11734	CAPO301786, CAPO307219
OG0005631	XENTR17147	CAPO300791
OG0005632	XENTR16922	CAPO303472
OG0005633	XENTR13094	CAPO302097
OG0005636	XENTR09495, XENTR18731	CAPO302060
OG0005637	XENTR01111, XENTR01112	CAPO305600
OG0005639	XENTR09590	CAPO306397
OG0005641	XENTR13957	CAPO302343
OG0005642	XENTR07034	CAPO307460
OG0005643	XENTR18786, XENTR13016	CAPO307244
OG0005644	XENTR06539	CAPO303605
OG0005649	XENTR14451, XENTR16243, XENTR16242	CAPO304011
OG0005652	XENTR02555	CAPO301437
OG0005654	XENTR10207, XENTR09332	CAPO306680
OG0005656	XENTR15758	CAPO306816
OG0005665	XENTR13236, XENTR13784	CAPO306931
OG0005681	XENTR08432	CAPO302618
OG0005690	XENTR19277	CAPO303792
OG0005694	XENTR10066	CAPO302741
OG0005695	XENTR14131	CAPO303401
OG0005701	XENTR13549	CAPO304311
OG0005702	XENTR05785	CAPO302394
OG0005703	XENTR16414	CAPO307490
OG0005707	XENTR13799	CAPO303751
OG0005708	XENTR16853, XENTR16852, XENTR19233	CAPO306478
OG0005710	XENTR14786	CAPO307544
OG0005712	XENTR07393	CAPO302811
OG0005714	XENTR15409	CAPO302016
OG0005715	XENTR13785	CAPO302774
OG0005717	XENTR11396	CAPO303289
OG0005719	XENTR17722	CAPO300934
OG0005721	XENTR01507	CAPO302442
OG0005723	XENTR02798	CAPO301560
OG0005724	XENTR08971	CAPO305737
OG0005725	XENTR00954	CAPO304382
OG0005726	XENTR11215, XENTR18879	CAPO306255
OG0005728	XENTR13816	CAPO300070
OG0005729	XENTR17527, XENTR14626	CAPO306373
OG0005731	XENTR07331	CAPO304326
OG0005732	XENTR01849	CAPO306509
OG0005733	XENTR12818	CAPO307250
OG0005734	XENTR16904	CAPO307857
OG0005735	XENTR16094	CAPO306353
OG0005738	XENTR03189	CAPO304853
OG0005739	XENTR17412, XENTR02121	CAPO308247
OG0005741	XENTR10578	CAPO303042
OG0005742	XENTR03320	CAPO300464, CAPO302075
OG0005744	XENTR14995	CAPO302669
OG0005746	XENTR14223	CAPO304136
OG0005747	XENTR12914	CAPO300949
OG0005749	XENTR13666	CAPO300768
OG0005750	XENTR13184	CAPO304369
OG0005751	XENTR02420	CAPO302377
OG0005758	XENTR03080	CAPO304832
OG0005759	XENTR13135	CAPO305998
OG0005762	XENTR09892	CAPO307808
OG0005764	XENTR11684	CAPO302285
OG0005766	XENTR03092	CAPO307164
OG0005769	XENTR04692	CAPO301036
OG0005770	XENTR07769	CAPO306340
OG0005771	XENTR17752	CAPO301571
OG0005774	XENTR06210	CAPO303542
OG0005775	XENTR03909	CAPO306153
OG0005776	XENTR14277, XENTR17148	CAPO303568, CAPO307316
OG0005779	XENTR01952	CAPO306436
OG0005781	XENTR09353	CAPO303884
OG0005782	XENTR16752	CAPO300230
OG0005783	XENTR18413	CAPO303474
OG0005784	XENTR13380	CAPO302307
OG0005787	XENTR19090	CAPO307830
OG0005788	XENTR18303	CAPO300037
OG0005789	XENTR00490	CAPO303327
OG0005790	XENTR09099	CAPO304988
OG0005792	XENTR15781, XENTR15780	CAPO301624
OG0005793	XENTR12617	CAPO300669
OG0005794	XENTR09199	CAPO302027
OG0005795	XENTR01918	CAPO305005
OG0005796	XENTR01931	CAPO305004
OG0005797	XENTR10908	CAPO301712
OG0005799	XENTR11641	CAPO305503
OG0005800	XENTR01754	CAPO306663, CAPO303116
OG0005801	XENTR11859	CAPO305293
OG0005803	XENTR17154	CAPO307068
OG0005807	XENTR12847	CAPO304282
OG0005808	XENTR11121	CAPO300610
OG0005810	XENTR17295	CAPO305026
OG0005811	XENTR03035	CAPO304151
OG0005812	XENTR15789	CAPO305500
OG0005814	XENTR04732, XENTR04731	CAPO301343
OG0005815	XENTR06350	CAPO306106
OG0005817	XENTR13699	CAPO300290
OG0005818	XENTR10792	CAPO302009
OG0005819	XENTR13214	CAPO301574
OG0005821	XENTR10629	CAPO300824
OG0005823	XENTR09463	CAPO300775
OG0005824	XENTR08106	CAPO303629
OG0005825	XENTR00609	CAPO302227
OG0005828	XENTR12512, XENTR12511	CAPO303954
OG0005831	XENTR13713	CAPO302864
OG0005832	XENTR09883	CAPO302018
OG0005834	XENTR15796	CAPO306049, CAPO302406, CAPO305685, CAPO305497
OG0005835	XENTR13416	CAPO306285
OG0005837	XENTR12226	CAPO300250
OG0005838	XENTR15966	CAPO302560
OG0005840	XENTR11551	CAPO305424
OG0005842	XENTR02998	CAPO304596
OG0005843	XENTR06586	CAPO307528
OG0005845	XENTR09452	CAPO307070
OG0005847	XENTR15396	CAPO305680
OG0005848	XENTR01693	CAPO307829
OG0005849	XENTR16028	CAPO303230
OG0005850	XENTR09236	CAPO307194
OG0005851	XENTR00048	CAPO302674
OG0005852	XENTR02341	CAPO306738
OG0005853	XENTR11690	CAPO305397
OG0005856	XENTR09508, XENTR11365	CAPO308178
OG0005857	XENTR09453	CAPO301639
OG0005858	XENTR01140	CAPO305203
OG0005859	XENTR04008, XENTR19125	CAPO307160
OG0005860	XENTR17203	CAPO300029
OG0005863	XENTR16855	CAPO304301
OG0005864	XENTR01946	CAPO301932
OG0005865	XENTR18360	CAPO303346
OG0005866	XENTR14392	CAPO302021
OG0005869	XENTR02475	CAPO305217
OG0005870	XENTR03986	CAPO305120
OG0005872	XENTR11811	CAPO301101
OG0005874	XENTR12341	CAPO301503
OG0005875	XENTR08470	CAPO307256
OG0005876	XENTR11129	CAPO301107
OG0005877	XENTR09830	CAPO303218
OG0005878	XENTR04121	CAPO307565
OG0005879	XENTR00215	CAPO305924
OG0005880	XENTR06014	CAPO303914
OG0005884	XENTR05536	CAPO302326
OG0005886	XENTR11697	CAPO302755
OG0005887	XENTR14900	CAPO307435, CAPO303666
OG0005888	XENTR04928	CAPO305237
OG0005889	XENTR00662	CAPO306476
OG0005890	XENTR17071	CAPO303293
OG0005892	XENTR09555	CAPO304793
OG0005893	XENTR00920	CAPO302656
OG0005894	XENTR00891, XENTR13041	CAPO302802
OG0005897	XENTR08676, XENTR08677	CAPO306226
OG0005898	XENTR14156	CAPO304352
OG0005899	XENTR04251	CAPO306295
OG0005901	XENTR00489	CAPO307343
OG0005902	XENTR05146	CAPO305014, CAPO305124
OG0005903	XENTR08468	CAPO306042
OG0005907	XENTR00375	CAPO306181
OG0005909	XENTR14750	CAPO304980
OG0005910	XENTR16642	CAPO304445
OG0005914	XENTR11305	CAPO304812
OG0005915	XENTR05918, XENTR02333	CAPO301830
OG0005918	XENTR03925	CAPO304132
OG0005919	XENTR00097, XENTR00096	CAPO301677
OG0005921	XENTR00634	CAPO301707
OG0005922	XENTR19143	CAPO301561
OG0005923	XENTR16075	CAPO302607
OG0005924	XENTR10424	CAPO300900
OG0005926	XENTR04964	CAPO306981
OG0005929	XENTR12228	CAPO308208
OG0005931	XENTR01406	CAPO306162
OG0005932	XENTR00959	CAPO300797
OG0005933	XENTR12800	CAPO301858
OG0005936	XENTR08342	CAPO302424
OG0005937	XENTR01329	CAPO304550
OG0005938	XENTR11016	CAPO300395
OG0005940	XENTR13085	CAPO300232
OG0005941	XENTR16921	CAPO302544
OG0005942	XENTR04947	CAPO305649
OG0005943	XENTR05606	CAPO304448
OG0005944	XENTR16564, XENTR16566, XENTR16565	CAPO302321
OG0005946	XENTR06821	CAPO302043
OG0005947	XENTR09350	CAPO308067, CAPO304545
OG0005949	XENTR12509	CAPO305776
OG0005950	XENTR08032	CAPO302730
OG0005951	XENTR05040	CAPO305823
OG0005952	XENTR01948	CAPO302748
OG0005953	XENTR07440, XENTR07441, XENTR05811	CAPO300018
OG0005954	XENTR00461	CAPO300472
OG0005955	XENTR02212	CAPO308169
OG0005958	XENTR06687	CAPO305231
OG0005959	XENTR18932	CAPO303727
OG0005960	XENTR04253, XENTR04254	CAPO306619
OG0005961	XENTR07970	CAPO301401
OG0005965	XENTR11562	CAPO304971
OG0005966	XENTR07355	CAPO303149
OG0005967	XENTR04824	CAPO304145
OG0005968	XENTR13328	CAPO307899
OG0005969	XENTR16955	CAPO304815
OG0005970	XENTR04665	CAPO300012
OG0005972	XENTR02124	CAPO306254
OG0005973	XENTR10954	CAPO301806
OG0005974	XENTR04691	CAPO300269
OG0005975	XENTR02304	CAPO301864
OG0005976	XENTR10013	CAPO304330
OG0005977	XENTR12877	CAPO302621
OG0005978	XENTR14183	CAPO302579
OG0005982	XENTR04745	CAPO302153
OG0005983	XENTR09070	CAPO305305
OG0005984	XENTR12144	CAPO303854
OG0005985	XENTR06983	CAPO305361
OG0005986	XENTR04122	CAPO306131
OG0005987	XENTR08582, XENTR11918	CAPO307262
OG0005989	XENTR16020	CAPO304449
OG0005991	XENTR15975	CAPO304070
OG0005993	XENTR12270	CAPO301813
OG0005996	XENTR13072	CAPO304073
OG0005997	XENTR04497, XENTR03748	CAPO307298
OG0005998	XENTR00864	CAPO304281
OG0006000	XENTR14856	CAPO304784
OG0006001	XENTR12132	CAPO300287
OG0006002	XENTR00392	CAPO300104
OG0006003	XENTR08305	CAPO307004
OG0006005	XENTR01598	CAPO300498
OG0006008	XENTR10519	CAPO304325
OG0006009	XENTR12472	CAPO302680
OG0006011	XENTR06316	CAPO305929
OG0006012	XENTR02675	CAPO306003
OG0006013	XENTR12938	CAPO306786
OG0006031	XENTR01463	CAPO307805
OG0006059	XENTR17303	CAPO306968
OG0006062	XENTR01805	CAPO305933
OG0006063	XENTR07530	CAPO300774
OG0006064	XENTR10338	CAPO304870
OG0006065	XENTR04759	CAPO301967
OG0006066	XENTR15153	CAPO300852
OG0006069	XENTR12713	CAPO305608
OG0006072	XENTR09314, XENTR09315	CAPO303438
OG0006073	XENTR14776	CAPO303232
OG0006074	XENTR12108	CAPO305192
OG0006079	XENTR01421	CAPO300122
OG0006081	XENTR12883	CAPO304015
OG0006084	XENTR03553, XENTR03554	CAPO303975
OG0006085	XENTR01611	CAPO306971
OG0006087	XENTR04594	CAPO307633
OG0006090	XENTR13443	CAPO303628
OG0006094	XENTR03083	CAPO301083
OG0006095	XENTR14710	CAPO308333, CAPO301147
OG0006096	XENTR06329	CAPO305316
OG0006097	XENTR12426	CAPO305425
OG0006098	XENTR08186	CAPO300607
OG0006101	XENTR01439	CAPO301377
OG0006103	XENTR08008	CAPO308138
OG0006107	XENTR14034, XENTR14033	CAPO302627
OG0006108	XENTR12923	CAPO302650
OG0006110	XENTR10136	CAPO302693
OG0006111	XENTR17823, XENTR17822	CAPO304724
OG0006113	XENTR04621	CAPO307626
OG0006114	XENTR02803	CAPO304178
OG0006115	XENTR09139	CAPO306466
OG0006116	XENTR14543	CAPO304187
OG0006117	XENTR13745	CAPO302456
OG0006118	XENTR03384	CAPO306890
OG0006119	XENTR08875	CAPO305308
OG0006121	XENTR10914	CAPO308090
OG0006122	XENTR13129	CAPO302744
OG0006124	XENTR07608	CAPO304805
OG0006125	XENTR12664	CAPO306355
OG0006127	XENTR07638	CAPO301362
OG0006128	XENTR13569	CAPO301150
OG0006129	XENTR03488, XENTR13796	CAPO300938
OG0006131	XENTR16174	CAPO303965
OG0006132	XENTR09551	CAPO307591
OG0006133	XENTR09837	CAPO304297
OG0006134	XENTR14999	CAPO307652
OG0006135	XENTR12446	CAPO307747
OG0006136	XENTR05198	CAPO304577
OG0006137	XENTR17758	CAPO303566
OG0006139	XENTR17331	CAPO301488
OG0006140	XENTR03667	CAPO301396
OG0006141	XENTR00345	CAPO302378
OG0006144	XENTR06622, XENTR06621	CAPO307727
OG0006145	XENTR04064	CAPO304370
OG0006147	XENTR13313	CAPO306222
OG0006148	XENTR04750	CAPO302407
OG0006149	XENTR11705	CAPO301175
OG0006151	XENTR10086	CAPO304128
OG0006152	XENTR07468	CAPO306493
OG0006153	XENTR05646	CAPO305107
OG0006155	XENTR12154	CAPO301956
OG0006156	XENTR16540	CAPO304652
OG0006158	XENTR14287, XENTR03057	CAPO307937
OG0006159	XENTR18552	CAPO307030
OG0006160	XENTR06388	CAPO304978
OG0006161	XENTR03324	CAPO301615
OG0006162	XENTR09836, XENTR09835	CAPO300392
OG0006164	XENTR18051	CAPO307640
OG0006168	XENTR04926	CAPO306154
OG0006169	XENTR17131	CAPO305149
OG0006176	XENTR14826	CAPO304797
OG0006177	XENTR13707	CAPO306017
OG0006178	XENTR08742	CAPO306742
OG0006179	XENTR11876	CAPO307840
OG0006180	XENTR04977	CAPO308064
OG0006182	XENTR17070	CAPO300329
OG0006183	XENTR04770	CAPO306749
OG0006185	XENTR04641	CAPO301640
OG0006186	XENTR02839	CAPO304672
OG0006187	XENTR12298, XENTR12297	CAPO303722
OG0006188	XENTR08108	CAPO307979
OG0006190	XENTR15217	CAPO304791
OG0006191	XENTR17542	CAPO301907
OG0006192	XENTR14355	CAPO308099
OG0006195	XENTR15174	CAPO308346, CAPO305489
OG0006196	XENTR03085	CAPO304854
OG0006198	XENTR13099	CAPO306368
OG0006199	XENTR06761, XENTR06762	CAPO307861
OG0006202	XENTR15922	CAPO307311
OG0006204	XENTR13371	CAPO307074
OG0006205	XENTR08784, XENTR08783	CAPO306928
