Orthogroup	XENTR	DROME
OG0001390	XENTR03382, XENTR16716, XENTR00398, XENTR02568	DROME06967, DROME06966
OG0001394	XENTR16874	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848
OG0001395	XENTR05456, XENTR16923, XENTR11578, XENTR07687	DROME22042
OG0001397	XENTR17141, XENTR17665	DROME12938
OG0001397	XENTR11843	DROME12061
OG0001399	XENTR06193, XENTR06192, XENTR02498, XENTR09890	DROME18551, DROME15177
OG0001401	XENTR11324	DROME07715
OG0001403	XENTR06529, XENTR17701, XENTR10933	DROME02115, DROME02116, DROME02114
OG0001404	XENTR15166, XENTR15165	DROME05603
OG0001405	XENTR07643, XENTR11005	DROME06373
OG0001405	XENTR16937, XENTR16938	DROME02126
OG0001406	XENTR09026, XENTR05268	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083
OG0001408	XENTR06160, XENTR13671, XENTR01315	DROME21635, DROME21636, DROME21634
OG0001409	XENTR08239, XENTR15156	DROME18107
OG0001410	XENTR04211, XENTR11331	DROME00626
OG0001411	XENTR05513	DROME13591, DROME09768, DROME09769
OG0001413	XENTR10327	DROME21681, DROME21682
OG0001413	XENTR01450	DROME17078
OG0001414	XENTR16760	DROME16698, DROME16697
OG0001414	XENTR03396	DROME00599
OG0001416	XENTR04093, XENTR17575	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876
OG0001417	XENTR13968	DROME21398, DROME21399
OG0001417	XENTR05604	DROME04528
OG0001418	XENTR11447, XENTR00014, XENTR05877, XENTR04739	DROME11411
OG0001419	XENTR07503, XENTR07502, XENTR02430, XENTR02429	DROME00719
OG0001421	XENTR11642, XENTR10761, XENTR11862	DROME08210
OG0001422	XENTR07180, XENTR03319	DROME19262, DROME19263
OG0001423	XENTR11753, XENTR07724, XENTR12211	DROME11161, DROME11163, DROME11162
OG0001424	XENTR09472	DROME10397
OG0001425	XENTR00165, XENTR10054, XENTR15292	DROME10455
OG0001426	XENTR10547, XENTR11607, XENTR18289	DROME16504, DROME16505
OG0001427	XENTR12966	DROME04112, DROME04111, DROME04110
OG0001428	XENTR08058	DROME00299, DROME00300
OG0001430	XENTR11865, XENTR09506, XENTR03841, XENTR12647	DROME14607, DROME14606
OG0001431	XENTR12951, XENTR14198	DROME08311, DROME08313, DROME08312
OG0001432	XENTR14704	DROME12684, DROME12683, DROME12682, DROME12685
OG0001433	XENTR12757, XENTR01397, XENTR08074	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764
OG0001437	XENTR07683, XENTR08203	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502
OG0001438	XENTR00285, XENTR09773, XENTR08265, XENTR08266, XENTR08739	DROME02079, DROME08565
OG0001440	XENTR02912, XENTR02913, XENTR13967	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858
OG0001441	XENTR19038, XENTR08191, XENTR08190, XENTR13903, XENTR15537	DROME01135, DROME01136, DROME01138, DROME01137
OG0001442	XENTR09401, XENTR05913, XENTR12864	DROME14822, DROME14823, DROME14821
OG0001445	XENTR00603, XENTR11995	DROME19218
OG0001447	XENTR06688, XENTR11993, XENTR11860	DROME20519, DROME20520, DROME20518
OG0001447	XENTR09505	DROME01853, DROME01852
OG0001449	XENTR18530	DROME21187
OG0001455	XENTR00058, XENTR11013, XENTR05881, XENTR12230	DROME05198
OG0001456	XENTR09379	DROME21079
OG0001458	XENTR03285, XENTR14377, XENTR03961, XENTR03960	DROME12558, DROME12557, DROME12559, DROME12561, DROME12560, DROME12556
OG0001459	XENTR19263, XENTR05668	DROME20534
OG0001460	XENTR14447	DROME19034
OG0001461	XENTR05990	DROME01468
OG0001462	XENTR15395	DROME07618, DROME07619
OG0001463	XENTR15129, XENTR03741	DROME17238, DROME10819
OG0001464	XENTR03158, XENTR17134, XENTR06200	DROME03533, DROME03534
OG0001466	XENTR16300, XENTR03641	DROME20715
OG0001467	XENTR16639	DROME03510
OG0001468	XENTR04167, XENTR10607	DROME11512, DROME11513
OG0001469	XENTR01908	DROME11498
OG0001469	XENTR01260	DROME15100
OG0001470	XENTR08880, XENTR08883	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191
OG0001472	XENTR12389	DROME03418
OG0001472	XENTR13330	DROME01627
OG0001474	XENTR01827	DROME02835, DROME02834
OG0001475	XENTR12916	DROME11371, DROME08104, DROME08103
OG0001476	XENTR11401	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575
OG0001478	XENTR14390	DROME17873, DROME17872
OG0001479	XENTR01295, XENTR15874, XENTR09664	DROME09340
OG0001480	XENTR08394, XENTR12252, XENTR14932	DROME01335, DROME01336, DROME01334, DROME01333
OG0001482	XENTR16187, XENTR10305, XENTR01513	DROME08131, DROME08132, DROME08133
OG0001483	XENTR10570	DROME17221
OG0001484	XENTR07065	DROME00233, DROME00235, DROME00237
OG0001485	XENTR03119, XENTR03410	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031
OG0001486	XENTR14269, XENTR05434, XENTR04448, XENTR04449	DROME20978
OG0001490	XENTR16191, XENTR12791, XENTR03053	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065
OG0001491	XENTR09782, XENTR05675, XENTR00937	DROME10680, DROME10681, DROME10678, DROME10679
OG0001492	XENTR06535, XENTR01139	DROME03966
OG0001495	XENTR13170	DROME13469
OG0001496	XENTR07933	DROME19745
OG0001501	XENTR06683, XENTR06684, XENTR12986	DROME17335, DROME17336
OG0001502	XENTR17438	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520
OG0001503	XENTR14751	DROME04749
OG0001503	XENTR05638	DROME03622
OG0001504	XENTR02517	DROME21429, DROME21424, DROME21428, DROME21422
OG0001505	XENTR00271	DROME08192
OG0001506	XENTR00266, XENTR08441, XENTR08440	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156
OG0001508	XENTR15984, XENTR15983, XENTR11480, XENTR11479	DROME11905
OG0001509	XENTR10571, XENTR03196	DROME10512, DROME10511
OG0001510	XENTR07005, XENTR12209, XENTR00355	DROME00025
OG0001511	XENTR03205	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184
OG0001512	XENTR06982, XENTR02683	DROME19876, DROME13867, DROME13866
OG0001514	XENTR09780, XENTR08966, XENTR10498	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650
OG0001516	XENTR11018	DROME13883
OG0001517	XENTR13941, XENTR13905, XENTR09064	DROME03470
OG0001518	XENTR06101, XENTR00879, XENTR10542	DROME10968
OG0001519	XENTR04354, XENTR07152, XENTR01425, XENTR01426, XENTR01427	DROME20785, DROME20788, DROME20786, DROME20787
OG0001520	XENTR12857, XENTR05173	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838
OG0001521	XENTR14060, XENTR18950	DROME01243, DROME01242
OG0001522	XENTR15230, XENTR06664, XENTR16658	DROME02905, DROME02904
OG0001523	XENTR10881, XENTR17742	DROME11130
OG0001524	XENTR09548	DROME06417, DROME06418
OG0001524	XENTR00484	DROME00342, DROME00343
OG0001525	XENTR12515, XENTR12514	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288
OG0001526	XENTR01289, XENTR17681, XENTR16198, XENTR16199	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110
OG0001527	XENTR01509	DROME15289
OG0001527	XENTR15735	DROME00338
OG0001528	XENTR17324	DROME09325
OG0001529	XENTR02811, XENTR02810, XENTR08383	DROME07602, DROME07601
OG0001532	XENTR11612, XENTR16708, XENTR06237	DROME20201
OG0001533	XENTR07080, XENTR17861	DROME19066, DROME19064, DROME19065, DROME19063, DROME19062, DROME19060, DROME19061, DROME13969
OG0001534	XENTR05627, XENTR06763, XENTR05628	DROME09046, DROME09047
OG0001546	XENTR02403, XENTR05092	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623
OG0001549	XENTR06613, XENTR07982, XENTR02588	DROME13343, DROME13345, DROME13344
OG0001550	XENTR05520	DROME09122
OG0001551	XENTR05545, XENTR05547	DROME08057
OG0001553	XENTR02229, XENTR09430, XENTR09742	DROME02123, DROME02122
OG0001554	XENTR08488, XENTR05924	DROME16741
OG0001556	XENTR11981, XENTR12703, XENTR11716, XENTR14115	DROME10072, DROME10071
OG0001557	XENTR11819	DROME20902, DROME20901
OG0001558	XENTR16416, XENTR06488	DROME19656, DROME19657
OG0001559	XENTR13444	DROME00558
OG0001559	XENTR09039, XENTR06623	DROME02902
OG0001561	XENTR16133, XENTR07954, XENTR01341	DROME04222
OG0001562	XENTR16910	DROME16718
OG0001563	XENTR12134	DROME03209
OG0001565	XENTR14497, XENTR14805, XENTR12160	DROME18953, DROME18978
OG0001567	XENTR10094, XENTR00289	DROME19417, DROME19416
OG0001568	XENTR05615	DROME08963, DROME07259, DROME19219
OG0001569	XENTR02711, XENTR00703, XENTR00702	DROME03783
OG0001572	XENTR14408	DROME11998
OG0001574	XENTR01390, XENTR06575, XENTR18448, XENTR11497, XENTR11496	DROME21965, DROME21966, DROME21964, DROME21967
OG0001575	XENTR14038, XENTR14037, XENTR16150	DROME14105, DROME14107, DROME14106, DROME14108
OG0001576	XENTR15048, XENTR13227	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049
OG0001579	XENTR06690	DROME17796
OG0001580	XENTR13327, XENTR07267	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958
OG0001582	XENTR07708, XENTR17762, XENTR01173	DROME15756, DROME15757
OG0001583	XENTR11561, XENTR14641	DROME08180, DROME08179
OG0001584	XENTR09628, XENTR09629	DROME19782
OG0001589	XENTR11338	DROME16983, DROME16982, DROME16981, DROME09858
OG0001590	XENTR10428	DROME14234, DROME13421
OG0001593	XENTR11547, XENTR08681, XENTR08680, XENTR02666, XENTR11433	DROME06841, DROME06840
OG0001594	XENTR11402	DROME10666, DROME10665
OG0001596	XENTR18374, XENTR16155	DROME03082, DROME03081, DROME03080
OG0001597	XENTR05372	DROME12080
OG0001599	XENTR07390, XENTR07367	DROME14559
OG0001600	XENTR16112, XENTR13590, XENTR11793	DROME19005
OG0001602	XENTR04428	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796
OG0001603	XENTR15113	DROME10271
OG0001603	XENTR12927	DROME05748, DROME05749
OG0001604	XENTR11091	DROME13655, DROME13654
OG0001604	XENTR13341	DROME15595, DROME15593, DROME15592, DROME15594
OG0001605	XENTR04606	DROME09003, DROME09000, DROME09002, DROME08999, DROME08998, DROME09001
OG0001606	XENTR08318, XENTR10494	DROME01628
OG0001608	XENTR00220, XENTR05052	DROME03108, DROME03117, DROME03110, DROME03116, DROME03113, DROME03115, DROME03118, DROME03114, DROME03109, DROME03119, DROME03111, DROME03112, DROME03121, DROME07455
OG0001609	XENTR06189	DROME13801, DROME13802, DROME13800
OG0001609	XENTR11285	DROME09555
OG0001610	XENTR16107, XENTR10867, XENTR00221	DROME06881
OG0001611	XENTR13532, XENTR13440, XENTR02083	DROME07510, DROME07509, DROME07511
OG0001612	XENTR11391	DROME07050, DROME07049
OG0001614	XENTR03364	DROME14120
OG0001614	XENTR09810	DROME17646
OG0001615	XENTR04468, XENTR16398	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809
OG0001617	XENTR13009, XENTR13010	DROME13150, DROME13151
OG0001620	XENTR12935, XENTR17480, XENTR03941	DROME01154, DROME01153, DROME01150, DROME01151
OG0001621	XENTR01806, XENTR05633	DROME19943, DROME19942, DROME19944
OG0001624	XENTR12858, XENTR07807	DROME08385, DROME08387, DROME08386, DROME08384
OG0001627	XENTR11789	DROME17716, DROME17715
OG0001628	XENTR01654	DROME21766
OG0001632	XENTR02813, XENTR01250, XENTR01348	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193
OG0001634	XENTR15612	DROME02691, DROME02692
OG0001634	XENTR11998	DROME06767
OG0001635	XENTR14373, XENTR03970	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443
OG0001638	XENTR17765, XENTR01518	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415
OG0001639	XENTR05276, XENTR13285, XENTR13286	DROME01523, DROME01525, DROME01524
OG0001641	XENTR14307	DROME08987, DROME08990, DROME08991
OG0001642	XENTR09499, XENTR14534, XENTR14535	DROME09872
OG0001643	XENTR18601, XENTR05703, XENTR05702, XENTR14501	DROME03424, DROME03423, DROME03425
OG0001644	XENTR02166	DROME05204
OG0001646	XENTR14678, XENTR01950, XENTR06522, XENTR13912	DROME17895
OG0001651	XENTR14299, XENTR16608	DROME01946
OG0001652	XENTR13535	DROME14027, DROME14026, DROME19080
OG0001653	XENTR11019	DROME03945, DROME03944, DROME03946
OG0001654	XENTR17243, XENTR09614	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085
OG0001655	XENTR03302, XENTR02328, XENTR08790, XENTR08791	DROME11541, DROME11542
OG0001656	XENTR04366	DROME12672
OG0001657	XENTR00532, XENTR17851	DROME16951
OG0001658	XENTR04483	DROME02666, DROME02667
OG0001658	XENTR12967	DROME02670
OG0001659	XENTR05457, XENTR00169, XENTR00170	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494
OG0001660	XENTR13183, XENTR03454, XENTR14380	DROME01600, DROME01597, DROME01598, DROME01599
OG0001663	XENTR18540, XENTR18541	DROME17604, DROME17603
OG0001664	XENTR00344, XENTR00343, XENTR11452, XENTR14760	DROME03276
OG0001665	XENTR01674	DROME21335, DROME21336
OG0001665	XENTR10394	DROME03860, DROME03861, DROME03859
OG0001666	XENTR09349	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414
OG0001670	XENTR06115, XENTR06114, XENTR00297	DROME15734, DROME15735
OG0001671	XENTR08372	DROME06393, DROME06394, DROME06396, DROME06395
OG0001672	XENTR03686, XENTR05392, XENTR14798	DROME04869, DROME04868, DROME04867
OG0001673	XENTR02411	DROME15611, DROME15610
OG0001675	XENTR05024, XENTR15538	DROME07179, DROME07181, DROME07180
OG0001676	XENTR08096	DROME15959, DROME15958, DROME15960
OG0001677	XENTR06345	DROME14874
OG0001680	XENTR01655, XENTR07200, XENTR11670, XENTR09484, XENTR09485	DROME20427
OG0001682	XENTR18099	DROME17478, DROME17481, DROME17479, DROME17480, DROME17477
OG0001683	XENTR14409, XENTR18194, XENTR05463, XENTR11397	DROME04416, DROME04417, DROME04415
OG0001684	XENTR12235, XENTR00429	DROME15541
OG0001685	XENTR03486, XENTR03485	DROME10450
OG0001686	XENTR03714	DROME15719
OG0001688	XENTR12165, XENTR12164, XENTR17332	DROME20991, DROME20989
OG0001689	XENTR06536, XENTR01151, XENTR01152	DROME21861, DROME21859
OG0001691	XENTR19286	DROME07542, DROME07543, DROME07544, DROME07545
OG0001692	XENTR00015, XENTR05878, XENTR04738	DROME00090, DROME00091
OG0001703	XENTR02667	DROME06470, DROME06469
OG0001706	XENTR05262, XENTR06974, XENTR05263	DROME01112
OG0001707	XENTR04513	DROME04786, DROME04787
OG0001711	XENTR06620, XENTR13096	DROME16692, DROME16691, DROME16690
OG0001712	XENTR05564, XENTR02704	DROME09055, DROME09057, DROME09056, DROME09058, DROME09059
OG0001714	XENTR03907	DROME06892
OG0001714	XENTR16567	DROME13258, DROME13259
OG0001718	XENTR03869	DROME18626, DROME18625, DROME18627
OG0001720	XENTR17421, XENTR17422, XENTR01149	DROME07093, DROME07094, DROME07095
OG0001721	XENTR13555, XENTR07868, XENTR08455	DROME21093, DROME21094
OG0001723	XENTR11325, XENTR02045, XENTR09068	DROME01240, DROME01235, DROME01239, DROME01238, DROME01237, DROME01236
OG0001724	XENTR07871	DROME16764, DROME16765, DROME16766, DROME16767
OG0001726	XENTR10952	DROME01038, DROME01035, DROME01037, DROME01036
OG0001727	XENTR02406, XENTR00200, XENTR00201	DROME01511, DROME01510, DROME01513, DROME01512
OG0001728	XENTR08116, XENTR00572	DROME19385
OG0001729	XENTR02877, XENTR02809	DROME04994, DROME04995, DROME04996
OG0001730	XENTR00053, XENTR16791	DROME08359, DROME08358, DROME08360, DROME08361
OG0001731	XENTR15747	DROME16558
OG0001732	XENTR09057, XENTR03190	DROME05765, DROME05764, DROME05766
OG0001733	XENTR07919	DROME12129, DROME11165
OG0001735	XENTR05402, XENTR16930	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045
OG0001736	XENTR10208, XENTR16350	DROME04354, DROME04355
OG0001737	XENTR19032	DROME03102
OG0001738	XENTR14124, XENTR16771	DROME19892
OG0001739	XENTR13668, XENTR18284	DROME17504, DROME18573, DROME08124
OG0001743	XENTR07739	DROME19492, DROME19493, DROME19497, DROME19491, DROME19495, DROME19490, DROME19494, DROME19498, DROME19496
OG0001744	XENTR04185, XENTR01893, XENTR04186, XENTR06221	DROME16508
OG0001745	XENTR12852, XENTR09624	DROME10489
OG0001746	XENTR17013, XENTR17012	DROME21748
OG0001747	XENTR01108, XENTR03213, XENTR03209, XENTR03208, XENTR03210, XENTR03212, XENTR03211, XENTR03203, XENTR03204, XENTR07433	DROME14222, DROME14221, DROME02413
OG0001748	XENTR08935, XENTR02210	DROME05096, DROME05095, DROME05094, DROME05090, DROME05092, DROME05091, DROME05089, DROME05084, DROME05088, DROME05087, DROME05098, DROME05097, DROME05099, DROME05085, DROME05086, DROME05102, DROME05103, DROME05100, DROME05101
OG0001749	XENTR08701, XENTR03971, XENTR14372	DROME14967, DROME14968
OG0001752	XENTR05862, XENTR05863, XENTR10279	DROME16905, DROME16904, DROME16907, DROME16906
OG0001754	XENTR11387, XENTR08474, XENTR05086	DROME14611, DROME14610, DROME14612, DROME06495, DROME17387, DROME17388, DROME17389
OG0001755	XENTR02652	DROME01391, DROME01389, DROME01390, DROME01388, DROME01392
OG0001760	XENTR10103, XENTR11122	DROME19343, DROME19342
OG0001768	XENTR02663	DROME07376, DROME07377
OG0001768	XENTR00583	DROME14966
OG0001769	XENTR12819	DROME08613
OG0001769	XENTR13309	DROME15632, DROME15631
OG0001770	XENTR05192, XENTR05256, XENTR09738, XENTR01019	DROME12526, DROME12525
OG0001774	XENTR17983	DROME16288
OG0001774	XENTR10461	DROME17117, DROME17119, DROME17118
OG0001775	XENTR08314, XENTR15724	DROME03798
OG0001776	XENTR15841, XENTR08652, XENTR01913	DROME13827, DROME13826, DROME13825, DROME13824
OG0001778	XENTR16949, XENTR16948	DROME03281
OG0001779	XENTR10429, XENTR10432	DROME00498
OG0001780	XENTR00800, XENTR12607	DROME12052
OG0001781	XENTR01701	DROME05960
OG0001781	XENTR12943	DROME03304
OG0001783	XENTR01760, XENTR09127	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578
OG0001785	XENTR09347	DROME20701, DROME20700
OG0001787	XENTR16345, XENTR10666, XENTR10665, XENTR13689	DROME15226
OG0001789	XENTR01158, XENTR11105	DROME15206, DROME15202, DROME15200, DROME15204
OG0001792	XENTR11934, XENTR11933	DROME20324
OG0001793	XENTR10072	DROME21922
OG0001794	XENTR10714	DROME06075, DROME11897, DROME11898, DROME11899, DROME11900, DROME14777, DROME14776
OG0001798	XENTR16775, XENTR10051	DROME07480
OG0001799	XENTR03523, XENTR06340	DROME20617, DROME20618, DROME20615, DROME20612, DROME20616, DROME20614, DROME20619, DROME20613
OG0001800	XENTR11113, XENTR10796	DROME19760, DROME19756, DROME19759, DROME19758, DROME19757
OG0001804	XENTR12189, XENTR00869	DROME18434, DROME18435, DROME18433, DROME18432
OG0001805	XENTR07066, XENTR17499	DROME11510, DROME11511
OG0001806	XENTR00733, XENTR02566, XENTR02565	DROME09050, DROME15347, DROME15346
OG0001807	XENTR12261	DROME02930, DROME02931, DROME02932
OG0001809	XENTR09671, XENTR00098, XENTR00099	DROME10117, DROME10116
OG0001810	XENTR11814	DROME12471
OG0001816	XENTR12357, XENTR04741	DROME01873
OG0001817	XENTR01799, XENTR07383, XENTR11210, XENTR16361, XENTR16279, XENTR19231, XENTR07609	DROME01259, DROME06513, DROME06515, DROME06514
OG0001818	XENTR08496, XENTR08495, XENTR08497, XENTR16571	DROME09141
OG0001819	XENTR03393, XENTR03154	DROME17329, DROME17330, DROME07897, DROME00545
OG0001820	XENTR11735, XENTR11739, XENTR08919	DROME08719, DROME08720
OG0001821	XENTR04786	DROME10515, DROME10514
OG0001822	XENTR17740, XENTR13294, XENTR10879	DROME10804, DROME10805, DROME10809, DROME10807, DROME10808, DROME10806
OG0001824	XENTR14540	DROME07762, DROME07761, DROME05770
OG0001825	XENTR01399, XENTR12908	DROME08707, DROME08708, DROME08709
OG0001826	XENTR08576, XENTR11916	DROME04636, DROME04635, DROME04634, DROME04637
OG0001827	XENTR06795	DROME14163
OG0001830	XENTR04509, XENTR16727	DROME21176, DROME21177, DROME21178, DROME21179
OG0001831	XENTR18275, XENTR17969	DROME16694, DROME16695, DROME16696
OG0001832	XENTR16823, XENTR01410	DROME11192
OG0001834	XENTR08408, XENTR02906	DROME21762, DROME21761, DROME21760
OG0001846	XENTR18639, XENTR07601	DROME07140
OG0001848	XENTR14304	DROME18633, DROME18634
