Orthogroup	XENTR	NEMVE
OG0001172	XENTR06358, XENTR09420	NEMVE14607
OG0001172	XENTR08224, XENTR15936	NEMVE13977
OG0001174	XENTR02782, XENTR11221, XENTR04237, XENTR14224, XENTR15091, XENTR01015, XENTR02796, XENTR05165, XENTR02815, XENTR11287, XENTR11289, XENTR11288, XENTR11300, XENTR02248, XENTR02246, XENTR01963	NEMVE06466
OG0001175	XENTR04334, XENTR01937	NEMVE18808, NEMVE00944
OG0001176	XENTR04321	NEMVE04714
OG0001177	XENTR04520, XENTR01947	NEMVE07007
OG0001178	XENTR00333	NEMVE13445, NEMVE00910
OG0001178	XENTR02313	NEMVE14023
OG0001181	XENTR02917, XENTR13969	NEMVE04930
OG0001183	XENTR15931, XENTR15930	NEMVE02043
OG0001184	XENTR11761	NEMVE23775
OG0001184	XENTR16633	NEMVE05038
OG0001185	XENTR05474, XENTR09610, XENTR09609	NEMVE15207
OG0001186	XENTR07680, XENTR03745	NEMVE07796
OG0001186	XENTR03736	NEMVE14205
OG0001188	XENTR04124	NEMVE04912
OG0001189	XENTR16871, XENTR08031, XENTR04626	NEMVE24274
OG0001190	XENTR06259, XENTR16660, XENTR16659	NEMVE07335, NEMVE20942
OG0001191	XENTR02213, XENTR13144, XENTR08963	NEMVE02357
OG0001196	XENTR18694, XENTR11054, XENTR19094	NEMVE08224, NEMVE12229
OG0001197	XENTR14109	NEMVE01874
OG0001197	XENTR02293, XENTR07184	NEMVE22522, NEMVE09933
OG0001198	XENTR13281	NEMVE24571
OG0001198	XENTR16301	NEMVE22207, NEMVE25198, NEMVE00766
OG0001200	XENTR03069	NEMVE09033
OG0001201	XENTR05955, XENTR17812, XENTR17811	NEMVE09573
OG0001202	XENTR11567, XENTR11566	NEMVE18910, NEMVE19217
OG0001203	XENTR16211, XENTR10957, XENTR14354	NEMVE06946
OG0001204	XENTR13340	NEMVE16401
OG0001205	XENTR14919	NEMVE09608
OG0001205	XENTR03556	NEMVE12458
OG0001207	XENTR10602, XENTR06956, XENTR16548	NEMVE07504
OG0001208	XENTR05399, XENTR14797	NEMVE13141
OG0001209	XENTR17550	NEMVE13903
OG0001211	XENTR04154, XENTR06866	NEMVE14313
OG0001212	XENTR16369, XENTR16368	NEMVE08966, NEMVE10705
OG0001212	XENTR17241, XENTR17240	NEMVE02933, NEMVE00040
OG0001213	XENTR10507	NEMVE09096
OG0001213	XENTR01205	NEMVE14427
OG0001214	XENTR02921	NEMVE06648
OG0001215	XENTR12954, XENTR16550, XENTR16549	NEMVE25378
OG0001216	XENTR13109	NEMVE13574
OG0001218	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396	NEMVE21894
OG0001219	XENTR03647, XENTR18228, XENTR12113	NEMVE22457
OG0001220	XENTR06344, XENTR06343	NEMVE01931
OG0001221	XENTR15915	NEMVE10455, NEMVE21175
OG0001224	XENTR18588	NEMVE18437
OG0001225	XENTR09310, XENTR06994, XENTR15732	NEMVE24191
OG0001230	XENTR05023, XENTR07941, XENTR12054, XENTR07940	NEMVE14462
OG0001231	XENTR03878, XENTR01648	NEMVE18418
OG0001232	XENTR01820	NEMVE08692
OG0001233	XENTR15515	NEMVE05554
OG0001234	XENTR15695, XENTR00503	NEMVE18230, NEMVE12291
OG0001238	XENTR08981	NEMVE14613
OG0001238	XENTR12621, XENTR06928, XENTR03786	NEMVE05651
OG0001239	XENTR05992, XENTR11309	NEMVE13393
OG0001240	XENTR01403, XENTR05719, XENTR12304, XENTR05718	NEMVE12044, NEMVE01922
OG0001241	XENTR12971	NEMVE23698
OG0001241	XENTR07087, XENTR02055	NEMVE22413
OG0001243	XENTR17516, XENTR17517	NEMVE04580
OG0001245	XENTR09296	NEMVE23125
OG0001245	XENTR03643, XENTR11740, XENTR09295	NEMVE23124
OG0001247	XENTR19062, XENTR18189, XENTR18467, XENTR11045	NEMVE03420
OG0001248	XENTR01078, XENTR18804, XENTR03776	NEMVE14608
OG0001249	XENTR10238, XENTR10239, XENTR04710, XENTR00318	NEMVE08338
OG0001250	XENTR10529, XENTR04777, XENTR07316	NEMVE07058
OG0001251	XENTR12411	NEMVE05777
OG0001252	XENTR06520, XENTR03993, XENTR03992, XENTR09825	NEMVE05179
OG0001253	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523	NEMVE14445
OG0001254	XENTR03435, XENTR01471	NEMVE01446, NEMVE14277
OG0001256	XENTR12356	NEMVE11467, NEMVE20435
OG0001261	XENTR03563, XENTR16999	NEMVE12600, NEMVE24381
OG0001264	XENTR02490, XENTR03731, XENTR05140	NEMVE09188
OG0001266	XENTR10900, XENTR02450	NEMVE14615, NEMVE13420, NEMVE23687
OG0001267	XENTR14460	NEMVE25606
OG0001267	XENTR06333	NEMVE22271
OG0001268	XENTR08282	NEMVE13796
OG0001268	XENTR18855	NEMVE10358
OG0001270	XENTR01782	NEMVE21909, NEMVE12078
OG0001270	XENTR12521, XENTR12522	NEMVE22554
OG0001271	XENTR17754, XENTR02751, XENTR07226	NEMVE16016, NEMVE12266
OG0001272	XENTR18340, XENTR09464, XENTR00960	NEMVE24865
OG0001273	XENTR13224, XENTR14752, XENTR14082	NEMVE06058
OG0001274	XENTR13249, XENTR15210, XENTR15211, XENTR07752	NEMVE24783
OG0001275	XENTR14625	NEMVE02957
OG0001275	XENTR14624	NEMVE14795
OG0001276	XENTR09721, XENTR13760	NEMVE24658
OG0001278	XENTR09813	NEMVE22456
OG0001279	XENTR11976	NEMVE06730
OG0001280	XENTR13872, XENTR04350, XENTR07156	NEMVE15111, NEMVE13261
OG0001281	XENTR17643	NEMVE06870
OG0001282	XENTR16436, XENTR00274	NEMVE13494
OG0001284	XENTR15697	NEMVE15039
OG0001284	XENTR01467, XENTR01466	NEMVE12745, NEMVE19495
OG0001285	XENTR08874, XENTR13103	NEMVE07034
OG0001287	XENTR06418, XENTR10568, XENTR10975, XENTR14177	NEMVE13851
OG0001288	XENTR05832, XENTR05833	NEMVE20273
OG0001290	XENTR08522, XENTR00546, XENTR09553, XENTR04590	NEMVE22813, NEMVE07506
OG0001291	XENTR02209, XENTR05578, XENTR07580, XENTR07579	NEMVE25091
OG0001293	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560	NEMVE24929
OG0001294	XENTR08985, XENTR08984	NEMVE10810
OG0001295	XENTR07162, XENTR07111	NEMVE10114
OG0001296	XENTR10758, XENTR16218, XENTR01664, XENTR01665	NEMVE10339
OG0001297	XENTR07068, XENTR07067, XENTR01254, XENTR17500	NEMVE03104
OG0001300	XENTR09380, XENTR15087, XENTR13396	NEMVE13700, NEMVE10660, NEMVE19269
OG0001302	XENTR00019	NEMVE11902
OG0001302	XENTR05127, XENTR05128	NEMVE17610
OG0001304	XENTR13603, XENTR09891, XENTR07804, XENTR02497	NEMVE01937
OG0001305	XENTR06508, XENTR06784, XENTR15394	NEMVE06825
OG0001306	XENTR00068	NEMVE16218
OG0001306	XENTR06783	NEMVE08625
OG0001308	XENTR08924, XENTR10339, XENTR11736	NEMVE00513, NEMVE16301, NEMVE11684, NEMVE06230
OG0001310	XENTR02393	NEMVE22452
OG0001310	XENTR15418	NEMVE14637
OG0001311	XENTR11767, XENTR16951	NEMVE05964, NEMVE03793
OG0001312	XENTR12977	NEMVE14791, NEMVE14787
OG0001317	XENTR06399	NEMVE01591
OG0001318	XENTR10187	NEMVE22575
OG0001318	XENTR00640	NEMVE14651
OG0001319	XENTR00669, XENTR10926, XENTR09062	NEMVE01465
OG0001320	XENTR12547	NEMVE10295
OG0001320	XENTR13078, XENTR04130	NEMVE25688
OG0001321	XENTR11250, XENTR11532, XENTR11534	NEMVE21741, NEMVE15029
OG0001322	XENTR10160, XENTR16770	NEMVE14406
OG0001322	XENTR07426	NEMVE05068, NEMVE21787
OG0001323	XENTR04149, XENTR14533, XENTR06661, XENTR12671	NEMVE11887
OG0001324	XENTR08414	NEMVE19268, NEMVE11187
OG0001326	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848	NEMVE14355
OG0001327	XENTR10101, XENTR14547	NEMVE15997
OG0001329	XENTR00757, XENTR03282, XENTR17153, XENTR17152	NEMVE06386
OG0001330	XENTR14976, XENTR11097, XENTR10939	NEMVE14535
OG0001331	XENTR14937, XENTR18315	NEMVE23983
OG0001332	XENTR11574, XENTR14153, XENTR14152	NEMVE10338
OG0001337	XENTR04761, XENTR09361	NEMVE05602
OG0001339	XENTR10662, XENTR05180	NEMVE09406
OG0001341	XENTR17450	NEMVE00960, NEMVE01284
OG0001344	XENTR06464	NEMVE22371
OG0001345	XENTR02832	NEMVE15150
OG0001348	XENTR02721, XENTR02053	NEMVE25188
OG0001350	XENTR00070	NEMVE17281, NEMVE14117, NEMVE13044
OG0001351	XENTR06632, XENTR02308	NEMVE17590
OG0001352	XENTR02276, XENTR07810	NEMVE14525, NEMVE21813
OG0001353	XENTR09948	NEMVE14778
OG0001353	XENTR09957, XENTR02518	NEMVE14645
OG0001354	XENTR09675	NEMVE15993
OG0001354	XENTR12221, XENTR00037, XENTR04304	NEMVE15994, NEMVE05871
OG0001355	XENTR08752, XENTR12634, XENTR02287, XENTR14204	NEMVE14405
OG0001356	XENTR11301, XENTR02362, XENTR06819	NEMVE04630
OG0001357	XENTR05091, XENTR02425, XENTR12657	NEMVE07199
OG0001360	XENTR05571	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456
OG0001362	XENTR09103	NEMVE13199
OG0001362	XENTR15980	NEMVE12236
OG0001363	XENTR09917, XENTR06150	NEMVE24406
OG0001364	XENTR17966, XENTR03257	NEMVE25546, NEMVE21006
OG0001366	XENTR03370	NEMVE15255
OG0001367	XENTR02449, XENTR12179, XENTR12890	NEMVE10311
OG0001368	XENTR09946, XENTR11688	NEMVE04773, NEMVE01407
OG0001369	XENTR07049, XENTR14549, XENTR14550, XENTR10107	NEMVE07342
OG0001370	XENTR01446	NEMVE16952
OG0001370	XENTR09409	NEMVE14662
OG0001371	XENTR09788	NEMVE13180, NEMVE10017, NEMVE03671
OG0001372	XENTR17215	NEMVE14621, NEMVE12678
OG0001373	XENTR01826, XENTR09130, XENTR04806	NEMVE13198
OG0001375	XENTR05015	NEMVE21718, NEMVE18400
OG0001375	XENTR07997, XENTR12997	NEMVE06380
OG0001376	XENTR13691, XENTR14498, XENTR07143	NEMVE14506
OG0001377	XENTR07904, XENTR16306	NEMVE18187
OG0001378	XENTR01985, XENTR01998, XENTR11085, XENTR12484	NEMVE14996
OG0001379	XENTR05934, XENTR18078, XENTR18079, XENTR06099, XENTR06100	NEMVE14262
OG0001380	XENTR13793, XENTR03477, XENTR03478	NEMVE10957
OG0001381	XENTR15731, XENTR09312, XENTR06992	NEMVE08816
OG0001383	XENTR06787	NEMVE09447
OG0001384	XENTR06196, XENTR07238	NEMVE03030
OG0001386	XENTR01734	NEMVE06336
OG0001388	XENTR06312, XENTR11586, XENTR11585	NEMVE08765
OG0001389	XENTR05255, XENTR05190, XENTR01018, XENTR09739	NEMVE07341
OG0001390	XENTR03382, XENTR16716, XENTR00398, XENTR02568	NEMVE03437, NEMVE13301, NEMVE04594
OG0001394	XENTR14743, XENTR16874	NEMVE08699
OG0001395	XENTR05456, XENTR16923, XENTR11578, XENTR07687	NEMVE10872, NEMVE02945
OG0001397	XENTR17141, XENTR17665	NEMVE22946
OG0001397	XENTR11843	NEMVE25397
OG0001399	XENTR02498, XENTR09890	NEMVE23382
OG0001401	XENTR11324	NEMVE23498
OG0001402	XENTR04534, XENTR14904, XENTR04036	NEMVE22752
OG0001403	XENTR06529, XENTR17701, XENTR10933	NEMVE08195
OG0001404	XENTR10088	NEMVE13694
OG0001405	XENTR07643, XENTR11005	NEMVE25349
OG0001405	XENTR16937, XENTR16938	NEMVE08567
OG0001406	XENTR09026, XENTR05268	NEMVE18633, NEMVE16331
OG0001408	XENTR06160, XENTR13671, XENTR01315	NEMVE25885
OG0001409	XENTR08239, XENTR15156	NEMVE14897
OG0001410	XENTR04211, XENTR11331	NEMVE03165
OG0001410	XENTR08205	NEMVE24971
OG0001411	XENTR05513	NEMVE25920
OG0001412	XENTR01134	NEMVE19652
OG0001413	XENTR10327	NEMVE06553, NEMVE06540
OG0001413	XENTR01450	NEMVE20094
OG0001414	XENTR16760	NEMVE11734
OG0001415	XENTR00799	NEMVE14658
OG0001416	XENTR04093, XENTR17575	NEMVE10436
OG0001417	XENTR16786, XENTR13968, XENTR05604	NEMVE02519
OG0001418	XENTR11447, XENTR00014, XENTR05877, XENTR04739	NEMVE12090, NEMVE01985
OG0001419	XENTR07503, XENTR07502, XENTR02430, XENTR02429	NEMVE05935
OG0001420	XENTR12964, XENTR18542, XENTR07058, XENTR02347, XENTR02348	NEMVE16749
OG0001421	XENTR11642, XENTR10761, XENTR11862	NEMVE00612
OG0001422	XENTR07180, XENTR03319	NEMVE07209
OG0001423	XENTR11753, XENTR07724, XENTR12211	NEMVE08632
OG0001424	XENTR09472	NEMVE01171
OG0001424	XENTR01101	NEMVE20550
OG0001425	XENTR00165, XENTR10054, XENTR15292	NEMVE19543, NEMVE14280
OG0001426	XENTR11607	NEMVE13859
OG0001427	XENTR12966	NEMVE15208
OG0001428	XENTR08058	NEMVE21876
OG0001430	XENTR11865, XENTR09506, XENTR03841, XENTR12647	NEMVE13108
OG0001431	XENTR12951, XENTR14198	NEMVE23887
OG0001432	XENTR14704, XENTR18322, XENTR18323	NEMVE01898
OG0001433	XENTR12757, XENTR01397, XENTR08074	NEMVE06558
OG0001434	XENTR14256, XENTR14257, XENTR14255	NEMVE01045
OG0001437	XENTR08203	NEMVE13628
OG0001438	XENTR00285, XENTR09773, XENTR08265, XENTR08266, XENTR08739	NEMVE23399
OG0001440	XENTR02912, XENTR02913, XENTR13967	NEMVE03715
OG0001442	XENTR09401, XENTR05913, XENTR12864	NEMVE01347
OG0001445	XENTR00603, XENTR11995	NEMVE05296
OG0001446	XENTR11107	NEMVE13345, NEMVE13458
OG0001447	XENTR06688, XENTR11993, XENTR11860	NEMVE05648
OG0001449	XENTR18530	NEMVE14841, NEMVE20272
OG0001449	XENTR17594	NEMVE13482, NEMVE00941
OG0001451	XENTR01133	NEMVE07224
OG0001451	XENTR09852	NEMVE13777
OG0001452	XENTR05846, XENTR01476, XENTR12152	NEMVE10972
OG0001453	XENTR15215, XENTR02669	NEMVE09283
OG0001453	XENTR09383	NEMVE20748, NEMVE13069, NEMVE17083, NEMVE13062, NEMVE00149
OG0001455	XENTR00058, XENTR11013, XENTR05881, XENTR12230	NEMVE14951
OG0001456	XENTR09379	NEMVE11079, NEMVE05799
OG0001459	XENTR19263, XENTR05668	NEMVE25233, NEMVE00289
OG0001460	XENTR14447	NEMVE07626
OG0001461	XENTR05990	NEMVE22415, NEMVE00568
OG0001462	XENTR15395	NEMVE11473
OG0001463	XENTR15129, XENTR03741	NEMVE09388, NEMVE13964
OG0001464	XENTR03158, XENTR17134, XENTR06200	NEMVE06290, NEMVE07201, NEMVE10766
OG0001465	XENTR17228	NEMVE01540
OG0001466	XENTR16300	NEMVE11395
OG0001466	XENTR03641	NEMVE24631
OG0001467	XENTR16639	NEMVE09380
OG0001468	XENTR04167, XENTR10607, XENTR03785	NEMVE03519
OG0001469	XENTR01908	NEMVE13119
OG0001469	XENTR01260	NEMVE05710
OG0001470	XENTR08880, XENTR08883	NEMVE01457
OG0001472	XENTR12389	NEMVE05967
OG0001472	XENTR13330	NEMVE23386
OG0001473	XENTR16670, XENTR04818, XENTR04817	NEMVE02159, NEMVE12413
OG0001474	XENTR18010	NEMVE07106
OG0001474	XENTR01827	NEMVE03081, NEMVE10570
OG0001475	XENTR12916	NEMVE23631
OG0001476	XENTR11401	NEMVE10280, NEMVE10281
OG0001477	XENTR00994	NEMVE12181, NEMVE14548
OG0001479	XENTR01295, XENTR15874, XENTR09664	NEMVE06797, NEMVE06784
OG0001480	XENTR08394, XENTR12252, XENTR14932	NEMVE16556
OG0001482	XENTR16187, XENTR10305, XENTR01513	NEMVE13241
OG0001483	XENTR10570	NEMVE23590
OG0001484	XENTR07065	NEMVE23070
OG0001485	XENTR03119, XENTR03410	NEMVE05976
OG0001486	XENTR14269, XENTR05434, XENTR04448, XENTR04449	NEMVE22710
OG0001487	XENTR15807, XENTR15808, XENTR03755, XENTR07678	NEMVE08786
OG0001488	XENTR17821	NEMVE04734, NEMVE04737, NEMVE04775
OG0001489	XENTR00338, XENTR12149	NEMVE23571, NEMVE21444
OG0001492	XENTR06535, XENTR01139	NEMVE17956
OG0001493	XENTR09429, XENTR14218, XENTR06696	NEMVE14619
OG0001495	XENTR13170	NEMVE15483
OG0001496	XENTR07933	NEMVE13319
OG0001500	XENTR08590, XENTR12582, XENTR10830	NEMVE07759
OG0001502	XENTR17438	NEMVE06315
OG0001503	XENTR14751	NEMVE13535
OG0001503	XENTR05638	NEMVE15019
OG0001504	XENTR02517	NEMVE10459
OG0001505	XENTR00271	NEMVE14234
OG0001506	XENTR00266, XENTR08441, XENTR08440	NEMVE16287
OG0001507	XENTR08992, XENTR07481	NEMVE01058
OG0001508	XENTR15984, XENTR15983, XENTR11480, XENTR11479	NEMVE06884
OG0001509	XENTR04021, XENTR04530	NEMVE01491
OG0001509	XENTR10571, XENTR03196	NEMVE23903
OG0001510	XENTR07005, XENTR12209, XENTR00355	NEMVE00716, NEMVE23759
OG0001511	XENTR03205	NEMVE06177
OG0001512	XENTR06982, XENTR02683	NEMVE08553
OG0001513	XENTR03148, XENTR05200	NEMVE06330
OG0001516	XENTR11018	NEMVE23626
OG0001517	XENTR13941, XENTR13905	NEMVE14577, NEMVE14581
OG0001518	XENTR06101, XENTR00879, XENTR10542	NEMVE10672
OG0001519	XENTR04354, XENTR07152, XENTR01425, XENTR01426, XENTR01427	NEMVE22706
OG0001520	XENTR12857, XENTR05173	NEMVE24027, NEMVE06996
OG0001521	XENTR14060, XENTR18950	NEMVE01970, NEMVE01552
OG0001521	XENTR14078	NEMVE13756
OG0001522	XENTR15230	NEMVE14033
OG0001523	XENTR10881, XENTR17742	NEMVE04670
OG0001524	XENTR09548	NEMVE25396
OG0001524	XENTR00484	NEMVE05484
OG0001525	XENTR12515, XENTR12514	NEMVE02407
OG0001526	XENTR01289, XENTR17681, XENTR16198	NEMVE00906
OG0001527	XENTR01509	NEMVE14422
OG0001527	XENTR15735	NEMVE03078
OG0001528	XENTR17324, XENTR04419	NEMVE14401
OG0001529	XENTR02811, XENTR02810, XENTR08383	NEMVE02084, NEMVE24342
OG0001530	XENTR13543, XENTR10562	NEMVE08975
OG0001531	XENTR12449, XENTR11571, XENTR08724	NEMVE05034
OG0001532	XENTR11612, XENTR16708, XENTR06237	NEMVE02971
OG0001533	XENTR07080, XENTR17861	NEMVE10443, NEMVE01320
OG0001534	XENTR05627, XENTR06763, XENTR05628	NEMVE00470
OG0001536	XENTR00181, XENTR02934	NEMVE11894, NEMVE05661
OG0001538	XENTR15405	NEMVE11486
OG0001546	XENTR02403, XENTR05092	NEMVE08644
OG0001550	XENTR12624	NEMVE19108, NEMVE17874
OG0001551	XENTR05545, XENTR05547	NEMVE01664
OG0001552	XENTR07028	NEMVE15633
OG0001552	XENTR07027	NEMVE14070
OG0001553	XENTR02229, XENTR09430, XENTR09742	NEMVE15083
OG0001554	XENTR08488, XENTR05924	NEMVE07256
OG0001558	XENTR16416, XENTR06488	NEMVE08767
OG0001559	XENTR13444	NEMVE13708
OG0001559	XENTR09039, XENTR06623	NEMVE10463
OG0001560	XENTR12473, XENTR04353, XENTR13870, XENTR12299	NEMVE07241
OG0001561	XENTR16133, XENTR07954, XENTR01341	NEMVE13680
OG0001562	XENTR16910	NEMVE13576
OG0001563	XENTR12134	NEMVE09315, NEMVE16630, NEMVE15254
OG0001564	XENTR03255, XENTR05932	NEMVE01813
OG0001567	XENTR10094, XENTR00289	NEMVE07133
OG0001568	XENTR05615	NEMVE12145, NEMVE13029, NEMVE04566
OG0001569	XENTR02711, XENTR00703, XENTR00702	NEMVE22103
OG0001571	XENTR14473	NEMVE05898
OG0001572	XENTR14408	NEMVE21698
OG0001572	XENTR03742	NEMVE14084
OG0001573	XENTR03987, XENTR08694	NEMVE05590
OG0001574	XENTR01390, XENTR06575, XENTR18448, XENTR11497, XENTR11496	NEMVE24808
OG0001575	XENTR14038, XENTR14037, XENTR16150	NEMVE08150
OG0001576	XENTR15048, XENTR13227	NEMVE10771
OG0001577	XENTR08741, XENTR08869, XENTR02240	NEMVE14595
OG0001578	XENTR01969, XENTR09544	NEMVE02073
OG0001580	XENTR13327, XENTR07267	NEMVE04880
OG0001581	XENTR07619, XENTR15249	NEMVE09495, NEMVE13982, NEMVE20122
OG0001582	XENTR07708, XENTR17762, XENTR01173	NEMVE14586, NEMVE16677
OG0001583	XENTR11561, XENTR14641	NEMVE12298, NEMVE07434
OG0001584	XENTR09628, XENTR09629	NEMVE03502
OG0001588	XENTR06850	NEMVE09735, NEMVE02707, NEMVE02610, NEMVE02611
OG0001589	XENTR13738, XENTR11338	NEMVE15586
OG0001590	XENTR10428	NEMVE15049
OG0001591	XENTR15863, XENTR18380, XENTR18910, XENTR14328	NEMVE19630
OG0001592	XENTR11244, XENTR11243	NEMVE14685
OG0001593	XENTR11547, XENTR08681, XENTR08680, XENTR02666, XENTR11433	NEMVE07459
OG0001594	XENTR11402	NEMVE22378
OG0001596	XENTR18374, XENTR16155	NEMVE06150
OG0001596	XENTR06371	NEMVE06132
OG0001597	XENTR05372	NEMVE17805
OG0001597	XENTR10161	NEMVE07623
OG0001599	XENTR07390, XENTR07367	NEMVE14138
OG0001600	XENTR16112, XENTR13590, XENTR11793	NEMVE09547
OG0001602	XENTR04428	NEMVE04820
OG0001604	XENTR11091	NEMVE20359, NEMVE13990
OG0001604	XENTR13341	NEMVE01133
OG0001605	XENTR04606	NEMVE21422, NEMVE17315
OG0001606	XENTR08318	NEMVE13096
OG0001606	XENTR10494	NEMVE14918
OG0001609	XENTR06189	NEMVE17441
OG0001609	XENTR11285	NEMVE13471
OG0001610	XENTR16107, XENTR10867, XENTR00221	NEMVE21979
OG0001611	XENTR13532, XENTR13440, XENTR02083	NEMVE04740
OG0001612	XENTR12835	NEMVE00995
OG0001612	XENTR11391	NEMVE00916
OG0001613	XENTR00997	NEMVE16939, NEMVE24133, NEMVE16791, NEMVE25459
OG0001614	XENTR03364	NEMVE02024
OG0001614	XENTR09810	NEMVE09707, NEMVE14265
OG0001615	XENTR04468, XENTR16398	NEMVE24769
OG0001617	XENTR11229, XENTR17736, XENTR07959	NEMVE00005
OG0001617	XENTR13009, XENTR13010	NEMVE25980
OG0001619	XENTR08523, XENTR00545, XENTR13802	NEMVE01643
OG0001620	XENTR12935, XENTR17480, XENTR03941	NEMVE05238, NEMVE07316
OG0001621	XENTR01806, XENTR05633	NEMVE07688
OG0001623	XENTR17580, XENTR06152	NEMVE14145, NEMVE16772, NEMVE24030
OG0001624	XENTR12858, XENTR07807	NEMVE20306, NEMVE10312
OG0001625	XENTR00351, XENTR00352, XENTR13943	NEMVE18968
OG0001627	XENTR11789, XENTR13175, XENTR07907	NEMVE04823
OG0001628	XENTR01654	NEMVE08310
OG0001629	XENTR01307, XENTR12006	NEMVE06795
OG0001630	XENTR10092, XENTR10093, XENTR11323, XENTR18767	NEMVE22382
OG0001632	XENTR02813, XENTR01250, XENTR01348	NEMVE05187
OG0001634	XENTR15612	NEMVE13518
OG0001634	XENTR11998	NEMVE22588
OG0001635	XENTR14373, XENTR03970	NEMVE14440
OG0001636	XENTR00472	NEMVE10668
OG0001638	XENTR17765, XENTR01518	NEMVE24596
OG0001639	XENTR05276, XENTR13285, XENTR13286	NEMVE25389, NEMVE18846, NEMVE25390, NEMVE25391
OG0001641	XENTR14307	NEMVE14484, NEMVE06204, NEMVE20026
OG0001642	XENTR09499, XENTR14534, XENTR14535	NEMVE25922
OG0001643	XENTR05703, XENTR05702, XENTR14501	NEMVE20743, NEMVE11046
OG0001644	XENTR02166	NEMVE22640
OG0001646	XENTR14678, XENTR01950, XENTR06522, XENTR13912	NEMVE03206
OG0001651	XENTR14299, XENTR16608	NEMVE10191, NEMVE06095
OG0001652	XENTR13535	NEMVE00956, NEMVE05109
OG0001653	XENTR11019	NEMVE00904
OG0001654	XENTR09616	NEMVE09044, NEMVE16312
OG0001654	XENTR17243, XENTR09614	NEMVE13324
OG0001655	XENTR03302, XENTR02328, XENTR08790, XENTR08791	NEMVE19053
OG0001656	XENTR04366	NEMVE04660
OG0001657	XENTR00532, XENTR17851	NEMVE13455
OG0001658	XENTR04483, XENTR12967	NEMVE17963
OG0001659	XENTR05457, XENTR00169, XENTR00170	NEMVE11319
OG0001660	XENTR13183, XENTR03454, XENTR14380	NEMVE15239
OG0001661	XENTR10294	NEMVE07312, NEMVE10092, NEMVE22246
OG0001661	XENTR10421	NEMVE01351, NEMVE13539
OG0001662	XENTR08476	NEMVE11251
OG0001662	XENTR03671, XENTR14025	NEMVE13811
OG0001663	XENTR16289, XENTR18540, XENTR18541	NEMVE21018, NEMVE23853
OG0001664	XENTR00344, XENTR00343, XENTR11452, XENTR14760	NEMVE25426
OG0001665	XENTR01674	NEMVE09117
OG0001665	XENTR10394	NEMVE05163
OG0001666	XENTR09349	NEMVE25558
OG0001667	XENTR12439, XENTR07091	NEMVE22928
OG0001668	XENTR00151	NEMVE14155
OG0001670	XENTR06115, XENTR06114, XENTR00297	NEMVE23427
OG0001671	XENTR08372	NEMVE21602, NEMVE24836
OG0001672	XENTR03686, XENTR05392, XENTR14798	NEMVE22147
OG0001673	XENTR02411	NEMVE07546
OG0001674	XENTR05318, XENTR08311, XENTR08310, XENTR08309	NEMVE25306
OG0001675	XENTR05024, XENTR15538	NEMVE03414
OG0001676	XENTR08921	NEMVE11180, NEMVE13897
OG0001676	XENTR08096	NEMVE17801
OG0001677	XENTR06345	NEMVE08811
OG0001680	XENTR09484, XENTR09485	NEMVE10805
OG0001682	XENTR12019	NEMVE09695
OG0001682	XENTR18099	NEMVE18688
OG0001683	XENTR14409, XENTR18194, XENTR05463, XENTR11397	NEMVE22487
OG0001685	XENTR03486, XENTR03485	NEMVE22402
OG0001686	XENTR10802, XENTR10341, XENTR11738, XENTR03714	NEMVE21686, NEMVE15921
OG0001687	XENTR07300	NEMVE13557, NEMVE13398
OG0001688	XENTR12165, XENTR12164, XENTR17332	NEMVE01983
OG0001689	XENTR06536, XENTR01151, XENTR01152	NEMVE13426
OG0001690	XENTR07789	NEMVE10364
OG0001691	XENTR19286	NEMVE08246
OG0001692	XENTR00015, XENTR05878, XENTR04738	NEMVE05217
OG0001694	XENTR07593, XENTR17102, XENTR06610, XENTR07039	NEMVE06291
OG0001696	XENTR14126, XENTR08939, XENTR12073, XENTR12074	NEMVE17253
OG0001698	XENTR18270	NEMVE00023
OG0001699	XENTR01688, XENTR01687, XENTR17709	NEMVE01135, NEMVE21954, NEMVE24398
OG0001704	XENTR03806, XENTR03805	NEMVE00356, NEMVE24161, NEMVE25865, NEMVE23380, NEMVE07682
OG0001706	XENTR05262, XENTR06974, XENTR05263	NEMVE23731
OG0001707	XENTR04513	NEMVE04981, NEMVE14075
OG0001709	XENTR06407, XENTR13040, XENTR18243, XENTR18244, XENTR13039, XENTR06408	NEMVE13278
OG0001710	XENTR16784, XENTR13163, XENTR16154	NEMVE05195
OG0001711	XENTR06620, XENTR13096	NEMVE10176, NEMVE10178
OG0001712	XENTR05564, XENTR02704	NEMVE01593
OG0001713	XENTR06081	NEMVE15326
OG0001714	XENTR03907	NEMVE20785, NEMVE14822
OG0001714	XENTR16567	NEMVE15425
OG0001716	XENTR15426	NEMVE24625
OG0001718	XENTR03869	NEMVE25579
OG0001720	XENTR17421, XENTR17422, XENTR01149	NEMVE00978, NEMVE05172
