Orthogroup	XENTR	SCHMD
OG0001732	XENTR09057, XENTR03190	SCHMD09964
OG0001733	XENTR07919	SCHMD11880
OG0001734	XENTR17630	SCHMD19353
OG0001734	XENTR17863, XENTR17864, XENTR17631	SCHMD27529, SCHMD23016
OG0001735	XENTR05402, XENTR16930	SCHMD04334
OG0001736	XENTR10208, XENTR16350	SCHMD13051
OG0001737	XENTR19032	SCHMD04897
OG0001737	XENTR11412, XENTR11594, XENTR12766	SCHMD19940, SCHMD12224
OG0001738	XENTR14124, XENTR16771	SCHMD28176
OG0001739	XENTR13668, XENTR18284	SCHMD04721
OG0001745	XENTR12852, XENTR09624	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088
OG0001752	XENTR05862, XENTR05863, XENTR10279	SCHMD04217
OG0001754	XENTR11387	SCHMD16498
OG0001755	XENTR02652	SCHMD00304
OG0001759	XENTR08864	SCHMD15866
OG0001769	XENTR12819	SCHMD03951
OG0001770	XENTR05192, XENTR05256, XENTR09738, XENTR01019	SCHMD22893, SCHMD22374
OG0001774	XENTR17983	SCHMD06607
OG0001780	XENTR00800, XENTR12607	SCHMD19255, SCHMD20118
OG0001781	XENTR12943	SCHMD11700, SCHMD23557, SCHMD23630
OG0001783	XENTR01760, XENTR09127	SCHMD15033, SCHMD26133
OG0001785	XENTR09347	SCHMD16368
OG0001787	XENTR16345, XENTR10666, XENTR10665, XENTR13689	SCHMD15982
OG0001788	XENTR05179	SCHMD08675
OG0001792	XENTR07735	SCHMD00384
OG0001793	XENTR16015	SCHMD00952
OG0001798	XENTR16775, XENTR10051	SCHMD06352, SCHMD07989
OG0001807	XENTR12261	SCHMD01495
OG0001808	XENTR15385, XENTR00368	SCHMD04780
OG0001809	XENTR09671, XENTR00098, XENTR00099	SCHMD03279
OG0001810	XENTR11814	SCHMD28471, SCHMD25400
OG0001818	XENTR08496, XENTR08495, XENTR08497, XENTR16571	SCHMD13473, SCHMD29528, SCHMD15135
OG0001819	XENTR03393, XENTR03154	SCHMD06459
OG0001820	XENTR11735, XENTR11739, XENTR08919	SCHMD14228, SCHMD02398
OG0001821	XENTR04786	SCHMD28800, SCHMD18321
OG0001822	XENTR17740	SCHMD21605
OG0001824	XENTR14540	SCHMD01899
OG0001825	XENTR11940, XENTR09385, XENTR03315, XENTR13373, XENTR01399, XENTR12908	SCHMD06748
OG0001826	XENTR08576, XENTR11916	SCHMD25796, SCHMD02997
OG0001827	XENTR06795	SCHMD17765, SCHMD19189
OG0001829	XENTR00483, XENTR14302	SCHMD09587
OG0001832	XENTR16823, XENTR01410	SCHMD09061
OG0001834	XENTR08408, XENTR02906	SCHMD04020, SCHMD20048
OG0001846	XENTR18639, XENTR07601	SCHMD09924
OG0001849	XENTR05214, XENTR06882	SCHMD05416
OG0001850	XENTR05476, XENTR03640	SCHMD14974, SCHMD17053
OG0001852	XENTR14319, XENTR08373	SCHMD01397
OG0001855	XENTR04793	SCHMD18910, SCHMD18417, SCHMD21978, SCHMD24791, SCHMD24116, SCHMD23804, SCHMD24570, SCHMD16145, SCHMD12639
OG0001855	XENTR01758, XENTR10522	SCHMD21348, SCHMD27665, SCHMD12287
OG0001857	XENTR18087, XENTR13066	SCHMD00486
OG0001860	XENTR18593	SCHMD14532
OG0001861	XENTR07625	SCHMD02441, SCHMD00846, SCHMD13519
OG0001861	XENTR05532	SCHMD03031
OG0001862	XENTR05039, XENTR12303, XENTR03115	SCHMD11318, SCHMD06548, SCHMD11319, SCHMD13785
OG0001863	XENTR01885	SCHMD26126
OG0001866	XENTR00166, XENTR11409	SCHMD17047
OG0001867	XENTR18201	SCHMD06149
OG0001869	XENTR12915	SCHMD19852
OG0001870	XENTR05017, XENTR12751, XENTR08077, XENTR08078	SCHMD08001, SCHMD03109
OG0001873	XENTR11870	SCHMD09003
OG0001874	XENTR08894	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032
OG0001875	XENTR05396	SCHMD29147, SCHMD28237
OG0001875	XENTR05593	SCHMD11568
OG0001877	XENTR12095, XENTR17619, XENTR15404	SCHMD14827
OG0001878	XENTR04362, XENTR12083, XENTR10903, XENTR05516	SCHMD18520
OG0001879	XENTR12513	SCHMD08156
OG0001881	XENTR16627, XENTR17045, XENTR12268	SCHMD18117
OG0001882	XENTR06860, XENTR06863, XENTR05412	SCHMD17052, SCHMD22970
OG0001884	XENTR13203, XENTR03005, XENTR07644	SCHMD09575
OG0001886	XENTR06797, XENTR15392	SCHMD00538
OG0001887	XENTR06427, XENTR00912, XENTR12585, XENTR03465, XENTR18819	SCHMD22103, SCHMD03399, SCHMD24336
OG0001889	XENTR13126, XENTR01850	SCHMD08218, SCHMD03474
OG0001890	XENTR14057, XENTR07419, XENTR17098	SCHMD07009
OG0001894	XENTR15449, XENTR08653	SCHMD11512
OG0001897	XENTR16598, XENTR13280, XENTR09183, XENTR08525	SCHMD10904
OG0001898	XENTR15118	SCHMD21587, SCHMD18283, SCHMD21586, SCHMD18284
OG0001900	XENTR02100	SCHMD02044
OG0001901	XENTR03557	SCHMD02622
OG0001903	XENTR07494	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188
OG0001906	XENTR18204, XENTR10052, XENTR04278, XENTR10632	SCHMD06594
OG0001913	XENTR06742, XENTR01451	SCHMD08198, SCHMD01162
OG0001914	XENTR06764	SCHMD07662
OG0001915	XENTR06298	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004
OG0001916	XENTR10953	SCHMD17658
OG0001916	XENTR12336	SCHMD10605
OG0001917	XENTR00340, XENTR11451, XENTR14754, XENTR10651	SCHMD07933
OG0001918	XENTR16543, XENTR04216	SCHMD11138, SCHMD23731
OG0001919	XENTR09434	SCHMD23775, SCHMD20085
OG0001920	XENTR11529, XENTR17510, XENTR17509, XENTR00354	SCHMD25326
OG0001923	XENTR13216	SCHMD05921
OG0001925	XENTR17884, XENTR03374, XENTR12899	SCHMD03004, SCHMD23545, SCHMD17243
OG0001926	XENTR00430	SCHMD20309, SCHMD16846
OG0001927	XENTR04644	SCHMD08910
OG0001928	XENTR07469	SCHMD26836
OG0001929	XENTR18792, XENTR10076	SCHMD18261, SCHMD08691, SCHMD20130, SCHMD06934
OG0001930	XENTR01448	SCHMD25138
OG0001932	XENTR09901, XENTR15132	SCHMD07454, SCHMD17903
OG0001933	XENTR13601, XENTR06647	SCHMD01181
OG0001935	XENTR00153	SCHMD23048
OG0001937	XENTR17859	SCHMD08104, SCHMD08105
OG0001939	XENTR02477, XENTR10993	SCHMD10030, SCHMD02230
OG0001941	XENTR10384, XENTR17146	SCHMD26622
OG0001942	XENTR12960, XENTR05523	SCHMD16279, SCHMD09808
OG0001943	XENTR10899, XENTR02451	SCHMD03979
OG0001946	XENTR09726, XENTR07293, XENTR04877, XENTR04876	SCHMD08506
OG0001947	XENTR07021, XENTR02357	SCHMD00740
OG0001949	XENTR01148, XENTR11100	SCHMD16576
OG0001950	XENTR12232, XENTR11572, XENTR03988	SCHMD07266
OG0001951	XENTR07227, XENTR16258	SCHMD10937, SCHMD17652, SCHMD16242
OG0001952	XENTR09389	SCHMD08803, SCHMD19932
OG0001953	XENTR09118, XENTR10393	SCHMD03889
OG0001956	XENTR05066, XENTR08133	SCHMD16218
OG0001957	XENTR11349, XENTR12903, XENTR01129	SCHMD03964
OG0001958	XENTR16906, XENTR09373, XENTR02730, XENTR00657	SCHMD10594
OG0001961	XENTR01355, XENTR01247	SCHMD03837
OG0001963	XENTR17226, XENTR11249, XENTR07153	SCHMD24660
OG0001965	XENTR17416	SCHMD15198
OG0001966	XENTR15870, XENTR04015	SCHMD10097
OG0001968	XENTR14913, XENTR16410	SCHMD12918
OG0001969	XENTR08255, XENTR15375	SCHMD08414, SCHMD09063
OG0001970	XENTR06672, XENTR13877	SCHMD03645
OG0001972	XENTR12033	SCHMD07972, SCHMD26110
OG0001974	XENTR09807	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138
OG0001985	XENTR03530	SCHMD04898
OG0001987	XENTR04550, XENTR14677	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073
OG0001988	XENTR11854	SCHMD17373
OG0001989	XENTR14006, XENTR12273	SCHMD11266
OG0001991	XENTR02462	SCHMD08363
OG0001992	XENTR05527, XENTR15316	SCHMD10680
OG0001993	XENTR06886	SCHMD04075
OG0001994	XENTR10934, XENTR08885	SCHMD12538
OG0001998	XENTR16338, XENTR14682	SCHMD19391
OG0001999	XENTR10154	SCHMD10953
OG0002000	XENTR05813	SCHMD09206
OG0002001	XENTR12894, XENTR07328	SCHMD04245
OG0002003	XENTR14361, XENTR02394	SCHMD25539
OG0002005	XENTR18436, XENTR03549, XENTR02807, XENTR08268, XENTR01964	SCHMD01316, SCHMD27910, SCHMD18360
OG0002006	XENTR12258, XENTR12259	SCHMD01886, SCHMD11267, SCHMD12678, SCHMD06801
OG0002008	XENTR08143, XENTR06727	SCHMD06021
OG0002011	XENTR15809, XENTR12417	SCHMD13609, SCHMD07842
OG0002013	XENTR16536	SCHMD05928, SCHMD05926
OG0002015	XENTR07357, XENTR03893	SCHMD07213, SCHMD12123
OG0002017	XENTR14273, XENTR15282, XENTR15484	SCHMD02967
OG0002018	XENTR12197, XENTR00896, XENTR09258, XENTR06435	SCHMD24155, SCHMD22495
OG0002023	XENTR12329, XENTR11622, XENTR16758	SCHMD13758
OG0002024	XENTR09931, XENTR16485	SCHMD06250
OG0002026	XENTR08832	SCHMD11077, SCHMD01664
OG0002027	XENTR09267, XENTR07230, XENTR00276	SCHMD07869
OG0002028	XENTR14364	SCHMD21205, SCHMD23213, SCHMD07644, SCHMD21204, SCHMD23215
OG0002029	XENTR18899	SCHMD15250
OG0002031	XENTR15929, XENTR15928, XENTR08011	SCHMD21628, SCHMD14088
OG0002032	XENTR02603	SCHMD15998, SCHMD17430
OG0002034	XENTR02935	SCHMD23854, SCHMD28527
OG0002036	XENTR02413, XENTR02087	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638
OG0002043	XENTR04074, XENTR04633	SCHMD03148
OG0002059	XENTR06499, XENTR04009, XENTR04010	SCHMD13857
OG0002060	XENTR11618	SCHMD13685, SCHMD22795
OG0002061	XENTR09573	SCHMD04969
OG0002062	XENTR10057, XENTR05037	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072
OG0002068	XENTR08494	SCHMD20105
OG0002073	XENTR13381, XENTR08969, XENTR17145, XENTR07900	SCHMD20304, SCHMD22775, SCHMD03169
OG0002076	XENTR05229, XENTR17066	SCHMD28435, SCHMD28300
OG0002077	XENTR13971, XENTR13972, XENTR02927	SCHMD01377
OG0002078	XENTR16673, XENTR07358	SCHMD24719, SCHMD11692, SCHMD24733, SCHMD25810
OG0002080	XENTR01136, XENTR01135, XENTR13342	SCHMD17823, SCHMD17826, SCHMD20969, SCHMD28760
OG0002081	XENTR00902	SCHMD26344, SCHMD21808
OG0002081	XENTR00903	SCHMD20577, SCHMD12884, SCHMD21807
OG0002085	XENTR12804, XENTR08902, XENTR03047	SCHMD24654
OG0002087	XENTR06831	SCHMD07766
OG0002088	XENTR11630, XENTR11629, XENTR02349	SCHMD01447
OG0002089	XENTR03801, XENTR07199, XENTR07988, XENTR10242, XENTR17245, XENTR04986	SCHMD26378
OG0002091	XENTR16710, XENTR10291	SCHMD18712, SCHMD22802
OG0002093	XENTR02553	SCHMD12873, SCHMD16751, SCHMD14180
OG0002095	XENTR13181, XENTR03455, XENTR14381, XENTR09072	SCHMD10706, SCHMD04399
OG0002096	XENTR04526	SCHMD19108, SCHMD19170
OG0002097	XENTR04416, XENTR03687	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424
OG0002099	XENTR02496	SCHMD02814
OG0002101	XENTR04299	SCHMD15902
OG0002103	XENTR15401, XENTR15782	SCHMD03652
OG0002104	XENTR05884	SCHMD13430, SCHMD13219, SCHMD07798
OG0002105	XENTR11631, XENTR14520	SCHMD04684
OG0002106	XENTR03305, XENTR11760	SCHMD29823, SCHMD29437
OG0002107	XENTR10514	SCHMD17132, SCHMD27313
OG0002108	XENTR13048, XENTR07710	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153
OG0002125	XENTR01325	SCHMD01906
OG0002127	XENTR08596	SCHMD08650, SCHMD03483
OG0002129	XENTR08464, XENTR00664, XENTR13829	SCHMD22869
OG0002131	XENTR05730, XENTR05731, XENTR18308, XENTR17313	SCHMD13328, SCHMD15542
OG0002134	XENTR07771, XENTR05125	SCHMD15178
OG0002138	XENTR08958	SCHMD05605
OG0002139	XENTR00173, XENTR13536	SCHMD09027
OG0002141	XENTR00916, XENTR11777	SCHMD13856
OG0002144	XENTR18301, XENTR10292	SCHMD08032
OG0002145	XENTR06603	SCHMD12978
OG0002147	XENTR00295	SCHMD20896, SCHMD24159
OG0002148	XENTR13087	SCHMD13024, SCHMD06006
OG0002149	XENTR06941, XENTR02903	SCHMD00788
OG0002155	XENTR07126	SCHMD08600
OG0002156	XENTR04891	SCHMD11093
OG0002158	XENTR02132	SCHMD07812
OG0002159	XENTR12686	SCHMD10603, SCHMD12359
OG0002160	XENTR18209	SCHMD03531, SCHMD05686, SCHMD13784, SCHMD24695, SCHMD12476, SCHMD27951, SCHMD03338
OG0002162	XENTR03932, XENTR07744	SCHMD03583, SCHMD23655, SCHMD18455, SCHMD26112, SCHMD26238, SCHMD14051, SCHMD04345
OG0002163	XENTR00389, XENTR18816, XENTR00388, XENTR07424	SCHMD00119
OG0002164	XENTR08035	SCHMD10444, SCHMD06294, SCHMD20863, SCHMD17369
OG0002166	XENTR10313, XENTR06523	SCHMD22548
OG0002167	XENTR01922, XENTR03650, XENTR12692	SCHMD06677
OG0002168	XENTR05025, XENTR15448	SCHMD00757
OG0002169	XENTR11319, XENTR12444	SCHMD19182, SCHMD07925
OG0002170	XENTR13652	SCHMD16963
OG0002171	XENTR02510, XENTR15921	SCHMD05133, SCHMD13789
OG0002172	XENTR04445, XENTR05333	SCHMD03160, SCHMD03161
OG0002175	XENTR06785	SCHMD09343, SCHMD14948
OG0002175	XENTR15142	SCHMD24043, SCHMD19181
OG0002177	XENTR11672, XENTR05111, XENTR02389	SCHMD05408
OG0002178	XENTR15594	SCHMD23121
OG0002179	XENTR17544	SCHMD03680
OG0002182	XENTR05974, XENTR01224	SCHMD00111
OG0002184	XENTR11457	SCHMD08541
OG0002185	XENTR06645, XENTR00451	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407
OG0002186	XENTR01085, XENTR10999	SCHMD11250
OG0002188	XENTR01062	SCHMD07090
OG0002189	XENTR00331	SCHMD03295
OG0002190	XENTR06037, XENTR01498, XENTR01499	SCHMD06253, SCHMD20396
OG0002191	XENTR01870, XENTR03789	SCHMD16045
OG0002192	XENTR11890	SCHMD09378, SCHMD11311
OG0002196	XENTR08934	SCHMD04892, SCHMD04891
OG0002202	XENTR07620	SCHMD08383, SCHMD24078, SCHMD00624, SCHMD16947
OG0002203	XENTR07640, XENTR07639, XENTR04502, XENTR13325	SCHMD20001
OG0002208	XENTR14817	SCHMD09680, SCHMD16574, SCHMD14755, SCHMD20031, SCHMD17015, SCHMD01563, SCHMD16248, SCHMD21552, SCHMD10975, SCHMD15285, SCHMD17766, SCHMD00280, SCHMD15007, SCHMD08428, SCHMD05329, SCHMD03329, SCHMD23141, SCHMD21193, SCHMD02108, SCHMD13050, SCHMD13717, SCHMD08304, SCHMD01837, SCHMD22722, SCHMD03700, SCHMD06795, SCHMD14539, SCHMD09023, SCHMD04665, SCHMD25057, SCHMD15985, SCHMD01696, SCHMD17221, SCHMD25171, SCHMD10269, SCHMD00090, SCHMD11979, SCHMD18621, SCHMD10537, SCHMD22214, SCHMD18248, SCHMD00683, SCHMD02172, SCHMD17014, SCHMD01562, SCHMD21438, SCHMD26719, SCHMD17418, SCHMD05481
OG0002209	XENTR01337, XENTR02797	SCHMD05613
OG0002211	XENTR09443	SCHMD29435
OG0002213	XENTR02106	SCHMD01017
OG0002216	XENTR02859	SCHMD20521
OG0002222	XENTR03278	SCHMD17607, SCHMD07921
OG0002223	XENTR14551, XENTR10106	SCHMD11701
OG0002224	XENTR04276, XENTR01944	SCHMD07940, SCHMD07939
OG0002225	XENTR14771	SCHMD03290
OG0002226	XENTR06512, XENTR03995	SCHMD00937
OG0002227	XENTR18535	SCHMD09350, SCHMD09896
OG0002229	XENTR00831	SCHMD09620, SCHMD21635
OG0002233	XENTR09065	SCHMD13734
OG0002235	XENTR18072, XENTR18071, XENTR02194	SCHMD15174, SCHMD00911
OG0002239	XENTR17177	SCHMD29729
OG0002239	XENTR09309, XENTR17015	SCHMD00548
OG0002240	XENTR09016	SCHMD15638, SCHMD19507, SCHMD19508, SCHMD15639
OG0002241	XENTR15534, XENTR00886	SCHMD19113
OG0002242	XENTR11857, XENTR03011, XENTR07757	SCHMD08603, SCHMD18345, SCHMD08057, SCHMD10008, SCHMD29065, SCHMD24226
OG0002244	XENTR05927	SCHMD25722
OG0002252	XENTR07010, XENTR09805, XENTR07309	SCHMD16344
OG0002254	XENTR09536, XENTR18652, XENTR10483, XENTR16418	SCHMD07846
OG0002257	XENTR11360, XENTR03831	SCHMD26955
OG0002259	XENTR16720, XENTR04562	SCHMD08992
OG0002260	XENTR05549	SCHMD15145, SCHMD14592, SCHMD17897, SCHMD04140, SCHMD05670
OG0002261	XENTR12712, XENTR18200, XENTR12711	SCHMD15654, SCHMD22485
OG0002263	XENTR11327	SCHMD05522
OG0002264	XENTR11031, XENTR12994	SCHMD24103
OG0002265	XENTR08018, XENTR15740	SCHMD27098, SCHMD25159, SCHMD22941
OG0002266	XENTR10523, XENTR10524, XENTR01757	SCHMD06724
OG0002268	XENTR16404, XENTR16405	SCHMD25961
OG0002268	XENTR09207	SCHMD10895
OG0002270	XENTR01124, XENTR13158, XENTR01343	SCHMD15276
OG0002272	XENTR02511	SCHMD08789, SCHMD22434
OG0002275	XENTR05172, XENTR12040	SCHMD18381
OG0002278	XENTR11991, XENTR15310	SCHMD20539, SCHMD10373, SCHMD15432, SCHMD10372
OG0002279	XENTR17502, XENTR08016	SCHMD01549, SCHMD01546
OG0002280	XENTR13539, XENTR13538, XENTR05453	SCHMD12278
OG0002282	XENTR06507, XENTR15597, XENTR15596	SCHMD02902, SCHMD23794
OG0002283	XENTR08932, XENTR04899, XENTR04898	SCHMD03900, SCHMD01733
OG0002284	XENTR09193, XENTR00069	SCHMD15028
OG0002287	XENTR13326, XENTR15096	SCHMD14731, SCHMD14911
OG0002288	XENTR12739, XENTR07532	SCHMD19642, SCHMD22333, SCHMD13464
OG0002292	XENTR10569	SCHMD12492
OG0002292	XENTR11818	SCHMD07306
OG0002293	XENTR04957, XENTR12754	SCHMD09386
OG0002294	XENTR05741, XENTR12369	SCHMD07707
OG0002297	XENTR00024, XENTR00025, XENTR00023	SCHMD06067, SCHMD11073, SCHMD06071, SCHMD08919, SCHMD15076
OG0002314	XENTR10588	SCHMD21034
OG0002316	XENTR13680, XENTR13681, XENTR04956	SCHMD00365, SCHMD09509
OG0002318	XENTR14796	SCHMD07487, SCHMD07486, SCHMD07473
OG0002320	XENTR06033, XENTR16688	SCHMD23839, SCHMD25321
OG0002321	XENTR17990	SCHMD19583
OG0002325	XENTR08080	SCHMD12741, SCHMD02197
OG0002326	XENTR11657, XENTR05110	SCHMD16849
OG0002327	XENTR06367, XENTR18257	SCHMD04037
OG0002331	XENTR02956, XENTR08347	SCHMD05746
OG0002332	XENTR06466	SCHMD15876
OG0002334	XENTR17858	SCHMD23234
OG0002335	XENTR02895	SCHMD10804
OG0002337	XENTR12506, XENTR04056	SCHMD00113
OG0002341	XENTR17261, XENTR17262	SCHMD26460, SCHMD08087, SCHMD22683
OG0002342	XENTR10598, XENTR12752	SCHMD22295, SCHMD21175
OG0002343	XENTR09466, XENTR17455, XENTR10712	SCHMD04508
OG0002344	XENTR01511, XENTR10309	SCHMD18349
OG0002348	XENTR03865	SCHMD29339
OG0002349	XENTR00479	SCHMD05252
OG0002349	XENTR11092	SCHMD15867, SCHMD00212, SCHMD28145, SCHMD06312
OG0002352	XENTR10484	SCHMD11120
OG0002355	XENTR01023, XENTR01621	SCHMD13322
OG0002356	XENTR11801, XENTR14127	SCHMD06573, SCHMD14519
OG0002357	XENTR15504, XENTR14393	SCHMD07180, SCHMD07348
OG0002359	XENTR14398	SCHMD07349
OG0002361	XENTR00595, XENTR12105	SCHMD19885, SCHMD19235, SCHMD20081, SCHMD25103
OG0002362	XENTR06985, XENTR01436, XENTR11944	SCHMD13230
OG0002363	XENTR01831, XENTR13726	SCHMD26399
OG0002366	XENTR03010, XENTR09341, XENTR07763	SCHMD20747, SCHMD23587, SCHMD15000
OG0002367	XENTR04737	SCHMD07520
OG0002368	XENTR03040, XENTR01632	SCHMD19036
OG0002370	XENTR11205	SCHMD03014
OG0002371	XENTR13442, XENTR02101, XENTR08507	SCHMD25183, SCHMD07417
OG0002372	XENTR18264	SCHMD13875
OG0002374	XENTR17796, XENTR09958	SCHMD10513, SCHMD09821
OG0002375	XENTR03186	SCHMD24554
OG0002376	XENTR03067	SCHMD18335, SCHMD24761
OG0002379	XENTR09370, XENTR18063	SCHMD22995, SCHMD22909
OG0002383	XENTR15253, XENTR17463, XENTR17464, XENTR18732	SCHMD11815, SCHMD29794, SCHMD03773, SCHMD10749, SCHMD29150, SCHMD14643, SCHMD07626, SCHMD10095, SCHMD24864, SCHMD07902, SCHMD27779, SCHMD19538
OG0002395	XENTR04724	SCHMD00535, SCHMD01059
OG0002396	XENTR06625, XENTR12782	SCHMD05257
OG0002402	XENTR18948	SCHMD14145, SCHMD21289
OG0002404	XENTR00427	SCHMD04087
OG0002405	XENTR14459	SCHMD07257
OG0002406	XENTR13694	SCHMD19891
OG0002407	XENTR16253	SCHMD07149
OG0002408	XENTR05124	SCHMD05812, SCHMD19514
OG0002409	XENTR17207, XENTR00759, XENTR02804	SCHMD06262
OG0002410	XENTR18986	SCHMD00520
OG0002411	XENTR10283, XENTR09696	SCHMD25076, SCHMD25353
OG0002412	XENTR12811	SCHMD05052
OG0002413	XENTR12213	SCHMD06075
OG0002414	XENTR04525, XENTR13332	SCHMD12778, SCHMD15427, SCHMD24855, SCHMD21960
OG0002415	XENTR18259	SCHMD12484
OG0002418	XENTR13921, XENTR13922, XENTR08069, XENTR15285	SCHMD13033
OG0002420	XENTR12655, XENTR02423, XENTR02422, XENTR00619	SCHMD24163
OG0002421	XENTR11863	SCHMD10399
OG0002422	XENTR12603	SCHMD10713, SCHMD26768
OG0002423	XENTR14926	SCHMD05924, SCHMD22834, SCHMD12277, SCHMD13444, SCHMD05922, SCHMD05923
OG0002424	XENTR09777	SCHMD02494
OG0002425	XENTR18312	SCHMD24887, SCHMD14524
OG0002426	XENTR04791	SCHMD12164
OG0002427	XENTR11500	SCHMD25589
OG0002433	XENTR13711	SCHMD21728, SCHMD26253, SCHMD07182, SCHMD18419, SCHMD21667
OG0002436	XENTR00885, XENTR03664	SCHMD26728, SCHMD17346
OG0002437	XENTR06859, XENTR03646, XENTR12985, XENTR00540, XENTR07070, XENTR06175	SCHMD26512
OG0002438	XENTR08545	SCHMD05551
OG0002439	XENTR00776, XENTR00775, XENTR12812	SCHMD17265
OG0002441	XENTR05912	SCHMD16958, SCHMD27293, SCHMD09124
OG0002443	XENTR00383	SCHMD01789
OG0002445	XENTR03182	SCHMD05650
OG0002447	XENTR09073	SCHMD02992
OG0002450	XENTR19093, XENTR14079	SCHMD23688
OG0002451	XENTR16464	SCHMD16281, SCHMD21361
OG0002453	XENTR10071	SCHMD08660, SCHMD06735
OG0002454	XENTR10315, XENTR04033	SCHMD10051
OG0002455	XENTR11478, XENTR00256	SCHMD29092
OG0002456	XENTR14930, XENTR12253	SCHMD12997, SCHMD01810
OG0002457	XENTR07718	SCHMD14122, SCHMD08116
OG0002459	XENTR00970	SCHMD25807, SCHMD10532
OG0002461	XENTR04357	SCHMD06528
OG0002462	XENTR09111	SCHMD06187
OG0002476	XENTR00493	SCHMD03267
OG0002478	XENTR07451, XENTR17938	SCHMD10684, SCHMD02670
OG0002487	XENTR08514, XENTR00198	SCHMD08461, SCHMD18396
OG0002490	XENTR06810, XENTR02883	SCHMD04533
OG0002491	XENTR08254, XENTR15373	SCHMD27390, SCHMD26421
OG0002492	XENTR09648	SCHMD26859, SCHMD28821, SCHMD26225, SCHMD06451, SCHMD15482, SCHMD09218, SCHMD23936, SCHMD18978, SCHMD22686, SCHMD27456, SCHMD09605, SCHMD02714
OG0002494	XENTR02970, XENTR04622	SCHMD11104
OG0002495	XENTR01127	SCHMD09550, SCHMD16662, SCHMD19451, SCHMD16789
OG0002496	XENTR18038, XENTR07307	SCHMD10467
OG0002497	XENTR12266, XENTR01749	SCHMD08307
OG0002499	XENTR14604, XENTR11611	SCHMD15190, SCHMD14873
OG0002501	XENTR13311	SCHMD00161
OG0002505	XENTR00934	SCHMD16408, SCHMD16409, SCHMD16413, SCHMD16410
OG0002507	XENTR04668, XENTR13282, XENTR15339	SCHMD13076
OG0002509	XENTR15346	SCHMD16881, SCHMD26540
OG0002510	XENTR13486	SCHMD16402, SCHMD22142
OG0002511	XENTR03365, XENTR03366, XENTR08403	SCHMD22603
OG0002515	XENTR13875	SCHMD01233
OG0002516	XENTR02644, XENTR10617	SCHMD13475, SCHMD03180
OG0002517	XENTR01689, XENTR01691, XENTR01690, XENTR06913	SCHMD03225, SCHMD10251
OG0002518	XENTR16754, XENTR16755	SCHMD04695
OG0002519	XENTR06434, XENTR00894, XENTR00893	SCHMD10280
OG0002520	XENTR16161, XENTR11725	SCHMD21493, SCHMD24580
OG0002524	XENTR10321, XENTR11155, XENTR14887	SCHMD01766
OG0002525	XENTR04134, XENTR16248	SCHMD03404
OG0002526	XENTR18843	SCHMD28396
OG0002527	XENTR09927, XENTR16099	SCHMD25894, SCHMD01775
OG0002528	XENTR13773	SCHMD14226, SCHMD14244, SCHMD02867, SCHMD13131
OG0002529	XENTR03254	SCHMD03029
OG0002530	XENTR00564, XENTR12121	SCHMD06656, SCHMD16184
OG0002531	XENTR07496, XENTR09048	SCHMD16227, SCHMD14936
OG0002532	XENTR07408, XENTR07406, XENTR07407	SCHMD05611
OG0002533	XENTR06540, XENTR01165	SCHMD24807, SCHMD23978
OG0002537	XENTR01807	SCHMD22179, SCHMD15746
OG0002540	XENTR12727, XENTR08197	SCHMD03178
OG0002542	XENTR02923, XENTR13960, XENTR03763	SCHMD06905, SCHMD04420
OG0002543	XENTR00842	SCHMD13140, SCHMD07926
OG0002547	XENTR10889, XENTR07983	SCHMD29010, SCHMD22348, SCHMD17905
OG0002548	XENTR11978	SCHMD18717
OG0002549	XENTR03082	SCHMD07040
OG0002552	XENTR06745, XENTR08130	SCHMD03592, SCHMD03983
OG0002553	XENTR18636	SCHMD21087, SCHMD22996, SCHMD22907
OG0002554	XENTR02163	SCHMD28792
OG0002557	XENTR15925, XENTR17200, XENTR15926	SCHMD13169, SCHMD21727
OG0002559	XENTR08983, XENTR07448	SCHMD08672
OG0002563	XENTR05935, XENTR03654, XENTR17265	SCHMD06999
OG0002564	XENTR18727	SCHMD26255, SCHMD23486
OG0002566	XENTR07442	SCHMD19922, SCHMD09243, SCHMD21685
OG0002567	XENTR08378	SCHMD21223, SCHMD26995
OG0002572	XENTR19003, XENTR00391, XENTR00390, XENTR05436	SCHMD06107
OG0002574	XENTR11279	SCHMD02805
