Orthogroup	ASTMX	BRALA
OG0001584	ASTMX16901	BRALA28222
OG0001589	ASTMX19867	BRALA16725
OG0001590	ASTMX14704	BRALA12314, BRALA01640, BRALA01639, BRALA01637
OG0001591	ASTMX14736, ASTMX03386, ASTMX12503	BRALA08460
OG0001592	ASTMX00643, ASTMX07089, ASTMX03557, ASTMX03556, ASTMX19200, ASTMX12025	BRALA04260
OG0001593	ASTMX21886, ASTMX18436, ASTMX00248, ASTMX04255	BRALA07984
OG0001595	ASTMX11941	BRALA01111, BRALA18729, BRALA01110, BRALA01107, BRALA28529
OG0001596	ASTMX20215, ASTMX07221, ASTMX08395, ASTMX02127	BRALA09229
OG0001596	ASTMX17112	BRALA09232
OG0001597	ASTMX12010	BRALA14157
OG0001599	ASTMX14693, ASTMX18782	BRALA13133
OG0001600	ASTMX00827, ASTMX04589, ASTMX16583, ASTMX11957, ASTMX16357	BRALA18552
OG0001603	ASTMX06753, ASTMX22513	BRALA02777
OG0001604	ASTMX20038	BRALA34521
OG0001604	ASTMX22550, ASTMX05873	BRALA35748, BRALA35294
OG0001605	ASTMX17869, ASTMX10907, ASTMX17438, ASTMX13921	BRALA16476, BRALA16475
OG0001606	ASTMX13363	BRALA04341
OG0001606	ASTMX19946	BRALA25595
OG0001607	ASTMX14538, ASTMX14539, ASTMX17181, ASTMX08238, ASTMX20590, ASTMX17863, ASTMX11889	BRALA24395
OG0001609	ASTMX05434	BRALA06092
OG0001609	ASTMX10748	BRALA12725
OG0001610	ASTMX11326, ASTMX21155, ASTMX22190, ASTMX15390	BRALA09621
OG0001611	ASTMX20464, ASTMX19687, ASTMX14783, ASTMX22329, ASTMX10519, ASTMX17389, ASTMX13933	BRALA15161
OG0001612	ASTMX00061	BRALA19006
OG0001612	ASTMX08047	BRALA19004
OG0001613	ASTMX20766, ASTMX17581, ASTMX10928, ASTMX10929, ASTMX08267, ASTMX07053	BRALA15188, BRALA12349
OG0001614	ASTMX11931	BRALA18528
OG0001614	ASTMX01689	BRALA10392
OG0001615	ASTMX02210, ASTMX03596, ASTMX14419	BRALA01957
OG0001617	ASTMX09414, ASTMX08375, ASTMX07272, ASTMX08862	BRALA17313
OG0001619	ASTMX22037	BRALA16803
OG0001621	ASTMX22157, ASTMX01413, ASTMX19883	BRALA34714, BRALA35774
OG0001622	ASTMX12674, ASTMX13967, ASTMX13341, ASTMX13342	BRALA16413
OG0001624	ASTMX01754, ASTMX01222, ASTMX04277, ASTMX13741	BRALA14696
OG0001627	ASTMX10150	BRALA29988
OG0001627	ASTMX14956, ASTMX16098, ASTMX14955, ASTMX18107, ASTMX18106	BRALA29989
OG0001628	ASTMX10611	BRALA19573
OG0001629	ASTMX02390, ASTMX13455	BRALA22213
OG0001630	ASTMX08422	BRALA35211
OG0001632	ASTMX09246, ASTMX19438, ASTMX01979	BRALA09279
OG0001633	ASTMX13757	BRALA12496
OG0001633	ASTMX13758	BRALA20356
OG0001634	ASTMX20573, ASTMX09757	BRALA18314
OG0001634	ASTMX05822, ASTMX13820	BRALA31002
OG0001635	ASTMX10717, ASTMX01151	BRALA35025
OG0001636	ASTMX18724, ASTMX18727, ASTMX18726	BRALA12450
OG0001637	ASTMX17324	BRALA23585
OG0001638	ASTMX17085, ASTMX13300, ASTMX13301	BRALA28932
OG0001639	ASTMX05202, ASTMX20932, ASTMX02862	BRALA01412
OG0001640	ASTMX10782, ASTMX15950	BRALA28121
OG0001641	ASTMX17044, ASTMX12642, ASTMX21552	BRALA13229
OG0001642	ASTMX03937, ASTMX06995, ASTMX06996, ASTMX06997	BRALA26951
OG0001643	ASTMX11888	BRALA23075
OG0001644	ASTMX13408, ASTMX01826	BRALA16637
OG0001645	ASTMX19175, ASTMX03779, ASTMX10830, ASTMX00567	BRALA33024
OG0001645	ASTMX00568, ASTMX10831, ASTMX03778	BRALA35863
OG0001651	ASTMX03971, ASTMX16462, ASTMX06653	BRALA04011
OG0001652	ASTMX09489	BRALA23461
OG0001653	ASTMX22782	BRALA27721
OG0001653	ASTMX03023	BRALA27722
OG0001654	ASTMX03438, ASTMX02489, ASTMX03875	BRALA12938, BRALA10205
OG0001655	ASTMX19212, ASTMX01670, ASTMX07000, ASTMX09332	BRALA11878
OG0001656	ASTMX10174	BRALA04651
OG0001657	ASTMX22284	BRALA34847
OG0001659	ASTMX04833	BRALA25428
OG0001660	ASTMX16915, ASTMX11846, ASTMX17881, ASTMX16914	BRALA12583
OG0001661	ASTMX14504	BRALA27100
OG0001661	ASTMX12346	BRALA11317
OG0001662	ASTMX05842	BRALA15661, BRALA15660
OG0001662	ASTMX03470, ASTMX17684, ASTMX18835	BRALA19317
OG0001663	ASTMX01771, ASTMX08877	BRALA31880
OG0001664	ASTMX14304	BRALA01214
OG0001665	ASTMX16406	BRALA06391
OG0001665	ASTMX15478	BRALA16749
OG0001666	ASTMX00039	BRALA00367
OG0001667	ASTMX01443, ASTMX00838, ASTMX16259, ASTMX21564	BRALA17019
OG0001668	ASTMX01187	BRALA22974
OG0001669	ASTMX19672, ASTMX06043, ASTMX01960, ASTMX03795	BRALA17904, BRALA23198, BRALA06764, BRALA07347, BRALA17846, BRALA16664
OG0001670	ASTMX16958, ASTMX08251, ASTMX16071	BRALA01096
OG0001671	ASTMX22730, ASTMX02090	BRALA17315
OG0001672	ASTMX12193, ASTMX07934, ASTMX08671, ASTMX18092, ASTMX01458, ASTMX12016	BRALA00365
OG0001673	ASTMX18919, ASTMX01248, ASTMX09514	BRALA23470, BRALA33336
OG0001674	ASTMX22303, ASTMX21243, ASTMX12863	BRALA04159
OG0001675	ASTMX06836, ASTMX12553, ASTMX10815, ASTMX08168	BRALA16675
OG0001676	ASTMX02737	BRALA04014
OG0001676	ASTMX18175	BRALA08008
OG0001677	ASTMX05947, ASTMX20317	BRALA31138
OG0001678	ASTMX01883, ASTMX00892, ASTMX18976, ASTMX18023	BRALA00379
OG0001680	ASTMX10466	BRALA32159
OG0001683	ASTMX09827, ASTMX01135, ASTMX07486, ASTMX08701, ASTMX18381, ASTMX11426	BRALA24816
OG0001684	ASTMX01855, ASTMX02369	BRALA02822
OG0001686	ASTMX22514, ASTMX03958, ASTMX16779	BRALA04004
OG0001686	ASTMX17655	BRALA27285
OG0001687	ASTMX02771	BRALA12237, BRALA12238, BRALA12235
OG0001688	ASTMX20357, ASTMX05569, ASTMX09337, ASTMX11298	BRALA11794
OG0001689	ASTMX05905	BRALA23249
OG0001689	ASTMX04446, ASTMX16343	BRALA33853
OG0001690	ASTMX16868	BRALA02846
OG0001691	ASTMX01434	BRALA07231
OG0001692	ASTMX22103, ASTMX18374, ASTMX11541	BRALA01068
OG0001694	ASTMX03047, ASTMX09475, ASTMX05517	BRALA29354, BRALA22728, BRALA22418, BRALA27856, BRALA27857, BRALA01227
OG0001696	ASTMX02062, ASTMX21622, ASTMX00350, ASTMX14493, ASTMX12536	BRALA02110, BRALA02086
OG0001698	ASTMX06301	BRALA19220
OG0001699	ASTMX17276, ASTMX10668	BRALA11946, BRALA12563, BRALA12566, BRALA21255, BRALA12561, BRALA12562, BRALA29014, BRALA12564
OG0001703	ASTMX02214	BRALA05302, BRALA18278
OG0001704	ASTMX09400	BRALA16941, BRALA16994
OG0001706	ASTMX05640, ASTMX20258, ASTMX05639	BRALA22821
OG0001707	ASTMX18307, ASTMX18306	BRALA12974, BRALA12971, BRALA12976
OG0001708	ASTMX06200, ASTMX04674	BRALA15416
OG0001709	ASTMX04095	BRALA11774
OG0001710	ASTMX07220, ASTMX20214, ASTMX04024, ASTMX02128	BRALA10938
OG0001711	ASTMX13045, ASTMX17864, ASTMX16102, ASTMX04614, ASTMX04603	BRALA31838, BRALA21578
OG0001713	ASTMX02275	BRALA05685
OG0001713	ASTMX17234	BRALA13740
OG0001714	ASTMX14531, ASTMX21207	BRALA13029
OG0001714	ASTMX02509, ASTMX10518	BRALA23437
OG0001716	ASTMX14251, ASTMX20968	BRALA03458
OG0001717	ASTMX15635, ASTMX23057	BRALA13188, BRALA31334, BRALA26502
OG0001718	ASTMX19842, ASTMX19691, ASTMX04823, ASTMX19689	BRALA10903
OG0001720	ASTMX02308, ASTMX17599, ASTMX16344	BRALA27104
OG0001721	ASTMX00052, ASTMX01262, ASTMX09503, ASTMX12296	BRALA19032
OG0001723	ASTMX11836	BRALA05825
OG0001724	ASTMX09937, ASTMX07584	BRALA32012
OG0001725	ASTMX18543, ASTMX03975, ASTMX17454, ASTMX11276	BRALA03656
OG0001726	ASTMX20123, ASTMX05802	BRALA10761
OG0001726	ASTMX19585	BRALA03770
OG0001727	ASTMX18920, ASTMX10976, ASTMX04884, ASTMX01599	BRALA11932
OG0001728	ASTMX13637, ASTMX21309	BRALA08403
OG0001729	ASTMX00418, ASTMX17746, ASTMX09227	BRALA27871
OG0001732	ASTMX00146, ASTMX09573, ASTMX02281	BRALA24214
OG0001733	ASTMX21900, ASTMX21495	BRALA27459, BRALA27461, BRALA27460
OG0001734	ASTMX02188	BRALA15547, BRALA16158
OG0001735	ASTMX08661, ASTMX00485, ASTMX18296, ASTMX19896	BRALA07452
OG0001736	ASTMX02648	BRALA19982
OG0001737	ASTMX06149, ASTMX06428	BRALA01802
OG0001737	ASTMX00074, ASTMX04201, ASTMX13532	BRALA24508, BRALA24507, BRALA24509
OG0001738	ASTMX04483, ASTMX07349, ASTMX21178, ASTMX07257	BRALA23388
OG0001739	ASTMX19266, ASTMX03558, ASTMX00354	BRALA22905
OG0001740	ASTMX01964, ASTMX16171	BRALA30978, BRALA30517
OG0001742	ASTMX03046	BRALA06826
OG0001743	ASTMX13429, ASTMX22574, ASTMX10367	BRALA27397, BRALA34917, BRALA27398
OG0001745	ASTMX05763	BRALA16660, BRALA16661
OG0001746	ASTMX02179	BRALA01974
OG0001747	ASTMX00575, ASTMX06318, ASTMX11440	BRALA21850, BRALA18554, BRALA18056, BRALA18055
OG0001748	ASTMX10947, ASTMX12491	BRALA17956
OG0001749	ASTMX22968, ASTMX04661, ASTMX13306, ASTMX00021, ASTMX01155	BRALA08133
OG0001751	ASTMX17602	BRALA22367
OG0001752	ASTMX02858, ASTMX14298	BRALA27069
OG0001755	ASTMX00395	BRALA30977
OG0001755	ASTMX06126	BRALA10335
OG0001756	ASTMX08584	BRALA33790
OG0001756	ASTMX13471	BRALA03693
OG0001757	ASTMX10237, ASTMX20720, ASTMX20721	BRALA25782
OG0001758	ASTMX09348, ASTMX05870	BRALA20386
OG0001758	ASTMX04392	BRALA22161
OG0001759	ASTMX11643	BRALA21709, BRALA21708, BRALA21452
OG0001760	ASTMX00801, ASTMX04033	BRALA19752
OG0001764	ASTMX19010, ASTMX19011, ASTMX19009, ASTMX11195	BRALA34857, BRALA16351, BRALA01065
OG0001768	ASTMX15150	BRALA14604
OG0001768	ASTMX13645, ASTMX18653	BRALA14648
OG0001769	ASTMX01507	BRALA06836
OG0001769	ASTMX04557	BRALA22299
OG0001770	ASTMX16705, ASTMX20255, ASTMX00311, ASTMX08260	BRALA33462, BRALA22471
OG0001772	ASTMX16531, ASTMX13929, ASTMX04857	BRALA25947, BRALA25946
OG0001774	ASTMX10351	BRALA11491
OG0001774	ASTMX06409	BRALA20453
OG0001775	ASTMX18173, ASTMX02453, ASTMX19386	BRALA21646
OG0001778	ASTMX07028, ASTMX10049	BRALA16488
OG0001779	ASTMX05155	BRALA15084
OG0001780	ASTMX06627	BRALA15214
OG0001781	ASTMX19769	BRALA02795
OG0001782	ASTMX13624	BRALA16828
OG0001782	ASTMX12666	BRALA35480, BRALA35381
OG0001783	ASTMX21511, ASTMX11389	BRALA23810, BRALA23809, BRALA23807
OG0001785	ASTMX00095	BRALA02411
OG0001787	ASTMX00153, ASTMX21186, ASTMX20336	BRALA22039
OG0001788	ASTMX19654, ASTMX18453	BRALA00724
OG0001789	ASTMX04418, ASTMX03005, ASTMX22705	BRALA24220
OG0001790	ASTMX16222	BRALA25700
OG0001792	ASTMX10365	BRALA34635, BRALA25410
OG0001792	ASTMX18195	BRALA18508
OG0001793	ASTMX07514	BRALA00316
OG0001793	ASTMX02969	BRALA16003
OG0001794	ASTMX01096, ASTMX10295	BRALA30503
OG0001796	ASTMX17625, ASTMX12736	BRALA05278, BRALA20213
OG0001797	ASTMX00321	BRALA11523, BRALA11530
OG0001798	ASTMX02451, ASTMX02132	BRALA11427, BRALA07883
OG0001800	ASTMX00967, ASTMX17639, ASTMX00705, ASTMX05193, ASTMX16166	BRALA20533
OG0001803	ASTMX09976, ASTMX17561, ASTMX16458, ASTMX06657, ASTMX06960, ASTMX13091	BRALA24910
OG0001804	ASTMX02687, ASTMX13072, ASTMX07800	BRALA14986
OG0001805	ASTMX22144	BRALA23846
OG0001806	ASTMX08329, ASTMX08542, ASTMX15921	BRALA17333
OG0001807	ASTMX04499, ASTMX10176	BRALA16684, BRALA16683, BRALA22880, BRALA07117
OG0001808	ASTMX21696, ASTMX05491, ASTMX21695	BRALA28858, BRALA32877
OG0001809	ASTMX16684	BRALA23647
OG0001810	ASTMX01884, ASTMX15033	BRALA04842
OG0001811	ASTMX05430, ASTMX15122, ASTMX08690, ASTMX07378, ASTMX05317, ASTMX19173	BRALA05289
OG0001812	ASTMX20333	BRALA03406
OG0001813	ASTMX11165, ASTMX16682, ASTMX12385, ASTMX17224, ASTMX20551	BRALA01571
OG0001814	ASTMX21503	BRALA04666
OG0001817	ASTMX09695, ASTMX17342, ASTMX11671, ASTMX04054, ASTMX10095, ASTMX11492	BRALA19506
OG0001818	ASTMX15112, ASTMX15111, ASTMX01280	BRALA12031, BRALA23438
OG0001819	ASTMX10139, ASTMX08405	BRALA00196
OG0001820	ASTMX17311, ASTMX17314, ASTMX08253, ASTMX02490	BRALA23960
OG0001821	ASTMX10515	BRALA10468
OG0001822	ASTMX17911, ASTMX05380	BRALA03090
OG0001823	ASTMX09025, ASTMX18854	BRALA04091, BRALA22312
OG0001825	ASTMX20024, ASTMX22910, ASTMX22676, ASTMX08471, ASTMX22168	BRALA16641
OG0001826	ASTMX17635, ASTMX17851, ASTMX04624, ASTMX18141	BRALA16175
OG0001827	ASTMX10371	BRALA02872
OG0001828	ASTMX21055	BRALA07406
OG0001829	ASTMX12419, ASTMX21618, ASTMX10904	BRALA05641
OG0001830	ASTMX08635, ASTMX20818, ASTMX22664, ASTMX04561	BRALA16627
OG0001831	ASTMX09701, ASTMX11370, ASTMX05003	BRALA25354
OG0001832	ASTMX16776	BRALA11061
OG0001832	ASTMX06849, ASTMX17231	BRALA04342
OG0001834	ASTMX04164, ASTMX17094, ASTMX23044	BRALA14532
OG0001835	ASTMX00389	BRALA15076
OG0001841	ASTMX09289, ASTMX05081, ASTMX09290, ASTMX11212, ASTMX17414, ASTMX17415	BRALA01202, BRALA19281
OG0001846	ASTMX14112, ASTMX06709, ASTMX19360	BRALA01789
OG0001848	ASTMX12640	BRALA10654
OG0001848	ASTMX10450	BRALA10653
OG0001849	ASTMX05295	BRALA01071, BRALA01070
OG0001849	ASTMX20398	BRALA07421
OG0001851	ASTMX20369, ASTMX20370, ASTMX19823	BRALA20584
OG0001852	ASTMX18646, ASTMX00935	BRALA18937
OG0001854	ASTMX17734	BRALA06560, BRALA28650
OG0001855	ASTMX22276, ASTMX21898, ASTMX01569	BRALA23029
OG0001856	ASTMX19830, ASTMX04510, ASTMX19097	BRALA11158
OG0001857	ASTMX08952, ASTMX08953, ASTMX03295, ASTMX15454	BRALA08335
OG0001858	ASTMX05936	BRALA03719
OG0001859	ASTMX02530	BRALA12427
OG0001860	ASTMX12416	BRALA24290
OG0001861	ASTMX13536	BRALA29580, BRALA29583
OG0001862	ASTMX17514, ASTMX18623, ASTMX04897, ASTMX10918	BRALA16620
OG0001863	ASTMX08020	BRALA07880
OG0001863	ASTMX09136	BRALA14579
OG0001864	ASTMX14124, ASTMX05208, ASTMX06684	BRALA08212
OG0001865	ASTMX04096, ASTMX11485, ASTMX08491, ASTMX11247	BRALA18719
OG0001866	ASTMX03690	BRALA33651
OG0001867	ASTMX16400, ASTMX16454	BRALA13098
OG0001868	ASTMX18554, ASTMX12651, ASTMX16061, ASTMX12649, ASTMX12650	BRALA20581
OG0001869	ASTMX04790	BRALA05557
OG0001870	ASTMX18491, ASTMX06826, ASTMX20463, ASTMX12239, ASTMX18877	BRALA09761
OG0001871	ASTMX08228, ASTMX02241, ASTMX15903, ASTMX11796	BRALA26798
OG0001873	ASTMX13537	BRALA33467, BRALA10007, BRALA33548
OG0001874	ASTMX19496	BRALA09243
OG0001875	ASTMX04145	BRALA00199
OG0001875	ASTMX19333	BRALA04016
OG0001877	ASTMX16552, ASTMX01676, ASTMX12947, ASTMX10278	BRALA10772, BRALA10771, BRALA10773, BRALA10933
OG0001878	ASTMX03678, ASTMX03679, ASTMX11223, ASTMX09106, ASTMX11222, ASTMX15218, ASTMX21903	BRALA22747
OG0001879	ASTMX12971	BRALA33781
OG0001879	ASTMX07742, ASTMX20887	BRALA06196
OG0001880	ASTMX17951	BRALA21802, BRALA06605, BRALA05691, BRALA00275, BRALA12418, BRALA23009, BRALA29386
OG0001881	ASTMX14379, ASTMX16204, ASTMX00702	BRALA19925
OG0001882	ASTMX10217, ASTMX21215, ASTMX00491	BRALA14072, BRALA14071, BRALA14070
OG0001883	ASTMX21822, ASTMX15504, ASTMX11383, ASTMX20343	BRALA21969
OG0001884	ASTMX06134, ASTMX19600, ASTMX08889	BRALA19935
OG0001886	ASTMX11188, ASTMX19864	BRALA10021
OG0001887	ASTMX11490, ASTMX04087, ASTMX07566, ASTMX04178, ASTMX01150, ASTMX04646	BRALA19248
OG0001889	ASTMX06568, ASTMX18787, ASTMX13144	BRALA16751
OG0001890	ASTMX07216, ASTMX05529, ASTMX19180, ASTMX02543, ASTMX01077	BRALA26409
OG0001891	ASTMX20893	BRALA27811
OG0001892	ASTMX09817, ASTMX05754	BRALA18822, BRALA18821
OG0001893	ASTMX19770, ASTMX19643	BRALA02794
OG0001894	ASTMX07802, ASTMX07302, ASTMX12290	BRALA25056
OG0001895	ASTMX17836, ASTMX21328, ASTMX21293	BRALA19090, BRALA27263, BRALA28261
OG0001896	ASTMX03108, ASTMX21090, ASTMX08722, ASTMX08974, ASTMX03319, ASTMX03853, ASTMX03109	BRALA18432
OG0001899	ASTMX04690, ASTMX15105	BRALA30884
OG0001900	ASTMX17301	BRALA22276
OG0001901	ASTMX11240, ASTMX22217	BRALA22456
OG0001903	ASTMX04440, ASTMX02517	BRALA07353
OG0001905	ASTMX02059, ASTMX04463, ASTMX17081, ASTMX10926, ASTMX17580, ASTMX09984, ASTMX05057	BRALA25950
OG0001906	ASTMX21605, ASTMX13237, ASTMX03769, ASTMX19325, ASTMX02411, ASTMX18165	BRALA34902, BRALA34252, BRALA08413, BRALA22736
OG0001913	ASTMX20767, ASTMX02135, ASTMX20390	BRALA24497
OG0001914	ASTMX19238	BRALA13023
OG0001915	ASTMX06154, ASTMX20145	BRALA35550
OG0001916	ASTMX05801	BRALA13432, BRALA13431
OG0001916	ASTMX16187	BRALA13430
OG0001917	ASTMX12441, ASTMX14303, ASTMX04127, ASTMX20172, ASTMX18196	BRALA00831
OG0001918	ASTMX14770	BRALA14482
OG0001918	ASTMX10418	BRALA16247
OG0001919	ASTMX10083	BRALA04529
OG0001919	ASTMX02747	BRALA06853
OG0001920	ASTMX05693, ASTMX18701, ASTMX05478	BRALA05363
OG0001923	ASTMX15481	BRALA01345
OG0001925	ASTMX01673, ASTMX00161, ASTMX12343, ASTMX01044	BRALA00423
OG0001926	ASTMX02370	BRALA01100
OG0001927	ASTMX22361	BRALA35455, BRALA21711
OG0001928	ASTMX11034	BRALA13805
OG0001929	ASTMX00163	BRALA08609
OG0001929	ASTMX21597, ASTMX03493, ASTMX12368	BRALA01963
OG0001930	ASTMX00407	BRALA01543
OG0001930	ASTMX00470	BRALA16547
OG0001932	ASTMX08414, ASTMX03192, ASTMX04190	BRALA12072
OG0001933	ASTMX20524	BRALA28907
OG0001933	ASTMX00429	BRALA17607
OG0001934	ASTMX13174	BRALA10404
OG0001935	ASTMX11590	BRALA21169
OG0001935	ASTMX11916	BRALA06005
OG0001936	ASTMX01178	BRALA03951
OG0001936	ASTMX10556	BRALA06824
OG0001937	ASTMX00171	BRALA10961, BRALA10962, BRALA19735, BRALA08657, BRALA08656
OG0001938	ASTMX18129, ASTMX18131, ASTMX18248	BRALA25398
OG0001939	ASTMX19952, ASTMX00403	BRALA25625
OG0001940	ASTMX17596	BRALA29696
OG0001941	ASTMX00477, ASTMX00476, ASTMX10134	BRALA11387
OG0001942	ASTMX08067, ASTMX04573	BRALA23064
OG0001943	ASTMX17179, ASTMX00958	BRALA16392
OG0001944	ASTMX02482, ASTMX10544	BRALA11918
OG0001945	ASTMX00044, ASTMX10524, ASTMX09938	BRALA27519
OG0001946	ASTMX12119, ASTMX01552	BRALA24922
OG0001947	ASTMX05518, ASTMX09474, ASTMX03096, ASTMX00626	BRALA12828
OG0001948	ASTMX15647, ASTMX13681, ASTMX18721, ASTMX19377, ASTMX13543	BRALA31032
OG0001949	ASTMX16347, ASTMX05904, ASTMX22823, ASTMX16345, ASTMX02307	BRALA24727
OG0001950	ASTMX18530, ASTMX11401, ASTMX09051, ASTMX03098, ASTMX07411	BRALA26750, BRALA05287
OG0001951	ASTMX20250, ASTMX00814, ASTMX21087, ASTMX07517	BRALA10600
OG0001952	ASTMX11334	BRALA28198
OG0001953	ASTMX17339, ASTMX11073, ASTMX17815	BRALA16748
OG0001957	ASTMX03767, ASTMX02309, ASTMX12199, ASTMX18807, ASTMX15756	BRALA19367
OG0001958	ASTMX02681, ASTMX11359, ASTMX15551, ASTMX13324, ASTMX00180, ASTMX02698, ASTMX04111	BRALA33388, BRALA12840
OG0001959	ASTMX04099, ASTMX09800, ASTMX15718, ASTMX15719, ASTMX07758	BRALA29341
OG0001960	ASTMX19753, ASTMX21587	BRALA15779
OG0001961	ASTMX01985, ASTMX00433, ASTMX05535	BRALA13794
OG0001962	ASTMX10698, ASTMX09532, ASTMX00886	BRALA29361
OG0001963	ASTMX19201, ASTMX06233, ASTMX10086	BRALA14625
OG0001964	ASTMX18977	BRALA06090
OG0001966	ASTMX14196, ASTMX08275	BRALA16509, BRALA01132, BRALA05602, BRALA01095
OG0001967	ASTMX05487	BRALA00859
OG0001968	ASTMX09462	BRALA02743
OG0001969	ASTMX10572, ASTMX16678, ASTMX02918	BRALA08425
OG0001971	ASTMX06857, ASTMX18166, ASTMX07764, ASTMX07098, ASTMX02407	BRALA04350
OG0001972	ASTMX16670, ASTMX02119	BRALA15770
OG0001974	ASTMX21581	BRALA06213
OG0001976	ASTMX00229, ASTMX00437, ASTMX03038, ASTMX03039	BRALA27832, BRALA27831, BRALA27835, BRALA27834, BRALA27833
OG0001978	ASTMX10513, ASTMX20541, ASTMX19834, ASTMX07677, ASTMX07680, ASTMX19831, ASTMX19833, ASTMX19832, ASTMX07679, ASTMX07678	BRALA12153, BRALA13623
OG0001980	ASTMX05044, ASTMX07990, ASTMX12822, ASTMX01484, ASTMX12823, ASTMX05043, ASTMX12868, ASTMX11478, ASTMX20003	BRALA21901
OG0001981	ASTMX09299, ASTMX09035, ASTMX02908, ASTMX03175, ASTMX14207, ASTMX09173, ASTMX09171, ASTMX14728, ASTMX09172	BRALA07835
OG0001982	ASTMX13054, ASTMX04704, ASTMX10555	BRALA03821
OG0001985	ASTMX20204	BRALA31266
OG0001986	ASTMX02381	BRALA10262, BRALA10769, BRALA10936
OG0001987	ASTMX18839, ASTMX12855, ASTMX17820, ASTMX17595	BRALA25500
OG0001988	ASTMX13581, ASTMX09059	BRALA17550
OG0001989	ASTMX03043, ASTMX19847	BRALA07557
OG0001990	ASTMX06695	BRALA17559
OG0001991	ASTMX12375, ASTMX02084, ASTMX00520	BRALA17546
OG0001992	ASTMX04244, ASTMX09494	BRALA35422, BRALA35278, BRALA34802
OG0001993	ASTMX16603, ASTMX10170, ASTMX23032	BRALA16354
OG0001994	ASTMX13184, ASTMX03001, ASTMX02331	BRALA29381
OG0001998	ASTMX15724, ASTMX01470	BRALA29050
OG0001999	ASTMX11680	BRALA30184
OG0001999	ASTMX12424	BRALA25298, BRALA35444
OG0002000	ASTMX14056, ASTMX08846	BRALA01282
OG0002000	ASTMX12081	BRALA04183
OG0002001	ASTMX04984	BRALA00220
OG0002002	ASTMX07891, ASTMX09191, ASTMX03021	BRALA21013
OG0002003	ASTMX12936, ASTMX02322, ASTMX09501	BRALA11915
OG0002005	ASTMX15304, ASTMX02809, ASTMX09957, ASTMX19417	BRALA29387
OG0002006	ASTMX10173, ASTMX04500	BRALA09070
OG0002007	ASTMX15423, ASTMX10068, ASTMX12124, ASTMX11077	BRALA18083
OG0002008	ASTMX21371, ASTMX21150	BRALA03742
OG0002009	ASTMX17629	BRALA21922
OG0002010	ASTMX12934, ASTMX08578, ASTMX21425, ASTMX11376	BRALA06492
OG0002011	ASTMX00517, ASTMX17175	BRALA20225
OG0002012	ASTMX21641	BRALA23568
OG0002013	ASTMX05656, ASTMX18118	BRALA12490, BRALA13240, BRALA30429, BRALA20683, BRALA32151, BRALA00130, BRALA00131, BRALA12565, BRALA00129
OG0002014	ASTMX22107, ASTMX15926, ASTMX08364, ASTMX13940	BRALA11040
OG0002015	ASTMX22305, ASTMX21197	BRALA06336
OG0002016	ASTMX06954, ASTMX13089	BRALA20669
OG0002017	ASTMX04800, ASTMX06787, ASTMX12770, ASTMX15859	BRALA15768
OG0002018	ASTMX04081, ASTMX14917, ASTMX00472, ASTMX03911	BRALA26984, BRALA26983
OG0002020	ASTMX07803, ASTMX07643, ASTMX11910	BRALA33976
OG0002022	ASTMX08850, ASTMX08849	BRALA02885, BRALA27335, BRALA02917, BRALA02878
OG0002023	ASTMX13059, ASTMX13931, ASTMX11476, ASTMX03808	BRALA10833
OG0002024	ASTMX12446, ASTMX05724, ASTMX11342, ASTMX11340	BRALA03055, BRALA03051
OG0002026	ASTMX08004, ASTMX05432	BRALA16933
OG0002027	ASTMX01143, ASTMX02252, ASTMX16654, ASTMX03186	BRALA06049
OG0002028	ASTMX10542	BRALA31054
OG0002029	ASTMX07856, ASTMX13315	BRALA29066
OG0002030	ASTMX06466, ASTMX05489, ASTMX22119, ASTMX02054, ASTMX07809, ASTMX08607	BRALA18492
OG0002031	ASTMX19732, ASTMX01811	BRALA00375
OG0002032	ASTMX17188	BRALA26240
OG0002033	ASTMX02081, ASTMX15367, ASTMX17493, ASTMX11309	BRALA00224
OG0002035	ASTMX02430, ASTMX15049, ASTMX11554, ASTMX05921, ASTMX13445	BRALA00648, BRALA22063, BRALA35832
OG0002036	ASTMX10687, ASTMX02312	BRALA29526
OG0002037	ASTMX12739, ASTMX01045, ASTMX12644, ASTMX19966, ASTMX06665, ASTMX10739	BRALA00391
OG0002038	ASTMX16884, ASTMX01857, ASTMX13347	BRALA18313
OG0002039	ASTMX17892, ASTMX02504, ASTMX03784	BRALA03651
OG0002039	ASTMX00675	BRALA04953
OG0002042	ASTMX12108, ASTMX12109	BRALA03747
OG0002043	ASTMX04301, ASTMX15262	BRALA14578
OG0002044	ASTMX00756, ASTMX06376	BRALA19010, BRALA19011, BRALA19008, BRALA10152
OG0002046	ASTMX18939, ASTMX00393, ASTMX17022, ASTMX21161, ASTMX03077, ASTMX07189	BRALA02577, BRALA02600, BRALA02665, BRALA01761, BRALA16996, BRALA02576, BRALA02666, BRALA02667, BRALA02728, BRALA02733, BRALA35993, BRALA02504
OG0002049	ASTMX22991	BRALA16016, BRALA35787
OG0002057	ASTMX15623	BRALA01255
OG0002059	ASTMX16881, ASTMX08569, ASTMX16470	BRALA19536
OG0002060	ASTMX08513, ASTMX01579	BRALA22621
OG0002061	ASTMX19773	BRALA21414
