Orthogroup	ASTMX	YEAST
OG0007531	ASTMX21127	YEAST05725
OG0007550	ASTMX22113, ASTMX11768, ASTMX18793	YEAST03311
OG0007552	ASTMX20906, ASTMX15490, ASTMX17347, ASTMX14852	YEAST04097
OG0007591	ASTMX10219	YEAST02623
OG0007597	ASTMX12506	YEAST05244
OG0007605	ASTMX01306, ASTMX02474	YEAST04509
OG0007615	ASTMX21643	YEAST05127
OG0007619	ASTMX18208	YEAST04342
OG0007622	ASTMX11258	YEAST01282
OG0007624	ASTMX07491	YEAST03901
OG0007645	ASTMX05408	YEAST05586
OG0007646	ASTMX00141	YEAST05572
OG0007648	ASTMX09097	YEAST03775
OG0007656	ASTMX02152	YEAST02935
OG0007657	ASTMX19589	YEAST01213
OG0007663	ASTMX21598	YEAST01133
OG0007673	ASTMX05762	YEAST04892
OG0007676	ASTMX19972	YEAST01965
OG0007685	ASTMX02773	YEAST00976
OG0007690	ASTMX14447	YEAST00054
OG0007692	ASTMX14270	YEAST05386
OG0007698	ASTMX10373	YEAST04526
OG0007701	ASTMX16330	YEAST04394
OG0007703	ASTMX19453	YEAST03290
OG0007704	ASTMX12994	YEAST01687
OG0007712	ASTMX07651	YEAST02916
OG0007722	ASTMX00744	YEAST06130
OG0007727	ASTMX14601	YEAST01129
OG0007739	ASTMX06348	YEAST04408
OG0007744	ASTMX19319	YEAST04303
OG0007749	ASTMX05167	YEAST02144
OG0007751	ASTMX19310	YEAST03046
OG0007754	ASTMX14947	YEAST03550
OG0007758	ASTMX04015	YEAST04336
OG0007766	ASTMX07721	YEAST03772, YEAST02908
OG0007767	ASTMX08912	YEAST03177
OG0007769	ASTMX18905	YEAST02589
OG0007772	ASTMX00533	YEAST05211
OG0007783	ASTMX17810	YEAST03579
OG0007784	ASTMX15989	YEAST01170
OG0007786	ASTMX18635	YEAST01347
OG0007787	ASTMX02068	YEAST03458
OG0007801	ASTMX20707	YEAST02556, YEAST00332
OG0007803	ASTMX11582	YEAST00818
OG0007810	ASTMX08369	YEAST06278
OG0007811	ASTMX11168	YEAST05686
OG0007816	ASTMX05675	YEAST00605
OG0007823	ASTMX16149	YEAST03887
OG0007825	ASTMX18618	YEAST05054
OG0007827	ASTMX14411	YEAST01279
OG0007829	ASTMX21617	YEAST02649
OG0007830	ASTMX18257	YEAST03594
OG0007831	ASTMX04668	YEAST03693
OG0007838	ASTMX05098	YEAST04312
OG0007840	ASTMX15255	YEAST02829
OG0007843	ASTMX18009	YEAST04794
OG0007848	ASTMX04212	YEAST03711
OG0007849	ASTMX01357	YEAST01915
OG0007850	ASTMX03735	YEAST01418
OG0007852	ASTMX05348	YEAST02199
OG0007854	ASTMX08184	YEAST01377
OG0007858	ASTMX05032	YEAST03196
OG0007918	ASTMX11806	YEAST04092
OG0007941	ASTMX14695	YEAST03892
OG0007942	ASTMX18528	YEAST03545
OG0007943	ASTMX09388	YEAST03288
OG0007947	ASTMX14167	YEAST02420
OG0007958	ASTMX18083	YEAST01011
OG0007971	ASTMX14279	YEAST03990
OG0007975	ASTMX05689	YEAST01243
OG0007976	ASTMX19235	YEAST02259
OG0007978	ASTMX18483	YEAST01491
OG0007986	ASTMX08203	YEAST01263
OG0007991	ASTMX15639	YEAST02341
OG0007993	ASTMX01291	YEAST00089
OG0007996	ASTMX06882	YEAST04079
OG0008008	ASTMX04952	YEAST02355
OG0008020	ASTMX05825	YEAST05433
OG0008030	ASTMX10317	YEAST00039
OG0008031	ASTMX14362	YEAST04719
OG0008038	ASTMX02104	YEAST05601
OG0008045	ASTMX12019	YEAST01345
OG0008053	ASTMX12568	YEAST05804
OG0008055	ASTMX13290	YEAST05224
OG0008056	ASTMX18151	YEAST04542
OG0008069	ASTMX07898	YEAST00959
OG0008072	ASTMX05212, ASTMX09244	YEAST00552
OG0008074	ASTMX03465	YEAST05664
OG0008079	ASTMX06132	YEAST03108
OG0008085	ASTMX12950	YEAST04107
OG0008091	ASTMX19021	YEAST06200
OG0008100	ASTMX03221	YEAST03959
OG0008103	ASTMX04700	YEAST05352
OG0008104	ASTMX01493	YEAST06240
OG0008105	ASTMX21863	YEAST03324
OG0008110	ASTMX22389	YEAST00121
OG0008111	ASTMX00256	YEAST06004, YEAST05693
OG0008115	ASTMX08522	YEAST05684, YEAST06009
OG0008127	ASTMX11818, ASTMX17373	YEAST05342
OG0008136	ASTMX05309	YEAST02756
OG0008196	ASTMX23059	YEAST03623
OG0008201	ASTMX09451	YEAST01163
OG0008202	ASTMX03742	YEAST06186
OG0008208	ASTMX00803	YEAST04341
OG0008219	ASTMX06142	YEAST05754
OG0008244	ASTMX15599	YEAST04999
OG0008251	ASTMX10590	YEAST01472
OG0008254	ASTMX23064	YEAST04740
OG0008267	ASTMX01983	YEAST02722
OG0008273	ASTMX20632	YEAST00628
OG0008275	ASTMX14463	YEAST05358
OG0008281	ASTMX04747	YEAST01387
OG0008307	ASTMX16302	YEAST01285
OG0008323	ASTMX15432	YEAST05718
OG0008339	ASTMX03874	YEAST03286
OG0008346	ASTMX11312	YEAST01382
OG0008348	ASTMX20046	YEAST03383
OG0008351	ASTMX03463	YEAST01276
OG0008401	ASTMX00700	YEAST02115
OG0008403	ASTMX05773	YEAST01318
OG0008404	ASTMX20864	YEAST02842
OG0008416	ASTMX13524	YEAST05168
OG0008432	ASTMX12981	YEAST01317
OG0008533	ASTMX01200	YEAST00770
OG0008540	ASTMX04260	YEAST02219
OG0008542	ASTMX02856	YEAST00506
OG0008546	ASTMX09833	YEAST03499
OG0008582	ASTMX08339	YEAST04883
OG0008601	ASTMX17880	YEAST03150
OG0008645	ASTMX07453	YEAST05803
OG0008654	ASTMX07729	YEAST03590
OG0008664	ASTMX08695, ASTMX22804	YEAST05851
OG0008680	ASTMX00331	YEAST02511
OG0008681	ASTMX00183	YEAST04884
OG0008685	ASTMX02552	YEAST00164
OG0008689	ASTMX19131	YEAST05237
OG0008705	ASTMX03774, ASTMX18527	YEAST06239
OG0008799	ASTMX15819	YEAST03377
OG0008816	ASTMX13364, ASTMX19256	YEAST01954
OG0008818	ASTMX15132	YEAST00271
OG0008823	ASTMX04422	YEAST03936
OG0008861	ASTMX22845, ASTMX14982	YEAST04983
OG0008872	ASTMX12775	YEAST03799
OG0008903	ASTMX09688	YEAST01637
OG0008913	ASTMX13744	YEAST03181, YEAST03769
OG0008923	ASTMX13410	YEAST01739
OG0008946	ASTMX12188	YEAST00403
OG0008990	ASTMX12653	YEAST02040
OG0009056	ASTMX02757	YEAST00322
OG0009078	ASTMX18620	YEAST02676
OG0009115	ASTMX16180	YEAST05628, YEAST04158
OG0009166	ASTMX18668	YEAST03055
OG0009172	ASTMX20978	YEAST02854
OG0009182	ASTMX14067	YEAST03621
OG0009225	ASTMX08676	YEAST01052
OG0009232	ASTMX13361	YEAST04731
OG0009315	ASTMX04123	YEAST04722
OG0009344	ASTMX17056	YEAST03868
OG0009472	ASTMX08760	YEAST01737
OG0009483	ASTMX18593	YEAST05877
OG0009486	ASTMX23003	YEAST00324
OG0009590	ASTMX04040	YEAST02138
OG0009604	ASTMX18240	YEAST04803
OG0009614	ASTMX09709	YEAST00622
OG0009630	ASTMX10923	YEAST02852
OG0009649	ASTMX21147	YEAST01825
OG0009651	ASTMX18582	YEAST04775
OG0009654	ASTMX14910	YEAST04221
OG0009676	ASTMX00921	YEAST05959
OG0009737	ASTMX16419, ASTMX16420	YEAST02025
OG0009892	ASTMX15123	YEAST01082
OG0009911	ASTMX22297	YEAST03388
OG0009926	ASTMX14583	YEAST03054
OG0009994	ASTMX11472	YEAST06045
OG0010139	ASTMX08936	YEAST01045
OG0010271	ASTMX05906	YEAST03656
OG0010323	ASTMX04730	YEAST04943
OG0010346	ASTMX15109	YEAST00902, YEAST04286
OG0010570	ASTMX15387	YEAST03006
OG0010876	ASTMX16774	YEAST02678
OG0011004	ASTMX21326	YEAST05869
OG0011216	ASTMX07166	YEAST02293
OG0011375	ASTMX09791	YEAST03348
OG0011414	ASTMX04368	YEAST04503
OG0011464	ASTMX21423	YEAST01096
OG0011869	ASTMX00808	YEAST04156
OG0011920	ASTMX12575	YEAST05132
OG0012364	ASTMX06065	YEAST01364
OG0012438	ASTMX06192	YEAST03374
OG0012449	ASTMX07433	YEAST06083, YEAST05798
OG0012498	ASTMX17380	YEAST04109
OG0014945	ASTMX02998, ASTMX02334	YEAST05837
OG0018045	ASTMX21350	YEAST01009, YEAST01191
