Orthogroup	ASTMX	BRAFL
OG0000828	ASTMX19023	bflo_20839
OG0000829	ASTMX20116, ASTMX18197, ASTMX04946, ASTMX13633, ASTMX12842	bflo_10600, bflo_10308
OG0000829	ASTMX02806, ASTMX14699, ASTMX09961, ASTMX19415, ASTMX04647, ASTMX18505	bflo_10699
OG0000830	ASTMX15395, ASTMX17788	bflo_23192
OG0000830	ASTMX07267, ASTMX03575	bflo_13253
OG0000831	ASTMX10322, ASTMX00501	bflo_25792
OG0000833	ASTMX16676, ASTMX17036, ASTMX20537, ASTMX17998	bflo_25237
OG0000834	ASTMX06048, ASTMX10777, ASTMX03780, ASTMX11762, ASTMX10829, ASTMX00566	bflo_02857
OG0000835	ASTMX01087, ASTMX09001, ASTMX07115, ASTMX07230	bflo_03284
OG0000836	ASTMX14295, ASTMX00637, ASTMX02859	bflo_07996, bflo_08141, bflo_07459
OG0000837	ASTMX11955	bflo_00035, bflo_12566
OG0000837	ASTMX04294, ASTMX04295, ASTMX04140, ASTMX07602, ASTMX17291	bflo_01440, bflo_15081, bflo_01439
OG0000838	ASTMX09271, ASTMX02044, ASTMX09270, ASTMX02043, ASTMX16316	bflo_09519, bflo_10354
OG0000841	ASTMX20424, ASTMX10887, ASTMX01216, ASTMX12144	bflo_13469
OG0000842	ASTMX13270, ASTMX14600, ASTMX21767, ASTMX08674, ASTMX22831, ASTMX05913, ASTMX19115, ASTMX09604	bflo_26481
OG0000844	ASTMX05225, ASTMX06886, ASTMX11513, ASTMX04355, ASTMX10336, ASTMX04359	bflo_24153
OG0000845	ASTMX11852, ASTMX04520	bflo_18108
OG0000845	ASTMX05855	bflo_17447
OG0000847	ASTMX04476	bflo_21169
OG0000847	ASTMX13199, ASTMX17255	bflo_20471
OG0000848	ASTMX00257, ASTMX06224, ASTMX13366	bflo_07381
OG0000849	ASTMX21951, ASTMX13338, ASTMX16587, ASTMX06284	bflo_02361
OG0000850	ASTMX16693, ASTMX02820	bflo_25536
OG0000850	ASTMX12095	bflo_08991
OG0000851	ASTMX09788, ASTMX09789, ASTMX17144, ASTMX08263	bflo_14102
OG0000852	ASTMX01973, ASTMX04325	bflo_13268
OG0000854	ASTMX08448, ASTMX07266, ASTMX08447	bflo_00536, bflo_07303, bflo_07298, bflo_18632, bflo_26078, bflo_07314, bflo_07317, bflo_07311, bflo_07307, bflo_01973, bflo_16247, bflo_16220, bflo_16222, bflo_16356, bflo_11684
OG0000855	ASTMX09644	bflo_04775, bflo_04776
OG0000855	ASTMX09643	bflo_16604, bflo_04853, bflo_16597
OG0000856	ASTMX08886	bflo_08358
OG0000857	ASTMX18737, ASTMX15778, ASTMX01089, ASTMX09003	bflo_03314
OG0000858	ASTMX14432	bflo_10644, bflo_11464
OG0000858	ASTMX08402	bflo_11695
OG0000858	ASTMX03492	bflo_03553
OG0000859	ASTMX18557, ASTMX14932, ASTMX18996, ASTMX04905, ASTMX12394, ASTMX18622, ASTMX17513	bflo_06258
OG0000860	ASTMX22579, ASTMX13435, ASTMX16785, ASTMX21569, ASTMX19755	bflo_15791
OG0000861	ASTMX09840, ASTMX14709	bflo_20852, bflo_20859, bflo_20860, bflo_21098, bflo_12911, bflo_22390, bflo_22416, bflo_02704, bflo_02426, bflo_06512
OG0000863	ASTMX14464, ASTMX10280	bflo_10601
OG0000866	ASTMX16257, ASTMX10404	bflo_04437
OG0000868	ASTMX18458, ASTMX16490	bflo_17556
OG0000869	ASTMX05238	bflo_24265
OG0000869	ASTMX03029, ASTMX03031, ASTMX03030	bflo_25732
OG0000870	ASTMX17331, ASTMX18789	bflo_17767
OG0000871	ASTMX08820	bflo_17545
OG0000871	ASTMX22315	bflo_10176
OG0000872	ASTMX20999	bflo_03017
OG0000873	ASTMX20798, ASTMX15340, ASTMX21884, ASTMX15339, ASTMX15341, ASTMX18171, ASTMX02450, ASTMX18538, ASTMX22220	bflo_01487
OG0000874	ASTMX01664, ASTMX03695, ASTMX11238, ASTMX21323	bflo_14069
OG0000874	ASTMX03655, ASTMX07423	bflo_12681
OG0000875	ASTMX10227, ASTMX22128	bflo_01017
OG0000875	ASTMX15020	bflo_19415
OG0000877	ASTMX02085	bflo_12965, bflo_12968
OG0000877	ASTMX00683	bflo_13809
OG0000878	ASTMX14927	bflo_02683
OG0000879	ASTMX07159, ASTMX20218, ASTMX05667	bflo_21594
OG0000879	ASTMX19602, ASTMX05400	bflo_19083, bflo_24230, bflo_18829, bflo_05186
OG0000881	ASTMX08736, ASTMX09138	bflo_15605
OG0000881	ASTMX09646, ASTMX05888	bflo_20101
OG0000882	ASTMX12618, ASTMX07464, ASTMX13019, ASTMX05010	bflo_04158
OG0000883	ASTMX03555, ASTMX07903	bflo_07397
OG0000887	ASTMX05512, ASTMX10768	bflo_01743
OG0000887	ASTMX16791	bflo_19302
OG0000888	ASTMX14224, ASTMX11928	bflo_05832
OG0000888	ASTMX18926	bflo_07374
OG0000888	ASTMX21100	bflo_19321
OG0000889	ASTMX01303, ASTMX13535	bflo_12593
OG0000889	ASTMX17253, ASTMX13198, ASTMX13987, ASTMX20205	bflo_21142
OG0000893	ASTMX16839, ASTMX15713, ASTMX05174, ASTMX05175, ASTMX05176, ASTMX15714	bflo_24157, bflo_24156, bflo_22075, bflo_24701, bflo_23931
OG0000894	ASTMX14915, ASTMX19186	bflo_14750
OG0000894	ASTMX07726, ASTMX19891, ASTMX11065	bflo_23023
OG0000895	ASTMX07765	bflo_06958, bflo_08034
OG0000895	ASTMX10574, ASTMX09017	bflo_05916
OG0000896	ASTMX08984	bflo_13131
OG0000896	ASTMX03839, ASTMX20490	bflo_09970
OG0000897	ASTMX00619	bflo_11434
OG0000897	ASTMX00999, ASTMX08838	bflo_11945, bflo_11590, bflo_11740
OG0000898	ASTMX07406, ASTMX18529	bflo_12625, bflo_26024
OG0000899	ASTMX04348, ASTMX20253, ASTMX02728, ASTMX04745, ASTMX18004	bflo_14337
OG0000904	ASTMX09306, ASTMX14881, ASTMX12135	bflo_13183
OG0000906	ASTMX22382	bflo_17920, bflo_19022, bflo_17827, bflo_21444, bflo_27497, bflo_27265
OG0000907	ASTMX06533, ASTMX02843	bflo_25628
OG0000908	ASTMX20519, ASTMX14450	bflo_09711, bflo_09707, bflo_08871
OG0000908	ASTMX13391, ASTMX06616	bflo_08596
OG0000909	ASTMX14114, ASTMX08183, ASTMX18935, ASTMX02527	bflo_18377
OG0000911	ASTMX10186, ASTMX20068	bflo_00891, bflo_00957
OG0000911	ASTMX07865, ASTMX06052	bflo_12997
OG0000912	ASTMX10500, ASTMX10501, ASTMX16615	bflo_09112
OG0000912	ASTMX13041, ASTMX04397	bflo_20621
OG0000913	ASTMX04731, ASTMX14355	bflo_14588
OG0000914	ASTMX05533	bflo_10973
OG0000915	ASTMX19052, ASTMX06403, ASTMX16161, ASTMX09477, ASTMX05555, ASTMX07212	bflo_12273
OG0000916	ASTMX19855, ASTMX19856, ASTMX19853, ASTMX12970, ASTMX19854, ASTMX20080, ASTMX20081, ASTMX15070, ASTMX15071, ASTMX18988, ASTMX18989, ASTMX18985, ASTMX18987, ASTMX19857, ASTMX18220, ASTMX20067, ASTMX18221, ASTMX16683, ASTMX13125, ASTMX18305, ASTMX18615	bflo_26245, bflo_16703, bflo_25616, bflo_13633
OG0000921	ASTMX02073	bflo_15652
OG0000923	ASTMX12705	bflo_02952
OG0000923	ASTMX14532, ASTMX05362, ASTMX00157, ASTMX10399, ASTMX10398, ASTMX21755	bflo_02648
OG0000925	ASTMX10561	bflo_09205
OG0000925	ASTMX00132, ASTMX00555	bflo_22447
OG0000926	ASTMX09727	bflo_13640
OG0000926	ASTMX09128	bflo_17123
OG0000926	ASTMX20470	bflo_21264
OG0000927	ASTMX14905, ASTMX00005, ASTMX18145, ASTMX01174, ASTMX14825, ASTMX06980, ASTMX08592	bflo_22432
OG0000928	ASTMX22584, ASTMX18625, ASTMX17517, ASTMX00645, ASTMX01726	bflo_05985
OG0000929	ASTMX04114, ASTMX07004, ASTMX06184, ASTMX16944, ASTMX10239, ASTMX04285	bflo_17125
OG0000931	ASTMX03676	bflo_08954
OG0000932	ASTMX05094, ASTMX12156, ASTMX11727	bflo_19999
OG0000934	ASTMX09810, ASTMX09922	bflo_04490
OG0000935	ASTMX04934, ASTMX18192, ASTMX02617, ASTMX18423, ASTMX09074, ASTMX14216, ASTMX00813	bflo_19247
OG0000938	ASTMX01692, ASTMX19323, ASTMX19322, ASTMX04693, ASTMX09745	bflo_16013
OG0000938	ASTMX01666, ASTMX21733, ASTMX21732	bflo_25802, bflo_25457, bflo_25455, bflo_25454, bflo_25452, bflo_25458, bflo_25453
OG0000940	ASTMX10004	bflo_14573
OG0000943	ASTMX21773	bflo_20510
OG0000944	ASTMX07936, ASTMX13997, ASTMX11801, ASTMX01164	bflo_14426
OG0000945	ASTMX00204	bflo_13705, bflo_12713
OG0000946	ASTMX14434	bflo_03784, bflo_04905
OG0000946	ASTMX18936, ASTMX00332, ASTMX10860	bflo_04391
OG0000947	ASTMX10737, ASTMX06666, ASTMX16756, ASTMX11945	bflo_00205
OG0000947	ASTMX22371, ASTMX07513, ASTMX12713	bflo_00170
OG0000949	ASTMX15084, ASTMX08824, ASTMX21187, ASTMX22481, ASTMX19646, ASTMX11332, ASTMX19844, ASTMX08182	bflo_17563
OG0000950	ASTMX05864, ASTMX09628, ASTMX16099, ASTMX18311	bflo_19953
OG0000951	ASTMX01864, ASTMX01863, ASTMX22222, ASTMX05129	bflo_05064
OG0000951	ASTMX04202	bflo_27253
OG0000952	ASTMX04103, ASTMX16768	bflo_14821
OG0000952	ASTMX08010, ASTMX16769	bflo_14818
OG0000953	ASTMX18226	bflo_22870, bflo_26077, bflo_25794, bflo_25795, bflo_22979
OG0000953	ASTMX12548, ASTMX06834, ASTMX00739	bflo_24078
OG0000954	ASTMX15027	bflo_13257
OG0000954	ASTMX21854	bflo_23747
OG0000955	ASTMX18471, ASTMX19384	bflo_25651
OG0000955	ASTMX22024	bflo_06523
OG0000955	ASTMX11621	bflo_14322
OG0000957	ASTMX04943, ASTMX06936	bflo_03309
OG0000958	ASTMX06367, ASTMX12813, ASTMX16637	bflo_03727, bflo_03728, bflo_03019, bflo_04824, bflo_03729, bflo_01686, bflo_03214
OG0000960	ASTMX16444, ASTMX07245, ASTMX15601, ASTMX10147	bflo_12512
OG0000963	ASTMX07918, ASTMX18186	bflo_07262
OG0000963	ASTMX05064, ASTMX15961	bflo_03565
OG0000964	ASTMX14595	bflo_06342, bflo_19118, bflo_10230, bflo_06035, bflo_06039
OG0000965	ASTMX11644	bflo_08576
OG0000965	ASTMX05585	bflo_13018
OG0000966	ASTMX02282, ASTMX09390, ASTMX05066, ASTMX09997	bflo_20263
OG0000967	ASTMX08221	bflo_04354
OG0000967	ASTMX07666, ASTMX03215	bflo_07239
OG0000968	ASTMX00225, ASTMX16299, ASTMX00443	bflo_20978
OG0000968	ASTMX00226	bflo_20214
OG0000969	ASTMX01808	bflo_04468, bflo_19187, bflo_18840, bflo_18841, bflo_21704, bflo_19041, bflo_18838, bflo_04477, bflo_06432, bflo_19042, bflo_19037, bflo_21707, bflo_21697, bflo_24882, bflo_18839
OG0000970	ASTMX16775, ASTMX10621	bflo_20773
OG0000971	ASTMX22866	bflo_02635
OG0000971	ASTMX14779	bflo_02638
OG0000972	ASTMX18834	bflo_20769, bflo_20771, bflo_20770, bflo_25828
OG0000972	ASTMX16325	bflo_08143
OG0000973	ASTMX13794, ASTMX13793	bflo_16704, bflo_16388, bflo_16373, bflo_16375, bflo_16376, bflo_16391, bflo_16380, bflo_16361, bflo_16379, bflo_16384, bflo_16707
OG0000974	ASTMX15410	bflo_01162, bflo_20847
OG0000976	ASTMX04179, ASTMX20853	bflo_21693, bflo_22585, bflo_21856, bflo_21904, bflo_22532
OG0000977	ASTMX18656	bflo_12600
OG0000978	ASTMX10667, ASTMX02304, ASTMX07458, ASTMX17117, ASTMX00202, ASTMX01648	bflo_13255
OG0000979	ASTMX07631	bflo_08836, bflo_13441, bflo_13442, bflo_13947, bflo_19019, bflo_13644, bflo_12775, bflo_13329, bflo_13369
OG0000981	ASTMX07777	bflo_05697
OG0000984	ASTMX02397	bflo_15679
OG0000985	ASTMX09768, ASTMX15611, ASTMX12134, ASTMX10557, ASTMX04706	bflo_07499
OG0000987	ASTMX15681, ASTMX02636, ASTMX09408, ASTMX04754, ASTMX04880, ASTMX14766	bflo_02033
OG0000988	ASTMX14582, ASTMX10358, ASTMX14055	bflo_15623
OG0000992	ASTMX21108	bflo_22932
OG0000992	ASTMX16823, ASTMX21083	bflo_09287
OG0000994	ASTMX09930	bflo_01641
OG0000994	ASTMX09998	bflo_10212
OG0000995	ASTMX18626, ASTMX17670, ASTMX10200, ASTMX11669, ASTMX21664	bflo_22708
OG0000996	ASTMX22748, ASTMX01122	bflo_21978
OG0000999	ASTMX07361, ASTMX15986, ASTMX14492, ASTMX00353, ASTMX16560	bflo_03341
OG0001000	ASTMX00037, ASTMX14963	bflo_17958, bflo_27228
OG0001001	ASTMX00557, ASTMX00122	bflo_27374, bflo_21303
OG0001002	ASTMX03599	bflo_15982, bflo_10399, bflo_04098
OG0001003	ASTMX14461, ASTMX16003	bflo_20878
OG0001005	ASTMX01027, ASTMX13959	bflo_10085
OG0001006	ASTMX19697	bflo_04350
OG0001006	ASTMX13446, ASTMX05959, ASTMX13127	bflo_22313
OG0001008	ASTMX17365, ASTMX17759, ASTMX01070	bflo_03203
OG0001009	ASTMX08160, ASTMX00855	bflo_23339
OG0001011	ASTMX03714, ASTMX05856	bflo_02850, bflo_02067
OG0001011	ASTMX01644, ASTMX01606, ASTMX00031	bflo_25798, bflo_25800, bflo_04464
OG0001013	ASTMX21078, ASTMX17661, ASTMX17662, ASTMX08576, ASTMX08575, ASTMX12311, ASTMX03627, ASTMX10104, ASTMX11498, ASTMX01563	bflo_23440
OG0001015	ASTMX04064, ASTMX10509, ASTMX07749	bflo_23858
OG0001016	ASTMX02659	bflo_19435
OG0001016	ASTMX09603	bflo_00910
OG0001017	ASTMX17970, ASTMX04766	bflo_00667
OG0001018	ASTMX07293	bflo_17983, bflo_02467, bflo_02601, bflo_13307, bflo_24232
OG0001018	ASTMX14402	bflo_23920
OG0001021	ASTMX08511	bflo_16744, bflo_13349
OG0001022	ASTMX16902, ASTMX00545, ASTMX07556, ASTMX16176	bflo_21941
OG0001023	ASTMX19031, ASTMX20687, ASTMX01426, ASTMX20596, ASTMX06914	bflo_03026
OG0001024	ASTMX03675, ASTMX18108, ASTMX07995, ASTMX09301, ASTMX15826, ASTMX03255	bflo_04903
OG0001026	ASTMX15598, ASTMX17425, ASTMX16409	bflo_23870
OG0001027	ASTMX11181	bflo_13760
OG0001027	ASTMX12602	bflo_23209, bflo_04293, bflo_23208
OG0001028	ASTMX02432, ASTMX02433, ASTMX10276, ASTMX00251	bflo_25597
OG0001029	ASTMX06248, ASTMX01653	bflo_13219
OG0001030	ASTMX02452, ASTMX18172	bflo_05876
OG0001030	ASTMX14787, ASTMX04535, ASTMX18636	bflo_05907
OG0001031	ASTMX07625	bflo_07447
OG0001031	ASTMX17308	bflo_01411, bflo_21667
OG0001032	ASTMX15532, ASTMX03793, ASTMX13164, ASTMX18965, ASTMX09608, ASTMX13460	bflo_16280
OG0001033	ASTMX11272, ASTMX16778, ASTMX20310	bflo_08146
OG0001033	ASTMX02891, ASTMX13562	bflo_20841
OG0001034	ASTMX14094, ASTMX17808, ASTMX08019, ASTMX09126	bflo_18574, bflo_18588
OG0001036	ASTMX15297, ASTMX00943, ASTMX04320, ASTMX20857	bflo_01100
OG0001039	ASTMX00965	bflo_11607
OG0001042	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999	bflo_11460, bflo_27000
OG0001046	ASTMX04989, ASTMX12326, ASTMX15400, ASTMX21403, ASTMX04871	bflo_23288
OG0001047	ASTMX13719, ASTMX02988, ASTMX09193, ASTMX08799	bflo_22101
OG0001048	ASTMX11990, ASTMX19153, ASTMX16464, ASTMX06652, ASTMX16463, ASTMX18179, ASTMX03970	bflo_07509, bflo_26856
OG0001049	ASTMX16983, ASTMX16917	bflo_24448, bflo_17931
OG0001049	ASTMX15120, ASTMX04802	bflo_24363
OG0001050	ASTMX17116, ASTMX01295, ASTMX07885, ASTMX07884, ASTMX00384, ASTMX06846	bflo_23753, bflo_21612
OG0001051	ASTMX16177, ASTMX09516, ASTMX00023, ASTMX04621	bflo_01863, bflo_09666, bflo_16694, bflo_11064, bflo_11881, bflo_11882, bflo_13847
OG0001052	ASTMX02792, ASTMX15614	bflo_08592
OG0001052	ASTMX06955, ASTMX02780	bflo_07579, bflo_08590
OG0001053	ASTMX18300, ASTMX22111, ASTMX05732, ASTMX04777, ASTMX00654	bflo_19733
OG0001053	ASTMX04746	bflo_08662
OG0001054	ASTMX11497, ASTMX10102, ASTMX07817	bflo_23806
OG0001057	ASTMX16121, ASTMX18759, ASTMX08231, ASTMX21869, ASTMX11631	bflo_22386, bflo_22387
OG0001058	ASTMX18033, ASTMX05110, ASTMX11885, ASTMX17859	bflo_10254
OG0001059	ASTMX17167, ASTMX13012, ASTMX17166, ASTMX13011	bflo_04773
OG0001060	ASTMX14477, ASTMX15173	bflo_14877
OG0001062	ASTMX14307, ASTMX08563, ASTMX02379, ASTMX17790	bflo_26106
OG0001063	ASTMX10605	bflo_10992
OG0001065	ASTMX18463, ASTMX10224	bflo_24302
OG0001066	ASTMX20286, ASTMX02069, ASTMX08837, ASTMX00998, ASTMX09220	bflo_07352
OG0001067	ASTMX08589	bflo_14070, bflo_05866
OG0001068	ASTMX16663, ASTMX10634	bflo_24364
OG0001072	ASTMX19026	bflo_20583
OG0001072	ASTMX07116	bflo_01344
OG0001073	ASTMX00299, ASTMX15138, ASTMX15137, ASTMX15139, ASTMX07175	bflo_14186
OG0001075	ASTMX15603, ASTMX17534, ASTMX07596	bflo_01789
OG0001076	ASTMX03684, ASTMX11243, ASTMX11094	bflo_14398
OG0001077	ASTMX08017	bflo_19161, bflo_19130
OG0001077	ASTMX12567	bflo_15522
OG0001077	ASTMX10837	bflo_09727
OG0001078	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731	bflo_10417
OG0001079	ASTMX07129	bflo_05327, bflo_24090, bflo_21126, bflo_14192, bflo_16216, bflo_20242, bflo_20259, bflo_10866, bflo_12061
OG0001079	ASTMX13695, ASTMX07130, ASTMX04052	bflo_11561
OG0001080	ASTMX20362	bflo_06623
OG0001080	ASTMX17093, ASTMX00271	bflo_21619
OG0001081	ASTMX07534, ASTMX20170, ASTMX20169	bflo_15729, bflo_03684
OG0001082	ASTMX05356	bflo_19096
OG0001083	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493	bflo_10562
OG0001084	ASTMX13267, ASTMX14596, ASTMX13269	bflo_04559
OG0001085	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559	bflo_11120
OG0001088	ASTMX01346	bflo_18566
OG0001088	ASTMX09698, ASTMX21365	bflo_07204, bflo_15734
OG0001088	ASTMX13182	bflo_21001
OG0001089	ASTMX21827	bflo_05776
OG0001090	ASTMX12686	bflo_03656
OG0001091	ASTMX04144, ASTMX08666, ASTMX21338, ASTMX12021, ASTMX21337, ASTMX12020, ASTMX08667	bflo_26460
OG0001092	ASTMX13973, ASTMX21247, ASTMX01637, ASTMX11224, ASTMX11225, ASTMX11227	bflo_15467
OG0001093	ASTMX12014, ASTMX12657, ASTMX16037, ASTMX04141, ASTMX08672	bflo_02494
OG0001094	ASTMX20728, ASTMX11817, ASTMX22892	bflo_10325
OG0001095	ASTMX01042, ASTMX06668, ASTMX10417, ASTMX04271	bflo_26605, bflo_00827, bflo_26602
OG0001096	ASTMX18205, ASTMX09790	bflo_24946, bflo_25111
OG0001097	ASTMX08081	bflo_05062, bflo_05061, bflo_19755, bflo_16070, bflo_16075, bflo_25888, bflo_16071, bflo_16097, bflo_16086, bflo_16099, bflo_16936, bflo_16088, bflo_16934, bflo_16933, bflo_00056, bflo_00057, bflo_00052, bflo_16929, bflo_16098, bflo_16069, bflo_16087, bflo_16073, bflo_16178, bflo_16167, bflo_16177, bflo_16179, bflo_15612, bflo_27163, bflo_16160, bflo_15632, bflo_15619, bflo_15630, bflo_16090, bflo_16114, bflo_16094, bflo_16939, bflo_16932, bflo_16944, bflo_16931, bflo_16089, bflo_16930, bflo_21274, bflo_16092, bflo_16093, bflo_16938, bflo_21537, bflo_16928, bflo_16622, bflo_16041, bflo_03601
OG0001101	ASTMX23013	bflo_12035
OG0001102	ASTMX10946	bflo_01832
OG0001103	ASTMX01362	bflo_13190
OG0001103	ASTMX07925	bflo_01225
OG0001104	ASTMX04326, ASTMX19128	bflo_01201
OG0001105	ASTMX16452	bflo_23443
OG0001106	ASTMX12402	bflo_06185
OG0001107	ASTMX07155, ASTMX18532, ASTMX08783, ASTMX07277, ASTMX12968	bflo_22127
OG0001108	ASTMX10776	bflo_00378
OG0001108	ASTMX02283	bflo_20433
OG0001109	ASTMX22098, ASTMX18693, ASTMX16851, ASTMX20867	bflo_14803, bflo_14804
OG0001110	ASTMX19998, ASTMX20209, ASTMX10366, ASTMX18902, ASTMX13352	bflo_16461, bflo_16317
OG0001112	ASTMX08753, ASTMX12056, ASTMX04106	bflo_22501
OG0001113	ASTMX19887	bflo_14797
OG0001113	ASTMX17682	bflo_22426
OG0001113	ASTMX17433	bflo_26422
OG0001114	ASTMX20168, ASTMX05200, ASTMX10656	bflo_04550
OG0001115	ASTMX22571, ASTMX01777, ASTMX14280, ASTMX19074, ASTMX15784, ASTMX16079, ASTMX09277	bflo_02490
OG0001117	ASTMX13101, ASTMX11968, ASTMX06395, ASTMX11969	bflo_18874
OG0001119	ASTMX21339, ASTMX20001, ASTMX11748	bflo_01654
OG0001121	ASTMX15268, ASTMX07286	bflo_24945, bflo_17622, bflo_24293, bflo_04825
OG0001123	ASTMX11965	bflo_09074
OG0001123	ASTMX03333	bflo_20201
OG0001124	ASTMX11649	bflo_23639
OG0001124	ASTMX21249	bflo_10476
OG0001126	ASTMX15842, ASTMX02684	bflo_21937
OG0001126	ASTMX15843	bflo_12463, bflo_10927
OG0001127	ASTMX12680, ASTMX16751, ASTMX02660, ASTMX13770	bflo_19588
OG0001128	ASTMX18460, ASTMX16489, ASTMX06330, ASTMX08219, ASTMX03840	bflo_09982
OG0001129	ASTMX10908, ASTMX12420, ASTMX13922	bflo_12819
OG0001129	ASTMX10145, ASTMX09711	bflo_13264
OG0001130	ASTMX10575	bflo_03852, bflo_06407, bflo_04255
OG0001131	ASTMX07608, ASTMX14403, ASTMX04858	bflo_25190
OG0001132	ASTMX10021	bflo_06192
OG0001133	ASTMX13789	bflo_17034
OG0001133	ASTMX12861	bflo_25491
OG0001134	ASTMX21574, ASTMX21573, ASTMX07671	bflo_22790
OG0001135	ASTMX15353	bflo_14080
OG0001136	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730	bflo_06069
OG0001137	ASTMX12515, ASTMX16194, ASTMX01698	bflo_23646
OG0001138	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720	bflo_00349, bflo_14068, bflo_00161
OG0001139	ASTMX08590	bflo_22593
OG0001139	ASTMX08334, ASTMX02193, ASTMX16174	bflo_09826
OG0001141	ASTMX18850, ASTMX15737	bflo_03254
OG0001142	ASTMX06998	bflo_01437
OG0001143	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862	bflo_07319
OG0001144	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825	bflo_00201
OG0001146	ASTMX16476, ASTMX05676, ASTMX10477, ASTMX20223	bflo_25096, bflo_22204
OG0001149	ASTMX19645, ASTMX17794	bflo_16620, bflo_02962, bflo_01361, bflo_02409, bflo_00024, bflo_02408, bflo_24981, bflo_24690, bflo_09301, bflo_12993, bflo_24100, bflo_02029, bflo_07202, bflo_17094, bflo_13951, bflo_13488, bflo_16513, bflo_16878
OG0001155	ASTMX05884	bflo_20442
OG0001156	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559	bflo_18549
OG0001158	ASTMX02087, ASTMX17173, ASTMX12628	bflo_13300, bflo_11159
OG0001159	ASTMX04571, ASTMX16858	bflo_01553
OG0001161	ASTMX22922, ASTMX05139, ASTMX19392, ASTMX10567	bflo_08066
OG0001162	ASTMX14904, ASTMX06131, ASTMX00151, ASTMX17408, ASTMX18039	bflo_17404
OG0001163	ASTMX21149, ASTMX13397, ASTMX06626	bflo_06913, bflo_07427
OG0001164	ASTMX23034	bflo_21084
OG0001165	ASTMX13025	bflo_01574
OG0001165	ASTMX00124	bflo_22236
OG0001166	ASTMX14476, ASTMX21070, ASTMX15099, ASTMX16555, ASTMX04635	bflo_14820, bflo_15448
OG0001167	ASTMX18844, ASTMX18845, ASTMX07609	bflo_16326
OG0001168	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562	bflo_20423, bflo_20474, bflo_13463
OG0001169	ASTMX04343	bflo_14076, bflo_12639
OG0001170	ASTMX11047	bflo_11360
OG0001171	ASTMX06140, ASTMX11035, ASTMX09871, ASTMX18404, ASTMX03436	bflo_05953
OG0001172	ASTMX02640, ASTMX12998	bflo_02862
OG0001172	ASTMX05444, ASTMX13620, ASTMX07385	bflo_02443
OG0001173	ASTMX06808	bflo_06950
OG0001174	ASTMX00942	bflo_11141
OG0001176	ASTMX10559, ASTMX01481, ASTMX13540	bflo_07517
OG0001177	ASTMX14125	bflo_01608
OG0001178	ASTMX12782, ASTMX12781	bflo_25556
OG0001178	ASTMX00134, ASTMX00554	bflo_22453
OG0001179	ASTMX12400	bflo_13368
OG0001179	ASTMX07456	bflo_13513
OG0001180	ASTMX12027, ASTMX19199, ASTMX09020	bflo_06736, bflo_00350
OG0001181	ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260	bflo_18914
OG0001182	ASTMX12103, ASTMX13653	bflo_03435
OG0001183	ASTMX19735, ASTMX17804	bflo_19634
OG0001184	ASTMX19302	bflo_15772
OG0001184	ASTMX00228	bflo_09793
OG0001185	ASTMX10936	bflo_06562
OG0001186	ASTMX18547, ASTMX02567	bflo_12657
OG0001186	ASTMX13845	bflo_12919
OG0001187	ASTMX10749	bflo_18352, bflo_17267, bflo_06600, bflo_06585, bflo_06590, bflo_06591, bflo_18234, bflo_25290, bflo_26120, bflo_06592, bflo_18465, bflo_18461, bflo_18463, bflo_18462, bflo_08800, bflo_10438, bflo_10068, bflo_12634, bflo_12633, bflo_04140, bflo_10069, bflo_12876, bflo_17352, bflo_04133, bflo_04125, bflo_09603, bflo_05471
OG0001188	ASTMX14514, ASTMX03224	bflo_05292
OG0001189	ASTMX06692, ASTMX04816, ASTMX01328, ASTMX13413, ASTMX17159	bflo_06318
OG0001190	ASTMX11323, ASTMX13686, ASTMX05267	bflo_25067
OG0001191	ASTMX19829, ASTMX17768, ASTMX05237, ASTMX10430, ASTMX15730	bflo_10001
OG0001192	ASTMX10488	bflo_11973, bflo_24276, bflo_09020, bflo_09001, bflo_08999, bflo_08998, bflo_09000, bflo_08997, bflo_09011, bflo_09002, bflo_09013, bflo_09014, bflo_11670, bflo_23492, bflo_23499, bflo_12100, bflo_11977, bflo_01066, bflo_11591, bflo_00034, bflo_11976, bflo_11974, bflo_02044, bflo_11975, bflo_11970
OG0001192	ASTMX16386	bflo_21883
OG0001196	ASTMX11519, ASTMX11174, ASTMX02339	bflo_09773
OG0001198	ASTMX02424, ASTMX06547	bflo_02095
OG0001198	ASTMX02630	bflo_03034
OG0001199	ASTMX03290	bflo_17249
OG0001200	ASTMX11139	bflo_09896, bflo_19272
