Orthogroup	ASTMX	OWEFU
OG0000848	ASTMX13979, ASTMX14345, ASTMX04742	OFUSG02732.1.p1
OG0000848	ASTMX00257, ASTMX06224, ASTMX13366	OFUSG03989.1.p1, OFUSG03989.2.p1
OG0000849	ASTMX14573	OFUSG09067.1.p1
OG0000850	ASTMX16693, ASTMX02820	OFUSG12712.1.p1
OG0000850	ASTMX12095	OFUSG06085.1.p1
OG0000851	ASTMX09789, ASTMX17144, ASTMX08263	OFUSG02239.1.p1, OFUSG02239.2.p1
OG0000852	ASTMX14218, ASTMX09079, ASTMX14219	OFUSG09153.1.p1, OFUSG09153.2.p1
OG0000852	ASTMX01973, ASTMX04325	OFUSG04815.3.p1, OFUSG04815.2.p1, OFUSG04815.1.p1
OG0000854	ASTMX08448, ASTMX07266, ASTMX08447	OFUSG19945.1.p1, OFUSG19943.1.p1, OFUSG10780.1.p1, OFUSG19578.1.p1, OFUSG19944.1.p1, OFUSG09728.1.p1, OFUSG16518.1.p1, OFUSG16270.1.p1, OFUSG10592.2.p1, OFUSG10592.1.p1, OFUSG25461.1.p1, OFUSG16035.1.p1, OFUSG16036.1.p1
OG0000855	ASTMX05866, ASTMX09644	OFUSG08911.2.p1, OFUSG08911.1.p1
OG0000855	ASTMX09643	OFUSG14975.1.p1, OFUSG14975.2.p1
OG0000857	ASTMX18737, ASTMX15778, ASTMX01089, ASTMX09003	OFUSG01227.1.p1
OG0000858	ASTMX14432	OFUSG19534.1.p1, OFUSG19534.2.p1
OG0000858	ASTMX08402	OFUSG18650.1.p1
OG0000858	ASTMX03492	OFUSG19764.2.p1, OFUSG19764.1.p1
OG0000859	ASTMX18557, ASTMX14932, ASTMX18996, ASTMX04905, ASTMX12394, ASTMX18622, ASTMX17513	OFUSG09251.1.p1
OG0000860	ASTMX22579, ASTMX13435, ASTMX16785, ASTMX21569, ASTMX19755	OFUSG07489.1.p1, OFUSG07489.2.p1
OG0000863	ASTMX14464, ASTMX10280	OFUSG16665.1.p1, OFUSG05886.1.p1
OG0000866	ASTMX16257, ASTMX10404	OFUSG24066.1.p1, OFUSG00680.1.p1, OFUSG05730.1.p1, OFUSG06216.1.p1, OFUSG17520.1.p1, OFUSG05526.1.p1, OFUSG14753.1.p1
OG0000868	ASTMX18458, ASTMX16490	OFUSG11760.1.p1
OG0000869	ASTMX05238	OFUSG13203.1.p1, OFUSG01355.1.p1
OG0000869	ASTMX03029, ASTMX03031, ASTMX03030	OFUSG16947.1.p1
OG0000870	ASTMX17331, ASTMX18789	OFUSG20438.1.p1
OG0000871	ASTMX08820	OFUSG00730.1.p1
OG0000871	ASTMX22315	OFUSG06537.1.p1
OG0000872	ASTMX20999	OFUSG00869.2.p1, OFUSG00869.3.p1, OFUSG00869.5.p1, OFUSG00869.1.p1, OFUSG00869.4.p1
OG0000873	ASTMX22220	OFUSG09849.1.p1
OG0000874	ASTMX01664, ASTMX03695, ASTMX11238, ASTMX21323	OFUSG03220.1.p1
OG0000875	ASTMX10227, ASTMX22128	OFUSG13364.1.p1
OG0000875	ASTMX15020	OFUSG16237.1.p1
OG0000877	ASTMX00683	OFUSG04094.1.p1, OFUSG04093.1.p1
OG0000878	ASTMX14927	OFUSG16664.1.p1
OG0000879	ASTMX19602, ASTMX05400	OFUSG04088.1.p1
OG0000880	ASTMX19119, ASTMX05557, ASTMX08534, ASTMX10778	OFUSG05701.1.p1
OG0000881	ASTMX08736, ASTMX09138	OFUSG25601.3.p1, OFUSG25601.2.p1, OFUSG25601.4.p1, OFUSG25601.1.p1, OFUSG25601.5.p1
OG0000881	ASTMX09646, ASTMX05888	OFUSG22311.1.p1
OG0000882	ASTMX12618, ASTMX07464, ASTMX13019, ASTMX05010	OFUSG17466.4.p1, OFUSG17466.1.p1, OFUSG17466.3.p1, OFUSG17466.2.p1
OG0000883	ASTMX03555, ASTMX07903	OFUSG14124.1.p1
OG0000887	ASTMX05512, ASTMX10768	OFUSG26529.1.p1, OFUSG26529.2.p1
OG0000887	ASTMX16791	OFUSG16699.1.p1, OFUSG16699.2.p1
OG0000888	ASTMX14224, ASTMX11928	OFUSG09295.1.p1
OG0000888	ASTMX18926	OFUSG10796.1.p1
OG0000889	ASTMX01303, ASTMX13535	OFUSG12102.1.p1
OG0000893	ASTMX16839, ASTMX15713, ASTMX05174, ASTMX05175, ASTMX05176, ASTMX15714	OFUSG08896.1.p1, OFUSG08897.1.p1
OG0000896	ASTMX08984	OFUSG13178.1.p1
OG0000896	ASTMX03839, ASTMX20490	OFUSG11490.1.p1, OFUSG11490.3.p1, OFUSG11490.2.p1
OG0000897	ASTMX00619	OFUSG18741.1.p1
OG0000897	ASTMX00999, ASTMX08838	OFUSG06433.1.p1
OG0000898	ASTMX07406, ASTMX18529	OFUSG21363.2.p1, OFUSG21363.1.p1
OG0000899	ASTMX04348, ASTMX20253, ASTMX02728, ASTMX04745, ASTMX18004	OFUSG02805.1.p1, OFUSG02805.2.p1
OG0000904	ASTMX09306, ASTMX14881, ASTMX12135	OFUSG17921.1.p1
OG0000906	ASTMX22382	OFUSG24653.1.p1, OFUSG20410.1.p1, OFUSG20404.1.p1, OFUSG03306.1.p1, OFUSG09788.1.p1
OG0000907	ASTMX06533, ASTMX02843	OFUSG26462.1.p1
OG0000908	ASTMX20519, ASTMX14450	OFUSG05748.2.p1, OFUSG05748.4.p1, OFUSG05748.1.p1, OFUSG05748.3.p1
OG0000908	ASTMX13391, ASTMX06616	OFUSG10578.1.p1
OG0000909	ASTMX14114, ASTMX08183, ASTMX18935, ASTMX02527	OFUSG00497.1.p1
OG0000911	ASTMX10186, ASTMX20068	OFUSG23257.1.p1, OFUSG23257.2.p1
OG0000911	ASTMX11057, ASTMX07865, ASTMX06052	OFUSG13934.1.p1
OG0000912	ASTMX10500, ASTMX10501, ASTMX16615	OFUSG05604.1.p1
OG0000912	ASTMX13041, ASTMX04397	OFUSG23879.1.p1
OG0000913	ASTMX04731, ASTMX14355	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1
OG0000915	ASTMX19052, ASTMX06403, ASTMX16161, ASTMX09477, ASTMX05555, ASTMX07212	OFUSG06406.1.p1, OFUSG06406.2.p1
OG0000916	ASTMX19855, ASTMX19856, ASTMX19853, ASTMX12970, ASTMX19854, ASTMX20080, ASTMX20081, ASTMX15070, ASTMX15071, ASTMX18988, ASTMX18989, ASTMX18985, ASTMX18987, ASTMX19857, ASTMX18220, ASTMX20067, ASTMX18221, ASTMX16683, ASTMX13125, ASTMX18305, ASTMX18615	OFUSG23926.1.p1, OFUSG25063.1.p1, OFUSG05152.1.p1, OFUSG05152.2.p1
OG0000921	ASTMX02073	OFUSG26697.1.p1
OG0000923	ASTMX12705	OFUSG04091.1.p1
OG0000923	ASTMX14532, ASTMX05362, ASTMX00157, ASTMX10399, ASTMX10398, ASTMX21755	OFUSG16107.1.p1
OG0000925	ASTMX10561	OFUSG21493.1.p1
OG0000925	ASTMX00132, ASTMX00555	OFUSG25811.2.p1, OFUSG25811.1.p1
OG0000926	ASTMX20470	OFUSG20595.2.p1, OFUSG20595.1.p1
OG0000927	ASTMX14905, ASTMX00005, ASTMX18145, ASTMX01174, ASTMX14825, ASTMX06980, ASTMX08592	OFUSG26854.1.p1
OG0000928	ASTMX22584, ASTMX18625, ASTMX17517, ASTMX00645, ASTMX01726	OFUSG08901.1.p1
OG0000929	ASTMX04114, ASTMX07004, ASTMX06184, ASTMX16944, ASTMX10239, ASTMX04285	OFUSG01585.1.p1
OG0000931	ASTMX03676	OFUSG05884.5.p1, OFUSG05884.3.p1, OFUSG05884.4.p1, OFUSG05884.2.p1, OFUSG05884.1.p1
OG0000932	ASTMX11726	OFUSG22608.1.p1
OG0000934	ASTMX09810, ASTMX09922	OFUSG01031.1.p1
OG0000934	ASTMX09273, ASTMX08879, ASTMX19792	OFUSG08244.1.p1
OG0000935	ASTMX04934, ASTMX18192, ASTMX02617, ASTMX18423, ASTMX09074, ASTMX14216, ASTMX00813	OFUSG16551.1.p1
OG0000938	ASTMX01666, ASTMX21733, ASTMX21732	OFUSG24703.1.p1
OG0000940	ASTMX10004	OFUSG14533.1.p1
OG0000943	ASTMX21773	OFUSG24129.1.p1
OG0000944	ASTMX07936, ASTMX13997, ASTMX11801, ASTMX01164	OFUSG02142.1.p1, OFUSG02142.4.p1, OFUSG02142.2.p1, OFUSG02142.3.p1
OG0000945	ASTMX00204, ASTMX12524, ASTMX16834	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1
OG0000946	ASTMX18936, ASTMX00332, ASTMX10860	OFUSG00368.1.p1, OFUSG00634.1.p1, OFUSG01913.2.p1, OFUSG01913.1.p1
OG0000947	ASTMX10737, ASTMX06666, ASTMX16756, ASTMX11945	OFUSG17100.1.p1
OG0000949	ASTMX15084, ASTMX08824, ASTMX21187, ASTMX22481, ASTMX19646, ASTMX11332, ASTMX19844, ASTMX08182	OFUSG01898.1.p1, OFUSG21190.1.p1, OFUSG20002.1.p1
OG0000950	ASTMX05864, ASTMX09628, ASTMX16099, ASTMX18311	OFUSG23770.1.p1
OG0000951	ASTMX01864, ASTMX01863, ASTMX22222, ASTMX05129	OFUSG09305.1.p1
OG0000952	ASTMX04103, ASTMX16768	OFUSG02484.1.p1
OG0000952	ASTMX08010, ASTMX16769	OFUSG02485.1.p1
OG0000953	ASTMX18226, ASTMX12548, ASTMX06834, ASTMX00739	OFUSG13123.1.p1, OFUSG15200.1.p1, OFUSG23505.1.p1
OG0000954	ASTMX15027	OFUSG16223.1.p1
OG0000954	ASTMX21854	OFUSG04263.1.p1
OG0000955	ASTMX18471, ASTMX19384	OFUSG21035.1.p1
OG0000955	ASTMX22024, ASTMX11621	OFUSG02908.1.p1
OG0000957	ASTMX21698, ASTMX11409, ASTMX14243, ASTMX14579, ASTMX04943, ASTMX06936	OFUSG09505.1.p1, OFUSG09505.2.p1
OG0000958	ASTMX06367, ASTMX12813, ASTMX16637	OFUSG06196.1.p1, OFUSG06197.1.p1, OFUSG06896.1.p1
OG0000960	ASTMX16444, ASTMX07245, ASTMX15601, ASTMX10147	OFUSG05056.1.p1
OG0000963	ASTMX05064, ASTMX15961	OFUSG26256.1.p1
OG0000964	ASTMX14595	OFUSG10365.1.p1, OFUSG20587.1.p1, OFUSG20586.1.p1, OFUSG20586.2.p1
OG0000965	ASTMX11644	OFUSG10177.1.p1
OG0000965	ASTMX05585	OFUSG05283.1.p1
OG0000966	ASTMX02282, ASTMX09390, ASTMX05066, ASTMX09997	OFUSG15060.2.p1, OFUSG15060.1.p1
OG0000967	ASTMX08221	OFUSG03652.1.p1
OG0000967	ASTMX07666, ASTMX03215	OFUSG18109.1.p1
OG0000968	ASTMX00225, ASTMX16299, ASTMX00443	OFUSG01481.1.p1, OFUSG01481.2.p1, OFUSG01481.3.p1
OG0000968	ASTMX00226, ASTMX13057, ASTMX11973	OFUSG15086.1.p1
OG0000969	ASTMX01808	OFUSG16049.1.p1, OFUSG16049.2.p1
OG0000970	ASTMX16775, ASTMX10621	OFUSG24111.1.p1
OG0000971	ASTMX00664	OFUSG15922.1.p1
OG0000971	ASTMX14779	OFUSG15894.2.p1, OFUSG15894.1.p1
OG0000972	ASTMX18834	OFUSG22434.1.p1, OFUSG22451.1.p1
OG0000972	ASTMX16325	OFUSG10857.2.p1, OFUSG10857.1.p1
OG0000974	ASTMX15410	OFUSG12017.1.p1
OG0000976	ASTMX04179, ASTMX20853	OFUSG19744.1.p1, OFUSG08682.1.p1, OFUSG19714.1.p1, OFUSG23174.1.p1, OFUSG23175.1.p1, OFUSG22926.1.p1, OFUSG22927.1.p1
OG0000977	ASTMX18656	OFUSG25208.1.p1
OG0000978	ASTMX10667, ASTMX02304, ASTMX07458, ASTMX17117, ASTMX00202, ASTMX01648	OFUSG05262.1.p1
OG0000979	ASTMX07631	OFUSG20447.2.p1, OFUSG20447.1.p1
OG0000981	ASTMX07777	OFUSG03861.1.p1
OG0000982	ASTMX07919, ASTMX18187, ASTMX11536, ASTMX07445, ASTMX13438, ASTMX10025	OFUSG16732.3.p1, OFUSG16732.2.p1, OFUSG16732.1.p1, OFUSG16732.4.p1, OFUSG16732.5.p1
OG0000984	ASTMX02397	OFUSG07902.1.p1
OG0000985	ASTMX09768, ASTMX15611, ASTMX12134, ASTMX10557, ASTMX04706	OFUSG11040.1.p1
OG0000986	ASTMX21143, ASTMX19507, ASTMX13383, ASTMX12846, ASTMX17978	OFUSG09980.1.p1
OG0000987	ASTMX15681, ASTMX02636, ASTMX09408, ASTMX04754, ASTMX04880, ASTMX14766	OFUSG21084.2.p1, OFUSG21084.1.p1
OG0000988	ASTMX14582, ASTMX10358, ASTMX14055	OFUSG21531.1.p1
OG0000992	ASTMX16823, ASTMX21083	OFUSG06018.1.p1
OG0000994	ASTMX09930	OFUSG05737.1.p1
OG0000994	ASTMX09998	OFUSG19359.1.p1
OG0000995	ASTMX18626, ASTMX17670, ASTMX10200, ASTMX11669, ASTMX21664	OFUSG10864.1.p1, OFUSG10864.2.p1, OFUSG10864.3.p1
OG0000996	ASTMX23040, ASTMX18947, ASTMX18386, ASTMX22748, ASTMX01122, ASTMX09090, ASTMX06171, ASTMX18948	OFUSG14358.1.p1
OG0000999	ASTMX07361, ASTMX15986, ASTMX14492, ASTMX00353, ASTMX16560	OFUSG00108.1.p1
OG0001001	ASTMX17780, ASTMX06967	OFUSG14675.1.p1
OG0001002	ASTMX03599	OFUSG15973.1.p1, OFUSG16764.2.p1, OFUSG16764.1.p1
OG0001003	ASTMX14461, ASTMX16003	OFUSG24187.1.p1
OG0001004	ASTMX03982, ASTMX10486, ASTMX02824, ASTMX18866, ASTMX11607	OFUSG26573.1.p1, OFUSG26573.2.p1
OG0001005	ASTMX13958, ASTMX01027, ASTMX13959	OFUSG06280.1.p1
OG0001006	ASTMX19697	OFUSG07003.3.p1, OFUSG07003.1.p1, OFUSG07003.2.p1
OG0001006	ASTMX13446, ASTMX05959, ASTMX13127	OFUSG17480.1.p1
OG0001008	ASTMX15308, ASTMX18731, ASTMX07446, ASTMX15309, ASTMX22900, ASTMX17365, ASTMX17759, ASTMX01070	OFUSG01608.1.p1
OG0001009	ASTMX08160	OFUSG03141.1.p1
OG0001009	ASTMX00855	OFUSG10208.1.p1, OFUSG06733.1.p1, OFUSG03374.1.p1, OFUSG20943.1.p1
OG0001012	ASTMX04365, ASTMX13046, ASTMX15204, ASTMX11880, ASTMX14969, ASTMX11879, ASTMX00113, ASTMX09552, ASTMX07040, ASTMX02961, ASTMX12817, ASTMX13081, ASTMX21444	OFUSG14895.1.p1
OG0001013	ASTMX21078, ASTMX17661, ASTMX17662, ASTMX08576, ASTMX08575, ASTMX12311, ASTMX03627, ASTMX10104, ASTMX11498, ASTMX01563	OFUSG10524.1.p1
OG0001015	ASTMX04064, ASTMX10509, ASTMX07749	OFUSG17894.2.p1, OFUSG17894.1.p1, OFUSG17894.3.p1
OG0001016	ASTMX02659	OFUSG16289.1.p1
OG0001016	ASTMX09603	OFUSG17257.1.p1
OG0001017	ASTMX17965	OFUSG13590.3.p1, OFUSG13590.1.p1, OFUSG13590.2.p1
OG0001018	ASTMX07293	OFUSG20884.1.p1
OG0001018	ASTMX14402	OFUSG25182.1.p1
OG0001019	ASTMX13586, ASTMX13588, ASTMX11430, ASTMX14065	OFUSG04762.2.p1, OFUSG04762.1.p1
OG0001022	ASTMX16902, ASTMX00545, ASTMX07556, ASTMX16176	OFUSG14113.1.p1
OG0001023	ASTMX19031, ASTMX20687, ASTMX01426, ASTMX20596, ASTMX06914	OFUSG01359.1.p1
OG0001024	ASTMX03675, ASTMX18108, ASTMX07995, ASTMX09301, ASTMX15826, ASTMX03255	OFUSG17905.1.p1
OG0001026	ASTMX15598, ASTMX17425, ASTMX16409	OFUSG10458.1.p1
OG0001027	ASTMX12602	OFUSG15315.1.p1
OG0001028	ASTMX02432, ASTMX02433, ASTMX10276, ASTMX00251	OFUSG08945.1.p1, OFUSG08945.2.p1
OG0001029	ASTMX06248, ASTMX01653	OFUSG23212.2.p1, OFUSG23212.1.p1
OG0001029	ASTMX09096, ASTMX11906, ASTMX09903, ASTMX05770, ASTMX16817	OFUSG00715.1.p1
OG0001030	ASTMX02452, ASTMX18172	OFUSG09158.1.p1
OG0001030	ASTMX14787, ASTMX04535, ASTMX18636	OFUSG11700.1.p1
OG0001031	ASTMX07625	OFUSG10916.2.p1, OFUSG10916.3.p1, OFUSG10916.1.p1, OFUSG10915.1.p1
OG0001031	ASTMX17308	OFUSG14788.2.p1, OFUSG14788.1.p1
OG0001032	ASTMX15532, ASTMX03793, ASTMX13164, ASTMX18965, ASTMX09608, ASTMX13460	OFUSG05074.1.p1, OFUSG07488.1.p1, OFUSG07488.2.p1
OG0001033	ASTMX11272, ASTMX16778, ASTMX20310	OFUSG17922.1.p1
OG0001033	ASTMX02891, ASTMX13562	OFUSG07728.1.p1, OFUSG07728.2.p1
OG0001034	ASTMX14094, ASTMX17808, ASTMX08019, ASTMX09126	OFUSG04414.1.p1
OG0001036	ASTMX15297, ASTMX00943, ASTMX04320, ASTMX20857	OFUSG23486.1.p1
OG0001038	ASTMX15430, ASTMX04713, ASTMX08425	OFUSG06632.3.p1, OFUSG06632.1.p1, OFUSG06632.2.p1, OFUSG06632.4.p1
OG0001039	ASTMX00965	OFUSG18772.1.p1
OG0001042	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999	OFUSG18717.1.p1, OFUSG18717.2.p1
OG0001044	ASTMX11020	OFUSG23994.1.p1
OG0001044	ASTMX07810, ASTMX07811	OFUSG09207.1.p1
OG0001046	ASTMX04989, ASTMX12326, ASTMX15400, ASTMX21403, ASTMX04871	OFUSG10400.1.p1
OG0001047	ASTMX13719, ASTMX02988, ASTMX09193, ASTMX08799	OFUSG13920.1.p1
OG0001048	ASTMX11990, ASTMX19153, ASTMX16464, ASTMX06652, ASTMX16463, ASTMX18179, ASTMX03970	OFUSG11109.1.p1
OG0001049	ASTMX16983, ASTMX16917	OFUSG17397.1.p1
OG0001049	ASTMX15120, ASTMX04802	OFUSG21106.1.p1
OG0001050	ASTMX17116, ASTMX01295, ASTMX07885, ASTMX07884, ASTMX00384, ASTMX06846	OFUSG06846.1.p1, OFUSG09204.1.p1, OFUSG19968.1.p1, OFUSG09691.1.p1
OG0001051	ASTMX16177, ASTMX09516, ASTMX00023, ASTMX04621	OFUSG13657.1.p1, OFUSG05091.1.p1
OG0001052	ASTMX02792, ASTMX15614	OFUSG10412.2.p1, OFUSG10412.1.p1
OG0001053	ASTMX18300, ASTMX22111, ASTMX05732, ASTMX04777, ASTMX00654	OFUSG16393.1.p1
OG0001053	ASTMX04746	OFUSG18424.1.p1
OG0001054	ASTMX11497, ASTMX10102, ASTMX07817, ASTMX12306, ASTMX15402, ASTMX15877, ASTMX07816, ASTMX19836, ASTMX11496, ASTMX10101	OFUSG18550.2.p1, OFUSG18550.1.p1
OG0001057	ASTMX16121, ASTMX18759, ASTMX08231, ASTMX21869, ASTMX11631	OFUSG10093.2.p1, OFUSG10093.1.p1
OG0001058	ASTMX18033, ASTMX05110, ASTMX11885, ASTMX17859	OFUSG09700.3.p1, OFUSG09700.1.p1, OFUSG09700.2.p1
OG0001059	ASTMX17167	OFUSG12920.1.p1
OG0001059	ASTMX13011	OFUSG12919.1.p1
OG0001060	ASTMX14477, ASTMX15173	OFUSG03037.1.p1
OG0001062	ASTMX14307, ASTMX08563, ASTMX02379, ASTMX17790	OFUSG17199.1.p1, OFUSG17199.2.p1
OG0001063	ASTMX10605	OFUSG11469.1.p1
OG0001065	ASTMX18463, ASTMX10224	OFUSG12064.1.p1
OG0001066	ASTMX09220	OFUSG05685.1.p1
OG0001067	ASTMX00002, ASTMX08589	OFUSG12106.1.p1, OFUSG11202.1.p1, OFUSG08267.1.p1
OG0001068	ASTMX16663, ASTMX10634	OFUSG20968.4.p1, OFUSG20968.1.p1, OFUSG20968.2.p1, OFUSG20968.3.p1
OG0001072	ASTMX19026	OFUSG14989.1.p1, OFUSG14989.2.p1
OG0001072	ASTMX07116	OFUSG23887.1.p1, OFUSG23887.2.p1
OG0001073	ASTMX00299, ASTMX15138, ASTMX15137, ASTMX15139, ASTMX07175	OFUSG03347.1.p1
OG0001075	ASTMX15603, ASTMX17534, ASTMX07596	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1
OG0001076	ASTMX03685, ASTMX22707, ASTMX03684, ASTMX11243, ASTMX11094	OFUSG03330.1.p1
OG0001077	ASTMX08017	OFUSG15956.1.p1, OFUSG15957.1.p1
OG0001077	ASTMX12567	OFUSG04034.1.p1
OG0001077	ASTMX10837	OFUSG04424.1.p1
OG0001078	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1
OG0001079	ASTMX07129	OFUSG22304.1.p1
OG0001079	ASTMX13695, ASTMX07130, ASTMX04052	OFUSG06804.1.p1
OG0001080	ASTMX20362	OFUSG16677.1.p1
OG0001080	ASTMX17093, ASTMX00271	OFUSG00008.1.p1
OG0001081	ASTMX07534, ASTMX20170, ASTMX20169	OFUSG14342.1.p1, OFUSG07840.1.p1
OG0001082	ASTMX05356	OFUSG04037.1.p1
OG0001083	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493	OFUSG06289.3.p1, OFUSG06289.2.p1, OFUSG06289.4.p1, OFUSG06289.1.p1, OFUSG06289.5.p1
OG0001084	ASTMX13267, ASTMX14596, ASTMX13269	OFUSG00659.1.p1, OFUSG00659.2.p1
OG0001085	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559	OFUSG06361.1.p1
OG0001088	ASTMX01346	OFUSG13450.1.p1, OFUSG12189.1.p1, OFUSG12203.1.p1, OFUSG11695.1.p1, OFUSG21814.1.p1, OFUSG03469.1.p1, OFUSG11008.1.p1
OG0001088	ASTMX09698, ASTMX21365	OFUSG12190.1.p1
OG0001088	ASTMX13182	OFUSG11487.2.p1, OFUSG11487.1.p1
OG0001089	ASTMX21827	OFUSG19616.1.p1
OG0001089	ASTMX11862, ASTMX12798, ASTMX07940, ASTMX13996	OFUSG19615.2.p1, OFUSG19615.4.p1, OFUSG19615.3.p1, OFUSG19615.1.p1
OG0001091	ASTMX04144, ASTMX08666, ASTMX21338, ASTMX12021, ASTMX21337, ASTMX12020, ASTMX08667	OFUSG17661.2.p1, OFUSG17661.1.p1
OG0001092	ASTMX11230, ASTMX13973, ASTMX21247, ASTMX01637, ASTMX11224, ASTMX11225, ASTMX11227	OFUSG02473.1.p1
OG0001093	ASTMX12014, ASTMX12657, ASTMX16037, ASTMX04141, ASTMX08672	OFUSG16311.1.p1
OG0001094	ASTMX20728, ASTMX11817, ASTMX22892	OFUSG12462.1.p1
OG0001095	ASTMX01042, ASTMX06668, ASTMX10417, ASTMX04271	OFUSG13749.1.p1, OFUSG13749.3.p1, OFUSG13749.2.p1
OG0001097	ASTMX08081	OFUSG17373.1.p1
OG0001102	ASTMX10946	OFUSG11952.1.p1, OFUSG11951.2.p1, OFUSG11951.1.p1
OG0001103	ASTMX01362	OFUSG12330.1.p1
OG0001103	ASTMX07925	OFUSG17037.1.p1, OFUSG17037.3.p1, OFUSG17037.2.p1, OFUSG17037.4.p1
OG0001105	ASTMX06295	OFUSG16233.2.p1, OFUSG16233.1.p1, OFUSG16233.4.p1, OFUSG16233.3.p1
OG0001105	ASTMX16452	OFUSG18002.1.p1
OG0001106	ASTMX12402	OFUSG09718.2.p1, OFUSG09718.1.p1
OG0001107	ASTMX07155, ASTMX18532, ASTMX08783, ASTMX07277, ASTMX12968	OFUSG24708.1.p1
OG0001108	ASTMX10776	OFUSG17063.1.p1
OG0001108	ASTMX02283	OFUSG24077.2.p1, OFUSG24077.1.p1
OG0001109	ASTMX22098, ASTMX18693, ASTMX16851, ASTMX20867	OFUSG13382.1.p1, OFUSG03479.1.p1, OFUSG03480.1.p1, OFUSG02782.1.p1, OFUSG02782.2.p1
OG0001110	ASTMX19998, ASTMX20209, ASTMX10366, ASTMX18902, ASTMX13352	OFUSG08276.1.p1
OG0001112	ASTMX08753, ASTMX12056	OFUSG13817.3.p1, OFUSG13817.1.p1, OFUSG13817.4.p1, OFUSG13817.2.p1, OFUSG13817.5.p1
OG0001113	ASTMX19887	OFUSG01933.1.p1
OG0001113	ASTMX17682	OFUSG14818.1.p1
OG0001114	ASTMX20168, ASTMX05200, ASTMX10656	OFUSG04229.1.p1
OG0001117	ASTMX13101, ASTMX11968, ASTMX06395, ASTMX11969	OFUSG16636.1.p1, OFUSG14207.1.p1
OG0001118	ASTMX16590, ASTMX07119, ASTMX16591, ASTMX16589	OFUSG08091.2.p1, OFUSG08091.5.p1, OFUSG08091.1.p1, OFUSG08091.4.p1, OFUSG08091.3.p1
OG0001119	ASTMX21339, ASTMX20001	OFUSG21187.2.p1, OFUSG21187.1.p1, OFUSG21187.3.p1, OFUSG21187.5.p1, OFUSG21187.4.p1
OG0001121	ASTMX15268, ASTMX07286	OFUSG00225.1.p1, OFUSG00225.2.p1
OG0001123	ASTMX11965	OFUSG12701.1.p1
OG0001123	ASTMX03333	OFUSG22297.1.p1
OG0001124	ASTMX11649	OFUSG10854.1.p1
OG0001124	ASTMX21249	OFUSG07596.1.p1
OG0001126	ASTMX15842, ASTMX02684	OFUSG24750.1.p1
OG0001126	ASTMX15843	OFUSG06152.1.p1
OG0001127	ASTMX12680, ASTMX16751, ASTMX02660, ASTMX13770	OFUSG16574.1.p1, OFUSG16574.2.p1
OG0001128	ASTMX18460, ASTMX16489, ASTMX06330, ASTMX08219, ASTMX03840	OFUSG11491.1.p1
OG0001129	ASTMX10908, ASTMX12420, ASTMX13922	OFUSG05147.2.p1, OFUSG05147.1.p1
OG0001130	ASTMX10575	OFUSG09111.1.p1, OFUSG08598.1.p1
OG0001131	ASTMX07608, ASTMX14403, ASTMX04858	OFUSG21658.1.p1
OG0001132	ASTMX10021	OFUSG20144.1.p1
OG0001133	ASTMX13789	OFUSG08388.1.p1
OG0001133	ASTMX12861	OFUSG21360.1.p1
OG0001134	ASTMX21574, ASTMX21573, ASTMX07671	OFUSG10062.2.p1, OFUSG10062.1.p1
OG0001135	ASTMX15353, ASTMX19619	OFUSG17784.2.p1, OFUSG17784.1.p1
OG0001135	ASTMX18867	OFUSG17785.1.p1, OFUSG02833.1.p1
OG0001136	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730	OFUSG20143.1.p1, OFUSG20143.4.p1, OFUSG20143.3.p1, OFUSG20143.2.p1
OG0001137	ASTMX12515, ASTMX16194, ASTMX01698	OFUSG11347.1.p1
OG0001138	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720	OFUSG13035.1.p1, OFUSG13035.2.p1
OG0001139	ASTMX08590	OFUSG26881.1.p1
OG0001139	ASTMX08334, ASTMX02193, ASTMX16174	OFUSG25576.1.p1
OG0001140	ASTMX00871, ASTMX01335	OFUSG20072.1.p1, OFUSG00173.1.p1
OG0001141	ASTMX18850, ASTMX15737	OFUSG09098.2.p1, OFUSG09098.1.p1
OG0001142	ASTMX06998	OFUSG10654.1.p1
OG0001143	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862	OFUSG16015.1.p1
OG0001144	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825	OFUSG23430.1.p1
OG0001146	ASTMX16476, ASTMX05676, ASTMX10477, ASTMX20223	OFUSG16918.1.p1
OG0001148	ASTMX07421	OFUSG04841.1.p1
