Orthogroup	ASTMX	CAEEL
OG0001503	ASTMX02356	CAEEL04111
OG0001503	ASTMX19525	CAEEL08520
OG0001504	ASTMX13743	CAEEL05392
OG0001505	ASTMX16658, ASTMX10480	CAEEL05185, CAEEL08607
OG0001506	ASTMX16668, ASTMX02040	CAEEL04371
OG0001508	ASTMX16208, ASTMX16207	CAEEL19670
OG0001510	ASTMX01738, ASTMX20539, ASTMX20538, ASTMX05480, ASTMX22212	CAEEL19165
OG0001515	ASTMX13055, ASTMX11972	CAEEL07598
OG0001515	ASTMX03532	CAEEL07033
OG0001516	ASTMX06094, ASTMX22766	CAEEL05831
OG0001517	ASTMX05080, ASTMX07941, ASTMX05461, ASTMX06024, ASTMX06023	CAEEL20700
OG0001522	ASTMX05739, ASTMX08097, ASTMX22565, ASTMX01282	CAEEL01881
OG0001523	ASTMX02548, ASTMX01083, ASTMX17910, ASTMX07261	CAEEL20306
OG0001524	ASTMX10909	CAEEL18987, CAEEL00715
OG0001525	ASTMX03602	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600
OG0001526	ASTMX08595, ASTMX10378, ASTMX13114	CAEEL19873
OG0001527	ASTMX03505	CAEEL08026
OG0001528	ASTMX05668, ASTMX15564, ASTMX07962, ASTMX15565	CAEEL20795
OG0001529	ASTMX09418, ASTMX00938, ASTMX00780	CAEEL01822, CAEEL20748, CAEEL06896
OG0001533	ASTMX12054, ASTMX05383, ASTMX00173	CAEEL01048, CAEEL19033, CAEEL11552
OG0001536	ASTMX21864, ASTMX11568, ASTMX15808	CAEEL11259, CAEEL20066, CAEEL20058
OG0001538	ASTMX10517, ASTMX02477, ASTMX03859	CAEEL15530
OG0001546	ASTMX10973, ASTMX01598	CAEEL14468
OG0001549	ASTMX20825, ASTMX02013, ASTMX05521, ASTMX19063, ASTMX09254	CAEEL18956
OG0001550	ASTMX14152	CAEEL12391, CAEEL06493
OG0001551	ASTMX01345, ASTMX03884	CAEEL13359
OG0001552	ASTMX18767	CAEEL09513
OG0001553	ASTMX13473, ASTMX02742, ASTMX20664	CAEEL10745
OG0001554	ASTMX03717, ASTMX05853, ASTMX03716, ASTMX07008	CAEEL00812
OG0001557	ASTMX20060	CAEEL09005
OG0001557	ASTMX08321	CAEEL09508
OG0001558	ASTMX15085, ASTMX15086, ASTMX13703, ASTMX08558	CAEEL05103, CAEEL08374
OG0001559	ASTMX04609, ASTMX03837, ASTMX21052	CAEEL16062
OG0001560	ASTMX18831, ASTMX22394, ASTMX22725, ASTMX02440	CAEEL01011
OG0001561	ASTMX12815, ASTMX13331, ASTMX05206, ASTMX16235	CAEEL11007
OG0001565	ASTMX20589	CAEEL18401
OG0001567	ASTMX04861, ASTMX05681	CAEEL04524
OG0001568	ASTMX14315	CAEEL15339
OG0001569	ASTMX09567, ASTMX00111, ASTMX08814, ASTMX08813	CAEEL19014, CAEEL18168
OG0001571	ASTMX12366, ASTMX03489	CAEEL18118
OG0001572	ASTMX10710	CAEEL00311
OG0001576	ASTMX04056	CAEEL00120
OG0001578	ASTMX17269	CAEEL10814, CAEEL18928
OG0001580	ASTMX17141, ASTMX00422, ASTMX07082	CAEEL02579
OG0001581	ASTMX16532	CAEEL09430, CAEEL13347, CAEEL16915
OG0001583	ASTMX21750, ASTMX01613, ASTMX19566, ASTMX06604, ASTMX04877	CAEEL19802
OG0001584	ASTMX21214	CAEEL09032
OG0001589	ASTMX19867	CAEEL18417
OG0001590	ASTMX14704	CAEEL15262, CAEEL15263
OG0001593	ASTMX21886, ASTMX18436, ASTMX00248, ASTMX04255	CAEEL02963, CAEEL13946
OG0001594	ASTMX03704	CAEEL04807, CAEEL04125
OG0001596	ASTMX20215, ASTMX07221, ASTMX08395, ASTMX02127	CAEEL10536
OG0001597	ASTMX12010	CAEEL10283
OG0001599	ASTMX14692, ASTMX14693, ASTMX18782	CAEEL20479
OG0001602	ASTMX00266	CAEEL18101
OG0001603	ASTMX15815	CAEEL14729
OG0001604	ASTMX20038, ASTMX22550, ASTMX05873	CAEEL04879
OG0001605	ASTMX17869, ASTMX10907, ASTMX17438, ASTMX13921	CAEEL09382
OG0001606	ASTMX13363	CAEEL14239
OG0001606	ASTMX19946	CAEEL15795
OG0001608	ASTMX13914, ASTMX16442, ASTMX00272	CAEEL02190, CAEEL02191
OG0001609	ASTMX05434	CAEEL19774
OG0001609	ASTMX10748	CAEEL10790
OG0001610	ASTMX11326, ASTMX21155, ASTMX22190, ASTMX15390	CAEEL02035, CAEEL20252
OG0001611	ASTMX19687, ASTMX14783, ASTMX22329, ASTMX10519, ASTMX17389, ASTMX13933	CAEEL15699
OG0001612	ASTMX00061	CAEEL02577
OG0001614	ASTMX11931	CAEEL01012
OG0001615	ASTMX02210, ASTMX03596, ASTMX14419	CAEEL04670
OG0001620	ASTMX09139, ASTMX06536, ASTMX11560	CAEEL18514, CAEEL18862
OG0001621	ASTMX22157, ASTMX01413, ASTMX19883	CAEEL08615
OG0001625	ASTMX02826, ASTMX01619, ASTMX01588	CAEEL05727
OG0001627	ASTMX10150, ASTMX14956, ASTMX16098, ASTMX14955, ASTMX18107, ASTMX18106	CAEEL00684
OG0001628	ASTMX10611, ASTMX13713	CAEEL00193
OG0001632	ASTMX09246, ASTMX19438, ASTMX01979	CAEEL16035
OG0001635	ASTMX10717, ASTMX01151, ASTMX11894	CAEEL08024
OG0001638	ASTMX17085, ASTMX13300, ASTMX13301	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172
OG0001640	ASTMX15949, ASTMX03089, ASTMX00633, ASTMX01744, ASTMX21296, ASTMX10782, ASTMX15950, ASTMX09264	CAEEL10788
OG0001641	ASTMX14840, ASTMX17044, ASTMX12642, ASTMX21552, ASTMX21553	CAEEL00743
OG0001642	ASTMX03937, ASTMX06995, ASTMX06996, ASTMX06997	CAEEL15818
OG0001643	ASTMX11888, ASTMX11887, ASTMX17860, ASTMX01841	CAEEL19599
OG0001651	ASTMX03971, ASTMX16462, ASTMX06653	CAEEL10611
OG0001652	ASTMX21292, ASTMX22257	CAEEL15807
OG0001652	ASTMX09489	CAEEL15806
OG0001653	ASTMX22783, ASTMX22782, ASTMX03023	CAEEL03026
OG0001655	ASTMX19212, ASTMX01670, ASTMX07000, ASTMX09332	CAEEL05314
OG0001656	ASTMX10174	CAEEL07456
OG0001657	ASTMX22284, ASTMX12850, ASTMX15429	CAEEL08928, CAEEL08927
OG0001659	ASTMX04833	CAEEL00855
OG0001661	ASTMX14504	CAEEL14147
OG0001662	ASTMX03470, ASTMX17684, ASTMX18835	CAEEL00357
OG0001663	ASTMX05177, ASTMX19785, ASTMX01771, ASTMX08877	CAEEL10899, CAEEL10898
OG0001664	ASTMX14304	CAEEL04260
OG0001665	ASTMX16406, ASTMX15478	CAEEL07716
OG0001666	ASTMX00039	CAEEL07781
OG0001668	ASTMX01187	CAEEL00277
OG0001671	ASTMX22730, ASTMX02090	CAEEL19781
OG0001672	ASTMX12193, ASTMX07934, ASTMX08671, ASTMX18092, ASTMX01458, ASTMX12016	CAEEL08375
OG0001673	ASTMX18919, ASTMX01248, ASTMX09514	CAEEL17134, CAEEL17133
OG0001673	ASTMX10984	CAEEL02728
OG0001675	ASTMX06836, ASTMX12553, ASTMX10815, ASTMX08168	CAEEL00808
OG0001676	ASTMX18175	CAEEL01617
OG0001677	ASTMX05947, ASTMX20317	CAEEL07860
OG0001680	ASTMX10612, ASTMX16866, ASTMX08071, ASTMX08524, ASTMX17208, ASTMX17209, ASTMX13927, ASTMX10466	CAEEL15664
OG0001682	ASTMX11437	CAEEL17995
OG0001683	ASTMX09827, ASTMX01135, ASTMX07486, ASTMX08701, ASTMX18381, ASTMX11426	CAEEL00875
OG0001684	ASTMX01855, ASTMX02369	CAEEL08513, CAEEL19560
OG0001685	ASTMX11627, ASTMX01624	CAEEL06629, CAEEL19461
OG0001688	ASTMX20357, ASTMX05569, ASTMX09337, ASTMX11298	CAEEL06653
OG0001690	ASTMX16868	CAEEL02923
OG0001691	ASTMX01434, ASTMX18308	CAEEL09136, CAEEL09137
OG0001700	ASTMX16498	CAEEL04175, CAEEL17128, CAEEL17159, CAEEL17152, CAEEL17151, CAEEL17149, CAEEL17154, CAEEL17156, CAEEL17129, CAEEL17148, CAEEL17158, CAEEL17157, CAEEL17155, CAEEL17150, CAEEL17153, CAEEL17130, CAEEL17127, CAEEL17147, CAEEL17462, CAEEL16055, CAEEL03193, CAEEL03185, CAEEL04174, CAEEL03064, CAEEL02491, CAEEL02474, CAEEL02525, CAEEL02526, CAEEL02485, CAEEL02432, CAEEL06120, CAEEL17118, CAEEL03396, CAEEL03331, CAEEL03328, CAEEL06121, CAEEL03751, CAEEL03752, CAEEL07474, CAEEL07473, CAEEL14507, CAEEL03327
OG0001706	ASTMX05640, ASTMX20258, ASTMX05639	CAEEL00824
OG0001707	ASTMX18307, ASTMX18306	CAEEL18144, CAEEL17802
OG0001709	ASTMX04095	CAEEL07646, CAEEL07650
OG0001710	ASTMX07220, ASTMX20214, ASTMX04024, ASTMX02128	CAEEL11053
OG0001711	ASTMX13045, ASTMX17864, ASTMX16102, ASTMX04614, ASTMX04603	CAEEL15052
OG0001713	ASTMX02275	CAEEL04261
OG0001713	ASTMX17234	CAEEL02704
OG0001714	ASTMX14531, ASTMX21207	CAEEL12772
OG0001714	ASTMX02509, ASTMX10518	CAEEL15825
OG0001718	ASTMX07179, ASTMX23036, ASTMX19690, ASTMX19842, ASTMX19691, ASTMX04823, ASTMX19689	CAEEL12769
OG0001720	ASTMX02308, ASTMX17599, ASTMX16344	CAEEL07819
OG0001721	ASTMX00052, ASTMX01262, ASTMX09503, ASTMX12296	CAEEL10104, CAEEL11043
OG0001723	ASTMX12143, ASTMX06027	CAEEL19731
OG0001724	ASTMX09937, ASTMX07584	CAEEL00188, CAEEL09412
OG0001726	ASTMX20123, ASTMX05802	CAEEL15546
OG0001727	ASTMX18920, ASTMX10976, ASTMX04884, ASTMX01599	CAEEL15354
OG0001728	ASTMX21307, ASTMX13636	CAEEL20444
OG0001730	ASTMX20533, ASTMX14053, ASTMX14051, ASTMX02853	CAEEL04519
OG0001731	ASTMX15705, ASTMX21816, ASTMX03042	CAEEL19569
OG0001732	ASTMX00146, ASTMX09573, ASTMX02281	CAEEL05337
OG0001733	ASTMX21899, ASTMX21900, ASTMX21495	CAEEL11586
OG0001734	ASTMX02188	CAEEL11289
OG0001735	ASTMX08661, ASTMX00485, ASTMX18296, ASTMX19896	CAEEL08598
OG0001736	ASTMX02648	CAEEL20331
OG0001738	ASTMX04483, ASTMX07349, ASTMX21178, ASTMX07257	CAEEL09745, CAEEL09746
OG0001739	ASTMX19266, ASTMX03558, ASTMX00354	CAEEL10953
OG0001743	ASTMX13429, ASTMX22574, ASTMX10367	CAEEL18830
OG0001745	ASTMX05763	CAEEL15294
OG0001746	ASTMX02179, ASTMX09002, ASTMX01088, ASTMX02180	CAEEL09374
OG0001747	ASTMX00575, ASTMX06318, ASTMX11440	CAEEL13414, CAEEL14611, CAEEL15557
OG0001750	ASTMX12646, ASTMX21008, ASTMX02080, ASTMX01052, ASTMX06673	CAEEL08294
OG0001754	ASTMX08050, ASTMX00116	CAEEL06405
OG0001755	ASTMX00395	CAEEL12716
OG0001755	ASTMX06126	CAEEL16403
OG0001756	ASTMX08584, ASTMX13471	CAEEL02757
OG0001758	ASTMX09348, ASTMX05870	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164
OG0001769	ASTMX01507	CAEEL12367
OG0001770	ASTMX16705, ASTMX20255, ASTMX00311, ASTMX08260	CAEEL12180
OG0001774	ASTMX10351	CAEEL20358
OG0001774	ASTMX06409	CAEEL07377, CAEEL01266
OG0001775	ASTMX18173, ASTMX02453, ASTMX19386	CAEEL01757
OG0001776	ASTMX20742, ASTMX07303, ASTMX12492	CAEEL20827
OG0001779	ASTMX05155	CAEEL00025, CAEEL00024
OG0001780	ASTMX11982, ASTMX11983, ASTMX06627	CAEEL12979
OG0001781	ASTMX01449	CAEEL04378
OG0001781	ASTMX19769	CAEEL06468
OG0001782	ASTMX12666	CAEEL11605
OG0001783	ASTMX21511, ASTMX11389	CAEEL18807
OG0001785	ASTMX00095	CAEEL10450, CAEEL07502
OG0001787	ASTMX00153, ASTMX21186, ASTMX20336	CAEEL07669
OG0001790	ASTMX16222	CAEEL19999
OG0001792	ASTMX18195	CAEEL00159
OG0001793	ASTMX07514	CAEEL07806
OG0001798	ASTMX02451, ASTMX02132	CAEEL02504
OG0001799	ASTMX21315, ASTMX12220, ASTMX21504, ASTMX05952, ASTMX20313	CAEEL07172
OG0001800	ASTMX00967, ASTMX17639, ASTMX00705, ASTMX05193, ASTMX16166	CAEEL10920, CAEEL02655, CAEEL10124
OG0001805	ASTMX17764, ASTMX21541, ASTMX17763, ASTMX22144	CAEEL10422, CAEEL19401
OG0001809	ASTMX14244, ASTMX07924, ASTMX16684	CAEEL18133
OG0001810	ASTMX01884, ASTMX15033	CAEEL00534
OG0001816	ASTMX09877, ASTMX01690, ASTMX08907	CAEEL05710
OG0001818	ASTMX15112, ASTMX15111, ASTMX01280	CAEEL16460
OG0001819	ASTMX10139, ASTMX08405	CAEEL08110
OG0001820	ASTMX17311, ASTMX17314, ASTMX08253, ASTMX02490	CAEEL00161
OG0001821	ASTMX10515	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600
OG0001822	ASTMX17911, ASTMX05380, ASTMX01084	CAEEL14275, CAEEL14276
OG0001824	ASTMX16553	CAEEL20525
OG0001826	ASTMX17635, ASTMX17851, ASTMX04624, ASTMX18141	CAEEL08005, CAEEL18927
OG0001827	ASTMX10371	CAEEL12511
OG0001828	ASTMX21055	CAEEL07411
OG0001830	ASTMX08635, ASTMX20818, ASTMX22664, ASTMX04561	CAEEL00742
OG0001831	ASTMX09701, ASTMX11370, ASTMX05003	CAEEL10161, CAEEL19257
OG0001832	ASTMX16776	CAEEL05995
OG0001834	ASTMX04164, ASTMX17094, ASTMX23044	CAEEL08270
OG0001835	ASTMX00389	CAEEL15709
OG0001846	ASTMX14112, ASTMX06709, ASTMX19360	CAEEL02581, CAEEL02580
OG0001849	ASTMX05295	CAEEL04779
OG0001849	ASTMX20398	CAEEL07132
OG0001852	ASTMX04038, ASTMX18646, ASTMX00935	CAEEL10571
OG0001853	ASTMX06831, ASTMX12580, ASTMX14066	CAEEL00334, CAEEL01622
OG0001854	ASTMX17734	CAEEL12618
OG0001857	ASTMX08952, ASTMX08953, ASTMX03295, ASTMX15454	CAEEL04635
OG0001858	ASTMX22972	CAEEL11554
OG0001860	ASTMX12416	CAEEL19534
OG0001861	ASTMX07579, ASTMX01292	CAEEL19043
OG0001862	ASTMX17514, ASTMX18623, ASTMX04897, ASTMX10918	CAEEL07094
OG0001863	ASTMX08020	CAEEL11286
OG0001864	ASTMX14124, ASTMX05208, ASTMX06684	CAEEL00359
OG0001866	ASTMX03690	CAEEL12131
OG0001867	ASTMX16400, ASTMX16454	CAEEL18932
OG0001870	ASTMX18491, ASTMX06826, ASTMX20463, ASTMX12239, ASTMX18877	CAEEL18619
OG0001873	ASTMX13537	CAEEL14280, CAEEL14281, CAEEL15718
OG0001874	ASTMX19496	CAEEL00933
OG0001875	ASTMX19333	CAEEL09917
OG0001876	ASTMX17533, ASTMX07597	CAEEL11614
OG0001878	ASTMX03678, ASTMX03679, ASTMX11223, ASTMX09106, ASTMX11222, ASTMX15218, ASTMX21903	CAEEL07138
OG0001879	ASTMX12971	CAEEL07021, CAEEL20524, CAEEL09154
OG0001881	ASTMX14379, ASTMX16204, ASTMX00702	CAEEL18890
OG0001883	ASTMX21822	CAEEL19810
OG0001884	ASTMX06134, ASTMX19600, ASTMX08889	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922
OG0001886	ASTMX11188, ASTMX19864	CAEEL20566, CAEEL20351
OG0001887	ASTMX11490, ASTMX04087, ASTMX07566, ASTMX04178, ASTMX01150, ASTMX04646	CAEEL05740
OG0001888	ASTMX15480, ASTMX17356, ASTMX11277	CAEEL18672, CAEEL11639
OG0001889	ASTMX06568, ASTMX18787, ASTMX13144	CAEEL11129, CAEEL11128
OG0001890	ASTMX07216, ASTMX05529, ASTMX19180, ASTMX02543, ASTMX01077	CAEEL18655
OG0001895	ASTMX17836, ASTMX21328, ASTMX21293	CAEEL00352, CAEEL16104
OG0001898	ASTMX02303, ASTMX08107, ASTMX16484	CAEEL15099
OG0001899	ASTMX04690, ASTMX15105	CAEEL14131
OG0001900	ASTMX17301	CAEEL16160
OG0001901	ASTMX01661	CAEEL08532, CAEEL08531
OG0001903	ASTMX04440, ASTMX02517	CAEEL12995
OG0001905	ASTMX02059, ASTMX04463, ASTMX17081, ASTMX10926, ASTMX17580, ASTMX09984, ASTMX05057	CAEEL18799
OG0001913	ASTMX20767, ASTMX02135, ASTMX20390	CAEEL00139
OG0001915	ASTMX06154, ASTMX20145	CAEEL10189
OG0001916	ASTMX05801	CAEEL14482
OG0001916	ASTMX16187	CAEEL07131
OG0001917	ASTMX12441, ASTMX14303, ASTMX04127, ASTMX20172, ASTMX18196	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321
OG0001918	ASTMX14770, ASTMX10418	CAEEL07844
OG0001919	ASTMX02747	CAEEL18092
OG0001923	ASTMX11549, ASTMX15481, ASTMX19703	CAEEL00866, CAEEL02499
OG0001926	ASTMX02370	CAEEL05295
OG0001928	ASTMX11034	CAEEL19148
OG0001930	ASTMX00407, ASTMX00470	CAEEL01812
OG0001932	ASTMX08414, ASTMX03192, ASTMX04190	CAEEL18548, CAEEL17132
OG0001933	ASTMX20524	CAEEL05724
OG0001934	ASTMX19911, ASTMX13174, ASTMX13175	CAEEL04980, CAEEL04981
OG0001935	ASTMX11590	CAEEL01455
OG0001938	ASTMX18134	CAEEL05158
OG0001939	ASTMX19952, ASTMX00403	CAEEL05317
OG0001940	ASTMX17596	CAEEL08846
OG0001945	ASTMX00044, ASTMX10524, ASTMX09938	CAEEL05071
OG0001946	ASTMX12183, ASTMX15576, ASTMX12119, ASTMX01552	CAEEL11023
OG0001947	ASTMX05518, ASTMX09474, ASTMX03096, ASTMX00626	CAEEL20697
OG0001948	ASTMX22858, ASTMX15647, ASTMX13681, ASTMX18721, ASTMX19377, ASTMX13543	CAEEL15692
OG0001949	ASTMX16347, ASTMX05904, ASTMX22823, ASTMX16345, ASTMX02307	CAEEL19721
OG0001950	ASTMX18530, ASTMX11401, ASTMX09051, ASTMX03098, ASTMX07411	CAEEL05818
OG0001951	ASTMX20250, ASTMX00814, ASTMX21087, ASTMX07517	CAEEL08644, CAEEL02798
OG0001952	ASTMX11334	CAEEL00959
OG0001953	ASTMX17339, ASTMX11073, ASTMX17815	CAEEL01457
OG0001956	ASTMX07766	CAEEL07023
OG0001958	ASTMX02681, ASTMX11359, ASTMX15551, ASTMX13324, ASTMX00180, ASTMX02698, ASTMX04111	CAEEL19146
OG0001961	ASTMX01985, ASTMX00433, ASTMX05535	CAEEL11703
OG0001962	ASTMX10698, ASTMX09532, ASTMX00886	CAEEL07745
OG0001963	ASTMX19201, ASTMX06233, ASTMX10086	CAEEL09651
OG0001964	ASTMX18977, ASTMX19220	CAEEL18880
OG0001965	ASTMX04867	CAEEL15340
OG0001966	ASTMX14196, ASTMX08275	CAEEL15352, CAEEL06723
OG0001968	ASTMX09462	CAEEL10639
OG0001969	ASTMX10572, ASTMX16678, ASTMX02918	CAEEL09244, CAEEL09472, CAEEL00361
OG0001970	ASTMX20727, ASTMX02481	CAEEL17419
OG0001971	ASTMX06857, ASTMX18166, ASTMX07764, ASTMX07098, ASTMX02407	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583
OG0001974	ASTMX21581	CAEEL10261
OG0001978	ASTMX10513, ASTMX20541, ASTMX19834, ASTMX07677, ASTMX07680, ASTMX19831, ASTMX19833, ASTMX19832, ASTMX07679, ASTMX07678	CAEEL18757
OG0001985	ASTMX05944, ASTMX20318, ASTMX20204	CAEEL08373, CAEEL02584, CAEEL02585
OG0001987	ASTMX18839, ASTMX12855, ASTMX17820, ASTMX17595	CAEEL06766
OG0001988	ASTMX13581, ASTMX09059	CAEEL02095
OG0001989	ASTMX03043, ASTMX19847	CAEEL20436
OG0001990	ASTMX06695	CAEEL18486
OG0001991	ASTMX12375, ASTMX02084, ASTMX00520	CAEEL08725
OG0001992	ASTMX04244, ASTMX09494	CAEEL00543
OG0001993	ASTMX23032	CAEEL15736
OG0001994	ASTMX13184, ASTMX03001, ASTMX02331	CAEEL19344, CAEEL02372
OG0001998	ASTMX15724, ASTMX01470	CAEEL08296
OG0001999	ASTMX11680	CAEEL06715
OG0002000	ASTMX14056, ASTMX08846, ASTMX12081	CAEEL08459
OG0002001	ASTMX01040, ASTMX04984	CAEEL07856
OG0002002	ASTMX07891, ASTMX09191, ASTMX03021	CAEEL05495, CAEEL09310, CAEEL01852
OG0002003	ASTMX12936, ASTMX02322, ASTMX09501	CAEEL18663
OG0002005	ASTMX04340, ASTMX01660, ASTMX15304, ASTMX02809, ASTMX09957, ASTMX19417	CAEEL10504
OG0002006	ASTMX10173, ASTMX04500	CAEEL16051, CAEEL18232
OG0002008	ASTMX21371, ASTMX21150	CAEEL11706
OG0002009	ASTMX17629, ASTMX16191	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207
OG0002011	ASTMX00517, ASTMX17175	CAEEL06587, CAEEL01459
OG0002013	ASTMX05656, ASTMX18118	CAEEL00803, CAEEL01317
OG0002015	ASTMX22305, ASTMX21197	CAEEL07232
OG0002016	ASTMX06954, ASTMX13089	CAEEL10751
OG0002017	ASTMX04800, ASTMX06787, ASTMX12770, ASTMX15859	CAEEL04551
OG0002018	ASTMX04081, ASTMX14917, ASTMX00472, ASTMX03911	CAEEL08242
OG0002020	ASTMX09967, ASTMX07803, ASTMX07643, ASTMX11910	CAEEL20282
OG0002023	ASTMX13059, ASTMX13931, ASTMX11476, ASTMX03808	CAEEL12418
OG0002025	ASTMX21209	CAEEL01720
OG0002026	ASTMX08004, ASTMX05432	CAEEL09267
OG0002027	ASTMX01143, ASTMX02252, ASTMX16654, ASTMX03186	CAEEL19841
OG0002031	ASTMX19732, ASTMX01811	CAEEL07288
OG0002032	ASTMX17188	CAEEL15092
OG0002035	ASTMX15049	CAEEL04843, CAEEL04846
OG0002036	ASTMX10687, ASTMX02312	CAEEL17432
OG0002037	ASTMX12739	CAEEL09947
OG0002042	ASTMX12108, ASTMX12109	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817
OG0002043	ASTMX04301, ASTMX15262	CAEEL01497
OG0002059	ASTMX16881, ASTMX08569, ASTMX16470	CAEEL20695
OG0002060	ASTMX04696	CAEEL17542
OG0002062	ASTMX13242, ASTMX19992, ASTMX02071	CAEEL01567
OG0002063	ASTMX14592	CAEEL01336
OG0002064	ASTMX10932, ASTMX03886, ASTMX09499	CAEEL17790
OG0002067	ASTMX12928	CAEEL08430
OG0002068	ASTMX12273, ASTMX16517	CAEEL15280
OG0002073	ASTMX18638	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593
OG0002074	ASTMX02153	CAEEL18383
OG0002076	ASTMX09409, ASTMX19822, ASTMX20304	CAEEL17850
OG0002077	ASTMX09597	CAEEL08392
OG0002078	ASTMX07822, ASTMX22651, ASTMX21198, ASTMX07693	CAEEL04535
OG0002079	ASTMX08264, ASTMX09088	CAEEL07901
OG0002080	ASTMX03462, ASTMX21263	CAEEL03246, CAEEL12691
OG0002085	ASTMX09374, ASTMX11810, ASTMX20238, ASTMX04550	CAEEL11230, CAEEL11229
OG0002086	ASTMX07923, ASTMX07922, ASTMX21562	CAEEL01985
OG0002087	ASTMX16781	CAEEL07742
OG0002090	ASTMX16025	CAEEL00790
OG0002094	ASTMX16837	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823
OG0002095	ASTMX03962, ASTMX17882, ASTMX06032	CAEEL07104
OG0002097	ASTMX09200, ASTMX06450, ASTMX12192, ASTMX07933	CAEEL03161, CAEEL00098, CAEEL19231
OG0002099	ASTMX07474, ASTMX07475	CAEEL05221
OG0002102	ASTMX08771, ASTMX03132, ASTMX03918, ASTMX08042, ASTMX22350	CAEEL20714
OG0002103	ASTMX03950, ASTMX04643	CAEEL16392, CAEEL16394
OG0002104	ASTMX05475, ASTMX01651, ASTMX03534	CAEEL08654
OG0002105	ASTMX01741, ASTMX00335, ASTMX14499, ASTMX00378, ASTMX22666	CAEEL18772
OG0002106	ASTMX03785, ASTMX08724	CAEEL18235, CAEEL08825
OG0002107	ASTMX19945	CAEEL07845
OG0002108	ASTMX07612, ASTMX01236	CAEEL05450, CAEEL05957, CAEEL15378
OG0002122	ASTMX08830, ASTMX06030	CAEEL09431
OG0002124	ASTMX14518	CAEEL05107
OG0002125	ASTMX04029	CAEEL10327
OG0002125	ASTMX02181	CAEEL06344
OG0002131	ASTMX11268, ASTMX11269, ASTMX11344	CAEEL00336
OG0002135	ASTMX20057, ASTMX09828, ASTMX01206	CAEEL01398, CAEEL15762
OG0002136	ASTMX21780	CAEEL12257
OG0002139	ASTMX21646, ASTMX11143, ASTMX09490	CAEEL15822
OG0002143	ASTMX10092, ASTMX11014	CAEEL01697
OG0002144	ASTMX17084, ASTMX17508, ASTMX19379	CAEEL08787
OG0002145	ASTMX07271	CAEEL00125
OG0002146	ASTMX03073, ASTMX07185	CAEEL10604
OG0002147	ASTMX06786, ASTMX15556, ASTMX15557, ASTMX18212	CAEEL05229
OG0002148	ASTMX15638	CAEEL13205
OG0002151	ASTMX04874, ASTMX21404	CAEEL19229
OG0002152	ASTMX15710	CAEEL00179
OG0002157	ASTMX22352	CAEEL07043
OG0002157	ASTMX04963	CAEEL10861
OG0002163	ASTMX16128, ASTMX00364, ASTMX16127, ASTMX05562	CAEEL04144
OG0002165	ASTMX00309	CAEEL13880
OG0002166	ASTMX09990, ASTMX05068, ASTMX03530	CAEEL06693, CAEEL06692
OG0002167	ASTMX05994, ASTMX18858, ASTMX16740, ASTMX04705, ASTMX10553	CAEEL10771, CAEEL20502
OG0002168	ASTMX12023, ASTMX02930	CAEEL06529
OG0002169	ASTMX05633, ASTMX10425	CAEEL19452
OG0002170	ASTMX10098	CAEEL11886
OG0002171	ASTMX17441, ASTMX17115	CAEEL09511
OG0002173	ASTMX15806, ASTMX17795, ASTMX05204	CAEEL02072
OG0002175	ASTMX16015, ASTMX13462	CAEEL11081
OG0002177	ASTMX18377, ASTMX13667, ASTMX08061	CAEEL16080
OG0002179	ASTMX04821	CAEEL17210, CAEEL19563
OG0002182	ASTMX01000, ASTMX21943	CAEEL11866
OG0002184	ASTMX12387, ASTMX21486, ASTMX13143, ASTMX22891	CAEEL06428
OG0002185	ASTMX18245, ASTMX18246	CAEEL01312
OG0002187	ASTMX11184	CAEEL05615
OG0002188	ASTMX17006	CAEEL10832
OG0002189	ASTMX16380	CAEEL17261, CAEEL17762, CAEEL20687
OG0002190	ASTMX05738, ASTMX09879, ASTMX15824	CAEEL18099
OG0002191	ASTMX08688, ASTMX15473, ASTMX12063	CAEEL00670
OG0002192	ASTMX14479	CAEEL07481, CAEEL08574
OG0002201	ASTMX10892, ASTMX21058	CAEEL01613
OG0002209	ASTMX21856, ASTMX01273, ASTMX02284, ASTMX21358, ASTMX15413, ASTMX05424, ASTMX12292, ASTMX18768, ASTMX10738	CAEEL07139, CAEEL07960
OG0002213	ASTMX03206	CAEEL09259
OG0002214	ASTMX04682, ASTMX18511, ASTMX02536, ASTMX12488, ASTMX09982	CAEEL03136
