Orthogroup	ASTMX	NEMVE
OG0000955	ASTMX22024	NEMVE06008
OG0000955	ASTMX11621	NEMVE08350
OG0000957	ASTMX21698, ASTMX11409, ASTMX14243, ASTMX14579, ASTMX04943, ASTMX06936	NEMVE00980
OG0000958	ASTMX06367, ASTMX12813, ASTMX16637	NEMVE24805, NEMVE17902
OG0000960	ASTMX16444, ASTMX07245, ASTMX15601, ASTMX10147	NEMVE02244
OG0000963	ASTMX07918, ASTMX18186	NEMVE06216
OG0000963	ASTMX05064, ASTMX15961	NEMVE03242
OG0000964	ASTMX14595	NEMVE19256
OG0000965	ASTMX11644	NEMVE10501
OG0000965	ASTMX05585	NEMVE02072
OG0000966	ASTMX02282, ASTMX09390, ASTMX05066, ASTMX09997	NEMVE06417
OG0000967	ASTMX08221	NEMVE05572
OG0000967	ASTMX07666, ASTMX03215	NEMVE11722, NEMVE10506
OG0000968	ASTMX00225, ASTMX16299, ASTMX00443	NEMVE14701
OG0000968	ASTMX00226	NEMVE15048
OG0000968	ASTMX13057, ASTMX11973	NEMVE10433
OG0000969	ASTMX01808	NEMVE14628
OG0000970	ASTMX16775, ASTMX10621	NEMVE08789
OG0000971	ASTMX00664	NEMVE04764, NEMVE04769, NEMVE03462, NEMVE04763, NEMVE04779, NEMVE02124, NEMVE04808, NEMVE04754, NEMVE04770
OG0000971	ASTMX00674	NEMVE17738, NEMVE04807
OG0000972	ASTMX18834	NEMVE04609, NEMVE00954
OG0000972	ASTMX16325	NEMVE10082
OG0000973	ASTMX13794, ASTMX13793	NEMVE17915
OG0000974	ASTMX15410	NEMVE13444
OG0000976	ASTMX04179, ASTMX20853	NEMVE06490, NEMVE05744
OG0000978	ASTMX10667, ASTMX02304, ASTMX07458, ASTMX17117, ASTMX00202, ASTMX01648	NEMVE25212
OG0000979	ASTMX07631	NEMVE17920, NEMVE04790, NEMVE16326
OG0000981	ASTMX07777	NEMVE22521
OG0000982	ASTMX07919, ASTMX18187, ASTMX11536, ASTMX07445, ASTMX13438, ASTMX10025	NEMVE07619, NEMVE11958
OG0000985	ASTMX09768, ASTMX15611, ASTMX12134, ASTMX10557, ASTMX04706	NEMVE09786, NEMVE11913
OG0000987	ASTMX15681, ASTMX02636, ASTMX09408, ASTMX04754, ASTMX04880, ASTMX14766	NEMVE05580
OG0000988	ASTMX14582, ASTMX10358, ASTMX14055	NEMVE15851, NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782
OG0000992	ASTMX21108	NEMVE11620
OG0000992	ASTMX16823, ASTMX21083	NEMVE04858
OG0000994	ASTMX09930	NEMVE24464
OG0000994	ASTMX09998	NEMVE05403
OG0000996	ASTMX23040, ASTMX18947, ASTMX18386, ASTMX22748, ASTMX01122, ASTMX09090, ASTMX06171, ASTMX18948	NEMVE06175
OG0000999	ASTMX07361, ASTMX15986, ASTMX14492, ASTMX00353, ASTMX16560	NEMVE00092
OG0001000	ASTMX00037, ASTMX14963, ASTMX04263, ASTMX18124, ASTMX11874	NEMVE02448
OG0001001	ASTMX17780, ASTMX06967, ASTMX00557, ASTMX00122	NEMVE20649, NEMVE24599, NEMVE12542
OG0001002	ASTMX03599	NEMVE09531, NEMVE19920
OG0001004	ASTMX03982, ASTMX10486, ASTMX02824, ASTMX18866, ASTMX11607	NEMVE06123
OG0001005	ASTMX01027, ASTMX13959	NEMVE10101
OG0001006	ASTMX19697	NEMVE21915
OG0001006	ASTMX13446, ASTMX05959, ASTMX13127	NEMVE10239
OG0001007	ASTMX19285, ASTMX05091	NEMVE00044, NEMVE10735
OG0001008	ASTMX15308, ASTMX18731, ASTMX07446, ASTMX15309, ASTMX22900, ASTMX17365, ASTMX17759, ASTMX01070	NEMVE24531
OG0001009	ASTMX08160, ASTMX00855	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111
OG0001013	ASTMX21078, ASTMX17661, ASTMX17662, ASTMX08576, ASTMX08575, ASTMX12311, ASTMX03627, ASTMX10104, ASTMX11498, ASTMX01563	NEMVE02022
OG0001015	ASTMX04064, ASTMX10509, ASTMX07749	NEMVE07976
OG0001016	ASTMX02659	NEMVE14344
OG0001016	ASTMX09603	NEMVE14850
OG0001017	ASTMX17970, ASTMX04766	NEMVE08837
OG0001017	ASTMX17968, ASTMX17967, ASTMX13099, ASTMX17966	NEMVE08847
OG0001017	ASTMX17965	NEMVE13870
OG0001018	ASTMX07293	NEMVE25537
OG0001018	ASTMX14402	NEMVE07573
OG0001019	ASTMX13586, ASTMX13588, ASTMX11430, ASTMX14065	NEMVE09159, NEMVE02711
OG0001021	ASTMX08511	NEMVE05054
OG0001022	ASTMX16902, ASTMX00545, ASTMX07556, ASTMX16176	NEMVE24828
OG0001023	ASTMX19031, ASTMX20687, ASTMX01426, ASTMX20596, ASTMX06914	NEMVE12107
OG0001024	ASTMX03675, ASTMX18108, ASTMX07995, ASTMX09301, ASTMX15826, ASTMX03255	NEMVE22572
OG0001027	ASTMX11181, ASTMX12602	NEMVE22961
OG0001028	ASTMX02432, ASTMX02433, ASTMX10276, ASTMX00251	NEMVE25953, NEMVE14639
OG0001029	ASTMX06248, ASTMX01653	NEMVE03131, NEMVE01675
OG0001029	ASTMX09096, ASTMX11906, ASTMX09903, ASTMX05770, ASTMX16817	NEMVE11449
OG0001030	ASTMX02452, ASTMX18172	NEMVE13370
OG0001030	ASTMX14787, ASTMX04535, ASTMX18636	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380
OG0001031	ASTMX07625	NEMVE13279
OG0001031	ASTMX17308	NEMVE12566, NEMVE03083, NEMVE18815, NEMVE03518, NEMVE01512, NEMVE05098, NEMVE01877, NEMVE05278, NEMVE00495, NEMVE02692, NEMVE05018, NEMVE00690, NEMVE08345
OG0001032	ASTMX15532, ASTMX03793, ASTMX13164, ASTMX18965, ASTMX09608, ASTMX13460	NEMVE14168
OG0001033	ASTMX11272, ASTMX16778, ASTMX20310	NEMVE24849
OG0001033	ASTMX02891, ASTMX13562	NEMVE03845
OG0001034	ASTMX14094, ASTMX17808, ASTMX08019, ASTMX09126	NEMVE23685
OG0001036	ASTMX15297, ASTMX00943, ASTMX04320, ASTMX20857	NEMVE07958
OG0001037	ASTMX09605, ASTMX13457, ASTMX18385, ASTMX09123	NEMVE13835
OG0001039	ASTMX00965	NEMVE14813
OG0001042	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999	NEMVE20161, NEMVE25296
OG0001048	ASTMX11990, ASTMX19153, ASTMX16464, ASTMX06652, ASTMX16463, ASTMX18179, ASTMX03970	NEMVE04666
OG0001049	ASTMX15120, ASTMX04802	NEMVE24151
OG0001050	ASTMX02532, ASTMX22959	NEMVE12697
OG0001050	ASTMX17116, ASTMX01295, ASTMX07885, ASTMX07884, ASTMX00384, ASTMX06846	NEMVE11321
OG0001052	ASTMX02792, ASTMX15614	NEMVE24748
OG0001053	ASTMX18300, ASTMX22111, ASTMX05732, ASTMX04777, ASTMX00654, ASTMX04746	NEMVE01408
OG0001059	ASTMX17167, ASTMX13012, ASTMX17166, ASTMX13011	NEMVE05294
OG0001060	ASTMX14477, ASTMX15173	NEMVE02960, NEMVE14652, NEMVE13876
OG0001062	ASTMX14307, ASTMX08563, ASTMX02379, ASTMX17790	NEMVE01533
OG0001063	ASTMX10605	NEMVE08862
OG0001066	ASTMX09220	NEMVE24583
OG0001067	ASTMX00002, ASTMX08589	NEMVE18870, NEMVE18446, NEMVE25152
OG0001068	ASTMX05254, ASTMX01003, ASTMX16667	NEMVE21454
OG0001068	ASTMX16663, ASTMX10634	NEMVE04571
OG0001072	ASTMX19026	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521
OG0001072	ASTMX07116	NEMVE01518
OG0001073	ASTMX00299, ASTMX15138, ASTMX15137, ASTMX15139, ASTMX07175	NEMVE11637, NEMVE14006, NEMVE02704
OG0001075	ASTMX15603, ASTMX17534, ASTMX07596	NEMVE07705, NEMVE15967
OG0001076	ASTMX03685, ASTMX22707, ASTMX03684, ASTMX11243, ASTMX11094	NEMVE01471
OG0001077	ASTMX08017, ASTMX12567, ASTMX10837	NEMVE06665
OG0001078	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731	NEMVE21841, NEMVE03024
OG0001079	ASTMX07129	NEMVE05363, NEMVE02062, NEMVE19455, NEMVE05874, NEMVE21793, NEMVE05858, NEMVE11085, NEMVE05389
OG0001079	ASTMX13695, ASTMX07130, ASTMX04052	NEMVE10902
OG0001080	ASTMX20362	NEMVE25549
OG0001080	ASTMX17093, ASTMX00271	NEMVE24155
OG0001080	ASTMX20361	NEMVE20880
OG0001081	ASTMX07534, ASTMX20170, ASTMX20169	NEMVE14063
OG0001082	ASTMX05356	NEMVE13496
OG0001083	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493	NEMVE07865
OG0001084	ASTMX13267, ASTMX14596, ASTMX13269, ASTMX21978, ASTMX16214	NEMVE15577, NEMVE10374, NEMVE06345
OG0001085	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559	NEMVE23730
OG0001086	ASTMX17217, ASTMX13682, ASTMX15645, ASTMX04708, ASTMX12542	NEMVE21870
OG0001088	ASTMX01346	NEMVE09696, NEMVE11696
OG0001088	ASTMX09698	NEMVE00284
OG0001088	ASTMX21365	NEMVE01666
OG0001088	ASTMX13182	NEMVE19674, NEMVE00424, NEMVE18333, NEMVE11019, NEMVE08315, NEMVE08309
OG0001089	ASTMX21827, ASTMX11862, ASTMX12798, ASTMX07940, ASTMX13996	NEMVE21830
OG0001091	ASTMX04144, ASTMX08666, ASTMX21338, ASTMX12021, ASTMX21337, ASTMX12020, ASTMX08667	NEMVE05727
OG0001092	ASTMX11230	NEMVE00964, NEMVE07353
OG0001092	ASTMX11224	NEMVE01451
OG0001093	ASTMX12014, ASTMX12657, ASTMX16037, ASTMX04141, ASTMX08672	NEMVE01792
OG0001095	ASTMX01042, ASTMX06668, ASTMX10417, ASTMX04271	NEMVE24881
OG0001096	ASTMX18205, ASTMX09790	NEMVE10292, NEMVE12692
OG0001097	ASTMX08081	NEMVE07237
OG0001101	ASTMX18645	NEMVE14957
OG0001101	ASTMX05377, ASTMX14058, ASTMX23013	NEMVE01007
OG0001102	ASTMX10946, ASTMX06585	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408
OG0001103	ASTMX01362	NEMVE11703, NEMVE01302
OG0001103	ASTMX07925	NEMVE05814
OG0001104	ASTMX04326, ASTMX19128	NEMVE25846
OG0001105	ASTMX06295	NEMVE13446
OG0001105	ASTMX16452	NEMVE00247
OG0001106	ASTMX12402	NEMVE10844, NEMVE10846
OG0001107	ASTMX07154, ASTMX07155, ASTMX18532, ASTMX08783, ASTMX07277, ASTMX12968	NEMVE00952
OG0001108	ASTMX10776	NEMVE22820
OG0001108	ASTMX02283	NEMVE03343
OG0001109	ASTMX22098, ASTMX18693, ASTMX16851, ASTMX20867	NEMVE17631
OG0001110	ASTMX19998, ASTMX20209, ASTMX10366, ASTMX18902, ASTMX13352	NEMVE25055, NEMVE25054
OG0001112	ASTMX08753, ASTMX12056, ASTMX04106	NEMVE18988
OG0001113	ASTMX19887	NEMVE11789, NEMVE13858
OG0001113	ASTMX17682	NEMVE14477
OG0001113	ASTMX17433	NEMVE22434
OG0001114	ASTMX20168, ASTMX05200, ASTMX10656	NEMVE13059
OG0001116	ASTMX16860	NEMVE14342
OG0001116	ASTMX18344, ASTMX17053	NEMVE04905, NEMVE14341
OG0001117	ASTMX13101, ASTMX11968, ASTMX06395, ASTMX11969	NEMVE24913, NEMVE17548
OG0001118	ASTMX16590, ASTMX07119, ASTMX16591, ASTMX16589	NEMVE08045
OG0001119	ASTMX21339, ASTMX20001, ASTMX11748	NEMVE00905, NEMVE12022
OG0001120	ASTMX04101, ASTMX08003, ASTMX10732, ASTMX16697, ASTMX08805, ASTMX16767	NEMVE18269, NEMVE18537
OG0001121	ASTMX15268, ASTMX07286	NEMVE15144
OG0001123	ASTMX11965	NEMVE08367, NEMVE00548
OG0001123	ASTMX03333	NEMVE07298
OG0001124	ASTMX11649	NEMVE14042
OG0001124	ASTMX21249	NEMVE14572
OG0001126	ASTMX15842, ASTMX02684	NEMVE21706
OG0001127	ASTMX12680, ASTMX16751, ASTMX02660, ASTMX13770	NEMVE23507
OG0001128	ASTMX03840	NEMVE07541
OG0001129	ASTMX10908, ASTMX12420, ASTMX13922, ASTMX10145, ASTMX09711	NEMVE22537, NEMVE23490, NEMVE23489
OG0001130	ASTMX10575	NEMVE07218, NEMVE21964, NEMVE14047
OG0001131	ASTMX07608, ASTMX14403, ASTMX04858	NEMVE02265
OG0001133	ASTMX13789	NEMVE17872
OG0001133	ASTMX12861	NEMVE22361
OG0001134	ASTMX21574, ASTMX21573, ASTMX07671	NEMVE10572
OG0001135	ASTMX15353, ASTMX19619	NEMVE08713, NEMVE13852
OG0001136	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730	NEMVE14986
OG0001138	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720	NEMVE25571, NEMVE23415, NEMVE15977
OG0001139	ASTMX08590	NEMVE14993
OG0001139	ASTMX08334, ASTMX02193, ASTMX16174	NEMVE07868
OG0001140	ASTMX01335	NEMVE12189, NEMVE00314
OG0001141	ASTMX18850, ASTMX15737	NEMVE13888
OG0001142	ASTMX06998	NEMVE20807, NEMVE13380
OG0001143	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862	NEMVE07319
OG0001144	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825	NEMVE02135
OG0001146	ASTMX16476, ASTMX05676, ASTMX10477, ASTMX20223	NEMVE18037, NEMVE07073
OG0001148	ASTMX07421	NEMVE09889
OG0001155	ASTMX05916	NEMVE18709
OG0001155	ASTMX05884	NEMVE14646
OG0001156	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559	NEMVE14927
OG0001158	ASTMX02087, ASTMX17173, ASTMX12628	NEMVE13124
OG0001159	ASTMX04571, ASTMX16858	NEMVE02254
OG0001161	ASTMX22922, ASTMX05139, ASTMX19392, ASTMX10567	NEMVE13207
OG0001162	ASTMX14904, ASTMX06131, ASTMX00151, ASTMX17408, ASTMX18039	NEMVE23909, NEMVE23908, NEMVE22577
OG0001163	ASTMX21149, ASTMX13397, ASTMX06626	NEMVE01640
OG0001164	ASTMX15332, ASTMX23034	NEMVE07314
OG0001165	ASTMX13025	NEMVE15007
OG0001165	ASTMX00124	NEMVE15056
OG0001166	ASTMX14476, ASTMX21070, ASTMX15099, ASTMX16555, ASTMX04635	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900
OG0001167	ASTMX18844, ASTMX18845, ASTMX07609	NEMVE01035
OG0001168	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562	NEMVE14002
OG0001169	ASTMX19435	NEMVE06650, NEMVE22732, NEMVE02251
OG0001169	ASTMX04343	NEMVE22495
OG0001170	ASTMX22115, ASTMX20679, ASTMX10709, ASTMX11045, ASTMX11046, ASTMX11047	NEMVE01927
OG0001171	ASTMX11035, ASTMX09871, ASTMX18404, ASTMX03436	NEMVE08775
OG0001172	ASTMX02640, ASTMX12998	NEMVE14607
OG0001172	ASTMX05444, ASTMX13620, ASTMX07385	NEMVE13977
OG0001174	ASTMX00942	NEMVE06466
OG0001175	ASTMX15626, ASTMX17938, ASTMX10319	NEMVE18808, NEMVE00944
OG0001176	ASTMX21031, ASTMX00469, ASTMX18559	NEMVE06025
OG0001176	ASTMX10559, ASTMX01481, ASTMX13540	NEMVE04714
OG0001177	ASTMX14125, ASTMX15939	NEMVE07007
OG0001178	ASTMX12782, ASTMX12781	NEMVE13445, NEMVE00910
OG0001178	ASTMX00134, ASTMX00554	NEMVE14023
OG0001181	ASTMX22174, ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260	NEMVE04930
OG0001183	ASTMX19735, ASTMX17804	NEMVE02043
OG0001184	ASTMX19302	NEMVE23775
OG0001184	ASTMX00228	NEMVE05038
OG0001185	ASTMX07482, ASTMX10936	NEMVE15207
OG0001186	ASTMX18547, ASTMX02567	NEMVE07796
OG0001186	ASTMX13845	NEMVE14205
OG0001188	ASTMX14514, ASTMX03224	NEMVE04912
OG0001189	ASTMX06692, ASTMX04816, ASTMX01328, ASTMX13413, ASTMX17159	NEMVE24274
OG0001190	ASTMX11323, ASTMX13686, ASTMX05267	NEMVE07335, NEMVE20942
OG0001191	ASTMX19829, ASTMX17768, ASTMX05237, ASTMX10430, ASTMX15730	NEMVE02357
OG0001196	ASTMX11519, ASTMX11174, ASTMX02339	NEMVE08224, NEMVE12229
OG0001197	ASTMX03942	NEMVE01874
OG0001197	ASTMX01914, ASTMX20138	NEMVE22522, NEMVE09933
OG0001198	ASTMX02424, ASTMX06547	NEMVE24571
OG0001198	ASTMX02630	NEMVE22207, NEMVE25198, NEMVE00766
OG0001199	ASTMX03290	NEMVE23802, NEMVE12602
OG0001200	ASTMX11139	NEMVE09033
OG0001201	ASTMX07237, ASTMX15800, ASTMX18361, ASTMX18598	NEMVE09573
OG0001202	ASTMX12631, ASTMX12630	NEMVE18910, NEMVE19217
OG0001203	ASTMX14697, ASTMX11816, ASTMX05804, ASTMX02785, ASTMX14698	NEMVE06946
OG0001204	ASTMX05878, ASTMX12225	NEMVE16401
OG0001205	ASTMX13657	NEMVE09608
OG0001205	ASTMX01662, ASTMX03694, ASTMX01184	NEMVE12458
OG0001207	ASTMX15583	NEMVE05326
OG0001207	ASTMX21871, ASTMX07379, ASTMX05452	NEMVE07504
OG0001208	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017	NEMVE13141
OG0001211	ASTMX18975, ASTMX16242	NEMVE14313
OG0001212	ASTMX22528, ASTMX14804	NEMVE08966, NEMVE10705
OG0001212	ASTMX14803	NEMVE02933, NEMVE00040
OG0001213	ASTMX13388	NEMVE09096
OG0001213	ASTMX21450	NEMVE14427
OG0001214	ASTMX09593	NEMVE06648
OG0001214	ASTMX12596	NEMVE05859
OG0001215	ASTMX20085, ASTMX00530, ASTMX12692, ASTMX15468, ASTMX06044	NEMVE25378
OG0001216	ASTMX20220, ASTMX20446	NEMVE13574
OG0001218	ASTMX10642, ASTMX14744, ASTMX13687, ASTMX05605	NEMVE21894
OG0001219	ASTMX14886, ASTMX03969, ASTMX10652, ASTMX14229	NEMVE22457
OG0001220	ASTMX05948, ASTMX05949	NEMVE01931
OG0001221	ASTMX07026	NEMVE10455, NEMVE21175
OG0001224	ASTMX06442, ASTMX00720	NEMVE18437
OG0001225	ASTMX05153, ASTMX03549, ASTMX13437, ASTMX10024, ASTMX07916	NEMVE24191
OG0001229	ASTMX03209	NEMVE21338
OG0001230	ASTMX12022, ASTMX17829, ASTMX11524, ASTMX05007, ASTMX17828	NEMVE14462
OG0001231	ASTMX10826, ASTMX10594, ASTMX16865, ASTMX13823, ASTMX06066	NEMVE18418
OG0001232	ASTMX03619	NEMVE08692
OG0001233	ASTMX05613, ASTMX05612, ASTMX20633	NEMVE05554
OG0001234	ASTMX08429, ASTMX22078, ASTMX21091, ASTMX21910, ASTMX21709, ASTMX00219, ASTMX21708, ASTMX20381	NEMVE18230, NEMVE12291
OG0001236	ASTMX01850	NEMVE24358
OG0001238	ASTMX03666	NEMVE14613
OG0001238	ASTMX13748, ASTMX05355	NEMVE05651
OG0001239	ASTMX05182, ASTMX13945, ASTMX09470	NEMVE13393
OG0001240	ASTMX20546, ASTMX04906, ASTMX01860, ASTMX15738, ASTMX18848	NEMVE12044, NEMVE01922
OG0001241	ASTMX06697	NEMVE23698
OG0001241	ASTMX04159, ASTMX18901	NEMVE22413
OG0001242	ASTMX06205, ASTMX18340	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690
OG0001243	ASTMX17034, ASTMX02160, ASTMX19994	NEMVE04580
OG0001245	ASTMX04711, ASTMX08255, ASTMX15831, ASTMX03252	NEMVE23124
OG0001247	ASTMX12611, ASTMX14275, ASTMX19073, ASTMX16338	NEMVE03420
OG0001248	ASTMX11443, ASTMX17482, ASTMX05341, ASTMX19178	NEMVE14608
OG0001249	ASTMX20180, ASTMX00503, ASTMX20181, ASTMX10323, ASTMX00502, ASTMX04928	NEMVE08338
OG0001250	ASTMX15491, ASTMX07689, ASTMX20710	NEMVE07058
OG0001251	ASTMX12740	NEMVE05777
OG0001252	ASTMX14189, ASTMX20484, ASTMX19839, ASTMX18184, ASTMX07917	NEMVE05179
OG0001253	ASTMX13288, ASTMX07246, ASTMX13330, ASTMX10772, ASTMX13287, ASTMX05532, ASTMX01786	NEMVE14445
OG0001254	ASTMX21459, ASTMX10576, ASTMX17225	NEMVE01446, NEMVE14277
OG0001256	ASTMX12301, ASTMX04241, ASTMX01544	NEMVE11467, NEMVE20435
OG0001261	ASTMX19187, ASTMX01634, ASTMX00068	NEMVE12600, NEMVE24381
OG0001263	ASTMX17678, ASTMX07639	NEMVE01880
OG0001264	ASTMX07471, ASTMX13848, ASTMX00881	NEMVE09188
OG0001266	ASTMX20652, ASTMX13871, ASTMX00959, ASTMX01967	NEMVE14615, NEMVE13420, NEMVE23687
OG0001267	ASTMX15901	NEMVE25606
OG0001267	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889	NEMVE22271
OG0001268	ASTMX20034	NEMVE10358
OG0001270	ASTMX19479	NEMVE21909, NEMVE12078
OG0001270	ASTMX03630	NEMVE22554
OG0001271	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815	NEMVE16016, NEMVE12266
OG0001272	ASTMX04472, ASTMX05879, ASTMX12223, ASTMX15726	NEMVE24865
OG0001273	ASTMX02897, ASTMX18194, ASTMX07779, ASTMX03354	NEMVE06058
OG0001274	ASTMX22021, ASTMX13163, ASTMX06912	NEMVE24783
OG0001275	ASTMX03842	NEMVE14795
OG0001276	ASTMX03010, ASTMX09183	NEMVE24658
OG0001278	ASTMX04865	NEMVE22456
OG0001278	ASTMX10228	NEMVE08441
OG0001279	ASTMX06329	NEMVE06730
OG0001280	ASTMX19448, ASTMX11018, ASTMX16795, ASTMX21805, ASTMX18435	NEMVE15111, NEMVE13261
OG0001281	ASTMX05626	NEMVE06870
OG0001282	ASTMX11350, ASTMX00096, ASTMX03184, ASTMX16656	NEMVE13494
OG0001283	ASTMX22180, ASTMX22202	NEMVE15140
OG0001284	ASTMX09601	NEMVE15039
OG0001284	ASTMX06818, ASTMX13787, ASTMX17233	NEMVE12745, NEMVE19495
OG0001285	ASTMX04588, ASTMX06608, ASTMX09962	NEMVE07034
OG0001287	ASTMX04102, ASTMX08011, ASTMX16698, ASTMX10733, ASTMX08804	NEMVE13851
OG0001288	ASTMX00451, ASTMX12396	NEMVE20273
OG0001290	ASTMX21384	NEMVE20389
OG0001290	ASTMX23021, ASTMX13626, ASTMX08208, ASTMX06258, ASTMX08455	NEMVE22813, NEMVE07506
OG0001291	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302	NEMVE25091
OG0001293	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515	NEMVE24929
OG0001294	ASTMX01279	NEMVE10810
OG0001295	ASTMX12041, ASTMX05413, ASTMX05412, ASTMX21791	NEMVE10114
OG0001296	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113	NEMVE10339
OG0001297	ASTMX21540, ASTMX18732, ASTMX17762	NEMVE03104
OG0001300	ASTMX06507, ASTMX16708, ASTMX01169	NEMVE13700, NEMVE10660, NEMVE19269
OG0001302	ASTMX00499	NEMVE11902
OG0001302	ASTMX18397	NEMVE17610
OG0001304	ASTMX10044, ASTMX00193, ASTMX03156, ASTMX11455	NEMVE01937
OG0001305	ASTMX08560, ASTMX14309, ASTMX09612, ASTMX19863, ASTMX03148	NEMVE06825
OG0001306	ASTMX15047, ASTMX12449	NEMVE16218
OG0001306	ASTMX07805	NEMVE08625
OG0001308	ASTMX12136, ASTMX14880, ASTMX11270	NEMVE00513, NEMVE16301, NEMVE11684, NEMVE06230
OG0001309	ASTMX18355, ASTMX18354, ASTMX18353, ASTMX17029, ASTMX13053	NEMVE18542
OG0001310	ASTMX09500	NEMVE22452
OG0001310	ASTMX19103, ASTMX15228, ASTMX19102	NEMVE14637
OG0001311	ASTMX15821, ASTMX19766, ASTMX21056, ASTMX12561	NEMVE05964, NEMVE03793
OG0001312	ASTMX21632, ASTMX06204	NEMVE14791, NEMVE14787
OG0001317	ASTMX07111	NEMVE01591
OG0001317	ASTMX20575	NEMVE13378
OG0001318	ASTMX01432	NEMVE22575
OG0001318	ASTMX07560, ASTMX04187	NEMVE14651
OG0001319	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136	NEMVE01465
OG0001320	ASTMX02658	NEMVE10295
OG0001320	ASTMX12886, ASTMX12104	NEMVE25688
OG0001321	ASTMX06232, ASTMX07920, ASTMX01880	NEMVE21741, NEMVE15029
OG0001322	ASTMX01716, ASTMX07256	NEMVE14406
OG0001322	ASTMX16188	NEMVE05068, NEMVE21787
OG0001323	ASTMX20487, ASTMX03231, ASTMX03928, ASTMX19519, ASTMX04601	NEMVE11887
OG0001324	ASTMX04156	NEMVE19268, NEMVE11187
OG0001326	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581	NEMVE14355
OG0001327	ASTMX01100	NEMVE09298
OG0001327	ASTMX18676, ASTMX05552	NEMVE15997
OG0001329	ASTMX07142, ASTMX13340, ASTMX03753, ASTMX00036	NEMVE06386
OG0001330	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195	NEMVE14535
OG0001331	ASTMX11613	NEMVE23983
OG0001332	ASTMX08248, ASTMX16970	NEMVE10338
OG0001337	ASTMX05953, ASTMX13440, ASTMX17317	NEMVE05602
OG0001339	ASTMX08150, ASTMX03817, ASTMX01194	NEMVE09406
OG0001339	ASTMX01525	NEMVE21011
OG0001341	ASTMX04021, ASTMX18606	NEMVE00960, NEMVE01284
OG0001344	ASTMX12839, ASTMX12838	NEMVE22371
OG0001345	ASTMX17745	NEMVE15150
OG0001348	ASTMX09799, ASTMX08553, ASTMX19294	NEMVE25188
OG0001350	ASTMX06475	NEMVE17281, NEMVE14117, NEMVE13044
OG0001351	ASTMX15206, ASTMX00127, ASTMX00552	NEMVE17590
OG0001352	ASTMX15667, ASTMX15246, ASTMX15247, ASTMX00804	NEMVE14525, NEMVE21813
OG0001353	ASTMX14151	NEMVE14778
OG0001353	ASTMX11924, ASTMX13745	NEMVE14645
OG0001354	ASTMX11901	NEMVE15993
OG0001354	ASTMX15487, ASTMX02827, ASTMX19253	NEMVE15994, NEMVE05871
OG0001355	ASTMX03894, ASTMX05031, ASTMX05922	NEMVE14405
OG0001356	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094, ASTMX19357	NEMVE04630
OG0001357	ASTMX19807, ASTMX13049, ASTMX01586, ASTMX13683, ASTMX13930	NEMVE07199
OG0001358	ASTMX08140	NEMVE11838
OG0001360	ASTMX19584	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456
OG0001362	ASTMX11654	NEMVE13199
OG0001362	ASTMX20468	NEMVE12236
OG0001363	ASTMX08285, ASTMX10326, ASTMX03420	NEMVE24406
OG0001364	ASTMX17782, ASTMX06972, ASTMX17850	NEMVE25546, NEMVE21006
OG0001366	ASTMX01928, ASTMX19346	NEMVE15255
OG0001366	ASTMX14132	NEMVE13095
