Orthogroup	CAPO3	MOUSE
OG0001367	CAPO304628	MOUSE28593, MOUSE28595, MOUSE28594, MOUSE18613, MOUSE18611, MOUSE06729, MOUSE06730
OG0001370	CAPO305064	MOUSE44772
OG0001370	CAPO306956	MOUSE22367, MOUSE44775, MOUSE22370
OG0001372	CAPO301063	MOUSE31956
OG0001373	CAPO300734	MOUSE46190, MOUSE46185, MOUSE46187, MOUSE46188, MOUSE46186, MOUSE03915, MOUSE03913, MOUSE03914, MOUSE03916, MOUSE46189, MOUSE14054, MOUSE14057, MOUSE14055, MOUSE14058
OG0001378	CAPO302717	MOUSE12733, MOUSE46829, MOUSE12734, MOUSE46833, MOUSE36025, MOUSE19414, MOUSE19415, MOUSE46831
OG0001379	CAPO304865	MOUSE45251, MOUSE52412, MOUSE52413, MOUSE45252, MOUSE45253
OG0001382	CAPO306735	MOUSE44038, MOUSE44040, MOUSE44030, MOUSE44026, MOUSE44027, MOUSE44028, MOUSE44025, MOUSE44029, MOUSE44035, MOUSE44036, MOUSE44037, MOUSE44039, MOUSE44034, MOUSE44032, MOUSE44033, MOUSE44031
OG0001383	CAPO300442	MOUSE25588, MOUSE25593, MOUSE25587, MOUSE25592, MOUSE25591, MOUSE25590, MOUSE24448, MOUSE27507
OG0001384	CAPO302147	MOUSE12863
OG0001386	CAPO305078	MOUSE05401, MOUSE10954, MOUSE10953, MOUSE10955
OG0001387	CAPO306110, CAPO306288	MOUSE22077, MOUSE22076, MOUSE22079, MOUSE22080, MOUSE22081, MOUSE02474, MOUSE22078, MOUSE02479
OG0001389	CAPO307975	MOUSE21956
OG0001397	CAPO306119	MOUSE09428, MOUSE21175, MOUSE21174, MOUSE21173, MOUSE21261
OG0001399	CAPO304148	MOUSE12867, MOUSE28523, MOUSE49010, MOUSE49011, MOUSE49012, MOUSE12868
OG0001400	CAPO305841	MOUSE05263, MOUSE05262, MOUSE26520, MOUSE26518, MOUSE26517, MOUSE26519, MOUSE39778, MOUSE39779, MOUSE39777, MOUSE39773, MOUSE39774, MOUSE39776, MOUSE39775
OG0001404	CAPO302450	MOUSE17031, MOUSE17030, MOUSE17028, MOUSE17029, MOUSE34766, MOUSE34765, MOUSE34767
OG0001406	CAPO305604	MOUSE29567, MOUSE29564, MOUSE29562, MOUSE29566, MOUSE29561, MOUSE29565, MOUSE04058, MOUSE54156, MOUSE54159, MOUSE54160, MOUSE54155, MOUSE54157, MOUSE54158
OG0001408	CAPO304468	MOUSE25484, MOUSE25485, MOUSE18503, MOUSE18504, MOUSE18502, MOUSE31265, MOUSE31266
OG0001409	CAPO300832	MOUSE43073, MOUSE43072, MOUSE15819, MOUSE15820
OG0001410	CAPO304381	MOUSE22570, MOUSE22569, MOUSE22568, MOUSE38530, MOUSE38529
OG0001410	CAPO303461	MOUSE29320, MOUSE29323, MOUSE29321
OG0001411	CAPO301653	MOUSE36550, MOUSE36551
OG0001412	CAPO304843	MOUSE37382, MOUSE37381, MOUSE37384, MOUSE37385, MOUSE37383
OG0001413	CAPO300375	MOUSE37829, MOUSE37830
OG0001414	CAPO301834	MOUSE18642, MOUSE18643, MOUSE18644
OG0001414	CAPO303273	MOUSE02910
OG0001415	CAPO307087	MOUSE15314, MOUSE15315
OG0001416	CAPO300753	MOUSE34919, MOUSE34918, MOUSE34917, MOUSE34915, MOUSE34916, MOUSE04273, MOUSE04275, MOUSE04277, MOUSE04272, MOUSE04274, MOUSE04276, MOUSE34920
OG0001418	CAPO300218	MOUSE48894, MOUSE33585, MOUSE33584, MOUSE33582, MOUSE33583, MOUSE48895, MOUSE48523, MOUSE48522, MOUSE10457, MOUSE10451, MOUSE10456, MOUSE10455, MOUSE10454, MOUSE10453, MOUSE10452
OG0001420	CAPO304723, CAPO308198, CAPO308234, CAPO305541, CAPO307813	MOUSE07329, MOUSE53623, MOUSE53625, MOUSE53624, MOUSE52687, MOUSE14541, MOUSE14539, MOUSE14538
OG0001422	CAPO308345, CAPO303120	MOUSE26467, MOUSE26461, MOUSE26459, MOUSE39837, MOUSE26464, MOUSE26465, MOUSE39840, MOUSE39842, MOUSE39841, MOUSE39847, MOUSE39848, MOUSE39844, MOUSE39845, MOUSE39846, MOUSE39843, MOUSE26462, MOUSE26460
OG0001423	CAPO301310	MOUSE17540, MOUSE17539, MOUSE25516, MOUSE25512, MOUSE25514, MOUSE25513, MOUSE23811, MOUSE23810, MOUSE23812, MOUSE50436
OG0001424	CAPO304776	MOUSE01154, MOUSE20236, MOUSE01153, MOUSE01152
OG0001425	CAPO302275, CAPO302850	MOUSE16522, MOUSE51391, MOUSE10602
OG0001426	CAPO302841	MOUSE15607, MOUSE35131, MOUSE35132, MOUSE04107, MOUSE04108
OG0001427	CAPO302723	MOUSE28295, MOUSE35647, MOUSE19057, MOUSE19060, MOUSE19058, MOUSE19061, MOUSE19059, MOUSE35646, MOUSE35645
OG0001428	CAPO303027	MOUSE34894, MOUSE34896, MOUSE34893, MOUSE19473, MOUSE04265, MOUSE41409, MOUSE41408, MOUSE04268
OG0001430	CAPO300562	MOUSE18637, MOUSE20248, MOUSE27511, MOUSE42620
OG0001431	CAPO308230	MOUSE08755, MOUSE08756, MOUSE08757, MOUSE08758, MOUSE05352, MOUSE08759, MOUSE47889, MOUSE47890
OG0001437	CAPO304955	MOUSE29315, MOUSE29316, MOUSE29317, MOUSE29314
OG0001440	CAPO305450	MOUSE25141, MOUSE05281
OG0001445	CAPO301958	MOUSE28043, MOUSE28044, MOUSE43177, MOUSE43176, MOUSE16757
OG0001446	CAPO304614	MOUSE04639
OG0001447	CAPO307093	MOUSE27483, MOUSE43183, MOUSE24581
OG0001449	CAPO306822	MOUSE35682, MOUSE35683, MOUSE35684, MOUSE35685, MOUSE35681
OG0001451	CAPO300036	MOUSE37380, MOUSE37379, MOUSE27129, MOUSE27131, MOUSE27130, MOUSE27132
OG0001452	CAPO301933	MOUSE10305, MOUSE44844, MOUSE30200, MOUSE30198, MOUSE30199, MOUSE44846, MOUSE44847
OG0001454	CAPO303806	MOUSE29691, MOUSE03612, MOUSE03611, MOUSE29689, MOUSE29692, MOUSE29690, MOUSE29694, MOUSE29693
OG0001456	CAPO307965	MOUSE52266, MOUSE52265
OG0001459	CAPO307035	MOUSE41970, MOUSE44251, MOUSE44247, MOUSE44248, MOUSE44249, MOUSE41971, MOUSE41967, MOUSE41968, MOUSE41969, MOUSE41972, MOUSE41973, MOUSE44250
OG0001460	CAPO300988	MOUSE11427, MOUSE11428, MOUSE11425
OG0001460	CAPO305875	MOUSE11426, MOUSE11423, MOUSE11422, MOUSE11424
OG0001461	CAPO301012	MOUSE39121
OG0001461	CAPO307458, CAPO305472	MOUSE39120
OG0001463	CAPO304054	MOUSE49422, MOUSE49423, MOUSE49421, MOUSE49420, MOUSE49419, MOUSE49839, MOUSE49840, MOUSE49838
OG0001466	CAPO305831	MOUSE52956, MOUSE52958, MOUSE52960, MOUSE52959, MOUSE52957, MOUSE19161, MOUSE19163, MOUSE19162
OG0001467	CAPO304882	MOUSE25310, MOUSE45067, MOUSE45066
OG0001468	CAPO306475	MOUSE22505, MOUSE53195, MOUSE53196, MOUSE02343, MOUSE02342
OG0001469	CAPO306371	MOUSE27763
OG0001469	CAPO301724	MOUSE00629
OG0001470	CAPO305163	MOUSE04730, MOUSE04729, MOUSE04728, MOUSE04727
OG0001472	CAPO300986	MOUSE35226, MOUSE35228, MOUSE35227
OG0001472	CAPO305311	MOUSE29107, MOUSE29108
OG0001473	CAPO304310	MOUSE14033, MOUSE14034
OG0001474	CAPO306191	MOUSE46193, MOUSE46194
OG0001475	CAPO305552	MOUSE34824, MOUSE34826, MOUSE34825, MOUSE34819, MOUSE34808, MOUSE34809, MOUSE34810, MOUSE34817, MOUSE34807, MOUSE34814, MOUSE34815, MOUSE34816, MOUSE34818, MOUSE34820, MOUSE34823
OG0001476	CAPO305062	MOUSE16510, MOUSE16508, MOUSE16509, MOUSE16255, MOUSE16258, MOUSE16256
OG0001478	CAPO303095	MOUSE27453, MOUSE27451, MOUSE27450, MOUSE27452
OG0001478	CAPO304965	MOUSE14118
OG0001479	CAPO306515	MOUSE31243, MOUSE31244, MOUSE47409, MOUSE47405, MOUSE25855, MOUSE25856
OG0001482	CAPO307610	MOUSE46256, MOUSE37740, MOUSE37739, MOUSE04374, MOUSE04372, MOUSE04376, MOUSE04375, MOUSE04373
OG0001484	CAPO301411	MOUSE53748, MOUSE53749, MOUSE53750, MOUSE52709, MOUSE52710, MOUSE52703, MOUSE52708, MOUSE52704, MOUSE52702, MOUSE52705
OG0001485	CAPO301954	MOUSE44648, MOUSE10100, MOUSE10098, MOUSE10097, MOUSE10099
OG0001486	CAPO302441	MOUSE18258, MOUSE18259, MOUSE18260, MOUSE18262, MOUSE18256, MOUSE18261, MOUSE18257, MOUSE18263, MOUSE18264, MOUSE41536, MOUSE41537, MOUSE41535, MOUSE47343
OG0001490	CAPO305433	MOUSE20108, MOUSE28079, MOUSE28081, MOUSE20112, MOUSE20106, MOUSE07918, MOUSE07919, MOUSE07917, MOUSE07920
OG0001492	CAPO305155	MOUSE46376, MOUSE04701, MOUSE37398, MOUSE37399, MOUSE37397
OG0001495	CAPO302008	MOUSE54495, MOUSE54479, MOUSE54485, MOUSE54461, MOUSE54123, MOUSE54206, MOUSE54142, MOUSE44521, MOUSE20162, MOUSE44563, MOUSE54696, MOUSE55120, MOUSE55122, MOUSE55123, MOUSE55126, MOUSE55121, MOUSE55124, MOUSE54519, MOUSE44520
OG0001496	CAPO301356	MOUSE40491, MOUSE40492, MOUSE40490
OG0001500	CAPO300054	MOUSE22930, MOUSE22932, MOUSE22931, MOUSE22929, MOUSE53492, MOUSE53491, MOUSE12949, MOUSE12952, MOUSE12951, MOUSE12950
OG0001501	CAPO305474	MOUSE07105, MOUSE07106, MOUSE07104, MOUSE07103, MOUSE07108, MOUSE07102, MOUSE28103, MOUSE28101, MOUSE28100, MOUSE28102, MOUSE28104
OG0001503	CAPO305666	MOUSE48444
OG0001503	CAPO307598	MOUSE41776, MOUSE41774, MOUSE41777, MOUSE41772, MOUSE41773
OG0001504	CAPO307661	MOUSE28382, MOUSE28383, MOUSE28380, MOUSE28381, MOUSE28379
OG0001505	CAPO301009	MOUSE29456, MOUSE04126, MOUSE04125, MOUSE04124
OG0001506	CAPO300953	MOUSE35078, MOUSE29502, MOUSE29500, MOUSE35074, MOUSE35075, MOUSE29501
OG0001507	CAPO304204	MOUSE20172, MOUSE07522, MOUSE07519, MOUSE07520, MOUSE49949, MOUSE49948, MOUSE20173, MOUSE20174, MOUSE20171, MOUSE20170, MOUSE20175, MOUSE20176, MOUSE07523
OG0001509	CAPO306441	MOUSE52290
OG0001511	CAPO306127, CAPO305043	MOUSE22746, MOUSE22740, MOUSE22739, MOUSE22744, MOUSE22742, MOUSE22745, MOUSE22741, MOUSE22743, MOUSE38379, MOUSE38378, MOUSE38380
OG0001512	CAPO301118	MOUSE20712, MOUSE20713, MOUSE20711, MOUSE44942, MOUSE44938, MOUSE44939, MOUSE44940, MOUSE44941
OG0001515	CAPO302117	MOUSE04848
OG0001516	CAPO300345	MOUSE13217, MOUSE13218
OG0001517	CAPO303690	MOUSE13154, MOUSE15948, MOUSE37211, MOUSE37212, MOUSE37213
OG0001519	CAPO306949	MOUSE18415, MOUSE18423, MOUSE33014, MOUSE33013, MOUSE33015, MOUSE44757, MOUSE44756, MOUSE44755, MOUSE44753
OG0001522	CAPO303667	MOUSE31620, MOUSE42847, MOUSE42848, MOUSE07099, MOUSE43311, MOUSE43310, MOUSE18117
OG0001524	CAPO300996	MOUSE21121
OG0001524	CAPO308304	MOUSE49229
OG0001525	CAPO303907	MOUSE37570, MOUSE37574, MOUSE37572, MOUSE37575, MOUSE37571
OG0001526	CAPO305679	MOUSE23723, MOUSE23721, MOUSE23722, MOUSE25375, MOUSE25372, MOUSE25373, MOUSE25371, MOUSE25370, MOUSE25369, MOUSE25367, MOUSE25368
OG0001527	CAPO300128	MOUSE01117, MOUSE01118, MOUSE04312, MOUSE04311, MOUSE04310, MOUSE04313
OG0001527	CAPO307636	MOUSE13589
OG0001529	CAPO300593	MOUSE52749, MOUSE52864, MOUSE52868, MOUSE52867, MOUSE52865, MOUSE52866, MOUSE52863, MOUSE52869, MOUSE52870, MOUSE52747, MOUSE52748, MOUSE52746, MOUSE52745, MOUSE52750, MOUSE17230
OG0001530	CAPO302602	MOUSE11448, MOUSE11447, MOUSE36978, MOUSE36976, MOUSE36977, MOUSE36980, MOUSE11450
OG0001532	CAPO300282	MOUSE35123, MOUSE04155, MOUSE15421, MOUSE15419, MOUSE15420
OG0001533	CAPO306032	MOUSE13099, MOUSE15783, MOUSE15785
OG0001534	CAPO304425	MOUSE14201, MOUSE14198, MOUSE14200, MOUSE14199, MOUSE15122, MOUSE15124
OG0001545	CAPO300895	MOUSE19659, MOUSE19663, MOUSE19660, MOUSE19656, MOUSE19665, MOUSE44861, MOUSE30685, MOUSE30687, MOUSE30686, MOUSE30688, MOUSE30684, MOUSE19667, MOUSE19666, MOUSE19664, MOUSE19658, MOUSE19661, MOUSE19657, MOUSE19662
OG0001551	CAPO306604	MOUSE07720, MOUSE24761, MOUSE24759, MOUSE24760
OG0001553	CAPO308172	MOUSE47772, MOUSE47771, MOUSE11102, MOUSE11100, MOUSE11099, MOUSE11101, MOUSE03464, MOUSE03466, MOUSE03465
OG0001554	CAPO302370	MOUSE50204, MOUSE50203, MOUSE50206, MOUSE50205, MOUSE50202, MOUSE54632
OG0001557	CAPO304176	MOUSE07001, MOUSE07002
OG0001558	CAPO301132	MOUSE25248, MOUSE25247, MOUSE25246, MOUSE25245, MOUSE25249, MOUSE47376, MOUSE47379, MOUSE47373, MOUSE47380
OG0001559	CAPO301785	MOUSE24616, MOUSE24618, MOUSE24617, MOUSE11720, MOUSE11719, MOUSE24626, MOUSE24627, MOUSE24624, MOUSE24625, MOUSE20118
OG0001561	CAPO301999	MOUSE40948, MOUSE40947, MOUSE40953, MOUSE40950, MOUSE40951, MOUSE40952, MOUSE40949, MOUSE17306, MOUSE14396, MOUSE14395, MOUSE14394
OG0001563	CAPO306378	MOUSE51339
OG0001564	CAPO301061	MOUSE22917, MOUSE22921, MOUSE22922, MOUSE22916, MOUSE22915, MOUSE22918, MOUSE45322, MOUSE45323, MOUSE45324, MOUSE45325
OG0001567	CAPO300948	MOUSE29523, MOUSE29524, MOUSE34755, MOUSE34756, MOUSE34757, MOUSE34758, MOUSE29522, MOUSE29525
OG0001568	CAPO301468	MOUSE14020, MOUSE14021, MOUSE14017, MOUSE14016, MOUSE14018, MOUSE14019
OG0001570	CAPO303364	MOUSE44024, MOUSE44023
OG0001572	CAPO304756	MOUSE54749, MOUSE19684
OG0001572	CAPO304137	MOUSE49841
OG0001573	CAPO305125, CAPO303819	MOUSE31358, MOUSE31355, MOUSE31356, MOUSE31357, MOUSE32755
OG0001576	CAPO306270	MOUSE10290, MOUSE10287, MOUSE10291, MOUSE10292, MOUSE10289, MOUSE10294, MOUSE10293, MOUSE44864, MOUSE10296, MOUSE10295, MOUSE10288
OG0001578	CAPO300715	MOUSE12774, MOUSE12766, MOUSE21125, MOUSE21038
OG0001580	CAPO307900	MOUSE29104, MOUSE29103, MOUSE43692, MOUSE43694, MOUSE43691, MOUSE43695, MOUSE43696
OG0001581	CAPO306056	MOUSE24698, MOUSE24697, MOUSE24695, MOUSE24694, MOUSE24696
OG0001582	CAPO307073	MOUSE04520, MOUSE04519, MOUSE04518, MOUSE04517, MOUSE37288, MOUSE37287
OG0001583	CAPO306289	MOUSE36151, MOUSE36153, MOUSE36152, MOUSE36154, MOUSE21218, MOUSE21217, MOUSE21216, MOUSE21215
OG0001584	CAPO301068	MOUSE12889, MOUSE15680, MOUSE15682, MOUSE15683, MOUSE15681
OG0001589	CAPO303301, CAPO304004	MOUSE17049, MOUSE06176, MOUSE06174, MOUSE06175, MOUSE17048, MOUSE17047, MOUSE17051, MOUSE17050
OG0001590	CAPO302386	MOUSE27654
OG0001593	CAPO305942	MOUSE32562, MOUSE51632, MOUSE51631, MOUSE51633, MOUSE51630, MOUSE30807, MOUSE30806, MOUSE30799, MOUSE30803, MOUSE30800
OG0001594	CAPO304243	MOUSE16260
OG0001597	CAPO302703	MOUSE38913
OG0001599	CAPO300887	MOUSE06257, MOUSE06255
OG0001600	CAPO305994	MOUSE13648, MOUSE33841, MOUSE33842, MOUSE53481, MOUSE06720, MOUSE25359, MOUSE13644, MOUSE13647, MOUSE13646, MOUSE13645, MOUSE13643
OG0001603	CAPO306228	MOUSE17807, MOUSE17707, MOUSE17704, MOUSE17703, MOUSE17811
OG0001604	CAPO303898	MOUSE04891, MOUSE04892
OG0001605	CAPO307473	MOUSE11891, MOUSE11892, MOUSE11890
OG0001609	CAPO304683	MOUSE12876
OG0001609	CAPO302057	MOUSE40801, MOUSE40800, MOUSE40802
OG0001610	CAPO301483	MOUSE29718, MOUSE33856, MOUSE33852, MOUSE33853, MOUSE33855, MOUSE28650, MOUSE16605, MOUSE19397, MOUSE13421
OG0001611	CAPO305038	MOUSE08216, MOUSE08215, MOUSE24657, MOUSE24656
OG0001612	CAPO302202	MOUSE16377, MOUSE16379, MOUSE16380, MOUSE16381, MOUSE16378, MOUSE52149, MOUSE52147, MOUSE52146, MOUSE52145, MOUSE52148
OG0001614	CAPO303895	MOUSE01694, MOUSE01693, MOUSE01692
OG0001614	CAPO307630	MOUSE06439, MOUSE06438
OG0001615	CAPO300749	MOUSE27059, MOUSE27057, MOUSE27061, MOUSE39391, MOUSE39390, MOUSE39392, MOUSE39389, MOUSE39393, MOUSE27062
OG0001617	CAPO302798	MOUSE40895, MOUSE40896, MOUSE42003, MOUSE42000, MOUSE42001, MOUSE17226, MOUSE42002
OG0001621	CAPO302875	MOUSE14973, MOUSE14972, MOUSE14969, MOUSE14970, MOUSE14971, MOUSE14215
OG0001622	CAPO302121	MOUSE46681, MOUSE46686, MOUSE46682, MOUSE46683, MOUSE46685, MOUSE46684, MOUSE47843, MOUSE47842, MOUSE47844
OG0001634	CAPO305688	MOUSE25957
OG0001634	CAPO305614	MOUSE49895, MOUSE43171, MOUSE43172
OG0001638	CAPO303528	MOUSE46244, MOUSE46242, MOUSE46245, MOUSE46247, MOUSE46241, MOUSE04362, MOUSE04361, MOUSE04360, MOUSE04359
OG0001641	CAPO303281	MOUSE18894, MOUSE18890, MOUSE18892, MOUSE18893, MOUSE18887, MOUSE18891, MOUSE18888
OG0001643	CAPO306838	MOUSE24315, MOUSE50565, MOUSE50564, MOUSE50566, MOUSE43488, MOUSE43487, MOUSE50567
OG0001644	CAPO303665	MOUSE09334, MOUSE06830, MOUSE06831
OG0001652	CAPO302838	MOUSE08228, MOUSE08227, MOUSE08226, MOUSE08229, MOUSE08225
OG0001653	CAPO305118	MOUSE13203
OG0001655	CAPO302812	MOUSE48280, MOUSE48281, MOUSE48284, MOUSE48282, MOUSE48283, MOUSE42419, MOUSE42418, MOUSE42417, MOUSE53496, MOUSE53498, MOUSE53497
OG0001657	CAPO304165, CAPO303952	MOUSE02718, MOUSE02719, MOUSE02717, MOUSE02720, MOUSE02721, MOUSE20575
OG0001660	CAPO305930	MOUSE03264, MOUSE03266, MOUSE03265, MOUSE36438, MOUSE36441, MOUSE55337, MOUSE55338, MOUSE54884, MOUSE54885, MOUSE36437, MOUSE36434, MOUSE36435, MOUSE36436
OG0001661	CAPO302789	MOUSE37661, MOUSE37657, MOUSE37659, MOUSE37660
OG0001661	CAPO304920	MOUSE52451, MOUSE52452, MOUSE52450
OG0001663	CAPO301057	MOUSE39143, MOUSE39142, MOUSE53600
OG0001664	CAPO303152	MOUSE33124, MOUSE33123, MOUSE48909, MOUSE48908, MOUSE48907, MOUSE47904, MOUSE47903, MOUSE47905
OG0001665	CAPO302331	MOUSE06325, MOUSE06329, MOUSE15151
OG0001672	CAPO301880	MOUSE54501, MOUSE26433, MOUSE05164, MOUSE38951, MOUSE38950
OG0001673	CAPO305520	MOUSE07032, MOUSE42677, MOUSE18686, MOUSE18685, MOUSE18687, MOUSE18688
OG0001674	CAPO301357	MOUSE51374, MOUSE19853
OG0001675	CAPO307574	MOUSE13729, MOUSE13728, MOUSE13730, MOUSE12716, MOUSE12713, MOUSE12715, MOUSE12714
OG0001676	CAPO300524	MOUSE00877, MOUSE00878
OG0001676	CAPO305992	MOUSE48433
OG0001677	CAPO307978	MOUSE37911, MOUSE37910, MOUSE37908
OG0001680	CAPO304235, CAPO304477	MOUSE54064
OG0001684	CAPO300563	MOUSE48893, MOUSE48892, MOUSE48890, MOUSE48891, MOUSE31811
OG0001685	CAPO307707	MOUSE36317, MOUSE36311, MOUSE36315, MOUSE36312, MOUSE36313, MOUSE36316, MOUSE36314
OG0001686	CAPO307138	MOUSE40441, MOUSE49245, MOUSE49244, MOUSE49243, MOUSE40440, MOUSE40442, MOUSE40439, MOUSE36689
OG0001687	CAPO302907	MOUSE00821, MOUSE00820
OG0001688	CAPO300133	MOUSE36240, MOUSE36242, MOUSE36241, MOUSE45407, MOUSE45406, MOUSE45404, MOUSE45405
OG0001690	CAPO304820	MOUSE31930, MOUSE31928, MOUSE31934, MOUSE31926, MOUSE31933, MOUSE31932, MOUSE31929, MOUSE31931, MOUSE31927
OG0001691	CAPO307420	MOUSE46475, MOUSE46476, MOUSE46478, MOUSE46479, MOUSE46480, MOUSE46477, MOUSE37263, MOUSE37264, MOUSE37262, MOUSE46481
OG0001699	CAPO306472, CAPO300057	MOUSE05601, MOUSE05600, MOUSE05598, MOUSE05599, MOUSE39745, MOUSE39744, MOUSE39743, MOUSE39742, MOUSE39740, MOUSE39741
OG0001704	CAPO304434	MOUSE14721, MOUSE14720, MOUSE14723, MOUSE14719, MOUSE14722, MOUSE14718, MOUSE02583
OG0001706	CAPO301033	MOUSE54183, MOUSE54182, MOUSE50117, MOUSE50116, MOUSE54176, MOUSE54178, MOUSE54179, MOUSE54180
OG0001707	CAPO303836	MOUSE18955, MOUSE18956, MOUSE18954, MOUSE18957
OG0001708	CAPO303804	MOUSE32138, MOUSE24320
OG0001709	CAPO304969	MOUSE19372, MOUSE19373
OG0001711	CAPO301872	MOUSE08278, MOUSE20123, MOUSE08275, MOUSE08276, MOUSE08277
OG0001713	CAPO308041	MOUSE19994, MOUSE19995
OG0001713	CAPO302278	MOUSE49631, MOUSE49633, MOUSE49632, MOUSE49634, MOUSE49635
OG0001714	CAPO306669	MOUSE14126
OG0001714	CAPO300188	MOUSE18169, MOUSE18168
OG0001718	CAPO301559, CAPO301838	MOUSE07283, MOUSE07282, MOUSE18354, MOUSE18355
OG0001720	CAPO303957	MOUSE20040, MOUSE20039, MOUSE20042, MOUSE04608, MOUSE04609, MOUSE04606, MOUSE04607, MOUSE20041, MOUSE20038, MOUSE20037, MOUSE37434, MOUSE37433
OG0001721	CAPO302302	MOUSE16043, MOUSE16042, MOUSE52086, MOUSE52087, MOUSE07334
OG0001723	CAPO308089	MOUSE54082, MOUSE52248, MOUSE54084, MOUSE54083, MOUSE53738, MOUSE53736, MOUSE53737
OG0001724	CAPO306474	MOUSE52103, MOUSE52104, MOUSE52099, MOUSE52101, MOUSE52102, MOUSE52100
OG0001727	CAPO301729	MOUSE42676, MOUSE42672, MOUSE42671, MOUSE07041, MOUSE07040, MOUSE18673, MOUSE18674, MOUSE18672
OG0001730	CAPO303469	MOUSE33438, MOUSE33440, MOUSE33439, MOUSE33441, MOUSE33442, MOUSE33436, MOUSE33437, MOUSE48659, MOUSE48658, MOUSE48657
OG0001732	CAPO304710	MOUSE52279, MOUSE47617, MOUSE47618, MOUSE47614, MOUSE47613, MOUSE52281, MOUSE52276, MOUSE52275, MOUSE52283, MOUSE52277, MOUSE52274, MOUSE52282
OG0001733	CAPO306615	MOUSE40420, MOUSE40422, MOUSE40416, MOUSE40419, MOUSE40417
OG0001734	CAPO306594	MOUSE26691, MOUSE20465, MOUSE20466, MOUSE20467
OG0001735	CAPO301389	MOUSE26398, MOUSE05814, MOUSE05817, MOUSE05816, MOUSE05820, MOUSE05815
OG0001738	CAPO301655	MOUSE46957, MOUSE46955, MOUSE46956, MOUSE01783, MOUSE01781, MOUSE01782
OG0001739	CAPO304154	MOUSE54680, MOUSE47273, MOUSE02157, MOUSE02158, MOUSE02159, MOUSE02156, MOUSE47272, MOUSE47271, MOUSE47270
OG0001743	CAPO306128	MOUSE25554, MOUSE25555, MOUSE25557, MOUSE25556, MOUSE25558
OG0001746	CAPO306662	MOUSE14345, MOUSE14342, MOUSE14343, MOUSE45899, MOUSE45897, MOUSE14340
OG0001750	CAPO304954	MOUSE18910, MOUSE18909, MOUSE02386, MOUSE26150, MOUSE26149
OG0001755	CAPO300413	MOUSE27182, MOUSE27181, MOUSE27180
OG0001756	CAPO301153	MOUSE21187
OG0001756	CAPO306605	MOUSE47775, MOUSE47774
OG0001769	CAPO300754	MOUSE21351, MOUSE21353, MOUSE21352
OG0001769	CAPO306748	MOUSE07446, MOUSE07447, MOUSE07444
OG0001770	CAPO304551	MOUSE21949, MOUSE21951, MOUSE21948, MOUSE54992, MOUSE03364, MOUSE03365, MOUSE48766, MOUSE48765
OG0001772	CAPO303731	MOUSE24688, MOUSE24687, MOUSE08074
OG0001774	CAPO302411	MOUSE27852, MOUSE54272, MOUSE44450
OG0001775	CAPO300385, CAPO303998	MOUSE01603
OG0001778	CAPO303585	MOUSE12294, MOUSE12291, MOUSE12290, MOUSE12287, MOUSE12285, MOUSE12286, MOUSE12289, MOUSE12288, MOUSE12292, MOUSE12295, MOUSE12293
OG0001781	CAPO304059	MOUSE05639, MOUSE05640
OG0001781	CAPO306335	MOUSE17844
OG0001782	CAPO302329	MOUSE18513, MOUSE18512
OG0001783	CAPO302497	MOUSE16905, MOUSE16907, MOUSE16901, MOUSE16906, MOUSE16908
OG0001787	CAPO302384	MOUSE16363, MOUSE16364, MOUSE18093, MOUSE18092, MOUSE34354, MOUSE34355, MOUSE34353
OG0001789	CAPO303597	MOUSE37320, MOUSE37319, MOUSE04625, MOUSE04624, MOUSE04626, MOUSE04627, MOUSE04628, MOUSE04622, MOUSE04629, MOUSE04632, MOUSE04633, MOUSE04634, MOUSE04636, MOUSE04630, MOUSE04635
OG0001792	CAPO305067	MOUSE25540, MOUSE25539
OG0001792	CAPO302146	MOUSE48452, MOUSE48453
OG0001793	CAPO302934	MOUSE53160
OG0001793	CAPO300098	MOUSE50653
OG0001797	CAPO305230	MOUSE37146
OG0001799	CAPO307439	MOUSE04333, MOUSE04334, MOUSE37887, MOUSE37886, MOUSE37885, MOUSE20014, MOUSE20015, MOUSE37888
OG0001800	CAPO302099, CAPO301494	MOUSE40725, MOUSE40724, MOUSE23456, MOUSE01755
OG0001801	CAPO301631	MOUSE31116, MOUSE31118, MOUSE45815, MOUSE45814, MOUSE39454, MOUSE39455, MOUSE31002, MOUSE31001
OG0001801	CAPO300406, CAPO302328, CAPO300564	MOUSE31117
OG0001802	CAPO307992	MOUSE14990, MOUSE14992, MOUSE14991, MOUSE14993
OG0001804	CAPO307706	MOUSE04574, MOUSE04572, MOUSE04571, MOUSE04570, MOUSE04575, MOUSE04573, MOUSE01050, MOUSE01051, MOUSE01049
OG0001805	CAPO300912	MOUSE02152
OG0001805	CAPO301307	MOUSE02149, MOUSE44430, MOUSE44431, MOUSE02150
OG0001807	CAPO305640	MOUSE05508, MOUSE05509
OG0001808	CAPO300354	MOUSE37157, MOUSE37153, MOUSE37152, MOUSE37156, MOUSE33210, MOUSE33212, MOUSE33214, MOUSE33211, MOUSE33213
OG0001809	CAPO307543	MOUSE26043, MOUSE26045, MOUSE26046, MOUSE26044, MOUSE23993, MOUSE23994, MOUSE23995, MOUSE23989, MOUSE23990, MOUSE23988, MOUSE23992
