Orthogroup	CAPO3	APOSC_ok
OG0002638	CAPO302461, CAPO301720	APOSC_22253
OG0002642	CAPO302887	APOSC_12891
OG0002643	CAPO305403	APOSC_17590, APOSC_27275, APOSC_02359
OG0002644	CAPO300686	APOSC_09983
OG0002645	CAPO302012	APOSC_20192, APOSC_14467
OG0002646	CAPO300302	APOSC_09824
OG0002651	CAPO307502	APOSC_05783
OG0002652	CAPO305413	APOSC_02334, APOSC_02332, APOSC_02331
OG0002656	CAPO301386	APOSC_28100
OG0002657	CAPO301921	APOSC_11623
OG0002659	CAPO302308	APOSC_14721
OG0002661	CAPO300165	APOSC_06900
OG0002662	CAPO307949	APOSC_10175
OG0002663	CAPO308163	APOSC_02672, APOSC_02673
OG0002665	CAPO307055	APOSC_11029
OG0002666	CAPO308350	APOSC_16626
OG0002668	CAPO301754	APOSC_14298
OG0002669	CAPO301762	APOSC_12159
OG0002672	CAPO307527	APOSC_09347
OG0002677	CAPO303005	APOSC_13230, APOSC_13231
OG0002682	CAPO301064	APOSC_20017
OG0002705	CAPO303959	APOSC_27917
OG0002706	CAPO306125	APOSC_22607, APOSC_25180
OG0002708	CAPO306708	APOSC_09889
OG0002710	CAPO301641	APOSC_04881, APOSC_16276
OG0002713	CAPO306909	APOSC_03071
OG0002715	CAPO303783	APOSC_07749
OG0002716	CAPO302306	APOSC_07686, APOSC_07685, APOSC_22741, APOSC_22740, APOSC_06724
OG0002717	CAPO307873	APOSC_26112
OG0002718	CAPO306705	APOSC_17928
OG0002720	CAPO304077	APOSC_27936, APOSC_01575, APOSC_25207, APOSC_01930, APOSC_01574
OG0002722	CAPO300697	APOSC_24653
OG0002728	CAPO304582	APOSC_24881, APOSC_24880
OG0002730	CAPO300185	APOSC_20847
OG0002731	CAPO304916	APOSC_28934, APOSC_14116
OG0002732	CAPO305751	APOSC_19832
OG0002736	CAPO302364	APOSC_27169
OG0002739	CAPO303462	APOSC_21522
OG0002740	CAPO303044	APOSC_21986
OG0002741	CAPO305001	APOSC_10646
OG0002743	CAPO305659	APOSC_08187, APOSC_09455, APOSC_20408
OG0002744	CAPO307532	APOSC_09101
OG0002745	CAPO302960	APOSC_11793
OG0002746	CAPO301404	APOSC_01643, APOSC_01382, APOSC_01381, APOSC_13976, APOSC_02478, APOSC_20032
OG0002747	CAPO308121	APOSC_09247, APOSC_09246
OG0002749	CAPO305516	APOSC_19739
OG0002750	CAPO305820	APOSC_07858
OG0002751	CAPO300590	APOSC_25172, APOSC_25173, APOSC_01746, APOSC_25171
OG0002752	CAPO306571	APOSC_17025
OG0002753	CAPO301419	APOSC_14782, APOSC_01613
OG0002755	CAPO303504	APOSC_24331
OG0002756	CAPO302206	APOSC_00629
OG0002757	CAPO301022	APOSC_09196
OG0002758	CAPO302892, CAPO307678	APOSC_28557
OG0002760	CAPO306120	APOSC_17017, APOSC_22654
OG0002764	CAPO300451	APOSC_23722
OG0002765	CAPO307679	APOSC_10719
OG0002766	CAPO300475	APOSC_18534, APOSC_18533, APOSC_13710
OG0002767	CAPO302818	APOSC_01558
OG0002770	CAPO300723	APOSC_13152
OG0002771	CAPO307480	APOSC_12088
OG0002772	CAPO301657	APOSC_11776
OG0002773	CAPO300783	APOSC_24444, APOSC_24443
OG0002774	CAPO301900	APOSC_16611
OG0002776	CAPO300785	APOSC_24108
OG0002777	CAPO303340	APOSC_16570
OG0002779	CAPO306710	APOSC_28697, APOSC_19867
OG0002780	CAPO306806	APOSC_04352, APOSC_04353
OG0002782	CAPO301842	APOSC_25249
OG0002785	CAPO300520	APOSC_21543, APOSC_16317, APOSC_23539, APOSC_09069
OG0002787	CAPO307667	APOSC_14075
OG0002788	CAPO304831	APOSC_24414
OG0002788	CAPO301156, CAPO301818	APOSC_23286
OG0002790	CAPO302263	APOSC_07992
OG0002799	CAPO301814	APOSC_29104
OG0002814	CAPO300792	APOSC_26640
OG0002815	CAPO305247	APOSC_24991
OG0002816	CAPO300822	APOSC_11034
OG0002817	CAPO305631	APOSC_12557
OG0002818	CAPO300344	APOSC_10685, APOSC_09235
OG0002821	CAPO300805, CAPO300806	APOSC_25492, APOSC_24189
OG0002822	CAPO300505	APOSC_23953
OG0002824	CAPO304804	APOSC_02684
OG0002825	CAPO303958	APOSC_14629
OG0002826	CAPO305161	APOSC_04412
OG0002827	CAPO302357	APOSC_15572, APOSC_15573
OG0002828	CAPO302033	APOSC_15533
OG0002831	CAPO303454	APOSC_07320
OG0002833	CAPO302961	APOSC_06494
OG0002835	CAPO306542	APOSC_05721
OG0002836	CAPO301463	APOSC_25241, APOSC_27522, APOSC_27523, APOSC_00821
OG0002837	CAPO304096	APOSC_16955
OG0002838	CAPO305478	APOSC_11775
OG0002839	CAPO302420	APOSC_10256, APOSC_10257
OG0002841	CAPO302293	APOSC_00708
OG0002842	CAPO300353	APOSC_00373
OG0002843	CAPO300339	APOSC_02228
OG0002844	CAPO306381, CAPO305443	APOSC_05859
OG0002845	CAPO305717	APOSC_17164
OG0002847	CAPO307024	APOSC_09996
OG0002848	CAPO306888	APOSC_14968, APOSC_14967, APOSC_14969
OG0002850	CAPO305439	APOSC_22244
OG0002851	CAPO304239	APOSC_09073
OG0002855	CAPO304751	APOSC_00431, APOSC_00429
OG0002855	CAPO304752	APOSC_00430
OG0002858	CAPO302020	APOSC_18350
OG0002860	CAPO304305	APOSC_00796
OG0002864	CAPO303007	APOSC_27734
OG0002865	CAPO302058	APOSC_18609, APOSC_12512
OG0002866	CAPO307089	APOSC_13836
OG0002868	CAPO307730	APOSC_05918
OG0002870	CAPO303935	APOSC_25556, APOSC_25555
OG0002873	CAPO302439	APOSC_00132
OG0002875	CAPO302434	APOSC_26951
OG0002876	CAPO302622	APOSC_27500
OG0002877	CAPO303139	APOSC_07709, APOSC_07710
OG0002878	CAPO304014	APOSC_01405
OG0002884	CAPO306804	APOSC_05083
OG0002888	CAPO302979	APOSC_08552
OG0002890	CAPO307147	APOSC_08457, APOSC_08458
OG0002891	CAPO305115	APOSC_00377
OG0002893	CAPO304576	APOSC_14877
OG0002894	CAPO307506	APOSC_28201
OG0002895	CAPO306767, CAPO303745	APOSC_12290
OG0002896	CAPO301218	APOSC_05971
OG0002897	CAPO306671	APOSC_09117
OG0002899	CAPO306014	APOSC_05842, APOSC_05841
OG0002900	CAPO303795	APOSC_23969
OG0002902	CAPO300125	APOSC_20725, APOSC_10237
OG0002907	CAPO303347	APOSC_22192, APOSC_12383
OG0002908	CAPO301293	APOSC_14398, APOSC_14397, APOSC_07687
OG0002909	CAPO302801	APOSC_20987
OG0002911	CAPO306312	APOSC_12797
OG0002913	CAPO307505	APOSC_26944
OG0002914	CAPO304158	APOSC_12165
OG0002915	CAPO307623	APOSC_11969
OG0002916	CAPO307991	APOSC_15928
OG0002917	CAPO304597	APOSC_07469
OG0002921	CAPO307445	APOSC_23354, APOSC_22673, APOSC_22672
OG0002922	CAPO305731	APOSC_16651
OG0002923	CAPO307207	APOSC_20511
OG0002926	CAPO301908	APOSC_23693, APOSC_27537
OG0002927	CAPO307647	APOSC_25752, APOSC_25753
OG0002944	CAPO306630	APOSC_27841
OG0002945	CAPO307786	APOSC_15467
OG0002947	CAPO306510	APOSC_02093, APOSC_21267
OG0002948	CAPO303072	APOSC_23040
OG0002949	CAPO305527, CAPO304499	APOSC_17385, APOSC_05632, APOSC_26810, APOSC_01185, APOSC_05631
OG0002950	CAPO302322	APOSC_23891, APOSC_19152
OG0002952	CAPO304062, CAPO304063	APOSC_22189
OG0002953	CAPO305937	APOSC_27639
OG0002954	CAPO303510	APOSC_25479
OG0002955	CAPO305617	APOSC_19247
OG0002957	CAPO303846	APOSC_03768
OG0002959	CAPO305557	APOSC_09873
OG0002960	CAPO301301	APOSC_22624
OG0002961	CAPO306313	APOSC_26331
OG0002962	CAPO302937	APOSC_14442
OG0002965	CAPO304902	APOSC_12121
OG0002968	CAPO306161	APOSC_16857
OG0002969	CAPO301408	APOSC_17593
OG0002973	CAPO301405	APOSC_00706
OG0002974	CAPO300358	APOSC_17672
OG0002976	CAPO304649	APOSC_17178
OG0002977	CAPO306762	APOSC_12506
OG0002979	CAPO300623	APOSC_05504
OG0002981	CAPO305421	APOSC_11454
OG0002982	CAPO306469	APOSC_22057, APOSC_11183
OG0002983	CAPO302346	APOSC_00475
OG0002985	CAPO300589	APOSC_16485, APOSC_25787
OG0002987	CAPO306603	APOSC_00262
OG0002988	CAPO300003	APOSC_19127
OG0002990	CAPO304869	APOSC_18634
OG0002991	CAPO300778	APOSC_00644
OG0002992	CAPO307180	APOSC_18213
OG0002994	CAPO307303	APOSC_05406, APOSC_16860, APOSC_16861
OG0002997	CAPO307685	APOSC_05385, APOSC_28117
OG0002998	CAPO302958	APOSC_03400, APOSC_03401
OG0003001	CAPO302423	APOSC_00996
OG0003002	CAPO304848	APOSC_19523
OG0003004	CAPO304489	APOSC_08593
OG0003005	CAPO302452, CAPO300516	APOSC_07671, APOSC_07672, APOSC_07670
OG0003006	CAPO302605	APOSC_16110, APOSC_03888
OG0003010	CAPO303642	APOSC_20924
OG0003012	CAPO302272	APOSC_18752
OG0003014	CAPO304419	APOSC_11312, APOSC_14856
OG0003016	CAPO301025	APOSC_28670
OG0003017	CAPO303755	APOSC_03453
OG0003018	CAPO301697	APOSC_13408
OG0003019	CAPO302687	APOSC_17944
OG0003019	CAPO307689	APOSC_26713
OG0003020	CAPO306543, CAPO306821	APOSC_22069, APOSC_20556, APOSC_09981, APOSC_09980
OG0003022	CAPO308155	APOSC_19546
OG0003024	CAPO300933	APOSC_26827, APOSC_11864, APOSC_01392
OG0003025	CAPO306077	APOSC_02939
OG0003026	CAPO304742	APOSC_12672
OG0003027	CAPO302145	APOSC_07655
OG0003028	CAPO307794	APOSC_06065
OG0003029	CAPO301992	APOSC_14789, APOSC_14788
OG0003030	CAPO304737	APOSC_24949
OG0003033	CAPO300181	APOSC_04771, APOSC_11904, APOSC_27595, APOSC_07949, APOSC_07950, APOSC_07581
OG0003034	CAPO300214, CAPO307271	APOSC_16344, APOSC_16343
OG0003037	CAPO305626	APOSC_22705, APOSC_19926
OG0003038	CAPO300861	APOSC_26879
OG0003041	CAPO306033	APOSC_21798
OG0003042	CAPO301480	APOSC_10393
OG0003043	CAPO304921	APOSC_03354, APOSC_08111
OG0003044	CAPO300082	APOSC_25910
OG0003046	CAPO302851	APOSC_17607, APOSC_17609, APOSC_17608
OG0003048	CAPO300169	APOSC_22307
OG0003049	CAPO300501, CAPO307086, CAPO305726	APOSC_03139, APOSC_03138
OG0003053	CAPO305034	APOSC_04553
OG0003054	CAPO305605	APOSC_08597
OG0003055	CAPO307832	APOSC_26490, APOSC_26931, APOSC_26930
OG0003056	CAPO300334	APOSC_11755, APOSC_11440
OG0003058	CAPO305219	APOSC_21910
OG0003059	CAPO307928	APOSC_15210, APOSC_10780
OG0003060	CAPO300265	APOSC_27498, APOSC_27497
OG0003063	CAPO306091	APOSC_15552
OG0003064	CAPO303600	APOSC_15563
OG0003065	CAPO305486	APOSC_08533
OG0003067	CAPO301062	APOSC_04561
OG0003072	CAPO300719	APOSC_18527
OG0003073	CAPO300571	APOSC_10886, APOSC_10467
OG0003074	CAPO305232	APOSC_01865
OG0003079	CAPO303732	APOSC_22913
OG0003103	CAPO300058	APOSC_22471
OG0003104	CAPO300208	APOSC_18853
OG0003106	CAPO300222	APOSC_22756
OG0003107	CAPO305408	APOSC_19938, APOSC_13572, APOSC_13571, APOSC_24099
OG0003108	CAPO307100	APOSC_20208
OG0003110	CAPO302380	APOSC_05797, APOSC_07102, APOSC_08763, APOSC_23414, APOSC_10505, APOSC_11675, APOSC_19204, APOSC_00185, APOSC_08972, APOSC_17813, APOSC_11676, APOSC_13379
OG0003111	CAPO305398	APOSC_28438, APOSC_07657, APOSC_11211
OG0003112	CAPO305044	APOSC_08326
OG0003113	CAPO303380	APOSC_15247
OG0003114	CAPO305811	APOSC_08728, APOSC_12830
OG0003115	CAPO305328	APOSC_05210
OG0003116	CAPO304220	APOSC_03941, APOSC_13580
OG0003119	CAPO301756	APOSC_27843
OG0003120	CAPO301313	APOSC_14132, APOSC_04419, APOSC_04418, APOSC_09965
OG0003121	CAPO300078	APOSC_14507
OG0003122	CAPO305152	APOSC_12979
OG0003124	CAPO307110	APOSC_05453, APOSC_12293, APOSC_07349, APOSC_07348
OG0003125	CAPO308199	APOSC_16703
OG0003128	CAPO300639	APOSC_07324
OG0003130	CAPO308112	APOSC_21592
OG0003131	CAPO301104	APOSC_22048, APOSC_06347, APOSC_12050, APOSC_16974, APOSC_16916, APOSC_16973, APOSC_03813, APOSC_10577
OG0003135	CAPO304970	APOSC_10627, APOSC_19629
OG0003136	CAPO303233	APOSC_03102
OG0003138	CAPO307798	APOSC_19584, APOSC_11696, APOSC_20418
OG0003141	CAPO300915	APOSC_23843, APOSC_23842
OG0003144	CAPO304802	APOSC_16927, APOSC_16926
OG0003145	CAPO301669	APOSC_08126, APOSC_10484, APOSC_10319, APOSC_20874
OG0003146	CAPO304953	APOSC_07075
OG0003147	CAPO305754	APOSC_18397
OG0003149	CAPO303321	APOSC_14351, APOSC_15734
OG0003150	CAPO304553	APOSC_07694
OG0003151	CAPO302311	APOSC_16617
OG0003152	CAPO306395	APOSC_22513
OG0003153	CAPO305242	APOSC_26183
OG0003154	CAPO308152	APOSC_06994
OG0003157	CAPO300659	APOSC_12815
OG0003158	CAPO304754	APOSC_00782
OG0003159	CAPO307514	APOSC_07797
OG0003160	CAPO305734	APOSC_27572
OG0003161	CAPO307952, CAPO307190, CAPO305141	APOSC_28138
OG0003162	CAPO303406	APOSC_02911, APOSC_02912
OG0003163	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284	APOSC_03590
OG0003164	CAPO302879	APOSC_27781
OG0003165	CAPO302597	APOSC_27104
OG0003166	CAPO306562	APOSC_03403
OG0003169	CAPO302137	APOSC_20189
OG0003172	CAPO306984	APOSC_05273
OG0003174	CAPO306817	APOSC_05372
OG0003175	CAPO306274	APOSC_19430
OG0003176	CAPO307890	APOSC_04154
OG0003177	CAPO305441	APOSC_27339
OG0003178	CAPO303283	APOSC_23982
OG0003179	CAPO300801	APOSC_10676
OG0003181	CAPO304354	APOSC_25121
OG0003182	CAPO308003	APOSC_25417
OG0003184	CAPO303123	APOSC_10064
OG0003185	CAPO301951	APOSC_17234
OG0003187	CAPO303479	APOSC_28348, APOSC_06145, APOSC_06146
OG0003189	CAPO303157	APOSC_13962, APOSC_14718
OG0003190	CAPO303910	APOSC_09818
OG0003191	CAPO306279	APOSC_21528, APOSC_28691
OG0003192	CAPO301014	APOSC_15341
OG0003193	CAPO301211	APOSC_05846
OG0003194	CAPO301882	APOSC_21816
OG0003196	CAPO306231	APOSC_00552
OG0003197	CAPO307855	APOSC_07667
OG0003198	CAPO304417	APOSC_27357, APOSC_27358
OG0003199	CAPO305890	APOSC_20188
OG0003200	CAPO301026	APOSC_27847
OG0003202	CAPO307016	APOSC_27051
OG0003203	CAPO305085	APOSC_00928, APOSC_00929
OG0003206	CAPO306250	APOSC_00694, APOSC_00693
OG0003207	CAPO301521	APOSC_24531, APOSC_20290
OG0003210	CAPO303247	APOSC_17493
OG0003211	CAPO307771	APOSC_19199, APOSC_19198, APOSC_19196, APOSC_19197
OG0003212	CAPO300076	APOSC_29099
OG0003214	CAPO305438	APOSC_18366
OG0003215	CAPO305646	APOSC_16838, APOSC_16839
OG0003217	CAPO304366	APOSC_13005
OG0003218	CAPO308113	APOSC_15489
OG0003220	CAPO304799	APOSC_10137
OG0003221	CAPO300283	APOSC_10483, APOSC_21165
OG0003223	CAPO307650	APOSC_03309
OG0003225	CAPO303179	APOSC_07724, APOSC_01072, APOSC_05344
OG0003227	CAPO306597	APOSC_14106
OG0003228	CAPO305495	APOSC_12201
OG0003230	CAPO301507	APOSC_16300
OG0003231	CAPO301890	APOSC_23792
OG0003235	CAPO301047	APOSC_02018, APOSC_02019
OG0003238	CAPO305586	APOSC_06592
OG0003240	CAPO303081	APOSC_12525, APOSC_19551
OG0003251	CAPO307251	APOSC_01087, APOSC_20351
OG0003252	CAPO305303	APOSC_22505, APOSC_18332
OG0003254	CAPO307938	APOSC_25008
OG0003255	CAPO301338	APOSC_13275, APOSC_13276
OG0003257	CAPO303231	APOSC_01324
OG0003263	CAPO303458	APOSC_06856, APOSC_10864, APOSC_04917, APOSC_05065, APOSC_13158, APOSC_00448, APOSC_10954, APOSC_09315
OG0003264	CAPO306409	APOSC_10052
OG0003266	CAPO303168	APOSC_02901
OG0003267	CAPO300914	APOSC_05198, APOSC_15562
OG0003268	CAPO301821	APOSC_18926
OG0003269	CAPO304139	APOSC_01010
OG0003272	CAPO300665	APOSC_11506
OG0003273	CAPO307851	APOSC_20401, APOSC_15189, APOSC_15132, APOSC_16564, APOSC_05214, APOSC_09042, APOSC_18523, APOSC_15131, APOSC_08864, APOSC_00882
OG0003277	CAPO306142	APOSC_19318
OG0003278	CAPO306634	APOSC_10882, APOSC_03019, APOSC_03018
OG0003279	CAPO306251	APOSC_03598
OG0003282	CAPO305239	APOSC_22425, APOSC_22426
OG0003283	CAPO304400	APOSC_05350
OG0003284	CAPO302648	APOSC_08125
OG0003287	CAPO306546	APOSC_11817, APOSC_11816
OG0003288	CAPO307866	APOSC_08027, APOSC_08028
OG0003290	CAPO307662, CAPO300441	APOSC_22357
OG0003291	CAPO306657	APOSC_19509
OG0003293	CAPO300956	APOSC_18462
OG0003294	CAPO303988	APOSC_08073, APOSC_03218
OG0003296	CAPO301282	APOSC_07542, APOSC_20409, APOSC_13951
OG0003297	CAPO307941	APOSC_19537
OG0003298	CAPO306456	APOSC_05046, APOSC_05047
OG0003300	CAPO307904	APOSC_17961, APOSC_10134, APOSC_10022, APOSC_12616
OG0003301	CAPO300201	APOSC_20684
OG0003302	CAPO303848	APOSC_20273, APOSC_02476, APOSC_03947, APOSC_22845, APOSC_17191, APOSC_16365, APOSC_16978, APOSC_02616, APOSC_11566
OG0003303	CAPO304414	APOSC_18665
OG0003306	CAPO303291	APOSC_13804
OG0003309	CAPO301499	APOSC_07262, APOSC_04916
OG0003315	CAPO301649	APOSC_28652
OG0003316	CAPO300235	APOSC_24704
OG0003317	CAPO304285	APOSC_27860
OG0003318	CAPO302830	APOSC_06088
OG0003320	CAPO303640	APOSC_18916
OG0003323	CAPO304122	APOSC_10997, APOSC_19153
OG0003324	CAPO308312	APOSC_15048, APOSC_06758
OG0003325	CAPO300972, CAPO304961	APOSC_20628, APOSC_10382, APOSC_05788
OG0003326	CAPO308259	APOSC_05346
OG0003331	CAPO303947	APOSC_14662
OG0003332	CAPO307894	APOSC_06501
OG0003333	CAPO307836	APOSC_20676, APOSC_20675
OG0003334	CAPO305710	APOSC_09239
OG0003335	CAPO302255	APOSC_22973, APOSC_26808, APOSC_25100
OG0003340	CAPO305389	APOSC_00595
OG0003341	CAPO301683	APOSC_08089
OG0003345	CAPO302682	APOSC_05069
OG0003348	CAPO308059, CAPO308052	APOSC_25980
OG0003349	CAPO300780	APOSC_12458
OG0003353	CAPO304897	APOSC_04886, APOSC_04887
OG0003354	CAPO300396	APOSC_02148
OG0003355	CAPO308186	APOSC_23132
OG0003356	CAPO306224	APOSC_06969
OG0003357	CAPO307953	APOSC_19085, APOSC_00799, APOSC_00798, APOSC_00797, APOSC_00800, APOSC_17048
OG0003358	CAPO307281	APOSC_16536
OG0003359	CAPO303262, CAPO304527	APOSC_26597, APOSC_26598
OG0003360	CAPO301722	APOSC_10951, APOSC_10952, APOSC_10953
OG0003361	CAPO301802	APOSC_00516, APOSC_06798
OG0003362	CAPO306572	APOSC_14702
OG0003364	CAPO301569	APOSC_20943, APOSC_20944
OG0003365	CAPO301538	APOSC_14128
OG0003366	CAPO302011	APOSC_22846
OG0003368	CAPO307793	APOSC_23104
OG0003369	CAPO305084	APOSC_17312
OG0003370	CAPO302725	APOSC_27440
OG0003373	CAPO301869	APOSC_10165, APOSC_15730
OG0003374	CAPO305683	APOSC_04421
OG0003375	CAPO301633, CAPO305837	APOSC_12301, APOSC_12302, APOSC_16084
OG0003376	CAPO306560	APOSC_26385
OG0003377	CAPO301205	APOSC_20950, APOSC_06534
OG0003378	CAPO305510	APOSC_14216
OG0003379	CAPO301575	APOSC_15500
OG0003380	CAPO301115	APOSC_06475
OG0003382	CAPO302262	APOSC_14019
OG0003383	CAPO305778	APOSC_25016
OG0003384	CAPO306617	APOSC_09692
OG0003386	CAPO300917	APOSC_08475, APOSC_04892
OG0003388	CAPO302657, CAPO304459, CAPO302957	APOSC_18890, APOSC_17998
OG0003391	CAPO301846	APOSC_07433
OG0003392	CAPO304278	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036
OG0003393	CAPO304102	APOSC_04031, APOSC_10149, APOSC_01176, APOSC_01177, APOSC_16479
OG0003419	CAPO301040	APOSC_24829
OG0003421	CAPO300028	APOSC_20464
OG0003422	CAPO300121	APOSC_08655, APOSC_12687
OG0003424	CAPO307323	APOSC_23765
OG0003425	CAPO304371	APOSC_20861
OG0003426	CAPO301532	APOSC_14543, APOSC_14542
OG0003428	CAPO300586	APOSC_11400
OG0003429	CAPO307638	APOSC_26522, APOSC_02739, APOSC_15613, APOSC_04157, APOSC_08528, APOSC_02740, APOSC_17184, APOSC_08273
OG0003430	CAPO305848	APOSC_02277
OG0003431	CAPO308284	APOSC_05302
OG0003434	CAPO303572	APOSC_08572
OG0003435	CAPO300552	APOSC_16233
OG0003438	CAPO304548, CAPO305602, CAPO302554	APOSC_02097, APOSC_05075
OG0003443	CAPO306901, CAPO306924	APOSC_21858
OG0003447	CAPO304621, CAPO305856	APOSC_14224
OG0003448	CAPO305307	APOSC_12959, APOSC_12960, APOSC_13687
OG0003449	CAPO304421	APOSC_17548
OG0003450	CAPO304313	APOSC_01467
OG0003451	CAPO302760	APOSC_14787
OG0003453	CAPO304718	APOSC_24552, APOSC_24553, APOSC_04336
OG0003454	CAPO305798	APOSC_03485
OG0003455	CAPO300221	APOSC_04973
OG0003456	CAPO305023	APOSC_10391
OG0003457	CAPO307022	APOSC_25499
OG0003458	CAPO301287	APOSC_17177
OG0003459	CAPO304210	APOSC_19131
OG0003461	CAPO304469	APOSC_01453, APOSC_09700, APOSC_12570, APOSC_23855, APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582
OG0003462	CAPO306452	APOSC_12605
OG0003464	CAPO306136	APOSC_02590
OG0003465	CAPO307530	APOSC_17657
OG0003467	CAPO306150	APOSC_08484, APOSC_08485
OG0003471	CAPO304216	APOSC_19480, APOSC_19479
OG0003475	CAPO307501	APOSC_12044
OG0003476	CAPO306987	APOSC_18426, APOSC_18425
OG0003477	CAPO308122	APOSC_28136, APOSC_28137
OG0003478	CAPO300139	APOSC_06956
OG0003479	CAPO302288	APOSC_11579
OG0003480	CAPO303582	APOSC_22791, APOSC_22792
OG0003483	CAPO305509	APOSC_24644
OG0003486	CAPO304249	APOSC_15150
OG0003487	CAPO300925	APOSC_24508
OG0003489	CAPO305291	APOSC_01163
OG0003491	CAPO304911	APOSC_27592
OG0003492	CAPO306303	APOSC_12490
OG0003493	CAPO306533	APOSC_07930
OG0003497	CAPO305660	APOSC_06959
OG0003498	CAPO306898	APOSC_07920
OG0003499	CAPO301160	APOSC_23653
OG0003500	CAPO304927	APOSC_22294, APOSC_22295
OG0003501	CAPO303209	APOSC_23234
OG0003502	CAPO306906	APOSC_18703
OG0003503	CAPO307158	APOSC_02298
OG0003504	CAPO304351	APOSC_12706
OG0003505	CAPO305207	APOSC_27791
OG0003506	CAPO302826	APOSC_20588, APOSC_20589
OG0003507	CAPO303307	APOSC_14632, APOSC_18599
OG0003508	CAPO307911	APOSC_16687
OG0003509	CAPO305689	APOSC_01600
OG0003511	CAPO307348, CAPO308352	APOSC_17361
OG0003512	CAPO303631, CAPO302677, CAPO302168	APOSC_18044
OG0003515	CAPO307211	APOSC_28363
OG0003518	CAPO307641	APOSC_13189
OG0003519	CAPO307608	APOSC_26019, APOSC_26017, APOSC_26018
OG0003522	CAPO306659	APOSC_15737
OG0003523	CAPO304976	APOSC_24946, APOSC_24945
OG0003525	CAPO305089	APOSC_00186, APOSC_13006
OG0003528	CAPO306484	APOSC_25058
OG0003531	CAPO300308	APOSC_06749
OG0003532	CAPO303744	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700
OG0003533	CAPO301327	APOSC_20660
OG0003537	CAPO301555	APOSC_25691, APOSC_25690, APOSC_25688, APOSC_25689
OG0003538	CAPO301093	APOSC_12153, APOSC_21059
OG0003539	CAPO300449	APOSC_28124, APOSC_28123
OG0003541	CAPO300603	APOSC_12528, APOSC_12526, APOSC_12527
OG0003543	CAPO301989	APOSC_20594
OG0003544	CAPO300418	APOSC_15667
OG0003546	CAPO303583	APOSC_23945
OG0003547	CAPO308031	APOSC_28667, APOSC_28666
OG0003550	CAPO300137	APOSC_23937
OG0003551	CAPO308286	APOSC_24999
OG0003552	CAPO307114	APOSC_13079
OG0003554	CAPO301001	APOSC_07264
OG0003556	CAPO302339	APOSC_16589
OG0003557	CAPO306086	APOSC_02465
OG0003560	CAPO300951	APOSC_23804
OG0003561	CAPO301198	APOSC_05634, APOSC_05633
OG0003562	CAPO303388	APOSC_04504
OG0003563	CAPO300808, CAPO301102	APOSC_21769
OG0003564	CAPO300720	APOSC_26128
OG0003566	CAPO300164	APOSC_14118
OG0003567	CAPO307296	APOSC_27651
OG0003568	CAPO303992	APOSC_24669
OG0003569	CAPO306390	APOSC_26818
OG0003570	CAPO305849	APOSC_11684
OG0003573	CAPO300904	APOSC_22721
OG0003577	CAPO306764	APOSC_13313
OG0003578	CAPO307426	APOSC_25298, APOSC_25297, APOSC_25299
OG0003579	CAPO300766	APOSC_20893
OG0003581	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815	APOSC_04452
OG0003582	CAPO302819	APOSC_10258
OG0003599	CAPO301420	APOSC_02977
OG0003600	CAPO305414	APOSC_08059
OG0003607	CAPO301867	APOSC_08230
OG0003610	CAPO302401	APOSC_06489
OG0003611	CAPO306320	APOSC_27392
OG0003612	CAPO304993	APOSC_26359
OG0003613	CAPO305029	APOSC_02881
OG0003617	CAPO306844	APOSC_11452
OG0003618	CAPO302109	APOSC_27107
OG0003619	CAPO304837	APOSC_04035, APOSC_04036
OG0003620	CAPO306673	APOSC_04440
OG0003621	CAPO302199	APOSC_23124, APOSC_23123
OG0003622	CAPO305075	APOSC_16583
OG0003624	CAPO303633	APOSC_08169
OG0003630	CAPO308012	APOSC_17756, APOSC_17755, APOSC_17757
OG0003631	CAPO303610	APOSC_17097
OG0003632	CAPO300941	APOSC_27508
OG0003633	CAPO300056	APOSC_17860
OG0003635	CAPO308133	APOSC_01899, APOSC_01900, APOSC_21380
OG0003638	CAPO305555	APOSC_04672
OG0003640	CAPO301244	APOSC_20632
OG0003641	CAPO300746	APOSC_28507
OG0003644	CAPO304835	APOSC_13766
OG0003645	CAPO307108	APOSC_17297
OG0003648	CAPO302617	APOSC_26289
OG0003649	CAPO301930	APOSC_04280, APOSC_04281
OG0003650	CAPO306633	APOSC_01121, APOSC_01120
OG0003651	CAPO305370	APOSC_22893
OG0003652	CAPO300427	APOSC_11361
OG0003655	CAPO303553	APOSC_11993
OG0003656	CAPO301350	APOSC_18739
OG0003657	CAPO305783	APOSC_24280
