Orthogroup	CAPO3	CAEEL
OG0006213	CAPO301176	CAEEL01145
OG0006214	CAPO305313	CAEEL12120
OG0006216	CAPO304328	CAEEL16326
OG0006224	CAPO304007	CAEEL11548
OG0006225	CAPO307529	CAEEL13901
OG0006226	CAPO303955	CAEEL02716
OG0006229	CAPO306729	CAEEL06963
OG0006230	CAPO303003	CAEEL08542
OG0006234	CAPO305546	CAEEL05918
OG0006235	CAPO300217	CAEEL04462
OG0006237	CAPO302524	CAEEL04160
OG0006239	CAPO305262	CAEEL01539
OG0006245	CAPO307777	CAEEL00941
OG0006248	CAPO307601	CAEEL05883
OG0006249	CAPO304667	CAEEL10060
OG0006254	CAPO305073	CAEEL11539
OG0006257	CAPO305440	CAEEL15240
OG0006260	CAPO300587	CAEEL09587
OG0006262	CAPO307596	CAEEL01377
OG0006263	CAPO307994	CAEEL09474
OG0006264	CAPO304943	CAEEL11589
OG0006267	CAPO300629	CAEEL09521
OG0006268	CAPO305663	CAEEL09373, CAEEL09395
OG0006271	CAPO306714	CAEEL08264
OG0006275	CAPO304219	CAEEL01989
OG0006277	CAPO307602	CAEEL08057
OG0006279	CAPO307288	CAEEL00237
OG0006280	CAPO308182	CAEEL17987
OG0006281	CAPO302129	CAEEL04765
OG0006284	CAPO301681	CAEEL08923
OG0006285	CAPO301258	CAEEL04794
OG0006286	CAPO304212	CAEEL00158
OG0006288	CAPO300129	CAEEL08712
OG0006289	CAPO306652	CAEEL07964
OG0006291	CAPO308081	CAEEL00609
OG0006293	CAPO307067	CAEEL07928
OG0006294	CAPO301151	CAEEL14462
OG0006295	CAPO307143	CAEEL09568
OG0006297	CAPO301937	CAEEL11872
OG0006301	CAPO306072	CAEEL17598
OG0006306	CAPO303905	CAEEL01065
OG0006309	CAPO304441	CAEEL05232
OG0006311	CAPO300748	CAEEL17612
OG0006313	CAPO306539	CAEEL05123
OG0006319	CAPO306239	CAEEL13894
OG0006322	CAPO305971	CAEEL09507
OG0006323	CAPO300361	CAEEL02251
OG0006329	CAPO306283	CAEEL02571
OG0006330	CAPO301590	CAEEL06542
OG0006331	CAPO301721	CAEEL13794
OG0006332	CAPO306802, CAPO306801	CAEEL10865
OG0006334	CAPO302140	CAEEL08411, CAEEL18378
OG0006335	CAPO305790	CAEEL04124, CAEEL00475
OG0006339	CAPO306751	CAEEL08069
OG0006340	CAPO306725	CAEEL11454
OG0006341	CAPO303256	CAEEL06023
OG0006344	CAPO307345	CAEEL14876
OG0006346	CAPO305832	CAEEL05783
OG0006347	CAPO305184	CAEEL07567
OG0006350	CAPO302433	CAEEL07674
OG0006352	CAPO301346	CAEEL02603
OG0006353	CAPO301517	CAEEL19140, CAEEL05676
OG0006355	CAPO307129	CAEEL16514
OG0006356	CAPO305164	CAEEL07675
OG0006360	CAPO304103	CAEEL05277
OG0006361	CAPO308070	CAEEL09060
OG0006362	CAPO308308	CAEEL00998
OG0006363	CAPO301002	CAEEL00971
OG0006365	CAPO300671	CAEEL12631
OG0006370	CAPO300348	CAEEL05220
OG0006372	CAPO304608	CAEEL09848
OG0006375	CAPO306256	CAEEL00741
OG0006377	CAPO307494	CAEEL09247
OG0006378	CAPO304918	CAEEL04747
OG0006381	CAPO301472	CAEEL09800
OG0006385	CAPO301074	CAEEL17878
OG0006386	CAPO303165	CAEEL02065
OG0006387	CAPO306319	CAEEL00319
OG0006389	CAPO302170	CAEEL07348
OG0006390	CAPO308093	CAEEL13360
OG0006392	CAPO305806	CAEEL07571
OG0006395	CAPO300149	CAEEL11636
OG0006399	CAPO304307	CAEEL07489
OG0006443	CAPO300234	CAEEL07304
OG0006448	CAPO301094	CAEEL07841
OG0006449	CAPO305961	CAEEL08133, CAEEL02036
OG0006456	CAPO300992	CAEEL09794
OG0006457	CAPO306648	CAEEL05605
OG0006459	CAPO307843	CAEEL00244
OG0006460	CAPO308313	CAEEL10630
OG0006461	CAPO306350	CAEEL11863
OG0006462	CAPO300662	CAEEL05709
OG0006464	CAPO307754	CAEEL01413
OG0006465	CAPO307052	CAEEL10921
OG0006467	CAPO301292	CAEEL02861
OG0006468	CAPO303390	CAEEL05183, CAEEL05085, CAEEL16207
OG0006474	CAPO300155	CAEEL07206
OG0006475	CAPO301888	CAEEL07548
OG0006476	CAPO300216	CAEEL12092
OG0006478	CAPO301079	CAEEL06158
OG0006479	CAPO304002	CAEEL05626
OG0006480	CAPO300197	CAEEL10265, CAEEL10266
OG0006481	CAPO307580	CAEEL19099, CAEEL01638
OG0006482	CAPO305654	CAEEL10834
OG0006485	CAPO307612	CAEEL14223
OG0006488	CAPO301772	CAEEL17648
OG0006490	CAPO301539	CAEEL11637
OG0006491	CAPO300606	CAEEL13015
OG0006496	CAPO304473	CAEEL08493
OG0006498	CAPO301440	CAEEL02503
OG0006501	CAPO307734	CAEEL16016
OG0006503	CAPO304660	CAEEL07188
OG0006505	CAPO301510	CAEEL06783
OG0006509	CAPO304681	CAEEL00006, CAEEL15373
OG0006512	CAPO301701	CAEEL07313
OG0006514	CAPO304095	CAEEL07858
OG0006515	CAPO306459	CAEEL02554
OG0006516	CAPO305607	CAEEL15132
OG0006517	CAPO300477	CAEEL01423
OG0006519	CAPO308006	CAEEL05908
OG0006520	CAPO300668	CAEEL13792
OG0006523	CAPO302914	CAEEL15760
OG0006532	CAPO304147	CAEEL05678
OG0006533	CAPO305463	CAEEL19649
OG0006536	CAPO305735	CAEEL05174
OG0006538	CAPO305091	CAEEL07903, CAEEL04060
OG0006540	CAPO304760	CAEEL19898
OG0006542	CAPO305168	CAEEL04749
OG0006543	CAPO305452	CAEEL05304
OG0006544	CAPO306101	CAEEL02597
OG0006545	CAPO307929	CAEEL08394
OG0006546	CAPO305234	CAEEL16446
OG0006547	CAPO301259	CAEEL09736
OG0006550	CAPO307487	CAEEL02186
OG0006552	CAPO301957	CAEEL02725
OG0006553	CAPO308128	CAEEL06508
OG0006554	CAPO306525	CAEEL09071
OG0006556	CAPO304941	CAEEL00553
OG0006557	CAPO300124	CAEEL07597
OG0006561	CAPO300890	CAEEL16404
OG0006568	CAPO303043	CAEEL01944
OG0006569	CAPO300856	CAEEL03290
OG0006570	CAPO302571	CAEEL15966
OG0006571	CAPO306740	CAEEL05447
OG0006572	CAPO302175	CAEEL09940, CAEEL09371
OG0006573	CAPO306413	CAEEL05442
OG0006577	CAPO300858	CAEEL15281
OG0006578	CAPO303393	CAEEL00045
OG0006580	CAPO306179	CAEEL07590
OG0006583	CAPO308147	CAEEL01627
OG0006584	CAPO304380	CAEEL05880
OG0006590	CAPO304634	CAEEL15655
OG0006591	CAPO306654	CAEEL01066
OG0006594	CAPO305352	CAEEL00833
OG0006595	CAPO306726	CAEEL10661
OG0006596	CAPO305496	CAEEL00560
OG0006597	CAPO306143	CAEEL10448
OG0006598	CAPO303505	CAEEL03295
OG0006602	CAPO306545	CAEEL16562
OG0006603	CAPO305246	CAEEL00624
OG0006604	CAPO301632	CAEEL07198
OG0006606	CAPO300627, CAPO305047	CAEEL07376
OG0006607	CAPO302836	CAEEL01560
OG0006608	CAPO304829	CAEEL05698
OG0006609	CAPO304156	CAEEL02187
OG0006610	CAPO305635	CAEEL11386
OG0006611	CAPO303370	CAEEL07953
OG0006613	CAPO305926	CAEEL01845
OG0006614	CAPO307923	CAEEL05124
OG0006615	CAPO300892	CAEEL09131
OG0006622	CAPO307274	CAEEL05834
OG0006625	CAPO304287	CAEEL08791
OG0006627	CAPO300634	CAEEL11375
OG0006630	CAPO301318	CAEEL11696
OG0006631	CAPO302816	CAEEL00720
OG0006633	CAPO306794	CAEEL00427
OG0006636	CAPO304383	CAEEL07724
OG0006637	CAPO304312	CAEEL12125
OG0006642	CAPO303206	CAEEL19634
OG0006646	CAPO308061	CAEEL15891
OG0006648	CAPO300638	CAEEL01435
OG0006651	CAPO306376	CAEEL09522
OG0006655	CAPO306982	CAEEL00324
OG0006658	CAPO301723	CAEEL00269
OG0006662	CAPO305585	CAEEL12773
OG0006663	CAPO301399	CAEEL08458
OG0006664	CAPO302941	CAEEL01906
OG0006666	CAPO301682	CAEEL05999
OG0006667	CAPO305573	CAEEL01250
OG0006668	CAPO301053	CAEEL06992
OG0006669	CAPO301280	CAEEL08205
OG0006670	CAPO306366	CAEEL05160
OG0006673	CAPO302685	CAEEL00769
OG0006678	CAPO300092	CAEEL12368
OG0006680	CAPO301748	CAEEL09390
OG0006681	CAPO305354	CAEEL05335
OG0006684	CAPO305512	CAEEL11224
OG0006686	CAPO307531	CAEEL20085
OG0006690	CAPO302172	CAEEL11346
OG0006691	CAPO305670	CAEEL07500
OG0006692	CAPO302647	CAEEL00770
OG0006693	CAPO302616	CAEEL13049, CAEEL08528, CAEEL19542
OG0006694	CAPO302438	CAEEL01422
OG0006695	CAPO302533	CAEEL17851
OG0006702	CAPO307269	CAEEL08311
OG0006703	CAPO302601	CAEEL00186
OG0006706	CAPO303773	CAEEL11633
OG0006709	CAPO302993	CAEEL07440
OG0006710	CAPO307958	CAEEL07165
OG0006712	CAPO307469	CAEEL01534
OG0006714	CAPO301000	CAEEL06631
OG0006716	CAPO302196	CAEEL01171
OG0006717	CAPO305633	CAEEL00315
OG0006718	CAPO306293	CAEEL08308
OG0006722	CAPO304555	CAEEL04109
OG0006723	CAPO300019	CAEEL07804
OG0006726	CAPO303375	CAEEL18959
OG0006727	CAPO306447	CAEEL10628
OG0006730	CAPO307696	CAEEL07386, CAEEL18705
OG0006732	CAPO301757	CAEEL07406
OG0006735	CAPO307764	CAEEL20573
OG0006736	CAPO301670	CAEEL01882
OG0006737	CAPO302977	CAEEL18816
OG0006741	CAPO306132	CAEEL11903
OG0006750	CAPO306076	CAEEL02998
OG0006752	CAPO301753	CAEEL12417
OG0006753	CAPO304199	CAEEL06421
OG0006754	CAPO307231	CAEEL15551
OG0006755	CAPO304099	CAEEL08754
OG0006757	CAPO308250	CAEEL05691
OG0006758	CAPO303486	CAEEL05308
OG0006760	CAPO300357	CAEEL14472
OG0006766	CAPO300327	CAEEL04604
OG0006769	CAPO304104	CAEEL00344
OG0006772	CAPO306103	CAEEL06744, CAEEL20464
OG0006777	CAPO308320	CAEEL17985
OG0006791	CAPO302265	CAEEL11174
OG0006826	CAPO306575	CAEEL07305
OG0006830	CAPO304885	CAEEL01610
OG0006833	CAPO307011	CAEEL01607
OG0006838	CAPO304346	CAEEL04815
OG0006842	CAPO303033	CAEEL01401
OG0006843	CAPO301783	CAEEL01030
OG0006844	CAPO303858	CAEEL01019
OG0006845	CAPO304222	CAEEL16127
OG0006846	CAPO305985, CAPO301436	CAEEL15729
OG0006849	CAPO306709	CAEEL06259
OG0006853	CAPO305011	CAEEL10839
OG0006857	CAPO304592	CAEEL20356
OG0006860	CAPO304880	CAEEL08670
OG0006864	CAPO300266	CAEEL08583
OG0006867	CAPO304561	CAEEL15109
OG0006868	CAPO304824	CAEEL07835
OG0006870	CAPO305471	CAEEL08613
OG0006875	CAPO300245	CAEEL10848
OG0006876	CAPO301384	CAEEL04447
OG0006881	CAPO307302	CAEEL09403
OG0006886	CAPO308008	CAEEL05972, CAEEL05973
OG0006887	CAPO303330	CAEEL04262
OG0006888	CAPO300481	CAEEL07944
OG0006890	CAPO301774	CAEEL05820
OG0006892	CAPO306271	CAEEL07307
OG0006894	CAPO305493	CAEEL12154
OG0006895	CAPO305321	CAEEL18907
OG0006897	CAPO305270	CAEEL00287
OG0006898	CAPO307616	CAEEL01473
OG0006901	CAPO301222	CAEEL06883
OG0006906	CAPO307116	CAEEL05830
OG0006914	CAPO302212	CAEEL01820
OG0006918	CAPO303362	CAEEL01349
OG0006920	CAPO306461	CAEEL08877
OG0006923	CAPO302381	CAEEL09234
OG0006924	CAPO304320	CAEEL12241
OG0006926	CAPO303493	CAEEL19851, CAEEL00630
OG0006927	CAPO303700	CAEEL11861
OG0006930	CAPO301522	CAEEL15225
OG0006931	CAPO300460	CAEEL14601
OG0006934	CAPO304656	CAEEL00405
OG0006936	CAPO301255	CAEEL11645
OG0006937	CAPO300724	CAEEL00825
OG0006938	CAPO307064	CAEEL00362
OG0006939	CAPO300423	CAEEL14723
OG0006942	CAPO305131	CAEEL08740
OG0006943	CAPO300653	CAEEL14228
OG0006944	CAPO301423	CAEEL11263
OG0006945	CAPO304257	CAEEL08245
OG0006948	CAPO307507	CAEEL04453
OG0006949	CAPO300866	CAEEL00718
OG0006952	CAPO308002	CAEEL11032
OG0006953	CAPO302825	CAEEL11948
OG0006957	CAPO304410	CAEEL08617
OG0006959	CAPO305847	CAEEL04110
OG0006960	CAPO306688	CAEEL12630
OG0006962	CAPO307572	CAEEL05048
OG0006964	CAPO306352	CAEEL00220
OG0006966	CAPO304695	CAEEL05641
OG0006967	CAPO303820	CAEEL06996
OG0006968	CAPO301435	CAEEL00986
OG0006969	CAPO306618	CAEEL02753
OG0006970	CAPO304851	CAEEL07035
OG0006971	CAPO303658	CAEEL08956
OG0006973	CAPO306305	CAEEL00443
OG0006975	CAPO306893	CAEEL06258
OG0006977	CAPO305268	CAEEL11170
OG0006979	CAPO300168	CAEEL01624
OG0006980	CAPO305562	CAEEL07784
OG0006982	CAPO305716	CAEEL08318
OG0006983	CAPO300916	CAEEL05835
OG0006989	CAPO302679	CAEEL07496
OG0006990	CAPO300763	CAEEL10497, CAEEL10492
OG0006991	CAPO303392	CAEEL04823
OG0006994	CAPO306564	CAEEL01434
OG0006995	CAPO306435	CAEEL02252
OG0006998	CAPO301390	CAEEL06640
OG0006999	CAPO303913	CAEEL04127
OG0007002	CAPO304225	CAEEL02243
OG0007003	CAPO302304	CAEEL10884
OG0007005	CAPO303654	CAEEL06687
OG0007007	CAPO302408	CAEEL08012
OG0007009	CAPO305960	CAEEL01782
OG0007010	CAPO301780	CAEEL15343
OG0007011	CAPO301128	CAEEL08044
OG0007012	CAPO304946	CAEEL11328
OG0007013	CAPO303300	CAEEL06144
OG0007015	CAPO305278	CAEEL15511
OG0007016	CAPO304972	CAEEL00075
OG0007017	CAPO301345	CAEEL12138
OG0007021	CAPO306622	CAEEL11037
OG0007024	CAPO302054	CAEEL10553, CAEEL11101
OG0007025	CAPO302785	CAEEL06876
OG0007029	CAPO302104	CAEEL09103
OG0007033	CAPO305180	CAEEL14194
OG0007034	CAPO306932	CAEEL08733
OG0007040	CAPO306537	CAEEL08972
OG0007042	CAPO307996	CAEEL08206
OG0007043	CAPO305780	CAEEL13822
OG0007045	CAPO305958	CAEEL09024
OG0007046	CAPO305591	CAEEL09633
OG0007049	CAPO305031	CAEEL00647
OG0007050	CAPO307898	CAEEL06277
OG0007055	CAPO304778	CAEEL08098
OG0007057	CAPO304630	CAEEL00263
OG0007059	CAPO303318	CAEEL14078
OG0007061	CAPO305340	CAEEL08933
OG0007062	CAPO302545	CAEEL09707
OG0007063	CAPO308261	CAEEL07545
OG0007065	CAPO301537	CAEEL20267
OG0007071	CAPO301761	CAEEL04826
OG0007073	CAPO302936	CAEEL05159
OG0007084	CAPO307673	CAEEL01491
OG0007090	CAPO300368	CAEEL05033
OG0007091	CAPO304945	CAEEL12658
OG0007092	CAPO304498, CAPO305528	CAEEL08546
OG0007093	CAPO308175	CAEEL04448
OG0007095	CAPO304293	CAEEL00821
OG0007097	CAPO302515	CAEEL04791
OG0007098	CAPO301993	CAEEL08067
OG0007099	CAPO304218	CAEEL08170
OG0007100	CAPO302645	CAEEL09539
OG0007106	CAPO302226	CAEEL05993
OG0007112	CAPO303793	CAEEL01614
OG0007114	CAPO305243	CAEEL01821
OG0007118	CAPO306502	CAEEL02534
OG0007119	CAPO303656	CAEEL05050
OG0007121	CAPO305337	CAEEL12811
OG0007122	CAPO302728	CAEEL04526
OG0007124	CAPO307876	CAEEL07005
OG0007127	CAPO305077	CAEEL15458
OG0007128	CAPO303539	CAEEL00451
OG0007130	CAPO302224	CAEEL11905, CAEEL11906, CAEEL09908
OG0007131	CAPO304315	CAEEL05443
OG0007132	CAPO301608	CAEEL02720
OG0007133	CAPO305338	CAEEL03495
OG0007137	CAPO303287	CAEEL15473
OG0007138	CAPO307436	CAEEL09999
OG0007139	CAPO302325	CAEEL01164
OG0007143	CAPO307276	CAEEL10767
OG0007144	CAPO301797	CAEEL05598
OG0007145	CAPO305008	CAEEL03134
OG0007147	CAPO305032	CAEEL02107
OG0007151	CAPO304299	CAEEL07199
OG0007154	CAPO302715	CAEEL03604
OG0007163	CAPO306908	CAEEL15486
OG0007165	CAPO300764	CAEEL10428
OG0007166	CAPO301841	CAEEL06036
OG0007173	CAPO300679	CAEEL07482
OG0007174	CAPO304732	CAEEL14161
OG0007175	CAPO300929	CAEEL05365
OG0007176	CAPO305825	CAEEL08939
OG0007180	CAPO300869	CAEEL02927
OG0007181	CAPO302549	CAEEL09037
OG0007182	CAPO302258	CAEEL00499
OG0007183	CAPO303453	CAEEL02179
OG0007184	CAPO304626	CAEEL03133
OG0007186	CAPO306272	CAEEL05116
OG0007191	CAPO307327	CAEEL12656
OG0007192	CAPO307148	CAEEL16561
OG0007199	CAPO300510	CAEEL11122, CAEEL18481, CAEEL18480
OG0007213	CAPO300546	CAEEL20311
OG0007248	CAPO305807	CAEEL16171
OG0007251	CAPO307515	CAEEL06390
OG0007254	CAPO300342	CAEEL02889
OG0007258	CAPO301895	CAEEL01284
OG0007266	CAPO305560	CAEEL01793
OG0007269	CAPO305691	CAEEL20059
OG0007276	CAPO301595	CAEEL02045
OG0007279	CAPO302557	CAEEL01707
OG0007282	CAPO300960	CAEEL08198
OG0007283	CAPO304757	CAEEL07508
OG0007291	CAPO307621	CAEEL00922
OG0007293	CAPO301970	CAEEL02960
OG0007299	CAPO308254	CAEEL08257
OG0007301	CAPO301996	CAEEL01285
OG0007303	CAPO302064	CAEEL00729
OG0007305	CAPO303443	CAEEL08507
OG0007307	CAPO304518, CAPO304185	CAEEL05489
OG0007309	CAPO300726	CAEEL06253
OG0007314	CAPO307151	CAEEL14922
OG0007317	CAPO306655	CAEEL04877
OG0007319	CAPO300742	CAEEL02684
OG0007321	CAPO307651	CAEEL08372
OG0007322	CAPO301300	CAEEL07863
OG0007325	CAPO305675	CAEEL02968
OG0007326	CAPO304342	CAEEL12237
OG0007330	CAPO300366	CAEEL08957
OG0007332	CAPO302800	CAEEL12399, CAEEL09356
OG0007335	CAPO304929	CAEEL09096
OG0007336	CAPO304895	CAEEL07287
OG0007341	CAPO300898	CAEEL08254
OG0007342	CAPO300397	CAEEL17647
OG0007343	CAPO305744	CAEEL01237
OG0007347	CAPO302872	CAEEL16216
OG0007348	CAPO307161	CAEEL01419
OG0007352	CAPO306052	CAEEL02694
OG0007353	CAPO302025	CAEEL01909
OG0007354	CAPO303485	CAEEL07366
OG0007355	CAPO307111	CAEEL07543
OG0007356	CAPO306331	CAEEL10653
OG0007361	CAPO305039	CAEEL18143
OG0007363	CAPO304834	CAEEL15459
OG0007364	CAPO303075	CAEEL00051
OG0007365	CAPO306500	CAEEL15469
OG0007371	CAPO305453	CAEEL08890
OG0007373	CAPO301099	CAEEL07235
OG0007378	CAPO307557	CAEEL07515
OG0007380	CAPO300141	CAEEL02178
OG0007382	CAPO305525	CAEEL03532
OG0007385	CAPO304120	CAEEL10159
OG0007387	CAPO304030	CAEEL01651
OG0007391	CAPO304827	CAEEL15047
OG0007392	CAPO303501	CAEEL04967
OG0007393	CAPO301859	CAEEL14340
OG0007395	CAPO302788	CAEEL00007
OG0007396	CAPO302581	CAEEL08409
OG0007397	CAPO300434	CAEEL05717
OG0007399	CAPO306050	CAEEL09345
OG0007401	CAPO302124	CAEEL06920
OG0007405	CAPO303800	CAEEL09683
OG0007407	CAPO306953	CAEEL09634
OG0007408	CAPO303491	CAEEL03271
OG0007409	CAPO305402	CAEEL00402
OG0007411	CAPO300699	CAEEL00187
OG0007412	CAPO302107	CAEEL02088
OG0007413	CAPO305882	CAEEL05369
OG0007414	CAPO300363	CAEEL02493
OG0007417	CAPO303652	CAEEL11994
OG0007421	CAPO301566	CAEEL05873
OG0007422	CAPO301771	CAEEL14217
OG0007424	CAPO304349	CAEEL09653
OG0007425	CAPO303896	CAEEL08774
OG0007427	CAPO303220	CAEEL12151
OG0007431	CAPO304150	CAEEL08321
OG0007432	CAPO307504	CAEEL05561
OG0007437	CAPO302606	CAEEL05064
OG0007439	CAPO300813	CAEEL00478
OG0007441	CAPO304615	CAEEL08872
OG0007442	CAPO308291	CAEEL05801, CAEEL20230
OG0007446	CAPO303088	CAEEL08347
OG0007447	CAPO301482	CAEEL15347, CAEEL04835
OG0007451	CAPO303173	CAEEL01087
OG0007455	CAPO303919	CAEEL09023
OG0007456	CAPO301020	CAEEL09752
OG0007457	CAPO302854	CAEEL02978
OG0007459	CAPO304746	CAEEL08625
OG0007463	CAPO300212	CAEEL05195
OG0007470	CAPO304669	CAEEL09270
OG0007471	CAPO307438	CAEEL00262
OG0007472	CAPO302245	CAEEL07712
OG0007473	CAPO303433	CAEEL06395
OG0007476	CAPO303558	CAEEL05614
OG0007478	CAPO301266	CAEEL10045
OG0007482	CAPO307266	CAEEL05046
OG0007483	CAPO300503	CAEEL05091
OG0007484	CAPO302421	CAEEL15663
OG0007488	CAPO308146	CAEEL11022
OG0007491	CAPO304949	CAEEL08156
OG0007494	CAPO300105	CAEEL07420
OG0007496	CAPO306996	CAEEL08861
OG0007498	CAPO306301	CAEEL00436
OG0007503	CAPO308251	CAEEL02990
OG0007508	CAPO306367	CAEEL11729
OG0007509	CAPO301428	CAEEL03713
OG0007510	CAPO303897	CAEEL02087
OG0007518	CAPO304172	CAEEL09758
OG0007519	CAPO307472	CAEEL01445
OG0007524	CAPO306111	CAEEL19299
OG0007527	CAPO306220	CAEEL00663
OG0007531	CAPO301562	CAEEL00294
OG0007541	CAPO301788	CAEEL15073, CAEEL11940, CAEEL19206
OG0007550	CAPO301421, CAPO302720, CAPO300311, CAPO304075	CAEEL07298
OG0007586	CAPO305648	CAEEL10449
OG0007591	CAPO302671	CAEEL00268
OG0007597	CAPO302699	CAEEL08128
OG0007602	CAPO307324	CAEEL04254
OG0007603	CAPO301881	CAEEL01794
OG0007606	CAPO303879	CAEEL07584
OG0007611	CAPO300602	CAEEL17991
OG0007613	CAPO304725	CAEEL08843
OG0007615	CAPO302208	CAEEL11977
OG0007616	CAPO305524	CAEEL01590
OG0007619	CAPO307079	CAEEL00841
OG0007621	CAPO302700	CAEEL02354
OG0007624	CAPO306507	CAEEL00535
OG0007629	CAPO306379	CAEEL01044
OG0007633	CAPO303133	CAEEL20565
OG0007634	CAPO301291	CAEEL15553
OG0007646	CAPO303345	CAEEL01490
OG0007648	CAPO303467	CAEEL02742
OG0007656	CAPO306133	CAEEL10499
OG0007657	CAPO302526	CAEEL03766
OG0007663	CAPO303269	CAEEL07909
OG0007666	CAPO302483	CAEEL06730
OG0007674	CAPO307516	CAEEL07619
OG0007676	CAPO301687	CAEEL11928
OG0007680	CAPO301892	CAEEL08127
OG0007685	CAPO307242	CAEEL05547
OG0007686	CAPO307006	CAEEL07547
OG0007687	CAPO301616	CAEEL12382
OG0007690	CAPO306330	CAEEL07839
OG0007698	CAPO302218	CAEEL09040
OG0007699	CAPO308210	CAEEL05906
OG0007712	CAPO301491	CAEEL10394
OG0007713	CAPO305624	CAEEL08732
OG0007714	CAPO301857	CAEEL07755
OG0007722	CAPO300661	CAEEL04401
OG0007732	CAPO302232	CAEEL02105
OG0007739	CAPO306247	CAEEL05697
OG0007744	CAPO302276	CAEEL07533
OG0007749	CAPO303871	CAEEL12327
OG0007752	CAPO303736	CAEEL16888
OG0007754	CAPO307268	CAEEL16020
OG0007757	CAPO305840	CAEEL04833
OG0007758	CAPO302132	CAEEL12592
OG0007759	CAPO304951	CAEEL09235
OG0007760	CAPO305618, CAPO303194	CAEEL11638
OG0007766	CAPO305894	CAEEL16170
OG0007767	CAPO304549	CAEEL04905
OG0007769	CAPO301827	CAEEL08087
OG0007771	CAPO302978	CAEEL07807
OG0007772	CAPO304662	CAEEL09510
OG0007781	CAPO301676	CAEEL15819
OG0007782	CAPO301686	CAEEL02809
OG0007783	CAPO302092	CAEEL07253
OG0007784	CAPO307704	CAEEL08610
OG0007786	CAPO302428	CAEEL11757
OG0007794	CAPO300123	CAEEL19174
OG0007803	CAPO301792	CAEEL05119
OG0007804	CAPO302116	CAEEL00772
OG0007807	CAPO300823	CAEEL05530
OG0007810	CAPO306480	CAEEL03135
OG0007811	CAPO303448	CAEEL07487
OG0007813	CAPO300842	CAEEL13344
OG0007816	CAPO300570	CAEEL05256
OG0007820	CAPO308148	CAEEL09298
OG0007823	CAPO300300	CAEEL13928
OG0007825	CAPO304573	CAEEL11587
OG0007829	CAPO305400	CAEEL06733
OG0007830	CAPO300733	CAEEL12370
OG0007831	CAPO306309	CAEEL09366
OG0007832	CAPO301843	CAEEL15897
OG0007835	CAPO300924	CAEEL14273
OG0007840	CAPO301709	CAEEL02866
OG0007852	CAPO305092	CAEEL12251
OG0007858	CAPO306180	CAEEL05800
OG0007866	CAPO307919	CAEEL10453
OG0007918	CAPO306768	CAEEL01338
OG0007929	CAPO305925	CAEEL11949
OG0007943	CAPO303432	CAEEL00323
OG0007947	CAPO304390	CAEEL08838
OG0007952	CAPO304443	CAEEL00559
OG0007957	CAPO307185	CAEEL07410
OG0007958	CAPO307613	CAEEL09574
OG0007962	CAPO304291	CAEEL03907
OG0007966	CAPO300853	CAEEL18121
OG0007971	CAPO306113	CAEEL09028
OG0007974	CAPO308066	CAEEL18470
OG0007975	CAPO300899	CAEEL07570
OG0007978	CAPO300419	CAEEL16129
OG0007990	CAPO302135	CAEEL07840
OG0007994	CAPO307783	CAEEL07063
OG0007996	CAPO301705	CAEEL08828
OG0007997	CAPO302071	CAEEL08226
OG0007999	CAPO305183	CAEEL07190
OG0008000	CAPO303381	CAEEL08364
OG0008008	CAPO306044	CAEEL09265
OG0008011	CAPO308001	CAEEL11657
OG0008016	CAPO307694	CAEEL01402
OG0008018	CAPO303249	CAEEL09951
OG0008020	CAPO300340	CAEEL07350
OG0008028	CAPO308036	CAEEL08626
OG0008030	CAPO303940	CAEEL08937
OG0008031	CAPO301663	CAEEL03012
OG0008041	CAPO304528	CAEEL11036
OG0008045	CAPO304124	CAEEL06796
OG0008046	CAPO303942	CAEEL02060
OG0008049	CAPO303430	CAEEL07907
OG0008050	CAPO301839	CAEEL05217
OG0008051	CAPO306666	CAEEL00393
OG0008056	CAPO305715	CAEEL07039
OG0008062	CAPO307985	CAEEL05480
OG0008069	CAPO302773	CAEEL04653
OG0008071	CAPO303085	CAEEL15707
OG0008072	CAPO304116	CAEEL03539
OG0008075	CAPO304938	CAEEL18761
OG0008079	CAPO305873	CAEEL11763
OG0008082	CAPO303589	CAEEL14725
OG0008083	CAPO305526	CAEEL05607
OG0008091	CAPO301577	CAEEL08716
OG0008094	CAPO302837	CAEEL09901
OG0008100	CAPO303437	CAEEL09035
OG0008104	CAPO303964	CAEEL01994
OG0008105	CAPO301825	CAEEL14680
OG0008110	CAPO307398	CAEEL05284
OG0008113	CAPO306004	CAEEL01854
OG0008117	CAPO307273	CAEEL10260
OG0008122	CAPO306853	CAEEL11778
OG0008136	CAPO306527	CAEEL09654
OG0008201	CAPO303869	CAEEL15238
OG0008202	CAPO303070	CAEEL08153
OG0008203	CAPO300798	CAEEL11108
OG0008208	CAPO301623	CAEEL12161
OG0008219	CAPO303960	CAEEL16399
OG0008238	CAPO301578	CAEEL00102
OG0008239	CAPO300821	CAEEL10269
OG0008249	CAPO305940	CAEEL15845
OG0008263	CAPO305878	CAEEL15298
OG0008267	CAPO305434	CAEEL01941
OG0008268	CAPO307500	CAEEL07024
OG0008271	CAPO300716	CAEEL10188
OG0008273	CAPO300883	CAEEL00012
OG0008281	CAPO304839	CAEEL00420
