Orthogroup	CAPO3	XENTR
OG0005016	CAPO305499	XENTR14441
OG0005021	CAPO304690	XENTR09210, XENTR09368
OG0005038	CAPO301658	XENTR06375
OG0005040	CAPO300876	XENTR12533
OG0005044	CAPO307084	XENTR04058
OG0005046	CAPO304846	XENTR16374, XENTR16375
OG0005047	CAPO305932	XENTR01761
OG0005048	CAPO300857	XENTR09691
OG0005053	CAPO302547	XENTR11151
OG0005057	CAPO303573	XENTR01215
OG0005058	CAPO306731	XENTR01318
OG0005059	CAPO300063	XENTR07733
OG0005061	CAPO306602	XENTR15275
OG0005062	CAPO302106	XENTR03783
OG0005064	CAPO300249	XENTR08366
OG0005067	CAPO302289	XENTR06281
OG0005069	CAPO300204	XENTR16175
OG0005071	CAPO305606	XENTR08834
OG0005073	CAPO305547	XENTR17939
OG0005075	CAPO307362	XENTR06390
OG0005076	CAPO302885	XENTR11253
OG0005077	CAPO302160	XENTR11600
OG0005079	CAPO303799	XENTR03827
OG0005081	CAPO307065	XENTR14092
OG0005083	CAPO302388	XENTR07998
OG0005084	CAPO307421, CAPO301121	XENTR18907, XENTR10715
OG0005086	CAPO302959	XENTR04829
OG0005088	CAPO307772	XENTR16788
OG0005089	CAPO303888	XENTR08675
OG0005090	CAPO303909	XENTR11064
OG0005092	CAPO301418	XENTR18796
OG0005093	CAPO303716	XENTR09400
OG0005094	CAPO303630	XENTR05058, XENTR05057
OG0005095	CAPO301660	XENTR10204
OG0005096	CAPO301964	XENTR07304
OG0005097	CAPO304365	XENTR03905
OG0005099	CAPO305916	XENTR04798, XENTR04797, XENTR04799
OG0005100	CAPO306219	XENTR07674
OG0005103	CAPO300625	XENTR05449, XENTR01214
OG0005104	CAPO303053	XENTR16526
OG0005106	CAPO301403	XENTR15961
OG0005107	CAPO304194	XENTR00721
OG0005108	CAPO301196	XENTR09823
OG0005109	CAPO301209	XENTR05235
OG0005111	CAPO302727	XENTR12918
OG0005113	CAPO300389	XENTR11696
OG0005114	CAPO305096	XENTR03270
OG0005115	CAPO304298	XENTR09926, XENTR17174
OG0005119	CAPO304215	XENTR10964, XENTR18180
OG0005121	CAPO301715	XENTR08556, XENTR08555
OG0005124	CAPO305507	XENTR11277
OG0005127	CAPO307277	XENTR18846
OG0005128	CAPO305144	XENTR11404
OG0005130	CAPO305368	XENTR03472
OG0005132	CAPO300384	XENTR13542, XENTR09384
OG0005138	CAPO300009	XENTR04104
OG0005139	CAPO302205	XENTR16239
OG0005140	CAPO300700, CAPO302173	XENTR15218
OG0005142	CAPO304715	XENTR05808, XENTR05807
OG0005143	CAPO304926	XENTR09021
OG0005144	CAPO306416	XENTR04655
OG0005145	CAPO302299	XENTR01474
OG0005146	CAPO303659	XENTR07514
OG0005147	CAPO302069	XENTR08897, XENTR03407
OG0005150	CAPO301944	XENTR11623, XENTR08994, XENTR11974
OG0005151	CAPO302626	XENTR10535
OG0005152	CAPO307737	XENTR11517
OG0005154	CAPO307643	XENTR09967
OG0005155	CAPO304712	XENTR17503
OG0005156	CAPO305254	XENTR10388
OG0005157	CAPO301711	XENTR06914
OG0005158	CAPO300547	XENTR04192
OG0005160	CAPO300741	XENTR11553, XENTR11552
OG0005163	CAPO305704	XENTR07785
OG0005164	CAPO307846	XENTR11748
OG0005167	CAPO303298	XENTR17308
OG0005169	CAPO303886	XENTR03033
OG0005172	CAPO306565	XENTR02971
OG0005175	CAPO305645	XENTR09468
OG0005178	CAPO300199	XENTR04360, XENTR05515
OG0005179	CAPO306190	XENTR03489
OG0005180	CAPO308188	XENTR11560
OG0005181	CAPO300793	XENTR07431
OG0005182	CAPO300394	XENTR17515
OG0005183	CAPO304256	XENTR16613
OG0005184	CAPO307619	XENTR03963
OG0005185	CAPO305409	XENTR10469
OG0005187	CAPO300108	XENTR01339
OG0005188	CAPO307366, CAPO308331	XENTR16552
OG0005191	CAPO301264	XENTR18840, XENTR03558
OG0005192	CAPO302320	XENTR09355, XENTR09354
OG0005193	CAPO300973	XENTR11591
OG0005194	CAPO306243	XENTR08743
OG0005196	CAPO306636	XENTR12072
OG0005200	CAPO307301	XENTR15289
OG0005201	CAPO300421	XENTR02581
OG0005202	CAPO300013	XENTR01686
OG0005203	CAPO304416	XENTR08936
OG0005205	CAPO302576	XENTR02235
OG0005206	CAPO301965	XENTR14439
OG0005208	CAPO303001	XENTR17865
OG0005209	CAPO300492	XENTR16467
OG0005210	CAPO301315	XENTR10414
OG0005212	CAPO300331	XENTR05321
OG0005214	CAPO304556	XENTR15093
OG0005215	CAPO308114	XENTR09676
OG0005216	CAPO304567	XENTR11068, XENTR11067
OG0005217	CAPO303096, CAPO306650	XENTR03391
OG0005221	CAPO306723	XENTR07925
OG0005222	CAPO305567	XENTR10211
OG0005223	CAPO302922	XENTR05366
OG0005224	CAPO300521	XENTR10962
OG0005228	CAPO300902	XENTR02196
OG0005229	CAPO300950	XENTR09269
OG0005230	CAPO305306	XENTR00510
OG0005231	CAPO307526	XENTR14785
OG0005233	CAPO307259	XENTR17925
OG0005234	CAPO306586, CAPO305435	XENTR16079
OG0005237	CAPO300405	XENTR12797
OG0005238	CAPO307942	XENTR07727
OG0005239	CAPO305851	XENTR11710, XENTR12808
OG0005240	CAPO302162	XENTR15629, XENTR13415
OG0005241	CAPO301367	XENTR09900
OG0005243	CAPO302946	XENTR01383
OG0005244	CAPO301413	XENTR07088, XENTR07089, XENTR03819
OG0005245	CAPO305774	XENTR06279
OG0005247	CAPO305218	XENTR02931
OG0005249	CAPO306769	XENTR06111, XENTR06112
OG0005250	CAPO304032	XENTR05467
OG0005251	CAPO306449	XENTR07883
OG0005253	CAPO307867	XENTR10902
OG0005254	CAPO304356	XENTR17441
OG0005255	CAPO303838, CAPO300416, CAPO307726	XENTR08746, XENTR08745, XENTR17482
OG0005257	CAPO302797	XENTR05574
OG0005258	CAPO301990	XENTR02828
OG0005259	CAPO303873	XENTR02830
OG0005261	CAPO305240	XENTR04489, XENTR03622
OG0005262	CAPO301884	XENTR12919
OG0005265	CAPO305767	XENTR03437
OG0005267	CAPO300315	XENTR00612
OG0005268	CAPO302457	XENTR10041
OG0005269	CAPO303868	XENTR02825
OG0005271	CAPO303459	XENTR00154
OG0005272	CAPO300142	XENTR03770, XENTR03769
OG0005273	CAPO302742	XENTR02049
OG0005275	CAPO301557	XENTR07020
OG0005277	CAPO302973, CAPO308033	XENTR11704
OG0005278	CAPO306576, CAPO308328	XENTR10581
OG0005279	CAPO304182	XENTR15127
OG0005280	CAPO306635	XENTR14213
OG0005285	CAPO302006	XENTR04551
OG0005289	CAPO304679	XENTR11766
OG0005292	CAPO300881	XENTR17077
OG0005293	CAPO303402	XENTR03075
OG0005294	CAPO306913	XENTR11029
OG0005295	CAPO304907	XENTR03857
OG0005298	CAPO307279	XENTR19199, XENTR08341
OG0005299	CAPO304069	XENTR00453
OG0005300	CAPO304452	XENTR09324, XENTR09323
OG0005301	CAPO307444	XENTR00866
OG0005303	CAPO304454	XENTR08944, XENTR08943
OG0005305	CAPO301003	XENTR02973, XENTR02972
OG0005309	CAPO306631	XENTR06467
OG0005312	CAPO307454, CAPO303466	XENTR11281
OG0005314	CAPO302074	XENTR18994
OG0005315	CAPO302427	XENTR01293
OG0005316	CAPO301704	XENTR15429
OG0005317	CAPO307168	XENTR02322
OG0005318	CAPO308249	XENTR04452
OG0005319	CAPO302638	XENTR12909
OG0005322	CAPO308079	XENTR15003, XENTR15102
OG0005323	CAPO307349	XENTR05721
OG0005326	CAPO303331	XENTR16643, XENTR15679
OG0005359	CAPO300630	XENTR02870
OG0005360	CAPO303782	XENTR13876
OG0005364	CAPO300756	XENTR08233
OG0005365	CAPO303866	XENTR04880
OG0005366	CAPO300645	XENTR14103
OG0005367	CAPO304113	XENTR00190
OG0005370	CAPO303423	XENTR18458, XENTR19057
OG0005371	CAPO306407	XENTR04241
OG0005373	CAPO302507	XENTR01008
OG0005374	CAPO300609	XENTR09396
OG0005375	CAPO305216	XENTR02759
OG0005377	CAPO307926	XENTR04948, XENTR00820
OG0005378	CAPO301284	XENTR00855
OG0005379	CAPO303714	XENTR01811
OG0005380	CAPO306791	XENTR03184
OG0005381	CAPO301325	XENTR14515
OG0005384	CAPO300411	XENTR09338, XENTR09337
OG0005385	CAPO305502	XENTR06538
OG0005386	CAPO307872	XENTR04916
OG0005388	CAPO301274	XENTR15369
OG0005389	CAPO300599	XENTR11588
OG0005390	CAPO301450	XENTR00330
OG0005391	CAPO302409	XENTR15124
OG0005393	CAPO302465	XENTR11001
OG0005394	CAPO306444	XENTR11004
OG0005395	CAPO302966	XENTR10404
OG0005396	CAPO301185	XENTR03688
OG0005398	CAPO301199	XENTR08769
OG0005400	CAPO301149	XENTR14635
OG0005402	CAPO307246	XENTR03106
OG0005403	CAPO303785	XENTR17033
OG0005404	CAPO306644	XENTR17345
OG0005405	CAPO304677	XENTR07454
OG0005406	CAPO301050	XENTR02598
OG0005408	CAPO306656	XENTR12460
OG0005409	CAPO304722	XENTR07635
OG0005412	CAPO300143	XENTR08400
OG0005413	CAPO304093	XENTR11238
OG0005414	CAPO301252, CAPO301167	XENTR13840
OG0005417	CAPO302063	XENTR07337
OG0005422	CAPO303205	XENTR13886
OG0005424	CAPO305286	XENTR14032, XENTR14031
OG0005425	CAPO300175	XENTR12889
OG0005427	CAPO301444	XENTR06952
OG0005430	CAPO302295	XENTR05965
OG0005431	CAPO304591	XENTR10737
OG0005433	CAPO303786	XENTR08308, XENTR06429
OG0005434	CAPO302858	XENTR16403
OG0005435	CAPO303045	XENTR04202
OG0005437	CAPO308137	XENTR14536
OG0005438	CAPO302494	XENTR03938
OG0005439	CAPO304206	XENTR07633
OG0005440	CAPO303719	XENTR08105
OG0005442	CAPO307582	XENTR02873
OG0005443	CAPO305021	XENTR00196
OG0005444	CAPO300488	XENTR14701, XENTR07462
OG0005446	CAPO300144	XENTR04102
OG0005449	CAPO300543	XENTR13721
OG0005450	CAPO302868	XENTR14386
OG0005451	CAPO300480	XENTR04508
OG0005454	CAPO307132	XENTR08481
OG0005455	CAPO301855	XENTR17289
OG0005457	CAPO307831	XENTR07274
OG0005459	CAPO304164	XENTR06604
OG0005461	CAPO307668	XENTR14096
OG0005462	CAPO306835	XENTR11426
OG0005463	CAPO303989	XENTR11257
OG0005464	CAPO307986	XENTR18484, XENTR09198
OG0005465	CAPO300347	XENTR12965
OG0005466	CAPO300596	XENTR08557
OG0005467	CAPO305986	XENTR07506, XENTR07507
OG0005468	CAPO306414	XENTR04574
OG0005469	CAPO301614	XENTR04592
OG0005470	CAPO300654	XENTR09775, XENTR18624
OG0005471	CAPO300819	XENTR07127
OG0005474	CAPO304412	XENTR16274
OG0005475	CAPO300271	XENTR17206
OG0005476	CAPO305577, CAPO305762	XENTR01349
OG0005478	CAPO305209	XENTR02516
OG0005479	CAPO300550	XENTR03720
OG0005480	CAPO307314	XENTR09467
OG0005481	CAPO306697, CAPO301416	XENTR00678
OG0005482	CAPO307925	XENTR11679
OG0005483	CAPO304067	XENTR09074
OG0005484	CAPO307524	XENTR03547
OG0005486	CAPO300225	XENTR16007
OG0005487	CAPO300444	XENTR05191
OG0005488	CAPO301054	XENTR10293
OG0005489	CAPO305322	XENTR13955
OG0005490	CAPO300839	XENTR03389, XENTR04160
OG0005491	CAPO305898	XENTR08326
OG0005493	CAPO304618	XENTR09762
OG0005494	CAPO308140	XENTR15571
OG0005495	CAPO305673	XENTR02645
OG0005497	CAPO305501	XENTR08854
OG0005498	CAPO303826	XENTR12205
OG0005499	CAPO306730	XENTR06475
OG0005500	CAPO306535	XENTR10023
OG0005503	CAPO307437	XENTR16936
OG0005504	CAPO300995	XENTR14288
OG0005505	CAPO307588	XENTR04897
OG0005506	CAPO307275	XENTR04715
OG0005508	CAPO308142	XENTR15696
OG0005510	CAPO307083	XENTR07392
OG0005511	CAPO304438	XENTR00029
OG0005514	CAPO305223	XENTR06788
OG0005516	CAPO305610	XENTR06149
OG0005517	CAPO303557	XENTR02145
OG0005518	CAPO300928	XENTR10164
OG0005524	CAPO307077	XENTR12707
OG0005527	CAPO307337	XENTR17011
OG0005528	CAPO302166	XENTR11632
OG0005529	CAPO303996	XENTR17688
OG0005533	CAPO308156	XENTR13999
OG0005534	CAPO300248	XENTR09252
OG0005535	CAPO306427	XENTR07119
OG0005536	CAPO306899	XENTR06991
OG0005537	CAPO305006	XENTR15998
OG0005539	CAPO300487	XENTR12052
OG0005541	CAPO302610	XENTR12050
OG0005545	CAPO307853	XENTR06846
OG0005550	CAPO303338	XENTR12418
OG0005553	CAPO308016	XENTR15410
OG0005554	CAPO307360	XENTR05944
OG0005555	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548	XENTR10803
OG0005556	CAPO301726	XENTR14514
OG0005558	CAPO301773	XENTR03041, XENTR15786
OG0005559	CAPO302392	XENTR13684
OG0005560	CAPO302459	XENTR15812, XENTR15811
OG0005561	CAPO307649	XENTR06582
OG0005562	CAPO300157	XENTR02636
OG0005563	CAPO300985	XENTR02726
OG0005564	CAPO307593	XENTR17105, XENTR17106
OG0005566	CAPO308091	XENTR10299
OG0005569	CAPO301394	XENTR17293
OG0005572	CAPO300415	XENTR07077
OG0005574	CAPO305418	XENTR02685
OG0005578	CAPO300834	XENTR14508
OG0005580	CAPO308283	XENTR00171
OG0005581	CAPO303973	XENTR11345
OG0005582	CAPO306123	XENTR10959
OG0005583	CAPO303824	XENTR00563, XENTR00562, XENTR12120
OG0005584	CAPO302871	XENTR08324
OG0005586	CAPO303784	XENTR09184, XENTR16599
OG0005588	CAPO305990	XENTR12384
OG0005589	CAPO305989	XENTR05397
OG0005590	CAPO302905	XENTR02733
OG0005592	CAPO305870	XENTR06518
OG0005595	CAPO306737	XENTR11389
OG0005597	CAPO301334	XENTR02744
OG0005598	CAPO300035	XENTR10064
OG0005599	CAPO302061	XENTR07033
OG0005600	CAPO300445	XENTR06836
OG0005603	CAPO303949	XENTR15261
OG0005604	CAPO303855	XENTR10587
OG0005605	CAPO300782	XENTR06732
OG0005608	CAPO303058	XENTR08987
OG0005611	CAPO304396	XENTR11206, XENTR12709
OG0005613	CAPO301790	XENTR13054
OG0005615	CAPO302186	XENTR19050
OG0005616	CAPO302310	XENTR04493
OG0005617	CAPO300131	XENTR00367, XENTR04722
OG0005618	CAPO307702	XENTR09196
OG0005620	CAPO306094	XENTR02818, XENTR00745
OG0005621	CAPO308123	XENTR15318
OG0005622	CAPO307903	XENTR09076
OG0005623	CAPO300779	XENTR00925
OG0005624	CAPO300652	XENTR02879
OG0005625	CAPO302221	XENTR12463
OG0005626	CAPO308220	XENTR04034
OG0005629	CAPO302575	XENTR11616
OG0005630	CAPO301786, CAPO307219	XENTR11734
OG0005631	CAPO300791	XENTR17147
OG0005632	CAPO303472	XENTR16922
OG0005633	CAPO302097	XENTR13094
OG0005636	CAPO302060	XENTR09495, XENTR18731
OG0005637	CAPO305600	XENTR01111, XENTR01112
OG0005639	CAPO306397	XENTR09590
OG0005641	CAPO302343	XENTR13957
OG0005642	CAPO307460	XENTR07034
OG0005643	CAPO307244	XENTR18786, XENTR13016
OG0005644	CAPO303605	XENTR06539
OG0005649	CAPO304011	XENTR14451, XENTR16243, XENTR16242
OG0005652	CAPO301437	XENTR02555
OG0005654	CAPO306680	XENTR10207, XENTR09332
OG0005656	CAPO306816	XENTR15758
OG0005665	CAPO306931	XENTR13236, XENTR13784
OG0005681	CAPO302618	XENTR08432
OG0005690	CAPO303792	XENTR19277
OG0005694	CAPO302741	XENTR10066
OG0005695	CAPO303401	XENTR14131
OG0005701	CAPO304311	XENTR13549
OG0005702	CAPO302394	XENTR05785
OG0005703	CAPO307490	XENTR16414
OG0005707	CAPO303751	XENTR13799
OG0005708	CAPO306478	XENTR16853, XENTR16852, XENTR19233
OG0005710	CAPO307544	XENTR14786
OG0005712	CAPO302811	XENTR07393
OG0005714	CAPO302016	XENTR15409
OG0005715	CAPO302774	XENTR13785
OG0005717	CAPO303289	XENTR11396
OG0005719	CAPO300934	XENTR17722
OG0005721	CAPO302442	XENTR01507
OG0005723	CAPO301560	XENTR02798
OG0005724	CAPO305737	XENTR08971
OG0005725	CAPO304382	XENTR00954
OG0005726	CAPO306255	XENTR11215, XENTR18879
OG0005728	CAPO300070	XENTR13816
OG0005729	CAPO306373	XENTR17527, XENTR14626
OG0005731	CAPO304326	XENTR07331
OG0005732	CAPO306509	XENTR01849
OG0005733	CAPO307250	XENTR12818
OG0005734	CAPO307857	XENTR16904
OG0005735	CAPO306353	XENTR16094
OG0005738	CAPO304853	XENTR03189
OG0005739	CAPO308247	XENTR17412, XENTR02121
OG0005741	CAPO303042	XENTR10578
OG0005742	CAPO300464, CAPO302075	XENTR03320
OG0005744	CAPO302669	XENTR14995
OG0005746	CAPO304136	XENTR14223
OG0005747	CAPO300949	XENTR12914
OG0005749	CAPO300768	XENTR13666
OG0005750	CAPO304369	XENTR13184
OG0005751	CAPO302377	XENTR02420
OG0005758	CAPO304832	XENTR03080
OG0005759	CAPO305998	XENTR13135
OG0005762	CAPO307808	XENTR09892
OG0005764	CAPO302285	XENTR11684
OG0005766	CAPO307164	XENTR03092
OG0005769	CAPO301036	XENTR04692
OG0005770	CAPO306340	XENTR07769
OG0005771	CAPO301571	XENTR17752
OG0005774	CAPO303542	XENTR06210
OG0005775	CAPO306153	XENTR03909
OG0005776	CAPO303568, CAPO307316	XENTR14277, XENTR17148
OG0005779	CAPO306436	XENTR01952
OG0005781	CAPO303884	XENTR09353
OG0005782	CAPO300230	XENTR16752
OG0005783	CAPO303474	XENTR18413
OG0005784	CAPO302307	XENTR13380
OG0005787	CAPO307830	XENTR19090
OG0005788	CAPO300037	XENTR18303
OG0005789	CAPO303327	XENTR00490
OG0005790	CAPO304988	XENTR09099
OG0005792	CAPO301624	XENTR15781, XENTR15780
OG0005793	CAPO300669	XENTR12617
OG0005794	CAPO302027	XENTR09199
OG0005795	CAPO305005	XENTR01918
OG0005796	CAPO305004	XENTR01931
OG0005797	CAPO301712	XENTR10908
OG0005799	CAPO305503	XENTR11641
OG0005800	CAPO306663, CAPO303116	XENTR01754
OG0005801	CAPO305293	XENTR11859
OG0005803	CAPO307068	XENTR17154
OG0005807	CAPO304282	XENTR12847
OG0005808	CAPO300610	XENTR11121
OG0005810	CAPO305026	XENTR17295
OG0005811	CAPO304151	XENTR03035
OG0005812	CAPO305500	XENTR15789
OG0005814	CAPO301343	XENTR04732, XENTR04731
OG0005815	CAPO306106	XENTR06350
OG0005817	CAPO300290	XENTR13699
OG0005818	CAPO302009	XENTR10792
OG0005819	CAPO301574	XENTR13214
OG0005821	CAPO300824	XENTR10629
OG0005823	CAPO300775	XENTR09463
OG0005824	CAPO303629	XENTR08106
OG0005825	CAPO302227	XENTR00609
OG0005828	CAPO303954	XENTR12512, XENTR12511
OG0005831	CAPO302864	XENTR13713
OG0005832	CAPO302018	XENTR09883
OG0005834	CAPO306049, CAPO302406, CAPO305685, CAPO305497	XENTR15796
OG0005835	CAPO306285	XENTR13416
OG0005837	CAPO300250	XENTR12226
OG0005838	CAPO302560	XENTR15966
OG0005840	CAPO305424	XENTR11551
OG0005842	CAPO304596	XENTR02998
OG0005843	CAPO307528	XENTR06586
OG0005845	CAPO307070	XENTR09452
OG0005847	CAPO305680	XENTR15396
OG0005848	CAPO307829	XENTR01693
OG0005849	CAPO303230	XENTR16028
OG0005850	CAPO307194	XENTR09236
OG0005851	CAPO302674	XENTR00048
OG0005852	CAPO306738	XENTR02341
OG0005853	CAPO305397	XENTR11690
OG0005856	CAPO308178	XENTR09508, XENTR11365
OG0005857	CAPO301639	XENTR09453
OG0005858	CAPO305203	XENTR01140
OG0005859	CAPO307160	XENTR04008, XENTR19125
OG0005860	CAPO300029	XENTR17203
OG0005863	CAPO304301	XENTR16855
OG0005864	CAPO301932	XENTR01946
OG0005865	CAPO303346	XENTR18360
OG0005866	CAPO302021	XENTR14392
OG0005869	CAPO305217	XENTR02475
OG0005870	CAPO305120	XENTR03986
OG0005872	CAPO301101	XENTR11811
OG0005874	CAPO301503	XENTR12341
OG0005875	CAPO307256	XENTR08470
OG0005876	CAPO301107	XENTR11129
OG0005877	CAPO303218	XENTR09830
OG0005878	CAPO307565	XENTR04121
OG0005879	CAPO305924	XENTR00215
OG0005880	CAPO303914	XENTR06014
OG0005884	CAPO302326	XENTR05536
OG0005886	CAPO302755	XENTR11697
OG0005887	CAPO307435, CAPO303666	XENTR14900
OG0005888	CAPO305237	XENTR04928
OG0005889	CAPO306476	XENTR00662
OG0005890	CAPO303293	XENTR17071
OG0005892	CAPO304793	XENTR09555
OG0005893	CAPO302656	XENTR00920
OG0005894	CAPO302802	XENTR00891, XENTR13041
OG0005897	CAPO306226	XENTR08676, XENTR08677
OG0005898	CAPO304352	XENTR14156
OG0005899	CAPO306295	XENTR04251
OG0005901	CAPO307343	XENTR00489
OG0005902	CAPO305014, CAPO305124	XENTR05146
OG0005903	CAPO306042	XENTR08468
OG0005907	CAPO306181	XENTR00375
OG0005909	CAPO304980	XENTR14750
OG0005910	CAPO304445	XENTR16642
OG0005914	CAPO304812	XENTR11305
OG0005915	CAPO301830	XENTR05918, XENTR02333
OG0005918	CAPO304132	XENTR03925
OG0005919	CAPO301677	XENTR00097, XENTR00096
OG0005921	CAPO301707	XENTR00634
OG0005922	CAPO301561	XENTR19143
OG0005923	CAPO302607	XENTR16075
OG0005924	CAPO300900	XENTR10424
OG0005926	CAPO306981	XENTR04964
OG0005929	CAPO308208	XENTR12228
OG0005931	CAPO306162	XENTR01406
OG0005932	CAPO300797	XENTR00959
OG0005933	CAPO301858	XENTR12800
OG0005936	CAPO302424	XENTR08342
OG0005937	CAPO304550	XENTR01329
OG0005938	CAPO300395	XENTR11016
OG0005940	CAPO300232	XENTR13085
OG0005941	CAPO302544	XENTR16921
OG0005942	CAPO305649	XENTR04947
OG0005943	CAPO304448	XENTR05606
OG0005944	CAPO302321	XENTR16564, XENTR16566, XENTR16565
OG0005946	CAPO302043	XENTR06821
OG0005947	CAPO308067, CAPO304545	XENTR09350
OG0005949	CAPO305776	XENTR12509
OG0005950	CAPO302730	XENTR08032
OG0005951	CAPO305823	XENTR05040
OG0005952	CAPO302748	XENTR01948
OG0005953	CAPO300018	XENTR07440, XENTR07441, XENTR05811
OG0005954	CAPO300472	XENTR00461
OG0005955	CAPO308169	XENTR02212
OG0005958	CAPO305231	XENTR06687
OG0005959	CAPO303727	XENTR18932
OG0005960	CAPO306619	XENTR04253, XENTR04254
OG0005961	CAPO301401	XENTR07970
OG0005965	CAPO304971	XENTR11562
OG0005966	CAPO303149	XENTR07355
OG0005967	CAPO304145	XENTR04824
OG0005968	CAPO307899	XENTR13328
OG0005969	CAPO304815	XENTR16955
OG0005970	CAPO300012	XENTR04665
OG0005972	CAPO306254	XENTR02124
OG0005973	CAPO301806	XENTR10954
OG0005974	CAPO300269	XENTR04691
OG0005975	CAPO301864	XENTR02304
OG0005976	CAPO304330	XENTR10013
OG0005977	CAPO302621	XENTR12877
OG0005978	CAPO302579	XENTR14183
OG0005982	CAPO302153	XENTR04745
OG0005983	CAPO305305	XENTR09070
OG0005984	CAPO303854	XENTR12144
OG0005985	CAPO305361	XENTR06983
OG0005986	CAPO306131	XENTR04122
OG0005987	CAPO307262	XENTR08582, XENTR11918
OG0005989	CAPO304449	XENTR16020
OG0005991	CAPO304070	XENTR15975
OG0005993	CAPO301813	XENTR12270
OG0005996	CAPO304073	XENTR13072
OG0005997	CAPO307298	XENTR04497, XENTR03748
OG0005998	CAPO304281	XENTR00864
OG0006000	CAPO304784	XENTR14856
OG0006001	CAPO300287	XENTR12132
OG0006002	CAPO300104	XENTR00392
OG0006003	CAPO307004	XENTR08305
OG0006005	CAPO300498	XENTR01598
OG0006008	CAPO304325	XENTR10519
OG0006009	CAPO302680	XENTR12472
OG0006011	CAPO305929	XENTR06316
OG0006012	CAPO306003	XENTR02675
OG0006013	CAPO306786	XENTR12938
OG0006031	CAPO307805	XENTR01463
OG0006059	CAPO306968	XENTR17303
OG0006062	CAPO305933	XENTR01805
OG0006063	CAPO300774	XENTR07530
OG0006064	CAPO304870	XENTR10338
OG0006065	CAPO301967	XENTR04759
OG0006066	CAPO300852	XENTR15153
OG0006069	CAPO305608	XENTR12713
OG0006072	CAPO303438	XENTR09314, XENTR09315
OG0006073	CAPO303232	XENTR14776
OG0006074	CAPO305192	XENTR12108
OG0006079	CAPO300122	XENTR01421
OG0006081	CAPO304015	XENTR12883
OG0006084	CAPO303975	XENTR03553, XENTR03554
OG0006085	CAPO306971	XENTR01611
OG0006087	CAPO307633	XENTR04594
OG0006090	CAPO303628	XENTR13443
OG0006094	CAPO301083	XENTR03083
OG0006095	CAPO308333, CAPO301147	XENTR14710
OG0006096	CAPO305316	XENTR06329
OG0006097	CAPO305425	XENTR12426
OG0006098	CAPO300607	XENTR08186
OG0006101	CAPO301377	XENTR01439
OG0006103	CAPO308138	XENTR08008
OG0006107	CAPO302627	XENTR14034, XENTR14033
OG0006108	CAPO302650	XENTR12923
OG0006110	CAPO302693	XENTR10136
OG0006111	CAPO304724	XENTR17823, XENTR17822
OG0006113	CAPO307626	XENTR04621
OG0006114	CAPO304178	XENTR02803
OG0006115	CAPO306466	XENTR09139
OG0006116	CAPO304187	XENTR14543
OG0006117	CAPO302456	XENTR13745
OG0006118	CAPO306890	XENTR03384
OG0006119	CAPO305308	XENTR08875
OG0006121	CAPO308090	XENTR10914
OG0006122	CAPO302744	XENTR13129
OG0006124	CAPO304805	XENTR07608
OG0006125	CAPO306355	XENTR12664
OG0006127	CAPO301362	XENTR07638
OG0006128	CAPO301150	XENTR13569
OG0006129	CAPO300938	XENTR03488, XENTR13796
OG0006131	CAPO303965	XENTR16174
OG0006132	CAPO307591	XENTR09551
OG0006133	CAPO304297	XENTR09837
OG0006134	CAPO307652	XENTR14999
OG0006135	CAPO307747	XENTR12446
OG0006136	CAPO304577	XENTR05198
OG0006137	CAPO303566	XENTR17758
OG0006139	CAPO301488	XENTR17331
OG0006140	CAPO301396	XENTR03667
OG0006141	CAPO302378	XENTR00345
OG0006144	CAPO307727	XENTR06622, XENTR06621
OG0006145	CAPO304370	XENTR04064
OG0006147	CAPO306222	XENTR13313
OG0006148	CAPO302407	XENTR04750
OG0006149	CAPO301175	XENTR11705
OG0006151	CAPO304128	XENTR10086
OG0006152	CAPO306493	XENTR07468
OG0006153	CAPO305107	XENTR05646
OG0006155	CAPO301956	XENTR12154
OG0006156	CAPO304652	XENTR16540
OG0006158	CAPO307937	XENTR14287, XENTR03057
OG0006159	CAPO307030	XENTR18552
OG0006160	CAPO304978	XENTR06388
OG0006161	CAPO301615	XENTR03324
OG0006162	CAPO300392	XENTR09836, XENTR09835
OG0006164	CAPO307640	XENTR18051
OG0006168	CAPO306154	XENTR04926
OG0006169	CAPO305149	XENTR17131
OG0006176	CAPO304797	XENTR14826
OG0006177	CAPO306017	XENTR13707
OG0006178	CAPO306742	XENTR08742
OG0006179	CAPO307840	XENTR11876
OG0006180	CAPO308064	XENTR04977
OG0006182	CAPO300329	XENTR17070
OG0006183	CAPO306749	XENTR04770
OG0006185	CAPO301640	XENTR04641
OG0006186	CAPO304672	XENTR02839
OG0006187	CAPO303722	XENTR12298, XENTR12297
OG0006188	CAPO307979	XENTR08108
OG0006190	CAPO304791	XENTR15217
OG0006191	CAPO301907	XENTR17542
OG0006192	CAPO308099	XENTR14355
OG0006195	CAPO308346, CAPO305489	XENTR15174
OG0006196	CAPO304854	XENTR03085
OG0006198	CAPO306368	XENTR13099
OG0006199	CAPO307861	XENTR06761, XENTR06762
OG0006202	CAPO307311	XENTR15922
OG0006204	CAPO307074	XENTR13371
OG0006205	CAPO306928	XENTR08784, XENTR08783
