Orthogroup	CAPO3	PFLAV
OG0001957	CAPO307027	TCONS_00005252.p1
OG0001961	CAPO301591	TCONS_00016718.p1, TCONS_00016717.p1
OG0001963	CAPO304559	TCONS_00028704.p1
OG0001964	CAPO306144	TCONS_00020853.p1
OG0001965	CAPO305377	TCONS_00012740.p1
OG0001966	CAPO308069	TCONS_00028386.p1
OG0001968	CAPO303436	TCONS_00027006.p1, TCONS_00016338.p1
OG0001969	CAPO301897	TCONS_00029792.p1
OG0001972	CAPO302726	TCONS_00051254.p1
OG0001985	CAPO307425	TCONS_00005786.p1, TCONS_00005800.p1
OG0001988	CAPO301454	TCONS_00046879.p1, TCONS_00045602.p1
OG0001989	CAPO303699	TCONS_00025198.p1, TCONS_00023838.p1
OG0001992	CAPO301694	TCONS_00002537.p1, TCONS_00002538.p1
OG0001994	CAPO307422	TCONS_00005754.p1
OG0001998	CAPO304168	TCONS_00006078.p1
OG0001999	CAPO303159	TCONS_00013479.p1, TCONS_00036366.p1
OG0002000	CAPO305912	TCONS_00041179.p1, TCONS_00041168.p1, TCONS_00041180.p1
OG0002001	CAPO301730, CAPO305766	TCONS_00032791.p1
OG0002003	CAPO306645	TCONS_00010056.p1
OG0002004	CAPO305661, CAPO300359	TCONS_00029284.p1, TCONS_00029672.p1
OG0002006	CAPO302881	TCONS_00014867.p1, TCONS_00056040.p1
OG0002007	CAPO301764	TCONS_00030681.p1, TCONS_00030678.p1, TCONS_00030679.p1, TCONS_00030680.p1
OG0002008	CAPO308237	TCONS_00031340.p1
OG0002009	CAPO305521	TCONS_00021320.p1
OG0002009	CAPO304107	TCONS_00011711.p1
OG0002010	CAPO303286	TCONS_00013063.p1
OG0002011	CAPO305222	TCONS_00008082.p1
OG0002014	CAPO305309	TCONS_00048978.p1
OG0002015	CAPO304377	TCONS_00013617.p1, TCONS_00013618.p1
OG0002016	CAPO300736, CAPO303360	TCONS_00029913.p1
OG0002019	CAPO303943, CAPO301189	TCONS_00054930.p1
OG0002020	CAPO301809, CAPO306607	TCONS_00026937.p1
OG0002024	CAPO300776	TCONS_00016678.p1
OG0002025	CAPO301502	TCONS_00012686.p1
OG0002026	CAPO307889, CAPO306582	TCONS_00043777.p1, TCONS_00006684.p1, TCONS_00006660.p1, TCONS_00042481.p1
OG0002027	CAPO307021	TCONS_00021839.p1
OG0002029	CAPO303181	TCONS_00017766.p1
OG0002030	CAPO303987	TCONS_00017784.p1
OG0002031	CAPO300135	TCONS_00020688.p1
OG0002032	CAPO304689	TCONS_00034955.p1
OG0002034	CAPO306318	TCONS_00007407.p1
OG0002042	CAPO300525	TCONS_00029328.p1, TCONS_00029332.p1
OG0002043	CAPO306649	TCONS_00046268.p1
OG0002058	CAPO300289	TCONS_00052160.p1, TCONS_00052147.p1
OG0002061	CAPO307339	TCONS_00026721.p1, TCONS_00041534.p1
OG0002062	CAPO301382	TCONS_00033556.p1
OG0002063	CAPO302417	TCONS_00001535.p1
OG0002066	CAPO300576	TCONS_00046853.p1
OG0002067	CAPO302721	TCONS_00012901.p1
OG0002068	CAPO303650	TCONS_00011296.p1, TCONS_00011273.p1
OG0002069	CAPO306402	TCONS_00016808.p1
OG0002073	CAPO302333	TCONS_00026684.p1
OG0002074	CAPO304152	TCONS_00025128.p1, TCONS_00028366.p1
OG0002074	CAPO307137	TCONS_00033855.p1
OG0002076	CAPO303117	TCONS_00020196.p1
OG0002078	CAPO302217	TCONS_00014129.p1
OG0002079	CAPO301402	TCONS_00043334.p1, TCONS_00043336.p1
OG0002080	CAPO307474, CAPO307552	TCONS_00037400.p1, TCONS_00037399.p1
OG0002081	CAPO300584	TCONS_00042932.p1, TCONS_00015660.p1, TCONS_00042930.p1, TCONS_00042929.p1, TCONS_00042931.p1, TCONS_00042927.p1
OG0002084	CAPO300150	TCONS_00027488.p1, TCONS_00026209.p1, TCONS_00026576.p1
OG0002087	CAPO306536	TCONS_00016257.p1
OG0002093	CAPO304254	TCONS_00024002.p1
OG0002094	CAPO303399	TCONS_00049467.p1
OG0002097	CAPO302111	TCONS_00021590.p1
OG0002099	CAPO306675	TCONS_00012044.p1
OG0002101	CAPO307803	TCONS_00054289.p1
OG0002103	CAPO305235	TCONS_00012029.p1
OG0002106	CAPO300071	TCONS_00045048.p1
OG0002108	CAPO303834	TCONS_00002654.p1
OG0002122	CAPO300191	TCONS_00041649.p1, TCONS_00027841.p1
OG0002123	CAPO303373	TCONS_00046235.p1
OG0002124	CAPO300980	TCONS_00011690.p1, TCONS_00011693.p1, TCONS_00011694.p1, TCONS_00015538.p1, TCONS_00015539.p1
OG0002129	CAPO305068	TCONS_00042981.p1
OG0002130	CAPO301943	TCONS_00000887.p1
OG0002131	CAPO302159	TCONS_00028419.p1
OG0002135	CAPO300616, CAPO300802	TCONS_00002121.p1
OG0002136	CAPO300292	TCONS_00056305.p1, TCONS_00056335.p1
OG0002137	CAPO306593	TCONS_00044929.p1
OG0002138	CAPO304101	TCONS_00023522.p1, TCONS_00023530.p1
OG0002140	CAPO300489	TCONS_00045963.p1
OG0002141	CAPO300491	TCONS_00043162.p1, TCONS_00043161.p1
OG0002144	CAPO308205	TCONS_00004896.p1
OG0002145	CAPO305963	TCONS_00049559.p1
OG0002146	CAPO303694	TCONS_00048234.p1
OG0002148	CAPO301311	TCONS_00014776.p1, TCONS_00010216.p1, TCONS_00009582.p1
OG0002150	CAPO305991	TCONS_00032563.p1, TCONS_00032550.p1
OG0002151	CAPO300513	TCONS_00013878.p1
OG0002152	CAPO305214	TCONS_00046182.p1
OG0002156	CAPO307789	TCONS_00042375.p1
OG0002158	CAPO300426	TCONS_00044976.p1
OG0002159	CAPO301618	TCONS_00023453.p1, TCONS_00023496.p1, TCONS_00023988.p1, TCONS_00023989.p1, TCONS_00033763.p1, TCONS_00023498.p1, TCONS_00023455.p1, TCONS_00023454.p1, TCONS_00023497.p1
OG0002160	CAPO306354	TCONS_00012905.p1
OG0002165	CAPO306860	TCONS_00036251.p1, TCONS_00036249.p1, TCONS_00036250.p1, TCONS_00038997.p1, TCONS_00023828.p1, TCONS_00023829.p1, TCONS_00036034.p1, TCONS_00055391.p1, TCONS_00053255.p1, TCONS_00055389.p1, TCONS_00055388.p1, TCONS_00007406.p1
OG0002166	CAPO300536	TCONS_00005655.p1, TCONS_00005656.p1
OG0002168	CAPO305846	TCONS_00017536.p1, TCONS_00052942.p1
OG0002169	CAPO305188, CAPO305186	TCONS_00026602.p1
OG0002170	CAPO306065	TCONS_00019118.p1, TCONS_00056271.p1
OG0002171	CAPO300657	TCONS_00009303.p1
OG0002172	CAPO300117	TCONS_00037411.p1
OG0002173	CAPO300163	TCONS_00028847.p1
OG0002177	CAPO303715	TCONS_00009605.p1
OG0002178	CAPO300762	TCONS_00013019.p1
OG0002179	CAPO301344	TCONS_00010125.p1
OG0002182	CAPO300304	TCONS_00048307.p1
OG0002184	CAPO302808	TCONS_00052864.p1
OG0002185	CAPO306894	TCONS_00008754.p1
OG0002187	CAPO303260	TCONS_00014770.p1
OG0002188	CAPO307308	TCONS_00035784.p1, TCONS_00041270.p1, TCONS_00035796.p1, TCONS_00035733.p1, TCONS_00035732.p1, TCONS_00035728.p1
OG0002189	CAPO302919, CAPO302901	TCONS_00046357.p1, TCONS_00035977.p1, TCONS_00035976.p1, TCONS_00052736.p1, TCONS_00041437.p1
OG0002190	CAPO305794	TCONS_00034775.p1
OG0002191	CAPO306349	TCONS_00003677.p1
OG0002193	CAPO307827, CAPO303661	TCONS_00053913.p1
OG0002198	CAPO307154	TCONS_00042316.p1, TCONS_00042263.p1
OG0002199	CAPO306236, CAPO308165	TCONS_00055783.p1
OG0002201	CAPO305256	TCONS_00009369.p1
OG0002213	CAPO301692	TCONS_00037423.p1, TCONS_00003327.p1, TCONS_00027615.p1, TCONS_00010799.p1, TCONS_00000026.p1, TCONS_00044630.p1
OG0002216	CAPO308083	TCONS_00028918.p1
OG0002217	CAPO303403	TCONS_00016609.p1
OG0002219	CAPO301953	TCONS_00017952.p1
OG0002222	CAPO300961	TCONS_00051114.p1
OG0002224	CAPO304952	TCONS_00030817.p1
OG0002225	CAPO301769	TCONS_00009830.p1
OG0002226	CAPO307804	TCONS_00054518.p1
OG0002227	CAPO307820, CAPO307799	TCONS_00031331.p1
OG0002228	CAPO301630, CAPO300068	TCONS_00013201.p1
OG0002229	CAPO308040	TCONS_00006706.p1
OG0002235	CAPO303035	TCONS_00026289.p1
OG0002237	CAPO306506	TCONS_00000299.p1
OG0002239	CAPO301966	TCONS_00029057.p1
OG0002240	CAPO306707	TCONS_00050321.p1, TCONS_00050336.p1
OG0002241	CAPO303979	TCONS_00004764.p1
OG0002243	CAPO301335, CAPO300484	TCONS_00030813.p1
OG0002244	CAPO303840	TCONS_00042618.p1
OG0002245	CAPO302737	TCONS_00017353.p1, TCONS_00017373.p1, TCONS_00017375.p1
OG0002246	CAPO301929	TCONS_00029421.p1
OG0002251	CAPO302537	TCONS_00026075.p1
OG0002252	CAPO304306	TCONS_00014590.p1
OG0002255	CAPO301475, CAPO302337	TCONS_00009456.p1, TCONS_00008291.p1
OG0002257	CAPO303721	TCONS_00020278.p1, TCONS_00020279.p1, TCONS_00020290.p1
OG0002258	CAPO302229	TCONS_00004999.p1
OG0002261	CAPO303559	TCONS_00013936.p1
OG0002263	CAPO304694	TCONS_00022686.p1
OG0002264	CAPO304810	TCONS_00000524.p1
OG0002266	CAPO307392	TCONS_00012478.p1
OG0002270	CAPO302042	TCONS_00055223.p1
OG0002272	CAPO301905	TCONS_00015510.p1
OG0002282	CAPO300014	TCONS_00015711.p1
OG0002284	CAPO304167	TCONS_00020854.p1, TCONS_00021885.p1
OG0002285	CAPO305012	TCONS_00027771.p1
OG0002287	CAPO306430	TCONS_00008056.p1
OG0002288	CAPO306855	TCONS_00030208.p1
OG0002292	CAPO301471	TCONS_00025703.p1
OG0002293	CAPO302207	TCONS_00000166.p1
OG0002294	CAPO300522	TCONS_00053250.p1
OG0002296	CAPO307746	TCONS_00026903.p1
OG0002297	CAPO307845	TCONS_00047346.p1, TCONS_00047347.p1, TCONS_00053171.p1, TCONS_00005206.p1, TCONS_00052473.p1
OG0002312	CAPO305339	TCONS_00026434.p1
OG0002316	CAPO302192	TCONS_00001203.p1
OG0002317	CAPO301129	TCONS_00012174.p1
OG0002318	CAPO302292	TCONS_00016156.p1
OG0002319	CAPO306342	TCONS_00021816.p1
OG0002321	CAPO300390	TCONS_00027515.p1
OG0002322	CAPO300979	TCONS_00013261.p1
OG0002323	CAPO308299	TCONS_00018068.p1
OG0002324	CAPO301866	TCONS_00056780.p1
OG0002325	CAPO300458	TCONS_00039418.p1
OG0002326	CAPO302239	TCONS_00011828.p1
OG0002327	CAPO302954	TCONS_00048456.p1
OG0002330	CAPO300172	TCONS_00056438.p1
OG0002331	CAPO302246	TCONS_00008912.p1
OG0002332	CAPO300761	TCONS_00030224.p1
OG0002337	CAPO307155	TCONS_00006322.p1, TCONS_00006323.p1
OG0002340	CAPO307906	TCONS_00007178.p1
OG0002343	CAPO303889	TCONS_00037477.p1
OG0002344	CAPO307434	TCONS_00005287.p1
OG0002345	CAPO304277	TCONS_00024484.p1
OG0002346	CAPO307106	TCONS_00036837.p1
OG0002348	CAPO302095	TCONS_00043603.p1, TCONS_00043631.p1
OG0002354	CAPO306383	TCONS_00009012.p1, TCONS_00007154.p1, TCONS_00007153.p1
OG0002356	CAPO305051	TCONS_00023766.p1
OG0002357	CAPO302341	TCONS_00039407.p1, TCONS_00040390.p1, TCONS_00039408.p1, TCONS_00010931.p1, TCONS_00040377.p1
OG0002358	CAPO307788	TCONS_00025352.p1, TCONS_00025353.p1, TCONS_00025346.p1
OG0002359	CAPO302128	TCONS_00030335.p1, TCONS_00030343.p1, TCONS_00030342.p1, TCONS_00030334.p1
OG0002361	CAPO304727	TCONS_00010585.p1, TCONS_00010566.p1
OG0002362	CAPO301902	TCONS_00027971.p1
OG0002363	CAPO302980	TCONS_00013126.p1
OG0002364	CAPO306488	TCONS_00009364.p1, TCONS_00009365.p1
OG0002367	CAPO304316	TCONS_00028626.p1
OG0002368	CAPO301447	TCONS_00011160.p1
OG0002369	CAPO301279	TCONS_00011196.p1
OG0002370	CAPO303015	TCONS_00012629.p1
OG0002371	CAPO304426	TCONS_00014361.p1, TCONS_00011477.p1
OG0002372	CAPO303540	TCONS_00005388.p1
OG0002372	CAPO303041	TCONS_00026786.p1
OG0002373	CAPO306145	TCONS_00031420.p1
OG0002374	CAPO302309	TCONS_00007577.p1
OG0002375	CAPO305178, CAPO300285	TCONS_00019563.p1, TCONS_00019570.p1, TCONS_00019565.p1, TCONS_00019569.p1
OG0002376	CAPO304863	TCONS_00011736.p1
OG0002377	CAPO301847	TCONS_00010351.p1
OG0002379	CAPO301214	TCONS_00021268.p1
OG0002396	CAPO302410	TCONS_00011493.p1
OG0002398	CAPO306938	TCONS_00042725.p1
OG0002405	CAPO308161	TCONS_00043959.p1
OG0002406	CAPO304138	TCONS_00050817.p1
OG0002407	CAPO301366	TCONS_00030158.p1
OG0002410	CAPO305170	TCONS_00046159.p1, TCONS_00046151.p1, TCONS_00045061.p1, TCONS_00045059.p1, TCONS_00030582.p1, TCONS_00045063.p1, TCONS_00045068.p1, TCONS_00045066.p1, TCONS_00045069.p1, TCONS_00045058.p1
OG0002411	CAPO305052	TCONS_00056393.p1
OG0002413	CAPO307797	TCONS_00054299.p1
OG0002413	CAPO304716	TCONS_00040471.p2
OG0002414	CAPO304631	TCONS_00017193.p1
OG0002415	CAPO305027	TCONS_00017250.p1
OG0002415	CAPO304905	TCONS_00030241.p1
OG0002418	CAPO303802	TCONS_00052229.p1
OG0002419	CAPO303825	TCONS_00007289.p1, TCONS_00012748.p1
OG0002421	CAPO305365	TCONS_00008938.p1
OG0002422	CAPO302014	TCONS_00002027.p1
OG0002425	CAPO304491	TCONS_00016319.p1
OG0002426	CAPO303294	TCONS_00014333.p1, TCONS_00014321.p1
OG0002429	CAPO305260	TCONS_00007109.p1
OG0002433	CAPO302444	TCONS_00012775.p1
OG0002435	CAPO304613	TCONS_00053680.p1
OG0002436	CAPO307054	TCONS_00004761.p1
OG0002437	CAPO303352	TCONS_00015963.p1
OG0002439	CAPO302565	TCONS_00036465.p1
OG0002441	CAPO304429	TCONS_00002029.p1
OG0002442	CAPO300535	TCONS_00008462.p1
OG0002443	CAPO301424	TCONS_00048568.p1
OG0002445	CAPO304782	TCONS_00000749.p1
OG0002448	CAPO308204	TCONS_00031004.p1
OG0002453	CAPO305834	TCONS_00034175.p1
OG0002454	CAPO305157	TCONS_00004815.p1
OG0002476	CAPO307617	TCONS_00004020.p1, TCONS_00008371.p1
OG0002484	CAPO305360	TCONS_00026141.p1
OG0002486	CAPO303598	TCONS_00002955.p1
OG0002489	CAPO304231	TCONS_00026979.p1
OG0002490	CAPO307409, CAPO300849	TCONS_00048564.p1, TCONS_00013196.p1
OG0002492	CAPO305743	TCONS_00021054.p1
OG0002494	CAPO307620	TCONS_00009396.p1
OG0002495	CAPO306559	TCONS_00002586.p1
OG0002496	CAPO300997	TCONS_00052872.p1
OG0002497	CAPO301629	TCONS_00055160.p1, TCONS_00055194.p1
OG0002499	CAPO308309	TCONS_00024739.p1, TCONS_00002026.p1
OG0002500	CAPO305159	TCONS_00004990.p1
OG0002501	CAPO305150	TCONS_00005124.p1
OG0002502	CAPO304947	TCONS_00017694.p1, TCONS_00018676.p1, TCONS_00050911.p1, TCONS_00050907.p1, TCONS_00054538.p1
OG0002503	CAPO301024	TCONS_00043780.p1
OG0002505	CAPO302692	TCONS_00056754.p1
OG0002507	CAPO303215	TCONS_00052598.p1
OG0002509	CAPO305905, CAPO306732	TCONS_00055432.p1, TCONS_00055419.p1
OG0002510	CAPO305793	TCONS_00040530.p1, TCONS_00040524.p1
OG0002511	CAPO303146	TCONS_00004072.p1
OG0002516	CAPO307569	TCONS_00034986.p1
OG0002518	CAPO304200	TCONS_00051026.p1
OG0002519	CAPO302874	TCONS_00043575.p1
OG0002523	CAPO301008	TCONS_00047652.p1
OG0002525	CAPO300787	TCONS_00055411.p1
OG0002526	CAPO303145	TCONS_00045530.p1
OG0002527	CAPO306066	TCONS_00015718.p2
OG0002528	CAPO301891	TCONS_00026494.p1
OG0002529	CAPO301231, CAPO301232	TCONS_00021072.p1
OG0002531	CAPO304673	TCONS_00003492.p1
OG0002532	CAPO307264, CAPO307265	TCONS_00012757.p1
OG0002533	CAPO302353	TCONS_00005106.p1
OG0002539	CAPO305908	TCONS_00036371.p1
OG0002542	CAPO300062	TCONS_00056409.p1
OG0002543	CAPO306889, CAPO301493	TCONS_00004943.p1
OG0002548	CAPO303502	TCONS_00019309.p1, TCONS_00019311.p1
OG0002555	CAPO301095	TCONS_00003499.p1
OG0002556	CAPO306661	TCONS_00050930.p1, TCONS_00053043.p1, TCONS_00053085.p1, TCONS_00050929.p1, TCONS_00045658.p1, TCONS_00050928.p1, TCONS_00050641.p1, TCONS_00051717.p1, TCONS_00021319.p1, TCONS_00027059.p1, TCONS_00006645.p1, TCONS_00041792.p1, TCONS_00056858.p1
OG0002557	CAPO302757	TCONS_00008156.p1
OG0002558	CAPO301820	TCONS_00011130.p1
OG0002559	CAPO306363	TCONS_00017224.p1
OG0002561	CAPO306761	TCONS_00055930.p1
OG0002562	CAPO305283	TCONS_00053582.p1
OG0002563	CAPO307417	TCONS_00043033.p1
OG0002564	CAPO307297	TCONS_00012617.p1
OG0002565	CAPO302611	TCONS_00026110.p1
OG0002566	CAPO303827	TCONS_00018257.p1
OG0002567	CAPO304319	TCONS_00047678.p1, TCONS_00047681.p1
OG0002569	CAPO306658	TCONS_00034967.p1
OG0002570	CAPO307215	TCONS_00009301.p1
OG0002574	CAPO307488	TCONS_00011783.p1
OG0002587	CAPO300512	TCONS_00008891.p1
OG0002589	CAPO302447	TCONS_00004590.p1, TCONS_00043322.p1
OG0002592	CAPO300278	TCONS_00027490.p1
OG0002594	CAPO304177	TCONS_00008434.p1
OG0002598	CAPO300566	TCONS_00052855.p1
OG0002599	CAPO303706	TCONS_00047444.p1
OG0002600	CAPO305861	TCONS_00030280.p1, TCONS_00006237.p1
OG0002601	CAPO300675	TCONS_00010418.p1
OG0002602	CAPO303637	TCONS_00014207.p1
OG0002603	CAPO302609	TCONS_00052522.p1, TCONS_00052514.p1, TCONS_00052519.p1, TCONS_00013259.p1
OG0002605	CAPO303522	TCONS_00053210.p1
OG0002608	CAPO303192	TCONS_00023837.p1
OG0002609	CAPO304999	TCONS_00029035.p1
OG0002610	CAPO307043	TCONS_00008605.p1
OG0002611	CAPO302425	TCONS_00004066.p1
OG0002617	CAPO307606	TCONS_00043160.p1
OG0002618	CAPO307902	TCONS_00013692.p1
OG0002620	CAPO300598	TCONS_00015581.p1
OG0002621	CAPO305708, CAPO305709, CAPO305858	TCONS_00025101.p1, TCONS_00025102.p1, TCONS_00023156.p1, TCONS_00045456.p1, TCONS_00045431.p1, TCONS_00045457.p1, TCONS_00045432.p1, TCONS_00045458.p1, TCONS_00045460.p1, TCONS_00045434.p1, TCONS_00045225.p1, TCONS_00045234.p1, TCONS_00045461.p1, TCONS_00045435.p1, TCONS_00046213.p1, TCONS_00045459.p1
OG0002624	CAPO307642	TCONS_00009152.p1, TCONS_00009151.p1
OG0002629	CAPO306781	TCONS_00001710.p1
OG0002630	CAPO300618	TCONS_00006926.p1, TCONS_00017759.p1
OG0002631	CAPO302228	TCONS_00000293.p1
OG0002632	CAPO301605	TCONS_00028955.p1
OG0002633	CAPO301845	TCONS_00009804.p1
OG0002634	CAPO303763	TCONS_00028514.p1, TCONS_00028515.p1
OG0002636	CAPO302443	TCONS_00012778.p1
OG0002638	CAPO302461, CAPO301720	TCONS_00023645.p1
OG0002642	CAPO302887	TCONS_00056643.p1, TCONS_00056642.p1
OG0002643	CAPO305403	TCONS_00035689.p1, TCONS_00035551.p1
OG0002644	CAPO300686	TCONS_00044196.p1
OG0002645	CAPO302012	TCONS_00047832.p1, TCONS_00047846.p1
OG0002646	CAPO300302	TCONS_00056457.p1
OG0002652	CAPO305413	TCONS_00007635.p1
OG0002656	CAPO301386	TCONS_00052428.p1, TCONS_00055307.p1
OG0002657	CAPO301921	TCONS_00056535.p1
OG0002659	CAPO302308	TCONS_00017232.p1
OG0002661	CAPO300165	TCONS_00024756.p1, TCONS_00024795.p1, TCONS_00024755.p1
OG0002662	CAPO307949	TCONS_00013016.p1
OG0002663	CAPO308163	TCONS_00022107.p1
OG0002665	CAPO307055	TCONS_00006695.p1, TCONS_00006689.p1
OG0002666	CAPO308350	TCONS_00013352.p1, TCONS_00032472.p1
OG0002668	CAPO301754	TCONS_00009177.p1
OG0002669	CAPO301762	TCONS_00010762.p1, TCONS_00010419.p1, TCONS_00010421.p1, TCONS_00011735.p1, TCONS_00010420.p1
OG0002672	CAPO307527	TCONS_00046517.p1
OG0002677	CAPO303005	TCONS_00013321.p1
OG0002682	CAPO301064	TCONS_00052478.p1
OG0002705	CAPO303959	TCONS_00053434.p1
OG0002706	CAPO306125	TCONS_00014277.p1, TCONS_00014276.p1
OG0002708	CAPO306708	TCONS_00001336.p1
OG0002710	CAPO301641	TCONS_00029431.p1
OG0002715	CAPO303783	TCONS_00049245.p1
OG0002716	CAPO302306	TCONS_00007711.p1
OG0002717	CAPO307873	TCONS_00042110.p1
OG0002718	CAPO306705	TCONS_00050365.p1
OG0002720	CAPO304077	TCONS_00008062.p1, TCONS_00010232.p1
OG0002722	CAPO300697	TCONS_00011837.p1
OG0002726	CAPO303092	TCONS_00031105.p1
OG0002728	CAPO304582	TCONS_00006650.p1, TCONS_00006633.p2
OG0002730	CAPO300185	TCONS_00002286.p1
OG0002731	CAPO304916	TCONS_00015586.p1
OG0002732	CAPO305751	TCONS_00027362.p1
OG0002736	CAPO302364	TCONS_00000152.p1
OG0002739	CAPO303462	TCONS_00043001.p1
OG0002740	CAPO303044	TCONS_00046160.p1
OG0002741	CAPO305001	TCONS_00028376.p1
OG0002743	CAPO305659	TCONS_00055209.p1
OG0002744	CAPO307532	TCONS_00015439.p1
OG0002745	CAPO302960	TCONS_00014235.p1
OG0002746	CAPO301404	TCONS_00039793.p1
OG0002747	CAPO308121	TCONS_00016131.p1
OG0002749	CAPO305516	TCONS_00034797.p1
OG0002750	CAPO305820	TCONS_00047460.p1
OG0002751	CAPO300590	TCONS_00016595.p1
OG0002752	CAPO306571	TCONS_00042881.p1
OG0002753	CAPO301419	TCONS_00047595.p1
OG0002755	CAPO303504	TCONS_00054322.p1, TCONS_00054321.p1, TCONS_00007276.p1
OG0002756	CAPO302206	TCONS_00048920.p1, TCONS_00006067.p1
OG0002757	CAPO301022	TCONS_00055221.p1
OG0002758	CAPO302892, CAPO307678	TCONS_00006270.p1
OG0002760	CAPO306120	TCONS_00049773.p1
OG0002764	CAPO300451	TCONS_00050931.p1
OG0002765	CAPO307679	TCONS_00009341.p1
OG0002766	CAPO300475	TCONS_00049553.p1, TCONS_00049554.p1, TCONS_00004496.p1
OG0002767	CAPO302818	TCONS_00043030.p1
OG0002770	CAPO300723	TCONS_00026098.p1
OG0002771	CAPO307480	TCONS_00011580.p1
OG0002772	CAPO301657	TCONS_00053759.p1
OG0002773	CAPO300783	TCONS_00022345.p1, TCONS_00022344.p1
OG0002774	CAPO301900	TCONS_00028627.p1
OG0002776	CAPO300785	TCONS_00029914.p1
OG0002777	CAPO303340	TCONS_00035943.p1
OG0002779	CAPO306710	TCONS_00051889.p1
OG0002780	CAPO306806	TCONS_00012584.p1
OG0002782	CAPO301842	TCONS_00011132.p1
OG0002785	CAPO300520	TCONS_00054448.p1
OG0002787	CAPO307667	TCONS_00020698.p1
OG0002788	CAPO304831	TCONS_00038074.p1
OG0002790	CAPO302263	TCONS_00042475.p1
OG0002799	CAPO301814	TCONS_00004881.p1
OG0002814	CAPO300792	TCONS_00030568.p1
OG0002815	CAPO305247	TCONS_00000287.p1
OG0002816	CAPO300822	TCONS_00054308.p1
OG0002817	CAPO305631	TCONS_00009559.p1
OG0002818	CAPO300344	TCONS_00049657.p1
OG0002821	CAPO300805, CAPO300806	TCONS_00052856.p1
OG0002822	CAPO300505	TCONS_00014245.p1, TCONS_00013412.p1, TCONS_00014423.p1
OG0002824	CAPO304804	TCONS_00019599.p1
OG0002825	CAPO303958	TCONS_00024295.p1
OG0002826	CAPO305161	TCONS_00009663.p1
OG0002827	CAPO302357	TCONS_00001793.p1, TCONS_00001794.p1, TCONS_00001795.p2
OG0002828	CAPO302033	TCONS_00034310.p1
OG0002831	CAPO303454	TCONS_00035950.p1, TCONS_00035945.p1
OG0002833	CAPO302961	TCONS_00014217.p1
OG0002835	CAPO306542	TCONS_00018725.p1, TCONS_00017643.p1
OG0002836	CAPO301463	TCONS_00052011.p1
OG0002837	CAPO304096	TCONS_00042766.p1
OG0002838	CAPO305478	TCONS_00029902.p1, TCONS_00020903.p1
OG0002839	CAPO302420	TCONS_00004451.p1
OG0002841	CAPO302293	TCONS_00047848.p1, TCONS_00047849.p1, TCONS_00001411.p1, TCONS_00048553.p1
OG0002842	CAPO300353	TCONS_00054700.p1, TCONS_00054625.p1
OG0002843	CAPO300339	TCONS_00030426.p1
OG0002844	CAPO306381, CAPO305443	TCONS_00049299.p1, TCONS_00048042.p1
OG0002845	CAPO305717	TCONS_00049073.p1
OG0002847	CAPO307024	TCONS_00006483.p1
OG0002848	CAPO306888	TCONS_00045223.p1
OG0002850	CAPO305439	TCONS_00051637.p1
OG0002851	CAPO304239	TCONS_00000274.p1
OG0002855	CAPO304751	TCONS_00004539.p1, TCONS_00001780.p1
OG0002855	CAPO304752	TCONS_00001782.p1
OG0002858	CAPO302020	TCONS_00007488.p1, TCONS_00007490.p1
OG0002860	CAPO304305	TCONS_00013248.p1
OG0002864	CAPO303007	TCONS_00019063.p1
OG0002865	CAPO302058	TCONS_00042624.p1
OG0002866	CAPO307089	TCONS_00037598.p1
OG0002868	CAPO307730	TCONS_00052544.p1
OG0002870	CAPO303935	TCONS_00002023.p1
OG0002873	CAPO302439	TCONS_00014159.p1
OG0002875	CAPO302434	TCONS_00009978.p1
OG0002876	CAPO302622	TCONS_00055182.p1, TCONS_00055153.p1, TCONS_00055154.p1
OG0002877	CAPO303139	TCONS_00027894.p1
OG0002878	CAPO304014	TCONS_00007163.p1, TCONS_00008468.p1, TCONS_00007158.p1, TCONS_00007157.p1
OG0002884	CAPO306804	TCONS_00036357.p1
OG0002888	CAPO302979	TCONS_00014583.p1, TCONS_00014580.p1
OG0002890	CAPO307147	TCONS_00007836.p1
OG0002891	CAPO305115	TCONS_00053738.p1
OG0002894	CAPO307506	TCONS_00010576.p1
OG0002895	CAPO306767, CAPO303745	TCONS_00029819.p1
OG0002896	CAPO301218	TCONS_00021246.p1
OG0002897	CAPO306671	TCONS_00041365.p1, TCONS_00031606.p1, TCONS_00041377.p1, TCONS_00032281.p1, TCONS_00041351.p1, TCONS_00041379.p1, TCONS_00031603.p1, TCONS_00031601.p1, TCONS_00031610.p1, TCONS_00031602.p1, TCONS_00041359.p1, TCONS_00041348.p1, TCONS_00041353.p1
OG0002899	CAPO306014	TCONS_00051403.p1, TCONS_00051402.p1
OG0002900	CAPO303795	TCONS_00029824.p1
OG0002902	CAPO300125	TCONS_00013877.p1
OG0002907	CAPO303347	TCONS_00028502.p1
OG0002908	CAPO301293	TCONS_00055243.p1, TCONS_00008542.p1
OG0002909	CAPO302801	TCONS_00047561.p1
OG0002911	CAPO306312	TCONS_00026143.p1
OG0002913	CAPO307505	TCONS_00056620.p1
OG0002914	CAPO304158	TCONS_00046412.p1
OG0002915	CAPO307623	TCONS_00020490.p1
OG0002916	CAPO307991	TCONS_00054595.p1
OG0002917	CAPO304597	TCONS_00021044.p1
