Orthogroup	CAPO3	AMPFI_ok
OG0004826	CAPO302318	AMPFI_16801
OG0004828	CAPO300795	AMPFI_05734
OG0004829	CAPO306677	AMPFI_14364
OG0004830	CAPO304259, CAPO301109	AMPFI_14688
OG0004831	CAPO302539	AMPFI_23688
OG0004832	CAPO300644	AMPFI_13436
OG0004833	CAPO307386, CAPO307385	AMPFI_15371
OG0004835	CAPO307142	AMPFI_18648
OG0004836	CAPO300476	AMPFI_09314
OG0004837	CAPO306341	AMPFI_07200
OG0004838	CAPO300483	AMPFI_00523
OG0004840	CAPO301303	AMPFI_15455
OG0004841	CAPO301073	AMPFI_04987
OG0004842	CAPO307208	AMPFI_12464
OG0004843	CAPO302296	AMPFI_05999
OG0004844	CAPO308225	AMPFI_06737
OG0004845	CAPO300244	AMPFI_23989
OG0004846	CAPO302634	AMPFI_05670
OG0004848	CAPO305802	AMPFI_01262
OG0004849	CAPO302897	AMPFI_05494
OG0004852	CAPO305241	AMPFI_02203, AMPFI_02204
OG0004854	CAPO307677	AMPFI_09220
OG0004855	CAPO307136	AMPFI_05138
OG0004856	CAPO307877	AMPFI_08133
OG0004857	CAPO305126	AMPFI_24333, AMPFI_18826
OG0004858	CAPO306514	AMPFI_04485
OG0004859	CAPO305955	AMPFI_07001
OG0004861	CAPO300721	AMPFI_14242
OG0004863	CAPO300215	AMPFI_07510
OG0004864	CAPO306175	AMPFI_12101
OG0004869	CAPO301505	AMPFI_06152
OG0004873	CAPO305056	AMPFI_06741
OG0004874	CAPO302314	AMPFI_25899, AMPFI_06148
OG0004875	CAPO305599	AMPFI_08200, AMPFI_05988
OG0004879	CAPO304570	AMPFI_08418
OG0004880	CAPO307520	AMPFI_19336, AMPFI_20267
OG0004881	CAPO301856	AMPFI_17196
OG0004882	CAPO307657	AMPFI_11328, AMPFI_23979
OG0004883	CAPO304269	AMPFI_02640
OG0004884	CAPO306875	AMPFI_23984
OG0004886	CAPO304598	AMPFI_08413
OG0004887	CAPO303252	AMPFI_11151
OG0004889	CAPO302860	AMPFI_09646
OG0004892	CAPO308266	AMPFI_12844
OG0004893	CAPO305797	AMPFI_07205
OG0004894	CAPO308103	AMPFI_11572
OG0004895	CAPO301412	AMPFI_08926, AMPFI_19888
OG0004896	CAPO301146, CAPO308332	AMPFI_11433, AMPFI_15316
OG0004897	CAPO300624	AMPFI_08573
OG0004898	CAPO300846	AMPFI_17728, AMPFI_22671
OG0004899	CAPO304701	AMPFI_11063
OG0004900	CAPO300509	AMPFI_10899
OG0004901	CAPO301170	AMPFI_17441
OG0004902	CAPO305853	AMPFI_05534
OG0004903	CAPO304775	AMPFI_10441
OG0004904	CAPO304100	AMPFI_19035
OG0004906	CAPO303480	AMPFI_19154
OG0004907	CAPO307254	AMPFI_13675, AMPFI_04014
OG0004911	CAPO305750	AMPFI_05698
OG0004913	CAPO306717	AMPFI_25699
OG0004914	CAPO301519	AMPFI_08609
OG0004917	CAPO303374	AMPFI_25966
OG0004919	CAPO308082	AMPFI_22764
OG0004920	CAPO302580	AMPFI_11223
OG0004922	CAPO306550	AMPFI_06579
OG0004923	CAPO307943	AMPFI_18875, AMPFI_00985, AMPFI_16529, AMPFI_15260
OG0004924	CAPO304606	AMPFI_05959
OG0004927	CAPO304855	AMPFI_10471
OG0004928	CAPO304691	AMPFI_10056
OG0004932	CAPO306081, CAPO305804	AMPFI_09178
OG0004934	CAPO305066	AMPFI_14737
OG0004935	CAPO302835	AMPFI_10473
OG0004936	CAPO306298	AMPFI_04203
OG0004938	CAPO308159	AMPFI_07572
OG0004940	CAPO305630	AMPFI_07448
OG0004943	CAPO306001	AMPFI_18917
OG0004944	CAPO302056	AMPFI_02880
OG0004946	CAPO305515	AMPFI_16783
OG0004947	CAPO307579	AMPFI_22715, AMPFI_02993
OG0004948	CAPO305331	AMPFI_23552
OG0004949	CAPO304026	AMPFI_07404
OG0004950	CAPO300642	AMPFI_01104
OG0004952	CAPO301776	AMPFI_18107
OG0004954	CAPO303229	AMPFI_11354
OG0004958	CAPO302197	AMPFI_02579, AMPFI_24136
OG0004960	CAPO300258	AMPFI_25854, AMPFI_13296, AMPFI_24808, AMPFI_02399
OG0004960	CAPO304833	AMPFI_17801
OG0004961	CAPO305777	AMPFI_13431
OG0004962	CAPO301438	AMPFI_21202, AMPFI_22234
OG0004962	CAPO307178	AMPFI_24277
OG0004963	CAPO303805	AMPFI_10935
OG0004964	CAPO302916	AMPFI_02938
OG0004969	CAPO303678	AMPFI_00493
OG0004970	CAPO303748	AMPFI_03401, AMPFI_05471
OG0004971	CAPO302327	AMPFI_03928, AMPFI_23806
OG0004972	CAPO304289	AMPFI_03559
OG0004973	CAPO305642	AMPFI_20293
OG0004977	CAPO304350	AMPFI_06223
OG0004978	CAPO308306	AMPFI_08588
OG0004979	CAPO303118	AMPFI_09688
OG0004980	CAPO300807	AMPFI_26053
OG0004981	CAPO306326	AMPFI_04964
OG0004982	CAPO301351	AMPFI_14258
OG0004983	CAPO300176	AMPFI_15064
OG0004985	CAPO304816	AMPFI_20594, AMPFI_20593
OG0004988	CAPO305623	AMPFI_02907
OG0004989	CAPO300323	AMPFI_05553
OG0004990	CAPO305712	AMPFI_09427
OG0004991	CAPO302271	AMPFI_20163
OG0004993	CAPO306074	AMPFI_08507
OG0004997	CAPO300456	AMPFI_02286
OG0004999	CAPO302635	AMPFI_05305
OG0005002	CAPO305114	AMPFI_06863
OG0005003	CAPO303837	AMPFI_08032
OG0005005	CAPO303017	AMPFI_09450
OG0005006	CAPO301015	AMPFI_11080
OG0005007	CAPO300658	AMPFI_11408
OG0005009	CAPO303190	AMPFI_12473
OG0005010	CAPO304378	AMPFI_14613, AMPFI_14614
OG0005013	CAPO304066	AMPFI_15685
OG0005014	CAPO307825	AMPFI_17363
OG0005038	CAPO301658	AMPFI_21027
OG0005040	CAPO300876	AMPFI_25125, AMPFI_21488
OG0005044	CAPO307084	AMPFI_13860
OG0005046	CAPO304846	AMPFI_11261, AMPFI_09244
OG0005047	CAPO305932	AMPFI_13077
OG0005048	CAPO300857	AMPFI_08429
OG0005053	CAPO302547	AMPFI_20121
OG0005057	CAPO303573	AMPFI_19510, AMPFI_03161
OG0005058	CAPO306731	AMPFI_02699, AMPFI_14957
OG0005059	CAPO300063	AMPFI_21914, AMPFI_02737, AMPFI_03187
OG0005061	CAPO306602	AMPFI_13286, AMPFI_24020
OG0005062	CAPO302106	AMPFI_01339
OG0005067	CAPO302289	AMPFI_06227
OG0005068	CAPO306513	AMPFI_00408, AMPFI_18887
OG0005069	CAPO300204	AMPFI_15704
OG0005071	CAPO305606	AMPFI_03388
OG0005073	CAPO305547	AMPFI_06476, AMPFI_05809
OG0005075	CAPO307362	AMPFI_08491
OG0005076	CAPO302885	AMPFI_13565
OG0005077	CAPO302160	AMPFI_13890
OG0005078	CAPO307983	AMPFI_02334, AMPFI_20261, AMPFI_20796
OG0005079	CAPO303799	AMPFI_16949
OG0005081	CAPO307065	AMPFI_11429
OG0005083	CAPO302388	AMPFI_17721, AMPFI_22401, AMPFI_14766
OG0005084	CAPO307421, CAPO301121	AMPFI_08022
OG0005086	CAPO302959	AMPFI_13597
OG0005088	CAPO307772	AMPFI_05930
OG0005089	CAPO303888	AMPFI_24280
OG0005090	CAPO303909	AMPFI_25021
OG0005091	CAPO305179	AMPFI_11028
OG0005092	CAPO301418	AMPFI_04118, AMPFI_20735, AMPFI_16134
OG0005093	CAPO303716	AMPFI_19590, AMPFI_20055
OG0005094	CAPO303630	AMPFI_11689
OG0005095	CAPO301660	AMPFI_07916
OG0005096	CAPO301964	AMPFI_24183
OG0005097	CAPO304365	AMPFI_05168
OG0005099	CAPO305916	AMPFI_05559
OG0005100	CAPO306219	AMPFI_06838
OG0005103	CAPO300625	AMPFI_15936
OG0005104	CAPO303053	AMPFI_13576
OG0005106	CAPO301403	AMPFI_08909
OG0005107	CAPO304194	AMPFI_11855, AMPFI_01687, AMPFI_08427
OG0005108	CAPO301196	AMPFI_20166
OG0005109	CAPO301209	AMPFI_19425
OG0005111	CAPO302727	AMPFI_16304, AMPFI_20253
OG0005113	CAPO300389	AMPFI_21279, AMPFI_21394
OG0005114	CAPO305096	AMPFI_17350
OG0005115	CAPO304298	AMPFI_13099
OG0005119	CAPO304215	AMPFI_17532, AMPFI_00570
OG0005120	CAPO304593	AMPFI_02588
OG0005121	CAPO301715	AMPFI_10900
OG0005124	CAPO305507	AMPFI_09718
OG0005127	CAPO307277	AMPFI_04608
OG0005128	CAPO305144	AMPFI_14785
OG0005130	CAPO305368	AMPFI_09648
OG0005132	CAPO300384	AMPFI_23371
OG0005138	CAPO300009	AMPFI_24711
OG0005139	CAPO302205	AMPFI_13761
OG0005140	CAPO300700, CAPO302173	AMPFI_14662
OG0005142	CAPO304715	AMPFI_10677
OG0005143	CAPO304926	AMPFI_20935
OG0005144	CAPO306416	AMPFI_14298
OG0005145	CAPO302299	AMPFI_18764, AMPFI_18763
OG0005146	CAPO303659	AMPFI_12023
OG0005147	CAPO302069	AMPFI_06011
OG0005149	CAPO302171	AMPFI_20136
OG0005150	CAPO301944	AMPFI_21305
OG0005152	CAPO307737	AMPFI_05387
OG0005154	CAPO307643	AMPFI_12087
OG0005155	CAPO304712	AMPFI_17752, AMPFI_14736
OG0005156	CAPO305254	AMPFI_15644
OG0005157	CAPO301711	AMPFI_18312
OG0005158	CAPO300547	AMPFI_23836, AMPFI_24079
OG0005160	CAPO300741	AMPFI_10649
OG0005163	CAPO305704	AMPFI_13127
OG0005164	CAPO307846	AMPFI_14812
OG0005169	CAPO303886	AMPFI_12756
OG0005172	CAPO306565	AMPFI_09765
OG0005175	CAPO305645	AMPFI_07010
OG0005179	CAPO306190	AMPFI_07671
OG0005180	CAPO308188	AMPFI_05278
OG0005181	CAPO300793	AMPFI_19361
OG0005182	CAPO300394	AMPFI_08657
OG0005183	CAPO304256	AMPFI_23269
OG0005184	CAPO307619	AMPFI_08319
OG0005185	CAPO305409	AMPFI_09573
OG0005187	CAPO300108	AMPFI_09348, AMPFI_03439, AMPFI_09349
OG0005188	CAPO307366, CAPO308331	AMPFI_09298
OG0005191	CAPO301264	AMPFI_11789
OG0005192	CAPO302320	AMPFI_11586
OG0005193	CAPO300973	AMPFI_03208
OG0005194	CAPO306243	AMPFI_18040
OG0005196	CAPO306636	AMPFI_02731
OG0005200	CAPO307301	AMPFI_06657
OG0005201	CAPO300421	AMPFI_05268
OG0005202	CAPO300013	AMPFI_23023
OG0005203	CAPO304416	AMPFI_19345
OG0005205	CAPO302576	AMPFI_17395
OG0005206	CAPO301965	AMPFI_10906
OG0005208	CAPO303001	AMPFI_08993
OG0005209	CAPO300492	AMPFI_10041
OG0005210	CAPO301315	AMPFI_00761, AMPFI_02127, AMPFI_16171
OG0005212	CAPO300331	AMPFI_08569
OG0005214	CAPO304556	AMPFI_11027
OG0005215	CAPO308114	AMPFI_08795
OG0005216	CAPO304567	AMPFI_08867, AMPFI_09722, AMPFI_20146, AMPFI_20462
OG0005217	CAPO303096, CAPO306650	AMPFI_10567
OG0005221	CAPO306723	AMPFI_15509
OG0005222	CAPO305567	AMPFI_14140
OG0005223	CAPO302922	AMPFI_09732, AMPFI_16932
OG0005224	CAPO300521	AMPFI_13439
OG0005228	CAPO300902	AMPFI_06081
OG0005229	CAPO300950	AMPFI_07754
OG0005230	CAPO305306	AMPFI_11800
OG0005231	CAPO307526	AMPFI_25198, AMPFI_04745
OG0005233	CAPO307259	AMPFI_05586, AMPFI_05585
OG0005234	CAPO306586, CAPO305435	AMPFI_09847, AMPFI_21605
OG0005237	CAPO300405	AMPFI_14040
OG0005238	CAPO307942	AMPFI_09877
OG0005239	CAPO305851	AMPFI_06170
OG0005240	CAPO302162	AMPFI_05432
OG0005241	CAPO301367	AMPFI_22136, AMPFI_00142
OG0005241	CAPO302848, CAPO300177, CAPO304647	AMPFI_22600
OG0005243	CAPO302946	AMPFI_05821
OG0005244	CAPO301413	AMPFI_15552
OG0005245	CAPO305774	AMPFI_24150
OG0005249	CAPO306769	AMPFI_09697
OG0005250	CAPO304032	AMPFI_08665
OG0005251	CAPO306449	AMPFI_20657
OG0005253	CAPO307867	AMPFI_04563
OG0005254	CAPO304356	AMPFI_21910
OG0005255	CAPO303838, CAPO300416	AMPFI_03080
OG0005257	CAPO302797	AMPFI_23669
OG0005258	CAPO301990	AMPFI_18993, AMPFI_13310
OG0005259	CAPO303873	AMPFI_23209
OG0005261	CAPO305240	AMPFI_08888, AMPFI_11038
OG0005262	CAPO301884	AMPFI_23071
OG0005265	CAPO305767	AMPFI_11350
OG0005267	CAPO300315	AMPFI_08139
OG0005268	CAPO302457	AMPFI_00145
OG0005269	CAPO303868	AMPFI_05591
OG0005271	CAPO303459	AMPFI_06884
OG0005272	CAPO300142	AMPFI_20019, AMPFI_20011
OG0005273	CAPO302742	AMPFI_09739
OG0005275	CAPO301557	AMPFI_07481
OG0005277	CAPO302973, CAPO308033	AMPFI_10241
OG0005278	CAPO306576, CAPO308328	AMPFI_21768
OG0005279	CAPO304182	AMPFI_08272
OG0005280	CAPO306635	AMPFI_09727
OG0005285	CAPO302006	AMPFI_05313, AMPFI_18514
OG0005287	CAPO307607	AMPFI_23289
OG0005289	CAPO304679	AMPFI_21224, AMPFI_25661
OG0005290	CAPO305632	AMPFI_05415
OG0005292	CAPO300881	AMPFI_10109
OG0005293	CAPO303402	AMPFI_20358
OG0005294	CAPO306913	AMPFI_02341
OG0005295	CAPO304907	AMPFI_12798
OG0005298	CAPO307279	AMPFI_16578, AMPFI_24565, AMPFI_14847
OG0005299	CAPO304069	AMPFI_20586, AMPFI_17119, AMPFI_09670, AMPFI_03833
OG0005300	CAPO304452	AMPFI_07358
OG0005301	CAPO307444	AMPFI_12827
OG0005303	CAPO304454	AMPFI_01233
OG0005305	CAPO301003	AMPFI_20272, AMPFI_00085
OG0005309	CAPO306631	AMPFI_01388
OG0005312	CAPO307454, CAPO303466	AMPFI_03986
OG0005314	CAPO302074	AMPFI_05135
OG0005315	CAPO302427	AMPFI_05476
OG0005316	CAPO301704	AMPFI_05537
OG0005317	CAPO307168	AMPFI_05644
OG0005318	CAPO308249	AMPFI_06606
OG0005319	CAPO302638	AMPFI_07019
OG0005320	CAPO301023	AMPFI_07944
OG0005322	CAPO308079	AMPFI_08883
OG0005323	CAPO307349	AMPFI_09846
OG0005324	CAPO303901	AMPFI_15226
OG0005325	CAPO301092	AMPFI_15967
OG0005326	CAPO303331	AMPFI_17268
OG0005359	CAPO300630	AMPFI_25456, AMPFI_17654, AMPFI_22157
OG0005360	CAPO303782	AMPFI_02359, AMPFI_21290, AMPFI_17428
OG0005364	CAPO300756	AMPFI_02506, AMPFI_21793, AMPFI_14752, AMPFI_15024
OG0005365	CAPO303866	AMPFI_08423
OG0005366	CAPO300645	AMPFI_13735
OG0005367	CAPO304113	AMPFI_17662
OG0005370	CAPO303423	AMPFI_24661
OG0005371	CAPO306407	AMPFI_20149
OG0005373	CAPO302507	AMPFI_13526
OG0005374	CAPO300609	AMPFI_25660
OG0005375	CAPO305216	AMPFI_08123
OG0005377	CAPO307926	AMPFI_13200
OG0005378	CAPO301284	AMPFI_15931
OG0005379	CAPO303714	AMPFI_06858
OG0005380	CAPO306791	AMPFI_00889
OG0005381	CAPO301325	AMPFI_19134, AMPFI_18384
OG0005384	CAPO300411	AMPFI_21492
OG0005385	CAPO305502	AMPFI_10667
OG0005386	CAPO307872	AMPFI_25066, AMPFI_23674
OG0005388	CAPO301274	AMPFI_13168
OG0005389	CAPO300599	AMPFI_09755
OG0005390	CAPO301450	AMPFI_10607
OG0005391	CAPO302409	AMPFI_12680
OG0005393	CAPO302465	AMPFI_13353
OG0005394	CAPO306444	AMPFI_16942
OG0005395	CAPO302966	AMPFI_10003, AMPFI_20209
OG0005396	CAPO301185	AMPFI_19177
OG0005398	CAPO301199	AMPFI_23611
OG0005399	CAPO306277	AMPFI_16827
OG0005400	CAPO301149	AMPFI_06631
OG0005402	CAPO307246	AMPFI_12671
OG0005403	CAPO303785	AMPFI_04438
OG0005404	CAPO306644	AMPFI_05857
OG0005405	CAPO304677	AMPFI_10034
OG0005406	CAPO301050	AMPFI_20901
OG0005408	CAPO306656	AMPFI_06712
OG0005409	CAPO304722	AMPFI_24347
OG0005410	CAPO300140	AMPFI_03639, AMPFI_13826, AMPFI_14783
OG0005412	CAPO300143	AMPFI_00767
OG0005413	CAPO304093	AMPFI_01166
OG0005414	CAPO301252, CAPO301167	AMPFI_14882
OG0005417	CAPO302063	AMPFI_04832
OG0005422	CAPO303205	AMPFI_22263
OG0005424	CAPO305286	AMPFI_25249
OG0005425	CAPO300175	AMPFI_10073
OG0005427	CAPO301444	AMPFI_08792
OG0005430	CAPO302295	AMPFI_09127
OG0005431	CAPO304591	AMPFI_12163, AMPFI_00732
OG0005432	CAPO305563	AMPFI_03146
OG0005433	CAPO303786	AMPFI_01829
OG0005434	CAPO302858	AMPFI_06335
OG0005435	CAPO303045	AMPFI_11727
OG0005437	CAPO308137	AMPFI_21367
OG0005438	CAPO302494	AMPFI_17605
OG0005439	CAPO304206	AMPFI_03048
OG0005440	CAPO303719	AMPFI_19879
OG0005442	CAPO307582	AMPFI_05007
OG0005443	CAPO305021	AMPFI_00726, AMPFI_21744
OG0005444	CAPO300488	AMPFI_02465
OG0005446	CAPO300144	AMPFI_14333
OG0005449	CAPO300543	AMPFI_00114
OG0005450	CAPO302868	AMPFI_12653
OG0005451	CAPO300480	AMPFI_09655
OG0005454	CAPO307132	AMPFI_08727
OG0005455	CAPO301855	AMPFI_09066
OG0005459	CAPO304164	AMPFI_11969
OG0005461	CAPO307668	AMPFI_23121
OG0005462	CAPO306835	AMPFI_05708, AMPFI_05973
OG0005463	CAPO303989	AMPFI_12888
OG0005464	CAPO307986	AMPFI_08154
OG0005465	CAPO300347	AMPFI_06029
OG0005466	CAPO300596	AMPFI_14263
OG0005467	CAPO305986	AMPFI_14780
OG0005468	CAPO306414	AMPFI_25757
OG0005470	CAPO300654	AMPFI_05311
OG0005471	CAPO300819	AMPFI_07192
OG0005474	CAPO304412	AMPFI_10881
OG0005475	CAPO300271	AMPFI_01952
OG0005478	CAPO305209	AMPFI_01982
OG0005479	CAPO300550	AMPFI_07297
OG0005480	CAPO307314	AMPFI_08959
OG0005481	CAPO306697, CAPO301416	AMPFI_16448
OG0005482	CAPO307925	AMPFI_03171
OG0005483	CAPO304067	AMPFI_17612
OG0005484	CAPO307524	AMPFI_06687
OG0005485	CAPO307449	AMPFI_15997, AMPFI_14276, AMPFI_07131
OG0005486	CAPO300225	AMPFI_02963
OG0005487	CAPO300444	AMPFI_23555
OG0005488	CAPO301054	AMPFI_13895
OG0005489	CAPO305322	AMPFI_05272
OG0005490	CAPO300839	AMPFI_22840
OG0005491	CAPO305898	AMPFI_05736
OG0005493	CAPO304618	AMPFI_04777
OG0005494	CAPO308140	AMPFI_11106, AMPFI_11107
OG0005495	CAPO305673	AMPFI_19547, AMPFI_01939
OG0005497	CAPO305501	AMPFI_10472, AMPFI_13682
OG0005498	CAPO303826	AMPFI_06275, AMPFI_08703
OG0005499	CAPO306730	AMPFI_05385
OG0005500	CAPO306535	AMPFI_22845
OG0005503	CAPO307437	AMPFI_09752
OG0005504	CAPO300995	AMPFI_14316
OG0005505	CAPO307588	AMPFI_09224
OG0005506	CAPO307275	AMPFI_24202, AMPFI_22871, AMPFI_14049, AMPFI_17799
OG0005508	CAPO308142	AMPFI_13592
OG0005509	CAPO300202	AMPFI_17710, AMPFI_04355
OG0005510	CAPO307083	AMPFI_13824, AMPFI_13823
OG0005511	CAPO304438	AMPFI_18166
OG0005514	CAPO305223	AMPFI_06273, AMPFI_06905, AMPFI_19883
OG0005516	CAPO305610	AMPFI_07859
OG0005517	CAPO303557	AMPFI_13539
OG0005518	CAPO300928	AMPFI_07342
OG0005524	CAPO307077	AMPFI_18619
OG0005525	CAPO305745	AMPFI_10846
OG0005527	CAPO307337	AMPFI_07187
OG0005528	CAPO302166	AMPFI_25964, AMPFI_03712
OG0005529	CAPO303996	AMPFI_25011, AMPFI_14705
OG0005533	CAPO308156	AMPFI_07431
OG0005534	CAPO300248	AMPFI_02904
OG0005535	CAPO306427	AMPFI_20792
OG0005536	CAPO306899	AMPFI_25659
OG0005537	CAPO305006	AMPFI_21731, AMPFI_15705
OG0005539	CAPO300487	AMPFI_17867
OG0005540	CAPO307739	AMPFI_01581
OG0005541	CAPO302610	AMPFI_02274
OG0005545	CAPO307853	AMPFI_02918
OG0005550	CAPO303338	AMPFI_07614
OG0005553	CAPO308016	AMPFI_08016
OG0005554	CAPO307360	AMPFI_09650
OG0005555	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548	AMPFI_15072
OG0005556	CAPO301726	AMPFI_06697
OG0005558	CAPO301773	AMPFI_11124
OG0005559	CAPO302392	AMPFI_24875
OG0005560	CAPO302459	AMPFI_25591
OG0005562	CAPO300157	AMPFI_08855
OG0005563	CAPO300985	AMPFI_03034
OG0005564	CAPO307593	AMPFI_13520
OG0005566	CAPO308091	AMPFI_06475
OG0005569	CAPO301394	AMPFI_20507
OG0005572	CAPO300415	AMPFI_24950
OG0005574	CAPO305418	AMPFI_22160
OG0005575	CAPO301354	AMPFI_00158
OG0005578	CAPO300834	AMPFI_06161
OG0005580	CAPO308283	AMPFI_07747
OG0005581	CAPO303973	AMPFI_18611
OG0005582	CAPO306123	AMPFI_07454, AMPFI_01101
OG0005583	CAPO303824	AMPFI_04177
OG0005584	CAPO302871	AMPFI_00049
OG0005588	CAPO305990	AMPFI_09819
OG0005592	CAPO305870	AMPFI_00505
OG0005593	CAPO302759	AMPFI_00884, AMPFI_16152, AMPFI_24491
OG0005594	CAPO306885	AMPFI_11982
OG0005595	CAPO306737	AMPFI_09486
OG0005597	CAPO301334	AMPFI_09644
OG0005598	CAPO300035	AMPFI_25028
OG0005599	CAPO302061	AMPFI_03358
OG0005600	CAPO300445	AMPFI_21973, AMPFI_20128
OG0005603	CAPO303949	AMPFI_03859, AMPFI_09704
OG0005604	CAPO303855	AMPFI_08328
OG0005605	CAPO300782	AMPFI_05861
OG0005608	CAPO303058	AMPFI_18490
OG0005611	CAPO304396	AMPFI_24172
OG0005613	CAPO301790	AMPFI_05065
OG0005614	CAPO306809	AMPFI_08613
OG0005615	CAPO302186	AMPFI_20265
OG0005616	CAPO302310	AMPFI_08906
OG0005617	CAPO300131	AMPFI_19136
OG0005618	CAPO307702	AMPFI_14674
OG0005620	CAPO306094	AMPFI_06209
OG0005621	CAPO308123	AMPFI_14064
OG0005622	CAPO307903	AMPFI_12692
OG0005623	CAPO300779	AMPFI_17629
OG0005624	CAPO300652	AMPFI_06791
OG0005626	CAPO308220	AMPFI_23540
OG0005629	CAPO302575	AMPFI_05159
OG0005630	CAPO301786, CAPO307219	AMPFI_19116
OG0005631	CAPO300791	AMPFI_12522
OG0005632	CAPO303472	AMPFI_19962
OG0005633	CAPO302097	AMPFI_11937
OG0005636	CAPO302060	AMPFI_04489
OG0005637	CAPO305600	AMPFI_04626, AMPFI_04625
OG0005639	CAPO306397	AMPFI_06980, AMPFI_14599
OG0005641	CAPO302343	AMPFI_10495
OG0005642	CAPO307460	AMPFI_10380
OG0005643	CAPO307244	AMPFI_10803
OG0005644	CAPO303605	AMPFI_11347, AMPFI_16875
OG0005645	CAPO300279	AMPFI_12021
OG0005649	CAPO304011	AMPFI_14935
OG0005651	CAPO301043	AMPFI_21865
OG0005652	CAPO301437	AMPFI_22497
OG0005654	CAPO306680	AMPFI_23799
OG0005690	CAPO303792	AMPFI_12489
OG0005692	CAPO306503	AMPFI_24376
OG0005695	CAPO303401	AMPFI_18860
OG0005701	CAPO304311	AMPFI_09363
OG0005702	CAPO302394	AMPFI_22449
OG0005703	CAPO307490	AMPFI_19719
OG0005707	CAPO303751	AMPFI_01312
OG0005708	CAPO306478	AMPFI_08122
OG0005712	CAPO302811	AMPFI_00923
OG0005714	CAPO302016	AMPFI_05921
OG0005715	CAPO302774	AMPFI_24802
OG0005717	CAPO303289	AMPFI_22047, AMPFI_01842
OG0005719	CAPO300934	AMPFI_09072
OG0005721	CAPO302442	AMPFI_11307
OG0005723	CAPO301560	AMPFI_12510
OG0005725	CAPO304382	AMPFI_24254
OG0005726	CAPO306255	AMPFI_01096
OG0005728	CAPO300070	AMPFI_22569, AMPFI_01425
OG0005729	CAPO306373	AMPFI_16465
OG0005731	CAPO304326	AMPFI_06208, AMPFI_05549
OG0005732	CAPO306509	AMPFI_10475
OG0005733	CAPO307250	AMPFI_17309
OG0005734	CAPO307857	AMPFI_20477
OG0005735	CAPO306353	AMPFI_00626
OG0005738	CAPO304853	AMPFI_15740
OG0005741	CAPO303042	AMPFI_25255
OG0005744	CAPO302669	AMPFI_14891
OG0005746	CAPO304136	AMPFI_00745, AMPFI_01314, AMPFI_03522
OG0005747	CAPO300949	AMPFI_06608
OG0005749	CAPO300768	AMPFI_06019
OG0005750	CAPO304369	AMPFI_08396
OG0005751	CAPO302377	AMPFI_04314
OG0005758	CAPO304832	AMPFI_09198
OG0005759	CAPO305998	AMPFI_12317
OG0005762	CAPO307808	AMPFI_06322
OG0005764	CAPO302285	AMPFI_08279
OG0005766	CAPO307164	AMPFI_17046
OG0005769	CAPO301036	AMPFI_10907
OG0005770	CAPO306340	AMPFI_22099, AMPFI_18049
OG0005771	CAPO301571	AMPFI_01299
OG0005774	CAPO303542	AMPFI_05603
OG0005775	CAPO306153	AMPFI_07449
OG0005776	CAPO303568, CAPO307316	AMPFI_25608
OG0005779	CAPO306436	AMPFI_11915
OG0005781	CAPO303884	AMPFI_12686
OG0005782	CAPO300230	AMPFI_03714, AMPFI_00061
OG0005783	CAPO303474	AMPFI_15287, AMPFI_15288
OG0005784	CAPO302307	AMPFI_12391
OG0005788	CAPO300037	AMPFI_12930
OG0005789	CAPO303327	AMPFI_10549
OG0005790	CAPO304988	AMPFI_05866
OG0005792	CAPO301624	AMPFI_01360
OG0005793	CAPO300669	AMPFI_00132, AMPFI_00669
OG0005794	CAPO302027	AMPFI_12426
OG0005795	CAPO305005	AMPFI_22765
OG0005796	CAPO305004	AMPFI_06497
OG0005797	CAPO301712	AMPFI_05925
OG0005799	CAPO305503	AMPFI_06285
OG0005801	CAPO305293	AMPFI_10438
OG0005803	CAPO307068	AMPFI_15963
OG0005805	CAPO302538	AMPFI_10030, AMPFI_05120
OG0005807	CAPO304282	AMPFI_06203
OG0005808	CAPO300610	AMPFI_11669
OG0005810	CAPO305026	AMPFI_05167, AMPFI_22032
OG0005811	CAPO304151	AMPFI_11672
OG0005812	CAPO305500	AMPFI_07294
OG0005814	CAPO301343	AMPFI_10557
OG0005815	CAPO306106	AMPFI_08919
OG0005817	CAPO300290	AMPFI_13154
OG0005818	CAPO302009	AMPFI_12530
OG0005819	CAPO301574	AMPFI_11841
OG0005821	CAPO300824	AMPFI_10420
OG0005823	CAPO300775	AMPFI_09872
OG0005824	CAPO303629	AMPFI_21619
OG0005825	CAPO302227	AMPFI_11390, AMPFI_16838, AMPFI_15195, AMPFI_07628
OG0005828	CAPO303954	AMPFI_11110
OG0005832	CAPO302018	AMPFI_09133
OG0005834	CAPO306049, CAPO302406, CAPO305685, CAPO305497	AMPFI_16427
OG0005835	CAPO306285	AMPFI_07548
OG0005837	CAPO300250	AMPFI_24762
OG0005840	CAPO305424	AMPFI_05520
OG0005842	CAPO304596	AMPFI_00596, AMPFI_14150
OG0005843	CAPO307528	AMPFI_14005
OG0005845	CAPO307070	AMPFI_17578
OG0005847	CAPO305680	AMPFI_23539, AMPFI_22660, AMPFI_00017
OG0005848	CAPO307829	AMPFI_06719
OG0005849	CAPO303230	AMPFI_11348
