Orthogroup	CAPO3	SCHMD
OG0004670	CAPO301141	SCHMD20695, SCHMD17163
OG0004671	CAPO303199	SCHMD02955, SCHMD02956, SCHMD04859
OG0004673	CAPO305181	SCHMD12584
OG0004674	CAPO301298	SCHMD03223
OG0004675	CAPO300152	SCHMD07033
OG0004678	CAPO306062	SCHMD09572, SCHMD22384
OG0004682	CAPO302643	SCHMD08178
OG0004685	CAPO300514	SCHMD09955
OG0004687	CAPO300850	SCHMD23153, SCHMD15300
OG0004690	CAPO302294	SCHMD05174, SCHMD08403, SCHMD10045, SCHMD24330, SCHMD08404
OG0004691	CAPO301832	SCHMD29540, SCHMD09521, SCHMD09522
OG0004694	CAPO302831	SCHMD19141, SCHMD23931
OG0004696	CAPO303339	SCHMD21643
OG0004697	CAPO308157	SCHMD17021
OG0004699	CAPO305801	SCHMD06447
OG0004700	CAPO305394	SCHMD16439
OG0004703	CAPO302281	SCHMD00518, SCHMD00513, SCHMD00519, SCHMD19474
OG0004704	CAPO306423	SCHMD09201
OG0004704	CAPO306248	SCHMD02723
OG0004708	CAPO302589	SCHMD08019
OG0004711	CAPO307614	SCHMD14637
OG0004728	CAPO306092	SCHMD02271
OG0004732	CAPO307742	SCHMD25487
OG0004738	CAPO307391	SCHMD29258
OG0004740	CAPO303587	SCHMD00456
OG0004743	CAPO305537	SCHMD01142
OG0004744	CAPO307377	SCHMD15430, SCHMD15429
OG0004747	CAPO305266	SCHMD15119, SCHMD10662
OG0004749	CAPO303738	SCHMD27524, SCHMD05320, SCHMD13141
OG0004752	CAPO300189	SCHMD13187, SCHMD26487
OG0004753	CAPO307970	SCHMD28685, SCHMD01257, SCHMD09681
OG0004755	CAPO304664	SCHMD28318, SCHMD26750, SCHMD14595
OG0004756	CAPO300650	SCHMD15431
OG0004757	CAPO300079	SCHMD03519
OG0004761	CAPO301372	SCHMD06309
OG0004763	CAPO303189	SCHMD24538, SCHMD15361, SCHMD15362
OG0004764	CAPO306665	SCHMD19894, SCHMD17272
OG0004765	CAPO300145	SCHMD16710, SCHMD04808
OG0004766	CAPO300107	SCHMD00505
OG0004767	CAPO304258	SCHMD00495
OG0004768	CAPO302814	SCHMD08416
OG0004769	CAPO305909	SCHMD21299, SCHMD08710, SCHMD20457, SCHMD10055, SCHMD28408, SCHMD18217, SCHMD29298
OG0004770	CAPO306549	SCHMD28676, SCHMD11354, SCHMD11355, SCHMD10999, SCHMD10105
OG0004774	CAPO302467	SCHMD08224
OG0004775	CAPO308292	SCHMD05122, SCHMD05123
OG0004781	CAPO302855	SCHMD09320, SCHMD20619, SCHMD19135
OG0004784	CAPO300506	SCHMD09513, SCHMD03001
OG0004785	CAPO301223	SCHMD28279, SCHMD28744, SCHMD08779
OG0004787	CAPO300677	SCHMD12301, SCHMD15157, SCHMD12300, SCHMD15158, SCHMD12299
OG0004788	CAPO303606	SCHMD14805
OG0004793	CAPO303691	SCHMD27323, SCHMD11844, SCHMD28451, SCHMD21497
OG0004794	CAPO302268	SCHMD12411, SCHMD08689
OG0004795	CAPO306522	SCHMD12519
OG0004797	CAPO308248	SCHMD02596
OG0004805	CAPO301148	SCHMD25455, SCHMD17452, SCHMD11458, SCHMD28637
OG0004808	CAPO300921	SCHMD06755, SCHMD06754
OG0004811	CAPO304670	SCHMD04903, SCHMD12545
OG0004812	CAPO300913	SCHMD21469
OG0004813	CAPO302301	SCHMD09064, SCHMD18661
OG0004814	CAPO305193	SCHMD13484, SCHMD23295, SCHMD07359
OG0004816	CAPO306093	SCHMD16530, SCHMD18318
OG0004817	CAPO300646	SCHMD02143
OG0004819	CAPO303489	SCHMD02457
OG0004820	CAPO301474	SCHMD20913, SCHMD20987, SCHMD11759, SCHMD14252, SCHMD20112
OG0004822	CAPO303272	SCHMD15682, SCHMD28947, SCHMD03658
OG0004823	CAPO301131	SCHMD04427
OG0004825	CAPO303625	SCHMD13606, SCHMD01996
OG0004826	CAPO302318	SCHMD11772, SCHMD08879
OG0004828	CAPO300795	SCHMD06418, SCHMD06417
OG0004829	CAPO306677	SCHMD15495
OG0004832	CAPO300644	SCHMD04947, SCHMD01782
OG0004835	CAPO307142	SCHMD04785
OG0004837	CAPO306341	SCHMD13853
OG0004838	CAPO300483	SCHMD09990
OG0004840	CAPO301303	SCHMD11491, SCHMD12885, SCHMD20576
OG0004841	CAPO301073	SCHMD09828, SCHMD26722, SCHMD12393
OG0004843	CAPO302296	SCHMD08775
OG0004848	CAPO305802	SCHMD28574
OG0004849	CAPO302897	SCHMD21680, SCHMD17383, SCHMD10425
OG0004850	CAPO302165	SCHMD11882, SCHMD03455, SCHMD28942
OG0004851	CAPO304052	SCHMD21554, SCHMD25137
OG0004852	CAPO305241	SCHMD04160
OG0004854	CAPO307677	SCHMD06398
OG0004855	CAPO307136	SCHMD08752
OG0004856	CAPO307877	SCHMD03409, SCHMD06660
OG0004858	CAPO306514	SCHMD05398, SCHMD28607
OG0004859	CAPO305955	SCHMD17438
OG0004861	CAPO300721	SCHMD04876, SCHMD06504
OG0004863	CAPO300215	SCHMD07873, SCHMD11135, SCHMD16778, SCHMD25805
OG0004864	CAPO306175	SCHMD01647
OG0004869	CAPO301505	SCHMD05733, SCHMD24718, SCHMD21141
OG0004874	CAPO302314	SCHMD06154
OG0004875	CAPO305599	SCHMD06197
OG0004879	CAPO304570	SCHMD24301, SCHMD03040
OG0004880	CAPO307520	SCHMD03179
OG0004881	CAPO301856	SCHMD07531
OG0004882	CAPO307657	SCHMD14011, SCHMD19843, SCHMD21664, SCHMD29167
OG0004883	CAPO304269	SCHMD14718, SCHMD10514
OG0004884	CAPO306875	SCHMD10361
OG0004886	CAPO304598	SCHMD11132
OG0004887	CAPO303252	SCHMD01845
OG0004889	CAPO302860	SCHMD27008
OG0004892	CAPO308266	SCHMD03240
OG0004893	CAPO305797	SCHMD12438
OG0004895	CAPO301412	SCHMD06983, SCHMD03087, SCHMD06984
OG0004896	CAPO301146, CAPO308332	SCHMD23220, SCHMD15681
OG0004897	CAPO300624	SCHMD05607, SCHMD11051
OG0004898	CAPO300846	SCHMD08642, SCHMD08952
OG0004899	CAPO304701	SCHMD03110, SCHMD16519, SCHMD13777
OG0004900	CAPO300509	SCHMD16292
OG0004902	CAPO305853	SCHMD18948
OG0004903	CAPO304775	SCHMD05175
OG0004906	CAPO303480	SCHMD23736, SCHMD12156, SCHMD23911
OG0004907	CAPO307254	SCHMD21383
OG0004911	CAPO305750	SCHMD04835
OG0004913	CAPO306717	SCHMD04287
OG0004917	CAPO303374	SCHMD19944
OG0004919	CAPO308082	SCHMD06146, SCHMD06145
OG0004920	CAPO302580	SCHMD01620, SCHMD01621
OG0004922	CAPO306550	SCHMD11129
OG0004923	CAPO307943	SCHMD25456
OG0004924	CAPO304606	SCHMD01005
OG0004927	CAPO304855	SCHMD14560
OG0004928	CAPO304691	SCHMD00158
OG0004929	CAPO304111	SCHMD00438
OG0004932	CAPO306081, CAPO305804	SCHMD10077, SCHMD21150
OG0004935	CAPO302835	SCHMD12789
OG0004940	CAPO305630	SCHMD16274, SCHMD13330
OG0004944	CAPO302056	SCHMD12602
OG0004946	CAPO305515	SCHMD21559, SCHMD28963, SCHMD25055
OG0004947	CAPO307579	SCHMD06651
OG0004949	CAPO304026	SCHMD07060
OG0004950	CAPO300642	SCHMD15994
OG0004952	CAPO301776	SCHMD04799
OG0004954	CAPO303229	SCHMD11745
OG0004960	CAPO300258	SCHMD08535
OG0004961	CAPO305777	SCHMD06846
OG0004962	CAPO301438	SCHMD01501
OG0004963	CAPO303805	SCHMD21217, SCHMD19336, SCHMD23165, SCHMD03796
OG0004964	CAPO302916	SCHMD14552
OG0004968	CAPO307145	SCHMD05111, SCHMD27208
OG0004971	CAPO302327	SCHMD11505, SCHMD11504
OG0004972	CAPO304289	SCHMD04428, SCHMD03056
OG0004973	CAPO305642	SCHMD02928, SCHMD02929, SCHMD07664
OG0004976	CAPO304478	SCHMD07971, SCHMD08301
OG0004977	CAPO304350	SCHMD07667
OG0004979	CAPO303118	SCHMD05958, SCHMD29649
OG0004980	CAPO300807	SCHMD05222
OG0004981	CAPO306326	SCHMD07697
OG0004982	CAPO301351	SCHMD05427
OG0004985	CAPO304816	SCHMD29312, SCHMD07642
OG0004988	CAPO305623	SCHMD02346, SCHMD02345
OG0004989	CAPO300323	SCHMD19697, SCHMD07782, SCHMD07783
OG0004999	CAPO302635	SCHMD00583
OG0005002	CAPO305114	SCHMD03211
OG0005003	CAPO303837	SCHMD17130, SCHMD16608
OG0005005	CAPO303017	SCHMD02232
OG0005006	CAPO301015	SCHMD13689, SCHMD15401
OG0005007	CAPO300658	SCHMD06268
OG0005009	CAPO303190	SCHMD10866, SCHMD06406, SCHMD13004
OG0005010	CAPO304378	SCHMD18938, SCHMD01965
OG0005013	CAPO304066	SCHMD29249
OG0005014	CAPO307825	SCHMD05034
OG0005015	CAPO300946	SCHMD04974
OG0005021	CAPO304690	SCHMD22445, SCHMD29123
OG0005038	CAPO301658	SCHMD01410
OG0005040	CAPO300876	SCHMD01329
OG0005044	CAPO307084	SCHMD19810
OG0005046	CAPO304846	SCHMD10754
OG0005047	CAPO305932	SCHMD04128
OG0005048	CAPO300857	SCHMD09382
OG0005053	CAPO302547	SCHMD17693
OG0005057	CAPO303573	SCHMD10227
OG0005059	CAPO300063	SCHMD24138
OG0005062	CAPO302106	SCHMD01700
OG0005064	CAPO300249	SCHMD10553, SCHMD11876, SCHMD13247
OG0005067	CAPO302289	SCHMD04281, SCHMD22789, SCHMD19756
OG0005071	CAPO305606	SCHMD05145
OG0005073	CAPO305547	SCHMD20560
OG0005076	CAPO302885	SCHMD18341
OG0005079	CAPO303799	SCHMD21782, SCHMD08270
OG0005081	CAPO307065	SCHMD07968
OG0005083	CAPO302388	SCHMD05180, SCHMD00808
OG0005084	CAPO307421, CAPO301121	SCHMD24622, SCHMD28350, SCHMD06621
OG0005086	CAPO302959	SCHMD07135
OG0005088	CAPO307772	SCHMD00106
OG0005089	CAPO303888	SCHMD02522
OG0005090	CAPO303909	SCHMD24306, SCHMD17983, SCHMD19241
OG0005092	CAPO301418	SCHMD08070
OG0005095	CAPO301660	SCHMD20356
OG0005096	CAPO301964	SCHMD12701, SCHMD22213
OG0005100	CAPO306219	SCHMD09835
OG0005104	CAPO303053	SCHMD09431
OG0005106	CAPO301403	SCHMD05434
OG0005108	CAPO301196	SCHMD10200
OG0005109	CAPO301209	SCHMD29484
OG0005111	CAPO302727	SCHMD15543, SCHMD03637
OG0005114	CAPO305096	SCHMD29369
OG0005119	CAPO304215	SCHMD25512, SCHMD24936, SCHMD28168
OG0005120	CAPO304593	SCHMD08539
OG0005121	CAPO301715	SCHMD08386
OG0005124	CAPO305507	SCHMD19577
OG0005130	CAPO305368	SCHMD26291, SCHMD12198, SCHMD06648
OG0005132	CAPO300384	SCHMD06276, SCHMD29254
OG0005139	CAPO302205	SCHMD04022
OG0005140	CAPO300700, CAPO302173	SCHMD10665
OG0005142	CAPO304715	SCHMD05971
OG0005143	CAPO304926	SCHMD12861, SCHMD10599
OG0005144	CAPO306416	SCHMD07235
OG0005145	CAPO302299	SCHMD04144
OG0005146	CAPO303659	SCHMD05515, SCHMD14279, SCHMD29816
OG0005149	CAPO302171	SCHMD06219
OG0005151	CAPO302626	SCHMD28665, SCHMD29534
OG0005154	CAPO307643	SCHMD00118
OG0005155	CAPO304712	SCHMD06441
OG0005156	CAPO305254	SCHMD18794, SCHMD09812
OG0005157	CAPO301711	SCHMD08161
OG0005158	CAPO300547	SCHMD06177, SCHMD06175, SCHMD03965
OG0005167	CAPO303298	SCHMD11781, SCHMD10752
OG0005168	CAPO306745	SCHMD04735
OG0005169	CAPO303886	SCHMD15964, SCHMD17733
OG0005172	CAPO306565	SCHMD00033
OG0005175	CAPO305645	SCHMD19207, SCHMD24072, SCHMD23126
OG0005176	CAPO300767	SCHMD21423
OG0005179	CAPO306190	SCHMD10255
OG0005180	CAPO308188	SCHMD24708, SCHMD24496, SCHMD07254
OG0005182	CAPO300394	SCHMD09062
OG0005183	CAPO304256	SCHMD09747
OG0005184	CAPO307619	SCHMD11344, SCHMD27380
OG0005187	CAPO300108	SCHMD09837
OG0005188	CAPO307366, CAPO308331	SCHMD28645, SCHMD28807
OG0005191	CAPO301264	SCHMD28673, SCHMD08050
OG0005194	CAPO306243	SCHMD06057
OG0005200	CAPO307301	SCHMD16396
OG0005201	CAPO300421	SCHMD23946
OG0005202	CAPO300013	SCHMD22358, SCHMD11140, SCHMD01714, SCHMD03356
OG0005205	CAPO302576	SCHMD05833
OG0005206	CAPO301965	SCHMD05352
OG0005209	CAPO300492	SCHMD05251, SCHMD25710, SCHMD10107, SCHMD22224, SCHMD09481
OG0005210	CAPO301315	SCHMD00549, SCHMD00552
OG0005212	CAPO300331	SCHMD21052, SCHMD21053, SCHMD20624
OG0005214	CAPO304556	SCHMD22419
OG0005215	CAPO308114	SCHMD19622
OG0005217	CAPO303096, CAPO306650	SCHMD01812
OG0005221	CAPO306723	SCHMD22455
OG0005222	CAPO305567	SCHMD02749
OG0005223	CAPO302922	SCHMD11272
OG0005224	CAPO300521	SCHMD00054, SCHMD12667, SCHMD14422
OG0005225	CAPO302563, CAPO301901	SCHMD12592, SCHMD13372
OG0005227	CAPO300666	SCHMD23050, SCHMD10127
OG0005228	CAPO300902	SCHMD07535
OG0005230	CAPO305306	SCHMD02282
OG0005233	CAPO307259	SCHMD02640, SCHMD02641
OG0005234	CAPO306586, CAPO305435	SCHMD15265, SCHMD14479, SCHMD15263
OG0005237	CAPO300405	SCHMD13955, SCHMD13956
OG0005238	CAPO307942	SCHMD01752, SCHMD04129
OG0005239	CAPO305851	SCHMD19406
OG0005240	CAPO302162	SCHMD07948
OG0005243	CAPO302946	SCHMD01214
OG0005244	CAPO301413	SCHMD12116
OG0005245	CAPO305774	SCHMD18525
OG0005247	CAPO305218	SCHMD07196
OG0005249	CAPO306769	SCHMD11873
OG0005250	CAPO304032	SCHMD24871, SCHMD25562
OG0005253	CAPO307867	SCHMD08303
OG0005254	CAPO304356	SCHMD11037
OG0005257	CAPO302797	SCHMD16491, SCHMD16492, SCHMD16490
OG0005258	CAPO301990	SCHMD05906
OG0005259	CAPO303873	SCHMD00463
OG0005261	CAPO305240	SCHMD17094, SCHMD16953
OG0005262	CAPO301884	SCHMD09724, SCHMD09723
OG0005264	CAPO302695, CAPO300033	SCHMD21690
OG0005267	CAPO300315	SCHMD05485, SCHMD21413
OG0005268	CAPO302457	SCHMD03385
OG0005269	CAPO303868	SCHMD02017
OG0005273	CAPO302742	SCHMD04729
OG0005275	CAPO301557	SCHMD11538, SCHMD09516
OG0005279	CAPO304182	SCHMD21196, SCHMD21859
OG0005280	CAPO306635	SCHMD05321, SCHMD08421
OG0005285	CAPO302006	SCHMD04425
OG0005287	CAPO307607	SCHMD00449
OG0005289	CAPO304679	SCHMD11517, SCHMD17216
OG0005290	CAPO305632	SCHMD16170, SCHMD29465
OG0005292	CAPO300881	SCHMD02918
OG0005293	CAPO303402	SCHMD14041
OG0005294	CAPO306913	SCHMD09577
OG0005295	CAPO304907	SCHMD00693, SCHMD09336
OG0005298	CAPO307279	SCHMD16478, SCHMD05913
OG0005300	CAPO304452	SCHMD22874
OG0005301	CAPO307444	SCHMD28343, SCHMD24349, SCHMD27045
OG0005303	CAPO304454	SCHMD07747
OG0005304	CAPO307658	SCHMD22010, SCHMD29240, SCHMD26778, SCHMD29331
OG0005305	CAPO302603, CAPO308344	SCHMD25826, SCHMD26813
OG0005305	CAPO301003	SCHMD25033
OG0005312	CAPO307454, CAPO303466	SCHMD13402
OG0005314	CAPO302074	SCHMD13878, SCHMD19278, SCHMD17702, SCHMD19628
OG0005315	CAPO302427	SCHMD15422, SCHMD12090
OG0005316	CAPO301704	SCHMD03895, SCHMD05450, SCHMD18694, SCHMD21757, SCHMD25791, SCHMD18477, SCHMD16578
OG0005317	CAPO307168	SCHMD24584, SCHMD06634
OG0005318	CAPO308249	SCHMD08168
OG0005319	CAPO302638	SCHMD01713
OG0005320	CAPO301023	SCHMD14717, SCHMD25664, SCHMD28103, SCHMD15884
OG0005323	CAPO307349	SCHMD20703
OG0005325	CAPO301092	SCHMD07836
OG0005326	CAPO303331	SCHMD00873
OG0005346	CAPO307592	SCHMD16267, SCHMD09447, SCHMD08130, SCHMD03860, SCHMD09451, SCHMD26934, SCHMD18603, SCHMD12808, SCHMD19879, SCHMD18032, SCHMD06397, SCHMD26638, SCHMD10529, SCHMD21040, SCHMD04243, SCHMD03852, SCHMD20014, SCHMD16268, SCHMD18601, SCHMD15962, SCHMD20017, SCHMD08309, SCHMD03851, SCHMD19880, SCHMD00591, SCHMD03857, SCHMD09266, SCHMD09267, SCHMD03855
OG0005359	CAPO300630	SCHMD19907
OG0005360	CAPO303782	SCHMD13883
OG0005365	CAPO303866	SCHMD03138
OG0005366	CAPO300645	SCHMD02625
OG0005370	CAPO303423	SCHMD11713
OG0005371	CAPO306407	SCHMD13317
OG0005373	CAPO302507	SCHMD28221, SCHMD29451, SCHMD28166
OG0005374	CAPO300609	SCHMD23288, SCHMD27054, SCHMD27055, SCHMD26822, SCHMD23790
OG0005375	CAPO305216	SCHMD23930, SCHMD07733
OG0005378	CAPO301284	SCHMD25676, SCHMD25677, SCHMD12112
OG0005379	CAPO303714	SCHMD03111
OG0005381	CAPO301325	SCHMD23248, SCHMD10710, SCHMD21506, SCHMD24490
OG0005385	CAPO305502	SCHMD05272, SCHMD29101
OG0005386	CAPO307872	SCHMD16075
OG0005388	CAPO301274	SCHMD22965, SCHMD17417, SCHMD16679, SCHMD13426
OG0005389	CAPO300599	SCHMD24422, SCHMD26623
OG0005390	CAPO301450	SCHMD07965
OG0005391	CAPO302409	SCHMD20185, SCHMD21085
OG0005393	CAPO302465	SCHMD23994, SCHMD11365
OG0005394	CAPO306444	SCHMD09419, SCHMD10527
OG0005395	CAPO302966	SCHMD07024
OG0005396	CAPO301185	SCHMD28360, SCHMD11764, SCHMD09312
OG0005400	CAPO301149	SCHMD06513
OG0005402	CAPO307246	SCHMD01184
OG0005403	CAPO303785	SCHMD27451, SCHMD20254
OG0005404	CAPO306644	SCHMD02921
OG0005406	CAPO301050	SCHMD01895, SCHMD10279
OG0005410	CAPO300140	SCHMD11409, SCHMD11410
OG0005412	CAPO300143	SCHMD06617
OG0005413	CAPO304093	SCHMD03567
OG0005417	CAPO302063	SCHMD00898
OG0005422	CAPO303205	SCHMD11485
OG0005427	CAPO301444	SCHMD06341, SCHMD06342, SCHMD06343
OG0005430	CAPO302295	SCHMD03862
OG0005431	CAPO304591	SCHMD24857, SCHMD19046, SCHMD19047, SCHMD19048
OG0005432	CAPO305563	SCHMD11359
OG0005433	CAPO303786	SCHMD02774
OG0005434	CAPO302858	SCHMD10947
OG0005435	CAPO303045	SCHMD14136
OG0005437	CAPO308137	SCHMD23677, SCHMD26948
OG0005439	CAPO304206	SCHMD12557, SCHMD12556
OG0005440	CAPO303719	SCHMD22467, SCHMD20169
OG0005442	CAPO307582	SCHMD20068
OG0005443	CAPO305021	SCHMD02729, SCHMD02728
OG0005444	CAPO300488	SCHMD01490, SCHMD12620
OG0005446	CAPO300144	SCHMD03912, SCHMD04431
OG0005449	CAPO300543	SCHMD27768, SCHMD25656, SCHMD14880, SCHMD28697
OG0005450	CAPO302868	SCHMD01978
OG0005451	CAPO300480	SCHMD18931
OG0005454	CAPO307132	SCHMD10968, SCHMD10969
OG0005455	CAPO301855	SCHMD16604
OG0005462	CAPO306835	SCHMD23988, SCHMD09428
OG0005464	CAPO307986	SCHMD09632, SCHMD22634
OG0005465	CAPO300347	SCHMD16366, SCHMD08907, SCHMD16365
OG0005466	CAPO300596	SCHMD10972
OG0005468	CAPO306414	SCHMD06356
OG0005469	CAPO301614	SCHMD25678
OG0005470	CAPO300654	SCHMD00405
OG0005471	CAPO300819	SCHMD09088
OG0005474	CAPO304412	SCHMD08436
OG0005475	CAPO300271	SCHMD16923, SCHMD14366, SCHMD27066
OG0005476	CAPO305577, CAPO305762	SCHMD22714, SCHMD28208
OG0005479	CAPO300550	SCHMD12305
OG0005481	CAPO306697, CAPO301416	SCHMD02765
OG0005482	CAPO307925	SCHMD03117
OG0005483	CAPO304067	SCHMD19171
OG0005486	CAPO300225	SCHMD06308, SCHMD07820
OG0005487	CAPO300444	SCHMD07720, SCHMD07721
OG0005488	CAPO301054	SCHMD00795
OG0005489	CAPO305322	SCHMD03018
OG0005490	CAPO300839	SCHMD06570
OG0005491	CAPO305898	SCHMD02400, SCHMD01109
OG0005493	CAPO304618	SCHMD12670
OG0005495	CAPO305673	SCHMD07327
OG0005499	CAPO306730	SCHMD09102, SCHMD11466, SCHMD05063
OG0005500	CAPO306535	SCHMD03248, SCHMD03247
OG0005503	CAPO307437	SCHMD18082, SCHMD10352
OG0005504	CAPO300995	SCHMD22943, SCHMD16672, SCHMD20938
OG0005505	CAPO307588	SCHMD07763, SCHMD07764
OG0005508	CAPO308142	SCHMD24609
OG0005509	CAPO300202	SCHMD18235
OG0005514	CAPO305223	SCHMD07379
OG0005517	CAPO303557	SCHMD04227
OG0005518	CAPO300928	SCHMD04288
OG0005524	CAPO307077	SCHMD06781
OG0005525	CAPO305745	SCHMD03055
OG0005527	CAPO307337	SCHMD04109
OG0005528	CAPO302166	SCHMD02186
OG0005529	CAPO303996	SCHMD00457
OG0005533	CAPO308156	SCHMD00593
OG0005534	CAPO300248	SCHMD12378
OG0005536	CAPO306899	SCHMD08816
OG0005537	CAPO305006	SCHMD24603, SCHMD12765
OG0005539	CAPO300487	SCHMD05501, SCHMD05502
OG0005545	CAPO307853	SCHMD09667
OG0005554	CAPO307360	SCHMD05734
OG0005556	CAPO301726	SCHMD10870, SCHMD18170
OG0005559	CAPO302392	SCHMD16974, SCHMD15037
OG0005560	CAPO302459	SCHMD09834, SCHMD09833
OG0005562	CAPO300157	SCHMD14801, SCHMD19132
OG0005563	CAPO300985	SCHMD12379
OG0005564	CAPO307593	SCHMD20152, SCHMD14971
OG0005566	CAPO308091	SCHMD17800
OG0005569	CAPO301394	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087
OG0005570	CAPO301459	SCHMD09421, SCHMD03639
OG0005572	CAPO300415	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142
OG0005574	CAPO305418	SCHMD12377
OG0005575	CAPO301354	SCHMD29678
OG0005580	CAPO308283	SCHMD13326
OG0005581	CAPO303973	SCHMD04114
OG0005582	CAPO306123	SCHMD14269
OG0005584	CAPO302871	SCHMD02439
OG0005586	CAPO303784	SCHMD06799
OG0005588	CAPO305990	SCHMD14537
OG0005589	CAPO305989	SCHMD00570
OG0005590	CAPO302905	SCHMD15965
OG0005592	CAPO305870	SCHMD29641, SCHMD06507
OG0005594	CAPO306885	SCHMD01627, SCHMD01628
OG0005595	CAPO306737	SCHMD01173, SCHMD01177, SCHMD01176, SCHMD01179
OG0005597	CAPO301334	SCHMD15948, SCHMD15508
OG0005598	CAPO300035	SCHMD28546, SCHMD03623
OG0005599	CAPO302061	SCHMD02438
OG0005600	CAPO300445	SCHMD16041
OG0005603	CAPO303949	SCHMD19668, SCHMD21236, SCHMD25008
OG0005604	CAPO303855	SCHMD13641, SCHMD16141
OG0005605	CAPO300782	SCHMD17079
OG0005611	CAPO304396	SCHMD22528, SCHMD19557
OG0005613	CAPO301790	SCHMD01673
OG0005614	CAPO306809	SCHMD23859
OG0005615	CAPO302186	SCHMD24965, SCHMD20148
OG0005616	CAPO302310	SCHMD16788, SCHMD04567, SCHMD20957, SCHMD20956
OG0005617	CAPO300131	SCHMD04518
OG0005618	CAPO307702	SCHMD19841
OG0005620	CAPO306094	SCHMD00996
OG0005621	CAPO308123	SCHMD08358, SCHMD08356, SCHMD08355
OG0005622	CAPO307903	SCHMD09799
OG0005623	CAPO300779	SCHMD04874
OG0005624	CAPO300652	SCHMD03490, SCHMD03489
OG0005625	CAPO302221	SCHMD01610
OG0005626	CAPO308220	SCHMD07068
OG0005629	CAPO302575	SCHMD28752, SCHMD09552
OG0005630	CAPO301786, CAPO307219	SCHMD01646
OG0005632	CAPO303472	SCHMD14616, SCHMD19534
OG0005633	CAPO302097	SCHMD07099
OG0005636	CAPO302060	SCHMD19328, SCHMD18481
OG0005637	CAPO305600	SCHMD23112
OG0005639	CAPO306397	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579
OG0005642	CAPO307460	SCHMD13411
OG0005643	CAPO307244	SCHMD13075
OG0005644	CAPO303605	SCHMD04718
OG0005645	CAPO300279	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665
OG0005649	CAPO304011	SCHMD08195, SCHMD22964
OG0005652	CAPO301437	SCHMD16380, SCHMD06971
OG0005656	CAPO306816	SCHMD27371
OG0005681	CAPO302618	SCHMD11619
OG0005690	CAPO303792	SCHMD02487
OG0005692	CAPO306503	SCHMD02679
OG0005701	CAPO304311	SCHMD02013, SCHMD02012
OG0005702	CAPO302394	SCHMD14141
OG0005703	CAPO307490	SCHMD17404
OG0005707	CAPO303751	SCHMD05853
OG0005712	CAPO302811	SCHMD07067
OG0005714	CAPO302016	SCHMD01804
OG0005715	CAPO302774	SCHMD12420, SCHMD17206
OG0005721	CAPO302442	SCHMD26343, SCHMD19295, SCHMD23759, SCHMD06424
OG0005723	CAPO301560	SCHMD06963
OG0005724	CAPO305737	SCHMD16415, SCHMD22314
OG0005725	CAPO304382	SCHMD15122, SCHMD20635
OG0005728	CAPO300070	SCHMD03714
OG0005729	CAPO306373	SCHMD24969
OG0005732	CAPO306509	SCHMD17368, SCHMD29400, SCHMD29134
OG0005733	CAPO307250	SCHMD03723
OG0005734	CAPO307857	SCHMD02857
OG0005735	CAPO306353	SCHMD03046, SCHMD03043
OG0005744	CAPO302669	SCHMD03440, SCHMD17406
OG0005746	CAPO304136	SCHMD18155, SCHMD18086, SCHMD23732, SCHMD18087
OG0005749	CAPO300768	SCHMD01444, SCHMD00011
OG0005750	CAPO304369	SCHMD13471, SCHMD16445
OG0005758	CAPO304832	SCHMD02273, SCHMD02272
OG0005762	CAPO307808	SCHMD02446
OG0005764	CAPO302285	SCHMD24702
OG0005770	CAPO306340	SCHMD08433, SCHMD15883
OG0005771	CAPO301571	SCHMD04988
OG0005774	CAPO303542	SCHMD08709
OG0005775	CAPO306153	SCHMD29828
OG0005775	CAPO302525	SCHMD01091
OG0005776	CAPO303568, CAPO307316	SCHMD03919
OG0005779	CAPO306436	SCHMD09046
OG0005781	CAPO303884	SCHMD12803, SCHMD19512, SCHMD12804
OG0005782	CAPO300230	SCHMD03296
OG0005783	CAPO303474	SCHMD10823
OG0005788	CAPO300037	SCHMD17492
OG0005789	CAPO303327	SCHMD07616, SCHMD07618
OG0005790	CAPO304988	SCHMD05737, SCHMD05738
OG0005793	CAPO300669	SCHMD01801
OG0005794	CAPO302027	SCHMD14298
OG0005795	CAPO305005	SCHMD07602, SCHMD13893, SCHMD25984, SCHMD19867
OG0005796	CAPO305004	SCHMD07390
OG0005797	CAPO301712	SCHMD07039
OG0005799	CAPO305503	SCHMD10266, SCHMD10268, SCHMD10267
OG0005800	CAPO303116	SCHMD00983
OG0005801	CAPO305293	SCHMD02270
OG0005803	CAPO307068	SCHMD20737
OG0005807	CAPO304282	SCHMD05422
OG0005811	CAPO304151	SCHMD09652
OG0005812	CAPO305500	SCHMD11310
OG0005814	CAPO301343	SCHMD01776
OG0005815	CAPO306106	SCHMD14928, SCHMD17547
OG0005817	CAPO300290	SCHMD05597, SCHMD01856
OG0005818	CAPO302009	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	CAPO300775	SCHMD08649
