Orthogroup	CAPO3	SACKO_ok
OG0002744	CAPO307532	SACKO_33020
OG0002745	CAPO302960	SACKO_10657, SACKO_10637
OG0002746	CAPO301404	SACKO_10434
OG0002747	CAPO308121	SACKO_18649
OG0002750	CAPO305820	SACKO_09270
OG0002751	CAPO300590	SACKO_18475, SACKO_17132
OG0002752	CAPO306571	SACKO_09498
OG0002753	CAPO301419	SACKO_01550
OG0002755	CAPO303504	SACKO_14964, SACKO_28875, SACKO_15681
OG0002756	CAPO302206	SACKO_02390, SACKO_18195
OG0002757	CAPO301022	SACKO_28172
OG0002758	CAPO302892, CAPO307678	SACKO_19727, SACKO_18269
OG0002760	CAPO306120	SACKO_23733
OG0002764	CAPO300451	SACKO_19305
OG0002765	CAPO307679	SACKO_29026
OG0002766	CAPO300475	SACKO_14015, SACKO_14013
OG0002767	CAPO302818	SACKO_33559
OG0002770	CAPO300723	SACKO_17854, SACKO_08344, SACKO_21685
OG0002771	CAPO307480	SACKO_12360
OG0002772	CAPO301657	SACKO_27476, SACKO_10766, SACKO_10749, SACKO_10753, SACKO_30368, SACKO_03004, SACKO_07206
OG0002773	CAPO300783	SACKO_21667, SACKO_16295
OG0002774	CAPO301900	SACKO_02543
OG0002776	CAPO300785	SACKO_08029, SACKO_34166
OG0002777	CAPO303340	SACKO_13191, SACKO_20238
OG0002779	CAPO306710	SACKO_04611
OG0002780	CAPO306806	SACKO_28755
OG0002782	CAPO301842	SACKO_03511
OG0002785	CAPO300520	SACKO_09777
OG0002787	CAPO307667	SACKO_04918
OG0002788	CAPO304831	SACKO_19152
OG0002790	CAPO302263	SACKO_33939
OG0002799	CAPO301814	SACKO_18293
OG0002814	CAPO300792	SACKO_31511
OG0002815	CAPO305247	SACKO_30783
OG0002816	CAPO300822	SACKO_00126
OG0002817	CAPO305631	SACKO_32465
OG0002818	CAPO300344	SACKO_26045
OG0002821	CAPO300805, CAPO300806	SACKO_07013
OG0002822	CAPO300505	SACKO_10617
OG0002824	CAPO304804	SACKO_27741, SACKO_03538
OG0002825	CAPO303958	SACKO_23367, SACKO_20554
OG0002826	CAPO305161	SACKO_09112
OG0002827	CAPO302357	SACKO_23766
OG0002828	CAPO302033	SACKO_16788, SACKO_09297, SACKO_09292
OG0002831	CAPO303454	SACKO_11570
OG0002833	CAPO302961	SACKO_15589
OG0002835	CAPO306542	SACKO_15153
OG0002836	CAPO301463	SACKO_17669, SACKO_32727, SACKO_32728
OG0002837	CAPO304096	SACKO_14528
OG0002838	CAPO305478	SACKO_21690
OG0002839	CAPO302420	SACKO_29169
OG0002841	CAPO302293	SACKO_08730, SACKO_08709, SACKO_08680
OG0002842	CAPO300353	SACKO_27573
OG0002843	CAPO300339	SACKO_05859
OG0002844	CAPO306381, CAPO305443	SACKO_23634
OG0002847	CAPO307024	SACKO_19881
OG0002848	CAPO306888	SACKO_10131
OG0002850	CAPO305439	SACKO_16964, SACKO_14200
OG0002851	CAPO304239	SACKO_18925
OG0002858	CAPO302020	SACKO_16157, SACKO_32118
OG0002864	CAPO303007	SACKO_28336, SACKO_19209
OG0002865	CAPO302058	SACKO_30786
OG0002866	CAPO307089	SACKO_19174
OG0002868	CAPO307730	SACKO_04255
OG0002870	CAPO303935	SACKO_04207
OG0002873	CAPO302439	SACKO_09763
OG0002875	CAPO302434	SACKO_27826
OG0002876	CAPO302622	SACKO_11226
OG0002877	CAPO303139	SACKO_09233, SACKO_22408
OG0002878	CAPO304014	SACKO_29637, SACKO_29599, SACKO_29619, SACKO_29610, SACKO_29621
OG0002888	CAPO302979	SACKO_13850
OG0002890	CAPO307147	SACKO_30231
OG0002891	CAPO305115	SACKO_25660
OG0002893	CAPO304576	SACKO_26406
OG0002894	CAPO307506	SACKO_02334
OG0002895	CAPO306767, CAPO303745	SACKO_07081
OG0002896	CAPO301218	SACKO_21159
OG0002897	CAPO306671	SACKO_11527
OG0002899	CAPO306014	SACKO_20293
OG0002900	CAPO303795	SACKO_11843
OG0002902	CAPO300125	SACKO_31560
OG0002907	CAPO303347	SACKO_16536
OG0002908	CAPO301293	SACKO_04538, SACKO_12690, SACKO_11145
OG0002909	CAPO302801	SACKO_23664
OG0002911	CAPO306312	SACKO_07058
OG0002913	CAPO307505	SACKO_06634
OG0002914	CAPO304158	SACKO_00833, SACKO_22358
OG0002915	CAPO307623	SACKO_04947
OG0002916	CAPO307991	SACKO_29255
OG0002917	CAPO304597	SACKO_26409
OG0002921	CAPO307445	SACKO_33268
OG0002922	CAPO305731	SACKO_17100
OG0002923	CAPO307207	SACKO_26728
OG0002926	CAPO301908	SACKO_00854
OG0002927	CAPO307647	SACKO_16689
OG0002931	CAPO300557	SACKO_09069
OG0002944	CAPO306630	SACKO_29103
OG0002945	CAPO307786	SACKO_10023
OG0002946	CAPO302209	SACKO_00383, SACKO_00387, SACKO_14445, SACKO_01940, SACKO_25372, SACKO_14016
OG0002947	CAPO306510	SACKO_28885, SACKO_15400
OG0002948	CAPO303072	SACKO_14209
OG0002949	CAPO305527, CAPO304499	SACKO_05711
OG0002950	CAPO302322	SACKO_25017
OG0002952	CAPO304062, CAPO304063	SACKO_25112
OG0002953	CAPO305937	SACKO_25506
OG0002954	CAPO303510	SACKO_31927, SACKO_03834
OG0002955	CAPO305617	SACKO_05650
OG0002957	CAPO303846	SACKO_29770
OG0002959	CAPO305557	SACKO_03836
OG0002960	CAPO301301	SACKO_10276
OG0002961	CAPO306313	SACKO_22229
OG0002962	CAPO302937	SACKO_02237
OG0002965	CAPO304902	SACKO_32335, SACKO_14337
OG0002968	CAPO306161	SACKO_06975
OG0002973	CAPO301405	SACKO_14102
OG0002974	CAPO300358	SACKO_29031
OG0002976	CAPO304649	SACKO_31461
OG0002977	CAPO306762	SACKO_20192
OG0002979	CAPO300623	SACKO_20128
OG0002981	CAPO305421	SACKO_26792
OG0002982	CAPO306469	SACKO_13358
OG0002983	CAPO302346	SACKO_27335
OG0002985	CAPO300589	SACKO_30570
OG0002987	CAPO306603	SACKO_24109
OG0002988	CAPO300003	SACKO_28450
OG0002990	CAPO304869	SACKO_28950
OG0002991	CAPO300778	SACKO_16196
OG0002992	CAPO307180	SACKO_30998
OG0002994	CAPO307303	SACKO_19056, SACKO_25065, SACKO_15129
OG0002997	CAPO307685	SACKO_03884, SACKO_17459
OG0002998	CAPO302958	SACKO_08408
OG0003001	CAPO302423	SACKO_02123
OG0003002	CAPO304848	SACKO_24578
OG0003004	CAPO304489	SACKO_15243, SACKO_08904, SACKO_15252
OG0003005	CAPO302452, CAPO300516	SACKO_09366
OG0003006	CAPO302605	SACKO_09983
OG0003010	CAPO303642	SACKO_04866, SACKO_33454
OG0003012	CAPO302272	SACKO_26048
OG0003014	CAPO304419	SACKO_30554
OG0003016	CAPO301025	SACKO_10325, SACKO_10324
OG0003017	CAPO303755	SACKO_30528, SACKO_28070
OG0003018	CAPO301697	SACKO_21884, SACKO_15715
OG0003019	CAPO302687	SACKO_29411
OG0003019	CAPO307689	SACKO_22182
OG0003020	CAPO306543, CAPO306821	SACKO_29408, SACKO_10424, SACKO_10423
OG0003022	CAPO308155	SACKO_00432
OG0003024	CAPO300933	SACKO_04764
OG0003025	CAPO306077	SACKO_25265
OG0003026	CAPO304742	SACKO_02570
OG0003027	CAPO302145	SACKO_17441, SACKO_20718
OG0003028	CAPO307794	SACKO_26969
OG0003029	CAPO301992	SACKO_23336
OG0003030	CAPO304737	SACKO_20385
OG0003033	CAPO300181	SACKO_21096
OG0003034	CAPO300214, CAPO307271	SACKO_10723
OG0003037	CAPO305626	SACKO_16276, SACKO_16281
OG0003038	CAPO300861	SACKO_26887
OG0003041	CAPO306033	SACKO_15164
OG0003042	CAPO301480	SACKO_01751
OG0003043	CAPO304921	SACKO_04083, SACKO_02021, SACKO_04094
OG0003044	CAPO300082	SACKO_29708
OG0003046	CAPO302851	SACKO_19289
OG0003048	CAPO300169	SACKO_30401
OG0003049	CAPO300501, CAPO307086, CAPO305726	SACKO_27605
OG0003053	CAPO305034	SACKO_00124
OG0003054	CAPO305605	SACKO_23775
OG0003055	CAPO307832	SACKO_14713
OG0003056	CAPO300334	SACKO_30441
OG0003058	CAPO305219	SACKO_30857
OG0003059	CAPO307928	SACKO_10958, SACKO_20443
OG0003060	CAPO300265	SACKO_07187
OG0003063	CAPO306091	SACKO_07757
OG0003064	CAPO303600	SACKO_30917
OG0003065	CAPO305486	SACKO_12532
OG0003067	CAPO301062	SACKO_24076
OG0003071	CAPO303765	SACKO_01947, SACKO_09087
OG0003072	CAPO300719	SACKO_22003
OG0003073	CAPO300571	SACKO_19888, SACKO_03463
OG0003074	CAPO305232	SACKO_00277
OG0003079	CAPO303732	SACKO_01137
OG0003103	CAPO300058	SACKO_09737
OG0003104	CAPO300208	SACKO_11227
OG0003106	CAPO300222	SACKO_29288
OG0003107	CAPO305408	SACKO_16349
OG0003108	CAPO307100	SACKO_22455, SACKO_26646
OG0003110	CAPO302380	SACKO_26390
OG0003111	CAPO305398	SACKO_29226, SACKO_13382, SACKO_29195, SACKO_13371
OG0003112	CAPO305044	SACKO_27668
OG0003113	CAPO300369	SACKO_19759
OG0003114	CAPO305811	SACKO_15238
OG0003115	CAPO305328	SACKO_01855
OG0003116	CAPO304220	SACKO_10934, SACKO_14549, SACKO_14593, SACKO_14030
OG0003119	CAPO301756	SACKO_13546
OG0003120	CAPO301313	SACKO_22096, SACKO_22116, SACKO_24876
OG0003121	CAPO300078	SACKO_16521
OG0003122	CAPO305152	SACKO_03121, SACKO_18543, SACKO_26066
OG0003124	CAPO307110	SACKO_04410
OG0003125	CAPO308199	SACKO_29448
OG0003126	CAPO302418	SACKO_18141
OG0003128	CAPO300639	SACKO_04405
OG0003130	CAPO308112	SACKO_29703
OG0003131	CAPO301104	SACKO_18830
OG0003135	CAPO304970	SACKO_03116
OG0003136	CAPO303233	SACKO_03114
OG0003138	CAPO307798	SACKO_22321
OG0003141	CAPO300915	SACKO_03614
OG0003144	CAPO304802	SACKO_03680
OG0003145	CAPO301669	SACKO_14415
OG0003146	CAPO304953	SACKO_04352
OG0003147	CAPO305754	SACKO_09203, SACKO_13733
OG0003149	CAPO303321	SACKO_12102
OG0003150	CAPO304553	SACKO_33473
OG0003151	CAPO302311	SACKO_18699, SACKO_01605
OG0003152	CAPO306395	SACKO_11895
OG0003153	CAPO305242	SACKO_16378
OG0003154	CAPO308152	SACKO_22446
OG0003157	CAPO300659	SACKO_30627
OG0003158	CAPO304754	SACKO_02553
OG0003159	CAPO307514	SACKO_06649, SACKO_17748, SACKO_01588
OG0003160	CAPO305734	SACKO_12466
OG0003161	CAPO307952, CAPO307190, CAPO305141	SACKO_09109
OG0003162	CAPO303406	SACKO_09082, SACKO_09115, SACKO_09128
OG0003163	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284	SACKO_09039
OG0003164	CAPO302879	SACKO_24629
OG0003165	CAPO302597	SACKO_09454
OG0003169	CAPO302137	SACKO_19319
OG0003172	CAPO306984	SACKO_02203, SACKO_02691
OG0003174	CAPO306817	SACKO_14589
OG0003175	CAPO306274	SACKO_26238
OG0003176	CAPO307890	SACKO_19057
OG0003177	CAPO305441	SACKO_24963
OG0003178	CAPO303283	SACKO_18493, SACKO_11994
OG0003179	CAPO300801	SACKO_33031, SACKO_21707
OG0003181	CAPO304354	SACKO_00391
OG0003182	CAPO308003	SACKO_16383
OG0003184	CAPO303123	SACKO_29685
OG0003185	CAPO301951	SACKO_19190
OG0003187	CAPO303479	SACKO_23198
OG0003189	CAPO303157	SACKO_10353
OG0003190	CAPO303910	SACKO_23848
OG0003191	CAPO306279	SACKO_03093
OG0003192	CAPO301014	SACKO_13024
OG0003193	CAPO301211	SACKO_21175
OG0003194	CAPO301882	SACKO_30088, SACKO_17566, SACKO_01119, SACKO_02887, SACKO_02885, SACKO_29755, SACKO_09227
OG0003196	CAPO301946	SACKO_29608
OG0003196	CAPO306231	SACKO_13980, SACKO_08178
OG0003198	CAPO304417	SACKO_09167
OG0003199	CAPO305890	SACKO_33150
OG0003200	CAPO301026	SACKO_21528
OG0003202	CAPO307016	SACKO_17487
OG0003203	CAPO305085	SACKO_00607, SACKO_00828
OG0003206	CAPO306250	SACKO_17979, SACKO_17971, SACKO_19787
OG0003207	CAPO301521	SACKO_07582
OG0003210	CAPO303247	SACKO_27430
OG0003211	CAPO307771	SACKO_07520, SACKO_23746
OG0003212	CAPO300076	SACKO_00699
OG0003214	CAPO305438	SACKO_22648, SACKO_02358
OG0003215	CAPO305646	SACKO_14011
OG0003217	CAPO304366	SACKO_20635
OG0003218	CAPO308113	SACKO_33469
OG0003219	CAPO306660	SACKO_24194
OG0003220	CAPO304799	SACKO_26339, SACKO_03695
OG0003223	CAPO307650	SACKO_26827
OG0003225	CAPO303179	SACKO_07427
OG0003227	CAPO306597	SACKO_30234
OG0003228	CAPO305495	SACKO_07288
OG0003230	CAPO301507	SACKO_19470
OG0003231	CAPO301890	SACKO_17265, SACKO_07487
OG0003235	CAPO301047	SACKO_26089
OG0003238	CAPO305586	SACKO_17755
OG0003240	CAPO303081	SACKO_24079, SACKO_21025, SACKO_09100
OG0003251	CAPO307251	SACKO_32082
OG0003252	CAPO305303	SACKO_18053
OG0003254	CAPO307938	SACKO_11378
OG0003255	CAPO301338	SACKO_02946
OG0003257	CAPO303231	SACKO_04676
OG0003263	CAPO303458	SACKO_24493
OG0003266	CAPO303168	SACKO_05971, SACKO_26552, SACKO_12236
OG0003267	CAPO300914	SACKO_32336
OG0003268	CAPO301821	SACKO_05287
OG0003269	CAPO304139	SACKO_28019
OG0003272	CAPO300665	SACKO_12753
OG0003273	CAPO307851	SACKO_11959
OG0003277	CAPO306142	SACKO_01244
OG0003278	CAPO306634	SACKO_03134
OG0003279	CAPO306251	SACKO_30116
OG0003282	CAPO305239	SACKO_27155
OG0003283	CAPO304400	SACKO_28354, SACKO_30822
OG0003284	CAPO302648	SACKO_30896
OG0003287	CAPO306546	SACKO_28184
OG0003288	CAPO307866	SACKO_10698
OG0003290	CAPO307662, CAPO300441	SACKO_27393
OG0003293	CAPO300956	SACKO_06484, SACKO_23226
OG0003294	CAPO303988	SACKO_17331
OG0003296	CAPO301282	SACKO_04472
OG0003298	CAPO306456	SACKO_14529
OG0003301	CAPO300201	SACKO_27778
OG0003302	CAPO303848	SACKO_17873
OG0003306	CAPO303291	SACKO_02846
OG0003309	CAPO301499	SACKO_25385
OG0003315	CAPO301649	SACKO_11264
OG0003316	CAPO300235	SACKO_02137
OG0003317	CAPO304285	SACKO_05670
OG0003318	CAPO302830	SACKO_23709
OG0003320	CAPO303640	SACKO_10308, SACKO_31257
OG0003323	CAPO304122	SACKO_13406
OG0003324	CAPO308312	SACKO_13710
OG0003325	CAPO300972, CAPO304961	SACKO_05232
OG0003326	CAPO308259	SACKO_25613
OG0003329	CAPO303336	SACKO_09850
OG0003329	CAPO300711	SACKO_03764
OG0003331	CAPO303947	SACKO_03264
OG0003332	CAPO307894	SACKO_23821, SACKO_23810, SACKO_23819
OG0003333	CAPO307836	SACKO_30489
OG0003334	CAPO305710	SACKO_15852, SACKO_00195, SACKO_30052
OG0003335	CAPO302255	SACKO_15302
OG0003340	CAPO305389	SACKO_04037
OG0003341	CAPO301683	SACKO_02787, SACKO_02784, SACKO_02780
OG0003345	CAPO302682	SACKO_06543
OG0003348	CAPO308059, CAPO308052	SACKO_18275
OG0003349	CAPO300780	SACKO_20573
OG0003353	CAPO304897	SACKO_27934
OG0003354	CAPO300396	SACKO_00210
OG0003355	CAPO308186	SACKO_21459
OG0003356	CAPO306224	SACKO_19552, SACKO_19562
OG0003357	CAPO307953	SACKO_12468
OG0003358	CAPO307281	SACKO_23618
OG0003359	CAPO303262, CAPO304527	SACKO_15399, SACKO_15411
OG0003360	CAPO301722	SACKO_11966
OG0003361	CAPO301802	SACKO_19401
OG0003362	CAPO306572	SACKO_14757
OG0003364	CAPO301569	SACKO_11623
OG0003366	CAPO302011	SACKO_31581
OG0003368	CAPO307793	SACKO_17847
OG0003369	CAPO305084	SACKO_17735
OG0003370	CAPO302725	SACKO_33714, SACKO_19353
OG0003373	CAPO301869	SACKO_09624
OG0003374	CAPO305683	SACKO_32930
OG0003375	CAPO301633, CAPO305837	SACKO_08748
OG0003376	CAPO306560	SACKO_10287
OG0003377	CAPO301205	SACKO_23381
OG0003379	CAPO301575	SACKO_33311, SACKO_33295
OG0003380	CAPO301115	SACKO_05451
OG0003382	CAPO302262	SACKO_12662
OG0003382	CAPO304611	SACKO_12632
OG0003383	CAPO305778	SACKO_08095
OG0003384	CAPO306617	SACKO_24086
OG0003386	CAPO300917	SACKO_01067
OG0003388	CAPO302657, CAPO304459, CAPO302957	SACKO_17919, SACKO_17906
OG0003391	CAPO301846	SACKO_12505
OG0003392	CAPO304278	SACKO_10639, SACKO_10646
OG0003393	CAPO304102	SACKO_33236
OG0003419	CAPO301040	SACKO_07603
OG0003421	CAPO300028	SACKO_01930, SACKO_01928, SACKO_01939
OG0003422	CAPO300121	SACKO_04586
OG0003424	CAPO307323	SACKO_05692
OG0003425	CAPO304371	SACKO_21290
OG0003426	CAPO301532	SACKO_29295
OG0003428	CAPO300586	SACKO_19906
OG0003429	CAPO307638	SACKO_18851
OG0003431	CAPO308284	SACKO_02696
OG0003434	CAPO303572	SACKO_27927
OG0003435	CAPO300552	SACKO_25724
OG0003438	CAPO304548, CAPO305602, CAPO302554	SACKO_29724, SACKO_19085
OG0003443	CAPO306901, CAPO306924	SACKO_22199
OG0003447	CAPO304621, CAPO305856	SACKO_16916, SACKO_15106
OG0003448	CAPO305307	SACKO_29640
OG0003449	CAPO304421	SACKO_09979
OG0003450	CAPO304313	SACKO_15572
OG0003451	CAPO302760	SACKO_04785
OG0003453	CAPO304718	SACKO_10209
OG0003454	CAPO305798	SACKO_30324
OG0003455	CAPO300221	SACKO_22919
OG0003456	CAPO305023	SACKO_28683
OG0003457	CAPO307022	SACKO_17526, SACKO_07023
OG0003458	CAPO301287	SACKO_24689, SACKO_13988, SACKO_07225
OG0003459	CAPO304210	SACKO_12030
OG0003461	CAPO304469	SACKO_03545
OG0003462	CAPO306452	SACKO_00776
OG0003464	CAPO306136	SACKO_26254
OG0003465	CAPO307530	SACKO_23058
OG0003467	CAPO306150	SACKO_32119
OG0003471	CAPO304216	SACKO_27838, SACKO_27818
OG0003475	CAPO307501	SACKO_31281
OG0003476	CAPO306987	SACKO_26059
OG0003477	CAPO308122	SACKO_20610
OG0003478	CAPO300139	SACKO_00688
OG0003479	CAPO302288	SACKO_01184
OG0003480	CAPO303582	SACKO_11010
OG0003483	CAPO305509	SACKO_18557
OG0003487	CAPO300925	SACKO_25911, SACKO_25905
OG0003489	CAPO305291	SACKO_12828, SACKO_29393
OG0003491	CAPO304911	SACKO_26412
OG0003492	CAPO306303	SACKO_31827
OG0003493	CAPO306533	SACKO_15477, SACKO_31955
OG0003497	CAPO305660	SACKO_02621
OG0003498	CAPO306898	SACKO_01996, SACKO_01988, SACKO_01980
OG0003499	CAPO301160	SACKO_22766
OG0003500	CAPO304927	SACKO_07628
OG0003501	CAPO303209	SACKO_30952
OG0003502	CAPO306906	SACKO_20189
OG0003503	CAPO307158	SACKO_09739
OG0003504	CAPO304351	SACKO_16259
OG0003505	CAPO305207	SACKO_26757
OG0003506	CAPO302826	SACKO_24649
OG0003507	CAPO303307	SACKO_15223, SACKO_03869
OG0003508	CAPO307911	SACKO_06902
OG0003509	CAPO305689	SACKO_34164
OG0003511	CAPO307348, CAPO308352	SACKO_09852
OG0003512	CAPO303631, CAPO302677, CAPO302168	SACKO_20205
OG0003515	CAPO307211	SACKO_30659
OG0003518	CAPO307641	SACKO_26760, SACKO_26732
OG0003519	CAPO307608	SACKO_12908
OG0003522	CAPO306659	SACKO_24463
OG0003523	CAPO304976	SACKO_34177, SACKO_33207
OG0003525	CAPO305089	SACKO_24043, SACKO_19674, SACKO_18095, SACKO_24008
OG0003528	CAPO306484	SACKO_21089
OG0003531	CAPO300308	SACKO_00165
OG0003532	CAPO303744	SACKO_31069
OG0003533	CAPO301327	SACKO_23729
OG0003537	CAPO301555	SACKO_16852, SACKO_18710
OG0003538	CAPO301093	SACKO_14572
OG0003539	CAPO300449	SACKO_02852
OG0003541	CAPO300603	SACKO_26803
OG0003543	CAPO301989	SACKO_32884
OG0003544	CAPO300418	SACKO_26949, SACKO_12520
OG0003546	CAPO303583	SACKO_10975
OG0003547	CAPO308031	SACKO_00985
OG0003550	CAPO300137	SACKO_21635
OG0003551	CAPO308286	SACKO_25700
OG0003552	CAPO307114	SACKO_04703
OG0003554	CAPO301001	SACKO_27750
OG0003556	CAPO302339	SACKO_20857
OG0003557	CAPO306086	SACKO_27387
OG0003561	CAPO301198	SACKO_31413
OG0003562	CAPO303388	SACKO_19186
OG0003563	CAPO300808, CAPO301102	SACKO_24469
OG0003564	CAPO300720	SACKO_17080
OG0003566	CAPO300164	SACKO_03424
OG0003567	CAPO307296	SACKO_04644, SACKO_17659
OG0003568	CAPO303992	SACKO_29348
OG0003570	CAPO305849	SACKO_10065
OG0003573	CAPO300904	SACKO_03300
OG0003577	CAPO306764	SACKO_06470
OG0003578	CAPO307426	SACKO_25432
OG0003579	CAPO300766	SACKO_31496
OG0003582	CAPO302819	SACKO_20514, SACKO_20506
OG0003599	CAPO301420	SACKO_29256
OG0003600	CAPO305414	SACKO_26845
OG0003607	CAPO301867	SACKO_11384
OG0003610	CAPO302401	SACKO_11265
OG0003611	CAPO306320	SACKO_17082
OG0003612	CAPO304993	SACKO_07192
OG0003613	CAPO305029	SACKO_09649
OG0003617	CAPO306844	SACKO_22185
OG0003618	CAPO302109	SACKO_02416
OG0003619	CAPO304837	SACKO_04087
OG0003620	CAPO306673	SACKO_04500
OG0003621	CAPO302199	SACKO_01826, SACKO_01831
OG0003622	CAPO305075	SACKO_14629, SACKO_28093
OG0003624	CAPO303633	SACKO_32508, SACKO_30807
OG0003630	CAPO308012	SACKO_05455
OG0003631	CAPO303610	SACKO_08255
OG0003633	CAPO300056	SACKO_04000, SACKO_29034
OG0003635	CAPO308133	SACKO_29880, SACKO_20382
OG0003638	CAPO305555	SACKO_04756
OG0003640	CAPO301244	SACKO_16698
OG0003641	CAPO300746	SACKO_25568
OG0003644	CAPO304835	SACKO_09283
OG0003645	CAPO307108	SACKO_23291
OG0003646	CAPO304914	SACKO_03457
OG0003648	CAPO302617	SACKO_11947
OG0003649	CAPO301930	SACKO_04513
OG0003650	CAPO306633	SACKO_09653, SACKO_34048
OG0003651	CAPO305370	SACKO_13985
OG0003652	CAPO300427	SACKO_24298
OG0003655	CAPO303553	SACKO_24287
OG0003656	CAPO301350	SACKO_13038
OG0003657	CAPO305783	SACKO_16386
OG0003658	CAPO303162	SACKO_28365, SACKO_28351, SACKO_16579, SACKO_05605, SACKO_28276, SACKO_10742, SACKO_09971
OG0003661	CAPO300815	SACKO_30405, SACKO_27413, SACKO_00300, SACKO_17621
OG0003664	CAPO305504	SACKO_00324
OG0003666	CAPO300690	SACKO_16204, SACKO_16207
OG0003667	CAPO303859	SACKO_07527
OG0003668	CAPO300260	SACKO_16542
OG0003668	CAPO301650	SACKO_07937
OG0003669	CAPO305883	SACKO_29388, SACKO_29382
OG0003671	CAPO308173	SACKO_06102
OG0003672	CAPO300582	SACKO_22038
OG0003676	CAPO304948	SACKO_32292
OG0003677	CAPO300011	SACKO_22925
OG0003679	CAPO304696	SACKO_05594
OG0003680	CAPO300884	SACKO_07919
OG0003682	CAPO302793	SACKO_09145
OG0003682	CAPO301860	SACKO_09118
OG0003684	CAPO302734	SACKO_16167
OG0003685	CAPO305996	SACKO_17420
OG0003686	CAPO302144	SACKO_18996
OG0003687	CAPO301501	SACKO_02692
OG0003688	CAPO307252	SACKO_15602
OG0003689	CAPO301215	SACKO_12938, SACKO_04151
OG0003690	CAPO307478	SACKO_17688
OG0003693	CAPO302269	SACKO_30147, SACKO_30156
OG0003694	CAPO307654	SACKO_13899
OG0003695	CAPO303363	SACKO_15073
OG0003696	CAPO304903	SACKO_23747, SACKO_23745
OG0003697	CAPO307718	SACKO_33327
OG0003698	CAPO306302	SACKO_23560
OG0003700	CAPO304411	SACKO_28036
OG0003703	CAPO305764	SACKO_22461
OG0003704	CAPO308213	SACKO_18437, SACKO_18600
OG0003710	CAPO301647	SACKO_14655
OG0003712	CAPO300556	SACKO_24483
OG0003713	CAPO306178	SACKO_23814
OG0003716	CAPO303976	SACKO_26655
OG0003717	CAPO306282	SACKO_18355
OG0003718	CAPO307310	SACKO_13035
OG0003719	CAPO300227	SACKO_21324
OG0003720	CAPO300371	SACKO_27787
OG0003721	CAPO300976, CAPO300975	SACKO_27819
OG0003722	CAPO300031	SACKO_09342
OG0003724	CAPO308007	SACKO_31074
OG0003729	CAPO307394	SACKO_10462
OG0003730	CAPO305074	SACKO_07057
OG0003731	CAPO304053	SACKO_09116
OG0003732	CAPO306498	SACKO_33518
OG0003733	CAPO305671	SACKO_25639
OG0003734	CAPO305564	SACKO_10298
OG0003735	CAPO308150	SACKO_27359
OG0003738	CAPO304238	SACKO_02219
OG0003739	CAPO300467	SACKO_32965
OG0003740	CAPO307238	SACKO_08475
OG0003741	CAPO305770	SACKO_23163
OG0003742	CAPO303080	SACKO_16317
OG0003743	CAPO302360	SACKO_20767
OG0003744	CAPO306491	SACKO_15973
OG0003745	CAPO307585	SACKO_21997, SACKO_21973
OG0003749	CAPO306992	SACKO_08322
OG0003750	CAPO304840	SACKO_12535, SACKO_09051
OG0003752	CAPO306304	SACKO_12922
OG0003754	CAPO305643	SACKO_08508
OG0003755	CAPO300113	SACKO_29745
OG0003756	CAPO307901	SACKO_18779
OG0003758	CAPO308214	SACKO_22893
OG0003759	CAPO307476	SACKO_18691
OG0003760	CAPO304944	SACKO_23820
OG0003761	CAPO301690	SACKO_10184, SACKO_16376
OG0003762	CAPO303010	SACKO_02218
OG0003764	CAPO300879	SACKO_05674, SACKO_05695, SACKO_05671, SACKO_09985
OG0003767	CAPO301363	SACKO_34036, SACKO_34061, SACKO_34034
OG0003769	CAPO305668	SACKO_26729
OG0003770	CAPO300865, CAPO305387	SACKO_30113
OG0003771	CAPO300755	SACKO_24472
OG0003773	CAPO301706	SACKO_25570
OG0003776	CAPO306521	SACKO_19961, SACKO_22793, SACKO_32454
OG0003778	CAPO302558	SACKO_19167
OG0003779	CAPO304919	SACKO_17816
OG0003798	CAPO300229	SACKO_04965
OG0003803	CAPO307540	SACKO_16018
OG0003806	CAPO304817	SACKO_25022
OG0003807	CAPO308021	SACKO_28702
OG0003808	CAPO308095	SACKO_11285
OG0003811	CAPO302863	SACKO_23286, SACKO_31701
OG0003812	CAPO300349	SACKO_19469
OG0003813	CAPO305053	SACKO_02012
OG0003818	CAPO306945	SACKO_15857
OG0003820	CAPO302724	SACKO_04478
OG0003823	CAPO305304	SACKO_05580
OG0003824	CAPO300109	SACKO_12746
OG0003826	CAPO303948	SACKO_00714
OG0003827	CAPO302156	SACKO_27592
OG0003828	CAPO304442	SACKO_16727
OG0003829	CAPO304825	SACKO_06553
OG0003833	CAPO305448	SACKO_15586, SACKO_23901
OG0003834	CAPO307203	SACKO_32127
OG0003835	CAPO300102	SACKO_00089
OG0003836	CAPO301610	SACKO_30569
OG0003837	CAPO304430	SACKO_26489, SACKO_21340
OG0003838	CAPO304061, CAPO304064	SACKO_16736
OG0003839	CAPO300238, CAPO301543, CAPO307066	SACKO_12965, SACKO_03944
