Orthogroup	CAPO3	ASTMX
OG0002147	CAPO307247	ASTMX15556, ASTMX15557, ASTMX18212
OG0002148	CAPO301311	ASTMX15638, ASTMX01497
OG0002150	CAPO305991	ASTMX15752, ASTMX00387
OG0002151	CAPO300513	ASTMX04874, ASTMX21404
OG0002152	CAPO305214	ASTMX16305, ASTMX07269, ASTMX15710
OG0002158	CAPO300426	ASTMX12621
OG0002159	CAPO301618	ASTMX00345
OG0002160	CAPO306354	ASTMX06371
OG0002165	CAPO306860	ASTMX00308, ASTMX00309
OG0002166	CAPO300536	ASTMX09990, ASTMX05068, ASTMX03530
OG0002168	CAPO305846	ASTMX12023, ASTMX02930
OG0002169	CAPO305188, CAPO305186	ASTMX05633, ASTMX10425
OG0002170	CAPO306065	ASTMX08212, ASTMX10098
OG0002171	CAPO300657	ASTMX17441, ASTMX17115
OG0002172	CAPO300117	ASTMX06303, ASTMX15881
OG0002173	CAPO300163	ASTMX15806, ASTMX17795, ASTMX05204
OG0002177	CAPO303715	ASTMX18377, ASTMX13667, ASTMX08061
OG0002179	CAPO301344	ASTMX04822, ASTMX04821
OG0002182	CAPO300304	ASTMX01000, ASTMX21943
OG0002184	CAPO302808	ASTMX12387, ASTMX21486, ASTMX13143, ASTMX22891
OG0002185	CAPO306894	ASTMX18245, ASTMX18246
OG0002187	CAPO303260	ASTMX11184
OG0002188	CAPO307308	ASTMX17006
OG0002189	CAPO302919, CAPO302901	ASTMX16380
OG0002190	CAPO305794	ASTMX05738, ASTMX09879, ASTMX15824
OG0002191	CAPO306349	ASTMX08688, ASTMX15473, ASTMX12063
OG0002193	CAPO307827, CAPO303661	ASTMX11543
OG0002194	CAPO306073	ASTMX04013, ASTMX04341, ASTMX20845
OG0002199	CAPO306236, CAPO308165	ASTMX00343, ASTMX00342, ASTMX14495, ASTMX02598, ASTMX02001, ASTMX02000
OG0002201	CAPO305256	ASTMX10892, ASTMX21058
OG0002216	CAPO308083	ASTMX19790
OG0002217	CAPO303403	ASTMX14103
OG0002219	CAPO301953	ASTMX18661, ASTMX18662
OG0002222	CAPO300961	ASTMX13836, ASTMX08751
OG0002224	CAPO304952	ASTMX06613, ASTMX14452, ASTMX05934
OG0002225	CAPO301769	ASTMX13928, ASTMX11814
OG0002226	CAPO307804	ASTMX18469, ASTMX14158
OG0002227	CAPO307820, CAPO307799	ASTMX11747, ASTMX21122
OG0002228	CAPO301630, CAPO300068	ASTMX19431, ASTMX07841, ASTMX09065
OG0002229	CAPO308040	ASTMX09988
OG0002235	CAPO303035	ASTMX13892, ASTMX02706, ASTMX03660, ASTMX09950, ASTMX05042
OG0002237	CAPO306506	ASTMX04281, ASTMX11821, ASTMX10251
OG0002239	CAPO303809	ASTMX09078
OG0002239	CAPO301966	ASTMX07073, ASTMX12092
OG0002240	CAPO306707	ASTMX06011
OG0002241	CAPO303979	ASTMX06900, ASTMX17127
OG0002243	CAPO301335, CAPO300484	ASTMX03972, ASTMX17560
OG0002244	CAPO303840	ASTMX18150
OG0002245	CAPO302737	ASTMX20274, ASTMX16360, ASTMX20273
OG0002246	CAPO301929	ASTMX06937, ASTMX20890, ASTMX01865, ASTMX06938
OG0002251	CAPO302537	ASTMX20073, ASTMX09983, ASTMX19261, ASTMX12496
OG0002252	CAPO304306	ASTMX21582, ASTMX03620
OG0002255	CAPO301475, CAPO302337	ASTMX03543, ASTMX03542, ASTMX10677
OG0002257	CAPO303721	ASTMX01315, ASTMX09672, ASTMX09671, ASTMX09670, ASTMX15237
OG0002258	CAPO302229	ASTMX05578
OG0002261	CAPO303559	ASTMX04970, ASTMX16399, ASTMX04971
OG0002263	CAPO304694	ASTMX17855, ASTMX03160
OG0002264	CAPO304810	ASTMX08822, ASTMX05769
OG0002266	CAPO307392	ASTMX01568, ASTMX19605, ASTMX23028
OG0002270	CAPO302042	ASTMX17608, ASTMX01977, ASTMX22333
OG0002271	CAPO308065	ASTMX21274
OG0002272	CAPO301905	ASTMX10230, ASTMX06090, ASTMX06680, ASTMX05371
OG0002279	CAPO304874	ASTMX12963, ASTMX16291
OG0002282	CAPO300014	ASTMX08568, ASTMX14313, ASTMX15818
OG0002284	CAPO304167	ASTMX10585, ASTMX12450
OG0002285	CAPO305012	ASTMX05929, ASTMX13499
OG0002287	CAPO306430	ASTMX17142, ASTMX11263, ASTMX16411, ASTMX07081, ASTMX08302
OG0002288	CAPO306855	ASTMX11634, ASTMX21727
OG0002292	CAPO308118, CAPO308288	ASTMX22948
OG0002292	CAPO301471	ASTMX01072
OG0002293	CAPO302207	ASTMX08163, ASTMX02883, ASTMX00908, ASTMX03866
OG0002294	CAPO300522	ASTMX20773, ASTMX11558, ASTMX15048
OG0002296	CAPO307746	ASTMX13497
OG0002297	CAPO307845	ASTMX00496
OG0002312	CAPO305339	ASTMX12587, ASTMX21965, ASTMX04630
OG0002312	CAPO305880	ASTMX21964
OG0002316	CAPO302192	ASTMX00832, ASTMX02882
OG0002317	CAPO301129	ASTMX04598, ASTMX17295, ASTMX10942, ASTMX01601
OG0002318	CAPO302292	ASTMX22370
OG0002321	CAPO300390	ASTMX21752
OG0002322	CAPO300979	ASTMX07710, ASTMX07709, ASTMX18717, ASTMX07837
OG0002323	CAPO308299	ASTMX21120
OG0002325	CAPO300458	ASTMX07855
OG0002326	CAPO302239	ASTMX13675, ASTMX11144, ASTMX08928
OG0002327	CAPO302954	ASTMX06358, ASTMX08394, ASTMX02108
OG0002330	CAPO300172	ASTMX17474, ASTMX21987, ASTMX04408
OG0002331	CAPO302246	ASTMX11774, ASTMX13590, ASTMX22577
OG0002332	CAPO300761	ASTMX06962, ASTMX17558, ASTMX09977
OG0002337	CAPO307155	ASTMX09761, ASTMX19037, ASTMX11864, ASTMX19039, ASTMX19038, ASTMX09762
OG0002340	CAPO307906	ASTMX03155
OG0002343	CAPO303889	ASTMX02191, ASTMX12430, ASTMX19851, ASTMX00990, ASTMX01094
OG0002344	CAPO307434	ASTMX05861, ASTMX13295, ASTMX16011, ASTMX21984
OG0002345	CAPO304277	ASTMX04373, ASTMX02209, ASTMX03594
OG0002346	CAPO307106	ASTMX14427, ASTMX21524
OG0002348	CAPO302095	ASTMX08116, ASTMX03720
OG0002354	CAPO306383	ASTMX09837, ASTMX06838, ASTMX00522
OG0002356	CAPO305051	ASTMX07148, ASTMX07355
OG0002357	CAPO302341	ASTMX16294, ASTMX18465
OG0002358	CAPO307788	ASTMX22042, ASTMX13487
OG0002359	CAPO302128	ASTMX09668
OG0002361	CAPO304727	ASTMX04855
OG0002362	CAPO301902	ASTMX19719, ASTMX02033, ASTMX11025, ASTMX22283, ASTMX22580
OG0002363	CAPO302980	ASTMX18219, ASTMX18218, ASTMX21167, ASTMX18786, ASTMX19618
OG0002364	CAPO306488	ASTMX17237, ASTMX17238
OG0002367	CAPO304316	ASTMX18373
OG0002368	CAPO301447	ASTMX21883, ASTMX10606
OG0002369	CAPO301279	ASTMX12274
OG0002370	CAPO303015	ASTMX10099, ASTMX11503
OG0002371	CAPO304426	ASTMX08458, ASTMX18459
OG0002372	CAPO303540	ASTMX20544
OG0002372	CAPO303041	ASTMX20545
OG0002373	CAPO306145	ASTMX08070, ASTMX07572, ASTMX14150, ASTMX21613
OG0002373	CAPO306206	ASTMX07573
OG0002374	CAPO302309	ASTMX21311, ASTMX18359, ASTMX00512
OG0002375	CAPO305178, CAPO300285	ASTMX22044, ASTMX16254
OG0002376	CAPO304863	ASTMX01373, ASTMX13052, ASTMX05618
OG0002377	CAPO301847	ASTMX16584
OG0002379	CAPO301214	ASTMX16904
OG0002379	CAPO307312	ASTMX16941
OG0002383	CAPO302731	ASTMX07054, ASTMX02183, ASTMX02182
OG0002384	CAPO305065	ASTMX11586, ASTMX11585, ASTMX06160, ASTMX10578, ASTMX10580, ASTMX10579, ASTMX10581
OG0002396	CAPO302410	ASTMX10463, ASTMX18535, ASTMX03266
OG0002398	CAPO306938	ASTMX21846, ASTMX11892, ASTMX08836, ASTMX02058
OG0002405	CAPO308161	ASTMX15902, ASTMX11799, ASTMX07938, ASTMX09093
OG0002406	CAPO304138	ASTMX20656
OG0002407	CAPO301366	ASTMX12131, ASTMX20210
OG0002409	CAPO301533	ASTMX07143, ASTMX19595, ASTMX16991, ASTMX09222
OG0002410	CAPO305170	ASTMX06429, ASTMX01757
OG0002411	CAPO305052	ASTMX14297, ASTMX15378
OG0002413	CAPO307797	ASTMX20536
OG0002414	CAPO304631	ASTMX08921, ASTMX02838, ASTMX10763, ASTMX05209
OG0002415	CAPO304905	ASTMX07615
OG0002418	CAPO303802	ASTMX05969, ASTMX05236, ASTMX10643, ASTMX05971
OG0002419	CAPO303825	ASTMX18398, ASTMX21195, ASTMX07692
OG0002421	CAPO305365	ASTMX14700
OG0002422	CAPO302014	ASTMX04519
OG0002425	CAPO304491	ASTMX22156, ASTMX05277, ASTMX05276
OG0002426	CAPO303294	ASTMX11681, ASTMX21194, ASTMX19607
OG0002429	CAPO305260	ASTMX07201, ASTMX15801
OG0002433	CAPO302444	ASTMX21961, ASTMX22099
OG0002436	CAPO307054	ASTMX13710, ASTMX03924, ASTMX16203
OG0002437	CAPO303352	ASTMX08613
OG0002439	CAPO302565	ASTMX02029, ASTMX00348, ASTMX14494
OG0002441	CAPO304429	ASTMX09326
OG0002442	CAPO300535	ASTMX11614, ASTMX03388
OG0002443	CAPO301424	ASTMX15790, ASTMX15145
OG0002445	CAPO304782	ASTMX02528
OG0002448	CAPO308204	ASTMX21408, ASTMX07638, ASTMX07637
OG0002453	CAPO305834	ASTMX06099
OG0002454	CAPO305157	ASTMX13991, ASTMX09992, ASTMX05893
OG0002466	CAPO305593	ASTMX03115, ASTMX03843, ASTMX03274
OG0002467	CAPO302869	ASTMX20832, ASTMX09831, ASTMX07442, ASTMX22359, ASTMX09694
OG0002476	CAPO307617	ASTMX06243
OG0002484	CAPO305360	ASTMX22016
OG0002486	CAPO303598	ASTMX18070, ASTMX15061
OG0002489	CAPO304231	ASTMX20002, ASTMX01485, ASTMX14792
OG0002490	CAPO307409, CAPO300849	ASTMX04045, ASTMX19318
OG0002492	CAPO305743	ASTMX11151
OG0002494	CAPO307620	ASTMX05312
OG0002495	CAPO306559	ASTMX00658
OG0002496	CAPO300997	ASTMX12090, ASTMX20618
OG0002497	CAPO301629	ASTMX10180, ASTMX20439
OG0002499	CAPO308309	ASTMX11347, ASTMX19185
OG0002500	CAPO305159	ASTMX22152
OG0002501	CAPO305150	ASTMX12227
OG0002502	CAPO304947	ASTMX02139
OG0002503	CAPO301024	ASTMX16607
OG0002505	CAPO302692	ASTMX07686
OG0002506	CAPO301029	ASTMX12882, ASTMX01358, ASTMX03882
OG0002507	CAPO303215	ASTMX09030, ASTMX05914, ASTMX18616, ASTMX17516
OG0002509	CAPO305905, CAPO306732	ASTMX07635, ASTMX21407
OG0002510	CAPO305793	ASTMX08039
OG0002511	CAPO303146	ASTMX12574, ASTMX14781, ASTMX07165, ASTMX22741
OG0002516	CAPO307569	ASTMX03483
OG0002518	CAPO304200	ASTMX00752
OG0002519	CAPO302874	ASTMX04083, ASTMX04082, ASTMX00475
OG0002523	CAPO301008	ASTMX14276, ASTMX12607, ASTMX01778
OG0002525	CAPO300787	ASTMX01951, ASTMX08136, ASTMX06110, ASTMX14922, ASTMX06111
OG0002526	CAPO303145	ASTMX08174
OG0002527	CAPO306066	ASTMX20817, ASTMX03116, ASTMX14442, ASTMX15761
OG0002528	CAPO301891	ASTMX18959, ASTMX00274
OG0002529	CAPO301231, CAPO301232	ASTMX20200, ASTMX20199, ASTMX02302
OG0002531	CAPO304673	ASTMX04891, ASTMX04741
OG0002532	CAPO307265	ASTMX21406
OG0002533	CAPO302353	ASTMX04394, ASTMX13039, ASTMX05099
OG0002534	CAPO302248	ASTMX21738, ASTMX20367
OG0002539	CAPO305908	ASTMX00577, ASTMX08315, ASTMX03050
OG0002542	CAPO300062	ASTMX09595, ASTMX18343, ASTMX05316
OG0002543	CAPO306889, CAPO301493	ASTMX07787
OG0002548	CAPO303502	ASTMX13664, ASTMX06315, ASTMX04740, ASTMX01600
OG0002555	CAPO301095	ASTMX08115, ASTMX02493
OG0002556	CAPO306661	ASTMX16695, ASTMX20338
OG0002557	CAPO302757	ASTMX10062, ASTMX08730, ASTMX10061, ASTMX01948
OG0002558	CAPO301820	ASTMX11569, ASTMX01324
OG0002559	CAPO306363	ASTMX21285, ASTMX03665
OG0002561	CAPO306761	ASTMX05589
OG0002562	CAPO305283	ASTMX14920, ASTMX03986
OG0002563	CAPO307417	ASTMX08801, ASTMX04744, ASTMX04347
OG0002564	CAPO307297	ASTMX16398, ASTMX04969
OG0002565	CAPO302611	ASTMX04798, ASTMX12769
OG0002566	CAPO303827	ASTMX03673
OG0002567	CAPO304319	ASTMX19620, ASTMX02094
OG0002569	CAPO306658	ASTMX14893, ASTMX11172
OG0002570	CAPO307215	ASTMX17442
OG0002574	CAPO307488	ASTMX01572, ASTMX08092
OG0002578	CAPO301504	ASTMX08964
OG0002587	CAPO300512	ASTMX06393, ASTMX13780, ASTMX06748, ASTMX10896
OG0002589	CAPO302447	ASTMX11622
OG0002592	CAPO300278	ASTMX17562
OG0002594	CAPO304177	ASTMX18794, ASTMX10058
OG0002598	CAPO300566	ASTMX05485, ASTMX06467, ASTMX21419
OG0002599	CAPO303706	ASTMX21157, ASTMX05551
OG0002599	CAPO303705	ASTMX08346
OG0002600	CAPO305861	ASTMX14521
OG0002601	CAPO300675	ASTMX04225
OG0002602	CAPO303637	ASTMX20043, ASTMX22427
OG0002605	CAPO303522	ASTMX03103, ASTMX22634, ASTMX15597
OG0002608	CAPO303192	ASTMX00356, ASTMX19264
OG0002609	CAPO304999	ASTMX21088, ASTMX06939, ASTMX12865
OG0002610	CAPO307043	ASTMX14985, ASTMX10225, ASTMX12835
OG0002611	CAPO302425	ASTMX16649, ASTMX09404, ASTMX04752
OG0002617	CAPO307606	ASTMX09319
OG0002620	CAPO300598	ASTMX09607, ASTMX13458, ASTMX03856, ASTMX18048
OG0002621	CAPO305708, CAPO305709, CAPO305858	ASTMX04243
OG0002624	CAPO307642	ASTMX06829, ASTMX06830
OG0002629	CAPO306781	ASTMX21519
OG0002630	CAPO300618	ASTMX08028
OG0002631	CAPO302228	ASTMX07525
OG0002632	CAPO301605	ASTMX02161, ASTMX22937
OG0002633	CAPO301845	ASTMX01695, ASTMX01694, ASTMX04611
OG0002634	CAPO303763	ASTMX15154
OG0002636	CAPO302443	ASTMX11502, ASTMX09064
OG0002642	CAPO302887	ASTMX15870, ASTMX09524, ASTMX16445, ASTMX20197, ASTMX16446, ASTMX17263
OG0002643	CAPO305403	ASTMX21893
OG0002644	CAPO300686	ASTMX13304, ASTMX00022, ASTMX02694, ASTMX13303
OG0002645	CAPO302012	ASTMX04781
OG0002646	CAPO300302	ASTMX12608, ASTMX08291
OG0002651	CAPO307502	ASTMX08506
OG0002652	CAPO305413	ASTMX01699
OG0002656	CAPO301386	ASTMX19898, ASTMX08662
OG0002657	CAPO301921	ASTMX12563, ASTMX05301
OG0002659	CAPO302308	ASTMX18454
OG0002661	CAPO300165	ASTMX14435, ASTMX18730, ASTMX14437, ASTMX14436
OG0002662	CAPO307949	ASTMX15979, ASTMX01556, ASTMX07741
OG0002663	CAPO308163	ASTMX17302, ASTMX16117
OG0002665	CAPO307055	ASTMX05097, ASTMX17594
OG0002666	CAPO308350	ASTMX03616
OG0002668	CAPO301754	ASTMX20371
OG0002669	CAPO301762	ASTMX13936
OG0002672	CAPO307527	ASTMX21123, ASTMX08938
OG0002677	CAPO303005	ASTMX14169
OG0002682	CAPO301064	ASTMX06492
OG0002682	CAPO300171	ASTMX00904, ASTMX10840
OG0002705	CAPO303959	ASTMX02915, ASTMX10018
OG0002706	CAPO306125	ASTMX07322
OG0002708	CAPO306708	ASTMX09919
OG0002710	CAPO301641	ASTMX04942, ASTMX08307, ASTMX07069
OG0002713	CAPO306909	ASTMX02985
OG0002715	CAPO303783	ASTMX00765, ASTMX00764
OG0002716	CAPO302306	ASTMX07672
OG0002717	CAPO307873	ASTMX21276, ASTMX13320, ASTMX08790, ASTMX07859
OG0002718	CAPO306705	ASTMX05708
OG0002720	CAPO304077	ASTMX21032
OG0002722	CAPO300697	ASTMX08478
OG0002726	CAPO303092	ASTMX10071, ASTMX01554
OG0002728	CAPO304582	ASTMX05875
OG0002730	CAPO300185	ASTMX08055, ASTMX08056, ASTMX19087
OG0002731	CAPO304916	ASTMX13461, ASTMX09611
OG0002732	CAPO305751	ASTMX19106, ASTMX16150, ASTMX20349
OG0002736	CAPO302364	ASTMX01286, ASTMX09100, ASTMX09101, ASTMX09534
OG0002739	CAPO303462	ASTMX12477
OG0002740	CAPO303044	ASTMX06589, ASTMX06588, ASTMX00890
OG0002741	CAPO305001	ASTMX22280, ASTMX04948, ASTMX06865
OG0002743	CAPO305659	ASTMX05411
OG0002744	CAPO307532	ASTMX19754, ASTMX09756
OG0002745	CAPO302960	ASTMX14166, ASTMX21096
OG0002746	CAPO301404	ASTMX14540
OG0002747	CAPO308121	ASTMX08727, ASTMX04072
OG0002749	CAPO305516	ASTMX11896, ASTMX21829
OG0002751	CAPO300590	ASTMX12480, ASTMX20830
OG0002752	CAPO306571	ASTMX06175
OG0002753	CAPO301419	ASTMX00975, ASTMX15886
OG0002755	CAPO303504	ASTMX17386, ASTMX17385
OG0002756	CAPO302206	ASTMX05519
OG0002757	CAPO301022	ASTMX21152, ASTMX05572, ASTMX20356
OG0002758	CAPO302892, CAPO307678	ASTMX12158, ASTMX11719, ASTMX19020
OG0002760	CAPO306120	ASTMX14383, ASTMX00411, ASTMX00410
OG0002764	CAPO300451	ASTMX04804, ASTMX15857, ASTMX12772
OG0002765	CAPO307679	ASTMX06827, ASTMX05311, ASTMX01712
OG0002766	CAPO300475	ASTMX12280
OG0002767	CAPO302818	ASTMX11219, ASTMX01625
OG0002770	CAPO300723	ASTMX09951
OG0002771	CAPO307480	ASTMX05826, ASTMX08109
OG0002772	CAPO301657	ASTMX03981
OG0002773	CAPO300783	ASTMX08591
OG0002774	CAPO301900	ASTMX03990, ASTMX14302, ASTMX18349
OG0002776	CAPO300785	ASTMX10166
OG0002777	CAPO303340	ASTMX00412, ASTMX14384, ASTMX00339
OG0002779	CAPO306710	ASTMX05264
OG0002780	CAPO306806	ASTMX12328, ASTMX06565, ASTMX12329
OG0002782	CAPO301842	ASTMX02326, ASTMX10461, ASTMX13170, ASTMX05823
OG0002785	CAPO300520	ASTMX02888, ASTMX12391
OG0002787	CAPO307667	ASTMX21488, ASTMX21269, ASTMX12559
OG0002788	CAPO304831	ASTMX02137
OG0002790	CAPO302263	ASTMX09182
OG0002799	CAPO301814	ASTMX07335
OG0002814	CAPO300792	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304
OG0002815	CAPO305247	ASTMX14480, ASTMX01396, ASTMX12901
OG0002816	CAPO300822	ASTMX18069, ASTMX13866
OG0002817	CAPO305631	ASTMX08503, ASTMX11127
OG0002818	CAPO300344	ASTMX06407, ASTMX16559
OG0002821	CAPO300805, CAPO300806	ASTMX02361, ASTMX03188
OG0002822	CAPO300505	ASTMX04976, ASTMX12314, ASTMX01536
OG0002824	CAPO304804	ASTMX12647, ASTMX13765, ASTMX06667
OG0002825	CAPO303958	ASTMX17360, ASTMX12426
OG0002826	CAPO305161	ASTMX14104, ASTMX08188, ASTMX13061, ASTMX18255
OG0002827	CAPO302357	ASTMX12910
OG0002828	CAPO302033	ASTMX11283
OG0002831	CAPO303454	ASTMX07219
OG0002833	CAPO302961	ASTMX17660, ASTMX15980
OG0002835	CAPO306542	ASTMX07497, ASTMX15221
OG0002836	CAPO301463	ASTMX16518, ASTMX08868
OG0002837	CAPO304096	ASTMX06183, ASTMX02695, ASTMX11101
OG0002838	CAPO305478	ASTMX07617, ASTMX19008
OG0002839	CAPO302420	ASTMX10136
OG0002841	CAPO302293	ASTMX20703
OG0002842	CAPO300353	ASTMX15094, ASTMX12457
OG0002843	CAPO300339	ASTMX23062, ASTMX16351
OG0002844	CAPO306381, CAPO305443	ASTMX09226, ASTMX16992
OG0002845	CAPO305717	ASTMX01725
OG0002847	CAPO307024	ASTMX13450, ASTMX13451
OG0002848	CAPO306888	ASTMX12620
OG0002850	CAPO305439	ASTMX15162
OG0002851	CAPO304239	ASTMX04839, ASTMX03703, ASTMX14358, ASTMX04838
OG0002858	CAPO302020	ASTMX20339, ASTMX17651
OG0002860	CAPO304305	ASTMX03636
OG0002864	CAPO303008	ASTMX20776
OG0002864	CAPO303007	ASTMX20775, ASTMX17512
OG0002865	CAPO302058	ASTMX09485
OG0002866	CAPO307089	ASTMX20659, ASTMX21913
OG0002868	CAPO307730	ASTMX09293, ASTMX09292, ASTMX05079
OG0002870	CAPO303935	ASTMX01395
OG0002873	CAPO302439	ASTMX03633
OG0002875	CAPO302434	ASTMX13007, ASTMX01353
OG0002876	CAPO302622	ASTMX00547, ASTMX12943
OG0002877	CAPO303139	ASTMX02938
OG0002878	CAPO304014	ASTMX21527, ASTMX20855
OG0002884	CAPO306804	ASTMX09433
OG0002888	CAPO302979	ASTMX17659, ASTMX11387
OG0002890	CAPO307147	ASTMX13782, ASTMX17134, ASTMX11262, ASTMX06745
OG0002891	CAPO305115	ASTMX14161
OG0002894	CAPO307506	ASTMX03268, ASTMX12100
OG0002895	CAPO306767, CAPO303745	ASTMX12952, ASTMX14061, ASTMX05379
OG0002896	CAPO301218	ASTMX19105, ASTMX09780, ASTMX08412
OG0002897	CAPO306671	ASTMX10736
OG0002899	CAPO306014	ASTMX06782, ASTMX18211
OG0002900	CAPO303795	ASTMX09021, ASTMX09858
OG0002902	CAPO300125	ASTMX16032, ASTMX07744
OG0002907	CAPO303347	ASTMX10573, ASTMX09015
OG0002908	CAPO301293	ASTMX15467
OG0002909	CAPO302801	ASTMX17748, ASTMX08531
OG0002911	CAPO306312	ASTMX07620, ASTMX09963
OG0002913	CAPO307505	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589
OG0002914	CAPO304158	ASTMX02600
OG0002915	CAPO307623	ASTMX10897, ASTMX15512
OG0002916	CAPO307991	ASTMX02914, ASTMX10017, ASTMX10016
OG0002917	CAPO304597	ASTMX06336
OG0002921	CAPO307445	ASTMX17074
OG0002922	CAPO305731	ASTMX21382, ASTMX09964
OG0002923	CAPO307207	ASTMX10905, ASTMX00895, ASTMX07470
OG0002926	CAPO301908	ASTMX12392, ASTMX07910
OG0002927	CAPO307647	ASTMX14610
OG0002931	CAPO300557	ASTMX05179, ASTMX19787, ASTMX06382, ASTMX00773, ASTMX11137, ASTMX11138, ASTMX01372
OG0002944	CAPO306630	ASTMX13024, ASTMX18030, ASTMX12751
OG0002945	CAPO307786	ASTMX07832
OG0002946	CAPO302209	ASTMX17933, ASTMX21861, ASTMX21826
OG0002947	CAPO306510	ASTMX13918
OG0002948	CAPO303072	ASTMX09230
OG0002949	CAPO305527, CAPO304499	ASTMX10636
OG0002950	CAPO302322	ASTMX04987
OG0002952	CAPO304062, CAPO304063	ASTMX11800, ASTMX03890
OG0002953	CAPO305937	ASTMX05287
OG0002954	CAPO303510	ASTMX22271, ASTMX14496, ASTMX00341, ASTMX07250, ASTMX17916
OG0002955	CAPO305617	ASTMX04547, ASTMX22263
OG0002957	CAPO303846	ASTMX16714
OG0002959	CAPO305557	ASTMX03291, ASTMX13416, ASTMX16543
OG0002960	CAPO301301	ASTMX13796
OG0002961	CAPO306313	ASTMX17170
OG0002962	CAPO302937	ASTMX21110, ASTMX21109, ASTMX07712, ASTMX18086
OG0002965	CAPO304902	ASTMX02526
OG0002968	CAPO306161	ASTMX16814
OG0002969	CAPO301408	ASTMX19487
OG0002973	CAPO301405	ASTMX00766, ASTMX03063
OG0002974	CAPO300358	ASTMX22896, ASTMX03538
OG0002976	CAPO304649	ASTMX03356, ASTMX03355
OG0002977	CAPO306762	ASTMX16248
OG0002979	CAPO300623	ASTMX11853, ASTMX19791
OG0002981	CAPO305421	ASTMX17321
OG0002982	CAPO306469	ASTMX12949
OG0002983	CAPO302346	ASTMX02519, ASTMX22054, ASTMX06014
OG0002985	CAPO300589	ASTMX14851, ASTMX21191
OG0002987	CAPO306603	ASTMX04738, ASTMX16371
OG0002988	CAPO300003	ASTMX20095, ASTMX05405, ASTMX15698
OG0002990	CAPO304869	ASTMX05794, ASTMX20875, ASTMX07804
OG0002991	CAPO300778	ASTMX02776
OG0002992	CAPO307180	ASTMX13119, ASTMX04764
OG0002994	CAPO307303	ASTMX18406, ASTMX06744, ASTMX13783
OG0002997	CAPO307685	ASTMX10330, ASTMX22739
OG0002998	CAPO302958	ASTMX08338, ASTMX01774, ASTMX17111
OG0003001	CAPO302423	ASTMX15125, ASTMX00486
OG0003002	CAPO304848	ASTMX14285, ASTMX17151, ASTMX12691
OG0003004	CAPO304489	ASTMX16526, ASTMX06062, ASTMX17299
OG0003005	CAPO302452, CAPO300516	ASTMX04618, ASTMX04617
OG0003006	CAPO302605	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876
OG0003010	CAPO303642	ASTMX07751
OG0003012	CAPO302272	ASTMX10744, ASTMX09447, ASTMX17773
OG0003014	CAPO304419	ASTMX18669, ASTMX03277
OG0003016	CAPO301025	ASTMX20183, ASTMX02288
OG0003017	CAPO303755	ASTMX20936, ASTMX18161
OG0003018	CAPO301697	ASTMX09335
OG0003019	CAPO302687	ASTMX21902
OG0003022	CAPO308155	ASTMX11483
OG0003024	CAPO300933	ASTMX18655, ASTMX03805
OG0003025	CAPO306077	ASTMX13447, ASTMX18869, ASTMX11744
OG0003026	CAPO304742	ASTMX04873
OG0003027	CAPO302145	ASTMX13439, ASTMX00386
OG0003028	CAPO307794	ASTMX04249
OG0003029	CAPO301992	ASTMX08718, ASTMX07235
OG0003030	CAPO304737	ASTMX20050, ASTMX17904
OG0003033	CAPO300181	ASTMX09542
OG0003034	CAPO300214, CAPO307271	ASTMX08258, ASTMX06085
OG0003037	CAPO305626	ASTMX20407
OG0003038	CAPO300861	ASTMX11869, ASTMX03732
OG0003041	CAPO306033	ASTMX16824
OG0003042	CAPO301480	ASTMX22431, ASTMX08657
OG0003043	CAPO304921	ASTMX12456
OG0003044	CAPO300082	ASTMX03506
OG0003046	CAPO302851	ASTMX01068, ASTMX01067, ASTMX21979
OG0003048	CAPO300169	ASTMX18595, ASTMX16216, ASTMX21980
OG0003049	CAPO300501, CAPO307086, CAPO305726	ASTMX09040, ASTMX11555
OG0003053	CAPO305034	ASTMX09045
OG0003054	CAPO305605	ASTMX00110, ASTMX09568
OG0003055	CAPO307832	ASTMX20532, ASTMX04937, ASTMX14054
OG0003056	CAPO300334	ASTMX17403, ASTMX17405, ASTMX17404, ASTMX17406
OG0003058	CAPO305219	ASTMX12378, ASTMX15897
OG0003059	CAPO307928	ASTMX11573, ASTMX03262
OG0003060	CAPO300265	ASTMX14156, ASTMX06493, ASTMX04925
OG0003063	CAPO306091	ASTMX16164
OG0003064	CAPO303600	ASTMX02348
OG0003065	CAPO305486	ASTMX16223, ASTMX11526
OG0003067	CAPO301062	ASTMX19827, ASTMX07627, ASTMX05938, ASTMX15668
OG0003071	CAPO303765	ASTMX13310, ASTMX00018, ASTMX16577
OG0003072	CAPO300719	ASTMX14570, ASTMX08544
OG0003073	CAPO300571	ASTMX21813, ASTMX00976
OG0003074	CAPO305232	ASTMX14062, ASTMX09834, ASTMX07438
OG0003079	CAPO303732	ASTMX08960, ASTMX02438
OG0003103	CAPO300058	ASTMX12562
OG0003104	CAPO300208	ASTMX09610, ASTMX11561, ASTMX09609
OG0003105	CAPO307561	ASTMX00326
OG0003106	CAPO300222	ASTMX06237
OG0003107	CAPO305408	ASTMX02590, ASTMX16600
