Orthogroup	CAPO3	BRALA
OG0002600	CAPO305861	BRALA03639
OG0002601	CAPO300675	BRALA24114
OG0002602	CAPO303637	BRALA06258
OG0002603	CAPO302609	BRALA01302, BRALA01297, BRALA01290
OG0002605	CAPO303522	BRALA01001
OG0002608	CAPO303192	BRALA07527
OG0002610	CAPO307043	BRALA28100
OG0002611	CAPO302425	BRALA33291, BRALA28677
OG0002617	CAPO307606	BRALA30754
OG0002620	CAPO300598	BRALA02672
OG0002621	CAPO305708, CAPO305709, CAPO305858	BRALA17095
OG0002624	CAPO307642	BRALA19091, BRALA27262
OG0002629	CAPO306781	BRALA10077
OG0002630	CAPO300618	BRALA31372
OG0002631	CAPO302228	BRALA09723
OG0002632	CAPO301605	BRALA17598, BRALA17599
OG0002633	CAPO301845	BRALA22300
OG0002634	CAPO303763	BRALA13524
OG0002636	CAPO302443	BRALA11242
OG0002638	CAPO302461, CAPO301720	BRALA16832, BRALA30596
OG0002642	CAPO302887	BRALA14128, BRALA24879, BRALA14126, BRALA23036
OG0002643	CAPO305403	BRALA16947
OG0002644	CAPO300686	BRALA08196, BRALA08197
OG0002645	CAPO302012	BRALA11042
OG0002646	CAPO300302	BRALA08873
OG0002651	CAPO307502	BRALA10926
OG0002652	CAPO305413	BRALA22384
OG0002656	CAPO301386	BRALA07458
OG0002657	CAPO301921	BRALA14444
OG0002659	CAPO302308	BRALA13850
OG0002661	CAPO300165	BRALA09860
OG0002662	CAPO307949	BRALA13008
OG0002663	CAPO308163	BRALA06135, BRALA06131, BRALA06137, BRALA06132, BRALA06133, BRALA06134, BRALA06136
OG0002665	CAPO307055	BRALA24257
OG0002666	CAPO308350	BRALA06311, BRALA27382, BRALA10431
OG0002668	CAPO301754	BRALA20571
OG0002669	CAPO301762	BRALA17766, BRALA10127, BRALA29211
OG0002672	CAPO307527	BRALA01443
OG0002677	CAPO303005	BRALA25035
OG0002682	CAPO300171	BRALA01284
OG0002683	CAPO303156	BRALA15671
OG0002705	CAPO303959	BRALA29482
OG0002706	CAPO306125	BRALA10397
OG0002708	CAPO306708	BRALA30426
OG0002710	CAPO301641	BRALA09599
OG0002713	CAPO306909	BRALA06165
OG0002715	CAPO303783	BRALA31042
OG0002716	CAPO302306	BRALA21235
OG0002717	CAPO307873	BRALA28948
OG0002718	CAPO306705	BRALA08661
OG0002720	CAPO304077	BRALA03208, BRALA18248
OG0002722	CAPO300697	BRALA24693
OG0002726	CAPO303092	BRALA03979
OG0002728	CAPO304582	BRALA01532
OG0002730	CAPO300185	BRALA23709
OG0002731	CAPO304916	BRALA10111
OG0002732	CAPO305751	BRALA13852
OG0002736	CAPO302364	BRALA23696, BRALA33082, BRALA34536
OG0002739	CAPO303462	BRALA32521, BRALA32108
OG0002740	CAPO303044	BRALA01908
OG0002741	CAPO305001	BRALA09574
OG0002743	CAPO305659	BRALA06935, BRALA13202
OG0002744	CAPO307532	BRALA02758
OG0002745	CAPO302960	BRALA14450
OG0002746	CAPO301404	BRALA17638
OG0002747	CAPO308121	BRALA18341
OG0002751	CAPO300590	BRALA27383
OG0002752	CAPO306571	BRALA16959
OG0002753	CAPO301419	BRALA28220
OG0002755	CAPO303504	BRALA00748, BRALA26578
OG0002756	CAPO302206	BRALA19758, BRALA07300
OG0002757	CAPO301022	BRALA17120, BRALA26966
OG0002758	CAPO302892, CAPO307678	BRALA21942
OG0002760	CAPO306120	BRALA12746
OG0002764	CAPO300451	BRALA08679
OG0002765	CAPO307679	BRALA03391
OG0002766	CAPO300475	BRALA29454, BRALA30303
OG0002767	CAPO302818	BRALA16931, BRALA16930
OG0002770	CAPO300723	BRALA09976
OG0002771	CAPO307480	BRALA26146
OG0002772	CAPO301657	BRALA00839
OG0002773	CAPO300783	BRALA06118
OG0002774	CAPO301900	BRALA17566
OG0002776	CAPO300785	BRALA20667
OG0002779	CAPO306710	BRALA18762
OG0002780	CAPO306806	BRALA06535
OG0002782	CAPO301842	BRALA18872
OG0002785	CAPO300520	BRALA01196
OG0002787	CAPO307667	BRALA25626
OG0002788	CAPO304831	BRALA02230
OG0002790	CAPO302263	BRALA11810
OG0002799	CAPO301814	BRALA27234
OG0002814	CAPO300792	BRALA03845
OG0002815	CAPO305247	BRALA23897
OG0002816	CAPO300822	BRALA01022
OG0002817	CAPO305631	BRALA31906, BRALA35378
OG0002818	CAPO300344	BRALA22684
OG0002821	CAPO300805, CAPO300806	BRALA01093
OG0002822	CAPO300505	BRALA11175, BRALA11174
OG0002824	CAPO304804	BRALA00377
OG0002825	CAPO303958	BRALA22892
OG0002826	CAPO305161	BRALA20854
OG0002827	CAPO302357	BRALA12317
OG0002828	CAPO302033	BRALA01253, BRALA32285, BRALA33690, BRALA01251, BRALA35111
OG0002831	CAPO303454	BRALA08874
OG0002833	CAPO302961	BRALA11197
OG0002835	CAPO306542	BRALA12830
OG0002836	CAPO301463	BRALA08680
OG0002837	CAPO304096	BRALA20192
OG0002838	CAPO305478	BRALA18845, BRALA02071, BRALA03750
OG0002839	CAPO302420	BRALA04693
OG0002841	CAPO302293	BRALA12737
OG0002842	CAPO300353	BRALA01212, BRALA01213
OG0002843	CAPO300339	BRALA29412
OG0002844	CAPO306381, CAPO305443	BRALA18936
OG0002847	CAPO307024	BRALA34792, BRALA32784, BRALA33572, BRALA35862, BRALA34974, BRALA35961, BRALA35427, BRALA33880, BRALA34783, BRALA32785
OG0002848	CAPO306888	BRALA18503
OG0002850	CAPO305439	BRALA14368
OG0002851	CAPO304239	BRALA08964, BRALA08963
OG0002855	CAPO304751, CAPO304752	BRALA23875
OG0002858	CAPO302020	BRALA22413
OG0002860	CAPO304305	BRALA13051
OG0002864	CAPO303008	BRALA04065
OG0002865	CAPO302058	BRALA26587
OG0002866	CAPO307089	BRALA08893
OG0002868	CAPO307730	BRALA05217
OG0002870	CAPO303935	BRALA19055
OG0002873	CAPO302439	BRALA19472
OG0002875	CAPO302434	BRALA23432
OG0002876	CAPO302622	BRALA19475
OG0002877	CAPO303139	BRALA08464
OG0002878	CAPO304014	BRALA18474, BRALA28117, BRALA03542, BRALA32641, BRALA03534, BRALA03537
OG0002884	CAPO306804	BRALA02001
OG0002888	CAPO302979	BRALA23053, BRALA23052, BRALA35110
OG0002891	CAPO305115	BRALA00908
OG0002894	CAPO307506	BRALA23468
OG0002895	CAPO306767, CAPO303745	BRALA28500
OG0002896	CAPO301218	BRALA06147
OG0002897	CAPO306671	BRALA00556
OG0002899	CAPO306014	BRALA34979, BRALA32336
OG0002900	CAPO303795	BRALA10711
OG0002902	CAPO300125	BRALA10476
OG0002907	CAPO303347	BRALA09540
OG0002908	CAPO301293	BRALA04749, BRALA16572, BRALA12497
OG0002909	CAPO302801	BRALA15331
OG0002911	CAPO306312	BRALA27469
OG0002913	CAPO307505	BRALA13297
OG0002914	CAPO304158	BRALA13809
OG0002915	CAPO307623	BRALA03120
OG0002916	CAPO307991	BRALA22098, BRALA00679
OG0002917	CAPO304597	BRALA11721
OG0002921	CAPO307445	BRALA17412, BRALA29375
OG0002922	CAPO305731	BRALA16350
OG0002923	CAPO307207	BRALA05872
OG0002926	CAPO301908	BRALA30348
OG0002927	CAPO307647	BRALA06891, BRALA06948
OG0002931	CAPO300557	BRALA25933, BRALA15246, BRALA35515
OG0002944	CAPO306630	BRALA10241
OG0002945	CAPO307786	BRALA30182, BRALA30183
OG0002946	CAPO302209	BRALA30086
OG0002947	CAPO306510	BRALA04381, BRALA04382
OG0002948	CAPO303072	BRALA08604, BRALA08603
OG0002949	CAPO305527, CAPO304499	BRALA34128
OG0002950	CAPO302322	BRALA14007, BRALA35316, BRALA14006
OG0002952	CAPO304062, CAPO304063	BRALA16977
OG0002953	CAPO305937	BRALA20438
OG0002954	CAPO303510	BRALA18259, BRALA34258, BRALA35506
OG0002955	CAPO305617	BRALA20853
OG0002957	CAPO303846	BRALA29901
OG0002959	CAPO305557	BRALA22499
OG0002960	CAPO301301	BRALA17530
OG0002961	CAPO306313	BRALA32745, BRALA33845
OG0002965	CAPO304902	BRALA06727
OG0002968	CAPO306161	BRALA16921, BRALA16922
OG0002969	CAPO301408	BRALA14066
OG0002973	CAPO301405	BRALA35747, BRALA32976
OG0002974	CAPO300358	BRALA19094
OG0002976	CAPO304649	BRALA18507
OG0002977	CAPO306762	BRALA29327
OG0002979	CAPO300623	BRALA29239
OG0002981	CAPO305421	BRALA00510
OG0002982	CAPO306469	BRALA31857
OG0002983	CAPO302346	BRALA15691
OG0002985	CAPO300589	BRALA16955
OG0002987	CAPO306603	BRALA16295
OG0002988	CAPO300003	BRALA22520, BRALA22521, BRALA22525, BRALA15451
OG0002990	CAPO304869	BRALA33835, BRALA27944
OG0002991	CAPO300778	BRALA24373
OG0002992	CAPO307180	BRALA10664
OG0002994	CAPO307303	BRALA03071
OG0002997	CAPO307685	BRALA22094, BRALA00683
OG0002998	CAPO302958	BRALA06170
OG0003001	CAPO302423	BRALA11352
OG0003002	CAPO304848	BRALA07344
OG0003004	CAPO304489	BRALA28835
OG0003005	CAPO302131	BRALA01368
OG0003005	CAPO302452, CAPO300516	BRALA26150
OG0003006	CAPO302605	BRALA30180
OG0003010	CAPO303642	BRALA02051
OG0003012	CAPO302272	BRALA17182
OG0003014	CAPO304419	BRALA21168
OG0003016	CAPO301025	BRALA08068
OG0003017	CAPO303755	BRALA18273
OG0003018	CAPO301697	BRALA31319
OG0003019	CAPO302687	BRALA14323
OG0003019	CAPO307689	BRALA22516
OG0003020	CAPO306543, CAPO306821	BRALA19979
OG0003022	CAPO308155	BRALA12187
OG0003024	CAPO300933	BRALA29524
OG0003025	CAPO306077	BRALA03359, BRALA17181
OG0003026	CAPO304742	BRALA10042
OG0003027	CAPO302145	BRALA09779
OG0003028	CAPO307794	BRALA01708
OG0003029	CAPO301992	BRALA19961
OG0003030	CAPO304737	BRALA31370
OG0003033	CAPO300181	BRALA33535
OG0003034	CAPO300214, CAPO307271	BRALA18733
OG0003037	CAPO305626	BRALA22643
OG0003038	CAPO300861	BRALA21188
OG0003041	CAPO306033	BRALA13767
OG0003042	CAPO301480	BRALA14544, BRALA14543
OG0003043	CAPO304921	BRALA15954
OG0003044	CAPO300082	BRALA14962
OG0003046	CAPO302851	BRALA09266
OG0003048	CAPO300169	BRALA35916, BRALA12484
OG0003049	CAPO300501, CAPO307086, CAPO305726	BRALA00969
OG0003053	CAPO305034	BRALA01192
OG0003054	CAPO305605	BRALA14292
OG0003055	CAPO307832	BRALA01152
OG0003056	CAPO300334	BRALA16866
OG0003058	CAPO305219	BRALA10357
OG0003059	CAPO307928	BRALA24717
OG0003060	CAPO300265	BRALA01131
OG0003063	CAPO306091	BRALA20041
OG0003064	CAPO303600	BRALA04357
OG0003065	CAPO305486	BRALA24672
OG0003067	CAPO301062	BRALA16399
OG0003071	CAPO303765	BRALA04699, BRALA08113
OG0003072	CAPO300719	BRALA28497
OG0003073	CAPO300571	BRALA07212
OG0003074	CAPO305232	BRALA20234, BRALA20235
OG0003079	CAPO303732	BRALA14566
OG0003103	CAPO300058	BRALA06974, BRALA04721
OG0003104	CAPO300208	BRALA17529
OG0003106	CAPO300222	BRALA09165
OG0003107	CAPO305408	BRALA03151
OG0003108	CAPO307100	BRALA23025
OG0003110	CAPO302380	BRALA14243
OG0003111	CAPO305398	BRALA04538
OG0003112	CAPO305044	BRALA28665, BRALA34089, BRALA29578
OG0003113	CAPO300369	BRALA16666
OG0003114	CAPO305811	BRALA15227
OG0003115	CAPO305328	BRALA18488
OG0003116	CAPO304220	BRALA23274, BRALA30302
OG0003119	CAPO301756	BRALA29056
OG0003120	CAPO301313	BRALA18066
OG0003121	CAPO300078	BRALA15041
OG0003122	CAPO305152	BRALA30971, BRALA12818
OG0003124	CAPO307110	BRALA34138, BRALA34241, BRALA34239, BRALA34780
OG0003125	CAPO308199	BRALA22292
OG0003128	CAPO300639	BRALA34098
OG0003130	CAPO308112	BRALA35008, BRALA35686, BRALA33115, BRALA33842, BRALA35096
OG0003131	CAPO301104	BRALA24254
OG0003135	CAPO304970	BRALA26114, BRALA34295
OG0003136	CAPO303233	BRALA26231
OG0003138	CAPO307798	BRALA24387
OG0003141	CAPO300915	BRALA05474
OG0003144	CAPO304802	BRALA30427
OG0003145	CAPO301669	BRALA23671
OG0003146	CAPO304953	BRALA09771
OG0003147	CAPO305754	BRALA16312
OG0003149	CAPO303321	BRALA15048, BRALA15046, BRALA15047
OG0003150	CAPO304553	BRALA06073
OG0003151	CAPO302311	BRALA28902
OG0003152	CAPO306395	BRALA06359
OG0003153	CAPO305242	BRALA20237
OG0003154	CAPO308152	BRALA09778
OG0003157	CAPO300659	BRALA18717
OG0003158	CAPO304754	BRALA04756
OG0003159	CAPO307514	BRALA17058, BRALA15528, BRALA03670
OG0003160	CAPO305734	BRALA34327
OG0003161	CAPO307952, CAPO307190, CAPO305141	BRALA12062
OG0003162	CAPO303406	BRALA12042
OG0003163	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284	BRALA09502
OG0003164	CAPO302879	BRALA08232
OG0003165	CAPO302597	BRALA34066
OG0003169	CAPO302137	BRALA01179
OG0003172	CAPO306984	BRALA14091
OG0003174	CAPO306817	BRALA15910
OG0003175	CAPO306274	BRALA07118, BRALA07114
OG0003176	CAPO307890	BRALA03069, BRALA03068, BRALA03070
OG0003177	CAPO305441	BRALA23984
OG0003178	CAPO303283	BRALA30304
OG0003179	CAPO300801	BRALA04006
OG0003181	CAPO304354	BRALA13987
OG0003182	CAPO308003	BRALA19997
OG0003184	CAPO303123	BRALA03612
OG0003185	CAPO301951	BRALA08913, BRALA08914
OG0003187	CAPO303479	BRALA06679
OG0003189	CAPO303157	BRALA28089, BRALA26188
OG0003190	CAPO303910	BRALA00193, BRALA00194
OG0003191	CAPO306279	BRALA04704
OG0003193	CAPO301211	BRALA06151
OG0003194	CAPO301882	BRALA02569, BRALA02570, BRALA02571
OG0003196	CAPO306231	BRALA03312, BRALA34284, BRALA03314
OG0003198	CAPO304417	BRALA11402, BRALA19414, BRALA19411, BRALA23398, BRALA23397
OG0003199	CAPO305890	BRALA17301
OG0003200	CAPO301026	BRALA17093
OG0003202	CAPO307016	BRALA06604
OG0003203	CAPO305085	BRALA24870
OG0003206	CAPO306250	BRALA15924
OG0003207	CAPO301521	BRALA19743
OG0003210	CAPO303247	BRALA02658
OG0003211	CAPO307771	BRALA15324
OG0003212	CAPO300076	BRALA21845
OG0003214	CAPO305438	BRALA11877
OG0003215	CAPO305646	BRALA11919
OG0003217	CAPO304366	BRALA22390, BRALA22386
OG0003218	CAPO308113	BRALA27140
OG0003220	CAPO304799	BRALA29359, BRALA35967
OG0003221	CAPO300283	BRALA13791
OG0003223	CAPO307650	BRALA03348
OG0003225	CAPO303179	BRALA24705
OG0003227	CAPO306597	BRALA32464, BRALA34201, BRALA35380, BRALA34927
OG0003228	CAPO305495	BRALA28908
OG0003230	CAPO301507	BRALA16395
OG0003231	CAPO301890	BRALA01823
OG0003235	CAPO301047	BRALA28961
OG0003238	CAPO305586	BRALA07897
OG0003240	CAPO303081	BRALA04472, BRALA00023
OG0003251	CAPO307251	BRALA03131
OG0003252	CAPO305303	BRALA29060
OG0003254	CAPO307938	BRALA10884
OG0003255	CAPO301338	BRALA04178
OG0003257	CAPO303231	BRALA10821
OG0003263	CAPO303458	BRALA27485
OG0003264	CAPO306409	BRALA16693
OG0003266	CAPO303168	BRALA25697
OG0003267	CAPO300914	BRALA06736
OG0003268	CAPO301821	BRALA28894
OG0003269	CAPO304139	BRALA23035
OG0003272	CAPO300665	BRALA20375
OG0003273	CAPO307851	BRALA04767
OG0003277	CAPO306142	BRALA12741
OG0003278	CAPO306634	BRALA29833
OG0003279	CAPO306251	BRALA19410
OG0003282	CAPO305239	BRALA21917
OG0003283	CAPO304400	BRALA09386
OG0003284	CAPO302648	BRALA07080
OG0003287	CAPO306546	BRALA23219
OG0003288	CAPO307866	BRALA18702
OG0003290	CAPO307662, CAPO300441	BRALA03644
OG0003291	CAPO306657	BRALA23985
OG0003294	CAPO303988	BRALA20203
OG0003296	CAPO301282	BRALA07237
OG0003297	CAPO307941	BRALA11135
OG0003298	CAPO306456	BRALA08285
OG0003300	CAPO307904	BRALA02469, BRALA02470, BRALA02468, BRALA02471, BRALA02472
OG0003301	CAPO300201	BRALA12896
OG0003302	CAPO303848	BRALA03648
OG0003306	CAPO303291	BRALA22690, BRALA30568
OG0003309	CAPO301499	BRALA07365
OG0003315	CAPO301649	BRALA10201
OG0003316	CAPO300235	BRALA05665
OG0003317	CAPO304285	BRALA25346
OG0003318	CAPO302830	BRALA25729
OG0003320	CAPO303640	BRALA16362
OG0003323	CAPO304122	BRALA02545
OG0003324	CAPO308312	BRALA16750
OG0003325	CAPO300972, CAPO304961	BRALA25251, BRALA23236
OG0003326	CAPO308259	BRALA21679, BRALA21678
OG0003329	CAPO303336, CAPO300711	BRALA16528
OG0003331	CAPO303947	BRALA23588
OG0003332	CAPO307894	BRALA16700
OG0003333	CAPO307836	BRALA20739
OG0003334	CAPO305710	BRALA22310, BRALA26651, BRALA07845, BRALA04402
OG0003335	CAPO302255	BRALA18893
OG0003340	CAPO305389	BRALA13754
OG0003341	CAPO301683	BRALA22123
OG0003348	CAPO308059, CAPO308052	BRALA15993
OG0003349	CAPO300780	BRALA03624
OG0003353	CAPO304897	BRALA15281
OG0003354	CAPO300396	BRALA00361
OG0003355	CAPO308186	BRALA03913
OG0003356	CAPO306224	BRALA20221
OG0003357	CAPO307953	BRALA28370
OG0003358	CAPO307281	BRALA20313
OG0003359	CAPO303262, CAPO304527	BRALA22885
OG0003360	CAPO301722	BRALA24694
OG0003361	CAPO301802	BRALA15184
OG0003362	CAPO306572	BRALA22433, BRALA22431, BRALA22432
OG0003364	CAPO301569	BRALA19189
OG0003366	CAPO302011	BRALA13308
OG0003368	CAPO307793	BRALA11408, BRALA35670
OG0003369	CAPO305084	BRALA06641
OG0003370	CAPO302725	BRALA13625
OG0003373	CAPO301869	BRALA02259
OG0003374	CAPO305683	BRALA32765
OG0003375	CAPO301633, CAPO305837	BRALA16607
OG0003376	CAPO306560	BRALA08374
OG0003377	CAPO301205	BRALA30976
OG0003378	CAPO305510	BRALA18244
OG0003379	CAPO301575	BRALA10345, BRALA13967
OG0003380	CAPO301115	BRALA19352
OG0003382	CAPO302262	BRALA02288, BRALA02289
OG0003382	CAPO304611	BRALA02290
OG0003383	CAPO305778	BRALA00564, BRALA35632
OG0003384	CAPO306617	BRALA21417
OG0003386	CAPO300917	BRALA30819
OG0003388	CAPO302657, CAPO304459, CAPO302957	BRALA06749
OG0003391	CAPO301846	BRALA31037, BRALA31038
OG0003392	CAPO304278	BRALA06298
OG0003393	CAPO304102	BRALA02073
OG0003419	CAPO301040	BRALA33995, BRALA24123
OG0003421	CAPO300028	BRALA22933
OG0003422	CAPO300121	BRALA08270
OG0003424	CAPO307323	BRALA27366
OG0003425	CAPO304371	BRALA13514, BRALA13513
OG0003426	CAPO301532	BRALA28983
OG0003428	CAPO300586	BRALA26986, BRALA33909
OG0003429	CAPO307638	BRALA02516
OG0003430	CAPO305848	BRALA25695
OG0003431	CAPO308284	BRALA07409
OG0003434	CAPO303572	BRALA00541
OG0003435	CAPO300552	BRALA26136, BRALA30163, BRALA35827
OG0003438	CAPO304548, CAPO305602, CAPO302554	BRALA15011, BRALA15012
OG0003443	CAPO306901, CAPO306924	BRALA15200
OG0003447	CAPO304621, CAPO305856	BRALA17322
OG0003448	CAPO305307	BRALA03321
OG0003449	CAPO304421	BRALA06506
OG0003450	CAPO304313	BRALA18866
OG0003451	CAPO302760	BRALA12366
OG0003453	CAPO304718	BRALA22884
OG0003454	CAPO305798	BRALA14039
OG0003455	CAPO300221	BRALA02242
OG0003456	CAPO305023	BRALA13939, BRALA06592
OG0003457	CAPO307022	BRALA14725
OG0003458	CAPO301287	BRALA21912, BRALA09460
OG0003459	CAPO304210	BRALA35733, BRALA30363
OG0003461	CAPO304469	BRALA29779
OG0003462	CAPO306452	BRALA10146
OG0003464	CAPO306136	BRALA27365, BRALA23056
OG0003465	CAPO307530	BRALA21319
OG0003467	CAPO306150	BRALA12491
OG0003471	CAPO304216	BRALA22485
OG0003475	CAPO307501	BRALA12280, BRALA35136, BRALA12279
OG0003476	CAPO306987	BRALA30873
OG0003477	CAPO308122	BRALA21273
OG0003478	CAPO300139	BRALA22512
OG0003479	CAPO302288	BRALA30670
OG0003480	CAPO303582	BRALA03258
OG0003483	CAPO305509	BRALA32124
OG0003486	CAPO304249	BRALA31683
OG0003487	CAPO300925	BRALA16372
OG0003489	CAPO305291	BRALA14772
OG0003491	CAPO304911	BRALA06006
OG0003492	CAPO306303	BRALA03827
OG0003493	CAPO306533	BRALA05370
OG0003497	CAPO305660	BRALA17605
OG0003498	CAPO306898	BRALA09693
OG0003499	CAPO301160	BRALA06317
OG0003500	CAPO304927	BRALA15207
OG0003501	CAPO303209	BRALA01350
OG0003502	CAPO306906	BRALA34217, BRALA32822
OG0003503	CAPO307158	BRALA35054, BRALA35912
OG0003504	CAPO304351	BRALA25286
OG0003505	CAPO305207	BRALA03121
OG0003506	CAPO302826	BRALA08237
OG0003507	CAPO303307	BRALA01241
OG0003508	CAPO307911	BRALA21200, BRALA21199
OG0003509	CAPO305689	BRALA05520
OG0003511	CAPO307348, CAPO308352	BRALA16529
OG0003512	CAPO303631, CAPO302677, CAPO302168	BRALA07191, BRALA35635
OG0003515	CAPO307211	BRALA18725
OG0003518	CAPO307641	BRALA01598, BRALA01597
OG0003519	CAPO307608	BRALA07432
OG0003522	CAPO306659	BRALA06407
OG0003523	CAPO304976	BRALA15819
OG0003525	CAPO305089	BRALA04397
OG0003528	CAPO306484	BRALA28828
OG0003531	CAPO300308	BRALA34155
OG0003532	CAPO303744	BRALA28381
OG0003533	CAPO301327	BRALA12757
OG0003537	CAPO301555	BRALA11544
OG0003538	CAPO301093	BRALA11760
OG0003539	CAPO300449	BRALA09265
OG0003541	CAPO300603	BRALA19973
OG0003543	CAPO301989	BRALA02287
OG0003543	CAPO308115	BRALA02291
OG0003544	CAPO300418	BRALA04094
OG0003546	CAPO303583	BRALA35866, BRALA35137, BRALA34597, BRALA31691
OG0003547	CAPO308031	BRALA27840, BRALA27838, BRALA27839
OG0003550	CAPO300137	BRALA18608
OG0003551	CAPO308286	BRALA01030
OG0003552	CAPO307114	BRALA23094
OG0003554	CAPO301001	BRALA24475, BRALA26628, BRALA26630, BRALA26629
OG0003556	CAPO302339	BRALA01809
OG0003557	CAPO306086	BRALA02541
OG0003561	CAPO301198	BRALA28633
OG0003562	CAPO303388	BRALA14777
OG0003563	CAPO300808, CAPO301102	BRALA18624, BRALA06846
OG0003564	CAPO300720	BRALA27591
OG0003566	CAPO300164	BRALA19185
OG0003567	CAPO307296	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371
OG0003568	CAPO303992	BRALA25412, BRALA28427
OG0003569	CAPO306390	BRALA15282
OG0003570	CAPO305849	BRALA00798
OG0003573	CAPO300904	BRALA14969
OG0003577	CAPO306764	BRALA00402
OG0003578	CAPO307426	BRALA29478, BRALA23275
OG0003579	CAPO300766	BRALA03835
OG0003582	CAPO302819	BRALA19721
OG0003599	CAPO301420	BRALA30350, BRALA33877
OG0003600	CAPO305414	BRALA22014
OG0003607	CAPO301867	BRALA10883
OG0003610	CAPO302401	BRALA09770
OG0003611	CAPO306320	BRALA24495
OG0003613	CAPO305029	BRALA11000, BRALA11079
OG0003617	CAPO306844	BRALA23864
OG0003617	CAPO301490	BRALA23865
OG0003618	CAPO302109	BRALA30067
OG0003619	CAPO304837	BRALA28306
OG0003620	CAPO306673	BRALA15834
OG0003621	CAPO302199	BRALA15694
OG0003622	CAPO305075	BRALA13428
OG0003624	CAPO303633	BRALA32206, BRALA34546, BRALA32644, BRALA32425
OG0003630	CAPO308012	BRALA29277
OG0003631	CAPO303610	BRALA33910, BRALA32757, BRALA35489, BRALA34452, BRALA34595
OG0003633	CAPO300056	BRALA10607
OG0003635	CAPO308133	BRALA18691
OG0003638	CAPO305555	BRALA12059
OG0003640	CAPO301244	BRALA04598
OG0003641	CAPO300746	BRALA22029
OG0003644	CAPO304835	BRALA10140
OG0003645	CAPO307108	BRALA13185
OG0003646	CAPO304914	BRALA22868
OG0003647	CAPO306638	BRALA16527
OG0003648	CAPO302617	BRALA17389
OG0003649	CAPO301930	BRALA01612
OG0003650	CAPO306633	BRALA13666
OG0003651	CAPO305370	BRALA21916
OG0003652	CAPO300427	BRALA34260
OG0003655	CAPO303553	BRALA33353
OG0003656	CAPO301350	BRALA04460
OG0003657	CAPO305783	BRALA00140
OG0003658	CAPO303162	BRALA00325
OG0003661	CAPO300815	BRALA00518, BRALA23938
OG0003664	CAPO305504	BRALA25355
OG0003666	CAPO300690	BRALA25648
OG0003667	CAPO303859	BRALA23581, BRALA23583, BRALA23582
OG0003668	CAPO300260	BRALA16595
OG0003669	CAPO305883	BRALA01156
OG0003671	CAPO308173	BRALA32769
OG0003672	CAPO300582	BRALA18633
OG0003676	CAPO304948	BRALA10096
OG0003677	CAPO300011	BRALA09088
OG0003679	CAPO304696	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231
OG0003680	CAPO300884	BRALA09741
OG0003682	CAPO301860	BRALA10785, BRALA10910
OG0003684	CAPO302734	BRALA26598
OG0003685	CAPO305996	BRALA04329
OG0003686	CAPO302144	BRALA12463
OG0003687	CAPO301501	BRALA14064
OG0003688	CAPO307252	BRALA26787, BRALA05434
OG0003689	CAPO301215	BRALA09157
OG0003690	CAPO307478	BRALA33355, BRALA34982
OG0003693	CAPO302269	BRALA09225
OG0003694	CAPO307654	BRALA07902
OG0003695	CAPO303363	BRALA21829
OG0003696	CAPO304903	BRALA20035
OG0003697	CAPO307718	BRALA16767
OG0003698	CAPO306302	BRALA21409
OG0003700	CAPO304411	BRALA23022
OG0003703	CAPO305764	BRALA02399
OG0003704	CAPO308213	BRALA17852
OG0003710	CAPO301647	BRALA29789
OG0003712	CAPO300556	BRALA11231
OG0003713	CAPO306178	BRALA01757
