Orthogroup	CAPO3	AENJA_ok
OG0005424	CAPO305286	AENJA_06338, AENJA_21977
OG0005425	CAPO300175	AENJA_06369
OG0005427	CAPO301444	AENJA_14637, AENJA_06445
OG0005430	CAPO302295	AENJA_06529
OG0005431	CAPO304591	AENJA_06544
OG0005433	CAPO303786	AENJA_06729
OG0005434	CAPO302858	AENJA_09460, AENJA_15763, AENJA_20812, AENJA_06733
OG0005435	CAPO303045	AENJA_13965, AENJA_06761
OG0005437	CAPO308137	AENJA_06816
OG0005438	CAPO302494	AENJA_06828
OG0005439	CAPO304206	AENJA_06961
OG0005440	CAPO303719	AENJA_06987
OG0005442	CAPO307582	AENJA_07281
OG0005443	CAPO305021	AENJA_07355
OG0005444	CAPO300488	AENJA_07429
OG0005446	CAPO300144	AENJA_07688
OG0005449	CAPO300543	AENJA_07908
OG0005450	CAPO302868	AENJA_07922
OG0005451	CAPO300480	AENJA_08098
OG0005454	CAPO307132	AENJA_08478
OG0005455	CAPO301855	AENJA_08486
OG0005457	CAPO307831	AENJA_08635, AENJA_22045
OG0005459	CAPO304164	AENJA_08812
OG0005461	CAPO307668	AENJA_08836
OG0005462	CAPO306835	AENJA_08901
OG0005463	CAPO303989	AENJA_08971
OG0005464	CAPO307986	AENJA_09339
OG0005465	CAPO300347	AENJA_09364
OG0005466	CAPO300596	AENJA_09722
OG0005467	CAPO305986	AENJA_10031
OG0005468	CAPO306414	AENJA_10069
OG0005469	CAPO301614	AENJA_10070
OG0005470	CAPO300654	AENJA_10194
OG0005471	CAPO300819	AENJA_10209
OG0005474	CAPO304412	AENJA_10453, AENJA_10452
OG0005475	CAPO300271	AENJA_10466
OG0005476	CAPO305577, CAPO305762	AENJA_10501
OG0005478	CAPO305209	AENJA_10827
OG0005479	CAPO300550	AENJA_10855
OG0005480	CAPO307314	AENJA_10882, AENJA_12589
OG0005481	CAPO306697, CAPO301416	AENJA_10900
OG0005482	CAPO307925	AENJA_10927
OG0005483	CAPO304067	AENJA_10950
OG0005484	CAPO307524	AENJA_11054
OG0005485	CAPO307449	AENJA_23817, AENJA_23814, AENJA_11145, AENJA_16906, AENJA_11150
OG0005486	CAPO300225	AENJA_11189
OG0005487	CAPO300444	AENJA_11317
OG0005488	CAPO301054	AENJA_11403
OG0005489	CAPO305322	AENJA_11457
OG0005490	CAPO300839	AENJA_11459
OG0005491	CAPO305898	AENJA_11463
OG0005493	CAPO304618	AENJA_11632
OG0005494	CAPO308140	AENJA_11688
OG0005495	CAPO305673	AENJA_11935
OG0005497	CAPO305501	AENJA_12078
OG0005498	CAPO303826	AENJA_12235
OG0005499	CAPO306730	AENJA_12600
OG0005500	CAPO306535	AENJA_12668
OG0005503	CAPO307437	AENJA_12860
OG0005504	CAPO300995	AENJA_12889
OG0005505	CAPO307588	AENJA_13018
OG0005506	CAPO307275	AENJA_13022
OG0005508	CAPO308142	AENJA_22456, AENJA_13303
OG0005509	CAPO300202	AENJA_13405
OG0005510	CAPO307083	AENJA_13555
OG0005511	CAPO304438	AENJA_21527, AENJA_13841
OG0005514	CAPO305223	AENJA_14445
OG0005516	CAPO305610	AENJA_14784
OG0005517	CAPO303557	AENJA_15131
OG0005518	CAPO300928	AENJA_15163
OG0005524	CAPO307077	AENJA_15449
OG0005525	CAPO305745	AENJA_15511
OG0005527	CAPO307337	AENJA_15756
OG0005528	CAPO302166	AENJA_15757
OG0005529	CAPO303996	AENJA_15872
OG0005533	CAPO308156	AENJA_16223
OG0005534	CAPO300248	AENJA_16248
OG0005535	CAPO306427	AENJA_16599
OG0005536	CAPO306899	AENJA_16696
OG0005537	CAPO305006	AENJA_17179
OG0005539	CAPO300487	AENJA_17548
OG0005540	CAPO307739	AENJA_17551
OG0005541	CAPO302610	AENJA_17867
OG0005545	CAPO307853	AENJA_18372
OG0005550	CAPO303338	AENJA_18551
OG0005553	CAPO308016	AENJA_18692
OG0005554	CAPO307360	AENJA_18804
OG0005555	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548	AENJA_18862
OG0005556	CAPO301726	AENJA_18935
OG0005558	CAPO301773	AENJA_19047
OG0005559	CAPO302392	AENJA_19056
OG0005560	CAPO302459	AENJA_19248
OG0005561	CAPO307649	AENJA_19485
OG0005562	CAPO300157	AENJA_19601
OG0005563	CAPO300985	AENJA_19676
OG0005564	CAPO307593	AENJA_19698
OG0005566	CAPO308091	AENJA_19875
OG0005569	CAPO301394	AENJA_20459
OG0005572	CAPO300415	AENJA_20678
OG0005574	CAPO305418	AENJA_21165
OG0005575	CAPO301354	AENJA_21248
OG0005578	CAPO300834	AENJA_21767
OG0005580	CAPO308283	AENJA_21973
OG0005581	CAPO303973	AENJA_22130
OG0005582	CAPO306123	AENJA_22257
OG0005583	CAPO303824	AENJA_22365
OG0005584	CAPO302871	AENJA_22564
OG0005586	CAPO303784	AENJA_22676
OG0005588	CAPO305990	AENJA_22691
OG0005589	CAPO305989	AENJA_22696
OG0005590	CAPO302905	AENJA_22743
OG0005592	CAPO305870	AENJA_22823
OG0005593	CAPO302759	AENJA_22907
OG0005594	CAPO306885	AENJA_22998
OG0005595	CAPO306737	AENJA_23087
OG0005597	CAPO301334	AENJA_23387
OG0005598	CAPO300035	AENJA_23392
OG0005599	CAPO302061	AENJA_23484
OG0005600	CAPO300445	AENJA_23486
OG0005603	CAPO303949	AENJA_23595
OG0005604	CAPO303855	AENJA_23601, AENJA_23600
OG0005605	CAPO300782	AENJA_23709
OG0005608	CAPO303058	AENJA_24078
OG0005611	CAPO304396	AENJA_24774
OG0005613	CAPO301790	AENJA_24898
OG0005614	CAPO306809	AENJA_24899
OG0005615	CAPO302186	AENJA_25140
OG0005616	CAPO302310	AENJA_25171
OG0005617	CAPO300131	AENJA_25373
OG0005618	CAPO307702	AENJA_25599
OG0005620	CAPO306094	AENJA_25760
OG0005621	CAPO308123	AENJA_25962
OG0005622	CAPO307903	AENJA_25969
OG0005623	CAPO300779	AENJA_26090
OG0005624	CAPO300652	AENJA_26148
OG0005625	CAPO302221	AENJA_26239
OG0005626	CAPO308220	AENJA_26279
OG0005629	CAPO302575	AENJA_26440
OG0005630	CAPO301786, CAPO307219	AENJA_26749
OG0005631	CAPO300791	AENJA_26768
OG0005632	CAPO303472	AENJA_26780
OG0005633	CAPO302097	AENJA_26782
OG0005681	CAPO302618	AENJA_00039, AENJA_26565
OG0005690	CAPO303792	AENJA_00316
OG0005692	CAPO306503	AENJA_00419
OG0005694	CAPO302741	AENJA_08020, AENJA_00499
OG0005695	CAPO303401	AENJA_00554
OG0005700	CAPO302108	AENJA_05332, AENJA_00969, AENJA_00970, AENJA_08621
OG0005701	CAPO304311	AENJA_00987
OG0005702	CAPO302394	AENJA_01004
OG0005703	CAPO307490	AENJA_01041
OG0005707	CAPO303751	AENJA_01197
OG0005708	CAPO306478	AENJA_01487
OG0005710	CAPO307544	AENJA_01723
OG0005712	CAPO302811	AENJA_01759
OG0005714	CAPO302016	AENJA_02013
OG0005715	CAPO302774	AENJA_02021
OG0005717	CAPO303289	AENJA_02389
OG0005719	CAPO300934	AENJA_02576, AENJA_21883, AENJA_16676, AENJA_06368, AENJA_14184, AENJA_03800, AENJA_16113
OG0005721	CAPO302442	AENJA_02598
OG0005723	CAPO301560	AENJA_02860
OG0005724	CAPO305737	AENJA_02979
OG0005725	CAPO304382	AENJA_03017
OG0005726	CAPO306255	AENJA_03045
OG0005728	CAPO300070	AENJA_03321
OG0005729	CAPO306373	AENJA_03373
OG0005731	CAPO304326	AENJA_03387
OG0005732	CAPO306509	AENJA_03425
OG0005733	CAPO307250	AENJA_03533, AENJA_24608
OG0005734	CAPO307857	AENJA_03577
OG0005735	CAPO306353	AENJA_03701
OG0005738	CAPO304853	AENJA_04092
OG0005739	CAPO308247	AENJA_04180
OG0005741	CAPO303042	AENJA_04268
OG0005742	CAPO300464, CAPO302075	AENJA_04450
OG0005744	CAPO302669	AENJA_04466, AENJA_23925
OG0005746	CAPO304136	AENJA_04525
OG0005747	CAPO300949	AENJA_04612
OG0005749	CAPO300768	AENJA_04691
OG0005750	CAPO304369	AENJA_04732
OG0005751	CAPO302377	AENJA_05026
OG0005758	CAPO304832	AENJA_05774
OG0005759	CAPO305998	AENJA_05846, AENJA_24843
OG0005762	CAPO307808	AENJA_06148
OG0005764	CAPO302285	AENJA_06405
OG0005766	CAPO307164	AENJA_06695
OG0005769	CAPO301036	AENJA_06901
OG0005770	CAPO306340	AENJA_07018
OG0005771	CAPO301571	AENJA_07025
OG0005774	CAPO303542	AENJA_07195
OG0005775	CAPO306153	AENJA_07400
OG0005776	CAPO303568, CAPO307316	AENJA_07415, AENJA_09497
OG0005777	CAPO300042	AENJA_07504
OG0005779	CAPO306436	AENJA_22397, AENJA_07902
OG0005781	CAPO303884	AENJA_08000
OG0005782	CAPO300230	AENJA_08153
OG0005783	CAPO303474	AENJA_08164
OG0005784	CAPO302307	AENJA_08165
OG0005787	CAPO307830	AENJA_08283
OG0005788	CAPO300037	AENJA_08440
OG0005789	CAPO303327	AENJA_08496
OG0005790	CAPO304988	AENJA_08673
OG0005792	CAPO301624	AENJA_08731
OG0005793	CAPO300669	AENJA_08802
OG0005794	CAPO302027	AENJA_08842
OG0005795	CAPO305005	AENJA_08944
OG0005796	CAPO305004	AENJA_09063
OG0005797	CAPO301712	AENJA_09169
OG0005799	CAPO305503	AENJA_09278
OG0005800	CAPO306663, CAPO303116	AENJA_09323
OG0005801	CAPO305293	AENJA_09343
OG0005803	CAPO307068	AENJA_09439
OG0005805	CAPO302538	AENJA_09663
OG0005807	CAPO304282	AENJA_09729
OG0005808	CAPO300610	AENJA_09894
OG0005810	CAPO305026	AENJA_10076
OG0005811	CAPO304151	AENJA_10118
OG0005812	CAPO305500	AENJA_10119
OG0005814	CAPO301343	AENJA_22012, AENJA_10306
OG0005815	CAPO306106	AENJA_10315
OG0005817	CAPO300290	AENJA_10375
OG0005818	CAPO302009	AENJA_10465
OG0005819	CAPO301574	AENJA_10488
OG0005821	CAPO300824	AENJA_10736
OG0005823	CAPO300775	AENJA_10752
OG0005824	CAPO303629	AENJA_10964
OG0005825	CAPO302227	AENJA_10968
OG0005828	CAPO303954	AENJA_11255
OG0005831	CAPO302864	AENJA_11339
OG0005832	CAPO302018	AENJA_11664
OG0005834	CAPO306049, CAPO302406, CAPO305685, CAPO305497	AENJA_11853
OG0005835	CAPO306285	AENJA_12042
OG0005837	CAPO300250	AENJA_12096
OG0005838	CAPO302560	AENJA_12196
OG0005840	CAPO305424	AENJA_12314
OG0005842	CAPO304596	AENJA_12408
OG0005843	CAPO307528	AENJA_12497
OG0005845	CAPO307070	AENJA_14043, AENJA_12673
OG0005847	CAPO305680	AENJA_12923
OG0005848	CAPO307829	AENJA_12933
OG0005849	CAPO303230	AENJA_12988
OG0005850	CAPO307194	AENJA_12991
OG0005851	CAPO302674	AENJA_13020
OG0005852	CAPO306738	AENJA_13123
OG0005853	CAPO305397	AENJA_13254
OG0005856	CAPO308178	AENJA_13377
OG0005857	CAPO301639	AENJA_13419
OG0005858	CAPO305203	AENJA_13515
OG0005859	CAPO307160	AENJA_13669
OG0005860	CAPO300029	AENJA_13676
OG0005863	CAPO304301	AENJA_13758
OG0005864	CAPO301932	AENJA_13906
OG0005865	CAPO303346	AENJA_14069
OG0005866	CAPO302021	AENJA_14163
OG0005869	CAPO305217	AENJA_14469
OG0005870	CAPO305120	AENJA_14501
OG0005872	CAPO301101	AENJA_14877
OG0005874	CAPO301503	AENJA_14913
OG0005875	CAPO307256	AENJA_14993
OG0005876	CAPO301107	AENJA_15097
OG0005877	CAPO303218	AENJA_15390
OG0005878	CAPO307565	AENJA_15477
OG0005879	CAPO305924	AENJA_15537
OG0005880	CAPO303914	AENJA_19973, AENJA_15552
OG0005884	CAPO302326	AENJA_15785
OG0005886	CAPO302755	AENJA_16124
OG0005887	CAPO307435, CAPO303666	AENJA_16413
OG0005888	CAPO305237	AENJA_16421
OG0005889	CAPO306476	AENJA_16715
OG0005890	CAPO303293	AENJA_16817
OG0005892	CAPO304793	AENJA_17176
OG0005893	CAPO302656	AENJA_17245
OG0005894	CAPO302802	AENJA_17246
OG0005897	CAPO306226	AENJA_17702
OG0005898	CAPO304352	AENJA_17852
OG0005899	CAPO306295	AENJA_18115
OG0005902	CAPO305014, CAPO305124	AENJA_18247
OG0005903	CAPO306042	AENJA_18309
OG0005904	CAPO308290	AENJA_18358
OG0005905	CAPO306382, CAPO303669	AENJA_18512
OG0005907	CAPO306181	AENJA_18661
OG0005909	CAPO304980	AENJA_18683
OG0005910	CAPO304445	AENJA_18837
OG0005914	CAPO304812	AENJA_18992
OG0005915	CAPO301830	AENJA_19170
OG0005918	CAPO304132	AENJA_19697
OG0005919	CAPO301677	AENJA_20070
OG0005921	CAPO301707	AENJA_20303
OG0005922	CAPO301561	AENJA_20511
OG0005923	CAPO302607	AENJA_20557
OG0005924	CAPO300900	AENJA_20629
OG0005925	CAPO304879	AENJA_20679
OG0005926	CAPO306981	AENJA_20822
OG0005929	CAPO308208	AENJA_20893
OG0005931	CAPO306162	AENJA_21193
OG0005932	CAPO300797	AENJA_21195
OG0005933	CAPO301858	AENJA_21408
OG0005936	CAPO302424	AENJA_21972
OG0005937	CAPO304550	AENJA_22276
OG0005938	CAPO300395	AENJA_22341
OG0005940	CAPO300232	AENJA_22657
OG0005941	CAPO302544	AENJA_22811
OG0005942	CAPO305649	AENJA_22877
OG0005943	CAPO304448	AENJA_22968
OG0005944	CAPO302321	AENJA_23015
OG0005946	CAPO302043	AENJA_23033
OG0005947	CAPO308067, CAPO304545	AENJA_23047
OG0005949	CAPO305776	AENJA_23232
OG0005950	CAPO302730	AENJA_23330
OG0005951	CAPO305823	AENJA_23374
OG0005952	CAPO302748	AENJA_23383, AENJA_26242
OG0005953	CAPO300018	AENJA_23477
OG0005954	CAPO300472	AENJA_23538
OG0005955	CAPO308169	AENJA_23541
OG0005958	CAPO305231	AENJA_23875
OG0005959	CAPO303727	AENJA_24127
OG0005960	CAPO306619	AENJA_24360
OG0005961	CAPO301401	AENJA_24367
OG0005965	CAPO304971	AENJA_24829
OG0005966	CAPO303149	AENJA_24862
OG0005967	CAPO304145	AENJA_24863
OG0005968	CAPO307899	AENJA_25169
OG0005969	CAPO304815	AENJA_25218
OG0005970	CAPO300012	AENJA_25251
OG0005972	CAPO306254	AENJA_25446
OG0005973	CAPO301806	AENJA_25486
OG0005974	CAPO300269	AENJA_25677
OG0005975	CAPO301864	AENJA_25725
OG0005976	CAPO304330	AENJA_25735
OG0005977	CAPO302621	AENJA_25803
OG0005978	CAPO302579	AENJA_25870
OG0005981	CAPO305244	AENJA_26250
OG0005982	CAPO302153	AENJA_26388
OG0005983	CAPO305305	AENJA_26615
OG0005984	CAPO303854	AENJA_26630
OG0005985	CAPO305361	AENJA_26651, AENJA_26654
OG0005986	CAPO306131	AENJA_26777
OG0005987	CAPO307262	AENJA_26832
OG0006059	CAPO306968	AENJA_07337, AENJA_00150
OG0006060	CAPO302999	AENJA_00185, AENJA_12760
OG0006062	CAPO305933	AENJA_15436, AENJA_00551
OG0006063	CAPO300774	AENJA_00605
OG0006064	CAPO304870	AENJA_00650
OG0006065	CAPO301967	AENJA_00665
OG0006066	CAPO300852	AENJA_00700
OG0006069	CAPO305608	AENJA_00843
OG0006072	CAPO303438	AENJA_01190, AENJA_01191
OG0006073	CAPO303232	AENJA_01226
OG0006074	CAPO305192	AENJA_01259
OG0006075	CAPO300591	AENJA_01270
OG0006079	CAPO300122	AENJA_01432
OG0006081	CAPO304015	AENJA_01461, AENJA_19612
OG0006084	CAPO303975	AENJA_01643
OG0006085	CAPO306971	AENJA_01649
OG0006087	CAPO307633	AENJA_01889
OG0006090	CAPO303628	AENJA_02180
OG0006094	CAPO301083	AENJA_02642
OG0006095	CAPO308333, CAPO301147	AENJA_02769
OG0006096	CAPO305316	AENJA_23191, AENJA_02802
OG0006097	CAPO305425	AENJA_02941
OG0006098	CAPO300607	AENJA_02992
OG0006101	CAPO301377	AENJA_03058
OG0006103	CAPO308138	AENJA_03372
OG0006107	CAPO302627	AENJA_03655
OG0006108	CAPO302650	AENJA_03797
OG0006110	CAPO302693	AENJA_03881
OG0006111	CAPO304724	AENJA_03939
OG0006113	CAPO307626	AENJA_03955
OG0006114	CAPO304178	AENJA_04047
OG0006115	CAPO306466	AENJA_09142, AENJA_04130
OG0006116	CAPO304187	AENJA_04216
OG0006117	CAPO302456	AENJA_04248
OG0006118	CAPO306890	AENJA_04258
OG0006119	CAPO305308	AENJA_04315
OG0006121	CAPO308090	AENJA_04319
OG0006122	CAPO302744	AENJA_04504
OG0006124	CAPO304805	AENJA_05000, AENJA_19597
OG0006125	CAPO306355	AENJA_05020
OG0006127	CAPO301362	AENJA_05400
OG0006128	CAPO301150	AENJA_05402
OG0006129	CAPO300938	AENJA_05595
OG0006131	CAPO303965	AENJA_05907
OG0006132	CAPO307591	AENJA_05951
OG0006133	CAPO304297	AENJA_06147
OG0006134	CAPO307652	AENJA_06166
OG0006135	CAPO307747	AENJA_06474
OG0006136	CAPO304577	AENJA_06518
OG0006137	CAPO303566	AENJA_06532
OG0006139	CAPO301488	AENJA_06683
OG0006140	CAPO301396	AENJA_06694
OG0006141	CAPO302378	AENJA_06732
OG0006144	CAPO307727	AENJA_06817
OG0006145	CAPO304370	AENJA_07241
OG0006148	CAPO302407	AENJA_07759
OG0006149	CAPO301175	AENJA_07795, AENJA_26742
OG0006151	CAPO304128	AENJA_07811
OG0006152	CAPO306493	AENJA_08046
OG0006153	CAPO305107	AENJA_20634, AENJA_08225
OG0006155	CAPO301956	AENJA_10680, AENJA_08285
OG0006156	CAPO304652	AENJA_08334
OG0006157	CAPO300095, CAPO303951	AENJA_08379, AENJA_19364
OG0006158	CAPO307937	AENJA_08735, AENJA_24154
OG0006159	CAPO307030	AENJA_08791
OG0006160	CAPO304978	AENJA_08921
OG0006161	CAPO301615	AENJA_08974
OG0006162	CAPO300392	AENJA_09008
OG0006164	CAPO307640	AENJA_09092
OG0006168	CAPO306154	AENJA_09279
OG0006169	CAPO305149	AENJA_09311
OG0006176	CAPO304797	AENJA_10255
OG0006177	CAPO306017	AENJA_10258
OG0006178	CAPO306742	AENJA_10275
OG0006179	CAPO307840	AENJA_10561
OG0006180	CAPO308064	AENJA_10861
OG0006181	CAPO308207	AENJA_10967
OG0006182	CAPO300329	AENJA_10981
OG0006183	CAPO306749	AENJA_10999
OG0006185	CAPO301640	AENJA_11023
OG0006186	CAPO304672	AENJA_11147
OG0006187	CAPO303722	AENJA_11209
OG0006188	CAPO307979	AENJA_11273
OG0006190	CAPO304791	AENJA_11350
OG0006191	CAPO301907	AENJA_11447
OG0006192	CAPO308099	AENJA_11677
OG0006195	CAPO308346, CAPO305489	AENJA_11917
OG0006196	CAPO304854	AENJA_11923
OG0006198	CAPO306368	AENJA_12070
OG0006199	CAPO307861	AENJA_12139
OG0006200	CAPO306047	AENJA_12153
OG0006202	CAPO307311	AENJA_12367
OG0006204	CAPO307074	AENJA_12686
OG0006205	CAPO306928	AENJA_12688
OG0006206	CAPO308060	AENJA_12805
OG0006209	CAPO303208	AENJA_23478, AENJA_13087
OG0006210	CAPO301051	AENJA_13227
OG0006211	CAPO305755	AENJA_13228
OG0006213	CAPO301176	AENJA_13784
OG0006214	CAPO305313	AENJA_13793
OG0006216	CAPO304328	AENJA_13923
OG0006225	CAPO307529	AENJA_15351
OG0006226	CAPO303955	AENJA_15385
OG0006227	CAPO304192	AENJA_15421
OG0006229	CAPO306729	AENJA_15614
OG0006230	CAPO303003	AENJA_15684
OG0006233	CAPO307263	AENJA_15946
OG0006234	CAPO305546	AENJA_16010
OG0006235	CAPO300217	AENJA_16141
OG0006237	CAPO302524	AENJA_16177
OG0006239	CAPO305262	AENJA_16437
OG0006243	CAPO301646	AENJA_16698
OG0006244	CAPO306900	AENJA_16795
OG0006245	CAPO307777	AENJA_16829
OG0006248	CAPO307601	AENJA_17259
OG0006249	CAPO304667	AENJA_17261
OG0006250	CAPO301165	AENJA_17439
OG0006251	CAPO302342	AENJA_17441
OG0006252	CAPO304131	AENJA_17447
OG0006253	CAPO307341	AENJA_17599
OG0006254	CAPO305073	AENJA_17640
OG0006257	CAPO305440	AENJA_17769
OG0006258	CAPO300398	AENJA_17969
OG0006260	CAPO300587	AENJA_18129
OG0006261	CAPO305676	AENJA_18176, AENJA_20158
OG0006262	CAPO307596	AENJA_18244
OG0006263	CAPO307994	AENJA_18245
OG0006264	CAPO304943	AENJA_18267
OG0006267	CAPO300629	AENJA_18383
OG0006268	CAPO305663	AENJA_18487, AENJA_18486
OG0006271	CAPO306714	AENJA_18740
OG0006272	CAPO300074	AENJA_18803
OG0006275	CAPO304219	AENJA_19065
OG0006276	CAPO306041	AENJA_19069
OG0006277	CAPO307602	AENJA_19169
OG0006278	CAPO305153	AENJA_19171
OG0006279	CAPO307288	AENJA_19295
OG0006280	CAPO308182	AENJA_19369
OG0006281	CAPO302129	AENJA_19582, AENJA_19578
OG0006284	CAPO301681	AENJA_19713
OG0006285	CAPO301258	AENJA_19755
OG0006286	CAPO304212	AENJA_19771
OG0006287	CAPO302795	AENJA_19820, AENJA_19814
OG0006288	CAPO300129	AENJA_19866
OG0006289	CAPO306652	AENJA_19932
OG0006291	CAPO308081	AENJA_20076
OG0006293	CAPO307067	AENJA_20143
OG0006294	CAPO301151	AENJA_20284
OG0006295	CAPO307143	AENJA_20394
OG0006297	CAPO301937	AENJA_20620
OG0006298	CAPO306805	AENJA_20776
OG0006299	CAPO305899	AENJA_20827
OG0006301	CAPO306072	AENJA_20996, AENJA_20997
OG0006305	CAPO303850	AENJA_21522
OG0006306	CAPO303905	AENJA_21664
OG0006309	CAPO304441	AENJA_21854
OG0006311	CAPO300748	AENJA_21861
OG0006313	CAPO306539	AENJA_21937
OG0006314	CAPO308085, CAPO301326	AENJA_22087
OG0006317	CAPO301551	AENJA_22566
OG0006319	CAPO306239	AENJA_22630
OG0006320	CAPO303864	AENJA_22758
OG0006322	CAPO305971	AENJA_22831
OG0006323	CAPO300361	AENJA_22914
OG0006324	CAPO307431	AENJA_22925
OG0006329	CAPO306283	AENJA_23040
OG0006330	CAPO301590	AENJA_23067
OG0006331	CAPO301721	AENJA_23112
OG0006332	CAPO306801	AENJA_23127
OG0006334	CAPO302140	AENJA_23288
OG0006335	CAPO305790	AENJA_23454
OG0006338	CAPO300367	AENJA_23490
OG0006339	CAPO306751	AENJA_23637, AENJA_24037
OG0006340	CAPO306725	AENJA_23711
OG0006341	CAPO303256	AENJA_23741, AENJA_25917
OG0006344	CAPO307345	AENJA_23992
OG0006346	CAPO305832	AENJA_24338
OG0006347	CAPO305184	AENJA_24626
OG0006349	CAPO304057	AENJA_25019
OG0006350	CAPO302433	AENJA_25064
OG0006352	CAPO301346	AENJA_25150
OG0006353	CAPO301517	AENJA_25212
OG0006355	CAPO307129	AENJA_25525
OG0006356	CAPO305164	AENJA_25547
OG0006358	CAPO303299	AENJA_25645
OG0006359	CAPO300583	AENJA_25669
OG0006360	CAPO304103	AENJA_25814
OG0006361	CAPO308070	AENJA_25897
OG0006362	CAPO308308	AENJA_25951
OG0006363	CAPO301002	AENJA_26238
OG0006365	CAPO300671	AENJA_26404
OG0006443	CAPO300234	AENJA_00055
OG0006447	CAPO302283	AENJA_00097
OG0006448	CAPO301094	AENJA_00147
OG0006449	CAPO305961	AENJA_00161
OG0006456	CAPO300992	AENJA_18569, AENJA_00534
OG0006457	CAPO306648	AENJA_00607, AENJA_13698
OG0006459	CAPO307843	AENJA_00708
OG0006460	CAPO308313	AENJA_00719
OG0006461	CAPO306350	AENJA_00796
OG0006462	CAPO300662	AENJA_00971
OG0006464	CAPO307754	AENJA_01149
OG0006465	CAPO307052	AENJA_01262
OG0006467	CAPO301292	AENJA_01368, AENJA_05912
OG0006468	CAPO303390	AENJA_01370, AENJA_01371
OG0006469	CAPO302486	AENJA_01523
OG0006470	CAPO300984	AENJA_01586
OG0006471	CAPO303440	AENJA_01591
OG0006474	CAPO300155	AENJA_01839
OG0006475	CAPO301888	AENJA_02093
OG0006476	CAPO300216	AENJA_02142
OG0006478	CAPO301079	AENJA_02289
OG0006479	CAPO304002	AENJA_02378
OG0006480	CAPO300197	AENJA_02386
OG0006481	CAPO307580	AENJA_02402
OG0006482	CAPO305654	AENJA_19144, AENJA_02493
OG0006485	CAPO307612	AENJA_02849
OG0006487	CAPO300649	AENJA_02956
OG0006488	CAPO301772	AENJA_03064
OG0006490	CAPO301539	AENJA_03091
OG0006491	CAPO300606	AENJA_03152
OG0006493	CAPO306548	AENJA_03180
OG0006496	CAPO304473	AENJA_03702
OG0006498	CAPO301440	AENJA_03890
OG0006501	CAPO307734	AENJA_04172
OG0006502	CAPO301087	AENJA_04209
OG0006503	CAPO304660	AENJA_04398
OG0006504	CAPO302154	AENJA_16898, AENJA_04416
OG0006505	CAPO301510	AENJA_04476
OG0006507	CAPO301032	AENJA_04788
OG0006508	CAPO301635	AENJA_04922, AENJA_05266
OG0006509	CAPO304681	AENJA_04936
OG0006510	CAPO300081	AENJA_04994
OG0006512	CAPO301701	AENJA_05769, AENJA_05293
OG0006514	CAPO304095	AENJA_21274, AENJA_05458
OG0006515	CAPO306459	AENJA_05502
OG0006516	CAPO305607	AENJA_05505
OG0006517	CAPO300477	AENJA_05578
OG0006519	CAPO308006	AENJA_05867
OG0006520	CAPO300668	AENJA_06121
OG0006523	CAPO302914	AENJA_06540
OG0006526	CAPO303623	AENJA_07051
OG0006532	CAPO304147	AENJA_07693
OG0006533	CAPO305463	AENJA_07742
OG0006534	CAPO305714	AENJA_07783
OG0006536	CAPO305735	AENJA_07956
OG0006538	CAPO305091	AENJA_08050
OG0006540	CAPO304760	AENJA_08316
OG0006541	CAPO302376, CAPO304688, CAPO300243	AENJA_08362
OG0006542	CAPO305168	AENJA_08392
OG0006543	CAPO305452	AENJA_15795, AENJA_08614
OG0006544	CAPO306101	AENJA_08630
OG0006545	CAPO307929	AENJA_08841
OG0006546	CAPO305234	AENJA_08937, AENJA_22524
OG0006547	CAPO301259	AENJA_08999
OG0006549	CAPO306040	AENJA_09178
OG0006550	CAPO307487	AENJA_09213
OG0006552	CAPO301957	AENJA_09303
OG0006553	CAPO308128	AENJA_09463
OG0006554	CAPO306525	AENJA_09668
OG0006555	CAPO305951	AENJA_09715
OG0006556	CAPO304941	AENJA_09923
OG0006557	CAPO300124	AENJA_09969, AENJA_09970
OG0006561	CAPO300890	AENJA_10164
OG0006562	CAPO303607	AENJA_10204
OG0006566	CAPO307510	AENJA_19680
OG0006566	CAPO303944	AENJA_10456
OG0006568	CAPO303043	AENJA_10472
OG0006569	CAPO300856	AENJA_10690
OG0006570	CAPO302571	AENJA_10767
OG0006571	CAPO306740	AENJA_10794
OG0006572	CAPO302175	AENJA_10980
OG0006573	CAPO306413	AENJA_11033
OG0006575	CAPO304950	AENJA_11220
OG0006577	CAPO300858	AENJA_23377, AENJA_11258
OG0006578	CAPO303393	AENJA_11264
OG0006580	CAPO306179	AENJA_11583
OG0006581	CAPO300223	AENJA_11836
OG0006582	CAPO305399	AENJA_12464
OG0006583	CAPO308147	AENJA_26093, AENJA_16765, AENJA_12483
OG0006584	CAPO304380	AENJA_12500
OG0006586	CAPO300241	AENJA_12567
OG0006590	CAPO304634	AENJA_12964
OG0006591	CAPO306654	AENJA_13044
OG0006592	CAPO302105	AENJA_13142
OG0006594	CAPO305352	AENJA_13414
OG0006595	CAPO306726	AENJA_13536
OG0006596	CAPO305496	AENJA_13622
OG0006597	CAPO306143	AENJA_13689
OG0006598	CAPO303505	AENJA_13737
OG0006600	CAPO300993	AENJA_13874
OG0006602	CAPO306545	AENJA_14087
