Orthogroup	CAPO3	DROME
OG0005265	CAPO305767	DROME00702, DROME00700, DROME00699, DROME00701, DROME00697, DROME00698
OG0005267	CAPO300315	DROME04420, DROME19231
OG0005268	CAPO302457	DROME14171
OG0005269	CAPO303868	DROME02004
OG0005273	CAPO302742	DROME12536
OG0005275	CAPO301557	DROME01626
OG0005277	CAPO302973, CAPO308033	DROME18936
OG0005278	CAPO306576, CAPO308328	DROME19885
OG0005279	CAPO304182	DROME20688
OG0005280	CAPO306635	DROME12955
OG0005285	CAPO302006	DROME15354
OG0005287	CAPO307607	DROME02138
OG0005289	CAPO304679	DROME14959, DROME14958, DROME21287
OG0005290	CAPO305632	DROME07550
OG0005292	CAPO300881	DROME11303, DROME11304
OG0005293	CAPO303402	DROME18824
OG0005294	CAPO306913	DROME21633, DROME21631, DROME21632
OG0005295	CAPO304907	DROME08747, DROME18631, DROME18632
OG0005298	CAPO307279	DROME06419
OG0005300	CAPO304452	DROME02618
OG0005301	CAPO307444	DROME13549
OG0005303	CAPO304454	DROME01514
OG0005304	CAPO307658	DROME13378
OG0005305	CAPO301003	DROME00028
OG0005309	CAPO306631	DROME21996, DROME22002, DROME21999
OG0005312	CAPO307454, CAPO303466	DROME17116
OG0005314	CAPO302074	DROME10353
OG0005315	CAPO302427	DROME20516, DROME20515, DROME20517
OG0005316	CAPO301704	DROME02492
OG0005318	CAPO308249	DROME20590
OG0005319	CAPO302638	DROME02700, DROME01499
OG0005322	CAPO308079	DROME12599, DROME12598, DROME12600
OG0005323	CAPO307349	DROME08220, DROME08221
OG0005324	CAPO303901	DROME20416
OG0005325	CAPO301092	DROME12067
OG0005359	CAPO300630	DROME09862
OG0005360	CAPO303782	DROME11664
OG0005364	CAPO300756	DROME01517, DROME01516
OG0005365	CAPO303866	DROME01607
OG0005366	CAPO300645	DROME00089
OG0005370	CAPO303423	DROME19849
OG0005371	CAPO306407	DROME12636
OG0005373	CAPO302507	DROME11662
OG0005374	CAPO300609	DROME09881
OG0005375	CAPO305216	DROME09535
OG0005377	CAPO307926	DROME03217
OG0005378	CAPO301284	DROME19277, DROME19276
OG0005379	CAPO303714	DROME19618, DROME15166
OG0005384	CAPO300411	DROME05202, DROME05201
OG0005385	CAPO305502	DROME06183
OG0005386	CAPO307872	DROME11412
OG0005388	CAPO301274	DROME21007, DROME17717
OG0005389	CAPO300599	DROME07204
OG0005390	CAPO301450	DROME18084
OG0005391	CAPO302409	DROME14955, DROME20632
OG0005393	CAPO302465	DROME09489
OG0005394	CAPO306444	DROME06384
OG0005395	CAPO302966	DROME02476
OG0005396	CAPO301185	DROME16226
OG0005398	CAPO301199	DROME19824, DROME19822, DROME19823, DROME19821, DROME19825
OG0005399	CAPO306277	DROME08948
OG0005400	CAPO301149	DROME15813
OG0005402	CAPO307246	DROME11740
OG0005403	CAPO303785	DROME14315
OG0005404	CAPO306644	DROME15277
OG0005405	CAPO304677	DROME11751
OG0005406	CAPO301050	DROME01944, DROME01943
OG0005408	CAPO306656	DROME05105
OG0005409	CAPO304722	DROME11573, DROME11574
OG0005410	CAPO300140	DROME10686
OG0005412	CAPO300143	DROME14813
OG0005413	CAPO304093	DROME18095
OG0005414	CAPO301252, CAPO301167	DROME07541
OG0005417	CAPO302063	DROME21749, DROME21750
OG0005422	CAPO303205	DROME14313
OG0005424	CAPO305286	DROME11089, DROME11088
OG0005427	CAPO301444	DROME00646
OG0005430	CAPO302295	DROME08640, DROME08641
OG0005431	CAPO304591	DROME10519
OG0005433	CAPO303786	DROME07842
OG0005434	CAPO302858	DROME01961
OG0005437	CAPO308137	DROME05038, DROME05039
OG0005439	CAPO304206	DROME01210
OG0005440	CAPO303719	DROME13146, DROME13143, DROME13144, DROME13145
OG0005442	CAPO307582	DROME09304
OG0005443	CAPO305021	DROME17086, DROME17085
OG0005446	CAPO300144	DROME06564
OG0005449	CAPO300543	DROME06889
OG0005450	CAPO302868	DROME00371, DROME00369, DROME00370
OG0005451	CAPO300480	DROME01979
OG0005455	CAPO301855	DROME20906
OG0005457	CAPO307831	DROME11164
OG0005461	CAPO307668	DROME03211
OG0005462	CAPO306835	DROME21497
OG0005463	CAPO303989	DROME18083
OG0005464	CAPO307986	DROME13050
OG0005465	CAPO300347	DROME09126
OG0005466	CAPO300596	DROME16377
OG0005468	CAPO306414	DROME01889
OG0005469	CAPO301614	DROME11630
OG0005470	CAPO300654	DROME06057
OG0005471	CAPO300819	DROME10379
OG0005474	CAPO304412	DROME12946
OG0005475	CAPO300271	DROME17508
OG0005476	CAPO305577, CAPO305762	DROME18593
OG0005479	CAPO300550	DROME10657
OG0005481	CAPO306697, CAPO301416	DROME09611, DROME09612
OG0005482	CAPO307925	DROME03827, DROME18948, DROME08539
OG0005483	CAPO304067	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042
OG0005484	CAPO307524	DROME20358
OG0005486	CAPO300225	DROME03539
OG0005487	CAPO300444	DROME08183, DROME08182
OG0005488	CAPO301054	DROME15752, DROME15753
OG0005489	CAPO305322	DROME07861
OG0005490	CAPO300839	DROME19466
OG0005491	CAPO305898	DROME04711
OG0005493	CAPO304618	DROME12922
OG0005494	CAPO308140	DROME21649
OG0005495	CAPO305673	DROME17019
OG0005497	CAPO305501	DROME04924
OG0005498	CAPO303826	DROME19676
OG0005499	CAPO306730	DROME03401, DROME07297
OG0005500	CAPO306535	DROME05919, DROME18022
OG0005503	CAPO307437	DROME16857
OG0005504	CAPO300995	DROME15054
OG0005505	CAPO307588	DROME09144
OG0005506	CAPO307275	DROME12679
OG0005508	CAPO308142	DROME17492
OG0005509	CAPO300202	DROME05301
OG0005510	CAPO307083	DROME15194
OG0005511	CAPO304438	DROME15312
OG0005514	CAPO305223	DROME04631
OG0005516	CAPO305610	DROME19606
OG0005517	CAPO303557	DROME19919
OG0005518	CAPO300928	DROME14670
OG0005524	CAPO307077	DROME11985
OG0005525	CAPO305745	DROME19467
OG0005527	CAPO307337	DROME06165
OG0005528	CAPO302166	DROME12253
OG0005529	CAPO303996	DROME06637, DROME06638
OG0005533	CAPO308156	DROME05452
OG0005535	CAPO306427	DROME21244
OG0005536	CAPO306899	DROME18846
OG0005537	CAPO305006	DROME13170
OG0005539	CAPO300487	DROME00462, DROME00460, DROME02960
OG0005541	CAPO302610	DROME13352
OG0005545	CAPO307853	DROME05987
OG0005550	CAPO303338	DROME07358
OG0005553	CAPO308016	DROME10357
OG0005554	CAPO307360	DROME19929, DROME19930
OG0005556	CAPO301726	DROME08193
OG0005558	CAPO301773	DROME10652
OG0005559	CAPO302392	DROME11663
OG0005560	CAPO302459	DROME07606, DROME07948
OG0005561	CAPO307649	DROME09536
OG0005562	CAPO300157	DROME16835
OG0005563	CAPO300985	DROME12068
OG0005566	CAPO308091	DROME17778, DROME19582, DROME08765
OG0005569	CAPO301394	DROME06020
OG0005572	CAPO300415	DROME12985
OG0005574	CAPO305418	DROME07973
OG0005575	CAPO301354	DROME07769
OG0005578	CAPO300834	DROME13162
OG0005580	CAPO308283	DROME06425
OG0005581	CAPO303973	DROME15143
OG0005582	CAPO306123	DROME17006
OG0005584	CAPO302871	DROME19482
OG0005586	CAPO303784	DROME13746, DROME01782
OG0005588	CAPO305990	DROME02584
OG0005589	CAPO305989	DROME13235
OG0005590	CAPO302905	DROME20583
OG0005592	CAPO305870	DROME20112
OG0005594	CAPO306885	DROME19266
OG0005595	CAPO306737	DROME10967
OG0005597	CAPO301334	DROME01657
OG0005598	CAPO300035	DROME14004
OG0005599	CAPO302061	DROME21243
OG0005603	CAPO303949	DROME13173, DROME13174, DROME13175
OG0005604	CAPO303855	DROME06435
OG0005605	CAPO300782	DROME13674
OG0005611	CAPO304396	DROME09603, DROME09604
OG0005613	CAPO301790	DROME01648
OG0005614	CAPO306809	DROME18745
OG0005615	CAPO302186	DROME05560
OG0005616	CAPO302310	DROME12151
OG0005617	CAPO300131	DROME14239
OG0005618	CAPO307702	DROME05739
OG0005620	CAPO306094	DROME18122, DROME18121, DROME18124, DROME18123
OG0005622	CAPO307903	DROME01204
OG0005623	CAPO300779	DROME00550
OG0005624	CAPO300652	DROME03085
OG0005625	CAPO302221	DROME16840
OG0005626	CAPO308220	DROME01163, DROME01164
OG0005629	CAPO302575	DROME11049
OG0005631	CAPO300791	DROME17841
OG0005632	CAPO303472	DROME10651
OG0005633	CAPO302097	DROME17761
OG0005636	CAPO302060	DROME08136
OG0005637	CAPO305600	DROME21544
OG0005639	CAPO306397	DROME06385
OG0005642	CAPO307460	DROME03379
OG0005644	CAPO303605	DROME06427
OG0005645	CAPO300279	DROME18577
OG0005649	CAPO304011	DROME10772
OG0005652	CAPO301437	DROME06700
OG0005655	CAPO300096, CAPO304440	DROME06091
OG0005656	CAPO306816	DROME07968
OG0005660	CAPO305277	DROME15890, DROME15891
OG0005665	CAPO306931	DROME09179
OG0005681	CAPO302618	DROME00945
OG0005690	CAPO303792	DROME04761
OG0005692	CAPO306503	DROME13230
OG0005694	CAPO302741	DROME13864, DROME13863
OG0005700	CAPO302108	DROME09873
OG0005702	CAPO302394	DROME10890
OG0005703	CAPO307490	DROME19473
OG0005707	CAPO303751	DROME15744, DROME15745
OG0005708	CAPO306478	DROME14710
OG0005710	CAPO307544	DROME07052
OG0005712	CAPO302811	DROME16333, DROME16334
OG0005714	CAPO302016	DROME20712, DROME20711, DROME20713
OG0005715	CAPO302774	DROME18763, DROME18764, DROME18762
OG0005717	CAPO303289	DROME06471
OG0005719	CAPO300934	DROME19860
OG0005721	CAPO302442	DROME00178
OG0005723	CAPO301560	DROME17035
OG0005724	CAPO305737	DROME03509, DROME03507
OG0005725	CAPO304382	DROME09268
OG0005726	CAPO306255	DROME08962
OG0005728	CAPO300070	DROME04547
OG0005729	CAPO306373	DROME00800
OG0005731	CAPO304326	DROME03369
OG0005732	CAPO306509	DROME03588
OG0005733	CAPO307250	DROME14541, DROME14542, DROME10332
OG0005734	CAPO307857	DROME21588, DROME04119
OG0005735	CAPO306353	DROME09661, DROME09662, DROME09660
OG0005738	CAPO304853	DROME09090, DROME09091, DROME09093, DROME09092
OG0005741	CAPO303042	DROME10077
OG0005742	CAPO300464, CAPO302075	DROME15851
OG0005744	CAPO302669	DROME21042, DROME21041, DROME13505
OG0005746	CAPO304136	DROME19187
OG0005747	CAPO300949	DROME12400
OG0005749	CAPO300768	DROME00192
OG0005750	CAPO304369	DROME14187
OG0005751	CAPO302377	DROME11468
OG0005758	CAPO304832	DROME02962
OG0005759	CAPO305998	DROME06016
OG0005762	CAPO307808	DROME15581
OG0005764	CAPO302285	DROME08532
OG0005766	CAPO307164	DROME09826, DROME09825, DROME09827
OG0005769	CAPO301036	DROME03529, DROME03528
OG0005770	CAPO306340	DROME01271, DROME01270
OG0005771	CAPO301571	DROME11559
OG0005774	CAPO303542	DROME03197
OG0005775	CAPO306153	DROME14248, DROME03634
OG0005776	CAPO303568, CAPO307316	DROME05892
OG0005777	CAPO300042	DROME12481
OG0005779	CAPO306436	DROME08845
OG0005783	CAPO303474	DROME16358
OG0005784	CAPO302307	DROME20576
OG0005787	CAPO307830	DROME16644, DROME18583
OG0005788	CAPO300037	DROME01890
OG0005789	CAPO303327	DROME02052
OG0005790	CAPO304988	DROME02319
OG0005792	CAPO301624	DROME04031
OG0005793	CAPO300669	DROME13741
OG0005794	CAPO302027	DROME20570
OG0005795	CAPO305005	DROME00921
OG0005796	CAPO305004	DROME21579
OG0005797	CAPO301712	DROME13677
OG0005799	CAPO305503	DROME17772
OG0005800	CAPO303116	DROME14692
OG0005801	CAPO305293	DROME20251, DROME13442
OG0005803	CAPO307068	DROME06804
OG0005805	CAPO302538	DROME18523
OG0005807	CAPO304282	DROME15016
OG0005808	CAPO300610	DROME15577
OG0005811	CAPO304151	DROME15005, DROME15004
OG0005812	CAPO305500	DROME17684
OG0005814	CAPO301343	DROME21970
OG0005815	CAPO306106	DROME17829
OG0005817	CAPO300290	DROME00446
OG0005818	CAPO302009	DROME21049
OG0005819	CAPO301574	DROME10881
OG0005821	CAPO300824	DROME18765
OG0005823	CAPO300775	DROME16943
OG0005824	CAPO303629	DROME14993
OG0005831	CAPO302864	DROME02056
OG0005832	CAPO302018	DROME03903
OG0005834	CAPO306049, CAPO302406, CAPO305685, CAPO305497	DROME09861, DROME09860
OG0005835	CAPO306285	DROME10113
OG0005837	CAPO300250	DROME19685
OG0005840	CAPO305424	DROME12810, DROME12811
OG0005842	CAPO304596	DROME03001
OG0005843	CAPO307528	DROME07738
OG0005845	CAPO307070	DROME12524
OG0005847	CAPO305680	DROME12864
OG0005848	CAPO307829	DROME17120
OG0005849	CAPO303230	DROME15063, DROME15062
OG0005850	CAPO307194	DROME15741, DROME15742
OG0005851	CAPO302674	DROME06389, DROME06388
OG0005853	CAPO305397	DROME18489, DROME18488
OG0005857	CAPO301639	DROME13133, DROME13132
OG0005858	CAPO305203	DROME10288, DROME10287
OG0005859	CAPO307160	DROME01874
OG0005860	CAPO300029	DROME13592
OG0005863	CAPO304301	DROME00631
OG0005864	CAPO301932	DROME21983
OG0005865	CAPO303346	DROME21095
OG0005866	CAPO302021	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050
OG0005869	CAPO305217	DROME01674
OG0005870	CAPO305120	DROME19873
OG0005872	CAPO301101	DROME00389
OG0005874	CAPO301503	DROME03501
OG0005875	CAPO307256	DROME06773
OG0005877	CAPO303218	DROME06392
OG0005878	CAPO307565	DROME19123
OG0005879	CAPO305924	DROME20321
OG0005880	CAPO303914	DROME17652, DROME17653
OG0005884	CAPO302326	DROME08061
OG0005886	CAPO302755	DROME01867
OG0005888	CAPO305237	DROME16104
OG0005889	CAPO306476	DROME14304, DROME07617
OG0005890	CAPO303293	DROME19088
OG0005892	CAPO304793	DROME10375, DROME10374
OG0005893	CAPO302656	DROME16783
OG0005894	CAPO302802	DROME11886
OG0005897	CAPO306226	DROME19090
OG0005898	CAPO304352	DROME06116
OG0005899	CAPO306295	DROME02184
OG0005901	CAPO307343	DROME08625
OG0005902	CAPO305014, CAPO305124	DROME12748
OG0005903	CAPO306042	DROME19765
OG0005904	CAPO308290	DROME00138
OG0005905	CAPO306382, CAPO303669	DROME08071
OG0005907	CAPO306181	DROME03221
OG0005909	CAPO304980	DROME01192
OG0005914	CAPO304812	DROME08503, DROME08502
OG0005919	CAPO301677	DROME03002
OG0005921	CAPO301707	DROME05740
OG0005922	CAPO301561	DROME13644, DROME13643
OG0005923	CAPO302607	DROME01141, DROME01142
OG0005925	CAPO304879	DROME01094
OG0005926	CAPO306981	DROME12066, DROME12065
OG0005929	CAPO308208	DROME01196
OG0005931	CAPO306162	DROME08847
OG0005932	CAPO300797	DROME15731
OG0005933	CAPO301858	DROME19096, DROME19097
OG0005936	CAPO302424	DROME12077
OG0005937	CAPO304550	DROME14657, DROME14658
OG0005938	CAPO300395	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752
OG0005940	CAPO300232	DROME18687
OG0005941	CAPO302544	DROME14278
OG0005942	CAPO305649	DROME17395
OG0005943	CAPO304448	DROME01109
OG0005944	CAPO302321	DROME21720
OG0005946	CAPO302043	DROME15326
OG0005949	CAPO305776	DROME10426
OG0005950	CAPO302730	DROME10950
OG0005952	CAPO302748	DROME19643
OG0005953	CAPO300018	DROME11680
OG0005960	CAPO306619	DROME11094, DROME11095
OG0005965	CAPO304971	DROME15552
OG0005966	CAPO303149	DROME04950
OG0005967	CAPO304145	DROME16596, DROME14482
OG0005968	CAPO307899	DROME21030, DROME16013, DROME08290
OG0005969	CAPO304815	DROME08256, DROME08257
OG0005970	CAPO300012	DROME13325
OG0005972	CAPO306254	DROME16733
OG0005973	CAPO301806	DROME03261
OG0005974	CAPO300269	DROME09177
OG0005975	CAPO301864	DROME01949
OG0005976	CAPO304330	DROME19287
OG0005977	CAPO302621	DROME08531
OG0005978	CAPO302579	DROME03284
OG0005980	CAPO303105, CAPO302151	DROME12535
OG0005981	CAPO305244	DROME05700
OG0005982	CAPO302153	DROME01959
OG0005983	CAPO305305	DROME09503, DROME20869
OG0005984	CAPO303854	DROME20805, DROME07929
OG0005985	CAPO305361	DROME12892
OG0005986	CAPO306131	DROME07616
OG0005987	CAPO307262	DROME16681
OG0005988	CAPO306075	DROME04858
OG0005989	CAPO304449	DROME01935, DROME02497
OG0005993	CAPO301813	DROME01845
OG0005997	CAPO307298	DROME05226
OG0005998	CAPO304281	DROME05475
OG0006002	CAPO300104	DROME16784
OG0006003	CAPO307004	DROME10360
OG0006005	CAPO300498	DROME21221
OG0006009	CAPO302680	DROME04529, DROME04530
OG0006011	CAPO305929	DROME05625
OG0006012	CAPO306003	DROME04986
OG0006013	CAPO306786	DROME08145
OG0006031	CAPO307805	DROME15258
OG0006059	CAPO306968	DROME07767
OG0006062	CAPO305933	DROME04067
OG0006063	CAPO300774	DROME20838
OG0006064	CAPO304870	DROME01128
OG0006065	CAPO301967	DROME06304
OG0006066	CAPO300852	DROME20062
OG0006069	CAPO305608	DROME20187
OG0006072	CAPO303438	DROME01673
OG0006073	CAPO303232	DROME14553
OG0006074	CAPO305192	DROME19848
OG0006079	CAPO300122	DROME02616
OG0006081	CAPO304015	DROME14279
OG0006085	CAPO306971	DROME12364
OG0006087	CAPO307633	DROME12774
OG0006090	CAPO303628	DROME09888, DROME09890, DROME09891, DROME09889
OG0006094	CAPO301083	DROME09863, DROME00849, DROME00848
OG0006095	CAPO308333, CAPO301147	DROME21969
OG0006096	CAPO305316	DROME21245
OG0006098	CAPO300607	DROME05931
OG0006101	CAPO301377	DROME04360
OG0006103	CAPO308138	DROME10210
OG0006106	CAPO301749	DROME20870
OG0006108	CAPO302650	DROME09376
OG0006111	CAPO304724	DROME12496
OG0006113	CAPO307626	DROME04342
OG0006114	CAPO304178	DROME20935
OG0006115	CAPO306466	DROME16296
OG0006116	CAPO304187	DROME02301, DROME02300
OG0006117	CAPO302456	DROME10279
OG0006118	CAPO306890	DROME20483
OG0006119	CAPO305308	DROME12941
OG0006121	CAPO308090	DROME18148
OG0006122	CAPO302744	DROME00796
OG0006124	CAPO304805	DROME13739
OG0006125	CAPO306355	DROME02053
OG0006127	CAPO301362	DROME03260
OG0006128	CAPO301150	DROME07922
OG0006129	CAPO300938	DROME09781
OG0006131	CAPO303965	DROME15971
OG0006132	CAPO307591	DROME06118
OG0006133	CAPO304297	DROME07717
OG0006134	CAPO307652	DROME13718
OG0006135	CAPO307747	DROME08697
OG0006136	CAPO304577	DROME10851
OG0006137	CAPO303566	DROME09569
OG0006140	CAPO301396	DROME15748
OG0006141	CAPO302378	DROME18067, DROME07431
OG0006144	CAPO307727	DROME00549
OG0006145	CAPO304370	DROME11050
OG0006148	CAPO302407	DROME10799
OG0006151	CAPO304128	DROME20478
OG0006152	CAPO306493	DROME08871
OG0006155	CAPO301956	DROME18085
OG0006156	CAPO304652	DROME10247
OG0006159	CAPO307030	DROME13858
OG0006160	CAPO304978	DROME03637
OG0006161	CAPO301615	DROME18089, DROME18090, DROME18088
OG0006164	CAPO307640	DROME09119
OG0006168	CAPO306154	DROME15944, DROME18911
OG0006169	CAPO305149	DROME10283
OG0006176	CAPO304797	DROME04325
OG0006179	CAPO307840	DROME10214
OG0006180	CAPO308064	DROME17033
OG0006181	CAPO308207	DROME14871
OG0006182	CAPO300329	DROME01649
OG0006183	CAPO306749	DROME14997
OG0006185	CAPO301640	DROME15598
OG0006186	CAPO304672	DROME01316
OG0006187	CAPO303722	DROME00876
OG0006188	CAPO307979	DROME00301
OG0006191	CAPO301907	DROME00877, DROME00878
OG0006192	CAPO308099	DROME00106
OG0006195	CAPO308346, CAPO305489	DROME11802, DROME11801
OG0006196	CAPO304854	DROME01357
OG0006199	CAPO307861	DROME19122
OG0006200	CAPO306047	DROME03216, DROME03215
OG0006202	CAPO307311	DROME06452, DROME06451
OG0006204	CAPO307074	DROME02906
OG0006206	CAPO308060	DROME19558
OG0006209	CAPO303208	DROME01562
OG0006210	CAPO301051, CAPO305579	DROME19094
OG0006211	CAPO305755	DROME17799, DROME17798, DROME17797
OG0006213	CAPO301176	DROME10052
OG0006214	CAPO305313	DROME05227
OG0006216	CAPO304328	DROME02380
OG0006224	CAPO304007	DROME18810
OG0006225	CAPO307529	DROME05230, DROME05229
OG0006226	CAPO303955	DROME08310
OG0006227	CAPO304192	DROME03457
OG0006229	CAPO306729	DROME16720
OG0006230	CAPO303003	DROME05693
OG0006233	CAPO307263	DROME13881
OG0006234	CAPO305546	DROME22062, DROME22061
OG0006235	CAPO300217	DROME20311
OG0006239	CAPO305262	DROME10114
OG0006243	CAPO301646	DROME14457
OG0006244	CAPO306900	DROME17166, DROME17165
OG0006245	CAPO307777	DROME02108, DROME02107
OG0006248	CAPO307601	DROME03264
OG0006249	CAPO304667	DROME20245
OG0006250	CAPO301165	DROME17023
OG0006251	CAPO302342	DROME19735, DROME19738, DROME19736, DROME19737
OG0006254	CAPO305073	DROME10801
OG0006258	CAPO300398	DROME18180, DROME18181, DROME18179
OG0006260	CAPO300587	DROME16552
OG0006262	CAPO307596	DROME05994
OG0006263	CAPO307994	DROME01003
OG0006264	CAPO304943	DROME01178
OG0006267	CAPO300629	DROME04482
OG0006268	CAPO305663	DROME16986
OG0006271	CAPO306714	DROME13584
OG0006275	CAPO304219	DROME11545
OG0006276	CAPO306041	DROME12088
OG0006277	CAPO307602	DROME15668
OG0006278	CAPO305153	DROME09293
OG0006279	CAPO307288	DROME05154
OG0006280	CAPO308182	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	CAPO302129	DROME21723, DROME21724
OG0006284	CAPO301681	DROME06978
OG0006285	CAPO301258	DROME05155
OG0006286	CAPO304212	DROME20409
OG0006287	CAPO302795	DROME15138
OG0006288	CAPO300129	DROME00223
OG0006289	CAPO306652	DROME05895
OG0006291	CAPO308081	DROME16421
OG0006293	CAPO307067	DROME15892
OG0006294	CAPO301151	DROME17637
OG0006295	CAPO307143	DROME09339
OG0006297	CAPO301937	DROME14064
OG0006298	CAPO306805	DROME10104, DROME10103
OG0006301	CAPO306072	DROME14417, DROME14418
OG0006305	CAPO303850	DROME20608
OG0006306	CAPO303905	DROME06607
OG0006309	CAPO304441	DROME22059, DROME22060
OG0006311	CAPO300748	DROME09053
OG0006313	CAPO306539	DROME09638
OG0006315	CAPO305862	DROME12827
OG0006319	CAPO306239	DROME00483, DROME00484
OG0006322	CAPO305971	DROME19674
OG0006323	CAPO300361	DROME00186
OG0006329	CAPO306283	DROME06117
OG0006330	CAPO301590	DROME21856, DROME21857
OG0006331	CAPO301721	DROME16655, DROME16654, DROME16657, DROME16656
OG0006332	CAPO306802, CAPO306801	DROME01006
OG0006334	CAPO302140	DROME04357
OG0006335	CAPO305790	DROME09585
OG0006339	CAPO306751	DROME19031, DROME19030
OG0006340	CAPO306725	DROME02471
OG0006341	CAPO303256	DROME06095
OG0006344	CAPO307345	DROME11878
OG0006346	CAPO305832	DROME16623
OG0006347	CAPO305184	DROME11544, DROME18372, DROME18373
OG0006350	CAPO302433	DROME10882
OG0006352	CAPO301346	DROME15718
OG0006353	CAPO301517	DROME00751
OG0006355	CAPO307129	DROME00424
OG0006356	CAPO305164	DROME02890
OG0006358	CAPO303299	DROME03318, DROME03317
OG0006359	CAPO300583	DROME01311
OG0006360	CAPO304103	DROME19840
OG0006362	CAPO308308	DROME11093
OG0006363	CAPO301002	DROME07012
OG0006365	CAPO300671	DROME21616, DROME21617
OG0006370	CAPO300348	DROME08234
OG0006372	CAPO304608	DROME08788
OG0006375	CAPO306256	DROME19928
OG0006377	CAPO307494	DROME08417
OG0006378	CAPO304918	DROME17931
OG0006381	CAPO301472	DROME02707, DROME20650
OG0006382	CAPO307026	DROME15024
OG0006383	CAPO303174	DROME12394
OG0006385	CAPO301074	DROME09556
OG0006387	CAPO306319	DROME09390
OG0006389	CAPO302170	DROME15710
OG0006392	CAPO305806	DROME11920
OG0006395	CAPO300149	DROME00130
OG0006443	CAPO300234	DROME16038
OG0006447	CAPO302283	DROME10748
OG0006448	CAPO301094	DROME21414
OG0006449	CAPO305961	DROME03272
OG0006456	CAPO300992	DROME00779
OG0006459	CAPO307843	DROME10282
OG0006460	CAPO308313	DROME15064
OG0006461	CAPO306350	DROME01188
OG0006462	CAPO300662	DROME01832
OG0006464	CAPO307754	DROME15553
OG0006465	CAPO307052	DROME04025
OG0006469	CAPO302486	DROME02304
OG0006470	CAPO300984	DROME05726, DROME05725
OG0006471	CAPO303440	DROME03198
OG0006474	CAPO300155	DROME18594
OG0006475	CAPO301888	DROME11340, DROME11339
OG0006476	CAPO300216	DROME02188
OG0006478	CAPO301079	DROME10803
OG0006479	CAPO304002	DROME03631
OG0006480	CAPO300197	DROME15425, DROME15426
OG0006481	CAPO307580	DROME02142, DROME01455
OG0006482	CAPO305654	DROME21719
OG0006485	CAPO307612	DROME17756
OG0006487	CAPO300649	DROME20891
OG0006488	CAPO301772	DROME14000
OG0006490	CAPO301539	DROME17521
OG0006491	CAPO300606	DROME09727
OG0006498	CAPO301440	DROME00774
OG0006501	CAPO307734	DROME07620
OG0006504	CAPO302154	DROME01726
OG0006505	CAPO301510	DROME19279
OG0006507	CAPO301032	DROME11241, DROME13160
OG0006509	CAPO304681	DROME06735
OG0006510	CAPO300081	DROME21078
OG0006512	CAPO301701	DROME14203
OG0006514	CAPO304095	DROME04973
OG0006515	CAPO306459	DROME17220
OG0006516	CAPO305607	DROME18956, DROME07746
OG0006517	CAPO300477	DROME16077, DROME16076
OG0006519	CAPO308006	DROME10463
OG0006520	CAPO300668	DROME01601
OG0006523	CAPO302914	DROME13324
OG0006526	CAPO303623	DROME10066
OG0006532	CAPO304147	DROME18743
OG0006533	CAPO305463	DROME11744, DROME11742, DROME11745, DROME11743
OG0006536	CAPO305735	DROME00110
OG0006538	CAPO305091	DROME00930
OG0006540	CAPO304760	DROME04024
OG0006543	CAPO305452	DROME19675
OG0006544	CAPO306101	DROME08098
OG0006545	CAPO307929	DROME14793
OG0006546	CAPO305234	DROME03836
OG0006547	CAPO301259	DROME21566
OG0006549	CAPO306040	DROME08226
OG0006550	CAPO307487	DROME12314
OG0006552	CAPO301957	DROME02022
OG0006553	CAPO308128	DROME06750
OG0006554	CAPO306525	DROME13465
OG0006556	CAPO304941	DROME10784
OG0006557	CAPO300124	DROME08144
OG0006561	CAPO300890	DROME15269
OG0006568	CAPO303043	DROME05220
OG0006569	CAPO300856	DROME20993
OG0006570	CAPO302571	DROME20261
OG0006571	CAPO306740	DROME05601
OG0006573	CAPO306413	DROME14640
OG0006577	CAPO300858	DROME16628
OG0006578	CAPO303393	DROME15457
OG0006580	CAPO306179	DROME00474
OG0006582	CAPO305399	DROME02599, DROME02598, DROME02600
OG0006583	CAPO308147	DROME16903
OG0006584	CAPO304380	DROME07289
OG0006586	CAPO300241	DROME11738, DROME02891
OG0006590	CAPO304634	DROME17574
OG0006591	CAPO306654	DROME11557, DROME11556
OG0006594	CAPO305352	DROME12981
OG0006595	CAPO306726	DROME20933
OG0006596	CAPO305496	DROME13730, DROME13731
OG0006597	CAPO306143	DROME19349
OG0006598	CAPO303505	DROME15235
OG0006602	CAPO306545	DROME18117
OG0006603	CAPO305246	DROME08268, DROME08267
OG0006604	CAPO301632	DROME10779
OG0006607	CAPO302836	DROME06763
OG0006608	CAPO304829	DROME15074
OG0006609	CAPO304156	DROME08965
OG0006610	CAPO305635	DROME00685
OG0006611	CAPO303370	DROME04706, DROME04707
OG0006612	CAPO303674	DROME07454
OG0006613	CAPO305926	DROME02162, DROME02161
OG0006614	CAPO307923	DROME03471
OG0006615	CAPO300892	DROME05191
OG0006616	CAPO302496	DROME04438, DROME04436, DROME04435
OG0006619	CAPO305225	DROME20837, DROME20836
OG0006622	CAPO307274	DROME13807
