Orthogroup	CAPO3	OWEFU
OG0002166	CAPO300536	OFUSG14865.1.p1
OG0002168	CAPO305846	OFUSG13363.1.p1, OFUSG17489.1.p1
OG0002169	CAPO305188, CAPO305186	OFUSG19247.1.p1
OG0002170	CAPO306065	OFUSG16738.1.p1, OFUSG25554.1.p1, OFUSG23563.1.p1
OG0002171	CAPO300657	OFUSG20871.1.p1
OG0002172	CAPO300117	OFUSG00127.2.p1, OFUSG00127.1.p1
OG0002173	CAPO300163	OFUSG09366.1.p1
OG0002177	CAPO303715	OFUSG12103.1.p1, OFUSG12103.2.p1
OG0002179	CAPO301344	OFUSG12361.1.p1
OG0002182	CAPO300304	OFUSG06371.2.p1, OFUSG06371.1.p1
OG0002184	CAPO302808	OFUSG20986.1.p1
OG0002185	CAPO306894	OFUSG22959.1.p1
OG0002187	CAPO303260	OFUSG07746.1.p1
OG0002188	CAPO307308	OFUSG21291.1.p1
OG0002189	CAPO302919, CAPO302901	OFUSG02716.1.p1
OG0002190	CAPO305794	OFUSG08574.1.p1
OG0002191	CAPO306349	OFUSG04241.1.p1
OG0002193	CAPO307827, CAPO303661	OFUSG13614.1.p1
OG0002201	CAPO305256	OFUSG05148.1.p1
OG0002216	CAPO308083	OFUSG06412.1.p1, OFUSG06412.2.p1
OG0002217	CAPO303403	OFUSG25610.2.p1, OFUSG25610.1.p1
OG0002219	CAPO301953	OFUSG17595.2.p1, OFUSG17595.1.p1
OG0002222	CAPO300961	OFUSG13640.1.p1
OG0002224	CAPO304952	OFUSG10227.1.p1
OG0002225	CAPO301769	OFUSG21717.2.p1, OFUSG21717.3.p1, OFUSG21717.4.p1, OFUSG21717.1.p1
OG0002226	CAPO307804	OFUSG17344.1.p1
OG0002227	CAPO307820, CAPO307799	OFUSG05811.1.p1
OG0002228	CAPO301630, CAPO300068	OFUSG09952.1.p1, OFUSG09955.1.p1, OFUSG09954.1.p1
OG0002229	CAPO308040	OFUSG14982.1.p1
OG0002235	CAPO303035	OFUSG06641.1.p1
OG0002237	CAPO306506	OFUSG01507.1.p1
OG0002239	CAPO301966	OFUSG08605.1.p1
OG0002240	CAPO306707	OFUSG17656.1.p1
OG0002241	CAPO303979	OFUSG24226.1.p1
OG0002243	CAPO301335, CAPO300484	OFUSG10749.1.p1, OFUSG10749.2.p1
OG0002244	CAPO303840	OFUSG02664.1.p1, OFUSG02664.2.p1
OG0002245	CAPO302737	OFUSG23548.1.p1
OG0002246	CAPO301929	OFUSG20154.1.p1
OG0002251	CAPO302537	OFUSG06486.3.p1, OFUSG06486.4.p1, OFUSG06486.1.p1, OFUSG06486.2.p1
OG0002252	CAPO304306	OFUSG18396.1.p1
OG0002255	CAPO301475, CAPO302337	OFUSG20748.1.p1, OFUSG20749.1.p1
OG0002257	CAPO303721	OFUSG25253.1.p1, OFUSG12176.1.p1
OG0002258	CAPO300693	OFUSG15880.1.p1
OG0002258	CAPO302229	OFUSG14984.1.p1
OG0002261	CAPO303559	OFUSG10665.1.p1
OG0002263	CAPO304694	OFUSG25904.1.p1
OG0002264	CAPO304810	OFUSG00924.1.p1
OG0002266	CAPO307392	OFUSG10832.1.p1
OG0002270	CAPO302042	OFUSG04160.1.p1, OFUSG06177.1.p1
OG0002272	CAPO301905	OFUSG08163.1.p1
OG0002279	CAPO304874	OFUSG13940.1.p1
OG0002282	CAPO300014	OFUSG08347.1.p1
OG0002284	CAPO304167	OFUSG05912.2.p1, OFUSG05912.1.p1
OG0002285	CAPO305012	OFUSG07697.1.p1
OG0002287	CAPO306430	OFUSG20603.1.p1
OG0002288	CAPO306855	OFUSG17857.1.p1
OG0002292	CAPO301471	OFUSG15380.1.p1
OG0002293	CAPO302207	OFUSG01364.2.p1, OFUSG01364.1.p1
OG0002294	CAPO300522	OFUSG23580.1.p1, OFUSG23580.2.p1, OFUSG23580.3.p1
OG0002296	CAPO307746	OFUSG05973.1.p1
OG0002297	CAPO307845	OFUSG23666.1.p1, OFUSG12692.1.p1
OG0002312	CAPO305339	OFUSG05458.2.p1, OFUSG05458.1.p1
OG0002312	CAPO305880	OFUSG05457.1.p1
OG0002316	CAPO302192	OFUSG01417.2.p1, OFUSG01417.1.p1
OG0002317	CAPO301129	OFUSG11498.1.p1, OFUSG11498.2.p1, OFUSG11498.3.p1
OG0002318	CAPO302292	OFUSG07256.1.p1, OFUSG07256.2.p1, OFUSG07257.1.p1
OG0002319	CAPO306342	OFUSG13997.1.p1
OG0002321	CAPO300390	OFUSG05596.1.p1
OG0002322	CAPO300979	OFUSG05969.2.p1, OFUSG05969.1.p1, OFUSG10499.2.p1, OFUSG10499.1.p1
OG0002323	CAPO308299	OFUSG17750.1.p1, OFUSG02870.2.p1, OFUSG17750.2.p1, OFUSG02870.1.p1
OG0002324	CAPO301866	OFUSG16215.2.p1, OFUSG16215.1.p1, OFUSG16217.1.p1, OFUSG16218.1.p1, OFUSG16216.1.p1
OG0002325	CAPO300458	OFUSG09544.1.p1
OG0002326	CAPO302239	OFUSG21629.1.p1, OFUSG06753.1.p1
OG0002327	CAPO302954	OFUSG19345.1.p1
OG0002331	CAPO302246	OFUSG05478.1.p1
OG0002332	CAPO300761	OFUSG10307.1.p1
OG0002337	CAPO307155	OFUSG22676.1.p1
OG0002340	CAPO307906	OFUSG05113.1.p1
OG0002343	CAPO303889	OFUSG01437.1.p1
OG0002344	CAPO307434	OFUSG15752.1.p1, OFUSG15752.2.p1
OG0002346	CAPO307106	OFUSG00688.5.p1, OFUSG00688.1.p1, OFUSG00688.2.p1, OFUSG00688.3.p1, OFUSG00688.4.p1
OG0002348	CAPO302095	OFUSG11697.1.p1, OFUSG11697.2.p1, OFUSG02389.1.p1
OG0002354	CAPO306383	OFUSG05225.1.p1, OFUSG04895.2.p2
OG0002356	CAPO305051	OFUSG08833.1.p1, OFUSG07009.2.p1, OFUSG07009.1.p1, OFUSG07009.4.p1, OFUSG07009.3.p1
OG0002357	CAPO302341	OFUSG12105.1.p1
OG0002358	CAPO307788	OFUSG08087.1.p1
OG0002359	CAPO302128	OFUSG18075.1.p1
OG0002361	CAPO304727	OFUSG11307.1.p1
OG0002362	CAPO301902	OFUSG09059.1.p1
OG0002363	CAPO302980	OFUSG11178.1.p1
OG0002364	CAPO306488	OFUSG13668.1.p1
OG0002367	CAPO304316	OFUSG09353.1.p1
OG0002368	CAPO301447	OFUSG21932.1.p1
OG0002369	CAPO301279	OFUSG12559.1.p1
OG0002370	CAPO303015	OFUSG05661.1.p1
OG0002371	CAPO304426	OFUSG11761.1.p1, OFUSG09490.1.p1
OG0002372	CAPO303540	OFUSG15268.2.p1, OFUSG15268.1.p1
OG0002372	CAPO303041	OFUSG06968.1.p1
OG0002373	CAPO306145	OFUSG03405.1.p1
OG0002374	CAPO302309	OFUSG04950.1.p1
OG0002375	CAPO305178, CAPO300285	OFUSG23278.1.p1, OFUSG23277.1.p1, OFUSG23278.2.p1
OG0002376	CAPO304863	OFUSG11481.1.p1, OFUSG11481.2.p1
OG0002377	CAPO301847	OFUSG12385.1.p1
OG0002379	CAPO301214	OFUSG24762.2.p1, OFUSG24762.1.p1
OG0002383	CAPO302731	OFUSG14985.1.p1
OG0002384	CAPO305065	OFUSG09027.1.p1
OG0002396	CAPO302410	OFUSG11528.2.p1, OFUSG11528.1.p1
OG0002398	CAPO306938	OFUSG02916.1.p1
OG0002405	CAPO300119, CAPO308161	OFUSG02647.3.p1, OFUSG02647.2.p1, OFUSG02647.1.p1
OG0002406	CAPO304138	OFUSG16824.1.p1
OG0002407	CAPO301366	OFUSG18601.2.p1, OFUSG18601.1.p1
OG0002409	CAPO301533	OFUSG19120.1.p1, OFUSG08432.1.p1
OG0002410	CAPO305170	OFUSG17404.3.p1, OFUSG17404.4.p1, OFUSG17404.2.p1, OFUSG17404.1.p1, OFUSG17404.5.p1
OG0002411	CAPO305052	OFUSG07054.1.p1
OG0002413	CAPO307797	OFUSG17059.1.p1
OG0002413	CAPO304716	OFUSG17215.1.p1
OG0002414	CAPO304631	OFUSG13155.1.p1
OG0002415	CAPO305027	OFUSG13171.1.p1
OG0002415	CAPO304905	OFUSG11039.1.p1
OG0002417	CAPO307671	OFUSG06283.2.p1, OFUSG06283.1.p1, OFUSG06285.1.p1, OFUSG14718.2.p1, OFUSG14718.1.p1
OG0002418	CAPO303802	OFUSG17650.1.p1
OG0002419	CAPO303825	OFUSG05029.1.p1
OG0002421	CAPO305365	OFUSG05244.1.p1
OG0002422	CAPO302014	OFUSG01919.1.p1
OG0002425	CAPO304491	OFUSG07212.1.p1, OFUSG07217.1.p1
OG0002426	CAPO303294	OFUSG11183.3.p1, OFUSG11183.2.p1, OFUSG11183.1.p1
OG0002429	CAPO305260	OFUSG22991.1.p1
OG0002433	CAPO302444	OFUSG10077.1.p1
OG0002435	CAPO304613	OFUSG26590.1.p1, OFUSG13841.1.p1, OFUSG14350.1.p1, OFUSG14348.1.p1, OFUSG14352.1.p1, OFUSG21182.1.p1, OFUSG21182.2.p1, OFUSG21184.1.p1
OG0002436	CAPO307054	OFUSG22464.1.p1
OG0002437	CAPO303352	OFUSG26150.1.p1, OFUSG26151.1.p1
OG0002439	CAPO302565	OFUSG01753.1.p1
OG0002441	CAPO304429	OFUSG01034.2.p1, OFUSG01034.1.p1
OG0002442	CAPO300535	OFUSG05230.1.p1
OG0002443	CAPO301424	OFUSG06545.1.p1
OG0002445	CAPO304782	OFUSG16789.1.p1
OG0002446	CAPO303707	OFUSG18231.1.p1
OG0002448	CAPO308204	OFUSG11028.1.p1, OFUSG11028.2.p1, OFUSG08514.1.p1
OG0002453	CAPO305834	OFUSG08448.1.p1
OG0002454	CAPO305157	OFUSG15471.1.p1
OG0002466	CAPO305593	OFUSG15527.1.p1, OFUSG07469.1.p1, OFUSG07604.1.p1, OFUSG07605.3.p1, OFUSG07605.2.p1, OFUSG07605.1.p1, OFUSG07470.1.p1, OFUSG15528.1.p1
OG0002467	CAPO302869	OFUSG13448.1.p1
OG0002476	CAPO307617	OFUSG20822.1.p1
OG0002484	CAPO305360	OFUSG05595.1.p1
OG0002486	CAPO303598	OFUSG04060.1.p1, OFUSG04060.2.p1, OFUSG04060.3.p1
OG0002489	CAPO304231	OFUSG05890.1.p1
OG0002490	CAPO307409, CAPO300849	OFUSG19344.1.p1
OG0002492	CAPO305743	OFUSG14228.1.p1
OG0002494	CAPO307620	OFUSG20687.1.p1
OG0002495	CAPO306559	OFUSG04196.1.p1
OG0002496	CAPO300997	OFUSG08219.1.p1
OG0002497	CAPO301629	OFUSG15954.1.p1
OG0002499	CAPO308309	OFUSG17264.1.p1
OG0002500	CAPO305159	OFUSG22275.1.p1, OFUSG09778.1.p1
OG0002501	CAPO305150	OFUSG22538.1.p1
OG0002502	CAPO304947	OFUSG20157.3.p1, OFUSG20157.1.p1, OFUSG20157.2.p1
OG0002503	CAPO301024	OFUSG02978.1.p1
OG0002505	CAPO302692	OFUSG16451.1.p1
OG0002506	CAPO301029	OFUSG00092.1.p1, OFUSG00092.2.p1, OFUSG00088.1.p1, OFUSG00708.1.p1
OG0002507	CAPO303215	OFUSG21406.2.p1, OFUSG21406.1.p1
OG0002509	CAPO305905, CAPO306732	OFUSG08169.3.p1, OFUSG08169.2.p1, OFUSG08169.1.p1
OG0002510	CAPO305793	OFUSG10521.1.p1
OG0002511	CAPO303146	OFUSG03967.2.p1, OFUSG03967.1.p1
OG0002516	CAPO307569	OFUSG09041.2.p1, OFUSG09041.1.p1
OG0002518	CAPO304200	OFUSG21316.1.p1
OG0002519	CAPO302874	OFUSG02909.1.p1
OG0002523	CAPO301008	OFUSG19122.1.p1
OG0002525	CAPO300787	OFUSG07025.1.p1
OG0002526	CAPO303145	OFUSG13383.1.p1
OG0002528	CAPO301891	OFUSG06864.1.p1
OG0002529	CAPO301231, CAPO301232	OFUSG14696.1.p1
OG0002531	CAPO304673	OFUSG12367.1.p1
OG0002532	CAPO307265	OFUSG10787.1.p1, OFUSG10787.2.p1
OG0002533	CAPO302353	OFUSG23755.1.p1
OG0002534	CAPO302248	OFUSG24364.1.p1
OG0002539	CAPO305908	OFUSG06058.2.p1, OFUSG06058.1.p1
OG0002542	CAPO300062	OFUSG04467.1.p1
OG0002543	CAPO306889, CAPO301493	OFUSG15203.1.p1, OFUSG15203.2.p1
OG0002548	CAPO303502	OFUSG25116.1.p1
OG0002555	CAPO301095	OFUSG21622.1.p1
OG0002556	CAPO306661	OFUSG26698.1.p1, OFUSG09591.1.p1
OG0002557	CAPO302757	OFUSG05156.1.p1
OG0002558	CAPO301820	OFUSG12162.1.p1, OFUSG12162.2.p1
OG0002559	CAPO306363	OFUSG17135.4.p1, OFUSG17135.5.p1, OFUSG17135.3.p1, OFUSG17135.1.p1, OFUSG17135.2.p1
OG0002561	CAPO306761	OFUSG25117.2.p1, OFUSG25117.1.p1
OG0002562	CAPO305283	OFUSG13027.1.p1
OG0002563	CAPO307417	OFUSG02827.1.p1
OG0002564	CAPO307297	OFUSG18079.1.p1, OFUSG18079.2.p1
OG0002565	CAPO302611	OFUSG18956.1.p1
OG0002566	CAPO303827	OFUSG23549.1.p1
OG0002567	CAPO304319	OFUSG05913.1.p1
OG0002569	CAPO306658	OFUSG23886.1.p1
OG0002570	CAPO307215	OFUSG20725.1.p1
OG0002574	CAPO307488	OFUSG25082.1.p1, OFUSG25082.3.p1, OFUSG25082.2.p1
OG0002585	CAPO304733, CAPO306606, CAPO302856	OFUSG08798.2.p1, OFUSG08798.1.p1, OFUSG08665.1.p1, OFUSG10000.1.p1, OFUSG10018.1.p1, OFUSG11445.2.p1, OFUSG11445.1.p1, OFUSG13973.1.p1, OFUSG13973.2.p1, OFUSG24204.1.p1, OFUSG02240.1.p1, OFUSG14025.1.p1, OFUSG14026.1.p1, OFUSG14026.2.p1, OFUSG03729.2.p1, OFUSG03729.1.p1, OFUSG24817.2.p1, OFUSG24817.1.p1, OFUSG14166.1.p1, OFUSG03950.1.p1, OFUSG14238.1.p1, OFUSG14028.1.p1, OFUSG05341.1.p1, OFUSG05341.2.p1, OFUSG13974.1.p1
OG0002587	CAPO300512	OFUSG20335.1.p1
OG0002589	CAPO302447	OFUSG15607.1.p1
OG0002592	CAPO300278	OFUSG18883.1.p1
OG0002594	CAPO304177	OFUSG05055.1.p1
OG0002598	CAPO300566	OFUSG17203.1.p1
OG0002599	CAPO303706	OFUSG05928.1.p1
OG0002600	CAPO305861	OFUSG17834.1.p1, OFUSG17834.2.p1
OG0002601	CAPO300675	OFUSG25340.1.p1, OFUSG18724.2.p1, OFUSG18724.1.p1
OG0002602	CAPO303637	OFUSG10300.1.p1, OFUSG10300.2.p1
OG0002603	CAPO302609	OFUSG12842.1.p1, OFUSG26514.1.p1, OFUSG13715.1.p1
OG0002605	CAPO303522	OFUSG17629.1.p1
OG0002608	CAPO303192	OFUSG26704.2.p1, OFUSG26704.1.p1
OG0002609	CAPO304999	OFUSG08608.1.p1
OG0002610	CAPO307043	OFUSG22781.2.p1, OFUSG22781.1.p1
OG0002611	CAPO302425	OFUSG16338.1.p1
OG0002617	CAPO307606	OFUSG03235.1.p1
OG0002618	CAPO307902	OFUSG11127.1.p1
OG0002620	CAPO300598	OFUSG07487.1.p1
OG0002621	CAPO305708, CAPO305709, CAPO305858	OFUSG21193.1.p1, OFUSG21193.2.p1, OFUSG08722.1.p1
OG0002624	CAPO307642	OFUSG20261.1.p1, OFUSG20262.1.p1
OG0002629	CAPO306781	OFUSG15216.1.p1
OG0002630	CAPO300618	OFUSG13735.1.p1
OG0002631	CAPO302228	OFUSG00256.1.p1
OG0002632	CAPO301605	OFUSG09288.1.p1
OG0002633	CAPO301845	OFUSG12394.1.p1
OG0002634	CAPO303763	OFUSG09093.1.p1, OFUSG09096.1.p1
OG0002636	CAPO302443	OFUSG10080.1.p1
OG0002638	CAPO302461	OFUSG07849.1.p1
OG0002642	CAPO302887	OFUSG16148.1.p1, OFUSG16050.1.p1
OG0002643	CAPO305403	OFUSG25517.1.p1, OFUSG25504.1.p1
OG0002644	CAPO300686	OFUSG03807.1.p1
OG0002645	CAPO302012	OFUSG19077.1.p1, OFUSG19077.2.p1
OG0002646	CAPO300302	OFUSG07340.4.p1, OFUSG07340.1.p1, OFUSG07340.2.p1, OFUSG07340.3.p1
OG0002651	CAPO307502	OFUSG09970.1.p1
OG0002652	CAPO305413	OFUSG01040.1.p1, OFUSG05127.1.p1
OG0002656	CAPO301386	OFUSG24257.1.p1
OG0002657	CAPO301921	OFUSG16068.1.p1
OG0002659	CAPO302308	OFUSG13732.1.p1, OFUSG13734.1.p1
OG0002661	CAPO300165	OFUSG07563.1.p1
OG0002662	CAPO307949	OFUSG10564.1.p1
OG0002663	CAPO308163	OFUSG26952.1.p1
OG0002665	CAPO307055	OFUSG15552.1.p1
OG0002666	CAPO308350	OFUSG02440.2.p1, OFUSG02440.1.p1, OFUSG18088.1.p1, OFUSG10943.1.p1
OG0002668	CAPO301754	OFUSG05098.1.p1, OFUSG05098.2.p1
OG0002669	CAPO301762	OFUSG21904.1.p1, OFUSG11370.1.p1
OG0002672	CAPO307527	OFUSG23393.1.p1
OG0002677	CAPO303005	OFUSG17880.1.p1, OFUSG17880.2.p1
OG0002682	CAPO301064, CAPO300171	OFUSG17355.1.p1
OG0002683	CAPO303156	OFUSG07966.1.p1
OG0002705	CAPO303959	OFUSG23521.2.p1, OFUSG23521.1.p1
OG0002706	CAPO306125	OFUSG10469.1.p1
OG0002708	CAPO306708	OFUSG00085.1.p1
OG0002710	CAPO301641	OFUSG09390.1.p1
OG0002715	CAPO303783	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1
OG0002716	CAPO302306	OFUSG09527.1.p1
OG0002717	CAPO307873	OFUSG02824.1.p1
OG0002718	CAPO306705	OFUSG20941.1.p1, OFUSG20941.2.p1
OG0002720	CAPO304077	OFUSG20349.1.p1
OG0002722	CAPO300697	OFUSG21829.1.p1
OG0002726	CAPO303092	OFUSG10760.1.p1
OG0002728	CAPO304582	OFUSG24207.1.p1, OFUSG24205.1.p1
OG0002730	CAPO300185	OFUSG00020.1.p1
OG0002731	CAPO304916	OFUSG08355.1.p1
OG0002732	CAPO305751	OFUSG18697.1.p1
OG0002736	CAPO302364	OFUSG00224.1.p1, OFUSG00222.1.p1
OG0002739	CAPO303462	OFUSG02929.1.p1
OG0002740	CAPO303044	OFUSG17183.1.p1
OG0002741	CAPO305001	OFUSG09210.1.p1, OFUSG09210.2.p1
OG0002743	CAPO305659	OFUSG16819.1.p1
OG0002744	CAPO307532	OFUSG08357.1.p1
OG0002745	CAPO302960	OFUSG18242.2.p1, OFUSG18242.1.p1
OG0002746	CAPO301404	OFUSG09016.1.p1
OG0002747	CAPO308121	OFUSG25884.2.p1, OFUSG25884.1.p1
OG0002749	CAPO305516	OFUSG08546.1.p1
OG0002750	CAPO305820	OFUSG02806.1.p1
OG0002751	CAPO300590	OFUSG05851.1.p1
OG0002752	CAPO306571	OFUSG01980.2.p1, OFUSG01980.1.p1
OG0002753	CAPO301419	OFUSG05932.1.p1
OG0002755	CAPO303504	OFUSG06793.1.p1
OG0002756	CAPO302206	OFUSG24104.1.p1
OG0002757	CAPO301022	OFUSG07053.2.p1, OFUSG07053.3.p1, OFUSG07053.1.p1
OG0002758	CAPO302892, CAPO307678	OFUSG15087.1.p1
OG0002760	CAPO306120	OFUSG19010.1.p1, OFUSG19009.1.p1
OG0002764	CAPO300451	OFUSG23602.1.p1
OG0002765	CAPO307679	OFUSG20514.1.p1
OG0002766	CAPO300475	OFUSG25034.1.p1
OG0002767	CAPO302818	OFUSG03685.1.p1
OG0002770	CAPO300723	OFUSG06074.1.p1
OG0002771	CAPO307480	OFUSG11277.1.p1
OG0002772	CAPO301657	OFUSG06709.1.p1
OG0002773	CAPO300783	OFUSG26880.2.p1, OFUSG26880.1.p1
OG0002774	CAPO301900	OFUSG08706.1.p1, OFUSG08706.2.p1
OG0002776	CAPO300785	OFUSG17830.2.p1, OFUSG17830.1.p1
OG0002779	CAPO306710	OFUSG01706.1.p1
OG0002780	CAPO306806	OFUSG10170.1.p1, OFUSG10170.2.p1
OG0002785	CAPO300520	OFUSG17300.1.p1
OG0002787	CAPO307667	OFUSG04751.1.p1
OG0002788	CAPO304831	OFUSG01564.1.p1
OG0002790	CAPO302263	OFUSG03365.1.p1
OG0002799	CAPO301814	OFUSG15023.2.p1, OFUSG15023.1.p1
OG0002814	CAPO300792	OFUSG17968.1.p1
OG0002815	CAPO305247	OFUSG00006.1.p1
OG0002816	CAPO300822	OFUSG21501.1.p1
OG0002817	CAPO305631	OFUSG22074.1.p1
OG0002818	CAPO300344	OFUSG06912.1.p1
OG0002821	CAPO300805, CAPO300806	OFUSG12824.1.p1, OFUSG12868.1.p1
OG0002822	CAPO300505	OFUSG10280.1.p1
OG0002824	CAPO304804	OFUSG16938.1.p1
OG0002825	CAPO303958	OFUSG07952.1.p1
OG0002826	CAPO305161	OFUSG25180.1.p1
OG0002827	CAPO302357	OFUSG01136.1.p1, OFUSG01132.1.p1
OG0002828	CAPO302033	OFUSG20560.1.p1, OFUSG19694.1.p1
OG0002831	CAPO303454	OFUSG00744.1.p1
OG0002833	CAPO302961	OFUSG10565.1.p1
OG0002835	CAPO306542	OFUSG13154.1.p1
OG0002836	CAPO301463	OFUSG21241.1.p1
OG0002837	CAPO304096	OFUSG03666.1.p1
OG0002838	CAPO305478	OFUSG18105.1.p1, OFUSG04576.1.p1
OG0002839	CAPO302420	OFUSG04543.1.p1
OG0002841	CAPO302293	OFUSG06346.1.p1
OG0002842	CAPO300353	OFUSG26331.1.p1
OG0002843	CAPO300339	OFUSG22264.1.p1
OG0002844	CAPO306381, CAPO305443	OFUSG06933.1.p1
OG0002847	CAPO307024	OFUSG15328.1.p1
OG0002848	CAPO306888	OFUSG20933.1.p1
OG0002850	CAPO305439	OFUSG26286.1.p1, OFUSG26286.2.p1
OG0002851	CAPO304239	OFUSG00457.1.p1
OG0002858	CAPO302020	OFUSG20592.1.p1
OG0002860	CAPO304305	OFUSG10816.1.p1
OG0002864	CAPO303007	OFUSG04409.1.p1
OG0002865	CAPO302058	OFUSG05215.1.p1
OG0002866	CAPO307089	OFUSG00718.1.p1
OG0002868	CAPO307730	OFUSG03072.1.p1
OG0002870	CAPO303935	OFUSG01831.1.p1
OG0002873	CAPO302439	OFUSG10642.1.p1
OG0002875	CAPO302434	OFUSG25099.1.p1
OG0002876	CAPO302622	OFUSG07618.1.p1
OG0002877	CAPO303139	OFUSG09062.2.p1, OFUSG09062.1.p1
OG0002878	CAPO304014	OFUSG26924.1.p1
OG0002883	CAPO300600	OFUSG22592.1.p1
OG0002884	CAPO306804	OFUSG01224.1.p1
OG0002888	CAPO302979	OFUSG18365.1.p1
OG0002890	CAPO307147	OFUSG23123.1.p1, OFUSG23123.2.p1
OG0002891	CAPO305115	OFUSG13187.1.p1
OG0002894	CAPO307506	OFUSG25047.1.p1
OG0002895	CAPO306767, CAPO303745	OFUSG18676.1.p1
OG0002896	CAPO301218	OFUSG14237.1.p1
OG0002897	CAPO306671	OFUSG17101.1.p1
OG0002899	CAPO306014	OFUSG21253.1.p1
OG0002900	CAPO303795	OFUSG19632.1.p1
OG0002902	CAPO300125	OFUSG05328.1.p1, OFUSG10184.1.p1
OG0002907	CAPO303347	OFUSG19626.1.p1
OG0002908	CAPO301293	OFUSG16213.1.p1, OFUSG05174.1.p1
OG0002909	CAPO302801	OFUSG18769.1.p1
OG0002911	CAPO306312	OFUSG19353.2.p1, OFUSG19353.1.p1
OG0002913	CAPO307505	OFUSG04257.1.p1
OG0002914	CAPO304158	OFUSG08374.1.p1
OG0002915	CAPO307623	OFUSG20878.1.p1
OG0002916	CAPO307991	OFUSG21167.1.p1
OG0002917	CAPO304597	OFUSG14554.1.p1
OG0002921	CAPO307445	OFUSG15321.1.p1
OG0002922	CAPO305731	OFUSG06794.1.p1
OG0002923	CAPO307207	OFUSG20615.4.p1, OFUSG20615.3.p1, OFUSG20615.2.p1, OFUSG20615.1.p1
OG0002926	CAPO301908	OFUSG03640.1.p1, OFUSG08908.1.p1
OG0002927	CAPO307647	OFUSG04039.2.p1, OFUSG04039.1.p1
OG0002944	CAPO306630	OFUSG26530.1.p1
OG0002945	CAPO307786	OFUSG10545.1.p1
OG0002946	CAPO302209	OFUSG12136.1.p1
OG0002947	CAPO306510	OFUSG06938.1.p1, OFUSG05617.1.p1
OG0002948	CAPO303072	OFUSG13662.1.p1, OFUSG13656.1.p1
OG0002949	CAPO305527, CAPO304499	OFUSG18300.1.p1
OG0002950	CAPO302322	OFUSG10158.2.p1, OFUSG10158.1.p1
OG0002952	CAPO304062, CAPO304063	OFUSG03363.1.p1
OG0002953	CAPO305937	OFUSG21854.1.p1
OG0002955	CAPO305617	OFUSG25162.2.p1, OFUSG25162.1.p1
OG0002957	CAPO303846	OFUSG26845.2.p1, OFUSG26845.1.p1
OG0002959	CAPO305557	OFUSG12174.1.p1, OFUSG12174.2.p1
OG0002960	CAPO301301	OFUSG07939.1.p1
OG0002961	CAPO306313	OFUSG25076.1.p1, OFUSG25076.2.p1, OFUSG25076.3.p1
OG0002962	CAPO302937	OFUSG10611.1.p1, OFUSG10611.2.p1
OG0002965	CAPO304902	OFUSG00878.1.p1
OG0002968	CAPO306161	OFUSG13570.1.p1
OG0002969	CAPO301408	OFUSG04125.1.p1
OG0002973	CAPO301405	OFUSG05919.3.p1, OFUSG05919.2.p1, OFUSG05919.1.p1
OG0002974	CAPO300358	OFUSG04989.1.p1
OG0002976	CAPO304649	OFUSG20137.1.p1, OFUSG20137.2.p1
OG0002977	CAPO306762	OFUSG15728.1.p1, OFUSG06351.1.p1, OFUSG06351.2.p1
OG0002979	CAPO300623	OFUSG00218.2.p1, OFUSG00218.1.p1
OG0002981	CAPO305421	OFUSG20265.3.p1, OFUSG20265.2.p1, OFUSG20265.1.p1, OFUSG20265.4.p1
OG0002982	CAPO306469	OFUSG01882.1.p1, OFUSG01880.1.p1
OG0002983	CAPO302346	OFUSG00158.2.p1, OFUSG00158.1.p1
OG0002985	CAPO300589	OFUSG03673.2.p1, OFUSG03673.1.p1
OG0002987	CAPO306603	OFUSG18861.2.p1, OFUSG18861.1.p1
OG0002988	CAPO300003	OFUSG04569.2.p1, OFUSG04569.1.p1
OG0002990	CAPO304869	OFUSG06081.2.p1, OFUSG06081.1.p1
OG0002991	CAPO300778	OFUSG11187.1.p1, OFUSG11187.2.p1
OG0002992	CAPO307180	OFUSG12615.1.p1
OG0002994	CAPO307303	OFUSG04802.1.p1, OFUSG04806.1.p1
OG0002997	CAPO307685	OFUSG26855.1.p1, OFUSG23413.1.p1
OG0002998	CAPO302958	OFUSG14182.1.p1
OG0003001	CAPO302423	OFUSG15796.1.p1
OG0003002	CAPO304848	OFUSG16733.1.p1
OG0003004	CAPO304489	OFUSG11480.1.p1
OG0003005	CAPO302452, CAPO300516	OFUSG11245.1.p1
OG0003006	CAPO302605	OFUSG17958.1.p1
OG0003010	CAPO303642	OFUSG00054.1.p1
OG0003012	CAPO302272	OFUSG06422.1.p1
OG0003014	CAPO304419	OFUSG15945.1.p1
OG0003016	CAPO301025	OFUSG03152.1.p1
OG0003018	CAPO301697	OFUSG03127.1.p1
OG0003019	CAPO302687	OFUSG17110.1.p1
OG0003019	CAPO307689	OFUSG22087.2.p2, OFUSG22087.3.p1, OFUSG22087.1.p1
OG0003020	CAPO306543, CAPO306821	OFUSG05105.1.p1, OFUSG23454.1.p1
OG0003022	CAPO308155	OFUSG14229.1.p1
OG0003024	CAPO300933	OFUSG12479.1.p1
OG0003025	CAPO306077	OFUSG17289.1.p1
OG0003026	CAPO304742	OFUSG08234.1.p1
OG0003027	CAPO302145	OFUSG21402.1.p1
