Orthogroup	CAPO3	DANRE
OG0001484	CAPO301411	DANRE36966, DANRE36726, DANRE22300, DANRE22299, DANRE22301, DANRE36964, DANRE36965, DANRE36967
OG0001485	CAPO305378, CAPO305590	DANRE01507
OG0001485	CAPO301954	DANRE37673, DANRE37672, DANRE37674, DANRE12868, DANRE12867, DANRE34795, DANRE01508, DANRE01509
OG0001486	CAPO302441	DANRE25518, DANRE20631, DANRE20630, DANRE30794, DANRE30793, DANRE25517, DANRE25516, DANRE25515, DANRE29495, DANRE39113, DANRE39112, DANRE39111
OG0001490	CAPO305433	DANRE05267, DANRE35582, DANRE35581, DANRE19987, DANRE19988, DANRE37491, DANRE11663
OG0001492	CAPO305155	DANRE28921, DANRE08080, DANRE08079, DANRE08081, DANRE08078, DANRE33662
OG0001495	CAPO302008	DANRE22613, DANRE22615, DANRE22614, DANRE22616
OG0001496	CAPO301356	DANRE39559, DANRE35397
OG0001500	CAPO300054	DANRE38025, DANRE41825, DANRE41824, DANRE41826, DANRE41827
OG0001501	CAPO305474	DANRE10997, DANRE10996, DANRE10993, DANRE10995, DANRE10994, DANRE11782, DANRE11780, DANRE11781
OG0001503	CAPO305666	DANRE01872
OG0001503	CAPO307598	DANRE28515, DANRE28514
OG0001504	CAPO307661	DANRE22645, DANRE22646
OG0001505	CAPO301009	DANRE24459, DANRE24460, DANRE24458, DANRE27105, DANRE27106
OG0001506	CAPO300953	DANRE27670, DANRE40034, DANRE40035
OG0001507	CAPO304204	DANRE05610, DANRE05609, DANRE05144, DANRE05143, DANRE20002
OG0001511	CAPO306127, CAPO305043	DANRE08631, DANRE08630, DANRE08632, DANRE26750, DANRE26749, DANRE37901, DANRE37903, DANRE37902, DANRE37904
OG0001512	CAPO301118	DANRE37571, DANRE37572, DANRE00493, DANRE33945, DANRE33944, DANRE40122, DANRE40123
OG0001515	CAPO302117	DANRE35062, DANRE33906
OG0001516	CAPO300345	DANRE19759, DANRE33416, DANRE33417
OG0001517	CAPO303690	DANRE40639, DANRE24399, DANRE24400, DANRE35672, DANRE35673, DANRE35674, DANRE36495, DANRE36494, DANRE36493
OG0001519	CAPO306949	DANRE40124, DANRE07942, DANRE07943, DANRE07944, DANRE12886, DANRE12887
OG0001522	CAPO303667	DANRE09766, DANRE17701, DANRE10999, DANRE18840
OG0001524	CAPO300996	DANRE05747
OG0001524	CAPO308304	DANRE39017, DANRE12804
OG0001525	CAPO303907	DANRE38707
OG0001526	CAPO305679	DANRE35186, DANRE35185, DANRE35187, DANRE19162, DANRE19163, DANRE26668
OG0001527	CAPO300128	DANRE40605, DANRE35014
OG0001527	CAPO307636	DANRE09760, DANRE09759
OG0001529	CAPO300593	DANRE36607, DANRE36723, DANRE22259, DANRE22260
OG0001530	CAPO302602	DANRE05399, DANRE05398, DANRE05400, DANRE05401, DANRE34560, DANRE34561, DANRE34562
OG0001532	CAPO300282	DANRE23224, DANRE23223, DANRE23222, DANRE02351, DANRE37910, DANRE13368, DANRE26575, DANRE26574
OG0001533	CAPO306032	DANRE41403, DANRE35818, DANRE35817, DANRE42529
OG0001534	CAPO304425	DANRE03599, DANRE30160, DANRE30161, DANRE03650, DANRE03598, DANRE29296, DANRE29295, DANRE03600, DANRE03597
OG0001545	CAPO300895	DANRE19325, DANRE12919, DANRE12920, DANRE09585, DANRE09584, DANRE13941, DANRE13940, DANRE19323, DANRE19324, DANRE19326
OG0001551	CAPO306604	DANRE12100, DANRE12099, DANRE18422, DANRE18424, DANRE18421, DANRE18423
OG0001553	CAPO308172	DANRE39596, DANRE39595, DANRE00133, DANRE04965, DANRE20535
OG0001554	CAPO302370	DANRE08861, DANRE00816, DANRE38027
OG0001557	CAPO304176	DANRE25710, DANRE25711
OG0001558	CAPO301132	DANRE19439, DANRE19440, DANRE19438, DANRE33921, DANRE33920, DANRE16554, DANRE16556
OG0001559	CAPO301785	DANRE08997, DANRE05634, DANRE05635, DANRE18362, DANRE18361, DANRE00902
OG0001561	CAPO301999	DANRE41304, DANRE41305, DANRE39816, DANRE02440, DANRE25915, DANRE31611
OG0001563	CAPO306378	DANRE22148, DANRE22116
OG0001564	CAPO301061	DANRE36281, DANRE36280, DANRE08942, DANRE08944, DANRE08941, DANRE08945, DANRE08943, DANRE06929, DANRE06930
OG0001567	CAPO300948	DANRE02935, DANRE02934, DANRE41074, DANRE26432, DANRE26431, DANRE26430, DANRE02930
OG0001568	CAPO301468	DANRE28635
OG0001572	CAPO304756	DANRE33793
OG0001572	CAPO304137	DANRE26230, DANRE26229
OG0001573	CAPO305125, CAPO303819	DANRE24556, DANRE24557, DANRE24555, DANRE00159, DANRE00158
OG0001576	CAPO306270	DANRE19270, DANRE19269, DANRE12147, DANRE12146, DANRE19271
OG0001578	CAPO300715	DANRE41163
OG0001580	CAPO307900	DANRE22288, DANRE26125, DANRE26128, DANRE26124, DANRE26129, DANRE26127, DANRE12171, DANRE12170, DANRE26126
OG0001581	CAPO306056	DANRE11905
OG0001582	CAPO307073	DANRE00147, DANRE00146, DANRE08340, DANRE08339, DANRE00774, DANRE00775, DANRE28929, DANRE28926, DANRE28927, DANRE28928
OG0001583	CAPO306289	DANRE15872, DANRE15871, DANRE07319, DANRE05317, DANRE05315, DANRE02925, DANRE05316
OG0001584	CAPO301068	DANRE42137, DANRE22142, DANRE22143
OG0001589	CAPO303301, CAPO304004	DANRE04123, DANRE04122, DANRE30150
OG0001590	CAPO302386	DANRE38393, DANRE38392
OG0001593	CAPO305942	DANRE16008, DANRE38492, DANRE38493, DANRE38494, DANRE16007, DANRE14940, DANRE14941
OG0001594	CAPO304243	DANRE00835
OG0001597	CAPO302703	DANRE14881
OG0001599	CAPO300887	DANRE30081, DANRE30489, DANRE30492, DANRE30493, DANRE30491, DANRE30490
OG0001600	CAPO305994	DANRE14660, DANRE05599, DANRE05598, DANRE18214, DANRE24012, DANRE27336, DANRE27337
OG0001603	CAPO306228	DANRE14582, DANRE09232
OG0001604	CAPO303898	DANRE07901, DANRE07902
OG0001605	CAPO307473	DANRE37473, DANRE28391, DANRE12806, DANRE02340, DANRE10148, DANRE10146, DANRE10145, DANRE10147
OG0001609	CAPO304683	DANRE35730
OG0001609	CAPO302057	DANRE02201
OG0001610	CAPO301483	DANRE11392, DANRE11391, DANRE40973, DANRE40974, DANRE10644, DANRE14143, DANRE14144
OG0001611	CAPO305038	DANRE17784, DANRE17782, DANRE17783, DANRE11027, DANRE11028, DANRE22005, DANRE22004, DANRE04446, DANRE04445, DANRE13140, DANRE13139
OG0001612	CAPO302202	DANRE42404, DANRE42402, DANRE42403, DANRE10050
OG0001614	CAPO303895	DANRE28279
OG0001614	CAPO307630	DANRE22251, DANRE22252
OG0001615	CAPO300749	DANRE25213, DANRE38690, DANRE38693, DANRE38692, DANRE38694, DANRE30770
OG0001617	CAPO302798	DANRE36595, DANRE36594, DANRE02672, DANRE02671, DANRE12595, DANRE12596, DANRE40227, DANRE40228
OG0001621	CAPO302875	DANRE28760, DANRE28761, DANRE21954, DANRE21955, DANRE03608, DANRE03609, DANRE29302, DANRE29301, DANRE29300
OG0001622	CAPO302121	DANRE03406, DANRE03408, DANRE03407, DANRE11247, DANRE11246, DANRE11244, DANRE11245, DANRE39828
OG0001634	CAPO305688	DANRE35114, DANRE35402, DANRE35115
OG0001634	CAPO305614	DANRE05161, DANRE07771
OG0001638	CAPO303528	DANRE28937, DANRE28938, DANRE34172, DANRE34169, DANRE34171, DANRE34170
OG0001641	CAPO303281	DANRE03746, DANRE28140, DANRE29961, DANRE29959, DANRE29960, DANRE03483, DANRE03482, DANRE03481, DANRE03744, DANRE03748, DANRE03749
OG0001643	CAPO306838	DANRE19839, DANRE19840, DANRE08012, DANRE08013, DANRE10381, DANRE10380, DANRE10383, DANRE10382
OG0001644	CAPO303665	DANRE18118, DANRE18119, DANRE10357, DANRE11689
OG0001652	CAPO302838	DANRE35042, DANRE11922, DANRE11920, DANRE11918, DANRE11919, DANRE11921
OG0001653	CAPO305118	DANRE33414, DANRE01185, DANRE01184
OG0001655	CAPO302812	DANRE37499, DANRE37500, DANRE37498, DANRE37497, DANRE02917, DANRE38012, DANRE20101, DANRE20102, DANRE20103
OG0001657	CAPO304165, CAPO303952	DANRE33903, DANRE16790, DANRE00304, DANRE00303, DANRE33902, DANRE16788, DANRE16789
OG0001660	CAPO305930	DANRE07022, DANRE23646, DANRE23647, DANRE07141, DANRE23649, DANRE23648
OG0001661	CAPO302789	DANRE24032
OG0001661	CAPO304920	DANRE24031
OG0001663	CAPO301057	DANRE25847, DANRE25848, DANRE30753, DANRE30752, DANRE40330, DANRE40329, DANRE40440
OG0001664	CAPO303152	DANRE17902, DANRE17901, DANRE28714, DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712
OG0001665	CAPO302331	DANRE29857
OG0001672	CAPO301880	DANRE20393, DANRE20394, DANRE20392, DANRE24385, DANRE41470, DANRE13811, DANRE03870, DANRE14899, DANRE14898, DANRE14897
OG0001673	CAPO305520	DANRE37482, DANRE37480, DANRE37481, DANRE37483, DANRE11517, DANRE11518, DANRE11789, DANRE07811
OG0001674	CAPO301357	DANRE12930, DANRE38345, DANRE38346, DANRE00321, DANRE00322
OG0001675	CAPO307574	DANRE17759, DANRE09941, DANRE09940, DANRE09942, DANRE13592, DANRE17758, DANRE17757, DANRE10773, DANRE10774
OG0001676	CAPO300524	DANRE04978
OG0001676	CAPO305992	DANRE28348, DANRE28347
OG0001677	CAPO307978	DANRE01525, DANRE35353, DANRE35352, DANRE23022, DANRE27338, DANRE35354
OG0001680	CAPO304235, CAPO304477	DANRE37802
OG0001684	CAPO300563	DANRE10400, DANRE01922
OG0001685	CAPO307707	DANRE15894, DANRE15893, DANRE06018
OG0001686	CAPO307138	DANRE35343, DANRE35344, DANRE19941, DANRE19219, DANRE38859, DANRE38858, DANRE38861, DANRE38860, DANRE38862
OG0001687	CAPO302907	DANRE04622
OG0001688	CAPO300133	DANRE15670, DANRE39275, DANRE20110, DANRE20111, DANRE20112, DANRE20109, DANRE08739
OG0001690	CAPO304820	DANRE26649, DANRE26650
OG0001691	CAPO307420	DANRE03833, DANRE40915, DANRE40918, DANRE40919, DANRE40916, DANRE40917
OG0001699	CAPO306472, CAPO300057	DANRE29688, DANRE29687, DANRE24856
OG0001704	CAPO304434	DANRE36568, DANRE36566, DANRE36565, DANRE36567
OG0001706	CAPO301033	DANRE20185, DANRE20183, DANRE20182, DANRE38154, DANRE38156, DANRE38153, DANRE38155, DANRE33839, DANRE38152, DANRE38151
OG0001707	CAPO303836	DANRE26662
OG0001708	CAPO303804	DANRE10037, DANRE24243, DANRE33359, DANRE06779
OG0001709	CAPO304969	DANRE20434, DANRE20433, DANRE07634, DANRE07630, DANRE07631, DANRE07635, DANRE07633
OG0001711	CAPO301872	DANRE20000, DANRE22235, DANRE22236, DANRE05625, DANRE05624, DANRE05623
OG0001713	CAPO308041	DANRE07425
OG0001713	CAPO302278	DANRE26203
OG0001714	CAPO306669	DANRE21431, DANRE29712, DANRE29711
OG0001714	CAPO300188	DANRE04460, DANRE22006
OG0001718	CAPO301559, CAPO301838	DANRE17811, DANRE17810, DANRE11023, DANRE11024, DANRE11025, DANRE11962, DANRE11963
OG0001720	CAPO303957	DANRE08343, DANRE06583, DANRE06582, DANRE33676, DANRE33677
OG0001721	CAPO302302	DANRE42265, DANRE17694, DANRE17693, DANRE12002, DANRE11490, DANRE11491
OG0001723	CAPO308089	DANRE06882, DANRE06883, DANRE00862, DANRE00863, DANRE36498, DANRE36499, DANRE36500
OG0001724	CAPO306474	DANRE17287, DANRE17289, DANRE17288, DANRE11702, DANRE11699, DANRE11701, DANRE11700
OG0001724	CAPO305584	DANRE17290
OG0001727	CAPO301729	DANRE07810, DANRE11511, DANRE02954, DANRE02955
OG0001728	CAPO304086	DANRE13221, DANRE13224
OG0001730	CAPO303469	DANRE40001, DANRE40000, DANRE28316, DANRE21475, DANRE21473, DANRE21474
OG0001732	CAPO304710	DANRE42497, DANRE42498, DANRE42496, DANRE15247, DANRE15250, DANRE15251, DANRE15248, DANRE15249, DANRE07640, DANRE07639, DANRE07641, DANRE07642
OG0001733	CAPO306615	DANRE37166, DANRE37165, DANRE04810, DANRE04809
OG0001734	CAPO306594	DANRE25087, DANRE25088, DANRE25089
OG0001735	CAPO301389	DANRE41492, DANRE41491, DANRE35540, DANRE35539, DANRE29119
OG0001738	CAPO301655	DANRE03200, DANRE03201, DANRE29630, DANRE29631, DANRE25269, DANRE25268, DANRE12564
OG0001739	CAPO304154	DANRE38417, DANRE30661, DANRE30662, DANRE38419, DANRE38418, DANRE38416, DANRE25764, DANRE25763
OG0001743	CAPO306128	DANRE39851, DANRE39852, DANRE19109, DANRE19115
OG0001746	CAPO306662	DANRE25126, DANRE39306, DANRE39307, DANRE25487, DANRE25125, DANRE25124, DANRE25122, DANRE25123
OG0001750	CAPO304954	DANRE04183, DANRE27947, DANRE27946, DANRE27945, DANRE41344, DANRE41343, DANRE41345, DANRE37085, DANRE37084, DANRE42061, DANRE42060
OG0001755	CAPO300413	DANRE26225, DANRE26224, DANRE26226, DANRE26228, DANRE26227
OG0001756	CAPO301153	DANRE16138
OG0001756	CAPO306605	DANRE39599, DANRE39598
OG0001769	CAPO300754	DANRE03973, DANRE03974
OG0001769	CAPO306748	DANRE05499, DANRE05498
OG0001770	CAPO304551	DANRE42924, DANRE33844, DANRE06066, DANRE16806, DANRE16805
OG0001772	CAPO303731	DANRE11906, DANRE13434, DANRE13432, DANRE13433, DANRE11144
OG0001774	CAPO302411	DANRE19499, DANRE23023, DANRE23024, DANRE23025
OG0001775	CAPO300385, CAPO303998	DANRE21680, DANRE21679, DANRE21681, DANRE21683, DANRE21684, DANRE28352, DANRE28351, DANRE34596
OG0001778	CAPO303585	DANRE38052, DANRE38053, DANRE27757, DANRE27756, DANRE27754, DANRE27753, DANRE27755
OG0001781	CAPO304059	DANRE03858, DANRE03859
OG0001781	CAPO306335	DANRE08607
OG0001782	CAPO302329	DANRE43084, DANRE43085
OG0001783	CAPO302497	DANRE24810
OG0001787	CAPO302384	DANRE42517, DANRE42516, DANRE43271, DANRE18470, DANRE18471, DANRE11456, DANRE11455
OG0001789	CAPO303597	DANRE08206, DANRE08207, DANRE01213, DANRE01212
OG0001792	CAPO305067	DANRE19107, DANRE19106
OG0001792	CAPO302146	DANRE28329, DANRE28330
OG0001793	CAPO302934	DANRE10214
OG0001793	CAPO300098	DANRE01272, DANRE01271
OG0001794	CAPO305037	DANRE25500, DANRE30802
OG0001797	CAPO305230	DANRE07397, DANRE07398, DANRE07399
OG0001799	CAPO307439	DANRE08293, DANRE20326, DANRE20327, DANRE20328
OG0001800	CAPO302099, CAPO301494	DANRE23380, DANRE23381, DANRE23379, DANRE02761, DANRE25885, DANRE25884, DANRE30952, DANRE30951
OG0001801	CAPO301631	DANRE39875, DANRE20661, DANRE38263, DANRE38264, DANRE39824
OG0001801	CAPO300406, CAPO302328, CAPO300564	DANRE38265
OG0001804	CAPO307706	DANRE37916, DANRE37917, DANRE35091, DANRE35092, DANRE40586, DANRE40585, DANRE19527
OG0001805	CAPO301307	DANRE30715, DANRE30716, DANRE37701, DANRE37700, DANRE37699
OG0001807	CAPO305640	DANRE29039, DANRE29040
OG0001808	CAPO300354	DANRE33470, DANRE33469, DANRE36362
OG0001809	CAPO307543	DANRE00341, DANRE21531, DANRE21533, DANRE21532
OG0001811	CAPO304043	DANRE35737, DANRE42783, DANRE24203, DANRE29572, DANRE23440
OG0001814	CAPO305508	DANRE09136, DANRE09138, DANRE09137, DANRE09135
OG0001816	CAPO300431	DANRE03014, DANRE03013, DANRE03012, DANRE34914, DANRE34915
OG0001818	CAPO302088	DANRE18933, DANRE18932, DANRE18934, DANRE18839
OG0001819	CAPO307172	DANRE09412, DANRE09413, DANRE41795
OG0001820	CAPO300515	DANRE16697, DANRE16696, DANRE16698, DANRE05950
OG0001822	CAPO301119	DANRE31080, DANRE31079, DANRE31081, DANRE02365, DANRE25468
OG0001825	CAPO306238	DANRE43003, DANRE43002, DANRE05720, DANRE05719
OG0001827	CAPO303060	DANRE19148, DANRE19149, DANRE19147
OG0001828	CAPO305081	DANRE10135, DANRE10134
OG0001830	CAPO300316	DANRE18227, DANRE26348, DANRE26349, DANRE18225, DANRE18230, DANRE18231, DANRE18232, DANRE18233, DANRE18229, DANRE18228, DANRE05490, DANRE05489, DANRE05488
OG0001831	CAPO306824	DANRE24742, DANRE36143, DANRE36142, DANRE29377, DANRE29378, DANRE29379
OG0001832	CAPO300612	DANRE09900, DANRE25603
OG0001834	CAPO301512	DANRE16072, DANRE16073, DANRE16074, DANRE41758, DANRE41757, DANRE23895, DANRE23894
OG0001849	CAPO303014	DANRE01732, DANRE01759
OG0001850	CAPO301689	DANRE18469, DANRE11472, DANRE11471, DANRE18468
OG0001851	CAPO303828	DANRE10263, DANRE14312
OG0001852	CAPO303604	DANRE39777, DANRE39776, DANRE36720, DANRE43025
OG0001857	CAPO306766	DANRE18584, DANRE11645, DANRE11644, DANRE27912, DANRE27913
OG0001859	CAPO304942	DANRE18794, DANRE18793, DANRE05850
OG0001860	CAPO306960	DANRE29619, DANRE29620, DANRE29621, DANRE29618, DANRE29617
OG0001861	CAPO303333	DANRE05974
OG0001861	CAPO306489	DANRE11713, DANRE17627
OG0001863	CAPO300966	DANRE09225, DANRE09224
OG0001864	CAPO300448	DANRE26406, DANRE26407, DANRE23246, DANRE22520
OG0001866	CAPO306683	DANRE00861, DANRE00860
OG0001867	CAPO302026	DANRE28844, DANRE28845, DANRE29867, DANRE03121
OG0001870	CAPO303422	DANRE14522, DANRE14523, DANRE09965, DANRE11029, DANRE11030, DANRE14812, DANRE14811, DANRE14813, DANRE14814, DANRE01968, DANRE01969, DANRE01964, DANRE01965, DANRE01963, DANRE01966
OG0001871	CAPO300664	DANRE00790, DANRE00789, DANRE07602, DANRE15706, DANRE15705, DANRE15707, DANRE06803
OG0001873	CAPO305494	DANRE05973
OG0001875	CAPO303129	DANRE16114, DANRE16113
OG0001875	CAPO300770	DANRE04849, DANRE04848, DANRE04850
OG0001877	CAPO305419	DANRE11860, DANRE11861, DANRE05877, DANRE30847
OG0001878	CAPO300594	DANRE08556, DANRE01081, DANRE01080, DANRE34353, DANRE34354, DANRE20224, DANRE20225, DANRE15692
OG0001879	CAPO302675	DANRE41336
OG0001879	CAPO304068	DANRE03616, DANRE03617, DANRE28586, DANRE28587
OG0001882	CAPO302587	DANRE28956, DANRE35533
OG0001883	CAPO304395	DANRE36068, DANRE36166, DANRE36165, DANRE28668, DANRE28669
OG0001886	CAPO301013	DANRE34276, DANRE36220, DANRE36219, DANRE36221, DANRE36213, DANRE36208, DANRE36223, DANRE36214, DANRE36222, DANRE36211, DANRE36218, DANRE36209, DANRE36216, DANRE36224, DANRE36210, DANRE36212, DANRE36217
OG0001888	CAPO307373	DANRE35420, DANRE29103, DANRE34736, DANRE34735
OG0001894	CAPO300859, CAPO305070, CAPO302912, CAPO302464, CAPO305462	DANRE20451, DANRE20449, DANRE20450, DANRE16625, DANRE16624, DANRE11189
OG0001895	CAPO300178	DANRE28289, DANRE36869
OG0001898	CAPO303887	DANRE07701, DANRE07703, DANRE07702, DANRE10924
OG0001900	CAPO306468, CAPO308362	DANRE13176, DANRE35025, DANRE13175
OG0001901	CAPO302174	DANRE15950, DANRE15949, DANRE15948, DANRE08522, DANRE08519, DANRE08518, DANRE08520, DANRE08521, DANRE00854
OG0001903	CAPO301651	DANRE08071, DANRE08070, DANRE04770, DANRE04771
OG0001913	CAPO308270	DANRE38969, DANRE19628, DANRE25181, DANRE25180, DANRE38968
OG0001914	CAPO308187	DANRE17228, DANRE17224, DANRE17225, DANRE17227, DANRE17226
OG0001915	CAPO305922	DANRE33865, DANRE24359, DANRE24360
OG0001916	CAPO304398	DANRE05643, DANRE05642, DANRE07736, DANRE07735
OG0001917	CAPO303937	DANRE17670, DANRE28708, DANRE16749, DANRE16750, DANRE33250, DANRE28327
OG0001919	CAPO305966	DANRE39413
OG0001919	CAPO300799	DANRE04955, DANRE04956, DANRE04957
OG0001923	CAPO300364	DANRE36429, DANRE35425, DANRE35424, DANRE14251
OG0001926	CAPO308203	DANRE02186, DANRE02185, DANRE02184
OG0001927	CAPO303832	DANRE20203, DANRE39203, DANRE39204, DANRE11292, DANRE11291, DANRE11290, DANRE03502
OG0001928	CAPO303627	DANRE23285
OG0001930	CAPO301567	DANRE25033, DANRE25032, DANRE43356, DANRE25812, DANRE28312
OG0001932	CAPO304653	DANRE23835, DANRE27081, DANRE27080, DANRE16160, DANRE16159
OG0001935	CAPO301339	DANRE16831, DANRE16639
OG0001937	CAPO301986	DANRE42532
OG0001939	CAPO304703	DANRE02468, DANRE02467, DANRE25727
OG0001940	CAPO307447	DANRE06578
OG0001941	CAPO303660	DANRE35551, DANRE35552, DANRE09423, DANRE09421, DANRE09422
OG0001943	CAPO304272	DANRE23971, DANRE23969, DANRE23970
OG0001945	CAPO302125, CAPO302413	DANRE42282, DANRE42281, DANRE21983, DANRE17286, DANRE17285, DANRE11703
OG0001947	CAPO306182	DANRE02211, DANRE02212, DANRE36701, DANRE36700, DANRE43409, DANRE31200
OG0001948	CAPO307548	DANRE13170, DANRE18055, DANRE02609, DANRE39439
OG0001949	CAPO303945	DANRE01286, DANRE33675, DANRE33673, DANRE33674, DANRE08342, DANRE08341
OG0001951	CAPO305792	DANRE39716, DANRE39717, DANRE21110, DANRE13500, DANRE10211
OG0001953	CAPO306993	DANRE30101, DANRE03806, DANRE03805, DANRE29897
OG0001956	CAPO302405	DANRE19076, DANRE19034
OG0001957	CAPO307027	DANRE07073, DANRE08345, DANRE08346, DANRE20383, DANRE33693, DANRE33692, DANRE34211
OG0001961	CAPO301591	DANRE33063, DANRE33062, DANRE33064, DANRE26122, DANRE26121, DANRE01748, DANRE01747
OG0001963	CAPO304559	DANRE10628, DANRE10630, DANRE10629, DANRE12724, DANRE12723, DANRE12722, DANRE39215
OG0001964	CAPO306144	DANRE02622, DANRE41324, DANRE41323, DANRE41322, DANRE02621
OG0001965	CAPO305377	DANRE02932, DANRE43361, DANRE43360
OG0001966	CAPO308069	DANRE30261, DANRE36197
OG0001968	CAPO303436	DANRE03920, DANRE03918, DANRE03921, DANRE03919, DANRE36674
OG0001969	CAPO301897	DANRE00222, DANRE27645, DANRE27644, DANRE01900, DANRE01899, DANRE01898
OG0001972	CAPO302726	DANRE27665, DANRE27664, DANRE27663, DANRE41264, DANRE41265, DANRE41266
OG0001985	CAPO307425	DANRE07941, DANRE01529, DANRE35223, DANRE35224, DANRE07938, DANRE07940, DANRE07939
OG0001988	CAPO301454	DANRE14417, DANRE14418, DANRE10192, DANRE10193, DANRE10194, DANRE14419, DANRE10195
OG0001989	CAPO303699	DANRE31355, DANRE31356, DANRE31354, DANRE22276, DANRE22275
OG0001992	CAPO301694	DANRE11762, DANRE04530, DANRE04529, DANRE11763
OG0001994	CAPO307422	DANRE33517, DANRE33516, DANRE33514, DANRE33513, DANRE33518, DANRE33515, DANRE01221, DANRE08449, DANRE08448, DANRE08447, DANRE08446, DANRE01222
OG0001997	CAPO301018	DANRE05692, DANRE05693, DANRE05694, DANRE05696, DANRE05695, DANRE05691
OG0001998	CAPO304168	DANRE06555, DANRE03893, DANRE03894, DANRE03896, DANRE03895, DANRE03892, DANRE03891
OG0001999	CAPO303159	DANRE03070, DANRE37619, DANRE37620
OG0002000	CAPO305912	DANRE40008, DANRE40007, DANRE34699
OG0002001	CAPO301730, CAPO305766	DANRE37098, DANRE37097
OG0002003	CAPO306645	DANRE08375, DANRE08376, DANRE08373, DANRE08374
OG0002004	CAPO305661, CAPO300359	DANRE09625
OG0002006	CAPO302881	DANRE29051, DANRE03455, DANRE03454
OG0002007	CAPO301764	DANRE15969, DANRE15968, DANRE39391, DANRE39390, DANRE05067, DANRE05068, DANRE03797, DANRE03795, DANRE03796
OG0002009	CAPO305521	DANRE08848
OG0002010	CAPO303286	DANRE29433, DANRE16540, DANRE29817, DANRE29814, DANRE29816, DANRE29813, DANRE29815, DANRE36154, DANRE36155, DANRE36156
OG0002011	CAPO305222	DANRE37137, DANRE37138, DANRE24058
OG0002014	CAPO305309	DANRE40407, DANRE02695, DANRE02696, DANRE02259, DANRE30741, DANRE30742, DANRE02260
OG0002015	CAPO304377	DANRE29469, DANRE29470
OG0002016	CAPO300736, CAPO303360	DANRE34549, DANRE34550, DANRE34548, DANRE00364
OG0002019	CAPO303943, CAPO301189	DANRE41719, DANRE27901, DANRE35777, DANRE41718, DANRE29916, DANRE29915, DANRE41717
OG0002020	CAPO301809, CAPO306607	DANRE00639, DANRE00640, DANRE05199, DANRE20452, DANRE20454, DANRE20453, DANRE05198, DANRE05197, DANRE16661
OG0002024	CAPO300776	DANRE17679, DANRE17680, DANRE40672, DANRE33364
OG0002025	CAPO301502	DANRE01978, DANRE01981, DANRE02045, DANRE02039, DANRE02043, DANRE02041, DANRE01984, DANRE02050, DANRE02061, DANRE42193, DANRE42198, DANRE42200, DANRE02058, DANRE02031, DANRE02042, DANRE01987, DANRE01986, DANRE01989, DANRE02048, DANRE02052, DANRE29840, DANRE29838
OG0002026	CAPO307889, CAPO306582	DANRE06615, DANRE06616, DANRE35735, DANRE35734, DANRE35733
