Orthogroup	CAPO3	ORYLA
OG0002325	CAPO300458	ORYLA09407, ORYLA09406, ORYLA08788
OG0002326	CAPO302239	ORYLA10557, ORYLA11565
OG0002327	CAPO302954	ORYLA15817, ORYLA13784, ORYLA15549
OG0002330	CAPO300172	ORYLA02778, ORYLA03538
OG0002331	CAPO302246	ORYLA16153, ORYLA02004
OG0002332	CAPO300761	ORYLA18167, ORYLA17748, ORYLA02677
OG0002337	CAPO307155	ORYLA02605, ORYLA03304, ORYLA04420
OG0002340	CAPO307906	ORYLA06795
OG0002343	CAPO303889	ORYLA14859, ORYLA15811, ORYLA13993, ORYLA15321
OG0002344	CAPO307434	ORYLA03231, ORYLA04391, ORYLA02759
OG0002345	CAPO304277	ORYLA15215
OG0002346	CAPO307106	ORYLA11133, ORYLA19705, ORYLA11134
OG0002348	CAPO302095	ORYLA10141, ORYLA04073
OG0002354	CAPO306383	ORYLA05380, ORYLA13942
OG0002356	CAPO305051	ORYLA11103, ORYLA15335, ORYLA17176
OG0002357	CAPO302341	ORYLA11857, ORYLA10405
OG0002358	CAPO307788	ORYLA14623, ORYLA14181
OG0002359	CAPO302128	ORYLA10402
OG0002361	CAPO304727	ORYLA05219, ORYLA11387, ORYLA10650
OG0002362	CAPO301902	ORYLA17724, ORYLA06844
OG0002363	CAPO302980	ORYLA00546, ORYLA17125, ORYLA08274
OG0002364	CAPO306488	ORYLA02907
OG0002367	CAPO304316	ORYLA02914
OG0002368	CAPO301447	ORYLA10667, ORYLA10668, ORYLA04693
OG0002369	CAPO301279	ORYLA10237
OG0002370	CAPO303015	ORYLA05820
OG0002371	CAPO304426	ORYLA19391, ORYLA19392, ORYLA10411
OG0002373	CAPO306145	ORYLA11399, ORYLA10186
OG0002374	CAPO302309	ORYLA06304, ORYLA06305, ORYLA15559, ORYLA14007
OG0002375	CAPO305178, CAPO300285	ORYLA06161
OG0002376	CAPO304863	ORYLA08717, ORYLA08716, ORYLA07672
OG0002377	CAPO301847	ORYLA04855, ORYLA11508
OG0002379	CAPO301214	ORYLA13125, ORYLA13124, ORYLA04236
OG0002383	CAPO302731	ORYLA03703, ORYLA03704, ORYLA03710, ORYLA03709, ORYLA03706, ORYLA03702
OG0002384	CAPO305065	ORYLA02998
OG0002396	CAPO302410	ORYLA07692, ORYLA03941, ORYLA04763
OG0002398	CAPO306938	ORYLA01345, ORYLA01402, ORYLA01403, ORYLA09428, ORYLA01344, ORYLA00381
OG0002405	CAPO308161	ORYLA01447, ORYLA09001
OG0002406	CAPO304138	ORYLA16129, ORYLA14436
OG0002407	CAPO301366	ORYLA08149
OG0002409	CAPO301533	ORYLA16162, ORYLA10955, ORYLA20139
OG0002410	CAPO305170	ORYLA15865, ORYLA16064
OG0002411	CAPO305052	ORYLA12407, ORYLA01614
OG0002413	CAPO307797	ORYLA16559, ORYLA07321
OG0002414	CAPO304631	ORYLA06977, ORYLA12840, ORYLA15520, ORYLA16073
OG0002415	CAPO304905	ORYLA05291
OG0002418	CAPO303802	ORYLA02287, ORYLA15400, ORYLA05868
OG0002419	CAPO303825	ORYLA05688, ORYLA16764
OG0002422	CAPO302014	ORYLA00987
OG0002425	CAPO304491	ORYLA15577
OG0002426	CAPO303294	ORYLA08276, ORYLA16721, ORYLA17014
OG0002429	CAPO305260	ORYLA15290, ORYLA13354, ORYLA15843
OG0002433	CAPO302444	ORYLA08325, ORYLA16664
OG0002435	CAPO304613	ORYLA18219
OG0002436	CAPO307054	ORYLA17581, ORYLA03980, ORYLA03455
OG0002437	CAPO303352	ORYLA17242
OG0002439	CAPO302565	ORYLA11248
OG0002441	CAPO304429	ORYLA03932
OG0002442	CAPO300535	ORYLA00930, ORYLA13946
OG0002443	CAPO301424	ORYLA14682
OG0002445	CAPO304782	ORYLA10624
OG0002448	CAPO308204	ORYLA05104, ORYLA08063
OG0002453	CAPO305834	ORYLA04128
OG0002454	CAPO305157	ORYLA02662, ORYLA03604, ORYLA04535
OG0002466	CAPO305593	ORYLA13222
OG0002467	CAPO302869	ORYLA10339, ORYLA01725, ORYLA05344, ORYLA10395, ORYLA10340
OG0002476	CAPO307617	ORYLA19661, ORYLA15177
OG0002486	CAPO303598	ORYLA13034, ORYLA13035, ORYLA07046
OG0002489	CAPO304231	ORYLA07869, ORYLA04817, ORYLA10725
OG0002490	CAPO307409, CAPO300849	ORYLA20206, ORYLA03483, ORYLA14770
OG0002492	CAPO305743	ORYLA13129
OG0002494	CAPO307620	ORYLA07030, ORYLA16085, ORYLA14151, ORYLA14152
OG0002495	CAPO306559	ORYLA09473
OG0002496	CAPO300997	ORYLA17308, ORYLA06622
OG0002497	CAPO301629	ORYLA16464, ORYLA02147
OG0002499	CAPO308309	ORYLA04232, ORYLA16130
OG0002500	CAPO305159	ORYLA16848
OG0002501	CAPO305150	ORYLA04100
OG0002502	CAPO304947	ORYLA14678
OG0002503	CAPO301024	ORYLA20467
OG0002505	CAPO302692	ORYLA07786, ORYLA07785
OG0002506	CAPO301029	ORYLA11317, ORYLA11316, ORYLA10491, ORYLA18978
OG0002507	CAPO303215	ORYLA19810, ORYLA02990, ORYLA07147
OG0002509	CAPO305905, CAPO306732	ORYLA05102, ORYLA08062
OG0002510	CAPO305793	ORYLA03417
OG0002511	CAPO303146	ORYLA01762, ORYLA09776
OG0002516	CAPO307569	ORYLA03425
OG0002518	CAPO304200	ORYLA14184
OG0002519	CAPO302874	ORYLA03921, ORYLA12249
OG0002523	CAPO301008	ORYLA14147, ORYLA10998, ORYLA15698
OG0002525	CAPO300787	ORYLA11560, ORYLA03975, ORYLA03974, ORYLA03131
OG0002526	CAPO303145	ORYLA08708
OG0002527	CAPO306066	ORYLA13223, ORYLA06375
OG0002528	CAPO301891	ORYLA01158
OG0002529	CAPO301231, CAPO301232	ORYLA18875, ORYLA19572
OG0002531	CAPO304673	ORYLA00107, ORYLA05239, ORYLA08681, ORYLA01408
OG0002532	CAPO307265	ORYLA08319
OG0002533	CAPO302353	ORYLA03460, ORYLA03976, ORYLA17638
OG0002534	CAPO302248	ORYLA14793, ORYLA12638, ORYLA06193
OG0002539	CAPO305908	ORYLA15064, ORYLA11062
OG0002542	CAPO300062	ORYLA18558, ORYLA09020, ORYLA16196, ORYLA14360
OG0002543	CAPO306889, CAPO301493	ORYLA19583, ORYLA02866
OG0002548	CAPO303502	ORYLA10546, ORYLA03069, ORYLA01407, ORYLA00770, ORYLA04857
OG0002555	CAPO301095	ORYLA10142, ORYLA05234
OG0002556	CAPO306661	ORYLA09738, ORYLA10716
OG0002557	CAPO302757	ORYLA18369, ORYLA01908, ORYLA13544
OG0002558	CAPO301820	ORYLA18590
OG0002559	CAPO306363	ORYLA19510, ORYLA01294
OG0002561	CAPO306761	ORYLA19312, ORYLA19311
OG0002562	CAPO305283	ORYLA17234, ORYLA13205
OG0002563	CAPO307417	ORYLA01023, ORYLA20447, ORYLA03597
OG0002564	CAPO307297	ORYLA07814, ORYLA07815, ORYLA17199, ORYLA16968
OG0002565	CAPO302611	ORYLA15639, ORYLA06815, ORYLA06816
OG0002566	CAPO303827	ORYLA19198
OG0002567	CAPO304319	ORYLA15827
OG0002569	CAPO306658	ORYLA04215
OG0002570	CAPO307215	ORYLA19454
OG0002574	CAPO307488	ORYLA11393
OG0002578	CAPO301504	ORYLA12094, ORYLA12093, ORYLA13878, ORYLA12497, ORYLA14090
OG0002587	CAPO300512	ORYLA15468, ORYLA02200, ORYLA20299
OG0002589	CAPO302447	ORYLA19751
OG0002592	CAPO300278	ORYLA17742
OG0002594	CAPO304177	ORYLA12400, ORYLA06743
OG0002598	CAPO300566	ORYLA06646, ORYLA13242, ORYLA06645, ORYLA17458
OG0002599	CAPO303706	ORYLA14396
OG0002599	CAPO303705	ORYLA13722
OG0002600	CAPO305861	ORYLA19822, ORYLA19821
OG0002601	CAPO300675	ORYLA04795, ORYLA11234
OG0002602	CAPO303637	ORYLA18348, ORYLA16533
OG0002605	CAPO303522	ORYLA06378
OG0002608	CAPO303192	ORYLA10964, ORYLA12757, ORYLA12758
OG0002609	CAPO304999	ORYLA18074, ORYLA02468
OG0002610	CAPO307043	ORYLA07009, ORYLA13355, ORYLA07078, ORYLA09028
OG0002611	CAPO302425	ORYLA06410, ORYLA15703, ORYLA20145
OG0002617	CAPO307606	ORYLA03861
OG0002620	CAPO300598	ORYLA18151, ORYLA13287, ORYLA06884
OG0002624	CAPO307642	ORYLA05531
OG0002630	CAPO300618	ORYLA09064
OG0002631	CAPO302228	ORYLA10026
OG0002632	CAPO301605	ORYLA14670, ORYLA02377
OG0002633	CAPO301845	ORYLA10087, ORYLA19492
OG0002634	CAPO303763	ORYLA19983, ORYLA19982, ORYLA19984
OG0002636	CAPO302443	ORYLA01876, ORYLA05794
OG0002642	CAPO302887	ORYLA19461, ORYLA08192, ORYLA16418
OG0002643	CAPO305403	ORYLA01997
OG0002644	CAPO300686	ORYLA09932, ORYLA08726, ORYLA07585
OG0002645	CAPO302012	ORYLA15725
OG0002646	CAPO300302	ORYLA14734
OG0002651	CAPO307502	ORYLA12710
OG0002652	CAPO305413	ORYLA12314
OG0002656	CAPO301386	ORYLA16439, ORYLA09865
OG0002657	CAPO301921	ORYLA05602, ORYLA01779, ORYLA16108, ORYLA14336
OG0002659	CAPO302308	ORYLA19731
OG0002661	CAPO300165	ORYLA12025, ORYLA10880
OG0002662	CAPO307949	ORYLA08023, ORYLA07745
OG0002663	CAPO308163	ORYLA03136, ORYLA04120
OG0002665	CAPO307055	ORYLA01115
OG0002666	CAPO308350	ORYLA18360, ORYLA18361
OG0002668	CAPO303414	ORYLA18626
OG0002669	CAPO301762	ORYLA03111
OG0002672	CAPO307527	ORYLA09257, ORYLA12551, ORYLA11463
OG0002677	CAPO303005	ORYLA16626
OG0002682	CAPO301064	ORYLA06283
OG0002683	CAPO303156	ORYLA15226
OG0002705	CAPO303959	ORYLA12908, ORYLA02396
OG0002706	CAPO306125	ORYLA19542, ORYLA19543
OG0002708	CAPO306708	ORYLA11930
OG0002710	CAPO301641	ORYLA13658, ORYLA12679, ORYLA14789
OG0002715	CAPO303783	ORYLA14520
OG0002716	CAPO302306	ORYLA07796
OG0002717	CAPO307873	ORYLA03883, ORYLA00959, ORYLA09994
OG0002718	CAPO306705	ORYLA15396
OG0002720	CAPO304077	ORYLA14256
OG0002722	CAPO300697	ORYLA10461
OG0002726	CAPO303092	ORYLA07332, ORYLA08157
OG0002728	CAPO304582	ORYLA03244
OG0002730	CAPO300185	ORYLA05316, ORYLA03165
OG0002731	CAPO304916	ORYLA18153, ORYLA02872
OG0002732	CAPO305751	ORYLA04732, ORYLA07647
OG0002736	CAPO302364	ORYLA11452, ORYLA08695, ORYLA09582
OG0002739	CAPO303462	ORYLA12804
OG0002740	CAPO303044	ORYLA20028, ORYLA00750, ORYLA01841
OG0002741	CAPO305001	ORYLA12192, ORYLA06061
OG0002743	CAPO305659	ORYLA19035, ORYLA09902
OG0002744	CAPO307532	ORYLA18974, ORYLA02610
OG0002745	CAPO302960	ORYLA00687
OG0002746	CAPO301404	ORYLA05943
OG0002747	CAPO308121	ORYLA19242, ORYLA02887
OG0002749	CAPO305516	ORYLA09355, ORYLA08642
OG0002751	CAPO300590	ORYLA17875
OG0002752	CAPO306571	ORYLA09106
OG0002753	CAPO301419	ORYLA14155, ORYLA11165
OG0002755	CAPO303504	ORYLA19322
OG0002756	CAPO302206	ORYLA13793
OG0002757	CAPO301022	ORYLA00322, ORYLA00321
OG0002758	CAPO302892, CAPO307678	ORYLA03351, ORYLA04510, ORYLA17536
OG0002760	CAPO306120	ORYLA10884
OG0002764	CAPO300451	ORYLA15656, ORYLA06813, ORYLA03798
OG0002765	CAPO307679	ORYLA05581, ORYLA15145, ORYLA12027
OG0002766	CAPO300475	ORYLA10349
OG0002767	CAPO302818	ORYLA04026, ORYLA00357, ORYLA00358
OG0002771	CAPO307480	ORYLA12518
OG0002772	CAPO301657	ORYLA12777
OG0002773	CAPO300783	ORYLA19216
OG0002774	CAPO301900	ORYLA13210, ORYLA12404, ORYLA19635
OG0002776	CAPO300785	ORYLA01308
OG0002777	CAPO303340	ORYLA14740, ORYLA10885
OG0002779	CAPO306710	ORYLA20250
OG0002782	CAPO301842	ORYLA03021, ORYLA04664, ORYLA18620
OG0002785	CAPO300520	ORYLA06284, ORYLA17343, ORYLA02417
OG0002787	CAPO307667	ORYLA06257, ORYLA20316
OG0002788	CAPO304831	ORYLA14654
OG0002790	CAPO302263	ORYLA03569
OG0002799	CAPO301814	ORYLA16295
OG0002814	CAPO300792	ORYLA04993, ORYLA08092, ORYLA04148
OG0002815	CAPO305247	ORYLA05986, ORYLA10370, ORYLA11417
OG0002816	CAPO300822	ORYLA13033, ORYLA06757, ORYLA06755, ORYLA06756
OG0002817	CAPO305631	ORYLA10713, ORYLA11993
OG0002818	CAPO300344	ORYLA15484, ORYLA15048
OG0002821	CAPO300805, CAPO300806	ORYLA13169, ORYLA06382
OG0002822	CAPO300505	ORYLA16971, ORYLA00588, ORYLA16668, ORYLA07807
OG0002824	CAPO304804	ORYLA09339, ORYLA06204
OG0002825	CAPO303958	ORYLA11065, ORYLA12342
OG0002826	CAPO305161	ORYLA11355, ORYLA03113
OG0002827	CAPO302357	ORYLA11598
OG0002828	CAPO302033	ORYLA03128
OG0002831	CAPO303454	ORYLA15327
OG0002833	CAPO302961	ORYLA08022
OG0002835	CAPO306542	ORYLA05983, ORYLA02044
OG0002836	CAPO301463	ORYLA19854, ORYLA03764
OG0002837	CAPO304096	ORYLA09113, ORYLA07584, ORYLA12792
OG0002838	CAPO305478	ORYLA05289, ORYLA00320
OG0002839	CAPO302420	ORYLA05647
OG0002841	CAPO302293	ORYLA15081, ORYLA11075
OG0002842	CAPO300353	ORYLA02771, ORYLA13461
OG0002843	CAPO300339	ORYLA17609
OG0002844	CAPO306381, CAPO305443	ORYLA20136
OG0002845	CAPO305717	ORYLA12140
OG0002847	CAPO307024	ORYLA19257, ORYLA19258
OG0002848	CAPO306888	ORYLA08986
OG0002850	CAPO305439	ORYLA03637
OG0002851	CAPO304239	ORYLA04060, ORYLA10594, ORYLA03173
OG0002858	CAPO302020	ORYLA01755, ORYLA12296
OG0002860	CAPO304305	ORYLA16257
OG0002864	CAPO303007	ORYLA12604, ORYLA07144, ORYLA07143
OG0002865	CAPO302058	ORYLA10366
OG0002866	CAPO307089	ORYLA02748, ORYLA00604, ORYLA16564
OG0002868	CAPO307730	ORYLA17446
OG0002870	CAPO303935	ORYLA10371
OG0002873	CAPO302439	ORYLA19407
OG0002875	CAPO302434	ORYLA11748, ORYLA10497
OG0002876	CAPO302622	ORYLA08640, ORYLA04839
OG0002877	CAPO303139	ORYLA13198
OG0002878	CAPO304014	ORYLA20310, ORYLA05630
OG0002884	CAPO306804	ORYLA20174
OG0002888	CAPO302979	ORYLA16529, ORYLA07977, ORYLA17058, ORYLA00234
OG0002890	CAPO307147	ORYLA15943, ORYLA14281, ORYLA05398
OG0002891	CAPO305115	ORYLA16619, ORYLA00864
OG0002894	CAPO307506	ORYLA04778, ORYLA10079, ORYLA05303
OG0002895	CAPO306767, CAPO303745	ORYLA11053, ORYLA14341
OG0002896	CAPO301218	ORYLA09565, ORYLA09164
OG0002897	CAPO306671	ORYLA08407
OG0002899	CAPO306014	ORYLA05880, ORYLA13052
OG0002900	CAPO303795	ORYLA14973, ORYLA02100
OG0002902	CAPO300125	ORYLA16725, ORYLA07802, ORYLA07801
OG0002907	CAPO303347	ORYLA02959, ORYLA14978
OG0002908	CAPO301293	ORYLA16113
OG0002909	CAPO302801	ORYLA15541, ORYLA10906
OG0002911	CAPO306312	ORYLA05286, ORYLA17637
OG0002913	CAPO307505	ORYLA09301, ORYLA06966, ORYLA01437, ORYLA15057
OG0002914	CAPO304158	ORYLA15001
OG0002915	CAPO307623	ORYLA15159, ORYLA06424
OG0002916	CAPO307991	ORYLA12904, ORYLA02397
OG0002917	CAPO304597	ORYLA03614
OG0002921	CAPO307445	ORYLA16247
OG0002922	CAPO305731	ORYLA05263, ORYLA05264, ORYLA17370
OG0002923	CAPO307207	ORYLA02176, ORYLA15614
OG0002926	CAPO301908	ORYLA02418, ORYLA12816
OG0002927	CAPO307647	ORYLA05678
OG0002931	CAPO300557	ORYLA11036, ORYLA14528, ORYLA14527, ORYLA12002, ORYLA18663
OG0002944	CAPO306630	ORYLA11503, ORYLA15960, ORYLA09073
OG0002945	CAPO307786	ORYLA00078
OG0002946	CAPO302209	ORYLA08309, ORYLA16682
OG0002947	CAPO306510	ORYLA18625
OG0002948	CAPO303072	ORYLA20132, ORYLA04220
OG0002949	CAPO305527, CAPO304499	ORYLA05800
OG0002950	CAPO302322	ORYLA16937
OG0002952	CAPO304062, CAPO304063	ORYLA04612
OG0002953	CAPO305937	ORYLA13902
OG0002954	CAPO303510	ORYLA12023, ORYLA15359, ORYLA11199
OG0002955	CAPO305617	ORYLA10112
OG0002957	CAPO303846	ORYLA09640
OG0002959	CAPO305557	ORYLA11532, ORYLA10475
OG0002960	CAPO301301	ORYLA01661, ORYLA05586
OG0002961	CAPO306313	ORYLA11825
OG0002962	CAPO302937	ORYLA19692, ORYLA16540
OG0002965	CAPO304902	ORYLA05184
OG0002968	CAPO306161	ORYLA02038
OG0002969	CAPO301408	ORYLA07908
OG0002973	CAPO301405	ORYLA14521, ORYLA18854
OG0002974	CAPO300358	ORYLA05639, ORYLA12657
OG0002976	CAPO304649	ORYLA17659
OG0002977	CAPO306762	ORYLA03469
OG0002979	CAPO300623	ORYLA09415, ORYLA08555
OG0002981	CAPO305421	ORYLA08734
OG0002982	CAPO306469	ORYLA05260
OG0002983	CAPO302346	ORYLA05176, ORYLA13535
OG0002985	CAPO300589	ORYLA16699, ORYLA00625
OG0002987	CAPO306603	ORYLA15486, ORYLA01526, ORYLA00907
OG0002990	CAPO304869	ORYLA04627
OG0002991	CAPO300778	ORYLA04672
OG0002992	CAPO307180	ORYLA09196, ORYLA15747
OG0002994	CAPO307303	ORYLA02194
OG0002997	CAPO307685	ORYLA06949
OG0002998	CAPO302958	ORYLA14765, ORYLA16031
OG0003001	CAPO302423	ORYLA09162, ORYLA09863, ORYLA06603
OG0003002	CAPO304848	ORYLA14351, ORYLA16094, ORYLA08507, ORYLA09760
OG0003004	CAPO304489	ORYLA10597, ORYLA03379
OG0003005	CAPO302452, CAPO300516	ORYLA05246
OG0003006	CAPO302605	ORYLA16962
OG0003010	CAPO303642	ORYLA08264
OG0003012	CAPO302272	ORYLA13725, ORYLA14487
OG0003014	CAPO304419	ORYLA11816, ORYLA12535
OG0003016	CAPO301025	ORYLA00344, ORYLA19566
OG0003017	CAPO303755	ORYLA05397, ORYLA19080
OG0003018	CAPO301697	ORYLA04241, ORYLA03378
OG0003019	CAPO302687	ORYLA11447
OG0003022	CAPO308155	ORYLA00946, ORYLA00947
OG0003024	CAPO300933	ORYLA12540
OG0003025	CAPO306077	ORYLA16836, ORYLA06771
OG0003026	CAPO304742	ORYLA00734
OG0003027	CAPO302145	ORYLA17665, ORYLA15116
OG0003028	CAPO307794	ORYLA02137
OG0003029	CAPO301992	ORYLA02221, ORYLA15312
OG0003030	CAPO304737	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608
OG0003033	CAPO300181	ORYLA09580
OG0003034	CAPO300214, CAPO307271	ORYLA00457, ORYLA04562, ORYLA04561
OG0003037	CAPO305626	ORYLA17542
OG0003038	CAPO300861	ORYLA03300, ORYLA05385
OG0003041	CAPO306033	ORYLA05365
OG0003042	CAPO301480	ORYLA09859, ORYLA09858
OG0003043	CAPO304921	ORYLA13460
OG0003044	CAPO300082	ORYLA04573
OG0003046	CAPO302851	ORYLA15260, ORYLA06310
OG0003048	CAPO300169	ORYLA15156, ORYLA08890
OG0003049	CAPO300501, CAPO307086, CAPO305726	ORYLA17432, ORYLA12852, ORYLA06667
OG0003053	CAPO305034	ORYLA02834
OG0003054	CAPO305605	ORYLA12266, ORYLA09573
OG0003055	CAPO307832	ORYLA07154, ORYLA12922, ORYLA13644
OG0003056	CAPO300334	ORYLA08794
OG0003058	CAPO305219	ORYLA11963, ORYLA20118, ORYLA13944
OG0003059	CAPO307928	ORYLA00217, ORYLA04759
OG0003060	CAPO300265	ORYLA16613, ORYLA06282, ORYLA13094
OG0003063	CAPO306091	ORYLA10950
OG0003064	CAPO303600	ORYLA13156
OG0003065	CAPO305486	ORYLA05920, ORYLA02018
OG0003067	CAPO301062	ORYLA00413, ORYLA17416
OG0003071	CAPO303765	ORYLA01342
OG0003072	CAPO300719	ORYLA13683, ORYLA10914
OG0003073	CAPO300571	ORYLA04415, ORYLA14154
OG0003074	CAPO305232	ORYLA16081, ORYLA01721, ORYLA05339
OG0003079	CAPO303732	ORYLA14096, ORYLA06851, ORYLA13613
OG0003103	CAPO300058	ORYLA01778
OG0003104	CAPO300208	ORYLA02871, ORYLA13475
OG0003106	CAPO300222	ORYLA14898
OG0003107	CAPO305408	ORYLA15014, ORYLA12389
OG0003108	CAPO307100	ORYLA11282, ORYLA15369
OG0003110	CAPO302380	ORYLA09478
OG0003111	CAPO305398	ORYLA00857
OG0003112	CAPO305044	ORYLA05183
OG0003113	CAPO303380	ORYLA10064, ORYLA10065
OG0003114	CAPO305811	ORYLA07363
OG0003115	CAPO305328	ORYLA06857, ORYLA17487
OG0003116	CAPO304220	ORYLA20434
OG0003119	CAPO301756	ORYLA04168, ORYLA20444
OG0003120	CAPO301313	ORYLA19924
OG0003121	CAPO300078	ORYLA14892, ORYLA13008
OG0003122	CAPO305152	ORYLA04700, ORYLA10184, ORYLA11034
OG0003124	CAPO307110	ORYLA02774
OG0003126	CAPO302418	ORYLA02613
OG0003128	CAPO300639	ORYLA00377, ORYLA00994, ORYLA03478
OG0003130	CAPO308112	ORYLA03739
OG0003131	CAPO301104	ORYLA17361, ORYLA20425
OG0003135	CAPO304970	ORYLA03082
OG0003136	CAPO303233	ORYLA03448, ORYLA10254
OG0003138	CAPO307798	ORYLA10305
OG0003141	CAPO300915	ORYLA20129, ORYLA01871, ORYLA05831
OG0003144	CAPO304802	ORYLA12539, ORYLA04082
OG0003145	CAPO301669	ORYLA13404, ORYLA06360
OG0003146	CAPO304953	ORYLA11707
OG0003147	CAPO305754	ORYLA20499
OG0003149	CAPO303321	ORYLA05759
OG0003150	CAPO304553	ORYLA01440, ORYLA09448
OG0003151	CAPO302311	ORYLA09212, ORYLA15558, ORYLA14255
OG0003152	CAPO306395	ORYLA16325, ORYLA08299, ORYLA16852
OG0003153	CAPO305242	ORYLA18339
OG0003154	CAPO308152	ORYLA06654
OG0003157	CAPO300659	ORYLA04495
OG0003158	CAPO304754	ORYLA08610, ORYLA09460, ORYLA08913, ORYLA15706
OG0003159	CAPO307514	ORYLA02503, ORYLA17417, ORYLA05287
OG0003160	CAPO305734	ORYLA05070, ORYLA19915
OG0003161	CAPO307952, CAPO307190, CAPO305141	ORYLA18915, ORYLA10523, ORYLA18916
OG0003162	CAPO303406	ORYLA11824, ORYLA10738, ORYLA03513
OG0003163	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284	ORYLA13213, ORYLA17286
OG0003164	CAPO302879	ORYLA20487, ORYLA00816
OG0003165	CAPO302597	ORYLA08595, ORYLA10561
OG0003166	CAPO306562	ORYLA04911, ORYLA04910
OG0003169	CAPO302137	ORYLA09698
OG0003172	CAPO306984	ORYLA09854
OG0003174	CAPO306817	ORYLA20481
OG0003175	CAPO306274	ORYLA01979, ORYLA06140
OG0003176	CAPO307890	ORYLA12690
OG0003177	CAPO305441	ORYLA00856
OG0003178	CAPO303283	ORYLA03270
OG0003179	CAPO300801	ORYLA18480, ORYLA00445
OG0003181	CAPO304354	ORYLA00243
OG0003182	CAPO308003	ORYLA06751
OG0003184	CAPO303123	ORYLA01211, ORYLA07345
OG0003185	CAPO301951	ORYLA12363, ORYLA15072
OG0003187	CAPO303479	ORYLA12776
OG0003189	CAPO303157	ORYLA04108
OG0003190	CAPO303910	ORYLA00506
OG0003191	CAPO306279	ORYLA18538, ORYLA15754
OG0003192	CAPO301014	ORYLA09709, ORYLA08386
OG0003193	CAPO301211	ORYLA12245, ORYLA09712
OG0003196	CAPO306231	ORYLA06022
OG0003199	CAPO305890	ORYLA15973, ORYLA15714
OG0003200	CAPO301026	ORYLA05114
OG0003202	CAPO307016	ORYLA02354
OG0003203	CAPO305085	ORYLA02126, ORYLA16448
OG0003206	CAPO306250	ORYLA16318
OG0003207	CAPO301521	ORYLA14484, ORYLA19094
OG0003210	CAPO303247	ORYLA02461, ORYLA06655
OG0003211	CAPO307771	ORYLA20322
OG0003212	CAPO300076	ORYLA15489, ORYLA10940
OG0003214	CAPO305438	ORYLA09799
OG0003215	CAPO305646	ORYLA00108, ORYLA19619
OG0003217	CAPO304366	ORYLA13146, ORYLA02509
OG0003218	CAPO308113	ORYLA19022
OG0003219	CAPO306660	ORYLA07225, ORYLA00485
OG0003220	CAPO304799	ORYLA01985, ORYLA05947
OG0003221	CAPO300283	ORYLA02164, ORYLA02047
OG0003223	CAPO307650	ORYLA15511
OG0003225	CAPO303179	ORYLA19236, ORYLA19235
OG0003227	CAPO306597	ORYLA15109
OG0003228	CAPO305495	ORYLA10708
OG0003230	CAPO301507	ORYLA08114
OG0003231	CAPO301890	ORYLA20228
OG0003235	CAPO301047	ORYLA20268
OG0003238	CAPO305586	ORYLA12178
OG0003240	CAPO303081	ORYLA15566, ORYLA13941, ORYLA16395
OG0003251	CAPO307251	ORYLA05486, ORYLA12659
OG0003252	CAPO305303	ORYLA11431, ORYLA10758
OG0003254	CAPO307938	ORYLA01055
OG0003255	CAPO301338	ORYLA01639
OG0003257	CAPO303231	ORYLA11994, ORYLA10700
OG0003263	CAPO303458	ORYLA05786
OG0003264	CAPO306409	ORYLA08989, ORYLA06289
OG0003266	CAPO303168	ORYLA03848, ORYLA04542
OG0003267	CAPO300914	ORYLA17915, ORYLA19756
OG0003268	CAPO301821	ORYLA01958, ORYLA01959
OG0003269	CAPO304139	ORYLA07800, ORYLA16726
OG0003272	CAPO300665	ORYLA19655, ORYLA19654, ORYLA07229
OG0003273	CAPO307851	ORYLA04340
OG0003277	CAPO306142	ORYLA20336, ORYLA15828, ORYLA13998
OG0003278	CAPO306634	ORYLA12553
OG0003279	CAPO306251	ORYLA01238
OG0003282	CAPO305239	ORYLA04149, ORYLA01430
OG0003283	CAPO304400	ORYLA19093
OG0003284	CAPO302648	ORYLA18705
OG0003287	CAPO306546	ORYLA15508, ORYLA11362
OG0003288	CAPO307866	ORYLA04254
OG0003290	CAPO307662, CAPO300441	ORYLA06270, ORYLA06269
OG0003291	CAPO306657	ORYLA04004
OG0003293	CAPO300956	ORYLA14350
OG0003294	CAPO303988	ORYLA12880
OG0003296	CAPO301282	ORYLA18095, ORYLA02301
OG0003297	CAPO307941	ORYLA16817
OG0003298	CAPO306456	ORYLA01355
OG0003301	CAPO300201	ORYLA03284, ORYLA12501
OG0003302	CAPO303848	ORYLA01208
OG0003303	CAPO304414	ORYLA13616
OG0003306	CAPO303291	ORYLA15915
OG0003309	CAPO301499	ORYLA09280, ORYLA20068, ORYLA08534
OG0003315	CAPO301649	ORYLA05353, ORYLA05352, ORYLA05354, ORYLA05355
OG0003316	CAPO300235	ORYLA06489
OG0003317	CAPO304285	ORYLA00142
OG0003318	CAPO302830	ORYLA14596, ORYLA15728
OG0003320	CAPO303640	ORYLA17866
OG0003323	CAPO304122	ORYLA02747
OG0003325	CAPO300972, CAPO304961	ORYLA08076, ORYLA04984
OG0003326	CAPO308259	ORYLA04931
OG0003329	CAPO303336, CAPO300711	ORYLA17667, ORYLA02366
OG0003331	CAPO303947	ORYLA03745
OG0003332	CAPO307894	ORYLA06788, ORYLA02078
