Orthogroup	ORYLA	CAEEL
OG0001642	ORYLA07681, ORYLA02864, ORYLA07682, ORYLA02865	CAEEL15818
OG0001643	ORYLA06241, ORYLA03825, ORYLA03280	CAEEL19599
OG0001651	ORYLA01203, ORYLA07721, ORYLA05077, ORYLA02543	CAEEL10611
OG0001652	ORYLA10454	CAEEL15806
OG0001653	ORYLA17508, ORYLA02619	CAEEL03026
OG0001655	ORYLA07526, ORYLA08529, ORYLA07560	CAEEL05314
OG0001656	ORYLA03191, ORYLA16457	CAEEL07456
OG0001657	ORYLA02690, ORYLA17570, ORYLA07401, ORYLA00511	CAEEL08928, CAEEL08927
OG0001661	ORYLA09181	CAEEL14147
OG0001662	ORYLA03609, ORYLA17855	CAEEL00357
OG0001663	ORYLA16035	CAEEL10899, CAEEL10898
OG0001664	ORYLA17083	CAEEL04260
OG0001665	ORYLA17183, ORYLA00789	CAEEL07716
OG0001666	ORYLA08798	CAEEL07781
OG0001668	ORYLA18819	CAEEL00277
OG0001671	ORYLA14195, ORYLA15872	CAEEL19781
OG0001672	ORYLA09041, ORYLA09875, ORYLA08234, ORYLA01794	CAEEL08375
OG0001673	ORYLA10157, ORYLA03406, ORYLA10600, ORYLA11975	CAEEL17134, CAEEL17133
OG0001675	ORYLA05453, ORYLA11313, ORYLA08776	CAEEL00808
OG0001676	ORYLA12813, ORYLA12814, ORYLA06876	CAEEL01617
OG0001677	ORYLA17546	CAEEL07860
OG0001680	ORYLA10183, ORYLA03488, ORYLA03020	CAEEL15664
OG0001682	ORYLA08623	CAEEL17995
OG0001683	ORYLA09372, ORYLA04284, ORYLA01459, ORYLA19884, ORYLA11775, ORYLA05306	CAEEL00875
OG0001684	ORYLA06104, ORYLA13071	CAEEL08513, CAEEL19560
OG0001685	ORYLA01166, ORYLA00356	CAEEL06629, CAEEL19461
OG0001688	ORYLA00323, ORYLA07463, ORYLA03207	CAEEL06653
OG0001690	ORYLA06791	CAEEL02923
OG0001691	ORYLA08257, ORYLA17862	CAEEL09136, CAEEL09137
OG0001706	ORYLA07656, ORYLA04248, ORYLA19896	CAEEL00824
OG0001707	ORYLA07066, ORYLA11811	CAEEL18144, CAEEL17802
OG0001709	ORYLA13292, ORYLA03908	CAEEL07646, CAEEL07650
OG0001710	ORYLA15328, ORYLA10837, ORYLA15921	CAEEL11053
OG0001711	ORYLA07542, ORYLA05249, ORYLA10094	CAEEL15052
OG0001713	ORYLA03803	CAEEL04261
OG0001713	ORYLA15056	CAEEL02704
OG0001714	ORYLA16824	CAEEL12772
OG0001714	ORYLA04974, ORYLA00085	CAEEL15825
OG0001718	ORYLA11821, ORYLA10066, ORYLA10678	CAEEL12769
OG0001720	ORYLA03696, ORYLA01111, ORYLA17602	CAEEL07819
OG0001721	ORYLA10588, ORYLA10236	CAEEL10104, CAEEL11043
OG0001723	ORYLA00996, ORYLA03930, ORYLA13525	CAEEL19731
OG0001724	ORYLA11809, ORYLA10380	CAEEL00188, CAEEL09412
OG0001726	ORYLA03053, ORYLA10084	CAEEL15546
OG0001727	ORYLA03405, ORYLA10153, ORYLA05228	CAEEL15354
OG0001728	ORYLA12189, ORYLA17408	CAEEL20444
OG0001730	ORYLA13643, ORYLA07155, ORYLA12919	CAEEL04519
OG0001731	ORYLA14034, ORYLA15987, ORYLA11128	CAEEL19569
OG0001732	ORYLA09571	CAEEL05337
OG0001733	ORYLA07298, ORYLA10783	CAEEL11586
OG0001734	ORYLA14862, ORYLA14864, ORYLA14863	CAEEL11289
OG0001735	ORYLA06604, ORYLA09864, ORYLA16438, ORYLA07851	CAEEL08598
OG0001736	ORYLA12393, ORYLA08854	CAEEL20331
OG0001738	ORYLA07956, ORYLA17190, ORYLA20286, ORYLA15090	CAEEL09745, CAEEL09746
OG0001739	ORYLA10963, ORYLA18962	CAEEL10953
OG0001743	ORYLA02460, ORYLA18019	CAEEL18830
OG0001745	ORYLA05955	CAEEL15294
OG0001746	ORYLA19988, ORYLA14699	CAEEL09374
OG0001747	ORYLA08806, ORYLA03619	CAEEL13414, CAEEL14611, CAEEL15557
OG0001750	ORYLA06217, ORYLA08897, ORYLA15569, ORYLA13931, ORYLA08409, ORYLA19595	CAEEL08294
OG0001754	ORYLA07269, ORYLA05313, ORYLA17472	CAEEL06405
OG0001755	ORYLA15127	CAEEL12716
OG0001756	ORYLA00755, ORYLA17359	CAEEL02757
OG0001758	ORYLA03238, ORYLA03239	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164
OG0001769	ORYLA08055	CAEEL12367
OG0001770	ORYLA18486, ORYLA09431, ORYLA04288, ORYLA20466	CAEEL12180
OG0001774	ORYLA14081	CAEEL20358
OG0001774	ORYLA16202, ORYLA15721	CAEEL07377, CAEEL01266
OG0001775	ORYLA13002, ORYLA06854	CAEEL01757
OG0001776	ORYLA01283, ORYLA00187, ORYLA04951, ORYLA17756, ORYLA17757	CAEEL20827
OG0001779	ORYLA14807	CAEEL00025, CAEEL00024
OG0001780	ORYLA17927, ORYLA04994	CAEEL12979
OG0001781	ORYLA08227	CAEEL04378
OG0001781	ORYLA06078	CAEEL06468
OG0001782	ORYLA19932	CAEEL11605
OG0001783	ORYLA07986, ORYLA00232	CAEEL18807
OG0001785	ORYLA09491	CAEEL10450, CAEEL07502
OG0001787	ORYLA19846, ORYLA10342, ORYLA10343	CAEEL07669
OG0001790	ORYLA05921	CAEEL19999
OG0001792	ORYLA13176	CAEEL00159
OG0001793	ORYLA05421, ORYLA01681	CAEEL07806
OG0001798	ORYLA13003, ORYLA14657	CAEEL02504
OG0001799	ORYLA03255, ORYLA17548, ORYLA02347	CAEEL07172
OG0001800	ORYLA14219, ORYLA15432, ORYLA14232, ORYLA15366, ORYLA10948	CAEEL10920, CAEEL02655, CAEEL10124
OG0001805	ORYLA10965, ORYLA12084	CAEEL10422, CAEEL19401
OG0001809	ORYLA02735, ORYLA13184, ORYLA10311, ORYLA13183	CAEEL18133
OG0001810	ORYLA06154, ORYLA08632	CAEEL00534
OG0001811	ORYLA14363	CAEEL12329
OG0001816	ORYLA13139, ORYLA07019, ORYLA02394	CAEEL05710
OG0001818	ORYLA11838, ORYLA11837, ORYLA11436	CAEEL16460
OG0001819	ORYLA05649, ORYLA09809	CAEEL08110
OG0001820	ORYLA15137, ORYLA00455, ORYLA05274	CAEEL00161
OG0001821	ORYLA00628	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600
OG0001822	ORYLA18184, ORYLA11193, ORYLA19993, ORYLA19992	CAEEL14275, CAEEL14276
OG0001823	ORYLA15334, ORYLA11102	CAEEL18465
OG0001824	ORYLA10466	CAEEL20525
OG0001826	ORYLA03516, ORYLA06910, ORYLA01354	CAEEL08005, CAEEL18927
OG0001827	ORYLA02464	CAEEL12511
OG0001828	ORYLA06034	CAEEL07411
OG0001830	ORYLA07064, ORYLA11486, ORYLA10821	CAEEL00742
OG0001831	ORYLA08008, ORYLA00245, ORYLA16802	CAEEL10161, CAEEL19257
OG0001832	ORYLA07968	CAEEL05995
OG0001834	ORYLA08750, ORYLA09292	CAEEL08270
OG0001835	ORYLA15119	CAEEL15709
OG0001846	ORYLA07124, ORYLA11365, ORYLA15507, ORYLA16054	CAEEL02581, CAEEL02580
OG0001849	ORYLA14379	CAEEL04779
OG0001849	ORYLA16183	CAEEL07132
OG0001852	ORYLA20006, ORYLA18631, ORYLA13708	CAEEL10571
OG0001853	ORYLA05669, ORYLA16087	CAEEL00334, CAEEL01622
OG0001854	ORYLA16103	CAEEL12618
OG0001857	ORYLA11526, ORYLA08540, ORYLA06439	CAEEL04635
OG0001858	ORYLA08078	CAEEL11554
OG0001860	ORYLA19940	CAEEL19534
OG0001861	ORYLA11459	CAEEL19043
OG0001862	ORYLA07146, ORYLA19049, ORYLA12703, ORYLA14986	CAEEL07094
OG0001863	ORYLA06538	CAEEL11286
OG0001864	ORYLA07070, ORYLA16075, ORYLA16207	CAEEL00359
OG0001866	ORYLA04054	CAEEL12131
OG0001867	ORYLA16710, ORYLA07816	CAEEL18932
OG0001870	ORYLA05456, ORYLA10638, ORYLA01844, ORYLA00025	CAEEL18619
OG0001873	ORYLA10266	CAEEL14280, CAEEL14281, CAEEL15718
OG0001874	ORYLA12280	CAEEL00933
OG0001875	ORYLA10648	CAEEL09917
OG0001876	ORYLA11984, ORYLA10386	CAEEL11614
OG0001878	ORYLA03187, ORYLA04029, ORYLA00382	CAEEL07138
OG0001879	ORYLA17628	CAEEL07021, CAEEL20524, CAEEL09154
OG0001881	ORYLA10831, ORYLA14617, ORYLA12349, ORYLA14230	CAEEL18890
OG0001883	ORYLA00606	CAEEL19810
OG0001884	ORYLA09005, ORYLA16174	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922
OG0001886	ORYLA02452, ORYLA13546	CAEEL20566, CAEEL20351
OG0001887	ORYLA01242, ORYLA03917, ORYLA03916, ORYLA09506, ORYLA12286, ORYLA01263	CAEEL05740
OG0001888	ORYLA00275, ORYLA17072, ORYLA19725	CAEEL18672, CAEEL11639
OG0001889	ORYLA16885, ORYLA00705, ORYLA16809	CAEEL11129, CAEEL11128
OG0001890	ORYLA15342, ORYLA14441, ORYLA16143, ORYLA12479, ORYLA15141	CAEEL18655
OG0001895	ORYLA06292	CAEEL00352, CAEEL16104
OG0001898	ORYLA11342, ORYLA19570, ORYLA10133, ORYLA10134	CAEEL15099
OG0001899	ORYLA11592, ORYLA11593, ORYLA01077	CAEEL14131
OG0001900	ORYLA03382	CAEEL16160
OG0001901	ORYLA19871, ORYLA00531	CAEEL08532, CAEEL08531
OG0001903	ORYLA12493	CAEEL12995
OG0001905	ORYLA07296, ORYLA00380, ORYLA16830, ORYLA07933, ORYLA00823, ORYLA00824, ORYLA01136, ORYLA17889, ORYLA02671, ORYLA17888	CAEEL18799
OG0001913	ORYLA14825	CAEEL00139
OG0001915	ORYLA08820	CAEEL10189
OG0001916	ORYLA10085	CAEEL14482
OG0001916	ORYLA03497	CAEEL07131
OG0001917	ORYLA13447, ORYLA06635, ORYLA00851, ORYLA19219, ORYLA13173, ORYLA17082	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321
OG0001918	ORYLA09784, ORYLA08701	CAEEL07844
OG0001919	ORYLA04980	CAEEL18092
OG0001923	ORYLA13256, ORYLA18261, ORYLA00273, ORYLA07157	CAEEL00866, CAEEL02499
OG0001926	ORYLA13070	CAEEL05295
OG0001928	ORYLA11732	CAEEL19148
OG0001930	ORYLA15114, ORYLA19965, ORYLA14923, ORYLA07161	CAEEL01812
OG0001932	ORYLA09167, ORYLA10217, ORYLA19475	CAEEL18548, CAEEL17132
OG0001933	ORYLA07299	CAEEL05724
OG0001934	ORYLA08036, ORYLA00282	CAEEL04980, CAEEL04981
OG0001935	ORYLA18787	CAEEL01455
OG0001939	ORYLA10784	CAEEL05317
OG0001940	ORYLA01114	CAEEL08846
OG0001945	ORYLA09525, ORYLA11810, ORYLA09524	CAEEL05071
OG0001946	ORYLA01190, ORYLA00388	CAEEL11023
OG0001947	ORYLA20143, ORYLA13857, ORYLA14712, ORYLA14713	CAEEL20697
OG0001948	ORYLA03377, ORYLA11403, ORYLA10520, ORYLA05243, ORYLA04203	CAEEL15692
OG0001949	ORYLA02641, ORYLA17603, ORYLA03695	CAEEL19721
OG0001950	ORYLA17110, ORYLA00253, ORYLA02809	CAEEL05818
OG0001951	ORYLA15974, ORYLA14012, ORYLA08588	CAEEL08644, CAEEL02798
OG0001952	ORYLA11490, ORYLA10687	CAEEL00959
OG0001953	ORYLA16638, ORYLA08260, ORYLA00787, ORYLA16264	CAEEL01457
OG0001956	ORYLA02986	CAEEL07023
OG0001958	ORYLA07445, ORYLA04223, ORYLA08683, ORYLA09987, ORYLA07581	CAEEL19146
OG0001961	ORYLA10825, ORYLA14593, ORYLA14427	CAEEL11703
OG0001962	ORYLA17817, ORYLA08696, ORYLA01938	CAEEL07745
OG0001963	ORYLA19628, ORYLA14894, ORYLA07353	CAEEL09651
OG0001964	ORYLA09717, ORYLA09716, ORYLA12261	CAEEL18880
OG0001965	ORYLA00729	CAEEL15340
OG0001966	ORYLA13409	CAEEL15352, CAEEL06723
OG0001968	ORYLA20184	CAEEL10639
OG0001969	ORYLA02957, ORYLA10224, ORYLA13366	CAEEL09244, CAEEL09472, CAEEL00361
OG0001970	ORYLA10144, ORYLA05203	CAEEL17419
OG0001971	ORYLA06053, ORYLA06860, ORYLA13011, ORYLA12612	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583
OG0001974	ORYLA00129, ORYLA16894	CAEEL10261
OG0001978	ORYLA00638, ORYLA16951, ORYLA16780, ORYLA16777, ORYLA07792, ORYLA16778, ORYLA16779	CAEEL18757
OG0001985	ORYLA02342, ORYLA17543, ORYLA03606	CAEEL08373, CAEEL02584, CAEEL02585
OG0001987	ORYLA17828, ORYLA02686, ORYLA16381	CAEEL06766
OG0001988	ORYLA20366	CAEEL02095
OG0001989	ORYLA11129, ORYLA15989	CAEEL20436
OG0001990	ORYLA15495	CAEEL18486
OG0001991	ORYLA15564, ORYLA13945	CAEEL08725
OG0001992	ORYLA04809, ORYLA10449	CAEEL00543
OG0001993	ORYLA00392	CAEEL15736
OG0001994	ORYLA17268, ORYLA04304	CAEEL19344, CAEEL02372
OG0001998	ORYLA01177, ORYLA08025, ORYLA08027, ORYLA08026	CAEEL08296
OG0001999	ORYLA19767	CAEEL06715
OG0002000	ORYLA13307, ORYLA17309	CAEEL08459
OG0002001	ORYLA15567, ORYLA13940, ORYLA16977	CAEEL07856
OG0002002	ORYLA12851, ORYLA04568	CAEEL05495, CAEEL09310, CAEEL01852
OG0002003	ORYLA05173, ORYLA03010, ORYLA10761	CAEEL18663
OG0002005	ORYLA03591, ORYLA00528, ORYLA15833, ORYLA05037, ORYLA17991	CAEEL10504
OG0002006	ORYLA16456, ORYLA05932	CAEEL16051, CAEEL18232
OG0002008	ORYLA08094, ORYLA02353	CAEEL11706
OG0002009	ORYLA03522, ORYLA03493	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207
OG0002011	ORYLA14252, ORYLA08974	CAEEL06587, CAEEL01459
OG0002013	ORYLA04479	CAEEL00803, CAEEL01317
OG0002015	ORYLA16338	CAEEL07232
OG0002016	ORYLA18158, ORYLA02797, ORYLA01204	CAEEL10751
OG0002017	ORYLA15641, ORYLA05877, ORYLA03796	CAEEL04551
OG0002018	ORYLA00465, ORYLA12251, ORYLA04592, ORYLA03922	CAEEL08242
OG0002020	ORYLA04953, ORYLA00190	CAEEL20282
OG0002023	ORYLA03045, ORYLA11683	CAEEL12418
OG0002025	ORYLA00541, ORYLA16916	CAEEL01720
OG0002026	ORYLA01226, ORYLA01227, ORYLA08399	CAEEL09267
OG0002027	ORYLA03151, ORYLA10207	CAEEL19841
OG0002031	ORYLA16339, ORYLA05708	CAEEL07288
OG0002032	ORYLA03665	CAEEL15092
OG0002036	ORYLA03829	CAEEL17432
OG0002042	ORYLA12509, ORYLA12508	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817
OG0002043	ORYLA01939, ORYLA09238	CAEEL01497
OG0002059	ORYLA00052, ORYLA13405	CAEEL20695
OG0002060	ORYLA01069	CAEEL17542
OG0002062	ORYLA14663, ORYLA12126, ORYLA13654	CAEEL01567
OG0002063	ORYLA17285	CAEEL01336
OG0002064	ORYLA12527, ORYLA10068	CAEEL17790
OG0002066	ORYLA18373	CAEEL04964
OG0002067	ORYLA16258	CAEEL08430
OG0002068	ORYLA10239, ORYLA11836	CAEEL15280
OG0002073	ORYLA10798	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593
OG0002076	ORYLA18898, ORYLA01759, ORYLA06069	CAEEL17850
OG0002077	ORYLA00208, ORYLA09024, ORYLA09025	CAEEL08392
OG0002078	ORYLA16744, ORYLA00157, ORYLA07778	CAEEL04535
OG0002079	ORYLA19074	CAEEL07901
OG0002080	ORYLA17616, ORYLA04310	CAEEL03246, CAEEL12691
OG0002085	ORYLA01037, ORYLA05010, ORYLA10114	CAEEL11230, CAEEL11229
OG0002086	ORYLA12184, ORYLA13031	CAEEL01985
OG0002087	ORYLA19239	CAEEL07742
OG0002089	ORYLA16217	CAEEL13352
OG0002090	ORYLA16730	CAEEL00790
OG0002094	ORYLA13770	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823
OG0002095	ORYLA19514, ORYLA00949, ORYLA13520	CAEEL07104
OG0002097	ORYLA06823, ORYLA04159, ORYLA09040	CAEEL03161, CAEEL00098, CAEEL19231
OG0002099	ORYLA15411	CAEEL05221
OG0002102	ORYLA13490, ORYLA06940, ORYLA04110	CAEEL20714
OG0002103	ORYLA01062	CAEEL16392, CAEEL16394
OG0002104	ORYLA14297, ORYLA13358, ORYLA07573, ORYLA12654	CAEEL08654
OG0002105	ORYLA15403, ORYLA12021, ORYLA15102, ORYLA11046	CAEEL18772
OG0002106	ORYLA12790, ORYLA01901	CAEEL18235, CAEEL08825
OG0002107	ORYLA08119	CAEEL07845
OG0002108	ORYLA04701	CAEEL05450, CAEEL05957, CAEEL15378
OG0002122	ORYLA01348, ORYLA13521	CAEEL09431
OG0002124	ORYLA00223	CAEEL05107
OG0002125	ORYLA18986	CAEEL10327
OG0002125	ORYLA03523	CAEEL06344
OG0002131	ORYLA19717, ORYLA19718, ORYLA02406	CAEEL00336
OG0002135	ORYLA05991, ORYLA09373, ORYLA11870	CAEEL01398, CAEEL15762
OG0002139	ORYLA12543, ORYLA11644, ORYLA10453	CAEEL15822
OG0002143	ORYLA07349	CAEEL01697
OG0002144	ORYLA07925, ORYLA17412	CAEEL08787
OG0002145	ORYLA15097	CAEEL00125
OG0002146	ORYLA11113, ORYLA15028, ORYLA15530	CAEEL10604
OG0002147	ORYLA06496	CAEEL05229
OG0002148	ORYLA11951	CAEEL13205
OG0002149	ORYLA12379	CAEEL09018, CAEEL08046
OG0002151	ORYLA00735, ORYLA16673	CAEEL19229
OG0002156	ORYLA00171	CAEEL08424
OG0002157	ORYLA00558	CAEEL10861
OG0002163	ORYLA11188, ORYLA14577, ORYLA11189, ORYLA14408	CAEEL04144
OG0002165	ORYLA01091	CAEEL13880
OG0002166	ORYLA02664, ORYLA17823, ORYLA04541	CAEEL06693, CAEEL06692
OG0002167	ORYLA02307, ORYLA04145	CAEEL10771, CAEEL20502
OG0002168	ORYLA02174, ORYLA13630	CAEEL06529
OG0002169	ORYLA08351, ORYLA08352	CAEEL19452
OG0002170	ORYLA05827	CAEEL11886
OG0002171	ORYLA14148, ORYLA15889	CAEEL09511
OG0002173	ORYLA02263, ORYLA12622, ORYLA01813	CAEEL02072
OG0002175	ORYLA02874, ORYLA18155	CAEEL11081
OG0002177	ORYLA11512, ORYLA11656	CAEEL16080
OG0002179	ORYLA10677	CAEEL17210, CAEEL19563
OG0002182	ORYLA20335, ORYLA13962	CAEEL11866
OG0002184	ORYLA02413, ORYLA16807, ORYLA00706	CAEEL06428
OG0002185	ORYLA15148, ORYLA15149	CAEEL01312
OG0002187	ORYLA17747	CAEEL05615
OG0002188	ORYLA12233	CAEEL10832
OG0002189	ORYLA06568	CAEEL17261, CAEEL17762, CAEEL20687
OG0002190	ORYLA03440, ORYLA04537, ORYLA05925	CAEEL18099
OG0002191	ORYLA09161, ORYLA06711, ORYLA16118, ORYLA09833	CAEEL00670
OG0002192	ORYLA05985	CAEEL07481, CAEEL08574
OG0002201	ORYLA20288, ORYLA02025	CAEEL01613
OG0002209	ORYLA20209	CAEEL07139, CAEEL07960
OG0002212	ORYLA18081	CAEEL17949
OG0002213	ORYLA04720	CAEEL09259
OG0002214	ORYLA00940, ORYLA10795, ORYLA05296, ORYLA17751, ORYLA02673	CAEEL03136
OG0002216	ORYLA11063	CAEEL09929, CAEEL09930
OG0002217	ORYLA11354	CAEEL18475, CAEEL05058
OG0002218	ORYLA12593, ORYLA12594, ORYLA14961, ORYLA14960, ORYLA17494, ORYLA17492	CAEEL00880
OG0002222	ORYLA07432, ORYLA12895	CAEEL05529
OG0002224	ORYLA18115, ORYLA02313	CAEEL10158
OG0002225	ORYLA01041	CAEEL15252
OG0002226	ORYLA00869, ORYLA16615	CAEEL04806
OG0002227	ORYLA09258	CAEEL00491
OG0002228	ORYLA16905, ORYLA00066, ORYLA05787	CAEEL05227
OG0002229	ORYLA02659	CAEEL08325
OG0002236	ORYLA14289, ORYLA19861, ORYLA09077	CAEEL18503
OG0002237	ORYLA02112, ORYLA01047, ORYLA11525	CAEEL00004
OG0002239	ORYLA12675, ORYLA17306	CAEEL05928
OG0002240	ORYLA13133	CAEEL05366
OG0002241	ORYLA02657, ORYLA01650	CAEEL07281
OG0002243	ORYLA01202, ORYLA17744	CAEEL05910, CAEEL11717
OG0002244	ORYLA04246	CAEEL02764
OG0002246	ORYLA12403, ORYLA06117	CAEEL00010
OG0002251	ORYLA17336, ORYLA17759, ORYLA02672, ORYLA18948	CAEEL18329, CAEEL19690
OG0002252	ORYLA00130, ORYLA16893, ORYLA16926	CAEEL18710
OG0002255	ORYLA19958, ORYLA19959, ORYLA08968	CAEEL01086
OG0002257	ORYLA10400	CAEEL14323
OG0002258	ORYLA08480, ORYLA19891, ORYLA19894	CAEEL10467
OG0002259	ORYLA03533, ORYLA04091, ORYLA17556, ORYLA02692	CAEEL08231
OG0002260	ORYLA11582, ORYLA08596, ORYLA10499, ORYLA07367	CAEEL08208
OG0002261	ORYLA00563, ORYLA17198, ORYLA00564	CAEEL09054
OG0002262	ORYLA01803, ORYLA09789	CAEEL07374
OG0002263	ORYLA04195, ORYLA09178	CAEEL08085
OG0002264	ORYLA00976, ORYLA05961	CAEEL01891
OG0002265	ORYLA11537, ORYLA05513	CAEEL01664
OG0002266	ORYLA19304, ORYLA07982	CAEEL18931
OG0002270	ORYLA15715, ORYLA10941	CAEEL01255
OG0002272	ORYLA14290	CAEEL00181
OG0002275	ORYLA13804, ORYLA02068, ORYLA05449, ORYLA05448	CAEEL19733
OG0002278	ORYLA03506, ORYLA18187	CAEEL17984, CAEEL17983
OG0002279	ORYLA09917, ORYLA10298	CAEEL01783, CAEEL19214
OG0002280	ORYLA11499, ORYLA05957	CAEEL01565
OG0002281	ORYLA17715, ORYLA05014, ORYLA08208, ORYLA01303, ORYLA17429	CAEEL20772
OG0002283	ORYLA05025, ORYLA05023, ORYLA00509, ORYLA20492	CAEEL11974
OG0002284	ORYLA18851, ORYLA13455	CAEEL09475
OG0002288	ORYLA01492, ORYLA03879	CAEEL11923
OG0002289	ORYLA12285, ORYLA01359, ORYLA07291	CAEEL09428, CAEEL09935, CAEEL20243, CAEEL11495
OG0002291	ORYLA02360	CAEEL05473, CAEEL19449, CAEEL19450, CAEEL03560, CAEEL03557, CAEEL03551, CAEEL03556, CAEEL03569, CAEEL03564, CAEEL03568, CAEEL03567, CAEEL03561, CAEEL03566, CAEEL03562, CAEEL03563, CAEEL19451, CAEEL03559, CAEEL03558
OG0002293	ORYLA11328, ORYLA10072, ORYLA18515, ORYLA02245, ORYLA11327	CAEEL01475
OG0002294	ORYLA17434, ORYLA13472, ORYLA06668	CAEEL03275, CAEEL03274
OG0002297	ORYLA13569	CAEEL10891, CAEEL10889, CAEEL09503
OG0002312	ORYLA03960	CAEEL04818, CAEEL04817
OG0002316	ORYLA18514, ORYLA10565, ORYLA18191	CAEEL01858, CAEEL01859
OG0002317	ORYLA10101, ORYLA03376, ORYLA07663	CAEEL13995
OG0002318	ORYLA16808	CAEEL05991
OG0002321	ORYLA00417	CAEEL11607
OG0002323	ORYLA18223	CAEEL00606
OG0002324	ORYLA02003	CAEEL14861
OG0002325	ORYLA09407, ORYLA09406, ORYLA08788	CAEEL12660
OG0002326	ORYLA11565	CAEEL19309
OG0002327	ORYLA15817, ORYLA13784, ORYLA15549	CAEEL11423
OG0002331	ORYLA16153, ORYLA02004	CAEEL13492, CAEEL01768
OG0002332	ORYLA18167, ORYLA17748, ORYLA02677	CAEEL07378
OG0002335	ORYLA08903, ORYLA06617	CAEEL02679, CAEEL02678
OG0002336	ORYLA08659, ORYLA10302, ORYLA01050	CAEEL18832
OG0002340	ORYLA06795	CAEEL00545
OG0002342	ORYLA05478, ORYLA10344	CAEEL06352, CAEEL06355, CAEEL00891
OG0002343	ORYLA14859, ORYLA15811, ORYLA13993, ORYLA15321	CAEEL20506, CAEEL10734
OG0002344	ORYLA03231, ORYLA04391, ORYLA02759	CAEEL07661
OG0002346	ORYLA11133, ORYLA19705, ORYLA11134	CAEEL04391
OG0002348	ORYLA10141	CAEEL10632
OG0002348	ORYLA04073	CAEEL12095
OG0002352	ORYLA02159, ORYLA05389	CAEEL04784
OG0002354	ORYLA05380, ORYLA13942	CAEEL09038
OG0002355	ORYLA18881, ORYLA00163, ORYLA18882, ORYLA18880	CAEEL08630
OG0002356	ORYLA11103, ORYLA15335, ORYLA17176	CAEEL17852
OG0002357	ORYLA11857, ORYLA10405	CAEEL14198
OG0002358	ORYLA14623, ORYLA14181	CAEEL20542
OG0002359	ORYLA10402	CAEEL10259
OG0002360	ORYLA08190, ORYLA01791	CAEEL19089
OG0002361	ORYLA05219, ORYLA11387, ORYLA10650	CAEEL16240, CAEEL14724
OG0002362	ORYLA17724, ORYLA06844	CAEEL01494
OG0002363	ORYLA00546, ORYLA17125, ORYLA08274	CAEEL18180
OG0002366	ORYLA16177, ORYLA16178, ORYLA09060, ORYLA12029, ORYLA15155	CAEEL01476
OG0002367	ORYLA02914	CAEEL02851
OG0002368	ORYLA10667, ORYLA10668, ORYLA04693	CAEEL06921
OG0002369	ORYLA10237	CAEEL00665
OG0002370	ORYLA05820	CAEEL06782
OG0002371	ORYLA19391, ORYLA19392, ORYLA10411	CAEEL10782, CAEEL02897
OG0002373	ORYLA11399, ORYLA10186	CAEEL10724, CAEEL10847
OG0002374	ORYLA06304, ORYLA06305, ORYLA15559, ORYLA14007	CAEEL00989, CAEEL03595
OG0002375	ORYLA06161	CAEEL09148
OG0002376	ORYLA08717, ORYLA08716, ORYLA07672	CAEEL16557
OG0002379	ORYLA13125, ORYLA13124, ORYLA04236	CAEEL20511
OG0002396	ORYLA07692, ORYLA03941, ORYLA04763	CAEEL15127
OG0002400	ORYLA15435, ORYLA11164, ORYLA14428, ORYLA15689	CAEEL12685
OG0002402	ORYLA13329	CAEEL07971
OG0002405	ORYLA01447, ORYLA09001	CAEEL09238
OG0002406	ORYLA16129, ORYLA14436	CAEEL05272
OG0002407	ORYLA08149	CAEEL11836
OG0002408	ORYLA05690	CAEEL05340
OG0002409	ORYLA16162, ORYLA10955, ORYLA20139	CAEEL12380
OG0002410	ORYLA15865, ORYLA16064	CAEEL06445
OG0002411	ORYLA12407, ORYLA01614	CAEEL09509
OG0002413	ORYLA16559	CAEEL05456
OG0002414	ORYLA06977, ORYLA12840, ORYLA15520, ORYLA16073	CAEEL16542
OG0002415	ORYLA05291	CAEEL09540, CAEEL09394, CAEEL15033
OG0002416	ORYLA19292, ORYLA11573	CAEEL00247
OG0002421	ORYLA19980	CAEEL09266
OG0002422	ORYLA00987	CAEEL09220
OG0002424	ORYLA10433, ORYLA00909	CAEEL18326
OG0002425	ORYLA15577	CAEEL00712
OG0002429	ORYLA13354, ORYLA15843	CAEEL05601
OG0002433	ORYLA08325, ORYLA16664	CAEEL18398
OG0002434	ORYLA14466, ORYLA16112, ORYLA08339	CAEEL09324
OG0002439	ORYLA11248	CAEEL06145, CAEEL06146
OG0002441	ORYLA03932	CAEEL01735
OG0002442	ORYLA00930, ORYLA13946	CAEEL00999
OG0002443	ORYLA14682	CAEEL11867
OG0002444	ORYLA13798	CAEEL11588
