Orthogroup	ORYLA	PFLAV
OG0000643	ORYLA17539, ORYLA02340, ORYLA04587	TCONS_00005337.p1
OG0000644	ORYLA07500, ORYLA10781, ORYLA10780, ORYLA10782, ORYLA14002, ORYLA19787	TCONS_00050489.p1, TCONS_00007243.p1, TCONS_00007242.p1, TCONS_00007852.p1, TCONS_00009059.p1, TCONS_00008549.p1, TCONS_00008551.p1, TCONS_00006554.p1
OG0000645	ORYLA12725, ORYLA15007	TCONS_00009435.p1
OG0000645	ORYLA00407	TCONS_00020836.p1
OG0000646	ORYLA07488, ORYLA05442, ORYLA01675	TCONS_00008685.p1
OG0000647	ORYLA00414, ORYLA05088, ORYLA05089	TCONS_00023134.p1
OG0000648	ORYLA08869	TCONS_00009291.p1
OG0000648	ORYLA06524, ORYLA12473, ORYLA12472	TCONS_00008067.p1
OG0000649	ORYLA13751, ORYLA15737, ORYLA02071	TCONS_00056979.p1, TCONS_00055726.p1, TCONS_00055727.p1, TCONS_00012037.p1, TCONS_00055655.p1, TCONS_00055728.p1, TCONS_00055725.p1, TCONS_00057271.p1, TCONS_00007234.p1, TCONS_00007197.p1
OG0000651	ORYLA16106, ORYLA14377, ORYLA06160	TCONS_00019574.p1
OG0000654	ORYLA15971, ORYLA15711, ORYLA09217, ORYLA16426, ORYLA08809	TCONS_00003642.p1
OG0000657	ORYLA17525	TCONS_00019776.p1
OG0000657	ORYLA17523, ORYLA17524, ORYLA12065	TCONS_00019778.p1
OG0000660	ORYLA09622, ORYLA19737	TCONS_00056935.p1
OG0000660	ORYLA17770, ORYLA03243	TCONS_00001169.p1
OG0000662	ORYLA20494	TCONS_00025890.p1
OG0000662	ORYLA17182, ORYLA07752, ORYLA17006	TCONS_00012593.p1
OG0000664	ORYLA15831, ORYLA14755, ORYLA10857, ORYLA14234	TCONS_00049409.p1
OG0000665	ORYLA12410, ORYLA17696, ORYLA05725, ORYLA01532, ORYLA14102	TCONS_00028513.p1, TCONS_00028512.p1, TCONS_00029643.p3
OG0000666	ORYLA15723	TCONS_00049104.p1
OG0000667	ORYLA19371, ORYLA04668	TCONS_00015946.p1, TCONS_00028218.p1, TCONS_00028375.p1, TCONS_00029479.p1, TCONS_00029274.p1, TCONS_00029273.p1, TCONS_00029268.p1, TCONS_00029272.p1, TCONS_00029235.p1, TCONS_00029231.p1, TCONS_00029232.p1, TCONS_00028216.p1, TCONS_00028532.p1, TCONS_00028533.p1, TCONS_00028219.p1, TCONS_00018520.p1, TCONS_00018521.p1, TCONS_00029108.p1, TCONS_00029107.p1, TCONS_00028416.p1, TCONS_00028230.p1
OG0000670	ORYLA04233, ORYLA00968, ORYLA06340, ORYLA19136, ORYLA19831, ORYLA13503	TCONS_00022803.p1, TCONS_00022414.p1
OG0000671	ORYLA16201, ORYLA15719, ORYLA15720, ORYLA13739, ORYLA13700, ORYLA13824, ORYLA11265, ORYLA14680	TCONS_00003734.p1, TCONS_00003736.p1, TCONS_00002801.p1
OG0000672	ORYLA06583, ORYLA07641	TCONS_00021249.p1, TCONS_00022408.p1
OG0000672	ORYLA19020	TCONS_00009740.p1
OG0000674	ORYLA05775, ORYLA18358	TCONS_00028994.p1
OG0000674	ORYLA10869, ORYLA15085, ORYLA19997	TCONS_00024122.p1
OG0000676	ORYLA19352	TCONS_00018626.p1
OG0000676	ORYLA06347, ORYLA07256, ORYLA08627, ORYLA09910	TCONS_00022372.p1
OG0000677	ORYLA02962, ORYLA18377, ORYLA11497	TCONS_00010592.p1, TCONS_00010593.p1, TCONS_00010595.p1
OG0000680	ORYLA03909, ORYLA06287, ORYLA15087	TCONS_00045613.p1
OG0000680	ORYLA18896	TCONS_00046773.p1, TCONS_00045611.p1, TCONS_00044700.p1
OG0000681	ORYLA00168, ORYLA00958	TCONS_00042950.p1
OG0000681	ORYLA15125	TCONS_00023435.p1
OG0000682	ORYLA04948, ORYLA00891, ORYLA02515	TCONS_00026219.p1, TCONS_00026236.p1, TCONS_00026223.p1, TCONS_00026230.p1, TCONS_00026234.p1, TCONS_00026233.p1, TCONS_00026243.p1, TCONS_00026248.p1, TCONS_00026220.p1
OG0000683	ORYLA19477	TCONS_00022902.p1
OG0000683	ORYLA16618, ORYLA00863, ORYLA07013, ORYLA13074	TCONS_00052646.p1
OG0000684	ORYLA15561, ORYLA06293, ORYLA04619	TCONS_00009346.p1
OG0000685	ORYLA16348, ORYLA07971, ORYLA12013, ORYLA14407, ORYLA11185	TCONS_00023333.p1, TCONS_00023203.p1
OG0000690	ORYLA02247, ORYLA10616, ORYLA11941	TCONS_00046093.p1
OG0000690	ORYLA07589	TCONS_00001720.p1
OG0000690	ORYLA01395	TCONS_00053238.p1
OG0000691	ORYLA12446, ORYLA07129, ORYLA15301	TCONS_00007126.p1
OG0000691	ORYLA11980, ORYLA02254, ORYLA10333, ORYLA15419	TCONS_00017529.p1
OG0000692	ORYLA04625	TCONS_00052734.p1
OG0000693	ORYLA02446	TCONS_00015338.p1
OG0000694	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428	TCONS_00014772.p1
OG0000695	ORYLA11337, ORYLA10653, ORYLA03016, ORYLA03487, ORYLA03272, ORYLA07364, ORYLA10811, ORYLA11897	TCONS_00048840.p1, TCONS_00048837.p1, TCONS_00048836.p1, TCONS_00048839.p1, TCONS_00002666.p1, TCONS_00045598.p1, TCONS_00026763.p1
OG0000696	ORYLA11558	TCONS_00018845.p1
OG0000696	ORYLA20017	TCONS_00047236.p1
OG0000697	ORYLA11027, ORYLA15671, ORYLA14169, ORYLA16050, ORYLA19221, ORYLA14074, ORYLA20196	TCONS_00048562.p1
OG0000698	ORYLA19531	TCONS_00010307.p1, TCONS_00010310.p1, TCONS_00010318.p1, TCONS_00010312.p1, TCONS_00010317.p1
OG0000698	ORYLA01040, ORYLA11831, ORYLA10489, ORYLA11830	TCONS_00010306.p1
OG0000699	ORYLA04436, ORYLA04234, ORYLA04435	TCONS_00021271.p1
OG0000700	ORYLA14865	TCONS_00055915.p1, TCONS_00055909.p1
OG0000701	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338	TCONS_00026249.p1, TCONS_00026244.p1, TCONS_00026245.p1, TCONS_00026250.p1
OG0000702	ORYLA06859, ORYLA13007, ORYLA02981, ORYLA14812, ORYLA12416	TCONS_00020216.p1
OG0000703	ORYLA18919, ORYLA10647, ORYLA20496, ORYLA20497	TCONS_00030196.p1
OG0000706	ORYLA16017, ORYLA14235	TCONS_00047273.p1
OG0000708	ORYLA08879	TCONS_00052744.p1
OG0000708	ORYLA10826, ORYLA20261, ORYLA20260	TCONS_00049295.p1
OG0000709	ORYLA00220, ORYLA07658, ORYLA12732, ORYLA04881	TCONS_00003484.p1
OG0000710	ORYLA09559, ORYLA01462, ORYLA01950, ORYLA05993	TCONS_00008170.p1, TCONS_00008171.p1
OG0000711	ORYLA11208	TCONS_00037709.p1
OG0000711	ORYLA14841, ORYLA12753, ORYLA14544	TCONS_00036664.p1, TCONS_00036685.p1
OG0000711	ORYLA18961, ORYLA11207	TCONS_00036548.p1
OG0000712	ORYLA01351, ORYLA01350, ORYLA01365, ORYLA03140, ORYLA00172, ORYLA20433	TCONS_00043112.p1, TCONS_00051037.p1, TCONS_00052059.p1, TCONS_00050961.p1, TCONS_00050972.p1, TCONS_00043106.p1
OG0000713	ORYLA07467, ORYLA04219, ORYLA08824	TCONS_00020883.p1
OG0000715	ORYLA09817, ORYLA12236, ORYLA15759, ORYLA14371, ORYLA01682, ORYLA05499	TCONS_00055218.p1
OG0000716	ORYLA09354, ORYLA09353, ORYLA11636, ORYLA05971	TCONS_00023851.p1, TCONS_00023852.p1, TCONS_00023842.p1, TCONS_00023843.p1, TCONS_00001491.p1
OG0000717	ORYLA06102	TCONS_00016081.p1
OG0000718	ORYLA08597, ORYLA08598, ORYLA18922, ORYLA01925, ORYLA05898, ORYLA06234	TCONS_00035589.p1
OG0000720	ORYLA02961, ORYLA19803, ORYLA14893	TCONS_00019702.p1, TCONS_00019718.p1
OG0000721	ORYLA03998, ORYLA17258	TCONS_00006398.p1
OG0000721	ORYLA01361, ORYLA04295, ORYLA09422, ORYLA08766, ORYLA11451, ORYLA10770	TCONS_00000729.p1
OG0000722	ORYLA10531, ORYLA11915, ORYLA04899, ORYLA20049, ORYLA19840, ORYLA11178, ORYLA15078, ORYLA15212	TCONS_00010253.p1
OG0000725	ORYLA12897	TCONS_00015059.p1
OG0000725	ORYLA10995, ORYLA14609, ORYLA12356	TCONS_00023276.p1
OG0000725	ORYLA14785	TCONS_00025265.p1
OG0000726	ORYLA08613, ORYLA20148	TCONS_00016601.p1
OG0000730	ORYLA14344, ORYLA09687	TCONS_00056912.p1
OG0000731	ORYLA04194, ORYLA09639, ORYLA07708, ORYLA07707	TCONS_00021358.p1
OG0000732	ORYLA12890, ORYLA12891	TCONS_00022768.p1
OG0000732	ORYLA17078, ORYLA17079, ORYLA00276, ORYLA13246	TCONS_00053142.p1
OG0000733	ORYLA10736, ORYLA07377, ORYLA11454	TCONS_00011607.p1
OG0000733	ORYLA04800, ORYLA10355, ORYLA11839	TCONS_00010891.p1
OG0000734	ORYLA02564, ORYLA06887, ORYLA13266	TCONS_00015907.p1
OG0000735	ORYLA11819, ORYLA05525, ORYLA05523, ORYLA05524, ORYLA05373, ORYLA10363	TCONS_00016800.p1
OG0000736	ORYLA05420, ORYLA15781	TCONS_00034778.p1, TCONS_00042089.p1, TCONS_00042090.p1, TCONS_00020624.p1
OG0000736	ORYLA06602, ORYLA09862, ORYLA09293	TCONS_00019278.p1
OG0000740	ORYLA16089, ORYLA05536	TCONS_00055839.p1
OG0000740	ORYLA17478	TCONS_00031055.p1
OG0000741	ORYLA20041	TCONS_00036046.p1, TCONS_00035779.p1, TCONS_00054446.p1, TCONS_00029896.p1
OG0000743	ORYLA00778, ORYLA05798, ORYLA00731	TCONS_00013173.p1
OG0000743	ORYLA00777, ORYLA00730, ORYLA16675	TCONS_00014370.p1
OG0000744	ORYLA06262, ORYLA06263, ORYLA07597, ORYLA09281, ORYLA07131	TCONS_00008825.p1
OG0000745	ORYLA04864	TCONS_00016076.p1
OG0000746	ORYLA16580, ORYLA00617	TCONS_00014182.p1
OG0000746	ORYLA17031	TCONS_00021275.p1
OG0000746	ORYLA11534	TCONS_00050079.p1
OG0000748	ORYLA17154	TCONS_00032693.p1, TCONS_00032043.p1, TCONS_00038828.p1, TCONS_00032688.p1, TCONS_00044395.p1, TCONS_00032676.p1, TCONS_00032054.p1, TCONS_00032683.p1, TCONS_00032044.p1, TCONS_00044385.p1, TCONS_00038827.p1, TCONS_00032692.p1, TCONS_00038855.p1, TCONS_00038825.p1
OG0000749	ORYLA07541, ORYLA05251, ORYLA10702	TCONS_00010786.p1
OG0000750	ORYLA10521	TCONS_00001870.p1
OG0000750	ORYLA01307	TCONS_00056013.p1, TCONS_00056012.p1, TCONS_00056014.p1, TCONS_00056015.p1
OG0000751	ORYLA01802, ORYLA10300, ORYLA09790	TCONS_00056206.p1
OG0000751	ORYLA06872	TCONS_00021695.p1
OG0000752	ORYLA05301	TCONS_00027586.p1
OG0000752	ORYLA04164	TCONS_00000980.p1
OG0000752	ORYLA06659	TCONS_00054248.p1
OG0000753	ORYLA12199	TCONS_00033131.p1
OG0000753	ORYLA15815, ORYLA03548, ORYLA04553	TCONS_00034978.p1
OG0000755	ORYLA06747, ORYLA12885, ORYLA20285, ORYLA05462, ORYLA01558	TCONS_00008247.p1
OG0000756	ORYLA08677	TCONS_00012931.p1, TCONS_00012932.p1
OG0000757	ORYLA18438	TCONS_00006887.p1, TCONS_00006876.p1
OG0000757	ORYLA08503	TCONS_00057276.p1
OG0000758	ORYLA10334, ORYLA11982, ORYLA10388	TCONS_00016783.p1
OG0000759	ORYLA09820, ORYLA08624, ORYLA09344, ORYLA06968, ORYLA16111, ORYLA09359, ORYLA08392, ORYLA09358	TCONS_00002581.p1
OG0000760	ORYLA11056, ORYLA11057, ORYLA15061, ORYLA13778, ORYLA15825	TCONS_00049569.p1
OG0000761	ORYLA02885, ORYLA00688, ORYLA13190	TCONS_00014693.p1
OG0000762	ORYLA13918, ORYLA09624, ORYLA07099	TCONS_00002922.p1
OG0000763	ORYLA05751, ORYLA02707, ORYLA06579, ORYLA13087, ORYLA01548, ORYLA05555	TCONS_00029111.p1
OG0000764	ORYLA06275	TCONS_00015937.p1
OG0000765	ORYLA06881, ORYLA17894, ORYLA19781	TCONS_00009967.p1
OG0000766	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914	TCONS_00028822.p1, TCONS_00032747.p1
OG0000767	ORYLA10195, ORYLA03013, ORYLA03012, ORYLA11685, ORYLA11686	TCONS_00011537.p1
OG0000768	ORYLA10953, ORYLA14746, ORYLA14526, ORYLA15814	TCONS_00049576.p1
OG0000772	ORYLA01171, ORYLA00334	TCONS_00030063.p1
OG0000772	ORYLA10027, ORYLA01723	TCONS_00008408.p1
OG0000774	ORYLA06329, ORYLA12975	TCONS_00052735.p1
OG0000774	ORYLA11415	TCONS_00013141.p1
OG0000774	ORYLA20208	TCONS_00049083.p1
OG0000775	ORYLA17590	TCONS_00045737.p1
OG0000777	ORYLA17057	TCONS_00013796.p1
OG0000778	ORYLA03327, ORYLA15584	TCONS_00050643.p1
OG0000779	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089	TCONS_00016604.p1
OG0000780	ORYLA10485	TCONS_00009656.p1
OG0000780	ORYLA03240	TCONS_00052657.p1
OG0000781	ORYLA16212, ORYLA10368	TCONS_00014005.p1, TCONS_00014007.p1, TCONS_00014006.p1, TCONS_00014002.p1, TCONS_00014003.p1, TCONS_00014001.p1, TCONS_00013999.p1, TCONS_00012443.p1, TCONS_00012442.p1, TCONS_00013498.p1, TCONS_00013497.p1, TCONS_00009454.p1
OG0000782	ORYLA18096, ORYLA14883, ORYLA12161	TCONS_00028725.p1
OG0000784	ORYLA18769, ORYLA14498, ORYLA10206, ORYLA17131, ORYLA03150, ORYLA15503	TCONS_00017272.p1
OG0000786	ORYLA11530, ORYLA15686, ORYLA14423, ORYLA13987, ORYLA17965, ORYLA02761, ORYLA04402	TCONS_00006266.p1
OG0000787	ORYLA02400, ORYLA17997, ORYLA01292, ORYLA05190, ORYLA17517, ORYLA02629	TCONS_00030413.p1
OG0000788	ORYLA11231, ORYLA08781	TCONS_00037097.p1
OG0000788	ORYLA19625, ORYLA13001	TCONS_00028163.p1
OG0000789	ORYLA09285, ORYLA09284, ORYLA08868	TCONS_00048783.p1, TCONS_00043916.p1, TCONS_00038113.p1
OG0000790	ORYLA12997, ORYLA12995	TCONS_00005603.p1, TCONS_00048390.p1, TCONS_00049421.p1, TCONS_00053592.p1, TCONS_00053507.p1, TCONS_00033663.p1
OG0000792	ORYLA05606	TCONS_00004019.p1
OG0000792	ORYLA17605, ORYLA17606, ORYLA02640	TCONS_00006053.p1, TCONS_00006055.p1
OG0000793	ORYLA01551, ORYLA02378, ORYLA17395, ORYLA12138, ORYLA13478, ORYLA14798, ORYLA12617	TCONS_00027936.p1
OG0000795	ORYLA01400	TCONS_00041740.p1, TCONS_00043459.p1
OG0000797	ORYLA03892, ORYLA20421	TCONS_00030801.p1
OG0000798	ORYLA16812, ORYLA19766, ORYLA16855	TCONS_00044179.p1
OG0000798	ORYLA05822	TCONS_00044180.p1
OG0000799	ORYLA05059, ORYLA05058, ORYLA00741, ORYLA04318, ORYLA01142, ORYLA07333, ORYLA17377, ORYLA02682, ORYLA17378	TCONS_00026061.p1
OG0000800	ORYLA15170, ORYLA20297	TCONS_00005527.p1
OG0000800	ORYLA04833	TCONS_00026387.p1
OG0000801	ORYLA12136, ORYLA02996	TCONS_00020737.p1
OG0000803	ORYLA11169	TCONS_00025515.p1
OG0000805	ORYLA02081, ORYLA06083, ORYLA16607, ORYLA07559, ORYLA10210, ORYLA09316	TCONS_00025682.p1, TCONS_00023737.p1, TCONS_00025681.p1, TCONS_00023738.p1, TCONS_00056753.p1, TCONS_00054933.p1, TCONS_00023740.p1, TCONS_00023742.p1, TCONS_00025675.p1, TCONS_00029389.p1, TCONS_00023739.p1, TCONS_00023741.p1, TCONS_00025677.p1, TCONS_00051143.p1, TCONS_00023711.p1, TCONS_00025680.p1, TCONS_00025679.p1, TCONS_00025671.p1, TCONS_00029388.p1
OG0000809	ORYLA12961, ORYLA10307, ORYLA13020, ORYLA17678	TCONS_00053785.p1
OG0000810	ORYLA13646	TCONS_00052958.p1
OG0000810	ORYLA08587, ORYLA01680	TCONS_00054964.p1
OG0000811	ORYLA15042	TCONS_00055994.p1, TCONS_00057306.p1, TCONS_00011341.p1, TCONS_00011343.p1, TCONS_00011340.p1, TCONS_00011342.p1, TCONS_00011347.p1, TCONS_00011338.p1, TCONS_00011344.p1, TCONS_00009971.p1, TCONS_00011345.p1, TCONS_00011339.p1
OG0000812	ORYLA14679	TCONS_00003729.p1
OG0000813	ORYLA05187	TCONS_00031270.p1
OG0000814	ORYLA12200	TCONS_00033072.p1
OG0000814	ORYLA05497	TCONS_00016541.p1
OG0000815	ORYLA09986	TCONS_00054779.p1
OG0000815	ORYLA09860, ORYLA09294	TCONS_00002931.p1
OG0000816	ORYLA07660, ORYLA04702, ORYLA03384	TCONS_00010999.p1
OG0000816	ORYLA04785, ORYLA04786	TCONS_00030912.p1
OG0000817	ORYLA14347	TCONS_00019272.p1
OG0000817	ORYLA19483	TCONS_00030970.p1
OG0000817	ORYLA07042	TCONS_00056615.p1
OG0000818	ORYLA16735, ORYLA07797, ORYLA16670, ORYLA08170, ORYLA05788	TCONS_00012579.p1
OG0000819	ORYLA03241	TCONS_00006186.p1
OG0000820	ORYLA06830, ORYLA09877	TCONS_00054905.p1
OG0000821	ORYLA12396, ORYLA11112	TCONS_00031656.p1, TCONS_00032801.p1, TCONS_00037682.p1
OG0000822	ORYLA10851	TCONS_00023648.p1
OG0000822	ORYLA14608	TCONS_00036983.p1
OG0000824	ORYLA03257, ORYLA03256, ORYLA04106, ORYLA00161, ORYLA03258	TCONS_00020720.p1, TCONS_00019654.p1, TCONS_00021735.p1
OG0000825	ORYLA01475, ORYLA09556, ORYLA18879	TCONS_00041619.p1
OG0000825	ORYLA15482, ORYLA14599, ORYLA19869	TCONS_00025760.p1, TCONS_00025798.p1
OG0000826	ORYLA15838	TCONS_00009120.p1
OG0000827	ORYLA14107, ORYLA17385	TCONS_00020331.p1
OG0000828	ORYLA12597, ORYLA17485, ORYLA17486	TCONS_00020647.p1
OG0000828	ORYLA02288	TCONS_00004770.p1
OG0000829	ORYLA12618, ORYLA07149, ORYLA18066, ORYLA02697, ORYLA05040, ORYLA00690, ORYLA14477, ORYLA17994, ORYLA10790	TCONS_00026046.p1
OG0000830	ORYLA00649, ORYLA19799	TCONS_00054365.p1, TCONS_00050762.p1
OG0000831	ORYLA06570	TCONS_00052849.p1, TCONS_00053225.p1, TCONS_00054130.p1, TCONS_00054168.p1, TCONS_00053079.p1, TCONS_00053037.p1
OG0000832	ORYLA11840, ORYLA10353, ORYLA10166, ORYLA12959	TCONS_00021493.p1, TCONS_00037670.p1, TCONS_00037668.p1, TCONS_00024327.p1, TCONS_00024330.p1, TCONS_00025503.p1, TCONS_00024096.p1, TCONS_00024117.p1, TCONS_00002882.p1, TCONS_00002881.p1, TCONS_00002884.p1, TCONS_00023793.p1, TCONS_00027381.p1, TCONS_00025512.p1
OG0000833	ORYLA12768, ORYLA10222, ORYLA16558, ORYLA07322, ORYLA13638, ORYLA13637	TCONS_00054301.p1
OG0000834	ORYLA00202	TCONS_00002892.p1
OG0000835	ORYLA16157	TCONS_00036638.p1, TCONS_00037847.p1
OG0000836	ORYLA14809, ORYLA12408, ORYLA13624	TCONS_00019427.p1
OG0000837	ORYLA01945, ORYLA01944, ORYLA04744	TCONS_00017392.p1
OG0000838	ORYLA18293, ORYLA11142	TCONS_00023335.p1, TCONS_00023205.p1, TCONS_00023334.p1, TCONS_00023204.p1
OG0000841	ORYLA01641, ORYLA15191, ORYLA11622	TCONS_00009390.p1
OG0000842	ORYLA10029, ORYLA06219, ORYLA06199, ORYLA19377, ORYLA16490, ORYLA09015, ORYLA06322, ORYLA09014	TCONS_00019047.p1
OG0000844	ORYLA19051, ORYLA05848, ORYLA01886, ORYLA06955	TCONS_00051992.p1, TCONS_00051652.p1
OG0000845	ORYLA08554, ORYLA00988	TCONS_00001245.p1, TCONS_00000121.p1
OG0000845	ORYLA03586	TCONS_00000645.p1
OG0000847	ORYLA07949	TCONS_00006742.p1
OG0000847	ORYLA16880	TCONS_00006142.p1, TCONS_00006162.p1
OG0000848	ORYLA04036, ORYLA00460, ORYLA01410	TCONS_00042417.p1
OG0000848	ORYLA12164, ORYLA14887, ORYLA17959, ORYLA02814	TCONS_00020362.p1
OG0000849	ORYLA15667, ORYLA13688	TCONS_00039977.p1
OG0000850	ORYLA10312, ORYLA12941	TCONS_00052504.p1
OG0000850	ORYLA04650, ORYLA04651	TCONS_00027096.p1
OG0000851	ORYLA09558, ORYLA08388	TCONS_00044107.p1
OG0000852	ORYLA01694, ORYLA05767, ORYLA05768	TCONS_00029058.p1
OG0000852	ORYLA15572, ORYLA02133, ORYLA02134	TCONS_00008486.p1
OG0000855	ORYLA03234	TCONS_00005293.p1
OG0000857	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378	TCONS_00038040.p1
OG0000858	ORYLA04524	TCONS_00035617.p1, TCONS_00035720.p1
OG0000859	ORYLA19103, ORYLA12697, ORYLA17341, ORYLA07145, ORYLA01993	TCONS_00028631.p1
OG0000860	ORYLA00581, ORYLA16574, ORYLA18138, ORYLA18137, ORYLA02428, ORYLA13306	TCONS_00014657.p1
OG0000861	ORYLA05327, ORYLA05326	TCONS_00047891.p1, TCONS_00038576.p1, TCONS_00038563.p1, TCONS_00047889.p1, TCONS_00047894.p1, TCONS_00047890.p1, TCONS_00047892.p1, TCONS_00047893.p1, TCONS_00047902.p1, TCONS_00047903.p1, TCONS_00047905.p1, TCONS_00047906.p1, TCONS_00047904.p1, TCONS_00048775.p1
OG0000863	ORYLA05318, ORYLA11762	TCONS_00045086.p1, TCONS_00027522.p1, TCONS_00026011.p1, TCONS_00044186.p1, TCONS_00043868.p1, TCONS_00026016.p1, TCONS_00026017.p1, TCONS_00026009.p1, TCONS_00026013.p1, TCONS_00026012.p1, TCONS_00027713.p1, TCONS_00027527.p1, TCONS_00027529.p1, TCONS_00027526.p1, TCONS_00027523.p1, TCONS_00027484.p1
OG0000866	ORYLA08411, ORYLA06158, ORYLA08410	TCONS_00003785.p1
OG0000868	ORYLA11338, ORYLA10412	TCONS_00011478.p1
OG0000869	ORYLA15399	TCONS_00050047.p1
OG0000869	ORYLA17511	TCONS_00052865.p1
OG0000870	ORYLA08315, ORYLA16657	TCONS_00009925.p1
OG0000871	ORYLA00978	TCONS_00035384.p1, TCONS_00001861.p1, TCONS_00000505.p1, TCONS_00000506.p1, TCONS_00000507.p1, TCONS_00000499.p1, TCONS_00000504.p1
OG0000871	ORYLA00890	TCONS_00026834.p1
OG0000872	ORYLA20287	TCONS_00037055.p1, TCONS_00037051.p1, TCONS_00037037.p1
OG0000873	ORYLA19811, ORYLA19784, ORYLA06856, ORYLA13004, ORYLA12613	TCONS_00029754.p1
OG0000874	ORYLA00532, ORYLA03179, ORYLA04048, ORYLA07204	TCONS_00042677.p1
OG0000874	ORYLA01855	TCONS_00007186.p1
OG0000875	ORYLA13326, ORYLA07093	TCONS_00053761.p1
OG0000875	ORYLA19061	TCONS_00056388.p1, TCONS_00041427.p1
OG0000876	ORYLA18338	TCONS_00004348.p1
OG0000877	ORYLA15563	TCONS_00007900.p1
OG0000877	ORYLA14210	TCONS_00019194.p1
OG0000878	ORYLA15008	TCONS_00036232.p1
OG0000878	ORYLA06030	TCONS_00003745.p1
OG0000879	ORYLA06599	TCONS_00022585.p1
OG0000879	ORYLA15760, ORYLA10296	TCONS_00056397.p1
OG0000880	ORYLA13809, ORYLA14403, ORYLA10902, ORYLA16001, ORYLA16002	TCONS_00049616.p1
OG0000881	ORYLA01916, ORYLA05888	TCONS_00015965.p1
OG0000881	ORYLA04374, ORYLA03100	TCONS_00006707.p1
OG0000882	ORYLA08988, ORYLA13972, ORYLA11874	TCONS_00044892.p1, TCONS_00044893.p1
OG0000883	ORYLA12330, ORYLA12809	TCONS_00006480.p1, TCONS_00006477.p1, TCONS_00006482.p1, TCONS_00009149.p1, TCONS_00009148.p1, TCONS_00057068.p1, TCONS_00023480.p1, TCONS_00023446.p1, TCONS_00041367.p1, TCONS_00041350.p1, TCONS_00045389.p1, TCONS_00045390.p1
OG0000887	ORYLA14286, ORYLA15959	TCONS_00017941.p1
OG0000887	ORYLA06407	TCONS_00055887.p1
OG0000888	ORYLA05760, ORYLA12980, ORYLA06869	TCONS_00029758.p1
OG0000888	ORYLA17907	TCONS_00030186.p1
OG0000889	ORYLA11414, ORYLA10267	TCONS_00010936.p1
OG0000889	ORYLA16878	TCONS_00004850.p1, TCONS_00004830.p1
OG0000890	ORYLA07665	TCONS_00002382.p1
OG0000890	ORYLA12538, ORYLA11745	TCONS_00002374.p1, TCONS_00002381.p1
OG0000893	ORYLA15538, ORYLA13772, ORYLA13849, ORYLA14564, ORYLA14565, ORYLA14566, ORYLA13848	TCONS_00051111.p1, TCONS_00051112.p1, TCONS_00051078.p1, TCONS_00051076.p1, TCONS_00051110.p1, TCONS_00051075.p1, TCONS_00051077.p1
OG0000894	ORYLA07232, ORYLA00467	TCONS_00042942.p1
OG0000894	ORYLA07753, ORYLA17007, ORYLA16512	TCONS_00014568.p1
OG0000895	ORYLA17230, ORYLA02985	TCONS_00019170.p1
OG0000895	ORYLA14977	TCONS_00019166.p1
OG0000896	ORYLA12742	TCONS_00012437.p1, TCONS_00012438.p1
OG0000896	ORYLA18744, ORYLA04344	TCONS_00023440.p1, TCONS_00023471.p1, TCONS_00023178.p1, TCONS_00003493.p1
OG0000897	ORYLA14707	TCONS_00047825.p1, TCONS_00047836.p1
OG0000897	ORYLA15784	TCONS_00047619.p1
OG0000898	ORYLA08993	TCONS_00053144.p1, TCONS_00053143.p1
OG0000899	ORYLA03598, ORYLA20446	TCONS_00041663.p1
OG0000904	ORYLA01297, ORYLA12510	TCONS_00030904.p1
OG0000905	ORYLA19283, ORYLA19282	TCONS_00037595.p1
OG0000906	ORYLA02426	TCONS_00015084.p1
OG0000906	ORYLA02787	TCONS_00003432.p1, TCONS_00003428.p1, TCONS_00002829.p2, TCONS_00004398.p1
OG0000907	ORYLA13394	TCONS_00053291.p1
OG0000908	ORYLA04724, ORYLA18118	TCONS_00027161.p1
OG0000908	ORYLA08105	TCONS_00031386.p1
OG0000909	ORYLA11368, ORYLA19848, ORYLA10623	TCONS_00001186.p1, TCONS_00001174.p1
OG0000911	ORYLA16469, ORYLA08345	TCONS_00020167.p1
OG0000912	ORYLA17948, ORYLA04947, ORYLA00892, ORYLA01289, ORYLA00420	TCONS_00027823.p1
OG0000913	ORYLA01511	TCONS_00044188.p1
OG0000914	ORYLA14429	TCONS_00048628.p1
OG0000916	ORYLA12808, ORYLA18238, ORYLA13182, ORYLA13181	TCONS_00010852.p1
OG0000921	ORYLA13652	TCONS_00016117.p1
OG0000923	ORYLA07886, ORYLA09846	TCONS_00003414.p1, TCONS_00004381.p1
OG0000923	ORYLA15757, ORYLA14372, ORYLA10056	TCONS_00003133.p1
OG0000925	ORYLA19836	TCONS_00054170.p1, TCONS_00054133.p1
OG0000925	ORYLA09614	TCONS_00021772.p1
OG0000927	ORYLA13440, ORYLA04252, ORYLA01277, ORYLA04322, ORYLA07282, ORYLA09767	TCONS_00007679.p1
