Orthogroup	ORYLA	CAPO3
OG0002346	ORYLA11133, ORYLA19705, ORYLA11134	CAPO307106
OG0002348	ORYLA10141, ORYLA04073	CAPO302095
OG0002354	ORYLA05380, ORYLA13942	CAPO306383
OG0002356	ORYLA11103, ORYLA15335, ORYLA17176	CAPO305051
OG0002357	ORYLA11857, ORYLA10405	CAPO302341
OG0002358	ORYLA14623, ORYLA14181	CAPO307788
OG0002359	ORYLA10402	CAPO302128
OG0002361	ORYLA05219, ORYLA11387, ORYLA10650	CAPO304727
OG0002362	ORYLA17724, ORYLA06844	CAPO301902
OG0002363	ORYLA00546, ORYLA17125, ORYLA08274	CAPO302980
OG0002364	ORYLA02907	CAPO306488
OG0002367	ORYLA02914	CAPO304316
OG0002368	ORYLA10667, ORYLA10668, ORYLA04693	CAPO301447
OG0002369	ORYLA10237	CAPO301279
OG0002370	ORYLA05820	CAPO303015
OG0002371	ORYLA19391, ORYLA19392, ORYLA10411	CAPO304426
OG0002373	ORYLA11399, ORYLA10186	CAPO306145
OG0002374	ORYLA06304, ORYLA06305, ORYLA15559, ORYLA14007	CAPO302309
OG0002375	ORYLA06161	CAPO305178, CAPO300285
OG0002376	ORYLA08717, ORYLA08716, ORYLA07672	CAPO304863
OG0002377	ORYLA04855, ORYLA11508	CAPO301847
OG0002379	ORYLA13125, ORYLA13124, ORYLA04236	CAPO301214
OG0002383	ORYLA03703, ORYLA03704, ORYLA03710, ORYLA03709, ORYLA03706, ORYLA03702	CAPO302731
OG0002384	ORYLA02998	CAPO305065
OG0002396	ORYLA07692, ORYLA03941, ORYLA04763	CAPO302410
OG0002398	ORYLA01345, ORYLA01402, ORYLA01403, ORYLA09428, ORYLA01344, ORYLA00381	CAPO306938
OG0002405	ORYLA01447, ORYLA09001	CAPO308161
OG0002406	ORYLA16129, ORYLA14436	CAPO304138
OG0002407	ORYLA08149	CAPO301366
OG0002409	ORYLA16162, ORYLA10955, ORYLA20139	CAPO301533
OG0002410	ORYLA15865, ORYLA16064	CAPO305170
OG0002411	ORYLA12407, ORYLA01614	CAPO305052
OG0002413	ORYLA16559, ORYLA07321	CAPO307797
OG0002414	ORYLA06977, ORYLA12840, ORYLA15520, ORYLA16073	CAPO304631
OG0002415	ORYLA05291	CAPO304905
OG0002418	ORYLA02287, ORYLA15400, ORYLA05868	CAPO303802
OG0002419	ORYLA05688, ORYLA16764	CAPO303825
OG0002422	ORYLA00987	CAPO302014
OG0002425	ORYLA15577	CAPO304491
OG0002426	ORYLA08276, ORYLA16721, ORYLA17014	CAPO303294
OG0002429	ORYLA15290, ORYLA13354, ORYLA15843	CAPO305260
OG0002433	ORYLA08325, ORYLA16664	CAPO302444
OG0002435	ORYLA18219	CAPO304613
OG0002436	ORYLA17581, ORYLA03980, ORYLA03455	CAPO307054
OG0002437	ORYLA17242	CAPO303352
OG0002439	ORYLA11248	CAPO302565
OG0002441	ORYLA03932	CAPO304429
OG0002442	ORYLA00930, ORYLA13946	CAPO300535
OG0002443	ORYLA14682	CAPO301424
OG0002445	ORYLA10624	CAPO304782
OG0002448	ORYLA05104, ORYLA08063	CAPO308204
OG0002453	ORYLA04128	CAPO305834
OG0002454	ORYLA02662, ORYLA03604, ORYLA04535	CAPO305157
OG0002466	ORYLA13222	CAPO305593
OG0002467	ORYLA10339, ORYLA01725, ORYLA05344, ORYLA10395, ORYLA10340	CAPO302869
OG0002476	ORYLA19661, ORYLA15177	CAPO307617
OG0002486	ORYLA13034, ORYLA13035, ORYLA07046	CAPO303598
OG0002489	ORYLA07869, ORYLA04817, ORYLA10725	CAPO304231
OG0002490	ORYLA20206, ORYLA03483, ORYLA14770	CAPO307409, CAPO300849
OG0002492	ORYLA13129	CAPO305743
OG0002494	ORYLA07030, ORYLA16085, ORYLA14151, ORYLA14152	CAPO307620
OG0002495	ORYLA09473	CAPO306559
OG0002496	ORYLA17308, ORYLA06622	CAPO300997
OG0002497	ORYLA16464, ORYLA02147	CAPO301629
OG0002499	ORYLA04232, ORYLA16130	CAPO308309
OG0002500	ORYLA16848	CAPO305159
OG0002501	ORYLA04100	CAPO305150
OG0002502	ORYLA14678	CAPO304947
OG0002503	ORYLA20467	CAPO301024
OG0002505	ORYLA07786, ORYLA07785	CAPO302692
OG0002506	ORYLA11317, ORYLA11316, ORYLA10491, ORYLA18978	CAPO301029
OG0002507	ORYLA19810, ORYLA02990, ORYLA07147	CAPO303215
OG0002509	ORYLA05102, ORYLA08062	CAPO305905, CAPO306732
OG0002510	ORYLA03417	CAPO305793
OG0002511	ORYLA01762, ORYLA09776	CAPO303146
OG0002516	ORYLA03425	CAPO307569
OG0002518	ORYLA14184	CAPO304200
OG0002519	ORYLA03921, ORYLA12249	CAPO302874
OG0002523	ORYLA14147, ORYLA10998, ORYLA15698	CAPO301008
OG0002525	ORYLA11560, ORYLA03975, ORYLA03974, ORYLA03131	CAPO300787
OG0002526	ORYLA08708	CAPO303145
OG0002527	ORYLA13223, ORYLA06375	CAPO306066
OG0002528	ORYLA01158	CAPO301891
OG0002529	ORYLA18875, ORYLA19572	CAPO301231, CAPO301232
OG0002531	ORYLA00107, ORYLA05239, ORYLA08681, ORYLA01408	CAPO304673
OG0002532	ORYLA08319	CAPO307265
OG0002533	ORYLA03460, ORYLA03976, ORYLA17638	CAPO302353
OG0002534	ORYLA14793, ORYLA12638, ORYLA06193	CAPO302248
OG0002539	ORYLA15064, ORYLA11062	CAPO305908
OG0002542	ORYLA18558, ORYLA09020, ORYLA16196, ORYLA14360	CAPO300062
OG0002543	ORYLA19583, ORYLA02866	CAPO306889, CAPO301493
OG0002548	ORYLA10546, ORYLA03069, ORYLA01407, ORYLA00770, ORYLA04857	CAPO303502
OG0002555	ORYLA10142, ORYLA05234	CAPO301095
OG0002556	ORYLA09738, ORYLA10716	CAPO306661
OG0002557	ORYLA18369, ORYLA01908, ORYLA13544	CAPO302757
OG0002558	ORYLA18590	CAPO301820
OG0002559	ORYLA19510, ORYLA01294	CAPO306363
OG0002561	ORYLA19312, ORYLA19311	CAPO306761
OG0002562	ORYLA17234, ORYLA13205	CAPO305283
OG0002563	ORYLA01023, ORYLA20447, ORYLA03597	CAPO307417
OG0002564	ORYLA07814, ORYLA07815, ORYLA17199, ORYLA16968	CAPO307297
OG0002565	ORYLA15639, ORYLA06815, ORYLA06816	CAPO302611
OG0002566	ORYLA19198	CAPO303827
OG0002567	ORYLA15827	CAPO304319
OG0002569	ORYLA04215	CAPO306658
OG0002570	ORYLA19454	CAPO307215
OG0002574	ORYLA11393	CAPO307488
OG0002578	ORYLA12094, ORYLA12093, ORYLA13878, ORYLA12497, ORYLA14090	CAPO301504
OG0002587	ORYLA15468, ORYLA02200, ORYLA20299	CAPO300512
OG0002589	ORYLA19751	CAPO302447
OG0002592	ORYLA17742	CAPO300278
OG0002594	ORYLA12400, ORYLA06743	CAPO304177
OG0002598	ORYLA06646, ORYLA13242, ORYLA06645, ORYLA17458	CAPO300566
OG0002599	ORYLA14396	CAPO303706
OG0002599	ORYLA13722	CAPO303705
OG0002600	ORYLA19822, ORYLA19821	CAPO305861
OG0002601	ORYLA04795, ORYLA11234	CAPO300675
OG0002602	ORYLA18348, ORYLA16533	CAPO303637
OG0002605	ORYLA06378	CAPO303522
OG0002608	ORYLA10964, ORYLA12757, ORYLA12758	CAPO303192
OG0002609	ORYLA18074, ORYLA02468	CAPO304999
OG0002610	ORYLA07009, ORYLA13355, ORYLA07078, ORYLA09028	CAPO307043
OG0002611	ORYLA06410, ORYLA15703, ORYLA20145	CAPO302425
OG0002617	ORYLA03861	CAPO307606
OG0002620	ORYLA18151, ORYLA13287, ORYLA06884	CAPO300598
OG0002624	ORYLA05531	CAPO307642
OG0002630	ORYLA09064	CAPO300618
OG0002631	ORYLA10026	CAPO302228
OG0002632	ORYLA14670, ORYLA02377	CAPO301605
OG0002633	ORYLA10087, ORYLA19492	CAPO301845
OG0002634	ORYLA19983, ORYLA19982, ORYLA19984	CAPO303763
OG0002636	ORYLA01876, ORYLA05794	CAPO302443
OG0002642	ORYLA19461, ORYLA08192, ORYLA16418	CAPO302887
OG0002643	ORYLA01997	CAPO305403
OG0002644	ORYLA09932, ORYLA08726, ORYLA07585	CAPO300686
OG0002645	ORYLA15725	CAPO302012
OG0002646	ORYLA14734	CAPO300302
OG0002651	ORYLA12710	CAPO307502
OG0002652	ORYLA12314	CAPO305413
OG0002656	ORYLA16439, ORYLA09865	CAPO301386
OG0002657	ORYLA05602, ORYLA01779, ORYLA16108, ORYLA14336	CAPO301921
OG0002659	ORYLA19731	CAPO302308
OG0002661	ORYLA12025, ORYLA10880	CAPO300165
OG0002662	ORYLA08023, ORYLA07745	CAPO307949
OG0002663	ORYLA03136, ORYLA04120	CAPO308163
OG0002665	ORYLA01115	CAPO307055
OG0002666	ORYLA18360, ORYLA18361	CAPO308350
OG0002668	ORYLA18626	CAPO303414
OG0002669	ORYLA03111	CAPO301762
OG0002672	ORYLA09257, ORYLA12551, ORYLA11463	CAPO307527
OG0002677	ORYLA16626	CAPO303005
OG0002682	ORYLA06283	CAPO301064
OG0002683	ORYLA15226	CAPO303156
OG0002705	ORYLA12908, ORYLA02396	CAPO303959
OG0002706	ORYLA19542, ORYLA19543	CAPO306125
OG0002708	ORYLA11930	CAPO306708
OG0002710	ORYLA13658, ORYLA12679, ORYLA14789	CAPO301641
OG0002715	ORYLA14520	CAPO303783
OG0002716	ORYLA07796	CAPO302306
OG0002717	ORYLA03883, ORYLA00959, ORYLA09994	CAPO307873
OG0002718	ORYLA15396	CAPO306705
OG0002720	ORYLA14256	CAPO304077
OG0002722	ORYLA10461	CAPO300697
OG0002726	ORYLA07332, ORYLA08157	CAPO303092
OG0002728	ORYLA03244	CAPO304582
OG0002730	ORYLA05316, ORYLA03165	CAPO300185
OG0002731	ORYLA18153, ORYLA02872	CAPO304916
OG0002732	ORYLA04732, ORYLA07647	CAPO305751
OG0002736	ORYLA11452, ORYLA08695, ORYLA09582	CAPO302364
OG0002739	ORYLA12804	CAPO303462
OG0002740	ORYLA20028, ORYLA00750, ORYLA01841	CAPO303044
OG0002741	ORYLA12192, ORYLA06061	CAPO305001
OG0002743	ORYLA19035, ORYLA09902	CAPO305659
OG0002744	ORYLA18974, ORYLA02610	CAPO307532
OG0002745	ORYLA00687	CAPO302960
OG0002746	ORYLA05943	CAPO301404
OG0002747	ORYLA19242, ORYLA02887	CAPO308121
OG0002749	ORYLA09355, ORYLA08642	CAPO305516
OG0002751	ORYLA17875	CAPO300590
OG0002752	ORYLA09106	CAPO306571
OG0002753	ORYLA14155, ORYLA11165	CAPO301419
OG0002755	ORYLA19322	CAPO303504
OG0002756	ORYLA13793	CAPO302206
OG0002757	ORYLA00322, ORYLA00321	CAPO301022
OG0002758	ORYLA03351, ORYLA04510, ORYLA17536	CAPO302892, CAPO307678
OG0002760	ORYLA10884	CAPO306120
OG0002764	ORYLA15656, ORYLA06813, ORYLA03798	CAPO300451
OG0002765	ORYLA05581, ORYLA15145, ORYLA12027	CAPO307679
OG0002766	ORYLA10349	CAPO300475
OG0002767	ORYLA04026, ORYLA00357, ORYLA00358	CAPO302818
OG0002771	ORYLA12518	CAPO307480
OG0002772	ORYLA12777	CAPO301657
OG0002773	ORYLA19216	CAPO300783
OG0002774	ORYLA13210, ORYLA12404, ORYLA19635	CAPO301900
OG0002776	ORYLA01308	CAPO300785
OG0002777	ORYLA14740, ORYLA10885	CAPO303340
OG0002779	ORYLA20250	CAPO306710
OG0002782	ORYLA03021, ORYLA04664, ORYLA18620	CAPO301842
OG0002785	ORYLA06284, ORYLA17343, ORYLA02417	CAPO300520
OG0002787	ORYLA06257, ORYLA20316	CAPO307667
OG0002788	ORYLA14654	CAPO304831
OG0002790	ORYLA03569	CAPO302263
OG0002799	ORYLA16295	CAPO301814
OG0002814	ORYLA04993, ORYLA08092, ORYLA04148	CAPO300792
OG0002815	ORYLA05986, ORYLA10370, ORYLA11417	CAPO305247
OG0002816	ORYLA13033, ORYLA06757, ORYLA06755, ORYLA06756	CAPO300822
OG0002817	ORYLA10713, ORYLA11993	CAPO305631
OG0002818	ORYLA15484, ORYLA15048	CAPO300344
OG0002821	ORYLA13169, ORYLA06382	CAPO300805, CAPO300806
OG0002822	ORYLA16971, ORYLA00588, ORYLA16668, ORYLA07807	CAPO300505
OG0002824	ORYLA09339, ORYLA06204	CAPO304804
OG0002825	ORYLA11065, ORYLA12342	CAPO303958
OG0002826	ORYLA11355, ORYLA03113	CAPO305161
OG0002827	ORYLA11598	CAPO302357
OG0002828	ORYLA03128	CAPO302033
OG0002831	ORYLA15327	CAPO303454
OG0002833	ORYLA08022	CAPO302961
OG0002835	ORYLA05983, ORYLA02044	CAPO306542
OG0002836	ORYLA19854, ORYLA03764	CAPO301463
OG0002837	ORYLA09113, ORYLA07584, ORYLA12792	CAPO304096
OG0002838	ORYLA05289, ORYLA00320	CAPO305478
OG0002839	ORYLA05647	CAPO302420
OG0002841	ORYLA15081, ORYLA11075	CAPO302293
OG0002842	ORYLA02771, ORYLA13461	CAPO300353
OG0002843	ORYLA17609	CAPO300339
OG0002844	ORYLA20136	CAPO306381, CAPO305443
OG0002845	ORYLA12140	CAPO305717
OG0002847	ORYLA19257, ORYLA19258	CAPO307024
OG0002848	ORYLA08986	CAPO306888
OG0002850	ORYLA03637	CAPO305439
OG0002851	ORYLA04060, ORYLA10594, ORYLA03173	CAPO304239
OG0002858	ORYLA01755, ORYLA12296	CAPO302020
OG0002860	ORYLA16257	CAPO304305
OG0002864	ORYLA12604, ORYLA07144, ORYLA07143	CAPO303007
OG0002865	ORYLA10366	CAPO302058
OG0002866	ORYLA02748, ORYLA00604, ORYLA16564	CAPO307089
OG0002868	ORYLA17446	CAPO307730
OG0002870	ORYLA10371	CAPO303935
OG0002873	ORYLA19407	CAPO302439
OG0002875	ORYLA11748, ORYLA10497	CAPO302434
OG0002876	ORYLA08640, ORYLA04839	CAPO302622
OG0002877	ORYLA13198	CAPO303139
OG0002878	ORYLA20310, ORYLA05630	CAPO304014
OG0002884	ORYLA20174	CAPO306804
OG0002888	ORYLA16529, ORYLA07977, ORYLA17058, ORYLA00234	CAPO302979
OG0002890	ORYLA15943, ORYLA14281, ORYLA05398	CAPO307147
OG0002891	ORYLA16619, ORYLA00864	CAPO305115
OG0002894	ORYLA04778, ORYLA10079, ORYLA05303	CAPO307506
OG0002895	ORYLA11053, ORYLA14341	CAPO306767, CAPO303745
OG0002896	ORYLA09565, ORYLA09164	CAPO301218
OG0002897	ORYLA08407	CAPO306671
OG0002899	ORYLA05880, ORYLA13052	CAPO306014
OG0002900	ORYLA14973, ORYLA02100	CAPO303795
OG0002902	ORYLA16725, ORYLA07802, ORYLA07801	CAPO300125
OG0002907	ORYLA02959, ORYLA14978	CAPO303347
OG0002908	ORYLA16113	CAPO301293
OG0002909	ORYLA15541, ORYLA10906	CAPO302801
OG0002911	ORYLA05286, ORYLA17637	CAPO306312
OG0002913	ORYLA09301, ORYLA06966, ORYLA01437, ORYLA15057	CAPO307505
OG0002914	ORYLA15001	CAPO304158
OG0002915	ORYLA15159, ORYLA06424	CAPO307623
OG0002916	ORYLA12904, ORYLA02397	CAPO307991
OG0002917	ORYLA03614	CAPO304597
OG0002921	ORYLA16247	CAPO307445
OG0002922	ORYLA05263, ORYLA05264, ORYLA17370	CAPO305731
OG0002923	ORYLA02176, ORYLA15614	CAPO307207
OG0002926	ORYLA02418, ORYLA12816	CAPO301908
OG0002927	ORYLA05678	CAPO307647
OG0002931	ORYLA11036, ORYLA14528, ORYLA14527, ORYLA12002, ORYLA18663	CAPO300557
OG0002944	ORYLA11503, ORYLA15960, ORYLA09073	CAPO306630
OG0002945	ORYLA00078	CAPO307786
OG0002946	ORYLA08309, ORYLA16682	CAPO302209
OG0002947	ORYLA18625	CAPO306510
OG0002948	ORYLA20132, ORYLA04220	CAPO303072
OG0002949	ORYLA05800	CAPO305527, CAPO304499
OG0002950	ORYLA16937	CAPO302322
OG0002952	ORYLA04612	CAPO304062, CAPO304063
OG0002953	ORYLA13902	CAPO305937
OG0002954	ORYLA12023, ORYLA15359, ORYLA11199	CAPO303510
OG0002955	ORYLA10112	CAPO305617
OG0002957	ORYLA09640	CAPO303846
OG0002959	ORYLA11532, ORYLA10475	CAPO305557
OG0002960	ORYLA01661, ORYLA05586	CAPO301301
OG0002961	ORYLA11825	CAPO306313
OG0002962	ORYLA19692, ORYLA16540	CAPO302937
OG0002965	ORYLA05184	CAPO304902
OG0002968	ORYLA02038	CAPO306161
OG0002969	ORYLA07908	CAPO301408
OG0002973	ORYLA14521, ORYLA18854	CAPO301405
OG0002974	ORYLA05639, ORYLA12657	CAPO300358
OG0002976	ORYLA17659	CAPO304649
OG0002977	ORYLA03469	CAPO306762
OG0002979	ORYLA09415, ORYLA08555	CAPO300623
OG0002981	ORYLA08734	CAPO305421
OG0002982	ORYLA05260	CAPO306469
OG0002983	ORYLA05176, ORYLA13535	CAPO302346
OG0002985	ORYLA16699, ORYLA00625	CAPO300589
OG0002987	ORYLA15486, ORYLA01526, ORYLA00907	CAPO306603
OG0002990	ORYLA04627	CAPO304869
OG0002991	ORYLA04672	CAPO300778
OG0002992	ORYLA09196, ORYLA15747	CAPO307180
OG0002994	ORYLA02194	CAPO307303
OG0002997	ORYLA06949	CAPO307685
OG0002998	ORYLA14765, ORYLA16031	CAPO302958
OG0003001	ORYLA09162, ORYLA09863, ORYLA06603	CAPO302423
OG0003002	ORYLA14351, ORYLA16094, ORYLA08507, ORYLA09760	CAPO304848
OG0003004	ORYLA10597, ORYLA03379	CAPO304489
OG0003005	ORYLA05246	CAPO302452, CAPO300516
OG0003006	ORYLA16962	CAPO302605
OG0003010	ORYLA08264	CAPO303642
OG0003012	ORYLA13725, ORYLA14487	CAPO302272
OG0003014	ORYLA11816, ORYLA12535	CAPO304419
OG0003016	ORYLA00344, ORYLA19566	CAPO301025
OG0003017	ORYLA05397, ORYLA19080	CAPO303755
OG0003018	ORYLA04241, ORYLA03378	CAPO301697
OG0003019	ORYLA11447	CAPO302687
OG0003022	ORYLA00946, ORYLA00947	CAPO308155
OG0003024	ORYLA12540	CAPO300933
OG0003025	ORYLA16836, ORYLA06771	CAPO306077
OG0003026	ORYLA00734	CAPO304742
OG0003027	ORYLA17665, ORYLA15116	CAPO302145
OG0003028	ORYLA02137	CAPO307794
OG0003029	ORYLA02221, ORYLA15312	CAPO301992
OG0003030	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608	CAPO304737
OG0003033	ORYLA09580	CAPO300181
OG0003034	ORYLA00457, ORYLA04562, ORYLA04561	CAPO300214, CAPO307271
OG0003037	ORYLA17542	CAPO305626
OG0003038	ORYLA03300, ORYLA05385	CAPO300861
OG0003041	ORYLA05365	CAPO306033
OG0003042	ORYLA09859, ORYLA09858	CAPO301480
OG0003043	ORYLA13460	CAPO304921
OG0003044	ORYLA04573	CAPO300082
OG0003046	ORYLA15260, ORYLA06310	CAPO302851
OG0003048	ORYLA15156, ORYLA08890	CAPO300169
OG0003049	ORYLA17432, ORYLA12852, ORYLA06667	CAPO300501, CAPO307086, CAPO305726
OG0003053	ORYLA02834	CAPO305034
OG0003054	ORYLA12266, ORYLA09573	CAPO305605
OG0003055	ORYLA07154, ORYLA12922, ORYLA13644	CAPO307832
OG0003056	ORYLA08794	CAPO300334
OG0003058	ORYLA11963, ORYLA20118, ORYLA13944	CAPO305219
OG0003059	ORYLA00217, ORYLA04759	CAPO307928
OG0003060	ORYLA16613, ORYLA06282, ORYLA13094	CAPO300265
OG0003063	ORYLA10950	CAPO306091
OG0003064	ORYLA13156	CAPO303600
OG0003065	ORYLA05920, ORYLA02018	CAPO305486
OG0003067	ORYLA00413, ORYLA17416	CAPO301062
OG0003071	ORYLA01342	CAPO303765
OG0003072	ORYLA13683, ORYLA10914	CAPO300719
OG0003073	ORYLA04415, ORYLA14154	CAPO300571
OG0003074	ORYLA16081, ORYLA01721, ORYLA05339	CAPO305232
OG0003079	ORYLA14096, ORYLA06851, ORYLA13613	CAPO303732
OG0003103	ORYLA01778	CAPO300058
OG0003104	ORYLA02871, ORYLA13475	CAPO300208
OG0003106	ORYLA14898	CAPO300222
OG0003107	ORYLA15014, ORYLA12389	CAPO305408
OG0003108	ORYLA11282, ORYLA15369	CAPO307100
OG0003110	ORYLA09478	CAPO302380
OG0003111	ORYLA00857	CAPO305398
OG0003112	ORYLA05183	CAPO305044
OG0003113	ORYLA10064, ORYLA10065	CAPO303380
OG0003114	ORYLA07363	CAPO305811
OG0003115	ORYLA06857, ORYLA17487	CAPO305328
OG0003116	ORYLA20434	CAPO304220
OG0003119	ORYLA04168, ORYLA20444	CAPO301756
OG0003120	ORYLA19924	CAPO301313
OG0003121	ORYLA14892, ORYLA13008	CAPO300078
OG0003122	ORYLA04700, ORYLA10184, ORYLA11034	CAPO305152
OG0003124	ORYLA02774	CAPO307110
OG0003126	ORYLA02613	CAPO302418
OG0003128	ORYLA00377, ORYLA00994, ORYLA03478	CAPO300639
OG0003130	ORYLA03739	CAPO308112
OG0003131	ORYLA17361, ORYLA20425	CAPO301104
OG0003135	ORYLA03082	CAPO304970
OG0003136	ORYLA03448, ORYLA10254	CAPO303233
OG0003138	ORYLA10305	CAPO307798
OG0003141	ORYLA20129, ORYLA01871, ORYLA05831	CAPO300915
OG0003144	ORYLA12539, ORYLA04082	CAPO304802
OG0003145	ORYLA13404, ORYLA06360	CAPO301669
OG0003146	ORYLA11707	CAPO304953
OG0003147	ORYLA20499	CAPO305754
OG0003149	ORYLA05759	CAPO303321
OG0003150	ORYLA01440, ORYLA09448	CAPO304553
OG0003151	ORYLA09212, ORYLA15558, ORYLA14255	CAPO302311
OG0003152	ORYLA16325, ORYLA08299, ORYLA16852	CAPO306395
OG0003153	ORYLA18339	CAPO305242
OG0003154	ORYLA06654	CAPO308152
OG0003157	ORYLA04495	CAPO300659
OG0003158	ORYLA08610, ORYLA09460, ORYLA08913, ORYLA15706	CAPO304754
OG0003159	ORYLA02503, ORYLA17417, ORYLA05287	CAPO307514
OG0003160	ORYLA05070, ORYLA19915	CAPO305734
OG0003161	ORYLA18915, ORYLA10523, ORYLA18916	CAPO307952, CAPO307190, CAPO305141
OG0003162	ORYLA11824, ORYLA10738, ORYLA03513	CAPO303406
OG0003163	ORYLA13213, ORYLA17286	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	ORYLA20487, ORYLA00816	CAPO302879
OG0003165	ORYLA08595, ORYLA10561	CAPO302597
OG0003166	ORYLA04911, ORYLA04910	CAPO306562
OG0003169	ORYLA09698	CAPO302137
OG0003172	ORYLA09854	CAPO306984
OG0003174	ORYLA20481	CAPO306817
OG0003175	ORYLA01979, ORYLA06140	CAPO306274
OG0003176	ORYLA12690	CAPO307890
OG0003177	ORYLA00856	CAPO305441
OG0003178	ORYLA03270	CAPO303283
OG0003179	ORYLA18480, ORYLA00445	CAPO300801
OG0003181	ORYLA00243	CAPO304354
OG0003182	ORYLA06751	CAPO308003
OG0003184	ORYLA01211, ORYLA07345	CAPO303123
OG0003185	ORYLA12363, ORYLA15072	CAPO301951
OG0003187	ORYLA12776	CAPO303479
OG0003189	ORYLA04108	CAPO303157
OG0003190	ORYLA00506	CAPO303910
OG0003191	ORYLA18538, ORYLA15754	CAPO306279
OG0003192	ORYLA09709, ORYLA08386	CAPO301014
OG0003193	ORYLA12245, ORYLA09712	CAPO301211
OG0003196	ORYLA06022	CAPO306231
OG0003199	ORYLA15973, ORYLA15714	CAPO305890
OG0003200	ORYLA05114	CAPO301026
OG0003202	ORYLA02354	CAPO307016
OG0003203	ORYLA02126, ORYLA16448	CAPO305085
OG0003206	ORYLA16318	CAPO306250
OG0003207	ORYLA14484, ORYLA19094	CAPO301521
OG0003210	ORYLA02461, ORYLA06655	CAPO303247
OG0003211	ORYLA20322	CAPO307771
OG0003212	ORYLA15489, ORYLA10940	CAPO300076
OG0003214	ORYLA09799	CAPO305438
OG0003215	ORYLA00108, ORYLA19619	CAPO305646
OG0003217	ORYLA13146, ORYLA02509	CAPO304366
OG0003218	ORYLA19022	CAPO308113
OG0003219	ORYLA07225, ORYLA00485	CAPO306660
OG0003220	ORYLA01985, ORYLA05947	CAPO304799
OG0003221	ORYLA02164, ORYLA02047	CAPO300283
OG0003223	ORYLA15511	CAPO307650
OG0003225	ORYLA19236, ORYLA19235	CAPO303179
OG0003227	ORYLA15109	CAPO306597
OG0003228	ORYLA10708	CAPO305495
OG0003230	ORYLA08114	CAPO301507
OG0003231	ORYLA20228	CAPO301890
OG0003235	ORYLA20268	CAPO301047
OG0003238	ORYLA12178	CAPO305586
OG0003240	ORYLA15566, ORYLA13941, ORYLA16395	CAPO303081
OG0003251	ORYLA05486, ORYLA12659	CAPO307251
OG0003252	ORYLA11431, ORYLA10758	CAPO305303
OG0003254	ORYLA01055	CAPO307938
OG0003255	ORYLA01639	CAPO301338
OG0003257	ORYLA11994, ORYLA10700	CAPO303231
OG0003263	ORYLA05786	CAPO303458
OG0003264	ORYLA08989, ORYLA06289	CAPO306409
OG0003266	ORYLA03848, ORYLA04542	CAPO303168
OG0003267	ORYLA17915, ORYLA19756	CAPO300914
OG0003268	ORYLA01958, ORYLA01959	CAPO301821
OG0003269	ORYLA07800, ORYLA16726	CAPO304139
OG0003272	ORYLA19655, ORYLA19654, ORYLA07229	CAPO300665
OG0003273	ORYLA04340	CAPO307851
OG0003277	ORYLA20336, ORYLA15828, ORYLA13998	CAPO306142
OG0003278	ORYLA12553	CAPO306634
OG0003279	ORYLA01238	CAPO306251
OG0003282	ORYLA04149, ORYLA01430	CAPO305239
OG0003283	ORYLA19093	CAPO304400
OG0003284	ORYLA18705	CAPO302648
OG0003287	ORYLA15508, ORYLA11362	CAPO306546
OG0003288	ORYLA04254	CAPO307866
OG0003290	ORYLA06270, ORYLA06269	CAPO307662, CAPO300441
OG0003291	ORYLA04004	CAPO306657
OG0003293	ORYLA14350	CAPO300956
OG0003294	ORYLA12880	CAPO303988
OG0003296	ORYLA18095, ORYLA02301	CAPO301282
OG0003297	ORYLA16817	CAPO307941
OG0003298	ORYLA01355	CAPO306456
OG0003301	ORYLA03284, ORYLA12501	CAPO300201
OG0003302	ORYLA01208	CAPO303848
OG0003303	ORYLA13616	CAPO304414
OG0003306	ORYLA15915	CAPO303291
OG0003309	ORYLA09280, ORYLA20068, ORYLA08534	CAPO301499
OG0003315	ORYLA05353, ORYLA05352, ORYLA05354, ORYLA05355	CAPO301649
OG0003316	ORYLA06489	CAPO300235
OG0003317	ORYLA00142	CAPO304285
OG0003318	ORYLA14596, ORYLA15728	CAPO302830
OG0003320	ORYLA17866	CAPO303640
OG0003323	ORYLA02747	CAPO304122
OG0003325	ORYLA08076, ORYLA04984	CAPO300972, CAPO304961
OG0003326	ORYLA04931	CAPO308259
OG0003329	ORYLA17667, ORYLA02366	CAPO303336, CAPO300711
OG0003331	ORYLA03745	CAPO303947
OG0003332	ORYLA06788, ORYLA02078	CAPO307894
OG0003333	ORYLA19135	CAPO307836
OG0003335	ORYLA10536	CAPO302255
OG0003340	ORYLA05123, ORYLA01941	CAPO305389
OG0003341	ORYLA00218	CAPO301683
OG0003348	ORYLA07117, ORYLA09434	CAPO308059, CAPO308052
OG0003349	ORYLA00427, ORYLA04988, ORYLA08086	CAPO300780
OG0003353	ORYLA10916	CAPO304897
OG0003354	ORYLA19460, ORYLA19459, ORYLA00204	CAPO300396
OG0003355	ORYLA02544, ORYLA05076, ORYLA07720	CAPO308186
OG0003356	ORYLA00555, ORYLA16745	CAPO306224
OG0003357	ORYLA01325	CAPO307953
OG0003358	ORYLA14258	CAPO307281
OG0003359	ORYLA11531	CAPO303262, CAPO304527
