PFL	SPU	BFL	ALG
XLOC_010798	LOC100890710	LOC118421413	M
XLOC_010888	LOC762909	LOC118420700	M
XLOC_011580	LOC100888673	LOC118420934	M
XLOC_011174	LOC576471	LOC118421708	M
XLOC_010878	LOC100892239	LOC118421354	M
XLOC_010157	LOC585635	LOC118421294	M
XLOC_010343	LOC586320	LOC118421819	M
XLOC_011183	LOC115918016	LOC118421428	M
XLOC_011547	LOC100888300	LOC118420415	M
XLOC_010725	LOC588410	LOC118421223	M
XLOC_010701	LOC575141	LOC118421502	M
XLOC_010301	LOC575846	LOC118421642	M
XLOC_011093	LOC583469	LOC118421315	M
XLOC_011109	LOC578501	LOC118421693	M
XLOC_011383	LOC115929178	LOC118421707	M
XLOC_010881	LOC594385	LOC118420611	M
XLOC_010399	LOC752626	LOC118421365	M
XLOC_010935	LOC577020	LOC118421759	M
XLOC_010954	LOC577510	LOC118422016	M
XLOC_010572	LOC589006	LOC118420980	M
XLOC_011302	LOC584561	LOC118422067	M
XLOC_010554	LOC581522	LOC118420429	M
XLOC_010734	LOC591691	LOC118420927	M
XLOC_011175	LOC588252	LOC118421803	M
XLOC_010155	LOC100892811	LOC118420734	M
XLOC_010488	LOC754600	LOC118421070	M
XLOC_010276	LOC578774	LOC118421517	M
XLOC_011261	LOC592205	LOC118421641	M
XLOC_010148	LOC578875	LOC118422073	M
XLOC_010645	LOC592836	LOC118420834	M
XLOC_010997	LOC115929172	LOC118421458	M
XLOC_010796	LOC577315	LOC118420656	M
XLOC_010227	LOC756273	LOC118421384	M
XLOC_010959	LOC115919041	LOC118420521	M
XLOC_010389	LOC585449	LOC118421335	M
XLOC_010162	LOC583836	LOC118420804	M
XLOC_010603	LOC105443362	LOC118421764	M
XLOC_010452	LOC585223	LOC118420805	M
XLOC_010317	LOC100890874	LOC118421643	M
XLOC_011405	LOC753409	LOC118420667	M
XLOC_011007	LOC574620	LOC118420924	M
XLOC_010250	LOC115929042	LOC118421652	M
XLOC_010936	LOC588974	LOC118421545	M
XLOC_010190	LOC100889676	LOC118421317	M
XLOC_010163	LOC578114	LOC118421720	M
XLOC_010519	LOC100888467	LOC118420558	M
XLOC_010996	LOC575313	LOC118421821	M
XLOC_010916	LOC100888089	LOC118420441	M
XLOC_010711	LOC578737	LOC118421528	M
XLOC_011563	LOC115929068	LOC118420884	M
XLOC_010158	LOC753147	LOC118421227	M
XLOC_010973	LOC585021	LOC118420818	M
XLOC_010341	LOC581950	LOC118420502	M
XLOC_011565	LOC592922	LOC118420891	M
XLOC_010630	LOC590766	LOC118421039	M
XLOC_010378	LOC588945	LOC118421503	M
XLOC_011446	LOC754955	LOC118421495	M
XLOC_010639	LOC575274	LOC118420690	M
XLOC_010712	LOC579001	LOC118420986	M
XLOC_011195	LOC586835	LOC118421702	M
XLOC_011123	LOC576462	LOC118420839	M
XLOC_010529	LOC592790	LOC118420782	M
XLOC_010298	LOC752208	LOC118420686	M
XLOC_010821	LOC105439658	LOC118421013	M
XLOC_010802	LOC590681	LOC118422074	M
XLOC_010636	LOC576656	LOC118421290	M
XLOC_010463	LOC582443	LOC118420948	M
XLOC_010893	LOC584887	LOC118420744	M
XLOC_011577	LOC590789	LOC118421319	M
XLOC_010955	LOC583647	LOC118421903	M
XLOC_010428	LOC579284	LOC118421035	M
XLOC_010573	LOC100887942	LOC118422044	M
XLOC_010434	LOC582713	LOC118420681	M
XLOC_010176	LOC591809	LOC118420887	M
XLOC_010726	LOC583101	LOC118421386	M
XLOC_010393	LOC594380	LOC118421256	M
XLOC_010570	LOC576602	LOC118421961	M
XLOC_011455	LOC586718	LOC118420507	M
XLOC_010400	LOC755205	LOC118420520	M
XLOC_011523	LOC582334	LOC118421250	M
XLOC_010566	LOC590781	LOC118420745	M
XLOC_010874	LOC586909	LOC118421589	M
XLOC_011548	LOC754209	LOC118422076	M
XLOC_010891	LOC100890606	LOC118420425	M
XLOC_010228	LOC100893541	LOC118421546	M
XLOC_011370	LOC756938	LOC118420692	M
XLOC_010518	LOC100894087	LOC118421362	M
XLOC_010208	LOC752252	LOC118420512	M
XLOC_010430	LOC100892201	LOC118420914	M
XLOC_010934	LOC591262	LOC118421352	M
XLOC_011182	LOC754563	LOC118421856	M
XLOC_011457	LOC586524	LOC118421351	M
XLOC_010931	LOC100888892	LOC118421385	M
XLOC_010244	LOC583077	LOC118420545	M
XLOC_010875	LOC575593	LOC118421281	M
XLOC_010872	LOC586868	LOC118420912	M
XLOC_010942	LOC578308	LOC118421611	M
XLOC_011412	LOC577158	LOC118421644	M
XLOC_011491	LOC594641	LOC118420929	M
XLOC_014817	LOC586751	LOC118428152	N
XLOC_015860	LOC373219	LOC118427209	N
XLOC_015876	LOC583848	LOC118427335	N
XLOC_014811	LOC592465	LOC118426913	N
XLOC_015852	LOC592992	LOC118427338	N
XLOC_015122	LOC590257	LOC118426824	N
XLOC_014588	LOC578329	LOC118427097	N
XLOC_014804	LOC592713	LOC118427366	N
XLOC_014990	LOC588223	LOC118426856	N
XLOC_014892	LOC590355	LOC118427210	N
XLOC_015130	LOC590196	LOC118428011	N
XLOC_015550	LOC765159	LOC118427094	N
XLOC_015654	LOC583024	LOC118428044	N
XLOC_015385	LOC115922628	LOC118427448	N
XLOC_015109	LOC587438	LOC118427565	N
XLOC_014484	COLP3alpha	LOC118427234	N
XLOC_015863	LOC593993	LOC118427918	N
XLOC_014808	LOC593294	LOC118427850	N
XLOC_015495	LOC581982	LOC118427791	N
XLOC_015671	LOC100891506	LOC118427632	N
XLOC_014751	LOC587143	LOC118427317	N
XLOC_014878	LOC757077	LOC118426993	N
XLOC_015752	LOC763344	LOC118426920	N
XLOC_015123	LOC115922633	LOC118426882	N
XLOC_015617	LOC582365	LOC118428151	N
XLOC_015730	LOC589574	LOC118427251	N
XLOC_015138	LOC582903	LOC118426863	N
XLOC_015750	LOC592145	LOC118427237	N
XLOC_014789	LOC587391	LOC118427442	N
XLOC_014732	LOC589226	LOC118427215	N
XLOC_015804	LOC590937	LOC118427473	N
XLOC_014981	LOC587910	LOC118426866	N
XLOC_014966	LOC754790	LOC118427218	N
XLOC_015159	LOC574771	LOC118427281	N
XLOC_014612	LOC584710	LOC118427578	N
XLOC_015087	LOC587845	LOC118426912	N
XLOC_014552	LOC592591	LOC118427794	N
XLOC_015034	LOC753724	LOC118428102	N
XLOC_015825	LOC576173	LOC118426892	N
XLOC_014644	LOC753561	LOC118427631	N
XLOC_015238	LOC576304	LOC118426901	N
XLOC_014610	LOC587456	LOC118427274	N
XLOC_015557	LOC100890426	LOC118428246	N
XLOC_015374	LOC584901	LOC118427393	N
XLOC_014980	LOC576886	LOC118427339	N
XLOC_015875	LOC594176	LOC118427249	N
XLOC_015727	LOC590921	LOC118427354	N
XLOC_015704	LOC577005	LOC118427254	N
XLOC_015899	LOC584530	LOC118426871	N
XLOC_015016	LOC578464	LOC118428001	N
XLOC_014609	LOC576010	LOC118427381	N
XLOC_014451	LOC593422	LOC118427344	N
XLOC_015549	eif4a	LOC118427208	N
XLOC_015504	LOC581673	LOC118427389	N
XLOC_015677	LOC577149	LOC118427385	N
XLOC_015748	LOC583587	LOC118427640	N
XLOC_015069	LOC753648	LOC118427433	N
XLOC_015144	LOC589396	LOC118426884	N
XLOC_015515	LOC753908	LOC118427482	N
XLOC_014452	LOC588224	LOC118427295	N
XLOC_014895	LOC575644	LOC118426910	N
XLOC_015375	LOC578870	LOC118427191	N
XLOC_015116	LOC588683	LOC118427271	N
XLOC_014815	LOC580012	LOC118427412	N
XLOC_015853	LOC578589	LOC118427463	N
XLOC_015596	LOC586516	LOC118427727	N
XLOC_014587	LOC576544	LOC118427284	N
XLOC_015162	LOC588042	LOC118427437	N
XLOC_014962	LOC115922774	LOC118428175	N
XLOC_014444	LOC582199	LOC118428012	N
XLOC_015065	LOC594198	LOC118426930	N
XLOC_015880	LOC575991	LOC118427270	N
XLOC_015800	LOC585932	LOC118428262	N
XLOC_014843	LOC115922654	LOC118427438	N
XLOC_014770	LOC584511	LOC118427404	N
XLOC_015145	LOC583375	LOC118427190	N
XLOC_015544	LOC585399	LOC118427291	N
XLOC_015839	LOC590350	LOC118427446	N
XLOC_015234	SoxB1	LOC118427232	N
XLOC_015528	LOC591674	LOC118427282	N
XLOC_015178	LOC100893518	LOC118428222	N
XLOC_014486	LOC592748	LOC118427455	N
XLOC_014769	LOC582808	LOC118428048	N
XLOC_015751	LOC574815	LOC118428177	N
XLOC_014910	LOC582084	LOC118427776	N
XLOC_015121	LOC591341	LOC118428146	N
XLOC_015331	LOC583829	LOC118427336	N
XLOC_015622	LOC762632	LOC118427449	N
XLOC_015219	LOC584986	LOC118427342	N
XLOC_015372	LOC752814	LOC118426955	N
XLOC_015398	LOC586206	LOC118426891	N
XLOC_015129	LOC764814	LOC118428261	N
XLOC_014763	LOC592126	LOC118428207	N
XLOC_015591	LOC579223	LOC118427781	N
XLOC_015846	LOC591240	LOC118428035	N
XLOC_015198	LOC105447141	LOC118427294	N
XLOC_014914	LOC588600	LOC118427269	N
XLOC_015180	LOC590817	LOC118427241	N
XLOC_015879	LOC763378	LOC118427166	N
XLOC_014916	LOC754083	LOC118428128	N
XLOC_015726	LOC583099	LOC118427330	N
XLOC_015412	LOC548624	LOC118427581	N
XLOC_015768	LOC115918544	LOC118427441	N
XLOC_014748	LOC578833	LOC118427244	N
XLOC_014842	LOC589229	LOC118427827	N
XLOC_014616	LOC592447	LOC118427477	N
XLOC_015877	LOC574779	LOC118428203	N
XLOC_014792	eif4e2	LOC118427494	N
XLOC_015608	LOC586824	LOC118427817	N
XLOC_015542	LOC755220	LOC118428148	N
XLOC_015237	SoxB2	LOC118427458	N
XLOC_015783	LOC752094	LOC118428320	N
XLOC_014508	LOC105444017	LOC118427300	N
XLOC_015415	LOC757199	LOC118427574	N
XLOC_015019	LOC115918044	LOC118427347	N
XLOC_015732	LOC585441	LOC118427452	N
XLOC_015115	LOC575524	LOC118427345	N
XLOC_015893	LOC587762	LOC118427072	N
XLOC_014766	LOC584537	LOC118428158	N
XLOC_014711	LOC115922877	LOC118427783	N
XLOC_014961	LOC577035	LOC118427658	N
XLOC_015563	LOC100892143	LOC118427406	N
XLOC_015594	LOC115922584	LOC118427750	N
XLOC_014809	LOC576314	LOC118427013	N
XLOC_014478	LOC754694	LOC118426919	N
XLOC_015196	LOC756337	LOC118427579	N
XLOC_014823	LOC592528	LOC118427552	N
XLOC_014984	LOC582616	LOC118427818	N
XLOC_015645	LOC593367	LOC118427838	N
XLOC_015595	LOC100892418	LOC118427706	N
XLOC_014446	LOC100892912	LOC118427409	N
XLOC_014450	LOC578189	LOC118427367	N
XLOC_015773	LOC577204	LOC118427520	N
XLOC_015060	LOC576953	LOC118428070	N
XLOC_015508	LOC584312	LOC118428315	N
XLOC_014464	LOC592411	LOC118427602	N
XLOC_015647	LOC592796	LOC118428322	N
XLOC_015565	LOC574955	LOC118428096	N
XLOC_014713	LOC593032	LOC118427844	N
XLOC_015588	LOC756336	LOC118426885	N
XLOC_014505	LOC100890567	LOC118427630	N
XLOC_014967	LOC763703	LOC118428240	N
XLOC_015609	LOC593302	LOC118427814	N
XLOC_014784	LOC592003	LOC118427881	N
XLOC_015507	LOC592260	LOC118427046	N
XLOC_014604	LOC581430	LOC118427503	N
XLOC_014912	LOC577094	LOC118427384	N
XLOC_015569	LOC585122	LOC118427882	N
XLOC_015629	LOC755635	LOC118427533	N
XLOC_015384	LOC100892763	LOC118427120	N
XLOC_015543	LOC583656	LOC118427454	N
XLOC_014611	LOC587139	LOC118427383	N
XLOC_015548	LOC579474	LOC118427778	N
XLOC_014985	LOC100889186	LOC118428018	N
XLOC_014824	LOC752343	LOC118427469	N
XLOC_014893	LOC591648	LOC118427656	N
XLOC_014960	LOC574684	LOC118428173	N
XLOC_015669	LOC587286	LOC118427735	N
XLOC_018096	LOC590395	LOC118412841	O1
XLOC_016713	LOC752534	LOC118414687	O1
XLOC_017179	LOC588842	LOC118414478	O1
XLOC_016732	LOC586884	LOC118414030	O1
XLOC_017712	LOC586734	LOC118414477	O1
XLOC_016566	LOC593450	LOC118412945	O1
XLOC_015945	LOC580322	LOC118414947	O1
XLOC_017867	LOC589631	LOC118413209	O1
XLOC_016765	LOC585583	LOC118413895	O1
XLOC_017319	LOC100893055	LOC118414289	O1
XLOC_017827	LOC594565	LOC118413901	O1
XLOC_017106	LOC577317	LOC118412958	O1
XLOC_016246	LOC592072	LOC118413247	O1
XLOC_018054	LOC100891696	LOC118414294	O1
XLOC_016633	LOC576020	LOC118413903	O1
XLOC_018016	LOC591288	LOC118413211	O1
XLOC_017212	LOC591420	LOC118414034	O1
XLOC_016316	LOC576970	LOC118414488	O1
XLOC_016086	LOC582795	LOC118413038	O1
XLOC_016165	NHE	LOC118413478	O1
XLOC_016660	LOC115918761	LOC118412982	O1
XLOC_017503	soxd1	LOC118413151	O1
XLOC_015927	LOC100890799	LOC118414236	O1
XLOC_015934	LOC764342	LOC118414288	O1
XLOC_016307	LOC593097	LOC118414688	O1
XLOC_017352	LOC577890	LOC118414622	O1
XLOC_017473	LOC589017	LOC118414763	O1
XLOC_017626	LOC592570	LOC118413336	O1
XLOC_017833	LOC584999	LOC118414049	O1
XLOC_016500	LOC590987	LOC118414541	O1
XLOC_016763	LOC587156	LOC118413918	O1
XLOC_016527	LOC588387	LOC118414070	O1
XLOC_016207	LOC584580	LOC118414487	O1
XLOC_016173	LOC576050	LOC118414577	O1
XLOC_017753	LOC594228	LOC118413259	O1
XLOC_018092	LOC579834	LOC118413992	O1
XLOC_016682	LOC583127	LOC118413299	O1
XLOC_016718	LOC581644	LOC118414124	O1
XLOC_017855	LOC593558	LOC118413179	O1
XLOC_016079	LOC576657	LOC118415015	O1
XLOC_016806	LOC594243	LOC118414424	O1
XLOC_017790	LOC578305	LOC118413531	O1
XLOC_016106	LOC756941	LOC118413909	O1
XLOC_015968	LOC583266	LOC118413910	O1
XLOC_016999	LOC581383	LOC118413152	O1
XLOC_016996	LOC100891746	LOC118413929	O1
XLOC_016755	LOC762443	LOC118413955	O1
XLOC_015969	rngi	LOC118413907	O1
XLOC_016770	LOC754098	LOC118414047	O1
XLOC_017769	LOC581703	LOC118414633	O1
XLOC_015912	LOC756367	LOC118414501	O1
XLOC_015933	LOC578881	LOC118414328	O1
XLOC_016269	LOC100888525	LOC118414637	O1
XLOC_016107	LOC115925488	LOC118414056	O1
XLOC_017310	LOC583944	LOC118414039	O1
XLOC_017108	LOC577260	LOC118413304	O1
XLOC_016892	LOC577326	LOC118413122	O1
XLOC_016671	LOC591086	LOC118414479	O1
XLOC_016259	LOC115918759	LOC118413243	O1
XLOC_017337	LOC577040	LOC118413326	O1
XLOC_017034	LOC100889400	LOC118414505	O1
XLOC_016769	LOC581196	LOC118414082	O1
XLOC_016870	LOC764276	LOC118414658	O1
XLOC_017768	LOC580148	LOC118414677	O1
XLOC_017430	LOC100891045	LOC118414104	O1
XLOC_016719	LOC578262	LOC118414678	O1
XLOC_016326	LOC580069	LOC118414178	O1
XLOC_016030	LOC752471	LOC118414493	O1
XLOC_017919	LOC100888139	LOC118413260	O1
XLOC_016766	LOC585431	LOC118414340	O1
XLOC_017625	LOC115925453	LOC118415042	O1
XLOC_017022	LOC100890899	LOC118413246	O1
XLOC_018091	LOC577901	LOC118413904	O1
XLOC_016244	LOC582205	LOC118413990	O1
XLOC_016683	LOC373538	LOC118413276	O1
XLOC_016087	LOC580462	LOC118414358	O1
XLOC_016722	LOC593238	LOC118414544	O1
XLOC_016232	LOC584403	LOC118414423	O1
XLOC_017829	LOC105446422	LOC118414323	O1
XLOC_017738	LOC575998	LOC118413279	O1
XLOC_017739	LOC576632	LOC118413864	O1
XLOC_017079	LOC575368	LOC118414769	O1
XLOC_025750	LOC582249	LOC118406736	O2
XLOC_025813	LOC591644	LOC118406689	O2
XLOC_025569	LOC576076	LOC118407157	O2
XLOC_027343	LOC593236	LOC118406638	O2
XLOC_026319	LOC587482	LOC118406541	O2
XLOC_026205	LOC576978	LOC118406504	O2
XLOC_025913	LOC591939	LOC118406872	O2
XLOC_025968	LOC577222	LOC118406702	O2
XLOC_026650	LOC589213	LOC118407181	O2
XLOC_025724	LOC580864	LOC118406749	O2
XLOC_026346	LOC755119	LOC118406587	O2
XLOC_027253	LOC548621	LOC118406804	O2
XLOC_026555	LOC115918725	LOC118406599	O2
XLOC_026494	LOC115918714	LOC118406564	O2
XLOC_027315	LOC589178	LOC118406636	O2
XLOC_026123	LOC582210	LOC118406631	O2
XLOC_026312	LOC115924920	LOC118406796	O2
XLOC_026931	LOC586025	LOC118406753	O2
XLOC_026081	LOC591829	LOC118406399	O2
XLOC_025818	LOC583459	LOC118406339	O2
XLOC_027191	LOC755547	LOC118406359	O2
XLOC_026496	LOC580742	LOC118406628	O2
XLOC_025627	LOC588969	LOC118406829	O2
XLOC_026769	LOC587442	LOC118407240	O2
XLOC_027192	LOC105437543	LOC118406340	O2
XLOC_027269	LOC581162	LOC118406352	O2
XLOC_025560	LOC587780	LOC118406667	O2
XLOC_025986	LOC576142	LOC118406634	O2
XLOC_026773	LOC753367	LOC118406326	O2
XLOC_026191	LOC105439777	LOC118406861	O2
XLOC_027190	LOC577413	LOC118406360	O2
XLOC_027215	LOC100891325	LOC118406543	O2
XLOC_027194	LOC594711	LOC118406659	O2
XLOC_025794	LOC105439762	LOC118406434	O2
XLOC_026204	LOC586056	LOC118407093	O2
XLOC_027334	LOC590502	LOC118406444	O2
XLOC_025672	LOC763441	LOC118406358	O2
XLOC_026513	LOC576015	LOC118406779	O2
XLOC_026405	LOC581260	LOC118406917	O2
XLOC_025599	LOC105436618	LOC118406767	O2
XLOC_026848	LOC579069	LOC118406349	O2
XLOC_025559	LOC581773	LOC118407003	O2
XLOC_025879	LOC594178	LOC118406807	O2
XLOC_026844	LOC587041	LOC118406425	O2
XLOC_025911	LOC115918018	LOC118406627	O2
XLOC_025963	LOC591901	LOC118406735	O2
XLOC_027203	LOC115918205	LOC118407176	O2
XLOC_026354	LOC105446453	LOC118407187	O2
XLOC_036579	LOC580879	LOC118430523	P
XLOC_037182	LOC589644	LOC118431007	P
XLOC_037043	LOC763377	LOC118430842	P
XLOC_037972	LOC589321	LOC118430019	P
XLOC_037593	LOC586463	LOC118429984	P
XLOC_037151	ano7	LOC118430533	P
XLOC_037133	LOC587697	LOC118430305	P
XLOC_036364	LOC588097	LOC118430307	P
XLOC_036356	LOC576875	LOC118430792	P
XLOC_037963	LOC762577	LOC118430987	P
XLOC_036555	LOC579796	LOC118429922	P
XLOC_037959	LOC753159	LOC118430855	P
XLOC_037165	LOC580304	LOC118430961	P
XLOC_036405	LOC754280	LOC118430400	P
XLOC_037603	LOC574845	LOC118430461	P
XLOC_037535	LOC588292	LOC118430085	P
XLOC_036474	LOC594281	LOC118430801	P
XLOC_037232	LOC594501	LOC118430045	P
XLOC_037349	LOC592342	LOC118429923	P
XLOC_037278	LOC115918692	LOC118430654	P
XLOC_036534	LOC589976	LOC118431191	P
XLOC_037982	LOC105447566	LOC118430850	P
XLOC_037065	LOC115918675	LOC118430556	P
XLOC_037342	LOC590203	LOC118430472	P
XLOC_037592	LOC592427	LOC118430985	P
XLOC_037708	LOC585237	LOC118429961	P
XLOC_036768	LOC589870	LOC118430346	P
XLOC_037446	LOC115924544	LOC118430865	P
XLOC_037411	LOC577460	LOC118430534	P
XLOC_037899	LOC579256	LOC118430643	P
XLOC_037484	LOC100893442	LOC118431093	P
XLOC_037181	LOC582854	LOC118430819	P
XLOC_037921	LOC763232	LOC118430750	P
XLOC_036945	LOC581257	LOC118430289	P
XLOC_036805	LOC584189	LOC118429980	P
XLOC_036904	LOC752704	LOC118430635	P
XLOC_036656	LOC580262	LOC118430653	P
XLOC_037973	LOC576335	LOC118430269	P
XLOC_036888	LOC115918110	LOC118429968	P
XLOC_036622	LOC581252	LOC118430506	P
XLOC_036944	LOC594771	LOC118430411	P
XLOC_037595	LOC575144	LOC118430591	P
XLOC_037526	LOC115924560	LOC118429940	P
XLOC_036770	LOC762762	LOC118430414	P
XLOC_037365	LOC578816	LOC118430893	P
XLOC_036920	LOC589338	LOC118430872	P
XLOC_036529	LOC576306	LOC118430469	P
XLOC_037373	LOC589616	LOC118430593	P
XLOC_037852	LOC582821	LOC118430521	P
XLOC_037161	LOC576979	LOC118430947	P
XLOC_037860	LOC755028	LOC118430825	P
XLOC_036525	LOC582128	LOC118430642	P
XLOC_036724	LOC587777	LOC118431189	P
XLOC_037938	LOC594063	LOC118429989	P
XLOC_036439	LOC576672	LOC118430771	P
XLOC_036941	LOC115918699	LOC118430181	P
XLOC_036515	LOC753783	LOC118430508	P
XLOC_037964	LOC764175	LOC118430024	P
XLOC_036523	LOC581535	LOC118430868	P
XLOC_037829	LOC577129	LOC118431175	P
XLOC_037801	LOC581322	LOC118430361	P
XLOC_037141	LOC575922	LOC118430297	P
XLOC_036377	LOC575497	LOC118431110	P
XLOC_037214	NADK	LOC118429998	P
XLOC_037716	LOC577463	LOC118430620	P
XLOC_036717	LOC593523	LOC118430275	P
XLOC_037945	LOC100891185	LOC118430327	P
XLOC_036711	LOC578904	LOC118430623	P
XLOC_036719	LOC578559	LOC118430356	P
XLOC_036775	LOC582075	LOC118430625	P
XLOC_036653	LOC589170	LOC118430288	P
XLOC_037528	LOC588747	LOC118430829	P
XLOC_037512	LOC587180	LOC118430180	P
XLOC_036392	LOC576205	LOC118430344	P
XLOC_037170	LOC591935	LOC118430528	P
XLOC_036353	LOC575941	LOC118430769	P
XLOC_037103	LOC579772	LOC118429838	P
XLOC_036896	LOC587000	LOC118431108	P
XLOC_037148	LOC578561	LOC118430027	P
XLOC_037900	LOC548616	LOC118430375	P
XLOC_037813	LOC100891691	LOC118430553	P
XLOC_037947	LOC589451	LOC118430214	P
XLOC_037478	LOC762974	LOC118431003	P
XLOC_037164	LOC100891865	LOC118430790	P
XLOC_037027	LOC592218	LOC118430437	P
XLOC_037404	LOC100888882	LOC118430527	P
XLOC_036875	LOC583226	LOC118429877	P
XLOC_037969	LOC578222	LOC118430571	P
XLOC_036810	LOC100890965	LOC118430026	P
XLOC_036710	LOC577507	LOC118430588	P
XLOC_037345	LOC592468	LOC118429878	P
XLOC_036769	LOC100892060	LOC118430603	P
XLOC_036629	LOC589934	LOC118429925	P
XLOC_037230	LOC757085	LOC118430261	P
XLOC_037967	LOC584477	LOC118430530	P
XLOC_037150	LOC115918249	LOC118430387	P
XLOC_036547	LOC115924475	LOC118430714	P
XLOC_037140	LOC753612	LOC118430391	P
XLOC_036943	LOC579500	LOC118430429	P
XLOC_037709	LOC585003	LOC118430308	P
XLOC_036767	LOC590850	LOC118431059	P
XLOC_037968	LOC575755	LOC118430748	P
XLOC_036917	LOC763450	LOC118430532	P
XLOC_037410	LOC115924568	LOC118430136	P
XLOC_037517	LOC100891564	LOC118430548	P
XLOC_037064	LOC583493	LOC118431158	P
XLOC_036712	LOC580627	LOC118431138	P
XLOC_037434	LOC100892948	LOC118430514	P
XLOC_037525	LOC105447194	LOC118430666	P
XLOC_036628	LOC115918684	LOC118430421	P
XLOC_037522	LOC580680	LOC118430413	P
XLOC_037139	LOC588415	LOC118430355	P
XLOC_036994	LOC579485	LOC118430146	P
XLOC_036407	LOC763766	LOC118430747	P
XLOC_036581	LOC100891080	LOC118430839	P
XLOC_037939	LOC584756	LOC118430450	P
XLOC_037449	LOC115924556	LOC118430542	P
XLOC_037596	LOC587946	LOC118430914	P
XLOC_036921	LOC587346	LOC118430874	P
XLOC_037281	LOC591490	LOC118430279	P
XLOC_036713	LOC580746	LOC118430031	P
XLOC_036533	LOC752669	LOC118430535	P
XLOC_037814	LOC593730	LOC118430020	P
XLOC_020981	LOC581484	LOC118411892	Q
XLOC_020746	LOC584014	LOC118412670	Q
XLOC_020779	LOC576280	LOC118410758	Q
XLOC_021158	LOC100889789	LOC118411808	Q
XLOC_021016	LOC755271	LOC118411753	Q
XLOC_021342	LOC587800	LOC118411164	Q
XLOC_021330	LOC591190	LOC118411352	Q
XLOC_021651	LOC579710	LOC118412404	Q
XLOC_020979	pkd2	LOC118411327	Q
XLOC_021531	LOC578470	LOC118411387	Q
XLOC_021709	LOC589273	LOC118411367	Q
XLOC_020912	LOC579127	LOC118411884	Q
XLOC_021196	LOC763682	LOC118411163	Q
XLOC_021188	LOC580027	LOC118412497	Q
XLOC_021725	LOC582239	LOC118411894	Q
XLOC_021106	LOC587138	LOC118412696	Q
XLOC_021516	LOC588695	LOC118412558	Q
XLOC_021592	LOC115918136	LOC118412035	Q
XLOC_020975	LOC578177	LOC118411385	Q
XLOC_021327	LOC100891173	LOC118411727	Q
XLOC_020929	LOC576884	LOC118412025	Q
XLOC_021400	LOC583528	LOC118412352	Q
XLOC_020970	LOC755983	LOC118412016	Q
XLOC_021514	LOC755691	LOC118411328	Q
XLOC_021381	LOC589462	LOC118412578	Q
XLOC_021780	LOC574639	LOC118410927	Q
XLOC_020815	LOC577237	LOC118411494	Q
XLOC_021346	LOC754452	LOC118411481	Q
XLOC_020880	LOC584300	LOC118410854	Q
XLOC_021059	LOC100890997	LOC118412479	Q
XLOC_020862	LOC100888728	LOC118411730	Q
XLOC_021435	LOC578540	LOC118410845	Q
XLOC_021462	LOC584795	LOC118412063	Q
XLOC_021422	LOC580732	LOC118410983	Q
XLOC_021185	LOC100892778	LOC118410738	Q
XLOC_020732	LOC584304	LOC118411543	Q
XLOC_021100	LOC587676	LOC118412495	Q
XLOC_020791	LOC581159	LOC118412032	Q
XLOC_021201	Tcf/Lef	LOC118412533	Q
XLOC_021717	LOC115917906	LOC118412582	Q
XLOC_020872	LOC575098	LOC118411384	Q
XLOC_020860	LOC115921757	LOC118411474	Q
XLOC_020745	LOC580697	LOC118412416	Q
XLOC_020924	LOC753735	LOC118410835	Q
XLOC_021138	LOC592872	LOC118412357	Q
XLOC_021754	LOC579669	LOC118411550	Q
XLOC_021521	LOC586629	LOC118411386	Q
XLOC_021776	BMP1	LOC118410730	Q
XLOC_021716	LOC574696	LOC118412577	Q
XLOC_021250	LOC100890274	LOC118412124	Q
XLOC_021696	LOC582167	LOC118411836	Q
XLOC_020725	LOC105437406	LOC118411664	Q
XLOC_020973	LOC578803	LOC118411358	Q
XLOC_020995	LOC100888054	LOC118412155	Q
XLOC_021401	LOC584673	LOC118412362	Q
XLOC_021091	LOC579645	LOC118412405	Q
XLOC_021057	LOC548618	LOC118411198	Q
XLOC_021440	LOC576894	LOC118411222	Q
XLOC_020748	LOC580376	LOC118411024	Q
XLOC_021502	LOC592929	LOC118412738	Q
XLOC_021757	LOC591778	LOC118412685	Q
XLOC_021030	LOC576359	LOC118410919	Q
XLOC_021625	LOC577698	LOC118411820	Q
XLOC_021404	NFkB	LOC118411445	Q
XLOC_020936	LOC585643	LOC118411399	Q
XLOC_021752	LOC588990	LOC118410862	Q
XLOC_021313	LOC754123	LOC118411373	Q
XLOC_021745	LOC579183	LOC118410959	Q
XLOC_021698	LOC580919	LOC118411418	Q
XLOC_021441	LOC580852	LOC118411223	Q
XLOC_021555	LOC576250	LOC118411268	Q
XLOC_021430	LOC752586	LOC118410751	Q
XLOC_021375	LOC592559	LOC118412595	Q
XLOC_020956	LOC580650	LOC118412417	Q
XLOC_020895	LOC115921846	LOC118411810	Q
XLOC_021640	LOC582628	LOC118411507	Q
XLOC_021167	LOC592547	LOC118410932	Q
XLOC_021412	LOC591073	LOC118411416	Q
XLOC_020796	LOC115921828	LOC118412083	Q
XLOC_021348	LOC581979	LOC118412371	Q
XLOC_021669	LOC590409	LOC118412520	Q
XLOC_021473	LOC588905	LOC118411254	Q
XLOC_021753	LOC588966	LOC118412686	Q
XLOC_020852	LOC115918466	LOC118412098	Q
