Orthogroup	AMPFI_ok	HUMAN
OG0001574	AMPFI_09279	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298
OG0001575	AMPFI_15706	HUMAN20511
OG0001576	AMPFI_16525	HUMAN23520, HUMAN09989, HUMAN09990
OG0001578	AMPFI_11954	HUMAN27577, HUMAN27576, HUMAN03525
OG0001580	AMPFI_13898	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241
OG0001581	AMPFI_14541, AMPFI_22362	HUMAN02524, HUMAN02525
OG0001582	AMPFI_01796, AMPFI_13928	HUMAN11711, HUMAN11710, HUMAN19935
OG0001583	AMPFI_20716	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577
OG0001584	AMPFI_15798	HUMAN07637
OG0001584	AMPFI_22734	HUMAN22038
OG0001589	AMPFI_11604	HUMAN10236
OG0001590	AMPFI_24468	HUMAN09424
OG0001592	AMPFI_20340, AMPFI_22753	HUMAN09531, HUMAN09657, HUMAN09656
OG0001593	AMPFI_15712	HUMAN28942, HUMAN09707, HUMAN06299, HUMAN01587
OG0001594	AMPFI_18261, AMPFI_11597	HUMAN19429
OG0001596	AMPFI_14311, AMPFI_21924	HUMAN06207, HUMAN28876
OG0001597	AMPFI_13604	HUMAN26560, HUMAN26561, HUMAN26559
OG0001597	AMPFI_12341	HUMAN03834
OG0001599	AMPFI_03121	HUMAN13426
OG0001600	AMPFI_10540	HUMAN00788, HUMAN00787, HUMAN16635, HUMAN28233
OG0001602	AMPFI_16253	HUMAN04443
OG0001604	AMPFI_04179	HUMAN22175
OG0001604	AMPFI_13911	HUMAN12471, HUMAN12472
OG0001605	AMPFI_24911, AMPFI_18083	HUMAN07945, HUMAN07944
OG0001606	AMPFI_03478	HUMAN03753
OG0001609	AMPFI_10765	HUMAN07643
OG0001609	AMPFI_06902	HUMAN21122, HUMAN07645
OG0001610	AMPFI_05189	HUMAN22869, HUMAN00777, HUMAN19044, HUMAN07487, HUMAN28094
OG0001611	AMPFI_12536	HUMAN08978, HUMAN02546
OG0001612	AMPFI_24849	HUMAN25319
OG0001614	AMPFI_14043	HUMAN14358
OG0001614	AMPFI_09076	HUMAN13572
OG0001617	AMPFI_25615	HUMAN20425, HUMAN06149, HUMAN24916
OG0001620	AMPFI_12324	HUMAN24750, HUMAN24751, HUMAN02052
OG0001621	AMPFI_09527	HUMAN10405, HUMAN20233
OG0001622	AMPFI_23787	HUMAN03730, HUMAN03729, HUMAN27716
OG0001624	AMPFI_12384	HUMAN25539, HUMAN25540, HUMAN00624, HUMAN19275, HUMAN19274, HUMAN27856
OG0001627	AMPFI_13242	HUMAN28211
OG0001627	AMPFI_22299	HUMAN24158
OG0001628	AMPFI_14676	HUMAN16897, HUMAN16898
OG0001630	AMPFI_09150	HUMAN00267, HUMAN26732, HUMAN21622, HUMAN26733, HUMAN00265, HUMAN00266
OG0001632	AMPFI_15399	HUMAN20860, HUMAN20348, HUMAN01354
OG0001634	AMPFI_21874	HUMAN29106
OG0001634	AMPFI_22894	HUMAN02620, HUMAN15581
OG0001635	AMPFI_19476	HUMAN30203, HUMAN26031, HUMAN29595
OG0001636	AMPFI_05825	HUMAN11118
OG0001637	AMPFI_14209	HUMAN21485
OG0001638	AMPFI_08503	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784
OG0001639	AMPFI_08162	HUMAN09764, HUMAN14138
OG0001640	AMPFI_17177	HUMAN21156, HUMAN21157
OG0001641	AMPFI_08722	HUMAN02994
OG0001642	AMPFI_15628	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976
OG0001644	AMPFI_12516	HUMAN24567
OG0001645	AMPFI_06481	HUMAN18190, HUMAN06473, HUMAN06474, HUMAN26290, HUMAN26291, HUMAN18192, HUMAN18191, HUMAN18189, HUMAN12571, HUMAN26289
OG0001651	AMPFI_03860	HUMAN24385, HUMAN03098, HUMAN22631
OG0001652	AMPFI_03475	HUMAN08985
OG0001653	AMPFI_18635	HUMAN23274
OG0001654	AMPFI_05689	HUMAN24521, HUMAN24522, HUMAN25677
OG0001655	AMPFI_21729	HUMAN29890
OG0001655	AMPFI_16010	HUMAN23043, HUMAN29586, HUMAN29889
OG0001656	AMPFI_09616	HUMAN12664
OG0001657	AMPFI_11506	HUMAN20003, HUMAN20005, HUMAN20004, HUMAN04603
OG0001658	AMPFI_21118	HUMAN18841
OG0001658	AMPFI_00185	HUMAN13850
OG0001659	AMPFI_20084	HUMAN00545, HUMAN00546, HUMAN25769
OG0001659	AMPFI_10173	HUMAN25774, HUMAN25773, HUMAN25771, HUMAN25770
OG0001660	AMPFI_15599	HUMAN24142, HUMAN22382, HUMAN29625, HUMAN30126, HUMAN22381
OG0001661	AMPFI_03268	HUMAN07166
OG0001661	AMPFI_24993, AMPFI_21610	HUMAN21509
OG0001662	AMPFI_25752	HUMAN05309
OG0001662	AMPFI_08109	HUMAN26391, HUMAN07388
OG0001663	AMPFI_14386	HUMAN26903, HUMAN29828
OG0001665	AMPFI_22180	HUMAN13477, HUMAN13476
OG0001665	AMPFI_12597	HUMAN10572
OG0001666	AMPFI_24481, AMPFI_12799, AMPFI_14898	HUMAN07809
OG0001667	AMPFI_09938	HUMAN12734, HUMAN26001, HUMAN26000, HUMAN06279, HUMAN06280, HUMAN06278
OG0001668	AMPFI_06781	HUMAN25853
OG0001668	AMPFI_25005	HUMAN25854
OG0001669	AMPFI_22930, AMPFI_17544	HUMAN00518, HUMAN18608
OG0001671	AMPFI_16125, AMPFI_09893	HUMAN20911
OG0001672	AMPFI_19341	HUMAN29688, HUMAN17876, HUMAN12952, HUMAN26575
OG0001673	AMPFI_18848	HUMAN08249, HUMAN08251, HUMAN15858, HUMAN16851
OG0001673	AMPFI_05431	HUMAN15857
OG0001674	AMPFI_20075, AMPFI_01079	HUMAN09862, HUMAN09861, HUMAN09864, HUMAN09865, HUMAN13900
OG0001675	AMPFI_04125	HUMAN28279, HUMAN27610
OG0001676	AMPFI_10805	HUMAN15070
OG0001677	AMPFI_23211	HUMAN07349, HUMAN07350
OG0001682	AMPFI_12014	HUMAN18147
OG0001683	AMPFI_22061	HUMAN30085, HUMAN01479, HUMAN00558, HUMAN25314
OG0001684	AMPFI_24253	HUMAN14785, HUMAN01201
OG0001685	AMPFI_05011	HUMAN22339
OG0001687	AMPFI_24429, AMPFI_09173, AMPFI_17336	HUMAN03234
OG0001688	AMPFI_10724	HUMAN22303, HUMAN22304, HUMAN22302, HUMAN03992
OG0001689	AMPFI_23147	HUMAN11739
OG0001689	AMPFI_19247	HUMAN11737, HUMAN19915
OG0001690	AMPFI_20974, AMPFI_20761	HUMAN01169
OG0001691	AMPFI_08102	HUMAN10903
OG0001691	AMPFI_00359	HUMAN07404
OG0001692	AMPFI_02593	HUMAN00929, HUMAN00928, HUMAN15010, HUMAN23437, HUMAN23438
OG0001693	AMPFI_08682	HUMAN00705
OG0001694	AMPFI_10870	HUMAN06928, HUMAN06927, HUMAN06925, HUMAN20957
OG0001703	AMPFI_03974, AMPFI_10306, AMPFI_20867, AMPFI_22896	HUMAN09709
OG0001704	AMPFI_22958, AMPFI_17780	HUMAN06407, HUMAN06567
OG0001706	AMPFI_00734	HUMAN30453, HUMAN05373, HUMAN30452
OG0001707	AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071	HUMAN13776, HUMAN13775, HUMAN16739
OG0001708	AMPFI_10288, AMPFI_03554	HUMAN25399, HUMAN25398, HUMAN01995, HUMAN01996
OG0001709	AMPFI_24047	HUMAN23995
OG0001710	AMPFI_18639	HUMAN06210, HUMAN24986, HUMAN29936, HUMAN28878
OG0001711	AMPFI_23859, AMPFI_17093	HUMAN04935, HUMAN04934, HUMAN04933, HUMAN09017
OG0001712	AMPFI_01037, AMPFI_08833	HUMAN22752, HUMAN17161, HUMAN03209
OG0001713	AMPFI_07986	HUMAN11446, HUMAN11444, HUMAN11445
OG0001714	AMPFI_05879	HUMAN20171, HUMAN20172
OG0001714	AMPFI_12759	HUMAN25119
OG0001716	AMPFI_13866	HUMAN18566, HUMAN18568, HUMAN18567
OG0001718	AMPFI_15984	HUMAN25013, HUMAN25014
OG0001720	AMPFI_01920	HUMAN12316, HUMAN04993, HUMAN07123
OG0001721	AMPFI_11273	HUMAN25291, HUMAN08491
OG0001723	AMPFI_21807	HUMAN30388
OG0001724	AMPFI_12909	HUMAN25295
OG0001726	AMPFI_23403	HUMAN16877, HUMAN08380
OG0001726	AMPFI_15123	HUMAN22539
OG0001727	AMPFI_09267	HUMAN15860, HUMAN15859, HUMAN08259, HUMAN16842
OG0001728	AMPFI_01049	HUMAN09496, HUMAN23695
OG0001729	AMPFI_05820	HUMAN26808, HUMAN20869, HUMAN20870
OG0001730	AMPFI_09157	HUMAN14924, HUMAN00990, HUMAN14923
OG0001731	AMPFI_18090, AMPFI_24445	HUMAN24935, HUMAN06976, HUMAN06977
OG0001732	AMPFI_05707, AMPFI_19074	HUMAN30348, HUMAN07896, HUMAN21599, HUMAN21598, HUMAN21600
OG0001733	AMPFI_08124	HUMAN17168
OG0001734	AMPFI_02431	HUMAN04689
OG0001734	AMPFI_02529	HUMAN04688
OG0001735	AMPFI_02680	HUMAN17857, HUMAN13129
OG0001736	AMPFI_04077	HUMAN11325, HUMAN14071
OG0001737	AMPFI_20661	HUMAN27862, HUMAN19270
OG0001738	AMPFI_08169	HUMAN07064, HUMAN07066, HUMAN03839, HUMAN03837, HUMAN07063, HUMAN07065, HUMAN03838
OG0001739	AMPFI_18533	HUMAN06840, HUMAN06841, HUMAN06839, HUMAN03964
OG0001740	AMPFI_08487	HUMAN04153, HUMAN24941, HUMAN20293, HUMAN20292, HUMAN04152, HUMAN20291
OG0001743	AMPFI_21237	HUMAN29328, HUMAN29326
OG0001744	AMPFI_00412	HUMAN27316, HUMAN27315, HUMAN27317
OG0001746	AMPFI_09609	HUMAN04189, HUMAN20301, HUMAN20300, HUMAN20302
OG0001747	AMPFI_21460, AMPFI_03962	HUMAN19647, HUMAN19645, HUMAN19646, HUMAN18323, HUMAN18324, HUMAN02105
OG0001749	AMPFI_24575, AMPFI_18873	HUMAN28713, HUMAN29594, HUMAN30202
OG0001752	AMPFI_05645	HUMAN14402, HUMAN14401, HUMAN09557
OG0001755	AMPFI_19529	HUMAN04349
OG0001756	AMPFI_19308	HUMAN03565, HUMAN03566
OG0001756	AMPFI_09088	HUMAN27756, HUMAN27755
OG0001757	AMPFI_11105	HUMAN02532, HUMAN02531, HUMAN08337, HUMAN08338, HUMAN27193, HUMAN25593, HUMAN27189, HUMAN27178, HUMAN27173, HUMAN13781, HUMAN08339
OG0001758	AMPFI_22682, AMPFI_05121, AMPFI_08230, AMPFI_04712, AMPFI_10363, AMPFI_04809, AMPFI_03239, AMPFI_22191	HUMAN12281
OG0001759	AMPFI_25203	HUMAN28722, HUMAN22444
OG0001760	AMPFI_13517	HUMAN06762
OG0001768	AMPFI_03119	HUMAN09704
OG0001768	AMPFI_14756, AMPFI_14757	HUMAN23681, HUMAN14390
OG0001769	AMPFI_17583	HUMAN03651
OG0001769	AMPFI_24487	HUMAN08557, HUMAN08556
OG0001770	AMPFI_16335	HUMAN24382, HUMAN17425, HUMAN30193, HUMAN24381, HUMAN22894
OG0001772	AMPFI_24282, AMPFI_16628, AMPFI_22476, AMPFI_21430	HUMAN02529, HUMAN08892
OG0001774	AMPFI_10680	HUMAN30515, HUMAN30516
OG0001775	AMPFI_09788	HUMAN14353
OG0001778	AMPFI_14017, AMPFI_10692	HUMAN08146
OG0001780	AMPFI_07742	HUMAN19749
OG0001781	AMPFI_23560	HUMAN12739
OG0001781	AMPFI_08314	HUMAN24740
OG0001782	AMPFI_24297	HUMAN23640
OG0001782	AMPFI_12965	HUMAN03280
OG0001783	AMPFI_24257, AMPFI_01182	HUMAN10327, HUMAN10326
OG0001785	AMPFI_02986, AMPFI_16358	HUMAN07812
OG0001787	AMPFI_25681	HUMAN19491, HUMAN19493, HUMAN19494, HUMAN19492, HUMAN25152, HUMAN25151, HUMAN00492
OG0001788	AMPFI_09753	HUMAN16667
OG0001789	AMPFI_24598, AMPFI_14245	HUMAN19923, HUMAN12300
OG0001792	AMPFI_21133	HUMAN29333
OG0001792	AMPFI_07829	HUMAN15054
OG0001793	AMPFI_08492	HUMAN20623
OG0001793	AMPFI_17091	HUMAN05697
OG0001794	AMPFI_09033	HUMAN19680
OG0001796	AMPFI_24328, AMPFI_10392	HUMAN19025, HUMAN19024, HUMAN19023, HUMAN19026, HUMAN27928
OG0001798	AMPFI_13433, AMPFI_09922	HUMAN14327, HUMAN14328, HUMAN09868
OG0001800	AMPFI_11453	HUMAN21427, HUMAN21429, HUMAN21428, HUMAN02409, HUMAN07046
OG0001801	AMPFI_12578	HUMAN01406, HUMAN04138, HUMAN27053, HUMAN01453, HUMAN04141, HUMAN04140
OG0001803	AMPFI_13781	HUMAN17083, HUMAN17084, HUMAN22587, HUMAN22586, HUMAN03075
OG0001804	AMPFI_10708	HUMAN11697, HUMAN11700, HUMAN11696, HUMAN11695, HUMAN11698, HUMAN19866
OG0001805	AMPFI_11465	HUMAN06844, HUMAN04264, HUMAN06848
OG0001806	AMPFI_11361	HUMAN26954, HUMAN26956, HUMAN01386
OG0001807	AMPFI_13156	HUMAN12665
OG0001808	AMPFI_01463	HUMAN22069, HUMAN22068, HUMAN01110
OG0001809	AMPFI_15697	HUMAN02155, HUMAN02158, HUMAN02157, HUMAN02156, HUMAN02154
OG0001810	AMPFI_19617	HUMAN25995, HUMAN25994, HUMAN18086
OG0001812	AMPFI_01183, AMPFI_00507, AMPFI_00810	HUMAN05677
OG0001814	AMPFI_09086	HUMAN12655, HUMAN12657, HUMAN26160, HUMAN26161
OG0001816	AMPFI_15030	HUMAN23424
OG0001818	AMPFI_13689	HUMAN08932, HUMAN25133
OG0001819	AMPFI_01254	HUMAN26303, HUMAN26302, HUMAN17758
OG0001820	AMPFI_19349	HUMAN22655, HUMAN22654, HUMAN22657, HUMAN03192
OG0001822	AMPFI_12887	HUMAN20278, HUMAN04122
OG0001823	AMPFI_19202	HUMAN28818
OG0001824	AMPFI_18005	HUMAN08709
OG0001825	AMPFI_16509	HUMAN28268, HUMAN25258, HUMAN28269, HUMAN28270
OG0001827	AMPFI_12500	HUMAN29268, HUMAN29270
OG0001828	AMPFI_14487	HUMAN20552
OG0001829	AMPFI_21635, AMPFI_14667	HUMAN11147, HUMAN11495
OG0001830	AMPFI_00628	HUMAN13769, HUMAN16621
OG0001831	AMPFI_22534, AMPFI_24544	HUMAN10191, HUMAN10190, HUMAN12366, HUMAN12368
OG0001832	AMPFI_01169	HUMAN29361
OG0001832	AMPFI_13912	HUMAN10008, HUMAN10007, HUMAN01888, HUMAN10006
OG0001834	AMPFI_07413	HUMAN18097, HUMAN02973
OG0001846	AMPFI_05493	HUMAN25244, HUMAN18589, HUMAN16677, HUMAN18592, HUMAN16676
OG0001848	AMPFI_19061	HUMAN02996
OG0001848	AMPFI_12829	HUMAN04716
OG0001849	AMPFI_09620	HUMAN06580, HUMAN06581, HUMAN06579, HUMAN06583
OG0001849	AMPFI_25919	HUMAN06578
OG0001850	AMPFI_22844	HUMAN27413
OG0001851	AMPFI_25094	HUMAN21496
OG0001852	AMPFI_09915	HUMAN06720, HUMAN20898
OG0001853	AMPFI_25436	HUMAN28392, HUMAN18575
OG0001854	AMPFI_01259, AMPFI_13023, AMPFI_18179, AMPFI_15993, AMPFI_13024	HUMAN06535
OG0001856	AMPFI_19562	HUMAN26595, HUMAN13519
OG0001857	AMPFI_05151	HUMAN16699, HUMAN28241
OG0001858	AMPFI_25738	HUMAN26275
OG0001861	AMPFI_05758, AMPFI_05546	HUMAN02516
OG0001861	AMPFI_02118	HUMAN02475
OG0001862	AMPFI_04345, AMPFI_00240	HUMAN14487, HUMAN01898, HUMAN10090
OG0001863	AMPFI_13121	HUMAN27302
OG0001864	AMPFI_00388	HUMAN13784, HUMAN13785, HUMAN19255
OG0001865	AMPFI_08697	HUMAN23790, HUMAN22856, HUMAN07532
OG0001866	AMPFI_13351	HUMAN25781
OG0001867	AMPFI_05628	HUMAN25878, HUMAN13230
OG0001868	AMPFI_14717	HUMAN08197
OG0001869	AMPFI_10638	HUMAN00228, HUMAN00227
OG0001870	AMPFI_13982	HUMAN28292, HUMAN00640, HUMAN25247
OG0001872	AMPFI_20670	HUMAN21536
OG0001873	AMPFI_03890	HUMAN16807, HUMAN16808, HUMAN16809
OG0001874	AMPFI_11538	HUMAN21243
OG0001875	AMPFI_04167	HUMAN17871
OG0001875	AMPFI_06025	HUMAN22698
OG0001876	AMPFI_19823	HUMAN16595
OG0001878	AMPFI_00022	HUMAN07553, HUMAN29985, HUMAN27457
OG0001879	AMPFI_09991	HUMAN07208
OG0001879	AMPFI_07049	HUMAN06063
OG0001881	AMPFI_23664	HUMAN06131, HUMAN04212, HUMAN02372
OG0001882	AMPFI_16163	HUMAN12928, HUMAN17839
OG0001883	AMPFI_12079	HUMAN10705, HUMAN10706, HUMAN10704, HUMAN20116, HUMAN13322
OG0001884	AMPFI_08790	HUMAN19030
OG0001886	AMPFI_21596	HUMAN29265, HUMAN01236
OG0001888	AMPFI_13172	HUMAN14663, HUMAN28454, HUMAN28455
OG0001889	AMPFI_19720, AMPFI_19857	HUMAN13282, HUMAN10294, HUMAN10295, HUMAN10296
OG0001890	AMPFI_12534	HUMAN27039, HUMAN01447, HUMAN04331
OG0001893	AMPFI_19478	HUMAN24851, HUMAN24850
OG0001894	AMPFI_23829	HUMAN24228, HUMAN24227, HUMAN24229, HUMAN03619
OG0001895	AMPFI_06234	HUMAN19223
OG0001896	AMPFI_00391	HUMAN29380, HUMAN02065
OG0001897	AMPFI_11385	HUMAN01785, HUMAN01784, HUMAN14131, HUMAN28852, HUMAN09463
OG0001898	AMPFI_19357, AMPFI_23331	HUMAN15350
OG0001899	AMPFI_14699	HUMAN08346
OG0001900	AMPFI_14979, AMPFI_14680	HUMAN17169
OG0001900	AMPFI_22311	HUMAN15354, HUMAN15355
OG0001900	AMPFI_06753	HUMAN15353
OG0001901	AMPFI_16364	HUMAN04090, HUMAN04089
OG0001903	AMPFI_22480	HUMAN25841, HUMAN25839, HUMAN25838, HUMAN25840
OG0001913	AMPFI_20028	HUMAN10068, HUMAN10067
OG0001914	AMPFI_16420	HUMAN25807, HUMAN25808
OG0001914	AMPFI_23834, AMPFI_23742	HUMAN10542
OG0001915	AMPFI_24256	HUMAN30648, HUMAN29662
OG0001916	AMPFI_05143	HUMAN08379, HUMAN08376, HUMAN08378
OG0001916	AMPFI_00220	HUMAN15612
OG0001917	AMPFI_25940	HUMAN01077, HUMAN14777, HUMAN15018
OG0001918	AMPFI_18720	HUMAN18185, HUMAN18184
OG0001918	AMPFI_24620	HUMAN17680
OG0001919	AMPFI_20817	HUMAN03322
OG0001920	AMPFI_08261	HUMAN28449, HUMAN14671, HUMAN01090, HUMAN14537, HUMAN14536
OG0001923	AMPFI_05606	HUMAN14644, HUMAN14642, HUMAN14921
OG0001925	AMPFI_11073, AMPFI_16226	HUMAN17583, HUMAN26221, HUMAN06665
OG0001926	AMPFI_12255	HUMAN01202
OG0001928	AMPFI_03201	HUMAN25622
OG0001930	AMPFI_11064	HUMAN10045
OG0001932	AMPFI_22509	HUMAN21635, HUMAN29559
OG0001933	AMPFI_06742	HUMAN11040, HUMAN11041
OG0001934	AMPFI_10308	HUMAN27036
OG0001935	AMPFI_16321	HUMAN02626
OG0001935	AMPFI_05252	HUMAN03611
OG0001936	AMPFI_09706	HUMAN03296
OG0001936	AMPFI_20180	HUMAN27676
OG0001937	AMPFI_25708	HUMAN21397
OG0001939	AMPFI_25514	HUMAN18876, HUMAN11453
OG0001940	AMPFI_23874	HUMAN07394, HUMAN07393
OG0001941	AMPFI_23257, AMPFI_25029, AMPFI_22977, AMPFI_02719	HUMAN18090, HUMAN20811
OG0001943	AMPFI_17954	HUMAN13678, HUMAN18947
OG0001944	AMPFI_11227	HUMAN18721
OG0001945	AMPFI_00770	HUMAN21241, HUMAN25293
OG0001946	AMPFI_08294	HUMAN24077, HUMAN03301, HUMAN22814, HUMAN22811
OG0001947	AMPFI_19758	HUMAN20996, HUMAN06249, HUMAN06248
OG0001948	AMPFI_02982	HUMAN15430, HUMAN15431, HUMAN08601, HUMAN02652, HUMAN04901
OG0001949	AMPFI_14432	HUMAN12315, HUMAN07122, HUMAN12313, HUMAN12314
OG0001951	AMPFI_06568	HUMAN06388
OG0001953	AMPFI_16409	HUMAN12011, HUMAN12010, HUMAN12008, HUMAN10577, HUMAN10576, HUMAN10578, HUMAN10574
OG0001956	AMPFI_19282, AMPFI_00676, AMPFI_14451, AMPFI_17056	HUMAN13995
OG0001956	AMPFI_03829	HUMAN09517
OG0001957	AMPFI_20892	HUMAN04994, HUMAN12320, HUMAN12321, HUMAN07092, HUMAN07091
OG0001958	AMPFI_00496	HUMAN18312, HUMAN07838
OG0001961	AMPFI_18694	HUMAN06222, HUMAN02307
OG0001963	AMPFI_06610	HUMAN01746, HUMAN09665, HUMAN28531
OG0001964	AMPFI_15416	HUMAN17471, HUMAN17608, HUMAN17469, HUMAN17470, HUMAN17482, HUMAN17490, HUMAN17609
OG0001965	AMPFI_25846	HUMAN13582
OG0001966	AMPFI_23585, AMPFI_04379	HUMAN14884, HUMAN01261
OG0001967	AMPFI_04619	HUMAN01106
OG0001968	AMPFI_03626	HUMAN03672
OG0001968	AMPFI_02828	HUMAN29233
OG0001969	AMPFI_20288	HUMAN23666, HUMAN23664, HUMAN23665, HUMAN14220, HUMAN14219
OG0001971	AMPFI_13714	HUMAN14230, HUMAN14001, HUMAN09514
OG0001972	AMPFI_15172	HUMAN00080, HUMAN00081
OG0001974	AMPFI_21573	HUMAN13564
OG0001985	AMPFI_00548	HUMAN07334, HUMAN26445
OG0001986	AMPFI_06341	HUMAN01344, HUMAN01345
OG0001987	AMPFI_15909	HUMAN19974, HUMAN19975, HUMAN10877, HUMAN05001
OG0001988	AMPFI_17891	HUMAN28137
OG0001989	AMPFI_13109	HUMAN06979, HUMAN24933
OG0001990	AMPFI_22626, AMPFI_02181	HUMAN18834
OG0001992	AMPFI_09449	HUMAN25066, HUMAN09362
OG0001993	AMPFI_02374	HUMAN03187, HUMAN23874
OG0001994	AMPFI_17060	HUMAN07229, HUMAN12231
OG0001996	AMPFI_15289	HUMAN08647, HUMAN08650, HUMAN08648, HUMAN08649
OG0001998	AMPFI_11941	HUMAN28974, HUMAN10909, HUMAN10908
OG0002001	AMPFI_02709	HUMAN06657
OG0002002	AMPFI_00081	HUMAN18498, HUMAN18497, HUMAN05241
OG0002003	AMPFI_24835	HUMAN17505, HUMAN09339, HUMAN09338
OG0002004	AMPFI_21797	HUMAN01800
OG0002005	AMPFI_08128	HUMAN03512, HUMAN27735, HUMAN27734
OG0002006	AMPFI_06516	HUMAN12661
OG0002007	AMPFI_11296	HUMAN22823, HUMAN03290
OG0002008	AMPFI_06546	HUMAN03542, HUMAN22606
OG0002009	AMPFI_13652	HUMAN24651
OG0002010	AMPFI_25840	HUMAN13438, HUMAN13437
OG0002011	AMPFI_05538	HUMAN19203, HUMAN08184
OG0002012	AMPFI_22305	HUMAN04610, HUMAN04611, HUMAN04609, HUMAN19998
OG0002014	AMPFI_21176, AMPFI_02559	HUMAN01361, HUMAN26801, HUMAN26800, HUMAN26799, HUMAN01362, HUMAN21111
OG0002016	AMPFI_07033	HUMAN22594, HUMAN22595, HUMAN24384, HUMAN03045
OG0002017	AMPFI_20559	HUMAN00207, HUMAN05916, HUMAN21581
OG0002018	AMPFI_23650	HUMAN22930, HUMAN07753, HUMAN24015
OG0002019	AMPFI_11037	HUMAN23213, HUMAN12701, HUMAN12700
OG0002020	AMPFI_07498	HUMAN24224, HUMAN24223, HUMAN03621
OG0002023	AMPFI_10310, AMPFI_25831	HUMAN15593, HUMAN04741, HUMAN02722
OG0002024	AMPFI_12404	HUMAN02179, HUMAN02180, HUMAN29178, HUMAN29177, HUMAN29179
OG0002025	AMPFI_05377	HUMAN10728
OG0002026	AMPFI_00510, AMPFI_07639	HUMAN30074, HUMAN07690
OG0002027	AMPFI_12845	HUMAN07656, HUMAN07655, HUMAN21805
OG0002028	AMPFI_05317	HUMAN18734
OG0002029	AMPFI_14294	HUMAN19340, HUMAN19571, HUMAN19572
OG0002030	AMPFI_02627	HUMAN01108, HUMAN14623, HUMAN14622, HUMAN14998, HUMAN28476
OG0002031	AMPFI_08223	HUMAN12775, HUMAN26512
OG0002032	AMPFI_07992	HUMAN05596, HUMAN05597
OG0002034	AMPFI_21516	HUMAN23167
OG0002035	AMPFI_01549	HUMAN14128, HUMAN01124, HUMAN23374
OG0002036	AMPFI_17675	HUMAN08247, HUMAN08246, HUMAN15835
OG0002039	AMPFI_17657	HUMAN23849, HUMAN03195, HUMAN23037, HUMAN23036
OG0002042	AMPFI_06985	HUMAN03199, HUMAN03198, HUMAN03197
OG0002043	AMPFI_11574	HUMAN00470, HUMAN00469, HUMAN27809
OG0002044	AMPFI_12742, AMPFI_20577	HUMAN21075
OG0002057	AMPFI_07261, AMPFI_19509	HUMAN28905, HUMAN00904, HUMAN28904
OG0002059	AMPFI_12396	HUMAN14516, HUMAN01268, HUMAN01269
OG0002060	AMPFI_08802	HUMAN08797, HUMAN16994, HUMAN16993
OG0002061	AMPFI_12327	HUMAN27408
OG0002062	AMPFI_20199	HUMAN09834, HUMAN14941, HUMAN14940
OG0002063	AMPFI_24725	HUMAN28682
OG0002063	AMPFI_08059	HUMAN23745
OG0002064	AMPFI_02057	HUMAN02629
OG0002064	AMPFI_04113	HUMAN16812, HUMAN16813, HUMAN08576
OG0002065	AMPFI_25180	HUMAN11195
OG0002066	AMPFI_11746	HUMAN16636, HUMAN28236
OG0002067	AMPFI_16394	HUMAN27451, HUMAN27446, HUMAN10469
OG0002068	AMPFI_16266	HUMAN08934, HUMAN08935
OG0002068	AMPFI_21310	HUMAN08933, HUMAN15823
OG0002069	AMPFI_18734	HUMAN18933, HUMAN18934, HUMAN28250
OG0002070	AMPFI_23708	HUMAN14478, HUMAN01278, HUMAN29198, HUMAN29199
OG0002072	AMPFI_20520	HUMAN10265
OG0002073	AMPFI_25365	HUMAN23862, HUMAN23861, HUMAN20828, HUMAN18650
OG0002074	AMPFI_01458	HUMAN27012
OG0002074	AMPFI_04542	HUMAN29515, HUMAN29516, HUMAN29517
OG0002076	AMPFI_24244	HUMAN06613, HUMAN20823
OG0002077	AMPFI_10995	HUMAN12493, HUMAN12495, HUMAN12494, HUMAN02943
OG0002078	AMPFI_16293	HUMAN13179
OG0002080	AMPFI_00131, AMPFI_15363	HUMAN07100, HUMAN12467
OG0002081	AMPFI_16238	HUMAN07746
OG0002085	AMPFI_25343	HUMAN08803, HUMAN04915, HUMAN04913, HUMAN04914, HUMAN16999, HUMAN08802
OG0002086	AMPFI_18372	HUMAN14543
OG0002086	AMPFI_07571	HUMAN09453, HUMAN14542
OG0002087	AMPFI_07836	HUMAN29203
OG0002088	AMPFI_07147	HUMAN03872
OG0002088	AMPFI_24909	HUMAN16029
OG0002089	AMPFI_25949, AMPFI_09022, AMPFI_10558, AMPFI_01974	HUMAN02074
OG0002090	AMPFI_10383	HUMAN24839
OG0002091	AMPFI_11243	HUMAN26748, HUMAN10794, HUMAN10793, HUMAN10792, HUMAN07160, HUMAN07159, HUMAN07158
OG0002093	AMPFI_22177	HUMAN25025
OG0002094	AMPFI_06144	HUMAN20985
OG0002096	AMPFI_21126	HUMAN07201, HUMAN07202
