peak54432	promoter-TSS 
peak64909	TTS 
peak535	intron 
peak24393	Intergenic
peak8970	intron 
peak39956	exon 
peak27557	Intergenic
peak17833	intron 
peak61653	intron 
peak66213	Intergenic
peak32635	exon 
peak47231	intron 
peak65228	Intergenic
peak9392	Intergenic
peak8398	promoter-TSS 
peak77809	Intergenic
peak40866	Intergenic
peak1612	promoter-TSS 
peak574	Intergenic
peak18584	promoter-TSS 
peak20621	promoter-TSS 
peak70312	promoter-TSS 
peak52853	exon 
peak14947	Intergenic
peak25076	Intergenic
peak53332	intron 
peak50292	intron 
peak68831	Intergenic
peak12171	intron 
peak28082	Intergenic
peak78731	intron 
peak35054	Intergenic
peak35347	Intergenic
peak3976	intron 
peak61765	intron 
peak59636	intron 
peak46547	Intergenic
peak3143	Intergenic
peak18923	intron 
peak78859	intron 
peak72670	intron 
peak78098	intron 
peak1159	intron 
peak74243	intron 
peak67526	exon 
peak7056	intron 
peak79341	Intergenic
peak56854	intron 
peak17075	intron 
peak17226	Intergenic
peak75995	Intergenic
peak64320	promoter-TSS 
peak42880	Intergenic
peak24103	exon 
peak76126	exon 
peak2916	intron 
peak81530	intron 
peak40222	promoter-TSS 
peak67993	intron 
peak59160	Intergenic
peak7918	Intergenic
peak55032	intron 
peak29768	intron 
peak68132	TTS 
peak52554	intron 
peak67580	promoter-TSS 
peak23738	Intergenic
peak79468	Intergenic
peak65388	Intergenic
peak54558	Intergenic
peak18986	Intergenic
peak82109	Intergenic
peak50592	Intergenic
peak21485	intron 
peak28412	Intergenic
peak32097	Intergenic
peak10991	promoter-TSS 
peak60178	promoter-TSS 
peak66918	Intergenic
peak73457	intron 
peak10160	exon 
peak14350	Intergenic
peak23348	intron 
peak74647	Intergenic
peak60308	promoter-TSS 
peak8832	intron 
peak37550	Intergenic
peak13813	Intergenic
peak6405	Intergenic
peak66289	Intergenic
peak40770	Intergenic
peak30729	TTS 
peak39788	intron 
peak76606	Intergenic
peak69247	Intergenic
peak13169	exon 
peak5102	intron 
peak307	exon 
peak20648	intron 
peak74392	intron 
peak71208	exon 
peak43290	Intergenic
peak46522	Intergenic
peak76697	exon 
peak24335	promoter-TSS 
peak68564	Intergenic
peak15435	intron 
peak24561	Intergenic
peak34845	intron 
peak20805	Intergenic
peak22683	promoter-TSS 
peak51853	promoter-TSS 
peak1865	intron 
peak54546	Intergenic
peak15731	Intergenic
peak82062	intron 
peak80118	Intergenic
peak38698	intron 
peak68890	exon 
peak51800	Intergenic
peak27234	Intergenic
peak6219	Intergenic
peak69340	promoter-TSS 
peak38308	Intergenic
peak42286	exon 
peak27298	intron 
peak48984	Intergenic
peak73942	intron 
peak58080	promoter-TSS 
peak67665	exon 
peak57484	Intergenic
peak69395	intron 
peak10927	intron 
peak40028	Intergenic
peak16727	promoter-TSS 
peak5948	Intergenic
peak68750	promoter-TSS 
peak65908	Intergenic
peak33237	Intergenic
peak28469	intron 
peak12033	intron 
peak77269	intron 
peak55214	intron 
peak21077	promoter-TSS 
peak55821	intron 
peak36679	Intergenic
peak77729	intron 
peak65358	exon 
peak78356	intron 
peak70664	intron 
peak49198	intron 
peak59839	exon 
peak70201	Intergenic
peak34483	Intergenic
peak80711	Intergenic
peak66234	promoter-TSS 
peak61788	Intergenic
peak11224	Intergenic
peak21624	exon 
peak24973	intron 
peak78376	promoter-TSS 
peak3940	promoter-TSS 
peak32937	exon 
peak73424	intron 
peak82607	Intergenic
peak80159	intron 
peak55987	intron 
peak66945	promoter-TSS 
peak73967	intron 
peak60479	Intergenic
peak16710	intron 
peak13353	intron 
peak13493	Intergenic
peak16578	exon 
peak63416	Intergenic
peak1794	intron 
peak14212	intron 
peak4900	intron 
peak72188	Intergenic
peak52704	Intergenic
peak30757	promoter-TSS 
peak71747	Intergenic
peak52426	Intergenic
peak20991	exon 
peak74639	Intergenic
peak62297	Intergenic
peak57639	intron 
peak43055	promoter-TSS 
peak31741	Intergenic
peak34993	promoter-TSS 
peak72623	promoter-TSS 
peak25237	intron 
peak7810	Intergenic
peak47034	intron 
peak50796	Intergenic
peak7897	Intergenic
peak62896	Intergenic
peak69729	promoter-TSS 
peak32363	intron 
peak60521	intron 
peak21362	intron 
peak12820	promoter-TSS 
peak31092	Intergenic
peak31189	promoter-TSS 
peak19377	Intergenic
peak23861	intron 
peak67047	Intergenic
peak17955	Intergenic
peak61749	intron 
peak65139	intron 
peak79512	promoter-TSS 
peak46550	Intergenic
peak11379	intron 
peak46595	TTS 
peak40296	Intergenic
peak76018	intron 
peak33026	Intergenic
peak33356	intron 
peak61636	Intergenic
peak42999	Intergenic
peak35767	Intergenic
peak40065	intron 
peak48660	intron 
peak13863	TTS 
peak69706	intron 
peak25793	promoter-TSS 
peak77885	intron 
peak47929	Intergenic
peak42213	Intergenic
peak21887	promoter-TSS 
peak46997	Intergenic
peak57850	intron 
peak35974	exon 
peak55762	Intergenic
peak12256	intron 
peak19588	promoter-TSS 
peak24023	Intergenic
peak26668	intron 
peak1239	Intergenic
peak15269	Intergenic
peak46852	intron 
peak46198	Intergenic
peak47952	Intergenic
peak35873	Intergenic
peak48023	Intergenic
peak58664	intron 
peak71359	Intergenic
peak25615	Intergenic
peak52109	promoter-TSS 
peak42357	Intergenic
peak63427	Intergenic
peak6613	TTS 
peak65839	Intergenic
peak59811	intron 
peak2752	Intergenic
peak28941	TTS 
peak56043	Intergenic
peak41431	intron 
peak10287	exon 
peak34241	TTS 
peak60438	intron 
peak10889	exon 
peak3801	intron 
peak60254	Intergenic
peak53035	Intergenic
peak44420	TTS 
peak50411	exon 
peak18432	TTS 
peak57556	intron 
peak40209	Intergenic
peak27869	promoter-TSS 
peak47960	intron 
peak39635	intron 
peak66975	promoter-TSS 
peak64899	exon 
peak24301	Intergenic
peak78146	Intergenic
peak28037	intron 
peak77201	TTS 
peak76473	intron 
peak50484	promoter-TSS 
peak54717	Intergenic
peak73485	intron 
peak68953	intron 
peak39132	TTS 
peak78200	intron 
peak52571	Intergenic
peak15353	TTS 
peak76857	intron 
peak43873	intron 
peak72531	Intergenic
peak14785	exon 
peak82689	intron 
peak3846	Intergenic
peak8821	intron 
peak20262	intron 
peak68464	promoter-TSS 
peak6324	intron 
peak74255	intron 
peak19047	Intergenic
peak19596	intron 
peak66167	promoter-TSS 
peak24596	intron 
peak32249	exon 
peak36542	Intergenic
peak42795	Intergenic
peak20832	Intergenic
peak35163	Intergenic
peak44705	Intergenic
peak23876	Intergenic
peak71464	Intergenic
peak3293	Intergenic
peak78280	intron 
peak13	Intergenic
peak6354	intron 
peak80067	intron 
peak78065	Intergenic
peak46968	Intergenic
peak61602	Intergenic
peak40723	intron 
peak59988	exon 
peak76014	intron 
peak29715	exon 
peak48136	intron 
peak3954	exon 
peak50527	promoter-TSS 
peak43371	Intergenic
peak77397	intron 
peak7343	intron 
peak9290	intron 
peak21923	promoter-TSS 
peak11147	intron 
peak20983	intron 
peak30862	intron 
peak43612	intron 
peak64209	Intergenic
peak12317	intron 
peak47848	Intergenic
peak22219	promoter-TSS 
peak943	Intergenic
peak9563	intron 
peak24091	intron 
peak38787	Intergenic
peak2536	exon 
peak44283	Intergenic
peak50231	Intergenic
peak48335	promoter-TSS 
peak48858	Intergenic
peak34257	Intergenic
peak27758	Intergenic
peak46877	Intergenic
peak44816	Intergenic
peak42078	Intergenic
peak52795	intron 
peak425	Intergenic
peak56729	intron 
peak45058	Intergenic
peak13183	exon 
peak43320	promoter-TSS 
peak30212	exon 
peak48033	intron 
peak76621	Intergenic
peak14513	promoter-TSS 
peak41571	promoter-TSS 
peak36754	intron 
peak76172	TTS 
peak33605	intron 
peak43192	Intergenic
peak38177	promoter-TSS 
peak74945	promoter-TSS 
peak73089	intron 
peak58672	promoter-TSS 
peak13109	Intergenic
peak20274	Intergenic
peak58336	exon 
peak48437	exon 
peak79090	Intergenic
peak40234	Intergenic
peak4719	Intergenic
peak17924	intron 
peak14425	promoter-TSS 
peak69958	promoter-TSS 
peak45442	intron 
peak66584	Intergenic
peak37867	exon 
peak20585	Intergenic
peak56261	Intergenic
peak24756	exon 
peak18795	Intergenic
peak61524	Intergenic
peak34216	exon 
peak66474	Intergenic
peak4004	promoter-TSS 
peak10885	intron 
peak23806	Intergenic
peak71305	Intergenic
peak78458	promoter-TSS 
peak13118	Intergenic
peak39222	Intergenic
peak46221	Intergenic
peak59039	promoter-TSS 
peak822	Intergenic
peak16059	intron 
peak65804	intron 
peak38034	Intergenic
peak76739	TTS 
peak18409	Intergenic
peak34905	intron 
peak27150	intron 
peak56199	Intergenic
peak42526	exon 
peak28764	Intergenic
peak74404	intron 
peak33319	intron 
peak30465	exon 
peak3261	intron 
peak20967	Intergenic
peak72509	intron 
peak34416	intron 
peak38156	Intergenic
peak30061	Intergenic
peak35522	intron 
peak42179	promoter-TSS 
peak3524	intron 
peak15452	exon 
peak76451	Intergenic
peak62216	intron 
peak16889	intron 
peak63051	Intergenic
peak74877	promoter-TSS 
peak852	intron 
peak60988	Intergenic
peak737	Intergenic
peak47165	exon 
peak14747	exon 
peak48368	intron 
peak54962	intron 
peak44349	Intergenic
peak47111	Intergenic
peak79617	Intergenic
peak67710	promoter-TSS 
peak61033	Intergenic
peak65765	Intergenic
peak41005	Intergenic
peak32048	intron 
peak65628	Intergenic
peak53669	intron 
peak73419	intron 
peak40374	Intergenic
peak7031	intron 
peak43464	intron 
peak21018	Intergenic
peak5389	Intergenic
peak39820	promoter-TSS 
peak26435	Intergenic
peak44418	intron 
peak64485	Intergenic
peak61157	intron 
peak60339	intron 
peak1264	promoter-TSS 
peak39392	promoter-TSS 
peak67598	promoter-TSS 
peak50357	intron 
peak21524	intron 
peak38019	Intergenic
peak27498	promoter-TSS 
peak64945	exon 
peak9540	intron 
peak33089	Intergenic
peak68344	intron 
peak32344	intron 
peak49354	promoter-TSS 
peak39465	exon 
peak13634	Intergenic
peak16365	intron 
peak70552	intron 
peak66572	Intergenic
peak36485	intron 
peak22966	intron 
peak22011	intron 
peak68497	Intergenic
peak67103	exon 
peak26091	exon 
peak50117	intron 
peak45028	TTS 
peak28353	intron 
peak68786	exon 
peak81929	Intergenic
peak71694	Intergenic
peak41738	intron 
peak10983	exon 
peak63273	Intergenic
peak59665	promoter-TSS 
peak30176	promoter-TSS 
peak28456	exon 
peak19213	promoter-TSS 
peak77795	Intergenic
peak9937	exon 
peak32567	exon 
peak33540	Intergenic
peak71638	exon 
peak64264	intron 
peak50760	intron 
peak29617	Intergenic
peak32982	Intergenic
peak27206	intron 
peak32625	exon 
peak78006	Intergenic
peak56943	Intergenic
peak41813	intron 
peak78608	Intergenic
peak57226	Intergenic
peak61857	intron 
peak65796	intron 
peak48764	intron 
peak72200	Intergenic
peak32151	Intergenic
peak35813	Intergenic
peak54989	intron 
peak72981	Intergenic
peak41987	promoter-TSS 
peak57270	Intergenic
peak54363	Intergenic
peak20736	intron 
peak40261	exon 
peak49112	intron 
peak44618	exon 
peak42636	Intergenic
peak21083	TTS 
peak2208	promoter-TSS 
peak44793	Intergenic
peak8465	promoter-TSS 
peak29525	promoter-TSS 
peak39316	intron 
peak14689	intron 
peak41386	Intergenic
peak33899	intron 
peak7772	intron 
peak11783	promoter-TSS 
peak48407	Intergenic
peak64194	Intergenic
peak38427	promoter-TSS 
peak58922	Intergenic
peak47175	intron 
peak70434	Intergenic
peak46085	promoter-TSS 
peak24487	Intergenic
peak74468	Intergenic
peak30886	Intergenic
peak59711	TTS 
peak22300	intron 
peak16433	intron 
peak12552	Intergenic
peak65991	promoter-TSS 
peak36534	Intergenic
peak64980	intron 
peak5249	exon 
peak28729	intron 
peak28407	exon 
peak61047	Intergenic
peak25712	intron 
peak20609	intron 
peak62926	Intergenic
peak46050	exon 
peak69695	exon 
peak30497	intron 
peak31777	Intergenic
peak45980	Intergenic
peak80481	Intergenic
peak53073	Intergenic
peak2107	Intergenic
peak20860	intron 
peak51092	Intergenic
peak16440	intron 
peak81751	TTS 
peak21337	intron 
peak22208	intron 
peak37035	Intergenic
peak13297	intron 
peak13805	intron 
peak7643	exon 
peak35909	Intergenic
peak12934	intron 
peak956	intron 
peak47533	Intergenic
peak42747	intron 
peak74091	intron 
peak4674	Intergenic
peak59139	intron 
peak23153	intron 
peak48127	exon 
peak490	promoter-TSS 
peak41393	Intergenic
peak10337	Intergenic
peak4818	intron 
peak31449	exon 
peak49170	Intergenic
peak22257	promoter-TSS 
peak7363	exon 
peak22250	exon 
peak54236	Intergenic
peak81513	intron 
peak60083	promoter-TSS 
peak80582	exon 
peak75667	Intergenic
peak79322	Intergenic
peak56411	Intergenic
peak15051	intron 
peak81231	exon 
peak54722	TTS 
peak68373	intron 
peak53439	Intergenic
peak14022	exon 
peak80017	intron 
peak73597	Intergenic
peak48091	promoter-TSS 
peak6559	intron 
peak37960	Intergenic
peak21058	Intergenic
peak24035	Intergenic
peak62175	Intergenic
peak42505	promoter-TSS 
peak3484	Intergenic
peak1013	Intergenic
peak31160	TTS 
peak60157	Intergenic
peak82043	Intergenic
peak29756	intron 
peak5631	Intergenic
peak64152	Intergenic
peak50431	Intergenic
peak2380	Intergenic
peak29546	intron 
peak43646	intron 
peak27064	intron 
peak51583	intron 
peak46817	exon 
peak58622	intron 
peak46338	exon 
peak20300	Intergenic
peak51785	exon 
peak4987	promoter-TSS 
peak67272	Intergenic
peak66182	intron 
peak57355	intron 
peak32553	Intergenic
peak45331	intron 
peak72433	Intergenic
peak57072	Intergenic
peak79588	Intergenic
peak69855	intron 
peak62900	Intergenic
peak82191	intron 
peak24921	Intergenic
peak72600	Intergenic
peak33242	intron 
peak60346	Intergenic
peak56517	intron 
peak44352	Intergenic
peak20958	intron 
peak53942	Intergenic
peak42572	intron 
peak31286	exon 
peak29297	intron 
peak30502	exon 
peak69662	Intergenic
peak56454	exon 
peak71167	intron 
peak26427	intron 
peak57505	intron 
peak26677	intron 
peak12321	Intergenic
peak74847	Intergenic
peak72796	Intergenic
peak62649	Intergenic
peak32425	Intergenic
peak430	promoter-TSS 
peak25281	Intergenic
peak68220	Intergenic
peak57663	Intergenic
peak71823	intron 
peak27359	Intergenic
peak3231	intron 
peak28155	intron 
peak7064	intron 
peak47870	Intergenic
peak20813	intron 
peak59529	intron 
peak37564	intron 
peak80769	intron 
peak55222	intron 
peak46944	intron 
peak11251	Intergenic
peak55564	promoter-TSS 
peak74286	exon 
peak2051	promoter-TSS 
peak34042	intron 
peak47195	Intergenic
peak66170	promoter-TSS 
peak20419	intron 
peak14975	intron 
peak76900	intron 
peak8270	exon 
peak37458	Intergenic
peak43005	promoter-TSS 
peak10073	intron 
peak41535	Intergenic
peak78947	Intergenic
peak8750	intron 
peak19926	Intergenic
peak67065	promoter-TSS 
peak24622	promoter-TSS 
peak81148	Intergenic
peak36301	intron 
peak32178	Intergenic
peak75038	Intergenic
peak12023	intron 
peak31577	Intergenic
peak45436	exon 
peak29027	Intergenic
peak54281	Intergenic
peak70920	intron 
peak7079	promoter-TSS 
peak36018	intron 
peak1908	intron 
peak41633	Intergenic
peak21545	promoter-TSS 
peak39993	Intergenic
peak25250	promoter-TSS 
peak22076	Intergenic
peak13580	Intergenic
peak65877	Intergenic
peak17363	promoter-TSS 
peak5740	Intergenic
peak26521	Intergenic
peak70303	Intergenic
peak77113	exon 
peak7662	intron 
peak57182	promoter-TSS 
peak28321	exon 
peak3165	Intergenic
peak72423	Intergenic
peak3118	intron 
peak27822	exon 
peak18862	Intergenic
peak30612	TTS 
peak5953	intron 
peak12001	Intergenic
peak30377	promoter-TSS 
peak29859	exon 
peak39218	intron 
peak82026	intron 
peak70145	Intergenic
peak4339	Intergenic
peak22179	TTS 
peak27637	Intergenic
peak47867	intron 
peak17169	intron 
peak71081	intron 
peak72411	promoter-TSS 
peak58540	promoter-TSS 
peak44783	intron 
peak38065	intron 
peak59869	promoter-TSS 
peak71800	intron 
peak54421	Intergenic
peak4835	Intergenic
peak22282	exon 
peak71537	Intergenic
peak61873	Intergenic
peak52445	Intergenic
peak29803	Intergenic
peak17825	Intergenic
peak69303	intron 
peak38319	Intergenic
peak4455	promoter-TSS 
peak72139	TTS 
peak5217	Intergenic
peak17490	intron 
peak38900	promoter-TSS 
peak42668	Intergenic
peak56938	Intergenic
peak32776	intron 
peak82112	promoter-TSS 
peak59428	Intergenic
peak32451	exon 
peak42055	promoter-TSS 
peak26479	exon 
peak37545	Intergenic
peak26207	exon 
peak72699	exon 
peak7509	Intergenic
peak31761	Intergenic
peak44387	intron 
peak60363	intron 
peak43941	intron 
peak59540	intron 
peak51111	Intergenic
peak25381	intron 
peak20510	Intergenic
peak64035	Intergenic
peak43625	Intergenic
peak42941	promoter-TSS 
peak39078	promoter-TSS 
peak79976	Intergenic
peak77243	exon 
peak47636	TTS 
peak5957	Intergenic
peak32085	intron 
peak74086	intron 
peak73026	promoter-TSS 
peak12060	intron 
peak60804	Intergenic
peak15983	intron 
peak67898	intron 
peak11904	Intergenic
peak70825	Intergenic
peak66118	Intergenic
peak14927	Intergenic
peak81896	Intergenic
peak1396	intron 
peak12681	promoter-TSS 
peak79770	Intergenic
peak47626	intron 
peak36438	Intergenic
peak1148	intron 
peak13365	promoter-TSS 
peak21851	intron 
peak48822	exon 
peak58154	intron 
peak14913	intron 
peak33200	intron 
peak53634	Intergenic
peak77488	TTS 
peak5984	promoter-TSS 
peak21223	promoter-TSS 
peak48412	intron 
peak64676	intron 
peak43032	promoter-TSS 
peak55812	intron 
peak18851	intron 
peak30588	Intergenic
peak69254	intron 
peak74244	intron 
peak56813	Intergenic
peak65696	intron 
peak19673	exon 
peak6267	Intergenic
peak55618	promoter-TSS 
peak35886	Intergenic
peak55039	promoter-TSS 
peak38186	Intergenic
peak58824	Intergenic
peak69315	promoter-TSS 
peak72443	Intergenic
peak25670	exon 
peak11990	Intergenic
peak45366	Intergenic
peak22548	Intergenic
peak24818	promoter-TSS 
peak19769	exon 
peak58164	Intergenic
peak82011	intron 
peak18800	intron 
peak79650	Intergenic
peak756	intron 
peak80709	TTS 
peak2896	TTS 
peak38883	promoter-TSS 
peak80284	promoter-TSS 
peak12787	intron 
peak39568	intron 
peak75467	exon 
peak6	Intergenic
peak56889	exon 
peak47677	Intergenic
peak29370	exon 
peak74774	Intergenic
peak32706	intron 
peak75615	exon 
peak5080	Intergenic
peak60034	Intergenic
peak33054	Intergenic
peak26385	Intergenic
peak31174	TTS 
peak18593	intron 
peak42376	promoter-TSS 
peak1523	promoter-TSS 
peak12015	Intergenic
peak27576	promoter-TSS 
peak41113	Intergenic
peak43203	exon 
peak53770	TTS 
peak69780	promoter-TSS 
peak45696	Intergenic
peak42040	intron 
peak70125	Intergenic
peak64795	Intergenic
peak41273	Intergenic
peak45237	intron 
peak43299	Intergenic
peak9631	promoter-TSS 
peak75854	Intergenic
peak42351	Intergenic
peak32822	intron 
peak67480	Intergenic
peak23129	promoter-TSS 
peak80830	intron 
peak42106	exon 
peak64058	intron 
peak2829	intron 
peak51643	Intergenic
peak42649	intron 
peak13592	intron 
peak16088	Intergenic
peak47799	intron 
peak15800	promoter-TSS 
peak54400	intron 
peak35264	intron 
peak40206	intron 
peak64240	Intergenic
peak11755	promoter-TSS 
peak49361	TTS 
peak15523	intron 
peak35228	promoter-TSS 
peak28769	promoter-TSS 
peak69545	Intergenic
peak5134	intron 
peak71262	intron 
peak13284	exon 
peak46461	intron 
peak57667	Intergenic
peak25265	promoter-TSS 
peak49452	Intergenic
peak25433	intron 
peak68539	Intergenic
peak66567	promoter-TSS 
peak44160	promoter-TSS 
peak74757	intron 
peak31282	intron 
peak36985	Intergenic
peak16838	intron 
peak75753	Intergenic
peak65384	Intergenic
peak46122	intron 
peak73018	Intergenic
peak2423	promoter-TSS 
peak25120	Intergenic
peak57080	Intergenic
peak37188	Intergenic
peak64299	Intergenic
peak18953	Intergenic
peak81923	Intergenic
peak51773	promoter-TSS 
peak19274	promoter-TSS 
peak64929	intron 
peak22068	Intergenic
peak25494	Intergenic
peak57815	Intergenic
peak79779	intron 
peak14486	intron 
peak30167	intron 
peak59256	promoter-TSS 
peak2554	Intergenic
peak55720	promoter-TSS 
peak65411	Intergenic
