protein_ID	transcript_ID	gene_ID
XP_030839778.1	rna-XM_030983918.1	LOC580909
XP_030839776.1	rna-XM_030983916.1	LOC580909
XP_030839780.1	rna-XM_030983920.1	LOC580909
XP_030839779.1	rna-XM_030983919.1	LOC580909
XP_030839783.1	rna-XM_030983923.1	LOC580866
XP_011673459.1	rna-XM_011675157.2	LOC580866
XP_785989.4	rna-XM_780896.5	LOC580866
XP_030839782.1	rna-XM_030983922.1	LOC580866
XP_030839784.1	rna-XM_030983924.1	LOC580866
XP_030839781.1	rna-XM_030983921.1	LOC580866
XP_030839786.1	rna-XM_030983926.1	LOC115923424
XP_030839787.1	rna-XM_030983927.1	LOC115923425
XP_030840770.1	rna-XM_030984910.1	LOC583008
XP_030840772.1	rna-XM_030984912.1	LOC115923695
XP_030840773.1	rna-XM_030984913.1	LOC115923696
XP_030840874.1	rna-XM_030985014.1	LOC115923740
XP_003725471.2	rna-XM_003725423.3	LOC100890963
XP_030840875.1	rna-XM_030985015.1	LOC115923741
XP_030840774.1	rna-XM_030984914.1	LOC105442744
XP_030840775.1	rna-XM_030984915.1	LOC115923697
XP_030839788.1	rna-XM_030983928.1	LOC115923426
XP_030840776.1	rna-XM_030984916.1	LOC100891384
XP_030839789.1	rna-XM_030983929.1	LOC753222
XP_011673458.1	rna-XM_011675156.2	LOC579811
XP_784999.3	rna-XM_779906.5	LOC579811
XP_030839792.1	rna-XM_030983932.1	LOC578208
XP_030839790.1	rna-XM_030983930.1	LOC105436712
XP_783556.1	rna-XM_778463.4	LOC578285
XP_030839793.1	rna-XM_030983933.1	LOC115918131
XP_030840777.1	rna-XM_030984917.1	LOC105441555
XP_030840778.1	rna-XM_030984918.1	LOC115918611
XP_799069.1	rna-XM_793976.5	LOC594541
XP_011673463.2	rna-XM_011675161.2	LOC100892008
XP_030839794.1	rna-XM_030983934.1	LOC105442193
XP_781450.4	rna-XM_776357.5	LOC576003
XP_030839795.1	rna-XM_030983935.1	LOC575935
XP_796543.1	rna-XM_791450.3	LOC591904
XP_030840779.1	rna-XM_030984919.1	LOC105438482
XP_030840780.1	rna-XM_030984920.1	LOC115923698
XP_003729800.1	rna-XM_003729752.2	LOC591938
XP_030840782.1	rna-XM_030984922.1	LOC100892422
XP_030839800.1	rna-XM_030983940.1	LOC589760
XP_030839797.1	rna-XM_030983937.1	LOC589760
XP_030839796.1	rna-XM_030983936.1	LOC589760
XP_030839798.1	rna-XM_030983938.1	LOC589760
XP_794465.1	rna-XM_789372.4	LOC589737
XP_030839801.1	rna-XM_030983941.1	LOC100892203
XP_030839802.1	rna-XM_030983942.1	LOC100892203
XP_030839803.1	rna-XM_030983943.1	LOC593681
XP_003726707.2	rna-XM_003726659.3	LOC100892123
XP_030839806.1	rna-XM_030983946.1	LOC584579
XP_030839804.1	rna-XM_030983944.1	LOC584579
XP_030839807.1	rna-XM_030983947.1	LOC584579
XP_030839808.1	rna-XM_030983948.1	LOC584579
XP_030840783.1	rna-XM_030984923.1	LOC115923699
XP_030839809.1	rna-XM_030983949.1	LOC100892543
XP_030839810.1	rna-XM_030983950.1	LOC115923430
XP_030839811.1	rna-XM_030983951.1	LOC578120
XP_030839812.1	rna-XM_030983952.1	LOC578063
XP_030839815.1	rna-XM_030983955.1	LOC584469
XP_030839813.1	rna-XM_030983953.1	LOC581699
XP_030839814.1	rna-XM_030983954.1	LOC581699
XP_030840784.1	rna-XM_030984924.1	LOC100891620
XP_030840785.1	rna-XM_030984925.1	LOC100892764
XP_011676429.1	rna-XM_011678127.2	LOC586361
XP_003725889.2	rna-XM_003725841.3	LOC586361
XP_030839817.1	rna-XM_030983957.1	LOC577017
XP_782306.4	rna-XM_777213.5	LOC576951
XP_030840786.1	rna-XM_030984926.1	LOC576169
XP_030839819.1	rna-XM_030983959.1	LOC576308
XP_030839818.1	rna-XM_030983958.1	LOC576308
XP_030840787.1	rna-XM_030984927.1	LOC115923700
XP_030840876.1	rna-XM_030985016.1	LOC105442486
XP_011672510.1	rna-XM_011674208.2	LOC588126
XP_030839820.1	rna-XM_030983960.1	LOC588126
XP_030839821.1	rna-XM_030983961.1	LOC583176
XP_003725384.1	rna-XM_003725336.3	LOC583193
XP_003731560.1	rna-XM_003731512.3	LOC100891362
XP_030839823.1	rna-XM_030983963.1	LOC762725
XP_030839825.1	rna-XM_030983965.1	LOC762725
XP_030839824.1	rna-XM_030983964.1	LOC762725
XP_030839827.1	rna-XM_030983967.1	LOC762725
XP_030839828.1	rna-XM_030983968.1	LOC762725
XP_030839826.1	rna-XM_030983966.1	LOC762725
XP_011665623.1	rna-XM_011667321.2	LOC100893370
XP_780700.2	rna-XM_775607.5	LOC575190
XP_030839832.1	rna-XM_030983972.1	LOC373225
XP_030839830.1	rna-XM_030983970.1	LOC373225
XP_030839829.1	rna-XM_030983969.1	LOC373225
XP_030839831.1	rna-XM_030983971.1	LOC373225
XP_030839833.1	rna-XM_030983973.1	LOC373225
XP_030839834.1	rna-XM_030983974.1	LOC373225
XP_001199349.1	rna-XM_001199349.4	LOC763396
XP_030839835.1	rna-XM_030983975.1	LOC100892842
XP_030839836.1	rna-XM_030983976.1	LOC100892842
XP_798345.3	rna-XM_793252.5	LOC593787
XP_003725387.2	rna-XM_003725339.3	LOC100892988
XP_011665625.2	rna-XM_011667323.2	LOC105438936
XP_030839838.1	rna-XM_030983978.1	LOC590162
XP_030839839.1	rna-XM_030983979.1	LOC590162
XP_030840789.1	rna-XM_030984929.1	LOC115923702
XP_030840790.1	rna-XM_030984930.1	LOC105441918
XP_030840791.1	rna-XM_030984931.1	LOC115918161
XP_030840792.1	rna-XM_030984932.1	LOC115923703
XP_030840794.1	rna-XM_030984934.1	LOC105438942
XP_030839841.1	rna-XM_030983981.1	LOC100893057
XP_030839840.1	rna-XM_030983980.1	LOC100893057
XP_011665627.2	rna-XM_011667325.2	LOC100893057
XP_030840795.1	rna-XM_030984935.1	LOC100893142
XP_030840796.1	rna-XM_030984936.1	LOC579064
XP_030840797.1	rna-XM_030984937.1	LOC115918117
XP_030840798.1	rna-XM_030984938.1	LOC585547
XP_030839842.1	rna-XM_030983982.1	LOC578754
XP_011665639.1	rna-XM_011667337.2	LOC763602
XP_030839844.1	rna-XM_030983984.1	LOC583702
XP_030839843.1	rna-XM_030983983.1	LOC583702
XP_030839845.1	rna-XM_030983985.1	LOC115923432
XP_030840799.1	rna-XM_030984939.1	LOC594373
XP_030839846.1	rna-XM_030983986.1	LOC115923433
NP_001091921.1	rna-NM_001098451.1	REJ5
XP_791206.3	rna-XM_786113.5	LOC586326
XP_791185.3	rna-XM_786092.4	LOC586304
XP_030839847.1	rna-XM_030983987.1	LOC586285
XP_030839850.1	rna-XM_030983990.1	LOC579274
XP_030839848.1	rna-XM_030983988.1	LOC579274
XP_030839849.1	rna-XM_030983989.1	LOC579274
XP_030839851.1	rna-XM_030983991.1	LOC579744
XP_030840800.1	rna-XM_030984940.1	LOC105445429
XP_030839854.1	rna-XM_030983994.1	LOC579544
XP_030839855.1	rna-XM_030983995.1	LOC579544
XP_030839857.1	rna-XM_030983997.1	LOC579544
XP_030839853.1	rna-XM_030983993.1	LOC579544
XP_030839856.1	rna-XM_030983996.1	LOC579544
XP_011662467.2	rna-XM_011664165.2	LOC105437507
XP_030840801.1	rna-XM_030984941.1	LOC105437746
XP_030840802.1	rna-XM_030984942.1	LOC115923705
XP_030840803.1	rna-XM_030984943.1	LOC105443597
XP_030840804.1	rna-XM_030984944.1	LOC585549
XP_030839860.1	rna-XM_030984000.1	LOC592016
XP_030839859.1	rna-XM_030983999.1	LOC592016
XP_003728194.1	rna-XM_003728146.3	LOC577333
XP_011683104.1	rna-XM_011684802.2	LOC100887891
XP_011683102.2	rna-XM_011684800.2	LOC100888030
XP_003728196.2	rna-XM_003728148.3	LOC100888030
XP_793828.1	rna-XM_788735.2	LOC589079
XP_030840805.1	rna-XM_030984945.1	LOC589944
XP_030840877.1	rna-XM_030985017.1	LOC115923743
XP_030840806.1	rna-XM_030984946.1	LOC115923706
XP_030840807.1	rna-XM_030984947.1	LOC115918612
XP_030840809.1	rna-XM_030984949.1	LOC588013
XP_003728609.2	rna-XM_003728561.3	LOC100890413
XP_030839862.1	rna-XM_030984002.1	LOC581255
XP_030839861.1	rna-XM_030984001.1	LOC581255
XP_030839864.1	rna-XM_030984004.1	LOC581205
XP_030839865.1	rna-XM_030984005.1	LOC115923437
XP_030839867.1	rna-XM_030984007.1	LOC578181
XP_030839866.1	rna-XM_030984006.1	LOC578181
XP_030839868.1	rna-XM_030984008.1	LOC583552
XP_030839869.1	rna-XM_030984009.1	LOC583552
XP_030839870.1	rna-XM_030984010.1	LOC115923438
XP_003728606.1	rna-XM_003728558.3	LOC585458
XP_030839871.1	rna-XM_030984011.1	LOC576405
XP_030839872.1	rna-XM_030984012.1	LOC115923439
XP_030839874.1	rna-XM_030984014.1	LOC105445134
XP_030839873.1	rna-XM_030984013.1	LOC105445134
XP_030839875.1	rna-XM_030984015.1	LOC753411
XP_794564.4	rna-XM_789471.5	LOC589839
XP_030839876.1	rna-XM_030984016.1	LOC589839
XP_030839877.1	rna-XM_030984017.1	LOC586799
XP_030839878.1	rna-XM_030984018.1	LOC115923440
XP_030839879.1	rna-XM_030984019.1	LOC115923441
XP_030840810.1	rna-XM_030984950.1	LOC115923707
XP_011672118.2	rna-XM_011673816.2	LOC105442052
XP_030840811.1	rna-XM_030984951.1	LOC115923708
XP_030840812.1	rna-XM_030984952.1	LOC115923709
XP_030839882.1	rna-XM_030984022.1	LOC583291
XP_030839881.1	rna-XM_030984021.1	LOC100888087
XP_030839880.1	rna-XM_030984020.1	LOC100888087
XP_011667673.1	rna-XM_011669371.2	LOC578478
XP_783735.3	rna-XM_778642.5	LOC578478
XP_011667672.1	rna-XM_011669370.2	LOC578478
XP_800004.2	rna-XM_794911.5	LOC578543
XP_030839883.1	rna-XM_030984023.1	LOC578543
XP_011667674.2	rna-XM_011669372.2	LOC100894073
XP_030839890.1	rna-XM_030984030.1	LOC100894073
XP_030839885.1	rna-XM_030984025.1	LOC100894073
XP_030839889.1	rna-XM_030984029.1	LOC100894073
XP_030839886.1	rna-XM_030984026.1	LOC100894073
XP_030839884.1	rna-XM_030984024.1	LOC100894073
XP_030839888.1	rna-XM_030984028.1	LOC100894073
XP_030839887.1	rna-XM_030984027.1	LOC100894073
XP_003731368.2	rna-XM_003731320.3	LOC100890333
XP_003729287.2	rna-XM_003729239.3	LOC100890923
XP_030839892.1	rna-XM_030984032.1	LOC100891068
XP_030840878.1	rna-XM_030985018.1	LOC105442554
XP_786576.2	rna-XM_781483.5	LOC581490
XP_030839893.1	rna-XM_030984033.1	LOC764326
XP_001200590.2	rna-XM_001200590.4	LOC764326
XP_030839894.1	rna-XM_030984034.1	LOC582382
XP_011673099.2	rna-XM_011674797.2	LOC594516
XP_030840813.1	rna-XM_030984953.1	LOC105442568
XP_030840814.1	rna-XM_030984954.1	LOC115923711
XP_030840879.1	rna-XM_030985019.1	LOC105442565
XP_030839897.1	rna-XM_030984037.1	LOC105442566
XP_030839896.1	rna-XM_030984036.1	LOC105442566
XP_030839895.1	rna-XM_030984035.1	LOC105442566
XP_030840815.1	rna-XM_030984955.1	LOC582315
XP_030840818.1	rna-XM_030984958.1	LOC115923712
XP_030840819.1	rna-XM_030984959.1	LOC105444951
XP_030839898.1	rna-XM_030984038.1	LOC581860
XP_030839899.1	rna-XM_030984039.1	LOC581860
XP_003723646.1	rna-XM_003723598.3	LOC100891500
XP_030840820.1	rna-XM_030984960.1	LOC115923713
XP_787021.3	rna-XM_781928.4	LOC581951
XP_030839903.1	rna-XM_030984043.1	LOC100893160
XP_030839900.1	rna-XM_030984040.1	LOC100893160
XP_030839901.1	rna-XM_030984041.1	LOC100893160
XP_030839902.1	rna-XM_030984042.1	LOC100893160
XP_030840821.1	rna-XM_030984961.1	LOC105442563
XP_030840822.1	rna-XM_030984962.1	LOC105445399
XP_003723645.1	rna-XM_003723597.3	LOC100891360
XP_030839905.1	rna-XM_030984045.1	LOC575000
XP_030839907.1	rna-XM_030984047.1	LOC575000
XP_030839906.1	rna-XM_030984046.1	LOC575000
XP_030839904.1	rna-XM_030984044.1	LOC575000
XP_030839908.1	rna-XM_030984048.1	LOC575000
XP_030839909.1	rna-XM_030984049.1	LOC575000
XP_030839913.1	rna-XM_030984053.1	LOC575060
XP_030839912.1	rna-XM_030984052.1	LOC575060
XP_030839911.1	rna-XM_030984051.1	LOC575060
XP_030839910.1	rna-XM_030984050.1	LOC575060
XP_780644.1	rna-XM_775551.5	LOC575132
XP_030839915.1	rna-XM_030984055.1	LOC575192
XP_793669.5	rna-XM_788576.5	LOC588914
XP_030839916.1	rna-XM_030984056.1	LOC115918237
XP_011673057.2	rna-XM_011674755.2	LOC105442548
XP_030839917.1	rna-XM_030984057.1	LOC575475
XP_030839918.1	rna-XM_030984058.1	LOC575475
XP_030839919.1	rna-XM_030984059.1	LOC115923447
XP_030840823.1	rna-XM_030984963.1	LOC100888228
XP_011673685.2	rna-XM_011675383.2	LOC105442807
XP_030839922.1	rna-XM_030984062.1	LOC115923450
XP_030839921.1	rna-XM_030984061.1	LOC115923448
XP_030839920.1	rna-XM_030984060.1	LOC115923448
XP_030839923.1	rna-XM_030984063.1	LOC115923451
XP_030839926.1	rna-XM_030984066.1	LOC577991
XP_030839927.1	rna-XM_030984067.1	LOC591443
XP_030839928.1	rna-XM_030984068.1	LOC591426
XP_030840824.1	rna-XM_030984964.1	LOC582974
XP_030839929.1	rna-XM_030984069.1	LOC100889152
XP_003726567.1	rna-XM_003726519.3	LOC100889221
XP_788063.2	rna-XM_782970.5	LOC583044
XP_788086.3	rna-XM_782993.5	LOC583066
XP_030839930.1	rna-XM_030984070.1	LOC581057
XP_030840880.1	rna-XM_030985020.1	LOC105446273
XP_011681175.2	rna-XM_011682873.2	LOC105446274
XP_003727621.2	rna-XM_003727573.3	LOC100893448
XP_003727620.2	rna-XM_003727572.3	LOC100893376
XP_003727619.2	rna-XM_003727571.3	LOC100893295
XP_003727618.2	rna-XM_003727570.3	LOC100893221
XP_011681176.2	rna-XM_011682874.2	LOC100893864
XP_030839932.1	rna-XM_030984072.1	LOC105446278
XP_030839931.1	rna-XM_030984071.1	LOC105446278
XP_030840881.1	rna-XM_030985021.1	LOC105446276
XP_001178085.3	rna-XM_001178085.3	LOC752290
XP_030840882.1	rna-XM_030985022.1	LOC105444723
XP_788322.2	rna-XM_783229.5	LOC583315
XP_003728209.2	rna-XM_003728161.3	LOC583315
XP_003728208.2	rna-XM_003728160.3	LOC583315
XP_787854.1	rna-XM_782761.5	LOC582823
XP_030839934.1	rna-XM_030984074.1	LOC585741
XP_011671214.2	rna-XM_011672912.2	LOC105441623
XP_030839935.1	rna-XM_030984075.1	LOC100893656
XP_003727622.3	rna-XM_003727574.3	LOC100893588
XP_030840825.1	rna-XM_030984965.1	LOC105437508
XP_030840826.1	rna-XM_030984966.1	LOC100892061
XP_030839936.1	rna-XM_030984076.1	LOC583108
XP_030839937.1	rna-XM_030984077.1	LOC583108
XP_030839938.1	rna-XM_030984078.1	LOC585853
XP_030839744.1	rna-XM_030983884.1	ECaSt/PDI
NP_999697.1	rna-NM_214532.1	ECaSt/PDI
XP_011677920.1	rna-XM_011679618.2	LOC576198
NP_001229584.1	rna-NM_001242655.1	LOC576198
XP_030840827.1	rna-XM_030984967.1	LOC579243
XP_030840828.1	rna-XM_030984968.1	LOC115923716
XP_030840829.1	rna-XM_030984969.1	LOC105443206
XP_030840830.1	rna-XM_030984970.1	LOC583651
XP_030840831.1	rna-XM_030984971.1	LOC579059
XP_030840832.1	rna-XM_030984972.1	LOC100893764
XP_003726405.3	rna-XM_003726357.3	LOC100888427
XP_030839939.1	rna-XM_030984079.1	LOC583182
XP_788217.1	rna-XM_783124.5	LOC583204
XP_030839941.1	rna-XM_030984081.1	LOC589828
XP_030839942.1	rna-XM_030984082.1	LOC589828
XP_030839943.1	rna-XM_030984083.1	LOC589828
XP_786809.2	rna-XM_781716.5	LOC581729
XP_030839944.1	rna-XM_030984084.1	LOC762897
XP_030839945.1	rna-XM_030984085.1	LOC762897
XP_011679379.1	rna-XM_011681077.2	LOC105445487
XP_792976.1	rna-XM_787883.5	LOC588187
NP_001229581.1	rna-NM_001242652.1	Echs1
NP_001091930.1	rna-NM_001098460.1	REJ6
XP_030839946.1	rna-XM_030984086.1	LOC754151
XP_011679373.2	rna-XM_011681071.2	LOC577656
XP_030839947.1	rna-XM_030984087.1	LOC577722
XP_011667944.1	rna-XM_011669642.2	LOC100887913
XP_003730304.1	rna-XM_003730256.3	LOC100887913
XP_030839949.1	rna-XM_030984089.1	LOC577922
XP_003730303.1	rna-XM_003730255.3	LOC100887846
XP_030839953.1	rna-XM_030984093.1	LOC105439020
XP_030839956.1	rna-XM_030984096.1	LOC105439020
XP_030839957.1	rna-XM_030984097.1	LOC105439020
XP_030839951.1	rna-XM_030984091.1	LOC105439020
XP_030839955.1	rna-XM_030984095.1	LOC105439020
XP_030839950.1	rna-XM_030984090.1	LOC105439020
XP_030839954.1	rna-XM_030984094.1	LOC105439020
XP_030839958.1	rna-XM_030984098.1	LOC105439020
XP_030839952.1	rna-XM_030984092.1	LOC105439020
XP_799798.1	rna-XM_794705.5	LOC575348
XP_001182835.3	rna-XM_001182835.4	LOC753615
XP_030839960.1	rna-XM_030984100.1	LOC753625
XP_030839961.1	rna-XM_030984101.1	LOC100892728
XP_030840833.1	rna-XM_030984973.1	LOC593135
XP_030839962.1	rna-XM_030984102.1	LOC589223
XP_030839964.1	rna-XM_030984104.1	LOC763573
XP_030839963.1	rna-XM_030984103.1	LOC763573
XP_003727133.1	rna-XM_003727085.3	LOC100893318
XP_003727132.1	rna-XM_003727084.3	LOC578654
XP_783848.3	rna-XM_778755.5	LOC578596
XP_783800.3	rna-XM_778707.5	LOC578545
XP_030839965.1	rna-XM_030984105.1	LOC578545
XP_783738.3	rna-XM_778645.5	LOC578481
XP_030840834.1	rna-XM_030984974.1	LOC100894108
XP_030839967.1	rna-XM_030984107.1	LOC756332
XP_030839966.1	rna-XM_030984106.1	LOC756332
XP_030839968.1	rna-XM_030984108.1	LOC115923459
XP_796649.2	rna-XM_791556.5	LOC592013
XP_030839969.1	rna-XM_030984109.1	LOC592013
XP_011680576.1	rna-XM_011682274.2	LOC592013
XP_796667.1	rna-XM_791574.5	LOC592031
XP_030839970.1	rna-XM_030984110.1	LOC592051
XP_800641.3	rna-XM_795548.5	LOC591223
XP_030839973.1	rna-XM_030984113.1	LOC763471
XP_779963.1	rna-XM_774870.5	LOC574554
XP_781869.1	rna-XM_776776.5	LOC576469
XP_030839975.1	rna-XM_030984115.1	LOC765072
XP_030839974.1	rna-XM_030984114.1	LOC765072
XP_030840836.1	rna-XM_030984976.1	LOC115923717
XP_786004.2	rna-XM_780911.4	LOC580881
XP_011680564.2	rna-XM_011682262.2	LOC105445999
XP_030839976.1	rna-XM_030984116.1	LOC105445999
XP_011680567.1	rna-XM_011682265.2	LOC105446001
XP_030839980.1	rna-XM_030984120.1	LOC100892257
XP_030839979.1	rna-XM_030984119.1	LOC100892257
XP_030839978.1	rna-XM_030984118.1	LOC100892257
XP_030839977.1	rna-XM_030984117.1	LOC100892257
XP_030840837.1	rna-XM_030984977.1	LOC115923718
XP_030839981.1	rna-XM_030984121.1	LOC591170
XP_795841.2	rna-XM_790748.5	LOC591170
XP_003727127.2	rna-XM_003727079.3	LOC100892059
XP_011680563.2	rna-XM_011682261.2	LOC100892059
XP_003727126.2	rna-XM_003727078.3	LOC100891981
XP_782648.1	rna-XM_777555.5	LOC577320
XP_030839982.1	rna-XM_030984122.1	LOC765046
XP_030839983.1	rna-XM_030984123.1	LOC580927
XP_030839985.1	rna-XM_030984125.1	LOC581088
XP_780235.3	rna-XM_775142.5	LOC574758
XP_030839986.1	rna-XM_030984126.1	LOC574697
XP_011663321.2	rna-XM_011665019.2	LOC105437887
XP_030839987.1	rna-XM_030984127.1	LOC581157
XP_011680559.1	rna-XM_011682257.2	LOC100893587
XP_011680560.1	rna-XM_011682258.2	LOC105445996
XP_030839989.1	rna-XM_030984129.1	LOC100889086
XP_030839988.1	rna-XM_030984128.1	LOC583360
XP_030839990.1	rna-XM_030984130.1	LOC753247
XP_011680697.2	rna-XM_011682395.2	LOC594082
XP_798626.3	rna-XM_793533.5	LOC594082
XP_011680698.2	rna-XM_011682396.2	LOC594082
XP_030840838.1	rna-XM_030984978.1	LOC105446070
XP_003726971.1	rna-XM_003726923.3	LOC100889821
XP_011680695.2	rna-XM_011682393.2	LOC105446068
XP_030839992.1	rna-XM_030984132.1	LOC586875
XP_030839993.1	rna-XM_030984133.1	LOC590107
XP_030840839.1	rna-XM_030984979.1	LOC105446069
XP_030840840.1	rna-XM_030984980.1	LOC579128
XP_030839994.1	rna-XM_030984134.1	LOC100889994
XP_030840883.1	rna-XM_030985023.1	LOC105443261
XP_030840884.1	rna-XM_030985024.1	LOC755526
XP_030839995.1	rna-XM_030984135.1	LOC581495
XP_030839996.1	rna-XM_030984136.1	LOC581495
XP_030840001.1	rna-XM_030984141.1	LOC581495
XP_030839997.1	rna-XM_030984137.1	LOC581495
XP_030839998.1	rna-XM_030984138.1	LOC581495
XP_030839999.1	rna-XM_030984139.1	LOC581495
XP_030840003.1	rna-XM_030984143.1	LOC586464
XP_030840002.1	rna-XM_030984142.1	LOC586464
XP_030840005.1	rna-XM_030984145.1	LOC578942
XP_030840004.1	rna-XM_030984144.1	LOC100892613
XP_030840006.1	rna-XM_030984146.1	LOC753827
XP_785786.3	rna-XM_780693.5	LOC580646
XP_030840007.1	rna-XM_030984147.1	LOC591506
XP_030840841.1	rna-XM_030984981.1	LOC100893401
XP_030840842.1	rna-XM_030984982.1	LOC105447037
XP_030840009.1	rna-XM_030984149.1	LOC115923469
XP_030840844.1	rna-XM_030984984.1	LOC115923719
XP_030840845.1	rna-XM_030984985.1	LOC105444520
XP_030840846.1	rna-XM_030984986.1	LOC115923720
XP_030840010.1	rna-XM_030984150.1	LOC105447085
XP_030840847.1	rna-XM_030984987.1	LOC100893470
XP_030840848.1	rna-XM_030984988.1	LOC105444675
XP_030840849.1	rna-XM_030984989.1	LOC105444521
XP_030840011.1	rna-XM_030984151.1	LOC115923473
XP_030840850.1	rna-XM_030984990.1	LOC105447039
XP_030840852.1	rna-XM_030984992.1	LOC105446577
XP_030840853.1	rna-XM_030984993.1	LOC100891220
XP_030840012.1	rna-XM_030984152.1	LOC105441920
XP_030840013.1	rna-XM_030984153.1	LOC590773
XP_003730637.3	rna-XM_003730589.3	LOC590773
XP_003730635.2	rna-XM_003730587.3	LOC590798
XP_030840014.1	rna-XM_030984154.1	LOC590798
XP_030840015.1	rna-XM_030984155.1	LOC593806
XP_030840017.1	rna-XM_030984157.1	LOC105442715
XP_030840018.1	rna-XM_030984158.1	LOC584437
XP_030840019.1	rna-XM_030984159.1	LOC584396
XP_030840020.1	rna-XM_030984160.1	LOC753347
XP_789308.4	rna-XM_784215.5	LOC584354
XP_011675168.2	rna-XM_011676866.2	LOC105443560
XP_011675167.1	rna-XM_011676865.2	LOC581222
XP_001197896.3	rna-XM_001197896.4	LOC762356
XP_003726426.1	rna-XM_003726378.3	LOC100892296
XP_011675165.2	rna-XM_011676863.2	LOC581455
XP_786592.4	rna-XM_781499.5	LOC581506
XP_030840021.1	rna-XM_030984161.1	LOC581555
NP_001073013.1	rna-NM_001079545.1	FoxJ1
XP_030840022.1	rna-XM_030984162.1	LOC581666
XP_030840024.1	rna-XM_030984164.1	LOC100892544
XP_030840023.1	rna-XM_030984163.1	LOC581721
XP_030840025.1	rna-XM_030984165.1	LOC105443558
XP_030840027.1	rna-XM_030984167.1	LOC581770
XP_030840026.1	rna-XM_030984166.1	LOC581770
XP_030840854.1	rna-XM_030984994.1	LOC115923722
XP_791189.3	rna-XM_786096.5	LOC586308
XP_030840855.1	rna-XM_030984995.1	LOC105445618
XP_030840028.1	rna-XM_030984168.1	LOC105442169
XP_030840856.1	rna-XM_030984996.1	LOC115923723
XP_030840857.1	rna-XM_030984997.1	LOC115923724
XP_030840858.1	rna-XM_030984998.1	LOC115923726
XP_030840029.1	rna-XM_030984169.1	LOC105443557
XP_030840030.1	rna-XM_030984170.1	LOC115923475
XP_030840859.1	rna-XM_030984999.1	LOC115923727
XP_030840860.1	rna-XM_030985000.1	LOC115923728
XP_030840031.1	rna-XM_030984171.1	LOC105445064
XP_003726583.2	rna-XM_003726535.2	LOC100893171
XP_030840862.1	rna-XM_030985002.1	LOC105444403
XP_011678390.2	rna-XM_011680088.2	LOC105445065
XP_011678393.2	rna-XM_011680091.2	LOC764987
XP_011678394.2	rna-XM_011680092.2	LOC579348
XP_011678395.2	rna-XM_011680093.2	LOC579348
XP_011678396.2	rna-XM_011680094.2	LOC579348
XP_784561.4	rna-XM_779468.5	LOC579348
XP_030840032.1	rna-XM_030984172.1	LOC579348
XP_030840036.1	rna-XM_030984176.1	LOC578619
XP_030840037.1	rna-XM_030984177.1	LOC578619
XP_030840044.1	rna-XM_030984184.1	LOC578619
XP_030840043.1	rna-XM_030984183.1	LOC578619
XP_030840033.1	rna-XM_030984173.1	LOC578619
XP_030840034.1	rna-XM_030984174.1	LOC578619
XP_030840040.1	rna-XM_030984180.1	LOC578619
XP_030840042.1	rna-XM_030984182.1	LOC578619
XP_030840046.1	rna-XM_030984186.1	LOC578619
XP_030840039.1	rna-XM_030984179.1	LOC578619
XP_030840047.1	rna-XM_030984187.1	LOC578619
XP_030840041.1	rna-XM_030984181.1	LOC578619
XP_030840048.1	rna-XM_030984188.1	LOC578619
XP_030840045.1	rna-XM_030984185.1	LOC578619
XP_030840049.1	rna-XM_030984189.1	LOC578619
XP_030840038.1	rna-XM_030984178.1	LOC578619
XP_030840052.1	rna-XM_030984192.1	LOC590420
XP_030840051.1	rna-XM_030984191.1	LOC590420
XP_793339.4	rna-XM_788246.5	LOC588569
XP_030840863.1	rna-XM_030985003.1	LOC105446597
XP_030840864.1	rna-XM_030985004.1	LOC105445067
XP_011672755.1	rna-XM_011674453.2	LOC100893761
XP_030840053.1	rna-XM_030984193.1	LOC100893761
XP_011672758.2	rna-XM_011674456.2	LOC585927
XP_030840054.1	rna-XM_030984194.1	LOC585909
XP_030840056.1	rna-XM_030984196.1	LOC585348
XP_030840055.1	rna-XM_030984195.1	LOC115923478
XP_001177627.1	rna-XM_001177627.4	LOC753715
XP_030840058.1	rna-XM_030984198.1	LOC577336
XP_030840059.1	rna-XM_030984199.1	LOC577336
XP_782664.4	rna-XM_777571.5	LOC577336
XP_030840061.1	rna-XM_030984201.1	LOC100893609
