Orthogroup	OWEFU	MOUSE
OG0001073	OFUSG03347.1.p1	MOUSE19348, MOUSE19347, MOUSE19349, MOUSE19345, MOUSE19346, MOUSE54847, MOUSE54846, MOUSE54845, MOUSE12977, MOUSE12979, MOUSE12976
OG0001075	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1	MOUSE09043, MOUSE06818, MOUSE06819, MOUSE06820, MOUSE06821
OG0001076	OFUSG03330.1.p1	MOUSE38868, MOUSE38867, MOUSE38869, MOUSE36455, MOUSE38870, MOUSE38871, MOUSE38872, MOUSE36450, MOUSE36452, MOUSE36451, MOUSE36453, MOUSE36454, MOUSE36456
OG0001077	OFUSG15956.1.p1, OFUSG15957.1.p1	MOUSE25115
OG0001077	OFUSG04034.1.p1	MOUSE06925
OG0001078	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1	MOUSE14310, MOUSE17245, MOUSE27022, MOUSE27027
OG0001079	OFUSG06804.1.p1	MOUSE31079, MOUSE31080, MOUSE39091, MOUSE53562
OG0001080	OFUSG16677.1.p1	MOUSE50489, MOUSE50488, MOUSE50490
OG0001080	OFUSG00008.1.p1	MOUSE43745, MOUSE32058, MOUSE32057, MOUSE32055, MOUSE32056, MOUSE43743
OG0001081	OFUSG14342.1.p1, OFUSG07840.1.p1	MOUSE44218, MOUSE44217
OG0001082	OFUSG04037.1.p1	MOUSE22504, MOUSE22503, MOUSE14725, MOUSE14727, MOUSE14726
OG0001083	OFUSG06289.3.p1, OFUSG06289.2.p1, OFUSG06289.4.p1, OFUSG06289.1.p1, OFUSG06289.5.p1	MOUSE00912, MOUSE00913, MOUSE19180, MOUSE12820, MOUSE12819, MOUSE40225, MOUSE40226
OG0001084	OFUSG00659.1.p1, OFUSG00659.2.p1	MOUSE06940
OG0001085	OFUSG06361.1.p1	MOUSE40824, MOUSE40823, MOUSE40825, MOUSE40826, MOUSE40827, MOUSE40829, MOUSE53553, MOUSE53556, MOUSE53552, MOUSE53551, MOUSE39040, MOUSE39039, MOUSE18292, MOUSE18283, MOUSE18291, MOUSE18285
OG0001088	OFUSG13450.1.p1, OFUSG12189.1.p1, OFUSG12203.1.p1, OFUSG11695.1.p1, OFUSG21814.1.p1, OFUSG03469.1.p1, OFUSG11008.1.p1	MOUSE07723, MOUSE07722, MOUSE07721
OG0001089	OFUSG19616.1.p1	MOUSE43018, MOUSE15947
OG0001089	OFUSG19615.2.p1, OFUSG19615.4.p1, OFUSG19615.3.p1, OFUSG19615.1.p1	MOUSE51022, MOUSE51018, MOUSE51017, MOUSE51025, MOUSE51026, MOUSE51019, MOUSE51023, MOUSE51024, MOUSE51021, MOUSE51020, MOUSE51016, MOUSE15944, MOUSE15946, MOUSE15943, MOUSE15942, MOUSE15945
OG0001091	OFUSG17661.2.p1, OFUSG17661.1.p1	MOUSE26429, MOUSE05169, MOUSE38963, MOUSE38962, MOUSE38960, MOUSE38961, MOUSE26427, MOUSE26428, MOUSE26425, MOUSE05170, MOUSE26426
OG0001092	OFUSG02473.1.p1	MOUSE30127, MOUSE29822, MOUSE30125, MOUSE30123, MOUSE30126, MOUSE30124
OG0001093	OFUSG16311.1.p1	MOUSE38937, MOUSE38936, MOUSE38933, MOUSE38940, MOUSE38938, MOUSE38934, MOUSE38935, MOUSE38932, MOUSE38939, MOUSE05160, MOUSE05161
OG0001094	OFUSG12462.1.p1	MOUSE28049, MOUSE07073, MOUSE20159, MOUSE20160, MOUSE07072
OG0001095	OFUSG13749.1.p1, OFUSG13749.3.p1, OFUSG13749.2.p1	MOUSE23369, MOUSE23364, MOUSE02408, MOUSE02419, MOUSE02417, MOUSE02410, MOUSE02413, MOUSE02415, MOUSE02412, MOUSE02418, MOUSE23367, MOUSE23365, MOUSE23371, MOUSE23370, MOUSE23366, MOUSE53105, MOUSE53107, MOUSE53109, MOUSE53106, MOUSE53110
OG0001102	OFUSG12472.1.p1	MOUSE28026, MOUSE28027
OG0001103	OFUSG17037.1.p1, OFUSG17037.3.p1, OFUSG17037.2.p1, OFUSG17037.4.p1	MOUSE00149, MOUSE29284, MOUSE29285
OG0001104	OFUSG23716.1.p1	MOUSE27676, MOUSE27677
OG0001105	OFUSG16233.2.p1, OFUSG16233.1.p1, OFUSG16233.4.p1, OFUSG16233.3.p1	MOUSE30015, MOUSE30017, MOUSE30016
OG0001105	OFUSG18002.1.p1, OFUSG25355.1.p1	MOUSE28297
OG0001106	OFUSG09718.2.p1, OFUSG09718.1.p1	MOUSE44590, MOUSE44591
OG0001107	OFUSG24708.1.p1	MOUSE54131, MOUSE54133, MOUSE54132, MOUSE54134, MOUSE47567, MOUSE47571, MOUSE47570, MOUSE47568, MOUSE47573, MOUSE47572, MOUSE47564, MOUSE47565, MOUSE47569, MOUSE47562, MOUSE47563, MOUSE47566
OG0001108	OFUSG17063.1.p1	MOUSE14807
OG0001108	OFUSG24077.2.p1, OFUSG24077.1.p1	MOUSE38129, MOUSE38128
OG0001109	OFUSG13382.1.p1, OFUSG03479.1.p1, OFUSG03480.1.p1, OFUSG02782.1.p1, OFUSG02782.2.p1	MOUSE06082, MOUSE06085, MOUSE06084, MOUSE36088, MOUSE36087
OG0001110	OFUSG08276.1.p1	MOUSE31269, MOUSE31270, MOUSE31274, MOUSE31267, MOUSE31276, MOUSE31268, MOUSE31272, MOUSE31273, MOUSE31271, MOUSE31275, MOUSE25541, MOUSE25546, MOUSE25545, MOUSE25543, MOUSE25544, MOUSE25542
OG0001111	OFUSG05334.1.p1	MOUSE12418, MOUSE12417, MOUSE12423, MOUSE12422, MOUSE12421, MOUSE12419, MOUSE12420
OG0001111	OFUSG11299.1.p1	MOUSE15293, MOUSE15294
OG0001112	OFUSG13817.3.p1, OFUSG13817.1.p1, OFUSG13817.4.p1, OFUSG13817.2.p1, OFUSG13817.5.p1	MOUSE23123, MOUSE23122, MOUSE13097
OG0001113	OFUSG01933.1.p1	MOUSE14213
OG0001113	OFUSG14818.1.p1	MOUSE00908, MOUSE52286
OG0001114	OFUSG04229.1.p1	MOUSE51574, MOUSE51573, MOUSE30316, MOUSE30317, MOUSE51577, MOUSE51576, MOUSE51579, MOUSE51580, MOUSE51575, MOUSE51581, MOUSE30318
OG0001116	OFUSG23347.1.p1, OFUSG23347.5.p1, OFUSG23347.2.p1, OFUSG23347.4.p1, OFUSG23347.3.p1	MOUSE05309
OG0001117	OFUSG16636.1.p1, OFUSG14207.1.p1	MOUSE23208, MOUSE23207, MOUSE28243, MOUSE28244, MOUSE28247, MOUSE28248, MOUSE28246, MOUSE28245, MOUSE12315, MOUSE12314, MOUSE12312, MOUSE12313
OG0001118	OFUSG08091.2.p1, OFUSG08091.5.p1, OFUSG08091.1.p1, OFUSG08091.4.p1, OFUSG08091.3.p1	MOUSE45852, MOUSE45851, MOUSE45853, MOUSE45850, MOUSE45849, MOUSE45848, MOUSE14438, MOUSE14435, MOUSE14436, MOUSE45854, MOUSE45855, MOUSE14440, MOUSE14437
OG0001119	OFUSG21187.2.p1, OFUSG21187.1.p1, OFUSG21187.3.p1, OFUSG21187.5.p1, OFUSG21187.4.p1	MOUSE52034, MOUSE52033, MOUSE52035
OG0001121	OFUSG00225.1.p1, OFUSG00225.2.p1	MOUSE16615, MOUSE01274, MOUSE01275, MOUSE16614, MOUSE16616, MOUSE01272
OG0001123	OFUSG12701.1.p1	MOUSE52428, MOUSE52427, MOUSE52429
OG0001123	OFUSG22297.1.p1	MOUSE10104, MOUSE10103, MOUSE10102, MOUSE10101
OG0001124	OFUSG10854.1.p1	MOUSE06528, MOUSE06527, MOUSE06526
OG0001124	OFUSG07596.1.p1	MOUSE53543, MOUSE53521, MOUSE53533, MOUSE53525, MOUSE53529, MOUSE53532, MOUSE53519, MOUSE53542, MOUSE53524, MOUSE53530, MOUSE53536, MOUSE53535, MOUSE53523, MOUSE53527, MOUSE53528, MOUSE53534, MOUSE53522, MOUSE53544, MOUSE53545, MOUSE53546
OG0001126	OFUSG24750.1.p1	MOUSE04156, MOUSE04157
OG0001126	OFUSG06152.1.p1	MOUSE29593, MOUSE29594
OG0001127	OFUSG16574.1.p1, OFUSG16574.2.p1	MOUSE22299, MOUSE22300, MOUSE22301, MOUSE49977, MOUSE49964, MOUSE49979, MOUSE49972, MOUSE49973, MOUSE49971, MOUSE49980, MOUSE49963, MOUSE49976, MOUSE49975, MOUSE49974, MOUSE49968, MOUSE49962, MOUSE49961, MOUSE49970, MOUSE49965, MOUSE49969, MOUSE49978
OG0001128	OFUSG11491.1.p1	MOUSE08081, MOUSE08083, MOUSE08084, MOUSE08085, MOUSE08082, MOUSE42773, MOUSE24638, MOUSE24639, MOUSE24641, MOUSE24642, MOUSE24646, MOUSE24644, MOUSE24640, MOUSE24645, MOUSE24643
OG0001129	OFUSG05147.2.p1, OFUSG05147.1.p1	MOUSE49537, MOUSE49538, MOUSE32104
OG0001130	OFUSG09111.1.p1, OFUSG08598.1.p1	MOUSE23183, MOUSE23181, MOUSE23179, MOUSE23180, MOUSE23178, MOUSE23182
OG0001131	OFUSG21658.1.p1	MOUSE03057, MOUSE03058, MOUSE03056, MOUSE03059, MOUSE03060, MOUSE03061, MOUSE08073, MOUSE08072
OG0001132	OFUSG20144.1.p1	MOUSE20734, MOUSE20732, MOUSE20733
OG0001133	OFUSG08388.1.p1	MOUSE17666, MOUSE17665
OG0001133	OFUSG21360.1.p1	MOUSE10581
OG0001134	OFUSG10062.2.p1, OFUSG10062.1.p1	MOUSE45585, MOUSE45586, MOUSE45589, MOUSE45473, MOUSE45481, MOUSE45482, MOUSE45588, MOUSE45587, MOUSE06312, MOUSE06311, MOUSE38657
OG0001135	OFUSG17784.2.p1, OFUSG17784.1.p1	MOUSE05096, MOUSE05095, MOUSE05097, MOUSE05098
OG0001135	OFUSG17785.1.p1, OFUSG02833.1.p1	MOUSE05099, MOUSE17160, MOUSE17018
OG0001136	OFUSG20143.1.p1, OFUSG20143.4.p1, OFUSG20143.3.p1, OFUSG20143.2.p1	MOUSE01519, MOUSE01518, MOUSE19515, MOUSE51766, MOUSE51761, MOUSE51768, MOUSE51767, MOUSE51763, MOUSE51762
OG0001137	OFUSG11347.1.p1	MOUSE43319, MOUSE43318, MOUSE43321, MOUSE43320, MOUSE43322, MOUSE18704, MOUSE18705, MOUSE18703
OG0001138	OFUSG13035.1.p1, OFUSG13035.2.p1	MOUSE02531, MOUSE02530, MOUSE08511, MOUSE08510, MOUSE08509, MOUSE52336, MOUSE52335
OG0001139	OFUSG25576.1.p1	MOUSE14337, MOUSE14338, MOUSE47081, MOUSE47084, MOUSE47083, MOUSE47085
OG0001140	OFUSG20072.1.p1, OFUSG00173.1.p1	MOUSE13457, MOUSE34019, MOUSE06768, MOUSE06770, MOUSE34122
OG0001141	OFUSG09098.2.p1, OFUSG09098.1.p1	MOUSE09631, MOUSE09629, MOUSE09627, MOUSE09626, MOUSE09630, MOUSE09633, MOUSE09632, MOUSE09634, MOUSE09635, MOUSE09628, MOUSE09625, MOUSE09623, MOUSE09621, MOUSE09619, MOUSE09620, MOUSE09624, MOUSE09622
OG0001142	OFUSG10654.1.p1	MOUSE20269, MOUSE20265, MOUSE20263, MOUSE20266, MOUSE20264
OG0001143	OFUSG16015.1.p1	MOUSE39141, MOUSE51998, MOUSE51999, MOUSE52002, MOUSE52001, MOUSE52000, MOUSE51997, MOUSE32545, MOUSE30698, MOUSE30699
OG0001144	OFUSG23430.1.p1	MOUSE14867, MOUSE14868, MOUSE14873, MOUSE14874, MOUSE14871, MOUSE14869, MOUSE14872, MOUSE26472, MOUSE26474, MOUSE26475, MOUSE26469, MOUSE26468, MOUSE26470, MOUSE26471, MOUSE26473, MOUSE39831, MOUSE39830, MOUSE39832
OG0001146	OFUSG16918.1.p1	MOUSE15550, MOUSE15549, MOUSE15547, MOUSE15548, MOUSE15551, MOUSE15552, MOUSE15553, MOUSE15554, MOUSE35011, MOUSE35010, MOUSE35009, MOUSE35008, MOUSE35006, MOUSE35007, MOUSE35012, MOUSE04052, MOUSE04050, MOUSE04051, MOUSE04053
OG0001148	OFUSG04841.1.p1	MOUSE53363, MOUSE53361
OG0001149	OFUSG26608.1.p1, OFUSG26608.2.p1	MOUSE17721, MOUSE17720, MOUSE17719, MOUSE31773, MOUSE31774
OG0001155	OFUSG23517.1.p1	MOUSE09402
OG0001155	OFUSG22403.1.p1	MOUSE04565
OG0001156	OFUSG03954.1.p1, OFUSG03954.2.p1, OFUSG03954.3.p1	MOUSE14565, MOUSE14566, MOUSE14560, MOUSE14564, MOUSE14562, MOUSE14568, MOUSE14567, MOUSE14561, MOUSE14563, MOUSE05676, MOUSE05671, MOUSE05675, MOUSE05672, MOUSE06929, MOUSE06928, MOUSE06927, MOUSE06930, MOUSE06931, MOUSE23041, MOUSE23040
OG0001158	OFUSG20905.2.p1, OFUSG20905.1.p1	MOUSE28961, MOUSE28960, MOUSE28959, MOUSE19682, MOUSE19683
OG0001160	OFUSG07954.1.p1	MOUSE01861, MOUSE01864, MOUSE01863, MOUSE01866, MOUSE01865, MOUSE01862, MOUSE31120, MOUSE31119, MOUSE31121, MOUSE01860
OG0001161	OFUSG16226.3.p1, OFUSG16226.2.p1, OFUSG16226.1.p1	MOUSE11704, MOUSE51823, MOUSE51825, MOUSE51822, MOUSE51824, MOUSE51821, MOUSE32420, MOUSE32421, MOUSE32419
OG0001162	OFUSG20181.1.p1	MOUSE51204, MOUSE51206, MOUSE51207, MOUSE51209, MOUSE51205, MOUSE16164, MOUSE16165
OG0001163	OFUSG11184.1.p1, OFUSG11184.2.p1	MOUSE21150, MOUSE21152, MOUSE21149, MOUSE21151
OG0001164	OFUSG24177.1.p1	MOUSE35809, MOUSE35808, MOUSE35802, MOUSE35803, MOUSE35806, MOUSE35805, MOUSE35815, MOUSE35813, MOUSE35814, MOUSE35807, MOUSE35811, MOUSE35812
OG0001165	OFUSG13166.1.p1	MOUSE21674
OG0001165	OFUSG14678.1.p1, OFUSG14678.2.p1	MOUSE53722
OG0001166	OFUSG02486.1.p1	MOUSE18158, MOUSE18154, MOUSE18157, MOUSE18161, MOUSE18155, MOUSE18159, MOUSE18160, MOUSE18156, MOUSE07672, MOUSE07673, MOUSE20319, MOUSE20320
OG0001167	OFUSG21708.1.p1	MOUSE08062, MOUSE08061, MOUSE08060, MOUSE08059, MOUSE08058, MOUSE03052
OG0001168	OFUSG18913.1.p1	MOUSE08773, MOUSE08775, MOUSE08772, MOUSE28772, MOUSE28774, MOUSE28776, MOUSE28778, MOUSE28777, MOUSE49342, MOUSE28775, MOUSE28773, MOUSE49343, MOUSE49344
OG0001169	OFUSG02492.1.p1	MOUSE45327, MOUSE45328, MOUSE45326, MOUSE45332, MOUSE45333, MOUSE45331, MOUSE45330, MOUSE45329, MOUSE50165, MOUSE50167, MOUSE50164, MOUSE50163, MOUSE50166
OG0001170	OFUSG01257.1.p1	MOUSE52116, MOUSE16457, MOUSE16456, MOUSE16453, MOUSE16454, MOUSE16451, MOUSE16450, MOUSE16452, MOUSE54756, MOUSE52117, MOUSE52115, MOUSE52114, MOUSE16455
OG0001171	OFUSG16690.1.p1	MOUSE21547, MOUSE21549, MOUSE21548
OG0001172	OFUSG24342.1.p1	MOUSE18937, MOUSE22349
OG0001173	OFUSG04684.1.p1	MOUSE30376
OG0001173	OFUSG26111.1.p1, OFUSG25326.1.p1, OFUSG04683.1.p1	MOUSE30375
OG0001174	OFUSG06404.1.p1, OFUSG06737.1.p1	MOUSE14404, MOUSE40968, MOUSE40967, MOUSE40966, MOUSE40969
OG0001175	OFUSG26257.3.p1	MOUSE47768, MOUSE27822
OG0001176	OFUSG10722.1.p1	MOUSE48355, MOUSE48354, MOUSE11547, MOUSE11548
OG0001177	OFUSG21019.1.p1, OFUSG21014.1.p1, OFUSG21016.1.p1	MOUSE18974, MOUSE02843
OG0001178	OFUSG12774.1.p1	MOUSE33286, MOUSE33287
OG0001178	OFUSG25843.1.p1	MOUSE53699
OG0001179	OFUSG23169.1.p1	MOUSE28734, MOUSE28732, MOUSE28733, MOUSE28729, MOUSE28730
OG0001180	OFUSG19622.1.p1	MOUSE36605, MOUSE36606, MOUSE36604
OG0001181	OFUSG04163.4.p1, OFUSG04163.3.p1, OFUSG04163.2.p1, OFUSG04163.5.p1, OFUSG04163.1.p1	MOUSE25133, MOUSE25132, MOUSE25129, MOUSE25130, MOUSE25131, MOUSE05285, MOUSE05284, MOUSE05286, MOUSE05283
OG0001182	OFUSG07436.2.p1, OFUSG07436.1.p1, OFUSG07437.1.p1, OFUSG21970.1.p1, OFUSG20652.1.p1	MOUSE18698, MOUSE51460, MOUSE51461
OG0001183	OFUSG16750.2.p1, OFUSG16750.1.p1, OFUSG16748.1.p1, OFUSG16749.2.p1, OFUSG16749.1.p1, OFUSG22306.1.p1	MOUSE05711, MOUSE05710, MOUSE05708, MOUSE05709
OG0001184	OFUSG07947.1.p1, OFUSG07947.2.p1	MOUSE17556, MOUSE17557
OG0001184	OFUSG05984.1.p1	MOUSE26991, MOUSE26992, MOUSE26989, MOUSE26990
OG0001185	OFUSG20935.1.p1	MOUSE00151, MOUSE00154, MOUSE00152, MOUSE00153
OG0001186	OFUSG20257.1.p1	MOUSE19689, MOUSE49888, MOUSE49887
OG0001186	OFUSG20541.1.p1	MOUSE49824, MOUSE49829, MOUSE49825, MOUSE49826, MOUSE49828
OG0001188	OFUSG12424.3.p1, OFUSG12424.2.p1, OFUSG12424.4.p1, OFUSG12424.1.p1	MOUSE18724, MOUSE18725
OG0001189	OFUSG13393.2.p1, OFUSG13393.1.p1	MOUSE29267, MOUSE29265, MOUSE29266, MOUSE29261, MOUSE29264, MOUSE29262, MOUSE06856, MOUSE06854, MOUSE06855, MOUSE21523, MOUSE06857
OG0001190	OFUSG17154.1.p1	MOUSE47657, MOUSE47658, MOUSE47659, MOUSE47660, MOUSE34550, MOUSE34553, MOUSE34551, MOUSE34549, MOUSE34547, MOUSE34546, MOUSE34548, MOUSE34552
OG0001191	OFUSG19246.1.p1	MOUSE12783, MOUSE12784, MOUSE00924, MOUSE00927, MOUSE19181
OG0001196	OFUSG09460.1.p1	MOUSE43590, MOUSE43587, MOUSE43586, MOUSE43588, MOUSE43591, MOUSE24318, MOUSE24319, MOUSE24316
OG0001197	OFUSG12312.1.p1	MOUSE20318
OG0001197	OFUSG04366.2.p1, OFUSG04366.1.p1	MOUSE39856, MOUSE39857, MOUSE39858, MOUSE26526, MOUSE26525
OG0001198	OFUSG09269.1.p1	MOUSE01331, MOUSE51388, MOUSE51389
OG0001198	OFUSG00018.1.p1	MOUSE14453
OG0001198	OFUSG01615.2.p1, OFUSG01615.1.p1, OFUSG01616.2.p1, OFUSG01616.1.p1	MOUSE46948, MOUSE46947
OG0001199	OFUSG01516.1.p1	MOUSE00199, MOUSE00196, MOUSE00198, MOUSE00197
OG0001199	OFUSG23535.1.p1, OFUSG23535.2.p1	MOUSE12680, MOUSE12681, MOUSE12679
OG0001200	OFUSG25224.1.p1	MOUSE07973, MOUSE07972, MOUSE07970, MOUSE07971, MOUSE07974
OG0001201	OFUSG05227.1.p1	MOUSE28584, MOUSE13815
OG0001202	OFUSG14587.1.p1	MOUSE36133, MOUSE36134
OG0001204	OFUSG22699.1.p1	MOUSE37474, MOUSE05028, MOUSE05027, MOUSE37475, MOUSE37473, MOUSE05024, MOUSE05026, MOUSE05025
OG0001205	OFUSG03656.1.p1	MOUSE08235, MOUSE08237
OG0001205	OFUSG02818.1.p1	MOUSE30103, MOUSE30104
OG0001207	OFUSG26036.1.p1	MOUSE23357, MOUSE23358
OG0001207	OFUSG04252.2.p1, OFUSG04252.1.p1	MOUSE05847, MOUSE19129
OG0001208	OFUSG23596.1.p1, OFUSG23596.2.p1	MOUSE26418, MOUSE26416, MOUSE26415, MOUSE26419, MOUSE26417, MOUSE38954, MOUSE38955, MOUSE38952, MOUSE38953
OG0001209	OFUSG16185.1.p1	MOUSE48013, MOUSE48016, MOUSE48015, MOUSE48017, MOUSE48014
OG0001210	OFUSG21803.1.p1	MOUSE28107
OG0001210	OFUSG16955.1.p1	MOUSE52270, MOUSE52268, MOUSE52267
OG0001211	OFUSG26423.1.p1	MOUSE25178, MOUSE25179, MOUSE05184, MOUSE25180, MOUSE05183, MOUSE30599, MOUSE30606, MOUSE30604, MOUSE30608, MOUSE30610, MOUSE30609, MOUSE30607, MOUSE30602, MOUSE30603, MOUSE30605, MOUSE30598, MOUSE30600, MOUSE30597, MOUSE30601, MOUSE30577, MOUSE30578, MOUSE25177, MOUSE05182
OG0001212	OFUSG02118.1.p1	MOUSE29623, MOUSE29624, MOUSE29625, MOUSE29622
OG0001213	OFUSG05564.1.p1	MOUSE46717, MOUSE46716, MOUSE46715
OG0001213	OFUSG24083.1.p1	MOUSE37458
OG0001214	OFUSG23587.1.p1, OFUSG23585.1.p1, OFUSG23586.1.p1	MOUSE25114
OG0001215	OFUSG23468.1.p1	MOUSE08734, MOUSE08735, MOUSE19131, MOUSE19132, MOUSE14747, MOUSE14748, MOUSE14746, MOUSE14745, MOUSE14744
OG0001216	OFUSG24041.1.p1	MOUSE04150, MOUSE41652, MOUSE04149
OG0001216	OFUSG05379.1.p1	MOUSE49613
OG0001217	OFUSG01813.2.p1, OFUSG01813.1.p1, OFUSG01813.3.p1	MOUSE55237, MOUSE55236, MOUSE00073, MOUSE00072
OG0001218	OFUSG23686.1.p1	MOUSE41470, MOUSE41466, MOUSE41467, MOUSE41468, MOUSE34978, MOUSE34980, MOUSE34979, MOUSE04035, MOUSE04034, MOUSE04033
OG0001219	OFUSG21415.1.p1	MOUSE03413, MOUSE22192, MOUSE22191, MOUSE03411, MOUSE30324, MOUSE30320, MOUSE30322, MOUSE51467, MOUSE51466, MOUSE51465
OG0001220	OFUSG14871.1.p1	MOUSE37900, MOUSE37901, MOUSE37902, MOUSE37904, MOUSE37898, MOUSE37899
OG0001221	OFUSG05323.1.p1, OFUSG04940.1.p1, OFUSG20341.1.p1	MOUSE12352, MOUSE12358, MOUSE12355, MOUSE12353
OG0001223	OFUSG20458.1.p1, OFUSG20458.3.p1, OFUSG20458.2.p1	MOUSE32020, MOUSE49000, MOUSE49002, MOUSE49001, MOUSE11999, MOUSE28618, MOUSE28617, MOUSE28619, MOUSE28620, MOUSE28621
OG0001225	OFUSG04589.1.p1	MOUSE44566, MOUSE44565, MOUSE44564, MOUSE20743, MOUSE01626
OG0001226	OFUSG22580.1.p1	MOUSE34290
OG0001226	OFUSG00663.1.p1, OFUSG17943.2.p1, OFUSG17943.1.p1, OFUSG21268.1.p1	MOUSE16467, MOUSE16468, MOUSE16465, MOUSE16466, MOUSE54761, MOUSE52127, MOUSE52129, MOUSE52128
OG0001226	OFUSG22727.1.p1	MOUSE34289
OG0001227	OFUSG00654.1.p1	MOUSE52832, MOUSE52833, MOUSE33979, MOUSE33978, MOUSE12499, MOUSE54626, MOUSE54628, MOUSE54627, MOUSE54629, MOUSE54622, MOUSE54625, MOUSE54623, MOUSE54624
OG0001231	OFUSG12258.4.p1, OFUSG12258.5.p1, OFUSG12258.2.p1, OFUSG12258.3.p1, OFUSG12258.1.p1	MOUSE07311, MOUSE07310, MOUSE18761, MOUSE18760, MOUSE18763, MOUSE18762
OG0001232	OFUSG07641.1.p1, OFUSG07649.1.p1	MOUSE16918
OG0001234	OFUSG05267.1.p1	MOUSE19084, MOUSE49352
OG0001236	OFUSG21425.1.p1	MOUSE43548, MOUSE43547
OG0001237	OFUSG04283.1.p1, OFUSG04283.2.p1	MOUSE44675, MOUSE30819, MOUSE10307, MOUSE10308
OG0001238	OFUSG19388.1.p1	MOUSE09449
OG0001238	OFUSG21344.1.p1	MOUSE53338, MOUSE53337, MOUSE53334, MOUSE53336, MOUSE53335, MOUSE05724, MOUSE14724
OG0001239	OFUSG05931.1.p1, OFUSG05931.2.p1	MOUSE39125, MOUSE39126, MOUSE39130, MOUSE39124, MOUSE39127, MOUSE39128, MOUSE39123, MOUSE39129, MOUSE10900, MOUSE10899, MOUSE10897, MOUSE10896, MOUSE10898, MOUSE10895, MOUSE39131
OG0001240	OFUSG20659.1.p1	MOUSE44694, MOUSE44691, MOUSE44692, MOUSE44689, MOUSE30170, MOUSE09640, MOUSE09641, MOUSE09643, MOUSE09642, MOUSE09644
OG0001241	OFUSG12948.2.p1, OFUSG12948.1.p1	MOUSE28271
OG0001241	OFUSG14006.1.p1	MOUSE13111, MOUSE13112, MOUSE13113, MOUSE54117
OG0001243	OFUSG16186.2.p1, OFUSG16186.3.p1, OFUSG16186.1.p1, OFUSG16186.5.p1, OFUSG16186.4.p1	MOUSE48006, MOUSE48010, MOUSE48011, MOUSE48005, MOUSE48012, MOUSE51749, MOUSE51750, MOUSE51747, MOUSE51748
OG0001247	OFUSG05637.1.p1, OFUSG05637.3.p1, OFUSG05637.4.p1, OFUSG05637.2.p1	MOUSE53759, MOUSE39462, MOUSE39463, MOUSE41058, MOUSE53757, MOUSE53755, MOUSE53758, MOUSE53756, MOUSE41059
OG0001248	OFUSG23624.1.p1	MOUSE35496, MOUSE22969
OG0001249	OFUSG17354.1.p1	MOUSE50138, MOUSE50139, MOUSE18428, MOUSE32916, MOUSE32917, MOUSE33692, MOUSE33693, MOUSE18429, MOUSE18431, MOUSE18430
OG0001250	OFUSG09998.1.p1, OFUSG09998.2.p1	MOUSE48689, MOUSE48694, MOUSE48691, MOUSE48693, MOUSE03759, MOUSE03761, MOUSE03762, MOUSE03760, MOUSE03758, MOUSE03757, MOUSE03763, MOUSE03764, MOUSE48692
OG0001251	OFUSG21037.1.p1	MOUSE12321
OG0001251	OFUSG04849.1.p1	MOUSE12317, MOUSE12318, MOUSE12320, MOUSE12319, MOUSE12322, MOUSE12323, MOUSE12316
OG0001252	OFUSG16975.2.p1, OFUSG16975.1.p1	MOUSE48386, MOUSE48387, MOUSE48388, MOUSE31394, MOUSE31395, MOUSE31396, MOUSE31397, MOUSE31393, MOUSE01415, MOUSE01416, MOUSE01414
OG0001253	OFUSG06702.1.p1	MOUSE14428, MOUSE17305, MOUSE17304, MOUSE14429, MOUSE17299, MOUSE17303, MOUSE17301, MOUSE17300, MOUSE17302
OG0001254	OFUSG24259.1.p1, OFUSG24259.5.p1, OFUSG24259.3.p1, OFUSG24259.4.p1, OFUSG24259.2.p1	MOUSE23171, MOUSE23169, MOUSE23170, MOUSE27590, MOUSE27591, MOUSE27592
OG0001255	OFUSG26725.1.p1	MOUSE13698, MOUSE13696, MOUSE00483, MOUSE31772, MOUSE28644, MOUSE00320, MOUSE00319, MOUSE00318, MOUSE13558
OG0001256	OFUSG01838.2.p1, OFUSG01838.3.p1, OFUSG01838.1.p1	MOUSE16607, MOUSE16606
OG0001261	OFUSG02179.1.p1	MOUSE30117, MOUSE30118, MOUSE45624, MOUSE45621, MOUSE45627, MOUSE45626, MOUSE45623, MOUSE45625
OG0001262	OFUSG07691.1.p1	MOUSE25437, MOUSE17627, MOUSE17628, MOUSE17631, MOUSE17629, MOUSE17630
OG0001263	OFUSG11029.2.p1, OFUSG11029.1.p1	MOUSE47783, MOUSE11081, MOUSE11080
OG0001263	OFUSG09274.1.p1	MOUSE05175, MOUSE05174, MOUSE05173, MOUSE05176, MOUSE05172
OG0001264	OFUSG23132.1.p1	MOUSE49815, MOUSE28325, MOUSE28323, MOUSE28324, MOUSE28327, MOUSE28322, MOUSE28326, MOUSE49812, MOUSE49814, MOUSE49813, MOUSE32092, MOUSE32093, MOUSE32094
OG0001266	OFUSG16970.1.p1	MOUSE18603, MOUSE18604, MOUSE28501
OG0001267	OFUSG03362.1.p1	MOUSE48061
OG0001267	OFUSG22343.1.p1	MOUSE38165, MOUSE38164, MOUSE37871, MOUSE20495
