Orthogroup	OWEFU	YEAST
OG0005797	OFUSG12084.1.p1	YEAST04949
OG0005799	OFUSG21840.1.p1	YEAST05573
OG0005800	OFUSG21338.4.p1, OFUSG21338.5.p1, OFUSG21338.1.p1, OFUSG21338.3.p1, OFUSG21338.2.p1	YEAST03278
OG0005801	OFUSG20252.1.p1	YEAST00340
OG0005803	OFUSG12897.1.p1	YEAST05968
OG0005805	OFUSG23874.1.p1	YEAST01806
OG0005807	OFUSG00900.1.p1	YEAST01275
OG0005811	OFUSG11247.1.p1	YEAST01007
OG0005812	OFUSG11647.1.p1	YEAST06095, YEAST02696, YEAST03626
OG0005814	OFUSG26358.1.p1, OFUSG26358.2.p1	YEAST01475
OG0005815	OFUSG24013.1.p1	YEAST03739
OG0005819	OFUSG17295.1.p1	YEAST04896
OG0005823	OFUSG25743.1.p1	YEAST01415
OG0005828	OFUSG15157.1.p1	YEAST00547
OG0005831	OFUSG20334.1.p1	YEAST05339
OG0005832	OFUSG20421.1.p1	YEAST00468
OG0005835	OFUSG24596.1.p1	YEAST01714
OG0005837	OFUSG26386.1.p1	YEAST02139
OG0005842	OFUSG17014.1.p1	YEAST02254
OG0005843	OFUSG13111.2.p1, OFUSG13111.1.p1	YEAST02236
OG0005845	OFUSG18858.1.p1, OFUSG18853.1.p1	YEAST00903
OG0005849	OFUSG13675.1.p1	YEAST01002
OG0005850	OFUSG13683.1.p1	YEAST01618
OG0005860	OFUSG16634.2.p1, OFUSG16634.1.p1	YEAST01211
OG0005864	OFUSG19504.1.p1	YEAST04171
OG0005869	OFUSG03581.1.p1	YEAST04361
OG0005872	OFUSG04199.1.p1	YEAST00119
OG0005874	OFUSG03952.1.p1	YEAST05241
OG0005880	OFUSG19008.1.p1	YEAST00456
OG0005886	OFUSG12295.1.p1	YEAST01320
OG0005887	OFUSG22196.1.p1	YEAST02429, YEAST01660
OG0005888	OFUSG10914.1.p1	YEAST01289, YEAST02921
OG0005889	OFUSG00364.1.p1	YEAST02568
OG0005893	OFUSG03818.1.p1	YEAST05434
OG0005897	OFUSG08962.1.p1	YEAST04730
OG0005898	OFUSG11992.1.p1	YEAST04411
OG0005899	OFUSG07835.1.p1	YEAST01832
OG0005901	OFUSG04944.1.p1	YEAST04462
OG0005902	OFUSG23218.1.p1, OFUSG23218.2.p1	YEAST03800
OG0005906	OFUSG16556.3.p1, OFUSG16556.2.p1, OFUSG16556.1.p1, OFUSG24412.1.p1	YEAST01796
OG0005909	OFUSG09455.1.p1	YEAST01623
OG0005919	OFUSG08279.1.p1	YEAST06039
OG0005921	OFUSG07760.1.p1	YEAST01856
OG0005922	OFUSG06033.1.p1	YEAST03364
OG0005925	OFUSG24758.1.p1, OFUSG17015.1.p1, OFUSG17016.1.p1	YEAST05583
OG0005931	OFUSG05791.1.p1	YEAST04950
OG0005932	OFUSG06461.1.p1	YEAST02495
OG0005933	OFUSG11758.1.p1	YEAST05705
OG0005936	OFUSG01618.1.p1	YEAST03224
OG0005940	OFUSG08024.2.p1, OFUSG08024.1.p1	YEAST04035
OG0005943	OFUSG10771.1.p1	YEAST00579
OG0005944	OFUSG11270.1.p1	YEAST01316
OG0005946	OFUSG06828.1.p1	YEAST05608
OG0005949	OFUSG22404.1.p1	YEAST06253
OG0005952	OFUSG05541.1.p1	YEAST03507
OG0005954	OFUSG22369.1.p1	YEAST01233
OG0005955	OFUSG19208.1.p1, OFUSG19208.2.p1	YEAST00616
OG0005960	OFUSG15605.1.p1, OFUSG19360.1.p1, OFUSG15606.1.p1	YEAST04608
OG0005961	OFUSG18762.1.p1	YEAST00672
OG0005965	OFUSG06524.1.p1	YEAST02033
OG0005966	OFUSG10960.1.p1	YEAST04113
OG0005968	OFUSG22986.1.p1	YEAST05417
OG0005969	OFUSG11541.1.p1	YEAST04558, YEAST04559
OG0005970	OFUSG26446.1.p1	YEAST05328
OG0005974	OFUSG07735.1.p1	YEAST06068
OG0005976	OFUSG10552.1.p1	YEAST02136
OG0005978	OFUSG23255.1.p1	YEAST01891
OG0005980	OFUSG07813.1.p1	YEAST06132
OG0005984	OFUSG13326.1.p2	YEAST04078, YEAST01479
OG0005985	OFUSG15946.1.p1, OFUSG15946.2.p1	YEAST00726
OG0005986	OFUSG11573.1.p1	YEAST02056
OG0005987	OFUSG25797.1.p1	YEAST05748
OG0005989	OFUSG01513.1.p1	YEAST04850
OG0005991	OFUSG03016.1.p1	YEAST06034
OG0005993	OFUSG08243.1.p1, OFUSG09874.1.p1	YEAST04496
OG0005995	OFUSG06297.2.p1, OFUSG06297.1.p1	YEAST01813
OG0005998	OFUSG22178.1.p1	YEAST04034
OG0006001	OFUSG26198.3.p1, OFUSG26198.2.p1, OFUSG26198.1.p1	YEAST02335
OG0006003	OFUSG13243.1.p1	YEAST05889
OG0006005	OFUSG03031.1.p1	YEAST05024
OG0006011	OFUSG14917.1.p1	YEAST02553
OG0006059	OFUSG23068.1.p1	YEAST03490
OG0006064	OFUSG11055.1.p1	YEAST03138
OG0006065	OFUSG08860.1.p1	YEAST06018
OG0006069	OFUSG17874.1.p1	YEAST00670
OG0006071	OFUSG26702.1.p1	YEAST02732
OG0006072	OFUSG08554.1.p1	YEAST03317
OG0006073	OFUSG12465.1.p1	YEAST06328
OG0006074	OFUSG21967.1.p1	YEAST00045
OG0006079	OFUSG09712.1.p1	YEAST05794
OG0006084	OFUSG22503.1.p1	YEAST02308
OG0006087	OFUSG04846.1.p1	YEAST02260
OG0006090	OFUSG11763.1.p1	YEAST03852
OG0006095	OFUSG07940.1.p1	YEAST03334
OG0006096	OFUSG24017.1.p1	YEAST03331
OG0006098	OFUSG23100.1.p1	YEAST06192
OG0006103	OFUSG01720.1.p1	YEAST01110
OG0006104	OFUSG17815.1.p1	YEAST03697
OG0006106	OFUSG21364.1.p1	YEAST00295
OG0006113	OFUSG23106.1.p1	YEAST06164
OG0006114	OFUSG19163.1.p1, OFUSG19163.2.p1, OFUSG19161.1.p1	YEAST05960
OG0006115	OFUSG00714.1.p1	YEAST01346
OG0006116	OFUSG25222.1.p1	YEAST05770
OG0006117	OFUSG18117.1.p1	YEAST05899
OG0006122	OFUSG09987.1.p1	YEAST05199
OG0006127	OFUSG20864.1.p1	YEAST04711
OG0006134	OFUSG20774.1.p1	YEAST00416
OG0006135	OFUSG06396.1.p1	YEAST00161
OG0006136	OFUSG23390.1.p1	YEAST05740
OG0006140	OFUSG21427.1.p1	YEAST05182
OG0006141	OFUSG08472.1.p1	YEAST02626
OG0006144	OFUSG11476.1.p1	YEAST04770
OG0006145	OFUSG26431.1.p1	YEAST01394
OG0006149	OFUSG12325.1.p1	YEAST05979
OG0006152	OFUSG17669.1.p1	YEAST03796
OG0006155	OFUSG16111.1.p1	YEAST04800
OG0006156	OFUSG25901.1.p1	YEAST00437
OG0006157	OFUSG24907.1.p1	YEAST02465
OG0006159	OFUSG17578.1.p1	YEAST06098
OG0006160	OFUSG06311.1.p1	YEAST01548
OG0006161	OFUSG26464.1.p1	YEAST04301
OG0006168	OFUSG09932.1.p1	YEAST01411
OG0006169	OFUSG03654.1.p1	YEAST02933
OG0006177	OFUSG25522.1.p1	YEAST01871, YEAST01295
OG0006180	OFUSG20562.1.p1	YEAST00504
OG0006181	OFUSG12429.1.p1	YEAST02419
OG0006185	OFUSG20989.1.p1	YEAST05986
OG0006186	OFUSG01099.1.p1	YEAST01010
OG0006188	OFUSG21112.1.p1	YEAST05311
OG0006189	OFUSG10831.1.p1	YEAST00844, YEAST06269
OG0006191	OFUSG08997.1.p1	YEAST02336
OG0006192	OFUSG16119.2.p1, OFUSG16119.1.p1	YEAST06153
OG0006196	OFUSG14687.1.p1	YEAST03954
OG0006199	OFUSG26580.1.p1	YEAST06121
OG0006200	OFUSG10180.1.p1	YEAST05079
OG0006202	OFUSG23082.1.p1	YEAST00362
OG0006204	OFUSG22319.1.p1	YEAST02271
OG0006210	OFUSG23024.1.p1, OFUSG23007.1.p1	YEAST00201
OG0006213	OFUSG04619.1.p1	YEAST03554
OG0006214	OFUSG00232.1.p1	YEAST04089
OG0006216	OFUSG08899.1.p1	YEAST01089
OG0006217	OFUSG21430.1.p1	YEAST00809
OG0006224	OFUSG21235.1.p1	YEAST02751, YEAST03048
OG0006225	OFUSG12400.1.p1	YEAST04875
OG0006227	OFUSG06764.1.p1	YEAST00128
OG0006229	OFUSG03312.1.p1, OFUSG03312.2.p1	YEAST00143
OG0006230	OFUSG13630.1.p1	YEAST03869
OG0006233	OFUSG09219.1.p1	YEAST04247
OG0006237	OFUSG23373.1.p1	YEAST02126
OG0006240	OFUSG07675.1.p1	YEAST04649
OG0006245	OFUSG15791.1.p1	YEAST05732
OG0006247	OFUSG08877.1.p1, OFUSG08877.2.p1	YEAST04977
OG0006249	OFUSG24697.1.p1	YEAST00821
OG0006250	OFUSG20233.1.p1	YEAST05424
OG0006251	OFUSG24167.1.p1	YEAST04963
OG0006255	OFUSG06569.1.p1	YEAST03350
OG0006258	OFUSG03856.1.p1	YEAST05637
OG0006259	OFUSG23380.2.p1, OFUSG23380.1.p1	YEAST05672
OG0006260	OFUSG05929.1.p1	YEAST04100
OG0006263	OFUSG20709.1.p1	YEAST02521
OG0006269	OFUSG19462.1.p1	YEAST03069
OG0006271	OFUSG01027.1.p1	YEAST00375
OG0006275	OFUSG01454.1.p1	YEAST06102
OG0006277	OFUSG15168.1.p1	YEAST02811
OG0006279	OFUSG00790.1.p1	YEAST04402
OG0006280	OFUSG25094.1.p1	YEAST04541
OG0006281	OFUSG00050.2.p1, OFUSG00050.1.p1	YEAST04979
OG0006282	OFUSG04147.1.p1	YEAST01445
OG0006283	OFUSG26352.1.p1	YEAST00229
OG0006284	OFUSG23445.1.p1	YEAST04213
OG0006288	OFUSG15550.1.p1, OFUSG15551.1.p1	YEAST02860
OG0006289	OFUSG05692.1.p1	YEAST06209
OG0006293	OFUSG15450.1.p1	YEAST05380
OG0006294	OFUSG11961.1.p1	YEAST04000
OG0006295	OFUSG15765.2.p1, OFUSG15765.1.p1	YEAST05360
OG0006302	OFUSG08996.1.p1, OFUSG08996.2.p1	YEAST01852
OG0006306	OFUSG07033.2.p1, OFUSG07033.3.p1, OFUSG07033.1.p1	YEAST00230
OG0006311	OFUSG00976.1.p1	YEAST01145
OG0006313	OFUSG13104.1.p1	YEAST02392
OG0006315	OFUSG11578.1.p1	YEAST00489
OG0006319	OFUSG21159.1.p1	YEAST01135
OG0006320	OFUSG06963.1.p1	YEAST04478
OG0006322	OFUSG06165.1.p1	YEAST00815
OG0006329	OFUSG06525.1.p1	YEAST01245
OG0006332	OFUSG07284.1.p1	YEAST06042
OG0006334	OFUSG16855.1.p1	YEAST00864
OG0006335	OFUSG12800.1.p1	YEAST02588
OG0006339	OFUSG15007.2.p1, OFUSG15007.1.p1	YEAST06286
OG0006340	OFUSG17804.1.p1	YEAST00922, YEAST05387
OG0006341	OFUSG13525.1.p1	YEAST01452
OG0006344	OFUSG17196.1.p1	YEAST01465
OG0006347	OFUSG04201.1.p1	YEAST03436
OG0006349	OFUSG13717.1.p1, OFUSG13717.2.p1	YEAST05233
OG0006350	OFUSG10010.1.p1	YEAST00452
OG0006357	OFUSG10931.1.p1, OFUSG10930.1.p1, OFUSG10933.1.p1	YEAST02650
OG0006360	OFUSG01922.1.p1	YEAST01556
OG0006362	OFUSG09542.1.p1	YEAST05722
OG0006370	OFUSG21077.1.p1	YEAST02350
OG0006372	OFUSG07198.1.p1	YEAST05423
OG0006375	OFUSG10211.1.p1	YEAST05198
OG0006377	OFUSG13142.1.p1	YEAST04974
OG0006378	OFUSG06139.1.p1	YEAST01924
OG0006382	OFUSG11579.1.p1	YEAST03313
OG0006385	OFUSG11265.1.p1	YEAST04806
OG0006387	OFUSG00913.1.p1	YEAST05324
OG0006389	OFUSG01920.1.p1	YEAST02409
OG0006390	OFUSG06648.1.p1	YEAST00339
OG0006392	OFUSG00142.1.p1	YEAST01246
OG0006395	OFUSG13284.1.p1	YEAST03605
OG0006396	OFUSG23581.1.p1	YEAST02453
OG0006398	OFUSG13200.1.p1	YEAST04420, YEAST03553
OG0006407	OFUSG09787.1.p1	YEAST02250
OG0006447	OFUSG07863.2.p1, OFUSG07863.1.p1	YEAST03459
OG0006448	OFUSG04041.1.p1	YEAST00505, YEAST04285
OG0006449	OFUSG16963.1.p1	YEAST02458
OG0006456	OFUSG07766.1.p1	YEAST06224
OG0006459	OFUSG19921.1.p1	YEAST00972, YEAST00245
OG0006461	OFUSG19155.1.p1	YEAST05346
OG0006462	OFUSG17891.1.p1	YEAST01838
OG0006464	OFUSG14585.1.p1	YEAST05965
OG0006465	OFUSG25347.1.p1	YEAST01875
OG0006467	OFUSG18307.1.p1	YEAST00027, YEAST02272
OG0006470	OFUSG06000.1.p1	YEAST01306
OG0006474	OFUSG22247.1.p1	YEAST03988
OG0006475	OFUSG04046.1.p1	YEAST06223, YEAST00349
OG0006476	OFUSG03550.1.p1	YEAST00315
OG0006479	OFUSG13673.1.p1	YEAST05669
OG0006481	OFUSG08691.1.p1	YEAST06165
OG0006488	OFUSG12523.1.p1	YEAST02614
OG0006498	OFUSG02085.1.p1	YEAST02291
OG0006503	OFUSG14469.2.p1, OFUSG14469.1.p1	YEAST06053
OG0006504	OFUSG15072.1.p1	YEAST02866
OG0006507	OFUSG12744.1.p1	YEAST02914
OG0006509	OFUSG03651.1.p1	YEAST02252
OG0006511	OFUSG05200.1.p1	YEAST01899
OG0006512	OFUSG21542.1.p1	YEAST04169
OG0006514	OFUSG02146.1.p1	YEAST05820
OG0006515	OFUSG21785.1.p1	YEAST03195
OG0006516	OFUSG12180.1.p1	YEAST02248
OG0006520	OFUSG02676.1.p1, OFUSG02676.2.p1	YEAST05914
OG0006523	OFUSG25098.1.p1	YEAST04170
OG0006528	OFUSG16333.1.p1	YEAST02276
OG0006532	OFUSG21209.1.p1, OFUSG21209.2.p1	YEAST05019
OG0006533	OFUSG00400.1.p1	YEAST00790
OG0006536	OFUSG18668.1.p1, OFUSG18668.2.p1	YEAST05130
OG0006538	OFUSG13745.1.p1	YEAST02168
OG0006543	OFUSG21011.1.p1	YEAST03219
OG0006544	OFUSG18629.1.p1	YEAST06160
OG0006550	OFUSG06119.1.p1	YEAST05541
OG0006552	OFUSG08440.1.p1	YEAST02016
OG0006553	OFUSG11130.1.p1	YEAST05825
OG0006554	OFUSG24021.1.p1	YEAST04136
OG0006561	OFUSG12514.1.p1	YEAST00874
OG0006564	OFUSG14858.1.p1, OFUSG14858.2.p1	YEAST05934
OG0006568	OFUSG17701.1.p1	YEAST03560
OG0006569	OFUSG12406.1.p1	YEAST02940
OG0006571	OFUSG19904.1.p1	YEAST00795
OG0006574	OFUSG08878.1.p1	YEAST06163
OG0006577	OFUSG09702.1.p1	YEAST03945
OG0006578	OFUSG18955.1.p1	YEAST00813
OG0006580	OFUSG04090.1.p1	YEAST04957
OG0006582	OFUSG19688.2.p1, OFUSG19688.1.p1	YEAST04615
OG0006584	OFUSG03955.1.p1	YEAST01846
OG0006589	OFUSG06855.1.p1	YEAST04474
OG0006594	OFUSG22740.1.p1	YEAST00464
OG0006595	OFUSG10655.1.p1	YEAST05577
OG0006596	OFUSG22773.1.p1	YEAST03312
OG0006597	OFUSG02614.1.p1	YEAST01876
OG0006598	OFUSG19727.1.p1	YEAST02580
OG0006602	OFUSG12840.1.p1	YEAST06259
OG0006603	OFUSG20547.1.p1	YEAST05721
OG0006604	OFUSG14932.1.p1	YEAST01597
OG0006607	OFUSG21232.1.p1	YEAST05258
OG0006609	OFUSG02001.1.p1	YEAST04231
OG0006610	OFUSG18091.1.p1	YEAST04593
OG0006611	OFUSG04528.1.p1	YEAST02395
OG0006613	OFUSG14105.1.p1	YEAST00490
OG0006615	OFUSG16559.1.p1	YEAST02695
OG0006617	OFUSG26038.1.p1	YEAST02864, YEAST02189
OG0006619	OFUSG17331.1.p1	YEAST03691
OG0006622	OFUSG13902.1.p1	YEAST04382
OG0006625	OFUSG24278.1.p1	YEAST05905
OG0006627	OFUSG00423.1.p1	YEAST01553
OG0006630	OFUSG04586.1.p1	YEAST05584
OG0006631	OFUSG16224.1.p1	YEAST01419, YEAST04493
OG0006633	OFUSG13007.1.p1	YEAST05580
OG0006636	OFUSG10617.1.p1	YEAST06190
OG0006637	OFUSG10278.1.p1	YEAST06011
OG0006651	OFUSG00046.1.p1	YEAST03308
OG0006655	OFUSG19958.1.p1	YEAST04609
OG0006658	OFUSG17172.1.p1	YEAST03323
OG0006662	OFUSG08824.1.p1	YEAST02707
OG0006663	OFUSG22165.1.p1	YEAST04538
OG0006664	OFUSG25665.1.p1	YEAST04769
OG0006667	OFUSG08145.1.p1	YEAST03011
OG0006668	OFUSG02998.1.p1	YEAST00040
OG0006669	OFUSG13077.1.p1	YEAST05379
OG0006678	OFUSG10168.1.p1	YEAST03428
OG0006681	OFUSG07984.1.p1, OFUSG07984.2.p1	YEAST02774
OG0006688	OFUSG20459.1.p1	YEAST02298
OG0006690	OFUSG06696.1.p1	YEAST00986
OG0006691	OFUSG16702.1.p1	YEAST06141
OG0006692	OFUSG24594.1.p1	YEAST04243
OG0006694	OFUSG00920.1.p1	YEAST04074
OG0006703	OFUSG17467.1.p1	YEAST04919
OG0006704	OFUSG24053.1.p1, OFUSG24049.1.p1, OFUSG24049.2.p1	YEAST02241
OG0006706	OFUSG08397.1.p1	YEAST01312
OG0006707	OFUSG08099.1.p1	YEAST04448
OG0006712	OFUSG20365.1.p1	YEAST01297
OG0006716	OFUSG19704.1.p1	YEAST01688
OG0006717	OFUSG11275.1.p1	YEAST03273, YEAST00511
OG0006722	OFUSG21212.1.p1	YEAST05928
OG0006725	OFUSG08266.1.p1, OFUSG08266.2.p1	YEAST05141
OG0006726	OFUSG13177.1.p1	YEAST01310
OG0006728	OFUSG16443.1.p1	YEAST01819
OG0006730	OFUSG01430.1.p1	YEAST06066
OG0006732	OFUSG12612.1.p1	YEAST05092
OG0006736	OFUSG20663.1.p1	YEAST03708, YEAST02845
OG0006738	OFUSG04512.1.p1, OFUSG04512.2.p1	YEAST03786
OG0006741	OFUSG06701.1.p1	YEAST00908
OG0006752	OFUSG07006.1.p1	YEAST01605
OG0006753	OFUSG11357.1.p1	YEAST06210
OG0006754	OFUSG20799.2.p1, OFUSG20799.1.p1	YEAST05223, YEAST00660
OG0006755	OFUSG03174.1.p1	YEAST03743
OG0006757	OFUSG10397.1.p1, OFUSG10397.2.p1	YEAST02585
OG0006758	OFUSG25525.1.p1	YEAST00132
OG0006766	OFUSG14742.1.p1	YEAST01711
OG0006769	OFUSG26103.1.p1	YEAST04955
OG0006772	OFUSG05966.1.p1	YEAST05602
OG0006775	OFUSG11034.1.p1	YEAST01095
OG0006776	OFUSG15876.1.p1	YEAST02455
OG0006777	OFUSG11705.1.p1	YEAST05242
OG0006826	OFUSG03216.1.p1	YEAST03748
OG0006830	OFUSG24087.1.p1	YEAST02320
OG0006838	OFUSG10401.1.p1	YEAST01244
OG0006843	OFUSG09822.1.p1	YEAST03855
OG0006846	OFUSG11488.1.p1	YEAST04146
OG0006853	OFUSG06439.1.p1	YEAST03500
OG0006860	OFUSG20553.1.p1	YEAST03798
OG0006867	OFUSG26803.1.p1	YEAST03341
OG0006874	OFUSG17867.2.p1, OFUSG17867.1.p1	YEAST03449
OG0006876	OFUSG23465.1.p1	YEAST00384
OG0006880	OFUSG26215.1.p1	YEAST04631
OG0006881	OFUSG02889.1.p1	YEAST01049
OG0006887	OFUSG04466.1.p1	YEAST01983
OG0006888	OFUSG13161.1.p1	YEAST00485
OG0006890	OFUSG06585.1.p1	YEAST02034
OG0006891	OFUSG24176.1.p1	YEAST00187
OG0006892	OFUSG15808.1.p1	YEAST04820
OG0006894	OFUSG18389.1.p1	YEAST01360
OG0006897	OFUSG09082.1.p1	YEAST00856
OG0006906	OFUSG15448.1.p1	YEAST00746
OG0006918	OFUSG26318.1.p1	YEAST05610
OG0006924	OFUSG17158.1.p1	YEAST04308
OG0006927	OFUSG07179.1.p1	YEAST00921
OG0006934	OFUSG14725.1.p1	YEAST02053
OG0006935	OFUSG15458.1.p1	YEAST02014
OG0006936	OFUSG06570.1.p1	YEAST06114
OG0006937	OFUSG26075.1.p1	YEAST05537
OG0006938	OFUSG12471.1.p1	YEAST02536
OG0006939	OFUSG17603.1.p1	YEAST01033
OG0006940	OFUSG13186.1.p1	YEAST05163
OG0006942	OFUSG11727.1.p1, OFUSG11727.2.p1	YEAST00190
OG0006943	OFUSG08404.1.p1	YEAST02583
OG0006949	OFUSG15878.1.p1	YEAST00975, YEAST00256
OG0006952	OFUSG20628.1.p1	YEAST02831
OG0006953	OFUSG00884.1.p1	YEAST02903, YEAST04751, YEAST05739
OG0006959	OFUSG09250.1.p1	YEAST01865
OG0006964	OFUSG00362.1.p1	YEAST05995
OG0006966	OFUSG24778.1.p1	YEAST02544
OG0006967	OFUSG10677.1.p1	YEAST06235
OG0006968	OFUSG23129.1.p1	YEAST03972
OG0006969	OFUSG19497.1.p1	YEAST01604
OG0006971	OFUSG22447.1.p1	YEAST00044
OG0006973	OFUSG00129.1.p1	YEAST03793
OG0006975	OFUSG00620.1.p1	YEAST02322
OG0006977	OFUSG18645.1.p1	YEAST06248
OG0006980	OFUSG21476.1.p1	YEAST02173
OG0006985	OFUSG07556.1.p1	YEAST03215
OG0006989	OFUSG04394.1.p1	YEAST04914
OG0006991	OFUSG17185.1.p1	YEAST05066
OG0006992	OFUSG19003.1.p1	YEAST04657
OG0006994	OFUSG16405.1.p1	YEAST05554
OG0006995	OFUSG08451.1.p1	YEAST06048
OG0006997	OFUSG06281.1.p1	YEAST00664
OG0006998	OFUSG16627.1.p1	YEAST02509
OG0006999	OFUSG13743.1.p1	YEAST03874
OG0007003	OFUSG18628.1.p1	YEAST01840
OG0007005	OFUSG24056.1.p1	YEAST03907
OG0007009	OFUSG04231.1.p1	YEAST05645
OG0007010	OFUSG04162.1.p1, OFUSG02296.1.p1	YEAST01652
OG0007012	OFUSG18164.1.p1	YEAST05361
OG0007013	OFUSG17828.1.p1	YEAST05971
OG0007015	OFUSG20280.1.p1	YEAST03053
OG0007016	OFUSG23182.2.p1, OFUSG23182.1.p1	YEAST05307
OG0007020	OFUSG18698.1.p1	YEAST00663
OG0007024	OFUSG06084.1.p1, OFUSG06084.2.p1	YEAST01864
OG0007028	OFUSG13370.1.p1	YEAST06312
OG0007029	OFUSG00068.1.p1	YEAST05619
OG0007033	OFUSG12337.1.p1	YEAST04002
OG0007036	OFUSG25686.1.p1	YEAST04799
OG0007043	OFUSG06723.1.p1	YEAST02072, YEAST01064
OG0007045	OFUSG00867.1.p1	YEAST01113
OG0007046	OFUSG01801.1.p1	YEAST04826
OG0007049	OFUSG13313.1.p1	YEAST05930
OG0007050	OFUSG05674.1.p1	YEAST05668
OG0007053	OFUSG21516.1.p1	YEAST05898
OG0007055	OFUSG15353.1.p1	YEAST02593
OG0007061	OFUSG06485.1.p1	YEAST03247
OG0007063	OFUSG10493.1.p1	YEAST04650
OG0007065	OFUSG07963.1.p1	YEAST01111
OG0007071	OFUSG12865.1.p1	YEAST02162
OG0007073	OFUSG17728.1.p1	YEAST03946
OG0007075	OFUSG18110.1.p1, OFUSG18110.2.p1, OFUSG18111.1.p1	YEAST00811
OG0007084	OFUSG23130.1.p1	YEAST05527
OG0007089	OFUSG14491.1.p1, OFUSG14492.1.p1	YEAST04132
OG0007092	OFUSG12355.1.p1	YEAST01811
OG0007093	OFUSG13021.1.p1	YEAST01923
OG0007095	OFUSG18269.1.p1	YEAST02581
OG0007097	OFUSG08779.1.p1	YEAST01699
OG0007098	OFUSG20568.1.p1	YEAST03783
OG0007106	OFUSG18964.1.p1	YEAST00202
OG0007112	OFUSG19617.1.p1	YEAST05597
OG0007114	OFUSG20430.1.p1	YEAST03493
OG0007118	OFUSG00366.1.p1	YEAST01120
OG0007119	OFUSG23664.1.p1	YEAST05459
OG0007120	OFUSG21210.1.p1	YEAST04248
OG0007121	OFUSG11479.1.p1	YEAST05746
OG0007124	OFUSG02914.1.p1	YEAST04818
OG0007127	OFUSG21273.1.p1	YEAST04415
OG0007130	OFUSG06200.1.p1	YEAST05158
OG0007131	OFUSG23463.1.p1	YEAST05874
OG0007137	OFUSG10871.1.p1	YEAST00797
OG0007138	OFUSG08302.1.p1	YEAST04319
OG0007139	OFUSG12636.1.p1	YEAST05259
OG0007143	OFUSG17545.1.p1	YEAST02636
OG0007144	OFUSG21801.1.p1	YEAST04135
OG0007150	OFUSG05344.1.p1	YEAST00900
OG0007154	OFUSG08565.1.p1	YEAST01439
OG0007164	OFUSG06600.1.p1	YEAST05557
OG0007182	OFUSG13896.2.p1, OFUSG13896.1.p1	YEAST00042
OG0007184	OFUSG13288.1.p1	YEAST01512
OG0007185	OFUSG26363.1.p1	YEAST01036
OG0007186	OFUSG03968.1.p1	YEAST00761
OG0007192	OFUSG04047.1.p1	YEAST00860
OG0007201	OFUSG17829.1.p1	YEAST01721
OG0007249	OFUSG03804.1.p1, OFUSG03803.1.p1, OFUSG09002.1.p1, OFUSG09003.1.p1	YEAST00344
OG0007254	OFUSG26478.1.p1	YEAST00328
OG0007258	OFUSG20033.1.p1	YEAST02867
OG0007264	OFUSG22910.1.p1	YEAST04093
OG0007269	OFUSG17107.1.p1, OFUSG16940.1.p1	YEAST04522
OG0007274	OFUSG19415.1.p1	YEAST04165, YEAST05634
OG0007276	OFUSG09515.1.p1	YEAST02007
OG0007282	OFUSG14906.1.p1	YEAST04912
OG0007288	OFUSG11110.1.p1	YEAST02949
OG0007292	OFUSG09326.1.p1	YEAST05159
OG0007303	OFUSG11757.1.p1	YEAST05207
OG0007307	OFUSG15381.1.p1	YEAST05606
OG0007313	OFUSG08189.1.p1	YEAST02047
OG0007317	OFUSG23619.1.p1	YEAST04084
OG0007321	OFUSG11477.1.p1	YEAST05016
OG0007322	OFUSG09904.1.p1	YEAST01090
OG0007325	OFUSG20353.1.p1	YEAST03249
OG0007330	OFUSG03047.1.p1	YEAST00633
OG0007332	OFUSG18187.1.p1, OFUSG03446.1.p1, OFUSG25420.1.p1	YEAST02451
OG0007335	OFUSG12346.1.p1	YEAST06084
OG0007336	OFUSG01140.1.p1	YEAST03606
OG0007341	OFUSG08079.1.p1	YEAST00183
OG0007342	OFUSG21114.1.p1	YEAST03859
OG0007343	OFUSG23516.1.p1	YEAST00383
OG0007347	OFUSG12292.1.p1	YEAST02066
OG0007349	OFUSG23871.1.p1	YEAST01492
OG0007354	OFUSG17364.1.p1	YEAST03378
OG0007355	OFUSG14831.1.p1	YEAST02682
OG0007361	OFUSG09488.1.p1	YEAST02394
OG0007363	OFUSG02740.1.p1	YEAST05519
OG0007364	OFUSG01952.1.p1	YEAST01959
OG0007367	OFUSG17700.1.p1	YEAST01013
OG0007371	OFUSG05965.1.p1	YEAST04970
OG0007379	OFUSG25215.1.p1	YEAST00967
OG0007380	OFUSG02808.1.p1	YEAST00785, YEAST00666
OG0007382	OFUSG12635.1.p1	YEAST01108
OG0007387	OFUSG08047.1.p1, OFUSG08047.2.p1	YEAST06326
OG0007393	OFUSG12565.1.p1	YEAST01116
OG0007394	OFUSG13494.1.p1	YEAST05998
OG0007395	OFUSG10757.1.p1	YEAST00603
OG0007397	OFUSG13056.1.p1	YEAST03512
OG0007399	OFUSG01818.1.p1	YEAST02279
OG0007401	OFUSG10106.1.p1	YEAST03451
OG0007408	OFUSG16878.1.p1	YEAST03401
OG0007409	OFUSG16872.1.p1	YEAST05329
OG0007411	OFUSG04653.1.p1	YEAST04399
OG0007412	OFUSG01834.1.p1	YEAST04822
OG0007414	OFUSG17401.1.p1	YEAST01970
OG0007415	OFUSG04618.1.p1	YEAST01948
