Orthogroup	OWEFU	CAPO3
OG0002000	OFUSG21355.1.p1, OFUSG03859.1.p1	CAPO305912
OG0002001	OFUSG21514.1.p1	CAPO301730, CAPO305766
OG0002003	OFUSG22036.1.p1	CAPO306645
OG0002004	OFUSG04658.1.p1, OFUSG09751.1.p1, OFUSG09461.1.p1	CAPO305661, CAPO300359
OG0002006	OFUSG16209.1.p1	CAPO302881
OG0002007	OFUSG10696.1.p1	CAPO301764
OG0002008	OFUSG10990.1.p1	CAPO308237
OG0002009	OFUSG12148.1.p1	CAPO304107
OG0002011	OFUSG20482.1.p1, OFUSG20482.2.p1, OFUSG13947.2.p1, OFUSG13947.1.p1	CAPO305222
OG0002014	OFUSG05819.1.p1	CAPO305309
OG0002015	OFUSG11071.1.p1	CAPO304377
OG0002016	OFUSG18258.1.p1	CAPO300736, CAPO303360
OG0002020	OFUSG06895.1.p1	CAPO301809, CAPO306607
OG0002024	OFUSG07698.2.p1, OFUSG07698.1.p1	CAPO300776
OG0002025	OFUSG10330.2.p1, OFUSG10330.1.p1	CAPO301502
OG0002026	OFUSG03429.1.p1	CAPO307889, CAPO306582
OG0002027	OFUSG14472.1.p1	CAPO307021
OG0002029	OFUSG09043.1.p1	CAPO303181
OG0002029	OFUSG19624.1.p1	CAPO304041
OG0002030	OFUSG04851.1.p1	CAPO303987
OG0002031	OFUSG21499.1.p1	CAPO300135
OG0002032	OFUSG09126.1.p1	CAPO304689
OG0002034	OFUSG22831.2.p1, OFUSG22831.1.p1	CAPO306318
OG0002042	OFUSG02182.1.p1	CAPO300525
OG0002043	OFUSG12846.4.p1, OFUSG12846.2.p1, OFUSG12846.3.p1, OFUSG12846.1.p1	CAPO306649
OG0002058	OFUSG08853.1.p1, OFUSG23578.1.p1, OFUSG23579.1.p1, OFUSG21054.1.p1	CAPO300289
OG0002061	OFUSG05764.1.p1, OFUSG05765.1.p1, OFUSG05763.1.p1	CAPO307339
OG0002062	OFUSG03994.1.p1	CAPO301382
OG0002063	OFUSG01652.1.p1	CAPO302417
OG0002067	OFUSG17986.1.p1	CAPO302721
OG0002069	OFUSG23391.4.p1, OFUSG23391.3.p1, OFUSG23391.5.p1, OFUSG23391.2.p1, OFUSG23391.1.p1	CAPO306402
OG0002073	OFUSG19553.2.p1, OFUSG19553.1.p1	CAPO302333
OG0002074	OFUSG26077.1.p1	CAPO304152
OG0002076	OFUSG17692.2.p1, OFUSG17692.1.p1	CAPO303117
OG0002078	OFUSG10584.1.p1	CAPO302217
OG0002079	OFUSG02215.1.p1	CAPO301402
OG0002080	OFUSG15846.1.p1	CAPO307474, CAPO307552
OG0002081	OFUSG02596.4.p1, OFUSG02596.1.p1, OFUSG02596.5.p1, OFUSG02596.2.p1, OFUSG02596.3.p1	CAPO300584
OG0002084	OFUSG24095.1.p1, OFUSG06979.1.p1, OFUSG06870.1.p1, OFUSG06847.1.p1	CAPO300150
OG0002087	OFUSG07750.1.p1	CAPO306536
OG0002093	OFUSG19055.1.p1, OFUSG07928.2.p1, OFUSG07928.1.p1	CAPO304254
OG0002094	OFUSG18702.1.p1	CAPO303399
OG0002097	OFUSG14425.2.p1, OFUSG14425.1.p1	CAPO302111
OG0002099	OFUSG12133.1.p1	CAPO306675
OG0002101	OFUSG16892.1.p1	CAPO307803
OG0002103	OFUSG11310.1.p1	CAPO305235
OG0002106	OFUSG13347.1.p1	CAPO300071
OG0002108	OFUSG12155.1.p1	CAPO303834
OG0002122	OFUSG03606.1.p1	CAPO300191
OG0002123	OFUSG21149.1.p1	CAPO303373
OG0002124	OFUSG11686.1.p1, OFUSG05734.1.p1, OFUSG05734.2.p1	CAPO300980
OG0002129	OFUSG02354.1.p1	CAPO305068
OG0002130	OFUSG01641.1.p1	CAPO301943
OG0002131	OFUSG09026.1.p1	CAPO302159
OG0002135	OFUSG01287.1.p1	CAPO300616, CAPO300802
OG0002136	OFUSG07707.1.p1, OFUSG07707.2.p1, OFUSG07706.1.p1	CAPO300292
OG0002137	OFUSG17532.1.p1	CAPO306593
OG0002138	OFUSG25383.3.p1, OFUSG25383.1.p1, OFUSG25383.2.p1	CAPO304101
OG0002140	OFUSG20932.1.p1	CAPO300489
OG0002141	OFUSG03101.2.p1, OFUSG03101.1.p1	CAPO300491
OG0002144	OFUSG24102.1.p1	CAPO308205
OG0002145	OFUSG18782.1.p1	CAPO305963
OG0002146	OFUSG18785.1.p1, OFUSG18785.2.p1, OFUSG18786.1.p1	CAPO303694
OG0002148	OFUSG11337.1.p1, OFUSG22046.1.p1	CAPO301311
OG0002150	OFUSG24455.1.p1, OFUSG11993.1.p1, OFUSG25535.1.p1, OFUSG06899.1.p1	CAPO305991
OG0002151	OFUSG10768.1.p1	CAPO300513
OG0002152	OFUSG17316.1.p1	CAPO305214
OG0002156	OFUSG25160.1.p1	CAPO307789
OG0002158	OFUSG26362.1.p1	CAPO300426
OG0002159	OFUSG09873.1.p1, OFUSG09873.2.p1, OFUSG25174.1.p1	CAPO301618
OG0002165	OFUSG05436.1.p1	CAPO306860
OG0002166	OFUSG14865.1.p1	CAPO300536
OG0002168	OFUSG13363.1.p1, OFUSG17489.1.p1	CAPO305846
OG0002169	OFUSG19247.1.p1	CAPO305188, CAPO305186
OG0002170	OFUSG16738.1.p1, OFUSG25554.1.p1, OFUSG23563.1.p1	CAPO306065
OG0002171	OFUSG20871.1.p1	CAPO300657
OG0002172	OFUSG00127.2.p1, OFUSG00127.1.p1	CAPO300117
OG0002173	OFUSG09366.1.p1	CAPO300163
OG0002177	OFUSG12103.1.p1, OFUSG12103.2.p1	CAPO303715
OG0002179	OFUSG12361.1.p1	CAPO301344
OG0002182	OFUSG06371.2.p1, OFUSG06371.1.p1	CAPO300304
OG0002184	OFUSG20986.1.p1	CAPO302808
OG0002185	OFUSG22959.1.p1	CAPO306894
OG0002187	OFUSG07746.1.p1	CAPO303260
OG0002188	OFUSG21291.1.p1	CAPO307308
OG0002189	OFUSG02716.1.p1	CAPO302919, CAPO302901
OG0002190	OFUSG08574.1.p1	CAPO305794
OG0002191	OFUSG04241.1.p1	CAPO306349
OG0002193	OFUSG13614.1.p1	CAPO307827, CAPO303661
OG0002201	OFUSG05148.1.p1	CAPO305256
OG0002216	OFUSG06412.1.p1, OFUSG06412.2.p1	CAPO308083
OG0002217	OFUSG25610.2.p1, OFUSG25610.1.p1	CAPO303403
OG0002219	OFUSG17595.2.p1, OFUSG17595.1.p1	CAPO301953
OG0002222	OFUSG13640.1.p1	CAPO300961
OG0002224	OFUSG10227.1.p1	CAPO304952
OG0002225	OFUSG21717.2.p1, OFUSG21717.3.p1, OFUSG21717.4.p1, OFUSG21717.1.p1	CAPO301769
OG0002226	OFUSG17344.1.p1	CAPO307804
OG0002227	OFUSG05811.1.p1	CAPO307820, CAPO307799
OG0002228	OFUSG09952.1.p1, OFUSG09955.1.p1, OFUSG09954.1.p1	CAPO301630, CAPO300068
OG0002229	OFUSG14982.1.p1	CAPO308040
OG0002235	OFUSG06641.1.p1	CAPO303035
OG0002237	OFUSG01507.1.p1	CAPO306506
OG0002239	OFUSG08605.1.p1	CAPO301966
OG0002240	OFUSG17656.1.p1	CAPO306707
OG0002241	OFUSG24226.1.p1	CAPO303979
OG0002243	OFUSG10749.1.p1, OFUSG10749.2.p1	CAPO301335, CAPO300484
OG0002244	OFUSG02664.1.p1, OFUSG02664.2.p1	CAPO303840
OG0002245	OFUSG23548.1.p1	CAPO302737
OG0002246	OFUSG20154.1.p1	CAPO301929
OG0002251	OFUSG06486.3.p1, OFUSG06486.4.p1, OFUSG06486.1.p1, OFUSG06486.2.p1	CAPO302537
OG0002252	OFUSG18396.1.p1	CAPO304306
OG0002255	OFUSG20748.1.p1, OFUSG20749.1.p1	CAPO301475, CAPO302337
OG0002257	OFUSG25253.1.p1, OFUSG12176.1.p1	CAPO303721
OG0002258	OFUSG15880.1.p1	CAPO300693
OG0002258	OFUSG14984.1.p1	CAPO302229
OG0002261	OFUSG10665.1.p1	CAPO303559
OG0002263	OFUSG25904.1.p1	CAPO304694
OG0002264	OFUSG00924.1.p1	CAPO304810
OG0002266	OFUSG10832.1.p1	CAPO307392
OG0002270	OFUSG04160.1.p1, OFUSG06177.1.p1	CAPO302042
OG0002272	OFUSG08163.1.p1	CAPO301905
OG0002279	OFUSG13940.1.p1	CAPO304874
OG0002282	OFUSG08347.1.p1	CAPO300014
OG0002284	OFUSG05912.2.p1, OFUSG05912.1.p1	CAPO304167
OG0002285	OFUSG07697.1.p1	CAPO305012
OG0002287	OFUSG20603.1.p1	CAPO306430
OG0002288	OFUSG17857.1.p1	CAPO306855
OG0002292	OFUSG15380.1.p1	CAPO301471
OG0002293	OFUSG01364.2.p1, OFUSG01364.1.p1	CAPO302207
OG0002294	OFUSG23580.1.p1, OFUSG23580.2.p1, OFUSG23580.3.p1	CAPO300522
OG0002296	OFUSG05973.1.p1	CAPO307746
OG0002297	OFUSG23666.1.p1, OFUSG12692.1.p1	CAPO307845
OG0002312	OFUSG05458.2.p1, OFUSG05458.1.p1	CAPO305339
OG0002312	OFUSG05457.1.p1	CAPO305880
OG0002316	OFUSG01417.2.p1, OFUSG01417.1.p1	CAPO302192
OG0002317	OFUSG11498.1.p1, OFUSG11498.2.p1, OFUSG11498.3.p1	CAPO301129
OG0002318	OFUSG07256.1.p1, OFUSG07256.2.p1, OFUSG07257.1.p1	CAPO302292
OG0002319	OFUSG13997.1.p1	CAPO306342
OG0002321	OFUSG05596.1.p1	CAPO300390
OG0002322	OFUSG05969.2.p1, OFUSG05969.1.p1, OFUSG10499.2.p1, OFUSG10499.1.p1	CAPO300979
OG0002323	OFUSG17750.1.p1, OFUSG02870.2.p1, OFUSG17750.2.p1, OFUSG02870.1.p1	CAPO308299
OG0002324	OFUSG16215.2.p1, OFUSG16215.1.p1, OFUSG16217.1.p1, OFUSG16218.1.p1, OFUSG16216.1.p1	CAPO301866
OG0002325	OFUSG09544.1.p1	CAPO300458
OG0002326	OFUSG21629.1.p1, OFUSG06753.1.p1	CAPO302239
OG0002327	OFUSG19345.1.p1	CAPO302954
OG0002331	OFUSG05478.1.p1	CAPO302246
OG0002332	OFUSG10307.1.p1	CAPO300761
OG0002337	OFUSG22676.1.p1	CAPO307155
OG0002340	OFUSG05113.1.p1	CAPO307906
OG0002343	OFUSG01437.1.p1	CAPO303889
OG0002344	OFUSG15752.1.p1, OFUSG15752.2.p1	CAPO307434
OG0002346	OFUSG00688.5.p1, OFUSG00688.1.p1, OFUSG00688.2.p1, OFUSG00688.3.p1, OFUSG00688.4.p1	CAPO307106
OG0002348	OFUSG11697.1.p1, OFUSG11697.2.p1, OFUSG02389.1.p1	CAPO302095
OG0002354	OFUSG05225.1.p1, OFUSG04895.2.p2	CAPO306383
OG0002356	OFUSG08833.1.p1, OFUSG07009.2.p1, OFUSG07009.1.p1, OFUSG07009.4.p1, OFUSG07009.3.p1	CAPO305051
OG0002357	OFUSG12105.1.p1	CAPO302341
OG0002358	OFUSG08087.1.p1	CAPO307788
OG0002359	OFUSG18075.1.p1	CAPO302128
OG0002361	OFUSG11307.1.p1	CAPO304727
OG0002362	OFUSG09059.1.p1	CAPO301902
OG0002363	OFUSG11178.1.p1	CAPO302980
OG0002364	OFUSG13668.1.p1	CAPO306488
OG0002367	OFUSG09353.1.p1	CAPO304316
OG0002368	OFUSG21932.1.p1	CAPO301447
OG0002369	OFUSG12559.1.p1	CAPO301279
OG0002370	OFUSG05661.1.p1	CAPO303015
OG0002371	OFUSG11761.1.p1, OFUSG09490.1.p1	CAPO304426
OG0002372	OFUSG15268.2.p1, OFUSG15268.1.p1	CAPO303540
OG0002372	OFUSG06968.1.p1	CAPO303041
OG0002373	OFUSG03405.1.p1	CAPO306145
OG0002374	OFUSG04950.1.p1	CAPO302309
OG0002375	OFUSG23278.1.p1, OFUSG23277.1.p1, OFUSG23278.2.p1	CAPO305178, CAPO300285
OG0002376	OFUSG11481.1.p1, OFUSG11481.2.p1	CAPO304863
OG0002377	OFUSG12385.1.p1	CAPO301847
OG0002379	OFUSG24762.2.p1, OFUSG24762.1.p1	CAPO301214
OG0002383	OFUSG14985.1.p1	CAPO302731
OG0002384	OFUSG09027.1.p1	CAPO305065
OG0002396	OFUSG11528.2.p1, OFUSG11528.1.p1	CAPO302410
OG0002398	OFUSG02916.1.p1	CAPO306938
OG0002405	OFUSG02647.3.p1, OFUSG02647.2.p1, OFUSG02647.1.p1	CAPO300119, CAPO308161
OG0002406	OFUSG16824.1.p1	CAPO304138
OG0002407	OFUSG18601.2.p1, OFUSG18601.1.p1	CAPO301366
OG0002409	OFUSG19120.1.p1, OFUSG08432.1.p1	CAPO301533
OG0002410	OFUSG17404.3.p1, OFUSG17404.4.p1, OFUSG17404.2.p1, OFUSG17404.1.p1, OFUSG17404.5.p1	CAPO305170
OG0002411	OFUSG07054.1.p1	CAPO305052
OG0002413	OFUSG17059.1.p1	CAPO307797
OG0002413	OFUSG17215.1.p1	CAPO304716
OG0002414	OFUSG13155.1.p1	CAPO304631
OG0002415	OFUSG13171.1.p1	CAPO305027
OG0002415	OFUSG11039.1.p1	CAPO304905
OG0002417	OFUSG06283.2.p1, OFUSG06283.1.p1, OFUSG06285.1.p1, OFUSG14718.2.p1, OFUSG14718.1.p1	CAPO307671
OG0002418	OFUSG17650.1.p1	CAPO303802
OG0002419	OFUSG05029.1.p1	CAPO303825
OG0002421	OFUSG05244.1.p1	CAPO305365
OG0002422	OFUSG01919.1.p1	CAPO302014
OG0002425	OFUSG07212.1.p1, OFUSG07217.1.p1	CAPO304491
OG0002426	OFUSG11183.3.p1, OFUSG11183.2.p1, OFUSG11183.1.p1	CAPO303294
OG0002429	OFUSG22991.1.p1	CAPO305260
OG0002433	OFUSG10077.1.p1	CAPO302444
OG0002435	OFUSG26590.1.p1, OFUSG13841.1.p1, OFUSG14350.1.p1, OFUSG14348.1.p1, OFUSG14352.1.p1, OFUSG21182.1.p1, OFUSG21182.2.p1, OFUSG21184.1.p1	CAPO304613
OG0002436	OFUSG22464.1.p1	CAPO307054
OG0002437	OFUSG26150.1.p1, OFUSG26151.1.p1	CAPO303352
OG0002439	OFUSG01753.1.p1	CAPO302565
OG0002441	OFUSG01034.2.p1, OFUSG01034.1.p1	CAPO304429
OG0002442	OFUSG05230.1.p1	CAPO300535
OG0002443	OFUSG06545.1.p1	CAPO301424
OG0002445	OFUSG16789.1.p1	CAPO304782
OG0002446	OFUSG18231.1.p1	CAPO303707
OG0002448	OFUSG11028.1.p1, OFUSG11028.2.p1, OFUSG08514.1.p1	CAPO308204
OG0002453	OFUSG08448.1.p1	CAPO305834
OG0002454	OFUSG15471.1.p1	CAPO305157
OG0002466	OFUSG15527.1.p1, OFUSG07469.1.p1, OFUSG07604.1.p1, OFUSG07605.3.p1, OFUSG07605.2.p1, OFUSG07605.1.p1, OFUSG07470.1.p1, OFUSG15528.1.p1	CAPO305593
OG0002467	OFUSG13448.1.p1	CAPO302869
OG0002476	OFUSG20822.1.p1	CAPO307617
OG0002484	OFUSG05595.1.p1	CAPO305360
OG0002486	OFUSG04060.1.p1, OFUSG04060.2.p1, OFUSG04060.3.p1	CAPO303598
OG0002489	OFUSG05890.1.p1	CAPO304231
OG0002490	OFUSG19344.1.p1	CAPO307409, CAPO300849
OG0002492	OFUSG14228.1.p1	CAPO305743
OG0002494	OFUSG20687.1.p1	CAPO307620
OG0002495	OFUSG04196.1.p1	CAPO306559
OG0002496	OFUSG08219.1.p1	CAPO300997
OG0002497	OFUSG15954.1.p1	CAPO301629
OG0002499	OFUSG17264.1.p1	CAPO308309
OG0002500	OFUSG22275.1.p1, OFUSG09778.1.p1	CAPO305159
OG0002501	OFUSG22538.1.p1	CAPO305150
OG0002502	OFUSG20157.3.p1, OFUSG20157.1.p1, OFUSG20157.2.p1	CAPO304947
OG0002503	OFUSG02978.1.p1	CAPO301024
OG0002505	OFUSG16451.1.p1	CAPO302692
OG0002506	OFUSG00092.1.p1, OFUSG00092.2.p1, OFUSG00088.1.p1, OFUSG00708.1.p1	CAPO301029
OG0002507	OFUSG21406.2.p1, OFUSG21406.1.p1	CAPO303215
OG0002509	OFUSG08169.3.p1, OFUSG08169.2.p1, OFUSG08169.1.p1	CAPO305905, CAPO306732
OG0002510	OFUSG10521.1.p1	CAPO305793
OG0002511	OFUSG03967.2.p1, OFUSG03967.1.p1	CAPO303146
OG0002516	OFUSG09041.2.p1, OFUSG09041.1.p1	CAPO307569
OG0002518	OFUSG21316.1.p1	CAPO304200
OG0002519	OFUSG02909.1.p1	CAPO302874
OG0002523	OFUSG19122.1.p1	CAPO301008
OG0002525	OFUSG07025.1.p1	CAPO300787
OG0002526	OFUSG13383.1.p1	CAPO303145
OG0002528	OFUSG06864.1.p1	CAPO301891
OG0002529	OFUSG14696.1.p1	CAPO301231, CAPO301232
OG0002531	OFUSG12367.1.p1	CAPO304673
OG0002532	OFUSG10787.1.p1, OFUSG10787.2.p1	CAPO307265
OG0002533	OFUSG23755.1.p1	CAPO302353
OG0002534	OFUSG24364.1.p1	CAPO302248
OG0002539	OFUSG06058.2.p1, OFUSG06058.1.p1	CAPO305908
OG0002542	OFUSG04467.1.p1	CAPO300062
OG0002543	OFUSG15203.1.p1, OFUSG15203.2.p1	CAPO306889, CAPO301493
OG0002548	OFUSG25116.1.p1	CAPO303502
OG0002555	OFUSG21622.1.p1	CAPO301095
OG0002556	OFUSG26698.1.p1, OFUSG09591.1.p1	CAPO306661
OG0002557	OFUSG05156.1.p1	CAPO302757
OG0002558	OFUSG12162.1.p1, OFUSG12162.2.p1	CAPO301820
OG0002559	OFUSG17135.4.p1, OFUSG17135.5.p1, OFUSG17135.3.p1, OFUSG17135.1.p1, OFUSG17135.2.p1	CAPO306363
OG0002561	OFUSG25117.2.p1, OFUSG25117.1.p1	CAPO306761
OG0002562	OFUSG13027.1.p1	CAPO305283
OG0002563	OFUSG02827.1.p1	CAPO307417
OG0002564	OFUSG18079.1.p1, OFUSG18079.2.p1	CAPO307297
OG0002565	OFUSG18956.1.p1	CAPO302611
OG0002566	OFUSG23549.1.p1	CAPO303827
OG0002567	OFUSG05913.1.p1	CAPO304319
OG0002569	OFUSG23886.1.p1	CAPO306658
OG0002570	OFUSG20725.1.p1	CAPO307215
OG0002574	OFUSG25082.1.p1, OFUSG25082.3.p1, OFUSG25082.2.p1	CAPO307488
OG0002585	OFUSG08798.2.p1, OFUSG08798.1.p1, OFUSG08665.1.p1, OFUSG10000.1.p1, OFUSG10018.1.p1, OFUSG11445.2.p1, OFUSG11445.1.p1, OFUSG13973.1.p1, OFUSG13973.2.p1, OFUSG24204.1.p1, OFUSG02240.1.p1, OFUSG14025.1.p1, OFUSG14026.1.p1, OFUSG14026.2.p1, OFUSG03729.2.p1, OFUSG03729.1.p1, OFUSG24817.2.p1, OFUSG24817.1.p1, OFUSG14166.1.p1, OFUSG03950.1.p1, OFUSG14238.1.p1, OFUSG14028.1.p1, OFUSG05341.1.p1, OFUSG05341.2.p1, OFUSG13974.1.p1	CAPO304733, CAPO306606, CAPO302856
OG0002587	OFUSG20335.1.p1	CAPO300512
OG0002589	OFUSG15607.1.p1	CAPO302447
OG0002592	OFUSG18883.1.p1	CAPO300278
OG0002594	OFUSG05055.1.p1	CAPO304177
OG0002598	OFUSG17203.1.p1	CAPO300566
OG0002599	OFUSG05928.1.p1	CAPO303706
OG0002600	OFUSG17834.1.p1, OFUSG17834.2.p1	CAPO305861
OG0002601	OFUSG25340.1.p1, OFUSG18724.2.p1, OFUSG18724.1.p1	CAPO300675
OG0002602	OFUSG10300.1.p1, OFUSG10300.2.p1	CAPO303637
OG0002603	OFUSG12842.1.p1, OFUSG26514.1.p1, OFUSG13715.1.p1	CAPO302609
OG0002605	OFUSG17629.1.p1	CAPO303522
OG0002608	OFUSG26704.2.p1, OFUSG26704.1.p1	CAPO303192
OG0002609	OFUSG08608.1.p1	CAPO304999
OG0002610	OFUSG22781.2.p1, OFUSG22781.1.p1	CAPO307043
OG0002611	OFUSG16338.1.p1	CAPO302425
OG0002617	OFUSG03235.1.p1	CAPO307606
OG0002618	OFUSG11127.1.p1	CAPO307902
OG0002620	OFUSG07487.1.p1	CAPO300598
OG0002621	OFUSG21193.1.p1, OFUSG21193.2.p1, OFUSG08722.1.p1	CAPO305708, CAPO305709, CAPO305858
OG0002624	OFUSG20261.1.p1, OFUSG20262.1.p1	CAPO307642
OG0002629	OFUSG15216.1.p1	CAPO306781
OG0002630	OFUSG13735.1.p1	CAPO300618
OG0002631	OFUSG00256.1.p1	CAPO302228
OG0002632	OFUSG09288.1.p1	CAPO301605
OG0002633	OFUSG12394.1.p1	CAPO301845
OG0002634	OFUSG09093.1.p1, OFUSG09096.1.p1	CAPO303763
OG0002636	OFUSG10080.1.p1	CAPO302443
OG0002638	OFUSG07849.1.p1	CAPO302461
OG0002642	OFUSG16148.1.p1, OFUSG16050.1.p1	CAPO302887
OG0002643	OFUSG25517.1.p1, OFUSG25504.1.p1	CAPO305403
OG0002644	OFUSG03807.1.p1	CAPO300686
OG0002645	OFUSG19077.1.p1, OFUSG19077.2.p1	CAPO302012
OG0002646	OFUSG07340.4.p1, OFUSG07340.1.p1, OFUSG07340.2.p1, OFUSG07340.3.p1	CAPO300302
OG0002651	OFUSG09970.1.p1	CAPO307502
OG0002652	OFUSG01040.1.p1, OFUSG05127.1.p1	CAPO305413
OG0002656	OFUSG24257.1.p1	CAPO301386
OG0002657	OFUSG16068.1.p1	CAPO301921
OG0002659	OFUSG13732.1.p1, OFUSG13734.1.p1	CAPO302308
OG0002661	OFUSG07563.1.p1	CAPO300165
OG0002662	OFUSG10564.1.p1	CAPO307949
OG0002663	OFUSG26952.1.p1	CAPO308163
OG0002665	OFUSG15552.1.p1	CAPO307055
OG0002666	OFUSG02440.2.p1, OFUSG02440.1.p1, OFUSG18088.1.p1, OFUSG10943.1.p1	CAPO308350
OG0002668	OFUSG05098.1.p1, OFUSG05098.2.p1	CAPO301754
OG0002669	OFUSG21904.1.p1, OFUSG11370.1.p1	CAPO301762
OG0002672	OFUSG23393.1.p1	CAPO307527
OG0002677	OFUSG17880.1.p1, OFUSG17880.2.p1	CAPO303005
OG0002682	OFUSG17355.1.p1	CAPO301064, CAPO300171
OG0002683	OFUSG07966.1.p1	CAPO303156
OG0002705	OFUSG23521.2.p1, OFUSG23521.1.p1	CAPO303959
OG0002706	OFUSG10469.1.p1	CAPO306125
OG0002708	OFUSG00085.1.p1	CAPO306708
OG0002710	OFUSG09390.1.p1	CAPO301641
OG0002715	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1	CAPO303783
OG0002716	OFUSG09527.1.p1	CAPO302306
OG0002717	OFUSG02824.1.p1	CAPO307873
OG0002718	OFUSG20941.1.p1, OFUSG20941.2.p1	CAPO306705
OG0002720	OFUSG20349.1.p1	CAPO304077
OG0002722	OFUSG21829.1.p1	CAPO300697
OG0002726	OFUSG10760.1.p1	CAPO303092
OG0002728	OFUSG24207.1.p1, OFUSG24205.1.p1	CAPO304582
OG0002730	OFUSG00020.1.p1	CAPO300185
OG0002731	OFUSG08355.1.p1	CAPO304916
OG0002732	OFUSG18697.1.p1	CAPO305751
OG0002736	OFUSG00224.1.p1, OFUSG00222.1.p1	CAPO302364
OG0002739	OFUSG02929.1.p1	CAPO303462
OG0002740	OFUSG17183.1.p1	CAPO303044
OG0002741	OFUSG09210.1.p1, OFUSG09210.2.p1	CAPO305001
OG0002743	OFUSG16819.1.p1	CAPO305659
OG0002744	OFUSG08357.1.p1	CAPO307532
OG0002745	OFUSG18242.2.p1, OFUSG18242.1.p1	CAPO302960
OG0002746	OFUSG09016.1.p1	CAPO301404
OG0002747	OFUSG25884.2.p1, OFUSG25884.1.p1	CAPO308121
OG0002749	OFUSG08546.1.p1	CAPO305516
OG0002750	OFUSG02806.1.p1	CAPO305820
OG0002751	OFUSG05851.1.p1	CAPO300590
OG0002752	OFUSG01980.2.p1, OFUSG01980.1.p1	CAPO306571
OG0002753	OFUSG05932.1.p1	CAPO301419
OG0002755	OFUSG06793.1.p1	CAPO303504
OG0002756	OFUSG24104.1.p1	CAPO302206
OG0002757	OFUSG07053.2.p1, OFUSG07053.3.p1, OFUSG07053.1.p1	CAPO301022
OG0002758	OFUSG15087.1.p1	CAPO302892, CAPO307678
OG0002760	OFUSG19010.1.p1, OFUSG19009.1.p1	CAPO306120
OG0002764	OFUSG23602.1.p1	CAPO300451
OG0002765	OFUSG20514.1.p1	CAPO307679
OG0002766	OFUSG25034.1.p1	CAPO300475
OG0002767	OFUSG03685.1.p1	CAPO302818
OG0002770	OFUSG06074.1.p1	CAPO300723
OG0002771	OFUSG11277.1.p1	CAPO307480
OG0002772	OFUSG06709.1.p1	CAPO301657
OG0002773	OFUSG26880.2.p1, OFUSG26880.1.p1	CAPO300783
OG0002774	OFUSG08706.1.p1, OFUSG08706.2.p1	CAPO301900
OG0002776	OFUSG17830.2.p1, OFUSG17830.1.p1	CAPO300785
OG0002779	OFUSG01706.1.p1	CAPO306710
OG0002780	OFUSG10170.1.p1, OFUSG10170.2.p1	CAPO306806
OG0002785	OFUSG17300.1.p1	CAPO300520
OG0002787	OFUSG04751.1.p1	CAPO307667
OG0002788	OFUSG01564.1.p1	CAPO304831
OG0002790	OFUSG03365.1.p1	CAPO302263
OG0002799	OFUSG15023.2.p1, OFUSG15023.1.p1	CAPO301814
OG0002814	OFUSG17968.1.p1	CAPO300792
OG0002815	OFUSG00006.1.p1	CAPO305247
OG0002816	OFUSG21501.1.p1	CAPO300822
OG0002817	OFUSG22074.1.p1	CAPO305631
OG0002818	OFUSG06912.1.p1	CAPO300344
OG0002821	OFUSG12824.1.p1, OFUSG12868.1.p1	CAPO300805, CAPO300806
OG0002822	OFUSG10280.1.p1	CAPO300505
OG0002824	OFUSG16938.1.p1	CAPO304804
OG0002825	OFUSG07952.1.p1	CAPO303958
OG0002826	OFUSG25180.1.p1	CAPO305161
OG0002827	OFUSG01136.1.p1, OFUSG01132.1.p1	CAPO302357
OG0002828	OFUSG20560.1.p1, OFUSG19694.1.p1	CAPO302033
OG0002831	OFUSG00744.1.p1	CAPO303454
OG0002833	OFUSG10565.1.p1	CAPO302961
OG0002835	OFUSG13154.1.p1	CAPO306542
OG0002836	OFUSG21241.1.p1	CAPO301463
OG0002837	OFUSG03666.1.p1	CAPO304096
OG0002838	OFUSG18105.1.p1, OFUSG04576.1.p1	CAPO305478
OG0002839	OFUSG04543.1.p1	CAPO302420
OG0002841	OFUSG06346.1.p1	CAPO302293
OG0002842	OFUSG26331.1.p1	CAPO300353
OG0002843	OFUSG22264.1.p1	CAPO300339
OG0002844	OFUSG06933.1.p1	CAPO306381, CAPO305443
OG0002847	OFUSG15328.1.p1	CAPO307024
OG0002848	OFUSG20933.1.p1	CAPO306888
OG0002850	OFUSG26286.1.p1, OFUSG26286.2.p1	CAPO305439
OG0002851	OFUSG00457.1.p1	CAPO304239
OG0002858	OFUSG20592.1.p1	CAPO302020
OG0002860	OFUSG10816.1.p1	CAPO304305
OG0002864	OFUSG04409.1.p1	CAPO303007
OG0002865	OFUSG05215.1.p1	CAPO302058
OG0002866	OFUSG00718.1.p1	CAPO307089
OG0002868	OFUSG03072.1.p1	CAPO307730
OG0002870	OFUSG01831.1.p1	CAPO303935
OG0002873	OFUSG10642.1.p1	CAPO302439
OG0002875	OFUSG25099.1.p1	CAPO302434
OG0002876	OFUSG07618.1.p1	CAPO302622
OG0002877	OFUSG09062.2.p1, OFUSG09062.1.p1	CAPO303139
OG0002878	OFUSG26924.1.p1	CAPO304014
OG0002883	OFUSG22592.1.p1	CAPO300600
OG0002884	OFUSG01224.1.p1	CAPO306804
OG0002888	OFUSG18365.1.p1	CAPO302979
